Rec ID	Name of Recipient	City	St	Cst Ctr	DBE Appr Date	CFY Pending	CFY Reserved	Total Available	CFY Obligations	Percent
         1415	NEW JERSEY DEPARTMENT OF TRANSPORTATION                               	TRENTON             	NJ	        78200	24-feb-2000              	               $0.00	         $2223337.00	         $2223337.00	         $2223337.00	          100
         1419	LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY                       	ALLENTOWN           	PA	        78300	22-nov-2000              	               $0.00	         $3889556.00	         $3889556.00	         $3889556.00	          100
         1420	TRANSPORTATION AND MOTOR BUSES FOR PUBLIC USE AUTHORITY               	ALTOONA             	PA	        78300	20-nov-2000              	          $800000.00	          $314139.00	         $1114139.00	          $314139.00	           28
         1422	BEAVER COUNTY TRANSIT AUTHORITY                                       	ROCHESTER           	PA	        78300	07-sep-2000              	               $0.00	          $733393.00	          $733393.00	          $733393.00	          100
         1425	ERIE METROPOLITAN TRANSIT AUTHORITY                                   	ERIE                	PA	        78300	17-oct-2000              	         $5955000.00	          $789082.00	         $6744082.00	          $789082.00	           12
         1426	WESTMORELAND COUNTY TRANSIT AUTHORITY                                 	GREENSBURG          	PA	        78300	27-sep-2000              	               $0.00	         $1457077.00	         $1457077.00	         $1457077.00	          100
         1427	CUMBERLAND-DAUPHIN-HARRISBURG TRANSIT AUTHORITY                       	HARRISBURG          	PA	        78300	17-oct-2000              	               $0.00	         $6176190.00	         $6176190.00	         $6176190.00	          100
         1429	PENNSYLVANIA DEPARTMENT OF TRANSPORTATION                             	HARRISBURG          	PA	        78300	23-mar-2000              	               $0.00	        $32308695.00	        $32308695.00	        $32308695.00	          100
         1431	CAMBRIA COUNTY TRANSIT AUTHORITY                                      	JOHNSTOWN           	PA	        78300	17-oct-2000              	          $122516.00	         $1408077.00	         $1530593.00	          $604010.00	           39
         1432	LUZERNE COUNTY TRANSPORTATION AUTHORITY                               	KINGSTON            	PA	        78300	17-oct-2000              	               $0.00	          $747474.00	          $747474.00	          $747474.00	          100
         1434	RED ROSE TRANSIT AUTHORITY                                            	LANCASTER           	PA	        78300	27-mar-2001              	               $0.00	         $2056745.00	         $2056745.00	         $1912540.00	           93
         1441	PORT AUTHORITY OF ALLEGHENY COUNTY                                    	PITTSBURGH          	PA	        78300	07-aug-2000              	         $6935000.00	        $36642042.00	        $43577042.00	        $34202922.00	           78
         1442	BERKS AREA READING TRANSPORTATION AUTHORITY                           	READING             	PA	        78300	17-oct-2000              	               $0.00	         $2419905.00	         $2419905.00	         $1744219.00	           72
         1443	COUNTY OF LACKAWANNA TRANSIT SYSTEM                                   	SCRANTON            	PA	        78300	10-oct-2000              	               $0.00	         $1582560.00	         $1582560.00	         $1582560.00	          100
         1444	CITY OF SHARON                                                        	HERMITAGE           	PA	        78300	10-oct-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1445	CENTRE AREA TRANSPORTATION AUTHORITY                                  	STATE COLLEGE       	PA	        78300	10-oct-2000              	               $0.00	         $1369432.00	         $1369432.00	         $1082266.00	           79
         1446	CITY OF WILLIAMSPORT, BUREAU OF TRANSPORTATION                        	WILLIAMSPORT        	PA	        78300	10-jan-2002              	               $0.00	          $223195.00	          $223195.00	          $223195.00	          100
         1447	YORK COUNTY TRANSPORTATION AUTHORITY                                  	YORK                	PA	        78300	10-oct-2000              	         $1582251.00	         $3157667.00	         $4739918.00	         $1700000.00	           36
         1448	CITY OF CHARLOTTESVILLE                                               	CHARLOTTESVILLE     	VA	        78300	17-oct-2000              	         $1660800.00	               $0.00	         $1660800.00	               $0.00	            0
         1454	CITY OF HARRISONBURG                                                  	HARRISONBURG        	VA	        78300	                         	               $0.00	          $140000.00	          $140000.00	          $140000.00	          100
         1455	GREATER LYNCHBURG TRANSIT COMPANY                                     	LYNCHBURG           	VA	        78300	01-oct-2000              	         $3944660.00	          $768877.00	         $4713537.00	          $768877.00	           16
         1456	TRANSPORTATION DISTRICT COMMISSION OF HAMPTON ROADS                   	HAMPTON             	VA	        78300	01-oct-2000              	               $0.00	         $2907682.00	         $2907682.00	         $2907682.00	          100
         1457	CITY OF PETERSBURG                                                    	PETERSBURG          	VA	        78300	04-jan-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1458	GREATER RICHMOND TRANSIT COMPANY                                      	RICHMOND            	VA	        78300	10-oct-2000              	               $0.00	         $8648955.00	         $8648955.00	         $8648955.00	          100
         1459	VIRGINIA DEPARTMENT OF RAIL AND PUBLIC TRANSPORTATION                 	RICHMOND            	VA	        78300	                         	         $7265823.00	        $16564923.00	        $23830746.00	        $16370566.00	           69
         1460	GREATER ROANOKE TRANSIT COMPANY                                       	ROANOKE             	VA	        78300	17-oct-2000              	               $0.00	         $4046798.00	         $4046798.00	         $4046798.00	          100
         1464	KANAWHA VALLEY REGIONAL TRANSPORTATION AUTHORITY                      	CHARLESTON          	WV	        78300	17-oct-2000              	               $0.00	          $532000.00	          $532000.00	          $532000.00	          100
         1465	CENTRAL WEST VIRGINIA TRANSIT AUTHORITY                               	CLARKSBURG          	WV	        78300	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1467	TRI-STATE TRANSIT AUTHORITY                                           	HUNTINGTON          	WV	        78300	27-sep-2000              	               $0.00	         $2563648.00	         $2563648.00	         $2563648.00	          100
         1469	MID-OHIO VALLEY TRANSIT AUTHORITY                                     	PARKERSBURG         	WV	        78300	                         	               $0.00	          $206650.00	          $206650.00	          $206650.00	          100
         1470	EASTERN OHIO/OHIO VALLEY REGIONAL TRANSP. AUTHORITY                   	WHEELING            	WV	        78300	07-sep-2000              	          $286637.00	           $14089.00	          $300726.00	           $14089.00	            5
         1501	WEST VIRGINIA DEPARTMENT OF TRANSPORTATION                            	CHARLESTON          	WV	        78300	03-feb-2000              	               $0.00	         $8621160.00	         $8621160.00	         $8621160.00	          100
         1506	CENTRAL ARKANSAS TRANSIT AUTHORITY                                    	NORTH LITTLE ROCK   	AR	        78600	                         	               $0.00	         $6941170.00	         $6941170.00	         $6791169.00	           98
         1508	CITY OF ALEXANDRIA                                                    	ALEXANDRIA          	LA	        78600	31-oct-2003              	               $0.00	          $673820.00	          $673820.00	          $673820.00	          100
         1509	CITY OF BATON ROUGE                                                   	BATON ROUGE         	LA	        78600	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1519	REGIONAL TRANSIT AUTHORITY                                            	NEW ORLEANS         	LA	        78600	                         	               $0.00	        $30053759.00	        $30053759.00	        $30053759.00	          100
         1520	JEFFERSON PARISH DEPARTMENT OF TRANSIT ADMINISTRATION                 	GRETNA              	LA	        78600	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1521	ST. BERNARD PARISH GOVERNMENT                                         	CHALMETTE           	LA	        78600	15-nov-2000              	          $244000.00	          $150400.00	          $394400.00	          $150400.00	           38
         1523	CITY OF ALBUQUERQUE                                                   	ALBUQUERQUE         	NM	        78600	01-oct-2004              	               $0.00	         $2280000.00	         $2280000.00	         $2280000.00	          100
         1525	CENTRAL OKLAHOMA TRANSPORTATION AND PARKING AUTHORITY                 	OKLAHOMA CITY       	OK	        78600	01-oct-2003              	         $7023997.00	         $4673013.00	        $11697010.00	         $4673013.00	           40
         1527	METROPOLITAN TULSA TRANSIT AUTHORITY                                  	TULSA               	OK	        78600	                         	         $1706858.00	         $4376674.00	         $6083532.00	         $4376674.00	           72
         1528	CITY OF ABILENE                                                       	ABILENE             	TX	        78600	20-oct-2003              	               $0.00	          $318167.00	          $318167.00	          $318167.00	          100
         1530	CITY OF AMARILLO                                                      	AMARILLO            	TX	        78600	                         	               $0.00	         $1534733.00	         $1534733.00	         $1534733.00	          100
         1531	CITY OF ARLINGTON                                                     	ARLINGTON           	TX	        78600	                         	               $0.00	          $917916.00	          $917916.00	          $917916.00	          100
         1535	CORPUS CHRISTI REGIONAL TRANSIT AUTHORITY                             	CORPUS CHRISTI      	TX	        78600	                         	               $0.00	         $3754883.00	         $3754883.00	         $3754883.00	          100
         1539	CITY OF EL PASO  - SUN METRO                                          	EL PASO             	TX	        78600	20-sep-2000              	         $9862161.00	        $17853037.00	        $27715198.00	        $13966830.00	           50
         1540	FORT WORTH TRANSPORTATION AUTHORITY                                   	FORT WORTH          	TX	        78600	                         	         $6103785.00	        $10140637.00	        $16244422.00	        $10140637.00	           62
         1543	CITY OF GALVESTON                                                     	GALVESTON           	TX	        78600	                         	               $0.00	         $2960434.00	         $2960434.00	         $2960434.00	          100
         1547	METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY                       	HOUSTON             	TX	        78600	01-oct-2003              	        $75664444.00	        $20079149.00	        $95743593.00	        $10570309.00	           11
         1551	CITY OF MESQUITE                                                      	MESQUITE            	TX	        78600	                         	               $0.00	          $503000.00	          $503000.00	          $503000.00	          100
         1553	CITY OF PORT ARTHUR                                                   	PORT ARTHUR         	TX	        78600	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1558	CITY OF WACO TRANSIT SYSTEM                                           	WACO                	TX	        78600	21-nov-2003              	               $0.00	          $436910.00	          $436910.00	          $436910.00	          100
         1561	ARKANSAS STATE HIGHWAY AND TRANSPORTATION DEPARTMENT                  	LITTLE ROCK         	AR	        78600	                         	         $4055089.00	         $2991964.00	         $7047053.00	         $2991964.00	           42
         1562	LOUISIANA DEPARTMENT OF TRANSPORTATION & DEVELOPMENT                  	BATON ROUGE         	LA	        78600	                         	               $0.00	         $2296433.00	         $2296433.00	         $1626146.00	           71
         1564	NEW MEXICO STATE HIGHWAY & TRANSPORTATION DEPARTMENT                  	SANTA FE            	NM	        78600	                         	          $305813.00	          $909501.00	         $1215314.00	          $909501.00	           75
         1565	OKLAHOMA DEPARTMENT OF TRANSPORTATION                                 	OKLAHOMA CITY       	OK	        78600	                         	               $0.00	        $11539645.00	        $11539645.00	        $11539645.00	          100
         1567	TEXAS DEPARTMENT OF TRANSPORTATION                                    	AUSTIN              	TX	        78600	                         	               $0.00	         $2055595.00	         $2055595.00	         $2055595.00	          100
         1580	CITY OF LAS CRUCES                                                    	LAS CRUCES          	NM	        78600	15-nov-2000              	               $0.00	         $4038689.00	         $4038689.00	         $2170639.00	           54
         1591	CITY OF BROWNSVILLE                                                   	BROWNSVILLE         	TX	        78600	26-oct-2000              	               $0.00	          $689591.00	          $689591.00	          $689591.00	          100
         1622	CALIFORNIA STATE DOT (CALTRANS)   DIVISION OF  MASS TRANSPORTATION    	SACRAMENTO          	CA	        78900	                         	         $3784278.00	        $23864939.00	        $27649217.00	        $23864939.00	           86
         1623	STATE OF HAWAII, DEPARTMENT OF TRANSPORTATION                         	Honolulu            	HI	        78900	                         	               $0.00	        $20983631.00	        $20983631.00	        $16560273.00	           79
         1625	NEVADA DEPARTMENT OF TRANSPORTATION                                   	CARSON CITY         	NV	        78900	                         	               $0.00	         $3808889.00	         $3808889.00	         $2183025.00	           57
         1632	ALAMEDA-CONTRA COSTA TRANSIT DISTRICT                                 	OAKLAND             	CA	        78900	                         	               $0.00	          $234374.00	          $234374.00	          $234374.00	          100
         1635	ARIZONA DEPARTMENT OF TRANSPORTATION                                  	PHOENIX             	AZ	        78900	                         	           $53200.00	           $35000.00	           $88200.00	           $35000.00	           40
         1640	CITY OF GARDENA                                                       	GARDENA             	CA	        78900	                         	               $0.00	         $2067840.00	         $2067840.00	         $2067840.00	          100
         1641	GOVERNMENT OF GUAM                                                    	HAGATNA             	GU	        78900	01-sep-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1643	REGIONAL TRANSPORTATION COMMISSION OF SOUTHERN NEVADA                 	LAS VEGAS           	NV	        78900	10-oct-2000              	           $90000.00	        $17904656.00	        $17994656.00	        $17904656.00	           99
         1647	CITY OF CULVER CITY                                                   	CULVER CITY         	CA	        78900	                         	               $0.00	         $2290000.00	         $2290000.00	         $2290000.00	          100
         1648	CITY OF FAIRFIELD                                                     	FAIRFIELD           	CA	        78900	10-oct-2000              	               $0.00	         $1483008.00	         $1483008.00	          $983678.00	           66
         1649	CITY OF FRESNO                                                        	FRESNO              	CA	        78900	                         	               $0.00	        $12750096.00	        $12750096.00	        $12750096.00	          100
         1652	LONG BEACH PUBLIC TRANSPORTATION COMPANY                              	LONG BEACH          	CA	        78900	                         	               $0.00	         $9982170.00	         $9982170.00	         $9982170.00	          100
         1656	CITY OF MODESTO                                                       	MODESTO             	CA	        78900	07-sep-2000              	         $1762788.00	         $5666711.00	         $7429499.00	         $2371723.00	           32
         1657	CITY OF MONTEBELLO                                                    	MONTEBELLO          	CA	        78900	01-sep-2000              	               $0.00	         $5341163.00	         $5341163.00	         $5341163.00	          100
         1659	SACRAMENTO REGIONAL TRANSIT DISTRICT                                  	SACRAMENTO          	CA	        78900	01-sep-2000              	         $6546000.00	        $29305911.00	        $35851911.00	        $24729036.00	           69
         1665	SAN JOAQUIN REGIONAL TRANSIT DISTRICT                                 	STOCKTON            	CA	        78900	10-aug-2000              	               $0.00	         $8241080.00	         $8241080.00	         $8241080.00	          100
         1666	CITY OF TORRANCE                                                      	TORRANCE            	CA	        78900	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1667	CITY OF TUCSON                                                        	TUCSON              	AZ	        78900	                         	               $0.00	        $16766510.00	        $16766510.00	        $16766510.00	          100
         1669	REGIONAL TRANSPORTATION COMMISSION OF WASHOE COUNTY                   	RENO                	NV	        78900	07-sep-2000              	               $0.00	        $13816096.00	        $13816096.00	        $10193385.00	           74
         1671	SAN MATEO COUNTY TRANSIT DISTRICT                                     	SAN CARLOS          	CA	        78900	                         	               $0.00	          $693470.00	          $693470.00	               $0.00	            0
         1673	SANTA BARBARA METROPOLITAN TRANSIT DISTRICT                           	Santa Barbara       	CA	        78900	                         	               $0.00	         $2047987.00	         $2047987.00	         $2047987.00	          100
         1674	SANTA CLARA VALLEY TRANSPORTATION AUTHORITY                           	SAN JOSE            	CA	        78900	                         	               $0.00	          $458022.00	          $458022.00	          $458022.00	          100
         1675	SANTA CRUZ METROPOLITAN TRANSIT DISTRICT                              	SANTA CRUZ          	CA	        78900	11-aug-2000              	         $3390636.00	         $3201845.00	         $6592481.00	         $3201845.00	           49
         1677	CITY OF SANTA ROSA                                                    	SANTA ROSA          	CA	        78900	14-jan-2002              	               $0.00	         $1778527.00	         $1778527.00	         $1778527.00	          100
         1678	SOUTH COAST AREA TRANSIT                                              	OXNARD              	CA	        78900	                         	               $0.00	         $7497798.00	         $7497798.00	         $7497798.00	          100
         1681	OMNITRANS                                                             	SAN BERNARDINO      	CA	        78900	                         	               $0.00	        $13775729.00	        $13775729.00	        $10620657.00	           77
         1682	ORANGE COUNTY TRANSPORTATION AUTHORITY                                	ORANGE              	CA	        78900	07-aug-2000              	          $508500.00	        $88923097.00	        $89431597.00	               $0.00	            0
         1683	CITY OF PHOENIX                                                       	PHOENIX             	AZ	        78900	                         	               $0.00	       $144372346.00	       $144372346.00	        $69972346.00	           48
         1686	RIVERSIDE TRANSIT AGENCY                                              	RIVERSIDE           	CA	        78900	01-sep-2000              	               $0.00	        $11821600.00	        $11821600.00	        $11821600.00	          100
         1688	MONTEREY-SALINAS TRANSIT                                              	MONTEREY            	CA	        78900	30-sep-2000              	               $0.00	         $4181937.00	         $4181937.00	         $2076554.00	           50
         1690	NORTH SAN DIEGO COUNTY TRANSIT DEVELOPMENT BOARD                      	OCEANSIDE           	CA	        78900	                         	         $2746000.00	        $33636641.00	        $36382641.00	        $33636641.00	           92
         1697	MUNICIPAL TRANSPORTATION AGENCY/CITY AND COUNTY OF SAN FRANCISCO      	SAN FRANCISCO       	CA	        78900	03-apr-2002 12:41:22     	         $2489000.00	        $38954202.00	        $41443202.00	        $34199628.00	           83
         1701	GOLDEN GATE BRIDGE, HIGHWAY AND TRANSPORTATION DISTRICT               	SAN FRANCISCO       	CA	        78900	                         	               $0.00	         $3017331.00	         $3017331.00	               $0.00	            0
         1703	CITY AND COUNTY OF HONOLULU                                           	HONOLULU, HAWAII    	HI	        78900	                         	        $31425000.00	        $44524811.00	        $75949811.00	        $44524811.00	           59
         1707	MUNICIPALITY OF ANCHORAGE                                             	ANCHORAGE           	AK	        79000	                         	          $846377.00	         $7316340.00	         $8162717.00	         $7316340.00	           90
         1722	IDAHO TRANSPORTATION DEPARTMENT                                       	BOISE               	ID	        79000	09-nov-2004              	               $0.00	          $230404.00	          $230404.00	          $230404.00	          100
         1723	OREGON DEPARTMENT OF TRANSPORTATION                                   	SALEM               	OR	        79000	                         	               $0.00	        $15770136.00	        $15770136.00	        $15770136.00	          100
         1724	WASHINGTON STATE DEPT. OF TRANSPORTATION                              	OLYMPIA             	WA	        79000	                         	         $2617025.00	        $14918285.00	        $17535310.00	         $9554509.00	           54
         1725	ALASKA DEPARTMENT OF TRANSPORTATION AND PUBLIC FACILITIES             	JUNEAU              	AK	        79000	                         	               $0.00	         $3222162.00	         $3222162.00	         $2898819.00	           90
         1726	WASHINGTON STATE DEPT. OF TRANS.   MARINE DIVISION                    	SEATTLE             	WA	        79000	                         	         $5750000.00	               $0.00	         $5750000.00	               $0.00	            0
         1728	TRI-COUNTY METROPOLITAN TRANSPORTATION DISTRICT OF OREGON             	PORTLAND            	OR	        79000	                         	        $24206975.00	         $8733488.00	        $32940463.00	         $6836676.00	           21
         1729	CLARK COUNTY PUBLIC TRANSPORTATION BENEFIT AREA AUTHORITY             	VANCOUVER           	WA	        79000	                         	               $0.00	         $4826221.00	         $4826221.00	         $4826221.00	          100
         1730	PIERCE COUNTY PUBLIC TRANSPORTATION BENEFIT AREA AUTHORITY            	TACOMA              	WA	        79000	                         	         $1720733.00	         $2186327.00	         $3907060.00	         $1736327.00	           44
         1731	KING COUNTY DEPARTMENT OF TRANSPORTATION                              	SEATTLE             	WA	        79000	                         	        $30980263.00	        $23642282.00	        $54622545.00	         $6287013.00	           12
         1733	SPOKANE TRANSIT AUTHORITY                                             	SPOKANE             	WA	        79000	                         	               $0.00	        $13582629.00	        $13582629.00	        $13130629.00	           97
         1736	Valley Regional Transit                                               	Meridian            	ID	        79000	                         	               $0.00	         $1249342.00	         $1249342.00	         $1249342.00	          100
         1737	CITY OF POCATELLO                                                     	POCATELLO           	ID	        79000	                         	               $0.00	         $1027364.00	         $1027364.00	         $1027364.00	          100
         1738	LANE TRANSIT DISTRICT                                                 	EUGENE              	OR	        79000	                         	          $750000.00	        $12126513.00	        $12876513.00	         $9590772.00	           74
         1739	ROGUE VALLEY TRANSPORTATION  DISTRICT                                 	MEDFORD             	OR	        79000	                         	          $108000.00	         $1463302.00	         $1571302.00	         $1066814.00	           68
         1740	SALEM AREA MASS TRANSIT DISTRICT                                      	SALEM               	OR	        79000	                         	          $750000.00	         $2911338.00	         $3661338.00	         $2911338.00	           80
         1743	CITY OF EVERETT                                                       	EVERETT             	WA	        79000	                         	          $262285.00	         $1020874.00	         $1283159.00	               $0.00	            0
         1752	GREATER BRIDGEPORT TRANSIT AUTHORITY                                  	BRIDGEPORT          	CT	        78100	21-apr-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1754	HOUSATONIC AREA REGIONAL TRANSIT   DISTRICT                           	DANBURY             	CT	        78100	15-may-2000              	               $0.00	          $492302.00	          $492302.00	          $492302.00	          100
         1774	BROOME COUNTY                                                         	BINGHAMTON          	NY	        78200	20-mar-2001              	               $0.00	         $2505260.00	         $2505260.00	         $2505260.00	          100
         1776	CAPITAL DISTRICT TRANSPORTATION AUTHORITY                             	ALBANY              	NY	        78200	24-may-2000              	               $0.00	        $12217643.00	        $12217643.00	        $11722013.00	           96
         1778	CENTRAL NEW YORK REGIONAL TRANSPORTATION AUTHORITY                    	SYRACUSE            	NY	        78200	02-apr-2001              	         $4214993.00	         $2233009.00	         $6448002.00	               $0.00	            0
         1781	GREATER GLENS FALLS TRANSIT SYSTEM                                    	QUEENSBURY          	NY	        78200	                         	               $0.00	          $499000.00	          $499000.00	          $499000.00	          100
         1784	DUTCHESS COUNTY                                                       	POUGHKEEPSIE        	NY	        78200	                         	               $0.00	         $1333600.00	         $1333600.00	         $1333600.00	          100
         1786	NEW YORK METROPOLITAN TRANSPORTATION AUTHORITY                        	NEW YORK            	NY	        78200	08-mar-2000              	               $0.00	       $452699902.00	       $452699902.00	       $452699902.00	          100
         1787	NASSAU COUNTY                                                         	MINEOLA             	NY	        78200	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1788	NEW YORK CITY DEPARTMENT OF TRANSPORTATION                            	NEW YORK            	NY	        78200	22-aug-2001              	         $2987469.00	        $11038706.00	        $14026175.00	         $8311779.00	           59
         1791	NEW YORK STATE DEPARTMENT OF TRANSPORTATION                           	ALBANY              	NY	        78200	03-feb-2000              	         $4692640.00	        $23465230.00	        $28157870.00	        $23465230.00	           83
         1792	NIAGARA FRONTIER TRANSPORTATION AUTHORITY                             	BUFFALO             	NY	        78200	24-aug-2000              	        $15795701.00	         $3094210.00	        $18889911.00	         $3094210.00	           16
         1793	ONEIDA COUNTY                                                         	UTICA               	NY	        78200	14-sep-2000              	               $0.00	         $2112280.00	         $2112280.00	         $2112280.00	          100
         1797	ROCHESTER-GENESEE REGIONAL TRANSPORTATION AUTHORITY                   	ROCHESTER           	NY	        78200	                         	               $0.00	        $24453362.00	        $24453362.00	        $23690472.00	           97
         1798	ROCKLAND COUNTY DEPARTMENT OF PUBLIC TRANSPORTATION                   	NEW CITY            	NY	        78200	12-feb-2003              	               $0.00	         $4260000.00	         $4260000.00	         $4260000.00	          100
         1803	WESTCHESTER COUNTY DEPARTMENT OF TRANSPORTATION                       	Mount Vernon        	NY	        78200	07-sep-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1809	METROPOLITAN TRANSIT AUTHORITY                                        	NASHVILLE           	TN	        78400	07-sep-2000              	               $0.00	         $9235476.00	         $9235476.00	         $9235476.00	          100
         1812	IOWA DEPARTMENT OF TRANSPORTATION                                     	AMES                	IA	        78700	31-mar-2005              	         $5245294.00	         $5408440.00	        $10653734.00	         $5408440.00	           51
         1813	KANSAS DEPARTMENT OF TRANSPORTATION                                   	TOPEKA              	KS	        78700	03-feb-2000              	          $500000.00	         $9243478.00	         $9743478.00	         $9243478.00	           95
         1814	MISSOURI DEPARTMENT OF TRANSPORTATION                                 	JEFFERSON CITY      	MO	        78700	01-apr-2005              	        $11752040.00	        $13416884.00	        $25168924.00	         $6275817.00	           25
         1815	NEBRASKA DEPARTMENT OF ROADS                                          	LINCOLN             	NE	        78700	01-apr-2005              	               $0.00	         $4615661.00	         $4615661.00	         $4615661.00	          100
         1820	FIVE SEASONS TRANSPORTATIONS                                          	CEDAR RAPIDS        	IA	        78700	31-mar-2005              	          $938448.00	          $648805.00	         $1587253.00	          $648805.00	           41
         1822	CITY OF DAVENPORT  - DAVENPORT CITY HALL                              	DAVENPORT           	IA	        78700	29-sep-2000              	        $11043003.00	          $624000.00	        $11667003.00	          $624000.00	            5
         1823	TOPEKA METROPOLITAN TRANSIT AUTHORITY                                 	TOPEKA              	KS	        78700	14-nov-2000              	               $0.00	         $1139829.00	         $1139829.00	          $445947.00	           39
         1824	WICHITA TRANSIT                                                       	WICHITA             	KS	        78700	03-jul-2000              	          $144000.00	         $5747581.00	         $5891581.00	         $5747581.00	           98
         1827	KANSAS CITY AREA TRANSPORTATION AUTHORITY                             	KANSAS CITY         	MO	        78700	14-jul-2000              	         $5100144.00	        $21972714.00	        $27072858.00	         $5125854.00	           19
         1828	CITY OF SPRINGFIELD  CITY UTILITIES                                   	SPRINGFIELD         	MO	        78700	26-oct-2000              	          $594322.00	         $2071705.00	         $2666027.00	         $2071705.00	           78
         1830	Bi-State Development Agency                                           	St. Louis           	MO	        78700	01-apr-2005              	         $9407651.00	        $21294515.00	        $30702166.00	        $21294515.00	           69
         1831	DES MOINES METROPOLITAN TRANSIT AUTHORITY                             	DES MOINES          	IA	        78700	09-dec-2002              	         $6055623.00	         $2401557.00	         $8457180.00	         $1133686.00	           13
         1832	KEYLINE BUS SYSTEM                                                    	DUBUQUE             	IA	        78700	01-apr-2005              	               $0.00	          $236735.00	          $236735.00	          $236735.00	          100
         1833	IOWA CITY TRANSIT                                                     	IOWA CITY           	IA	        78700	02-jun-2003              	               $0.00	          $646109.00	          $646109.00	          $646109.00	          100
         1836	CITY OF SIOUX CITY                                                    	SIOUX CITY          	IA	        78700	01-apr-2005              	          $752800.00	               $0.00	          $752800.00	               $0.00	            0
         1837	Metropolitan Transit Authority of Black Hawk County                   	WATERLOO            	IA	        78700	01-apr-2005              	          $186000.00	         $1300000.00	         $1486000.00	         $1300000.00	           87
         1839	OMAHA METRO AREA TRANSIT                                              	OMAHA               	NE	        78700	                         	               $0.00	         $6434942.00	         $6434942.00	         $5485861.00	           85
         1865	CITY OF SIMI VALLEY                                                   	SIMI VALLEY         	CA	        78900	                         	               $0.00	         $2535600.00	         $2535600.00	         $2535600.00	          100
         1866	CITY OF CHICO - CHICO AREA TRANSIT                                    	CHICO               	CA	        78900	                         	               $0.00	         $1446600.00	         $1446600.00	         $1446600.00	          100
         1868	LOWER RIO GRANDE VALLEY DEVELOPMENT COUNCIL                           	MCALLEN             	TX	        78600	                         	               $0.00	          $500000.00	          $500000.00	          $500000.00	          100
         1870	CITY OF SANTA MARIA AREA TRANSIT                                      	SANTA MARIA         	CA	        78900	01-sep-2000              	               $0.00	         $3903638.00	         $3903638.00	         $3903638.00	          100
         1871	CITY OF LAFAYETTE                                                     	LAFAYETTE           	LA	        78600	                         	               $0.00	         $1018664.00	         $1018664.00	         $1018664.00	          100
         1878	RHODE ISLAND DEPARTMENT OF TRANSPORTATION                             	PROVIDENCE          	RI	        78100	02-mar-2000              	          $237432.00	         $4717917.00	         $4955349.00	         $4717917.00	           95
         1883	CASCO BAY ISLAND TRANSIT DISTRICT                                     	PORTLAND            	ME	        78100	06-apr-2000              	          $320152.00	         $1475518.00	         $1795670.00	         $1475518.00	           82
         1884	METROPOLITAN BUS AUTHORITY                                            	SAN JUAN            	PR	        78400	01-sep-2000              	               $0.00	         $9751861.00	         $9751861.00	         $9751861.00	          100
         1886	CITY OF SAN JUAN                                                      	SAN JUAN            	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1892	CITY OF CHICAGO                                                       	CHICAGO             	IL	        78500	30-jun-2001              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1896	CITY OF LINCOLN                                                       	LINCOLN             	NE	        78700	08-sep-2000              	               $0.00	         $3341891.00	         $3341891.00	         $3341891.00	          100
         1897	CITY OF ST. JOSEPH                                                    	ST JOSEPH           	MO	        78700	25-jan-2002              	               $0.00	          $544855.00	          $544855.00	          $544855.00	          100
         1900	PUERTO RICO PORTS AUTHORITY - DEVELOPMENT DEPARTMENT                  	SAN JUAN            	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1901	MUNICIPALITY OF TRUJILLO ALTO                                         	TRUJILLO ALTO       	PR	        78400	07-sep-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1903	MUNICIPALITY OF CANOVANAS                                             	CANOVANAS           	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1906	MUNICIPALITY OF MANATI                                                	MANATI              	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1909	BLOOMINGTON PUBLIC TRANSPORTATION  CORPORATION                        	BLOOMINGTON         	IN	        78500	24-may-2000              	               $0.00	         $1239058.00	         $1239058.00	         $1239058.00	          100
         1924	CHEMUNG COUNTY TRANSIT SYSTEM                                         	ELMIRA              	NY	        78200	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1937	VIA METROPOLITAN TRANSIT AUTHORITY                                    	SAN ANTONIO         	TX	        78600	                         	               $0.00	         $5386994.00	         $5386994.00	         $5386994.00	          100
