_EF_PROGRAM_FACILITY_EZ.PGM_SYS_ACRNM,V_EF_PROGRAM_FACILITY_EZ.PGM_SYS_ID,V_EF_PROGRAM_FACILITY_EZ.REGISTRY_ID,V_EF_PROGRAM_FACILITY_EZ.STANDZED_PRIM_NAME,V_EF_PROGRAM_FACILITY_EZ.PRIMARY_NAME,V_EF_PROGRAM_FACILITY_EZ.CITY_NAME,V_EF_PROGRAM_FACILITY_EZ.COUNTY_NAME,V_EF_PROGRAM_FACILITY_EZ.STATE_CODE,V_EF_PROGRAM_FACILITY_EZ.POSTAL_CODE
TRIS,77531LCTRN802WB,110002134137,BENCHMARK ELEC,BENCHMARK ELECTRONICS,CLUTE,BRAZORIA,TX,775315102
TRIS,77588SLVNT4704S,110000463766,SOLVENTS AND CHEM,SOLVENTS & CHEMICALS,PEARLAND,BRAZORIA,TX,77581
TRIS,77592SLNTC1500L,110000463855,SEA LION TECH,SEA LION TECHNOLOGY INC.,TEXAS CITY,GALVESTON,TX,77592
TRIS,77592STRLN201BA,110000463864,STERLING CHEM,STERLING CHEMICALS,TEXAS CITY,GALVESTON,TX,77590
TRIS,75061WTKNC230IR,110000824822,W TEK,W-TEK,IRVING,DALLAS,TX,75061
TRIS,78109HRKRD13000,110002134413,HARKRIDER DIST,HARKRIDER DIST CO INC,CONVERSE,BEXAR,TX,78109
TRIS,78121WTCTN115CA,110002134459,WATCO TANKS,WATCO TANKS INCORPORATED,LA VERNIA,WILSON,TX,781210369
TRIS,78130RCRPN483NW,110002134477,CARPENTER,CARPENTER CO,NEW BRAUNFELS,COMAL,TX,78130
TRIS,78130SYMNS1155C,110002134486,SYMONS ; STEEL FORMS DIV,SYMONS CORPORATION STEEL FORMS DIVISION,NEW BRAUNFELS,COMAL,TX,78130
TRIS,78155LSNMT1903N,110002134538,OLSON METAL PROD,OLSON METAL PRODUCTS CO,SEGUIN,GUADALUPE,TX,78155
TRIS,77630BTZLB3901W,110000463935,GE BETZ,GE BETZ,ORANGE,ORANGE,TX,77630
TRIS,75050BLLHL1700N,110000598700,BELL HELICOPTER TEXTRON PLT 5,BELL HELICOPTER TEXTRON PLANT 5,GRAND PRAIRIE,TARRANT,TX,75050
TRIS,75141CNSLD1501S,110000598782,CONSOLIDATED CASTING,CONSOLIDATED CASTING CORPORATION,HUTCHINS,DALLAS,TX,75141
TRIS,75455MNTCLOFFFM,110000598835,MONTICELLO STEAM ELEC STA,MONTICELLO STEAM ELECTRIC STATION,MOUNT PLEASANT,TITUS,TX,75455
TRIS,78225MTRLS201HU,110002134690,MATL MKTG OPS,MATERIALS MARKETING OPS,SAN ANTONIO,BEXAR,TX,78225
TRIS,78410MLPRK324MA,110002134798,MILPARK DRILLING FLUIDS CORPUS CHRISTI BARITE GRINDING FACLTY,MILPARK DRILLING FLUIDS CORPUS CHRISTI BARITE GRINDING FAC.,CORPUS CHRISTI,NUECES,TX,78410
TRIS,78520BSCNC5771E,110002134850,BASIC,BASIC INCORPORATED,BROWNSVILLE,CAMERON,TX,78520
TRIS,77833CLNRS2001E,110000464319,CLNR HANGER,CLEANERS HANGER COMPANY,BRENHAM,WASHINGTON,TX,77833
TRIS,77902DMNDFALOEI,110000464382,DIAMOND FBRGLS FABRICATORS,DIAMOND FIBERGLASS FABRICATORS INCORPORATED,VICTORIA,VICTORIA,TX,77905
TRIS,78042NZNNCMINES,110000464444,ANZON,ANZON INC,LAREDO,WEBB,TX,78045
TRIS,75633LSNPC1199C,110000598862,CARTHAGE ORIENTED STRANDBOARD MILL,CARTHAGE ORIENTED STRANDBOARD MILL,CARTHAGE,PANOLA,TX,75633
TRIS,75688CNDCTHWY80,110000598915,GNRL CABLE IND MARSHALL PLT,GENERAL CABLE INDUSTRIES MARSHALL PLANT,SCOTTSVILLE,HARRISON,TX,756880430
TRIS,75928LSNPCRT1,110000599022,L P BON WIER PLYWOOD,L-P BON WIER PLYWOOD,BON WIER,NEWTON,TX,75928
TRIS,75006LFDSG2735E,110002130710,BIRD LIFE DESIGN,BIRD LIFE DESIGN,CARROLLTON,DALLAS,TX,75006
TRIS,78550GRGSF514NL,110002134912,TYSON FOODS,TYSON FOODS INCORPORATED,HARLINGEN,CAMERON,TX,78550
TRIS,78702HWRDS2700E,110002135038,HOWARD SYS,HOWARD SYSTEMS,AUSTIN,TRAVIS,TX,78702
TRIS,78744LCKHD6800B,110002135065,LOCKHEED MISSILES AND SPACE ; AUSTIN DIV,LOCKHEED MISSILES AND SPACE COMPANY AUSTIN DIVISION,AUSTIN,TRAVIS,TX,787441016
TRIS,78764TCHNC312IN,110002135136,TECH COTG,TECHNICAL COATINGS INCORPORATED,AUSTIN,TRAVIS,TX,78745
TRIS,76712WCBMC481TE,110005021831,WACO BOOM,WACO BOOM COMPANY,WACO,MCLENNAN,TX,76702
TRIS,78112GLDNL14555,110000464499,ALCOA ; SAN ANTONIO WORKS,ALCOA INC SAN ANTONIO WORKS,ELMENDORF,BEXAR,TX,78112
TRIS,78130LGHTN1431F,110000464523,FLEXTRONICS,FLEXTRONICS,NEW BRAUNFELS,COMAL,TX,78130
TRIS,78504RYNLD5N29T,110005078888,REYNOLDS INTL,REYNOLDS INTERNATIONAL,MCALLEN,HIDALGO,TX,78504
TRIS,75062SNCLR3413R,110005053903,FLINT INK IRVING,FLINT INK IRVING,IRVING,DALLAS,TX,75062-4947
TRIS,75040MCRPC905EW,110005053949,MICROPAC IND,MICROPAC INDUSTRIES,GARLAND,DALLAS,TX,75040
TRIS,77530CDCCT14820,110005037566,DICKSON NAIL,DICKSON NAIL CO,HOUSTON,HARRIS,TX,77015
TRIS,78758STKTK8900S,110005063876,STAKTEK GROUP LP,STAKTEK GROUP LP,AUSTIN,TRAVIS,TX,78757
TRIS,76063DRTCH1204A,110005089616,DURA TECH PROCESSES,DURA TECH PROCESSES,MANSFIELD,TARRANT,TX,76063
TRIS,75963CJMRT608WE,110005038805,CJ MARTIN AND SON,CJ MARTIN AND SON INC,NACOGDOCHES,NACOGDOCHES,TX,75961
TRIS,78023VNTNM13310,110005051246,KAMAL ; DBA VENETIAN MARBLE,KAMAL INC  DBA  VENETIAN MARBLE,SAN ANTONIO,BEXAR,TX,78249
TRIS,78407MRCNC3800B,110005069102,ELEMENTIS CHROMIUM L P,ELEMENTIS CHROMIUM L P,CORPUS CHRISTI,NUECES,TX,78407
TRIS,76104NVKFF2100E,110007179310,NIVIKOFF,NIVIKOFF INC,FORT WORTH,TARRANT,TX,76104
TRIS,76106FRTHW2525B,110007179338,CHEVRON FT WORTH TERML,CHEVRON FORT WORTH TERMINAL,FORT WORTH,TARRANT,TX,761068408
TRIS,75426MSTRMHWY37,110006525466,BOAT DOCTOR,BOAT DOCTOR,CLARKSVILLE,RED RIVER,TX,75426
TRIS,76106DBTRC2441N,110006525536,TRACOR WESTRONICS,TRACOR WESTRONICS INCORPORATED,FORT WORTH,TARRANT,TX,76106
TRIS,76255NCNBTWALNU,110006525590,NOCONA BOOT,NOCONA BOOT COMPANY,NOCONA,MONTAGUE,TX,76255
TRIS,75217MSTRH8008C,110005105581,MASTER HALCO,MASTER HALCO,DALLAS,DALLAS,TX,75217
TRIS,75238GLCRC10820,110005127184,EAGLE CIRCUITS,EAGLE CIRCUITS,DALLAS,DALLAS,TX,75238
TRIS,79007KRLYGSOUTH,110006553648,KERLEY AG,KERLEY AG INCORPORATED,BORGER,HUTCHINSON,TX,79007
TRIS,77868NTRSTINTER,110007196676,CITATION NAVASOTA,CITATION NAVASOTA,NAVASOTA,GRIMES,TX,77868
TRIS,79936CLRST12055,110005119031,CLAROSTAT MFG,CLAROSTAT MANUFACTURING CO INC,EL PASO,EL PASO,TX,79936-7704
TRIS,77979NNCRBPOBOX,110007175154,UCC SEADRIFT OPR,UCC SEADRIFT OPERATIONS,SEADRIFT,CALHOUN,TX,77983
TRIS,79927MCGLL9560P,110009497614,THERM O DISC MCGILL,THERM O DISC MCGILL,EL PASO,EL PASO,TX,79927
TRIS,77627SNMRN1MILE,110008146158,SUN MARINE TERML,SUN MARINE TERMINALS  INC,NEDERLAND,JEFFERSON,TX,77627
TRIS,75119LKCRP202CE,110009497838,ELK,ELK CORP,ENNIS,ELLIS,TX,75119
TRIS,77536QNTMC1515M,110008160337,INEOS US LLC,INEOS USA LLC,DEER PARK,HARRIS,TX,77536
TRIS,75140MRTNSHIGHW,110008160505,MORTON INTL,MORTON INTERNATIONAL,GRAND SALINE,VAN ZANDT,TX,75140
TRIS,77048SBSVN5819A,110009493538,OIL STATES IND HOUSTON,OIL STATES INDUSTRIES HOUSTON,HOUSTON,HARRIS,TX,77048
TRIS,75607LNGVW4217E,110009504250,LONGVIEW BRASS AND ALUMN,LONGVIEW BRASS & ALUMINUM COMPANY,LONGVIEW,GREGG,TX,75607
TRIS,78130THCLM766HW,110009498659,COLEMAN ; TX FACTORY,COLEMAN COMPANY TEXAS FACTORY,NEW BRAUNFELS,COMAL,TX,78130
TRIS,75951LSNPCHWY19,110009504759,LA PACIFIC JASPER,LOUISIANA PACIFIC - JASPER,JASPER,JASPER,TX,75951
TRIS,75067KRSTCHWY12,110008152177,KRESTCO,KRESTCO,LEWISVILLE,DENTON,TX,75057
TRIS,79417VNTNM2424C,110008156609,VENETIAN MARBLE,VENETIAN MARBLE COMPANY INC.,LUBBOCK,LUBBOCK,TX,794153042
TRIS,75050CTLRH110AV,110009500735,EATON CUTLER HAMMER SATELLITE SUPPORT,EATON CUTLER HAMMER SATELLITE SUPPORT,GRAND PRAIRIE,DALLAS,TX,75050
TRIS,75935MBLLCUS87S,110008138194,EXXONMOBIL OIL ; CTR TERML,EXXONMOBIL OIL CORP CENTER TERMINAL,CENTER,SHELBY,TX,75935
TRIS,77572GPFLS1200N,110008143963,MORGANS POINT COMPLEX,MORGANS POINT COMPLEX,LA PORTE,HARRIS,TX,77571
TRIS,75602TRNTYR7BOX,110008153336,TRINITY IND,TRINITY INDUSTRIES,LONGVIEW,GREGG,TX,75607
TRIS,76567LMNMCSANDO,110008144025,ALCOA,ALCOA,ROCKDALE,MILAM,TX,76567
TRIS,75840TGGSTPOBOX,110008060203,TEAGUE GAS TREATING PLT,TEAGUE GAS TREATING PLANT,FAIRFIELD,FREESTONE,TX,75840
TRIS,75460PCTXN1245S,110008060258,APAC TX ; PARIS ASPHALT PLT 410 BUSTER DIV,APAC TEXAS INC PARIS ASPHALT PLANT (410) BUSTER DIV,PARIS,LAMAR,TX,75460
TRIS,75207QBLND4774A,110008060310,AQUABLEND,AQUABLEND,DALLAS,DALLAS,TX,75207
TRIS,75042JMPKN2912E,110008060329,JUMPKING TRAMPOLINES,JUMPKING TRAMPOLINES INC.,GARLAND,DALLAS,TX,75042
TRIS,76131KCHMT600MI,110008060383,SEMMATERIALS L P SAGINAW TX,SEMMATERIALS  L.P. - SAGINAW TX,SAGINAW,TARRANT,TX,76131
TRIS,77092WLKRL12608,110008060524,WALKER LEE TRADING,WALKER - LEE TRADING CO.,HOUSTON,HARRIS,TX,77092
TRIS,76301RGSST110IN,110008060613,AIRGAS SOUTHWEST,AIRGAS SOUTHWEST INC.,WICHITA FALLS,WICHITA,TX,76301
TRIS,77705MRTNG1GULF,110008060622,AMMONIUM THIOSULFATE PLT,AMMONIUM THIOSULFATE PLANT,BEAUMONT,JEFFERSON,TX,77704
TRIS,78238PRTTW6948F,110008060800,PWSAIR,PWSAIR,SAN ANTONIO,BEXAR,TX,78238
TRIS,78611RSTKRHIGHW,110008150133,ARISTOKRAFT PLT 10,ARISTOKRAFT PLANT 10,BURNET,BURNET,TX,78611
TRIS,76712MRTHN8301I,110012492579,MARATHON PWR TECH,MARATHON POWER TECHNOLOGIES,WOODWAY,MCLENNAN,TX,76712
TRIS,79711SHLND1919C,110006128467,ASHLAND DISTRIBUTION,ASHLAND DISTRIBUTION,MIDLAND,MIDLAND,TX,79711
TRIS,77705LQDRCRT4BO,110002339586,AIR LIQUIDE AMER,AIR LIQUIDE AMERICA CORP,BEAUMONT,JEFFERSON,TX,77705
TRIS,77507TFNCH4923B,110005186510,ARKEMA BAYPORT,ARKEMA BAYPORT,PASADENA,HARRIS,TX,77507
TRIS,75038TCCRL1801H,110012487629,TECCOR,TECCOR,IRVING,DALLAS,TX,750384311
TRIS,75020TXSNSGRAYS,110006840115,TX INSTRUMENTS ; GCA 804,TEXAS INSTRUMENTS INC (GCA/804),DENISON,GRAYSON,TX,75020
TRIS,78130DYNCS2311L,110005161822,DYNACAST MFG ALUMN DIE CASTING PLT,DYNACAST MFG ALUMINUM DIE CASTING PLANT,NEW BRAUNFELS,COMAL,TX,781311355
TRIS,76804KHLRCMILAM,110006125674,KOHLER BROWNWOOD VITREOUS PLT,KOHLER BROWNWOOD VITREOUS PLANT,BROWNWOOD,BROWN,TX,768017141
TRIS,77007TRNTY3910W,110012495709,TRINITY IND ; PLT 62,TRINITY INDUSTRIES INC. PLT # 62,HOUSTON,HARRIS,TX,77007
TRIS,75846RCJWTHWY39,110006171953,LINDE WWTP,LINDE WWTP,JEWETT,LEON,TX,758460159
TRIS,78759NTNLN11500,110005169682,NATL INSTRUMENTS,NATIONAL INSTRUMENTS,AUSTIN,TRAVIS,TX,78759
TRIS,79766PRMNT271WI,110012489459,PERMIAN TANK AND MFG,PERMIAN TANK & MANUFACTURING INC,ODESSA,ECTOR,TX,79766
TRIS,75042SSTTR4030F,110002400544,SST TRUCK,SST TRUCK COMPANY,GARLAND,DALLAS,TX,75042
TRIS,79404STHRN2300E,110002401080,ARCHER DANIELS MIDL,ARCHER DANIELS MIDLAND COMPANY,LUBBOCK,LUBBOCK,TX,79408
TRIS,77484PPGFM19914,110005188019,PPG ARCH FINISHES WALLER,PPG ARCHITECTURAL FINISHES WALLER,WALLER,HARRIS,TX,77484
TRIS,75006PTKTC1215W,110012489850,OPTEK TECH,OPTEK TECHNOLOGY,CARROLLTON,DALLAS,TX,750066905
TRIS,75006NTRNT1655S,110002446247,INTL PAPER CONTAINER DIV,INTERNATIONAL PAPER CONTAINER DIVISION,CARROLLTON,DALLAS,TX,75006
TRIS,76140WYNNS9300S,110002446265,WYNNS CLIMATE SYS,WYNNS CLIMATE SYSTEMS,FORT WORTH,TARRANT,TX,76140
TRIS,75244MXWLL4800S,110012497253,QUEBECOR PRINTING DALLAS,QUEBECOR PRINTING DALLAS,DALLAS,DALLAS,TX,752443905
TRIS,75041GRLND2750O,110001132159,AMERICAS BEV,AMERICAS BEVERAGE COMPANY,GARLAND,DALLAS,TX,75041
TRIS,76134SCSFR1200W,110001132300,FRIGETTE,FRIGETTE,FORT WORTH,TARRANT,TX,76134
TRIS,77029RYNLD10000,110001132346,REYNOLDS METALS,REYNOLDS METALS COMPANY,HOUSTON,HARRIS,TX,772294366
TRIS,75951LSNPCPOBOX,110002452845,LA PACIFIC ; PLYWOOD,LOUISIANA-PACIFIC CORPORATION PLYWOOD,JASPER,JASPER,TX,75951
TRIS,79563WSTTX3MINO,110002461185,WEST TX WELDERS SUPPLY,WEST TEXAS WELDERS SUPPLY,TYE,TAYLOR,TX,79563
TRIS,76503MRCND49THS,110002468516,AMER DESK MFG,AMERICAN DESK MANUFACTURING CO,TEMPLE,BELL,TX,765036107
TRIS,78728SLCTR4616H,110005188652,SOLECTRON TX LP,SOLECTRON TEXAS LP,AUSTIN,TRAVIS,TX,78728
TRIS,78553FRTFT5810E,110001132373,FRUIT OF LOOM TX,FRUIT OF THE LOOM TEXAS INCORPORATED,HARLINGEN,CAMERON,TX,78553
TRIS,75051PRNTP2006S,110001137163,PRINTPACK,PRINTPACK,GRAND PRAIRIE,TARRANT,TX,75050
TRIS,79339MRCNCHIGHW,110001138796,AMER COTTON GROWERS,AMERICAN COTTON GROWERS,LITTLEFIELD,LAMB,TX,79339
TRIS,77575CMRN HWY90,110001140177,COOPER CAMERON ; LIBERTY,COOPER CAMERON CORP LIBERTY,LIBERTY,LIBERTY,TX,77575
TRIS,79007KRLYG8MINO,110002470399,KERLEY AG,KERLEY AG INCORPORATED,BORGER,HUTCHINSON,TX,79007
TRIS,75059MGNFB2600H,110002470497,MAGNI FAB SOUTHWEST,MAGNI-FAB SOUTHWEST CO,HOWE,GRAYSON,TX,75459
TRIS,75801PBCFBHWY29,110002470898,PABCO FBRGLS,PABCO FIBERGLASS,PALESTINE,ANDERSON,TX,75801
TRIS,75702PWLLL8THLA,110002471423,POWELL LUMBER,POWELL LUMBER COMPANY,TYLER,SMITH,TX,75701
TRIS,77305QKRPTEXXON,110002471441,QUAKER PETRO CHEM,QUAKER PETROLEUM CHEMICALS COMPANY,CONROE,MONTGOMERY,TX,77305
TRIS,75783NNCRBHWY37,110002471539,UNION CARBIDE IND GASES ; LINE DIV,UNION CARBIDE INDUSTRIAL GASES INC. LINE DIV.,QUITMAN,WOOD,TX,75783
TRIS,76201HRBBR1500I,110001148543,EAGLE PICHER IND,EAGLE PICHER INDUSTRIES,DENTON,DENTON,TX,76207
TRIS,79912VLMNT1770C,110001148847,PWR LIGHTING PRODSUCTS FORMERLY VALMONT ELEC,POWER LIGHTING PRODSUCTS (FORMERLY VALMONT ELECTRIC),EL PASO,EL PASO,TX,799128400
TRIS,75710STHWS3100S,110001148909,SOUTHWEST FOODS ICE PLT,SOUTHWEST FOODS ICE PLANT,TYLER,SMITH,TX,75710
TRIS,77507PHYTS12502,110005184987,PHYTO SOURCE LP,PHYTO SOURCE LP,PASADENA,HARRIS,TX,775071308
TRIS,75030STCHL6125W,110002317403,NUSIL TECH TX DIV,NUSIL TECHNOLOGY (TEXAS DIVISION),IRVING,DALLAS,TX,75015
TRIS,78237ZMFGL4600U,110012182164,ZEE MFG HIGHWAY 90 WEST PLT,ZEE MANUFACTURING HIGHWAY 90 WEST PLANT,SAN ANTONIO,BEXAR,TX,78237
TRIS,77380SGMGN9186S,110012181762,SIGMA GENOSYS LP,SIGMA GENOSYS LP,THE WOODLANDS,MONTGOMERY,TX,77380
TRIS,75098CRLSL900HE,110012141967,CARLISLE COTG AND WATERPROOFING,CARLISLE COATINGS & WATERPROOFING,WYLIE,COLLIN,TX,75098
TRIS,75951HRTCRHWY96,110009312975,HART CREOSOTING,HART CREOSOTING CO,JASPER,JASPER,TX,75951
TRIS,77012BLLNG201BR,110015679540,BOLLINGER HOUSTON L P,BOLLINGER HOUSTON  L.P.,HOUSTON,HARRIS,TX,77012
TRIS,76504SNBLT1103O,110012565223,SUNBELT TRANSFORMER,SUNBELT TRANSFORMER,TEMPLE,BELL,TX,765048611
TRIS,77018FDRLF414PI,110012565232,FED FLANGE AND FITTING,FEDERAL FLANGE & FITTING CO INC,HOUSTON,HARRIS,TX,77018
TRIS,78934GRTST1050G,110012702726,GREAT SOUTHERN WOOD OF TX,GREAT SOUTHERN WOOD OF TEXAS,COLUMBUS,COLORADO,TX,78934
TRIS,79404DDNSW5002S,110012702995,EDDINS WALCHER ; BULK PLT,EDDINS-WALCHER CO BULK PLANT,LUBBOCK,LUBBOCK,TX,79404
TRIS,78540DNBRG222IN,110012703137,EDINBURG TERML,EDINBURG TERMINAL,EDINBURG,HIDALGO,TX,78540
TRIS,79323DDNSW1191S,110012703235,EDDINS WALCHER,EDDINS WALCHER CO,DENVER CITY,YOAKUM,TX,79323
TRIS,77598MRBLP12722,110012703315,MARBLE PROD,MARBLE PRODUCTS,WEBSTER,HARRIS,TX,77598
TRIS,76009LPPRT1400E,110012703397,ALVARADO FACLTY,ALVARADO FACILITY,ALVARADO,JOHNSON,TX,76009
TRIS,76011TLCLS62711,110012703413,TULCO OILS,TULCO OILS,ARLINGTON,TARRANT,TX,760117620
TRIS,76110WNNCS3621M,110012703431,WINONICS,WINONICS INC.,FORT WORTH,TARRANT,TX,76110
TRIS,77011CMXNV5600N,110012703510,CEMEX ; NAVIGATION PLT NO 1,CEMEX INC  NAVIGATION PLANT NO 1,HOUSTON,HARRIS,TX,77011
TRIS,75607LPPRT115KO,110012703556,LIPPERT COMPONENTS ; PLT 20,LIPPERT COMPONENTS INC. PLANT 20,LONGVIEW,GREGG,TX,756072152
TRIS,77375PLYFM11715,110012703618,POLYFOAM PROD,POLYFOAM PRODUCTS,TOMBALL,HARRIS,TX,773751539
TRIS,76304GTSML701PL,110012816667,LONGWOOD ELASTOMERS,LONGWOOD ELASTOMERS INCORPORATED,WICHITA FALLS,WICHITA,TX,76306-5903
TRIS,76707SGRNF615FR,110022411512,US GREENFIBER LLC,US GREENFIBER LLC,WACO,MC LENNAN,TX,76704
TRIS,76063SLVYN1SMIT,110022448207,SOLVAY ENGINEERED POLYMERS MANSFIELD,SOLVAY ENGINEERED POLYMERS MANSFIELD,MANSFIELD,TARRANT,TX,76063
TRIS,76634CHMCL2861F,110013286595,CLIFTON LIME PLT,CLIFTON LIME PLANT,CLIFTON,BOSQUE,TX,76634
TRIS,77008GDMNM6900O,110013286611,GOODMAN MFG ; L P,GOODMAN MFG. CO. L.P.,HOUSTON,HARRIS,TX,77008
TRIS,77535MCKLMKLEMP,110013286675,AMICO KLEMP,AMICO-KLEMP,DAYTON,LIBERTY,TX,77535
TRIS,79721FNLNDIS20E,110013314323,ALON US BIG SPRING RFNRY,ALON USA BIG SPRING REFINERY,BIG SPRING,HOWARD,TX,79721
TRIS,77340GRDNRHWY75,110013314350,GARDNER GLASS PROD,GARDNER GLASS PRODUCTS INC.,HUNTSVILLE,WALKER,TX,77340
TRIS,77651RLQDP2121P,110014407846,AIR LIQUIDE AMER PORT NECHES ASU COGENERATION PLT,AIR LIQUIDE AMERICA PORT NECHES ASU COGENERATION PLANT,PORT NECHES,JEFFERSON,TX,77651
TRIS,75217DRMTL410HI,110013840772,LEGGETT PARTNERS,LEGGETT PARTNERS,DALLAS,DALLAS,TX,75217
TRIS,75946CMBRC257BR,110013958422,ACME BRICK GARRISON PLT,ACME BRICK GARRISON PLANT,GARRISON,NACOGDOCHES,TX,75946
TRIS,76426CMBRC102MA,110014017116,ACME BRICK BRIDGEPORT PLT,ACME BRICK BRIDGEPORT PLANT,BRIDGEPORT,WISE,TX,76426
TRIS,75238MSLTN10810,110015582902,EMSOLUTIONS,EMSOLUTIONS,DALLAS,DALLAS,TX,752381347
TRIS,77032PTRLT5455O,110015584991,PETROLITE ; PETRECO DIV,PETROLITE CORPORATION PETRECO DIVISION,HOUSTON,HARRIS,TX,77023
TRIS,77547LBRPC780CL,110015585614,EQUILON ENTRPRS,EQUILON ENTERPRISES L.L.C.,GALENA PARK,HARRIS,TX,77547
TRIS,77521CDRBY7705W,110015743301,CEDAR BAYOU ELEC GNRTNG STA,CEDAR BAYOU ELECTRIC GENERATING STATION,BAYTOWN,CHAMBERS,TX,775208614
TRIS,77630RNGSH71MAR,110015976265,ORANGE SHIPBUILDING,ORANGE SHIPBUILDING,ORANGE,ORANGE,TX,77630-
TRIS,77536LBRZL41TID,110017343953,LUBRIZOL DEER PARK PLT,LUBRIZOL DEER PARK PLANT,DEER PARK,HARRIS,TX,775360158
TRIS,77474CMBRC562PE,110017424027,SEALY PLT,SEALY PLT,SEALY,AUSTIN,TX,77474
TRIS,77978TXSLQFM159,110018939158,TX LIQUID FERTILIZER,TEXAS LIQUID FERTILIZER COMPANY  LTD,POINT COMFORT,CALHOUN,TX,77978
TRIS,77037BKRHG17015,110018934956,BAKER HUGHES INTEQ,BAKER HUGHES INTEQ,HOUSTON,HARRIS,TX,77037
TRIS,76643HNSNP1171C,110020515655,HANSON PIPE AND PROD ; WACO,HANSON PIPE & PRODUCTS INC WACO,LORENA,MCLENNAN,TX,76655
TRIS,77041NTDPL11327,110020515673,UNITED POLYMER TECH GP LLC,UNITED POLYMER TECHNOLOGY GP LLC,HOUSTON,HARRIS,TX,77041
TRIS,75165LFLND41NIH,110020515192,CMC STEEL FABRICATORS ; DBA CMC REBAR,CMC STEEL FABRICATORS INC (DBA CMC REBAR),WAXAHACHIE,ELLIS,TX,75165
TRIS,75551NTHNY515SL,110020515584,ANTHONY FOREST PROD,ANTHONY FOREST PRODUCTS CO,ATLANTA,CASS,TX,75551
TRIS,77507HRCRS466NE,110020515717,HARCROS CHEM,HARCROS CHEMICALS INC.,PASADENA,HARRIS,TX,77507
TRIS,77651MRPLS1215M,110020515735,AMERIPOL SYNPOL,AMERIPOL SYNPOL CORPORATION,PORT NECHES,JEFFERSON,TX,77651
TRIS,78222DYTNS4646S,110020515753,SYMONS,SYMONS,SAN ANTONIO,BEXAR,TX,78222
TRIS,78572TRNST15MIL,110025317404,TRANSIT MIX MISSION PLT PLT 1402,TRANSIT MIX MISSION PLANT PLANT 1402,MISSION,HIDALGO,TX,78572
TRIS,75020FLRSTFUNDA,110025333887,FLORESTONE PROD,FLORESTONE PRODUCTS CO INC,DENISON,GRAYSON,TX,75020
TRIS,76033SMTHF312WI,110031000556,BEACON ENGRY TX,BEACON ENERGY TEXAS,CLEBURNE,JOHNSON,TX,76033
TRIS,76384TYSNP7WHEE,110031000574,TYSON REFRIGERATED PROCESSED MEATS,TYSON REFRIGERATED PROCESSED MEATS,VERNON,WILBARGER,TX,76384
TRIS,77643WSTMNHWY73,110031005463,VEOLIA ES TECH SOLUTIONS LLC PORT ARTHUR FACLTY,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,PORT ARTHUR,JEFFERSON,TX,77643
TRIS,79707XCHMN822ST,110034889798,X CHEM,X-CHEM,MIDLAND,MIDLAND,TX,797078998
TRIS,75160VKSTH17MET,110035127564,VEKA SOUTH,VEKA SOUTH,TERRELL,KAUFMAN,TX,751606565
TRIS,77041KCHHT1262F,110037145684,KOCH HEAT TRANSFER,KOCH HEAT TRANSFER COMPANY,HOUSTON,HARRIS,TX,77041
TRIS,75061SFTYK213EG,110037148761,SAFETY KLEEN SYS 604901,SAFETY-KLEEN SYSTEMS (604901),IRVING,DALLAS,TX,75061
TRIS,75662GNRLD26NLN,110037148636,GNRL DYNAMICS SATCOM TECH,GENERAL DYNAMICS SATCOM TECHNOLOGIES,KILGORE,GREGG,TX,75662
TRIS,77050SSTBL9518E,110037145719,USS TUBULAR PROD TUBULAR THREADING AND INSP SVC DIV,USS TUBULAR PRODUCTS TUBULAR THREADING & INSP SERV DIV,HOUSTON,HARRIS,TX,77050
TRIS,77028JMSTW455HM,110037145292,JAMESTOWN NA LLC,JAMESTOWN NA LLC,HOUSTON,HARRIS,TX,77028
TRIS,77029MVRCK32NMC,110037145309,MAVERICK TUBE ; HYD RIL MCCARTY,MAVERICK TUBE CORP HYD RIL_MCCARTY,HOUSTON,HARRIS,TX,77029
TRIS,79788BJCHM19ESP,110037147753,BJ CHEM SVC,BJ CHEMICAL SERVICES,WICKETT,WARD,TX,79788
TRIS,75473SRMYCSH271,110037149458,US ARMY CAMP MAXEY,U.S. ARMY CAMP MAXEY,POWDERLY,LAMAR,TX,75473
TRIS,77807KNFRV63SH2,110037147389,KNIFE RIVER SOUTH BRYAN ASPHALT,KNIFE RIVER - SOUTH BRYAN ASPHALT,BRYAN,BRAZOS,TX,77807
TRIS,76712LHGHC1SWIC,110031018075,LEHIGH CEM ; WACO PLT,LEHIGH CEMENT CO/WACO PLANT,WOODWAY,MCLENNAN,TX,76712
TRIS,77545FRSNM81FM5,110031018128,CELL U FOAM,CELL U FOAM,FRESNO,FORT BEND,TX,77545
TRIS,78114WTCTN5877F,110031018182,WATCO TANKS,WATCO TANKS INC.,FLORESVILLE,WILSON,TX,78114
TRIS,77536RSLTN5900H,110031267064,HEXION SPCLTY CHEM DEER PARK,HEXION SPECIALTY CHEMICALS DEER PARK,DEER PARK,HARRIS,TX,77536
TRIS,77541MDSTR118TA,110022523955,FREEPORT SHORE BASE,FREEPORT SHORE BASE,FREEPORT,BRAZORIA,TX,77541
