SITE_ID,EPA_FACIL_ID,SITE_NAME,ADDRESS,CITY,COUNTY,STATE,ZIP,SITE_SMSA,FED_FACIL,NPL_STATUS,LATITUDE,LONGITUDE
0407129,ALSFN0407129,"VA HOSPITAL TRANSFORMER SPILL","",TUSKEGEE,MACON,AL,,,NON-FEDERAL,NOT ON NPL,,
0404836,ALD982078453,"WALLACE & WALLACE CHEMICAL AND OIL CORP","ROUTE 3",TUSKEGEE,MACON,AL,36083,,NON-FEDERAL,NOT ON NPL,,
0406352,ALD004000998,"AERO M","2615 S. MEMORIAL PKWY.",HUNTSVILLE,MADISON,AL,35801,3440,NON-FEDERAL,NOT ON NPL,,
0400074,ALD001817295,"CHRYSLER CORP","102 WYNN DR",HUNTSVILLE,MADISON,AL,35805,3440,NON-FEDERAL,NOT ON NPL,,
0405296,ALD983167131,"DON BRIDGES PROPERTY","1969 CHERRY TREE ROAD",GURLEY,MADISON,AL,35748,3440,NON-FEDERAL,NOT ON NPL,,
0405110,ALD983166588,"FLINT RIVER BRIDGE DRUM","HIGHWAY 72",GURLEY,MADISON,AL,35748,3440,NON-FEDERAL,NOT ON NPL,,
0406633,ALD009305608,"GE AEROSPACE/ MARTIN MARIETTA","110 WYNN DRIVE",HUNTSVILLE,MADISON,AL,35805-1957,2880,NON-FEDERAL,NOT ON NPL,,
0400413,ALD980842694,"HUNTSVILLE CITY LANDFILL","JOHNSON RD SW & LEEMAN FERRY",HUNTSVILLE,MADISON,AL,35805,3440,NON-FEDERAL,NOT ON NPL,,
0407462,ALN000407462,"HUNTSVILLE GAS COMPANY","NW CORNER OF HOLMES AVENUE &     DALLAS",HUNTSVILLE,MADISON,AL,35801,,NON-FEDERAL,NOT ON NPL,,
0405493,ALD059903641,"J & A ENTERPRISES","1003 ORCHARD STREET N.W.",HUNTSVILLE,MADISON,AL,35801,3440,NON-FEDERAL,NOT ON NPL,,
0407338,ALD009840653,"JOHN BLUE COMPANY","2800 BOB WALLACE AVENUE",HUNTSVILLE,MADISON,AL,35805,,NON-FEDERAL,NOT ON NPL,,
0407753,ALN000407753,"ORPHANED LITHIUM","1318 PUTNAM LANE",HUNTSVILLE,MADISON,AL,35816,,NON-FEDERAL,NOT ON NPL,,
0405299,ALD983167487,"SOUTHERN COTTON OIL","CHURCH STREET",HUNTSVILLE,MADISON,AL,35801,1000,NON-FEDERAL,NOT ON NPL,,
0400167,ALD031639743,"TECHNICAL MICRONICS","210 WYNN DR",HUNTSVILLE,MADISON,AL,35805,3440,NON-FEDERAL,NOT ON NPL,,
0406474,AL0001401330,"TRIANA PLUME","ZIEROT RD",TRIANA,MADISON,AL,35758,3440,NON-FEDERAL,NOT ON NPL,,
0400440,AL1800013863,"US NASA MARSHALL SPACE FLIGHT CENTER","REDSTONE ARSENAL",HUNTSVILLE,MADISON,AL,35812,3440,FEDERAL,PART OF NPL SITE,,
0405996,AL1640090014,"US TVA HUNTSVILLE PRIMARY SUBSTATION","250 POLARD STREET",HUNTSVILLE,MADISON,AL,35801-5010,3440,FEDERAL,NOT ON NPL,,
0406669,AL0001908656,"USA REDSTONE ARSENAL PENTABORANE CYLINDERS","REDSTONE ARSENAL",HUNTSVILLE,MADISON,AL,35898,,FEDERAL,NOT ON NPL,,
0405545,AL7210020742,"USARMY/NASA REDSTONE ARSENAL","",HUNTSVILLE,MADISON,AL,35808,,FEDERAL,ON FINAL NPL, 34.646944, -86.673055
0407339,ALD981860216,"WEST HUNTSVILLE CLEANERS","2604 TRIANA BLVD S.W.",HUNTSVILLE,MADISON,AL,35805,,NON-FEDERAL,NOT ON NPL,,
0405793,ALD981754328,"CHEM FOUR","OFF HWY 80 - NEAR MUNICIPAL AIRPORT",DEMOPOLIS,MARENGO,AL,36732,,NON-FEDERAL,NOT ON NPL,,
0400396,ALD980727861,"DEMOPOLIS CITY DUMP","MCDOWELL FERRY RD",DEMOPOLIS,MARENGO,AL,36732,,NON-FEDERAL,NOT ON NPL,,
0406389,AL0001113281,"BURLINGTON CARRIERS HYDROFLUORIC ACID","RAMP FROM US HIGHWAY 43",HAMILTON,MARION,AL,35570,,NON-FEDERAL,NOT ON NPL,,
0406462,ALD000652800,"CULPEPPER WOOD PRESERVERS","HWY 172",HACKLEBURG,MARION,AL,35564,,NON-FEDERAL,NOT ON NPL,,
0400178,ALD045632312,"FULLCO LUMBER COMPANY INC","HWY 5 N",HALEYVILLE,MARION,AL,36040,,NON-FEDERAL,NOT ON NPL,,
0407028,ALSFN0407028,"GUIN TRUCK WRECK","INTERSECTION HIGHWAYS 78 & 43",GUIN,MARION,AL,35563,,NON-FEDERAL,NOT ON NPL,,
0400008,ALD000608018,"ARAB PLATING CO","BRASHIER CHURCH RD/RTE 1",ARAB,MARSHALL,AL,35016,3440,NON-FEDERAL,NOT ON NPL,,
0400423,ALD981017379,"BOAZ CITY LANDFILL","T10S, S25, R4E",BOAZ,MARSHALL,AL,35957,3440,NON-FEDERAL,NOT ON NPL,,
0405978,ALD031480031,"HALL CHEMICAL COMPANY","HIGHWAY 69 EAST",ARAB,MARSHALL,AL,35016,3440,NON-FEDERAL,NOT ON NPL,,
0405754,ALD983179896,"JOHN LAW HOLLOW DRUMS","9TH STREET",GRANT,MARSHALL,AL,35747,3440,NON-FEDERAL,NOT ON NPL,,
0407812,ALN000407812,"ACE DRUM SITE","1801 REDDY STREET",MOBILE,MOBILE,AL,36615,,NON-FEDERAL,NOT ON NPL,,
0407313,ALN000407313,"AKZO NOBEL ACID SPILL","",MOBILE,MOBILE,AL,,,NON-FEDERAL,NOT ON NPL,,
0406802,AL0002368447,"ALCOA","STATE DOCKS ROAD",MOBILE,MOBILE,AL,36652,,NON-FEDERAL,NOT ON NPL,,
0406688,AL0001695659,"B&B MANUFACTURING","401 S. CAROLINA ST.",MOBILE,MOBILE,AL,36602,,NON-FEDERAL,NOT ON NPL,,
0407707,ALN000407707,"BAKER STREET DRUMS","BAKER AND YUND STREET",MOBILE,MOBILE,AL,36602,,NON-FEDERAL,NOT ON NPL,,
0400143,ALD008150617,"COURTAULDS FIBERS INC.","HWY 43 N",LE MOYNE,MOBILE,AL,36505,5160,NON-FEDERAL,NOT ON NPL,,
0406301,AL0000972877,"DERIDDER CHEMICAL","MAIN STREET",WHISTLER,MOBILE,AL,36612,5160,NON-FEDERAL,NOT ON NPL,,
0406691,ALD095697058,"GAMXX ENERGY INC.","HAMILTON BLVD.",THEODORE,MOBILE,AL,36582,,NON-FEDERAL,NOT ON NPL,,
0400412,ALD980842637,"HICKORY STREET LANDFILL","JCT HICKORY & CHINQUAPIN ST",MOBILE,MOBILE,AL,36603,5160,NON-FEDERAL,NOT ON NPL,,
0407542,ALN000407542,"INEOS PHENOL EXPLOSION","",THEODORE,MOBILE,AL,,,NON-FEDERAL,NOT ON NPL,,
0406663,AL0001900380,"IRVINGTON TIRE FIRE","OUTSIDE MOBILE",IRVINGTON,MOBILE,AL,36544,,NON-FEDERAL,NOT ON NPL,,
0409770,ALN000409770,"MISSION PETRO TANKER ROLLOVER","EXIT 17A OFF I-10 (RANGELINE ROAD)",THEODORE,MOBILE,AL,,,NON-FEDERAL,NOT ON NPL,,
0407790,ALN000407790,"MOBILE AREA WATER & SEWER","",MOBILE,MOBILE,AL,,,NON-FEDERAL,NOT ON NPL,,
0407719,ALD980708036,"MOBILE TANK WASHING FACILITY","1051 LEDYARD STREET",MOBILE,MOBILE,AL,36652,,NON-FEDERAL,NOT ON NPL,,
0406806,ALD000772137,"PACIFIC MOLASSES CO., PM AG PRODUCTS","1101 EZRA TRICE BLVD",MOBILE,MOBILE,AL,36603-2052,,NON-FEDERAL,NOT ON NPL,,
0407847,ALN000407847,"REDDY ROAD DRUMS","",MOBILE,MOBILE,AL,,,NON-FEDERAL,NOT ON NPL,,
0400157,ALD021257951,"REDWING CARRIERS, INC","HIGHWAY 43 NORTH",CREOLA,MOBILE,AL,36525,5160,NON-FEDERAL,NOT ON NPL,,
0400417,ALD980844385,"REDWING CARRIERS, INC. (SARALAND)","527 US HWY 43",SARALAND,MOBILE,AL,36571,5160,NON-FEDERAL,ON FINAL NPL, 30.808331, -88.073061
0406798,AL0002368827,"SEABURY STATION","5760 MARSHALL ROAD",PRICHARD,MOBILE,AL,36613-8252,,NON-FEDERAL,NOT ON NPL,,
0404866,ALD983166034,"SOUTHERN PLATING","1554 DUVAL ST",MOBILE,MOBILE,AL,36605,5160,NON-FEDERAL,NOT ON NPL,,
0400306,ALD095688875,"STAUFFER CHEMICAL CO. (COLD CREEK PLANT)","US HWY 43",BUCKS,MOBILE,AL,36512,5160,NON-FEDERAL,ON FINAL NPL, 30.975000, -88.021389
0400144,ALD008161176,"STAUFFER CHEMICAL CO. (LEMOYNE PLANT)","US HWY 43",AXIS,MOBILE,AL,36505,5160,NON-FEDERAL,ON FINAL NPL, 30.969439, -88.017500
0407813,ALN000407813,"TELEGRAPH ROAD SITE","127 TELEGRAPH ROAD",CHICKASAW,MOBILE,AL,36611,,NON-FEDERAL,NOT ON NPL,,
0406163,AL3170024639,"US NAVAL STATION MOBILE","7411 LAKE RD",MOBILE,MOBILE,AL,36605,5160,FEDERAL,NOT ON NPL,,
0405853,AL2690320435,"USCG BASE MOBILE","SOUTH BROAD STREET",MOBILE,MOBILE,AL,36615,5160,FEDERAL,NOT ON NPL,,
0400225,ALD058223371,"STALLWORTH TIMBER CO INC","27 BRYAN STREET",BEATRICE,MONROE,AL,36425,,NON-FEDERAL,NOT ON NPL,,
0407340,ALD000648014,"187 FIGHTER WING/ANG-DANNELLY FIELD (AIR NATIONAL GUARD)","5187 SELMAN HIGHWAY/DANNELLY FIELD",MONTGOMERY,MONTGOMERY,AL,36108-4824,,NON-FEDERAL,NOT ON NPL,,
0406917,ALSFN0406917,"ANGELICA HEALTHCARE SERVICES","1038 ADAMS AVE",MONTGOMERY,MONTGOMERY,AL,36104,,NON-FEDERAL,NOT ON NPL,,
0407063,ALSFN0407063,"BIGBEE FERTILIZER CO.","FURNACE ST. B/W 7TH AND 8TH ST.",MONTGOMERY,MONTGOMERY,AL,36104,,NON-FEDERAL,NOT ON NPL,,
0406804,AL0002368488,"BUCHANAN LUMBER","455  FLACK ROAD",MONTGOMERY,MONTGOMERY,AL,36110,,NON-FEDERAL,NOT ON NPL,,
0406330,AL0001058056,"CAPITOL CITY PLUME","MADISON AVENUE",MONTGOMERY,MONTGOMERY,AL,36109,5240,NON-FEDERAL,PROPOSED FOR NPL, 32.382000, -86.306000
0407337,ALD004027579,"CAROLINA STEEL FABRICATION FACILITY","1085 PARKER STREET",MONTGOMERY,MONTGOMERY,AL,36108,,NON-FEDERAL,NOT ON NPL,,
0407037,ALSFN0407037,"COLISEUM BOULEVARD PLUME","COLISEUM BOULEVARD",MONTGOMERY,MONTGOMERY,AL,36109,,NON-FEDERAL,NOT ON NPL,,
0407065,ALSFN0407065,"FORMER TAMPA FERTILIZER COMPANY","JACKSON FERRY ROAD NORTH OF 7TH STREET/ WEST OF OAK STREET",MONTGOMERY,MONTGOMERY,AL,36104,,NON-FEDERAL,NOT ON NPL,,
0407628,ALN000407628,"GAMBLES/TRINITY PROPERTY","WEST SIDE OF LAFAYETTE STREET",MONTGOMERY,MONTGOMERY,AL,36104,,NON-FEDERAL,NOT ON NPL,,
0406800,AL0000301747,"JONES PROPERTY","595 GRADY STREET",MONTGOMERY,MONTGOMERY,AL,36108,,NON-FEDERAL,NOT ON NPL,,
0406386,AL0001105477,"MONTGOMERY PLATING WORKS","1419 HIGHLAND AVE.",MONTGOMERY,MONTGOMERY,AL,36106,5240,NON-FEDERAL,NOT ON NPL,,
0404427,ALD072086275,"RIVERSIDE CHEMICAL/TERRA INT.","500 AIR BASE BLVD.",MONTGOMERY,MONTGOMERY,AL,36108,5240,NON-FEDERAL,NOT ON NPL,,
0406331,ALD982087017,"SOUTHLAND INTERNATIONAL TRUCKS","1563 BELL ST.",MONTGOMERY,MONTGOMERY,AL,36104,5240,NON-FEDERAL,NOT ON NPL,,
0406463,ALD001533108,"STANDARD FORGE & AXLE","BIRMINGHAM HWY",MONTGOMERY,MONTGOMERY,AL,36108,5240,NON-FEDERAL,NOT ON NPL,,
0404285,ALD007454085,"T.H. AGRICULTURE & NUTRITION CO. (MONTGOMERY PLANT)","3017 BIRMINGHAM HWY",MONTGOMERY,MONTGOMERY,AL,36108,5240,NON-FEDERAL,ON FINAL NPL, 32.376100, -86.379100
0406333,ALD047862982,"VICTORIAN CLASSIC, INC.","3460 BIRMINGHAM HWY.",MONTGOMERY,MONTGOMERY,AL,36101,5240,NON-FEDERAL,NOT ON NPL,,
0407058,ALSFN0407058,"WADSWORTH BROOKVIEW","644 OAKBROOK DRIVE",MONTGOMERY,MONTGOMERY,AL,36110,,NON-FEDERAL,NOT ON NPL,,
0407401,ALD982124315,"WESTERN YARD OF ALABAMA","815 NORTH COURT STREET",MONTGOMERY,MONTGOMERY,AL,36119,,NON-FEDERAL,NOT ON NPL,,
0407852,ALN000407852,"BP AMOCO XYLENE SPILL","",DECATUR,MORGAN,AL,,,NON-FEDERAL,NOT ON NPL,,
0400320,ALD980495766,"DENBO SLOUGH","JCT US 27 & BELT LINE RD",DECATUR,MORGAN,AL,35601,,NON-FEDERAL,NOT ON NPL,,
0406799,AL0002368819,"SUMMERVILLE ENTERPRISES","620 HIGHWAY 67",PRICEVILLE,MORGAN,AL,,,NON-FEDERAL,NOT ON NPL,,
0406475,AL0001401348,"TRINITY INDUSTRIES","PORT STEPHEN DECATUR",DECATUR,MORGAN,AL,35602,,NON-FEDERAL,NOT ON NPL,,
0405546,ALD983166299,"TRIANA/TENNESSEE RIVER","USAMICOM DRSMI KL",LIMESTONE/MORGAN,MORGAN, LIMESTONE, MADISO,AL,35898,,NON-FEDERAL,ON FINAL NPL, 34.508888, -86.638194
0407576,ALN000407576,"MARION DRUM SITE","INTERSECTION HWY 5 & CR44",MARION,PERRY,AL,35034,,NON-FEDERAL,NOT ON NPL,,
0407341,ALN000407341,"HENDERSON, BLACK & GREENE FACILITY","1015 BRUNDIDGE BOULEVARD",TROY,PIKE,AL,36081,,NON-FEDERAL,NOT ON NPL,,
0407310,ALN000407310,"CONTINENTAL CARBON COMPANY","1500 EAST STATE DOCKS ROAD",PHENIX CITY,RUSSELL,AL,36869,,NON-FEDERAL,NOT ON NPL,,
0407708,ALN000407708,"MCKENZIE TRANSPORT DIMETHYLAMINE","ROUTE 280 EAST AND 80 EAST",PHENIX CITY,RUSSELL,AL,36868,,NON-FEDERAL,NOT ON NPL,,
0400129,ALD004022448,"ALABAMA PLATING CO INC","HWY 231",VINCENT,SHELBY,AL,35178,1000,NON-FEDERAL,PROPOSED FOR NPL, 33.399722, -86.405000
0406862,ALSFN0406862,"ALABAMA PLATING- SATELLITE","HWY 231 NORTH",VINCENT,SHELBY,AL,35178,,NON-FEDERAL,NOT ON NPL,,
0400284,ALD083742858,"ALABAMA POWER CO EC GASTON STEAM PLANT","AL HWY 25",WILSONVILLE,SHELBY,AL,35186,1000,NON-FEDERAL,NOT ON NPL,,
0400017,ALD000615625,"ALABAMA POWER CO GENERAL SERVICES COMPLX","5 MI S OF ALABASTER ON I65",VERNON,SHELBY,AL,35592,1000,NON-FEDERAL,NOT ON NPL,,
0400240,ALD063687016,"CATALYTIC INC/SRC PILOT PLT","HWY 25 N",WILSONVILLE,SHELBY,AL,35186,1000,NON-FEDERAL,NOT ON NPL,,
0405672,ALD055158992,"ELECTRICAL SPECIALTY PRODUCTS","HWY 25 SOUTH",MONTEVALLO,SHELBY,AL,35115,1000,NON-FEDERAL,NOT ON NPL,,
0406671,AL0001909829,"GRADCO, INC","7341 CAHABA VALLEY RD, HWY 119",BIRMINGHAM,SHELBY,AL,35242,,NON-FEDERAL,NOT ON NPL,,
0406549,AL0001412063,"MONTEVALLO PLUME","SHELBY COUNTY",MONTEVALLO,SHELBY,AL,35115,1000,NON-FEDERAL,NOT ON NPL,,
0406631,ALD982140360,"VULCAN ENGINEERING","1 VULCAN DR",HELENA,SHELBY,AL,35080,1000,NON-FEDERAL,NOT ON NPL,,
0404514,ALD981930035,"ILCO COG SITE (MOODY)","ACMAR ROAD",MOODY,ST. CLAIR,AL,35004,5160,NON-FEDERAL,NOT ON NPL,,
0405960,ALD982142960,"ISBELL BATTERY COMPANY","2469 WOLF CREEK ROAD SOUTH",PELL CITY,ST. CLAIR,AL,,,NON-FEDERAL,NOT ON NPL,,
0406899,ALSFN0406899,"SUPERIOR STAR RIDGE (ACMAR LANDFILL)","3301 ACMAR ROAD",MOODY,ST. CLAIR,AL,35004,,NON-FEDERAL,NOT ON NPL,,
0406932,ALSFN0406932,"TRISTATE PCB SPILL","",PELL CITY,ST. CLAIRE,AL,,,NON-FEDERAL,NOT ON NPL,,
0400449,AL6210020008,"ALABAMA ARMY AMMUNITION PLANT","STATE HWY 235",CHILDERSBURG,TALLADEGA,AL,35044,,FEDERAL,ON FINAL NPL, 33.338100, -86.326800
0407676,ALN000407676,"BOBBY FORD DRUM SITE","35 BAY STREET EAST",SYLACAUGA,TALLADEGA,AL,35150,,NON-FEDERAL,NOT ON NPL,,
0409758,ALN000409758,"GRIST MILL HERBICIDE","4845 GRIST MILL ROAD",ALPINE,TALLADEGA,AL,35014,,NON-FEDERAL,NOT ON NPL,,
0409848,ALN000409848,"NORFOLK SOUTHERN DERAILMENT","MILESPOST 758",COOSA,TALLADEGA,AL,35135,,NON-FEDERAL,NOT ON NPL,,
0406861,ALSFN0406861,"OGLETREE PLAZA DRY CLEANERS","6 NORTH INDUSTRY AVE.",SYLACAUGA,TALLADEGA,AL,35150,,NON-FEDERAL,NOT ON NPL,,
0406938,ALSFN0406938,"PURCELLS FERTILIZER FIRE","",SYLACAUGA,TALLADEGA,AL,,,NON-FEDERAL,NOT ON NPL,,
0406473,ALD087638755,"SULLIVAN GRAPHICS","1215 FAYETTEVILLE RD",SYLACAUGA,TALLADEGA,AL,35150,,NON-FEDERAL,NOT ON NPL,,
0407463,ALN000407463,"TALLADEGA CREEK DRUMS","STATE HIGHWAY 77 BRIDGE & TALLADEGA    CREEK",WALDO,TALLADEGA,AL,35160,,NON-FEDERAL,NOT ON NPL,,
0407342,ALN000407342,"TALLADEGA FOUNDRY & MACHINE COMPANY","726 STONE AVENUE",TALLADEGA,TALLADEGA,AL,35160,,NON-FEDERAL,NOT ON NPL,,
0407069,ALSFN0407069,"TALLADEGA GAS PLANT","203 SOUTH STREET W.",TALLADEGA,TALLADEGA,AL,35160,,NON-FEDERAL,NOT ON NPL,,
0407529,ALN000407529,"TALLADEGA GAS WORKS","237 BATTLE STREET WEST",TALLADEGA,TALLADEGA,AL,35160,,NON-FEDERAL,NOT ON NPL,,
0405907,AL5213820231,"USA COOSA RIVER STORAGE ANNEX","4 MILES NE HWY 202",TALLADEGA,TALLADEGA,AL,35160,,FEDERAL,PART OF NPL SITE,,
0405285,ALD983167115,"CAMP HILL DRUM SITE","HIGHWAY 280",CAMP HILL,TALLAPOOSA,AL,36850,,NON-FEDERAL,NOT ON NPL,,
0407553,ALN000407553,"ANDREW KNIT","1416 SKYLAND BOULEVARD EAST",TUSCALOOSA,TUSCALOOSA,AL,35405,,NON-FEDERAL,NOT ON NPL,,
0407057,ALSFN0407057,"APAC","5356 MARTIN LUTHER KING BLVD.",TUSCALOOSA,TUSCALOOSA,AL,35487,,NON-FEDERAL,NOT ON NPL,,
0406012,ALD980559850,"FUELS AND CHEMICALS","OFF COUNTY ROAD 59",COALING,TUSCALOOSA,AL,35449,8600,NON-FEDERAL,NOT ON NPL,,
0407559,ALN000407559,"HOLT MANUFACTURED GAS SITE","NORTH END OF MAIN STREET NE",HOLT,TUSCALOOSA,AL,35404,,NON-FEDERAL,NOT ON NPL,,
0405388,ALD983167669,"KMG BERNUTH","2901 3RD STREET",TUSCALOOSA,TUSCALOOSA,AL,35401,8600,UNKNOWN,NOT ON NPL,,
0407607,ALN000407607,"NORFOLK SOUTHERN SH RELEASE","",TUSCALLOSA,TUSCALOOSA,AL,,,NON-FEDERAL,NOT ON NPL,,
0406805,AL0002368835,"RELIANCE STEEL","BUTTERMILK ROAD",COTTONDALE,TUSCALOOSA,AL,35453,,NON-FEDERAL,NOT ON NPL,,
0407070,ALSFN0407070,"TUSCALOOSA GAS, ELECTRIC LIGHT & POWER CO.","E. OF MONROE B/W PINE AND BROAD",TUSCALOOSA,TUSCALOOSA,AL,35401,,NON-FEDERAL,NOT ON NPL,,
0407399,ALN000407399,"TUSCALOOSA GAS-2ND STREET","210502207 JACK WARNER PARKWAY",TUSCALOOSA,TUSCALOOSA,AL,35401,,NON-FEDERAL,NOT ON NPL,,
0404748,AL7730000000,"US/DOC - CENTRAL FOUNDRY/SBA","OLD HOLT RD OFF RIVER RD.",HOLT,TUSCALOOSA,AL,35404,8600,FEDERAL,NOT ON NPL,,
0407780,ALN000407780,"EMPIRE DRUMS","EMPIRE MINE OFF PHILLIPS CHAPEL RD 5000 BLOCK HWY 78",EMPIRE/MADISONVILLE,WALKER,AL,,,NON-FEDERAL,NOT ON NPL,,
0400073,ALD001221902,"CIBA-GEIGY CORP. (MCINTOSH PLANT)","OFF HWY 43",MCINTOSH,WASHINGTON,AL,36553,,NON-FEDERAL,ON FINAL NPL, 31.279000, -87.995500
0400153,ALD008188708,"OLIN CORP. (MCINTOSH PLANT)","OLIN RD",MCINTOSH,WASHINGTON,AL,36553,,NON-FEDERAL,ON FINAL NPL, 31.263889, -87.994450
0406478,AL0001401843,"SIMS CHAPEL WOOD TREATER","COUNTY RD 35",SIMS CHAPEL,WASHINGTON,AL,36553,,NON-FEDERAL,NOT ON NPL,,
0406595,AL0001580430,"G&W TIRES","1204 21ST ST.",HALEYVILLE,WINSTON,AL,35565,,NON-FEDERAL,NOT ON NPL,,
0406594,ALD037483369,"GERALD METALS, INC.","ROUTE 1, CTY ROAD 62",HALEYVILLE,WINSTON,AL,35565,,NON-FEDERAL,NOT ON NPL,,
0407035,ALSFN0407035,"WALKER MANUFACTURING","531 DOLPHIN ROAD",HALEYVILLE,WINSTON,AL,35565,,NON-FEDERAL,NOT ON NPL,,
0407858,ALN000407858,"MARTEN TRANSPORT ACRILIC ACID","120 MILE MARKER #16",LIVINGSTON,,AL,35470,,NON-FEDERAL,NOT ON NPL,,
0407418,ALN000407418,"MED WASTE OF ALABAMA","807 MARKET STREET N.E.",DECATUR,,AL,35601,,NON-FEDERAL,NOT ON NPL,,
