-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHT1        49718.000    1995     1     1     0
CHT1        52274.750    2001    12    31    18
CHT1      1635806.118 -4482177.303  4218387.494
50471.00     0.472706    -0.016734     2.648476
50471.25     0.386061    -0.057825     2.644920
50471.50     0.654831    -0.010998     2.051369
50471.75     0.837287    -0.321365     0.461519
50472.00     1.351436    -0.524379    -0.691309
50472.25     1.406251    -0.514950    -1.676003
50472.50     1.622654    -0.147233    -1.487890
50472.75     1.308248    -0.117902    -1.262242
50473.00     1.217664    -0.023353    -0.599916
50473.25     0.781752     0.258701     0.504354
50473.50     0.187134     0.581706     1.723668
50473.75    -0.418637     0.300540     1.878207
50474.00    -0.428932    -0.071230     1.652541
50474.25    -0.645545    -0.278925     0.989757
50474.50    -0.548050    -0.449835    -0.038712
50474.75    -0.664443    -0.832971    -1.728356
50475.00    -0.335042    -0.840736    -2.367792
50475.25    -0.257349    -0.906849    -3.543365
50475.50    -0.052115    -0.709639    -3.803268
50475.75    -0.113187    -0.704891    -3.720314
50476.00     0.088768    -0.606298    -3.198991
50476.25    -0.126457    -0.243784    -2.149063
50476.50    -0.405613     0.143102    -0.771283
50476.75    -0.769643    -0.291642    -0.809149
50477.00    -0.450625    -0.652148    -1.466493
50477.25    -0.377030    -0.719554    -2.004687
50477.50     0.069470    -0.687816    -2.584984
50477.75     0.108619    -0.863630    -3.491825
50478.00     0.536517    -0.912943    -3.475303
50478.25     0.751992    -0.756035    -3.012420
50478.50     1.159165    -0.409882    -2.267082
50478.75     1.215422    -0.265501    -1.462661
50479.00     1.429618    -0.086814    -0.473664
50479.25     1.255576     0.148924     0.340722
50479.50     1.254882     0.556090     1.490584
50479.75     0.915531     0.513486     2.181645
50480.00     0.797932     0.466851     2.661129
50480.25     0.488509     0.442397     2.844265
50480.50     0.463134     0.505319     2.886906
50480.75     0.193080     0.146706     1.995764
50481.00     0.420038    -0.109259     1.388923
50481.25     0.462650    -0.200407     0.897228
50481.50     0.678515    -0.130202     0.446213
50481.75     0.468338    -0.372293    -0.479846
50482.00     0.678375    -0.452100    -0.798425
50482.25     0.616472    -0.433424    -1.221321
50482.50     0.683522    -0.309335    -1.538003
50482.75     0.620071    -0.587043    -2.288956
50483.00     1.022566    -0.747953    -2.646530
50483.25     1.187166    -0.813780    -3.189284
50483.50     1.615233    -0.436958    -2.519622
50483.75     1.622518    -0.485005    -2.258905
50484.00     1.801791    -0.360470    -1.467163
50484.25     1.622018    -0.143032    -0.592073
50484.50     1.567175     0.263781     0.677301
50484.75     0.980058     0.043949     0.851481
50485.00     0.984540    -0.130460     1.117424
50485.25     0.888408    -0.223126     1.046525
50485.50     1.001095    -0.148696     0.902827
50485.75     0.766669    -0.355952     0.242430
50486.00     0.973692    -0.441160     0.183961
50486.25     0.890632    -0.455140    -0.253559
50486.50     1.057467    -0.250486    -0.270090
50486.75     1.017962    -0.391202    -0.742184
50487.00     1.323791    -0.475895    -0.790920
50487.25     1.280244    -0.400532    -1.073410
50487.50     1.402001    -0.191882    -1.010817
50487.75     1.005444    -0.308424    -1.499518
50488.00     0.853393    -0.412090    -1.483594
50488.25     0.512136    -0.363032    -1.235497
50488.50     0.525853    -0.158522    -0.652383
50488.75     0.106866    -0.366822    -0.861298
50489.00     0.330428    -0.455526    -0.699110
50489.25     0.376958    -0.361945    -0.526737
50489.50     0.652183    -0.137798    -0.211102
50489.75     0.587401    -0.272781    -0.393899
50490.00     0.923376    -0.326733    -0.269837
50490.25     0.918821    -0.291504    -0.464345
50490.50     1.094300    -0.042025    -0.122926
50490.75     0.783263    -0.183338    -0.037593
50491.00     1.010874    -0.367745     0.273761
50491.25     0.771263    -0.395796     0.435236
50491.50     0.826445    -0.231944     0.909566
50491.75     0.416002    -0.314355     0.741461
50492.00     0.582819    -0.431917     0.344514
50492.25     0.442634    -0.648384    -0.953766
50492.50     0.951181    -0.558950    -1.757082
50492.75     0.948116    -0.682539    -2.475782
50493.00     1.004085    -0.612136    -2.071934
50493.25     0.775616    -0.366458    -1.675845
50493.50     0.755291     0.078600    -0.684222
50493.75     0.306137     0.214680     0.102990
50494.00     0.224989     0.173684     0.965851
50494.25    -0.094828     0.071879     1.020088
50494.50    -0.158029     0.144150     1.020018
50494.75    -0.379605    -0.155112     0.376153
50495.00    -0.183540    -0.446234    -0.317580
50495.25    -0.065463    -0.714846    -1.191600
50495.50     0.442141    -0.598500    -1.534870
50495.75     0.425262    -0.780156    -2.073806
50496.00     0.767959    -0.787436    -2.011593
50496.25     0.855567    -0.706291    -1.948423
50496.50     1.097828    -0.562212    -1.666994
50496.75     0.798911    -0.806809    -1.693817
50497.00     0.858075    -0.788848    -0.841127
50497.25     0.507164    -0.654724    -0.236691
50497.50     0.460954    -0.289411     0.590929
50497.75     0.009160    -0.336939     0.682104
50498.00     0.109859    -0.291862     1.231410
50498.25    -0.011900    -0.278741     1.112059
50498.50     0.061839    -0.022491     1.372011
50498.75    -0.143058    -0.138247     1.277075
50499.00    -0.018422    -0.237026     1.491034
50499.25    -0.120032    -0.486039     0.545282
50499.50     0.294385    -0.441871    -0.428366
50499.75     0.100693    -0.578368    -1.012360
50500.00    -0.014197    -0.615206    -0.754514
50500.25    -0.335057    -0.412891    -0.021565
50500.50    -0.348115    -0.065378     0.861560
50500.75    -0.675550    -0.035532     1.009889
50501.00    -0.623642     0.061959     1.281454
50501.25    -0.895335     0.211380     1.384686
50501.50    -0.733341     0.465839     1.563476
50501.75    -1.028136     0.184968     1.048098
50502.00    -0.824194    -0.228388     0.271606
50502.25    -0.708798    -0.478835    -0.945356
50502.50    -0.456396    -0.388287    -1.451054
50502.75    -0.635612    -0.666912    -2.396110
50503.00    -0.380785    -0.779346    -2.719560
50503.25    -0.592561    -0.885444    -3.157127
50503.50    -0.393050    -0.739592    -2.920755
50503.75    -0.527679    -0.904980    -2.750213
50504.00    -0.373882    -0.981506    -2.132865
50504.25    -0.268747    -0.943984    -1.798943
50504.50    -0.018690    -0.665772    -0.901440
50504.75    -0.222912    -0.665502    -0.324191
50505.00    -0.091600    -0.598259     0.454655
50505.25    -0.243393    -0.404011     1.027308
50505.50    -0.092323    -0.034390     1.838596
50505.75    -0.529080    -0.191458     1.834584
50506.00    -0.398607    -0.192259     1.917854
50506.25    -0.589959     0.006317     2.259218
50506.50    -0.709200     0.300139     2.669073
50506.75    -1.166287     0.208992     2.456048
50507.00    -1.037945    -0.024602     1.997204
50507.25    -0.932027    -0.337033     0.341121
50507.50    -0.553111    -0.302644    -0.669654
50507.75    -0.573689    -0.477780    -1.703377
50508.00    -0.166109    -0.572404    -1.913183
50508.25    -0.254253    -0.493913    -1.921879
50508.50    -0.173539    -0.164330    -1.286873
50508.75    -0.537305    -0.163677    -0.405598
50509.00    -0.409358    -0.105919     0.863694
50509.25    -0.710762    -0.017973     1.874800
50509.50    -0.810694     0.227117     2.991147
50509.75    -0.905909    -0.102574     2.603471
50510.00    -0.364917    -0.405816     1.410270
50510.25     0.020227    -0.437704     0.015414
50510.50     0.510018    -0.201260    -0.440034
50510.75     0.503168    -0.269606    -0.855950
50511.00     0.813123    -0.315060    -0.765111
50511.25     0.759432    -0.181300    -0.713622
50511.50     0.774503     0.016018    -0.383651
50511.75     0.359169    -0.108109    -0.470944
50512.00     0.398561    -0.216721    -0.330881
50512.25     0.093767    -0.249730    -0.803436
50512.50     0.084855    -0.061377    -0.695962
50512.75    -0.340158    -0.144461    -0.746349
50513.00    -0.299262    -0.067377    -0.192588
50513.25    -0.885479     0.170798     0.408477
50513.50    -1.341092     0.444662     1.656864
50513.75    -2.081467    -0.098607     1.607998
50514.00    -1.825999    -0.532521     1.046137
50514.25    -1.748428    -0.688530    -0.002708
50514.50    -1.469401    -0.613317    -0.575377
50514.75    -1.633052    -0.885126    -1.637378
50515.00    -1.378314    -0.907498    -1.923937
50515.25    -1.284994    -0.818484    -2.009001
50515.50    -1.029780    -0.497511    -1.618778
50515.75    -1.118380    -0.540218    -1.804542
50516.00    -0.820119    -0.753717    -2.524172
50516.25    -0.859261    -0.919446    -3.766228
50516.50    -0.640140    -0.725291    -3.796267
50516.75    -0.922037    -0.734106    -3.415860
50517.00    -0.935582    -0.511858    -2.322183
50517.25    -1.232623    -0.151720    -1.168749
50517.50    -1.415366     0.244392     0.026859
50517.75    -1.847531     0.029703    -0.058893
50518.00    -1.805073    -0.095003    -0.246524
50518.25    -1.910697    -0.037444    -0.537433
50518.50    -1.927009     0.187497    -0.554676
50518.75    -2.327892    -0.035589    -1.414740
50519.00    -2.065650    -0.224758    -1.941300
50519.25    -2.164804    -0.310289    -2.735601
50519.50    -2.020000    -0.193454    -2.956200
50519.75    -2.411247    -0.309184    -3.276959
50520.00    -2.135931    -0.368525    -3.444540
50520.25    -1.920090    -0.353968    -3.706372
50520.50    -1.515101    -0.201386    -3.504640
50520.75    -1.398558    -0.280826    -3.431033
50521.00    -1.012631    -0.224960    -3.055787
50521.25    -0.826592     0.011076    -2.653885
50521.50    -0.642109     0.451837    -1.665821
50521.75    -1.098441     0.532788    -0.692241
50522.00    -1.040984     0.626104     0.354912
50522.25    -1.376294     0.554277     0.706172
50522.50    -1.426990     0.441548     0.820411
50522.75    -1.624395    -0.079513     0.170792
50523.00    -1.342155    -0.305965    -0.237134
50523.25    -1.337475    -0.450507    -0.831184
50523.50    -1.212346    -0.364777    -1.200099
50523.75    -1.484128    -0.568100    -1.729661
50524.00    -1.373147    -0.622233    -1.899515
50524.25    -1.256316    -0.547974    -1.947202
50524.50    -1.053888    -0.255911    -1.592307
50524.75    -1.456559    -0.248484    -1.215328
50525.00    -1.319594    -0.291944    -1.011513
50525.25    -1.121655    -0.424019    -1.673128
50525.50    -0.661352    -0.351746    -2.168433
50525.75    -0.537416    -0.582256    -2.670443
50526.00    -0.192104    -0.565945    -2.412872
50526.25    -0.212586    -0.453743    -2.366246
50526.50    -0.143432    -0.125092    -1.712223
50526.75    -0.483765    -0.107730    -1.267501
50527.00    -0.516534     0.008562    -0.512941
50527.25    -0.743616     0.134414    -0.077612
50527.50    -0.750250     0.437975     0.751405
50527.75    -1.101284     0.374915     1.117289
50528.00    -1.081869     0.270643     1.444717
50528.25    -1.142584     0.249693     1.528634
50528.50    -1.041935     0.455743     1.939415
50528.75    -1.165739     0.453480     2.160889
50529.00    -1.029761     0.535027     2.594980
50529.25    -1.094806     0.734356     2.794500
50529.50    -0.982553     0.821575     2.687648
50529.75    -1.058737     0.436374     1.773916
50530.00    -0.567116     0.200160     1.327753
50530.25    -0.434086     0.139133     0.998554
50530.50    -0.128116     0.264000     1.109863
50530.75    -0.304799     0.008288     0.642058
50531.00    -0.067978    -0.101615     0.390906
50531.25    -0.049563    -0.207149    -0.407084
50531.50     0.045119    -0.223967    -0.872451
50531.75    -0.160826    -0.474063    -1.560149
50532.00     0.077807    -0.523333    -1.533806
50532.25     0.149488    -0.473484    -1.776322
50532.50     0.323186    -0.188946    -1.117214
50532.75    -0.033800    -0.104698    -0.406069
50533.00    -0.024207     0.058385     1.013493
50533.25    -0.493283     0.211282     2.085485
50533.50    -0.609736     0.374429     3.134237
50533.75    -0.806598     0.032535     3.023196
50534.00    -0.494459    -0.105417     2.988674
50534.25    -0.300244    -0.067503     2.715580
50534.50    -0.064196     0.251915     2.781633
50534.75    -0.225824     0.286045     2.558848
50535.00     0.122523     0.266947     2.139762
50535.25     0.217952     0.298707     1.520587
50535.50     0.394394     0.512769     1.526376
50535.75     0.097051     0.494994     1.547258
50536.00    -0.036944     0.474767     1.851640
50536.25    -0.164356     0.602065     2.008213
50536.50    -0.334199     0.793713     2.283688
50536.75    -0.698906     0.679665     2.114573
50537.00    -0.713571     0.521135     2.056026
50537.25    -0.801992     0.429927     1.718707
50537.50    -0.550689     0.479857     1.655048
50537.75    -0.448723     0.352570     1.321197
50538.00    -0.056579     0.346099     1.374753
50538.25     0.070104     0.416784     1.118068
50538.50     0.273241     0.707029     1.214925
50538.75     0.137070     0.666298     0.982591
50539.00     0.389626     0.579679     0.804072
50539.25     0.355835     0.532834     0.211590
50539.50     0.502759     0.563241    -0.211588
50539.75     0.466486     0.285775    -0.799025
50540.00     0.913427     0.150181    -0.954468
50540.25     1.128772     0.110974    -1.059886
50540.50     1.529705     0.221190    -0.789392
50540.75     1.467527     0.154131    -0.415971
50541.00     1.858120     0.116585    -0.003577
50541.25     1.872226     0.203992     0.429582
50541.50     1.959777     0.512792     1.117654
50541.75     1.700842     0.488519     1.630258
50542.00     1.985743     0.524689     2.197715
50542.25     1.893735     0.521024     2.050127
50542.50     1.970554     0.667620     1.969434
50542.75     1.795968     0.466441     1.406553
50543.00     1.791740     0.263698     0.949424
50543.25     1.691024     0.185206     0.271585
50543.50     1.819316     0.351792     0.207636
50543.75     1.462338     0.290802     0.236381
50544.00     1.291820     0.324720     0.609103
50544.25     0.877691     0.430961     0.778320
50544.50     0.688220     0.729122     1.351124
50544.75    -0.045198     0.631048     1.486758
50545.00    -0.275265     0.658341     2.087832
50545.25    -0.710586     0.535351     2.003381
50545.50    -0.786473     0.607911     1.936469
50545.75    -1.122710     0.302404     1.208210
50546.00    -1.010441     0.072430     0.636875
50546.25    -1.161448    -0.114577    -0.235066
50546.50    -1.095673    -0.047942    -0.330637
50546.75    -1.263654    -0.213842    -0.561881
50547.00    -1.032043    -0.350334    -0.849040
50547.25    -0.977997    -0.385558    -1.342002
50547.50    -0.816508    -0.239694    -1.358301
50547.75    -1.071902    -0.387719    -1.694786
50548.00    -1.002386    -0.484534    -1.866273
50548.25    -0.983623    -0.514175    -2.177924
50548.50    -0.561631    -0.245547    -1.983558
50548.75    -0.539364    -0.283476    -1.916825
50549.00    -0.116674    -0.268971    -1.626402
50549.25     0.000031    -0.179596    -1.746234
50549.50     0.201876     0.007536    -1.623091
50549.75    -0.056165    -0.021866    -1.406183
50550.00    -0.104564    -0.035652    -1.247062
50550.25    -0.294773    -0.081526    -1.515780
50550.50    -0.447939     0.205854    -1.016323
50550.75    -1.032325     0.074888    -0.686297
50551.00    -1.360867     0.088819     0.045537
50551.25    -1.764461     0.138156     0.537558
50551.50    -1.872850     0.222799     1.024641
50551.75    -2.142084    -0.092181     0.773307
50552.00    -1.979691    -0.329176     0.594815
50552.25    -1.886753    -0.542043    -0.030095
50552.50    -1.504540    -0.482643    -0.467471
50552.75    -1.495967    -0.706353    -1.221298
50553.00    -1.195574    -0.788397    -1.481179
50553.25    -0.980950    -0.830303    -2.022340
50553.50    -0.769981    -0.624332    -2.055944
50553.75    -0.895211    -0.731838    -2.006328
50554.00    -0.708288    -0.711491    -1.648623
50554.25    -0.581475    -0.633336    -1.561363
50554.50    -0.239899    -0.349884    -1.045138
50554.75    -0.380649    -0.362578    -0.566304
50555.00    -0.105087    -0.305402    -0.032904
50555.25     0.057773    -0.140752     0.308799
50555.50     0.259377     0.182949     0.973644
50555.75     0.084308     0.113913     1.277605
50556.00     0.291046     0.098441     1.696317
50556.25     0.252933     0.267575     2.059882
50556.50     0.243949     0.603737     2.554963
50556.75    -0.202193     0.541110     2.648278
50557.00    -0.104946     0.531213     2.853908
50557.25    -0.436611     0.506528     2.724777
50557.50    -0.257714     0.614000     2.828492
50557.75    -0.457509     0.362115     2.499497
50558.00    -0.223486     0.251658     2.376203
50558.25    -0.305706     0.192514     2.028421
50558.50     0.057712     0.388001     2.193734
50558.75    -0.269407     0.220649     1.845566
50559.00    -0.188774     0.163926     1.791257
50559.25    -0.404726     0.168483     1.585334
50559.50    -0.260570     0.389409     1.739839
50559.75    -0.720826     0.236205     1.377551
50560.00    -0.656748     0.180788     1.452428
50560.25    -0.886315     0.169902     1.176985
50560.50    -0.819019     0.334450     1.342860
50560.75    -1.255016     0.183892     1.096165
50561.00    -1.161663     0.065893     1.072005
50561.25    -1.329998     0.015835     0.870371
50561.50    -0.985937     0.220929     1.107050
50561.75    -1.119681     0.109838     0.875438
50562.00    -0.875377     0.126086     0.893814
50562.25    -0.741231     0.152361     0.739123
50562.50    -0.353310     0.419599     1.071616
50562.75    -0.369066     0.235297     0.894811
50563.00    -0.060867     0.110789     0.748181
50563.25     0.123023     0.037775     0.182820
50563.50     0.398744     0.202960    -0.041535
50563.75     0.335101     0.018364    -0.531596
50564.00     0.552930    -0.132421    -0.719460
50564.25     0.531631    -0.217351    -1.185852
50564.50     0.965278    -0.076281    -1.194435
50564.75     0.936334    -0.254368    -1.315316
50565.00     1.347128    -0.289451    -0.939283
50565.25     1.457950    -0.267612    -0.915891
50565.50     1.769987     0.043196    -0.305803
50565.75     1.655229     0.107292     0.331528
50566.00     1.711053     0.163739     0.953480
50566.25     1.673892     0.386307     1.437939
50566.50     1.828811     0.811032     2.483368
50566.75     1.423497     0.785140     2.858158
50567.00     1.461395     0.707164     3.328244
50567.25     1.220707     0.544861     3.140795
50567.50     1.479787     0.687760     3.313219
50567.75     1.244436     0.522655     2.962471
50568.00     1.276272     0.427925     2.878117
50568.25     1.139518     0.395553     2.536088
50568.50     1.195018     0.600493     2.629492
50568.75     0.863405     0.490421     2.568698
50569.00     0.841191     0.526715     2.958422
50569.25     0.586778     0.528390     2.765881
50569.50     0.574344     0.857605     3.319723
50569.75     0.286103     0.840297     3.368363
50570.00     0.309051     0.662019     3.089209
50570.25     0.290496     0.513825     2.501452
50570.50     0.611034     0.592937     2.251400
50570.75     0.667601     0.441436     1.572649
50571.00     1.141282     0.522323     1.497307
50571.25     1.378228     0.755947     1.347295
50571.50     1.639515     1.165239     1.866825
50571.75     1.153060     1.272405     2.233468
50572.00     0.968320     1.218865     2.617164
50572.25     0.722790     1.031382     2.469941
50572.50     0.756453     1.027910     2.519179
50572.75     0.370065     0.687608     1.900393
50573.00     0.554880     0.507500     1.643008
50573.25     0.443344     0.328553     0.959212
50573.50     0.568457     0.504630     0.991873
50573.75     0.257918     0.416272     0.851593
50574.00     0.370110     0.486475     1.388771
50574.25     0.310840     0.475875     1.358976
50574.50     0.534157     0.705802     1.806225
50574.75     0.225605     0.418842     1.202735
50575.00     0.355818     0.267910     0.826042
50575.25     0.348453     0.130143     0.374010
50575.50     0.465472     0.206951     0.414931
50575.75     0.180642     0.061279     0.044723
50576.00     0.303778    -0.000605     0.071281
50576.25     0.201024     0.022035    -0.247925
50576.50     0.187942     0.237925    -0.296243
50576.75    -0.076330     0.231765    -0.523509
50577.00    -0.092161     0.316494    -0.360701
50577.25    -0.163236     0.464863    -0.449912
50577.50    -0.219899     0.730004    -0.134818
50577.75    -0.582447     0.680385    -0.116142
50578.00    -0.723501     0.640037     0.025860
50578.25    -0.996804     0.684432     0.110422
50578.50    -0.946538     0.814529     0.470874
50578.75    -1.323318     0.631394     0.300333
50579.00    -1.313514     0.488188     0.423721
50579.25    -1.331504     0.462516     0.531493
50579.50    -1.256927     0.536189     0.722477
50579.75    -1.580204     0.368277     0.661420
50580.00    -1.395541     0.335461     1.080473
50580.25    -1.338183     0.380825     1.243192
50580.50    -1.248302     0.632331     1.605513
50580.75    -1.369901     0.552079     1.824767
50581.00    -1.174623     0.448672     1.951777
50581.25    -0.975983     0.449067     1.714071
50581.50    -0.572651     0.681537     1.978164
50581.75    -0.683660     0.595109     1.898557
50582.00    -0.626184     0.502272     1.820537
50582.25    -0.549929     0.446871     1.755272
50582.50    -0.308349     0.535746     1.943487
50582.75    -0.531439     0.341354     1.594814
50583.00    -0.194673     0.287087     1.575542
50583.25    -0.141213     0.377619     1.447860
50583.50    -0.097762     0.606481     1.557557
50583.75    -0.335520     0.481063     1.291010
50584.00    -0.176451     0.464309     1.204707
50584.25    -0.407974     0.506171     0.860329
50584.50    -0.534909     0.691320     1.071799
50584.75    -0.921068     0.564425     1.359987
50585.00    -0.819893     0.448484     1.556614
50585.25    -0.915525     0.476538     1.455353
50585.50    -0.708562     0.740271     1.774359
50585.75    -1.004906     0.630699     1.455592
50586.00    -0.989430     0.558961     1.164748
50586.25    -1.115324     0.458554     0.448903
50586.50    -0.877330     0.588121     0.238783
50586.75    -1.148207     0.473526    -0.087386
50587.00    -0.990867     0.514188     0.058482
50587.25    -0.964688     0.596545    -0.031538
50587.50    -0.770591     0.854157     0.392173
50587.75    -0.904282     0.680522     0.190655
50588.00    -0.640141     0.615555     0.328683
50588.25    -0.717224     0.573658     0.185375
50588.50    -0.431354     0.679888     0.310566
50588.75    -0.635696     0.432372    -0.172277
50589.00    -0.674479     0.288902    -0.321619
50589.25    -0.838910     0.187160    -0.696447
50589.50    -0.795527     0.285649    -0.621062
50589.75    -1.053226     0.108070    -0.759280
50590.00    -0.826194     0.026303    -0.543686
50590.25    -0.752427     0.010424    -0.639691
50590.50    -0.598215     0.147971    -0.547186
50590.75    -0.772362     0.033172    -0.768418
50591.00    -0.549615    -0.044907    -0.786963
50591.25    -0.458735    -0.092576    -1.258362
50591.50    -0.079740     0.111598    -1.180317
50591.75    -0.045661     0.005328    -1.122250
50592.00    -0.041908     0.035767    -0.838610
50592.25    -0.062692     0.078744    -0.926470
50592.50     0.024861     0.341546    -0.656966
50592.75    -0.201782     0.363167    -0.493628
50593.00    -0.225922     0.395339    -0.153323
50593.25    -0.278877     0.472102    -0.073810
50593.50    -0.241055     0.691207     0.397635
50593.75    -0.535417     0.596935     0.422535
50594.00    -0.534596     0.525986     0.394190
50594.25    -0.617546     0.449338    -0.098268
50594.50    -0.375119     0.518256    -0.134813
50594.75    -0.441426     0.296040    -0.703744
50595.00    -0.296811     0.111357    -1.077287
50595.25    -0.230068    -0.048419    -1.871610
50595.50     0.040913     0.069426    -2.013211
50595.75    -0.148452    -0.122106    -2.523456
50596.00    -0.176437    -0.216351    -2.637144
50596.25    -0.240636    -0.262521    -3.098276
50596.50    -0.256631    -0.174624    -3.205246
50596.75    -0.586161    -0.334184    -3.369559
50597.00    -0.609333    -0.359457    -3.082637
50597.25    -0.606024    -0.389385    -3.250783
50597.50    -0.353315    -0.160047    -2.952124
50597.75    -0.528751    -0.247335    -2.709870
50598.00    -0.518150    -0.238450    -2.332967
50598.25    -0.619427    -0.203703    -2.378515
50598.50    -0.455691     0.048229    -1.810032
50598.75    -0.808232    -0.074651    -1.528609
50599.00    -0.757054    -0.079686    -1.050391
50599.25    -0.793512    -0.030054    -0.886640
50599.50    -0.480964     0.138139    -0.490784
50599.75    -0.561456     0.018126    -0.483382
50600.00    -0.329991     0.051930    -0.097412
50600.25    -0.135025     0.126638    -0.203630
50600.50     0.265060     0.345686    -0.050103
50600.75     0.254847     0.233122    -0.308972
50601.00     0.545241     0.262063    -0.047856
50601.25     0.699998     0.245273    -0.328077
50601.50     0.993463     0.347561    -0.355190
50601.75     0.987781     0.222502    -0.530628
50602.00     1.271121     0.162392    -0.526007
50602.25     1.328684     0.135088    -0.937150
50602.50     1.458451     0.250620    -0.956514
50602.75     1.109202     0.066016    -1.179649
50603.00     1.012756    -0.028177    -1.037492
50603.25     0.812379     0.013312    -1.270685
50603.50     0.885610     0.182036    -1.091709
50603.75     0.512870     0.021293    -1.312218
50604.00     0.550891    -0.003822    -1.080554
50604.25     0.515673     0.059133    -1.140120
50604.50     0.669994     0.173942    -0.973551
50604.75     0.508812     0.065316    -0.969738
50605.00     0.600395     0.000432    -0.707576
50605.25     0.654434    -0.059949    -1.098938
50605.50     0.677005     0.051007    -1.091641
50605.75     0.410826    -0.099009    -1.330224
50606.00     0.305001    -0.188412    -1.321558
50606.25     0.103937    -0.247815    -1.884662
50606.50     0.209639    -0.138448    -1.857236
50606.75    -0.091879    -0.308356    -2.004915
50607.00    -0.011004    -0.330930    -1.652178
50607.25     0.072713    -0.286148    -1.709863
50607.50     0.303754    -0.107774    -1.514609
50607.75     0.134404    -0.175588    -1.512177
50608.00     0.296805    -0.141630    -1.100327
50608.25     0.335866    -0.084991    -1.255282
50608.50     0.475359     0.082567    -1.050633
50608.75     0.395252     0.045605    -0.940481
50609.00     0.579069     0.124951    -0.393810
50609.25     0.567455     0.194124    -0.404946
50609.50     0.730069     0.433363     0.044474
50609.75     0.602599     0.392497     0.391930
50610.00     0.716121     0.412790     0.946278
50610.25     0.680585     0.390186     0.827238
50610.50     0.918322     0.640855     1.183062
50610.75     0.759157     0.571502     1.335341
50611.00     0.769972     0.576907     1.725569
50611.25     0.738172     0.624892     1.747834
50611.50     0.715373     0.840411     2.043094
50611.75     0.494323     0.765638     2.232761
50612.00     0.488453     0.791059     2.685968
50612.25     0.349634     0.808471     2.582762
50612.50     0.294456     0.974091     2.893028
50612.75     0.029660     0.792786     2.781794
50613.00     0.103553     0.716848     2.964871
50613.25     0.130352     0.651377     2.638407
50613.50     0.233234     0.632590     2.370365
50613.75     0.228593     0.420508     2.011870
50614.00     0.484913     0.265119     2.002792
50614.25     0.741317     0.259546     1.636690
50614.50     1.051112     0.440387     1.721117
50614.75     0.937748     0.327827     1.604485
50615.00     1.185119     0.371499     2.083233
50615.25     1.311964     0.438432     2.288037
50615.50     1.572244     0.618961     2.480413
50615.75     1.525720     0.578477     2.610646
50616.00     1.868169     0.578599     2.858596
50616.25     2.059310     0.599910     2.625964
50616.50     2.300518     0.753572     2.712481
50616.75     2.323629     0.536147     2.406266
50617.00     2.612128     0.419075     2.308231
50617.25     2.894719     0.449746     1.961735
50617.50     3.176373     0.672527     2.221173
50617.75     2.998993     0.601609     2.348923
50618.00     2.935597     0.573503     2.717142
50618.25     2.813025     0.563516     2.729811
50618.50     2.726789     0.607182     2.779402
50618.75     2.372022     0.336561     2.280679
50619.00     2.512067     0.310465     2.388970
50619.25     2.456671     0.227756     1.946776
50619.50     2.553554     0.364680     2.089561
50619.75     2.278017     0.270575     2.067053
50620.00     2.218823     0.235554     2.284921
50620.25     2.163066     0.305844     2.292137
50620.50     2.265160     0.452998     2.718980
50620.75     2.124630     0.326254     2.751929
50621.00     2.199128     0.374613     3.084136
50621.25     2.251861     0.430483     2.808762
50621.50     2.401607     0.621262     2.962886
50621.75     2.083571     0.450000     2.456445
50622.00     2.175746     0.373947     2.264599
50622.25     2.070387     0.335114     1.523010
50622.50     2.164674     0.497581     1.202557
50622.75     1.975509     0.431213     0.866013
50623.00     2.109451     0.439270     1.047984
50623.25     2.067542     0.457854     0.805762
50623.50     2.208857     0.666788     1.210103
50623.75     1.919558     0.602191     1.374811
50624.00     1.924432     0.605779     1.715502
50624.25     1.850218     0.652768     1.737817
50624.50     1.937446     0.852942     2.424091
50624.75     1.535709     0.715312     2.800590
50625.00     1.532405     0.647654     3.431842
50625.25     1.647546     0.614402     3.343135
50625.50     1.851328     0.757147     3.256831
50625.75     1.700499     0.685262     3.042245
50626.00     1.766124     0.643292     2.981603
50626.25     1.821071     0.605233     2.410266
50626.50     2.029092     0.750517     2.163262
50626.75     1.999673     0.660375     1.882546
50627.00     2.084955     0.690241     1.886645
50627.25     2.170392     0.743954     1.634319
50627.50     2.338586     0.862551     1.634895
50627.75     2.173408     0.820905     1.660802
50628.00     2.308027     0.828075     1.827748
50628.25     2.421637     0.908523     1.637919
50628.50     2.569647     1.084505     1.635651
50628.75     2.375341     0.934417     1.518475
50629.00     2.454844     0.900635     1.712330
50629.25     2.412509     0.887239     1.434159
50629.50     2.447940     1.020172     1.482509
50629.75     2.218908     0.893191     1.406432
50630.00     2.097374     0.835986     1.452261
50630.25     1.965503     0.813600     1.158508
50630.50     1.964755     0.982720     1.415106
50630.75     1.640513     0.880977     1.335022
