Storm Name	Storm #	Year	Month	Day	Hour (UTC)	Latitude (deg)	Longitude (deg)	Storm direction (deg)	Storm speed (mph)	Storm speed (kph)	Wind speed (mph)	Wind speed (kph)	Pressure (mb)	Storm category
NOT NAMED	5	1913	October	6	12	35.0N	70.5W	240	11	18	60	95	--	Tropical Storm
NOT NAMED	5	1913	October	6	18	34.3N	71.7W	235	13	22	60	95	--	Tropical Storm
NOT NAMED	5	1913	October	7	0	33.6N	72.8W	235	12	20	60	95	--	Tropical Storm
NOT NAMED	5	1913	October	7	6	33.0N	73.9W	235	11	18	60	95	--	Tropical Storm
NOT NAMED	5	1913	October	7	12	32.6N	75.0W	245	11	18	65	100	--	Tropical Storm
NOT NAMED	5	1913	October	7	18	32.6N	76.0W	270	9	14	65	100	--	Tropical Storm
NOT NAMED	5	1913	October	8	0	32.6N	77.1W	270	10	16	70	110	--	Tropical Storm
NOT NAMED	5	1913	October	8	6	32.8N	78.2W	280	10	16	75	120	--	Hurricane - Category 1
NOT NAMED	5	1913	October	8	12	33.0N	79.1W	285	8	12	75	120	--	Hurricane - Category 1
NOT NAMED	5	1913	October	8	18	33.2N	79.8W	290	6	11	50	85	--	Tropical Storm
NOT NAMED	5	1913	October	9	0	33.4N	80.2W	300	3	5	45	75	--	Tropical Storm
NOT NAMED	5	1913	October	9	6	33.6N	80.4W	320	2	3	40	65	--	Tropical Storm
NOT NAMED	5	1913	October	9	12	33.8N	80.4W	0	2	3	40	65	--	Tropical Storm
NOT NAMED	5	1913	October	9	18	34.0N	80.3W	25	2	3	40	65	--	Tropical Storm
NOT NAMED	5	1913	October	10	0	34.3N	80.1W	30	3	5	40	65	--	Tropical Storm
NOT NAMED	5	1913	October	10	6	34.4N	79.9W	60	1	1	40	65	--	Tropical Storm
NOT NAMED	5	1913	October	10	12	34.5N	79.6W	70	2	3	35	55	--	Tropical Depression
NOT NAMED	5	1913	October	10	18	34.5N	79.2W	90	3	5	35	55	--	Tropical Depression
NOT NAMED	5	1913	October	11	0	34.5N	78.8W	90	3	5	30	45	--	Extratropical Storm
NOT NAMED	6	1913	October	28	0	18.0N	86.5W	--	--	--	40	65	--	Tropical Storm
NOT NAMED	6	1913	October	28	6	19.0N	86.3W	10	11	18	45	75	--	Tropical Storm
NOT NAMED	6	1913	October	28	12	20.0N	86.0W	15	11	18	50	85	--	Tropical Storm
NOT NAMED	6	1913	October	28	18	21.0N	85.5W	25	12	20	65	100	--	Tropical Storm
NOT NAMED	6	1913	October	29	0	21.5N	85.1W	35	6	11	75	120	--	Hurricane - Category 1
NOT NAMED	6	1913	October	29	6	21.8N	84.8W	45	4	7	75	120	--	Hurricane - Category 1
NOT NAMED	6	1913	October	29	12	22.0N	84.4W	60	4	7	65	100	--	Tropical Storm
NOT NAMED	6	1913	October	29	18	22.2N	84.0W	60	4	7	45	75	1003	Tropical Storm
NOT NAMED	6	1913	October	30	0	22.5N	83.3W	65	8	12	40	65	--	Tropical Storm
NOT NAMED	6	1913	October	30	6	22.8N	82.3W	70	10	16	35	55	--	Extratropical Storm
NOT NAMED	1	1914	September	15	0	25.2N	76.4W	--	--	--	35	55	--	Tropical Depression
NOT NAMED	1	1914	September	15	6	25.9N	76.7W	340	8	12	35	55	--	Tropical Depression
NOT NAMED	1	1914	September	15	12	26.5N	77.0W	335	6	11	40	65	--	Tropical Storm
NOT NAMED	1	1914	September	15	18	27.0N	77.3W	330	5	9	40	65	--	Tropical Storm
NOT NAMED	1	1914	September	16	0	27.5N	77.7W	325	6	11	45	75	--	Tropical Storm
NOT NAMED	1	1914	September	16	6	28.0N	78.1W	325	6	11	50	85	--	Tropical Storm
NOT NAMED	1	1914	September	16	12	28.5N	78.5W	325	6	11	60	95	--	Tropical Storm
NOT NAMED	1	1914	September	16	18	29.1N	79.2W	315	9	14	65	100	--	Tropical Storm
NOT NAMED	1	1914	September	17	0	29.8N	80.1W	310	11	18	70	110	--	Tropical Storm
NOT NAMED	1	1914	September	17	6	30.5N	81.2W	305	12	20	70	110	--	Tropical Storm
NOT NAMED	1	1914	September	17	12	31.0N	82.5W	295	13	22	45	75	--	Tropical Storm
NOT NAMED	1	1914	September	17	18	31.2N	83.9W	280	13	22	40	65	--	Tropical Storm
NOT NAMED	1	1914	September	18	0	31.1N	85.4W	265	13	22	40	65	--	Tropical Storm
NOT NAMED	1	1914	September	18	6	30.5N	87.0W	245	16	25	40	65	--	Tropical Storm
NOT NAMED	1	1914	September	18	12	30.2N	88.8W	260	17	27	40	65	--	Tropical Storm
NOT NAMED	1	1914	September	18	18	30.1N	90.6W	265	17	27	35	55	--	Tropical Depression
NOT NAMED	1	1914	September	19	0	30.0N	92.2W	265	14	24	35	55	--	Tropical Depression
NOT NAMED	1	1914	September	19	6	30.0N	93.7W	270	13	22	30	45	--	Tropical Depression
NOT NAMED 	3	1915	September	7	12	30.8N	66.1W	320	3	5	105	165	-9	Hurricane - Category 2    
NOT NAMED 	3	1915	September	7	18	31.2N	66.3W	335	4	7	105	165	-9	Hurricane - Category 2    
NOT NAMED 	3	1915	September	8	0	31.7N	66.5W	340	5	9	105	165	-9	Hurricane - Category 2    
NOT NAMED 	3	1915	September	8	6	32.2N	66.6W	350	5	9	100	160	-9	Hurricane - Category 2    
NOT NAMED 	3	1915	September	8	12	32.5N	66.7W	345	3	5	100	160	-9	Hurricane - Category 2    
NOT NAMED 	3	1915	September	8	18	33.2N	66.7W	0	8	12	100	160	-9	Hurricane - Category 2    
NOT NAMED 	3	1915	September	9	0	33.7N	66.5W	20	5	9	100	160	-9	Hurricane - Category 2    
NOT NAMED 	3	1915	September	9	6	34.2N	66.2W	25	5	9	90	150	-9	Hurricane - Category 1    
NOT NAMED 	3	1915	September	9	12	34.8N	65.7W	35	8	12	90	150	-9	Hurricane - Category 1    
NOT NAMED 	3	1915	September	9	18	35.5N	65.1W	35	9	14	85	140	-9	Hurricane - Category 1    
NOT NAMED 	3	1915	September	10	0	36.4N	64.2W	40	12	20	80	130	-9	Hurricane - Category 1    
NOT NAMED 	3	1915	September	10	6	37.5N	63.1W	40	16	25	75	120	-9	Hurricane - Category 1    
NOT NAMED 	3	1915	September	10	12	38.7N	61.9W	40	17	27	70	110	-9	Tropical Storm            
NOT NAMED 	3	1915	September	10	18	41.0N	58.1W	50	42	68	65	100	-9	Extratropical Storm       
NOT NAMED 	3	1915	September	11	0	42.7N	56.0W	45	26	42	65	100	-9	Extratropical Storm       
NOT NAMED 	4	1915	August 	31	12	15.3N	78.8W	-9	-9	-9	65	100	-9	Tropical Storm            
NOT NAMED 	4	1915	August 	31	18	15.8N	78.8W	0	5	9	65	100	-9	Tropical Storm            
NOT NAMED 	4	1915	September	1	0	16.4N	78.9W	350	6	11	70	110	-9	Tropical Storm            
NOT NAMED 	4	1915	September	1	6	17.0N	79.1W	340	6	11	75	120	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	1	12	17.6N	79.6W	320	8	12	80	130	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	1	18	18.2N	80.3W	310	9	14	80	130	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	2	0	18.9N	81.1W	315	11	18	85	140	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	2	6	19.7N	81.9W	315	12	20	85	140	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	2	12	20.5N	82.6W	320	11	18	90	150	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	2	18	21.4N	83.2W	330	11	18	90	150	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	3	0	22.5N	83.7W	335	12	20	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1915	September	3	6	23.6N	84.2W	335	12	20	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1915	September	3	12	24.8N	84.8W	335	14	24	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1915	September	3	18	26.0N	85.1W	345	13	22	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1915	September	4	0	27.4N	85.3W	355	16	25	90	150	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	4	6	28.7N	85.4W	355	14	24	90	150	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	4	12	30.2N	85.4W	0	17	27	85	140	-9	Hurricane - Category 1    
NOT NAMED 	4	1915	September	4	18	31.8N	85.3W	5	18	29	75	120	1003	Hurricane - Category 1    
NOT NAMED 	4	1915	September	5	0	33.5N	85.0W	10	19	31	50	85	-9	Tropical Storm            
NOT NAMED 	4	1915	September	5	6	35.3N	84.7W	10	20	33	35	55	-9	Tropical Depression       
NOT NAMED 	4	1915	September	5	12	36.9N	84.6W	5	18	29	35	55	-9	Tropical Depression       
NOT NAMED 	4	1915	September	5	18	38.4N	84.6W	0	17	27	30	45	-9	Tropical Depression       
NOT NAMED 	4	1915	September	6	0	39.8N	84.6W	0	14	24	25	35	-9	Tropical Depression       
NOT NAMED 	4	1915	September	6	6	41.1N	84.7W	355	14	24	25	35	-9	Tropical Depression       
NOT NAMED 	4	1915	September	6	12	42.4N	84.9W	355	14	24	15	30	-9	Tropical Depression       
NOT NAMED 	5	1915	September	22	6	14.6N	62.1W	-9	-9	-9	70	110	-9	Tropical Storm            
NOT NAMED 	5	1915	September	22	12	14.7N	63.4W	275	13	22	75	120	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	22	18	14.7N	64.6W	270	12	20	80	130	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	23	0	14.8N	65.8W	275	12	20	80	130	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	23	6	14.8N	67.2W	270	14	24	80	130	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	23	12	14.8N	68.4W	270	12	20	85	140	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	23	18	14.9N	69.8W	275	14	24	85	140	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	24	0	15.0N	70.9W	275	11	18	90	150	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	24	6	15.1N	72.0W	275	11	18	90	150	-9	Hurricane - Category 1    
NOT NAMED 	5	1915	September	24	12	15.3N	73.2W	280	12	20	100	160	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	24	18	15.5N	74.4W	280	12	20	100	160	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	25	0	15.8N	75.7W	285	13	22	100	160	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	25	6	16.1N	76.9W	285	12	20	100	160	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	25	12	16.5N	78.3W	285	16	25	105	165	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	25	18	16.9N	79.2W	295	10	16	105	165	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	26	0	17.3N	80.1W	295	10	16	105	165	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	26	6	17.8N	80.9W	305	10	16	105	165	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	26	12	18.3N	81.7W	305	10	16	110	175	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	26	18	18.8N	82.5W	305	10	16	110	175	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	27	0	19.4N	83.2W	310	9	14	110	175	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	27	6	20.0N	83.9W	310	9	14	110	175	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	27	12	20.7N	84.6W	315	10	16	110	175	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	27	18	21.5N	85.3W	320	11	18	110	175	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	28	0	22.3N	85.9W	325	10	16	110	175	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	28	6	23.1N	86.6W	320	11	18	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	5	1915	September	28	12	23.8N	87.2W	320	9	14	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	5	1915	September	28	18	24.9N	87.8W	335	13	22	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	5	1915	September	29	0	25.9N	88.5W	330	12	20	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	5	1915	September	29	6	26.8N	89.1W	330	11	18	125	205	-9	Major Hurricane - Category 3
NOT NAMED 	5	1915	September	29	12	27.8N	89.7W	330	12	20	130	215	935	Major Hurricane - Category 4
NOT NAMED 	5	1915	September	29	18	28.8N	90.1W	340	11	18	100	160	-9	Hurricane - Category 2    
NOT NAMED 	5	1915	September	30	0	29.9N	90.1W	0	12	20	70	110	952	Tropical Storm            
NOT NAMED 	5	1915	September	30	6	31.1N	89.8W	10	13	22	70	110	-9	Tropical Storm            
NOT NAMED 	5	1915	September	30	12	32.3N	89.3W	20	13	22	60	95	-9	Extratropical Storm       
NOT NAMED 	5	1915	September	30	18	33.7N	88.4W	30	17	27	45	75	-9	Extratropical Storm       
NOT NAMED 	5	1915	October	1	0	35.2N	86.8W	40	21	35	40	65	-9	Extratropical Storm       
NOT NAMED 	5	1915	October	1	6	36.9N	84.8W	45	26	42	40	65	-9	Extratropical Storm       
NOT NAMED 	5	1915	October	1	12	38.7N	82.4W	45	29	48	40	65	-9	Extratropical Storm       
NOT NAMED 	5	1915	October	1	18	40.5N	79.8W	50	29	48	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1916	June   	29	12	12.0N	80.9W	-9	-9	-9	40	65	-9	Tropical Storm            
NOT NAMED 	1	1916	June   	29	18	12.5N	81.1W	340	5	9	40	65	-9	Tropical Storm            
NOT NAMED 	1	1916	June   	30	0	12.9N	81.4W	325	4	7	40	65	-9	Tropical Storm            
NOT NAMED 	1	1916	June   	30	6	13.3N	81.6W	335	4	7	40	65	-9	Tropical Storm            
NOT NAMED 	1	1916	June   	30	12	13.8N	81.8W	340	5	9	40	65	-9	Tropical Storm            
NOT NAMED 	1	1916	June   	30	18	14.3N	82.2W	320	6	11	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	1	0	14.8N	82.5W	330	5	9	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	1	6	15.4N	82.9W	325	8	12	50	85	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	1	12	16.1N	83.3W	330	8	12	60	95	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	1	18	16.6N	83.7W	320	6	11	65	100	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	2	0	17.0N	83.9W	335	4	7	65	100	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	2	6	17.5N	84.1W	340	5	9	70	110	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	2	12	18.0N	84.4W	330	5	9	75	120	-9	Hurricane - Category 1    
NOT NAMED 	1	1916	July   	2	18	18.5N	84.6W	340	5	9	80	130	-9	Hurricane - Category 1    
NOT NAMED 	1	1916	July   	3	0	18.9N	84.8W	335	4	7	80	130	-9	Hurricane - Category 1    
NOT NAMED 	1	1916	July   	3	6	19.4N	85.0W	340	5	9	85	140	-9	Hurricane - Category 1    
NOT NAMED 	1	1916	July   	3	12	20.0N	85.3W	335	6	11	90	150	-9	Hurricane - Category 1    
NOT NAMED 	1	1916	July   	3	18	20.9N	85.6W	345	10	16	100	160	-9	Hurricane - Category 2    
NOT NAMED 	1	1916	July   	4	0	21.9N	86.0W	340	11	18	105	165	-9	Hurricane - Category 2    
NOT NAMED 	1	1916	July   	4	6	23.1N	86.4W	345	13	22	110	175	-9	Hurricane - Category 2    
NOT NAMED 	1	1916	July   	4	12	24.1N	86.7W	345	11	18	110	175	-9	Hurricane - Category 2    
NOT NAMED 	1	1916	July   	4	18	25.3N	87.0W	345	13	22	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	1	1916	July   	5	0	26.4N	87.4W	340	12	20	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	1	1916	July   	5	6	27.5N	87.7W	345	12	20	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	1	1916	July   	5	12	28.5N	88.0W	345	11	18	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	1	1916	July   	5	18	29.6N	88.4W	340	12	20	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	1	1916	July   	6	0	30.5N	89.0W	330	11	18	105	165	979	Hurricane - Category 2    
NOT NAMED 	1	1916	July   	6	6	31.3N	89.5W	330	10	16	70	110	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	6	12	32.1N	90.0W	330	10	16	60	95	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	6	18	32.7N	90.1W	350	6	11	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	7	0	33.2N	90.2W	350	5	9	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	7	6	33.5N	90.2W	0	2	3	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	7	12	33.7N	90.1W	25	2	3	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	7	18	33.9N	89.4W	70	6	11	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	8	0	33.7N	88.5W	105	8	12	45	75	-9	Tropical Storm            
NOT NAMED 	1	1916	July   	8	6	33.6N	87.6W	100	8	12	35	55	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	8	12	33.8N	86.9W	70	6	11	35	55	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	8	18	33.9N	86.6W	70	2	3	35	55	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	9	0	34.0N	86.4W	60	1	1	30	45	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	9	6	34.2N	86.2W	40	2	3	30	45	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	9	12	34.5N	86.0W	30	3	5	25	35	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	9	18	34.8N	85.9W	15	3	5	25	35	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	10	0	35.1N	85.8W	15	3	5	25	35	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	10	6	35.4N	85.7W	15	3	5	25	35	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	10	12	35.8N	85.6W	10	4	7	25	35	-9	Tropical Depression       
NOT NAMED 	1	1916	July   	10	18	36.2N	85.8W	340	4	7	25	35	-9	Tropical Depression       
NOT NAMED 	2	1916	July   	10	6	12.0N	52.1W	-9	-9	-9	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	10	12	12.1N	53.2W	275	11	18	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	10	18	12.4N	54.4W	285	13	22	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	11	0	12.6N	55.6W	280	12	20	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	11	6	12.8N	56.7W	280	11	18	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	11	12	13.0N	57.8W	280	11	18	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	11	18	13.6N	58.7W	305	11	18	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	12	0	14.5N	59.8W	310	14	24	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	12	6	15.3N	60.8W	310	13	22	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	12	12	16.0N	61.7W	310	12	20	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	12	18	16.5N	62.6W	300	10	16	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	13	0	17.3N	63.5W	315	12	20	40	65	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	13	6	17.9N	64.3W	310	10	16	45	75	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	13	12	18.4N	65.1W	305	10	16	50	85	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	13	18	18.8N	65.7W	305	6	11	50	85	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	14	0	19.1N	66.1W	310	4	7	60	95	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	14	6	19.4N	66.6W	300	5	9	60	95	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	14	12	19.8N	67.2W	305	6	11	65	100	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	14	18	20.3N	67.5W	330	5	9	70	110	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	15	0	20.8N	67.9W	325	6	11	75	120	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	15	6	21.2N	68.3W	315	5	9	80	130	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	15	12	21.7N	68.7W	325	6	11	85	140	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	15	18	22.2N	69.0W	330	5	9	85	140	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	16	0	22.7N	69.4W	325	6	11	90	150	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	16	6	23.1N	69.7W	325	4	7	100	160	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	16	12	23.8N	70.0W	340	8	12	105	165	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	16	18	24.3N	70.4W	325	6	11	105	165	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	17	0	24.7N	70.7W	325	4	7	110	175	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	17	6	25.3N	71.1W	330	8	12	110	175	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	17	12	26.0N	71.5W	335	8	12	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	17	18	26.8N	71.9W	335	9	14	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	18	0	27.6N	72.3W	335	9	14	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	18	6	28.3N	72.6W	340	8	12	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	18	12	29.1N	72.8W	350	9	14	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	18	18	30.0N	73.1W	345	10	16	120	195	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	19	0	30.9N	73.2W	355	10	16	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	19	6	31.8N	73.3W	355	10	16	115	185	-9	Major Hurricane - Category 3
NOT NAMED 	2	1916	July   	19	12	32.8N	73.3W	0	11	18	110	175	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	19	18	33.8N	73.2W	5	11	18	110	175	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	20	0	34.7N	73.1W	5	10	16	105	165	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	20	6	35.6N	73.0W	5	10	16	105	165	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	20	12	36.6N	72.8W	10	11	18	105	165	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	20	18	37.6N	72.5W	15	11	18	100	160	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	21	0	38.8N	72.0W	20	13	22	100	160	-9	Hurricane - Category 2    
NOT NAMED 	2	1916	July   	21	6	39.9N	71.4W	25	12	20	90	150	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	21	12	41.1N	70.9W	20	13	22	85	140	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	21	18	42.5N	70.1W	25	17	27	75	120	-9	Hurricane - Category 1    
NOT NAMED 	2	1916	July   	22	0	44.7N	68.7W	25	27	44	65	100	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	22	6	46.9N	66.2W	40	32	51	50	85	-9	Tropical Storm            
NOT NAMED 	2	1916	July   	22	12	48.5N	62.6W	55	33	53	40	65	-9	Extratropical Storm       
NOT NAMED 	2	1916	July   	22	18	51.0N	55.5W	60	59	96	35	55	-9	Extratropical Storm       
NOT NAMED 	3	1916	July   	11	6	25.3N	72.4W	-9	-9	-9	45	75	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	11	12	25.6N	73.5W	285	11	18	45	75	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	11	18	26.1N	74.3W	305	9	14	50	85	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	12	0	26.5N	75.0W	305	8	12	60	95	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	12	6	27.0N	75.7W	310	9	14	70	110	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	12	12	27.7N	76.3W	325	9	14	70	110	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	12	18	28.4N	76.8W	330	9	14	80	130	-9	Hurricane - Category 1    
NOT NAMED 	3	1916	July   	13	0	29.0N	77.2W	330	6	11	85	140	-9	Hurricane - Category 1    
NOT NAMED 	3	1916	July   	13	6	29.6N	77.6W	330	6	11	90	150	-9	Hurricane - Category 1    
NOT NAMED 	3	1916	July   	13	12	30.2N	77.9W	335	6	11	100	160	-9	Hurricane - Category 2    
NOT NAMED 	3	1916	July   	13	18	30.9N	78.2W	340	8	12	100	160	-9	Hurricane - Category 2    
NOT NAMED 	3	1916	July   	14	0	31.6N	78.6W	335	8	12	100	160	-9	Hurricane - Category 2    
NOT NAMED 	3	1916	July   	14	6	32.4N	79.0W	335	9	14	85	140	-9	Hurricane - Category 1    
NOT NAMED 	3	1916	July   	14	12	33.0N	79.7W	315	9	14	70	110	983	Tropical Storm            
NOT NAMED 	3	1916	July   	14	18	33.6N	80.3W	320	8	12	65	100	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	15	0	34.3N	81.3W	310	11	18	60	95	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	15	6	34.8N	82.0W	310	8	12	50	85	-9	Tropical Storm            
NOT NAMED 	3	1916	July   	15	12	35.2N	83.0W	295	10	16	35	55	-9	Tropical Depression       
NOT NAMED 	4	1916	August 	12	6	14.0N	55.0W	-9	-9	-9	70	110	-9	Tropical Storm            
NOT NAMED 	4	1916	August 	12	12	14.0N	56.4W	270	14	24	70	110	-9	Tropical Storm            
NOT NAMED 	4	1916	August 	12	18	14.0N	57.9W	270	16	25	80	130	-9	Hurricane - Category 1    
NOT NAMED 	4	1916	August 	13	0	14.1N	59.4W	275	16	25	85	140	-9	Hurricane - Category 1    
NOT NAMED 	4	1916	August 	13	6	14.2N	61.0W	275	17	27	85	140	-9	Hurricane - Category 1    
NOT NAMED 	4	1916	August 	13	12	14.3N	62.5W	275	16	25	90	150	-9	Hurricane - Category 1    
NOT NAMED 	4	1916	August 	13	18	14.3N	64.1W	270	17	27	90	150	-9	Hurricane - Category 1    
NOT NAMED 	4	1916	August 	14	0	14.5N	65.7W	275	17	27	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	14	6	14.7N	67.4W	275	18	29	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	14	12	15.0N	69.0W	280	17	27	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	14	18	15.3N	70.4W	285	14	24	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	15	0	15.6N	71.5W	285	12	20	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	15	6	16.1N	72.8W	290	14	24	100	160	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	15	12	16.5N	74.0W	290	13	22	105	165	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	15	18	17.3N	75.6W	300	19	31	105	165	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	16	0	18.0N	77.1W	295	17	27	110	175	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	16	6	18.7N	79.0W	290	21	35	110	175	-9	Hurricane - Category 2    
NOT NAMED 	4	1916	August 	16	12	19.4N	80.7W	295	19	31	110	175	-9	Hurricane - Category 2    
