Table A.13
Median Age At Start Of Esrd Therapy
By Year, By Race, Sex, and Primary Disease Causing ESRD

------------------------------------------------------------------------------------------------
|                                  | 1987 | 1988 | 1989 | 1990 | 1991 | 1992 | 1993 | 1994 | 1995 | 1996 |
|----------------------------------+------+------+------+------+------+------+------+------+------+------|
|Age              0-19             |  15.0|  15.0|  15.0|  15.0|  14.0|  15.0|  14.0|  14.0|  14.0|  14.0|
|                 20-44            |  35.0|  35.0|  35.0|  35.0|  36.0|  36.0|  36.0|  36.0|  36.0|  37.0|
|                 45-64            |  57.0|  57.0|  57.0|  57.0|  57.0|  57.0|  56.0|  56.0|  56.0|  56.0|
|                 65-74            |  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  70.0|
|                 75 plus          |  78.0|  78.0|  79.0|  79.0|  79.0|  79.0|  79.0|  79.0|  79.0|  79.0|
|Disease          1 Diabetes       |  59.0|  59.0|  60.0|  61.0|  61.0|  62.0|  62.0|  62.0|  62.0|  62.0|
|                 2 Hypertension   |  66.0|  67.0|  67.0|  68.0|  68.0|  68.0|  69.0|  68.0|  69.0|  69.0|
|                 3 Glomeruloneph. |  52.0|  52.0|  53.0|  53.0|  54.0|  54.0|  54.0|  54.0|  53.0|  53.0|
|                 4 Cystic Kidney  |  55.0|  53.0|  53.5|  54.0|  54.0|  54.0|  53.0|  54.0|  53.0|  53.0|
|                 5 Other Urologic |  68.0|  68.0|  69.0|  67.0|  62.0|  64.0|  62.0|  63.0|  65.0|  65.0|
|                 6 Other Cause    |  56.0|  56.0|  57.0|  56.0|  58.0|  58.0|  57.0|  56.0|  56.0|  57.0|
|                 7 Unknown Cause  |  64.0|  65.0|  65.0|  65.0|  65.0|  65.0|  65.0|  64.0|  66.0|  66.0|
|                 8 Missing Cause  |  58.0|  58.0|  64.0|  63.0|  63.0|  65.0|  69.0|  65.0|  66.0|  49.0|
|Race             1 Native Amer.   |  57.0|  57.0|  59.0|  58.0|  58.0|  60.0|  60.0|  58.0|  58.0|  57.0|
|                 2 Asian          |  58.0|  58.5|  60.0|  60.0|  61.0|  61.0|  62.0|  62.0|  62.0|  63.0|
|                 3 Black          |  58.0|  57.0|  58.0|  59.0|  59.0|  59.0|  59.0|  58.0|  57.0|  57.0|
|                 4 White          |  62.0|  63.0|  64.0|  64.0|  65.0|  65.0|  66.0|  65.0|  65.0|  66.0|
|                 5 Unknown        |  64.0|  64.0|  72.0|  72.0|  71.0|  71.0|  72.0|  68.0|  70.0|  56.5|
|                 9 Other          |  55.5|  56.0|  56.0|  45.5|  45.5|  57.0|  61.0|  56.0|  56.0|  56.0|
|Sex              Female           |  62.0|  62.0|  63.0|  63.0|  64.0|  64.0|  65.0|  64.0|  64.0|  64.0|
|                 Male             |  60.0|  60.0|  61.0|  61.0|  62.0|  62.0|  63.0|  62.0|  62.0|  62.0|
|Total            Total            |  61.0|  61.0|  62.0|  62.0|  63.0|  63.0|  64.0|  63.0|  63.0|  63.0|
----------------------------------------------------------------------------------------------------------
 
 
 
Table A.14
 Mean Age At Start Of Esrd Therapy
By Year, By Race, Sex, and Primary Disease Causing ESRD

------------------------------------------------------------------------------------------------
|                                  | 1987 | 1988 | 1989 | 1990 | 1991 | 1992 | 1993 | 1994 | 1995 | 1996 |
|----------------------------------+------+------+------+------+------+------+------+------+------+------|
|Age              0-19             |  12.8|  12.9|  13.1|  12.7|  12.3|  12.9|  12.5|  12.7|  12.2|  12.3|
|                 20-44            |  34.2|  34.2|  34.3|  34.6|  34.9|  34.9|  34.9|  34.9|  35.2|  35.4|
|                 45-64            |  56.1|  56.1|  56.0|  56.0|  56.0|  55.9|  55.8|  55.7|  55.6|  55.5|
|                 65-74            |  69.2|  69.3|  69.3|  69.3|  69.3|  69.4|  69.4|  69.5|  69.5|  69.6|
|                 75 plus          |  79.2|  79.3|  79.5|  79.6|  79.5|  79.7|  79.8|  79.7|  79.8|  79.9|
|Disease          1 Diabetes       |  56.1|  56.9|  57.3|  58.3|  58.9|  59.3|  59.7|  60.0|  60.3|  60.8|
|                 2 Hypertension   |  63.5|  63.7|  64.1|  64.5|  64.9|  64.9|  65.2|  65.0|  64.8|  65.0|
|                 3 Glomeruloneph. |  50.7|  50.7|  51.3|  51.7|  52.4|  52.3|  52.3|  52.8|  52.1|  52.8|
|                 4 Cystic Kidney  |  54.1|  53.6|  53.5|  54.0|  53.6|  54.4|  54.2|  54.8|  53.7|  54.3|
|                 5 Other Urologic |  61.2|  61.7|  62.8|  60.8|  55.2|  56.5|  55.8|  56.5|  59.2|  59.5|
|                 6 Other Cause    |  51.3|  51.5|  52.3|  51.9|  53.3|  54.2|  53.4|  53.1|  53.2|  54.1|
|                 7 Unknown Cause  |  59.6|  60.0|  60.2|  59.6|  59.4|  59.6|  59.2|  58.8|  61.1|  61.0|
|                 8 Missing Cause  |  54.9|  54.9|  60.9|  59.9|  58.7|  61.6|  66.3|  59.8|  61.4|  49.6|
|Race             1 Native Amer.   |  54.6|  54.7|  56.9|  56.2|  56.2|  58.4|  58.1|  56.2|  56.3|  56.2|
|                 2 Asian          |  55.5|  56.1|  55.5|  56.5|  57.4|  57.2|  58.1|  58.7|  59.7|  60.0|
|                 3 Black          |  55.2|  55.0|  55.3|  55.9|  56.2|  56.4|  56.5|  56.1|  55.6|  55.8|
|                 4 White          |  58.0|  58.7|  59.4|  59.9|  60.6|  61.1|  61.6|  61.7|  61.7|  62.2|
|                 5 Unknown        |  56.9|  60.1|  70.8|  71.3|  70.3|  69.4|  70.4|  64.3|  67.7|  51.8|
|                 9 Other          |  52.5|  52.5|  51.1|  43.3|  45.4|  53.6|  54.8|  51.4|  53.2|  53.1|
|Sex              Female           |  58.2|  58.4|  59.3|  59.7|  60.3|  60.6|  61.2|  60.8|  60.7|  60.8|
|                 Male             |  56.2|  56.7|  57.4|  57.8|  58.2|  58.8|  59.0|  58.9|  58.7|  59.2|
|Total            Total            |  57.1|  57.5|  58.3|  58.7|  59.2|  59.6|  60.0|  59.8|  59.6|  59.9|
----------------------------------------------------------------------------------------------------------
 
 
 
 
 
 
 

Includes all patients: residents of the 50 states, the District of Colulmbia, Puerto Rico and the Territories.
* Values for cells with fewer than 10 patients are suppressed.


Table A.15
Incidence Of Reported ESRD Therapy
Median Age At Incidence, Sex, Race, and One Year Transplant and Death Status
By Detailed Primary Disease, For All Patients, 1992-1996
                                                                                                  %    % Tran  % Died
                                           Total      %    Median    %      %      %      %    Native  First   First
. Goodpastures Syndrome                       376     0.2    73     45.2   93.6   4.5    0.8    0.5      0.3    35.9 
. Post infectious GN, SBE                      70     0.0    74     62.9   91.4   7.1    1.4    0.0      0.0    27.1 
. Glomerulonephritis (GN)                   8,626     5.7    74     59.3   82.5  11.7    4.3    0.9      0.9    26.2 
. Other proliferative GN                      269     0.2    72     55.4   87.7   9.3    2.2    0.7      0.0    27.9 
Secondary GN/Vasculitis                     1,860     1.2    72     44.0   87.1  10.2    1.5    0.8      0.4    35.6 
. Lupus erythematosus, (SLE nephritis)        355     0.2    70     25.4   71.0  25.1    2.3    0.3      0.3    32.7 
. Polyarteritis                                79     0.1    74     40.5   88.6   8.9    1.3    1.3      1.3    29.1 
. Wegeners granulomatosis                     432     0.3    72     55.8   95.8   2.1    1.2    0.9      0.2    35.6 
. Henoch-Schonlein syndrome                    14     0.0    73     71.4   92.9   0.0    7.1    0.0      0.0    42.9 
. Vasculitis and its derivatives              275     0.2    74     52.4   94.5   3.3    1.1    1.1      0.4    33.8 
. Scleroderma                                 219     0.1    70     23.3   92.7   5.9    0.9    0.5      0.5    48.4 
. Hemolytic uremic syndrome                   172     0.1    72     34.9   90.1   8.7    0.0    0.6      0.0    39.5 
. Nephropathy from heroin /related abuse      264     0.2    74     61.7   79.5  16.3    1.9    1.5      0.4    30.3 
. Secondary GN, other                          50     0.0    73     54.0   86.0   8.0    6.0    0.0      2.0    34.0 
Interstitial Nephritis/Pyelonephritis       7,220     4.8    74     60.0   83.7  12.6    2.4    0.7      0.6    30.7 
. Chronic pyelonephritis, reflux neph.        573     0.4    74     36.6   86.4   9.1    3.5    0.7      0.9    30.2 
. Analgesic abuse                             221     0.1    73     38.5   83.3  12.2    2.7    0.5      0.5    24.0 
. Nephropathy caused by other agents        1,018     0.7    74     74.5   80.4  16.1    2.2    0.8      0.4    35.5 
. Nephrolithiasis, Obstruction, Gouty       2,294     1.5    75     76.9   82.3  13.9    2.3    0.7      0.3    33.6 
. Nephrocalcinosis                             64     0.0    76     53.1   79.7  14.1    4.7    0.0      1.6    35.9 
. Chronic interstitial nephritis            2,850     1.9    74     48.2   85.4  11.3    2.4    0.7      0.9    26.3 
. Acute interstitial nephritis                200     0.1    74     52.0   86.5  10.0    2.5    0.5      0.0    44.0 
Hypertensive/large vessel disease          57,302    38.1    74     54.4   71.3  25.1    2.5    0.6      0.2    33.4 
. Hypertension, (no primary ren. dis.)     51,365    34.1    75     53.7   68.8  27.5    2.6    0.6      0.2    32.8 
. Renal artery stenosis or occlusion        4,814     3.2    74     59.8   93.2   5.0    1.2    0.4      0.1    39.0 
. Cholesterol emboli, renal emboli          1,123     0.7    74     65.7   94.9   2.9    1.2    0.4      0.1    39.1 
Cystic/Heriditary/Congenital Diseases       2,595     1.7    72     52.0   85.1  11.3    2.4    0.6      1.7    17.3 
. Polycystic kidneys, adult (dominant)      2,244     1.5    71     50.6   85.3  11.1    2.5    0.5      1.8    15.6 
. Polycystic, infantile (recessive)             *     0.0    73     50.0   66.7  33.3    0.0    0.0      0.0    16.7 
. Medullary cystic, inc nephronophthisis       13     0.0    73     69.2   76.9  15.4    7.7    0.0      0.0    30.8 
. Alports, other hereditary/familial dis       48     0.0    70     43.8   97.9   2.1    0.0    0.0      4.2    12.5 
. Tuberous sclerosis                           63     0.0    74     55.6   90.5   7.9    0.0    1.6      0.0    38.1 
. Cystinosis                                    *     0.0    76      0.0  100.0   0.0    0.0    0.0      0.0     0.0 
. Primary oxalosis                             29     0.0    70     48.3   89.7  10.3    0.0    0.0      0.0    20.7 
. Fabrys disease                                *     0.0    71     50.0   50.0  50.0    0.0    0.0      0.0     0.0 
. Congenital nephrotic syndrome                10     0.0    76     50.0   80.0  10.0   10.0    0.0      0.0    30.0 
. Drash syndrome, mesangial sclerosis           *     0.0    68     75.0   75.0  25.0    0.0    0.0      0.0     0.0 
. Congenital obstructive uropathy             130     0.1    74     74.6   76.2  16.2    3.8    0.8      0.0    32.3 
. Renal hypoplasia, dysplasia                  43     0.0    73     53.5   81.4  16.3    0.0    2.3      0.0    25.6 
. Prune belly syndrome                          *     0.0    80    100.0  100.0   0.0    0.0    0.0      0.0    50.0 
Neoplasms/Tumors                            3,341     2.2    73     62.2   82.4  15.3    1.3    0.6      0.0    50.9 
. Renal or Urological Neoplasms               877     0.6    74     73.8   83.9  13.6    1.1    1.0      0.1    43.8 
. Multiple myeloma                          1,819     1.2    73     59.4   80.4  17.3    1.3    0.5      0.0    55.5 
. Light chain nephropathy                     100     0.1    76     61.0   82.0  15.0    3.0    0.0      0.0    47.0 
. Amyloidosis                                 545     0.4    72     53.0   86.4  11.4    1.5    0.4      0.0    47.3 
Miscellaneous Conditions                    2,836     1.9    74     60.4   88.2   9.1    1.6    0.7      0.4    41.9 
. Complication post bone marr/other txp        20     0.0    67     55.0   95.0   0.0    0.0    5.0     10.0    20.0 
. Sickle cell disease/anemia or trait          18     0.0    72     38.9   22.2  77.8    0.0    0.0      0.0    50.0 
. AIDS nephropathy                             35     0.0    71     65.7   40.0  54.3    2.9    0.0      0.0    40.0 
. Traumatic/surgical loss of kidney(s)         86     0.1    74     66.3   87.2   8.1    2.3    1.2      0.0    33.7 
. Hepatorenal syndrome                         83     0.1    70     68.7   85.5   6.0    0.0    7.2      3.6    63.9 
. Tubular necrosis (no recovery)            1,880     1.2    74     57.7   90.4   7.6    1.3    0.4      0.1    41.8 
. Post-Partum Fail, Oth Renal Disorders       714     0.5    75     66.4   86.4   9.7    2.5    0.7      0.4    40.9 
Etiology Uncertain                          7,250     4.8    75     55.8   80.2  15.3    3.1    0.8      0.3    36.3 
Missing                                     5,055       .    73     47.0   42.8  15.1    0.9    0.5      1.5    49.5 
* Values for cells with fewer than 10 patients are suppressed.  Includes all patients: residents of the 50 states, the District of Colulmbia, Puerto Rico and the Territories.

 
Table A.18:  Incidence Of Reported ESRD Therapy
By Detailed Primary Disease And Race
For Patients Age 65 And Over, 1992-1996
                                                                                    #                             Native
                                            Total           #        #     #     Native   White   Black   Asian   Amer.
Primary Disease Groups                     Patients     White    Black   Asian   Amer.     (%)     (%)     (%)     (%)
All ESRD, (reference)                      155,530    111,817   34,143   4,625   1,699    100.0   100.0   100.0   100.0 
Diabetes                                    55,794     37,568   14,360   2,137   1,040     34.3    43.0    46.6    62.1 
. Type 1, juvenile type                     14,571     10,346    3,475     458     182      9.4    10.4    10.0    10.9 
. Type 2, adult-onset or unspec. type       41,223     27,222   10,885   1,679     858     24.8    32.6    36.7    51.2 
Glomerulonephritis                          12,277     10,270    1,379     453     102      9.4     4.1     9.9     6.1 
. Focal glomerulosclerosis, focal GN         1,396      1,172      174      35       *      1.1     0.5     0.8     0.5 
. Membranous nephropathy                       533        436       74      16       *      0.4     0.2     0.3     0.2 
. Membranoproliferative GN, types 1&2          264        231       25       *       *      0.2     0.1     0.1     0.2 
. IgA nephropathy, Bergers disease             148        131        *      11       0      0.1     0.0     0.2     0.0 
. IgM nephropathy                               18         16        *       *       0      0.0     0.0     0.0     0.0 
. Rapidly progressive GN                       577        519       40       *       *      0.5     0.1     0.2     0.3 
. Goodpastures Syndrome                        376        352       17       *       *      0.3     0.1     0.1     0.1 
. Post infectious GN, SBE                       70         64        *       *       0      0.1     0.0     0.0     0.0 
. Glomerulonephritis (GN)                    8,626      7,113    1,013     367      79      6.5     3.0     8.0     4.7 
. Other proliferative GN                       269        236       25       *       *      0.2     0.1     0.1     0.1 
Secondary GN/Vasculitis                      1,860      1,620      189      28      15      1.5     0.6     0.6     0.9 
. Lupus erythematosus, (SLE nephritis)         355        252       89       *       *      0.2     0.3     0.2     0.1 
. Polyarteritis                                 79         70        *       *       *      0.1     0.0     0.0     0.1 
. Wegeners granulomatosis                      432        414        *       *       *      0.4     0.0     0.1     0.2 
. Henoch-Schonlein syndrome                     14         13        0       *       0      0.0     0.0     0.0     0.0 
. Vasculitis and its derivatives               275        260        *       *       *      0.2     0.0     0.1     0.2 
. Scleroderma                                  219        203       13       *       *      0.2     0.0     0.0     0.1 
. Hemolytic uremic syndrome                    172        155       15       0       *      0.1     0.0     0.0     0.1 
. Nephropathy from heroin /related abuse       264        210       43       *       *      0.2     0.1     0.1     0.2 
. Secondary GN, other                           50         43        *       *       0      0.0     0.0     0.1     0.0 
Interstitial Nephritis/Pyelonephritis        7,220      6,042      912     175      48      5.5     2.7     3.8     2.9 
. Chronic pyelonephritis, reflux neph.         573        495       52      20       *      0.5     0.2     0.4     0.2 
. Analgesic abuse                              221        184       27       *       *      0.2     0.1     0.1     0.1 
. Nephropathy caused by other agents         1,018        818      164      22       *      0.7     0.5     0.5     0.5 
. Nephrolithiasis, Obstruction, Gouty        2,294      1,888      319      52      15      1.7     1.0     1.1     0.9 
. Nephrocalcinosis                              64         51        *       *       0      0.0     0.0     0.1     0.0 
. Chronic interstitial nephritis             2,850      2,433      321      67      19      2.2     1.0     1.5     1.1 
. Acute interstitial nephritis                 200        173       20       *       *      0.2     0.1     0.1     0.1 
Hypertensive/large vessel disease           57,302     40,876   14,377   1,409     353     37.3    43.1    30.8    21.1 
. Hypertension, (no primary ren. dis.)      51,365     35,322   14,104   1,338     328     32.2    42.3    29.2    19.6 
. Renal artery stenosis or occlusion         4,814      4,488      240      57      20      4.1     0.7     1.2     1.2 
. Cholesterol emboli, renal emboli           1,123      1,066       33      14       *      1.0     0.1     0.3     0.3 
Cystic/Heriditary/Congenital Diseases        2,595      2,208      292      62      15      2.0     0.9     1.4     0.9 
. Polycystic kidneys, adult (dominant)       2,244      1,915      248      55      12      1.7     0.7     1.2     0.7 
. Polycystic, infantile (recessive)              *          *        *       0       0      0.0     0.0     0.0     0.0 
. Medullary cystic, inc nephronophthisis        13         10        *       *       0      0.0     0.0     0.0     0.0 
. Alports, other hereditary/familial dis        48         47        *       0       0      0.0     0.0     0.0     0.0 
. Tuberous sclerosis                            63         57        *       0       *      0.1     0.0     0.0     0.1 
. Cystinosis                                     *          *        0       0       0      0.0     0.0     0.0     0.0 
. Primary oxalosis                              29         26        *       0       0      0.0     0.0     0.0     0.0 
. Fabrys disease                                 *          *        *       0       0      0.0     0.0     0.0     0.0 
. Congenital nephrotic syndrome                 10          *        *       *       0      0.0     0.0     0.0     0.0 
. Drash syndrome, mesangial sclerosis            *          *        *       0       0      0.0     0.0     0.0     0.0 
. Congenital obstructive uropathy              130         99       21       *       *      0.1     0.1     0.1     0.1 
. Renal hypoplasia, dysplasia                   43         35        *       0       *      0.0     0.0     0.0     0.1 
. Prune belly syndrome                           *          *        0       0       0      0.0     0.0     0.0     0.0 
Neoplasms/Tumors                             3,341      2,752      510      45      21      2.5     1.5     1.0     1.3 
. Renal or Urological Neoplasms                877        736      119      10       *      0.7     0.4     0.2     0.5 
. Multiple myeloma                           1,819      1,463      314      24      10      1.3     0.9     0.5     0.6 
. Light chain nephropathy                      100         82       15       *       0      0.1     0.0     0.1     0.0 
. Amyloidosis                                  545        471       62       *       *      0.4     0.2     0.2     0.1 
Miscellaneous Conditions                     2,836      2,500      257      46      20      2.3     0.8     1.0     1.2 
. Complication post bone marr/other txp         20         19        0       0       *      0.0     0.0     0.0     0.1 
. Sickle cell disease/anemia or trait           18          *       14       0       0      0.0     0.0     0.0     0.0 
. AIDS nephropathy                              35         14       19       *       0      0.0     0.1     0.0     0.0 
. Traumatic/surgical loss of kidney(s)          86         75        *       *       *      0.1     0.0     0.0     0.1 
. Hepatorenal syndrome                          83         71        *       0       *      0.1     0.0     0.0     0.4 
. Tubular necrosis (no recovery)             1,880      1,700      143      25       *      1.6     0.4     0.5     0.4 
. Post-Partum Fail, Oth Renal Disorders        714        617       69      18       *      0.6     0.2     0.4     0.3 
Etiology Uncertain                           7,250      5,815    1,106     226      61      5.3     3.3     4.9     3.6 
Missing                                      5,055      2,166      761      44      24        .       .       .       . 
* Values for cells with fewer than 10 patients are suppressed.  Includes all patients: residents of the 50 states, the District of Colulmbia, Puerto Rico and the Territories.

 

Table A.19:  Incidence Of Reported ESRD Therapy
Median Age At Incidence, Sex, Race, and One Year Transplant and Death Status
By Detailed Primary Disease, For Adult Patients Age 20-64, 1992-1996

                                                                                                  %    % Tran  % Died
                                           Total      %    Median    %      %      %      %    Native  First   First
Primary Disease Groups                    Patients  Incid   Age    Males  White  Black  Asian  Amer.    Year    Year

All ESRD, (reference)                     171,774   100.0    51     55.3  56.7   36.2    3.2     1.9     8.7    12.1 
Diabetes                                   74,596    44.4    54     50.8  61.8   30.6    2.9     2.9     6.2    13.6 
. Type 1, juvenile type                    31,487    18.7    49     52.6  69.9   25.3    2.0     1.8    10.5    13.5 
. Type 2, adult-onset or unspec. Type      43,109    25.7    56     49.5  55.9   34.4    3.6     3.7     3.0    13.6 
Glomerulonephritis                         22,587    13.4    44     62.0  60.3   30.4    5.8     1.4    15.3     5.8 
. Focal glomerulosclerosis, focal GN        4,586     2.7    41     62.3  51.2   43.9    2.6     1.1    15.7     5.3 
. Membranous nephropathy                      998     0.6    49     68.5  66.5   28.9    2.0     1.4    16.0     5.2 
. Membranoproliferative GN, types 1&2         890     0.5    42     63.1  71.1   18.1    7.0     1.9    20.1     5.5 
. IgA nephropathy, Bergers disease            866     0.5    39     69.1  71.8    9.1   13.9     1.7    21.5     2.0 
. IgM nephropathy                              97     0.1    39     64.9  69.1    9.3   15.5     1.0    32.0     3.1 
. Rapidly progressive GN                      653     0.4    47     55.3  73.2   18.4    5.4     1.4    12.7     4.6 
. Goodpastures Syndrome                       370     0.2    49     49.2  85.1    9.5    2.7     1.9    10.8    14.9 
. Post infectious GN, SBE                     137     0.1    44     62.0  67.2   24.8    2.9     2.9    11.7     7.3 
. Glomerulonephritis (GN)                  13,440     8.0    44     61.7  59.8   29.8    6.5     1.5    14.6     6.1 
. Other proliferative GN                      550     0.3    44     57.8  68.2   22.4    6.9     1.5    17.8     7.1 
Secondary GN/Vasculitis                     5,792     3.4    41     29.1  55.8   37.4    3.7     1.4     8.5    12.4 
. Lupus erythematosus, (SLE nephritis)      3,565     2.1    37     18.5  45.7   46.2    4.8     1.2     9.6     9.3 
. Polyarteritis                                87     0.1    47     60.9  78.2   13.8    5.7     1.1     6.9    18.4 
. Wegeners granulomatosis                     430     0.3    54     64.9  87.7    8.6    1.2     1.9     8.1    12.6 
. Henoch-Schonlein syndrome                    89     0.1    32     56.2  75.3   12.4    7.9     4.5    23.6     5.6 
. Vasculitis and its derivatives              185     0.1    53     42.7  80.5   13.5    1.6     1.6     5.4    17.3 
. Scleroderma                                 520     0.3    50     23.5  75.0   22.1    1.2     1.3     3.1    27.9 
. Hemolytic uremic syndrome                   424     0.3    45     32.3  79.0   19.3    1.2     0.5     5.0    15.3 
. Nephropathy from heroin /related abuse      380     0.2    44     63.4  44.5   49.2    2.6     2.4    10.3    13.7 
. Secondary GN, other                         112     0.1    43     57.1  44.6   48.2    0.0     3.6     3.6    16.1 
Interstitial Nephritis/Pyelonephritis       6,799     4.0    48     52.7  74.6   19.3    3.2     1.3    12.9    10.9 
. Chronic pyelonephritis, reflux neph.      1,112     0.7    42     38.0  83.5   10.1    3.6     1.3    17.8     5.6 
. Analgesic abuse                             193     0.1    53     31.6  70.5   24.9    2.1     1.0     4.7    10.4 
. Nephropathy caused by other agents          776     0.5    51     65.7  72.9   22.7    2.3     0.8     9.8    15.7 
. Nephrolithiasis, Obstruction, Gouty       1,553     0.9    51     65.9  73.7   19.2    4.3     1.0    10.5    11.1 
. Nephrocalcinosis                             56     0.0    51     50.0  75.0   14.3    3.6     1.8     7.1     8.9 
. Chronic interstitial nephritis            2,973     1.8    48     49.6  72.4   21.6    2.9     1.6    14.2    11.3 
. Acute interstitial nephritis                136     0.1    53     44.1  76.5   20.6    1.5     0.0     5.1    16.9 
Hypertensive/large vessel disease          36,091    21.5    51     61.5  37.6   57.1    2.8     1.0     4.9     9.7 
. Hypertension, (no primary ren. dis.)     34,801    20.7    51     61.6  35.8   58.9    2.9     1.0     5.0     9.2 
. Renal artery stenosis or occlusion        1,059     0.6    60     58.1  86.7    9.9    1.2     1.4     3.1    23.3 
. Cholesterol emboli, renal emboli            231     0.1    61     69.3  89.6    6.9    1.7     1.3     0.4    20.8 
Cystic/Heriditary/Congenital Diseases       7,764     4.6    48     55.4  82.7   13.1    2.2     0.8    21.7     3.5 
. Polycystic kidneys, adult (dominant)      6,352     3.8    50     53.0  82.6   13.2    2.3     0.7    21.2     3.3 
. Polycystic, infantile (recessive)            28     0.0    43     60.7  78.6   21.4    0.0     0.0    14.3    17.9 
. Medullary cystic, inc nephronophthisis       37     0.0    33     59.5  83.8   13.5    0.0     0.0    24.3     0.0 
. Alports, other hereditary/familial dis      523     0.3    34     70.7  87.2    8.2    1.7     1.0    28.1     2.3 
. Tuberous sclerosis                           73     0.0    47     32.9  74.0   20.5    2.7     1.4     9.6    12.3 
. Cystinosis                                   17     0.0    43     58.8  88.2    5.9    0.0     5.9    11.8    11.8 
. Primary oxalosis                             50     0.0    53     58.0  94.0    4.0    0.0     0.0    20.0    10.0 
. Fabrys disease                               76     0.0    42     93.4  89.5    6.6    0.0     2.6    22.4     5.3 
. Congenital nephrotic syndrome                33     0.0    36     48.5  54.5   36.4    9.1     0.0    21.2     0.0 
. Drash syndrome, mesangial sclerosis           *     0.0    44     33.3   0.0   66.7    0.0    33.3     0.0     0.0 
. Congenital obstructive uropathy             343     0.2    35     70.6  79.3   15.7    2.6     1.2    21.3     5.5 
. Renal hypoplasia, dysplasia                 219     0.1    33     55.7  82.2   15.5    0.5     0.5    26.9     1.8 
. Prune belly syndrome                         10     0.0    26    100.0  80.0   20.0    0.0     0.0    10.0     0.0 
Neoplasms/Tumors                            2,055     1.2    56     61.5  73.6   22.3    1.8     1.2     1.8    32.1 
. Renal or Urological Neoplasms               549     0.3    56     66.8  76.3   20.8    1.3     0.7     2.2    25.3 
. Multiple myeloma                            990     0.6    57     60.2  69.4   26.1    2.2     1.4     0.6    38.7 
. Light chain nephropathy                      58     0.0    56     56.9  65.5   24.1    3.4     1.7     3.4    25.9 
. Amyloidosis                                 458     0.3    55     58.3  80.6   15.9    1.5     1.3     3.9    26.9 
Miscellaneous Conditions                    5,783     3.4    41     69.7  34.6   61.7    0.8     0.9     3.1    33.0 
. Complication post bone marr/other txp        90     0.1    50     62.2  82.2   14.4    1.1     1.1    10.0    17.8 
. Sickle cell disease/anemia or trait         312     0.2    39     52.2   4.2   92.9    0.0     1.6     1.3    15.4 
. AIDS nephropathy                          3,211     1.9    38     77.0   8.9   88.0    0.2     0.5     0.1    43.4 
. Traumatic/surgical loss of kidney(s)         84     0.1    45     73.8  78.6   16.7    1.2     1.2     6.0     6.0 
. Hepatorenal syndrome                        244     0.1    52     67.6  85.7    9.8    1.2     1.2    16.4    35.7 
. Tubular necrosis (no recovery)            1,258     0.7    53     63.8  75.4   20.3    1.4     1.3     5.0    21.4 
. Post-Partum Fail, Oth Renal Disorders       584     0.3    49     53.3  69.2   24.7    2.9     1.5     9.8    15.2 
Etiology Uncertain                          6,483     3.9    47     59.6  60.3   32.0    4.1     1.5    12.8    10.8 
Missing                                     3,824       .    50     54.9  50.6   34.1    1.9     0.7    27.8    22.6 
* Values for cells with fewer than 10 patients are suppressed.  Includes all patients: residents of the 50 states, the District of Colulmbia, Puerto Rico and the Territories.

 
Table A.20:  Incidence Of Reported ESRD Therapy
By Detailed Primary Disease And Race
For Adult Patients Age 20-64, 1992-1996

                                                                                   #                             Native
                                            Total          #        #     #     Native   White   Black   Asian   Amer.
Primary Disease Groups                     Patients    White    Black   Asian   Amer.     (%)     (%)     (%)     (%)

All ESRD, (reference)                      171,774    97,394   62,196   5,495   3,266    100.0   100.0   100.0   100.0 
Diabetes                                    74,596    46,116   22,797   2,157   2,146     48.3    37.4    39.8    66.3 
. Type 1, juvenile type                     31,487    22,009    7,978     626     552     23.1    13.1    11.5    17.0 
. Type 2, adult-onset or unspec. type       43,109    24,107   14,819   1,531   1,594     25.3    24.3    28.2    49.2 
Glomerulonephritis                          22,587    13,625    6,873   1,299     320     14.3    11.3    23.9     9.9 
. Focal glomerulosclerosis, focal GN         4,586     2,346    2,014     120      49      2.5     3.3     2.2     1.5 
. Membranous nephropathy                       998       664      288      20      14      0.7     0.5     0.4     0.4 
. Membranoproliferative GN, types 1&2          890       633      161      62      17      0.7     0.3     1.1     0.5 
. IgA nephropathy, Bergers disease             866       622       79     120      15      0.7     0.1     2.2     0.5 
. IgM nephropathy                               97        67        *      15       *      0.1     0.0     0.3     0.0 
. Rapidly progressive GN                       653       478      120      35       *      0.5     0.2     0.6     0.3 
. Goodpastures Syndrome                        370       315       35      10       *      0.3     0.1     0.2     0.2 
. Post infectious GN, SBE                      137        92       34       *       *      0.1     0.1     0.1     0.1 
. Glomerulonephritis (GN)                   13,440     8,033    4,010     875     196      8.4     6.6    16.1     6.1 
. Other proliferative GN                       550       375      123      38       *      0.4     0.2     0.7     0.2 
Secondary GN/Vasculitis                      5,792     3,234    2,169     213      81      3.4     3.6     3.9     2.5 
. Lupus erythematosus, (SLE nephritis)       3,565     1,629    1,646     172      43      1.7     2.7     3.2     1.3 
. Polyarteritis                                 87        68       12       *       *      0.1     0.0     0.1     0.0 
. Wegeners granulomatosis                      430       377       37       *       *      0.4     0.1     0.1     0.2 
