 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R01DK044923-14","6752786","Smith, David F","Assembly Mechanism for Steroid Receptor Complexes","","","$ 238,702","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R01DK046577-10","6725330","Miller, Laurence J","SECRETIN RECEPTOR STRUCTURE, FUNCTION, AND REGULATION","","","$ 327,729","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R01DK048218-10","6752781","Smith, David F","Immunophilin Interactions with Steroid Receptors","","","$ 238,702","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R01DK051619-05","6692648","Riordan, John R","Molecular Mechanisms of CFTR Function","","","$ 314,000","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R01DK051870-09","6788692","Riordan, John R","CFTR PROCESSING IN THE ENDOPLASMIC RETICULUM","","","$ 362,583","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R01HL058723-06","6687276","Lee, Nancy A","Mouse Models of Eosinophil-Associated Lung Dysfunction","","","$ 392,500","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R01HL067938-04","6780378","Loftus, Joseph C","Role of Integrins in Cardiac Myocyte Function","","","$ 269,500","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R03DK063175-02","6706381","Vargas, Hugo E","HCV Quasispecies Dynamics and Liver Transplant","","","$ 157,000","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","5R37DK032878-23","6776961","Miller, Laurence J","Type A CCK Receptor Structure, Function and Regulation","","","$ 440,790","SCOTTSDALE","ARIZONA","85259","","","","  "
"MAYO CLINIC COLL OF MED, MAYO CLINIC AZ","7R01CA083724-04","6721178","Fonseca, Rafael ","Chromosomal Abnormalities in Myeloma as Detected by FISH","","","$ 333,359","SCOTTSDALE","ARIZONA","85259","","","","  "
"MEDICAL DIRECTIONS, INC.","2R42DK062569-02","6882868","Kutob, Randa M","Cultural Competence in the Context of Type 2 Diabetes","","","$ 717,970","TUCSON","ARIZONA","85712","","","","  "
"MEDICAL DIRECTIONS, INC.","4R44NS045361-02","6836211","Harris, John Malcolm","Online Pain Management Education for Physicians","","","$ 412,069","TUCSON","ARIZONA","85712","","","","  "
"MEDICAL DIRECTIONS, INC.","5R44MH062233-04","6723648","Harris, John Malcolm","Online Domestic Violence Education for Physicians","","","$ 201,413","TUCSON","ARIZONA","85712","","","","  "
"NATIVE AMERICAN BOTANICS CORPORATION","5R44AT000322-04","6791363","Hayden, Anita L","A New Cultivation System For Clean Consistent Root Crops","","","$ 58,106","TUCSON","ARIZONA","85733","","","","  "
"NEOGEN, LLC","2R44HD044142-02","6785201","Kris, Richard M","High-Throughput DNA Microarrays for Osteoblasts","","","$ 399,991","TUCSON","ARIZONA","85728","","","","  "
"NEUROSCRIPT, LLC","1R43HD043576-01A2","6787988","Teulings, Hansleo ","Handwriting Teaching Tool","","","$ 100,017","PARADISE VALLEY","ARIZONA","85253-2123","","","","  "
"NIADYNE, INC.","2R44CA090085-02A1","6790116","Kim, Hyuntae ","Topical Micronutrient Delivery System","","","$ 351,118","TUCSON","ARIZONA","85716","","","","  "
"NORTHERN ARIZONA UNIVERSITY","1F31CA110210-01A1","6893491","Raymondwhish, Stefanie L","In vitro evaluation of uranium estrogenicity","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 25,660","FLAGSTAFF","ARIZONA","86011-4130","","","","  "
"NORTHERN ARIZONA UNIVERSITY","1R15GM071374-01","6804346","Vanwinkleswift, Karen P","The genetics of UV tolerance in Chlamydomonas zygospores","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 201,402","FLAGSTAFF","ARIZONA","86011-4130","","","","  "
"NORTHERN ARIZONA UNIVERSITY","1R21AI060401-01","6798863","Monroy, Fernando P",""Innate intestinal responses in murine toxoplasmosis"","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 176,412","FLAGSTAFF","ARIZONA","86011-4130","","","","  "
"NORTHERN ARIZONA UNIVERSITY","5R01AI035997-08","6704205","Posner, Richard G","Receptor Aggregation on the Cell Surface","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 133,460","FLAGSTAFF","ARIZONA","86011-4130","","","","  "
"NORTHERN ARIZONA UNIVERSITY","5R25GM056931-07","6721141","Nishikawa, Kiisa C","Northern Arizona University: Minority Student Support","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 636,621","FLAGSTAFF","ARIZONA","86011-4130","","","","  "
"NORTHERN ARIZONA UNIVERSITY","5T34GM065101-03","6752438","Monroy, Fernando P","UNDERGRADUATE STUDENT TRAINING ACADEMIC RESEARCH","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 304,145","FLAGSTAFF","ARIZONA","86011-4130","","","","  "
"NORTHERN ARIZONA UNIVERSITY","5U54CA096320-03","6766939","Baldwin, Julie A","Comprehensive NAU/AZCC Cancer Research Partnership","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 675,877","FLAGSTAFF","ARIZONA","86011-4130","","","","  "
"PARE TECHNOLOGIES","1R41RR019048-01","6736623","Williams, Stuart K","Transportable Chlorine Dioxide Sterilization System","","","$ 100,000","TUCSON","ARIZONA","85718","","","","  "
"PIMA COMMUNITY COLLEGE","5R25GM048993-05","6743219","Christensen, Ann ","The Arizona Biology Network (ABN)","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 198,133","TUCSON","ARIZONA","85709","","","","  "
"PRIMUS PHARMACEUTICAL","1R41AR051232-01","6787596","Morgan, Sarah L","Flavocoxid: A Medical Food Therapy for Osteoarthritis","","","$ 210,079","SCOTTSDALE","ARIZONA","85250-6181","","","","  "
"PROLX PHARMACEUTICALS CORPORATION","1R43CA107644-01","6780811","Kirkpatrick, Lynn D","PX-12, A Molecularly Targeted Preventive Agent","","","$ 206,101","TUCSON","ARIZONA","85705-8480","","","","  "
"PROLX PHARMACEUTICALS CORPORATION","5R44CA078003-04","6796381","Kirkpatrick, Lynn D","A Hypoxia Activated HIF-1 & Inhibitor for Cancer Therapy","","","$ 629,796","TUCSON","ARIZONA","85705-8480","","","","  "
"RAINFOREST NUTRITIONALS, INC.","1R43AG024733-01","6834041","Bobrowski, Paul ","Enhanced IGF-1 Production by Human Cartilage","","","$ 99,664","SCOTTSDALE","ARIZONA","85254-7631","","","","  "
"RIBOMED BIOTECHNOLOGIES, INC.","5R43AI054130-02","6752468","Hanna, Michelle M","High Throughput Isothermal Monitoring","","","$ 258,228","PHOENIX","ARIZONA","85040","","","","  "
"SCIENCE-APPROACH","1R43MH070250-01","6736721","Moore, Steven D","NeurVision: Teaching neuroscience with neuroimaging data","","","$ 100,000","TUCSON","ARIZONA","85711","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","1K24HD043819-01A1","6772298","Campagnolo, Denise I","Health and Immunity Following Spinal Cord Injury","","","$ 101,208","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","1R01NS044592-01A2","6725076","Gibson, Alan R","Influence of the Basal Ganglia on Cerebellar Action","","","$ 392,023","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","3R01NS044592-01A2S1","6944184","Gibson, Alan R","Influence of the Basal Ganglia on Cerebellar Action","","","$ 88,198","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","5R01DA015389-02","6786793","Lukas, Ronald J","Molecular Bases for Effects of Nicotine","","","$ 408,341","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","5R01HL067821-02","6695277","Pipe, James G","Advances in Phase-Contrast MR Angiography","","","$ 312,035","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","5R01NS022454-18","6685159","Hamm, Thomas M","Analysis of the recurrent Renshaw circuit","","","$ 340,164","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","5R01NS037208-06","6803469","Craig, Arthur D","Fine Structure of Lamina I TSST Terminals in VP","","","$ 151,371","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","5R01NS040413-03","6724778","Craig, Arthur D","Lamina I and Homeostasis","","","$ 353,022","PHOENIX","ARIZONA","85013","","","","  "
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","5R01NS041287-03","6683189","Craig, Arthur D","Physiology of Lamina I and V STT Cells","","","$ 373,757","PHOENIX","ARIZONA","85013","","","","  "
"SUN HEALTH RESEARCH INSTITUTE","3P30AG019610-04S1","6952612","Reiman, Eric M","Arizona Alzheimer's Disease Core Center","","","$ 2,000","SUN CITY","ARIZONA","85351","","","","  "
"SUN HEALTH RESEARCH INSTITUTE","5P30AG019610-04","6764018","Reiman, Eric M","Arizona Alzheimer's Disease Core Center","","","$ 950,369","SUN CITY","ARIZONA","85351","","","","  "
"SUN HEALTH RESEARCH INSTITUTE","5R01AG007367-16","6795894","Rogers, Joseph B","COMPLEMENT MECHANISMS IN AMYLOID BETA PEPTIDE CLEARANCE","","","$ 307,420","SUN CITY","ARIZONA","85351","","","","  "
"SUN HEALTH RESEARCH INSTITUTE","5R01AG019795-04","6780839","Roher, Alex E","AB and ApoE in animal models of Alzheimer's disease","","","$ 321,792","SUN CITY","ARIZONA","85351","","","","  "
"THREE RIVERS HOLDINGS, LLC","5R44HD039535-03","6801909","Boninger, Ronald M","Development of the GAMECycle Exercise System","","","$ 374,297","MESA","ARIZONA","85202","","","","  "
"TRANSLATIONAL GENOMICS RESEARCH INST","1F32CA108176-01","6790179","Brown, Kevin M","Identification of a Melonoma Susceptibilty Gene at 1p22","","","$ 42,976","PHOENIX","ARIZONA","85004","","","","  "
"TRANSLATIONAL GENOMICS RESEARCH INST","1R01CA109544-01","6818075","Trent, Jeffrey M","Identification of Melanoma Susceptibility Gene at 1p22","","","$ 515,780","PHOENIX","ARIZONA","85004","","","","  "
"TRANSLATIONAL GENOMICS RESEARCH INST","5F32NS043932-03","6710075","Hu, Diane D","Factors that regulate pre-mRNA processing of SMN","","","$ 47,296","PHOENIX","ARIZONA","85004","","","","  "
"TRANSLATIONAL GENOMICS RESEARCH INST","5R01AG023193-02","6804997","Stephan, Dietrich A","Neurogenomics of Alzheimer's Disease and Aging","","","$ 555,971","PHOENIX","ARIZONA","85004","","","","  "
"TRANSLATIONAL GENOMICS RESEARCH INST","5R21NS043446-02","6805713","Berens, Michael E","Arrested migration fosters apoptosis of glioma cells","","","$ 219,688","PHOENIX","ARIZONA","85004","","","","  "
"TRANSLATIONAL GENOMICS RESEARCH INST","5U24NS043571-03","6790572","Stephan, Dietrich A","Microarray Center for Research on the Nervous System","","","$ 1,181,359","PHOENIX","ARIZONA","85004","","","","  "
"U.S. CARL T. HAYDEN VET AFFAIRS MED CTR","5R01HL067690-03","6686784","Reaven, Peter D","Non-traditional Cardiovascular Risk Factors in DM type 2","","","$ 225,000","PHOENIX","ARIZONA","85012-1892","","","","  "
"UNIVERSITY OF ARIZONA","1F31MH071994-01","6828592","Kong, Lauren L","Minority Predoctoral Fellowship Program","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 33,361","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1F31NR008825-01A1","6835295","Shea, Kimberly D","Sociotechnical Influences on Outcomes in Telehomecare","NONE","SCHOOLS OF NURSING","$ 35,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1F31NR009318-01","6885700","Maes, Melissa L","Impact of diabetic and insulin resistant blood on stroke","NONE","SCHOOLS OF NURSING","$ 32,529","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1F32GM070246-01","6739141","Dean, Matthew D","EVOLUTIONARY GENETICS OF MALE REPRODUCTIVE TRAITS IN MUS","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1F32GM070294-01","6740724","Wilder, Jason A","Population Genetics of Clinal ACP1 Variation in Humans","GENETICS","ORGANIZED RESEARCH UNITS","$ 42,976","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1F32NS049894-01","6834745","Fleegal, Melissa A","Effects of Ang II and hypoxia on the blood-brain barrier","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 42,976","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1K02DA017749-01","6763438","Ramaswami, Mani ","Fos, Jun &Transcriptional Control of Synaptic Plasticity","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 97,977","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1K07CA106996-01","6765050","Loescher, Lois J","Risk Perception/Communications/Reduction Behaviors","NONE","SCHOOLS OF NURSING","$ 123,983","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1P01AI061310-01","6818530","Galgiani, John N","Host control in Coccidioidomycosis","NONE","ORGANIZED RESEARCH UNITS","$ 844,908","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01AG023309-01","6719982","Barnes, Carol A","Genetic Mapping of Functional Neural Networks & Circuits","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 424,766","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01AI060723-01","6807606","Lybarger, Lonnie P","Ubiquitin-mediated pathways of viral immune evasion","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 279,285","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01AI061811-01","6830990","Halonen, Marilyn J","Microbial Innate Immunity In Asthma Pathogenesis","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 270,964","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01AI063211-01","6862183","Giron, Jorge A","Novel YcbQ Pili of Enterohemorrhagic E. coli O157:H7","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 131,270","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01CA102173-01A1","6784441","Lopez, Ana M","Telecolposcopy in a Primary Care Women's Health Clinic","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 279,874","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01CA104869-01","6718302","Martinez, Maria Elena","Advanced Colorectal Neoplasia Following Polypectomy","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 353,098","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01CA104926-01","6718335","Katsanis, Emmanuel ","(CRCL) vaccine for Chronic Myelogenous Leukemia","PEDIATRICS","SCHOOLS OF MEDICINE","$ 277,980","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01CA106912-01","6764939","Krouse, Robert S","HR-QOL in Colorectal Cancer Survivors with Stomas","SURGERY","SCHOOLS OF MEDICINE","$ 413,406","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01CA107510-01","6771438","Martinez, Jesse D","The Role of p53 and 14-3-3 in Genomic Instability","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 277,903","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01CA109385-01","6815972","Barton, Jennifer K","Dual-Modality System for Imaging Colon Cancer in Mice","BIOMEDICAL ENGINEERING","ORGANIZED RESEARCH UNITS","$ 354,622","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01DE016458-01A2","6832666","Lai, Josephine ","RVM CCK and Neuropathic Pain","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 355,727","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01DK063967-01A2","6865165","Henriksen, Erik J","Glycogen Synthase Kinase-3 and Muscle Insulin Resistance","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 278,275","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01DK065003-01A1","6780335","Egleton, Richard Daniel","Diabetes and Stroke: A Role for the Blood CNS Barriers","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 289,505","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01EB002146-01A1","6827438","Kupinski, Matthew A","Optimizing Medical Imaging Systems for Estimation Tasks","NONE","ORGANIZED RESEARCH UNITS","$ 257,444","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01GM066805-01A1","6724059","Horton, Nancy C","Indirect Readout and Specificity in DNA Binding Enzymes","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 236,058","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01GM069462-01A1","6824571","Bosco, Giovanni ","Developmental control of replication by Drosophila RB","ANATOMY/CELL BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 255,850","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01HL074070-01A1","6782365","Klewer, Scott E","Role of Integrins During Heart Valve Development","PEDIATRICS","SCHOOLS OF MEDICINE","$ 329,288","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R01HL076530-01","6767359","Chen, Qin M","Steroid As Cytoprotectants against Oxidative Toxicity","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 376,563","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01HL077493-01","6814123","Camenisch, Todd D","Hyaluronan and erbBs regulate cardiac valve formation","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 375,746","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01MH066902-01A2","6772334","Allen, John J","Trait and State Frontal Brain Asymmetry in Depression","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 325,238","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R01MH071749-01","6816311","Schmader, Toni M","Stereotype Threat as a Stress Induced Cognitive Deficit","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 149,732","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R03CA107840-01","6784380","Myrdal, Paul B","Lipoxygenase-Mediated Pathway of Lung Tumor Progression","OTHER HEALTH PROFESSIONS","SCHOOLS OF PHARMACY","$ 75,333","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R03CA110814-01","6840067","Jacobs, Elizabeth T","Fiber and Colorectal Adenomas: A Pooling Project","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 75,250","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R03DC006825-01","6795683","Velenovsky, David S","Thalamocortical Circuits and Auditory Neocortical Maps","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 75,292","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R03EY015115-01","6703848","Stamer, W Daniel","SELENIUM-INDUCED GLAUCOMA","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 150,792","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R03HD047237-01","6807093","Dvorak, Bohuslav ","Role of IL-18 and TNF-a in Necrotizing Enterocolitis","PEDIATRICS","SCHOOLS OF MEDICINE","$ 75,250","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R13CA110771-01","6837516","Krouse, Robert S","International Conference on Malignant Bowel Obstruction","SURGERY","SCHOOLS OF MEDICINE","$ 20,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R13CA110912-01","6838087","Cress, Anne E","Therapeutic Targeting of Human Prostate Cancer","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 5,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R13EB001703-01","6703532","Kupinski, Matthew A","Workshop on Small-Animal SPECT","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 17,678","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R15NR008003-01A2","6754863","Berg, Judith A","Nursing Interventions for Symptoms of Perimenopause","NONE","SCHOOLS OF NURSING","$ 226,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R15NR008382-01A1","6702426","Crogan, Neva L","Promoting Elder Health with Nutritional Interventions","NONE","SCHOOLS OF NURSING","$ 150,563","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R15NR009031-01","6805400","Crist, Janice D","Mexican American Elders' Use of Home Care Services","NONE","SCHOOLS OF NURSING","$ 225,750","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","1R21AI057957-01","6711997","Vercelli, Donata ","Impact of Genetic Variation on Th Cell Differentiation","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 226,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R21AI058752-01A1","6798857","Lake, Douglas F","Engineered/Proteolytic Antibodies Specific/HIV-1 gp120","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 225,750","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R21AI061020-01","6811345","Giron, Jorge A","Novel Type IV Pili of Enterohemorrhagic E. coli O157:H7","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 283,305","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R21DK067954-01","6807773","Dvorak, Bohuslav ","Development of a Model of Necrotizing Enterocolitis","PEDIATRICS","SCHOOLS OF MEDICINE","$ 150,500","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R21DK068349-01","6814889","Collins, James F","Intestinal Iron Transport in Iron Deficiency/Anemia","PEDIATRICS","SCHOOLS OF MEDICINE","$ 188,125","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R21EY015712-01","6804275","Brilliant, Murray H","The function of proteins associated with albinism","PEDIATRICS","SCHOOLS OF MEDICINE","$ 213,125","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","1R21RR017426-01A2","6811417","Galbraith, David W","Functional Genomics of Nuclei","OTHER BASIC SCIENCES","EARTH SCIENCES/RESOURCES","$ 188,125","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2P01CA027502-23A1","6807741","Alberts, David S","CHEMOPREVENTION OF SKIN CANCER PROGRAM PROJECT","NONE","OVERALL MEDICAL","$ 3,634,795","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2P01CA056666-08A2","6718093","Nagle, Raymond B","Prostate Carcinoma: Invasion and Metastasis Factors","NONE","OVERALL MEDICAL","$ 928,765","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2P20NR007794-04","6793905","Moore, Ida M","Center on Injury Mechanisms and Related Responses Genom*","NONE","SCHOOLS OF NURSING","$ 281,448","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2P41EB002035-06","6807687","Barrett, Harrison H","Center for Gamma-Ray Imaging","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 1,180,266","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
