-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
GALB        49718.000    1995     1     1     0
GALB        52274.750    2001    12    31    18
GALB       475545.708 -4925638.937  4010732.975
49987.25    -0.210626     0.136117     0.937581
49987.50    -0.205395     0.047177     0.213138
49987.75    -0.186802    -0.007822    -0.537121
49988.00    -0.089300     0.114984    -0.167456
49988.25    -0.011277     0.088485    -1.283185
49988.50     0.052369     0.177103    -1.813516
49988.75     0.102811     0.264345    -2.014102
49989.00     0.101208     0.448503    -1.134710
49989.25     0.089320     0.469243    -1.294170
49989.50     0.048423     0.551095    -1.509279
49989.75     0.038450     0.562266    -1.320422
49990.00    -0.003784     0.689362    -0.092301
49990.25    -0.063338     0.651162    -0.384432
49990.50    -0.083758     0.608503    -0.743361
49990.75    -0.140598     0.531787    -0.684368
49991.00    -0.145142     0.561483     0.642434
49991.25    -0.181655     0.410430     0.470311
49991.50    -0.263894     0.357977     0.683094
49991.75    -0.200352     0.145636     0.691590
49992.00    -0.087381     0.115088     1.087079
49992.25    -0.044610     0.007697     0.689189
49992.50     0.000134     0.010800     0.420163
49992.75     0.061295    -0.006344     0.284606
49993.00     0.148090     0.173955     1.268481
49993.25     0.122458     0.222542     1.714773
49993.50     0.117493     0.355100     2.860230
49993.75     0.027641     0.294799     3.456764
49994.00     0.087102     0.361869     4.182141
49994.25     0.189188     0.318994     3.840604
49994.50     0.400220     0.331878     3.543439
49994.75     0.627908     0.385597     2.725743
49995.00     0.883614     0.543837     3.319097
49995.25     1.138168     0.472481     3.880160
49995.50     1.311170     0.481477     5.669516
49995.75     0.996347     0.123667     6.782273
49996.00     0.516976    -0.016265     5.634893
49996.25     0.324582     0.019745     3.878638
49996.50     0.208863     0.146237     3.604454
49996.75     0.136828     0.051328     3.237440
49997.00     0.057500     0.031937     2.864840
49997.25    -0.089127    -0.027227     1.780011
49997.50    -0.168211    -0.066220     1.165429
49997.75    -0.164228    -0.163078    -0.078492
49998.00    -0.096889    -0.069521    -0.578016
49998.25    -0.118609    -0.083834    -1.486639
49998.50    -0.118989    -0.035393    -1.947888
49998.75    -0.067704     0.027395    -2.175983
49999.00    -0.021403     0.202740    -1.224270
49999.25    -0.029261     0.181210    -1.466294
49999.50    -0.089910     0.248564    -1.742809
49999.75    -0.116800     0.208941    -1.792288
50000.00    -0.095025     0.288295    -1.317324
50000.25    -0.142280     0.227384    -1.845477
50000.50    -0.169776     0.205282    -2.308081
50000.75    -0.172826     0.136493    -2.523444
50001.00    -0.125651     0.212806    -2.005783
50001.25    -0.155413     0.123082    -2.693516
50001.50    -0.146610     0.128872    -2.994860
50001.75    -0.178126     0.067434    -3.425611
50002.00    -0.210519     0.166662    -2.503982
50002.25    -0.235833     0.136487    -2.694104
50002.50    -0.194461     0.158725    -2.724394
50002.75    -0.179897     0.171103    -2.556271
50003.00    -0.080242     0.287410    -1.322754
50003.25    -0.055558     0.206335    -1.171509
50003.50    -0.013057     0.171750    -0.802941
50003.75     0.004005     0.083037    -0.373905
50004.00     0.061201     0.066632     0.685520
50004.25    -0.013307    -0.136821     1.315097
50004.50    -0.064536    -0.374870     2.122395
50004.75    -0.143085    -0.535963     2.039046
50005.00    -0.175412    -0.537504     2.277968
50005.25    -0.347699    -0.585483     2.358171
50005.50    -0.420625    -0.651300     2.309678
50005.75    -0.462431    -0.728505     2.061353
50006.00    -0.444043    -0.572179     2.193873
50006.25    -0.527889    -0.537984     1.446892
50006.50    -0.511184    -0.509335     0.253150
50006.75    -0.457623    -0.442875    -1.171991
50007.00    -0.346364    -0.116349    -1.506111
50007.25    -0.299296     0.045056    -2.605913
50007.50    -0.319487     0.203122    -3.137188
50007.75    -0.413418     0.264229    -2.821393
50008.00    -0.453831     0.320605    -1.594048
50008.25    -0.438032     0.162065    -1.511855
50008.50    -0.409892     0.101268    -1.781280
50008.75    -0.206296     0.032536    -2.081727
50009.00     0.054234     0.172005    -1.731594
50009.25     0.211994     0.136028    -2.318936
50009.50     0.296104     0.146622    -2.776083
50009.75     0.357563     0.097851    -2.672618
50010.00     0.373053     0.104614    -1.624541
50010.25     0.249172     0.076190    -0.620491
50010.50     0.150181     0.036049     1.033917
50010.75     0.052972    -0.226901     1.097060
50011.00     0.055326    -0.078005     0.835272
50011.25     0.003586     0.020760     1.384954
50011.50    -0.041042     0.100755     2.104474
50011.75    -0.101084     0.125437     2.115981
50012.00    -0.089869     0.329757     2.355797
50012.25    -0.226396     0.347109     1.725843
50012.50    -0.256690     0.386382     0.638165
50012.75    -0.168994     0.399714    -0.404723
50013.00    -0.042609     0.442306    -0.228306
50013.25    -0.021991     0.350644    -1.067801
50013.50    -0.054248     0.376309    -1.806918
50013.75    -0.120659     0.363097    -1.869602
50014.00    -0.265443     0.402997    -0.498507
50014.25    -0.462837     0.199144    -0.352426
50014.50    -0.594498    -0.067699    -0.315154
50014.75    -0.577938    -0.302189    -1.297657
50015.00    -0.441912    -0.268238    -1.439162
50015.25    -0.434115    -0.234663    -2.154003
50015.50    -0.463847    -0.135653    -2.242341
50015.75    -0.500727    -0.032813    -1.770017
50016.00    -0.542058     0.181980    -0.071539
50016.25    -0.655445     0.313181     0.788708
50016.50    -0.747160     0.519958     2.144604
50016.75    -0.678646     0.674623     3.332269
50017.00    -0.595467     0.863382     4.869105
50017.25    -0.595698     0.959751     6.651966
50017.50    -0.674643     0.907623     8.632846
50017.75    -0.657462     0.542526     8.418840
50018.00    -0.511701     0.314598     8.147994
50018.25    -0.561077     0.005327     7.081610
50018.50    -0.553069    -0.233760     6.344646
50018.75    -0.455880    -0.548605     4.552423
50019.00    -0.337059    -0.493176     2.579187
50019.25    -0.298405    -0.599404     0.595893
50019.50    -0.199845    -0.599711    -1.229294
50019.75    -0.058614    -0.520467    -2.730135
50020.00     0.057247    -0.309573    -2.636058
50020.25     0.106065    -0.297856    -3.650895
50020.50     0.138723    -0.178695    -4.106089
50020.75     0.174461    -0.133270    -4.315444
50021.00     0.281042    -0.002617    -3.717132
50021.25     0.311182     0.026073    -3.310460
50021.50     0.285900     0.112992    -3.406160
50021.75     0.373474     0.142301    -3.342795
50022.00     0.462119     0.316033    -2.825498
50022.25     0.545436     0.333344    -2.845946
50022.50     0.632031     0.452077    -2.894052
50022.75     0.683205     0.514575    -2.288670
50023.00     0.576428     0.599671    -0.670737
50023.25     0.410255     0.319039     0.057977
50023.50     0.332846     0.175793     0.443900
50023.75     0.264486    -0.044424     0.688278
50024.00     0.222176    -0.301924     0.804529
50024.25     0.056640    -0.577873    -0.152863
50024.50    -0.069808    -0.648151    -0.804475
50024.75    -0.111293    -0.787153    -1.843563
50025.00    -0.146889    -0.685341    -1.907394
50025.25    -0.312439    -0.694820    -2.950247
50025.50    -0.496310    -0.624238    -3.611807
50025.75    -0.508058    -0.620544    -4.643875
50026.00    -0.531634    -0.364085    -4.577318
50026.25    -0.599894    -0.186557    -4.611830
50026.50    -0.597386    -0.064660    -4.279949
50026.75    -0.528164    -0.026716    -4.076585
50027.00    -0.443662     0.151503    -2.730838
50027.25    -0.407754     0.179667    -2.063616
50027.50    -0.430352     0.322149    -1.436777
50027.75    -0.400174     0.367052    -0.290697
50028.00    -0.325296     0.423791     1.772937
50028.25    -0.264756     0.214140     3.689351
50028.50    -0.185214    -0.166697     4.836101
50028.75    -0.091855    -0.645484     3.814614
50029.00    -0.092165    -0.806937     2.378111
50029.25    -0.205189    -0.974675     0.499619
50029.50    -0.331591    -0.956292    -0.943769
50029.75    -0.387470    -0.865048    -2.071338
50030.00    -0.438018    -0.497507    -2.113903
50030.25    -0.516488    -0.188162    -2.442989
50030.50    -0.562310     0.208582    -2.206339
50030.75    -0.593886     0.594149    -1.600359
50031.00    -0.620498     0.956155     0.212663
50031.25    -0.693345     0.954605     0.880314
50031.50    -0.774573     0.922076     0.886403
50031.75    -0.643517     0.732018     0.755369
50032.00    -0.444527     0.690282     1.756038
50032.25    -0.462402     0.460815     2.685383
50032.50    -0.478951    -0.009617     5.545644
50032.75    -0.651989    -0.843517     3.780508
50033.00    -0.628453    -0.862835     1.203012
50033.25    -0.696058    -0.694523    -0.355141
50033.50    -0.599198    -0.410182    -1.378146
50033.75    -0.424549    -0.176617    -1.502089
50034.00    -0.196996     0.058980    -0.577356
50034.25    -0.065423     0.044023    -0.531201
50034.50     0.017392     0.078218    -0.517127
50034.75     0.218281    -0.147518    -0.805044
50035.00     0.391978    -0.165275    -0.940632
50035.25     0.431805    -0.311507    -1.268439
50035.50     0.487423    -0.332561    -1.195751
50035.75     0.574430    -0.414716    -1.292258
50036.00     0.640752    -0.405428    -0.889888
50036.25     0.501183    -0.611155    -0.208181
50036.50     0.247318    -0.659539    -0.192369
50036.75    -0.034617    -0.684221    -0.710598
50037.00    -0.158950    -0.462839    -1.078591
50037.25    -0.284247    -0.361645    -1.691094
50037.50    -0.284723    -0.235497    -1.938345
50037.75    -0.206736    -0.264339    -2.749018
50038.00    -0.048868    -0.159704    -3.147802
50038.25    -0.059272    -0.141718    -3.657854
50038.50    -0.050130     0.010657    -4.164379
50038.75    -0.071107     0.079185    -3.924725
50039.00    -0.065835     0.135540    -2.923853
50039.25    -0.205292     0.062055    -2.355262
50039.50    -0.260311     0.039301    -1.882384
50039.75    -0.201163    -0.034749    -2.110856
50040.00    -0.064586     0.012541    -2.439612
50040.25    -0.007513    -0.026704    -3.111376
50040.50     0.053569     0.039896    -3.553624
50040.75     0.132593     0.032638    -3.582466
50041.00     0.168023     0.114577    -2.540866
50041.25     0.083004    -0.042409    -2.025208
50041.50    -0.027356    -0.192996    -1.325432
50041.75    -0.091138    -0.494879    -1.063579
50042.00    -0.164296    -0.540378    -0.323809
50042.25    -0.288465    -0.722887     0.396753
50042.50    -0.368383    -0.796879     1.104596
50042.75    -0.271581    -0.827257     0.735766
50043.00    -0.195526    -0.626935     0.421204
50043.25    -0.269039    -0.559330    -0.073288
50043.50    -0.262820    -0.371709    -0.735399
50043.75    -0.246376    -0.225657    -0.918160
50044.00    -0.203576    -0.073834     0.462546
50044.25    -0.239988    -0.257208     0.611953
50044.50    -0.075342    -0.447336     0.408944
50044.75     0.124105    -0.672069    -1.325149
50045.00     0.221916    -0.652816    -2.903058
50045.25     0.188740    -0.569280    -4.128870
50045.50     0.166001    -0.414322    -4.883141
50045.75     0.088431    -0.300726    -5.789096
50046.00    -0.050864    -0.040573    -5.217706
50046.25    -0.204506    -0.008167    -4.538023
50046.50    -0.350983     0.049146    -3.517163
50046.75    -0.319752    -0.043943    -2.911649
50047.00    -0.270452     0.069300    -2.140298
50047.25    -0.300251     0.153798    -1.509485
50047.50    -0.376376     0.369283     0.246129
50047.75    -0.302657     0.344982     1.695461
50048.00    -0.114837     0.451789     3.069487
50048.25    -0.029456     0.447543     3.967719
50048.50    -0.105579     0.440410     5.328104
50048.75    -0.153718     0.199671     5.887612
50049.00    -0.295816    -0.110337     5.691669
50049.25    -0.371485    -0.565728     3.255957
50049.50    -0.289512    -0.486539     0.381691
50049.75    -0.142272    -0.361140    -1.540138
50050.00    -0.013155    -0.147896    -1.621353
50050.25    -0.037721    -0.131484    -1.748472
50050.50    -0.044491    -0.112115    -1.843742
50050.75    -0.135220    -0.132614    -2.176485
50051.00    -0.305317     0.061705    -1.508700
50051.25    -0.564118     0.156854    -1.076743
50051.50    -0.786599     0.390859    -0.157042
50051.75    -1.006689     0.510165     0.984426
50052.00    -1.155927     0.571664     3.360154
50052.25    -1.265917     0.264153     4.620533
50052.50    -1.267460     0.014148     4.999236
50052.75    -1.006881    -0.300388     4.235612
50053.00    -0.687349    -0.205853     3.055527
50053.25    -0.541743    -0.077333     1.424731
50053.50    -0.466061     0.172241     0.548120
50053.75    -0.408274     0.382742     0.291357
50054.00    -0.406467     0.512859     1.577939
50054.25    -0.496282     0.318364     2.091561
50054.50    -0.540820     0.136078     2.408653
50054.75    -0.430934    -0.223095     1.625550
50055.00    -0.344492    -0.302007     0.770562
50055.25    -0.421976    -0.320515    -0.122290
50055.50    -0.404156    -0.123317    -0.420851
50055.75    -0.302210     0.078709    -0.815286
50056.00    -0.161734     0.427213     0.064966
50056.25    -0.047179     0.509116     0.594850
50056.50    -0.104046     0.463033     1.432800
50056.75    -0.236986     0.065321     1.489764
50057.00    -0.176754    -0.250877     0.330337
50057.25    -0.140824    -0.385688    -1.606081
50057.50    -0.087906    -0.371542    -2.028339
50057.75     0.035613    -0.395761    -2.346627
50058.00     0.212699    -0.406361    -1.753016
50058.25     0.225937    -0.553571    -1.812997
50058.50     0.187052    -0.581121    -1.892019
50058.75     0.215629    -0.626662    -3.011160
50059.00     0.341112    -0.407707    -3.161083
50059.25     0.419834    -0.235421    -3.591736
50059.50     0.575355    -0.098056    -3.683908
50059.75     0.649563    -0.001324    -3.186938
50060.00     0.586312    -0.053022    -1.712342
50060.25     0.340247    -0.407210    -1.090718
50060.50     0.190412    -0.806484    -2.025566
50060.75     0.059736    -1.029490    -3.489676
50061.00    -0.003692    -1.002500    -4.102661
50061.25    -0.179842    -1.037814    -4.714962
50061.50    -0.368830    -1.048498    -4.775744
50061.75    -0.480774    -1.166921    -5.256651
50062.00    -0.510984    -1.030281    -4.457487
50062.25    -0.505018    -0.958753    -4.169504
50062.50    -0.419686    -0.781125    -4.205149
50062.75    -0.289981    -0.665989    -4.588738
50063.00    -0.055210    -0.450647    -3.992429
50063.25    -0.033126    -0.351286    -3.980447
50063.50     0.063967    -0.172046    -4.191716
50063.75     0.129728    -0.077104    -4.723226
50064.00     0.189456     0.193499    -4.597788
50064.25     0.201930     0.334781    -4.857573
50064.50     0.214277     0.579094    -4.268709
50064.75     0.189833     0.761144    -3.437783
50065.00     0.128513     0.917214    -1.599852
50065.25    -0.128034     0.808744    -0.461210
50065.50    -0.281477     0.574754     0.458471
50065.75    -0.145599     0.117748    -0.529418
50066.00     0.101561     0.024218    -1.594067
50066.25     0.258883    -0.096358    -2.710628
50066.50     0.396802    -0.067296    -3.226139
50066.75     0.555858    -0.156668    -3.822617
50067.00     0.699324    -0.113562    -3.002682
50067.25     0.707846    -0.269844    -2.956111
50067.50     0.707892    -0.245117    -3.454642
50067.75     0.771733    -0.235869    -4.470432
50068.00     0.916106    -0.051027    -4.656520
50068.25     1.015048    -0.016963    -5.322060
50068.50     1.111566     0.088499    -5.684208
50068.75     1.137613     0.083458    -5.653758
50069.00     1.169451     0.209735    -4.821477
50069.25     1.118930     0.193836    -3.838529
50069.50     1.086092     0.241259    -2.418285
50069.75     1.087512     0.144573    -1.727099
50070.00     1.172736     0.164038    -0.613446
50070.25     1.235240     0.101620     1.103743
50070.50     1.263040     0.020104     3.411981
50070.75     1.183156    -0.391102     3.923588
50071.00     0.978927    -0.640672     2.800103
50071.25     0.650054    -0.757305     1.375157
50071.50     0.374101    -0.666882     0.030203
50071.75     0.173011    -0.612969    -0.800592
50072.00     0.105833    -0.463811    -0.379877
50072.25     0.014349    -0.528951    -0.105995
50072.50     0.052471    -0.530719     0.129751
50072.75     0.143876    -0.630013    -0.465306
50073.00     0.205632    -0.575767    -0.956955
50073.25     0.191775    -0.655295    -1.301942
50073.50     0.130966    -0.604732    -1.480659
50073.75     0.096945    -0.650705    -2.446259
50074.00     0.083788    -0.546575    -2.452858
50074.25    -0.054965    -0.562393    -2.563420
50074.50    -0.113982    -0.481707    -2.338774
50074.75    -0.172525    -0.585135    -2.604657
50075.00    -0.178296    -0.525363    -2.213315
50075.25    -0.299058    -0.592942    -2.303187
50075.50    -0.337650    -0.546356    -2.128559
50075.75    -0.349037    -0.571242    -2.329159
50076.00    -0.295977    -0.447072    -1.874723
50076.25    -0.337438    -0.479022    -1.567876
50076.50    -0.310266    -0.555253    -0.843322
50076.75    -0.292478    -0.744774    -0.817302
50077.00    -0.256876    -0.727215    -1.197054
50077.25    -0.300560    -0.688478    -1.352739
50077.50    -0.289568    -0.543542    -0.888232
50077.75    -0.178118    -0.502620    -0.807405
50078.00     0.047300    -0.470041    -0.027254
50078.25     0.130566    -0.676700    -0.286720
50078.50     0.190214    -0.720890    -1.042101
50078.75     0.205402    -0.861432    -3.244915
50079.00     0.185431    -0.709853    -3.982854
50079.25     0.068864    -0.695218    -4.526724
50079.50     0.023982    -0.614411    -4.919555
50079.75    -0.064724    -0.626063    -5.837963
50080.00    -0.123032    -0.463881    -6.001227
50080.25    -0.212309    -0.427353    -6.406093
50080.50    -0.286267    -0.247668    -6.369109
50080.75    -0.285861    -0.195376    -6.585081
50081.00    -0.313213     0.025207    -5.513405
50081.25    -0.364319     0.074723    -4.791871
50081.50    -0.373965     0.161143    -4.026210
50081.75    -0.326467     0.182021    -3.484206
50082.00    -0.233940     0.286269    -2.260138
50082.25    -0.200620     0.309925    -0.850248
50082.50    -0.069640     0.369050     0.839112
50082.75     0.175857     0.319972     1.708738
50083.00     0.480673     0.308901     2.501155
50083.25     0.618101     0.077438     2.122358
50083.50     0.738343     0.073968     2.142906
50083.75     0.811957    -0.035659     1.844961
50084.00     0.890393    -0.022881     2.272589
50084.25     0.916902    -0.105075     2.539872
50084.50     0.888435    -0.114401     3.563074
50084.75     0.817681    -0.188269     4.016120
50085.00     0.697023    -0.191275     5.685104
50085.25     0.305275    -0.443967     6.060665
50085.50     0.054655    -0.489863     5.249159
50085.75     0.041819    -0.362742     3.458922
50086.00     0.109077    -0.197711     2.728969
50086.25     0.111482    -0.102730     1.511421
50086.50     0.126476    -0.027021     0.423849
50086.75     0.215606    -0.104012    -1.058220
50087.00     0.370911    -0.195084    -1.879489
50087.25     0.309410    -0.389993    -3.162251
50087.50     0.361301    -0.457818    -4.305487
50087.75     0.408689    -0.501311    -5.773934
50088.00     0.499949    -0.384716    -5.981413
50088.25     0.491089    -0.390400    -6.184682
50088.50     0.543268    -0.356643    -6.084128
50088.75     0.586074    -0.380317    -5.574299
50089.00     0.592023    -0.372697    -4.044342
50089.25     0.480267    -0.484316    -2.544933
50089.50     0.422235    -0.670208    -1.617394
50089.75     0.183023    -0.928908    -1.194156
50090.00    -0.077514    -0.927413    -0.683176
50090.25    -0.437145    -0.958820     0.027641
50090.50    -0.759601    -0.841630    -0.409577
50090.75    -0.996683    -0.665181    -0.740469
50091.00    -1.132803    -0.300385     0.464486
50091.25    -1.153948    -0.268372     1.532350
50091.50    -1.103811    -0.272831     2.718801
50091.75    -0.941076    -0.512406     3.261431
50092.00    -0.711842    -0.638590     2.409642
50092.25    -0.682938    -0.674399     0.873625
50092.50    -0.592980    -0.507198    -0.201154
50092.75    -0.478616    -0.342102    -1.835425
50093.00    -0.414439    -0.081860    -1.858976
50093.25    -0.457650     0.073282    -1.337156
50093.50    -0.420181     0.317546    -0.168655
50093.75    -0.347837     0.286583     1.318919
50094.00    -0.234842     0.207541     2.785031
50094.25    -0.283939    -0.087400     3.612348
50094.50    -0.342000    -0.323355     3.571780
50094.75    -0.505106    -0.518557     2.564137
50095.00    -0.644816    -0.416306     2.450537
50095.25    -0.783117    -0.389955     2.786152
50095.50    -0.741976    -0.308133     3.339389
50095.75    -0.696087    -0.320113     3.082266
50096.00    -0.633175    -0.080938     3.161547
50096.25    -0.717352    -0.015570     3.192229
50096.50    -0.745635    -0.008600     3.659731
50096.75    -0.652294    -0.313267     2.914099
50097.00    -0.288600    -0.401822     1.674649
50097.25    -0.154655    -0.516047    -0.683003
50097.50    -0.012364    -0.424667    -2.662751
50097.75    -0.028474    -0.307350    -4.737784
50098.00    -0.057096     0.110854    -4.543310
50098.25    -0.288113     0.394895    -3.053352
50098.50    -0.461652     0.637308    -1.445642
50098.75    -0.650955     0.740283    -0.475522
50099.00    -0.761036     0.847199     1.369783
50099.25    -0.802504     0.693246     1.878088
50099.50    -0.662013     0.786648     1.969582
50099.75    -0.371175     0.876128     1.313138
50100.00    -0.070806     1.080730     1.839094
50100.25    -0.007167     1.015490     1.982627
50100.50    -0.003901     0.961184     2.821285
50100.75    -0.128659     0.775238     4.898022
50101.00    -0.283015     0.434479     6.839638
50101.25    -0.625457    -0.335311     6.596802
50101.50    -0.809821    -0.613943     5.013287
50101.75    -0.867712    -0.710861     1.715819
50102.00    -0.687572    -0.362254    -0.606561
50102.25    -0.571468    -0.149093    -2.098034
50102.50    -0.404191     0.061137    -3.530588
50102.75    -0.261927     0.155181    -4.149431
50103.00    -0.240911     0.318231    -3.367075
50103.25    -0.331946     0.256490    -3.284786
50103.50    -0.434481     0.296799    -3.943057
50103.75    -0.512406     0.223345    -4.692923
50104.00    -0.474592     0.372226    -4.627620
50104.25    -0.528664     0.372835    -4.175740
50104.50    -0.561388     0.411449    -3.663497
50104.75    -0.590875     0.324393    -2.770285
50105.00    -0.450335     0.306798    -1.359474
50105.25    -0.385057     0.249456    -0.605696
50105.50    -0.318498     0.387837     0.644758
50105.75    -0.273073     0.415955     1.382125
50106.00    -0.246016     0.496740     3.870139
50106.25    -0.353914     0.154422     6.163117
50106.50    -0.470197    -0.350345     6.513701
50106.75    -0.678563    -0.792117     3.529671
50107.00    -0.554064    -0.597485     0.629345
50107.25    -0.465475    -0.410089    -1.735349
50107.50    -0.352187    -0.061640    -3.109153
50107.75    -0.273101     0.284497    -3.217634
50108.00    -0.100450     0.553537    -2.059603
50108.25    -0.042688     0.504852    -2.126529
50108.50     0.037055     0.638565    -2.080247
50108.75     0.167893     0.725183    -1.396318
50109.00     0.097410     0.777135     1.004968
50109.25    -0.188031     0.158760     2.523737
50109.50    -0.589648    -0.437756     1.435490
50109.75    -0.854209    -0.804705    -1.125997
50110.00    -0.765890    -0.746769    -3.096195
50110.25    -0.676311    -0.505039    -4.740079
50110.50    -0.466235    -0.174714    -5.462399
50110.75    -0.325455     0.148161    -5.480413
50111.00    -0.129892     0.537574    -3.509719
50111.25    -0.156745     0.517428    -1.918714
50111.50    -0.391878     0.462211    -0.711817
50111.75    -0.428629    -0.020261    -0.955913
50112.00    -0.126122    -0.190934    -1.642015
50112.25    -0.000544    -0.288886    -2.180149
50112.50     0.208879    -0.317960    -1.945667
50112.75     0.387561    -0.453851    -1.910189
50113.00     0.467814    -0.436599    -1.322957
50113.25     0.401335    -0.574219    -0.828649
50113.50     0.320077    -0.591572    -1.451134
50113.75     0.162012    -0.433585    -1.773683
50114.00     0.188666    -0.162180    -1.592990
50114.25     0.137670    -0.123955    -1.587836
50114.50     0.179896    -0.064568    -2.029094
50114.75     0.183582    -0.177797    -2.460686
50115.00     0.206132    -0.185795    -2.638115
50115.25     0.227718    -0.463902    -3.862101
50115.50     0.363899    -0.536069    -4.501217
50115.75     0.392568    -0.626004    -4.969019
50116.00     0.491065    -0.591146    -4.379964
50116.25     0.306211    -0.788012    -4.961613
50116.50     0.253757    -0.785955    -6.047398
50116.75     0.067716    -0.861025    -6.604532
50117.00     0.013968    -0.719006    -6.805895
50117.25    -0.190730    -0.846977    -7.535245
50117.50    -0.326868    -0.759185    -8.548806
50117.75    -0.506708    -0.745200    -9.517313
50118.00    -0.595658    -0.475463    -9.266106
50118.25    -0.760744    -0.309640    -9.177936
50118.50    -0.868163    -0.130609    -7.992919
50118.75    -0.927216    -0.231696    -7.169417
50119.00    -0.789650    -0.107937    -6.808992
50119.25    -0.821312    -0.081077    -7.226689
50119.50    -0.886271     0.182527    -7.340763
50119.75    -0.980729     0.356479    -7.114943
50120.00    -1.077553     0.657198    -4.970865
50120.25    -1.253627     0.688398    -3.402772
50120.50    -1.425634     0.770100    -1.386458
50120.75    -1.458447     0.636178    -0.172900
50121.00    -1.336499     0.636219     1.074188
50121.25    -1.333788     0.445873     1.760124
50121.50    -1.321522     0.450848     3.302340
50121.75    -1.294650     0.103721     4.000527
50122.00    -1.032590    -0.064604     4.155915
50122.25    -0.944420    -0.229558     3.078049
50122.50    -0.864400    -0.189651     2.145520
50122.75    -0.803591    -0.142707     1.258908
50123.00    -0.714749     0.079873     1.449525
50123.25    -0.742376     0.083172     1.971420
50123.50    -0.790049     0.101194     2.989686
50123.75    -0.740384    -0.162899     3.745398
50124.00    -0.568321    -0.484025     4.502666
50124.25    -0.574376    -0.938561     3.461858
50124.50    -0.497327    -1.184563     3.353521
50124.75    -0.283909    -1.357669     1.790176
50125.00    -0.164682    -1.337608     0.767497
50125.25    -0.194404    -1.385356    -0.782126
50125.50    -0.172279    -1.290602    -1.034529
50125.75    -0.297966    -1.278560    -2.281701
50126.00    -0.382643    -0.997787    -2.049617
50126.25    -0.642876    -0.875773    -1.991659
50126.50    -0.747468    -0.492870    -1.358093
50126.75    -0.905666    -0.201951     1.352640
50127.00    -0.822620     0.041092     4.944731
50127.25    -0.782736    -0.264704     7.199008
50127.50    -0.493342    -0.273973     7.069001
50127.75    -0.211384    -0.318796     6.586541
50128.00     0.106977    -0.219274     6.186173
50128.25     0.137575    -0.468457     5.101993
50128.50     0.189562    -0.497512     3.978802
50128.75     0.241123    -0.481790     2.727499
50129.00     0.337036    -0.332859     2.426000
50129.25     0.331760    -0.488736     1.518378
50129.50     0.286742    -0.600282     1.111267
50129.75     0.065894    -0.649461    -0.311427
50130.00    -0.107972    -0.308590     0.619501
50130.25    -0.301901    -0.231871     1.182748
50130.50    -0.454087     0.028486     2.784892
50130.75    -0.359495    -0.140918     3.883695
50131.00    -0.262793    -0.254916     4.475072
50131.25    -0.411357    -0.323382     3.369365
50131.50    -0.587509    -0.008473     2.849650
50131.75    -0.655875     0.335144     2.530660
50132.00    -0.671908     0.839151     3.684191
50132.25    -0.783885     0.979545     3.613479
50132.50    -0.910429     1.269221     4.151435
50132.75    -0.992133     1.276587     3.889184
50133.00    -0.857982     1.367783     4.681053
50133.25    -0.803725     1.164723     3.834435
50133.50    -0.721401     1.020806     3.680010
50133.75    -0.602440     0.724757     2.100195
50134.00    -0.372073     0.664128     1.714984
50134.25    -0.277093     0.470318     0.696610
50134.50    -0.158773     0.361687    -0.275465
50134.75    -0.008690     0.351749    -0.827545
50135.00     0.093032     0.497912    -0.490730
50135.25     0.023015     0.456945    -0.238145
50135.50    -0.020975     0.610283     0.429252
50135.75    -0.114077     0.629330     1.065549
50136.00    -0.142048     0.839037     2.189471
50136.25    -0.227323     0.820928     3.084706
50136.50    -0.285948     0.992750     4.590208
50136.75    -0.423015     0.759606     5.959663
50137.00    -0.529963     0.376170     6.903246
50137.25    -0.656493    -0.242092     4.383944
50137.50    -0.718143    -0.307044     1.651364
50137.75    -0.640450    -0.331949     0.416643
50138.00    -0.498006    -0.180161     0.660590
50138.25    -0.396789    -0.228327    -0.067983
50138.50    -0.250561    -0.094557    -0.368025
50138.75    -0.165765    -0.085962    -0.483871
50139.00    -0.029995     0.091152     0.744192
50139.25     0.026377     0.051834     1.031936
50139.50     0.087279     0.172606     1.576336
50139.75     0.157176     0.141092     1.556820
50140.00     0.273475     0.302207     1.957908
50140.25     0.244851     0.287571     2.190203
50140.50     0.192518     0.191569     2.733901
50140.75     0.158610    -0.069501     2.702563
50141.00     0.180216    -0.255534     3.877836
50141.25     0.060275    -0.778912     3.433900
50141.50    -0.029680    -1.004888     1.803458
50141.75    -0.096478    -1.220236    -0.010199
50142.00    -0.109845    -1.057992    -0.848133
50142.25    -0.292733    -1.021526    -2.045499
50142.50    -0.365493    -0.878925    -2.637135
50142.75    -0.445384    -0.646658    -2.598517
50143.00    -0.478679    -0.342621    -0.708248
50143.25    -0.558043    -0.270776     0.061643
50143.50    -0.582445    -0.009454     1.073615
50143.75    -0.515324     0.125432     2.406109
