-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CIC1        49718.000    1995     1     1     0
CIC1        52274.750    2001    12    31    18
CIC1     -2433176.853 -4845045.125  3348295.738
50336.75     1.600301    -0.848182     0.239053
50337.00     1.285343    -0.914870     1.263656
50337.25     0.864246    -0.761162     0.659815
50337.50     1.110670    -1.026382     0.967664
50337.75     0.995135    -0.576711    -0.087233
50338.00     0.908989    -0.620851     1.347700
50338.25     0.656242    -0.466680     1.085336
50338.50     1.025167    -0.786965     1.592023
50338.75     1.003528    -0.316300     0.605354
50339.00     1.088002    -0.508537     2.222699
50339.25     0.683782    -0.360821     2.051286
50339.50     1.097828    -0.751896     2.743470
50339.75     1.087917    -0.430252     2.027381
50340.00     1.096169    -0.594499     3.404237
50340.25     0.742145    -0.596249     3.333090
50340.50     1.009458    -1.047301     4.101655
50340.75     0.881247    -0.600397     2.805050
50341.00     0.777369    -0.687224     3.700075
50341.25     0.336289    -0.562077     3.101448
50341.50     0.653601    -0.897450     3.158469
50341.75     0.423747    -0.532375     2.076712
50342.00     0.147806    -0.630142     3.140715
50342.25    -0.257795    -0.513559     2.447630
50342.50    -0.006571    -0.877201     2.630592
50342.75    -0.106733    -0.499447     1.351440
50343.00    -0.188730    -0.626279     2.130371
50343.25    -0.477855    -0.495210     1.132036
50343.50    -0.088881    -0.855547     1.142282
50343.75    -0.079636    -0.445793    -0.071354
50344.00     0.110663    -0.586158     0.794852
50344.25     0.052271    -0.497480     0.285463
50344.50     0.649287    -0.845624     0.533391
50344.75     0.902446    -0.464412    -0.526442
50345.00     0.817585    -0.537448     0.324711
50345.25     0.724152    -0.404355    -0.115444
50345.50     1.021447    -0.703504     0.307622
50345.75     0.860383    -0.305525    -0.473602
50346.00     0.744209    -0.372380     0.765708
50346.25     0.550452    -0.229182     0.482152
50346.50     0.890830    -0.596935     0.784236
50346.75     0.797672    -0.150041    -0.194438
50347.00     0.831599    -0.228709     0.938964
50347.25     0.668924    -0.186904     0.842841
50347.50     0.851420    -0.493896     1.090589
50347.75     0.678329    -0.153657     0.263793
50348.00     0.480046    -0.333100     1.574397
50348.25    -0.177256    -0.212842     1.024123
50348.50     0.090005    -0.645811     1.260084
50348.75    -0.096991    -0.297769     0.145756
50349.00    -0.416642    -0.363913     0.873407
50349.25    -0.764367    -0.231941     0.039339
50349.50    -0.397666    -0.635837     0.207546
50349.75    -0.613439    -0.165037    -1.280378
50350.00    -0.889929    -0.198282    -0.488377
50350.25    -1.254541    -0.125606    -0.936831
50350.50    -1.098175    -0.342141    -1.026394
50350.75    -1.338121     0.064244    -1.942811
50351.00    -1.350002    -0.060131    -0.631985
50351.25    -1.651544    -0.022401    -0.765767
50351.50    -1.368872    -0.454569    -0.246017
50351.75    -1.445511    -0.135723    -0.797348
50352.00    -1.358225    -0.384456     0.827047
50352.25    -1.831759    -0.279028     0.587733
50352.50    -1.345268    -0.598584     0.942159
50352.75    -1.174899    -0.289028     0.170295
50353.00    -1.385100    -0.292248     0.750402
50353.25    -1.696554    -0.220608     0.303105
50353.50    -1.119187    -0.545548     0.334781
50353.75    -1.274487     0.000089    -1.276011
50354.00    -1.473751    -0.071629    -0.357506
50354.25    -1.841124     0.089943    -1.063803
50354.50    -1.480030    -0.210810    -1.172787
50354.75    -1.639753     0.155926    -2.118864
50355.00    -1.778302    -0.043899    -0.721838
50355.25    -2.171228     0.008494    -0.836270
50355.50    -1.593179    -0.398445    -0.185049
50355.75    -1.511123    -0.037025    -0.834507
50356.00    -1.381158    -0.145340     0.490225
50356.25    -1.256643    -0.083715     0.375119
50356.50    -0.395577    -0.421938     0.898208
50356.75    -0.252130     0.049428    -0.162580
50357.00    -0.222856    -0.006314     0.963832
50357.25    -0.476064     0.128318     0.432415
50357.50     0.080956    -0.195878     0.833921
50357.75    -0.143708     0.269810    -0.649001
50358.00    -0.281212     0.294435     0.010577
50358.25    -0.551146     0.319958    -0.699138
50358.50    -0.403012     0.102811    -0.725852
50358.75    -0.638670     0.561809    -1.964264
50359.00    -0.813054     0.533896    -0.991503
50359.25    -1.217777     0.575516    -1.334828
50359.50    -0.946795     0.247706    -1.159889
50359.75    -1.193067     0.509941    -1.773374
50360.00    -1.180716     0.322284    -0.400270
50360.25    -1.396301     0.318791    -0.522310
50360.50    -0.536379    -0.127346     0.136068
50360.75    -0.459733     0.219741    -0.673188
50361.00    -0.217655    -0.017742     0.498313
50361.25    -0.296407    -0.021871     0.261909
50361.50     0.035486    -0.394688     0.348346
50361.75    -0.061869     0.023231    -0.896350
50362.00     0.121443    -0.026636    -0.127312
50362.25    -0.036057     0.153866    -0.925525
50362.50     0.495773    -0.085302    -0.753658
50362.75     0.625320     0.379221    -1.731955
50363.00     0.720423     0.237217    -0.538241
50363.25     0.422669     0.379100    -0.809264
50363.50     0.786567    -0.008499    -0.397514
50363.75     0.523607     0.482915    -1.328253
50364.00     0.391857     0.249222     0.053950
50364.25    -0.072493     0.354992    -0.344981
50364.50     0.086877    -0.097045    -0.042259
50364.75    -0.342865     0.303757    -1.286917
50365.00    -0.678298     0.154485    -0.242626
50365.25    -1.170198     0.275168    -0.935994
50365.50    -0.820215    -0.084072    -0.981779
50365.75    -0.994331     0.365902    -2.448490
50366.00    -1.171635     0.280289    -1.538427
50366.25    -1.618684     0.471208    -2.075096
50366.50    -1.278807     0.159815    -1.937251
50366.75    -1.505831     0.647527    -2.900600
50367.00    -1.467936     0.470968    -1.528267
50367.25    -1.900395     0.594683    -1.631477
50367.50    -1.579542     0.356483    -1.368841
50367.75    -1.679396     0.791683    -2.252067
50368.00    -1.350275     0.683803    -1.126175
50368.25    -1.600115     0.817229    -1.386949
50368.50    -1.279638     0.599112    -1.378726
50368.75    -1.377255     1.011931    -2.186099
50369.00    -1.325215     0.909808    -1.175405
50369.25    -1.658618     0.984902    -1.393471
50369.50    -1.157772     0.607266    -1.067175
50369.75    -1.129096     0.927136    -1.900163
50370.00    -0.911114     0.691994    -0.556700
50370.25    -1.094062     0.617441    -0.784269
50370.50    -0.668937     0.081240    -0.154533
50370.75    -0.671258     0.435170    -1.058086
50371.00    -0.547793     0.232744     0.199418
50371.25    -0.863015     0.272975    -0.172592
50371.50    -0.504280    -0.223572     0.521372
50371.75    -0.669141     0.136076    -0.494360
50372.00    -0.690980    -0.018422     0.717853
50372.25    -1.103438     0.094513     0.202090
50372.50    -0.895253    -0.264683     0.414730
50372.75    -1.191594     0.140157    -0.795998
50373.00    -1.513040     0.084770    -0.093310
50373.25    -2.061327     0.250853    -0.839983
50373.50    -1.847039    -0.024936    -0.791035
50373.75    -2.163458     0.502694    -2.121563
50374.00    -2.390514     0.516085    -1.286467
50374.25    -2.733727     0.685822    -1.517517
50374.50    -2.580678     0.398361    -0.848753
50374.75    -2.834799     0.760693    -1.298942
50375.00    -2.836431     0.576194     0.102019
50375.25    -3.186778     0.423511     0.681237
50375.50    -2.755269     0.026941     1.036365
50375.75    -2.846152     0.291637     0.422080
50376.00    -2.746962     0.117122     1.373209
50376.25    -2.959658     0.043519     1.013674
50376.50    -2.529774    -0.308731     0.779127
50376.75    -2.576451     0.033681    -0.347920
50377.00    -2.609563     0.024518     0.127523
50377.25    -2.841099     0.211404    -0.812075
50377.50    -2.375198     0.003512    -1.363730
50377.75    -2.545984     0.522668    -2.917858
50378.00    -2.486437     0.412156    -2.228022
50378.25    -2.963560     0.651139    -2.815970
50378.50    -2.635148     0.298603    -2.478400
50378.75    -2.900757     0.729906    -3.011620
50379.00    -2.764163     0.434307    -1.172501
50379.25    -3.226875     0.437537    -0.759263
50379.50    -3.015691     0.062458    -0.147035
50379.75    -3.258389     0.645596    -0.701780
50380.00    -3.091916     0.639206     0.409530
50380.25    -3.330407     0.872636     0.102365
50380.50    -2.838315     0.508738     0.570167
50380.75    -2.882674     0.997397    -0.470079
50381.00    -2.843582     0.786308     0.824554
50381.25    -3.156406     0.739681     0.902436
50381.50    -2.627783     0.086608     1.666786
50381.75    -2.562274     0.225936     0.745536
50382.00    -2.326049    -0.130216     1.834984
50382.25    -2.533739    -0.292262     1.601215
50382.50    -1.779701    -0.922895     1.840920
50382.75    -1.568023    -0.539146     0.124916
50383.00    -1.207250    -0.562435     0.147862
50383.25    -1.069224    -0.442777    -0.858987
50383.50    -0.385966    -0.665133    -1.108826
50383.75    -0.284092    -0.125442    -2.334095
50384.00    -0.025830     0.036827    -1.870623
50384.25     0.109202     0.194569    -1.996779
50384.50     0.419123    -0.147668    -1.175830
50384.75     0.031663     0.332068    -1.649107
50385.00    -0.179910     0.280800    -0.336471
50385.25    -0.583623     0.403990    -0.330106
50385.50    -0.254184    -0.007053     0.436564
50385.75    -0.427807     0.475994    -0.655763
50386.00    -0.446958     0.264580     0.777032
50386.25    -0.857200     0.385199     0.444409
50386.50    -0.700465     0.019291     0.944457
50386.75    -0.908422     0.431082     0.160148
50387.00    -0.786515     0.214082     1.317269
50387.25    -1.093220     0.381882     0.464480
50387.50    -0.647718     0.053292     0.297379
50387.75    -0.666428     0.478044    -0.954272
50388.00    -0.551453     0.334934    -0.290537
50388.25    -0.850481     0.464904    -0.982881
50388.50    -0.637010     0.158119    -1.078760
50388.75    -0.804272     0.597742    -2.190746
50389.00    -0.816492     0.519976    -1.249992
50389.25    -0.947368     0.683292    -1.596023
50389.50    -0.628284     0.264938    -1.073060
50389.75    -0.819511     0.672266    -1.620424
50390.00    -0.946462     0.594389    -0.368114
50390.25    -1.321151     0.708036    -0.469512
50390.50    -1.024160     0.470574    -0.256362
50390.75    -1.116588     0.938328    -1.279264
50391.00    -1.029084     0.807374    -0.332968
50391.25    -1.396957     0.899734    -0.874750
50391.50    -1.213936     0.499306    -0.500770
50391.75    -1.468656     0.940767    -1.474817
50392.00    -1.466770     0.798314    -0.430579
50392.25    -1.939888     0.857085    -0.550963
50392.50    -1.531859     0.393579    -0.004778
50392.75    -1.750626     0.766036    -0.777049
50393.00    -1.773246     0.576264     0.075862
50393.25    -2.091309     0.662085    -0.288929
50393.50    -1.561828     0.305500    -0.137430
50393.75    -1.508963     0.716460    -1.423241
50394.00    -1.247562     0.670825    -0.959701
50394.25    -1.204479     0.790768    -1.516634
50394.50    -0.660992     0.470987    -1.479362
50394.75    -0.542156     0.950731    -3.129647
50395.00    -0.509735     0.839202    -2.289491
50395.25    -0.819323     1.084070    -2.983934
50395.50    -0.658519     0.768340    -2.779234
50395.75    -1.004526     1.190855    -3.780249
50396.00    -1.178622     0.940998    -2.461317
50396.25    -1.620288     1.004704    -2.662893
50396.50    -1.405190     0.609094    -2.298378
50396.75    -1.855964     1.022985    -3.085547
50397.00    -2.119397     0.824403    -1.741935
50397.25    -2.701428     0.919187    -2.067326
50397.50    -2.675307     0.614857    -1.707593
50397.75    -3.013952     1.030044    -2.723075
50398.00    -3.105309     1.010367    -1.874176
50398.25    -3.333334     1.116747    -2.322483
50398.50    -2.834917     0.799740    -2.243642
50398.75    -2.900974     1.263499    -3.555072
50399.00    -2.634825     1.133796    -2.791021
50399.25    -2.727402     1.214325    -3.499082
50399.50    -2.180703     0.840869    -3.386639
50399.75    -1.798949     1.176819    -4.378398
50400.00    -1.339594     1.038542    -3.433017
50400.25    -1.287697     1.036621    -3.531349
50400.50    -0.595703     0.701356    -3.043152
50400.75    -0.304885     1.171822    -3.987419
50401.00    -0.167386     1.094195    -2.760772
50401.25    -0.463593     1.150766    -2.296082
50401.50    -0.519075     0.871412    -1.458806
50401.75    -0.833231     1.254406    -1.894394
50402.00    -1.018856     0.981574    -0.265424
50402.25    -1.511183     0.985353     0.019057
50402.50    -1.358895     0.496848     1.053011
50402.75    -1.567780     0.731230     0.756432
50403.00    -1.265634     0.443547     1.996652
50403.25    -1.349163     0.432266     1.446840
50403.50    -0.775962     0.017945     1.577222
50403.75    -0.605102     0.466061     0.129424
50404.00    -0.269943     0.379632     0.501180
50404.25    -0.224603     0.533384    -0.575484
50404.50     0.316117     0.247976    -0.467380
50404.75     0.407686     0.774583    -2.015074
50405.00     0.513230     0.660874    -1.139757
50405.25     0.255149     0.846338    -1.880852
50405.50     0.448134     0.488749    -1.342521
50405.75     0.222448     0.895663    -2.252319
50406.00     0.184479     0.665678    -0.675188
50406.25    -0.122885     0.729965    -0.685641
50406.50     0.201385     0.370069     0.057442
50406.75     0.169912     0.806739    -0.766762
50407.00     0.253186     0.594404     0.579641
50407.25    -0.193894     0.586393     0.371791
50407.50    -0.041291     0.186096     0.751084
50407.75    -0.337841     0.636672    -0.381698
50408.00    -0.416164     0.441111     0.570389
50408.25    -0.739440     0.596124    -0.056301
50408.50    -0.532105     0.224791     0.459746
50408.75    -0.707284     0.695161    -0.833916
50409.00    -0.608751     0.524551     0.205807
50409.25    -1.027406     0.650643    -0.229042
50409.50    -0.844006     0.281387     0.249043
50409.75    -1.015323     0.600115    -0.519595
50410.00    -0.937897     0.418729     0.432680
50410.25    -1.322972     0.473011    -0.129224
50410.50    -1.072919     0.155779    -0.120927
50410.75    -1.248973     0.563321    -1.304029
50411.00    -1.416491     0.627762    -1.110208
50411.25    -1.926187     0.821132    -2.191674
50411.50    -1.760241     0.554813    -2.164983
50411.75    -1.923798     0.996896    -3.292553
50412.00    -2.084499     0.906173    -2.049903
50412.25    -2.322879     0.970888    -2.442472
50412.50    -1.753321     0.582929    -2.132471
50412.75    -1.677203     0.931631    -3.126563
50413.00    -1.674222     0.780118    -2.066298
50413.25    -1.987962     0.895420    -2.416742
50413.50    -1.592244     0.478251    -2.050501
50413.75    -1.632872     0.915921    -3.303237
50414.00    -1.533709     0.777147    -2.293656
50414.25    -1.779671     0.888153    -2.731098
50414.50    -1.537600     0.577915    -2.253339
50414.75    -1.623685     1.002405    -3.324115
50415.00    -1.717611     0.931940    -2.162144
50415.25    -2.081446     0.959239    -2.042231
50415.50    -1.876915     0.466722    -0.807416
50415.75    -2.185629     0.781769    -1.090623
50416.00    -2.293024     0.584306     0.273512
50416.25    -2.538721     0.480046     0.580767
50416.50    -2.131134    -0.007728     1.262221
50416.75    -2.003323     0.325892     0.376277
50417.00    -1.670670     0.289890     1.014206
50417.25    -1.793528     0.511033     0.165929
50417.50    -1.292632     0.242466     0.245412
50417.75    -1.199004     0.809758    -1.257061
50418.00    -1.263599     0.898040    -0.608827
50418.25    -1.538911     1.086737    -1.036892
50418.50    -1.267277     0.724910    -0.282493
50418.75    -1.366818     1.052114    -0.963060
50419.00    -1.318252     0.871659     0.142874
50419.25    -1.399648     0.795435    -0.165346
50419.50    -1.001440     0.411668     0.140252
50419.75    -1.190933     0.894464    -1.162457
50420.00    -1.144423     0.865629    -0.236176
50420.25    -1.333067     1.125462    -0.995518
50420.50    -1.008398     0.878006    -0.795173
50420.75    -1.079871     1.344553    -1.893095
50421.00    -0.956805     1.265384    -0.743073
50421.25    -1.190163     1.325319    -0.838221
50421.50    -0.703486     0.976854    -0.185394
50421.75    -0.474609     1.334815    -0.737586
50422.00    -0.382816     1.237486     0.721864
50422.25    -0.473474     1.226536     0.877227
50422.50    -0.118527     0.676761     2.136107
50422.75    -0.227626     0.965391     1.461653
50423.00    -0.147835     0.760374     2.531187
50423.25    -0.361089     0.789811     2.252436
50423.50    -0.143173     0.412194     2.715363
50423.75    -0.329558     0.854637     1.268697
50424.00    -0.149769     0.788303     1.543721
50424.25    -0.417321     0.956027     0.587484
50424.50    -0.214953     0.599931     0.318121
50424.75    -0.404993     1.155294    -1.402490
50425.00    -0.429740     1.055149    -0.496336
50425.25    -0.730631     1.187110    -1.009652
50425.50    -0.357117     0.736768    -0.281732
50425.75    -0.461619     1.045608    -0.615568
50426.00    -0.523314     0.844613     0.868369
50426.25    -0.699968     0.810435     1.206850
50426.50    -0.313218     0.350401     2.068551
50426.75    -0.452638     0.699721     1.327982
50427.00    -0.280226     0.536896     2.734590
50427.25    -0.381468     0.628514     2.492490
50427.50    -0.111337     0.315132     2.892850
50427.75     0.110712     0.710814     1.869439
50428.00     0.396678     0.605039     2.757192
50428.25     0.215613     0.691044     1.959863
50428.50     0.560024     0.258490     2.258206
50428.75     0.606239     0.656100     0.894923
50429.00     0.643051     0.620845     1.377712
50429.25     0.496548     0.675358     0.750640
50429.50     0.991370     0.205073     1.173356
50429.75     1.070884     0.501479     0.005132
50430.00     1.334108     0.340204     0.731288
50430.25     1.020771     0.369351     0.298650
50430.50     1.214636     0.051569     0.245022
50430.75     0.976683     0.269440    -0.809552
50431.00     0.782045     0.259244    -0.479127
50431.25     0.229783     0.179867    -0.724415
50431.50     0.203972    -0.102073    -1.082804
50431.75    -0.092238     0.226474    -2.333575
50432.00    -0.081325     0.275463    -1.909225
50432.25    -0.350622     0.463969    -2.681389
50432.50    -0.008018     0.231973    -2.557334
50432.75    -0.149003     0.738472    -3.776206
50433.00    -0.069455     0.691117    -2.945403
50433.25    -0.373294     0.722011    -3.105772
50433.50    -0.160980     0.371034    -2.537647
50433.75    -0.376008     0.673714    -3.228355
50434.00    -0.286444     0.397644    -1.725641
50434.25    -0.623571     0.437873    -1.745948
50434.50    -0.244304     0.110394    -1.387719
50434.75    -0.251872     0.636752    -2.839122
50435.00    -0.011289     0.582030    -1.996990
50435.25     0.024180     0.768505    -2.588087
50435.50     0.575874     0.552177    -2.403589
50435.75     0.723755     0.928126    -3.266978
50436.00     0.924560     0.756411    -1.889804
50436.25     0.758384     0.804982    -2.203931
50436.50     1.201456     0.409429    -1.645090
50436.75     1.138211     0.745208    -2.417877
50437.00     1.165842     0.632184    -1.156069
50437.25     0.890062     0.754109    -1.446209
50437.50     1.249664     0.416104    -0.954577
50437.75     0.952053     0.771827    -1.522514
50438.00     0.799710     0.528037    -0.056398
50438.25     0.074616     0.553380     0.118022
50438.50     0.425597     0.048011     0.997907
50438.75     0.205917     0.422233     0.203613
50439.00     0.429905     0.312756     1.028499
50439.25     0.317327     0.353486     0.918619
50439.50     0.758374    -0.054699     1.194460
50439.75     0.705371     0.399113    -0.110845
50440.00     0.908556     0.239554     0.638710
50440.25     0.702569     0.363046    -0.241554
50440.50     0.976726     0.018253    -0.600385
50440.75     0.753653     0.476479    -2.619101
50441.00     0.746190     0.379480    -2.226744
50441.25     0.332409     0.544405    -3.140024
50441.50     0.478298     0.245981    -2.868725
50441.75     0.413118     0.654978    -3.559171
50442.00     0.357500     0.592814    -2.110263
50442.25     0.046858     0.593547    -1.745652
50442.50     0.150147     0.114739    -0.440537
50442.75    -0.114812     0.450542    -0.685710
50443.00    -0.308674     0.358853     0.763827
50443.25    -0.641991     0.473058     0.878185
50443.50    -0.424482     0.175688     1.567379
50443.75    -0.712944     0.612773     0.636480
50444.00    -0.767382     0.578851     1.376791
50444.25    -1.041299     0.590949     1.184835
50444.50    -0.986800     0.294677     1.171083
50444.75    -1.186535     0.677614    -0.167862
50445.00    -1.147063     0.643854     0.201394
50445.25    -1.395026     0.699535    -0.324265
50445.50    -1.060081     0.426252    -0.444786
50445.75    -0.997833     0.863525    -1.814064
50446.00    -0.809986     0.812845    -1.354295
50446.25    -0.959173     0.900030    -1.847532
50446.50    -0.799005     0.649459    -1.388091
50446.75    -0.896252     1.088600    -2.354378
50447.00    -1.047117     1.047339    -1.401925
50447.25    -1.372876     1.015794    -1.520509
50447.50    -1.451704     0.734110    -1.221418
50447.75    -1.611065     1.125485    -2.266290
50448.00    -1.675823     1.092070    -1.041550
50448.25    -1.756156     1.235781    -1.395407
50448.50    -1.451616     0.958758    -0.884240
50448.75    -1.183451     1.389826    -1.988033
50449.00    -0.925330     1.287796    -0.964090
50449.25    -0.804071     1.339998    -0.910853
50449.50    -0.340492     0.947949     0.057298
50449.75    -0.220176     1.256796    -0.371170
50450.00    -0.290538     1.054854     1.083627
50450.25    -0.409625     1.053294     0.828969
50450.50    -0.184191     0.680666     1.144487
50450.75    -0.123192     0.997893     0.213584
50451.00     0.092697     0.791553     1.355574
50451.25    -0.068120     0.809863     1.015129
50451.50     0.118749     0.407724     1.410576
50451.75     0.107065     0.656480     0.078733
50452.00     0.148607     0.500259     0.854896
50452.25    -0.215484     0.537998     0.355915
50452.50     0.049646     0.284708     0.189270
50452.75    -0.149954     0.735775    -1.438246
50453.00    -0.161682     0.696187    -0.830983
50453.25    -0.659476     0.748564    -0.967888
50453.50    -0.381695     0.444392    -0.635810
50453.75    -0.583377     0.784589    -1.569298
50454.00    -0.689814     0.797131    -0.914663
50454.25    -1.027750     0.800421    -0.883033
50454.50    -0.710036     0.562577    -0.860479
50454.75    -0.729598     0.935136    -1.798088
50455.00    -0.808990     0.951273    -1.356688
50455.25    -0.998559     1.010733    -1.840690
50455.50    -0.855617     0.717413    -1.857632
50455.75    -0.900969     1.054751    -3.008870
50456.00    -0.818978     0.843600    -1.972159
50456.25    -1.134241     0.936173    -2.424832
50456.50    -0.831833     0.453287    -1.951234
50456.75    -0.805054     0.737240    -2.918118
50457.00    -0.808666     0.717387    -1.958060
50457.25    -0.860976     0.775064    -2.289902
50457.50    -0.414374     0.497445    -1.769627
50457.75    -0.191909     0.835300    -2.706472
50458.00    -0.371873     0.804128    -1.625652
50458.25    -0.673833     0.849432    -1.579682
50458.50    -0.419839     0.481995    -0.749666
50458.75    -0.492620     0.846067    -1.262207
50459.00    -0.724027     0.760045     0.009855
50459.25    -0.926178     0.737757    -0.003318
50459.50    -0.827820     0.396743     0.409317
50459.75    -0.935008     0.708547    -0.297040
50460.00    -1.011618     0.586889     0.844823
50460.25    -1.251208     0.716874     0.311804
50460.50    -0.879451     0.410773     0.700619
50460.75    -0.753710     0.804015    -0.297849
50461.00    -0.483457     0.650447     0.810442
50461.25    -0.520344     0.648051     0.668730
50461.50    -0.160241     0.276489     1.285512
50461.75     0.185128     0.568978     0.248994
50462.00     0.354225     0.552298     0.814905
50462.25     0.423820     0.572008     0.276711
50462.50     0.892742     0.105833     0.700950
50462.75     0.922785     0.460657    -0.707503
50463.00     0.908567     0.382634    -0.086942
50463.25     0.768484     0.361944    -0.781361
50463.50     0.981241     0.059824    -0.673202
50463.75     1.178176     0.374015    -2.002580
50464.00     1.283608     0.330563    -1.203811
50464.25     1.309611     0.357009    -1.717879
50464.50     1.834317     0.103379    -1.428224
50464.75     1.984385     0.479610    -2.428829
50465.00     2.106843     0.402341    -1.282805
50465.25     2.086891     0.422582    -1.386777
50465.50     2.560897     0.210933    -1.063566
50465.75     2.755150     0.674228    -2.272846
50466.00     2.838549     0.685045    -1.237797
50466.25     2.671260     0.767998    -1.297465
50466.50     3.071285     0.444710    -0.735571
50466.75     2.993550     0.729503    -1.446286
50467.00     2.968756     0.538751    -0.142313
50467.25     2.469571     0.588217    -0.112749
50467.50     2.567767     0.325738     0.325788
50467.75     2.289928     0.779039    -0.687772
50468.00     1.858208     0.648634     0.393222
50468.25     1.280129     0.792678    -0.032828
50468.50     1.250109     0.493895     0.497014
50468.75     0.979030     0.933602    -0.639930
50469.00     0.787333     0.769597     0.392720
50469.25     0.390564     0.796585     0.063449
50469.50     0.323799     0.460171     0.281336
50469.75     0.248273     0.718623    -0.767300
50470.00     0.322911     0.566952     0.476443
50470.25     0.200514     0.610654    -0.019608
50470.50     0.695031     0.267465     0.502158
50470.75     0.867565     0.535832    -0.376317
50471.00     0.999342     0.435348     0.407933
50471.25     0.871336     0.416400     0.245036
50471.50     1.084466     0.052643     0.483944
50471.75     1.073124     0.249139    -0.511601
50472.00     1.056291     0.095689     0.099652
50472.25     0.729953     0.075811    -0.556903
50472.50     1.012675    -0.324144    -0.140676
50472.75     0.973769    -0.006565    -1.186781
50473.00     0.798853    -0.015058    -0.345561
50473.25     0.469257     0.165033    -0.669797
50473.50     0.375851    -0.040260     0.008070
50473.75     0.166451     0.388871    -0.831137
50474.00    -0.073070     0.389852     0.292611
50474.25    -0.554326     0.390615     0.257786
50474.50    -0.638933     0.141471     0.639502
50474.75    -0.876469     0.396483    -0.613758
50475.00    -0.980223     0.141139     0.117055
50475.25    -1.234743     0.266742    -1.103830
50475.50    -0.875866     0.058858    -1.451646
50475.75    -0.587067     0.460616    -2.842968
50476.00    -0.457387     0.532872    -2.270449
50476.25    -0.458532     0.648749    -2.885603
50476.50    -0.162464     0.361351    -2.509407
50476.75    -0.017419     0.608839    -3.266638
50477.00    -0.148421     0.491132    -1.999221
50477.25    -0.377775     0.420048    -1.933323
50477.50    -0.074365     0.005284    -1.178235
50477.75    -0.148099     0.361258    -2.128471
50478.00    -0.287493     0.313720    -0.662982
50478.25    -0.367091     0.419982    -0.625537
50478.50     0.164762     0.181182    -0.026530
50478.75     0.559917     0.496339    -0.672336
50479.00     0.760861     0.313087     0.769567
50479.25     0.595399     0.423685     0.465662
50479.50     1.006338     0.086796     0.844715
50479.75     1.036455     0.454370     0.107710
50480.00     0.885030     0.434837     0.862627
50480.25     0.465074     0.474295     0.865248
50480.50     0.676154     0.222332     1.038241
50480.75     0.587920     0.549699    -0.040695
50481.00     0.556583     0.440842     0.599038
50481.25     0.234967     0.414705     0.507194
50481.50     0.432277     0.038890     0.914864
50481.75     0.243873     0.404441    -0.426779
50482.00     0.213726     0.230511     0.483551
50482.25    -0.047941     0.322722    -0.158344
50482.50     0.149782     0.026237    -0.134669
50482.75     0.233428     0.454081    -1.376855
50483.00     0.301737     0.322058    -0.319324
50483.25     0.156374     0.399760    -0.702526
50483.50     0.755705    -0.031533    -0.033242
50483.75     1.087332     0.210473    -0.629184
50484.00     1.207382     0.079633     0.308754
50484.25     1.126560     0.075256     0.211385
50484.50     1.483158    -0.270111     0.527108
50484.75     1.447600     0.019480    -0.331430
50485.00     1.291308    -0.102553     0.644966
50485.25     0.957152    -0.058924     0.417752
50485.50     1.047753    -0.332512     0.474291
50485.75     0.933882     0.012043    -0.683596
50486.00     0.838310     0.031334     0.134947
50486.25     0.496786     0.170313    -0.407066
50486.50     0.734861    -0.062071    -0.491518
50486.75     0.911244     0.246565    -1.487559
50487.00     0.957981     0.160872    -0.453044
50487.25     0.664365     0.098967    -0.496451
50487.50     0.804917    -0.290147     0.130475
50487.75     0.695438     0.000371    -0.982187
50488.00     0.332392    -0.033552    -0.308383
50488.25     0.136376    -0.076305    -0.657493
50488.50     0.412917    -0.335143    -0.627319
50488.75     0.467055     0.115699    -2.087545
50489.00     0.490974     0.118924    -1.335454
50489.25     0.474791     0.136288    -1.473966
50489.50     0.785632    -0.237751    -0.808583
50489.75     0.730386     0.061641    -1.257435
50490.00     0.683898    -0.032943     0.052080
50490.25     0.423291    -0.038052     0.235628
50490.50     0.663773    -0.403655     1.030287
50490.75     0.732921    -0.024938     0.202062
50491.00     0.658864     0.205888     0.914414
50491.25     0.408671     0.466444     0.397348
50491.50     0.569738     0.277731     0.730912
50491.75     0.561351     0.586922    -0.415982
50492.00     0.388903     0.323495     0.739026
50492.25    -0.009936     0.224636     0.426076
50492.50     0.400583    -0.328722     0.901718
50492.75     0.562526     0.044642    -0.702560
50493.00     0.509714     0.174789    -0.722140
50493.25     0.377480     0.270984    -1.548850
50493.50     0.644919     0.010003    -1.653148
50493.75     0.883158     0.294880    -2.842062
50494.00     0.848316     0.218172    -1.525439
50494.25     0.528835     0.329566    -1.943624
50494.50     0.623965     0.085494    -1.731623
50494.75     0.606490     0.464097    -2.782210
50495.00     0.389078     0.427075    -1.844603
50495.25    -0.001944     0.613213    -1.920572
50495.50     0.314250     0.301449    -1.129851
50495.75     0.196106     0.762683    -1.928341
50496.00     0.104018     0.679693    -0.609375
