-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCH2        49718.000    1995     1     1     0
SCH2        52274.750    2001    12    31    18
SCH2      1448636.903 -3385243.649  5191046.936
50382.25    -0.530854    -0.405005    -2.746890
50382.50    -0.500279    -0.119495    -3.776801
50382.75    -0.624833    -0.386256    -5.464760
50383.00    -0.445995    -0.367933    -6.574137
50383.25    -0.420642    -0.256162    -7.393391
50383.50    -0.331150     0.256386    -7.232454
50383.75    -0.366894     0.188424    -6.181600
50384.00    -0.027489     0.281026    -4.240250
50384.25     0.215278     0.498024    -1.510155
50384.50     0.423690     0.869437     0.570121
50384.75     0.291386     0.423561     1.599391
50385.00     0.492994     0.193288     1.507636
50385.25     0.461674     0.003470     1.877984
50385.50     0.488692     0.263842     1.288470
50385.75     0.186426    -0.130691     0.488721
50386.00     0.314218    -0.145129    -0.023877
50386.25     0.391938    -0.137126    -0.169022
50386.50     0.389681     0.301999     0.408122
50386.75     0.287187     0.132132     1.081968
50387.00     0.451310     0.150172     1.915097
50387.25     0.409425     0.189375     2.542945
50387.50     0.367117     0.538926     3.181058
50387.75     0.280830     0.188764     3.818879
50388.00     0.427297     0.046215     4.045411
50388.25     0.445200    -0.012227     4.391318
50388.50     0.283990     0.213241     4.078162
50388.75    -0.046099    -0.131175     3.579067
50389.00    -0.035765    -0.281020     2.427573
50389.25    -0.076100    -0.327370     2.271958
50389.50    -0.212326     0.051407     1.791706
50389.75    -0.440358    -0.191583     1.246768
50390.00    -0.392743    -0.303496     0.545886
50390.25    -0.415961    -0.315950     0.432136
50390.50    -0.485156    -0.120726     0.605117
50390.75    -0.669766    -0.528222     1.140791
50391.00    -0.434955    -0.780350     1.364716
50391.25    -0.573486    -0.911555     1.261186
50391.50    -0.844598    -0.572905     0.451727
50391.75    -1.260696    -0.854087    -0.336907
50392.00    -1.198447    -0.938327    -1.216014
50392.25    -1.358641    -1.082563    -2.966538
50392.50    -1.431051    -0.667410    -4.708158
50392.75    -1.732425    -0.902207    -6.345032
50393.00    -1.705709    -0.868694    -7.430688
50393.25    -1.769430    -0.832261    -7.956666
50393.50    -1.736577    -0.324730    -7.388812
50393.75    -1.891904    -0.420187    -7.012842
50394.00    -1.566405    -0.331665    -5.969165
50394.25    -1.229037    -0.279417    -4.717243
50394.50    -1.077563     0.179844    -3.321980
50394.75    -1.095182     0.086675    -2.270935
50395.00    -0.913228     0.135131    -0.138803
50395.25    -0.780884     0.032152     2.283935
50395.50    -0.927661     0.138482     4.156637
50395.75    -1.268305    -0.431313     3.371960
50396.00    -1.140166    -0.699966     1.476754
50396.25    -1.018416    -0.810834    -0.787242
50396.50    -0.960585    -0.451051    -1.441517
50396.75    -1.135600    -0.558402    -2.458652
50397.00    -1.332943    -0.480649    -1.971437
50397.25    -1.726113    -0.433016    -1.628065
50397.50    -2.164356    -0.409975    -2.219956
50397.75    -2.460815    -0.867222    -4.066294
50398.00    -2.178188    -1.130027    -4.148330
50398.25    -1.929578    -1.276855    -3.389513
50398.50    -1.818019    -1.053480    -1.888070
50398.75    -2.155227    -1.438006    -1.559359
50399.00    -2.016053    -1.558134    -1.454534
50399.25    -2.083011    -1.526218    -1.466601
50399.50    -2.159431    -1.150874    -2.262455
50399.75    -2.186578    -1.314746    -2.989449
50400.00    -1.981561    -1.299489    -3.255385
50400.25    -2.019853    -1.150840    -3.299938
50400.50    -2.030980    -0.790767    -3.583561
50400.75    -2.137056    -1.109819    -4.370094
50401.00    -1.971644    -1.200030    -4.752727
50401.25    -1.832665    -1.299986    -4.927455
50401.50    -1.987422    -1.130354    -4.894162
50401.75    -2.223955    -1.527940    -5.829364
50402.00    -2.080454    -1.582990    -6.233450
50402.25    -1.933894    -1.606836    -6.521176
50402.50    -1.720431    -1.284656    -6.862760
50402.75    -1.589806    -1.533638    -8.603408
50403.00    -1.007435    -1.276420    -9.413914
50403.25    -0.767781    -1.001911   -10.176640
50403.50    -0.560506    -0.423734    -9.465164
50403.75    -0.606612    -0.713307    -8.890660
50404.00    -0.189316    -0.778780    -8.787675
50404.25     0.067590    -0.800380    -9.419147
50404.50     0.240057    -0.492641    -9.581446
50404.75     0.163471    -0.654722    -9.359521
50405.00     0.372971    -0.552849    -8.251075
50405.25     0.285051    -0.504335    -7.191577
50405.50     0.184681    -0.213972    -6.019852
50405.75    -0.020759    -0.533283    -5.536081
50406.00     0.322572    -0.604858    -4.799906
50406.25     0.503978    -0.642996    -4.461252
50406.50     0.630891    -0.437861    -4.357119
50406.75     0.514956    -0.778965    -4.501015
50407.00     0.769703    -0.834624    -4.265756
50407.25     0.763351    -0.787114    -3.806241
50407.50     0.755983    -0.520446    -3.617665
50407.75     0.433785    -0.800391    -3.789803
50408.00     0.482657    -0.800909    -4.054290
50408.25     0.442700    -0.796082    -3.611065
50408.50     0.411492    -0.462233    -2.909505
50408.75     0.054344    -0.759805    -2.808787
50409.00     0.200169    -0.803635    -2.170627
50409.25     0.061206    -0.837435    -1.288316
50409.50    -0.091196    -0.574542    -0.523244
50409.75    -0.489420    -0.763065     0.150686
50410.00    -0.342816    -0.757487     0.947271
50410.25    -0.471521    -0.692786     1.690457
50410.50    -0.606708    -0.427176     2.997990
50410.75    -0.951610    -0.830808     3.610942
50411.00    -1.088751    -1.057751     3.515590
50411.25    -1.393326    -1.148393     2.471149
50411.50    -1.542845    -0.852054     1.592773
50411.75    -1.930435    -1.045883     0.693568
50412.00    -1.950049    -1.036980     0.487806
50412.25    -2.086068    -0.933699     1.004118
50412.50    -2.100935    -0.636200     1.036117
50412.75    -2.273437    -0.743485     0.793036
50413.00    -2.042120    -0.752141     1.194440
50413.25    -2.033254    -0.912402     0.949973
50413.50    -1.858231    -0.702774     0.737013
50413.75    -2.023619    -1.125217    -1.130024
50414.00    -1.811128    -1.165934    -2.058518
50414.25    -1.961486    -1.107142    -2.791162
50414.50    -2.024218    -0.772629    -2.463759
50414.75    -2.266198    -1.011968    -2.985516
50415.00    -2.066356    -1.040662    -3.617002
50415.25    -2.013480    -0.900840    -3.544847
50415.50    -1.858341    -0.461691    -3.350701
50415.75    -1.973445    -0.721707    -3.810904
50416.00    -1.665578    -0.774786    -3.933165
50416.25    -1.518678    -0.760776    -3.910881
50416.50    -1.406377    -0.494539    -3.749665
50416.75    -1.496235    -0.732597    -4.105640
50417.00    -1.164943    -0.720578    -3.941600
50417.25    -1.140978    -0.653209    -3.752772
50417.50    -1.022242    -0.266657    -3.374636
50417.75    -1.100819    -0.432909    -3.235528
50418.00    -0.788540    -0.521877    -3.270733
50418.25    -0.576546    -0.416531    -3.493837
50418.50    -0.320951     0.060582    -2.989624
50418.75    -0.349392    -0.012262    -2.761217
50419.00    -0.141008     0.060760    -1.231160
50419.25    -0.002606     0.316107     1.471400
50419.50    -0.282211     0.471974     3.790262
50419.75    -0.750890     0.068372     3.570113
50420.00    -0.500350    -0.214752     3.921283
50420.25    -0.547041    -0.490580     5.554128
50420.50    -0.852048    -0.585983     6.543961
50420.75    -1.394505    -1.104380     3.761466
50421.00    -1.013494    -1.205657     0.763542
50421.25    -0.822105    -1.172381    -1.879405
50421.50    -0.585512    -0.810175    -3.158728
50421.75    -0.378552    -0.876308    -4.614336
50422.00     0.103510    -0.816383    -5.098778
50422.25     0.466949    -0.583205    -4.611071
50422.50     0.847752    -0.188806    -3.672654
50422.75     0.747573    -0.389439    -3.637258
50423.00     0.987932    -0.368001    -3.144909
50423.25     1.053046    -0.335123    -2.622027
50423.50     1.060544    -0.110092    -2.174167
50423.75     0.778043    -0.347952    -2.528993
50424.00     0.917788    -0.412139    -2.482563
50424.25     0.883403    -0.448197    -2.578984
50424.50     0.794986    -0.128747    -2.655872
50424.75     0.451827    -0.403259    -3.305129
50425.00     0.617806    -0.396313    -3.174928
50425.25     0.597701    -0.329123    -3.458216
50425.50     0.775661     0.072007    -3.134034
50425.75     0.883259    -0.064999    -2.495688
50426.00     1.296604    -0.002665    -1.199610
50426.25     1.389056     0.194957     1.462829
50426.50     1.285907     0.570166     3.211344
50426.75     0.912046     0.139542     2.999037
50427.00     1.333814    -0.125641     3.928136
50427.25     1.383591    -0.286044     5.903426
50427.50     0.920859     0.132465     5.012459
50427.75     0.863286     0.229239     1.614517
50428.00     1.421830     0.047435     0.424991
50428.25     1.493985    -0.111384     0.245464
50428.50     1.550595     0.071601    -0.085518
50428.75     1.147633    -0.218010    -1.163610
50429.00     1.010506    -0.356351    -3.597413
50429.25     0.964229    -0.347111    -5.611001
50429.50     1.052841    -0.048472    -6.979497
50429.75     0.782646    -0.386283    -8.987454
50430.00     1.041086    -0.427376   -10.169871
50430.25     1.058041    -0.357372   -10.614231
50430.50     0.940219     0.053623   -10.252593
50430.75     0.536969    -0.016243   -10.453838
50431.00     0.329612    -0.066183    -9.735557
50431.25     0.064295    -0.020791    -9.242669
50431.50    -0.413275     0.164309    -8.857694
50431.75    -0.911964    -0.123674    -9.407398
50432.00    -1.033156    -0.335786    -8.948988
50432.25    -1.161318    -0.405497    -8.388517
50432.50    -1.216020    -0.197013    -7.839476
50432.75    -1.431541    -0.474999    -7.893054
50433.00    -1.110154    -0.422704    -7.345741
50433.25    -1.006738    -0.161772    -6.110976
50433.50    -0.970949     0.148848    -4.244774
50433.75    -1.245438    -0.061484    -2.173678
50434.00    -1.078262    -0.327138    -0.490766
50434.25    -1.091175    -0.655142    -0.055248
50434.50    -0.827696    -0.552934    -0.834688
50434.75    -0.889168    -0.846638    -1.885912
50435.00    -0.294304    -0.850914    -2.570079
50435.25     0.032399    -0.718820    -1.998842
50435.50     0.269208    -0.390593    -1.294113
50435.75     0.081826    -0.502729    -1.339103
50436.00     0.341740    -0.400991    -0.680665
50436.25     0.441951    -0.177927     0.604111
50436.50     0.480211     0.113779     1.703421
50436.75     0.221812    -0.105539     1.973427
50437.00     0.438722    -0.169383     2.725851
50437.25     0.629144    -0.054264     3.920441
50437.50     1.118853     0.173494     6.540302
50437.75     1.077667    -0.623664    10.112026
50438.00     0.644455    -1.192772    11.191734
50438.25     0.020570    -1.229667     8.724706
50438.50    -0.125631    -0.572173     5.450580
50438.75    -0.380163    -0.579950     2.954312
50439.00    -0.066668    -0.455953     1.789121
50439.25     0.196524    -0.409588     1.145276
50439.50     0.422708    -0.004461     1.243479
50439.75     0.337766    -0.388840     0.535417
50440.00     0.466480    -0.533576    -0.776007
50440.25     0.419011    -0.466995    -2.459594
50440.50     0.194487    -0.106717    -3.315559
50440.75    -0.322521    -0.400660    -4.752846
50441.00    -0.218240    -0.471346    -5.382205
50441.25    -0.291763    -0.291467    -5.733168
50441.50    -0.170097     0.301516    -3.840487
50441.75    -0.084943     0.321663    -0.478357
50442.00     0.132243     0.242730     4.614350
50442.25    -0.127255    -0.053602     8.254975
50442.50    -0.230673    -0.131098     9.399514
50442.75    -0.675537    -0.714184     7.573615
50443.00    -0.627961    -0.625472     5.849858
50443.25    -0.661396    -0.493942     4.843519
50443.50    -0.666409    -0.102134     3.668133
50443.75    -0.916874    -0.327270     1.171455
50444.00    -0.577562    -0.235490    -0.027681
50444.25    -0.418118    -0.223432    -0.534507
50444.50    -0.538925    -0.013921    -0.597163
50444.75    -0.851862    -0.392557    -0.674071
50445.00    -0.754309    -0.497440    -0.491531
50445.25    -0.805221    -0.572306    -0.362703
50445.50    -0.921752    -0.310041    -0.608701
50445.75    -1.073716    -0.597197    -2.279141
50446.00    -0.800413    -0.562679    -3.712637
50446.25    -0.622034    -0.278876    -3.557571
50446.50    -0.619516     0.226554    -2.070028
50446.75    -0.856822     0.079267    -0.049550
50447.00    -0.899090    -0.323297     1.550678
50447.25    -0.945139    -0.750563     1.615478
50447.50    -1.103537    -0.907061     0.734106
50447.75    -1.469659    -1.502314    -0.029681
50448.00    -1.315226    -1.877001    -0.731321
50448.25    -1.174077    -1.991602     0.098036
50448.50    -1.090570    -1.890028     1.115189
50448.75    -1.079205    -2.227134     1.851329
50449.00    -0.714810    -2.140248     2.055805
50449.25    -0.401440    -1.813962     3.099929
50449.50    -0.180299    -1.286693     3.167378
50449.75    -0.058287    -1.177943     3.460186
50450.00     0.150296    -0.932393     3.257447
50450.25     0.302728    -0.697470     3.914176
50450.50     0.353242    -0.287494     4.786901
50450.75     0.185410    -0.554818     5.419146
50451.00     0.345464    -0.569211     5.974031
50451.25     0.305458    -0.398691     6.211023
50451.50     0.188863    -0.096077     6.363010
50451.75    -0.222520    -0.316055     5.494973
50452.00    -0.153559    -0.388532     4.441336
50452.25    -0.314850    -0.484741     3.064322
50452.50    -0.412444    -0.321272     1.530684
50452.75    -0.803177    -0.608179    -0.017583
50453.00    -0.632017    -0.720302    -1.250600
50453.25    -0.539968    -0.735496    -1.523022
50453.50    -0.337153    -0.390114    -1.662405
50453.75    -0.503351    -0.556592    -1.716010
50454.00    -0.292885    -0.622842    -1.141709
50454.25    -0.258211    -0.636862     0.275431
50454.50    -0.197338    -0.544679     1.958914
50454.75    -0.515969    -0.953333     3.714921
50455.00    -0.413388    -1.128967     5.008967
50455.25    -0.446873    -1.117333     6.543977
50455.50    -0.402828    -0.927661     6.930749
50455.75    -0.573933    -1.062921     6.685605
50456.00    -0.264929    -1.154726     5.790010
50456.25    -0.304635    -1.219197     5.044919
50456.50    -0.340600    -0.926414     3.636622
50456.75    -0.522752    -1.139100     3.012766
50457.00    -0.162454    -1.251551     1.657954
50457.25    -0.058675    -1.137610     0.845656
50457.50     0.073990    -0.765571     0.208879
50457.75     0.074501    -0.797252    -0.327778
50458.00     0.307370    -0.799816    -0.566865
50458.25     0.374893    -0.563748    -0.388117
50458.50     0.599482    -0.143072     0.403696
50458.75     0.603346    -0.242448     1.602859
50459.00     0.897371    -0.457161     2.568363
50459.25     0.940867    -0.477595     4.085700
50459.50     0.729843    -0.393296     4.113502
50459.75     0.382515    -0.703362     4.234417
50460.00     0.430301    -0.864756     3.440449
50460.25     0.181552    -0.957634     3.358096
50460.50     0.109172    -0.759368     3.068090
50460.75    -0.289972    -0.997168     2.425298
50461.00    -0.112339    -1.047868     1.910625
50461.25    -0.150346    -0.921512     1.946964
50461.50    -0.130001    -0.547156     2.081134
50461.75    -0.312087    -0.606276     2.551691
50462.00    -0.061994    -0.659232     2.904509
50462.25     0.086055    -0.480596     4.300346
50462.50     0.157721    -0.151422     5.714332
50462.75    -0.166106    -0.346310     5.931480
50463.00    -0.003939    -0.296474     6.352329
50463.25     0.205063    -0.179541     6.526137
50463.50     0.323156     0.162321     5.587544
50463.75     0.235328     0.213671     4.737295
50464.00     0.516546     0.387718     5.410137
50464.25     0.662180     0.656012     6.973651
50464.50     0.941890     0.971877     9.048942
50464.75     0.969424     0.689059    11.043052
50465.00     1.337230     0.371638    11.834844
50465.25     1.608515     0.216420    14.285865
50465.50     1.592556     0.280260    16.565102
50465.75     0.982976     0.107900    17.449957
50466.00     1.006993     0.146786    16.860227
50466.25     0.848646     0.495128    17.872715
50466.50     0.753252     0.801160    18.780120
50466.75     0.253701     0.490973    17.371162
50467.00     0.387184     0.312089    14.218544
50467.25     0.499620     0.365442    12.182451
50467.50     0.653456     0.676630    11.593873
50467.75     0.521713     0.265776    11.539177
50468.00     0.626644    -0.018480    11.682588
50468.25     0.456010    -0.117982    12.121171
50468.50     0.224774    -0.002352    11.700013
50468.75    -0.262448    -0.468315    10.482445
50469.00    -0.212299    -0.795740     8.195735
50469.25    -0.335348    -0.862846     5.496465
50469.50    -0.609030    -0.576301     3.434819
50469.75    -0.848852    -0.739818     2.015176
50470.00    -0.405255    -0.571810     1.928857
50470.25    -0.139682    -0.462109     2.868982
50470.50     0.365955    -0.137692     4.243128
50470.75     0.513277    -0.282633     4.758949
50471.00     0.902913    -0.421545     4.849729
50471.25     0.914133    -0.564897     4.942499
50471.50     0.696261    -0.508774     4.037766
50471.75     0.130603    -0.797721     1.614349
50472.00     0.054195    -0.904029    -1.062346
50472.25    -0.224214    -0.710610    -2.812403
50472.50    -0.325636    -0.138236    -3.627376
50472.75    -0.548116    -0.060560    -3.554297
50473.00    -0.393973     0.076701    -2.023020
50473.25    -0.102745     0.090205    -0.101864
50473.50     0.039332     0.322320     0.964495
50473.75     0.175908     0.217131     2.075363
50474.00     0.613185    -0.086234     4.346386
50474.25     0.481153    -0.332780     6.254606
50474.50     0.191551    -0.491082     6.142677
50474.75    -0.563460    -1.053393     3.474260
50475.00    -0.646632    -1.071683     0.912921
50475.25    -1.050902    -1.033183    -2.119256
50475.50    -1.325027    -0.598111    -4.100903
50475.75    -1.436780    -0.579468    -5.206240
50476.00    -1.078946    -0.506563    -6.270763
50476.25    -0.748447    -0.218832    -5.775651
50476.50    -0.361350     0.361873    -3.895992
50476.75    -0.217135     0.233815    -0.826687
50477.00    -0.021089    -0.164592     1.026439
50477.25    -0.085061    -0.520382     2.734970
50477.50    -0.173282    -0.541787     2.544041
50477.75    -0.620630    -0.835403     0.933442
50478.00    -0.492804    -1.011235    -0.276163
50478.25    -0.317130    -0.852588     0.197588
50478.50    -0.202510    -0.464319     0.066403
50478.75    -0.116680    -0.342780    -0.566978
50479.00     0.318711    -0.111493    -1.360493
50479.25     0.514475     0.194007    -1.650395
50479.50     0.832867     0.707917    -0.789627
50479.75     0.827937     0.561498     0.300547
50480.00     0.984440     0.354523     0.852499
50480.25     1.052591     0.195314     1.407180
50480.50     1.035763     0.247974     1.608138
50480.75     0.710785    -0.137167     0.893755
50481.00     0.815264    -0.308128     0.429666
50481.25     0.765831    -0.405712     0.264497
50481.50     0.675820    -0.206912    -0.668516
50481.75     0.221310    -0.507638    -1.970084
50482.00     0.225180    -0.551546    -3.091484
50482.25     0.072974    -0.559131    -3.629369
50482.50    -0.015261    -0.357264    -4.515873
50482.75    -0.310729    -0.748164    -5.868320
50483.00    -0.149824    -0.852085    -6.848006
50483.25    -0.292103    -0.872995    -7.678857
50483.50    -0.076791    -0.284705    -7.235312
50483.75    -0.207183    -0.319256    -5.994404
50484.00     0.128737    -0.191010    -4.554816
50484.25     0.342795    -0.118179    -2.390235
50484.50     0.586933     0.200766    -0.567310
50484.75     0.354473     0.001025     0.668149
50485.00     0.672732     0.025998     2.583043
50485.25     0.797790    -0.015709     4.999123
50485.50     0.890684     0.086068     6.969179
50485.75     0.629570    -0.390652     6.121810
50486.00     0.726537    -0.557138     4.673809
50486.25     0.467932    -0.534527     3.964432
50486.50     0.327600    -0.261449     3.629643
50486.75    -0.003355    -0.514302     2.665617
50487.00     0.156472    -0.625758     2.486691
50487.25     0.120167    -0.583913     1.891860
50487.50     0.096162    -0.365823     1.151732
50487.75    -0.312622    -0.379867    -0.005787
50488.00    -0.321298    -0.030274     0.855998
50488.25    -0.421447     0.145154     3.935967
50488.50    -0.300078     0.177034     5.613760
50488.75    -0.494294    -0.376114     4.755095
50489.00    -0.162632    -0.555708     3.329571
50489.25    -0.097030    -0.432220     3.613604
50489.50     0.053666    -0.228823     3.399137
50489.75    -0.129172    -0.552143     2.023830
50490.00     0.084238    -0.644374     1.259406
50490.25     0.014223    -0.604664     0.462006
50490.50     0.083813    -0.156364    -0.058752
50490.75    -0.130711    -0.175792     0.383238
50491.00     0.179779    -0.143220     1.414431
50491.25     0.193726    -0.095630     3.023130
50491.50     0.344362     0.035416     4.563961
50491.75     0.050274    -0.295578     4.210115
50492.00     0.241792    -0.606514     2.379269
50492.25    -0.126343    -0.662637     0.361176
50492.50    -0.244368    -0.152508    -0.603999
50492.75    -0.665611    -0.183084    -0.926355
50493.00    -0.553802    -0.128855    -0.458831
50493.25    -0.524890     0.015365     0.135513
50493.50    -0.301452     0.477810     1.779230
50493.75    -0.392626     0.301718     2.889819
50494.00     0.088985     0.140669     3.691703
50494.25     0.154235     0.018640     4.747256
50494.50     0.173381    -0.013347     5.083397
50494.75    -0.077202    -0.406447     4.417762
50495.00    -0.036710    -0.634777     2.885285
50495.25    -0.372527    -0.761294     1.936377
50495.50    -0.498859    -0.419635     1.544621
50495.75    -0.847639    -0.692239     0.942437
50496.00    -0.641316    -0.647175     0.035161
50496.25    -0.577548    -0.602151    -0.259715
50496.50    -0.400961    -0.090647     0.188864
50496.75    -0.580676    -0.173639     1.111155
50497.00    -0.281091    -0.071249     3.536061
50497.25    -0.193394    -0.081062     6.270216
50497.50     0.136270    -0.047136     7.329815
50497.75    -0.040579    -0.421918     5.836311
50498.00     0.267043    -0.386261     4.972075
50498.25     0.172469    -0.385257     4.318010
50498.50     0.157430    -0.078323     3.962798
50498.75    -0.186895    -0.343451     2.902381
50499.00     0.025004    -0.432136     2.712500
50499.25    -0.159739    -0.540461     1.454154
50499.50    -0.290723    -0.141659     0.781852
50499.75    -0.664586    -0.203576     0.789958
50500.00    -0.600973    -0.129557     3.028499
50500.25    -0.401841    -0.202760     6.096653
50500.50    -0.096476    -0.357428     6.619580
50500.75    -0.095888    -0.907959     4.499265
50501.00     0.101906    -0.939992     1.067463
50501.25     0.062362    -0.700454    -0.234123
50501.50     0.197917    -0.239630    -0.711513
50501.75     0.023509    -0.337491    -0.753926
50502.00     0.131223    -0.447618    -1.021549
50502.25     0.008839    -0.537963    -0.770912
50502.50    -0.136051    -0.291422    -0.566093
50502.75    -0.655676    -0.653491    -1.543723
50503.00    -0.713712    -0.882061    -2.625075
50503.25    -1.049406    -0.973937    -3.033267
50503.50    -1.026025    -0.717023    -2.515729
50503.75    -1.176393    -0.962750    -1.924240
50504.00    -0.875395    -1.029507    -1.150070
50504.25    -0.700623    -0.920821     0.155468
50504.50    -0.425535    -0.528464     1.625615
50504.75    -0.492231    -0.613658     2.608819
50505.00    -0.192981    -0.601557     3.109370
50505.25    -0.137337    -0.446820     3.965431
50505.50     0.133438     0.108922     5.412318
50505.75    -0.144822    -0.204429     5.642025
50506.00    -0.007373    -0.323742     5.178186
50506.25     0.001525    -0.309383     5.664567
50506.50    -0.017788    -0.214989     5.238864
50506.75    -0.449264    -0.503834     3.592901
50507.00    -0.407461    -0.621025     2.479799
50507.25    -0.675703    -0.712243     1.010967
50507.50    -0.859718    -0.413884    -0.895146
50507.75    -1.278019    -0.543967    -1.873426
50508.00    -1.064261    -0.504964    -1.895630
50508.25    -1.005981    -0.496288    -1.639887
50508.50    -0.842563    -0.169010    -1.283668
50508.75    -0.785196    -0.274209     0.080476
50509.00    -0.121601    -0.255314     2.733526
50509.25     0.354774    -0.263191     5.497710
50509.50     0.796572    -0.212561     7.114730
50509.75     0.675190    -0.697994     6.560304
50510.00     0.484637    -0.971593     3.982947
50510.25     0.059589    -0.879063     1.470186
50510.50    -0.146306    -0.556153     0.048625
50510.75    -0.455318    -0.644030    -1.003949
50511.00    -0.244168    -0.645078    -1.096190
50511.25    -0.212805    -0.451227    -0.851293
50511.50    -0.187811    -0.083756     0.230235
50511.75    -0.417024    -0.185302     0.717825
50512.00    -0.180687    -0.300516     0.779522
50512.25    -0.373160    -0.296971     0.275045
50512.50    -0.498438    -0.006974     0.611368
50512.75    -0.919147    -0.221115     0.621088
50513.00    -0.722688    -0.261850     0.960380
50513.25    -0.867516    -0.210648     1.036323
50513.50    -0.746274     0.033377     2.126975
50513.75    -0.743774    -0.311759     2.964977
50514.00    -0.484910    -0.564408     3.689372
50514.25    -0.590753    -0.770325     3.788233
50514.50    -0.823835    -0.510429     3.626967
50514.75    -1.274017    -0.783441     2.572747
50515.00    -1.237127    -0.860975     1.176112
50515.25    -1.276089    -0.899809     0.067294
50515.50    -1.180496    -0.658664    -0.664040
50515.75    -1.452723    -0.912632    -2.586432
50516.00    -1.451612    -0.968107    -4.180090
50516.25    -1.722288    -0.829287    -5.576774
50516.50    -1.610502    -0.491506    -5.862202
50516.75    -1.703051    -0.453750    -5.783338
50517.00    -1.342202    -0.218522    -4.364558
50517.25    -1.079390     0.170256    -2.534968
50517.50    -0.901085     0.647071    -0.286265
50517.75    -1.099992     0.451942     0.829036
50518.00    -0.964619     0.138289     0.713351
50518.25    -0.917306     0.075327     0.384258
50518.50    -0.931389     0.245008    -0.246560
50518.75    -1.307156    -0.159928    -1.683653
50519.00    -1.034197    -0.422919    -2.817720
50519.25    -1.084089    -0.455008    -3.358207
50519.50    -1.045741    -0.321252    -3.640337
50519.75    -1.430554    -0.638947    -4.074874
50520.00    -1.295641    -0.846362    -4.455779
50520.25    -1.241800    -0.906744    -4.055486
50520.50    -1.056270    -0.754964    -3.503936
50520.75    -1.099316    -0.905889    -3.907150
50521.00    -0.931245    -0.852880    -4.978154
50521.25    -0.896970    -0.565148    -5.568418
50521.50    -0.811495    -0.119989    -5.844766
50521.75    -0.987086    -0.084169    -5.122141
50522.00    -0.560333     0.063436    -4.130111
50522.25    -0.453121     0.399393    -2.407056
50522.50    -0.362143     0.950806     0.694446
50522.75    -0.684914     0.737440     3.762089
50523.00    -0.719458     0.354107     4.947283
50523.25    -0.848966    -0.028795     6.357349
50523.50    -1.172466     0.031407     6.198530
50523.75    -1.627602    -0.235193     4.985606
50524.00    -1.593840    -0.234016     3.605238
50524.25    -1.418487    -0.203081     3.171084
50524.50    -1.270119     0.067671     2.836496
50524.75    -1.330999    -0.189978     2.279830
50525.00    -1.140422    -0.367393     1.854469
50525.25    -1.157539    -0.399519     1.632464
50525.50    -1.236377    -0.135969     1.448163
50525.75    -1.354051    -0.319350     0.632900
50526.00    -1.022912    -0.258837     0.251585
50526.25    -0.863465    -0.054199     0.283546
50526.50    -0.692566     0.371579     0.774944
50526.75    -0.703759     0.285676     0.861737
50527.00    -0.377919     0.295531     0.817745
50527.25    -0.268871     0.278472     1.552646
50527.50    -0.142236     0.514874     2.485485
50527.75    -0.327718     0.229453     2.863926
50528.00    -0.109222     0.035525     3.211050
50528.25    -0.075575    -0.028322     3.857708
50528.50    -0.086017     0.231300     4.433677
50528.75    -0.189970     0.028883     4.212752
50529.00    -0.022868    -0.075279     4.155138
50529.25     0.076324    -0.040156     4.067730
50529.50     0.048623     0.156118     3.924566
50529.75    -0.181962    -0.125243     3.229844
50530.00     0.117930    -0.196718     3.183518
50530.25     0.216966    -0.185649     3.404397
50530.50     0.333591     0.020498     4.146974
50530.75     0.040315    -0.358069     4.196749
50531.00     0.149812    -0.491174     3.629073
50531.25    -0.015057    -0.472575     2.300380
50531.50    -0.320177    -0.282703     0.832208
50531.75    -0.835129    -0.500631    -0.677747
50532.00    -0.747208    -0.548271    -1.688926
50532.25    -0.859135    -0.397902    -2.220319
50532.50    -0.786001    -0.047624    -1.801205
50532.75    -0.945335    -0.000977    -1.310266
50533.00    -0.501173     0.162333     0.617140
50533.25    -0.259421     0.370796     3.099206
50533.50     0.184071     0.712639     6.173954
50533.75     0.260425     0.379683     8.813996
50534.00     0.604552    -0.027852     9.903671
50534.25     0.629657    -0.168023     9.876640
50534.50     0.609774     0.070021     8.597726
50534.75     0.315373    -0.037847     6.712174
50535.00     0.391526    -0.026058     4.762363
50535.25     0.214176     0.109591     3.245972
50535.50     0.052898     0.433642     2.676671
50535.75    -0.339543     0.333742     2.371639
50536.00    -0.430224     0.259775     2.735690
50536.25    -0.364391     0.316109     3.753055
50536.50    -0.379152     0.262199     3.886617
50536.75    -0.422119    -0.089650     2.416511
50537.00    -0.276671    -0.214574     0.820653
50537.25    -0.320761    -0.166936    -0.591728
50537.50    -0.246097     0.068349    -0.704316
50537.75    -0.315997    -0.087673    -1.471516
50538.00     0.046899    -0.109138    -1.612087
50538.25     0.181121    -0.061549    -2.270905
50538.50     0.266479     0.283469    -2.717897
