-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
NANO        49718.000    1995     1     1     0
NANO        52274.750    2001    12    31    18
NANO     -2335726.738 -3451608.345  4812009.996
50197.50    -1.148152    -0.576674     4.338326
50197.75    -1.013104    -0.640901     2.602448
50198.00    -0.696593    -0.703086     1.515792
50198.25    -0.497214    -0.517719     0.408429
50198.50    -0.426518    -0.291091    -0.073321
50198.75    -0.596234    -0.091867     0.163488
50199.00    -0.665424    -0.219935     0.689720
50199.25    -0.647085    -0.141369    -0.267390
50199.50    -0.549276    -0.121528    -0.828903
50199.75    -0.442955    -0.084747    -2.051134
50200.00    -0.211102    -0.163606    -2.041251
50200.25    -0.033821    -0.075395    -2.653792
50200.50     0.167090    -0.039247    -3.366709
50200.75     0.302815     0.041717    -4.497516
50201.00     0.540712     0.123938    -4.918887
50201.25     0.627650     0.441906    -5.468193
50201.50     0.590795     0.631969    -5.465663
50201.75     0.447189     0.742574    -5.349296
50202.00     0.371800     0.650326    -4.452100
50202.25     0.229632     0.604184    -3.834669
50202.50     0.239327     0.522360    -3.524439
50202.75     0.264382     0.420402    -4.015336
50203.00     0.394681     0.189421    -3.438146
50203.25     0.504737     0.164128    -3.528587
50203.50     0.570582     0.129985    -3.406807
50203.75     0.543993     0.068720    -3.401951
50204.00     0.583968    -0.160125    -2.346919
50204.25     0.487200    -0.175644    -1.839279
50204.50     0.440454    -0.216806    -1.534521
50204.75     0.399470    -0.196031    -1.913950
50205.00     0.471899    -0.262609    -1.509354
50205.25     0.493499    -0.151341    -1.505308
50205.50     0.497557    -0.214855    -1.084831
50205.75     0.503496    -0.212314    -1.336888
50206.00     0.593960    -0.282230    -1.143865
50206.25     0.636905    -0.136212    -1.426432
50206.50     0.650974    -0.123856    -1.201814
50206.75     0.693628    -0.022871    -2.172873
50207.00     0.778540    -0.106901    -2.130088
50207.25     0.780812     0.069024    -2.758049
50207.50     0.710500     0.123644    -2.839976
50207.75     0.701743     0.215300    -3.565142
50208.00     0.804859     0.186207    -3.243548
50208.25     0.805072     0.291778    -3.223502
50208.50     0.783806     0.273832    -2.912689
50208.75     0.717551     0.259996    -3.239841
50209.00     0.789065     0.168228    -2.891328
50209.25     0.852044     0.293599    -3.151247
50209.50     0.851972     0.255433    -2.679661
50209.75     0.811838     0.234026    -2.750879
50210.00     0.877529     0.068354    -1.947548
50210.25     0.874098     0.141666    -1.659847
50210.50     0.798394     0.034882    -0.986009
50210.75     0.735340     0.015086    -1.487022
50211.00     0.779136    -0.065145    -1.455398
50211.25     0.810667     0.116548    -2.106543
50211.50     0.840473     0.148699    -2.268057
50211.75     0.834401     0.192511    -2.962886
50212.00     0.901677     0.146437    -2.929761
50212.25     0.911034     0.331808    -3.715392
50212.50     0.872988     0.365782    -3.752682
50212.75     0.817082     0.405161    -4.132279
50213.00     0.831012     0.370464    -3.764547
50213.25     0.805881     0.508606    -4.077953
50213.50     0.778064     0.587183    -4.146665
50213.75     0.721881     0.604831    -4.601152
50214.00     0.773012     0.467775    -4.276052
50214.25     0.773420     0.546316    -4.554684
50214.50     0.723779     0.547038    -4.233835
50214.75     0.645856     0.513368    -4.148620
50215.00     0.633395     0.384152    -3.333200
50215.25     0.567048     0.437039    -2.991187
50215.50     0.530202     0.389256    -2.531378
50215.75     0.493517     0.319965    -2.513361
50216.00     0.504536     0.123690    -1.385346
50216.25     0.405601     0.123433    -0.730867
50216.50     0.288546     0.081609     0.085979
50216.75     0.156806    -0.056517     0.364821
50217.00     0.184806    -0.286685     1.295509
50217.25     0.117768    -0.263816     1.582919
50217.50     0.055596    -0.331202     2.209334
50217.75    -0.120156    -0.429795     2.353919
50218.00    -0.072674    -0.519211     2.654525
50218.25    -0.065411    -0.385698     2.332767
50218.50    -0.137052    -0.350165     2.583853
50218.75    -0.231684    -0.309367     2.140680
50219.00    -0.224851    -0.367804     2.524525
50219.25    -0.213297    -0.268520     2.406394
50219.50    -0.234113    -0.298980     2.849562
50219.75    -0.249763    -0.373416     2.608587
50220.00    -0.213683    -0.545509     3.218671
50220.25    -0.156358    -0.519072     3.375187
50220.50    -0.199923    -0.528752     4.116967
50220.75    -0.331894    -0.507818     4.240603
50221.00    -0.449871    -0.628123     5.181549
50221.25    -0.527917    -0.571764     4.818893
50221.50    -0.534838    -0.581373     4.754524
50221.75    -0.524751    -0.547669     3.587988
50222.00    -0.392662    -0.638653     3.007655
50222.25    -0.334885    -0.525748     2.061771
50222.50    -0.257163    -0.479490     1.457538
50222.75    -0.259641    -0.521953     0.562772
50223.00    -0.140972    -0.562954     0.172116
50223.25    -0.087034    -0.417768    -0.544235
50223.50    -0.090468    -0.388128    -0.391620
50223.75    -0.120412    -0.359117    -0.592363
50224.00    -0.049902    -0.447898    -0.064748
50224.25     0.075176    -0.303930    -0.445701
50224.50     0.155744    -0.281136     0.087837
50224.75     0.181017    -0.372103     0.563337
50225.00     0.184877    -0.468651     1.283487
50225.25     0.167677    -0.424585     1.221232
50225.50     0.155033    -0.370721     0.675121
50225.75     0.212659    -0.297536    -0.345614
50226.00     0.380426    -0.263429    -0.875007
50226.25     0.535217    -0.053910    -1.965597
50226.50     0.635983     0.137932    -2.724520
50226.75     0.719262     0.306626    -4.056381
50227.00     0.795313     0.303442    -4.173288
50227.25     0.800041     0.505199    -4.730338
50227.50     0.790061     0.576005    -4.785735
50227.75     0.685107     0.578056    -4.709513
50228.00     0.593168     0.447184    -3.526457
50228.25     0.352813     0.522279    -2.838769
50228.50     0.177238     0.460431    -2.139880
50228.75     0.128813     0.321438    -2.209933
50229.00     0.185922     0.014675    -1.366175
50229.25     0.263868    -0.027403    -1.425871
50229.50     0.317972    -0.031240    -1.431490
50229.75     0.325795    -0.063342    -1.843031
50230.00     0.398378    -0.199877    -1.402238
50230.25     0.470759    -0.119816    -1.644526
50230.50     0.500874    -0.038097    -1.985020
50230.75     0.478802    -0.070346    -1.950874
50231.00     0.512150    -0.133801    -1.556172
50231.25     0.474329    -0.048947    -1.588667
50231.50     0.451099    -0.035804    -1.383769
50231.75     0.385115    -0.057927    -1.578318
50232.00     0.374395    -0.142465    -0.857933
50232.25     0.352004    -0.020767    -0.975259
50232.50     0.283718     0.000148    -0.556722
50232.75     0.182733    -0.023162    -0.568382
50233.00     0.157974    -0.132809    -0.138704
50233.25     0.169135    -0.064211    -0.489729
50233.50     0.160273    -0.101368    -0.327061
50233.75     0.120533    -0.154071    -0.556249
50234.00     0.169315    -0.265483    -0.295584
50234.25     0.227506    -0.190516    -0.573295
50234.50     0.230556    -0.141659    -0.516271
50234.75     0.223424    -0.091710    -1.297168
50235.00     0.330146    -0.052506    -1.686796
50235.25     0.433014     0.137528    -2.348274
50235.50     0.514704     0.336417    -3.153191
50235.75     0.563584     0.478842    -4.049113
50236.00     0.670145     0.477857    -4.076177
50236.25     0.741478     0.641684    -4.516645
50236.50     0.776753     0.747645    -4.770760
50236.75     0.751449     0.737663    -4.878575
50237.00     0.780110     0.574402    -3.906218
50237.25     0.632514     0.569504    -3.328050
50237.50     0.444729     0.475795    -2.685214
50237.75     0.243985     0.359850    -2.508468
50238.00     0.175237     0.088096    -1.354965
50238.25     0.076787     0.019981    -1.013518
50238.50    -0.000291    -0.073646    -0.759937
50238.75     0.025527    -0.168432    -1.220294
50239.00     0.205185    -0.309979    -1.076533
50239.25     0.376817    -0.178022    -1.752487
50239.50     0.551403    -0.050298    -2.426157
50239.75     0.598912     0.074159    -3.009059
50240.00     0.673898     0.128973    -2.678902
50240.25     0.585058     0.321604    -2.457004
50240.50     0.429928     0.439501    -2.337078
50240.75     0.268767     0.449556    -2.701578
50241.00     0.216765     0.288765    -2.021161
50241.25     0.087234     0.290161    -1.571823
50241.50    -0.027805     0.271463    -1.208129
50241.75    -0.120438     0.198922    -1.293826
50242.00    -0.178742    -0.030827    -0.279086
50242.25    -0.168166     0.049252    -0.470767
50242.50    -0.216503     0.095367    -0.493236
50242.75    -0.327763     0.054233    -0.564675
50243.00    -0.324018    -0.076697    -0.064272
50243.25    -0.287772    -0.008827    -0.289529
50243.50    -0.265079     0.032729    -0.328187
50243.75    -0.269372    -0.004863    -0.763160
50244.00    -0.228009    -0.112756    -0.636017
50244.25    -0.222213     0.031982    -0.976661
50244.50    -0.230531     0.123030    -0.935279
50244.75    -0.290827     0.079697    -0.996009
50245.00    -0.273027    -0.130969    -0.534031
50245.25    -0.229347    -0.139923    -0.897449
50245.50    -0.112033    -0.114419    -1.500184
50245.75    -0.064150    -0.114095    -2.174695
50246.00     0.069870    -0.209315    -1.759842
50246.25     0.158159    -0.095768    -1.792615
50246.50     0.163369    -0.018041    -1.657883
50246.75     0.118711    -0.023645    -1.696757
50247.00     0.138979    -0.172312    -1.030766
50247.25     0.160610    -0.074580    -1.303268
50247.50     0.170116     0.024647    -1.658595
50247.75     0.171156     0.035142    -2.304624
50248.00     0.257544    -0.055068    -2.257184
50248.25     0.350973     0.079209    -2.941972
50248.50     0.427512     0.186349    -3.450951
50248.75     0.414825     0.214211    -3.736446
50249.00     0.450146     0.097270    -2.945334
50249.25     0.484821     0.163561    -2.842708
50249.50     0.464921     0.206765    -2.580790
50249.75     0.341801     0.129063    -2.371786
50250.00     0.330776    -0.021971    -1.968886
50250.25     0.367659     0.148779    -2.594823
50250.50     0.369296     0.209192    -2.593387
50250.75     0.375759     0.176513    -2.571207
50251.00     0.344416     0.000581    -1.512718
50251.25     0.335421     0.095411    -1.708733
50251.50     0.265300     0.111909    -1.663851
50251.75     0.223277     0.052043    -1.819667
50252.00     0.279605    -0.094324    -1.553398
50252.25     0.252796    -0.047262    -1.823371
50252.50     0.274969    -0.111732    -1.893641
50252.75     0.234078    -0.163191    -2.238412
50253.00     0.303596    -0.219490    -2.010123
50253.25     0.372729    -0.145197    -2.192441
50253.50     0.426285    -0.146512    -2.076415
50253.75     0.411904    -0.163447    -2.042402
50254.00     0.585308    -0.231480    -1.397298
50254.25     0.636301    -0.131107    -1.330141
50254.50     0.670758    -0.144767    -1.061654
50254.75     0.587354    -0.194866    -1.025007
50255.00     0.669305    -0.256578    -0.819533
50255.25     0.700314    -0.135028    -1.142175
50255.50     0.742934    -0.054280    -1.450847
50255.75     0.708881    -0.045978    -1.801824
50256.00     0.708773    -0.092162    -1.373294
50256.25     0.670560    -0.001054    -1.760058
50256.50     0.577564     0.003429    -1.565464
50256.75     0.440750    -0.054614    -1.561521
50257.00     0.406196    -0.169541    -0.754460
50257.25     0.346344    -0.132474    -0.429039
50257.50     0.285860    -0.149232     0.232927
50257.75     0.180203    -0.165168     0.207446
50258.00     0.137620    -0.195332     0.503858
50258.25     0.138426    -0.116079     0.056021
50258.50     0.101243    -0.083935    -0.064442
50258.75     0.006127    -0.104552    -0.363966
50259.00     0.018867    -0.157250    -0.094338
50259.25    -0.031879     0.008409    -0.589103
50259.50    -0.103039     0.059089    -0.447894
50259.75    -0.217337     0.054007    -0.360383
50260.00    -0.225903    -0.064690     0.463056
50260.25    -0.256904     0.027591     0.517901
50260.50    -0.280373     0.001676     1.047569
50260.75    -0.346398    -0.027051     1.080262
50261.00    -0.366280    -0.217821     2.001298
50261.25    -0.373991    -0.173098     1.869312
50261.50    -0.444286    -0.142682     1.645886
50261.75    -0.537961    -0.162094     1.149849
50262.00    -0.525137    -0.225812     0.898419
50262.25    -0.486943    -0.096556     0.044737
50262.50    -0.452482    -0.020069    -0.490081
50262.75    -0.430359     0.007689    -1.510977
50263.00    -0.299071    -0.039628    -1.890170
50263.25    -0.159815     0.124550    -2.853378
50263.50    -0.085479     0.222594    -3.218084
50263.75    -0.052522     0.267130    -3.765442
50264.00    -0.000921     0.174907    -3.036410
50264.25    -0.011380     0.273432    -3.050853
50264.50    -0.025917     0.278142    -2.793425
50264.75     0.001944     0.240509    -3.111985
50265.00     0.086188     0.080306    -2.515890
50265.25     0.127853     0.122121    -2.521318
50265.50     0.161708     0.137248    -2.515013
50265.75     0.172301     0.121511    -2.814411
50266.00     0.279639    -0.037292    -2.026611
50266.25     0.325232    -0.001300    -1.679519
50266.50     0.329811     0.028590    -1.104045
50266.75     0.244745    -0.019752    -0.662627
50267.00     0.214044    -0.176889     0.106901
50267.25     0.133477    -0.162800     0.202369
50267.50     0.102024    -0.162089     0.374916
50267.75     0.063958    -0.202685     0.096674
50268.00     0.093140    -0.302452     0.196389
50268.25     0.108995    -0.267912    -0.070110
50268.50     0.079808    -0.190558    -0.549910
50268.75     0.115826    -0.162875    -1.497183
50269.00     0.214764    -0.233155    -1.653792
50269.25     0.255210    -0.085207    -2.294452
50269.50     0.259703     0.009462    -2.729824
50269.75     0.265819     0.085269    -3.488685
50270.00     0.377518     0.019627    -3.239688
50270.25     0.434832     0.168397    -3.660483
50270.50     0.450423     0.228411    -3.768808
50270.75     0.439680     0.256481    -4.173727
50271.00     0.515170     0.141461    -3.401235
50271.25     0.572086     0.178988    -3.274703
50271.50     0.597890     0.189134    -3.089944
50271.75     0.578862     0.188420    -3.137211
50272.00     0.589390     0.041325    -2.049314
50272.25     0.514183     0.032229    -1.534079
50272.50     0.432861     0.030325    -1.156114
50272.75     0.290719    -0.014327    -0.946244
50273.00     0.240663    -0.161991    -0.142842
50273.25     0.127726    -0.125410    -0.035689
50273.50     0.089695    -0.077963    -0.426740
50273.75     0.041913    -0.085456    -1.046858
50274.00     0.120108    -0.208951    -0.826080
50274.25     0.177356    -0.052823    -1.555882
50274.50     0.219761     0.040150    -2.163845
50274.75     0.265082     0.128446    -3.105128
50275.00     0.438022     0.105859    -3.057962
50275.25     0.547822     0.260743    -3.521811
50275.50     0.623370     0.354289    -3.805928
50275.75     0.616663     0.453877    -4.467111
50276.00     0.654652     0.327661    -3.661237
50276.25     0.616114     0.383854    -3.560022
50276.50     0.591648     0.391063    -3.418274
50276.75     0.531982     0.374772    -3.682448
50277.00     0.541993     0.177004    -2.850867
50277.25     0.543441     0.194492    -2.756600
50277.50     0.529488     0.211369    -2.753489
50277.75     0.459861     0.207534    -2.946592
50278.00     0.490358     0.027628    -1.978973
50278.25     0.481325     0.038197    -1.665753
50278.50     0.495970     0.059422    -1.519726
50278.75     0.387443     0.042999    -1.496948
50279.00     0.379012    -0.118980    -0.475284
50279.25     0.352355    -0.093200    -0.363677
50279.50     0.318978    -0.107138    -0.183577
50279.75     0.189759    -0.163249    -0.353839
50280.00     0.227809    -0.347758     0.278373
50280.25     0.218234    -0.340206     0.193145
50280.50     0.190674    -0.337739     0.264984
50280.75     0.169670    -0.278659    -0.298123
50281.00     0.276550    -0.358644     0.094416
50281.25     0.321608    -0.254805     0.075551
50281.50     0.286943    -0.181124     0.281577
50281.75     0.233037    -0.101052    -0.100300
50282.00     0.237170    -0.136677     0.093088
50282.25     0.164418    -0.004309    -0.311759
50282.50     0.144905     0.138584    -0.810527
50282.75     0.060819     0.194223    -1.328598
50283.00     0.063488     0.145193    -1.340356
50283.25     0.040585     0.270556    -1.871457
50283.50    -0.026707     0.300265    -1.828483
50283.75    -0.135048     0.328157    -2.253591
50284.00    -0.114325     0.172339    -1.886688
50284.25    -0.084193     0.194206    -1.945636
50284.50    -0.093340     0.099975    -1.626421
50284.75    -0.073909     0.051054    -2.010192
50285.00     0.053280    -0.085338    -1.780788
50285.25     0.215377     0.030030    -2.414083
50285.50     0.325613     0.101937    -2.717811
50285.75     0.393390     0.162064    -3.474133
50286.00     0.536067     0.093795    -3.219967
50286.25     0.627396     0.270965    -3.783798
50286.50     0.651458     0.378829    -4.192135
50286.75     0.657668     0.413962    -4.664072
50287.00     0.739510     0.286528    -4.103917
50287.25     0.800001     0.329086    -4.140540
50287.50     0.840882     0.365148    -4.251112
50287.75     0.851666     0.418459    -4.696845
50288.00     0.924507     0.313310    -3.950786
50288.25     0.933983     0.373049    -3.832274
50288.50     0.946726     0.422240    -3.788084
50288.75     0.870577     0.455527    -4.155350
50289.00     0.824365     0.343366    -3.338181
50289.25     0.790936     0.389931    -3.252502
50289.50     0.759784     0.433376    -3.303563
50289.75     0.691034     0.433237    -3.600571
50290.00     0.684476     0.343560    -2.969039
50290.25     0.631834     0.438190    -3.034677
50290.50     0.580454     0.488395    -2.920083
50290.75     0.491556     0.508040    -3.106223
50291.00     0.475934     0.388003    -2.230351
50291.25     0.452863     0.446763    -2.291921
50291.50     0.470946     0.500290    -2.359983
50291.75     0.434069     0.520691    -2.851086
50292.00     0.452111     0.434086    -2.360426
50292.25     0.478138     0.535358    -2.646071
50292.50     0.486087     0.618502    -2.925730
50292.75     0.446367     0.648217    -3.480376
50293.00     0.462208     0.559366    -3.256993
50293.25     0.482682     0.624558    -3.511623
50293.50     0.439932     0.645074    -3.412260
50293.75     0.315743     0.633798    -3.689360
50294.00     0.310775     0.517404    -3.171957
50294.25     0.213042     0.502226    -3.035960
50294.50     0.179098     0.484251    -2.964158
50294.75     0.077906     0.403763    -2.954230
50295.00     0.105154     0.207753    -2.135924
50295.25     0.125194     0.257286    -2.189542
50295.50     0.126040     0.269440    -2.144383
50295.75     0.067505     0.241733    -2.272412
50296.00     0.085652     0.086990    -1.535574
50296.25     0.026796     0.103597    -1.227193
50296.50    -0.051021     0.094513    -0.927243
50296.75    -0.181771     0.060213    -0.862664
50297.00    -0.159523    -0.135833    -0.126335
50297.25    -0.222207    -0.142500     0.169370
50297.50    -0.300098    -0.189977     0.675075
50297.75    -0.383625    -0.198370     0.316729
50298.00    -0.378422    -0.339796     0.566448
50298.25    -0.311214    -0.260666     0.013912
50298.50    -0.304045    -0.275461     0.103830
50298.75    -0.313981    -0.325487    -0.198801
50299.00    -0.233004    -0.449427     0.291989
50299.25    -0.192410    -0.394868     0.300410
50299.50    -0.221557    -0.434937     0.767815
50299.75    -0.310033    -0.492970     1.037660
50300.00    -0.229920    -0.597418     1.648436
50300.25    -0.149888    -0.612400     1.759406
50300.50    -0.072947    -0.596965     1.434418
50300.75    -0.082265    -0.486043     0.270836
50301.00     0.033228    -0.436248    -0.200565
50301.25     0.069640    -0.242159    -1.028908
50301.50     0.054197    -0.152902    -1.435011
50301.75     0.090143    -0.091181    -2.253442
50302.00     0.274980    -0.097291    -2.137205
50302.25     0.420612     0.104770    -2.743267
50302.50     0.495682     0.269253    -3.127523
50302.75     0.528321     0.362978    -3.772597
50303.00     0.618966     0.339212    -3.394198
50303.25     0.613880     0.489901    -3.665010
50303.50     0.611748     0.593558    -3.949163
50303.75     0.519452     0.673579    -4.444440
50304.00     0.528591     0.537507    -3.782931
50304.25     0.444266     0.557094    -3.664356
50304.50     0.382739     0.560283    -3.513998
50304.75     0.266945     0.514712    -3.496565
50305.00     0.228378     0.293376    -2.175181
50305.25     0.161430     0.261991    -1.463972
50305.50     0.087883     0.248773    -0.948298
50305.75    -0.026716     0.170840    -0.737555
50306.00    -0.001715    -0.003052     0.027801
50306.25    -0.028087     0.075731     0.196009
50306.50    -0.091644     0.146974     0.080023
50306.75    -0.253924     0.158376    -0.562083
50307.00    -0.164413     0.012037    -0.751186
50307.25     0.010695     0.104311    -1.689124
50307.50     0.112507     0.185874    -2.204003
50307.75     0.168199     0.266564    -2.989763
50308.00     0.308183     0.215908    -2.749943
50308.25     0.374557     0.328744    -3.041710
50308.50     0.390444     0.440177    -3.200059
50308.75     0.360741     0.482522    -3.721341
50309.00     0.385608     0.359865    -3.120575
50309.25     0.361667     0.401699    -3.093528
50309.50     0.373744     0.445207    -3.248454
50309.75     0.310066     0.428745    -3.511199
50310.00     0.346801     0.305519    -3.245289
50310.25     0.402462     0.355977    -3.391960
50310.50     0.412849     0.409464    -3.521789
50310.75     0.340052     0.387733    -3.500858
50311.00     0.352107     0.241006    -2.751106
50311.25     0.340298     0.307962    -2.698872
50311.50     0.310479     0.300160    -2.473072
50311.75     0.211212     0.277515    -2.528423
50312.00     0.238805     0.102996    -1.818009
50312.25     0.202124     0.087609    -1.709733
50312.50     0.127828     0.052295    -1.325943
50312.75     0.082232     0.036435    -1.734584
50313.00     0.156674    -0.149712    -1.061196
50313.25     0.211512    -0.047778    -1.366312
50313.50     0.190641     0.006977    -1.448400
50313.75     0.147138     0.106032    -2.078360
50314.00     0.185700     0.064443    -1.504055
50314.25     0.137035     0.198356    -1.222461
50314.50     0.036993     0.265087    -0.753512
50314.75    -0.086596     0.244209    -0.885825
50315.00    -0.074119     0.070442    -0.212997
50315.25    -0.072339     0.125819    -0.526089
50315.50    -0.089478     0.150100    -0.638065
50315.75    -0.090044     0.188175    -1.495546
50316.00     0.006413     0.080228    -1.458699
50316.25     0.059996     0.232473    -2.055428
50316.50     0.073205     0.335818    -2.389307
50316.75     0.050191     0.391665    -3.012355
50317.00     0.136403     0.271879    -2.511547
50317.25     0.194960     0.367011    -2.721922
50317.50     0.190379     0.429157    -2.626013
50317.75     0.136520     0.491316    -3.171620
50318.00     0.172233     0.354172    -2.544364
50318.25     0.156824     0.449180    -2.797469
50318.50     0.151044     0.490305    -3.033252
50318.75     0.135263     0.465120    -3.616481
50319.00     0.164997     0.301289    -2.954133
50319.25     0.186986     0.363825    -3.276075
50319.50     0.174674     0.428004    -3.325564
50319.75     0.109833     0.439486    -3.717057
50320.00     0.082502     0.248242    -2.753371
50320.25     0.012184     0.261368    -2.379786
50320.50    -0.057643     0.284617    -2.041565
50320.75    -0.228982     0.259526    -1.791270
50321.00    -0.295461     0.092023    -0.663560
50321.25    -0.405407     0.078354    -0.088399
50321.50    -0.425245     0.056580     0.225610
50321.75    -0.483663    -0.002281     0.125445
50322.00    -0.428676    -0.204156     0.976596
50322.25    -0.396384    -0.171381     0.988699
50322.50    -0.363083    -0.134519     0.832695
50322.75    -0.321698    -0.070565    -0.014279
50323.00    -0.265901    -0.075939     0.033160
50323.25    -0.190867     0.111717    -0.883308
50323.50    -0.148970     0.247585    -1.521552
50323.75    -0.124002     0.383952    -2.569511
50324.00    -0.044785     0.370188    -2.630506
50324.25     0.017181     0.518330    -3.169435
50324.50     0.001007     0.532605    -2.789146
50324.75    -0.052746     0.551519    -2.998042
50325.00    -0.067505     0.356629    -1.662189
50325.25    -0.232664     0.346278    -1.114992
50325.50    -0.450349     0.283317    -0.262538
50325.75    -0.651331     0.191556    -0.406475
50326.00    -0.629622    -0.110674     0.111329
50326.25    -0.599796    -0.144683    -0.018157
50326.50    -0.591640    -0.212684     0.200193
50326.75    -0.593592    -0.259391    -0.543253
50327.00    -0.432052    -0.412875    -0.265378
50327.25    -0.340766    -0.383449    -0.517715
50327.50    -0.258038    -0.398931    -0.499101
50327.75    -0.233420    -0.372505    -1.001510
50328.00    -0.113510    -0.464367    -0.341494
50328.25    -0.007308    -0.333099    -0.719283
50328.50     0.039700    -0.240885    -0.745709
50328.75     0.066149    -0.213070    -1.267025
50329.00     0.157984    -0.304461    -0.778103
50329.25     0.170406    -0.203602    -0.927591
50329.50     0.176916    -0.161574    -0.855152
50329.75     0.186311    -0.136334    -1.255308
50330.00     0.197180    -0.245468    -0.736813
50330.25     0.116639    -0.194326    -0.771736
50330.50     0.048031    -0.179665    -0.442638
50330.75    -0.078473    -0.223350    -0.331251
50331.00    -0.081795    -0.313806     0.217899
50331.25    -0.087740    -0.225956     0.003425
50331.50    -0.098372    -0.189194     0.081885
50331.75    -0.153217    -0.155266    -0.521864
50332.00    -0.080218    -0.140806    -0.551040
50332.25    -0.050450    -0.028960    -0.977100
50332.50    -0.084447     0.068436    -1.011728
50332.75    -0.144092     0.120535    -1.373347
50333.00    -0.150614     0.020735    -0.560650
50333.25    -0.276021     0.025274    -0.375687
50333.50    -0.395107     0.020851    -0.223062
50333.75    -0.485292    -0.008653    -0.655130
50334.00    -0.432506    -0.117450    -0.258839
50334.25    -0.407852    -0.058190    -0.411148
50334.50    -0.335549    -0.029933    -0.465903
50334.75    -0.293421     0.005467    -1.249690
50335.00    -0.102227    -0.106632    -1.066076
50335.25     0.001291     0.022231    -1.595460
50335.50     0.075990     0.114264    -1.868467
50335.75     0.118457     0.191606    -2.473256
50336.00     0.270048     0.173653    -2.182363
50336.25     0.382401     0.380828    -2.724395
50336.50     0.415454     0.502682    -2.743721
50336.75     0.434760     0.581983    -3.135686
50337.00     0.474671     0.504009    -2.257448
50337.25     0.415190     0.585572    -2.158313
50337.50     0.335835     0.612927    -1.806647
50337.75     0.202700     0.528669    -1.687087
50338.00     0.089344     0.294027    -0.342664
50338.25     0.008489     0.254257    -0.156244
50338.50    -0.107628     0.187598     0.490411
50338.75    -0.234602     0.122201     0.469578
50339.00    -0.260673    -0.116078     1.565134
50339.25    -0.304830    -0.138180     1.926539
50339.50    -0.363168    -0.180829     2.516380
50339.75    -0.507681    -0.222563     2.640059
50340.00    -0.507241    -0.364786     3.154215
50340.25    -0.532008    -0.309667     3.212671
50340.50    -0.544511    -0.323320     3.560743
50340.75    -0.560579    -0.347424     3.345643
50341.00    -0.440198    -0.450005     3.665783
50341.25    -0.315877    -0.464760     3.899340
50341.50    -0.288738    -0.560267     4.507570
50341.75    -0.339574    -0.516694     3.556068
50342.00    -0.179364    -0.479852     2.843775
50342.25    -0.006419    -0.377279     1.734305
50342.50     0.078936    -0.266525     1.033885
50342.75     0.143121    -0.155736    -0.272281
50343.00     0.263272    -0.092870    -0.588778
50343.25     0.393546     0.111234    -1.626779
50343.50     0.408594     0.284398    -2.069495
50343.75     0.416050     0.408981    -2.997049
50344.00     0.404835     0.418093    -2.750410
50344.25     0.296238     0.548231    -3.077312
50344.50     0.148932     0.555937    -2.776151
50344.75     0.050606     0.570300    -3.155106
50345.00     0.050656     0.395571    -2.480233
50345.25     0.065880     0.286191    -2.271557
50345.50     0.109574     0.105661    -2.020032
50345.75     0.085767     0.016911    -2.531669
50346.00     0.154470    -0.085949    -2.167987
50346.25     0.116799    -0.030111    -2.141304
50346.50     0.073472    -0.030949    -1.674917
50346.75    -0.008411    -0.114054    -1.504284
50347.00     0.029641    -0.262502    -1.089758
50347.25     0.067248    -0.172571    -1.222390
50347.50     0.038945    -0.165104    -0.806592
50347.75     0.028989    -0.169693    -0.890325
50348.00     0.091941    -0.300559    -0.212455
50348.25     0.216633    -0.217355    -0.857504
50348.50     0.287690    -0.166833    -1.116994
50348.75     0.365774    -0.009400    -2.463483
50349.00     0.474191     0.059319    -2.393293
50349.25     0.546204     0.275602    -3.165946
50349.50     0.577798     0.352205    -2.941628
50349.75     0.583862     0.427359    -3.463253
50350.00     0.633242     0.305776    -2.408671
50350.25     0.595057     0.318609    -2.467876
50350.50     0.598981     0.277298    -2.280878
50350.75     0.583416     0.243572    -2.742266
50351.00     0.636604     0.115522    -2.085391
50351.25     0.652212     0.258053    -2.621896
50351.50     0.596535     0.321685    -2.424984
50351.75     0.492298     0.398126    -2.786970
50352.00     0.491967     0.247194    -1.789657
50352.25     0.356284     0.269939    -1.659744
50352.50     0.262569     0.196941    -1.295615
50352.75     0.153371     0.134518    -1.513245
50353.00     0.187330     0.013275    -1.072044
50353.25     0.187767     0.043936    -1.420992
50353.50     0.181241     0.024291    -1.424272
50353.75     0.174266     0.015045    -2.007247
50354.00     0.209174    -0.092155    -1.522603
50354.25     0.239109    -0.093518    -1.740674
50354.50     0.261456    -0.087465    -1.632158
50354.75     0.298421     0.003507    -2.383257
50355.00     0.328728    -0.099810    -1.547941
50355.25     0.329632    -0.063605    -1.531334
50355.50     0.311414    -0.112167    -1.075408
50355.75     0.329143    -0.094744    -1.425410
50356.00     0.329286    -0.235683    -0.494742
