-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
USNO        49718.000    1995     1     1     0
USNO        52274.750    2001    12    31    18
USNO      1112189.893 -4842955.037  3985352.249
50043.00    -2.173310    -0.520415     1.394400
50043.25    -2.310310    -0.607065     0.540409
50043.50    -1.956450    -0.504442     0.192349
50043.75    -1.910971    -0.668232    -0.929622
50044.00    -1.389132    -0.567268    -0.937543
50044.25    -1.442847    -0.476725    -0.879798
50044.50    -0.990127    -0.264435    -0.071930
50044.75    -0.951411    -0.494478    -0.658692
50045.00    -0.448092    -0.536260    -1.418941
50045.25    -0.294972    -0.531087    -2.417779
50045.50     0.226313    -0.330248    -3.029849
50045.75     0.286995    -0.452959    -4.381208
50046.00     0.884431    -0.291223    -3.971263
50046.25     0.798209    -0.244233    -3.895148
50046.50     0.977371     0.024056    -2.610049
50046.75     0.636498    -0.036386    -1.832777
50047.00     0.801882     0.013844    -0.673503
50047.25     0.560699     0.002254    -0.369353
50047.50     0.638293     0.242336     0.423586
50047.75     0.197707     0.238824     1.167407
50048.00     0.278830     0.304263     2.572238
50048.25     0.083953     0.373140     2.866228
50048.50     0.139087     0.574684     3.660393
50048.75    -0.396865     0.424589     4.091089
50049.00    -0.425825     0.312069     4.551892
50049.25    -0.885885     0.041610     4.026162
50049.50    -0.750063    -0.176182     2.911481
50049.75    -0.942467    -0.546368     0.341637
50050.00    -0.713410    -0.479321    -0.845893
50050.25    -1.178537    -0.488392    -1.334326
50050.50    -1.131938    -0.356583    -1.213771
50050.75    -1.559275    -0.565359    -1.654930
50051.00    -1.606965    -0.580792    -1.340138
50051.25    -1.841546    -0.608219    -1.429267
50051.50    -1.634682    -0.393711    -0.893004
50051.75    -1.807995    -0.421491    -0.890634
50052.00    -1.701027    -0.214086     0.658338
50052.25    -1.959678    -0.090820     2.317182
50052.50    -1.937777    -0.033534     4.298144
50052.75    -2.175701    -0.343950     4.844644
50053.00    -1.750421    -0.502605     4.448638
50053.25    -1.808467    -0.636222     2.494630
50053.50    -1.516199    -0.476509     0.776282
50053.75    -1.747335    -0.594160    -1.102513
50054.00    -1.682732    -0.440333    -1.445240
50054.25    -2.269752    -0.316803    -1.561722
50054.50    -2.472174    -0.124042    -0.823000
50054.75    -2.959721    -0.365964    -0.294772
50055.00    -2.747710    -0.470887     0.200753
50055.25    -2.789434    -0.559864    -0.116498
50055.50    -2.634995    -0.423879    -0.264630
50055.75    -3.043513    -0.595136    -1.515269
50056.00    -2.849333    -0.539849    -2.123257
50056.25    -2.881153    -0.415722    -3.181498
50056.50    -2.729713    -0.142974    -2.954277
50056.75    -3.064103    -0.213899    -2.998292
50057.00    -3.018478    -0.302743    -1.606211
50057.25    -3.166137    -0.580101    -1.574749
50057.50    -2.769381    -0.546749    -1.921651
50057.75    -2.826567    -0.724841    -2.647018
50058.00    -2.397267    -0.697341    -2.005242
50058.25    -2.250457    -0.710645    -1.915272
50058.50    -1.702703    -0.492712    -1.270569
50058.75    -1.776357    -0.665457    -1.996535
50059.00    -1.383688    -0.640473    -2.297302
50059.25    -1.444543    -0.660472    -3.712743
50059.50    -1.198721    -0.495484    -4.312939
50059.75    -1.566055    -0.555898    -5.582119
50060.00    -1.565630    -0.453286    -4.986850
50060.25    -1.981246    -0.307209    -4.256080
50060.50    -2.068912    -0.260746    -3.044031
50060.75    -2.557927    -0.651452    -2.796082
50061.00    -2.236302    -0.802891    -2.862670
50061.25    -2.460326    -0.987165    -3.430727
50061.50    -2.284105    -0.940180    -3.435693
50061.75    -2.712589    -1.189449    -3.452864
50062.00    -2.557412    -1.224860    -2.764452
50062.25    -2.747896    -1.268925    -2.652196
50062.50    -2.759066    -1.181886    -3.199121
50062.75    -2.963714    -1.350566    -4.362708
50063.00    -2.570699    -1.201188    -4.309447
50063.25    -2.439986    -1.154813    -4.905303
50063.50    -1.961413    -0.961356    -5.259898
50063.75    -1.807029    -1.001158    -5.687037
50064.00    -0.918302    -0.813233    -5.661407
50064.25    -0.624815    -0.686742    -6.215238
50064.50    -0.378776    -0.362378    -5.943884
50064.75    -0.346994    -0.316548    -6.080803
50065.00    -0.188018    -0.125706    -4.890662
50065.25    -0.221945     0.055307    -4.302100
50065.50    -0.222239     0.256522    -2.861628
50065.75    -0.586244     0.063246    -1.780404
50066.00    -0.325419    -0.123800    -1.575717
50066.25    -0.415374    -0.251341    -2.196711
50066.50    -0.314673    -0.191265    -2.857495
50066.75    -0.721288    -0.377750    -4.029645
50067.00    -0.555895    -0.319796    -3.608102
50067.25    -0.722639    -0.285309    -3.138648
50067.50    -0.675685    -0.196073    -2.523656
50067.75    -0.918634    -0.505606    -3.906615
50068.00    -0.555777    -0.513567    -4.218313
50068.25    -0.604660    -0.609457    -5.267046
50068.50    -0.345840    -0.514705    -5.921886
50068.75    -0.459807    -0.606542    -6.466028
50069.00    -0.159211    -0.519328    -5.977181
50069.25    -0.322241    -0.447327    -5.622647
50069.50    -0.118043    -0.159068    -4.383971
50069.75    -0.293768    -0.169627    -3.936616
50070.00    -0.183481    -0.054446    -2.503077
50070.25    -0.298259     0.084001    -1.529111
50070.50     0.066505     0.484346     1.014415
50070.75    -0.333043     0.447631     2.552694
50071.00    -0.360288     0.280782     3.903717
50071.25    -0.735558     0.040324     3.768195
50071.50    -0.709946    -0.045320     3.031546
50071.75    -1.171360    -0.296000     1.513007
50072.00    -0.895642    -0.274148     1.519305
50072.25    -1.202917    -0.352109     1.423035
50072.50    -1.048786    -0.191289     1.973019
50072.75    -1.368618    -0.381156     2.066908
50073.00    -1.053075    -0.479963     1.583476
50073.25    -1.361749    -0.556182     0.742582
50073.50    -1.025235    -0.377089     0.672903
50073.75    -1.103498    -0.573535    -0.158596
50074.00    -0.717101    -0.554896    -0.152176
50074.25    -0.727801    -0.578555    -0.486486
50074.50    -0.372712    -0.342825     0.077184
50074.75    -0.643132    -0.511247    -0.288244
50075.00    -0.326171    -0.488332     0.091636
50075.25    -0.538087    -0.504478     0.171553
50075.50    -0.399359    -0.378846     0.538848
50075.75    -0.743931    -0.598355     0.275663
50076.00    -0.506059    -0.607077     0.268925
50076.25    -0.778891    -0.581533     0.180394
50076.50    -0.711427    -0.421841     0.711388
50076.75    -0.988693    -0.513889     1.200670
50077.00    -0.870102    -0.593727     1.486331
50077.25    -1.144443    -0.664037     1.382099
50077.50    -0.890610    -0.515342     1.463894
50077.75    -1.052267    -0.622114     1.104107
50078.00    -0.889235    -0.604833     1.160292
50078.25    -0.956224    -0.604639     1.208021
50078.50    -0.718223    -0.540833     1.156592
50078.75    -0.854957    -0.817271    -0.155941
50079.00    -0.380391    -0.831220    -0.640747
50079.25    -0.407504    -0.901657    -1.503695
50079.50    -0.079920    -0.742481    -1.828590
50079.75    -0.118837    -0.939727    -2.632591
50080.00     0.201153    -0.939124    -3.072087
50080.25     0.070753    -0.996180    -3.905416
50080.50     0.523282    -0.805684    -4.030373
50080.75     0.520119    -0.859174    -4.382319
50081.00     0.811127    -0.714433    -4.033775
50081.25     0.861722    -0.572751    -3.702625
50081.50     1.116229    -0.322323    -2.832909
50081.75     0.949306    -0.384658    -2.296816
50082.00     1.236637    -0.287848    -1.241255
50082.25     1.098503    -0.127802    -0.424737
50082.50     1.056894     0.165233     0.825685
50082.75     0.667866     0.138743     1.266649
50083.00     0.553235     0.155248     1.924170
50083.25     0.116696     0.068512     1.650794
50083.50     0.266743     0.181299     1.860514
50083.75    -0.098085     0.023378     1.073131
50084.00     0.173585    -0.007021     1.492073
50084.25     0.095367     0.012844     1.886880
50084.50     0.260432     0.253246     2.920557
50084.75     0.220472     0.254666     3.347410
50085.00     0.245187     0.367606     4.665877
50085.25    -0.107416     0.520481     6.225923
50085.50    -0.351901     0.536349     7.325734
50085.75    -0.687016     0.248263     5.503757
50086.00    -0.584701     0.148680     4.200813
50086.25    -1.037460    -0.019511     2.323241
50086.50    -0.870966     0.001181     0.883460
50086.75    -1.205743    -0.248384    -1.262660
50087.00    -1.031865    -0.361793    -1.858785
50087.25    -1.115673    -0.505191    -2.562953
50087.50    -0.979924    -0.465494    -2.824598
50087.75    -1.172810    -0.764372    -4.256064
50088.00    -0.909778    -0.820940    -4.811404
50088.25    -1.033339    -0.911474    -5.967981
50088.50    -0.743869    -0.762632    -6.071186
50088.75    -0.825892    -0.825371    -5.992718
50089.00    -0.480753    -0.702856    -4.721648
50089.25    -0.384232    -0.565374    -3.406784
50089.50    -0.024551    -0.225021    -1.316065
50089.75    -0.145308    -0.267730     0.784169
50090.00    -0.101686    -0.277506     3.606400
50090.25    -0.503690    -0.348953     4.929991
50090.50    -0.499818    -0.268578     5.446847
50090.75    -0.708755    -0.541366     3.635093
50091.00    -0.685655    -0.522068     2.968702
50091.25    -0.812495    -0.461192     2.867423
50091.50    -0.610585    -0.199788     3.364147
50091.75    -0.603072    -0.218852     3.849646
50092.00    -0.453087    -0.283278     4.293398
50092.25    -0.603154    -0.376406     4.039285
50092.50    -0.640767    -0.369251     2.921780
50092.75    -0.898527    -0.630826     0.864452
50093.00    -0.823499    -0.667099    -0.451015
50093.25    -1.093011    -0.625820    -1.329622
50093.50    -1.198793    -0.399271    -1.253863
50093.75    -1.577728    -0.377247    -1.269477
50094.00    -1.396539    -0.178756    -0.099221
50094.25    -1.484850     0.005725     1.075767
50094.50    -1.318516     0.221217     2.963209
50094.75    -1.761762    -0.053799     4.305941
50095.00    -1.673332    -0.243925     4.549955
50095.25    -1.870182    -0.276754     4.221557
50095.50    -1.860322    -0.090549     4.112979
50095.75    -2.070949    -0.254809     3.633408
50096.00    -1.885071    -0.251356     3.286237
50096.25    -2.061736    -0.241097     2.225990
50096.50    -1.895500    -0.054842     2.101545
50096.75    -1.995769    -0.262219     2.087762
50097.00    -1.561993    -0.466358     1.840354
50097.25    -1.294059    -0.594543     0.620650
50097.50    -0.689214    -0.523877    -0.868718
50097.75    -0.604134    -0.713330    -3.303648
50098.00    -0.372956    -0.623391    -4.449731
50098.25    -0.521202    -0.438311    -4.826873
50098.50    -0.500975    -0.083019    -4.105720
50098.75    -0.808602    -0.123607    -3.739345
50099.00    -0.717558    -0.074818    -1.898196
50099.25    -0.973383    -0.096556    -0.743605
50099.50    -0.924894    -0.053709    -0.183005
50099.75    -1.068464    -0.203139    -1.124782
50100.00    -0.743388    -0.080813    -1.433116
50100.25    -0.967549     0.010120    -2.217780
50100.50    -0.961871     0.225365    -1.851192
50100.75    -1.109570     0.354281    -0.958403
50101.00    -1.007336     0.539221     1.450233
50101.25    -1.288021     0.633528     3.453865
50101.50    -1.169481     0.732119     6.227343
50101.75    -1.583236     0.082507     6.043100
50102.00    -1.381622    -0.441172     2.160891
50102.25    -1.330599    -0.509271    -1.260356
50102.50    -1.014228    -0.365724    -2.900595
50102.75    -1.086469    -0.496692    -4.728416
50103.00    -0.661088    -0.364682    -4.333338
50103.25    -0.832932    -0.306945    -4.748904
50103.50    -0.711171    -0.165312    -4.536804
50103.75    -1.050950    -0.431908    -5.153333
50104.00    -0.983149    -0.472825    -4.639881
50104.25    -1.386878    -0.567690    -5.257688
50104.50    -1.258132    -0.444713    -4.852734
50104.75    -1.536640    -0.565480    -4.779601
50105.00    -1.564576    -0.503642    -3.358872
50105.25    -1.720135    -0.513028    -2.859882
50105.50    -1.510137    -0.234850    -1.606202
50105.75    -1.588504    -0.210211    -1.301486
50106.00    -1.286008     0.007245     0.259698
50106.25    -1.582511     0.275801     2.149517
50106.50    -1.635463     0.473984     4.680807
50106.75    -1.942547     0.054684     5.690950
50107.00    -1.596144    -0.480059     3.428453
50107.25    -1.704321    -0.724214     0.022597
50107.50    -1.323515    -0.583003    -2.133421
50107.75    -1.229569    -0.577072    -4.171654
50108.00    -0.906507    -0.419652    -4.490032
50108.25    -0.923526    -0.356841    -5.388250
50108.50    -0.433207    -0.123404    -5.251012
50108.75    -0.369741    -0.100551    -5.266037
50109.00     0.026794     0.066939    -3.851564
50109.25    -0.250159     0.326072    -1.502649
50109.50    -0.303517     0.417811     1.670696
50109.75    -0.550629    -0.326409     2.498828
50110.00    -0.065370    -0.756338     0.924801
50110.25    -0.013996    -0.936170    -0.420056
50110.50     0.452062    -0.853868    -2.219381
50110.75     0.523596    -0.840385    -3.835108
50111.00     0.867159    -0.602313    -3.717630
50111.25     0.609428    -0.385537    -3.851803
50111.50     0.444596    -0.022962    -2.807795
50111.75    -0.033205    -0.049914    -2.040086
50112.00    -0.175379    -0.180689    -1.082079
50112.25    -0.473684    -0.313462    -1.332339
50112.50    -0.208130    -0.149200    -0.920311
50112.75    -0.285325    -0.259615    -0.704044
50113.00    -0.133136    -0.144926     0.459340
50113.25    -0.172924    -0.125609     1.654673
50113.50    -0.010030    -0.044999     2.030914
50113.75    -0.191301    -0.263851     0.630347
50114.00     0.047671    -0.251660     0.114827
50114.25    -0.050564    -0.244937    -0.993977
50114.50     0.103813    -0.033515    -1.017758
50114.75    -0.022623    -0.211255    -1.899086
50115.00     0.215489    -0.208254    -1.492196
50115.25     0.131507    -0.297434    -1.515292
50115.50     0.503411    -0.238230    -1.233216
50115.75     0.560179    -0.420217    -1.991290
50116.00     0.969493    -0.391432    -1.259425
50116.25     0.863774    -0.424001    -1.272838
50116.50     0.876828    -0.392338    -1.431189
50116.75     0.688869    -0.610533    -2.666608
50117.00     0.712826    -0.731635    -2.986157
50117.25     0.468402    -0.819994    -3.690408
50117.50     0.605600    -0.757480    -4.243649
50117.75     0.359552    -0.966060    -5.219999
50118.00     0.440474    -0.979038    -5.433928
50118.25     0.369801    -0.956819    -5.870147
50118.50     0.697455    -0.716696    -5.531850
50118.75     0.486337    -0.816352    -4.909364
50119.00     0.960521    -0.752740    -3.397721
50119.25     1.095294    -0.727070    -3.699154
50119.50     1.371675    -0.474064    -3.967898
50119.75     1.294496    -0.545058    -4.809523
50120.00     1.568661    -0.317478    -3.541311
50120.25     1.443782    -0.116485    -2.568694
50120.50     1.605089     0.189189    -0.965438
50120.75     1.177078     0.139290    -0.039578
50121.00     1.189381     0.147888     1.630026
50121.25     0.954898     0.117611     2.495871
50121.50     1.260036     0.301834     3.932106
50121.75     1.033235     0.214250     4.905277
50122.00     1.152718     0.226234     6.578923
50122.25     1.146671     0.090758     6.769744
50122.50     1.570961     0.198620     6.615829
50122.75     1.352700     0.012829     5.391178
50123.00     1.602915     0.013385     4.629288
50123.25     1.559868     0.078781     4.062276
50123.50     1.847743     0.347295     3.939616
50123.75     1.631810     0.355271     4.502248
50124.00     1.787419     0.432546     5.964568
50124.25     1.328934     0.284774     6.759091
50124.50     1.259800     0.312005     7.366218
50124.75     0.799375    -0.008497     6.632560
50125.00     0.993641    -0.216558     5.707845
50125.25     0.685216    -0.456367     4.326633
50125.50     0.918230    -0.340244     3.435461
50125.75     0.749921    -0.513027     2.412494
50126.00     0.676902    -0.495855     1.858849
50126.25     0.320358    -0.491173     1.216477
50126.50     0.303437    -0.251676     1.643976
50126.75    -0.044524    -0.206675     1.839661
50127.00    -0.180039     0.096800     3.613652
50127.25    -0.756181     0.402306     5.788210
50127.50    -1.223284     0.543437     7.765421
50127.75    -1.763084     0.248537     6.736267
50128.00    -1.680103     0.207590     5.650374
50128.25    -1.909688     0.156540     4.255585
50128.50    -1.723654     0.289052     3.985072
50128.75    -1.730816     0.062164     2.539858
50129.00    -1.552253     0.032705     1.762480
50129.25    -1.567048     0.079408     1.213713
50129.50    -1.267500     0.256311     1.882111
50129.75    -1.382021     0.080214     2.214829
50130.00    -1.571975    -0.078786     2.361097
50130.25    -1.833007    -0.141448     2.469410
50130.50    -1.794810     0.094135     2.975117
50130.75    -2.014708    -0.000234     3.404587
50131.00    -1.973780    -0.057254     4.633000
50131.25    -2.138795    -0.258488     4.804397
50131.50    -1.954322    -0.272348     4.067411
50131.75    -1.911807    -0.377561     2.376313
50132.00    -1.451646    -0.206519     2.132458
50132.25    -1.367380    -0.095012     1.010266
50132.50    -0.987969     0.165485     0.952867
50132.75    -0.867921     0.108201     0.203541
50133.00    -0.725184     0.200424     0.431755
50133.25    -0.748369     0.210194     0.155567
50133.50    -0.418541     0.344636     0.396294
50133.75    -0.577935     0.182075     0.027940
50134.00    -0.347147     0.048995     0.350331
50134.25    -0.548789    -0.094491    -0.216566
50134.50    -0.146319    -0.006713    -0.310615
50134.75    -0.130118    -0.147619    -0.875492
50135.00     0.198140    -0.105278    -0.316481
50135.25    -0.126371    -0.065676    -0.036973
50135.50    -0.153180     0.103748     0.379807
50135.75    -0.489566     0.071914     0.589503
50136.00    -0.486732     0.142264     1.403659
50136.25    -0.944224     0.124183     1.183406
50136.50    -0.933115     0.402231     2.258670
50136.75    -1.334803     0.331839     2.255086
50137.00    -1.444969     0.349204     3.462772
50137.25    -1.805204     0.227386     4.184420
50137.50    -1.652605    -0.024366     4.584626
50137.75    -1.829719    -0.417539     2.441948
50138.00    -1.650067    -0.500532     2.182785
50138.25    -1.704640    -0.643851     0.949825
50138.50    -1.331159    -0.477372     0.930000
50138.75    -1.344588    -0.563790     0.483525
50139.00    -0.944881    -0.373398     1.270634
50139.25    -1.034549    -0.342030     0.803931
50139.50    -0.784386    -0.064497     1.219445
50139.75    -0.883831    -0.088443     0.935048
50140.00    -0.863937    -0.060334     1.086605
50140.25    -1.167342    -0.062438     0.405622
50140.50    -1.153020     0.102391     0.619793
50140.75    -1.649774    -0.034619     0.764717
50141.00    -1.709404    -0.068496     2.292000
50141.25    -2.027670    -0.165814     3.289735
50141.50    -1.914663    -0.252746     4.374048
50141.75    -2.152648    -0.682984     3.284745
50142.00    -1.692456    -0.820146     2.690402
50142.25    -1.672019    -0.919853     0.596310
50142.50    -1.283724    -0.681844     0.120005
50142.75    -1.143965    -0.656295    -0.371265
50143.00    -0.801541    -0.418755     0.456614
50143.25    -0.936799    -0.227804     0.200835
50143.50    -0.718435     0.099861     0.976654
50143.75    -0.870273     0.176573     1.298300
50144.00    -0.675035     0.365164     2.205311
50144.25    -0.908750     0.505942     2.373514
50144.50    -0.628658     0.775975     3.508540
50144.75    -0.926075     0.595378     3.548303
50145.00    -0.892309     0.507142     3.851703
50145.25    -1.077341     0.254758     3.243216
50145.50    -0.806922     0.066379     2.376470
50145.75    -0.996782    -0.416199    -0.924764
50146.00    -0.665381    -0.486907    -2.581917
50146.25    -0.747193    -0.567297    -4.332096
50146.50    -0.408518    -0.455654    -4.893962
50146.75    -0.538188    -0.494728    -5.391275
50147.00    -0.516752    -0.178697    -3.678902
50147.25    -0.963137     0.052260    -2.769993
50147.50    -1.059419     0.282703    -0.897276
50147.75    -1.548183     0.158524     0.024087
50148.00    -1.379987     0.223763     1.207904
50148.25    -1.643066     0.197528     1.328466
50148.50    -1.566200     0.372154     2.042694
50148.75    -2.002616     0.146799     1.404475
50149.00    -2.158256    -0.101845     1.059768
50149.25    -2.430484    -0.245817    -0.254258
50149.50    -2.229276    -0.111188     0.511837
50149.75    -2.488597    -0.413334     0.446752
50150.00    -2.383885    -0.632069     0.406378
50150.25    -2.611388    -0.782837    -0.127682
50150.50    -2.532156    -0.764918     0.166583
50150.75    -2.694882    -1.048767    -0.763395
50151.00    -2.291956    -1.087029    -1.718349
50151.25    -2.354213    -1.235038    -3.722992
50151.50    -1.938767    -1.052704    -4.347526
50151.75    -1.807827    -1.202520    -6.004960
50152.00    -1.329992    -1.140508    -6.958538
50152.25    -1.104790    -1.152654    -9.004002
50152.50    -0.500137    -0.951513    -9.642553
50152.75    -0.469135    -1.099046   -10.777286
50153.00    -0.206465    -0.977316    -9.634040
50153.25    -0.221962    -0.956397    -9.458026
50153.50     0.009771    -0.695186    -8.590589
50153.75    -0.071281    -0.714344    -7.579205
50154.00     0.040517    -0.523011    -5.233273
50154.25    -0.388246    -0.530861    -4.106798
50154.50    -0.516589    -0.289154    -3.138095
50154.75    -0.954404    -0.335526    -2.694399
50155.00    -1.150897    -0.203360    -1.558247
50155.25    -1.451240    -0.171213    -1.465971
50155.50    -1.314645     0.010566    -1.152198
50155.75    -1.421047    -0.032908    -0.895545
50156.00    -1.168553     0.068609     0.220352
50156.25    -1.218561     0.087042     0.569630
50156.50    -0.876575     0.287722     1.595510
50156.75    -1.065488     0.147018     1.732886
50157.00    -0.885848     0.194809     2.754632
50157.25    -0.973463     0.263556     3.229208
50157.50    -0.838726     0.538744     4.413421
50157.75    -1.230199     0.467192     5.202221
50158.00    -1.193465     0.404592     5.672400
50158.25    -1.379527     0.221577     3.377067
50158.50    -1.254573     0.359511     2.394137
50158.75    -1.367032     0.205309     1.223128
50159.00    -1.210797     0.333286     2.038643
50159.25    -1.496811     0.381103     1.676360
50159.50    -1.473715     0.562016     2.289890
50159.75    -1.786593     0.371392     1.667577
50160.00    -1.718411     0.352906     2.075096
50160.25    -1.942197     0.250202     1.240276
50160.50    -1.635129     0.465506     1.591226
50160.75    -1.752916     0.331078     0.970442
50161.00    -1.394360     0.434443     2.029041
50161.25    -1.304431     0.509469     2.183104
50161.50    -0.838903     0.935814     3.604761
50161.75    -1.037228     1.057928     5.022976
50162.00    -1.296805     0.903690     6.818062
50162.25    -1.856119     0.767829     6.305573
50162.50    -1.795992     0.838134     5.962338
50162.75    -2.131259     0.506465     4.929677
50163.00    -1.979275     0.343620     4.692874
50163.25    -2.248135     0.197923     4.085182
50163.50    -2.117489     0.238013     4.263471
50163.75    -2.270109    -0.009761     3.296326
50164.00    -2.137983    -0.060208     2.943710
50164.25    -2.434036    -0.149978     2.420290
50164.50    -2.273986     0.011101     2.997205
50164.75    -2.460193    -0.156609     2.790092
50165.00    -2.305237    -0.207608     2.643326
50165.25    -2.629628    -0.348254     1.269836
50165.50    -2.282152    -0.256798     0.811687
50165.75    -2.440446    -0.440158    -0.497909
50166.00    -2.094580    -0.380365    -1.056273
50166.25    -2.253399    -0.409232    -2.690275
50166.50    -1.997273    -0.234014    -3.433485
50166.75    -2.208115    -0.232689    -3.916832
50167.00    -2.077212    -0.061875    -2.559170
50167.25    -2.382066     0.071000    -2.093102
50167.50    -2.290677     0.209009    -1.253902
50167.75    -2.511926     0.045429    -0.895938
50168.00    -2.255076    -0.169578    -0.075713
50168.25    -2.095701    -0.472841    -1.706362
50168.50    -1.594199    -0.395323    -3.022410
50168.75    -1.585069    -0.588009    -4.471987
50169.00    -1.043617    -0.618009    -4.445171
50169.25    -0.898901    -0.670422    -5.989140
50169.50    -0.344088    -0.499003    -6.721971
50169.75    -0.339415    -0.535484    -7.334210
50170.00    -0.246604    -0.408388    -6.237217
50170.25    -0.452277    -0.285104    -6.242088
50170.50    -0.347246     0.047591    -4.835373
50170.75    -0.661544     0.023723    -3.966018
50171.00    -0.686112     0.104799    -1.835437
50171.25    -1.085939     0.055823    -1.134740
50171.50    -0.984702     0.212584    -0.694512
50171.75    -1.204829     0.040394    -1.635649
50172.00    -1.297663    -0.019818    -2.041857
50172.25    -1.674371    -0.144752    -2.923925
50172.50    -1.597553     0.017913    -2.991870
50172.75    -2.188591    -0.151075    -3.362672
50173.00    -2.367374    -0.090689    -2.042155
50173.25    -2.811269    -0.139632    -1.939278
50173.50    -2.588654     0.068987    -1.282488
50173.75    -2.857955    -0.089796    -1.165401
50174.00    -2.726019    -0.101238    -0.246339
50174.25    -2.822840    -0.195833    -0.685953
50174.50    -2.398569    -0.030179     0.204180
50174.75    -2.402798    -0.219721     0.346882
50175.00    -2.070050    -0.304108     1.061815
50175.25    -2.270443    -0.456619    -0.089534
50175.50    -2.057925    -0.314535    -0.602005
50175.75    -2.497619    -0.386669    -1.136702
50176.00    -2.360904    -0.263267    -0.218022
50176.25    -2.661487    -0.257996    -0.740108
50176.50    -2.597471    -0.090220    -0.611487
50176.75    -2.999354    -0.176750     0.093897
50177.00    -2.907347    -0.145770     1.086135
50177.25    -3.050016    -0.197780     0.579591
50177.50    -2.682396    -0.003495     0.250052
50177.75    -2.707099    -0.071173     0.235860
50178.00    -2.370588    -0.103798     0.501690
50178.25    -2.343062    -0.354331    -0.534484
50178.50    -1.991241    -0.332034    -1.557335
50178.75    -2.191585    -0.579521    -3.610362
50179.00    -1.941774    -0.449789    -3.132937
50179.25    -2.042006    -0.442703    -3.471557
50179.50    -1.724867    -0.131630    -2.236983
50179.75    -1.943041    -0.162697    -1.863747
50180.00    -1.827079    -0.090231    -0.329646
50180.25    -2.070164    -0.121278    -0.192766
50180.50    -1.959296     0.027713     0.405917
50180.75    -2.192486    -0.123308    -0.078203
50181.00    -2.048809    -0.185863    -0.020064
50181.25    -2.300118    -0.252113    -0.953386
50181.50    -2.024416    -0.030684    -0.940278
50181.75    -2.044258    -0.006830    -0.930559
50182.00    -1.814225     0.100017    -0.162495
50182.25    -1.973822     0.086922     0.000661
50182.50    -1.662701     0.286145     0.936083
50182.75    -1.856360     0.152234     0.771850
50183.00    -1.611909     0.106383     1.189832
50183.25    -1.782609    -0.003644     0.885814
50183.50    -1.622998     0.177396     1.361343
50183.75    -1.905802     0.056624     1.784292
50184.00    -1.544840     0.107992     2.603095
50184.25    -1.677677     0.073487     2.365696
50184.50    -1.463223     0.197709     2.156020
50184.75    -1.543132     0.130270     2.190968
50185.00    -1.145457     0.230975     3.243805
50185.25    -1.170632     0.197905     3.281326
50185.50    -0.723510     0.337937     3.497332
50185.75    -0.700928     0.282740     3.615890
50186.00    -0.385899     0.429443     4.294170
50186.25    -0.311480     0.388727     3.450233
50186.50     0.037024     0.545019     2.868526
50186.75    -0.076244     0.466597     2.776501
50187.00     0.148156     0.422658     3.413380
50187.25    -0.054493     0.166367     2.484369
50187.50     0.236718     0.155246     1.485289
50187.75     0.078793    -0.041244    -0.146138
50188.00     0.379826     0.086768    -0.267013
50188.25     0.235544     0.197519    -0.914825
50188.50     0.502086     0.596384     0.097473
50188.75     0.211624     0.649847     1.189776
50189.00     0.475577     0.769463     3.405989
50189.25     0.221113     0.714168     4.837681
50189.50     0.219366     0.685291     5.526877
50189.75    -0.195324     0.411334     4.591849
50190.00     0.047369     0.320182     4.220001
50190.25    -0.307521     0.082568     2.598557
50190.50    -0.122195     0.188380     2.309968
50190.75    -0.489742     0.057391     1.364512
50191.00    -0.332912     0.236561     1.579001
50191.25    -0.643383     0.194966     0.472165
50191.50    -0.238591     0.413604     0.460018
50191.75    -0.545890     0.391375     0.428546
50192.00    -0.310259     0.560961     1.853684
50192.25    -0.479983     0.523832     1.599935
50192.50     0.048504     0.727737     2.201868
50192.75     0.034251     0.559466     2.271393
50193.00     0.456068     0.598962     2.768789
50193.25     0.340717     0.574755     2.494232
50193.50     0.745560     0.746578     2.904193
50193.75     0.605108     0.621160     3.329130
50194.00     0.772328     0.419266     3.560242
50194.25     0.629035     0.119957     2.053263
50194.50     0.999719     0.155859     0.838059
50194.75     0.825255    -0.017360     0.003607
50195.00     1.000726    -0.056873    -0.439579
50195.25     0.770700    -0.035042    -0.948265
50195.50     0.916395     0.201855    -0.483809
50195.75     0.583401     0.087457    -0.457728
50196.00     0.675688     0.041370     0.695184
50196.25     0.521800     0.012210     0.713694
50196.50     0.833606     0.264660     1.580796
50196.75     0.578079     0.163512     2.780474
50197.00     0.865087    -0.079908     3.311408
50197.25     0.956283    -0.236918     1.574500
50197.50     1.266438     0.000350     1.136944
50197.75     1.052964     0.048786     1.456603
50198.00     1.239873     0.321801     3.094963
50198.25     1.062456     0.456165     3.326355
50198.50     1.212233     0.782642     3.588379
50198.75     0.822701     0.871005     4.767072
