-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SIO3        49718.000    1995     1     1     0
SIO3        52274.750    2001    12    31    18
SIO3     -2455456.521 -4767480.705  3441383.654
50117.00     0.105467     0.696918    -2.157734
50117.25     0.178708     0.948700    -2.888940
50117.50     0.049897     0.953672    -2.423875
50117.75     0.064473     1.093099    -3.300160
50118.00    -0.046922     0.803728    -2.418905
50118.25    -0.064284     0.892314    -2.657267
50118.50    -0.175730     0.822024    -2.179474
50118.75    -0.200438     0.959781    -3.136837
50119.00    -0.367184     0.592432    -2.010778
50119.25    -0.405143     0.675093    -2.215464
50119.50    -0.547629     0.536603    -1.483633
50119.75    -0.506585     0.593723    -2.168149
50120.00    -0.654377     0.178456    -0.804578
50120.25    -0.615674     0.177565    -0.926892
50120.50    -0.708697     0.030869    -0.230153
50120.75    -0.677006     0.071746    -0.861058
50121.00    -0.730840    -0.247832     0.197158
50121.25    -0.675721    -0.069013    -0.223734
50121.50    -0.759810    -0.128704     0.289563
50121.75    -0.758194     0.059388    -0.725583
50122.00    -0.824024    -0.222182     0.214870
50122.25    -0.775012    -0.115179    -0.067419
50122.50    -0.809978    -0.165377     0.339602
50122.75    -0.641132    -0.093417    -0.520483
50123.00    -0.569602    -0.333039     0.021513
50123.25    -0.344751    -0.217461    -0.546676
50123.50    -0.229541    -0.132905    -0.669937
50123.75     0.007432     0.055382    -1.834833
50124.00     0.043933    -0.107884    -1.152469
50124.25     0.267700     0.145323    -1.959433
50124.50     0.330640     0.195908    -1.909275
50124.75     0.435654     0.440323    -2.938235
50125.00     0.414946     0.214349    -2.046782
50125.25     0.464989     0.427758    -2.450526
50125.50     0.375021     0.308667    -1.618481
50125.75     0.308081     0.475325    -2.384585
50126.00     0.191942     0.275833    -1.767636
50126.25     0.174264     0.329841    -1.820666
50126.50     0.093365     0.238559    -1.378744
50126.75     0.082933     0.220524    -2.009212
50127.00    -0.059038    -0.117801    -0.962816
50127.25    -0.011274    -0.132270    -0.952740
50127.50     0.038777    -0.207459    -0.374277
50127.75     0.177033    -0.112510    -0.969982
50128.00     0.231650    -0.259160    -0.378763
50128.25     0.372896    -0.014822    -0.896132
50128.50     0.402356     0.043619    -0.612808
50128.75     0.444327     0.221294    -1.354721
50129.00     0.344176     0.085040    -0.690242
50129.25     0.333413     0.307503    -1.014573
50129.50     0.227559     0.328602    -0.609318
50129.75     0.220720     0.384138    -1.241122
50130.00     0.093803     0.000142    -0.165851
50130.25     0.118825     0.026591    -0.266705
50130.50    -0.020572    -0.018293     0.257480
50130.75    -0.055824     0.130429    -0.594617
50131.00    -0.242068    -0.144050     0.259871
50131.25    -0.348986    -0.198085     0.468239
50131.50    -0.579341    -0.350009     1.294358
50131.75    -0.724294    -0.362620     0.999090
50132.00    -0.968976    -0.666508     2.190847
50132.25    -1.081414    -0.577270     2.233829
50132.50    -1.323098    -0.629752     2.967628
50132.75    -1.330517    -0.482831     2.049619
50133.00    -1.344800    -0.624258     2.650369
50133.25    -1.238892    -0.387485     2.095145
50133.50    -1.177718    -0.352671     2.310305
50133.75    -0.957634    -0.073086     0.942461
50134.00    -0.898997    -0.278579     1.520854
50134.25    -0.760175    -0.081131     0.947272
50134.50    -0.749087    -0.090247     1.322611
50134.75    -0.731036     0.077057     0.508512
50135.00    -0.845393    -0.262472     1.513018
50135.25    -0.800643    -0.226416     1.303724
50135.50    -0.816490    -0.340850     1.651486
50135.75    -0.744494    -0.241103     0.618875
50136.00    -0.688548    -0.521088     1.188486
50136.25    -0.458853    -0.295151     0.477023
50136.50    -0.449804    -0.341192     0.978809
50136.75    -0.322116    -0.149832    -0.005211
50137.00    -0.377266    -0.390292     1.065968
50137.25    -0.336425    -0.285034     0.986367
50137.50    -0.411692    -0.286929     1.552133
50137.75    -0.342681    -0.251138     0.996356
50138.00    -0.398188    -0.483308     1.783555
50138.25    -0.299703    -0.380754     1.455385
50138.50    -0.315501    -0.347989     1.768426
50138.75    -0.267759    -0.246130     1.037035
50139.00    -0.374896    -0.521353     1.951265
50139.25    -0.374233    -0.434189     1.806386
50139.50    -0.462037    -0.449335     2.203861
50139.75    -0.327024    -0.296133     0.998990
50140.00    -0.213630    -0.450924     1.194022
50140.25    -0.029271    -0.313480     0.724916
50140.50    -0.036936    -0.259319     0.897774
50140.75     0.125559    -0.068990    -0.220395
50141.00     0.065710    -0.247874     0.391743
50141.25     0.214359    -0.036399    -0.370248
50141.50     0.123654    -0.008391     0.005613
50141.75     0.249685     0.229494    -1.341792
50142.00     0.165544     0.022604    -0.699126
50142.25     0.249504     0.210197    -1.379665
50142.50     0.155724     0.165436    -0.944338
50142.75     0.199263     0.267369    -1.864560
50143.00     0.121948    -0.094945    -1.024056
50143.25     0.233231     0.007603    -1.523081
50143.50     0.185108    -0.057662    -1.131074
50143.75     0.197958     0.020210    -1.783248
50144.00     0.162195    -0.227792    -0.831695
50144.25     0.210099    -0.122446    -0.793099
50144.50     0.118889    -0.167969     0.001456
50144.75     0.153226    -0.038129    -0.630784
50145.00     0.126771    -0.245495     0.258989
50145.25     0.111718    -0.097081     0.152511
50145.50     0.028273    -0.062205     0.576794
50145.75     0.018496     0.141065    -0.177405
50146.00    -0.064579    -0.053714     0.576281
50146.25    -0.046697     0.084553     0.293219
50146.50    -0.185717     0.057054     0.716138
50146.75    -0.140103     0.156973    -0.105989
50147.00    -0.294804    -0.124381     0.962515
50147.25    -0.230311    -0.021975     0.715852
50147.50    -0.238653    -0.167316     1.262619
50147.75    -0.053137    -0.048819     0.144616
50148.00     0.039267    -0.318181     0.720570
50148.25     0.323915    -0.208652     0.152869
50148.50     0.443742    -0.178046     0.200836
50148.75     0.794248     0.185213    -1.536670
50149.00     0.860812     0.126818    -1.307751
50149.25     0.980212     0.447998    -2.091902
50149.50     0.908297     0.572544    -2.137402
50149.75     0.954573     0.779845    -3.022546
50150.00     0.825467     0.442158    -1.899534
50150.25     0.802727     0.581314    -2.028642
50150.50     0.646167     0.565758    -1.493090
50150.75     0.576532     0.651636    -2.032989
50151.00     0.404710     0.356019    -0.924330
50151.25     0.396082     0.569321    -1.307751
50151.50     0.263323     0.582502    -0.776254
50151.75     0.237772     0.779066    -1.649609
50152.00     0.165131     0.517049    -0.870182
50152.25     0.157089     0.696432    -1.358097
50152.50     0.074384     0.666065    -0.998406
50152.75     0.115267     0.757647    -1.968816
50153.00     0.049449     0.480893    -1.303251
50153.25     0.130228     0.612806    -1.923341
50153.50     0.040744     0.547280    -1.434088
50153.75     0.043314     0.538926    -2.050156
50154.00    -0.122813     0.089164    -0.688317
50154.25    -0.082068     0.125694    -0.936258
50154.50    -0.257788     0.013142     0.084739
50154.75    -0.353575     0.031041     0.041195
50155.00    -0.483010    -0.298391     1.383367
50155.25    -0.500328    -0.269286     1.631815
50155.50    -0.640112    -0.338722     2.410450
50155.75    -0.550049    -0.247944     1.724393
50156.00    -0.487921    -0.382855     1.951742
50156.25    -0.246899    -0.199639     0.999940
50156.50    -0.240008    -0.229063     1.215689
50156.75    -0.115733    -0.055292     0.036276
50157.00    -0.118781    -0.168713     0.326812
50157.25    -0.034635     0.037412    -0.417427
50157.50    -0.116244    -0.044216     0.038448
50157.75    -0.057709     0.030685    -0.722426
50158.00    -0.120968    -0.315040     0.420573
50158.25    -0.033976    -0.241651     0.241485
50158.50    -0.125709    -0.325709     1.002749
50158.75    -0.033046    -0.193673     0.109108
50159.00    -0.079303    -0.413973     0.832744
50159.25     0.024213    -0.237442     0.347260
50159.50     0.054577    -0.318988     0.793321
50159.75     0.230193    -0.209212    -0.106267
50160.00     0.269324    -0.490607     0.968968
50160.25     0.476310    -0.197234     0.164278
50160.50     0.505194    -0.111745     0.314753
50160.75     0.661567     0.152651    -0.889596
50161.00     0.547231    -0.106017     0.206786
50161.25     0.586439     0.138055    -0.422644
50161.50     0.480019     0.178266    -0.083536
50161.75     0.544548     0.375960    -0.961172
50162.00     0.515424     0.103382    -0.153730
50162.25     0.559740     0.287496    -0.582831
50162.50     0.530089     0.282530    -0.320937
50162.75     0.627494     0.384671    -1.197119
50163.00     0.482048     0.092438    -0.231792
50163.25     0.481874     0.159925    -0.313632
50163.50     0.369497     0.051255     0.377595
50163.75     0.321136     0.087217    -0.071197
50164.00     0.204430    -0.206542     0.932315
50164.25     0.138308    -0.150235     1.127266
50164.50    -0.025393    -0.242299     1.905935
50164.75    -0.086272    -0.239951     1.612395
50165.00    -0.224649    -0.574438     2.681482
50165.25    -0.240056    -0.555529     2.816383
50165.50    -0.247757    -0.642086     3.245235
50165.75    -0.117470    -0.559294     2.410337
50166.00     0.011821    -0.710006     2.687410
50166.25     0.199071    -0.482231     1.851357
50166.50     0.272751    -0.398860     1.700968
50166.75     0.379371    -0.194657     0.527538
50167.00     0.322972    -0.355311     0.969600
50167.25     0.346840    -0.161647     0.417933
50167.50     0.259167    -0.104695     0.553387
50167.75     0.265063     0.005854    -0.180706
50168.00     0.157397    -0.194439     0.724885
50168.25     0.201817     0.000241     0.478022
50168.50     0.267395     0.033678     0.560404
50168.75     0.409665     0.171512    -0.364745
50169.00     0.312210    -0.027181     0.527446
50169.25     0.343374     0.173154     0.144963
50169.50     0.219006     0.153166     0.625786
50169.75     0.208543     0.213116     0.051892
50170.00     0.079239    -0.052153     0.963119
50170.25     0.089921     0.026859     0.881285
50170.50    -0.081029    -0.063449     1.665678
50170.75    -0.138122    -0.035504     1.176568
50171.00    -0.220919    -0.381128     2.113747
50171.25    -0.133265    -0.312719     1.886367
50171.50    -0.082920    -0.301277     1.918430
50171.75     0.049470    -0.133523     0.774475
50172.00     0.111301    -0.304259     1.201764
50172.25     0.273099    -0.086094     0.501074
50172.50     0.279963    -0.029692     0.722459
50172.75     0.386554     0.120572    -0.153799
50173.00     0.289273    -0.167215     0.882131
50173.25     0.357983    -0.004837     0.506259
50173.50     0.310993    -0.000192     1.009463
50173.75     0.346737     0.144457     0.290885
50174.00     0.206268    -0.109565     1.338222
50174.25     0.214645     0.101643     0.882518
50174.50    -0.017746     0.085027     1.550747
50174.75    -0.062685     0.171142     0.962844
50175.00    -0.265159    -0.176740     2.001329
50175.25    -0.247719    -0.125013     1.811048
50175.50    -0.331796    -0.246881     2.365059
50175.75    -0.229535    -0.245874     1.673762
50176.00    -0.254571    -0.551435     2.380438
50176.25    -0.082281    -0.374637     1.813948
50176.50    -0.025464    -0.277009     1.774853
50176.75     0.169630    -0.143967     0.783819
50177.00     0.219624    -0.322563     1.289848
50177.25     0.373984    -0.134570     0.759131
50177.50     0.433556    -0.064857     0.839353
50177.75     0.568827     0.166559    -0.227484
50178.00     0.588117    -0.042136     0.486307
50178.25     0.721024     0.221914    -0.366791
50178.50     0.702181     0.255524    -0.269632
50178.75     0.734632     0.428935    -1.233250
50179.00     0.546545     0.241992    -0.445148
50179.25     0.519255     0.464401    -1.114656
50179.50     0.382637     0.337806    -0.457007
50179.75     0.318343     0.309207    -0.813071
50180.00     0.096863    -0.189812     0.906722
50180.25     0.082030    -0.136646     0.895827
50180.50     0.003684    -0.172466     1.453526
50180.75     0.007236    -0.058054     0.730380
50181.00    -0.086280    -0.369062     1.656390
50181.25     0.005139    -0.167348     0.997286
50181.50    -0.035446    -0.123103     1.174080
50181.75     0.099936     0.075629    -0.000860
50182.00     0.093768    -0.171616     0.723633
50182.25     0.233335     0.040808     0.039852
50182.50     0.162659     0.054634     0.549730
50182.75     0.192705     0.176562    -0.159020
50183.00     0.101928    -0.112451     0.763015
50183.25     0.064121    -0.051231     0.774414
50183.50    -0.097429    -0.126635     1.480739
50183.75    -0.136789    -0.117919     0.932626
50184.00    -0.212057    -0.396986     1.535562
50184.25    -0.137733    -0.301132     1.097531
50184.50    -0.197008    -0.308617     1.319857
50184.75    -0.179928    -0.249956     0.534920
50185.00    -0.269406    -0.426397     1.149497
50185.25    -0.231441    -0.280933     0.714722
50185.50    -0.340852    -0.263440     1.177212
50185.75    -0.310004    -0.262289     0.654267
50186.00    -0.361967    -0.591747     1.724764
50186.25    -0.220101    -0.443280     1.065328
50186.50    -0.171777    -0.392000     1.049047
50186.75     0.003799    -0.235987    -0.175927
50187.00     0.041076    -0.409566     0.438858
50187.25     0.187028    -0.157094    -0.208782
50187.50     0.192287    -0.030984    -0.243452
50187.75     0.345709     0.195250    -1.501133
50188.00     0.218171    -0.057333    -0.498072
50188.25     0.228041     0.144934    -0.929931
50188.50     0.035224     0.152713    -0.354597
50188.75    -0.041586     0.223913    -0.821859
50189.00    -0.325561    -0.140267     0.683614
50189.25    -0.419479    -0.019606     0.670701
50189.50    -0.633278    -0.058724     1.587085
50189.75    -0.704062    -0.021164     1.193617
50190.00    -0.794048    -0.359831     2.146440
50190.25    -0.735022    -0.231301     1.664335
50190.50    -0.785740    -0.248267     2.033256
50190.75    -0.659444    -0.124449     1.049218
50191.00    -0.662781    -0.322695     1.763208
50191.25    -0.540373    -0.164427     1.405205
50191.50    -0.608514    -0.141534     1.567163
50191.75    -0.411756    -0.125544     0.505567
50192.00    -0.335869    -0.370906     1.118166
50192.25    -0.125954    -0.183842     0.332879
50192.50    -0.154940    -0.176854     0.591680
50192.75    -0.062301    -0.102834    -0.168032
50193.00    -0.166719    -0.332559     0.648578
50193.25    -0.125586    -0.217722     0.278525
50193.50    -0.230070    -0.227286     0.569842
50193.75    -0.188339    -0.237245     0.083244
50194.00    -0.209392    -0.489956     0.858203
50194.25    -0.138117    -0.338956     0.475707
50194.50    -0.174619    -0.339403     0.768140
50194.75    -0.027334    -0.203764    -0.145766
50195.00     0.000322    -0.394855     0.466392
50195.25     0.179204    -0.124061    -0.416975
50195.50     0.106792     0.008160    -0.336483
50195.75     0.237011     0.265648    -1.483986
50196.00     0.171021     0.053750    -0.686705
50196.25     0.223209     0.285383    -1.292657
50196.50     0.076047     0.357374    -1.019830
50196.75     0.062059     0.446548    -1.639540
50197.00    -0.126265     0.118847    -0.472453
50197.25    -0.224751     0.222709    -0.576019
50197.50    -0.443003     0.082468     0.170350
50197.75    -0.489993     0.019903    -0.357351
50198.00    -0.558598    -0.414515     0.869686
50198.25    -0.481982    -0.433789     0.868827
50198.50    -0.434871    -0.399242     1.113734
50198.75    -0.278775    -0.287822     0.174285
50199.00    -0.262676    -0.444773     0.752575
50199.25    -0.139233    -0.246065     0.159252
50199.50    -0.131914    -0.202581     0.233630
50199.75    -0.108625    -0.109342    -0.386131
50200.00    -0.148108    -0.389855     0.624770
50200.25    -0.096142    -0.251867     0.296669
50200.50    -0.110839    -0.302479     0.809396
50200.75     0.006018    -0.221925     0.134655
50201.00     0.089960    -0.473506     0.998872
50201.25     0.290653    -0.279174     0.507272
50201.50     0.367476    -0.131305     0.392393
50201.75     0.575669     0.113360    -0.840516
50202.00     0.532724    -0.033921    -0.219648
50202.25     0.630193     0.267187    -1.060841
50202.50     0.574302     0.355824    -1.069092
50202.75     0.540864     0.421711    -1.625357
50203.00     0.374922     0.052224    -0.337953
50203.25     0.355880     0.097531    -0.396484
50203.50     0.235246    -0.026187     0.343599
50203.75     0.255587    -0.006000    -0.191516
50204.00     0.116305    -0.317997     1.004977
50204.25     0.107763    -0.168723     0.736326
50204.50    -0.012943    -0.160013     1.129445
50204.75     0.104469    -0.012050     0.094048
50205.00     0.001159    -0.287865     1.054685
50205.25     0.101070    -0.089835     0.567037
50205.50     0.021090    -0.112535     1.043500
50205.75     0.090042    -0.058630     0.437120
50206.00     0.022818    -0.378108     1.457751
50206.25     0.081320    -0.240908     1.138621
50206.50     0.053592    -0.241603     1.441541
50206.75     0.174647    -0.139668     0.586994
50207.00     0.160898    -0.354922     1.305167
50207.25     0.263302    -0.167778     0.812087
50207.50     0.274297    -0.112485     0.950370
50207.75     0.415495     0.044922    -0.011825
50208.00     0.373585    -0.139274     0.706011
50208.25     0.462444     0.083500     0.060198
50208.50     0.434518     0.116325     0.422010
50208.75     0.528705     0.216464    -0.436169
50209.00     0.464580    -0.050175     0.482783
50209.25     0.517140     0.066309     0.371334
50209.50     0.492710     0.080336     0.548511
50209.75     0.533760     0.142477    -0.055058
50210.00     0.428985    -0.167577     1.002413
50210.25     0.412996    -0.030670     0.690856
50210.50     0.300528    -0.018725     0.985502
50210.75     0.339594     0.041515     0.267851
50211.00     0.271814    -0.225133     1.124534
50211.25     0.326563    -0.093875     0.794174
50211.50     0.279426    -0.104661     1.023220
50211.75     0.297334    -0.004421     0.309065
50212.00     0.275469    -0.228860     0.951781
50212.25     0.343372    -0.059840     0.381371
50212.50     0.281267    -0.067473     0.728321
50212.75     0.426791     0.109610    -0.423143
50213.00     0.434329    -0.089008     0.247680
50213.25     0.590039     0.131157    -0.427214
50213.50     0.611448     0.223759    -0.425816
50213.75     0.753550     0.403480    -1.476671
50214.00     0.700230     0.104147    -0.601073
50214.25     0.753738     0.281369    -1.070529
50214.50     0.655773     0.269877    -0.759321
50214.75     0.694489     0.299022    -1.366431
50215.00     0.539532     0.049984    -0.273207
50215.25     0.531960     0.161035    -0.400717
50215.50     0.406402     0.128576     0.155353
50215.75     0.384614     0.116401    -0.108070
50216.00     0.219107    -0.156312     0.931143
50216.25     0.223911    -0.023899     0.789754
50216.50     0.097894    -0.016669     1.214930
50216.75     0.034079     0.088220     0.618552
50217.00    -0.080667    -0.215416     1.676107
50217.25    -0.110548    -0.077037     1.364347
50217.50    -0.263595    -0.090710     1.769514
50217.75    -0.229796    -0.026769     1.013870
50218.00    -0.346651    -0.367950     2.008210
50218.25    -0.236354    -0.144924     1.184563
50218.50    -0.332389    -0.112081     1.376177
50218.75    -0.306047    -0.001743     0.598482
50219.00    -0.286266    -0.256542     1.199901
50219.25    -0.255497    -0.062895     0.790057
50219.50    -0.377181    -0.041325     1.109417
50219.75    -0.310345     0.007117     0.395464
50220.00    -0.309938    -0.351010     1.296460
50220.25    -0.248268    -0.250377     0.929729
50220.50    -0.324981    -0.274611     1.359496
50220.75    -0.239564    -0.154771     0.493642
50221.00    -0.395320    -0.391573     1.582903
50221.25    -0.396493    -0.225224     1.151456
50221.50    -0.467177    -0.251326     1.527546
50221.75    -0.387053    -0.191760     0.664270
50222.00    -0.442982    -0.486506     1.554971
50222.25    -0.416706    -0.359913     1.181489
50222.50    -0.410837    -0.398666     1.506329
50222.75    -0.398322    -0.390906     0.942303
50223.00    -0.424229    -0.673137     1.705335
50223.25    -0.336560    -0.518793     1.244108
50223.50    -0.387329    -0.530594     1.482349
50223.75    -0.341741    -0.444007     0.894436
50224.00    -0.375388    -0.661203     1.697460
50224.25    -0.242207    -0.442098     1.161224
50224.50    -0.287242    -0.397598     1.356550
50224.75    -0.209887    -0.303694     0.706992
50225.00    -0.294202    -0.560549     1.551708
50225.25    -0.222500    -0.427396     1.255803
50225.50    -0.221855    -0.400287     1.431603
50225.75    -0.155554    -0.343802     0.849974
50226.00    -0.178629    -0.635615     1.810043
50226.25    -0.029798    -0.477254     1.330315
50226.50     0.005394    -0.416641     1.471279
50226.75     0.072101    -0.322831     0.842277
50227.00     0.021909    -0.574551     1.752076
50227.25     0.064468    -0.431239     1.614533
50227.50    -0.041507    -0.438109     2.192771
50227.75     0.048912    -0.193953     1.023998
50228.00     0.013476    -0.333831     1.441386
50228.25     0.029437    -0.206592     1.227557
50228.50    -0.151595    -0.180598     1.582477
50228.75    -0.069487    -0.076034     0.643459
50229.00    -0.113541    -0.285010     1.229880
50229.25    -0.019969    -0.190614     0.658708
50229.50    -0.089644    -0.181884     0.908018
50229.75    -0.007935    -0.106490     0.121782
50230.00    -0.062361    -0.402300     1.115198
50230.25     0.015426    -0.224104     0.662500
50230.50    -0.088125    -0.260426     1.266894
50230.75    -0.034925    -0.215761     0.786920
50231.00    -0.050111    -0.458574     1.642448
50231.25     0.010642    -0.278792     1.177603
50231.50    -0.026544    -0.205035     1.196267
50231.75     0.065435    -0.024751     0.201274
50232.00    -0.023832    -0.323222     1.375622
50232.25     0.015866    -0.101242     0.971889
50232.50    -0.034329    -0.129391     1.394577
50232.75     0.016246    -0.038774     0.695136
50233.00    -0.046415    -0.329034     1.624788
50233.25     0.004727    -0.147702     1.151593
50233.50    -0.047664    -0.159120     1.520061
50233.75     0.001670    -0.090160     0.891242
50234.00    -0.035252    -0.358484     1.643552
50234.25     0.055539    -0.188703     1.069620
50234.50    -0.021150    -0.200132     1.377323
50234.75     0.094347    -0.033067     0.355044
50235.00     0.107250    -0.252162     0.970343
50235.25     0.275178    -0.007085     0.203010
50235.50     0.326950     0.033623     0.283383
50235.75     0.470478     0.230997    -0.672892
50236.00     0.500259     0.053091    -0.118849
50236.25     0.647151     0.291835    -0.752891
50236.50     0.699162     0.340413    -0.699712
50236.75     0.787916     0.496161    -1.554342
50237.00     0.648447     0.155676    -0.500235
50237.25     0.670663     0.336717    -0.950861
50237.50     0.570827     0.291137    -0.489177
50237.75     0.499254     0.290068    -0.838327
50238.00     0.335679    -0.095983     0.438058
50238.25     0.247717     0.045722     0.171361
50238.50     0.142948    -0.020766     0.613675
50238.75     0.124956     0.053584     0.157715
50239.00     0.072061    -0.296548     1.226688
50239.25     0.139914    -0.138258     0.871927
50239.50     0.124576    -0.129320     1.222053
50239.75     0.247479     0.037385     0.182481
50240.00     0.238102    -0.218023     0.987647
50240.25     0.293907    -0.075035     0.498997
50240.50     0.254748    -0.003544     0.571702
50240.75     0.336388     0.147629    -0.432336
50241.00     0.188280    -0.107493     0.498364
50241.25     0.209839     0.082105     0.040905
50241.50     0.111144     0.106860     0.281430
50241.75     0.120606     0.248927    -0.517217
50242.00     0.045095    -0.019395     0.372575
50242.25     0.011257     0.116948     0.266568
50242.50    -0.019213     0.134966     0.374199
50242.75     0.001915     0.168847    -0.138955
50243.00    -0.073709    -0.118373     0.719132
50243.25    -0.096102    -0.039810     0.697607
50243.50    -0.152483    -0.016992     0.882972
50243.75    -0.084382     0.054570     0.111547
50244.00    -0.185879    -0.235002     1.032009
50244.25    -0.114180    -0.098399     0.620972
50244.50    -0.153793    -0.081381     0.717383
50244.75    -0.112712    -0.013016     0.010967
50245.00    -0.175792    -0.291005     0.845508
50245.25    -0.181297    -0.161906     0.468096
50245.50    -0.254884    -0.250805     1.019070
50245.75    -0.191128    -0.181015     0.360271
50246.00    -0.218572    -0.435053     1.162002
50246.25    -0.166449    -0.262491     0.861447
50246.50    -0.170081    -0.221221     1.077718
50246.75    -0.121703    -0.089351     0.309321
50247.00    -0.158787    -0.312658     1.118837
50247.25    -0.090641    -0.110042     0.597190
50247.50    -0.102978    -0.055834     0.583043
50247.75     0.008789     0.096057    -0.348068
50248.00    -0.070344    -0.157341     0.480748
50248.25     0.019587    -0.004951     0.059461
50248.50     0.025115    -0.000923     0.234837
50248.75     0.087650     0.104127    -0.383922
50249.00     0.039344    -0.125588     0.422586
50249.25     0.071057     0.006034     0.217559
50249.50     0.036974    -0.007771     0.550662
50249.75     0.070749     0.081229     0.033464
50250.00    -0.007169    -0.179006     0.859275
50250.25     0.009157    -0.026214     0.557066
50250.50     0.022861    -0.005205     0.639066
50250.75     0.062068     0.126727    -0.075015
50251.00     0.032705    -0.110948     0.562524
50251.25     0.067855     0.083881     0.089738
50251.50     0.065864     0.065660     0.308727
50251.75     0.116367     0.174688    -0.389922
50252.00     0.092131    -0.192346     0.671133
50252.25     0.074201    -0.075900     0.534507
50252.50    -0.013247    -0.186978     1.131105
50252.75    -0.027060    -0.122339     0.570134
50253.00    -0.066126    -0.422502     1.534990
50253.25    -0.063780    -0.216447     1.154116
50253.50    -0.063156    -0.241554     1.403022
50253.75    -0.006791    -0.121439     0.668517
50254.00    -0.016894    -0.355957     1.434277
50254.25     0.060219    -0.160267     0.998703
50254.50    -0.037857    -0.160496     1.340659
50254.75    -0.013365    -0.114342     0.855843
50255.00    -0.073238    -0.410067     1.743798
50255.25    -0.054815    -0.308260     1.613603
50255.50    -0.107548    -0.318826     1.979714
50255.75    -0.058366    -0.208050     1.277908
50256.00    -0.043447    -0.397995     1.767619
50256.25    -0.014055    -0.239374     1.298689
50256.50    -0.073472    -0.242015     1.601754
50256.75    -0.049621    -0.175093     1.063751
50257.00    -0.143794    -0.425262     1.917979
50257.25    -0.154955    -0.263424     1.659401
50257.50    -0.259435    -0.232048     1.940167
50257.75    -0.191174    -0.078618     0.943196
50258.00    -0.300864    -0.308595     1.621100
50258.25    -0.255872    -0.133596     0.993012
50258.50    -0.328628    -0.103996     1.105481
50258.75    -0.302476    -0.015804     0.253197
50259.00    -0.380476    -0.338986     1.334171
50259.25    -0.316381    -0.149594     0.832800
50259.50    -0.421867    -0.161868     1.338661
50259.75    -0.391657    -0.029451     0.587226
50260.00    -0.461203    -0.276177     1.521356
50260.25    -0.441089    -0.124246     1.293944
50260.50    -0.531626    -0.069663     1.592293
50260.75    -0.434885     0.050952     0.612760
50261.00    -0.471210    -0.200047     1.401780
50261.25    -0.375090    -0.075013     0.855643
50261.50    -0.441961    -0.055531     1.114615
50261.75    -0.356985     0.039607     0.243122
50262.00    -0.433390    -0.261125     1.132255
50262.25    -0.313354    -0.079983     0.433508
50262.50    -0.272957    -0.031640     0.445961
50262.75    -0.162181     0.065431    -0.392366
50263.00    -0.191141    -0.168288     0.333784
50263.25    -0.024640    -0.018126    -0.160967
50263.50    -0.025546    -0.025650     0.111301
50263.75     0.068233     0.116646    -0.756913
50264.00    -0.040005    -0.172830     0.476116
50264.25     0.023606     0.039728    -0.204323
50264.50    -0.030516     0.048462     0.082981
50264.75     0.096892     0.191447    -0.990509
50265.00    -0.001235    -0.145313     0.200520
50265.25     0.058676     0.037589    -0.337331
50265.50     0.073718     0.044389    -0.075081
50265.75     0.136732     0.124068    -0.684210
50266.00    -0.023137    -0.243845     0.735025
50266.25     0.050114    -0.118927     0.338960
50266.50     0.023848    -0.144614     0.862710
50266.75     0.018878    -0.049064     0.275446
50267.00    -0.046134    -0.310567     1.197367
50267.25     0.004216    -0.120714     0.675568
50267.50    -0.015007    -0.162577     1.116461
50267.75     0.029662    -0.034347     0.225589
50268.00    -0.033301    -0.297658     1.076578
50268.25    -0.036674    -0.213114     0.924180
50268.50    -0.093500    -0.201334     1.089785
50268.75    -0.029317    -0.138816     0.507835
50269.00    -0.093855    -0.421279     1.466433
50269.25    -0.037032    -0.276370     1.102218
50269.50    -0.062498    -0.201618     1.134921
50269.75    -0.003471    -0.076770     0.420539
50270.00    -0.035349    -0.285882     1.081567
50270.25     0.098528    -0.083290     0.418664
50270.50     0.080688    -0.022306     0.448367
50270.75     0.153333     0.048056    -0.193901
50271.00     0.091639    -0.182039     0.557460
50271.25     0.152036    -0.089623     0.256867
50271.50     0.084335    -0.044099     0.324672
50271.75     0.141003    -0.057147    -0.083125
50272.00     0.059184    -0.348247     0.889515
50272.25     0.064449    -0.281023     0.775851
50272.50    -0.045270    -0.284282     1.206007
50272.75     0.002758    -0.192300     0.507191
50273.00    -0.113113    -0.443311     1.493844
50273.25    -0.049046    -0.274311     1.043557
50273.50    -0.061600    -0.149677     1.014182
50273.75     0.032866    -0.030943     0.144051
50274.00    -0.045820    -0.212981     0.945187
50274.25     0.073079     0.040904     0.031398
50274.50     0.072938     0.115177     0.060166
50274.75     0.187884     0.233603    -0.832308
50275.00     0.142047     0.013969    -0.017510
50275.25     0.238783     0.184472    -0.510024
50275.50     0.228427     0.143344    -0.079715
50275.75     0.319435     0.233415    -0.807139
50276.00     0.268563    -0.019062     0.070683
