-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
ATL1        49718.000    1995     1     1     0
ATL1        52274.750    2001    12    31    18
ATL1       505865.080 -5273284.628  3540689.627
50435.00     0.167481    -0.377561     1.022372
50435.25     0.087691    -0.455471     0.354676
50435.50     0.021297    -0.480040    -0.087615
50435.75     0.028222    -0.438308    -0.730329
50436.00     0.051784    -0.377734    -0.723865
50436.25    -0.091946    -0.491312    -1.144305
50436.50    -0.255678    -0.553148    -1.167658
50436.75    -0.369920    -0.595041    -2.089084
50437.00    -0.369424    -0.394076    -2.712451
50437.25    -0.436119    -0.329742    -3.987198
50437.50    -0.496504    -0.274907    -4.202280
50437.75    -0.430972    -0.173001    -4.769909
50438.00    -0.318791     0.090092    -4.247288
50438.25    -0.251494     0.230000    -4.429083
50438.50    -0.215185     0.366809    -4.754021
50438.75    -0.145647     0.398395    -5.100059
50439.00    -0.083544     0.451067    -4.499712
50439.25    -0.090434     0.377724    -4.524810
50439.50    -0.090258     0.311878    -4.435167
50439.75    -0.074723     0.257445    -4.550206
50440.00    -0.061634     0.357879    -3.570045
50440.25    -0.077672     0.357403    -3.204874
50440.50    -0.022455     0.373713    -3.025158
50440.75     0.008712     0.345016    -2.857298
50441.00     0.032331     0.269848    -1.678566
50441.25    -0.113015    -0.001099    -0.815242
50441.50    -0.137862    -0.275260     0.019482
50441.75    -0.042780    -0.666087    -0.575932
50442.00     0.091262    -0.746181    -1.505725
50442.25     0.068636    -0.655021    -3.143103
50442.50    -0.015583    -0.448513    -3.228827
50442.75    -0.029025    -0.251047    -3.809952
50443.00    -0.030209     0.081055    -2.869617
50443.25    -0.058680     0.211487    -2.579304
50443.50    -0.102479     0.291570    -2.334605
50443.75    -0.129175     0.268699    -2.155324
50444.00    -0.133179     0.277644    -1.587626
50444.25    -0.179804     0.265882    -1.190210
50444.50    -0.132892     0.314788    -1.106838
50444.75    -0.165370     0.370354    -1.155688
50445.00    -0.173768     0.452541    -0.574437
50445.25    -0.286003     0.449231    -0.629554
50445.50    -0.285547     0.402689    -0.502333
50445.75    -0.260245     0.347723    -1.120506
50446.00    -0.178610     0.309035    -0.730272
50446.25    -0.195970     0.160137    -0.938097
50446.50    -0.182453     0.110317    -0.768481
50446.75    -0.117101    -0.026171    -1.511181
50447.00     0.040182     0.027018    -1.573162
50447.25     0.092515     0.027277    -2.125194
50447.50     0.198122     0.096174    -2.217456
50447.75     0.260280     0.055526    -2.644865
50448.00     0.282362     0.120206    -2.553348
50448.25     0.162524     0.036257    -2.011347
50448.50     0.139346    -0.019907    -1.645580
50448.75     0.218388    -0.108672    -1.973396
50449.00     0.230556     0.047368    -1.830365
50449.25     0.062443     0.113789    -1.555771
50449.50    -0.180164     0.218170    -0.899136
50449.75    -0.419850     0.244836    -0.310634
50450.00    -0.560490     0.305087     0.574754
50450.25    -0.757854     0.261040     1.006860
50450.50    -0.881193     0.248502     1.612529
50450.75    -0.966285     0.220099     1.816081
50451.00    -0.982094     0.297663     2.439200
50451.25    -0.974692     0.300522     2.757501
50451.50    -0.911272     0.284906     2.909893
50451.75    -0.801901     0.343496     2.717635
50452.00    -0.678270     0.514041     3.014958
50452.25    -0.609310     0.582079     3.044720
50452.50    -0.513953     0.669411     2.686841
50452.75    -0.570010     0.619979     2.669184
50453.00    -0.506457     0.579962     3.480695
50453.25    -0.631013     0.369888     4.233986
50453.50    -0.606540     0.079029     4.418285
50453.75    -0.488756    -0.123680     3.101123
50454.00    -0.277459    -0.128067     2.890079
50454.25    -0.197634    -0.247719     1.687825
50454.50    -0.108213    -0.297916     0.823251
50454.75     0.012720    -0.391986    -0.531864
50455.00     0.098886    -0.375836    -0.428292
50455.25     0.168351    -0.491880    -0.948264
50455.50     0.197131    -0.438272    -1.045556
50455.75     0.277679    -0.450647    -1.752117
50456.00     0.350692    -0.269150    -1.360479
50456.25     0.417331    -0.187929    -1.857482
50456.50     0.463496    -0.028832    -1.284391
50456.75     0.478622     0.119357    -0.824151
50457.00     0.458221     0.283606     1.080335
50457.25     0.181489     0.363951     3.478562
50457.50    -0.127707     0.108098     5.173564
50457.75    -0.526995    -0.053821     5.757211
50458.00    -0.609537    -0.143581     5.919636
50458.25    -0.833986    -0.241880     5.398687
50458.50    -0.869831    -0.150177     5.079436
50458.75    -0.787384    -0.210676     4.480368
50459.00    -0.555526    -0.337468     4.619048
50459.25    -0.388629    -0.635326     2.400996
50459.50    -0.267591    -0.517281     0.874533
50459.75    -0.149771    -0.514451    -0.646670
50460.00    -0.033359    -0.412818    -1.069238
50460.25     0.067886    -0.505831    -2.548034
50460.50     0.144150    -0.503067    -3.494539
50460.75     0.221159    -0.619114    -4.838831
50461.00     0.305488    -0.570486    -5.096256
50461.25     0.354523    -0.614638    -5.973301
50461.50     0.320991    -0.616483    -6.363875
50461.75     0.329247    -0.613610    -7.012489
50462.00     0.294424    -0.481884    -6.374449
50462.25     0.231114    -0.457514    -6.163654
50462.50     0.118368    -0.342061    -5.568387
50462.75     0.123084    -0.242799    -5.257996
50463.00     0.003872    -0.035247    -4.116788
50463.25    -0.111919     0.123516    -2.745640
50463.50    -0.242994     0.230432    -1.434615
50463.75    -0.433730     0.304154    -0.142744
50464.00    -0.556179     0.152359     2.370190
50464.25    -0.597793    -0.482243     3.435189
50464.50    -0.514957    -0.952198     2.585521
50464.75    -0.409536    -1.241912     0.467110
50465.00    -0.298789    -1.180203    -1.289514
50465.25    -0.403422    -1.057652    -3.014502
50465.50    -0.532552    -0.883443    -3.717543
50465.75    -0.628617    -0.867698    -4.222530
50466.00    -0.729069    -0.776915    -3.514250
50466.25    -0.900891    -0.810657    -3.288654
50466.50    -1.003924    -0.729450    -3.251006
50466.75    -0.925287    -0.734497    -3.805610
50467.00    -0.859925    -0.337623    -3.198718
50467.25    -0.902420    -0.204074    -2.337440
50467.50    -1.058259    -0.118123    -1.473635
50467.75    -1.056914    -0.186703    -1.417212
50468.00    -0.899446    -0.202102    -0.540791
50468.25    -0.898814    -0.277188    -0.743532
50468.50    -0.909500    -0.255785    -0.760823
50468.75    -0.804566    -0.220905    -1.515536
50469.00    -0.611590    -0.048264    -1.245971
50469.25    -0.458245     0.072903    -2.077223
50469.50    -0.336375     0.245243    -2.580801
50469.75    -0.339447     0.369380    -3.067236
50470.00    -0.432376     0.523627    -1.794748
50470.25    -0.604052     0.460524    -1.205579
50470.50    -0.712033     0.374359     0.015466
50470.75    -0.779397     0.131469     0.180364
50471.00    -0.621985    -0.007820     0.726579
50471.25    -0.469393    -0.181327     0.146374
50471.50    -0.243319    -0.174732    -0.544650
50471.75     0.032336    -0.079779    -1.791837
50472.00     0.200909     0.188365    -1.143214
50472.25     0.158143     0.418863    -0.536613
50472.50    -0.024980     0.527274     0.790482
50472.75    -0.264264     0.371274     1.534547
50473.00    -0.299077     0.099193     1.592757
50473.25    -0.318751    -0.262785     1.755888
50473.50    -0.296945    -0.535478     0.601626
50473.75    -0.282792    -0.659250    -1.313493
50474.00    -0.145828    -0.469646    -2.097001
50474.25    -0.112668    -0.296469    -2.945410
50474.50     0.033916    -0.047470    -3.447842
50474.75     0.205471     0.139761    -4.084788
50475.00     0.303430     0.226891    -3.258621
50475.25     0.400474     0.286512    -3.507196
50475.50     0.489832     0.252306    -3.522508
50475.75     0.408493     0.074499    -3.644978
50476.00     0.364531    -0.077065    -2.828464
50476.25     0.289418    -0.476428    -2.343943
50476.50     0.394407    -0.784141    -2.762917
50476.75     0.496827    -0.952489    -3.917474
50477.00     0.606195    -0.683205    -4.048589
50477.25     0.662135    -0.532235    -4.673944
50477.50     0.696639    -0.377116    -4.767427
50477.75     0.682228    -0.302092    -5.381581
50478.00     0.533078    -0.192757    -4.319600
50478.25     0.291201    -0.239631    -3.629480
50478.50     0.014928    -0.221627    -2.974866
50478.75    -0.266575    -0.147496    -2.386049
50479.00    -0.490495     0.025976    -0.883324
50479.25    -0.769348     0.070184    -0.271170
50479.50    -0.940607     0.117048     0.770971
50479.75    -1.113322     0.123370     1.251874
50480.00    -1.038914     0.153650     2.849907
50480.25    -0.956929     0.098252     2.910222
50480.50    -0.849174     0.104769     2.829385
50480.75    -0.614073     0.106418     1.709934
50481.00    -0.402068     0.161240     1.842652
50481.25    -0.308711     0.127132     1.438631
50481.50    -0.180631     0.133054     0.930157
50481.75    -0.029024     0.045027    -0.093074
50482.00     0.073396     0.090394    -0.108378
50482.25     0.124952     0.042310    -0.698356
50482.50     0.266735     0.057413    -1.213497
50482.75     0.380349     0.137335    -2.040197
50483.00     0.426637     0.280027    -1.476391
50483.25     0.358610     0.286756    -1.696539
50483.50     0.176553     0.340759    -1.400621
50483.75     0.042426     0.160367    -1.767991
50484.00     0.107154    -0.050529    -1.494998
50484.25     0.039396    -0.385828    -1.774947
50484.50     0.087558    -0.618279    -1.749451
50484.75     0.191853    -0.752352    -2.792026
50485.00     0.266242    -0.623658    -2.320013
50485.25     0.264861    -0.615585    -2.685201
50485.50     0.214391    -0.527310    -2.658655
50485.75     0.317997    -0.470275    -2.795627
50486.00     0.281600    -0.322276    -1.818267
50486.25     0.294745    -0.293881    -1.740058
50486.50     0.298416    -0.311925    -1.657263
50486.75     0.308549    -0.279831    -1.873148
50487.00     0.303825    -0.229142    -0.758090
50487.25     0.239610    -0.278169    -0.072632
50487.50     0.268502    -0.574893     0.114731
50487.75     0.307188    -0.760331    -1.922959
50488.00     0.324355    -0.583842    -2.633174
50488.25     0.274388    -0.543849    -3.262104
50488.50     0.212507    -0.503248    -3.125505
50488.75     0.303482    -0.485474    -3.801441
50489.00     0.338449    -0.403029    -3.053179
50489.25     0.298192    -0.477786    -3.121022
50489.50     0.268723    -0.519587    -2.887087
50489.75     0.253546    -0.610451    -3.099152
50490.00     0.190555    -0.506209    -2.346911
50490.25     0.091673    -0.473653    -2.711476
50490.50    -0.002577    -0.384737    -2.552020
50490.75    -0.053071    -0.333847    -2.779811
50491.00    -0.108613    -0.134412    -1.904205
50491.25    -0.222224    -0.063391    -1.857852
50491.50    -0.233347    -0.123596    -1.569483
50491.75    -0.118200    -0.126906    -2.069931
50492.00     0.129278     0.038437    -1.496990
50492.25     0.398163     0.226130    -2.032105
50492.50     0.504814     0.443739    -1.815886
50492.75     0.474904     0.500698    -1.415404
50493.00     0.365433     0.325330    -0.109811
50493.25     0.189175     0.026382    -0.227942
50493.50     0.072115    -0.158786    -0.019348
50493.75     0.057805    -0.309972    -0.680664
50494.00     0.059140    -0.411107    -0.011155
50494.25     0.056899    -0.623387    -0.574394
50494.50     0.027478    -0.697056    -1.489873
50494.75     0.101483    -0.706386    -3.538558
50495.00     0.154623    -0.483283    -3.934821
50495.25     0.138694    -0.456467    -4.785961
50495.50     0.046532    -0.381147    -5.138476
50495.75    -0.000411    -0.448915    -5.755897
50496.00     0.113449    -0.407798    -5.247172
50496.25     0.081411    -0.369323    -5.771028
50496.50    -0.009667    -0.179511    -5.857737
50496.75    -0.168539    -0.017398    -6.322735
50497.00    -0.335314     0.188474    -4.747740
50497.25    -0.461779     0.161425    -4.889815
50497.50    -0.448166     0.112669    -4.600351
50497.75    -0.418064     0.023485    -4.433548
50498.00    -0.440946     0.069919    -2.718350
50498.25    -0.401130    -0.029201    -2.666772
50498.50    -0.356141    -0.079396    -2.493858
50498.75    -0.350528    -0.104936    -2.888955
50499.00    -0.277390     0.039243    -1.482051
50499.25    -0.095974     0.146461    -1.683484
50499.50    -0.024267     0.385970    -1.233233
50499.75    -0.049063     0.472834    -1.151944
50500.00    -0.082535     0.588574     0.406312
50500.25    -0.243831     0.530524     1.362209
50500.50    -0.323617     0.481143     2.927776
50500.75    -0.508822     0.188303     3.359816
50501.00    -0.409090    -0.082088     3.885402
50501.25    -0.303293    -0.407607     2.564857
50501.50    -0.059982    -0.673582     1.622070
50501.75     0.126399    -0.796535    -0.753821
50502.00     0.306078    -0.593795    -1.972818
50502.25     0.443958    -0.554896    -3.812157
50502.50     0.541526    -0.542812    -4.669609
50502.75     0.662712    -0.556050    -6.400304
50503.00     0.708747    -0.413445    -6.008095
50503.25     0.829109    -0.455744    -6.930535
50503.50     0.807787    -0.450364    -7.001029
50503.75     0.744071    -0.466121    -7.367932
50504.00     0.546118    -0.344934    -5.819895
50504.25     0.405242    -0.335583    -5.161795
50504.50     0.197692    -0.137319    -3.961913
50504.75    -0.006039     0.024859    -3.426645
50505.00    -0.200137     0.307770    -1.196279
50505.25    -0.356365     0.455884    -0.239826
50505.50    -0.433856     0.548177     0.976105
50505.75    -0.536198     0.608613     1.513565
50506.00    -0.680843     0.749041     3.312644
50506.25    -0.908823     0.642470     3.998634
50506.50    -0.939595     0.465942     3.890050
50506.75    -0.693562     0.310650     2.636991
50507.00    -0.458361     0.432459     2.908188
50507.25    -0.230078     0.495062     1.809216
50507.50    -0.103598     0.594213     1.437872
50507.75     0.020208     0.676308     0.442914
50508.00    -0.017667     0.730684     0.749413
50508.25    -0.133186     0.678276     0.620221
50508.50    -0.220935     0.563292     0.539880
50508.75    -0.304468     0.422828     0.498292
50509.00    -0.462390     0.337044     1.601889
50509.25    -0.539999     0.052978     1.664900
50509.50    -0.523209    -0.097116     1.443005
50509.75    -0.266287    -0.059538     0.938728
50510.00    -0.056728     0.121882     1.583562
50510.25    -0.073790     0.302502     2.403254
50510.50    -0.147167     0.262282     3.137516
50510.75    -0.107305     0.051246     2.149349
50511.00     0.019258     0.090759     1.796541
50511.25    -0.001021     0.084339     0.949015
50511.50    -0.020354     0.020762     0.201024
50511.75     0.036234    -0.003643    -0.604222
50512.00     0.048471     0.044707    -0.267759
50512.25     0.084853    -0.034730    -0.521249
50512.50     0.014599    -0.068683    -0.404004
50512.75    -0.103499    -0.219955     0.041773
50513.00    -0.065541    -0.482932     0.461398
50513.25    -0.031513    -0.837096    -0.706668
50513.50    -0.014555    -0.904334    -2.010500
50513.75    -0.046066    -0.813734    -2.999150
50514.00    -0.047273    -0.599196    -2.651116
50514.25     0.055192    -0.434902    -3.388657
50514.50     0.097564    -0.258466    -3.748058
50514.75     0.116357    -0.107684    -4.048663
50515.00     0.041649     0.085656    -2.795754
50515.25    -0.031136    -0.055672    -2.655037
50515.50     0.041179    -0.124466    -2.869168
50515.75     0.176073    -0.146991    -3.361087
50516.00     0.343290     0.019827    -2.752202
50516.25     0.422441     0.066442    -3.246786
50516.50     0.389264     0.125239    -3.087091
50516.75     0.128461     0.110181    -2.752079
50517.00     0.004144     0.014342    -1.536246
50517.25    -0.109603    -0.213196    -0.729020
50517.50    -0.053502    -0.266550    -0.143525
50517.75     0.023526    -0.270253     0.141038
50518.00     0.067862    -0.179674     1.257102
50518.25     0.161318    -0.261285     1.322883
50518.50     0.326111    -0.343229     1.221606
50518.75     0.583172    -0.444379     0.421257
50519.00     0.768581    -0.327258     0.406376
50519.25     0.932401    -0.296532    -0.631225
50519.50     1.022154    -0.170667    -1.127860
50519.75     1.111334    -0.102656    -1.706783
50520.00     1.146512     0.063610    -1.076722
50520.25     1.117377     0.236281    -0.795561
50520.50     1.139449     0.356980    -0.489862
50520.75     1.015894     0.488696     0.289786
50521.00     0.864814     0.496009     1.590323
50521.25     0.575072     0.275553     2.715309
50521.50     0.414944    -0.033914     3.245186
50521.75     0.408300    -0.413710     2.515660
50522.00     0.409610    -0.515309     1.998257
50522.25     0.379683    -0.665520    -0.086835
50522.50     0.330553    -0.549972    -1.593374
50522.75     0.341769    -0.454283    -2.851895
50523.00     0.304204    -0.248537    -3.087315
50523.25     0.284160    -0.219391    -3.781828
50523.50     0.288102    -0.121314    -4.493245
50523.75     0.266705     0.020515    -4.663713
50524.00     0.184675     0.150306    -3.614900
50524.25     0.058206     0.155842    -3.396292
50524.50     0.084850     0.109983    -3.268936
50524.75     0.111703    -0.032550    -3.281199
50525.00     0.231959    -0.023829    -2.563400
50525.25     0.337548    -0.112720    -2.811699
50525.50     0.406799    -0.096489    -2.912920
50525.75     0.435892    -0.161440    -2.990615
50526.00     0.409725    -0.109229    -1.943109
50526.25     0.326188    -0.181282    -1.432169
50526.50     0.263037    -0.228902    -0.884633
50526.75     0.194850    -0.283614    -0.379271
50527.00     0.163434    -0.275714     0.465048
50527.25     0.001051    -0.261339     0.854280
50527.50    -0.087881    -0.231455     1.628836
50527.75    -0.203369    -0.159286     1.774955
50528.00    -0.267711    -0.023307     2.885179
50528.25    -0.335189     0.019642     3.234523
50528.50    -0.417795     0.051058     3.451237
50528.75    -0.493173     0.060589     3.730701
50529.00    -0.519704     0.019865     5.031012
50529.25    -0.464099    -0.204477     4.663033
50529.50    -0.306060    -0.339670     4.333472
50529.75     0.007674    -0.395962     3.061392
50530.00     0.153091    -0.236341     2.651393
50530.25     0.135729    -0.218461     1.140244
50530.50     0.112253    -0.167498     0.313439
50530.75     0.133140    -0.138150    -0.405940
50531.00     0.159772     0.074554    -0.315107
50531.25     0.247894     0.140801    -1.389436
50531.50     0.306905     0.273631    -2.115602
50531.75     0.240738     0.462392    -2.613695
50532.00     0.130684     0.591951    -1.739818
50532.25     0.016344     0.514509    -1.880435
50532.50    -0.080698     0.401629    -1.699827
50532.75    -0.334543     0.243694    -1.696199
50533.00    -0.460705     0.161144    -0.174367
50533.25    -0.556976    -0.189349     0.059264
50533.50    -0.535693    -0.320330    -0.118798
50533.75    -0.512516    -0.329151    -0.167364
50534.00    -0.548612    -0.159649     0.419579
50534.25    -0.601057    -0.072930     0.105379
50534.50    -0.564266     0.024071     0.138446
50534.75    -0.543968     0.188180     0.428838
50535.00    -0.511197     0.383343     1.705451
50535.25    -0.563248     0.469060     1.870821
50535.50    -0.604656     0.529272     2.554834
50535.75    -0.676244     0.536014     3.297067
50536.00    -0.683583     0.477127     4.186162
50536.25    -0.690642     0.231955     4.067209
50536.50    -0.543766     0.011136     3.333340
50536.75    -0.351405    -0.071511     2.520282
50537.00    -0.178113    -0.010710     2.657370
50537.25    -0.133287    -0.078385     1.856004
50537.50    -0.143297    -0.063568     1.629477
50537.75    -0.111261    -0.196977     1.702208
50538.00    -0.049913    -0.298362     2.353328
50538.25    -0.025761    -0.553746     0.965562
50538.50    -0.053784    -0.469761    -0.318176
50538.75    -0.011362    -0.420191    -0.819301
50539.00     0.130462    -0.242742    -0.527455
50539.25     0.227823    -0.223285    -1.457247
50539.50     0.357165    -0.143250    -1.998434
50539.75     0.507882    -0.104756    -2.768481
50540.00     0.530533     0.022030    -2.546494
50540.25     0.578048    -0.026958    -3.567332
50540.50     0.554575     0.005273    -4.533827
50540.75     0.402886    -0.030497    -4.412245
50541.00     0.269394     0.005179    -3.349171
50541.25     0.083758    -0.007930    -2.859283
50541.50     0.000731     0.102872    -2.526052
50541.75    -0.168585     0.165757    -1.688114
50542.00    -0.217687     0.356899    -0.004080
50542.25    -0.201297     0.433011    -0.242989
50542.50    -0.134433     0.505251    -0.190349
50542.75    -0.106886     0.672625    -0.009628
50543.00    -0.092769     0.768308     1.133454
50543.25    -0.081808     0.774607     1.151251
50543.50    -0.115922     0.886101     1.513650
50543.75    -0.295999     0.900300     1.853961
50544.00    -0.383176     0.748792     2.428007
50544.25    -0.420158     0.522205     2.639391
50544.50    -0.466722     0.297477     2.498072
50544.75    -0.514378     0.012045     2.035667
50545.00    -0.370092    -0.158822     2.169248
50545.25    -0.215085    -0.457411     1.325522
50545.50    -0.016961    -0.613001     0.493883
50545.75     0.191814    -0.683018    -0.456974
50546.00     0.368328    -0.535252    -0.620243
50546.25     0.493210    -0.545510    -1.692251
50546.50     0.589191    -0.457095    -2.237587
50546.75     0.592760    -0.496439    -2.231942
50547.00     0.647922    -0.480127    -1.651053
50547.25     0.791327    -0.580289    -2.243591
50547.50     0.818064    -0.535316    -2.429782
50547.75     0.880716    -0.503239    -2.436452
50548.00     0.900800    -0.321062    -1.910705
50548.25     0.921129    -0.239226    -2.773712
50548.50     0.864737    -0.111163    -3.184338
50548.75     0.758041     0.024034    -2.847197
50549.00     0.683851     0.168900    -1.630369
50549.25     0.593724     0.228692    -1.806605
50549.50     0.620636     0.295455    -1.637718
50549.75     0.488390     0.389944    -0.638474
50550.00     0.430306     0.384275     1.074315
50550.25     0.314717     0.268097     1.816162
50550.50     0.149993     0.123851     2.689756
50550.75    -0.019524    -0.103655     2.940726
50551.00    -0.050564    -0.109827     3.514638
50551.25    -0.122058    -0.299495     2.937482
50551.50    -0.207711    -0.365382     2.317579
50551.75    -0.144338    -0.369885     1.114318
50552.00    -0.062238    -0.253698     0.793642
50552.25    -0.032531    -0.152806    -0.929522
50552.50     0.071645    -0.049318    -1.690533
50552.75     0.069964     0.005831    -2.200626
50553.00     0.115929     0.070145    -1.818194
50553.25     0.162579    -0.006342    -2.237232
50553.50     0.239138    -0.040840    -2.878718
50553.75     0.226436    -0.088430    -2.757527
50554.00     0.187777    -0.058600    -2.092169
50554.25     0.129632    -0.154267    -2.210479
50554.50     0.091259    -0.184897    -2.482958
50554.75     0.037705    -0.246692    -1.837437
50555.00    -0.011570    -0.195378    -0.531555
50555.25    -0.044360    -0.325203     0.048794
50555.50    -0.018466    -0.475743     0.529228
50555.75     0.008052    -0.557931     1.001460
50556.00    -0.019172    -0.372415     1.613730
50556.25    -0.251458    -0.322494     0.972684
50556.50    -0.366752    -0.245608     1.033230
50556.75    -0.404918    -0.155470     1.838606
50557.00    -0.469630     0.084131     3.073808
50557.25    -0.552857     0.121493     3.558527
50557.50    -0.608761     0.140258     3.979333
50557.75    -0.497281     0.084503     4.788211
50558.00    -0.354790     0.167804     4.965782
50558.25    -0.276815     0.099540     4.197318
50558.50    -0.264746     0.191946     3.742370
50558.75    -0.238869     0.229602     3.667696
50559.00    -0.216793     0.365421     4.136810
50559.25    -0.308983     0.383336     4.414336
50559.50    -0.309382     0.400164     4.711545
50559.75    -0.273355     0.383155     5.007233
50560.00    -0.126041     0.377450     5.719551
50560.25    -0.091482     0.231047     5.510994
50560.50    -0.001873     0.184803     5.408013
50560.75     0.040466     0.220676     5.597205
50561.00     0.026950     0.259479     6.784090
50561.25     0.021970     0.044136     7.055417
50561.50     0.038688    -0.077925     7.122395
50561.75     0.024150    -0.107577     6.612090
50562.00     0.008214     0.015269     6.186028
50562.25    -0.051299     0.000810     4.947115
50562.50     0.038842     0.048252     4.068752
50562.75     0.129052     0.045415     2.869881
50563.00     0.272530     0.118908     2.321285
50563.25     0.364486    -0.010317     0.816911
50563.50     0.473249    -0.027582    -0.419647
50563.75     0.549406    -0.019672    -1.198775
50564.00     0.619814     0.051692    -0.959264
50564.25     0.693987     0.084823    -1.875863
50564.50     0.712723     0.138991    -2.270651
50564.75     0.663995     0.238760    -2.099427
50565.00     0.480393     0.338777    -1.260179
50565.25     0.297504     0.335625    -0.467929
50565.50     0.125778     0.380234     0.830487
50565.75    -0.061790     0.403192     2.315930
50566.00    -0.245380     0.439915     3.727699
50566.25    -0.383424     0.381670     5.121208
50566.50    -0.458913     0.361017     5.755822
50566.75    -0.508215     0.292664     5.714042
50567.00    -0.603742     0.198349     5.975797
50567.25    -0.587073     0.048925     4.523021
50567.50    -0.573873     0.047254     3.423874
50567.75    -0.578410     0.145229     2.870825
50568.00    -0.576842     0.298282     3.189581
50568.25    -0.598307     0.295119     2.985160
50568.50    -0.623471     0.359130     2.808368
50568.75    -0.817060     0.401367     3.426476
50569.00    -0.892477     0.361793     4.687362
50569.25    -0.874324     0.138139     4.343200
50569.50    -0.788010     0.011513     4.189722
50569.75    -0.562925    -0.056593     3.369734
50570.00    -0.372095     0.148663     3.360337
50570.25    -0.206946     0.255295     2.471701
50570.50    -0.163576     0.430771     2.257391
50570.75    -0.256230     0.475448     2.341208
50571.00    -0.357442     0.463108     3.246781
50571.25    -0.498990     0.151292     3.445677
50571.50    -0.445629    -0.118790     3.149854
50571.75    -0.318064    -0.493942     1.863524
50572.00    -0.115920    -0.497314     1.405809
50572.25    -0.098179    -0.561593    -0.623351
50572.50    -0.153461    -0.546633    -1.677004
50572.75    -0.113160    -0.479370    -2.217084
50573.00    -0.137134    -0.215609    -1.708969
50573.25    -0.141526    -0.150317    -2.223696
50573.50    -0.157314    -0.100134    -2.488516
50573.75    -0.276794    -0.098644    -2.145294
50574.00    -0.336902    -0.034775    -0.665196
50574.25    -0.329871    -0.192734    -0.625852
50574.50    -0.239858    -0.199764    -0.881881
50574.75    -0.061816    -0.194837    -1.180558
50575.00     0.123958    -0.054845    -0.776611
50575.25     0.183023    -0.060228    -1.458655
50575.50     0.241824    -0.001503    -2.131959
50575.75     0.234458     0.064378    -2.048720
50576.00     0.170291     0.202425    -0.592282
50576.25     0.103701     0.159514    -0.371111
50576.50     0.094521     0.108681    -0.550505
50576.75     0.017035    -0.017305    -0.148335
50577.00     0.142901    -0.149352     0.727809
50577.25     0.126709    -0.321689     0.502458
50577.50     0.159736    -0.444833     0.474026
50577.75     0.300400    -0.594124     0.364207
50578.00     0.411422    -0.570354     0.495568
50578.25     0.397083    -0.633779    -0.523772
50578.50     0.324603    -0.624977    -0.816627
50578.75     0.300523    -0.534607    -0.832445
50579.00     0.254348    -0.371381     0.046900
50579.25     0.167240    -0.275387    -0.092810
50579.50     0.141706    -0.231916    -0.452587
50579.75    -0.000148    -0.163441     0.382735
50580.00    -0.131272    -0.076179     2.070122
50580.25    -0.255107    -0.124139     2.589942
50580.50    -0.264349    -0.111646     2.807030
50580.75    -0.317303    -0.077646     3.783587
50581.00    -0.326349    -0.008566     4.760730
50581.25    -0.344209    -0.072026     4.980950
50581.50    -0.395681    -0.081257     4.714726
50581.75    -0.438311    -0.039602     4.854128
50582.00    -0.332734     0.071904     4.545114
50582.25    -0.402057     0.142964     3.732039
50582.50    -0.456173     0.117109     3.053592
50582.75    -0.461977     0.034904     2.915512
50583.00    -0.393938     0.031503     3.536583
50583.25    -0.326838    -0.115742     3.133648
50583.50    -0.249997    -0.263360     2.274753
50583.75    -0.125358    -0.314167     2.005018
50584.00    -0.011059    -0.251372     2.158931
50584.25     0.091794    -0.266362     0.687528
50584.50     0.067970    -0.236727    -0.151403
50584.75    -0.013846    -0.212157     0.097851
50585.00    -0.117480    -0.068128     1.168947
50585.25    -0.226338    -0.086405     1.523509
50585.50    -0.272760    -0.071030     1.536581
50585.75    -0.243225     0.002354     1.757512
50586.00    -0.141685     0.143014     2.382913
50586.25    -0.111777     0.165211     1.770414
50586.50    -0.053896     0.182281     1.379159
50586.75    -0.031757     0.232130     1.552588
50587.00    -0.038989     0.261095     2.357580
50587.25     0.006746     0.146078     1.873359
50587.50     0.059695     0.104604     1.584577
50587.75     0.045015     0.043451     1.555040
50588.00     0.126315     0.019724     1.947609
50588.25     0.219601    -0.113750     1.488239
50588.50     0.323994    -0.192114     1.050928
50588.75     0.462248    -0.242325     0.567137
50589.00     0.512993    -0.186772     0.602816
50589.25     0.615362    -0.269975     0.049049
50589.50     0.729202    -0.269994    -0.614097
50589.75     0.720880    -0.237250    -1.051305
50590.00     0.656464    -0.136504    -0.479914
50590.25     0.678427    -0.182772    -1.106400
50590.50     0.711737    -0.115856    -1.371758
50590.75     0.673002    -0.090856    -1.542448
50591.00     0.582599     0.007055    -0.455039
50591.25     0.580060    -0.004386    -1.119030
50591.50     0.567808     0.052784    -1.550584
50591.75     0.430008     0.090266    -1.086025
50592.00     0.295551     0.187407    -0.102575
50592.25     0.223070     0.193395     0.001156
50592.50     0.223596     0.212189     0.216504
50592.75     0.123405     0.263921     0.618325
