-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CME1        49718.000    1995     1     1     0
CME1        52274.750    2001    12    31    18
CME1     -2746197.164 -4011270.648  4115639.284
50126.25    -0.016971     0.362700    -1.383854
50126.50    -0.109803     0.303059    -1.069743
50126.75    -0.192000     0.275512    -1.408277
50127.00    -0.140963    -0.019545    -0.930684
50127.25    -0.063842    -0.072086    -0.810338
50127.50     0.051543    -0.043251    -0.643382
50127.75     0.157453     0.035500    -0.995212
50128.00     0.279218    -0.009672    -0.819372
50128.25     0.318144     0.113092    -0.725430
50128.50     0.330023     0.225099    -0.584801
50128.75     0.245222     0.340134    -0.894748
50129.00     0.178431     0.183596    -0.397043
50129.25     0.096237     0.261681    -0.242708
50129.50     0.022379     0.238521     0.100958
50129.75    -0.010497     0.291043    -0.380590
50130.00     0.012865     0.034382    -0.013326
50130.25    -0.046099     0.004421     0.292140
50130.50    -0.185640    -0.086001     0.898901
50130.75    -0.368796    -0.016237     0.600573
50131.00    -0.480495    -0.293449     1.225995
50131.25    -0.598305    -0.334574     1.513365
50131.50    -0.759100    -0.472181     2.096492
50131.75    -0.916103    -0.578335     2.259525
50132.00    -1.073079    -1.005732     3.506144
50132.25    -1.246368    -1.152250     4.274933
50132.50    -1.430793    -1.289968     4.986627
50132.75    -1.524730    -1.231377     4.647764
50133.00    -1.459535    -1.422311     5.177914
50133.25    -1.444530    -1.324603     5.069205
50133.50    -1.397249    -1.200808     4.937088
50133.75    -1.236568    -0.846227     3.688036
50134.00    -1.123652    -0.962266     3.801669
50134.25    -1.004959    -0.811308     3.502221
50134.50    -0.976801    -0.804247     3.685500
50134.75    -0.993625    -0.676631     3.015369
50135.00    -0.921078    -0.793684     3.011138
50135.25    -0.884618    -0.773605     3.045553
50135.50    -0.911701    -0.725636     2.949395
50135.75    -0.882486    -0.519330     1.845744
50136.00    -0.775303    -0.549526     1.591922
50136.25    -0.646012    -0.373714     1.146655
50136.50    -0.645105    -0.515694     1.725784
50136.75    -0.573441    -0.459798     1.214933
50137.00    -0.441064    -0.733148     1.849341
50137.25    -0.289531    -0.724155     1.868318
50137.50    -0.209950    -0.763177     2.210876
50137.75    -0.083979    -0.634815     1.445867
50138.00     0.010991    -0.754152     1.677436
50138.25     0.145995    -0.631030     1.399547
50138.50     0.146586    -0.578264     1.540634
50138.75     0.140273    -0.491406     1.087265
50139.00     0.154891    -0.628409     1.361243
50139.25     0.178234    -0.649667     1.531833
50139.50     0.097979    -0.712641     1.950739
50139.75     0.072174    -0.514750     1.032643
50140.00     0.138248    -0.597400     1.020403
50140.25     0.239616    -0.491334     0.852379
50140.50     0.252255    -0.516637     1.206573
50140.75     0.308811    -0.332385     0.374885
50141.00     0.322580    -0.444981     0.530103
50141.25     0.295989    -0.257221     0.247120
50141.50     0.189104    -0.272728     0.669073
50141.75     0.144087    -0.042210    -0.135559
50142.00     0.135964    -0.174685     0.062129
50142.25     0.108152    -0.042066    -0.187825
50142.50     0.078469    -0.039196    -0.068654
50142.75     0.029514     0.105353    -0.883784
50143.00     0.077264    -0.045606    -0.880793
50143.25     0.121756     0.095652    -1.305527
50143.50     0.134210     0.107520    -1.311213
50143.75     0.116394     0.146778    -1.735062
50144.00     0.140056    -0.025275    -1.207697
50144.25     0.198892     0.006021    -1.006976
50144.50     0.197887    -0.038667    -0.531455
50144.75     0.154190    -0.007193    -0.754882
50145.00     0.226994    -0.190359    -0.276239
50145.25     0.217865    -0.178255    -0.042675
50145.50     0.150486    -0.215997     0.421007
50145.75     0.102466    -0.141609     0.137905
50146.00     0.098712    -0.374300     0.804650
50146.25     0.044923    -0.365258     1.061310
50146.50    -0.024036    -0.521770     1.683386
50146.75    -0.107547    -0.561910     1.652431
50147.00    -0.080327    -0.899896     2.480948
50147.25    -0.049608    -0.844127     2.415140
50147.50     0.026489    -0.753126     2.065221
50147.75     0.180713    -0.411713     0.635865
50148.00     0.381040    -0.349345     0.137841
50148.25     0.588249     0.038545    -0.821882
50148.50     0.634979     0.174041    -0.946777
50148.75     0.705502     0.500875    -1.883939
50149.00     0.719234     0.496915    -1.832291
50149.25     0.719160     0.713352    -2.113731
50149.50     0.618689     0.788375    -1.966729
50149.75     0.583639     0.940327    -2.449982
50150.00     0.517112     0.737664    -1.889212
50150.25     0.475979     0.791221    -1.743157
50150.50     0.331396     0.713496    -1.180799
50150.75     0.198325     0.726288    -1.323525
50151.00     0.124428     0.472477    -0.570706
50151.25     0.020896     0.541045    -0.375020
50151.50    -0.113492     0.467151     0.291395
50151.75    -0.235305     0.546297     0.040715
50152.00    -0.221856     0.411305     0.242247
50152.25    -0.273008     0.485994     0.204476
50152.50    -0.321890     0.449273     0.466773
50152.75    -0.351056     0.506887    -0.128465
50153.00    -0.318049     0.359828    -0.044854
50153.25    -0.269564     0.461015    -0.424648
50153.50    -0.270386     0.339122    -0.004007
50153.75    -0.270597     0.308039    -0.498427
50154.00    -0.222699    -0.032468     0.030193
50154.25    -0.150585    -0.054660    -0.035428
50154.50    -0.144896    -0.220973     0.667382
50154.75    -0.108991    -0.281972     0.591748
50155.00    -0.053600    -0.490963     1.141609
50155.25    -0.016616    -0.512778     1.453238
50155.50    -0.070194    -0.559198     1.974404
50155.75    -0.091662    -0.423290     1.543801
50156.00    -0.075517    -0.429296     1.426327
50156.25    -0.049956    -0.205342     0.848981
50156.50    -0.095265    -0.141828     0.831718
50156.75    -0.122311     0.070761     0.015196
50157.00    -0.132519    -0.036618     0.229753
50157.25    -0.195432     0.085174     0.014371
50157.50    -0.237739     0.031585     0.228020
50157.75    -0.184027     0.065894    -0.336425
50158.00    -0.050777    -0.130098    -0.000353
50158.25     0.011185    -0.079636     0.036132
50158.50    -0.028308    -0.069469     0.378379
50158.75    -0.076849     0.065196    -0.192548
50159.00    -0.043048    -0.084442     0.051778
50159.25     0.036681    -0.062425     0.019621
50159.50     0.146392    -0.092392     0.115899
50159.75     0.342732     0.004643    -0.634355
50160.00     0.508251    -0.131700    -0.371652
50160.25     0.639651     0.031569    -0.651065
50160.50     0.660615     0.137211    -0.621514
50160.75     0.650652     0.317929    -1.240339
50161.00     0.668513     0.179987    -0.809741
50161.25     0.613060     0.305180    -0.952710
50161.50     0.500814     0.305252    -0.566733
50161.75     0.483356     0.441120    -1.074963
50162.00     0.509801     0.286207    -0.715968
50162.25     0.548092     0.358363    -0.823622
50162.50     0.545250     0.381413    -0.723951
50162.75     0.579699     0.469489    -1.322302
50163.00     0.575691     0.245056    -0.812901
50163.25     0.576869     0.204024    -0.523860
50163.50     0.506187     0.132935    -0.074238
50163.75     0.419364     0.077981    -0.129313
50164.00     0.350179    -0.184804     0.598443
50164.25     0.286450    -0.228120     1.031508
50164.50     0.172520    -0.358481     1.664919
50164.75     0.146541    -0.393589     1.455152
50165.00     0.148960    -0.647541     1.983308
50165.25     0.257741    -0.642781     2.053036
50165.50     0.321946    -0.585228     1.905847
50165.75     0.440757    -0.422572     1.083552
50166.00     0.565054    -0.493070     1.104001
50166.25     0.664093    -0.375624     0.829857
50166.50     0.677730    -0.276546     0.702955
50166.75     0.683839    -0.170795     0.106575
50167.00     0.659845    -0.248076     0.169526
50167.25     0.654785    -0.143699     0.009298
50167.50     0.555547    -0.063829     0.030829
50167.75     0.486732     0.105398    -0.657028
50168.00     0.471711     0.004738    -0.368339
50168.25     0.430310     0.113423    -0.320784
50168.50     0.360847     0.143841    -0.101841
50168.75     0.347348     0.240197    -0.540622
50169.00     0.418817     0.028047    -0.072763
50169.25     0.440313     0.086248    -0.013749
50169.50     0.372776    -0.017599     0.529632
50169.75     0.290761    -0.016687     0.300645
50170.00     0.252548    -0.316964     1.057400
50170.25     0.240491    -0.366086     1.383890
50170.50     0.186551    -0.541402     2.058656
50170.75     0.187905    -0.454257     1.409282
50171.00     0.218474    -0.541847     1.455475
50171.25     0.319376    -0.381987     1.075685
50171.50     0.268111    -0.339448     1.180597
50171.75     0.302585    -0.189094     0.407651
50172.00     0.358834    -0.297387     0.617836
50172.25     0.453661    -0.133896     0.196311
50172.50     0.445733    -0.081742     0.324219
50172.75     0.486306     0.061164    -0.340130
50173.00     0.504438    -0.133318     0.125246
50173.25     0.534117    -0.068003     0.158589
50173.50     0.443229    -0.076225     0.674526
50173.75     0.388216    -0.010947     0.426388
50174.00     0.309306    -0.258871     1.281990
50174.25     0.236933    -0.168540     1.422105
50174.50     0.072601    -0.316755     2.201496
50174.75    -0.035751    -0.291265     1.986549
50175.00    -0.109330    -0.567771     2.597711
50175.25    -0.139109    -0.440605     2.281814
50175.50    -0.155478    -0.416581     2.336882
50175.75    -0.063343    -0.299055     1.490966
50176.00     0.028510    -0.448560     1.559460
50176.25     0.175241    -0.294976     1.197989
50176.50     0.219306    -0.212546     1.209031
50176.75     0.306376     0.003762     0.322938
50177.00     0.391799    -0.040517     0.351376
50177.25     0.512005     0.162645    -0.077841
50177.50     0.501516     0.352638    -0.179565
50177.75     0.518087     0.623810    -0.986146
50178.00     0.496615     0.552904    -0.630890
50178.25     0.489414     0.736787    -0.936552
50178.50     0.398825     0.770113    -0.757539
50178.75     0.307008     0.861710    -1.229452
50179.00     0.224571     0.653491    -0.680343
50179.25     0.132899     0.690930    -0.671561
50179.50     0.051875     0.534861    -0.132606
50179.75     0.010894     0.424593    -0.264851
50180.00     0.012781     0.025638     0.601446
50180.25     0.044439    -0.056763     0.909923
50180.50    -0.001826    -0.133861     1.365104
50180.75    -0.031519    -0.124639     1.094332
50181.00    -0.063769    -0.351827     1.576641
50181.25    -0.017703    -0.254887     1.349756
50181.50    -0.050016    -0.231222     1.463193
50181.75    -0.032632    -0.055690     0.629941
50182.00     0.045212    -0.185188     0.825756
50182.25     0.143242    -0.001564     0.387869
50182.50     0.149558    -0.036616     0.670812
50182.75     0.150967     0.048349     0.216572
50183.00     0.174294    -0.109733     0.445435
50183.25     0.207178    -0.070123     0.389840
50183.50     0.169106    -0.130011     0.761201
50183.75     0.127733    -0.127070     0.357616
50184.00     0.106039    -0.304741     0.626762
50184.25     0.132041    -0.191840     0.342221
50184.50     0.029248    -0.207324     0.613968
50184.75    -0.051989    -0.105879    -0.011319
50185.00    -0.190692    -0.344765     0.722663
50185.25    -0.207662    -0.259675     0.566661
50185.50    -0.235620    -0.310804     0.992978
50185.75    -0.189237    -0.208792     0.252608
50186.00    -0.078939    -0.381999     0.595060
50186.25     0.030781    -0.235417     0.140330
50186.50     0.050153    -0.200183     0.149493
50186.75     0.096487    -0.067479    -0.603127
50187.00     0.162538    -0.136004    -0.446423
50187.25     0.199372     0.000917    -0.554151
50187.50     0.147000     0.086696    -0.458057
50187.75     0.119325     0.250256    -1.041156
50188.00     0.103408     0.105449    -0.676697
50188.25     0.029853     0.117041    -0.376229
50188.50    -0.120269     0.038920     0.223224
50188.75    -0.281904    -0.032052     0.353965
50189.00    -0.409133    -0.395035     1.420961
50189.25    -0.540977    -0.497164     2.113016
50189.50    -0.672984    -0.659138     2.973584
50189.75    -0.748789    -0.620419     2.708008
50190.00    -0.748145    -0.819769     3.073529
50190.25    -0.651643    -0.699820     2.725167
50190.50    -0.664695    -0.700334     2.876365
50190.75    -0.620490    -0.555518     2.193738
50191.00    -0.522041    -0.674154     2.431391
50191.25    -0.434264    -0.600426     2.381710
50191.50    -0.466415    -0.517385     2.146190
50191.75    -0.393981    -0.191761     0.764684
50192.00    -0.279097    -0.216578     0.628672
50192.25    -0.146289    -0.024067     0.098136
50192.50    -0.185586    -0.075643     0.475775
50192.75    -0.177366    -0.000364    -0.138056
50193.00    -0.114883    -0.184533     0.134359
50193.25    -0.055437    -0.110159    -0.164063
50193.50    -0.089424    -0.126737    -0.035941
50193.75    -0.062074    -0.067775    -0.643603
50194.00    -0.003697    -0.261058    -0.287212
50194.25     0.088920    -0.191062    -0.415249
50194.50     0.040116    -0.232462    -0.041496
50194.75     0.072580    -0.060772    -0.708285
50195.00     0.112331    -0.188746    -0.349406
50195.25     0.156723     0.070490    -0.825078
50195.50     0.067870     0.103317    -0.528829
50195.75     0.016088     0.340357    -1.178412
50196.00    -0.031880     0.207691    -0.711634
50196.25    -0.089875     0.344941    -0.825553
50196.50    -0.265524     0.298684    -0.329207
50196.75    -0.411190     0.338975    -0.515266
50197.00    -0.526367     0.071361     0.262198
50197.25    -0.624963     0.044231     0.524381
50197.50    -0.688890    -0.120043     0.932281
50197.75    -0.647364    -0.131842     0.273611
50198.00    -0.488888    -0.343219     0.473224
50198.25    -0.320012    -0.289818     0.206213
50198.50    -0.239782    -0.188011     0.099465
50198.75    -0.214661    -0.020401    -0.632774
50199.00    -0.208833    -0.080796    -0.364129
50199.25    -0.147179     0.044481    -0.654907
50199.50    -0.137510     0.060497    -0.527899
50199.75    -0.077782     0.128114    -1.095531
50200.00     0.012059    -0.036716    -0.737517
50200.25     0.097805    -0.009856    -0.824699
50200.50     0.179035     0.028839    -0.800343
50200.75     0.312029     0.116831    -1.393453
50201.00     0.500668     0.054459    -1.222672
50201.25     0.619863     0.204917    -1.383192
50201.50     0.603484     0.334699    -1.355546
50201.75     0.578069     0.538148    -1.919830
50202.00     0.520373     0.430782    -1.462875
50202.25     0.477251     0.567232    -1.591099
50202.50     0.403529     0.591060    -1.388331
50202.75     0.383919     0.589602    -1.736671
50203.00     0.397946     0.307536    -1.084889
50203.25     0.427950     0.254719    -0.969491
50203.50     0.397809     0.190705    -0.674388
50203.75     0.400923     0.175811    -1.001273
50204.00     0.386717    -0.057091    -0.390319
50204.25     0.364674    -0.065706    -0.266609
50204.50     0.279256    -0.073081    -0.017404
50204.75     0.262340     0.003471    -0.465914
50205.00     0.283631    -0.148149    -0.112555
50205.25     0.318912    -0.106627    -0.039243
50205.50     0.269302    -0.127271     0.269564
50205.75     0.275983    -0.079660    -0.153255
50206.00     0.318300    -0.277588     0.291794
50206.25     0.390127    -0.200333     0.145520
50206.50     0.371071    -0.217065     0.459865
50206.75     0.433739    -0.074671    -0.293796
50207.00     0.484835    -0.193713     0.048892
50207.25     0.555891    -0.066727    -0.166110
50207.50     0.549641     0.010151    -0.041083
50207.75     0.564098     0.187237    -0.734150
50208.00     0.568069     0.060532    -0.330222
50208.25     0.557986     0.148638    -0.465389
50208.50     0.556932     0.193835    -0.265246
50208.75     0.560446     0.288621    -0.848927
50209.00     0.615964     0.130811    -0.436683
50209.25     0.693112     0.185037    -0.435249
50209.50     0.676518     0.183564    -0.257615
50209.75     0.668324     0.220431    -0.629527
50210.00     0.631359    -0.045981     0.065953
50210.25     0.659135    -0.015891    -0.013347
50210.50     0.575937    -0.024913     0.236584
50210.75     0.538236     0.039554    -0.274863
50211.00     0.524324    -0.132704     0.159946
50211.25     0.585179    -0.050555     0.003412
50211.50     0.549965    -0.035799     0.082594
50211.75     0.568237     0.059397    -0.526299
50212.00     0.598796    -0.069995    -0.251612
50212.25     0.660732     0.076155    -0.679150
50212.50     0.615086     0.111094    -0.519544
50212.75     0.611413     0.302959    -1.299097
50213.00     0.626097     0.215105    -1.013193
50213.25     0.661340     0.358227    -1.216891
50213.50     0.676900     0.445515    -1.200244
50213.75     0.689306     0.615462    -1.913569
50214.00     0.670044     0.444926    -1.494515
50214.25     0.686258     0.504291    -1.585172
50214.50     0.604207     0.486394    -1.393751
50214.75     0.570744     0.509770    -1.724462
50215.00     0.529407     0.313972    -1.114487
50215.25     0.529689     0.319933    -0.914680
50215.50     0.457532     0.261978    -0.497364
50215.75     0.415201     0.222111    -0.596567
50216.00     0.323241    -0.026681     0.147943
50216.25     0.312875     0.017547     0.273874
50216.50     0.220745    -0.015899     0.667014
50216.75     0.108403    -0.006537     0.504884
50217.00     0.051532    -0.235151     1.208230
50217.25    -0.010570    -0.188270     1.279545
50217.50    -0.144500    -0.284715     1.776979
50217.75    -0.224794    -0.226325     1.369497
50218.00    -0.222094    -0.431874     1.817642
50218.25    -0.203915    -0.324259     1.561678
50218.50    -0.259682    -0.341799     1.708313
50218.75    -0.279285    -0.264293     1.229486
50219.00    -0.267272    -0.423095     1.629845
50219.25    -0.254821    -0.460416     1.949374
50219.50    -0.343201    -0.563918     2.438614
50219.75    -0.385226    -0.458411     1.829515
50220.00    -0.316630    -0.531294     1.835873
50220.25    -0.308677    -0.528480     1.856173
50220.50    -0.360168    -0.575150     2.146299
50220.75    -0.430771    -0.475944     1.741757
50221.00    -0.466744    -0.671231     2.330192
50221.25    -0.462418    -0.558590     2.086113
50221.50    -0.512606    -0.541378     2.161784
50221.75    -0.481287    -0.370552     1.205325
50222.00    -0.384208    -0.502615     1.295045
50222.25    -0.277367    -0.385428     0.897060
50222.50    -0.272766    -0.418399     1.089290
50222.75    -0.215995    -0.294959     0.282149
50223.00    -0.146160    -0.469522     0.528198
50223.25    -0.066833    -0.371356     0.283078
50223.50    -0.125024    -0.410286     0.510836
50223.75    -0.132408    -0.331227     0.101384
50224.00    -0.108195    -0.506890     0.623611
50224.25    -0.045735    -0.409285     0.550419
50224.50    -0.134129    -0.495504     1.085948
50224.75    -0.163325    -0.440628     0.875506
50225.00    -0.150944    -0.620617     1.291406
50225.25    -0.053264    -0.477114     0.849929
50225.50     0.016302    -0.364990     0.664529
50225.75     0.139656    -0.196773    -0.165672
50226.00     0.236181    -0.327538     0.120246
50226.25     0.360584    -0.197471    -0.145451
50226.50     0.396358    -0.101671    -0.163067
50226.75     0.474873     0.023777    -0.780003
50227.00     0.506997    -0.118318    -0.357741
50227.25     0.606118     0.001278    -0.524502
50227.50     0.542785    -0.007518    -0.144181
50227.75     0.505552     0.110510    -0.542591
50228.00     0.405393    -0.045986     0.015668
50228.25     0.347748     0.002256     0.152483
50228.50     0.205560    -0.051328     0.587134
50228.75     0.137587    -0.025961     0.244061
50229.00     0.074601    -0.210248     0.691642
50229.25     0.087902    -0.184901     0.544473
50229.50     0.070729    -0.207781     0.711472
50229.75     0.075692    -0.147735     0.178011
50230.00     0.131884    -0.322339     0.555112
50230.25     0.219484    -0.289254     0.519797
50230.50     0.253951    -0.270165     0.571300
50230.75     0.293349    -0.190352     0.070218
50231.00     0.295055    -0.284732     0.466820
50231.25     0.333804    -0.205043     0.315082
50231.50     0.234318    -0.187943     0.520454
50231.75     0.190211    -0.072609     0.059383
50232.00     0.171994    -0.254208     0.699435
50232.25     0.188439    -0.144702     0.642604
50232.50     0.167625    -0.145896     0.883442
50232.75     0.101354    -0.079328     0.571298
50233.00     0.098904    -0.233603     0.944990
50233.25     0.133219    -0.128040     0.757119
50233.50     0.123577    -0.109613     0.897764
50233.75     0.112193    -0.055853     0.493584
50234.00     0.113453    -0.208465     0.809059
50234.25     0.160202    -0.089404     0.473590
50234.50     0.127559    -0.097463     0.586014
50234.75     0.178988     0.060709    -0.193231
50235.00     0.234567    -0.009942    -0.119245
50235.25     0.362730     0.194087    -0.651748
50235.50     0.399222     0.278809    -0.688647
50235.75     0.457074     0.472010    -1.401096
50236.00     0.533835     0.387404    -1.180208
50236.25     0.617482     0.540137    -1.403413
50236.50     0.637429     0.614662    -1.392015
50236.75     0.606522     0.672905    -1.673898
50237.00     0.569841     0.457444    -1.224219
50237.25     0.544725     0.524434    -1.229568
50237.50     0.459679     0.501355    -0.962824
50237.75     0.371097     0.464261    -1.092650
50238.00     0.315028     0.155239    -0.297742
50238.25     0.263542     0.136313    -0.148343
50238.50     0.192018     0.054140     0.180131
50238.75     0.181894     0.053946    -0.037814
50239.00     0.236310    -0.153741     0.439021
50239.25     0.335420    -0.086773     0.309091
50239.50     0.375341    -0.021518     0.281357
50239.75     0.398475     0.099630    -0.300864
50240.00     0.426451    -0.035227     0.094627
50240.25     0.441329     0.080934    -0.166014
50240.50     0.380870     0.186386    -0.178575
50240.75     0.316167     0.318542    -0.684037
50241.00     0.208423     0.117361    -0.087645
50241.25     0.149907     0.186678    -0.063172
50241.50     0.034227     0.174451     0.203501
50241.75    -0.048271     0.254162    -0.163880
50242.00    -0.120736     0.035433     0.485875
50242.25    -0.114429     0.102070     0.474598
50242.50    -0.137786     0.126112     0.551864
50242.75    -0.141384     0.192461     0.095697
50243.00    -0.152622     0.026231     0.440727
50243.25    -0.129530     0.056622     0.461359
50243.50    -0.150287     0.055329     0.572297
50243.75    -0.127702     0.133055    -0.044459
50244.00    -0.112311    -0.071813     0.398982
50244.25    -0.051392     0.019254     0.164901
50244.50    -0.085747     0.018217     0.287040
50244.75    -0.111422     0.080183    -0.207615
50245.00    -0.107573    -0.127186     0.262783
50245.25    -0.067474    -0.103962     0.121726
50245.50    -0.062346    -0.137865     0.304783
50245.75    -0.052459    -0.101355    -0.091161
50246.00    -0.005434    -0.306533     0.393049
50246.25     0.018446    -0.261158     0.445039
50246.50     0.019924    -0.220322     0.570605
50246.75    -0.026219    -0.109873     0.090538
50247.00    -0.027256    -0.262406     0.508006
50247.25     0.014128    -0.154518     0.326197
50247.50     0.005552    -0.061888     0.153965
50247.75     0.042436     0.073072    -0.533357
50248.00     0.062265    -0.088223    -0.191902
50248.25     0.153712     0.008049    -0.430048
50248.50     0.192981     0.077514    -0.526410
50248.75     0.201258     0.148830    -0.890748
50249.00     0.201341    -0.017495    -0.381678
50249.25     0.240310     0.033130    -0.343803
50249.50     0.193624     0.018955    -0.063256
50249.75     0.178550     0.071062    -0.376887
50250.00     0.159448    -0.102064     0.098279
50250.25     0.192167    -0.059548     0.085514
50250.50     0.165717    -0.021124     0.167758
50250.75     0.116802     0.022923    -0.128216
50251.00     0.112220    -0.094680     0.128660
50251.25     0.137954     0.014305    -0.105171
50251.50     0.164496     0.139050    -0.290301
50251.75     0.163091     0.243500    -0.808705
50252.00     0.208473     0.044972    -0.388672
50252.25     0.265790     0.104269    -0.479070
50252.50     0.227390     0.017737    -0.145141
50252.75     0.189156     0.010723    -0.384229
50253.00     0.234007    -0.183751     0.098071
50253.25     0.257392    -0.160461     0.200499
50253.50     0.215697    -0.160518     0.402427
50253.75     0.200520    -0.138717     0.119739
50254.00     0.205112    -0.337396     0.700919
50254.25     0.240312    -0.261630     0.627123
50254.50     0.187481    -0.305998     0.910078
50254.75     0.198028    -0.208983     0.339572
50255.00     0.222581    -0.365976     0.700842
50255.25     0.293909    -0.322220     0.699347
50255.50     0.289728    -0.337876     0.900286
50255.75     0.297504    -0.262049     0.455760
50256.00     0.326795    -0.330738     0.604153
50256.25     0.343120    -0.218452     0.331249
50256.50     0.274981    -0.177230     0.448568
50256.75     0.227894    -0.085404     0.001106
50257.00     0.173340    -0.257731     0.527486
50257.25     0.149173    -0.196656     0.552076
50257.50    -0.004435    -0.230276     0.967198
50257.75    -0.054707    -0.145931     0.528492
50258.00    -0.107156    -0.304438     0.880013
50258.25    -0.101491    -0.180686     0.560222
50258.50    -0.151322    -0.205316     0.746375
50258.75    -0.220329    -0.121848     0.185232
50259.00    -0.188209    -0.280929     0.615774
50259.25    -0.173840    -0.162265     0.417895
50259.50    -0.232769    -0.197210     0.819891
50259.75    -0.291535    -0.141251     0.504683
50260.00    -0.331028    -0.299702     1.078659
50260.25    -0.307384    -0.247979     1.132138
50260.50    -0.369588    -0.289824     1.552360
50260.75    -0.422730    -0.247421     1.192281
50261.00    -0.457167    -0.371205     1.563749
50261.25    -0.429991    -0.205854     1.108918
50261.50    -0.441823    -0.185417     1.212047
50261.75    -0.424557     0.010551     0.339741
50262.00    -0.401067    -0.141680     0.578125
50262.25    -0.322135     0.010494     0.123980
50262.50    -0.292651     0.078452     0.019661
50262.75    -0.256738     0.230394    -0.744797
50263.00    -0.196188     0.099771    -0.565350
50263.25    -0.050812     0.223855    -0.937994
50263.50    -0.008044     0.235217    -0.860424
50263.75     0.005489     0.338703    -1.387861
50264.00     0.050668     0.131183    -0.774253
50264.25     0.053411     0.199189    -0.857826
50264.50     0.025948     0.200660    -0.670529
50264.75     0.035653     0.277454    -1.183955
50265.00     0.054087     0.047447    -0.592537
50265.25     0.072031     0.143796    -0.773492
50265.50     0.093317     0.165170    -0.628346
50265.75     0.089027     0.194683    -0.895344
50266.00     0.074005    -0.103013    -0.085937
50266.25     0.085801    -0.052220    -0.139991
50266.50     0.088227    -0.068281     0.198186
50266.75     0.040280    -0.056452     0.001014
50267.00     0.042745    -0.246759     0.615162
50267.25     0.052432    -0.174111     0.540476
50267.50     0.030656    -0.183160     0.762992
50267.75     0.001286    -0.087595     0.214626
50268.00     0.012447    -0.256353     0.595080
50268.25     0.034048    -0.198818     0.471209
50268.50     0.017179    -0.171614     0.505485
50268.75     0.061595    -0.056588    -0.101456
50269.00     0.095553    -0.231535     0.329990
50269.25     0.139380    -0.122935     0.095686
50269.50     0.166602    -0.022242    -0.007139
50269.75     0.180931     0.097499    -0.568445
50270.00     0.209076    -0.051698    -0.162565
50270.25     0.281285     0.089616    -0.496489
50270.50     0.265094     0.139461    -0.455183
50270.75     0.237723     0.216883    -0.865551
50271.00     0.237962     0.019313    -0.334952
50271.25     0.270523     0.062287    -0.446975
50271.50     0.216349     0.025944    -0.237224
50271.75     0.228478     0.049733    -0.557233
50272.00     0.205605    -0.206699     0.141139
50272.25     0.214593    -0.173257     0.160596
50272.50     0.155300    -0.230931     0.541094
50272.75     0.107848    -0.164055     0.208226
50273.00     0.064282    -0.345672     0.821142
50273.25     0.049587    -0.260819     0.763844
50273.50     0.039366    -0.175026     0.785457
50273.75     0.029300    -0.044394     0.169816
50274.00     0.034016    -0.177212     0.578159
50274.25     0.071622     0.041844    -0.008161
50274.50     0.101875     0.148881    -0.192197
50274.75     0.113551     0.291714    -0.929729
50275.00     0.169686     0.178839    -0.612538
50275.25     0.250230     0.292876    -0.866369
50275.50     0.287061     0.298923    -0.732481
50275.75     0.310702     0.446243    -1.388321
50276.00     0.330301     0.247984    -0.862993
50276.25     0.360744     0.343105    -1.014130
50276.50     0.305785     0.261563    -0.652257
50276.75     0.287382     0.335715    -1.113370
50277.00     0.250132     0.089635    -0.513795
50277.25     0.246863     0.121906    -0.595103
50277.50     0.199071     0.088531    -0.423533
50277.75     0.183596     0.201881    -0.959151
50278.00     0.152097    -0.098768    -0.094334
50278.25     0.167652    -0.009297    -0.155817
50278.50     0.147601    -0.049587     0.208432
50278.75     0.119655     0.079010    -0.335193
50279.00     0.110936    -0.104567     0.227723
50279.25     0.131395     0.007059     0.118916
50279.50     0.077634    -0.017133     0.388446
50279.75     0.035406     0.081526    -0.141170
50280.00    -0.000954    -0.185590     0.502607
50280.25     0.025723    -0.093846     0.303062
50280.50    -0.011965    -0.146699     0.638311
50280.75     0.015015    -0.075702     0.174242
50281.00     0.028377    -0.231673     0.592382
50281.25     0.066205    -0.173453     0.551079
50281.50     0.027284    -0.172439     0.809433
50281.75     0.016931    -0.029412     0.210402
50282.00     0.052171    -0.124524     0.440984
50282.25     0.126115     0.073876     0.004587
50282.50     0.112760     0.122801    -0.038900
50282.75     0.115990     0.305200    -0.817199
50283.00     0.174476     0.164381    -0.506244
50283.25     0.219636     0.268490    -0.717970
50283.50     0.145800     0.283412    -0.555921
50283.75     0.119004     0.376347    -0.952404
50284.00     0.101864     0.199270    -0.456518
50284.25     0.105270     0.204470    -0.398419
50284.50     0.004963     0.155092    -0.046090
50284.75     0.004603     0.190170    -0.402093
50285.00     0.052983    -0.025901     0.122249
50285.25     0.125489     0.070569    -0.064795
50285.50     0.174840     0.083228     0.080002
50285.75     0.187016     0.193685    -0.498462
50286.00     0.255564     0.085746    -0.277738
50286.25     0.342567     0.289065    -0.774993
