-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
NANO        49718.000    1995     1     1     0
NANO        52274.750    2001    12    31    18
NANO     -2335726.738 -3451608.345  4812009.996
50039.75    -0.755794     0.257683     0.007112
50040.00    -0.307703     0.183744    -0.727558
50040.25    -0.387599     0.135267    -1.941576
50040.50     0.278317    -0.266128    -2.616024
50040.75    -0.019321     0.220264    -4.198541
50041.00    -0.142997     0.281618    -4.159534
50041.25    -0.811879     0.525241    -4.735947
50041.50    -0.705214     0.359722    -4.547776
50041.75    -1.177787     0.898874    -5.175093
50042.00    -1.287607     0.857061    -3.818965
50042.25    -1.821293     0.837560    -3.003453
50042.50    -1.653853     0.445950    -1.868709
50042.75    -1.785006     0.844011    -2.184769
50043.00    -1.571204     0.805879    -1.702268
50043.25    -1.786764     0.833434    -1.947861
50043.50    -1.396423     0.483471    -2.144504
50043.75    -1.328621     0.891057    -2.935947
50044.00    -1.039864     0.854950    -2.501797
50044.25    -1.083873     0.792004    -2.572453
50044.50    -0.748535     0.363739    -1.595323
50044.75    -0.805530     0.523166    -1.216236
50045.00    -0.632082     0.251875    -0.708556
50045.25    -0.656474     0.068578    -0.991120
50045.50    -0.142267    -0.385832    -0.404820
50045.75    -0.110376    -0.122948    -0.378148
50046.00     0.138674    -0.245567     1.493245
50046.25    -0.073186    -0.435058     2.139180
50046.50     0.475431    -0.830491     2.441838
50046.75     0.681109    -0.538950     1.568041
50047.00     1.029387    -0.619330     1.880942
50047.25     0.816037    -0.585890     1.162226
50047.50     1.172977    -0.808546     0.567018
50047.75     1.206657    -0.299493    -1.472230
50048.00     1.406408    -0.108867    -2.253211
50048.25     0.969341    -0.039221    -3.148572
50048.50     1.016848    -0.331596    -2.280090
50048.75     0.441002     0.203941    -1.519541
50049.00     0.243909     0.049306     1.018904
50049.25    -0.238304    -0.011153     1.784516
50049.50    -0.173564    -0.254839     2.095173
50049.75    -0.721892     0.333762     1.859868
50050.00    -1.111370     0.384705     2.637789
50050.25    -1.794605     0.553471     2.469078
50050.50    -1.736603     0.423900     3.284349
50050.75    -2.202497     0.696547     3.657693
50051.00    -2.139640     0.623525     4.583291
50051.25    -2.505933     0.598702     5.044434
50051.50    -1.993081     0.265195     4.769081
50051.75    -1.809899     0.612969     3.673782
50052.00    -1.483722     0.585981     4.000450
50052.25    -1.793426     0.510491     4.713652
50052.50    -1.669915     0.088424     5.573366
50052.75    -1.931304     0.577621     4.655260
50053.00    -1.959444     0.659249     5.226246
50053.25    -2.495372     0.636156     4.895334
50053.50    -2.309188     0.204651     4.330173
50053.75    -2.542263     0.629968     1.992366
50054.00    -2.455282     0.702255     0.966715
50054.25    -2.959093     0.790782     0.140107
50054.50    -2.794588     0.459218     0.252348
50054.75    -3.075979     0.746337     0.819964
50055.00    -2.979622     0.516003     3.417875
50055.25    -3.162329     0.064605     4.920756
50055.50    -2.596762    -0.194740     2.723440
50055.75    -2.462997     0.551326    -0.799166
50056.00    -2.099245     0.774708    -2.335466
50056.25    -2.231173     0.885233    -3.516918
50056.50    -1.907626     0.554201    -3.505246
50056.75    -2.033984     0.861682    -3.839719
50057.00    -1.927948     0.769102    -3.279631
50057.25    -2.148685     0.759257    -3.840226
50057.50    -1.688558     0.470691    -4.313157
50057.75    -1.461674     0.798868    -5.211296
50058.00    -1.142304     0.748041    -4.515202
50058.25    -1.203307     0.616245    -4.390719
50058.50    -0.606190     0.088823    -3.833460
50058.75    -0.433320     0.392674    -5.231565
50059.00    -0.315147     0.415262    -5.573881
50059.25    -0.865434     0.468988    -5.776347
50059.50    -0.854957     0.172088    -5.590736
50059.75    -1.256328     0.496542    -6.087726
50060.00    -1.404385     0.536337    -5.407614
50060.25    -1.999680     0.549951    -5.140345
50060.50    -1.921891     0.252138    -4.493630
50060.75    -2.090934     0.807462    -5.003139
50061.00    -1.949305     0.666323    -3.475406
50061.25    -2.217985     0.798717    -2.572325
50061.50    -2.025856     0.553701    -0.623132
50061.75    -2.259726     1.080702     0.490237
50062.00    -2.256709     0.915760     1.711225
50062.25    -2.485086     0.919544     2.406259
50062.50    -2.442576     0.709792     3.068302
50062.75    -2.668442     1.191134     1.707635
50063.00    -2.453297     1.090222     2.550196
50063.25    -2.689788     0.939307     3.234400
50063.50    -2.306020     0.375391     6.052367
50063.75    -2.400305     0.371995     8.580570
50064.00    -2.297452     0.104282    10.809437
50064.25    -2.709106    -0.033096    10.072712
50064.50    -2.190503    -0.406668     7.463021
50064.75    -1.685784    -0.063107     4.590109
50065.00    -1.206097    -0.001227     3.570622
50065.25    -1.287011     0.083174     2.470891
50065.50    -0.655617    -0.084047     2.731540
50065.75    -0.778867     0.246430     2.211765
50066.00    -0.615095     0.240197     2.085915
50066.25    -0.945532     0.282495     0.779519
50066.50    -0.675801     0.056739     0.013670
50066.75    -0.802691     0.483868    -1.782939
50067.00    -0.731460     0.515797    -2.165582
50067.25    -1.161526     0.621382    -2.830220
50067.50    -0.983499     0.383891    -2.830755
50067.75    -1.083491     0.796688    -3.570924
50068.00    -0.837759     0.777103    -3.083859
50068.25    -1.206491     0.790770    -3.246012
50068.50    -0.954660     0.469847    -2.507659
50068.75    -1.033762     0.750538    -2.290100
50069.00    -0.995929     0.587261    -0.983769
50069.25    -1.396332     0.508383    -0.415685
50069.50    -1.044553     0.110739     0.072035
50069.75    -1.105443     0.477954    -1.128741
50070.00    -0.983398     0.522503    -1.305814
50070.25    -1.241390     0.506786    -1.602236
50070.50    -0.864911     0.242850    -1.523458
50070.75    -0.973568     0.660461    -2.421715
50071.00    -0.783631     0.680976    -2.233925
50071.25    -0.981095     0.631901    -2.543508
50071.50    -0.542157     0.255255    -2.481639
50071.75    -0.623745     0.666114    -3.164425
50072.00    -0.516603     0.656570    -2.675260
50072.25    -0.886630     0.732817    -2.760689
50072.50    -0.548271     0.380425    -2.416075
50072.75    -0.677228     0.723364    -2.786164
50073.00    -0.575009     0.685822    -2.063695
50073.25    -0.967138     0.634028    -2.221272
50073.50    -0.580625     0.260490    -1.924632
50073.75    -0.492666     0.555627    -2.821308
50074.00    -0.171497     0.578145    -2.608463
50074.25    -0.254928     0.564326    -2.514186
50074.50     0.140052     0.254136    -2.116453
50074.75     0.148759     0.636529    -2.755719
50075.00     0.248477     0.718781    -2.170212
50075.25    -0.034198     0.735783    -2.335776
50075.50     0.100443     0.516119    -2.305216
50075.75     0.024305     0.960925    -3.414316
50076.00     0.077466     1.047566    -3.111571
50076.25    -0.302017     1.054780    -3.305493
50076.50     0.013977     0.787642    -3.212178
50076.75    -0.074478     1.186610    -4.195290
50077.00     0.059033     1.247198    -3.855412
50077.25    -0.282162     1.250067    -3.784127
50077.50     0.101548     0.894347    -3.378469
50077.75     0.002797     1.281617    -4.225065
50078.00    -0.071167     1.278857    -3.813558
50078.25    -0.408528     1.251178    -3.571651
50078.50    -0.150763     0.890377    -2.917141
50078.75    -0.265525     1.103889    -3.161427
50079.00    -0.129208     0.937431    -1.978356
50079.25    -0.523292     0.835647    -1.606572
50079.50    -0.340409     0.489108    -0.899925
50079.75    -0.532670     0.781304    -0.851008
50080.00    -0.554802     0.779936     0.784223
50080.25    -0.993811     0.628500     1.919935
50080.50    -0.602210     0.072575     3.418861
50080.75    -0.584486     0.175242     3.128914
50081.00    -0.239468     0.077711     3.737255
50081.25    -0.188756    -0.112548     3.731648
50081.50     0.368260    -0.442102     3.820833
50081.75     0.412182    -0.090531     3.564903
50082.00     0.641630    -0.176380     4.691680
50082.25     0.487844    -0.248776     3.534514
50082.50     1.039702    -0.431685     1.280436
50082.75     0.949656     0.256551    -2.040484
50083.00     0.962378     0.527807    -3.267473
50083.25     0.583187     0.728181    -4.394811
50083.50     0.847969     0.525745    -4.715644
50083.75     0.572965     1.025051    -5.285539
50084.00     0.334310     1.111582    -4.130040
50084.25    -0.185433     0.939599    -2.696449
50084.50    -0.003210     0.312982    -1.158665
50084.75    -0.166853     0.386912    -0.454351
50085.00    -0.149222     0.149210     1.992367
50085.25    -0.458349    -0.246574     3.481745
50085.50     0.000121    -0.756227     3.285012
50085.75     0.055431    -0.371630     1.118422
50086.00     0.267008    -0.277176     0.318516
50086.25     0.002404    -0.182163    -0.739394
50086.50     0.272505    -0.464963    -1.329260
50086.75     0.075788     0.017132    -2.856290
50087.00     0.134918     0.156891    -3.029625
50087.25    -0.150989     0.141361    -3.169620
50087.50     0.107782    -0.069931    -3.346829
50087.75    -0.142443     0.400305    -4.160894
50088.00    -0.250811     0.590581    -3.348156
50088.25    -0.765907     0.720801    -2.635534
50088.50    -0.766112     0.590049    -1.940290
50088.75    -0.962830     0.980760    -1.375135
50089.00    -0.992632     0.959144    -0.119136
50089.25    -1.146706     0.821034     0.230965
50089.50    -0.898691     0.482774     1.328047
50089.75    -1.164279     0.708882     1.327982
50090.00    -1.044794     0.592835     2.174660
50090.25    -1.218856     0.480398     2.121101
50090.50    -0.920410     0.121990     2.291041
50090.75    -1.010488     0.504425     1.322021
50091.00    -0.756681     0.565768     1.642604
50091.25    -0.900191     0.594717     1.626759
50091.50    -0.531983     0.237903     2.258911
50091.75    -0.661869     0.567507     1.956833
50092.00    -0.652647     0.561283     2.205303
50092.25    -0.989632     0.560691     1.168612
50092.50    -0.910041     0.403980     0.052511
50092.75    -1.263532     1.019664    -1.180997
50093.00    -1.432099     1.189053    -0.687260
50093.25    -1.745860     1.119331    -0.686500
50093.50    -1.456308     0.797594    -1.174647
50093.75    -1.443016     1.105034    -2.382035
50094.00    -1.231136     1.091213    -2.052398
50094.25    -1.341531     0.904311    -1.533743
50094.50    -0.976409     0.488266    -1.160485
50094.75    -1.031983     0.711274    -1.344547
50095.00    -0.920242     0.648140    -0.233789
50095.25    -1.317972     0.458421     0.183861
50095.50    -1.105923    -0.029648     0.285662
50095.75    -1.094456     0.133173    -0.301019
50096.00    -0.968758     0.171753    -0.074332
50096.25    -1.191261     0.173578    -0.130573
50096.50    -0.922873    -0.036652     0.003080
50096.75    -0.904898     0.391190    -0.166718
50097.00    -0.993512     0.446438     1.448373
50097.25    -1.438161     0.210103     2.825930
50097.50    -1.119870    -0.254831     3.974537
50097.75    -1.227304    -0.103246     4.022773
50098.00    -1.079643    -0.165682     4.485757
50098.25    -1.234250    -0.229904     3.794568
50098.50    -0.830607    -0.513762     3.323748
50098.75    -0.527407    -0.075542     2.860998
50099.00    -0.150868    -0.059764     3.782561
50099.25    -0.166706     0.079194     2.930767
50099.50     0.112346     0.015030     1.588548
50099.75     0.117360     0.623000    -0.841885
50100.00    -0.023167     0.732445    -1.537789
50100.25    -0.512481     0.696847    -2.196211
50100.50    -0.306496     0.211331    -1.444273
50100.75    -0.399069     0.233357    -0.123254
50101.00    -0.424033    -0.119148     2.825605
50101.25    -0.735987    -0.424457     4.329029
50101.50    -0.554797    -0.947399     4.655063
50101.75    -0.754197    -0.565855     3.063241
50102.00    -0.665224    -0.392913     2.569759
50102.25    -1.000092    -0.350236     2.178701
50102.50    -0.867218    -0.601661     2.480510
50102.75    -0.923409    -0.464252     3.782895
50103.00    -0.906785    -0.536490     5.108775
50103.25    -1.148170    -0.550614     4.658799
50103.50    -0.788365    -0.741677     3.958959
50103.75    -0.744338    -0.181937     1.810723
50104.00    -0.739828     0.156193     0.898768
50104.25    -1.226316     0.342065     0.055043
50104.50    -1.124293     0.127055    -0.017214
50104.75    -1.226878     0.498968    -0.367488
50105.00    -1.261300     0.558809     0.649672
50105.25    -1.610444     0.452308     1.284947
50105.50    -1.344187     0.039121     1.564295
50105.75    -1.291698     0.292171     0.689316
50106.00    -1.163340     0.315271     1.398116
50106.25    -1.314850     0.076768     2.199051
50106.50    -1.098535    -0.361960     2.673454
50106.75    -1.119866    -0.046984     1.702263
50107.00    -0.954996     0.046101     1.497827
50107.25    -1.251832     0.006546     1.103093
50107.50    -1.046281    -0.386680     0.992272
50107.75    -1.090958    -0.065707    -0.037979
50108.00    -1.024716     0.155107    -0.235256
50108.25    -1.132837     0.103811    -0.732359
50108.50    -0.698353    -0.243662    -0.753443
50108.75    -0.580953     0.223726    -1.703051
50109.00    -0.277291     0.340437    -1.177536
50109.25    -0.246379     0.373452    -0.449668
50109.50     0.341469    -0.082188     1.204235
50109.75     0.544473     0.095865     2.156556
50110.00     0.689406     0.093232     3.164576
50110.25     0.452734     0.154271     3.105401
50110.50     0.724713    -0.110859     2.671492
50110.75     0.717787     0.301904     1.113818
50111.00     0.850840     0.359304     0.862981
50111.25     0.352845     0.362136     0.400989
50111.50     0.506488     0.044684    -0.280895
50111.75     0.308116     0.310291    -1.813299
50112.00     0.208715     0.403673    -2.099888
50112.25    -0.149558     0.349945    -2.896613
50112.50     0.328155    -0.018411    -3.393828
50112.75     0.387270     0.425949    -4.531616
50113.00     0.691536     0.419775    -3.867796
50113.25     0.568977     0.325073    -3.445320
50113.50     1.134567    -0.052172    -3.177362
50113.75     1.111235     0.346713    -3.281347
50114.00     1.277914     0.242086    -2.373837
50114.25     0.944221     0.100473    -2.257172
50114.50     1.415162    -0.169325    -2.422163
50114.75     1.247814     0.336524    -3.060917
50115.00     1.364554     0.193848    -2.158121
50115.25     0.919031     0.087035    -2.381904
50115.50     1.337715    -0.328706    -2.133060
50115.75     1.235580     0.158650    -2.872066
50116.00     1.309313     0.134179    -2.107269
50116.25     0.832182     0.144447    -2.102718
50116.50     1.135937    -0.171579    -1.951240
50116.75     1.010418     0.271248    -2.137996
50117.00     0.836242     0.298050    -0.920943
50117.25     0.196274     0.265583     0.116348
50117.50     0.544712    -0.136106     0.307639
50117.75     0.462358     0.475339    -0.582043
50118.00     0.438874     0.559767     0.465485
50118.25    -0.022901     0.665443     1.584064
50118.50     0.093714     0.307275     3.547820
50118.75    -0.221733     0.783619     3.960129
50119.00    -0.110761     0.698964     5.792003
50119.25    -0.305995     0.342478     5.871631
50119.50     0.472033    -0.166603     5.136977
50119.75     0.511518     0.300810     4.872629
50120.00     0.617740     0.175273     6.477220
50120.25     0.372673     0.084776     6.361821
50120.50     1.076251    -0.341874     5.651831
50120.75     1.110902     0.231398     4.612725
50121.00     1.011682     0.281614     5.811268
50121.25     0.482115     0.262133     6.339931
50121.50     0.848737    -0.159196     7.133051
50121.75     0.670845     0.254253     7.069510
50122.00     0.701062     0.087976     7.559252
50122.25     0.532445    -0.124784     6.461349
50122.50     1.169365    -0.642527     4.615788
50122.75     1.276420     0.035164     1.703513
50123.00     1.598461     0.139964     0.553318
50123.25     1.480967     0.126486    -0.699162
50123.50     2.016400    -0.290467    -1.085401
50123.75     1.824551     0.171002    -2.063021
50124.00     1.870130     0.029640    -1.589237
50124.25     1.277966    -0.046114    -2.141304
50124.50     1.447341    -0.451906    -2.572685
50124.75     1.127343     0.050706    -3.975367
50125.00     1.019107    -0.044016    -3.175652
50125.25     0.527161    -0.067791    -3.603178
50125.50     0.805435    -0.420177    -3.258129
50125.75     0.641327     0.010443    -3.674065
50126.00     0.517983     0.013942    -2.575921
50126.25     0.106869    -0.082864    -2.330500
50126.50     0.442400    -0.411892    -1.779880
50126.75     0.265904     0.004833    -2.111402
50127.00     0.318777     0.024353    -1.483437
50127.25    -0.160022     0.127220    -2.097706
50127.50     0.016294    -0.012697    -2.935712
50127.75    -0.462318     0.696767    -4.657571
50128.00    -0.650991     0.648025    -4.286354
50128.25    -1.261029     0.635740    -4.743627
50128.50    -1.036260     0.246251    -4.513893
50128.75    -1.197286     0.659768    -4.507118
50129.00    -1.065303     0.395967    -2.786886
50129.25    -1.351329     0.155862    -2.477129
50129.50    -0.724836    -0.385267    -2.114606
50129.75    -0.644199     0.151564    -2.987861
50130.00    -0.430128     0.205201    -2.002728
50130.25    -0.768562     0.381819    -1.427257
50130.50    -0.372299     0.090731    -0.485822
50130.75    -0.696826     0.724212    -0.063565
50131.00    -0.905383     0.775890     2.192700
50131.25    -1.596762     0.902563     3.422723
50131.50    -1.380069     0.653076     4.622564
50131.75    -1.612537     1.237496     4.856284
50132.00    -1.497565     1.123406     6.646460
50132.25    -1.914379     0.921694     7.990999
50132.50    -1.571434     0.435907     9.452194
50132.75    -1.706141     0.990868     9.283317
50133.00    -1.590116     0.788925    10.487079
50133.25    -1.868877     0.622145    10.648373
50133.50    -1.442721     0.065655    11.309092
50133.75    -1.675632     0.549739     9.321737
50134.00    -1.386126     0.508269     9.043522
50134.25    -1.725300     0.414190     8.092553
50134.50    -1.046491    -0.065635     7.223500
50134.75    -0.909198     0.345321     6.150767
50135.00    -0.755018     0.224787     6.806909
50135.25    -1.146879     0.286215     5.801286
50135.50    -0.824273    -0.092968     5.448837
50135.75    -1.146725     0.505797     4.489404
50136.00    -1.216572     0.489382     5.497341
50136.25    -1.626798     0.178099     5.327589
50136.50    -1.069611    -0.330917     4.781969
50136.75    -1.080892     0.173974     3.036265
50137.00    -0.903030     0.127161     3.097239
50137.25    -1.082280     0.111891     2.009962
50137.50    -0.420910    -0.247544     1.114942
50137.75    -0.390217     0.310191    -0.243387
50138.00    -0.339191     0.305543    -0.343995
50138.25    -0.544886     0.339650    -0.804737
50138.50     0.017710    -0.091061    -1.071827
50138.75     0.044972     0.415764    -2.108315
50139.00     0.051524     0.363688    -1.391025
50139.25    -0.367006     0.254631    -1.157897
50139.50    -0.024750    -0.246034    -0.507190
50139.75    -0.190358     0.210672    -1.051775
50140.00    -0.175163     0.107425    -0.532974
50140.25    -0.629244     0.113344    -1.289198
50140.50    -0.228512    -0.145602    -2.025069
50140.75    -0.309876     0.565236    -3.881871
50141.00    -0.296942     0.648981    -3.546693
50141.25    -0.734651     0.719353    -4.266204
50141.50    -0.229727     0.370005    -3.920897
50141.75    -0.453713     0.947437    -4.979623
50142.00    -0.358925     0.741245    -3.780450
50142.25    -0.682087     0.598379    -3.727081
50142.50    -0.204548     0.057331    -3.500170
50142.75    -0.084595     0.422361    -4.180833
50143.00     0.176856     0.200694    -3.447129
50143.25    -0.143720     0.076235    -3.844450
50143.50     0.262892    -0.343351    -3.804071
50143.75     0.272774     0.111020    -4.396618
50144.00     0.278447    -0.097443    -3.416278
50144.25    -0.117961    -0.231509    -3.232027
50144.50     0.336544    -0.812465    -2.513991
50144.75     0.364740    -0.471718    -2.648988
50145.00     0.547358    -0.623803    -1.740214
50145.25     0.314235    -0.680723    -1.334817
50145.50     0.963835    -1.156600    -0.635224
50145.75     0.692740    -0.547046    -0.621739
50146.00     0.713653    -0.670088     0.753039
50146.25     0.372774    -0.647897     1.449690
50146.50     0.842280    -1.022945     1.762873
50146.75     0.665714    -0.503014     1.245269
50147.00     0.562814    -0.644926     2.452131
50147.25    -0.058946    -0.676770     2.086294
50147.50     0.209194    -1.013756     1.561720
50147.75     0.049566    -0.299071    -0.848009
50148.00    -0.045954    -0.185097    -1.771155
50148.25    -0.573012    -0.014524    -3.467843
50148.50    -0.279155    -0.191239    -4.695144
50148.75    -0.472072     0.496212    -6.848829
50149.00    -0.634716     0.666650    -7.074397
50149.25    -1.070087     0.826585    -7.680504
50149.50    -0.714390     0.544885    -7.610189
50149.75    -1.043588     1.152740    -8.062817
50150.00    -1.182142     1.074188    -6.967662
50150.25    -1.775883     1.010829    -6.443929
50150.50    -1.423766     0.663645    -5.911254
50150.75    -1.585105     1.140155    -5.696208
50151.00    -1.660097     0.910951    -3.778527
50151.25    -2.211892     0.746887    -2.528005
50151.50    -1.993754     0.257642    -1.510412
50151.75    -2.145674     0.564604    -1.203592
50152.00    -2.033635     0.318546     0.105654
50152.25    -2.200961     0.117789     0.006606
50152.50    -1.483716    -0.427436     0.365103
50152.75    -1.360823     0.066629    -0.158382
50153.00    -1.184656    -0.046794     0.582230
50153.25    -1.246350    -0.080181     0.150668
50153.50    -0.454617    -0.494768    -0.168928
50153.75    -0.214603     0.020740    -1.150142
50154.00     0.096412    -0.049049    -0.831701
50154.25    -0.272976     0.025959    -1.317107
50154.50     0.112682    -0.293385    -1.619003
50154.75    -0.085279     0.282857    -2.212117
50155.00    -0.255488     0.241225    -1.545956
50155.25    -0.673747     0.264823    -1.825821
50155.50    -0.290515    -0.066261    -1.946064
50155.75    -0.449684     0.378906    -2.481815
50156.00    -0.514548     0.111503    -1.598802
50156.25    -0.776093    -0.084019    -1.930952
50156.50    -0.251805    -0.631574    -1.551549
50156.75    -0.436894    -0.160583    -1.874319
50157.00    -0.616685    -0.347215    -0.121984
50157.25    -1.241475    -0.591873     0.419134
50157.50    -0.799748    -1.139946     0.151847
50157.75    -0.827948    -0.550531    -1.769199
50158.00    -0.769712    -0.420940    -2.063603
50158.25    -1.203840    -0.171676    -2.407066
50158.50    -0.858687    -0.402158    -2.601568
50158.75    -1.062753     0.163025    -2.809399
50159.00    -1.000447     0.054765    -2.207103
50159.25    -1.191603    -0.078767    -2.849877
50159.50    -0.560113    -0.458506    -3.813787
50159.75    -0.479028     0.157528    -5.675448
50160.00    -0.249439     0.062761    -5.538177
50160.25    -0.444257     0.012968    -6.184396
50160.50    -0.019278    -0.346805    -6.219255
50160.75    -0.234812     0.191315    -6.587076
50161.00    -0.368466     0.039984    -4.648539
50161.25    -0.904519    -0.096077    -3.602595
50161.50    -0.476455    -0.584656    -2.912003
50161.75    -0.619612    -0.099951    -3.775757
50162.00    -0.556292    -0.173142    -3.503411
50162.25    -0.834644    -0.207802    -3.769890
50162.50    -0.298401    -0.474978    -4.445715
50162.75    -0.421692     0.277976    -6.015858
50163.00    -0.331004     0.308477    -5.489863
50163.25    -0.579381     0.351710    -5.410510
50163.50    -0.317077     0.059032    -4.557079
50163.75    -0.481349     0.559033    -4.327574
50164.00    -0.504286     0.326446    -2.236963
50164.25    -0.973299     0.185190    -1.222444
50164.50    -0.571916    -0.278160    -0.469191
50164.75    -0.626493     0.202689    -1.012349
50165.00    -0.663168     0.079043    -0.331652
50165.25    -1.019273     0.089453    -1.086462
50165.50    -0.570817    -0.290258    -1.676638
50165.75    -0.689896     0.258017    -3.276745
50166.00    -0.628568     0.119911    -3.186666
50166.25    -0.939080     0.089156    -4.110505
50166.50    -0.552439    -0.287186    -4.643020
50166.75    -0.710905     0.382638    -6.232351
50167.00    -0.728723     0.382241    -5.834716
50167.25    -1.287218     0.430674    -6.248565
50167.50    -0.943218    -0.049299    -5.834044
50167.75    -1.093929     0.371390    -6.068736
50168.00    -1.004284     0.140247    -4.684782
50168.25    -1.225198    -0.046452    -3.851736
50168.50    -0.563942    -0.618798    -3.035567
50168.75    -0.415104    -0.130581    -3.504622
50169.00    -0.170581    -0.241404    -2.635715
50169.25    -0.325614    -0.335975    -2.332521
50169.50     0.130967    -0.811926    -1.893160
50169.75     0.005998    -0.330144    -2.455637
50170.00    -0.090616    -0.403033    -1.363536
50170.25    -0.578144    -0.478022    -0.957727
50170.50    -0.272863    -0.911015    -0.478785
50170.75    -0.565682    -0.411837    -0.665494
50171.00    -0.571633    -0.452366     0.190071
50171.25    -0.982072    -0.482807     0.339979
50171.50    -0.493915    -0.888070    -0.183138
50171.75    -0.546423    -0.323051    -1.314661
50172.00    -0.604194    -0.267314    -1.311028
50172.25    -0.962956    -0.217457    -2.189248
50172.50    -0.545342    -0.493699    -3.063564
50172.75    -0.879532     0.170877    -4.326003
50173.00    -1.034624     0.269382    -3.923842
50173.25    -1.392040     0.325590    -3.812221
50173.50    -0.965241     0.006926    -3.402771
50173.75    -1.207509     0.578761    -3.203896
50174.00    -1.427985     0.515383    -1.393857
50174.25    -1.901892     0.389465    -0.535681
50174.50    -1.385717     0.000805     0.305813
50174.75    -1.435791     0.467219     0.520330
50175.00    -1.426666     0.271391     1.755661
50175.25    -1.828295     0.141873     1.585865
50175.50    -1.418912    -0.259457     0.914627
50175.75    -1.471281     0.349267    -0.799617
50176.00    -1.451275     0.468983    -0.949650
50176.25    -1.865254     0.516688    -1.959772
50176.50    -1.625355     0.114609    -2.258416
50176.75    -1.915145     0.655984    -3.461153
50177.00    -2.115593     0.641160    -3.722800
50177.25    -2.562619     0.644854    -4.474377
50177.50    -2.132795     0.322962    -4.805734
50177.75    -2.406615     0.950477    -5.693831
50178.00    -2.361678     0.854501    -4.875880
50178.25    -2.733321     0.889746    -4.977740
50178.50    -2.206685     0.567242    -4.909151
50178.75    -2.161103     1.119086    -5.205480
50179.00    -2.122686     0.998169    -3.941096
50179.25    -2.451133     0.863111    -3.490566
50179.50    -1.785570     0.356663    -3.420691
50179.75    -1.583282     0.794756    -3.576056
50180.00    -1.489881     0.729496    -2.464449
50180.25    -1.888132     0.659058    -1.867409
50180.50    -1.545542     0.297465    -1.265388
50180.75    -1.722092     0.762700    -1.593233
50181.00    -1.733010     0.645059    -0.435539
50181.25    -2.061090     0.474486    -0.555871
50181.50    -1.454969    -0.025130    -0.728315
50181.75    -1.345266     0.266003    -1.728000
50182.00    -1.221063    -0.072964    -0.991962
50182.25    -1.528668    -0.238727    -1.375309
50182.50    -0.982735    -0.729225    -1.414133
50182.75    -0.908877    -0.349610    -1.902577
50183.00    -0.652381    -0.567626    -1.251936
50183.25    -0.723070    -0.656619    -1.523819
50183.50    -0.046714    -1.096170    -1.291627
50183.75     0.003393    -0.548595    -1.766934
50184.00     0.102891    -0.575780    -0.722078
50184.25    -0.120633    -0.522017    -0.908840
50184.50     0.342580    -0.816765    -0.360716
50184.75     0.346132    -0.233790    -0.108395
50185.00     0.351749    -0.265972     1.603380
50185.25     0.056846    -0.336704     2.211281
50185.50     0.696727    -0.689195     1.945381
50185.75     0.649654    -0.155236     0.696656
50186.00     0.650990    -0.194518     0.795717
50186.25     0.318616    -0.111446    -0.236489
50186.50     0.890441    -0.374959    -1.092961
50186.75     0.875237     0.255440    -2.476662
50187.00     0.865863     0.181447    -1.986080
50187.25     0.343088     0.227206    -2.201736
50187.50     0.731975    -0.192739    -2.041250
50187.75     0.564437     0.317261    -2.357394
50188.00     0.483951     0.159446    -0.881164
50188.25     0.046638     0.004579     0.021087
50188.50     0.524144    -0.516085     1.062907
50188.75     0.372676    -0.261706     1.895004
50189.00     0.462541    -0.687524     4.154015
50189.25     0.101253    -0.906640     5.408806
50189.50     0.565101    -1.391200     6.741164
50189.75     0.335695    -0.930633     7.156939
50190.00     0.265271    -1.004149     7.689712
50190.25    -0.236187    -0.942208     6.490966
50190.50     0.384188    -1.238132     5.498788
50190.75     0.353840    -0.583090     4.194152
50191.00     0.259302    -0.574727     4.308224
50191.25    -0.143827    -0.613485     3.896512
50191.50     0.408503    -1.023066     3.707800
50191.75     0.281278    -0.453791     2.184731
50192.00     0.296765    -0.458599     1.395770
50192.25     0.223328    -0.434279     0.374981
50192.50     0.998145    -0.842281     0.557451
50192.75     1.098864    -0.308449     0.026419
50193.00     1.209433    -0.384405     0.629149
50193.25     1.097914    -0.434395     0.283567
50193.50     1.810817    -0.855993     0.173759
50193.75     1.999826    -0.319004    -0.497138
50194.00     1.999454    -0.350270     0.108538
50194.25     1.602241    -0.333523    -0.221694
50194.50     2.037309    -0.698543     0.008719
50194.75     1.847046    -0.056383    -0.745768
50195.00     1.537369    -0.080193     0.148738
50195.25     0.966118    -0.114988     0.236195
50195.50     1.259912    -0.588343     0.597929
50195.75     0.874731    -0.086536     0.410143
50196.00     0.664586    -0.185461     1.614624
50196.25     0.266081    -0.323080     2.204402
50196.50     0.691792    -0.843021     3.344767
50196.75     0.371592    -0.447070     4.193490
50197.00     0.172964    -0.657311     6.705473
50197.25    -0.157861    -0.916526     6.959993
50197.50     0.576920    -1.480571     6.497503
