-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
WES2        49718.000    1995     1     1     0
WES2        52274.750    2001    12    31    18
WES2      1492233.369 -4458089.483  4296046.010
50321.25     2.524295    -0.009343     3.066452
50321.50     2.648127     0.126793     2.505957
50321.75     2.434617    -0.028412     2.284290
50322.00     2.552732     0.013810     2.223486
50322.25     2.541011     0.040812     1.635450
50322.50     2.720221     0.248082     1.216440
50322.75     2.601902     0.084473     0.906359
50323.00     2.831448     0.101903     0.823022
50323.25     2.819905     0.088958     0.391370
50323.50     2.780290     0.228460     0.390530
50323.75     2.514571     0.050442     0.639654
50324.00     2.555102     0.012040     0.951912
50324.25     2.340976    -0.043845     0.883918
50324.50     2.245352     0.152606     1.281601
50324.75     1.793185    -0.081536     1.455064
50325.00     1.741840    -0.108523     1.431657
50325.25     1.679165    -0.228040     0.682811
50325.50     1.698344    -0.103289     0.517261
50325.75     1.274423    -0.313277     0.465921
50326.00     1.308837    -0.266357     0.982176
50326.25     1.204018    -0.269617     0.826563
50326.50     1.274152    -0.104300     0.818485
50326.75     1.081079    -0.252705     0.833802
50327.00     1.331971    -0.178469     1.095156
50327.25     1.404539    -0.129641     0.805078
50327.50     1.555678     0.142995     0.965396
50327.75     1.331169     0.019484     0.866179
50328.00     1.482735     0.158047     1.155023
50328.25     1.370595     0.223842     1.133254
50328.50     1.448520     0.504731     1.348125
50328.75     1.109280     0.318352     1.126020
50329.00     1.156190     0.300935     1.235385
50329.25     1.076764     0.275940     0.902427
50329.50     1.167560     0.445415     0.851785
50329.75     0.823461     0.214195     0.665360
50330.00     1.030440     0.212246     0.816656
50330.25     1.096378     0.187181     0.681645
50330.50     1.200965     0.345894     0.730442
50330.75     1.169693     0.196931     1.026352
50331.00     1.575297     0.229504     1.309119
50331.25     1.620615     0.184978     0.853965
50331.50     1.791469     0.346413     0.547225
50331.75     1.629356     0.168995     0.709013
50332.00     1.823589     0.212707     0.734493
50332.25     1.830754     0.197637     0.356110
50332.50     1.912246     0.436834     0.290848
50332.75     1.527494     0.257345     0.458522
50333.00     1.574057     0.353960     0.965872
50333.25     1.575047     0.399193     0.918181
50333.50     1.690409     0.662583     1.207069
50333.75     1.340826     0.511755     1.469896
50334.00     1.512648     0.578631     1.773890
50334.25     1.530970     0.695625     1.959818
50334.50     1.590455     0.983014     2.317618
50334.75     1.278673     0.858354     2.514032
50335.00     1.494912     0.899915     2.918899
50335.25     1.507681     0.949462     2.924317
50335.50     1.604429     1.116846     2.858337
50335.75     1.482304     0.915198     2.550790
50336.00     1.694078     0.886888     2.238760
50336.25     1.610172     0.844727     1.742122
50336.50     1.688846     1.002267     1.653953
50336.75     1.339865     0.759008     1.579538
50337.00     1.406625     0.685350     1.275302
50337.25     1.322565     0.600177     0.713728
50337.50     1.420480     0.768922     0.592275
50337.75     1.104400     0.527678     0.472332
50338.00     1.276973     0.526053     0.599689
50338.25     1.330014     0.576085     0.394241
50338.50     1.498658     0.803014     0.632233
50338.75     1.344170     0.605001     0.720689
50339.00     1.676939     0.649317     1.302368
50339.25     1.671123     0.748925     1.739418
50339.50     1.785657     1.024360     2.287291
50339.75     1.602330     0.955320     2.916010
50340.00     1.805786     0.993644     3.421779
50340.25     1.643429     0.991717     3.279834
50340.50     1.663202     1.211883     3.571556
50340.75     1.244330     0.988104     3.697333
50341.00     1.210343     0.893063     3.490636
50341.25     1.137507     0.843345     2.818910
50341.50     1.194163     1.039808     2.546812
50341.75     0.838112     0.705829     1.743520
50342.00     1.038241     0.671067     1.469089
50342.25     0.906608     0.603988     0.972363
50342.50     0.842521     0.754999     0.776192
50342.75     0.527930     0.478380     0.407788
50343.00     0.702541     0.484608     0.314228
50343.25     0.677977     0.532994     0.098883
50343.50     0.762350     0.752520     0.090864
50343.75     0.420371     0.527692    -0.046787
50344.00     0.700279     0.544840     0.399271
50344.25     0.760860     0.613751     0.843086
50344.50     0.971060     0.864277     1.795652
50344.75     0.807864     0.632560     2.045668
50345.00     0.991578     0.556675     1.816467
50345.25     0.906404     0.558114     2.003167
50345.50     0.916000     0.711550     2.318202
50345.75     0.539464     0.465972     2.136340
50346.00     0.663298     0.438598     2.029464
50346.25     0.532616     0.442923     1.991414
50346.50     0.663180     0.605012     1.993295
50346.75     0.325407     0.343799     1.828162
50347.00     0.582327     0.388595     2.109836
50347.25     0.486269     0.352102     1.683687
50347.50     0.537696     0.610202     2.008701
50347.75     0.179633     0.434412     2.114891
50348.00     0.368579     0.556298     2.316828
50348.25     0.234028     0.572086     1.840514
50348.50     0.286446     0.938145     2.327630
50348.75    -0.043850     0.775318     2.152078
50349.00    -0.060684     0.831433     2.320949
50349.25    -0.285587     0.803675     2.149061
50349.50    -0.285379     0.855045     1.527955
50349.75    -0.807161     0.391084     0.428108
50350.00    -0.850584     0.259732    -0.234340
50350.25    -1.128755     0.204691    -0.580338
50350.50    -1.211011     0.354339    -0.727786
50350.75    -1.559675     0.132239    -0.817349
50351.00    -1.233189     0.203445    -0.629602
50351.25    -1.159587     0.230289    -0.683886
50351.50    -0.950324     0.379896    -0.738555
50351.75    -0.948993     0.055788    -1.470036
50352.00    -0.548222    -0.022418    -1.907385
50352.25    -0.531626    -0.174508    -2.851966
50352.50    -0.357589    -0.058869    -3.354726
50352.75    -0.561036    -0.280388    -3.608255
50353.00    -0.426623    -0.184507    -3.486688
50353.25    -0.488354    -0.141952    -3.741800
50353.50    -0.445074     0.152897    -3.444506
50353.75    -0.964052    -0.032858    -3.073336
50354.00    -1.039034     0.051783    -2.375766
50354.25    -1.321799     0.169813    -1.651587
50354.50    -1.415657     0.484110    -0.713951
50354.75    -1.933718     0.336163    -0.068695
50355.00    -1.768826     0.333690     0.479271
50355.25    -1.829679     0.234521     0.545078
50355.50    -1.551380     0.283340     0.061529
50355.75    -1.526184     0.000154    -0.507344
50356.00    -1.026740    -0.067187    -0.501946
50356.25    -0.768606    -0.201822    -0.757589
50356.50    -0.163290    -0.196926    -1.374995
50356.75    -0.061320    -0.544459    -2.254067
50357.00     0.334797    -0.572585    -2.672703
50357.25     0.411734    -0.620367    -3.247971
50357.50     0.557162    -0.411275    -3.216046
50357.75     0.031777    -0.707859    -3.525613
50358.00     0.050334    -0.657246    -3.113964
50358.25    -0.195917    -0.670716    -3.105947
50358.50    -0.335016    -0.399589    -2.497114
50358.75    -0.940016    -0.663155    -2.179675
50359.00    -0.843517    -0.533987    -1.181798
50359.25    -1.043365    -0.637765    -0.996541
50359.50    -0.844668    -0.618591    -1.725171
50359.75    -1.013180    -0.978186    -3.301482
50360.00    -0.562411    -0.967401    -4.059732
50360.25    -0.458907    -0.973859    -4.782706
50360.50    -0.040807    -0.798273    -5.230628
50360.75     0.110331    -0.933750    -5.404716
50361.00     0.515248    -0.771748    -5.268179
50361.25     0.574072    -0.766298    -5.850713
50361.50     0.612853    -0.566875    -6.090926
50361.75     0.238241    -0.776669    -6.133302
50362.00     0.302651    -0.682269    -5.258340
50362.25     0.217263    -0.684786    -4.997702
50362.50     0.250107    -0.457749    -3.998131
50362.75     0.006242    -0.700897    -3.461889
50363.00     0.253054    -0.624426    -2.375941
50363.25     0.266901    -0.542540    -1.788338
50363.50     0.417811    -0.230405    -1.190898
50363.75     0.210543    -0.380827    -0.975876
50364.00     0.386088    -0.284499    -0.511759
50364.25     0.157981    -0.200727    -0.393566
50364.50     0.090513     0.196313     0.110769
50364.75    -0.393722     0.115488     0.327066
50365.00    -0.439244     0.394182     1.434734
50365.25    -0.825763     0.644395     3.063989
50365.50    -1.181866     0.715493     3.429780
50365.75    -1.561006     0.258047     2.138223
50366.00    -1.419895     0.154233     1.312559
50366.25    -1.438335     0.049153     0.320014
50366.50    -1.387986     0.362605     0.907411
50366.75    -1.663211     0.014096     0.473471
50367.00    -1.458090    -0.123116     0.292085
50367.25    -1.476672    -0.327520    -0.756753
50367.50    -1.428646    -0.388109    -2.120482
50367.75    -1.627658    -0.714931    -2.825423
50368.00    -1.302903    -0.725441    -2.833344
50368.25    -1.278293    -0.871640    -3.516763
50368.50    -1.165705    -0.734809    -3.780231
50368.75    -1.285310    -0.964329    -3.957510
50369.00    -0.908450    -0.897598    -3.669741
50369.25    -0.834052    -0.865027    -3.847014
50369.50    -0.599903    -0.529565    -3.307935
50369.75    -0.789339    -0.649357    -2.626973
50370.00    -0.546570    -0.434080    -1.418601
50370.25    -0.650932    -0.279153    -0.221579
50370.50    -0.555940    -0.002368     0.852386
50370.75    -0.642229    -0.306107     0.536677
50371.00    -0.229068    -0.281684     0.091967
50371.25    -0.242029    -0.338689    -0.633295
50371.50    -0.135739    -0.105925    -0.702645
50371.75    -0.539775    -0.286321    -0.932581
50372.00    -0.385874    -0.090243    -0.410984
50372.25    -0.657734    -0.038167    -0.211362
50372.50    -0.687845     0.275145     0.510834
50372.75    -1.066649     0.051076     0.437914
50373.00    -1.089008    -0.023881    -0.083631
50373.25    -1.329845    -0.109355    -0.875759
50373.50    -1.367927     0.077105    -1.250851
50373.75    -1.703228    -0.221328    -2.074850
50374.00    -1.549365    -0.213823    -2.537468
50374.25    -1.578631    -0.167981    -2.679283
50374.50    -1.574851     0.136518    -2.261590
50374.75    -1.914594     0.011904    -1.830145
50375.00    -1.699165     0.128991    -1.028487
50375.25    -1.684971     0.194712    -0.845328
50375.50    -1.506590     0.456413    -0.531462
50375.75    -1.703580     0.257368    -0.563279
50376.00    -1.367660     0.329009    -0.418811
50376.25    -1.399302     0.363944    -0.596182
50376.50    -1.316414     0.583689    -0.743830
50376.75    -1.545394     0.311722    -1.229125
50377.00    -1.407566     0.308363    -1.309027
50377.25    -1.621606     0.209939    -1.934736
50377.50    -1.706804     0.401394    -1.917766
50377.75    -2.047948     0.081867    -2.539305
50378.00    -1.958223     0.073742    -2.497277
50378.25    -2.193024     0.126156    -2.174194
50378.50    -2.275964     0.297015    -1.905273
50378.75    -2.581549     0.014368    -1.995401
50379.00    -2.331659     0.039551    -1.579549
50379.25    -2.463839     0.082667    -1.248416
50379.50    -2.403367     0.305167    -0.865550
50379.75    -2.643501     0.068302    -0.485046
50380.00    -2.442265     0.147129     0.530467
50380.25    -2.564294     0.166824     1.266436
50380.50    -2.507467     0.275063     1.684837
50380.75    -2.547803    -0.067090     1.353161
50381.00    -2.152340    -0.161284     0.969246
50381.25    -2.146674    -0.234449     0.254117
50381.50    -1.740406    -0.091538    -0.181618
50381.75    -1.661335    -0.378929    -1.046577
50382.00    -1.080227    -0.378928    -2.004829
50382.25    -0.792224    -0.439698    -3.536988
50382.50    -0.364288    -0.269141    -4.358207
50382.75    -0.439686    -0.546832    -5.333199
50383.00    -0.054023    -0.453998    -5.141891
50383.25     0.055600    -0.380610    -5.284092
50383.50     0.126268    -0.051287    -4.623150
50383.75    -0.143248    -0.171623    -3.810587
50384.00     0.063973     0.009384    -2.124535
50384.25    -0.072501     0.094603    -0.763558
50384.50    -0.084303     0.446234     1.227116
50384.75    -0.433917     0.179249     1.944643
50385.00    -0.214357     0.057072     1.986094
50385.25    -0.293104     0.031375     1.947591
50385.50    -0.141714     0.164213     1.626629
50385.75    -0.363547    -0.004795     1.354474
50386.00    -0.169905     0.069226     1.064192
50386.25    -0.283670     0.231916     1.274279
50386.50    -0.625197     0.798536     3.050465
50386.75    -1.085301     0.652539     4.016576
50387.00    -1.003337     0.560326     4.540338
50387.25    -1.120894     0.309824     3.763562
50387.50    -1.027777     0.364716     3.159045
50387.75    -1.252839     0.090583     2.870848
50388.00    -0.929803     0.105504     2.747229
50388.25    -1.069671     0.071618     2.304478
50388.50    -1.125913     0.315085     2.137757
50388.75    -1.498178     0.055786     1.727761
50389.00    -1.215770     0.101815     2.030304
50389.25    -1.308331     0.049852     1.867158
50389.50    -1.202100     0.261741     2.083387
50389.75    -1.393815    -0.050987     1.644403
50390.00    -1.119516    -0.124790     1.425739
50390.25    -1.172812    -0.279403     1.099262
50390.50    -1.113473    -0.292441     0.490305
50390.75    -1.307679    -0.697116    -0.299649
50391.00    -0.877061    -0.768386    -0.863487
50391.25    -0.883641    -0.863947    -2.056495
50391.50    -0.873824    -0.674573    -2.537107
50391.75    -1.186098    -0.934594    -3.054433
50392.00    -0.989976    -0.923758    -3.079193
50392.25    -1.026744    -0.962946    -3.693923
50392.50    -0.808017    -0.681087    -3.918783
50392.75    -0.925023    -0.877741    -4.661552
50393.00    -0.757706    -0.793509    -4.742201
50393.25    -0.792534    -0.798693    -5.118296
50393.50    -0.695870    -0.547424    -4.851836
50393.75    -0.979097    -0.684529    -4.709763
50394.00    -0.712852    -0.504826    -3.952262
50394.25    -0.698676    -0.386930    -3.232879
50394.50    -0.644214    -0.050502    -2.343329
50394.75    -0.982221    -0.177596    -1.518950
50395.00    -0.792733    -0.071097    -0.474453
50395.25    -1.078814    -0.112213     0.232932
50395.50    -1.192768     0.102401     0.966469
50395.75    -1.544412    -0.097117     1.254274
50396.00    -1.400883    -0.087779     1.284907
50396.25    -1.657444    -0.002155     1.627855
50396.50    -1.738537     0.271113     2.238615
50396.75    -2.187110    -0.200310     1.145567
50397.00    -2.086101    -0.474919    -0.333489
50397.25    -2.228907    -0.584904    -1.416365
50397.50    -2.385719    -0.385991    -1.521456
50397.75    -2.923046    -0.702170    -1.886787
50398.00    -2.871263    -0.802456    -1.869825
50398.25    -3.027841    -0.920493    -2.204410
50398.50    -2.889035    -0.813010    -2.487635
50398.75    -2.923887    -1.187295    -3.225175
50399.00    -2.604191    -1.283216    -3.920492
50399.25    -2.485279    -1.370816    -4.645155
50399.50    -2.152960    -1.235378    -4.891535
50399.75    -2.056046    -1.568765    -5.684629
50400.00    -1.386832    -1.584155    -6.264985
50400.25    -1.097734    -1.596584    -6.601433
50400.50    -0.635069    -1.408433    -6.467866
50400.75    -0.641901    -1.724030    -6.783775
50401.00    -0.230095    -1.671841    -6.308701
50401.25    -0.219227    -1.683291    -6.340925
50401.50    -0.174182    -1.571282    -6.388495
50401.75    -0.388960    -1.885082    -6.916172
50402.00     0.021353    -1.890602    -7.168684
50402.25     0.052535    -1.992565    -8.002839
50402.50     0.317114    -1.868553    -8.721032
50402.75     0.410754    -1.992765    -9.012752
50403.00     0.963121    -1.764372    -8.645105
50403.25     1.018793    -1.630351    -8.608148
50403.50     1.159711    -1.283160    -7.949843
50403.75     0.967132    -1.455025    -7.869946
50404.00     1.297956    -1.259923    -7.142683
50404.25     1.341955    -1.137662    -6.918623
50404.50     1.428053    -0.819346    -6.237313
50404.75     1.126695    -1.014092    -5.597259
50405.00     1.178900    -0.817066    -4.262476
50405.25     0.893393    -0.765485    -3.510653
50405.50     0.752307    -0.433019    -2.458482
50405.75     0.345862    -0.593569    -1.745667
50406.00     0.452714    -0.388370    -0.590169
50406.25     0.239067    -0.309750    -0.004342
50406.50     0.281142    -0.011150     0.896757
50406.75     0.141557    -0.244435     1.077001
50407.00     0.323690    -0.205521     1.415934
50407.25     0.087270    -0.139234     1.751009
50407.50     0.015527     0.083257     1.999486
50407.75    -0.409826    -0.178116     1.671067
50408.00    -0.275533    -0.168738     1.577947
50408.25    -0.508561    -0.184923     1.488753
50408.50    -0.603611     0.002602     1.714058
50408.75    -0.891759    -0.287477     1.362281
50409.00    -0.631196    -0.299852     1.314297
50409.25    -0.770338    -0.356216     0.966410
50409.50    -0.791305    -0.214718     0.876497
50409.75    -0.984466    -0.565509     0.182267
50410.00    -0.710114    -0.583297    -0.085843
50410.25    -0.987608    -0.599505    -0.479069
50410.50    -1.121862    -0.408923    -0.419162
50410.75    -1.560443    -0.627327    -0.292817
50411.00    -1.563999    -0.693288    -0.252356
50411.25    -1.706971    -0.833461    -1.360317
50411.50    -1.566493    -0.707522    -2.429920
50411.75    -1.859198    -0.989923    -3.116642
50412.00    -1.794521    -0.931121    -3.107817
50412.25    -1.937186    -0.892453    -3.195592
50412.50    -1.849822    -0.555090    -2.495461
50412.75    -2.054825    -0.773545    -2.732933
50413.00    -1.882177    -0.709932    -2.269508
50413.25    -1.995987    -0.534693    -1.575901
50413.50    -1.986690    -0.190626    -0.360126
50413.75    -2.235086    -0.487557    -0.063802
50414.00    -1.881968    -0.729884    -1.005580
50414.25    -1.877359    -1.010639    -2.506692
50414.50    -1.714123    -0.910875    -3.022616
50414.75    -1.807153    -1.328853    -4.537101
50415.00    -1.545962    -1.324057    -5.118380
50415.25    -1.592070    -1.258299    -5.326424
50415.50    -1.555018    -0.881016    -4.545625
50415.75    -1.840508    -0.972935    -3.983632
50416.00    -1.513042    -0.872074    -3.555581
50416.25    -1.472357    -0.822518    -3.335668
50416.50    -1.307601    -0.578584    -3.076706
50416.75    -1.330304    -0.821891    -3.630975
50417.00    -0.835561    -0.693456    -3.286286
50417.25    -0.770827    -0.584485    -3.196394
50417.50    -0.596801    -0.280033    -2.826008
50417.75    -0.786972    -0.415230    -2.542785
50418.00    -0.588734    -0.283256    -2.029459
50418.25    -0.696818    -0.153396    -1.372952
50418.50    -0.631010     0.266543    -0.016147
50418.75    -1.046075     0.251710     1.035558
50419.00    -1.034041     0.353212     2.068000
50419.25    -1.190147     0.416765     3.086367
50419.50    -1.179845     0.528459     3.813107
50419.75    -1.664900    -0.111190     2.699265
50420.00    -1.293915    -0.459407     0.968548
50420.25    -1.233365    -0.654226    -0.211242
50420.50    -1.036093    -0.614100    -0.932715
50420.75    -1.022077    -0.922657    -1.864638
50421.00    -0.476704    -0.843367    -1.622909
50421.25    -0.244614    -0.858727    -1.856958
50421.50     0.025006    -0.686095    -1.752036
50421.75     0.291995    -0.914572    -2.117243
50422.00     0.874247    -0.811089    -1.829812
50422.25     1.032565    -0.706923    -1.685020
50422.50     1.272289    -0.296777    -0.943291
50422.75     1.038925    -0.340730    -0.580880
50423.00     1.066726    -0.064085     0.536831
50423.25     0.905914     0.070461     1.164343
50423.50     0.823017     0.441999     2.609251
50423.75     0.458036     0.151553     2.823152
50424.00     0.576555     0.084956     2.423057
50424.25     0.479029    -0.020226     1.485245
50424.50     0.418089     0.241700     1.588850
50424.75     0.064060    -0.092915     1.025131
50425.00     0.233575    -0.042840     1.358511
50425.25     0.090721     0.115162     2.429884
50425.50    -0.084022     0.486383     4.445636
50425.75    -0.338241     0.187740     4.166627
50426.00     0.019379     0.174178     3.613882
50426.25     0.098297     0.090286     3.111500
50426.50     0.289666     0.258382     3.128801
50426.75     0.232879    -0.129430     2.327300
50427.00     0.600661    -0.079853     2.167775
50427.25     0.656401    -0.147941     1.489515
50427.50     0.907311     0.118239     1.218559
50427.75     0.868260     0.056849     1.716256
50428.00     1.260888     0.136188     1.913862
50428.25     1.188805     0.156644     1.902609
50428.50     1.384306     0.407402     1.951395
50428.75     1.323777     0.056314     0.802206
50429.00     1.665430    -0.017665    -0.080791
50429.25     1.765504    -0.158168    -1.331345
50429.50     2.057819     0.016516    -1.750315
50429.75     2.013229    -0.267771    -2.689080
50430.00     2.277011    -0.215220    -2.978316
50430.25     2.160797    -0.230225    -2.933293
50430.50     2.019604    -0.010316    -2.528846
50430.75     1.471149    -0.327807    -3.065222
50431.00     1.312855    -0.341086    -3.156569
50431.25     0.822123    -0.314245    -3.089884
50431.50     0.451160    -0.166845    -3.482099
50431.75    -0.007445    -0.530884    -4.476539
50432.00     0.040417    -0.568616    -4.859209
50432.25    -0.087407    -0.697117    -5.346591
50432.50    -0.014290    -0.488306    -5.279168
50432.75    -0.247059    -0.625922    -5.041508
50433.00    -0.193785    -0.457918    -4.308441
50433.25    -0.463950    -0.335709    -3.457101
50433.50    -0.569374    -0.091473    -2.558649
50433.75    -0.954218    -0.333082    -2.253299
50434.00    -0.743313    -0.373530    -2.031504
50434.25    -0.728653    -0.276199    -1.485126
50434.50    -0.643043     0.126138    -0.285868
50434.75    -0.953750     0.043870     0.312581
50435.00    -0.714924     0.004612     0.891731
50435.25    -0.643617    -0.174349     0.624827
50435.50    -0.283010     0.043590     0.964957
50435.75    -0.230068    -0.154235     0.755243
50436.00     0.281051    -0.155785     0.703589
50436.25     0.429986    -0.162604     0.451300
50436.50     0.597882     0.183781     1.332640
50436.75     0.266519     0.074212     1.977669
50437.00     0.257791     0.189218     3.136124
50437.25    -0.163698     0.149768     4.196984
50437.50    -0.286433    -0.037525     3.293521
50437.75    -0.485149    -0.416591     1.929686
50438.00    -0.058306    -0.576407     0.511572
50438.25     0.064415    -0.679933    -1.004304
50438.50     0.390682    -0.537033    -2.296852
50438.75     0.432445    -0.758667    -3.055269
50439.00     0.935650    -0.664081    -2.906057
50439.25     0.949255    -0.697538    -2.891416
50439.50     1.240704    -0.442535    -2.503611
50439.75     1.207126    -0.676574    -2.612883
50440.00     1.565337    -0.547017    -2.404370
50440.25     1.502031    -0.509538    -2.610782
50440.50     1.390385    -0.205229    -2.606083
50440.75     0.836844    -0.360957    -2.991947
50441.00     0.790776    -0.176183    -2.513200
50441.25     0.276645     0.073936    -1.484398
50441.50    -0.223285     0.503119     0.578037
50441.75    -0.852234     0.243417     1.745027
50442.00    -0.863250     0.136138     2.864151
50442.25    -0.991836    -0.208943     2.678599
50442.50    -0.792799    -0.301861     1.828881
50442.75    -0.825298    -0.676011     0.369021
50443.00    -0.376562    -0.681651    -0.519299
50443.25    -0.237725    -0.765386    -1.675882
50443.50     0.086253    -0.629285    -2.614677
50443.75     0.039497    -0.794748    -3.061188
50444.00     0.252492    -0.591928    -2.509756
50444.25    -0.048753    -0.574024    -2.098384
50444.50    -0.122923    -0.361605    -1.624711
50444.75    -0.495310    -0.660320    -2.171522
50445.00    -0.373618    -0.653354    -2.556470
50445.25    -0.532601    -0.632485    -2.502135
50445.50    -0.567346    -0.276784    -2.056052
50445.75    -0.835436    -0.406302    -2.029162
50446.00    -0.703039    -0.309637    -1.436904
50446.25    -0.873878    -0.318176    -1.211592
50446.50    -0.932460    -0.076101    -0.379068
50446.75    -1.359306    -0.348306    -0.209552
50447.00    -1.209776    -0.416429     0.241392
50447.25    -1.577564    -0.678194    -0.332013
50447.50    -1.577724    -0.766097    -1.495798
50447.75    -1.665221    -1.198061    -3.242900
50448.00    -1.129704    -1.219909    -3.861761
50448.25    -1.104529    -1.230746    -3.902270
50448.50    -0.907388    -0.920230    -2.854646
50448.75    -0.967636    -1.235101    -2.959986
50449.00    -0.456919    -1.310750    -3.253995
50449.25    -0.290995    -1.325952    -3.243327
50449.50     0.152124    -0.901275    -2.448245
50449.75     0.012440    -0.857252    -1.532724
50450.00     0.224571    -0.487697    -0.144180
50450.25    -0.101656    -0.136887     1.738951
50450.50    -0.202877     0.183209     2.873051
50450.75    -0.487650     0.071565     3.624595
50451.00    -0.130222     0.222476     4.110149
50451.25    -0.277784     0.364602     4.469651
50451.50    -0.326399     0.661142     5.163627
50451.75    -0.593961     0.331485     4.367545
50452.00    -0.272545     0.236102     3.404046
50452.25    -0.427074     0.107828     2.185429
50452.50    -0.340027     0.205277     1.222667
50452.75    -0.552712    -0.013932     0.616822
50453.00    -0.391482     0.109890     0.688674
50453.25    -0.663763     0.304401     1.468138
50453.50    -0.790949     0.716829     2.787142
50453.75    -1.302686     0.619221     3.871252
50454.00    -1.308901     0.534936     4.639526
50454.25    -1.587007     0.246503     4.485693
50454.50    -1.684614     0.213674     4.143439
50454.75    -2.016856    -0.262295     3.177057
50455.00    -1.777438    -0.420122     2.528188
50455.25    -1.885905    -0.522142     2.027292
50455.50    -1.865011    -0.305156     2.140933
50455.75    -2.172554    -0.566129     2.007442
50456.00    -1.865646    -0.603866     1.789431
50456.25    -1.902611    -0.701074     1.307869
50456.50    -1.618575    -0.492737     0.852766
50456.75    -1.639527    -0.675553     0.478673
50457.00    -1.093970    -0.638021    -0.028496
50457.25    -0.964659    -0.517658     0.140860
50457.50    -0.601267    -0.102900     0.637859
50457.75    -0.704531     0.029888     1.453892
50458.00    -0.561702     0.402640     2.724882
50458.25    -0.834647     0.702969     4.678343
50458.50    -1.005908     1.086445     6.977389
50458.75    -1.606736     0.698215     7.359797
50459.00    -1.468359     0.384661     6.435405
50459.25    -1.494893     0.195006     5.212235
50459.50    -1.423745     0.313226     4.866769
50459.75    -1.727074    -0.187122     3.616603
50460.00    -1.428506    -0.389131     2.686505
50460.25    -1.454239    -0.636374     1.477768
50460.50    -1.231978    -0.615070     0.819944
50460.75    -1.259028    -0.918167     0.186338
50461.00    -0.593799    -0.963845    -0.211353
50461.25    -0.486540    -0.995103    -0.520185
50461.50    -0.147223    -0.837325    -0.896651
50461.75    -0.111546    -1.003809    -1.154046
50462.00     0.388602    -0.932161    -1.083805
50462.25     0.359650    -0.867505    -0.883995
50462.50     0.525149    -0.543557    -0.187683
50462.75     0.188864    -0.778377    -0.462462
50463.00     0.534377    -0.655782    -0.261537
50463.25     0.365328    -0.527419    -0.244711
50463.50     0.418035    -0.155055     0.123546
50463.75     0.194661    -0.168348     0.213819
50464.00     0.470316     0.262471     2.010186
50464.25     0.281087     0.582957     3.548415
50464.50     0.255910     1.050319     5.914909
50464.75    -0.099048     0.858044     7.564607
50465.00     0.190246     0.639393     7.750457
50465.25     0.244791     0.232983     6.628198
50465.50     0.493701     0.236436     5.637712
50465.75     0.491706    -0.053701     4.634874
50466.00     0.879167     0.002298     4.353546
50466.25     0.902879     0.030091     4.523921
50466.50     1.093116     0.239238     4.922096
50466.75     1.022424    -0.072602     4.144943
50467.00     1.356229    -0.128109     3.401668
50467.25     1.190296    -0.186942     3.108263
50467.50     1.122959     0.018060     3.416248
50467.75     0.553727    -0.220142     3.573178
50468.00     0.536818    -0.152416     3.690916
50468.25     0.122002    -0.052476     4.090773
50468.50    -0.041733     0.104735     4.352331
50468.75    -0.251802    -0.178190     3.877989
50469.00     0.092156    -0.336838     2.938180
50469.25     0.085272    -0.588996     1.543747
50469.50     0.337180    -0.676321    -0.609119
50469.75     0.188588    -0.911160    -1.990570
50470.00     0.534587    -0.759353    -2.082432
50470.25     0.377815    -0.477373    -0.978058
50470.50     0.370445    -0.042940     0.912579
50470.75     0.075895    -0.063450     2.349208
50471.00     0.424725     0.096154     3.479825
50471.25     0.347051    -0.008994     3.760081
50471.50     0.682781     0.031671     3.230403
50471.75     0.788181    -0.418328     0.927091
50472.00     1.372658    -0.569785    -1.631485
50472.25     1.393869    -0.643962    -3.646922
50472.50     1.445008    -0.294645    -4.009273
50472.75     1.074232    -0.291359    -3.679779
50473.00     1.084911     0.010638    -2.166937
50473.25     0.573207     0.299477    -0.087716
50473.50     0.177798     0.710581     2.558303
50473.75    -0.544372     0.354387     3.265497
50474.00    -0.449254     0.078021     3.243851
50474.25    -0.728229    -0.319982     1.928604
50474.50    -0.543005    -0.497170     0.055565
50474.75    -0.724439    -0.964292    -2.431489
50475.00    -0.257105    -1.004532    -4.287758
50475.25    -0.292796    -1.089875    -5.766926
50475.50    -0.110788    -0.891351    -6.487097
50475.75    -0.279061    -0.941852    -6.584325
50476.00    -0.027231    -0.609002    -5.266935
50476.25    -0.342806    -0.308003    -3.402485
50476.50    -0.486358     0.197061    -0.400576
50476.75    -0.901712    -0.399989    -0.385374
50477.00    -0.512415    -0.608966    -1.678050
50477.25    -0.471879    -0.789176    -2.733397
50477.50    -0.164808    -0.798261    -4.033363
50477.75    -0.111789    -1.086899    -5.194742
50478.00     0.418216    -0.970677    -5.399325
50478.25     0.577571    -0.907166    -5.384451
50478.50     0.936561    -0.484992    -4.395920
50478.75     0.994027    -0.422715    -3.635367
50479.00     1.313871    -0.055763    -1.921973
