-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUBO        49718.000    1995     1     1     0
DUBO        52274.750    2001    12    31    18
DUBO      -417603.554 -4064529.811  4881432.198
50135.25    -0.644652     1.499265     1.588104
50135.50    -0.517634     1.574543     2.996399
50135.75    -0.491655     1.488007     4.423644
50136.00    -0.270465     1.294090     6.437599
50136.25    -0.149171     0.987874     7.560622
50136.50     0.017397     0.682335     8.831309
50136.75     0.037631     0.273583     8.884181
50137.00     0.134293    -0.067550     8.933778
50137.25     0.011268    -0.360115     7.370281
50137.50     0.116751    -0.497508     5.665421
50137.75     0.185327    -0.563541     3.065421
50138.00     0.411349    -0.570262     1.844239
50138.25     0.393188    -0.583123    -0.656328
50138.50     0.569899    -0.439758    -1.966843
50138.75     0.490799    -0.506952    -3.569941
50139.00     0.611347    -0.412769    -3.441613
50139.25     0.513941    -0.363236    -4.383851
50139.50     0.639167    -0.183776    -4.348138
50139.75     0.757521    -0.148905    -4.612420
50140.00     1.074532    -0.132159    -3.834018
50140.25     1.203406    -0.305553    -4.369555
50140.50     1.313559    -0.433636    -3.954538
50140.75     1.185107    -0.689283    -4.355740
50141.00     1.048711    -0.880803    -4.167348
50141.25     0.559386    -1.019520    -4.903168
50141.50     0.196814    -0.976709    -5.337546
50141.75    -0.331063    -0.988815    -6.360372
50142.00    -0.592254    -0.815945    -4.440783
50142.25    -0.898983    -0.731157    -2.196272
50142.50    -0.921263    -0.587007    -0.047273
50142.75    -0.805903    -0.505910     1.615596
50143.00    -0.497729    -0.528700     3.531300
50143.25    -0.393531    -0.593288     4.391188
50143.50    -0.267042    -0.593008     5.692607
50143.75    -0.121025    -0.683747     5.917626
50144.00     0.254217    -0.679871     5.591272
50144.25     0.335805    -0.760669     4.079845
50144.50     0.510894    -0.751865     3.028941
50144.75     0.320746    -0.595635     0.654788
50145.00     0.354397    -0.372328     0.266427
50145.25     0.153373    -0.280994    -0.131800
50145.50     0.129020    -0.234820    -0.658468
50145.75    -0.038381    -0.168072    -1.882419
50146.00     0.090295     0.005507    -1.652348
50146.25     0.030033     0.080552    -2.341548
50146.50     0.198009     0.288790    -3.177249
50146.75     0.277841     0.252050    -3.289237
50147.00     0.527584     0.214512    -1.940897
50147.25     0.570246     0.154421    -2.149979
50147.50     0.737305     0.051069    -2.451345
50147.75     0.740409    -0.120634    -3.930172
50148.00     0.833714    -0.241183    -4.107011
50148.25     0.688415    -0.408330    -5.347819
50148.50     0.631016    -0.391905    -7.051291
50148.75     0.492646    -0.496489    -8.820009
50149.00     0.462801    -0.545100    -8.481068
50149.25     0.174326    -0.676650    -9.086984
50149.50    -0.009369    -0.750411    -9.031921
50149.75    -0.412325    -0.844098    -9.419204
50150.00    -0.492302    -0.809935    -8.219808
50150.25    -0.668256    -0.881655    -7.137030
50150.50    -0.629008    -0.844182    -6.409468
50150.75    -0.710545    -0.734213    -6.351111
50151.00    -0.691122    -0.534561    -5.081935
50151.25    -1.015611    -0.333933    -5.104635
50151.50    -1.103080    -0.001834    -4.083458
50151.75    -1.185904     0.240438    -4.060529
50152.00    -1.121029     0.455779    -3.086766
50152.25    -1.301793     0.654532    -2.850245
50152.50    -1.224857     0.848492    -1.854693
50152.75    -1.209818     0.840649    -1.598543
50153.00    -1.012452     0.769161    -0.865646
50153.25    -1.044810     0.635979    -0.833885
50153.50    -0.844856     0.630769    -1.034552
50153.75    -0.762188     0.531451    -1.254957
50154.00    -0.486121     0.458060    -0.409127
50154.25    -0.393007     0.430897     0.211674
50154.50    -0.196642     0.477841     1.383365
50154.75    -0.180643     0.439103     1.950879
50155.00    -0.009098     0.317010     3.460799
50155.25    -0.032462     0.212604     3.585662
50155.50     0.062329     0.068749     3.532188
50155.75     0.048764    -0.162821     2.647169
50156.00     0.166690    -0.300261     1.975361
50156.25    -0.083550    -0.333078     0.471441
50156.50    -0.157127    -0.062793     0.379061
50156.75    -0.282509     0.143395     0.984230
50157.00    -0.079333    -0.014389     2.533458
50157.25    -0.172395    -0.194040     2.384367
50157.50    -0.093633    -0.118378     2.131268
50157.75    -0.047783     0.219542     2.087768
50158.00     0.143512     0.458336     3.279948
50158.25     0.069896     0.590198     4.406010
50158.50     0.099072     0.640277     5.040270
50158.75    -0.038316     0.494713     5.147848
50159.00     0.130937     0.321801     5.473151
50159.25     0.178287     0.165767     5.118955
50159.50     0.490236     0.043041     4.608628
50159.75     0.645317    -0.135885     2.891389
50160.00     0.899248    -0.292579     1.543531
50160.25     0.920384    -0.484385    -0.007674
50160.50     1.125672    -0.608024    -1.156792
50160.75     1.150393    -0.780058    -3.154631
50161.00     1.334348    -0.766897    -3.984598
50161.25     1.293565    -0.745189    -5.714634
50161.50     1.306732    -0.540797    -7.025434
50161.75     1.191564    -0.354375    -8.946968
50162.00     1.164930    -0.150753    -9.251797
50162.25     0.983214    -0.004849    -9.600197
50162.50     0.933250     0.099766    -9.520785
50162.75     0.829471     0.170272    -9.247644
50163.00     0.896591     0.209338    -7.175097
50163.25     0.800244     0.083915    -6.413719
50163.50     0.832310     0.059942    -5.488970
50163.75     0.782200    -0.111140    -5.085452
50164.00     0.862504    -0.207975    -3.541639
50164.25     0.769419    -0.318158    -3.049305
50164.50     0.783022    -0.273447    -2.342659
50164.75     0.738971    -0.263318    -2.200006
50165.00     0.901374    -0.195441    -1.010175
50165.25     0.885988    -0.168051    -1.525834
50165.50     1.031117    -0.062620    -1.621685
50165.75     1.173850    -0.113171    -2.437036
50166.00     1.380913    -0.221651    -2.434911
50166.25     1.350696    -0.357449    -3.472536
50166.50     1.462802    -0.402532    -3.246886
50166.75     1.302060    -0.554400    -4.156995
50167.00     1.229839    -0.589416    -3.199386
50167.25     1.028691    -0.702657    -2.875845
50167.50     0.970479    -0.798177    -1.823314
50167.75     0.506290    -0.779409    -2.313707
50168.00     0.333645    -0.496142    -2.366987
50168.25    -0.050914    -0.186104    -3.524051
50168.50    -0.085587     0.241123    -4.183640
50168.75    -0.111587     0.499877    -4.963274
50169.00     0.168073     0.532711    -4.477832
50169.25     0.136699     0.473198    -4.539327
50169.50     0.156003     0.403484    -4.689685
50169.75     0.032684     0.283255    -5.848906
50170.00     0.212099     0.316019    -5.699064
50170.25     0.093332     0.374539    -5.628645
50170.50     0.264477     0.504887    -5.182495
50170.75     0.295655     0.492154    -4.894551
50171.00     0.550316     0.491509    -3.688628
50171.25     0.590079     0.474565    -3.954751
50171.50     0.754413     0.585707    -3.985848
50171.75     0.870119     0.650739    -3.655529
50172.00     1.010444     0.598460    -2.697997
50172.25     0.985069     0.481690    -2.146156
50172.50     0.959028     0.222475    -1.351213
50172.75     0.693763    -0.099846    -1.687366
50173.00     0.701703    -0.275221    -2.065808
50173.25     0.543713    -0.367856    -3.080795
50173.50     0.587214    -0.370077    -4.241805
50173.75     0.493097    -0.340605    -5.452336
50174.00     0.580617    -0.188909    -5.307172
50174.25     0.432170    -0.072859    -5.621964
50174.50     0.435988     0.140757    -5.760301
50174.75     0.422321     0.308697    -5.307443
50175.00     0.611619     0.435210    -3.448483
50175.25     0.622727     0.504482    -2.662541
50175.50     0.745621     0.590503    -1.775906
50175.75     0.835763     0.529015    -1.394980
50176.00     1.008203     0.434941    -0.419595
50176.25     0.966473     0.252732    -0.889759
50176.50     1.001669     0.129413    -1.238506
50176.75     0.863915    -0.035992    -2.097676
50177.00     0.855895    -0.191389    -2.169962
50177.25     0.656284    -0.235684    -3.584123
50177.50     0.645008    -0.213459    -5.099920
50177.75     0.432712    -0.174196    -6.659307
50178.00     0.395771    -0.026746    -6.826526
50178.25     0.242929     0.069569    -7.691769
50178.50     0.256996     0.222829    -8.113585
50178.75     0.190686     0.320919    -8.389633
50179.00     0.259055     0.365261    -7.277118
50179.25     0.096299     0.450455    -6.814228
50179.50     0.140447     0.559161    -5.477801
50179.75     0.115941     0.604790    -4.347563
50180.00     0.264960     0.611076    -2.480769
50180.25     0.221591     0.566035    -1.954893
50180.50     0.196851     0.586433    -1.650650
50180.75     0.082739     0.558907    -1.416350
50181.00     0.124382     0.579568    -0.278646
50181.25     0.048268     0.551248    -0.435323
50181.50     0.113437     0.578799    -0.464648
50181.75     0.029350     0.471911    -1.319483
50182.00     0.078913     0.384094    -1.111893
50182.25    -0.038506     0.318717    -1.277899
50182.50    -0.067710     0.321434    -1.181840
50182.75    -0.125231     0.280757    -0.541349
50183.00     0.085787     0.298324     0.670383
50183.25     0.101503     0.315532     1.154902
50183.50     0.218997     0.333301     2.557517
50183.75     0.403900     0.144561     3.638106
50184.00     0.709910    -0.195825     3.855529
50184.25     0.756196    -0.299782     2.272415
50184.50     0.806498    -0.276313     1.388303
50184.75     0.682162    -0.236538     0.466479
50185.00     0.667332    -0.123639     0.507305
50185.25     0.496108     0.017013    -0.087013
50185.50     0.501986     0.152864    -0.320198
50185.75     0.453602     0.241025    -0.416752
50186.00     0.587940     0.249864     0.277470
50186.25     0.522355     0.277436    -0.576388
50186.50     0.602665     0.308847    -1.416884
50186.75     0.533107     0.286122    -2.380653
50187.00     0.542706     0.209756    -2.112368
50187.25     0.340046     0.216087    -3.108945
50187.50     0.253952     0.236654    -3.370416
50187.75     0.093337     0.230926    -3.443631
50188.00     0.126269     0.198485    -2.083577
50188.25     0.039653     0.106921    -1.019573
50188.50     0.070090     0.005420     0.040076
50188.75     0.060897    -0.178381     0.482982
50189.00     0.085817    -0.027667     1.168951
50189.25    -0.068623     0.087038     1.443460
50189.50    -0.151770     0.397357     1.490372
50189.75    -0.302812     0.726689     2.033430
50190.00    -0.167930     1.003060     3.910246
50190.25    -0.199829     1.090644     4.693818
50190.50    -0.057840     1.148337     5.572012
50190.75     0.128187     1.012249     6.284149
50191.00     0.430383     0.866541     6.923539
50191.25     0.453012     0.780741     6.813064
50191.50     0.544567     0.667771     7.472101
50191.75     0.566961     0.491013     7.468043
50192.00     0.705582     0.257695     7.025778
50192.25     0.656913     0.044336     6.096119
50192.50     0.711710    -0.047992     5.433643
50192.75     0.702415    -0.084561     3.910915
50193.00     0.696690    -0.107515     3.568637
50193.25     0.592103    -0.107447     3.410361
50193.50     0.503821    -0.069695     3.465087
50193.75     0.305229    -0.102124     3.344006
50194.00     0.258472    -0.147833     3.017340
50194.25     0.109776    -0.216195     2.373222
50194.50     0.087191    -0.202573     1.836829
50194.75     0.130021    -0.210824     0.311776
50195.00     0.299291    -0.251235    -0.680789
50195.25     0.202070    -0.226227    -2.412317
50195.50     0.208044    -0.143723    -3.104475
50195.75     0.008781    -0.041822    -4.081981
50196.00     0.009070     0.137275    -3.229013
50196.25    -0.126068     0.211166    -3.000708
50196.50    -0.145229     0.310040    -2.597912
50196.75    -0.188024     0.287420    -2.196132
50197.00    -0.185142     0.448974    -1.413726
50197.25    -0.297319     0.629337    -0.378742
50197.50    -0.246769     0.952853     1.137859
50197.75    -0.063764     1.051514     3.709423
50198.00     0.330695     0.921379     6.441969
50198.25     0.654156     0.651966     8.181732
50198.50     1.022153     0.244666     9.049239
50198.75     1.248294    -0.260177     6.818878
50199.00     1.076582    -0.522576     3.963633
50199.25     0.551585    -0.513026     1.738529
50199.50     0.353884    -0.429487     1.501774
50199.75     0.156688    -0.348142     0.890149
50200.00     0.234889    -0.268430     1.103083
50200.25     0.123076    -0.260247     0.366453
50200.50     0.204806    -0.200913    -0.267841
50200.75     0.258429    -0.171667    -1.332003
50201.00     0.477180    -0.171601    -1.660310
50201.25     0.407471    -0.226180    -3.765568
50201.50     0.421821    -0.195315    -5.206615
50201.75     0.386466    -0.143337    -6.268371
50202.00     0.459807    -0.079228    -5.767654
50202.25     0.330032    -0.030375    -5.747448
50202.50     0.384865     0.089160    -5.291173
50202.75     0.488882     0.140835    -4.242336
50203.00     0.681213     0.183416    -2.331301
50203.25     0.818052     0.077122    -1.251991
50203.50     1.000825    -0.041525    -0.271188
50203.75     1.084691    -0.221938     0.448131
50204.00     1.113794    -0.321286     1.309705
50204.25     0.869382    -0.472137     1.474626
50204.50     0.721273    -0.470852     1.559061
50204.75     0.617596    -0.390934     1.033212
50205.00     0.671950    -0.287550     1.122611
50205.25     0.583748    -0.260601     0.566027
50205.50     0.609215    -0.188145     0.134436
50205.75     0.695459    -0.071961    -0.667053
50206.00     0.854647    -0.037102    -0.601962
50206.25     0.795478    -0.025161    -1.736233
50206.50     0.847332     0.050364    -2.316104
50206.75     0.875703     0.110118    -3.381431
50207.00     0.924161     0.108701    -2.944621
50207.25     0.806937     0.080811    -3.709415
50207.50     0.766507     0.121248    -3.981155
50207.75     0.716087     0.139172    -4.442525
50208.00     0.787804     0.124869    -4.060561
50208.25     0.656103     0.120352    -4.897623
50208.50     0.641766     0.192077    -4.857473
50208.75     0.553229     0.210341    -5.020713
50209.00     0.601583     0.198131    -4.236833
50209.25     0.437995     0.183895    -5.045922
50209.50     0.467392     0.248901    -5.073811
50209.75     0.474127     0.314064    -5.409858
50210.00     0.621832     0.319303    -4.372002
50210.25     0.541645     0.298247    -4.706924
50210.50     0.597103     0.350519    -4.307173
50210.75     0.595334     0.316005    -3.998403
50211.00     0.733753     0.312375    -2.773660
50211.25     0.727920     0.267830    -3.010441
50211.50     0.839271     0.273807    -2.741707
50211.75     0.862873     0.095422    -2.755782
50212.00     0.903101    -0.082949    -2.860411
50212.25     0.779818    -0.288889    -4.413820
50212.50     0.739329    -0.314774    -5.231289
50212.75     0.677048    -0.308614    -6.385230
50213.00     0.743218    -0.242577    -6.800281
50213.25     0.608345    -0.227141    -7.825136
50213.50     0.564065    -0.215188    -8.468919
50213.75     0.472410    -0.227588    -8.235074
50214.00     0.536076    -0.256555    -7.069327
50214.25     0.324231    -0.295863    -7.425449
50214.50     0.246904    -0.240988    -7.131075
50214.75     0.155044    -0.255761    -6.246083
50215.00     0.214219    -0.177340    -4.900296
50215.25     0.109291    -0.162419    -4.741611
50215.50     0.118578    -0.096527    -4.253676
50215.75     0.120664    -0.104873    -3.289747
50216.00     0.271112    -0.003812    -2.088993
50216.25     0.196656    -0.033023    -2.050524
50216.50     0.212316     0.110966    -2.285652
50216.75     0.160705     0.298561    -1.697356
50217.00     0.238887     0.543412    -0.086111
50217.25     0.115806     0.743696     0.289538
50217.50     0.138476     0.970577     1.210993
50217.75     0.177463     1.020029     2.490108
50218.00     0.311451     0.978265     3.353516
50218.25     0.263031     0.947245     2.951064
50218.50     0.352751     0.850917     2.893673
50218.75     0.376073     0.657935     1.705553
50219.00     0.522148     0.644766     1.043118
50219.25     0.395474     0.762987    -0.310921
50219.50     0.425044     0.962105    -0.369520
50219.75     0.438498     1.015039     0.289475
50220.00     0.656447     1.030273     2.062213
50220.25     0.721435     0.998514     3.112349
50220.50     0.795285     0.939997     4.202538
50220.75     0.696548     0.851630     4.250998
50221.00     0.687111     0.828556     5.594621
50221.25     0.482585     0.723650     6.511851
50221.50     0.282854     0.601727     7.547074
50221.75     0.128286     0.485269     6.665467
50222.00     0.349710     0.464153     6.683458
50222.25     0.392914     0.375577     6.993683
50222.50     0.484420     0.288740     7.620953
50222.75     0.376673     0.058185     8.213765
50223.00     0.353901    -0.110235     7.256408
50223.25     0.244820    -0.237135     6.271572
50223.50     0.258280    -0.218010     5.453019
50223.75     0.274203    -0.250052     5.108515
50224.00     0.388344    -0.238870     4.912922
50224.25     0.327763    -0.306616     3.638299
50224.50     0.366882    -0.262041     2.801026
50224.75     0.484719    -0.178324     2.131557
50225.00     0.659670    -0.146656     1.942386
50225.25     0.661101    -0.159669     0.935161
50225.50     0.746272    -0.091931     0.041042
50225.75     0.796598    -0.039373    -0.545305
50226.00     0.978033    -0.040184    -0.760056
50226.25     1.077066    -0.073222    -2.159308
50226.50     1.187230    -0.012021    -3.983950
50226.75     1.112528    -0.056437    -5.144231
50227.00     1.045736    -0.078250    -5.155501
50227.25     0.835942    -0.086888    -6.839645
50227.50     0.765394     0.036883    -7.596697
50227.75     0.573010     0.040983    -7.933748
50228.00     0.519225     0.070853    -6.635044
50228.25     0.321418     0.090018    -6.746368
50228.50     0.243577     0.189106    -6.636934
50228.75     0.172422     0.224619    -5.938434
50229.00     0.256583     0.227921    -3.807033
50229.25     0.285104     0.233625    -3.711963
50229.50     0.379303     0.281431    -3.849034
50229.75     0.490685     0.285048    -3.524808
50230.00     0.637352     0.284623    -2.473815
50230.25     0.690087     0.273349    -3.030819
50230.50     0.844478     0.286342    -3.401911
50230.75     0.825781     0.249779    -3.300174
50231.00     0.801901     0.219027    -2.654573
50231.25     0.704640     0.205199    -3.153177
50231.50     0.655518     0.274286    -3.820346
50231.75     0.545705     0.278997    -3.554290
50232.00     0.512379     0.308175    -2.400240
50232.25     0.347183     0.333183    -2.954589
50232.50     0.243457     0.407571    -3.458105
50232.75     0.087217     0.422298    -3.128512
50233.00     0.114798     0.421628    -1.776792
50233.25    -0.005416     0.420436    -1.962186
50233.50    -0.004631     0.543931    -1.826158
50233.75     0.021430     0.579884    -0.926826
50234.00     0.169457     0.451639     0.770922
50234.25     0.102322     0.450821     0.595554
50234.50     0.170372     0.487690     0.618090
50234.75     0.271081     0.473419     0.923332
50235.00     0.316621     0.346798     1.139316
50235.25     0.312619     0.268140     0.884400
50235.50     0.266866     0.141142     0.021993
50235.75     0.230915     0.049224    -0.645971
50236.00     0.401137    -0.052890    -0.579608
50236.25     0.439905    -0.190845    -1.083922
50236.50     0.481946    -0.360984    -1.668152
50236.75     0.457585    -0.559362    -1.926911
50237.00     0.448195    -0.576307    -1.951379
50237.25     0.326545    -0.569385    -2.431956
50237.50     0.291683    -0.484469    -2.391192
50237.75     0.146472    -0.341162    -2.237824
50238.00     0.163079    -0.114744    -0.725663
50238.25     0.042159    -0.003892    -0.204788
50238.50     0.003224     0.146554     0.237988
50238.75    -0.027665     0.222931     1.120820
50239.00     0.133533     0.289789     2.587924
50239.25     0.230335     0.286142     2.414212
50239.50     0.405752     0.325313     1.958707
50239.75     0.463888     0.218288     1.532928
50240.00     0.706378     0.087533     1.157836
50240.25     0.750385    -0.082160     0.352478
50240.50     0.739151    -0.131389    -1.346661
50240.75     0.549540    -0.145278    -2.615123
50241.00     0.359450    -0.090535    -2.713075
50241.25     0.063986    -0.020530    -3.273038
50241.50    -0.104971     0.068600    -3.382030
50241.75    -0.323422     0.149498    -3.140471
50242.00    -0.380902     0.305673    -1.110716
50242.25    -0.454346     0.376310    -1.006500
50242.50    -0.479341     0.472824    -0.737215
50242.75    -0.522603     0.503807    -0.156946
50243.00    -0.465691     0.534716     1.393464
50243.25    -0.466302     0.478071     1.088150
50243.50    -0.359160     0.484483     0.732500
50243.75    -0.314292     0.436335     0.814290
50244.00    -0.218867     0.408812     1.790747
50244.25    -0.247386     0.348462     1.390391
50244.50    -0.216097     0.320684     0.962224
50244.75    -0.223072     0.262708     0.947761
50245.00    -0.133288     0.197858     2.028030
50245.25    -0.117866     0.149506     1.990445
50245.50    -0.045013     0.128356     1.750133
50245.75    -0.007020     0.134231     1.809361
50246.00     0.085054     0.116583     2.662606
50246.25     0.007666     0.024328     2.280027
50246.50    -0.021294    -0.120996     1.573730
50246.75    -0.133660    -0.278241     0.873219
50247.00    -0.063168    -0.243095     1.073501
50247.25    -0.124364    -0.232390    -0.078897
50247.50    -0.114677    -0.190547    -1.091139
50247.75    -0.106800    -0.257850    -1.196799
50248.00     0.068035    -0.193544    -0.821183
50248.25     0.096650    -0.175151    -1.806296
50248.50     0.214788    -0.104124    -2.633830
50248.75     0.253010    -0.041941    -2.834594
50249.00     0.373647     0.064823    -1.586992
50249.25     0.293497     0.116444    -1.836010
50249.50     0.265036     0.126698    -1.963267
50249.75     0.284543     0.033095    -1.756129
50250.00     0.359982     0.011101    -1.344142
50250.25     0.334953     0.004456    -2.565922
50250.50     0.454952     0.086248    -3.269555
50250.75     0.501122     0.151348    -3.516734
50251.00     0.527600     0.312113    -2.898571
50251.25     0.497690     0.339725    -3.556609
50251.50     0.542116     0.436494    -3.497069
50251.75     0.478950     0.476985    -2.688252
50252.00     0.512127     0.529208    -0.907994
50252.25     0.440190     0.513894    -0.561797
50252.50     0.468730     0.602696     0.141975
50252.75     0.433109     0.554924     0.651917
50253.00     0.475675     0.449456     1.831400
50253.25     0.395838     0.423297     1.402896
50253.50     0.465853     0.429052     1.261388
50253.75     0.381188     0.426098     1.950767
50254.00     0.274731     0.217315     2.351045
50254.25     0.186761     0.257627     1.903528
50254.50     0.164238     0.254848     2.008143
50254.75     0.142128     0.148727     2.345234
50255.00     0.375758     0.071268     3.021079
50255.25     0.408616    -0.039104     2.496141
50255.50     0.535278    -0.150753     2.147672
50255.75     0.602395    -0.343674     1.583616
50256.00     0.705426    -0.423062     0.748277
50256.25     0.587250    -0.467942    -0.872828
50256.50     0.575802    -0.357692    -1.441383
50256.75     0.471970    -0.210616    -1.661016
50257.00     0.509264    -0.033167    -0.555537
50257.25     0.404154     0.069422    -0.637467
50257.50     0.414937     0.185411    -0.372425
50257.75     0.375086     0.142134     0.263091
50258.00     0.322258     0.029210     0.465048
50258.25     0.158042    -0.049456    -0.288507
50258.50     0.081592    -0.098808    -0.728791
50258.75    -0.010012    -0.099839    -1.240886
50259.00     0.044930    -0.013570    -0.755521
50259.25    -0.041461     0.081206    -1.946164
50259.50    -0.022956     0.310161    -2.306402
50259.75    -0.026613     0.421454    -2.106885
50260.00    -0.006171     0.514580    -1.156317
50260.25    -0.107218     0.575834    -1.355067
50260.50    -0.070743     0.646133    -1.180375
50260.75    -0.165563     0.610886    -0.945961
50261.00    -0.110032     0.713174     0.074131
50261.25    -0.174312     0.725298    -0.089344
50261.50    -0.186425     0.854398     0.042352
50261.75    -0.291699     0.856198     0.818806
50262.00    -0.257215     0.826067     2.310215
50262.25    -0.383956     0.698042     2.163521
50262.50    -0.376770     0.600710     2.169339
50262.75    -0.389522     0.424684     2.068448
50263.00    -0.349434     0.299798     2.721344
50263.25    -0.355085     0.079954     2.393068
50263.50    -0.358955    -0.114641     2.013508
50263.75    -0.431456    -0.276850     1.076520
50264.00    -0.392412    -0.373597     1.448652
50264.25    -0.556251    -0.500174     0.525279
50264.50    -0.582351    -0.529018     0.172062
50264.75    -0.554712    -0.521959    -0.558344
50265.00    -0.307592    -0.406447     0.106136
50265.25    -0.226711    -0.314727    -0.326932
50265.50    -0.083778    -0.226068    -0.795263
50265.75     0.002880    -0.198495    -0.971396
50266.00     0.166430    -0.159052    -0.170069
50266.25     0.207380    -0.189516    -0.580340
50266.50     0.294228    -0.137360    -1.193187
50266.75     0.234777    -0.071001    -1.703248
50267.00     0.273617     0.021208    -0.544186
50267.25     0.189632     0.102483    -0.708320
50267.50     0.187325     0.236994    -0.690967
50267.75     0.146724     0.278341    -0.153321
50268.00     0.204110     0.281349     0.972393
50268.25     0.098595     0.220172     1.120161
50268.50     0.110802     0.198605     1.153924
50268.75     0.124340     0.109435     1.483200
50269.00     0.286183     0.147391     2.136757
50269.25     0.301738     0.097661     1.472716
50269.50     0.401650     0.179800     1.125146
50269.75     0.447249     0.199059     0.593189
50270.00     0.552357     0.250011     0.992475
50270.25     0.432638     0.183647     0.341475
50270.50     0.401333     0.084645     0.306006
50270.75     0.255050    -0.065423    -0.145239
50271.00     0.326882    -0.060373     0.388526
50271.25     0.239482    -0.151493     0.454562
50271.50     0.318797    -0.192302     0.784051
50271.75     0.360005    -0.246291     1.206889
50272.00     0.533922    -0.278805     1.971299
50272.25     0.579521    -0.442388     1.743286
50272.50     0.643431    -0.535620     1.127451
50272.75     0.447170    -0.551836     0.383606
50273.00     0.367567    -0.426287     0.776148
50273.25     0.178603    -0.400489    -0.237877
50273.50     0.134620    -0.312527    -1.102737
50273.75    -0.065322    -0.262216    -1.366600
50274.00    -0.093155    -0.098543    -0.609695
50274.25    -0.262322    -0.051130    -1.127149
50274.50    -0.268356     0.110518    -1.271207
50274.75    -0.292017     0.166718    -1.092027
50275.00    -0.089304     0.204673    -0.003092
50275.25    -0.049612     0.197224     0.210129
50275.50     0.081876     0.154297     0.875528
50275.75     0.101267     0.031401     0.420019
50276.00     0.224743    -0.033997     0.127853
50276.25     0.248707    -0.131981    -0.577913
50276.50     0.341815    -0.159856    -0.988086
50276.75     0.245594    -0.192560    -1.645269
50277.00     0.220901    -0.128743    -0.632309
50277.25     0.172218    -0.149001    -0.871892
50277.50     0.205495    -0.141774    -0.727163
50277.75     0.160248    -0.189834    -0.587287
50278.00     0.236996    -0.202637     0.564427
50278.25     0.206430    -0.198596     0.536805
50278.50     0.215376    -0.162357     0.296768
50278.75     0.135473    -0.112330     0.616937
50279.00     0.186580    -0.030799     1.504047
50279.25     0.144947    -0.028794     1.552913
50279.50     0.126609    -0.024772     1.644611
50279.75     0.063892    -0.074743     1.924010
50280.00     0.112798    -0.044761     2.662616
50280.25     0.056143    -0.034781     2.213372
50280.50     0.109874     0.065272     1.881643
50280.75     0.090633     0.157388     1.495371
50281.00     0.232705     0.276688     2.043932
50281.25     0.244004     0.298918     1.536884
50281.50     0.317089     0.381332     0.981257
50281.75     0.349643     0.323718     0.668435
50282.00     0.398499     0.289726     1.458288
50282.25     0.442089     0.234264     1.221486
50282.50     0.576248     0.070165     1.347434
50282.75     0.500816    -0.073084     0.210098
50283.00     0.507445    -0.060861    -0.162195
50283.25     0.398738    -0.025120    -1.696592
50283.50     0.314037     0.126993    -2.617575
50283.75     0.124293     0.180950    -3.179770
50284.00     0.033139     0.265313    -2.029481
50284.25    -0.102179     0.361892    -1.775008
50284.50    -0.154669     0.386103    -0.774549
50284.75    -0.220739     0.265750     0.307704
50285.00    -0.161622     0.183689     1.709014
50285.25    -0.177612     0.066984     1.595116
50285.50    -0.159474     0.036491     1.575492
50285.75    -0.123331    -0.101249     1.825305
50286.00    -0.007685    -0.240974     2.356280
50286.25    -0.075210    -0.440209     1.624658
50286.50    -0.104620    -0.546111     1.251894
50286.75    -0.093018    -0.662920     1.020263
50287.00     0.062661    -0.594898     1.221507
50287.25     0.111801    -0.645158     1.005847
50287.50     0.241633    -0.633240     0.851046
50287.75     0.356806    -0.652740     0.559080
50288.00     0.537739    -0.618144     0.242086
50288.25     0.517412    -0.683430    -0.499247
50288.50     0.552835    -0.645378    -1.327553
50288.75     0.463534    -0.624129    -2.233194
50289.00     0.446020    -0.508427    -2.116598
50289.25     0.340583    -0.469194    -2.824324
50289.50     0.345035    -0.421981    -3.394220
50289.75     0.304579    -0.377759    -3.704195
50290.00     0.338203    -0.247024    -3.426716
50290.25     0.268158    -0.201471    -4.347469
50290.50     0.267440    -0.067039    -4.842229
50290.75     0.172625     0.006911    -5.251973
50291.00     0.213671     0.092030    -4.503940
50291.25     0.133105     0.152968    -5.026151
50291.50     0.169002     0.233710    -5.445330
50291.75     0.127460     0.239249    -5.448411
50292.00     0.115567     0.247662    -4.579077
50292.25     0.082331     0.241536    -5.092479
50292.50     0.099707     0.233320    -5.297825
50292.75     0.082923     0.174873    -5.342825
50293.00     0.130323     0.154545    -4.487843
50293.25     0.146799     0.077242    -4.878637
50293.50     0.200970     0.053788    -4.960503
50293.75     0.097855    -0.046704    -4.954845
50294.00     0.118681    -0.060716    -4.148147
50294.25     0.005889    -0.058789    -4.148448
50294.50     0.018379    -0.065846    -4.185972
50294.75    -0.070121    -0.038704    -4.044217
50295.00    -0.019694     0.060499    -3.052945
50295.25    -0.114260     0.078730    -3.392614
50295.50    -0.086219     0.146034    -3.316476
50295.75    -0.156015     0.168507    -2.963779
