-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
HART        49718.000    1995     1     1     0
HART        52274.750    2001    12    31    18
HART      5084625.444  2670366.597 -2768493.928
50035.25    -1.027817    -0.308012    -1.104827
50035.50    -1.014470     0.438395     0.573269
50035.75    -1.314288    -0.006427     0.902453
50036.00    -1.152032    -0.227366     0.563533
50036.25    -1.420769    -0.194265    -0.462571
50036.50    -1.104907     0.432864     1.511623
50036.75    -1.028016    -0.098133     2.125211
50037.00    -0.875257    -0.554946     1.352933
50037.25    -1.154810    -0.598359     0.959360
50037.50    -0.856556    -0.209658     2.992140
50037.75    -1.238963    -0.806758     3.702402
50038.00    -1.102901    -1.102212     3.025083
50038.25    -1.523818    -1.065557     1.541281
50038.50    -1.180404    -0.553356     2.452097
50038.75    -1.421817    -0.964123     2.312417
50039.00    -1.092658    -1.076347     1.475153
50039.25    -1.254586    -0.862304     0.118555
50039.50    -0.614947    -0.199553     0.902820
50039.75    -0.569339    -0.614719     1.059364
50040.00    -0.332734    -0.643811     0.701675
50040.25    -0.849048    -0.353643     0.327008
50040.50    -0.519138     0.529773     1.608793
50040.75    -0.990903     0.070641     1.831661
50041.00    -1.304139    -0.216770     2.021167
50041.25    -1.951484    -0.257641     1.236631
50041.50    -2.048803     0.133732     2.809424
50041.75    -2.481288    -0.667259     2.832706
50042.00    -2.483852    -1.178893     2.113719
50042.25    -2.981213    -1.249763     1.194896
50042.50    -2.680116    -0.820756     2.121211
50042.75    -2.743163    -1.369269     2.262787
50043.00    -2.477845    -1.713829     2.015746
50043.25    -2.840550    -1.564878     1.154022
50043.50    -2.400280    -0.976480     2.361295
50043.75    -2.237658    -1.303032     3.173329
50044.00    -1.830467    -1.616346     2.618647
50044.25    -1.944191    -1.275187     2.262820
50044.50    -1.301987    -0.412660     3.311859
50044.75    -1.242615    -0.612177     3.993669
50045.00    -1.042880    -0.663861     2.828965
50045.25    -1.200204    -0.201980     1.894509
50045.50    -0.685793     0.582785     2.839938
50045.75    -0.396573     0.206059     3.017232
50046.00     0.190854     0.064638     1.766083
50046.25     0.169871     0.140292     0.497331
50046.50     0.549266     0.720090     1.897050
50046.75     0.488084     0.259453     1.766681
50047.00     0.728632    -0.003175     0.767161
50047.25     0.527197    -0.030541    -0.929289
50047.50     0.709723     0.435636     0.179242
50047.75     0.509026    -0.131240     0.877813
50048.00     0.554965    -0.599558    -0.044232
50048.25     0.150154    -0.228902    -0.856307
50048.50     0.263718     0.343706     0.317491
50048.75    -0.040829    -0.257945     0.847516
50049.00     0.081900    -0.697302     0.742721
50049.25    -0.317154    -0.768564     0.462239
50049.50    -0.266877    -0.343313     2.813027
50049.75    -0.710635    -1.040805     4.184183
50050.00    -0.753996    -1.447028     4.563267
50050.25    -1.494599    -1.592352     4.303331
50050.50    -1.549125    -1.158818     6.515742
50050.75    -1.830721    -1.813090     7.020343
50051.00    -1.872872    -2.444843     6.075292
50051.25    -2.126392    -2.615839     4.375664
50051.50    -1.774511    -2.162555     4.942456
50051.75    -1.727605    -2.634612     4.379787
50052.00    -1.501386    -2.833956     3.285695
50052.25    -1.672211    -2.407073     1.413449
50052.50    -1.426661    -1.748675     2.476686
50052.75    -1.548429    -2.252222     2.264162
50053.00    -1.400712    -2.473736     1.278934
50053.25    -1.866008    -2.175445    -0.029813
50053.50    -1.722665    -1.494697     1.271718
50053.75    -2.078294    -1.900989     1.464770
50054.00    -2.178685    -2.108988     1.097093
50054.25    -2.975566    -1.905362     0.153875
50054.50    -2.939708    -1.076507     1.824788
50054.75    -3.166052    -1.629308     2.155687
50055.00    -3.045762    -1.849451     1.622446
50055.25    -3.211780    -1.867556     0.951226
50055.50    -2.938654    -1.469952     2.525754
50055.75    -3.183105    -2.147726     3.640459
50056.00    -3.188630    -2.434007     2.957313
50056.25    -3.470749    -2.067288     2.430275
50056.50    -3.349988    -1.345050     3.638292
50056.75    -3.437235    -1.627914     4.554545
50057.00    -3.355631    -1.993405     3.432296
50057.25    -3.671858    -1.828238     2.936383
50057.50    -3.291728    -1.195400     4.188011
50057.75    -3.178387    -1.513718     4.530680
50058.00    -2.766123    -1.742950     3.995828
50058.25    -2.925461    -1.480609     3.252934
50058.50    -2.451118    -0.638006     4.225180
50058.75    -2.398438    -0.747695     4.320735
50059.00    -2.228640    -0.803723     3.029500
50059.25    -2.701255    -0.500036     1.962245
50059.50    -2.606306     0.203385     2.846328
50059.75    -3.074834    -0.053730     3.531886
50060.00    -3.042780    -0.451385     2.499532
50060.25    -3.649303    -0.342373     1.861602
50060.50    -3.556089     0.346473     3.272878
50060.75    -3.697411    -0.116860     3.971708
50061.00    -3.318303    -0.573704     2.582707
50061.25    -3.531415    -0.600514     1.713481
50061.50    -3.146477    -0.206391     2.915988
50061.75    -3.246717    -0.938578     2.943122
50062.00    -2.974108    -1.517070     1.580324
50062.25    -3.278317    -1.550998     0.372697
50062.50    -3.250011    -1.247340     1.547639
50062.75    -3.512548    -1.820847     1.591770
50063.00    -3.351329    -2.143777     0.894854
50063.25    -3.527606    -1.890191    -0.327065
50063.50    -3.118089    -1.237003     0.359950
50063.75    -2.997918    -1.533880     0.619018
50064.00    -2.174818    -1.664320    -0.640748
50064.25    -2.188562    -1.354763    -1.369125
50064.50    -1.898455    -0.571856    -0.055076
50064.75    -1.603718    -0.778771     1.002457
50065.00    -1.356540    -1.022085     0.643769
50065.25    -1.309707    -0.687225    -0.191404
50065.50    -0.879283    -0.187230     1.706405
50065.75    -0.964361    -0.490595     2.176181
50066.00    -0.755606    -0.558959     2.122255
50066.25    -1.179883    -0.374509     1.121967
50066.50    -1.207246     0.141767     2.531259
50066.75    -1.734983    -0.410304     3.111404
50067.00    -1.647801    -0.829180     2.135072
50067.25    -2.207530    -0.807290     0.720575
50067.50    -2.304702    -0.172818     2.178499
50067.75    -2.470561    -0.587941     1.780108
50068.00    -2.036331    -0.718394     0.398110
50068.25    -2.398745    -0.433773    -0.294017
50068.50    -2.162456     0.227267     1.013263
50068.75    -2.087754     0.005250     1.565447
50069.00    -1.767172    -0.137193     0.719640
50069.25    -2.091346     0.006094     0.013701
50069.50    -1.749889     0.465066     1.010565
50069.75    -1.746254    -0.063480     1.590583
50070.00    -1.668162    -0.483951     0.949723
50070.25    -2.045468    -0.378336     0.011834
50070.50    -1.569636     0.046464     0.777989
50070.75    -1.774722    -0.597508     1.238632
50071.00    -1.506409    -0.912369     1.164301
50071.25    -1.802956    -0.832231     0.635749
50071.50    -1.499777    -0.232832     2.063366
50071.75    -1.476473    -0.593358     3.248697
50072.00    -1.114474    -0.943501     2.568824
50072.25    -1.494667    -0.871431     2.252310
50072.50    -1.247958    -0.239084     3.758140
50072.75    -1.394488    -0.539386     4.933836
50073.00    -1.119780    -0.704477     3.578754
50073.25    -1.740316    -0.474603     3.182040
50073.50    -1.230282     0.099875     4.065547
50073.75    -1.175814    -0.335516     4.532030
50074.00    -0.790627    -0.782819     3.158928
50074.25    -0.931222    -0.479017     2.345589
50074.50    -0.477714     0.085292     2.873670
50074.75    -0.553537    -0.339385     3.127486
50075.00    -0.188341    -0.750636     2.090001
50075.25    -0.511803    -0.588273     1.271803
50075.50    -0.169915    -0.139789     2.525117
50075.75    -0.221560    -0.758608     3.420010
50076.00     0.064247    -1.264339     2.598232
50076.25    -0.350829    -1.053677     2.409701
50076.50    -0.161524    -0.710233     3.548713
50076.75    -0.166062    -1.172026     3.982690
50077.00    -0.141747    -1.558261     3.299090
50077.25    -0.565092    -1.405473     2.867077
50077.50    -0.250572    -0.810125     3.750874
50077.75    -0.361211    -1.136346     4.259392
50078.00    -0.435979    -1.578055     3.353984
50078.25    -0.862795    -1.388640     2.513993
50078.50    -0.652252    -0.854806     3.501459
50078.75    -0.783170    -1.175353     3.738255
50079.00    -0.483372    -1.503287     2.366175
50079.25    -0.802404    -1.288839     1.240878
50079.50    -0.649782    -0.682910     2.157631
50079.75    -0.645341    -1.051265     2.347197
50080.00    -0.532861    -1.319637     1.103221
50080.25    -0.897025    -1.101452     0.002763
50080.50    -0.285519    -0.382591     0.790595
50080.75    -0.179606    -0.582370     1.139221
50081.00     0.142881    -0.800020     0.222675
50081.25     0.174489    -0.663373    -1.028511
50081.50     0.727513    -0.025832     0.409338
50081.75     0.829644    -0.487957     1.195503
50082.00     1.142236    -0.829054     0.536225
50082.25     0.820633    -0.706632    -0.030273
50082.50     0.834607    -0.279500     1.672152
50082.75     0.509117    -0.779923     2.438159
50083.00     0.239020    -1.253724     2.148138
50083.25    -0.468497    -1.141484     1.522888
50083.50    -0.263938    -0.520162     2.775638
50083.75    -0.525690    -0.838545     2.892897
50084.00    -0.218886    -1.290197     1.380997
50084.25    -0.519600    -1.193656     0.201859
50084.50    -0.225119    -0.627272     1.156795
50084.75    -0.171839    -1.043636     1.576289
50085.00    -0.224953    -1.340512    -0.060738
50085.25    -0.556696    -1.039166    -1.079512
50085.50    -0.516308    -0.531188     0.306546
50085.75    -0.821007    -0.742763     1.082403
50086.00    -0.887402    -0.957346     0.109259
50086.25    -1.396442    -0.587717     0.160376
50086.50    -1.120848     0.071169     1.568486
50086.75    -1.306322    -0.122652     3.014226
50087.00    -1.221977    -0.476024     2.337388
50087.25    -1.313054    -0.262520     2.000820
50087.50    -1.023375     0.437728     3.504843
50087.75    -1.154033     0.028262     4.245351
50088.00    -1.052689    -0.459871     3.234794
50088.25    -1.387326    -0.481786     2.744053
50088.50    -1.049449    -0.072891     4.111379
50088.75    -0.998433    -0.510332     4.757865
50089.00    -0.743825    -1.108650     3.514110
50089.25    -0.924139    -1.120705     2.881179
50089.50    -0.531163    -0.603836     3.988541
50089.75    -0.562302    -1.058255     4.441177
50090.00    -0.402965    -1.493063     3.013979
50090.25    -0.750363    -1.270832     2.150735
50090.50    -0.563926    -0.753008     3.332836
50090.75    -0.406317    -1.132703     3.629306
50091.00    -0.296181    -1.623393     2.507457
50091.25    -0.425486    -1.526587     1.818375
50091.50    -0.252556    -0.935604     3.156789
50091.75    -0.177428    -1.260395     3.829424
50092.00    -0.101896    -1.705088     2.763459
50092.25    -0.545299    -1.527025     2.170191
50092.50    -0.561188    -1.025282     3.440089
50092.75    -0.758314    -1.465361     3.960448
50093.00    -0.802695    -1.923014     3.549732
50093.25    -1.193654    -1.821422     2.997304
50093.50    -1.219868    -1.353373     4.655956
50093.75    -1.303024    -1.703804     5.513395
50094.00    -1.133180    -1.966935     4.845281
50094.25    -1.410332    -1.711040     3.928451
50094.50    -1.216784    -1.081191     4.923928
50094.75    -1.380085    -1.320922     5.243857
50095.00    -1.094844    -1.697378     3.686287
50095.25    -1.487378    -1.411101     2.397864
50095.50    -1.553947    -0.724771     3.346538
50095.75    -1.625818    -0.959630     3.738190
50096.00    -1.619152    -1.393511     2.649731
50096.25    -2.102858    -1.242043     2.610539
50096.50    -1.810111    -0.650431     4.035991
50096.75    -1.543970    -0.882630     4.928573
50097.00    -1.436520    -1.287451     4.277546
50097.25    -1.582554    -0.948733     3.661567
50097.50    -1.096470    -0.222264     4.759408
50097.75    -1.180566    -0.562907     4.969621
50098.00    -1.158029    -1.133799     3.817485
50098.25    -1.533673    -1.187727     2.875003
50098.50    -1.301242    -0.601733     4.224052
50098.75    -1.336715    -1.114913     4.387556
50099.00    -1.024803    -1.757426     2.818236
50099.25    -1.127397    -1.832504     2.183828
50099.50    -0.954166    -1.439763     3.388162
50099.75    -1.113389    -1.721926     4.056788
50100.00    -1.071442    -1.818771     3.177368
50100.25    -1.664531    -1.460464     2.764278
50100.50    -1.539054    -0.632708     3.983172
50100.75    -1.419719    -0.656553     4.552197
50101.00    -1.223324    -0.965135     2.769935
50101.25    -1.376257    -0.719763     1.730025
50101.50    -0.968579    -0.003246     2.583158
50101.75    -1.015569    -0.440536     3.115301
50102.00    -0.954468    -0.918718     2.252393
50102.25    -1.308187    -0.719525     2.613887
50102.50    -1.163003    -0.060169     3.706287
50102.75    -1.274639    -0.360671     4.666369
50103.00    -1.031249    -0.832014     3.292856
50103.25    -1.437012    -0.640632     3.033038
50103.50    -1.257560    -0.158026     3.655990
50103.75    -1.339682    -0.711108     4.171768
50104.00    -1.376548    -1.347888     3.252901
50104.25    -1.966183    -1.401383     3.260320
50104.50    -1.759510    -0.917673     4.093590
50104.75    -1.628944    -1.358657     4.920646
50105.00    -1.834409    -1.935869     4.005631
50105.25    -2.161630    -1.831362     3.539287
50105.50    -2.014172    -1.207713     4.946611
50105.75    -1.960089    -1.458364     5.354455
50106.00    -1.704403    -1.766644     3.931780
50106.25    -1.995122    -1.442408     3.630134
50106.50    -1.853005    -0.889008     4.244188
50106.75    -1.743437    -1.181503     4.631262
50107.00    -1.576842    -1.569163     3.448810
50107.25    -2.059586    -1.248594     3.495825
50107.50    -1.970430    -0.444714     4.366095
50107.75    -1.955343    -0.717690     5.212164
50108.00    -1.845197    -1.332632     4.314465
50108.25    -2.083114    -1.058665     4.735999
50108.50    -1.662105    -0.287652     5.676143
50108.75    -1.420103    -0.673985     6.714964
50109.00    -1.159465    -1.237426     6.020490
50109.25    -1.288452    -0.991665     5.541044
50109.50    -0.741731    -0.433239     5.876866
50109.75    -0.394490    -0.967641     5.653782
50110.00     0.014848    -1.482229     4.374678
50110.25     0.002865    -1.268690     3.530639
50110.50     0.301634    -0.739989     3.690562
50110.75     0.377640    -1.059338     3.864566
50111.00     0.373121    -1.555158     3.103843
50111.25    -0.179350    -1.179138     2.915331
50111.50    -0.177451    -0.406057     3.916327
50111.75    -0.308573    -0.549002     4.871926
50112.00    -0.503229    -0.998985     4.018200
50112.25    -1.042702    -0.729379     3.998763
50112.50    -0.669079     0.075369     5.235294
50112.75    -0.531272    -0.144896     5.708999
50113.00    -0.370097    -0.632587     4.784618
50113.25    -0.436421    -0.525131     3.918850
50113.50    -0.088213    -0.081652     4.928371
50113.75    -0.074151    -0.520297     5.525099
50114.00     0.197977    -0.899797     4.257525
50114.25    -0.064840    -0.562631     3.503644
50114.50     0.116069     0.013668     4.224899
50114.75     0.150565    -0.300176     4.727863
50115.00     0.365291    -0.484433     3.914525
50115.25     0.130719    -0.170313     3.288572
50115.50     0.551345     0.463736     4.143942
50115.75     0.786923     0.211806     4.641585
50116.00     1.054045    -0.259964     3.679055
50116.25     0.829772     0.037221     3.154159
50116.50     1.122055     0.543287     4.193983
50116.75     1.188368     0.314424     4.726601
50117.00     1.038138    -0.239622     3.630321
50117.25     0.663475    -0.015024     2.431284
50117.50     1.005805     0.535030     3.164364
50117.75     1.097097     0.054185     3.607339
50118.00     1.229383    -0.495372     2.721981
50118.25     1.028308    -0.353950     1.713973
50118.50     1.500302     0.086010     2.214901
50118.75     1.686988    -0.525445     2.645312
50119.00     2.154339    -1.109928     1.138818
50119.25     2.093149    -0.942779     0.354947
50119.50     2.399464    -0.334663     1.347898
50119.75     2.469402    -0.674641     2.203669
50120.00     2.671392    -1.234446     0.661689
50120.25     2.430692    -1.193736     0.064288
50120.50     2.819214    -0.669032     0.973338
50120.75     2.748725    -1.113759     1.803933
50121.00     2.632085    -1.632095     0.600421
50121.25     2.133142    -1.435272     0.318212
50121.50     2.402127    -0.876243     1.233860
50121.75     2.509051    -1.377457     2.214510
50122.00     2.458569    -1.791849     0.982653
50122.25     2.066906    -1.489112     0.687187
50122.50     2.381690    -0.625792     1.274344
50122.75     2.221616    -0.800003     2.176967
50123.00     2.272022    -1.047904     0.816381
50123.25     1.922741    -0.515120     0.648486
50123.50     2.202633     0.511608     1.585927
50123.75     2.096175     0.493751     1.802288
50124.00     2.123028     0.435822     0.483868
50124.25     1.400762     0.723998     0.394336
50124.50     1.281974     1.271111     1.575383
50124.75     0.940694     0.907903     2.237130
50125.00     0.950261     0.595914     1.363293
50125.25     0.328032     0.800755     1.294515
50125.50     0.598324     1.285180     2.478807
50125.75     0.666442     0.870874     3.103837
50126.00     0.676814     0.297553     2.727055
50126.25     0.317196     0.429964     2.739209
50126.50     0.535588     0.818295     4.327010
50126.75     0.519794     0.075615     4.678705
50127.00     0.308793    -0.825576     3.961888
50127.25    -0.367436    -1.066014     3.088268
50127.50    -0.795343    -0.586211     3.371216
50127.75    -1.534281    -1.097102     3.289513
50128.00    -1.852609    -1.351893     2.079319
50128.25    -2.585319    -0.927348     0.665017
50128.50    -2.436121    -0.073129     1.000115
50128.75    -2.250995    -0.252000     1.479582
50129.00    -2.036755    -0.652666     1.001914
50129.25    -2.250220    -0.243811     1.191500
50129.50    -1.774291     0.439865     2.100726
50129.75    -1.401464    -0.020145     3.055905
50130.00    -1.191010    -0.891472     2.629326
50130.25    -1.347787    -0.951368     2.817275
50130.50    -0.968887    -0.565227     4.114791
50130.75    -0.892908    -1.192097     4.831217
50131.00    -0.959355    -2.092277     3.749817
50131.25    -1.345979    -2.507176     2.853430
50131.50    -1.061244    -2.371381     3.650300
50131.75    -0.855431    -2.995257     4.136777
50132.00    -0.673434    -3.595152     3.036510
50132.25    -0.918406    -3.590861     1.926318
50132.50    -0.562482    -3.175884     2.676877
50132.75    -0.267453    -3.518739     3.445531
50133.00    -0.351685    -3.695266     2.753890
50133.25    -0.614188    -3.120269     2.553244
50133.50    -0.420665    -2.178124     3.208482
50133.75    -0.514562    -2.294259     3.642680
50134.00    -0.405267    -2.517393     3.011955
50134.25    -0.761830    -2.238480     2.437900
50134.50    -0.410617    -1.347092     3.507134
50134.75    -0.230465    -1.602029     4.224967
50135.00     0.014315    -2.086662     3.056157
50135.25    -0.530592    -2.013556     2.812382
50135.50    -0.368823    -1.631294     4.094577
50135.75    -0.295281    -2.009698     4.974904
50136.00    -0.373491    -2.412483     3.868708
50136.25    -1.039924    -2.161501     3.149144
50136.50    -0.967280    -1.504103     3.706796
50136.75    -1.075025    -1.836089     3.727565
50137.00    -1.189740    -2.180215     2.335445
50137.25    -1.573152    -1.749534     1.165756
50137.50    -1.333741    -0.921457     1.713075
50137.75    -1.321325    -1.253295     1.378376
50138.00    -1.258022    -1.621770     0.564741
50138.25    -1.641789    -1.455836     0.072657
50138.50    -1.309446    -0.604667     1.376639
50138.75    -1.266822    -0.839135     1.988431
50139.00    -1.076304    -1.175816     1.396056
50139.25    -1.563963    -1.141903     1.092058
50139.50    -1.373043    -0.449287     2.457210
50139.75    -1.317744    -0.675193     3.092297
50140.00    -1.422116    -1.117160     2.242741
50140.25    -1.970141    -0.873096     1.887477
50140.50    -1.910687    -0.286917     2.558923
50140.75    -1.981140    -0.723317     3.523988
50141.00    -2.003855    -1.351473     2.667693
50141.25    -2.190888    -1.136899     2.407695
50141.50    -1.847943    -0.585101     3.166094
50141.75    -1.819257    -1.016949     3.992130
50142.00    -1.483707    -1.486589     2.832837
50142.25    -1.663877    -1.266870     1.838336
50142.50    -1.178788    -0.528650     2.558757
50142.75    -0.790970    -0.648662     3.087004
50143.00    -0.502233    -1.058323     1.798583
50143.25    -0.779480    -0.814916     0.815371
50143.50    -0.362834    -0.129681     2.208030
50143.75    -0.300535    -0.554635     2.374474
50144.00    -0.296929    -0.762458     1.938100
50144.25    -0.844780    -0.477855     1.426527
50144.50    -0.440016     0.373092     2.178925
50144.75    -0.426704     0.068142     3.205776
50145.00    -0.477591    -0.137698     2.710928
50145.25    -0.633824     0.144574     2.685915
50145.50    -0.259719     0.883434     3.663542
50145.75    -0.457347     0.488262     4.490179
50146.00    -0.445216    -0.070881     3.296991
50146.25    -0.802100     0.045816     2.747092
50146.50    -0.542848     0.629947     2.512604
50146.75    -0.579055     0.318701     2.563979
50147.00    -0.774897    -0.290060     0.983991
50147.25    -1.410330    -0.111640     0.559474
50147.50    -1.239327     0.415073     1.218323
50147.75    -1.431221    -0.005557     2.183418
50148.00    -1.424492    -0.486471     1.762201
50148.25    -2.006982    -0.310339     1.833709
50148.50    -1.865750     0.257816     3.368209
50148.75    -2.253761    -0.034742     5.029239
50149.00    -2.476568    -0.611537     4.676273
50149.25    -2.926821    -0.481487     4.441092
50149.50    -2.574939     0.040479     5.172871
50149.75    -2.777651    -0.428253     5.770207
50150.00    -2.651474    -0.929905     4.292624
50150.25    -2.937053    -0.761702     3.199374
50150.50    -2.589153    -0.299377     3.535125
50150.75    -2.419186    -0.626499     3.653967
50151.00    -2.227513    -0.980470     2.163337
50151.25    -2.579063    -0.740899     0.882466
50151.50    -2.313723     0.008016     1.176762
50151.75    -2.179677    -0.229309     1.831546
50152.00    -2.044822    -0.548473     1.104251
50152.25    -2.109290    -0.152317     0.330896
50152.50    -1.461084     0.667571     1.398058
50152.75    -1.260793     0.228672     2.178578
50153.00    -0.900989    -0.197949     2.011154
50153.25    -0.957780     0.003850     1.540378
50153.50    -0.536374     0.644536     3.326401
50153.75    -0.272286     0.042855     4.118468
50154.00    -0.049450    -0.575542     3.466989
50154.25    -0.592336    -0.852680     2.692780
50154.50    -0.613128    -0.411701     4.088067
50154.75    -1.093748    -0.964299     4.065482
50155.00    -1.322713    -1.362893     3.032397
50155.25    -1.823121    -1.113020     1.924543
50155.50    -1.510166    -0.446820     2.698077
50155.75    -1.346252    -0.586301     2.935052
50156.00    -1.183135    -0.791090     1.901487
50156.25    -1.361451    -0.299560     0.785415
50156.50    -0.883009     0.566706     1.518437
50156.75    -0.872930     0.316118     1.956410
50157.00    -0.817947    -0.037197     0.902622
50157.25    -1.079821     0.135990     0.109838
50157.50    -0.848660     0.666010     1.448945
50157.75    -1.071653     0.105095     2.194322
50158.00    -1.236740    -0.502030     1.641078
50158.25    -1.757518    -0.534761     0.992374
50158.50    -1.604979    -0.100514     2.349502
50158.75    -1.615268    -0.676513     2.601838
50159.00    -1.630688    -1.054421     2.019794
50159.25    -2.069240    -0.778818     0.882494
50159.50    -1.902858    -0.074831     1.781516
50159.75    -1.890842    -0.336011     1.873715
50160.00    -1.892645    -0.584218     0.869152
50160.25    -2.284806    -0.136058    -0.044544
50160.50    -1.976230     0.880456     0.793108
50160.75    -2.023715     0.615630     1.087619
50161.00    -1.893303     0.260658     0.106516
50161.25    -2.084955     0.352408    -1.230232
50161.50    -1.569139     1.162538     0.448293
50161.75    -1.639252     0.848270     1.284262
50162.00    -1.617062     0.307068     0.365326
50162.25    -2.107985     0.427342     0.228276
50162.50    -1.848283     0.999742     1.525983
50162.75    -2.052289     0.303768     2.251231
50163.00    -1.884891    -0.287341     1.054465
50163.25    -2.384494    -0.280373     0.505848
50163.50    -2.141655     0.141108     1.471950
50163.75    -2.165721    -0.412471     2.152123
50164.00    -2.139025    -0.895285     1.753738
50164.25    -2.536746    -0.848587     1.324582
50164.50    -2.178787    -0.324704     2.601356
50164.75    -2.183551    -0.799676     3.585062
50165.00    -2.178085    -1.334397     2.946731
50165.25    -2.709906    -1.148263     2.976842
50165.50    -2.324213    -0.506323     4.095102
50165.75    -2.546475    -0.806342     4.542319
50166.00    -2.575084    -0.930130     3.843630
50166.25    -3.190044    -0.716847     3.326129
50166.50    -2.985594    -0.001819     3.812113
50166.75    -3.047191    -0.290357     4.058982
50167.00    -2.825098    -0.662441     2.906065
50167.25    -3.160209    -0.582286     1.651397
50167.50    -2.715638     0.023479     2.363300
50167.75    -2.476555    -0.344243     2.498439
50168.00    -2.146897    -0.587294     1.514041
50168.25    -2.378136    -0.321821     0.567176
50168.50    -1.962130     0.450441     1.772647
50168.75    -1.759193     0.337917     2.511215
50169.00    -1.517412     0.067625     1.433860
50169.25    -1.748597     0.393197     0.374071
50169.50    -1.390903     0.936857     1.043884
50169.75    -1.239389     0.585050     1.009238
50170.00    -1.260742     0.109216     0.002346
50170.25    -1.764049     0.291440    -1.440733
50170.50    -1.659775     0.697895    -0.494686
50170.75    -1.739999     0.184961    -0.028960
50171.00    -1.643547    -0.445833    -1.013105
50171.25    -2.094121    -0.345935    -1.682396
50171.50    -1.793076     0.343983     0.172864
50171.75    -1.782108    -0.109694     0.693436
50172.00    -1.907502    -0.546157     0.632016
50172.25    -2.427548    -0.495802     0.141341
50172.50    -2.218094     0.204627     1.887071
50172.75    -2.613876    -0.379722     2.824872
50173.00    -2.733749    -1.041199     2.365178
50173.25    -3.295787    -1.079669     1.973596
50173.50    -2.938836    -0.338686     3.450693
50173.75    -3.000421    -0.796513     3.935746
50174.00    -2.896415    -1.182116     3.373926
50174.25    -3.262910    -1.066430     2.476566
50174.50    -2.720296    -0.504752     4.123984
50174.75    -2.553915    -0.998315     4.349198
50175.00    -2.287586    -1.499247     3.426029
50175.25    -2.619095    -1.347990     2.459603
50175.50    -2.329256    -0.799043     3.332877
50175.75    -2.557085    -1.176263     3.558156
50176.00    -2.488697    -1.683575     1.942493
50176.25    -3.048166    -1.414029     0.855074
50176.50    -3.004773    -0.579134     1.203561
50176.75    -3.354421    -1.028871     0.939681
50177.00    -3.545758    -1.310335     0.252180
50177.25    -4.086765    -1.023134    -0.262396
50177.50    -3.661890     0.036256     0.348716
50177.75    -3.619701    -0.109283     0.823771
50178.00    -3.472402    -0.386356     0.652697
50178.25    -3.766146    -0.301260    -0.261503
50178.50    -3.177178     0.343945     0.757020
50178.75    -3.088513    -0.354410     1.524775
50179.00    -2.780398    -0.631570     1.939460
50179.25    -2.964015    -0.676924     1.293728
50179.50    -2.407080    -0.133441     2.306256
50179.75    -2.323673    -0.802491     2.719961
50180.00    -2.251039    -1.461115     1.929477
50180.25    -2.655700    -1.462761     0.750143
50180.50    -2.451400    -0.959196     1.581440
50180.75    -2.580358    -1.338162     1.916839
50181.00    -2.507826    -1.871154     1.245356
50181.25    -2.905638    -1.567602     0.611346
50181.50    -2.377311    -0.693052     1.994015
50181.75    -2.212879    -0.716616     2.642474
50182.00    -2.114629    -0.824530     2.493399
50182.25    -2.501348    -0.553766     1.676078
50182.50    -2.131375     0.305550     2.541386
50182.75    -2.176061     0.150334     2.947024
50183.00    -1.863430    -0.078210     1.708764
50183.25    -1.936122     0.156956     0.333700
50183.50    -1.490148     0.879262     1.138452
50183.75    -1.357156     0.398340     1.463972
50184.00    -0.957124    -0.089684     0.687487
50184.25    -1.140942     0.095754    -0.295073
50184.50    -0.605999     0.606032     0.862444
50184.75    -0.389397    -0.192137     1.147233
50185.00    -0.026166    -0.592938     1.039309
50185.25    -0.202839    -0.571172     0.324047
50185.50     0.387314     0.156826     1.215575
50185.75     0.421449    -0.373404     1.433519
50186.00     0.362744    -0.739670     0.733371
50186.25     0.062650    -0.742429    -0.477253
50186.50     0.448224    -0.110416     0.544541
50186.75     0.413139    -0.574745     0.667993
50187.00     0.390923    -0.821540     0.309914
50187.25    -0.187878    -0.647496    -0.575741
50187.50     0.183548     0.107586     0.638638
50187.75    -0.016164    -0.224101     0.910019
50188.00     0.019779    -0.479222     0.578354
50188.25    -0.317135    -0.238037    -0.336481
50188.50     0.217107     0.508912     0.627440
50188.75     0.171120     0.028121     0.364901
50189.00     0.500310    -0.202080    -0.106551
50189.25     0.232369     0.068903    -1.141915
50189.50     0.595282     0.746348    -0.197193
50189.75     0.470898     0.310893     0.029764
50190.00     0.735170    -0.147700    -0.941889
50190.25     0.401487    -0.177981    -1.458001
50190.50     0.784828     0.314421    -0.270462
50190.75     0.510434    -0.208364     0.490286
50191.00     0.423442    -0.506768     0.899824
50191.25    -0.160127    -0.381577     0.634933
50191.50     0.323745     0.202484     1.816672
50191.75     0.148838    -0.368129     2.824760
50192.00     0.306923    -0.584728     2.586468
50192.25    -0.121656    -0.453585     2.124130
50192.50     0.582581     0.452996     2.711333
50192.75     0.685107    -0.036653     2.046682
