_LRT_EF_COVERAGE_SRC_SIC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_SIC_EZ.SIC_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.STATE_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.POSTAL_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.BVFLAG,V_LRT_EF_COVERAGE_SRC_SIC_EZ.LATITUDE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.LONGITUDE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.COLLECT_MTH_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.SOURCE_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.REF_POINT_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.HDATUM_CODE
110004821505,5311,OR,972238671,N,45.440165,-122.750791,,,,
110004821596,8021,OR,970159782,N,45.433472,-122.558904,,,,
110014191711,4952,OR,97009,N,45.418315,-122.325473,,,,
110004821774,8021,OR,972306708,N,45.528942,-122.477024,,,,
110004821827,8021,OR,971247031,N,45.541029,-122.87454,,,,
110004821729,5013,OR,972144711,N,45.510796,-122.6555,,,,
110004781497,7538,OR,97215,N,45.512042,-122.618184,,,,
110004821756,9512,OR,97070,N,45.335552,-122.764262,,,,
110001654433,2816,OR,97051,N,45.851333,-122.812624,,,,
110007389637,4922,OR,97741,N,44.439266,-121.036392,,,,
110004821925,7699,OR,97470,N,43.2252,-123.351132,,,,
110004821934,7549,OR,97603,N,42.206482,-121.737357,,,,
110014191686,7261,OR,97814-3840,N,44.772589,-117.830851,,,,
110004822069,7513,OR,97015,N,45.407674,-122.530251,,,,
110017341786,8222,OR,97266,N,45.50177,-122.578679,,,,
110001654497,2421,OR,97754,N,44.303618,-120.826977,,,,
110000841171,7384,OR,97223,N,45.437408,-122.757061,,,,
110001655147,2033,OR,97501,N,42.318251,-122.868664,,,,
110014268078,7532,OR,97301,N,44.926609,-123.020084,,,,
110004808913,8712,OR,97209,N,45.527216,-122.683607,,,,
110004808922,8221,OR,97309,Y,44.9825,-122.9818,,,,
110014268149,4961,OR,97469,N,42.972622,-123.35038,,,,
110004809119,8811,OR,97124,N,45.522995,-122.89867,,,,
110006114392,5511,OR,97756,N,44.295278,-121.173888,,,,
110006114392,7538,OR,97756,N,44.295278,-121.173888,,,,
110004809191,1721,OR,97045,N,45.337879,-122.457068,,,,
110004809315,5541,OR,97015,N,45.42868,-122.537768,,,,
110014191230,4952,OR,97222,N,45.440067,-122.641466,,,,
110004809342,5541,OR,97206,N,45.505351,-122.59452,,,,
110004809404,8734,OR,97204,N,45.515253,-122.676032,,,,
110004809486,3799,OR,97217,N,45.613448,-122.70787,,,,
110004809529,5015,OR,97218,N,45.567257,-122.601741,,,,
110006856321,9511,OR,97045,N,45.376389,-122.58972,,,,
110004809636,2851,OR,97205,N,45.520604,-122.681783,,,,
110004809672,9199,OR,97031,Y,45.421999,-121.3113,,,,
110000486572,3082,OR,97015,N,45.416687,-122.572755,,,,
110002058442,3479,OR,97223,N,45.427103,-122.766233,,,,
110004809832,5541,OR,97306,N,44.877563,-123.027467,,,,
110014190847,2421,OR,97867,Y,45.024299,-117.9195,,,,
110004809994,7216,OR,97035,N,45.432258,-122.702798,,,,
110012256968,2674,OR,97210,N,45.547879,-122.714777,,,,
110004810116,5399,OR,97005,N,45.486527,-122.787534,,,,
110014190678,5541,OR,97106,N,45.681257,-123.193963,,,,
110016651639,2037,OR,97321,N,44.613611,-123.11055,,,,
110007740999,8071,OR,972271098,N,45.549628,-122.680939,,,,
110000486983,3861,OR,97124,N,45.544261,-122.926753,,,,
110004810624,0851,OR,97018,N,45.894139,-122.808405,,,,
110004780559,5399,OR,97209,N,45.528567,-122.687828,,,,
110004810991,5261,OR,97408,N,44.09375,-123.096455,,,,
110014190142,2499,OR,97015,N,45.402196,-122.444675,,,,
110004811151,5171,OR,97080,N,45.497673,-122.411458,,,,
110001654193,2611,OR,97068,N,45.35963,-122.610175,019,,009,002
110014262467,4952,OR,97016,Y,46.108333,-123.205,018,,009,001
110009818340,4952,OR,97355,N,44.536423,-122.911368,019,,009,002
110013721179,4952,OR,971469504,N,46.164365,-123.924833,,,,
110009817528,4952,OR,97913,N,43.87793,-116.986021,,,,
110006696316,4952,OR,97127,Y,45.243194,-123.112083,,,,
110009155993,1429,OR,97459,Y,43.455833,-124.0925,018,,020,001
110016653520,4952,OR,97123,Y,45.513694,-122.989694,,,,
110000735562,4952,OR,97420,N,43.37787,-124.218762,019,,009,002
110009817136,6515,OR,97013,N,45.291928,-122.655346,,,,
110014262617,4952,OR,97112,Y,45.205278,-123.892777,,,,
110006696129,4952,OR,97467,Y,43.7,-124.100583,,,,
110009816878,1041,OR,,Y,44.83,-118.2,,,,
110006696156,4941,OR,97230,N,45.556492,-122.495222,,,,
110009156340,4952,OR,97122,Y,45.230778,-123.862694,,,,
110010151502,4952,OR,97761,Y,44.762222,-121.256666,,,,
110024821255,4952,OR,97347,Y,45.078611,-123.611666,,,,
110009156313,4953,OR,97470,Y,43.1875,-123.382,,,,
110000488614,2491,OR,97503,N,42.430467,-122.883363,001,080,002,001
110009819928,0921,OR,97447,Y,43.335278,-123.001388,,,,
110009819964,0921,OR,97828,Y,45.622222,-117.697222,,,,
110009155056,0921,OR,97842,Y,45.4825,-116.927222,,,,
110006698136,4491,OR,97227,N,45.53752,-122.676789,,,,
110006661255,2436,OR,97350,N,44.697283,-122.062676,,,,
110006698038,4961,OR,97031,N,45.711538,-121.500645,,,,
110009819786,9621,OR,97817,Y,44.596389,-118.481944,,,,
110000729766,4941,OR,97103,N,46.1049,-123.4811,,,,
110000577108,4941,OR,97321,N,44.634972,-123.112141,,,,
110000549041,4941,OR,97132,N,45.28551,-122.951955,,,,
110009818812,4941,OR,97470,Y,43.283611,-123.352222,,,,
110009818901,4941,OR,97479,Y,43.380833,-123.284444,,,,
110009155083,4941,OR,97420,Y,43.456389,-124.228333,,,,
110006661371,4941,OR,97396,Y,45.083333,-123.5,,,,
110006697814,4952,OR,97341,Y,44.813333,-124.058333,,,,
110006697850,9999,OR,97458,Y,43.0625,-124.116666,,,,
110006661503,2092,OR,97420,N,43.306613,-124.397796,,,,
110014165704,5146,OR,97365,N,44.627184,-124.056614,,,,
110006697734,2092,OR,97459,N,43.487658,-124.217089,,,,
110009155289,2436,OR,97503,Y,42.428056,-122.85,,,,
110009155305,2421,OR,97479,N,43.3904,-123.2974,,,,
110004794740,5912,OR,97070,N,45.306111,-122.769816,,,,
110009818518,4213,OR,97478,N,44.059398,-122.975853,,,,
110004781255,7542,OR,97132,N,45.305267,-122.950735,,,,
110006661406,4215,OR,97526,N,42.438101,-123.285679,,,,
110009818180,4212,OR,97222,N,45.430004,-122.600034,,,,
110009818206,5983,OR,97030,Y,45.547778,-122.459166,,,,
110006661549,5541,OR,97023,Y,45.283333,-122.324444,,,,
110006697315,7514,OR,97238,Y,45.580833,-122.566388,,,,
110014286897,5541,OR,97138,Y,45.983333,-123.916666,,,,
110014076533,5541,OR,97448,N,44.197699,-123.20229,,,,
110030768523,9199,OR,97504,Y,42.327778,-122.866694,,,,
110030768569,9199,OR,97305,Y,44.979194,-122.991083,,,,
110030776033,9199,OR,97338,Y,44.968278,-123.086694,,,,
110002148809,3086,OR,97006,N,45.51028,-122.836529,001,,002,001
110002339817,3363,OR,97015,Y,45.406389,-122.554722,027,,001,001
110000486572,3444,OR,97015,N,45.416687,-122.572755,027,,001,001
110000486670,2869,OR,97031,N,45.714417,-121.518967,001,080,002,001
110000486670,2899,OR,97031,N,45.714417,-121.518967,001,080,002,001
110000486689,3469,OR,97031,N,45.714308,-121.511693,,,,
110000486689,3949,OR,97031,N,45.714308,-121.511693,,,,
110000486689,3444,OR,97031,N,45.714308,-121.511693,,,,
110012701371,2821,OR,97032,N,45.175761,-122.806897,,,,
110002148854,3672,OR,97051,N,45.856581,-122.821601,001,,002,001
110000486769,2491,OR,97058,Y,45.6038,-121.1384,018,,001,001
110002148872,3444,OR,97062,N,45.386802,-122.787668,027,,001,001
110000486796,3321,OR,97062,N,45.386916,-122.776665,027,,001,001
110013286158,3273,OR,97062,N,45.378694,-122.799005,,,,
110001657797,3536,OR,97062,N,45.381229,-122.764257,027,,001,001
110001657074,3272,OR,97062,N,45.378694,-122.799005,,,,
110000486867,2086,OR,97070,N,45.310266,-122.770361,027,,001,001
110000486947,3672,OR,97116,N,45.515052,-123.08819,027,,001,001
110004791280,3269,OR,97124,N,45.524489,-122.928737,027,,001,001
110000487018,3674,OR,971246497,N,45.538629,-122.910853,,,,
110000816984,3089,OR,97124,N,45.548048,-122.890447,,,,
110000487107,3211,OR,97202,N,45.496178,-122.644666,027,,001,
110000487269,2819,OR,97210,N,45.565006,-122.740374,027,,001,001
110000487287,2082,OR,972092989,N,45.522962,-122.68244,027,,001,001
110000487349,2821,OR,972101526,N,45.545511,-122.707382,027,,001,001
110000487394,3325,OR,972102578,N,45.537347,-122.702915,027,,001,001
110000487410,3561,OR,97210,N,45.542898,-122.696715,027,,001,001
110012479683,2911,OR,97210,Y,45.50556,-122.7356,019,,001,001
110000487474,2952,OR,972110242,N,45.574691,-122.635471,027,,001,001
110004814648,2992,OR,97210,N,45.550602,-122.728702,027,,001,001
110015779807,2899,OR,97217,Y,45.571944,-122.7175,,,,
110013866192,2672,OR,97217,N,45.61311,-122.703294,027,,001,001
110000901347,2673,OR,97217,N,45.61163,-122.699661,027,,,001
110000487599,2821,OR,97217,N,45.586504,-122.690134,027,,001,001
110001653737,3321,OR,97217,N,45.583995,-122.674973,001,,002,001
110001653737,3325,OR,97217,N,45.583995,-122.674973,001,,002,001
110000901356,2879,OR,972184023,N,45.56264,-122.582761,027,,001,001
110000901356,5191,OR,972184023,N,45.56264,-122.582761,027,,001,001
110000487633,3728,OR,97230,N,45.545571,-122.468064,027,,001,001
110000487660,3221,OR,97220,Y,45.5626,-122.5668,019,,001,001
110004784608,5142,OR,97222,N,45.428012,-122.597498,,,,
110002466279,2899,OR,97222,N,45.460321,-122.617228,027,,001,001
110000487713,3564,OR,97222,N,45.452087,-122.644269,,,,
110000487731,3421,OR,97224,N,45.417195,-122.749085,027,,001,001
110000487768,3211,OR,972271809,N,45.537972,-122.67175,027,,001,001
110002149345,3089,OR,97233,N,45.518083,-122.455143,027,,001,001
110000487839,2048,OR,97202,N,45.504079,-122.657786,027,,001,001
110002149354,3471,OR,97267,Y,45.4017,-122.6205,019,,001,001
110014259783,2037,OR,97303,N,44.957577,-123.013366,,,,
110002149390,3691,OR,97304,N,44.94629,-123.056459,027,,001,001
110002149407,3088,OR,97304,N,44.930959,-123.112469,027,,001,001
110001653336,2037,OR,97305,N,45.03,-122.5739,027,,001,001
110001133540,2672,OR,97321,N,44.624993,-123.108441,027,,001,001
110000487946,3493,OR,97321,N,44.598624,-123.13792,,,,
110001657733,2034,OR,97321,Y,44.613889,-123.111111,027,,001,001
110002149425,2436,OR,97321,N,44.648454,-123.069435,027,,001,001
110000488035,3356,OR,97321,N,44.66,-123.0633,027,,001,001
110000488053,2611,OR,97321,N,44.672121,-123.062589,027,,,001
110000488053,2631,OR,97321,N,44.672121,-123.062589,027,,,001
110000488053,2439,OR,97321,N,44.672121,-123.062589,027,,,001
110000488080,2822,OR,97333,N,44.508145,-123.290266,027,,001,
110012256986,2434,OR,97351,N,44.861237,-123.193115,,,,
110000488151,3088,OR,97351,N,44.86117,-123.192085,001,,002,001
110000771193,2451,OR,973811199,N,45.016007,-122.780663,,,,
110002339835,2436,OR,97386,N,44.408241,-122.665192,002,,002,001
110014206117,2631,OR,97391,N,44.611942,-123.932777,018,,001,001
110000488295,2491,OR,97402,N,44.063526,-123.152108,027,,001,001
110000488302,2865,OR,974029144,N,44.041771,-123.183816,027,,001,001
110000875492,2541,OR,97402,Y,44.0597,-123.1389,018,,001,001
110002149504,2086,OR,97403,N,44.041974,-123.049102,027,,001,001
110000601484,3089,OR,97405,Y,43.983611,-123.009444,027,,001,001
110004772960,2869,OR,97432,Y,43.1068,-123.416056,009,,001,001
110001654736,2421,OR,97432,Y,43.103333,-122.426666,,,,
110000488428,3716,OR,97446,N,44.283029,-123.147851,027,,001,001
110002149531,3949,OR,97446,N,44.273911,-123.167479,027,,001,001
110000601493,2631,OR,97459,N,43.4366,-124.2397,027,,001,001
110000601493,2621,OR,97459,N,43.4366,-124.2397,027,,001,001
110000488473,3339,OR,97469,N,42.973326,-123.341582,001,,002,001
110007169642,2493,OR,97432,N,43.087938,-123.415722,014,089,002,002
110000488543,3792,OR,97478,Y,44.06667,-123.0353,019,,001,001
110000488543,3732,OR,97478,Y,44.06667,-123.0353,019,,001,001
110002058709,7699,OR,97501,N,42.345886,-122.882377,027,,001,001
110002058709,2435,OR,97501,N,42.345886,-122.882377,027,,001,001
110000488605,2439,OR,975030400,N,42.427225,-122.873315,027,,001,001
110000488678,2511,OR,975263432,N,42.462443,-123.325489,027,,001,001
110000488696,2435,OR,97526,Y,42.4373,-123.316,019,,001,001
110000816840,2421,OR,97601,N,42.25047,-121.80191,027,,001,001
110000488712,2091,OR,97601,N,42.223415,-121.772895,,,,
110000744295,2091,OR,97601,N,42.221207,-121.776358,027,,001,
110000488721,2099,OR,97603,N,42.162767,-121.691729,,,,
110000488721,2091,OR,97603,N,42.162767,-121.691729,,,,
110000771111,3716,OR,97701,N,44.08384,-121.296268,001,,002,001
110000771120,3446,OR,97814,N,44.794985,-117.857895,,,,
110000601545,2421,OR,97836,Y,45.376667,-119.585277,,,,
110022524678,1442,OR,97838,Y,45.879722,-119.3725,,,,
110000488874,3366,OR,97846,N,45.366394,-117.22995,,,,
110017417776,3241,OR,97905-,N,44.542088,-117.420052,027,,001,001
110001654193,2621,OR,97068,N,45.35963,-122.610175,,,,
110001654530,2439,OR,97415,N,42.051679,-124.286837,,,,
110000488589,4961,OR,97501,N,42.33803,-122.884372,,,,
110014208623,2861,OR,97503,N,42.434061,-122.856042,,,,
110014206117,2631,OR,97391,N,44.611942,-123.932777,,,,
110001990338,2421,OR,973589510,N,44.762753,-122.555751,,,,
110001655940,2421,OR,97355,N,44.473827,-122.816,,,,
110001653498,1442,OR,97301,N,44.904558,-122.976458,,,,
110001657635,1442,OR,97303,N,44.999939,-123.053076,,,,
110000487438,4961,OR,97210,N,45.563765,-122.740704,,,,
110000487633,3728,OR,97230,N,45.545571,-122.468064,,,,
110000487321,3743,OR,97210,N,45.551933,-122.715108,,,,
110007738350,2421,OR,978019207,N,45.661937,-118.874213,,,,
110007738403,4961,OR,97838,N,45.804548,-119.36881,,,,
110000486965,2434,OR,97123,N,45.517641,-122.997167,,,,
110000557353,4491,OR,97882,N,45.930556,-119.27416,,,,
110000557353,5171,OR,97882,N,45.930556,-119.27416,,,,
110011639110,2621,OR,970513143,N,45.851101,-122.811955,,,,
110024423925,2992,OR,97231,N,45.591612,-122.778491,,,,
110000487553,3711,OR,972173849,N,45.572051,-122.717455,001,,003,
110012479291,3339,OR,97321,Y,44.609791,-123.105316,001,,003,
110000488561,2493,OR,97501,N,42.349858,-122.892538,001,,003,
110000488561,2499,OR,97501,N,42.349858,-122.892538,001,,003,
110000488561,4961,OR,97501,N,42.349858,-122.892538,001,,003,
110021173870,5153,OR,97801,N,45.6721,-118.7814,027,,003,
110006858622,9199,OR,97058,N,45.60796,-121.111108,027,,003,
110000486938,3672,OR,97116,N,45.513939,-123.075468,027,,003,
110001658215,3083,OR,97402,N,44.102348,-123.162307,027,,003,
110000488099,4961,OR,973332737,N,44.552963,-123.260025,001,,003,
110004778875,3089,OR,97222,N,45.459398,-122.609284,001,,003,
110000486563,3089,OR,97013,N,45.255795,-122.704008,027,,003,
110013844563,2611,OR,970168264,N,46.155556,-123.40777,021,,001,
110014171975,4961,OR,97423,N,43.182328,-124.216216,001,,003,
110002058433,2421,OR,97503,N,42.427154,-122.858937,001,,003,
110002058433,2435,OR,97503,N,42.427154,-122.858937,001,,003,
110002058433,2436,OR,97503,N,42.427154,-122.858937,001,,003,
110013866227,4922,OR,97731,Y,43.081367,-121.828209,001,,003,
110000487072,2611,OR,97132,N,45.28903,-122.956711,001,,003,
110000487072,2621,OR,97132,N,45.28903,-122.956711,001,,003,
110014268149,4961,OR,97469,N,42.972622,-123.35038,001,,003,
110000488231,4961,OR,974029343,N,44.048826,-123.178181,027,,003,
110001655414,4961,OR,97737,Y,43.478336,-121.691055,001,,003,
110014187799,2421,OR,97119,Y,45.46867,-123.189003,001,,003,
110000875615,2436,OR,97503,N,42.438327,-122.856069,001,,003,
110013854917,2435,OR,97601,Y,42.180416,-121.800392,001,,003,
110013854917,4961,OR,97601,Y,42.180416,-121.800392,001,,003,
110000747443,2851,OR,97402,N,44.053056,-123.129867,027,,003,
110007169642,4911,OR,97432,N,43.087938,-123.415722,001,,003,
110006114294,2421,OR,97470,Y,43.181129,-123.365677,001,,003,
110014087200,2421,OR,97845,Y,44.421665,-118.993332,001,,003,
110000486652,3674,OR,970302099,N,45.519112,-122.446956,001,,003,
110000816831,2421,OR,97146,N,46.175261,-123.915461,027,,003,
110001654415,4961,OR,97016,N,46.171204,-123.156577,001,,003,
110013968894,2421,OR,973960008,Y,45.080276,-123.49556,027,,003,
110014215946,4953,OR,97057,Y,45.263451,-121.086098,021,,003,
110013968368,4953,OR,,Y,44.499149,-122.524597,021,,003,
110014020834,4953,OR,97394,Y,44.659851,-123.854347,021,,003,
110013978053,4953,OR,97478,N,44.034143,-122.955849,021,,003,
110014215982,4953,OR,97638,Y,42.8055,-120.354347,021,,003,
110013969223,4953,OR,97621,Y,42.805126,-121.583504,021,,003,
110013968929,4953,OR,97731,Y,42.805126,-121.583504,021,,003,
110013969116,4953,OR,,Y,42.389549,-123.613525,021,,003,
110013969143,4953,OR,97526,N,42.498291,-123.385889,003,,003,
110013969170,4953,OR,,Y,42.389549,-123.613525,021,,003,
110014020807,4953,OR,97864,Y,44.478325,-118.947525,021,,003,
110002059904,4953,OR,97812,N,45.573315,-120.29723,002,,003,
110014009893,4953,OR,97103,N,46.18839,-123.831737,002,,003,
110013969839,4953,OR,97441,Y,43.32375,-123.101173,021,,003,
110014027463,4953,OR,97870,Y,44.668427,-117.647301,021,,003,
110000601536,2431,OR,976249702,N,42.511597,-121.881752,,,,
110000486714,3324,OR,970458299,N,45.328869,-122.580243,027,,003,
110000486858,3089,OR,970620100,N,45.367,-122.7842,027,,003,
110000499176,3448,OR,97071,N,45.152178,-122.830441,027,,003,
110000486947,3672,OR,97116,N,45.515052,-123.08819,027,,003,
110000487027,3674,OR,97124,N,45.547886,-122.927824,027,,003,
110024423836,3325,OR,97210,N,45.543358,-122.697411,001,,003,
110000487447,5169,OR,972101412,N,45.550679,-122.722441,002,,003,
110000487893,2851,OR,973021318,N,44.925694,-123.024174,001,,003,
110000487900,2851,OR,97303,N,44.9558,-123.0318,002,,003,
110000488071,3674,OR,973304239,N,44.588957,-123.241082,001,,003,
110000488115,3672,OR,97338,N,44.91039,-123.297672,027,,003,
110014160772,3716,OR,97408,N,44.137102,-123.056693,027,,003,
110000488464,2491,OR,97459,N,43.492582,-124.220671,027,,003,
110014206590,2821,OR,97850,N,45.349167,-118.03055,001,,003,
110014009839,4961,OR,97442,N,42.748373,-123.419573,001,,003,
110000556274,4961,OR,97303,N,44.956343,-123.01397,001,,003,
110001656306,4961,OR,97232,N,45.52606,-122.6546,001,,003,
110000487483,4961,OR,97211,N,45.581852,-122.663932,001,,003,
110000549648,4961,OR,97304,N,44.945125,-123.053537,001,,003,
110000486689,3471,OR,97031,N,45.714308,-121.511693,001,,003,
110000486689,3999,OR,97031,N,45.714308,-121.511693,001,,003,
110000894578,3471,OR,97217,N,45.584397,-122.672333,001,,003,
110013968037,7211,OR,97206,N,45.479184,-122.616423,001,,003,
110004800252,7211,OR,97220,N,45.5335,-122.544987,001,,003,
110004797783,7211,OR,97330,N,44.567602,-123.274317,001,,003,
110004806639,7211,OR,97005,N,45.491151,-122.790429,001,,003,
110004798611,7211,OR,97504,N,42.350882,-122.854384,001,,003,
110014010284,7211,OR,97213,N,45.544713,-122.598211,001,,003,
110004801028,7211,OR,97223,N,45.472495,-122.7711,001,,003,
110004797818,7211,OR,97330,N,44.576092,-123.275311,001,,003,
110013970541,7211,OR,97015,N,45.433469,-122.558982,001,,003,
110014016929,7211,OR,97233,N,45.520303,-122.47714,001,,003,
110004798773,7211,OR,97303,Y,44.935299,-123.019997,001,,003,
110012276875,7211,OR,97405,N,44.019271,-123.081527,001,,003,
110014020905,7211,OR,97124-2733,N,45.530692,-122.961458,001,,003,
110004799406,7211,OR,97124,N,45.536256,-122.867518,001,,003,
110004780942,7211,OR,97405,N,44.030457,-123.090714,001,,003,
110004798728,7211,OR,97223,N,45.429133,-122.77414,001,,003,
110014016812,7211,OR,97267,N,45.417157,-122.632421,001,,003,
110004802928,7211,OR,97222,N,45.452217,-122.641019,001,,003,
110014266365,4961,OR,97501,N,42.355013,-122.900521,001,,003,
110004788846,2439,OR,97487,N,44.023351,-123.43715,027,,003,
110004788846,4961,OR,97487,N,44.023351,-123.43715,027,,003,
110014267738,4941,OR,97055,Y,45.449399,-122.1536,,,,
110004780666,5511,OR,97005,N,45.488529,-122.803454,,,,
110004811598,8031,OR,97220,N,45.526276,-122.559408,,,,
110006464940,9512,OR,97638,Y,43.1233,-121.0613,,,,
110004811703,8711,OR,97217,N,45.560928,-122.708808,,,,
110004780693,5511,OR,97701,N,44.055917,-121.303926,,,,
110004780700,7538,OR,97701,N,44.070456,-121.302497,,,,
110004811865,5511,OR,97365,N,44.647532,-124.053102,,,,
110004780746,5191,OR,97823,Y,45.2428,-120.1803,,,,
110004780773,5511,OR,97420,N,43.364193,-124.213215,,,,
110004780791,5511,OR,97330,N,44.574385,-123.258524,,,,
110004812506,8331,OR,97230,N,45.561498,-122.510255,,,,
110000488534,2499,OR,97478,N,44.10732,-122.933788,,,,
110001655726,7513,OR,97426,N,43.929444,-123.023888,,,,
110004812766,2521,OR,97220,N,45.561969,-122.557181,,,,
110001653443,8299,OR,97303,N,44.964302,-123.02126,,,,
110007741211,2752,OR,972247572,N,45.399025,-122.749298,,,,
110004812944,1721,OR,97223,N,45.422908,-122.845291,,,,
110014267435,5699,OR,97060,N,45.539989,-122.390564,,,,
110004813104,2812,OR,97213,N,45.533686,-122.597624,,,,
110006480806,9512,OR,97266,N,45.503574,-122.562765,,,,
110004813266,7538,OR,97204,N,45.521791,-122.674795,,,,
110004813364,3499,OR,97303,N,44.967177,-123.012025,,,,
110000917759,2452,OR,97708,N,44.083696,-121.29805,,,,
110001656823,4212,OR,97007,N,45.454428,-122.90444,,,,
110006853495,4213,OR,97211,N,45.580449,-122.658975,,,,
110000487349,2843,OR,972101526,N,45.545511,-122.707382,,,,
110000487349,2819,OR,972101526,N,45.545511,-122.707382,,,,
110004813676,4011,OR,97217,N,45.60679,-122.692425,,,,
110004813701,9999,OR,97218,N,45.573536,-122.582222,,,,
110004813925,8734,OR,97128,Y,45.123699,-123.1151,,,,
110004813934,4953,OR,97080,N,45.480332,-122.453791,,,,
110004813970,7538,OR,97045,N,45.361584,-122.599775,,,,
110004814005,3826,OR,97013,N,45.261416,-122.673982,,,,
110014188360,9199,OR,97023,N,45.298233,-122.382986,,,,
110004814210,7359,OR,97203,N,45.617624,-122.772196,,,,
110004814309,7948,OR,97217,N,45.589024,-122.675771,,,,
110006115809,7538,OR,97859,Y,45.512799,-118.42019,,,,
110000850400,8733,OR,97239,N,45.502851,-122.687595,,,,
110004814504,4212,OR,97211,N,45.587681,-122.65198,,,,
110000701786,3613,OR,97132,N,45.317523,-122.954377,,,,
110014188333,4953,OR,97754,N,44.30903,-120.848206,,,,
110000487697,3297,OR,97222,N,45.426419,-122.582082,,,,
110004814700,0811,OR,97818,Y,45.8271,-119.7205,,,,
110004814719,2835,OR,97070,N,45.323772,-122.772445,,,,
110004814746,7319,OR,97211,N,45.576815,-122.63338,,,,
110004814835,1521,OR,97135,Y,45.299999,-123.9503,,,,
110014188146,4221,OR,97058-3504,N,45.612533,-121.197871,,,,
110004779758,7532,OR,97214,N,45.52217,-122.660712,,,,
110004814997,7538,OR,97303,N,44.953991,-123.029997,,,,
110004815120,3679,OR,97124,N,45.548055,-122.906962,,,,
110014188011,3826,OR,97070,N,45.331912,-122.774492,,,,
110004779838,3494,OR,97218,N,45.573511,-122.582191,,,,
110004815479,3861,OR,97008,N,45.471932,-122.789964,,,,
110014187432,4512,OR,97218,Y,45.56,-122.6001,,,,
110004815718,7513,OR,97501,N,42.350049,-122.902069,,,,
110004815852,5541,OR,97321,N,44.633428,-123.089646,,,,
110004815923,8712,OR,97205,N,45.520296,-122.680301,,,,
110004815941,7216,OR,97058,N,45.600599,-121.182606,,,,
110004816012,1721,OR,97219,N,45.454829,-122.737491,,,,
110014266800,4512,OR,97218,N,45.581128,-122.605991,,,,
110004779990,3442,OR,97230,N,45.540629,-122.472226,,,,
110004816441,1611,OR,97423,N,43.186224,-124.200737,,,,
110004816600,3479,OR,97062,N,45.36929,-122.78505,,,,
110004816646,3449,OR,97217,N,45.562914,-122.674956,,,,
110004816717,9199,OR,97520,N,42.197069,-122.714799,,,,
110004780087,4231,OR,97478,N,44.10732,-122.933788,,,,
110004816726,5051,OR,97230,N,45.55913,-122.535616,,,,
110004816735,7699,OR,97214,N,45.520501,-122.659709,,,,
110004816806,1761,OR,97223,N,45.428308,-122.766045,,,,
110004816824,5311,OR,97005,N,45.486527,-122.790746,,,,
110016629264,5541,OR,97006-4944,N,45.517344,-122.841386,,,,
110004816968,1721,OR,97222,N,45.457874,-122.617767,,,,
110004817020,5311,OR,97219,N,45.46992,-122.6903,,,,
110000487857,3546,OR,97267,N,45.42167,-122.6367,,,,
110000486803,3291,OR,97062,N,45.386044,-122.791861,,,,
110007741523,4833,OR,972296709,N,45.521106,-122.75621,,,,
110004817191,5511,OR,97504,N,42.361634,-122.875446,,,,
110004817208,5511,OR,97321,N,44.632303,-123.099956,,,,
110014186852,1622,OR,97252,Y,45.509999,-122.67,,,,
110004780229,3523,OR,97062,N,45.37169,-122.779628,,,,
110000816804,3471,OR,97202,N,45.487906,-122.639554,,,,
110028122047,5541,OR,97504,N,42.280734,-122.816146,,,,
110012664688,4953,OR,97520,N,42.290247,-122.737837,,,,
110004792528,3499,OR,97227,N,45.552305,-122.666735,,,,
110006802987,4952,OR,97532,N,42.541446,-123.387142,,,,
110014186022,5411,OR,97406,N,42.551649,-124.071411,,,,
110014173866,4911,OR,97536,Y,42.7331,-122.5136,,,,
110012479683,2951,OR,97210,N,45.50556,-122.7356,,,,
110012479683,2952,OR,97210,N,45.50556,-122.7356,,,,
110014186031,9512,OR,97604,Y,42.93,-122.15,,,,
110014186031,5111,OR,97604,Y,42.93,-122.15,,,,
110014186059,5541,OR,97411,Y,43.09,-124.4,,,,
110006661451,4941,OR,97470,N,43.270325,-123.410383,,,,
110014112478,2421,OR,97443,N,43.308224,-123.084044,,,,
110014185309,4212,OR,97439,Y,43.9369,-124.1036,,,,
110012256762,9511,OR,97403,N,44.041885,-123.041989,,,,
110016653655,7997,OR,97759,Y,44.377699,-121.6637,,,,
110014184480,5812,OR,97907-0017,Y,44.3811,-117.3097,,,,
110006696450,4952,OR,97907,N,44.410083,-117.31,,,,
110002149390,4953,OR,97304,N,44.94629,-123.056459,,,,
110011625893,5171,OR,97814,Y,44.7967,-117.8437,,,,
110014184658,5093,OR,97325,N,44.840347,-122.864811,,,,
110016655519,4952,OR,97321,N,44.567842,-123.152882,,,,
110016655537,2092,OR,97365,N,44.628661,-124.055502,,,,
110006661996,4953,OR,97330,N,44.698165,-123.247349,,,,
110014183720,7033,OR,97385,N,44.8536,-122.661724,,,,
