-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MATH        49718.000    1995     1     1     0
MATH        52274.750    2001    12    31    18
MATH     -2443215.352 -4706037.477  3533477.600
50351.75    -1.123280    -0.166215    -0.177213
50352.00    -1.140733    -0.437770     1.710443
50352.25    -1.370014    -0.402525     1.448317
50352.50    -0.952084    -0.750253     1.877336
50352.75    -1.055965    -0.248105     0.740981
50353.00    -1.060266    -0.438992     1.880104
50353.25    -1.230401    -0.336034     0.940935
50353.50    -0.686926    -0.609705     0.802496
50353.75    -0.918587     0.053050    -1.030768
50354.00    -1.062118    -0.058256    -0.140726
50354.25    -1.337145     0.020869    -0.958412
50354.50    -1.001898    -0.300691    -0.834865
50354.75    -1.353415     0.144273    -2.092164
50355.00    -1.458928    -0.086419    -0.457950
50355.25    -1.719831    -0.070748    -0.535795
50355.50    -1.260011    -0.445957     0.214384
50355.75    -1.265813    -0.025592    -0.434540
50356.00    -1.021975    -0.166046     1.277720
50356.25    -0.820208    -0.117198     1.154619
50356.50    -0.032675    -0.448174     1.862357
50356.75     0.059320     0.073689     0.949908
50357.00     0.207293    -0.075240     2.171078
50357.25     0.080684     0.027899     1.633210
50357.50     0.551863    -0.322864     1.978515
50357.75     0.210333     0.274526     0.245703
50358.00     0.188594     0.147736     1.129955
50358.25    -0.053411     0.252036     0.143070
50358.50     0.198740     0.002327    -0.090424
50358.75    -0.277702     0.592067    -1.321640
50359.00    -0.333597     0.415415     0.076451
50359.25    -0.698594     0.551823    -0.865031
50359.50    -0.422550     0.192469    -0.535729
50359.75    -0.767726     0.617761    -1.330727
50360.00    -0.709257     0.380678     0.271286
50360.25    -0.807809     0.386923    -0.023503
50360.50    -0.152916    -0.045463     0.657156
50360.75     0.065864     0.300771    -0.040132
50361.00     0.202412     0.017618     1.431431
50361.25     0.107301    -0.022884     1.105404
50361.50     0.455302    -0.372935     1.164142
50361.75     0.313756     0.110375    -0.250705
50362.00     0.378287    -0.009597     0.573116
50362.25     0.416214     0.073378    -0.314625
50362.50     0.928639    -0.140312    -0.364452
50362.75     0.920678     0.421193    -1.641643
50363.00     1.041661     0.286393    -0.234242
50363.25     0.854013     0.370418    -0.739157
50363.50     1.268513     0.023940    -0.529742
50363.75     0.969635     0.489031    -0.959943
50364.00     0.852246     0.326458     0.478569
50364.25     0.373035     0.319038     0.098744
50364.50     0.475285    -0.096520     0.325370
50364.75    -0.036074     0.376411    -0.910124
50365.00    -0.293730     0.168899     0.292399
50365.25    -0.697669     0.203396    -0.620288
50365.50    -0.421484    -0.132969    -0.623241
50365.75    -0.707220     0.367212    -2.008116
50366.00    -0.873520     0.226144    -1.114518
50366.25    -1.209982     0.331832    -1.517901
50366.50    -0.859657     0.027985    -1.254760
50366.75    -1.090471     0.569906    -2.468079
50367.00    -1.122533     0.419748    -0.918263
50367.25    -1.397534     0.480358    -1.031639
50367.50    -1.186233     0.236668    -0.653406
50367.75    -1.282348     0.739792    -1.540068
50368.00    -1.057021     0.606034    -0.160482
50368.25    -1.253149     0.712802    -0.681520
50368.50    -0.937316     0.442590    -0.533630
50368.75    -1.088860     0.970519    -1.507861
50369.00    -1.056550     0.847260    -0.159423
50369.25    -1.239191     0.910289    -0.580493
50369.50    -0.699061     0.525259    -0.379267
50369.75    -0.776030     0.896277    -1.193264
50370.00    -0.626939     0.599004     0.196749
50370.25    -0.719274     0.493930    -0.053869
50370.50    -0.256853    -0.030821     0.455250
50370.75    -0.396175     0.440236    -0.695636
50371.00    -0.344883     0.149662     0.802752
50371.25    -0.511460     0.098100     0.361038
50371.50    -0.144727    -0.332963     1.040467
50371.75    -0.438701     0.114451     0.105691
50372.00    -0.440630    -0.140890     1.544839
50372.25    -0.763512    -0.059053     0.947413
50372.50    -0.481724    -0.451592     1.403309
50372.75    -0.744114     0.012377     0.038608
50373.00    -1.048702    -0.025394     0.640827
50373.25    -1.523797     0.124347    -0.366510
50373.50    -1.385792    -0.166430    -0.429669
50373.75    -1.817852     0.495096    -1.914612
50374.00    -2.044838     0.453751    -0.861957
50374.25    -2.396130     0.611266    -1.152256
50374.50    -2.209102     0.302970    -0.339357
50374.75    -2.526626     0.700014    -0.602966
50375.00    -2.570352     0.376600     1.572909
50375.25    -2.823914     0.294110     1.793086
50375.50    -2.491509    -0.177504     2.589332
50375.75    -2.627489     0.219351     1.566530
50376.00    -2.489524    -0.095202     2.766021
50376.25    -2.582753    -0.069089     1.883105
50376.50    -2.183921    -0.426156     1.746936
50376.75    -2.270544     0.058788     0.101680
50377.00    -2.219419    -0.101598     0.803313
50377.25    -2.475041     0.088487    -0.573695
50377.50    -2.028706    -0.121808    -1.474073
50377.75    -2.239448     0.469432    -3.456077
50378.00    -2.378867     0.382837    -2.646029
50378.25    -2.730750     0.507741    -3.181875
50378.50    -2.463683     0.252092    -2.836629
50378.75    -2.734021     0.681781    -3.314643
50379.00    -2.703856     0.397044    -1.042321
50379.25    -3.049718     0.356476    -0.579550
50379.50    -2.811473     0.032683     0.408147
50379.75    -3.010012     0.588800     0.025979
50380.00    -2.923113     0.593834     1.288028
50380.25    -3.141239     0.727379     1.020335
50380.50    -2.806759     0.464240     1.405332
50380.75    -2.863765     0.925011     0.511243
50381.00    -2.809922     0.666027     2.141249
50381.25    -3.124194     0.519993     2.303067
50381.50    -2.535650    -0.150284     3.305288
50381.75    -2.486277     0.103971     1.941208
50382.00    -2.271019    -0.288147     3.163690
50382.25    -2.318945    -0.502191     3.115516
50382.50    -1.488000    -1.056168     3.232038
50382.75    -1.352213    -0.512344     0.700724
50383.00    -0.903163    -0.650500     0.819726
50383.25    -0.788685    -0.570896    -0.361524
50383.50    -0.147356    -0.791658    -0.878207
50383.75    -0.046420    -0.145439    -2.496767
50384.00     0.265042    -0.168393    -1.476806
50384.25     0.155626    -0.015305    -1.614604
50384.50     0.532544    -0.347050    -0.778107
50384.75     0.054783     0.211151    -1.119892
50385.00    -0.184679     0.142986     0.630516
50385.25    -0.411710     0.211181     0.279014
50385.50    -0.101511    -0.122331     1.263986
50385.75    -0.314424     0.389048     0.161582
50386.00    -0.435202     0.270030     1.555340
50386.25    -0.766401     0.288155     1.597517
50386.50    -0.597043     0.010507     1.968065
50386.75    -0.906993     0.439621     1.296121
50387.00    -0.810971     0.150692     2.561371
50387.25    -1.023540     0.156463     1.795063
50387.50    -0.596082    -0.141885     1.261287
50387.75    -0.660587     0.377191    -0.349527
50388.00    -0.424466     0.220618     0.135732
50388.25    -0.627397     0.379358    -0.920813
50388.50    -0.402354     0.080252    -0.960445
50388.75    -0.651905     0.614234    -2.398871
50389.00    -0.599471     0.485828    -1.051116
50389.25    -0.799031     0.566695    -1.388479
50389.50    -0.474412     0.221538    -0.403960
50389.75    -0.703577     0.683531    -1.159230
50390.00    -0.786685     0.534164     0.421400
50390.25    -1.008303     0.569094     0.354556
50390.50    -0.797248     0.280436     0.858848
50390.75    -1.007240     0.808246    -0.373435
50391.00    -0.831021     0.692315     0.494240
50391.25    -1.144367     0.756958    -0.206812
50391.50    -0.931133     0.396313     0.155379
50391.75    -1.239053     0.918229    -0.875784
50392.00    -1.264532     0.761404     0.450478
50392.25    -1.635715     0.755899     0.125330
50392.50    -1.297247     0.352849     0.699392
50392.75    -1.476854     0.724561    -0.312940
50393.00    -1.536216     0.532251     0.764321
50393.25    -1.734107     0.577366     0.309541
50393.50    -1.166530     0.220360     0.260517
50393.75    -1.246600     0.704177    -1.367351
50394.00    -1.001471     0.570157    -0.797934
50394.25    -0.959288     0.680236    -1.698257
50394.50    -0.393985     0.352749    -1.783684
50394.75    -0.375712     0.955959    -3.617851
50395.00    -0.158261     0.815808    -2.532112
50395.25    -0.465035     1.005694    -3.312068
50395.50    -0.279558     0.725774    -3.141514
50395.75    -0.607280     1.217642    -4.197736
50396.00    -0.791289     1.024227    -2.820540
50396.25    -1.262828     1.027531    -2.845841
50396.50    -1.011811     0.659400    -2.220144
50396.75    -1.450066     1.112221    -3.188979
50397.00    -1.710249     0.919392    -1.805755
50397.25    -2.295102     0.954716    -1.946263
50397.50    -2.206640     0.637390    -1.653404
50397.75    -2.736111     1.140384    -2.555665
50398.00    -2.797203     1.041616    -1.484403
50398.25    -3.010330     1.126284    -2.048042
50398.50    -2.549301     0.794836    -2.086128
50398.75    -2.552085     1.276504    -3.347720
50399.00    -2.390160     1.103779    -2.543866
50399.25    -2.483437     1.149990    -3.445741
50399.50    -1.873657     0.780212    -3.351632
50399.75    -1.667108     1.221477    -4.569858
50400.00    -1.209764     1.012451    -3.354460
50400.25    -1.102769     1.030535    -3.591183
50400.50    -0.318759     0.702999    -3.083466
50400.75    -0.213295     1.247341    -4.014490
50401.00     0.017533     1.094823    -2.272733
50401.25    -0.306384     1.130392    -1.872356
50401.50    -0.240076     0.818931    -0.994611
50401.75    -0.692427     1.241748    -1.020626
50402.00    -0.726918     0.929961     0.889779
50402.25    -1.247303     0.904907     1.335529
50402.50    -1.097967     0.431239     2.609031
50402.75    -1.296149     0.679535     2.677725
50403.00    -0.966548     0.295509     4.016835
50403.25    -1.015085     0.242326     3.275926
50403.50    -0.499379    -0.113276     3.138206
50403.75    -0.451592     0.496965     0.917227
50404.00    -0.135405     0.309001     1.495929
50404.25    -0.105099     0.434767     0.241359
50404.50     0.452298     0.199197    -0.012205
50404.75     0.467173     0.759199    -1.448058
50405.00     0.684826     0.630581    -0.907321
50405.25     0.495629     0.765823    -1.620273
50405.50     0.714058     0.463972    -1.361663
50405.75     0.506634     0.950372    -2.058284
50406.00     0.477077     0.708151    -0.367203
50406.25     0.109384     0.709117    -0.207246
50406.50     0.471372     0.384440     0.430016
50406.75     0.368720     0.868569    -0.064696
50407.00     0.357567     0.616501     1.424679
50407.25     0.032423     0.577797     1.162648
50407.50     0.247391     0.191007     1.433870
50407.75    -0.119117     0.639193     0.308062
50408.00    -0.137961     0.427706     1.326088
50408.25    -0.566375     0.528769     0.760871
50408.50    -0.315701     0.225204     0.971603
50408.75    -0.624845     0.726823     0.126863
50409.00    -0.511856     0.565779     1.131074
50409.25    -0.877910     0.572963     1.080205
50409.50    -0.714671     0.152131     1.857737
50409.75    -0.881656     0.590516     0.663133
50410.00    -0.764606     0.325111     1.717938
50410.25    -1.100500     0.348676     0.761617
50410.50    -0.793201     0.047505     0.548921
50410.75    -0.991937     0.584950    -1.100689
50411.00    -1.150175     0.640974    -1.004530
50411.25    -1.626389     0.801282    -2.227335
50411.50    -1.463636     0.482475    -2.114078
50411.75    -1.737412     1.023593    -3.381821
50412.00    -1.813603     0.880053    -2.338863
50412.25    -1.952664     0.911890    -2.881650
50412.50    -1.486075     0.520877    -2.389498
50412.75    -1.504418     0.937645    -3.376463
50413.00    -1.460855     0.757398    -2.034170
50413.25    -1.693227     0.795465    -2.233369
50413.50    -1.339182     0.466217    -2.046465
50413.75    -1.446194     0.877946    -3.163690
50414.00    -1.330476     0.725673    -2.290318
50414.25    -1.588661     0.837790    -3.022780
50414.50    -1.337963     0.575131    -2.632434
50414.75    -1.448744     1.109938    -4.027975
50415.00    -1.567868     0.894491    -2.284901
50415.25    -1.912370     0.944291    -2.264220
50415.50    -1.749322     0.467145    -0.748148
50415.75    -2.143275     0.818198    -0.800040
50416.00    -2.141109     0.460347     1.416973
50416.25    -2.261048     0.274942     1.967870
50416.50    -1.837271    -0.170660     2.368240
50416.75    -1.849573     0.298674     1.123124
50417.00    -1.482336     0.141622     2.091179
50417.25    -1.498653     0.318629     0.884373
50417.50    -1.087294     0.120705     0.739999
50417.75    -1.103379     0.758226    -1.079867
50418.00    -1.103487     0.725800    -0.190200
50418.25    -1.493536     0.925087    -0.691657
50418.50    -1.160085     0.642676    -0.106630
50418.75    -1.334668     0.990300    -0.568494
50419.00    -1.216845     0.700237     0.966655
50419.25    -1.259775     0.631848     0.594388
50419.50    -0.753285     0.350497     0.433863
50419.75    -1.022210     0.885157    -0.895183
50420.00    -0.971623     0.849568     0.116126
50420.25    -1.186252     1.040407    -0.669303
50420.50    -0.886541     0.822681    -0.480224
50420.75    -1.053712     1.300278    -1.396717
50421.00    -0.841649     1.146393     0.052576
50421.25    -0.980879     1.234922    -0.273582
50421.50    -0.625850     0.949407    -0.026655
50421.75    -0.537923     1.379686    -0.742514
50422.00    -0.433879     1.119269     1.323819
50422.25    -0.541266     1.086515     1.378290
50422.50    -0.218679     0.555516     2.894304
50422.75    -0.300023     0.823940     2.601536
50423.00    -0.292514     0.537388     3.986881
50423.25    -0.466018     0.649137     3.447279
50423.50    -0.260584     0.304540     4.051155
50423.75    -0.334816     0.829127     2.336129
50424.00    -0.085641     0.632068     2.805581
50424.25    -0.242448     0.779178     1.216284
50424.50    -0.046711     0.518090     0.756554
50424.75    -0.341280     1.149317    -0.915927
50425.00    -0.375413     1.052899     0.111480
50425.25    -0.615839     1.149403    -0.519749
50425.50    -0.264954     0.743716     0.133398
50425.75    -0.425192     1.049435     0.265834
50426.00    -0.425929     0.803135     1.974832
50426.25    -0.672672     0.765311     2.346040
50426.50    -0.342245     0.302825     3.448437
50426.75    -0.504748     0.661606     2.986622
50427.00    -0.306076     0.380210     4.938377
50427.25    -0.568525     0.454287     4.493843
50427.50    -0.174224     0.120177     4.612220
50427.75    -0.166212     0.655773     3.557414
50428.00     0.261533     0.466489     4.170060
50428.25     0.148929     0.574273     2.819944
50428.50     0.566445     0.132089     3.140925
50428.75     0.549227     0.583461     1.698831
50429.00     0.641524     0.442473     2.386407
50429.25     0.466336     0.526207     1.330709
50429.50     0.948573     0.108485     1.644181
50429.75     1.027318     0.524488     0.153326
50430.00     1.246208     0.252609     1.174775
50430.25     1.083581     0.374603     0.503109
50430.50     1.338645    -0.019444     0.846567
50430.75     1.011172     0.416928    -0.915110
50431.00     0.885952     0.203154    -0.101847
50431.25     0.371398     0.194995    -0.848759
50431.50     0.367374    -0.179841    -0.977943
50431.75     0.092014     0.332364    -2.844189
50432.00     0.110883     0.223219    -2.069129
50432.25    -0.152420     0.455683    -3.277573
50432.50     0.155432     0.236902    -3.198650
50432.75     0.073649     0.799671    -4.718667
50433.00     0.133144     0.570661    -3.245059
50433.25    -0.117161     0.547640    -3.303642
50433.50     0.164105     0.182657    -2.590126
50433.75    -0.099823     0.506231    -3.068251
50434.00    -0.077797     0.298847    -1.414803
50434.25    -0.307791     0.358815    -1.542132
50434.50     0.102357     0.067635    -1.203857
50434.75    -0.042286     0.616717    -2.460526
50435.00     0.266366     0.544662    -1.674282
50435.25     0.180538     0.796341    -2.805546
50435.50     0.745126     0.480504    -2.167882
50435.75     0.845933     0.951400    -3.398596
50436.00     1.078733     0.669515    -1.631124
50436.25     1.007622     0.690855    -2.027663
50436.50     1.413340     0.261462    -1.156497
50436.75     1.296628     0.705957    -2.057325
50437.00     1.301123     0.584315    -0.669123
50437.25     0.979015     0.637986    -0.869415
50437.50     1.285725     0.285963    -0.425491
50437.75     0.879226     0.645071    -0.815827
50438.00     0.826255     0.369502     1.247468
50438.25     0.317808     0.333391     1.604833
50438.50     0.390470    -0.126602     2.865954
50438.75     0.222746     0.304287     2.328070
50439.00     0.424200     0.088339     3.682940
50439.25     0.193369     0.224402     3.177205
50439.50     0.670570    -0.211147     3.714567
50439.75     0.608117     0.267716     2.229757
50440.00     0.861210    -0.004852     2.768818
50440.25     0.794311     0.112965     1.098678
50440.50     1.105993    -0.233193     0.596333
50440.75     0.967880     0.342370    -2.143154
50441.00     1.038395     0.222652    -1.897549
50441.25     0.647821     0.408008    -3.243758
50441.50     0.796729     0.123771    -2.742500
50441.75     0.617462     0.669846    -3.685352
50442.00     0.612378     0.517409    -1.827883
50442.25     0.320780     0.522424    -1.392996
50442.50     0.411871     0.132947     0.119974
50442.75     0.002630     0.582605    -0.101563
50443.00    -0.078222     0.277238     2.326743
50443.25    -0.505777     0.412870     1.997355
50443.50    -0.366147     0.071976     2.964234
50443.75    -0.690512     0.604537     2.165956
50444.00    -0.707516     0.472341     3.186548
50444.25    -1.179141     0.583511     2.451320
50444.50    -1.053542     0.174270     3.024459
50444.75    -1.330708     0.694118     1.193365
50445.00    -1.196959     0.526939     1.658389
50445.25    -1.376425     0.653547     0.941976
50445.50    -0.977440     0.334066     0.645888
50445.75    -0.990682     0.830173    -0.858092
50446.00    -0.812012     0.675371    -0.118730
50446.25    -0.946260     0.856427    -1.175717
50446.50    -0.763863     0.636249    -0.737889
50446.75    -1.034927     1.186796    -1.905999
50447.00    -1.004310     0.979233    -0.345463
50447.25    -1.392830     1.026555    -1.131452
50447.50    -1.361842     0.733556    -0.534347
50447.75    -1.622644     1.207361    -1.531575
50448.00    -1.539287     1.060835    -0.053053
50448.25    -1.776139     1.268942    -0.632124
50448.50    -1.314747     0.952650    -0.108583
50448.75    -1.208566     1.457378    -1.414135
50449.00    -0.904539     1.268622    -0.096637
50449.25    -0.867217     1.430412    -0.635859
50449.50    -0.267216     0.948853     0.717165
50449.75    -0.364704     1.296774     0.394287
50450.00    -0.186724     1.023893     1.755729
50450.25    -0.393376     1.034553     1.432897
50450.50    -0.112063     0.649341     1.999149
50450.75    -0.185894     1.054710     0.919077
50451.00     0.107120     0.706597     2.491795
50451.25    -0.159350     0.754113     2.077337
50451.50     0.109003     0.266721     2.806401
50451.75     0.086756     0.581298     1.122360
50452.00     0.277372     0.346724     2.047955
50452.25    -0.000539     0.400980     0.997179
50452.50     0.135272     0.154840     0.985294
50452.75    -0.021312     0.683348    -0.752313
50453.00     0.021423     0.552022     0.302315
50453.25    -0.329521     0.649034    -0.152272
50453.50    -0.127916     0.241974     0.594097
50453.75    -0.324862     0.687033    -0.561124
50454.00    -0.284793     0.553421     0.488835
50454.25    -0.560512     0.770947    -0.151911
50454.50    -0.259905     0.468735    -0.159651
50454.75    -0.439674     0.974199    -1.815321
50455.00    -0.445581     0.842371    -0.830834
50455.25    -0.748426     0.950526    -1.500823
50455.50    -0.499655     0.631453    -1.539127
50455.75    -0.741444     1.065802    -2.886250
50456.00    -0.621189     0.787451    -1.614665
50456.25    -0.863270     0.804674    -2.133250
50456.50    -0.504807     0.329907    -1.722119
50456.75    -0.622512     0.712274    -2.784000
50457.00    -0.447169     0.463522    -1.373806
50457.25    -0.591181     0.568681    -1.969713
50457.50    -0.146884     0.258365    -1.354278
50457.75    -0.171009     0.687925    -2.388987
50458.00    -0.093597     0.569177    -1.120705
50458.25    -0.409975     0.687501    -1.254194
50458.50    -0.162021     0.362590    -0.124198
50458.75    -0.427958     0.780249    -0.655545
50459.00    -0.516691     0.581058     1.203925
50459.25    -0.837041     0.625092     0.978418
50459.50    -0.649016     0.235929     1.793380
50459.75    -1.043569     0.703999     0.769038
50460.00    -1.017471     0.454623     2.494981
50460.25    -1.274035     0.551609     2.060785
50460.50    -0.943254     0.257640     2.599354
50460.75    -0.923097     0.773690     1.541219
50461.00    -0.547611     0.480269     3.537483
50461.25    -0.662761     0.521914     3.128836
50461.50    -0.256337     0.126846     4.285320
50461.75    -0.088376     0.477987     2.691448
50462.00     0.314577     0.262851     3.388389
50462.25     0.359856     0.341713     2.278152
50462.50     0.988028    -0.139777     2.364354
50462.75     0.872198     0.388728     0.390702
50463.00     1.096856     0.195650     1.004347
50463.25     0.817162     0.261504     0.029457
50463.50     1.153330    -0.083257     0.168405
50463.75     1.130155     0.381458    -1.509250
50464.00     1.452682     0.185240    -0.526483
50464.25     1.513823     0.239737    -1.494532
50464.50     2.024521    -0.047733    -1.092333
50464.75     2.045871     0.440217    -2.296434
50465.00     2.267467     0.273196    -0.863039
50465.25     2.226920     0.437024    -1.591213
50465.50     2.699269     0.130777    -1.084528
50465.75     2.668606     0.691558    -2.268388
50466.00     2.788348     0.592212    -1.117395
50466.25     2.621945     0.756325    -1.525976
50466.50     3.039641     0.379820    -0.778233
50466.75     2.893627     0.773335    -1.540660
50467.00     2.854221     0.467052     0.317678
50467.25     2.447719     0.544224     0.257693
50467.50     2.562974     0.260066     1.032994
50467.75     2.135340     0.756651     0.003675
50468.00     1.891770     0.556356     1.473227
50468.25     1.275828     0.636602     1.059579
50468.50     1.118240     0.391382     1.850305
50468.75     0.795754     0.805355     0.620179
50469.00     0.682187     0.598905     1.651221
50469.25     0.315480     0.626218     1.019814
50469.50     0.381424     0.242570     1.693766
50469.75     0.102327     0.655636     0.371266
50470.00     0.275214     0.441756     1.564037
50470.25     0.192046     0.499103     1.004498
50470.50     0.710816     0.139805     1.605587
50470.75     0.696809     0.537518     0.610386
50471.00     0.990935     0.308929     1.671379
50471.25     0.807039     0.336726     1.114130
50471.50     1.059384    -0.094939     1.847084
50471.75     0.981403     0.213505     0.456439
50472.00     1.121517    -0.099881     1.286371
50472.25     0.861911    -0.135747     0.308943
50472.50     1.084979    -0.478279     0.561286
50472.75     0.907664    -0.028368    -0.863291
50473.00     0.874045    -0.129967     0.411215
50473.25     0.419455     0.068704     0.024181
50473.50     0.424363    -0.163265     0.981819
50473.75    -0.034726     0.324737     0.513284
50474.00    -0.098917     0.248355     1.785596
50474.25    -0.638286     0.364786     1.594088
50474.50    -0.580750    -0.019148     2.361439
50474.75    -0.932112     0.387144     0.534904
50475.00    -0.778558     0.117758     0.916749
50475.25    -0.957641     0.181793    -0.574846
50475.50    -0.518266    -0.068495    -1.213703
50475.75    -0.453734     0.484851    -3.034273
50476.00    -0.200550     0.394682    -2.131448
50476.25    -0.389559     0.657732    -3.162720
50476.50     0.104241     0.250071    -2.612480
50476.75    -0.047088     0.624466    -3.455961
50477.00     0.039009     0.351678    -1.848689
50477.25    -0.132050     0.361952    -2.186798
50477.50     0.120189    -0.071172    -1.496508
50477.75    -0.088718     0.439551    -2.418384
50478.00    -0.028876     0.279989    -0.940412
50478.25    -0.137024     0.447025    -1.270157
50478.50     0.346078     0.148383    -0.320854
50478.75     0.515597     0.551440    -0.953597
50479.00     0.828686     0.270338     0.907077
50479.25     0.636062     0.336281     0.720701
50479.50     1.090274    -0.007439     1.315425
50479.75     0.946018     0.429814     0.573411
50480.00     1.007252     0.254458     1.761820
50480.25     0.600291     0.351975     1.430684
50480.50     0.914231     0.058806     1.880580
50480.75     0.693002     0.539250     0.676520
50481.00     0.799109     0.317489     1.614633
50481.25     0.487662     0.323264     1.207192
50481.50     0.611623    -0.096921     1.767238
50481.75     0.322694     0.301229     0.331075
50482.00     0.391308     0.085553     1.237907
50482.25     0.211962     0.203437     0.104901
50482.50     0.439198    -0.080467     0.297700
50482.75     0.384247     0.385855    -0.911644
50483.00     0.528390     0.173794     0.482549
50483.25     0.460610     0.248699    -0.398219
50483.50     0.942229    -0.208564     0.787630
50483.75     1.047504     0.128543     0.163142
50484.00     1.313632    -0.079146     1.405060
50484.25     1.283680    -0.087935     1.011065
50484.50     1.701643    -0.508045     1.648376
50484.75     1.503497    -0.078181     0.274607
50485.00     1.482740    -0.305644     1.730942
50485.25     1.115402    -0.184693     0.816763
50485.50     1.291024    -0.535113     1.061021
50485.75     1.030052    -0.044499    -0.326429
50486.00     0.914749    -0.150859     0.673049
50486.25     0.556551     0.073121    -0.361013
50486.50     0.871579    -0.211239    -0.008042
50486.75     0.763103     0.274738    -1.483585
50487.00     0.861432     0.033275     0.023458
50487.25     0.646385     0.046710    -0.323076
50487.50     0.825603    -0.415056     0.687931
50487.75     0.511039    -0.021516    -0.384480
50488.00     0.583552    -0.293742     0.920315
50488.25     0.348293    -0.235141    -0.005480
50488.50     0.721588    -0.511197    -0.105943
50488.75     0.522747    -0.002708    -1.414372
50489.00     0.665256    -0.069534    -0.493493
50489.25     0.570541    -0.053261    -0.637471
50489.50     0.995347    -0.413097     0.246119
50489.75     0.781109     0.038163    -0.472827
50490.00     0.923837    -0.192521     1.324483
50490.25     0.600011    -0.143052     1.152634
50490.50     0.904080    -0.587805     2.157920
50490.75     0.672791     0.012308     0.878880
50491.00     0.763656     0.100003     1.725978
50491.25     0.428040     0.356806     0.983554
50491.50     0.673921     0.026639     1.587234
50491.75     0.471200     0.463384     0.506272
50492.00     0.435964     0.121620     1.984529
50492.25     0.178155     0.026975     1.268857
50492.50     0.720104    -0.430285     1.104737
50492.75     0.696051     0.063832    -1.072390
50493.00     0.754615     0.052171    -0.592686
50493.25     0.564183     0.193949    -1.725802
50493.50     0.945582    -0.167703    -1.393495
50493.75     0.983947     0.318733    -3.101760
50494.00     1.043900     0.100659    -1.383232
50494.25     0.845685     0.197790    -1.778899
50494.50     0.966613    -0.063628    -1.529698
50494.75     0.755417     0.492177    -2.888668
50495.00     0.592802     0.375675    -1.451235
50495.25     0.308456     0.536059    -1.758012
50495.50     0.465376     0.288910    -0.776929
50495.75     0.272124     0.763929    -1.334444
50496.00     0.182524     0.616883     0.263945
50496.25    -0.119626     0.569170     0.561127
50496.50     0.092279     0.035755     2.348275
50496.75    -0.103553     0.410104     1.824266
50497.00     0.032131     0.073781     3.633121
50497.25     0.017125     0.013012     3.009997
50497.50     0.487921    -0.402645     2.899242
50497.75     0.420260     0.183268     0.679078
50498.00     0.454083     0.087326     1.345370
50498.25     0.095873     0.295097     0.318457
50498.50     0.302104    -0.028920     0.940384
50498.75     0.076039     0.482489    -0.123810
50499.00     0.109877     0.294240     1.342767
50499.25    -0.326988     0.310883     0.782245
50499.50    -0.164261    -0.208109     1.541433
50499.75    -0.332000     0.229309     0.248493
50500.00    -0.298857     0.131935     1.152939
50500.25    -0.585206     0.336166    -0.176803
50500.50    -0.294750     0.021535    -0.050698
50500.75    -0.407726     0.590625    -2.199213
50501.00    -0.467583     0.362120    -0.714572
50501.25    -0.806799     0.345253    -1.069903
50501.50    -0.426128    -0.177502    -0.099981
50501.75    -0.605940     0.205065    -0.890343
50502.00    -0.514348    -0.053551     0.586065
50502.25    -0.767341     0.005464    -0.146053
50502.50    -0.413945    -0.399047     0.304455
50502.75    -0.548397     0.122134    -1.500458
50503.00    -0.361578     0.001869    -0.640354
50503.25    -0.490521     0.205873    -1.650634
50503.50    -0.030452    -0.091245    -1.298217
50503.75    -0.160538     0.469120    -2.364440
50504.00     0.028572     0.371719    -0.900527
50504.25    -0.105000     0.456544    -1.107670
50504.50     0.306187     0.010030     0.241619
50504.75     0.214627     0.454144    -0.374559
50505.00     0.185322     0.280277     1.559117
50505.25    -0.167581     0.284658     1.913155
50505.50    -0.000308    -0.190116     3.581551
50505.75    -0.425212     0.242487     3.207436
50506.00    -0.590181     0.107698     4.667482
50506.25    -1.160137     0.183066     4.603684
50506.50    -1.248530    -0.290563     6.230965
50506.75    -1.773445     0.029534     6.038324
50507.00    -1.786903    -0.246079     7.427548
50507.25    -2.218601    -0.213056     6.756133
50507.50    -1.851353    -0.631890     6.612982
50507.75    -1.836293    -0.105197     4.018050
50508.00    -1.440238    -0.203471     3.828970
50508.25    -1.522517     0.036675     1.694505
50508.50    -0.956905    -0.186837     1.268447
50508.75    -0.899024     0.489230    -0.760117
50509.00    -0.560338     0.464027    -0.076898
50509.25    -0.625088     0.630539    -0.972597
50509.50    -0.086114     0.303552    -0.156629
50509.75    -0.173363     0.628474    -0.879258
50510.00    -0.031410     0.297112     0.654483
50510.25    -0.273053     0.204787     0.376850
50510.50     0.115562    -0.292682     1.363588
50510.75    -0.075217     0.096109     0.453789
50511.00     0.113126    -0.178869     1.919191
50511.25    -0.023256    -0.167302     1.457010
50511.50     0.539489    -0.529582     1.471002
50511.75     0.405714     0.018456    -0.473490
50512.00     0.453114    -0.101607     0.077962
50512.25     0.017798     0.121609    -1.339612
