 
"Organization Name - Effective 18-JAN-08","Grant Number","NIH Reference","PI Name","Project Title","Dept Name","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","Additional Ranking Category","Multi-Campus Institution","Main Campus - Grant is Attributed To","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01HL079441-01A2","7093978","Zhao, Zhizhuang J","Tyrosine Phosphatase PTP-MEG2 and Hematopoiesis","","PATHOLOGY","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01HL080499-01A1","7101374","Zou, Minghui ","AMP-activated kinase in diabetic complications","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R03AA015198-01A2","7026605","Gallucci, Randle Michael","Gender differences in liver IL-6R expression","","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 73,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R03CA117316-01A1","7104735","Reis, Antonio M","Studies of cancer risk and prevention with a novel DNA damage-detection technique","","DERMATOLOGY","SCHOOLS OF MEDICINE","$ 73,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R21AI064629-01A1","7048802","Akins, Darrin R","Complement evasion by Borrelia burgdorferi","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 219,750","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R21EY017031-01A1","7142138","Ding, Xiqin ","Using Nanotechnology to Rescue Visual Loss in A Model of Human Blinding Disorder","","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 219,750","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R21NS055353-01","7098559","Carabin, Helene ","Epidemiology and Burden of Neurocysticercosis in Bukina Faso","","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 129,034","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1U01HL087354-01","7209268","Lee, Elisa ","Native Healthy Lifestyle: A Return to Balance","","MISCELLANEOUS","SCHOOLS OF PUBLIC HEALTH","$ 397,211","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1U13EY017489-01","7113114","Anderson, Robert E","Retinal Degeneration Conference","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 70,336","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01AI037657-10","7097616","Tweten, Rodney K","Pore Formation by Cholesterol Dependent Cytolysins","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 374,017","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01AI053108-04","7102878","Carr, Daniel J","The Neuroimmunology of Viral Infection","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 293,000","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01EY012231-08","7031390","Ma, Jianxing ","Studies of RPE65","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01EY013124-06","7140983","Chodosh, James ","Immunopathogenesis of Adenovirus Keratitis","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 431,629","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01GM037539-17A1","7144900","West, Christopher M","Cytosolic Proline Hydroxylation and Glycosylation","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 325,742","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2T32AI007633-06","7123137","Cunningham, Madeleine W","Molecular Basis of Immunity - Kirschtein-NRSA","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 226,624","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2U01HL041654-18A1","7069319","Lee, Elisa ","The Strong Heart Study, Phase V","","MISCELLANEOUS","SCHOOLS OF PUBLIC HEALTH","$ 1,953,384","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","3F31AI058915-02S1","7168414","Gilpen, Johnnie L","Predoctoral Fellowship For Students With Disabilities","","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 2,410","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5F31AI058915-03","7107905","Gilpen, Johnnie L","Predoctoral Fellowship For Students With Disabilities","","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 28,842","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5F31AR052281-02","7089085","Cleland, Sophia Y","Minority Predoctoral Fellowship Program","","PEDIATRICS","SCHOOLS OF MEDICINE","$ 27,415","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5K01HL072501-04","7074048","Fox, Mark D","An Ethical Analysis of Organ Allocation Policies","","PEDIATRICS","SCHOOLS OF MEDICINE","$ 128,406","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5K08EY014630-04","7095875","Vogel, John ","Regulation of Angiopoietin mRNA Stability","","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 122,392","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5K23HL069972-04","6993664","Po, Sunny S","Determinants of Catheter Ablation Failure","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 149,332","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5M01RR014467-06","7068027","Andrews, Mitchell Dewayne","General Clinical Research Center","","NONE","SCHOOLS OF MEDICINE","$ 1,529,208","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20CA097943-05","7103631","Mannel, Robert S","Cancer Center Planning Grant (P20)","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 206,145","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20MD000528-04","7119537","Lee, Elisa ","Oklahoma Native American EXPORT Center","","MISCELLANEOUS","SCHOOLS OF PUBLIC HEALTH","$ 1,469,258","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR015564-07","7116214","Iandolo, John J","Functional Genome/Proteomic Analysis of Pathogen-Host Interactions","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 1,992,280","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR016478-06","7099574","Waxman, Frank J","Oklahoma IDeA Network of Biomedical Research Excellence","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 3,480,922","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR017703-05","7092605","Anderson, Robert E","Mentoring Vision Research in Oklahoma","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 2,150,924","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR018741-04","7091341","Ferretti, Joseph J","Biofilm Formation and Metabolism on Dental Surfaces","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 2,028,723","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P30EY012190-08","7068490","Anderson, Robert E","Core Grant for Vision Research","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 586,000","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P40RR012317-09","7091336","White, Gary L","BABOON RESEARCH RESOURCE PROGRAM","","VETERINARY SCIENCES","SCHOOLS OF MEDICINE","$ 1,082,625","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI018203-22","6987907","Air, Gillian M","Glycoconjugates in viral pathogenesis","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 250,351","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI050933-04","7025662","Air, Gillian M","Human and mouse antibodies against influenza virus","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 321,880","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI054467-04","7003697","Rodgers, Karla K","Protein-DNA Interactions in V(D)J Recombination","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 248,080","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI059373-02","6993668","Akins, Darrin R","Outer membrane lipoproteins of Borrelia burgdorferi","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 286,115","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI059673-03","7090768","Shankar, Nathan ","Role of E. faecalis Esp in biofilms and UTI","","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 250,351","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI063444-02","7007618","Tweten, Rodney K","A Novel Cholesterol-Dependent Cytolysin Receptor","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 321,880","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA057530-15","7024487","Hanigan, Marie H","Significance of GGT Expression in Tumors","","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 237,832","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA094962-06","7026972","Rao, Chinthalapally V","HMG CoA REDUCTASE AND COX2 INHIBITORS IN COLON CANCER","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 286,472","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA098310-03","7022928","Beebe, Laura A","Tobacco Industry Tactics Aimed at Native Americans","","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 239,976","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA106713-02","7072673","Benbrook, Doris M","Mechanism of SHeA2 Action in Ovarian Cancer","","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 266,924","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA109247-03","7113809","Rao, Chinthalapally V","PREVENTION OF CRC BY iNOS AND COX-2 SELECTIVE INHIBITORS","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 293,268","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK055828-09","7013243","Saban, Ricardo ","LPS-Peptide Interaction in Bladder Inflammation","","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 314,726","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK059599-05","7006677","Tsiokas, Leonidas ","Regulation of Ca++ signaling by the PDK 2 gene product","","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 168,719","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK066101-04","7108526","Saban, Ricardo ","Bladder transcriptome in experimental inflammation","","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 249,085","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK068438-02","7024577","Olson, Ann L","Insulin Regulation of Adipocyte Microtubules","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 232,156","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK069808-02","7026433","Hurst, Robert Evan","Genes & Proteins of Urothelial-ECM Interaction","","UROLOGY","SCHOOLS OF MEDICINE","$ 310,081","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY004149-25","6986103","Anderson, Robert E","Lipid Metabolism in the Retina","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 459,160","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY010609-11","7057230","Naash, Muna I","Mechanism of photoreceptor cell degeneration","","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 481,035","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY012985-07","7090607","Callegan, Michelle C","Pathogenesis & Chemotherapy of Bacillus Endophthalmitis","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 320,460","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY014052-04","7001206","Alubaidi, Muayyad R","RETINAL DEGENERATION: MOLECULAR AND BIOCHEMICAL ASPECTS","","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 357,643","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM035978-22","7105509","Weigel, Paul H","STRUCTURE AND FUNCTION OF HYALURONAN SYNTHASES","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 357,643","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM067745-03","7054116","Gallucci, Randle Michael","Identification of an IL-6 induced keratinocyte motogen","","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 203,857","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM068559-02","7025605","Cummings, Richard D","Cosmc - A Novel Molecular Chaperone Regulating O-Glycans","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 285,316","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM069961-03","7090085","Weigel, Paul H","STRUCTURE-FUNCTION OF THE HA RECEPTOR FOR ENDOCYTOSIS","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 275,535","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL056267-09","7077679","Cunningham, Madeleine W","Autoimmune Determinants of Human Cardiac Myosin","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 284,162","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL072995-04","7065629","Mckee, Patrick A","Alpha2-antiplasmin polymorphism and a new plasma enzyme","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 357,643","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL074399-02","7060436","Zou, Minghui ","Oxidant stress and diabetic endothelial dysfunction","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 357,643","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL075524-03","7053313","Foreman, Robert D","Spinal hierachy and noxious cardiac sensory processing","","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 338,572","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
