-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHAT        49718.000    1995     1     1     0
CHAT        52274.750    2001    12    31    18
CHAT     -4590670.912  -275482.993 -4404596.777
50011.25    -0.063940     0.116850     0.093980
50011.50    -0.023629     0.150755     0.187193
50011.75     0.032256     0.084209     0.066987
50012.00     0.019586     0.049302     0.037217
50012.25     0.018042     0.014469    -0.085629
50012.50     0.087000     0.042778    -0.054277
50012.75     0.115210    -0.033131    -0.127967
50013.00     0.106317    -0.076678    -0.148481
50013.25     0.070637    -0.101781    -0.261514
50013.50     0.102635    -0.050205    -0.192457
50013.75     0.121632    -0.090492    -0.255369
50014.00     0.070537    -0.112751    -0.260976
50014.25     0.028063    -0.095028    -0.327633
50014.50     0.034151    -0.024775    -0.212849
50014.75     0.044512    -0.072242    -0.265321
50015.00    -0.011162    -0.087135    -0.203816
50015.25    -0.068995    -0.080285    -0.268938
50015.50    -0.064882    -0.023907    -0.140146
50015.75    -0.070685    -0.089325    -0.186909
50016.00    -0.116928    -0.151957    -0.208990
50016.25    -0.158640    -0.178275    -0.255339
50016.50    -0.117342    -0.148167    -0.159452
50016.75    -0.094189    -0.200580    -0.191026
50017.00    -0.117256    -0.201788    -0.172306
50017.25    -0.139758    -0.176630    -0.203298
50017.50    -0.084232    -0.086011    -0.093664
50017.75    -0.030000    -0.105860    -0.094486
50018.00    -0.056458    -0.076467     0.016174
50018.25    -0.084947    -0.036063    -0.017038
50018.50    -0.029910     0.055773     0.098120
50018.75     0.010385     0.013898     0.017841
50019.00     0.012996     0.004701    -0.019091
50019.25     0.017697     0.026101    -0.117003
50019.50     0.085045     0.112867    -0.032229
50019.75     0.126506     0.096709    -0.097351
50020.00     0.090159     0.092760    -0.081789
50020.25     0.047127     0.111789    -0.163125
50020.50     0.064784     0.201797    -0.019244
50020.75     0.058270     0.165360    -0.082632
50021.00     0.034271     0.162621    -0.099910
50021.25    -0.007235     0.160580    -0.245154
50021.50     0.045726     0.226396    -0.215591
50021.75     0.083201     0.178211    -0.316635
50022.00     0.052335     0.158793    -0.338043
50022.25     0.053389     0.182846    -0.395063
50022.50     0.118758     0.274979    -0.239835
50022.75     0.186597     0.233066    -0.277741
50023.00     0.160112     0.221992    -0.212201
50023.25     0.117225     0.210543    -0.285386
50023.50     0.121346     0.255002    -0.144282
50023.75     0.136298     0.167928    -0.182975
50024.00     0.107707     0.140594    -0.097594
50024.25     0.054265     0.115183    -0.122589
50024.50     0.072965     0.180205     0.044447
50024.75     0.082852     0.122851    -0.002766
50025.00     0.035774     0.085049     0.048284
50025.25    -0.016320     0.063661    -0.047959
50025.50     0.005875     0.115627     0.008039
50025.75     0.021281     0.049997    -0.127857
50026.00    -0.030811     0.029124    -0.116903
50026.25    -0.075515     0.022543    -0.189364
50026.50    -0.033136     0.079575    -0.112468
50026.75     0.003031     0.024827    -0.210435
50027.00    -0.005100     0.024563    -0.174931
50027.25    -0.051224     0.038595    -0.215765
50027.50    -0.014899     0.102804    -0.112672
50027.75     0.017851     0.058480    -0.160545
50028.00    -0.014928     0.041484    -0.112395
50028.25    -0.065312     0.043636    -0.190394
50028.50    -0.026615     0.119722    -0.043476
50028.75    -0.017665     0.064055    -0.134634
50029.00    -0.053310     0.046029    -0.092406
50029.25    -0.073202     0.056733    -0.103210
50029.50    -0.032450     0.123375     0.036509
50029.75    -0.011032     0.067710     0.003015
50030.00    -0.032584     0.041231     0.082006
50030.25    -0.059293     0.032504     0.059558
50030.50    -0.062183     0.072944     0.195822
50030.75    -0.056912     0.003209     0.138978
50031.00    -0.103689    -0.041050     0.112409
50031.25    -0.143750    -0.029040     0.061339
50031.50    -0.125047     0.035969     0.149573
50031.75    -0.118100    -0.008102     0.064228
50032.00    -0.153005    -0.014173     0.022662
50032.25    -0.211681    -0.012173    -0.053019
50032.50    -0.191387     0.046178     0.013791
50032.75    -0.168837    -0.011715    -0.100210
50033.00    -0.188951    -0.029188    -0.092828
50033.25    -0.202130    -0.037439    -0.167498
50033.50    -0.127866     0.030375    -0.081546
50033.75    -0.088109    -0.016974    -0.141650
50034.00    -0.115973    -0.002845    -0.069083
50034.25    -0.113293     0.020693    -0.100226
50034.50    -0.050606     0.099217     0.044906
50034.75     0.000030     0.054553    -0.002746
50035.00    -0.004262     0.055290     0.001818
50035.25    -0.022097     0.060635    -0.103109
50035.50     0.032647     0.126590    -0.070793
50035.75     0.050217     0.081019    -0.176826
50036.00     0.022541     0.055110    -0.210486
50036.25    -0.003729     0.048897    -0.319710
50036.50     0.016367     0.092757    -0.264753
50036.75     0.010403     0.035929    -0.312309
50037.00    -0.018630    -0.007075    -0.253682
50037.25    -0.051615    -0.016239    -0.252390
50037.50    -0.001232     0.025522    -0.090652
50037.75     0.027460    -0.039534    -0.106951
50038.00     0.027699    -0.055755    -0.037112
50038.25    -0.020043    -0.054711    -0.036201
50038.50     0.013858    -0.001999     0.086287
50038.75     0.011161    -0.046858     0.046009
50039.00    -0.026199    -0.031251     0.105243
50039.25    -0.112067    -0.006328     0.060545
50039.50    -0.093125     0.067593     0.199862
50039.75    -0.079385     0.038615     0.165395
50040.00    -0.100218     0.060727     0.244348
50040.25    -0.126090     0.091383     0.189464
50040.50    -0.071233     0.180395     0.330743
50040.75    -0.029547     0.130379     0.212964
50041.00     0.018105     0.118594     0.164612
50041.25     0.038471     0.082683     0.006103
50041.50     0.105014     0.112174     0.099046
50041.75     0.158440     0.017064    -0.026590
50042.00     0.141230    -0.032167    -0.044155
50042.25     0.106584    -0.077649    -0.155793
50042.50     0.137932    -0.058524    -0.131697
50042.75     0.147729    -0.134617    -0.267801
50043.00     0.104900    -0.144241    -0.265450
50043.25     0.033593    -0.143629    -0.351324
50043.50     0.068369    -0.069467    -0.271641
50043.75     0.059814    -0.108820    -0.334539
50044.00     0.003171    -0.111717    -0.310569
50044.25    -0.062609    -0.079322    -0.319846
50044.50    -0.039771     0.021577    -0.232371
50044.75    -0.045986     0.017847    -0.253186
50045.00    -0.084230     0.036394    -0.262063
50045.25    -0.138408     0.074094    -0.256883
50045.50    -0.140386     0.170484    -0.136960
50045.75    -0.148176     0.167948    -0.102449
50046.00    -0.204688     0.181670    -0.041598
50046.25    -0.236858     0.201094    -0.033378
50046.50    -0.240340     0.251990     0.059641
50046.75    -0.210342     0.214480     0.036802
50047.00    -0.235199     0.213133     0.093183
50047.25    -0.244637     0.219458     0.111994
50047.50    -0.211729     0.257503     0.228303
50047.75    -0.176254     0.190780     0.221569
50048.00    -0.181504     0.144820     0.230058
50048.25    -0.181393     0.147855     0.170761
50048.50    -0.156451     0.185746     0.281841
50048.75    -0.119013     0.092347     0.177918
50049.00    -0.134026     0.030344     0.171373
50049.25    -0.165061    -0.019963     0.140077
50049.50    -0.112936     0.000494     0.230256
50049.75    -0.055569    -0.076957     0.145076
50050.00    -0.030689    -0.104072     0.125094
50050.25    -0.034357    -0.134674     0.044150
50050.50     0.014968    -0.108917     0.131688
50050.75     0.058359    -0.179495     0.046996
50051.00     0.050189    -0.213141     0.040724
50051.25    -0.001103    -0.236612    -0.041673
50051.50     0.020593    -0.197391     0.033696
50051.75     0.026831    -0.259283     0.005866
50052.00    -0.006035    -0.281822     0.035070
50052.25    -0.050930    -0.276318    -0.008591
50052.50    -0.030003    -0.220737     0.064705
50052.75    -0.026175    -0.269565     0.012574
50053.00    -0.053234    -0.287522    -0.022571
50053.25    -0.050217    -0.265842    -0.114083
50053.50    -0.005296    -0.180845    -0.042502
50053.75     0.046817    -0.200483    -0.123266
50054.00     0.038031    -0.181523    -0.118248
50054.25     0.036789    -0.143030    -0.163806
50054.50     0.099882    -0.057259    -0.101651
50054.75     0.141036    -0.089818    -0.204487
50055.00     0.122854    -0.117693    -0.222091
50055.25     0.102507    -0.137273    -0.264422
50055.50     0.166407    -0.115619    -0.189849
50055.75     0.229687    -0.196876    -0.244734
50056.00     0.253394    -0.208407    -0.253263
50056.25     0.243987    -0.184561    -0.270408
50056.50     0.277319    -0.107200    -0.177547
50056.75     0.291765    -0.146755    -0.219982
50057.00     0.258634    -0.159955    -0.242901
50057.25     0.210479    -0.144863    -0.229223
50057.50     0.229732    -0.075418    -0.136249
50057.75     0.234624    -0.097973    -0.094582
50058.00     0.178045    -0.106616    -0.056950
50058.25     0.117550    -0.076985    -0.054696
50058.50     0.113163     0.002177     0.059730
50058.75     0.112838    -0.003741     0.060000
50059.00     0.073523     0.013903     0.052747
50059.25     0.045175     0.030406    -0.018398
50059.50     0.100441     0.096811    -0.015942
50059.75     0.145782     0.048434    -0.104741
50060.00     0.148407     0.024555    -0.150930
50060.25     0.156171     0.020360    -0.230727
50060.50     0.207841     0.067811    -0.165785
50060.75     0.223879     0.005346    -0.234420
50061.00     0.163661     0.007022    -0.154747
50061.25     0.113976     0.001537    -0.202110
50061.50     0.120584     0.024107    -0.151585
50061.75     0.123005    -0.074159    -0.276112
50062.00     0.102339    -0.117666    -0.291741
50062.25     0.094934    -0.148365    -0.366748
50062.50     0.154544    -0.137274    -0.365795
50062.75     0.206609    -0.215140    -0.466971
50063.00     0.196707    -0.236999    -0.492985
50063.25     0.167992    -0.225234    -0.577943
50063.50     0.177132    -0.147626    -0.496163
50063.75     0.141887    -0.174025    -0.549346
50064.00     0.065404    -0.162019    -0.548710
50064.25     0.002793    -0.114034    -0.566489
50064.50     0.020347    -0.025917    -0.450656
50064.75     0.034569    -0.051248    -0.471054
50065.00     0.008812    -0.052258    -0.414464
50065.25    -0.034921    -0.030539    -0.406201
50065.50    -0.025132     0.033204    -0.244508
50065.75    -0.015156     0.011544    -0.231559
50066.00    -0.052609     0.017634    -0.173518
50066.25    -0.063248     0.058462    -0.172848
50066.50    -0.021999     0.126078    -0.086163
50066.75     0.015935     0.087904    -0.143878
50067.00    -0.001402     0.077053    -0.170623
50067.25    -0.045089     0.080243    -0.218664
50067.50    -0.027598     0.147631    -0.124736
50067.75    -0.020932     0.124112    -0.138999
50068.00    -0.067412     0.147028    -0.079428
50068.25    -0.081808     0.191458    -0.065911
50068.50    -0.039788     0.270502     0.040375
50068.75    -0.025265     0.233076     0.006519
50069.00    -0.049989     0.232256    -0.033248
50069.25    -0.076659     0.215334    -0.101049
50069.50    -0.045298     0.248089    -0.040110
50069.75    -0.011022     0.169616    -0.084812
50070.00    -0.030629     0.138290    -0.098787
50070.25    -0.047848     0.126646    -0.075075
50070.50    -0.015914     0.158722     0.011002
50070.75     0.016434     0.092815    -0.009234
50071.00     0.001337     0.068113    -0.008023
50071.25    -0.021334     0.070274    -0.011423
50071.50     0.010883     0.135265     0.096943
50071.75     0.042838     0.082022     0.048986
50072.00     0.029786     0.070376    -0.007079
50072.25     0.008757     0.064945    -0.026053
50072.50     0.031519     0.126706     0.038344
50072.75     0.055433     0.079780     0.003349
50073.00     0.011389     0.081151     0.021397
50073.25    -0.005363     0.104754     0.052820
50073.50    -0.001535     0.159495     0.170414
50073.75    -0.000107     0.117478     0.233347
50074.00    -0.058779     0.108185     0.309141
50074.25    -0.112894     0.122751     0.427179
50074.50    -0.105005     0.184147     0.565694
50074.75    -0.102117     0.134789     0.594204
50075.00    -0.131998     0.103100     0.564481
50075.25    -0.153578     0.101930     0.572444
50075.50    -0.102198     0.138431     0.624489
50075.75    -0.069260     0.062187     0.601880
50076.00    -0.078047     0.019202     0.586644
50076.25    -0.088724     0.015196     0.600344
50076.50    -0.060136     0.052683     0.666205
50076.75    -0.028679    -0.020020     0.627698
50077.00    -0.048322    -0.044289     0.613222
50077.25    -0.064690    -0.045375     0.567378
50077.50    -0.039857     0.015203     0.639822
50077.75    -0.006505    -0.034751     0.558288
50078.00    -0.023282    -0.047411     0.501053
50078.25    -0.043887    -0.048604     0.424260
50078.50    -0.031112     0.000755     0.448853
50078.75    -0.017019    -0.033922     0.360433
50079.00    -0.070933    -0.032248     0.316253
50079.25    -0.125587    -0.024358     0.241718
50079.50    -0.122993     0.017865     0.201952
50079.75    -0.126346    -0.037538     0.073768
50080.00    -0.175909    -0.057613    -0.048319
50080.25    -0.216947    -0.043369    -0.111858
50080.50    -0.212225     0.024818    -0.046395
50080.75    -0.193315    -0.010997    -0.097434
50081.00    -0.233933    -0.023925    -0.142424
50081.25    -0.263095    -0.008738    -0.144387
50081.50    -0.241136     0.042365    -0.066971
50081.75    -0.210220    -0.014192    -0.134986
50082.00    -0.242217    -0.052265    -0.153199
50082.25    -0.238402    -0.064015    -0.188011
50082.50    -0.164821    -0.013470    -0.169071
50082.75    -0.083538    -0.068350    -0.235175
50083.00    -0.063149    -0.086286    -0.236477
50083.25    -0.049536    -0.082495    -0.204175
50083.50     0.007308    -0.020253    -0.096703
50083.75     0.040608    -0.064843    -0.128473
50084.00    -0.002735    -0.083941    -0.174061
50084.25    -0.064903    -0.084000    -0.212331
50084.50    -0.061745    -0.009778    -0.178892
50084.75    -0.079380    -0.046716    -0.277511
50085.00    -0.112941    -0.050078    -0.319060
50085.25    -0.143920    -0.054345    -0.382901
50085.50    -0.113194     0.001902    -0.354997
50085.75    -0.053460    -0.036234    -0.426798
50086.00    -0.040204    -0.019077    -0.423088
50086.25    -0.018350     0.006529    -0.366886
50086.50     0.038874     0.081337    -0.206931
50086.75     0.093023     0.045813    -0.122756
50087.00     0.091091     0.029933    -0.039632
50087.25     0.078900     0.045737     0.051232
50087.50     0.102973     0.104930     0.161430
50087.75     0.132623     0.049912     0.165406
50088.00     0.111001     0.020475     0.126416
50088.25     0.080108     0.010921     0.143374
50088.50     0.100881     0.042432     0.175346
50088.75     0.095241    -0.022048     0.194806
50089.00     0.039224    -0.070245     0.158141
50089.25    -0.039191    -0.079786     0.159868
50089.50    -0.044074    -0.033842     0.180874
50089.75    -0.048628    -0.072724     0.123769
50090.00    -0.126350    -0.100531     0.049708
50090.25    -0.183689    -0.130126    -0.045180
50090.50    -0.192251    -0.089745    -0.025284
50090.75    -0.187794    -0.152872    -0.098824
50091.00    -0.225737    -0.184326    -0.131103
50091.25    -0.258547    -0.190034    -0.144550
50091.50    -0.238077    -0.130330    -0.075880
50091.75    -0.223165    -0.187886    -0.100690
50092.00    -0.230382    -0.203500    -0.117620
50092.25    -0.241201    -0.189236    -0.092602
50092.50    -0.164634    -0.122432    -0.039934
50092.75    -0.096807    -0.169705    -0.087772
50093.00    -0.087977    -0.194135    -0.111718
50093.25    -0.073870    -0.189890    -0.112615
50093.50    -0.008541    -0.142783    -0.033718
50093.75     0.063838    -0.175695    -0.010876
50094.00     0.061165    -0.184347     0.010437
50094.25     0.040048    -0.146585     0.054473
50094.50     0.067507    -0.076283     0.155013
50094.75     0.090191    -0.107052     0.083967
50095.00     0.047772    -0.126691     0.012877
50095.25     0.016975    -0.106278    -0.035327
50095.50     0.058963    -0.046780    -0.026561
50095.75     0.090898    -0.086541    -0.047399
50096.00     0.072997    -0.125452    -0.099546
50096.25     0.052944    -0.111935    -0.117916
50096.50     0.084570    -0.066241    -0.059010
50096.75     0.099618    -0.107422    -0.035328
50097.00     0.082313    -0.125875    -0.070985
50097.25     0.036185    -0.093543    -0.106684
50097.50     0.041239    -0.030686    -0.120475
50097.75     0.054697    -0.069754    -0.175674
50098.00     0.030329    -0.099640    -0.272926
50098.25    -0.004110    -0.104144    -0.332492
50098.50     0.030793    -0.064203    -0.326141
50098.75     0.055930    -0.134353    -0.375379
50099.00     0.002951    -0.185698    -0.419904
50099.25    -0.026002    -0.207697    -0.411598
50099.50     0.016207    -0.171018    -0.360576
50099.75     0.060323    -0.204675    -0.343401
50100.00     0.043400    -0.186247    -0.381691
50100.25     0.047887    -0.127074    -0.371284
50100.50     0.078965    -0.025286    -0.296674
50100.75     0.083408    -0.042675    -0.337331
50101.00     0.022640    -0.049370    -0.478663
50101.25    -0.042500    -0.039754    -0.533652
50101.50    -0.019664     0.025803    -0.497329
50101.75     0.025121    -0.025084    -0.486917
50102.00     0.004836    -0.051416    -0.521822
50102.25     0.006965    -0.050471    -0.505682
50102.50     0.077875     0.013329    -0.388001
50102.75     0.140585    -0.018969    -0.302424
50103.00     0.106547    -0.061829    -0.362249
50103.25     0.082434    -0.061943    -0.345182
50103.50     0.104013    -0.019512    -0.302098
50103.75     0.128350    -0.084805    -0.286861
50104.00     0.105941    -0.125102    -0.337046
50104.25     0.085652    -0.133569    -0.359466
50104.50     0.105234    -0.086876    -0.308736
50104.75     0.119391    -0.138505    -0.307013
50105.00     0.086017    -0.168981    -0.373465
50105.25     0.044571    -0.183449    -0.442483
50105.50     0.043036    -0.122397    -0.414800
50105.75     0.055593    -0.134171    -0.437308
50106.00     0.009928    -0.147134    -0.480432
50106.25    -0.036965    -0.128393    -0.516051
50106.50    -0.018195    -0.075279    -0.478754
50106.75     0.000660    -0.113588    -0.491618
50107.00    -0.033296    -0.124751    -0.511557
50107.25    -0.055080    -0.098677    -0.502549
50107.50    -0.013904    -0.016466    -0.432327
50107.75    -0.000350    -0.043045    -0.433176
50108.00    -0.035699    -0.072797    -0.473724
50108.25    -0.059480    -0.032353    -0.376899
50108.50    -0.056913     0.041671    -0.247869
50108.75    -0.043877    -0.009468    -0.162545
50109.00    -0.085635    -0.036167    -0.131519
50109.25    -0.136395    -0.038286    -0.029877
50109.50    -0.132743     0.014506     0.129974
50109.75    -0.144446    -0.044414     0.225367
50110.00    -0.197834    -0.087953     0.217311
50110.25    -0.244534    -0.092289     0.239232
50110.50    -0.213515    -0.020475     0.310644
50110.75    -0.190310    -0.043664     0.359646
50111.00    -0.219308    -0.041907     0.343647
50111.25    -0.218214    -0.009867     0.331595
50111.50    -0.172360     0.080288     0.380401
50111.75    -0.098902     0.066315     0.439898
50112.00    -0.119894     0.048767     0.385633
50112.25    -0.123659     0.076932     0.413295
50112.50    -0.057989     0.182141     0.550150
50112.75    -0.018937     0.122206     0.582646
50113.00    -0.050018     0.111238     0.632723
50113.25    -0.067544     0.110970     0.641093
50113.50    -0.034548     0.173412     0.730258
50113.75    -0.008664     0.081926     0.703235
50114.00    -0.050869     0.073213     0.704962
50114.25    -0.070848     0.092439     0.674396
50114.50    -0.023696     0.163301     0.760846
50114.75     0.012118     0.091720     0.769154
50115.00    -0.033535     0.117718     0.793958
50115.25    -0.077106     0.148145     0.764633
50115.50    -0.072676     0.217362     0.814959
50115.75    -0.071594     0.134042     0.735099
50116.00    -0.134098     0.124890     0.703192
50116.25    -0.157486     0.125827     0.656036
50116.50    -0.104876     0.202430     0.729579
50116.75    -0.068978     0.110228     0.667918
50117.00    -0.104351     0.093578     0.641002
50117.25    -0.128385     0.098788     0.638926
50117.50    -0.080209     0.168614     0.700066
50117.75    -0.044178     0.068770     0.618631
50118.00    -0.093664     0.053033     0.540887
50118.25    -0.136821     0.055779     0.470147
50118.50    -0.137156     0.108965     0.492678
50118.75    -0.120500    -0.003417     0.384054
50119.00    -0.191615    -0.029089     0.365375
50119.25    -0.232754    -0.011599     0.349051
50119.50    -0.200216     0.079717     0.441400
50119.75    -0.174765     0.006728     0.403283
50120.00    -0.246782    -0.003016     0.407263
50120.25    -0.293502     0.003456     0.398322
50120.50    -0.270725     0.075507     0.476879
50120.75    -0.245159    -0.018813     0.426408
50121.00    -0.292315    -0.035697     0.393222
50121.25    -0.333754    -0.027191     0.332363
50121.50    -0.317015     0.029593     0.348580
50121.75    -0.310292    -0.064234     0.250206
50122.00    -0.364111    -0.081631     0.166807
50122.25    -0.407322    -0.060663     0.066902
50122.50    -0.367303     0.043163     0.085740
50122.75    -0.338587    -0.024527    -0.009706
50123.00    -0.370707    -0.007501    -0.051060
50123.25    -0.397868     0.034678    -0.094035
50123.50    -0.365379     0.138988    -0.043098
50123.75    -0.332234     0.085466    -0.081595
50124.00    -0.380398     0.100266    -0.092357
50124.25    -0.384362     0.113751    -0.156673
50124.50    -0.311058     0.190116    -0.094563
50124.75    -0.244629     0.109807    -0.148708
50125.00    -0.276333     0.088552    -0.179062
50125.25    -0.276263     0.092924    -0.208241
50125.50    -0.214451     0.136076    -0.150411
50125.75    -0.164805     0.034227    -0.181715
50126.00    -0.171733    -0.001763    -0.253952
50126.25    -0.172541    -0.011997    -0.297104
50126.50    -0.104485     0.028179    -0.254281
50126.75    -0.068968    -0.091660    -0.316820
50127.00    -0.095534    -0.136373    -0.381684
50127.25    -0.083688    -0.160982    -0.402209
50127.50     0.022565    -0.107141    -0.351238
50127.75     0.127242    -0.181123    -0.414650
50128.00     0.131839    -0.148900    -0.429671
50128.25     0.126616    -0.083036    -0.423149
50128.50     0.194941     0.027347    -0.327832
50128.75     0.225734    -0.015489    -0.274291
50129.00     0.196904     0.001363    -0.206770
50129.25     0.183290     0.050067    -0.124855
50129.50     0.227365     0.136887     0.027643
50129.75     0.244797     0.056488     0.086825
50130.00     0.203575     0.027868     0.112830
50130.25     0.167426     0.005456     0.163196
50130.50     0.208417     0.059638     0.202911
50130.75     0.230495    -0.055011     0.117427
50131.00     0.165856    -0.127916     0.051439
50131.25     0.110616    -0.190439    -0.032827
50131.50     0.146922    -0.173531     0.009248
50131.75     0.148381    -0.293475    -0.063572
50132.00     0.080812    -0.332471    -0.081275
50132.25     0.000601    -0.328873    -0.120685
50132.50     0.006022    -0.270694    -0.092860
50132.75     0.004619    -0.352138    -0.153062
50133.00    -0.044951    -0.333323    -0.203018
50133.25    -0.082590    -0.293197    -0.280594
50133.50    -0.035640    -0.183083    -0.273618
50133.75    -0.002280    -0.240102    -0.358706
50134.00    -0.025604    -0.228907    -0.424127
50134.25    -0.046212    -0.202595    -0.490970
50134.50    -0.003299    -0.113371    -0.432426
50134.75     0.022580    -0.184543    -0.481007
50135.00    -0.039787    -0.185495    -0.465426
50135.25    -0.079763    -0.182522    -0.503287
50135.50    -0.020276    -0.110288    -0.441360
50135.75     0.042939    -0.216995    -0.508057
50136.00     0.021908    -0.240635    -0.488202
50136.25     0.021110    -0.235547    -0.505363
50136.50     0.073178    -0.171411    -0.421562
50136.75     0.110807    -0.246781    -0.424804
50137.00     0.068915    -0.258829    -0.435532
50137.25     0.034117    -0.220240    -0.502998
50137.50     0.074315    -0.124152    -0.455422
50137.75     0.097325    -0.182739    -0.508194
50138.00     0.063654    -0.169727    -0.532124
50138.25     0.030427    -0.132085    -0.535627
50138.50     0.073096    -0.019887    -0.443035
50138.75     0.089807    -0.072846    -0.461214
50139.00     0.043137    -0.067253    -0.421993
50139.25     0.014077    -0.031817    -0.386860
50139.50     0.062483     0.049678    -0.308681
50139.75     0.114556    -0.031253    -0.326870
50140.00     0.084812    -0.032538    -0.309290
50140.25     0.074340    -0.020194    -0.343412
50140.50     0.136779     0.058194    -0.265641
50140.75     0.188820    -0.029785    -0.319744
50141.00     0.145298    -0.072476    -0.291917
50141.25     0.124596    -0.084807    -0.301457
50141.50     0.161121    -0.035123    -0.204170
50141.75     0.192178    -0.121039    -0.204493
50142.00     0.123015    -0.122970    -0.148988
50142.25     0.053052    -0.101761    -0.149858
50142.50     0.055502    -0.006889    -0.055637
50142.75     0.054052    -0.063801    -0.078184
50143.00    -0.034984    -0.048568    -0.100946
50143.25    -0.069530    -0.018540    -0.131601
50143.50    -0.024956     0.065758    -0.083754
50143.75     0.019112    -0.007869    -0.141008
50144.00     0.010019     0.019469    -0.138011
50144.25     0.012979     0.064981    -0.099250
50144.50     0.064363     0.192439     0.017611
50144.75     0.105137     0.125313     0.045592
50145.00     0.079727     0.122078     0.036882
50145.25     0.052805     0.132769     0.025954
50145.50     0.105157     0.215993     0.102153
50145.75     0.149424     0.111152     0.030783
50146.00     0.105436     0.097357     0.004833
50146.25     0.057965     0.093754    -0.058427
50146.50     0.105631     0.155846    -0.032600
50146.75     0.125941     0.059312    -0.144584
50147.00     0.087474     0.032934    -0.261629
50147.25     0.077370     0.041537    -0.368349
50147.50     0.150185     0.097672    -0.339602
50147.75     0.200724     0.010711    -0.386939
50148.00     0.185719    -0.009053    -0.358266
50148.25     0.191030     0.005338    -0.353626
50148.50     0.279461     0.060656    -0.263656
50148.75     0.353489    -0.015076    -0.244759
50149.00     0.343281    -0.052650    -0.205786
50149.25     0.339738    -0.047367    -0.111871
50149.50     0.393265     0.018654     0.026137
50149.75     0.391038    -0.065817     0.023674
50150.00     0.303952    -0.071187     0.025495
50150.25     0.233041    -0.052870    -0.019775
50150.50     0.268137     0.012162     0.058037
50150.75     0.264294    -0.081244     0.006720
50151.00     0.192614    -0.079836    -0.004478
50151.25     0.120074    -0.045543    -0.025050
50151.50     0.147440     0.047093     0.052477
50151.75     0.155333    -0.012193    -0.020839
50152.00     0.087700     0.009389    -0.066672
50152.25     0.040098     0.062467    -0.092296
50152.50     0.078936     0.152363    -0.069193
50152.75     0.103825     0.055415    -0.181795
50153.00     0.074002     0.035335    -0.245848
50153.25     0.040463     0.027354    -0.326131
50153.50     0.094755     0.083635    -0.301366
50153.75     0.117069    -0.035971    -0.408283
50154.00     0.069426    -0.075171    -0.477769
50154.25     0.060582    -0.095282    -0.583198
50154.50     0.164454    -0.047197    -0.517820
50154.75     0.216603    -0.154463    -0.581822
50155.00     0.216062    -0.167178    -0.603760
50155.25     0.193988    -0.130552    -0.610328
50155.50     0.252219    -0.030001    -0.498884
50155.75     0.234028    -0.069632    -0.492753
50156.00     0.171635    -0.040072    -0.457453
50156.25     0.099346     0.029515    -0.445853
50156.50     0.100204     0.137660    -0.335412
50156.75     0.084863     0.082027    -0.406500
50157.00     0.013710     0.088814    -0.468210
50157.25    -0.041320     0.109069    -0.558868
50157.50     0.010694     0.167524    -0.555299
50157.75     0.049800     0.071145    -0.622942
50158.00     0.034621     0.048190    -0.652520
50158.25     0.017114     0.036528    -0.703266
50158.50     0.085162     0.085906    -0.640492
50158.75     0.127771    -0.026934    -0.648902
50159.00     0.106497    -0.053494    -0.627856
50159.25     0.090603    -0.025958    -0.624370
50159.50     0.184044     0.070024    -0.492823
50159.75     0.241248     0.000381    -0.444540
50160.00     0.227230     0.029382    -0.372488
50160.25     0.204333     0.095363    -0.322765
50160.50     0.252242     0.200555    -0.151164
50160.75     0.272991     0.159915    -0.111595
50161.00     0.226606     0.171166    -0.067121
50161.25     0.172227     0.202320    -0.104411
50161.50     0.222123     0.260782    -0.051984
50161.75     0.260994     0.178809    -0.113210
50162.00     0.229725     0.156392    -0.103728
50162.25     0.202154     0.152652    -0.179642
50162.50     0.274956     0.198423    -0.117694
50162.75     0.320501     0.082558    -0.189940
50163.00     0.279778     0.046503    -0.147141
50163.25     0.251429     0.049131    -0.186138
50163.50     0.303846     0.093694    -0.117818
50163.75     0.327588    -0.002687    -0.180832
50164.00     0.273987    -0.029318    -0.124825
50164.25     0.224488    -0.016475    -0.158624
50164.50     0.262709     0.036799    -0.095961
50164.75     0.270829    -0.062441    -0.157573
50165.00     0.219210    -0.092512    -0.215984
50165.25     0.196500    -0.091588    -0.334059
50165.50     0.248587    -0.026978    -0.331346
50165.75     0.296119    -0.093565    -0.459291
50166.00     0.253207    -0.084866    -0.518034
50166.25     0.223276    -0.040395    -0.590660
50166.50     0.269912     0.036640    -0.573430
50166.75     0.305251    -0.034633    -0.662993
50167.00     0.249717    -0.038280    -0.714496
50167.25     0.208203    -0.024759    -0.774174
50167.50     0.250553     0.048736    -0.687764
50167.75     0.243273    -0.032037    -0.709590
50168.00     0.202778    -0.028023    -0.654972
50168.25     0.150880     0.015923    -0.608915
50168.50     0.185647     0.114318    -0.482249
50168.75     0.212795     0.057487    -0.447828
