               ************************************
               *****    GLOBAL ATTRIBUTES    ******
               ************************************
     TITLE                    WIND MFI Key Parameters
     PROJECT                  ISTP>International Solar-Terrestrial Physics
     DISCIPLINE               Space Physics>Magnetospheric Science
     SOURCE_NAME              WIND>Wind Interplanetary Plasma Laboratory
     DATA_TYPE                K0>Key Parameter
     DESCRIPTOR               MFI>Magnetic Fields Investigation
     DATA_VERSION             1
     KPGS_VERSION             V3.2
     PROCESSING_DATE          25-JAN-1997 21:38:53.05
     TEXT                     References:
                              1. Panetta P. (GSFC), GGS WIND MFI Operator's Manual, September 15, 1992.
                              2. Computer Sciences Corporation, Data Format Control Document (DFCD) Between
                              The International Solar-Terrestrial Physics (ISTP) Program Information
                              Processing Division Ground Data Processing System and The ISTP Mission
                              Investigators, CSC/TR-91/6014, 560-1DFD/0190, July 1992.
                              3. Behannon, K. W., International Solar Terrestrial Physics (ISTP) Program
                              Investigator Data Analysis Requirements For WIND and GEOTAIL Spacecraft
                              Magnetometer Experiment, September 1987.
     MODS                     Initial Release 7/12/93
                              Zvar Release 10/24/96
                              Zvar Update  11/12/96
     ADID_REF                 NSSD0141
     LOGICAL_FILE_ID          WI_K0_MFI_00000000_V01
     LOGICAL_SOURCE           WI_K0_MFI
     LOGICAL_SOURCE_DESCR     Wind Magnetic Fields Investigation, Key Parameters
     PI_NAME                  R. Lepping
     PI_AFFILIATION           NASA/GSFC
     MISSION_GROUP            Wind
     INSTRUMENT_TYPE          Magnetic Fields (space)
     TEXT_SUPPLEMENT_1        
               ************************************
               ****  RECORD VARYING VARIABLES  ****
               ************************************
 1. Time, centered
 2. Average of the magnitudes
 3. Magnetic Field, component RMS SQRT(RMSX^2 + RMSY^2 + RMSZ^2)
 4. Radial distance from the earth
 5. Magnetic Field - Cartesian GSM
 6. Wind Position - Cartesian GSM
Epoch                             BF1           RMS          Dist        BX GSM        BY GSM        BZ GSM         X GSM         Y GSM         Z GSM
17-05-1997 13:22:38.382       3.93841      0.282463       184.750       3.25274      -2.06013     -0.780263       183.996       4.03755       16.1750
17-05-1997 13:24:10.382       3.92855      0.239044       184.747       3.27041      -2.00209     -0.820928       183.993       4.02540       16.1776
17-05-1997 13:25:42.382       3.93411      0.232919       184.744       3.16623      -2.13898     -0.907725       183.990       4.01311       16.1802
17-05-1997 13:27:14.382       3.95653      0.215452       184.741       3.08777      -2.22850      -1.05282       183.987       4.00070       16.1828
17-05-1997 13:28:46.382       3.99508      0.395438       184.738       3.03862      -2.35451      -1.01424       183.984       3.98815       16.1854
17-05-1997 13:30:18.382       3.99581      0.143907       184.735       3.14164      -2.27217     -0.956151       183.981       3.97548       16.1881
17-05-1997 13:31:50.382       4.00468      0.131244       184.732       3.15959      -2.31564     -0.822076       183.978       3.96267       16.1907
17-05-1997 13:33:22.382       4.00763      0.120677       184.728       3.19625      -2.30278     -0.727136       183.975       3.94974       16.1934
17-05-1997 13:34:54.382       3.96666      0.212047       184.725       2.89023      -2.49461      -1.05543       183.972       3.93667       16.1961
17-05-1997 13:36:26.382       3.97597     0.0898001       184.722       2.91236      -2.50487      -1.02220       183.969       3.92348       16.1989
17-05-1997 13:37:58.382       3.96607      0.150918       184.719       2.96628      -2.37177      -1.13311       183.966       3.91016       16.2016
17-05-1997 13:39:30.382       3.98061      0.213819       184.716       2.93566      -2.39846      -1.19599       183.963       3.89672       16.2044
17-05-1997 13:41:02.382       3.93235     0.0924607       184.713       2.86338      -2.37410      -1.27302       183.960       3.88314       16.2072
17-05-1997 13:42:34.382       3.96351      0.182189       184.710       2.86746      -2.31368      -1.44985       183.956       3.86944       16.2100
17-05-1997 13:44:06.382       3.95665      0.296475       184.707       2.94798      -2.22428      -1.38965       183.953       3.85562       16.2128
17-05-1997 13:45:38.382       4.03628      0.189925       184.704       2.64835      -2.68854      -1.41984       183.950       3.84166       16.2157
17-05-1997 13:47:10.382       4.03504      0.215240       184.701       2.82909      -2.45442      -1.48695       183.947       3.82759       16.2185
17-05-1997 13:48:42.382       4.03218      0.157519       184.697       2.82959      -2.44402      -1.50261       183.944       3.81339       16.2214
17-05-1997 13:50:14.382       4.01769      0.131414       184.694       2.82192      -2.49050      -1.40083       183.941       3.79906       16.2243
17-05-1997 13:51:46.382       4.04556      0.182659       184.691       2.86224      -2.54751      -1.28636       183.938       3.78462       16.2272
17-05-1997 13:53:18.382       4.11199      0.293922       184.688       2.95379      -2.23895      -1.75788       183.935       3.77005       16.2301
17-05-1997 13:54:50.382       4.11456      0.143261       184.685       2.99023      -2.13269      -1.85026       183.932       3.75536       16.2331
17-05-1997 13:56:22.382       4.05769      0.328823       184.682       2.91789      -2.42631      -1.40011       183.929       3.74054       16.2360
17-05-1997 13:57:54.382       3.99616      0.144936       184.679       2.82117      -2.55781      -1.20425       183.926       3.72561       16.2390
17-05-1997 13:59:26.382       4.08809      0.202721       184.676       2.92433      -2.40160      -1.53477       183.923       3.71056       16.2420
17-05-1997 14:00:58.382       4.16890      0.178057       184.673       3.11991      -2.17451      -1.69989       183.920       3.69538       16.2449
17-05-1997 14:02:30.382       4.09592      0.295343       184.669       2.96153      -2.23140      -1.71582       183.916       3.68009       16.2480
17-05-1997 14:04:02.382       4.00818      0.136776       184.666       2.59825      -2.72145      -1.37611       183.913       3.66468       16.2510
17-05-1997 14:05:34.382       4.03136      0.167042       184.663       2.65581      -2.62050      -1.51918       183.910       3.64915       16.2540
17-05-1997 14:07:06.382       4.01643      0.184529       184.660       2.51156      -2.69816      -1.58583       183.907       3.63350       16.2570
17-05-1997 14:08:38.382       4.03565      0.253113       184.657       2.45409      -2.75214      -1.62190       183.904       3.61774       16.2601
17-05-1997 14:10:10.382       4.03557      0.498421       184.654       2.42889      -2.64095      -1.77984       183.901       3.60186       16.2631
17-05-1997 14:11:42.382       4.02682      0.386870       184.651       2.66071      -2.09177      -2.14803       183.898       3.58587       16.2662
17-05-1997 14:13:14.382       4.01412      0.272859       184.648       2.46585      -2.70813      -1.62116       183.895       3.56976       16.2693
17-05-1997 14:14:46.382       3.99265      0.175149       184.645       2.37907      -2.65607      -1.78874       183.892       3.55354       16.2724
17-05-1997 14:16:18.382       4.03326      0.350924       184.641       2.51358      -2.67871      -1.62949       183.889       3.53721       16.2755
17-05-1997 14:17:50.382       4.03184      0.396547       184.638      -2.18615       3.36493    -0.0394450       183.886       3.52076       16.2786
17-05-1997 14:19:22.382       3.99650      0.136092       184.635       2.48099      -2.88837      -1.20759       183.883       3.50421       16.2817
17-05-1997 14:20:54.382       4.00078      0.158127       184.632       2.69873      -2.64615      -1.30365       183.880       3.48754       16.2848
17-05-1997 14:22:26.382       3.98257      0.160341       184.629       2.70999      -2.56800      -1.37878       183.876       3.47076       16.2879
17-05-1997 14:23:58.382       3.97001      0.206446       184.626       2.68725      -2.50522      -1.49197       183.873       3.45387       16.2910
17-05-1997 14:25:30.382       3.99231      0.252894       184.623       2.91732      -2.32408      -1.40241       183.870       3.43688       16.2942
17-05-1997 14:27:02.382       3.94685      0.238363       184.620       2.88465      -2.34876      -1.30186       183.867       3.41977       16.2973
17-05-1997 14:28:34.382       3.84384      0.304447       184.617       3.03968      -2.06244      -1.09262       183.864       3.40256       16.3004
17-05-1997 14:30:06.382       3.84964      0.277769       184.613       3.05433      -2.18115     -0.813333       183.861       3.38525       16.3036
17-05-1997 14:31:38.382       3.83085      0.468624       184.610       2.95098      -2.24965     -0.831284       183.858       3.36783       16.3067
17-05-1997 14:33:10.382       3.88129      0.348469       184.607       3.05300      -2.16339     -0.972511       183.855       3.35030       16.3099
17-05-1997 14:34:42.382       3.89716      0.329747       184.604       2.83467      -1.82728      -1.92648       183.852       3.33267       16.3130
17-05-1997 14:36:14.382       3.93125       1.00050       184.601       2.26610      -1.50363      -2.65736       183.849       3.31494       16.3162
17-05-1997 14:37:46.382       3.95288      0.394237       184.598       2.06319     -0.946333      -3.21249       183.846       3.29711       16.3193
17-05-1997 14:39:18.382       3.95977      0.458460       184.595       1.88132     -0.761448      -3.36937       183.843       3.27917       16.3225
17-05-1997 14:40:50.382       3.97552      0.737597       184.592       1.67333     -0.404539      -3.50726       183.839       3.26114       16.3256
17-05-1997 14:42:22.382       4.04179      0.585629       184.589       1.99132     -0.612968      -3.41410       183.836       3.24300       16.3288
17-05-1997 14:43:54.382       3.95731      0.472770       184.585       2.74740      -1.29053      -2.49555       183.833       3.22477       16.3319
17-05-1997 14:45:26.382       4.00803      0.711130       184.582       2.75539      -1.41232      -2.44549       183.830       3.20644       16.3351
17-05-1997 14:46:58.382       4.01126      0.821475       184.579       3.17869      -1.60611      -1.65386       183.827       3.18802       16.3382
17-05-1997 14:48:30.382       4.05520      0.810413       184.576       3.47212      -1.88701      0.418663       183.824       3.16950       16.3414
17-05-1997 14:50:02.382       4.10092      0.152799       184.573       3.36503      -1.90416       1.35898       183.821       3.15088       16.3445
17-05-1997 14:51:34.381       4.08046      0.185699       184.570       3.35036      -1.96692       1.23453       183.818       3.13217       16.3476
17-05-1997 14:53:06.381       4.05069      0.347626       184.567       3.36915      -2.00580      0.956992       183.815       3.11337       16.3508
17-05-1997 14:54:38.381       4.05108      0.352655       184.564       3.47741      -1.88676      0.798625       183.812       3.09448       16.3539
17-05-1997 14:56:10.381       4.06679      0.511286       184.561       3.02165      -2.47638       1.00873       183.809       3.07549       16.3570
17-05-1997 14:57:42.381       4.06531      0.200418       184.557       3.26334      -2.18735       1.02720       183.806       3.05642       16.3601
17-05-1997 14:59:14.381       4.09188      0.184195       184.554       3.47436      -1.88612       1.04074       183.802       3.03726       16.3632
17-05-1997 15:00:46.381       4.07111      0.254743       184.551       3.23458      -2.16623       1.16488       183.799       3.01801       16.3663
17-05-1997 15:02:18.381       4.07009       1.43413       184.548       3.00818      -1.85527       1.42209       183.796       2.99867       16.3694
17-05-1997 15:03:50.381       4.01445      0.388153       184.545       3.29419      -2.25075      0.224805       183.793       2.97925       16.3725
17-05-1997 15:05:22.381       4.04782      0.536036       184.542       3.09206      -2.54012     -0.297977       183.790       2.95974       16.3756
17-05-1997 15:06:54.381       4.08500      0.323926       184.539       3.00738      -2.69139     -0.547137       183.787       2.94015       16.3787
17-05-1997 15:08:26.381       4.11056      0.359121       184.536       3.01200      -2.74357      0.415952       183.784       2.92048       16.3817
17-05-1997 15:09:58.381       4.15468      0.925892       184.533       3.56004      -1.86555     -0.504534       183.781       2.90072       16.3848
17-05-1997 15:11:30.381       4.13596      0.807292       184.529       3.14057     -0.659081      -2.48249       183.778       2.88089       16.3878
17-05-1997 15:13:02.381       4.03695      0.357794       184.526       2.91303     -0.387270      -2.74544       183.775       2.86097       16.3908
17-05-1997 15:14:34.381       4.05386      0.363125       184.523       3.12388     -0.910864      -2.39092       183.772       2.84098       16.3939
17-05-1997 15:16:06.381       3.97988      0.668600       184.520       3.39062     -0.380514      -1.93859       183.769       2.82091       16.3969
17-05-1997 15:17:38.381       3.97007      0.572167       184.517       2.25046      -1.62176      -2.78264       183.765       2.80076       16.3999
17-05-1997 15:19:10.381       3.98699      0.304375       184.514       2.47113      -1.69903      -2.61034       183.762       2.78054       16.4028
17-05-1997 15:20:42.381       3.98079      0.246230       184.511       2.65690      -1.48498      -2.55452       183.759       2.76025       16.4058
17-05-1997 15:22:14.381       3.96270      0.252636       184.508       2.89429      -1.56880      -2.19180       183.756       2.73988       16.4088
17-05-1997 15:23:46.381       3.99387      0.511971       184.505       2.76629      -1.25655      -2.54261       183.753       2.71945       16.4117
17-05-1997 15:25:18.381       3.99558      0.286976       184.501       2.47254      -1.30020      -2.84280       183.750       2.69894       16.4146
17-05-1997 15:26:50.381       4.00626      0.714872       184.498       2.72130     -0.966087      -2.68387       183.747       2.67836       16.4175
17-05-1997 15:28:22.381       3.93210      0.288349       184.495       3.01047     -0.667475      -2.42337       183.744       2.65772       16.4204
17-05-1997 15:29:54.381       3.94173      0.245785       184.492       2.71743      -1.04174      -2.64758       183.741       2.63700       16.4233
17-05-1997 15:31:26.381       3.97972      0.265532       184.489       2.85217      -1.40644      -2.37881       183.738       2.61623       16.4262
17-05-1997 15:32:58.381       3.94470      0.655731       184.486       3.33263     -0.711828      -1.87663       183.735       2.59538       16.4290
17-05-1997 15:34:30.381       3.95646      0.458706       184.483       2.76969     -0.855056      -2.65418       183.731       2.57448       16.4319
17-05-1997 15:36:02.381       3.96182      0.396771       184.480       2.48469     -0.943035      -2.91164       183.728       2.55351       16.4347
17-05-1997 15:37:34.381       3.95322      0.328421       184.477       2.63074      -1.27615      -2.64076       183.725       2.53249       16.4375
17-05-1997 15:39:06.381       3.95804      0.361177       184.473       2.45477      -1.16883      -2.85416       183.722       2.51140       16.4403
17-05-1997 15:40:38.381       3.96361      0.380432       184.470       2.59304     -0.353855      -2.95287       183.719       2.49025       16.4430
17-05-1997 15:42:10.381       3.94259      0.842103       184.467       2.10353     -0.812645      -3.12298       183.716       2.46905       16.4458
17-05-1997 15:43:42.381       3.98786      0.342594       184.464       1.99687      -1.40317      -3.13560       183.713       2.44779       16.4485
17-05-1997 15:45:14.381       3.96488      0.317255       184.461       2.34237      -1.10932      -2.98409       183.710       2.42648       16.4512
17-05-1997 15:46:46.381       3.96627      0.193413       184.458       2.35917      -1.06611      -2.99894       183.707       2.40512       16.4539
17-05-1997 15:48:18.381       3.96752      0.243619       184.455       2.53763     -0.782544      -2.93799       183.704       2.38370       16.4565
17-05-1997 15:49:50.381       3.97653      0.253082       184.452       2.46043     -0.845516      -2.99703       183.701       2.36223       16.4592
17-05-1997 15:51:22.381       3.98866      0.162288       184.448       2.42520     -0.685812      -3.08751       183.697       2.34071       16.4618
17-05-1997 15:52:54.381       3.96334      0.236835       184.445       2.53258     -0.539624      -2.99149       183.694       2.31915       16.4644
17-05-1997 15:54:26.381       3.98408      0.245342       184.442       2.04746      -1.24248      -3.17489       183.691       2.29753       16.4670
17-05-1997 15:55:58.381       3.97901      0.243719       184.439       2.17346      -1.00558      -3.16861       183.688       2.27588       16.4695
17-05-1997 15:57:30.381       3.95181      0.272267       184.436       2.50281      -1.41704      -2.69694       183.685       2.25417       16.4720
17-05-1997 15:59:02.381       3.94055      0.124489       184.433       2.54093      -1.35838      -2.68577       183.682       2.23243       16.4746
17-05-1997 16:00:34.381       3.93939      0.122799       184.430       2.37751      -1.30187      -2.85628       183.679       2.21064       16.4770
17-05-1997 16:02:06.381       3.92691      0.135675       184.427       2.35881      -1.40740      -2.80353       183.676       2.18882       16.4795
17-05-1997 16:03:38.381       3.92713      0.121431       184.424       2.29388      -1.49976      -2.81047       183.673       2.16695       16.4819
17-05-1997 16:05:10.381       3.97267      0.173474       184.420       2.18857      -1.81472      -2.76964       183.670       2.14505       16.4843
17-05-1997 16:06:42.381       3.94219      0.299990       184.417       2.42392      -1.65383      -2.61578       183.667       2.12311       16.4867
17-05-1997 16:08:14.381       3.95514      0.292970       184.414       2.57494      -1.48019      -2.59572       183.664       2.10113       16.4891
17-05-1997 16:09:46.381       3.94936      0.313351       184.411       2.34361      -1.63345      -2.70928       183.660       2.07913       16.4914
17-05-1997 16:11:18.381       3.89715      0.330912       184.408       1.93101      -2.04720      -2.67603       183.657       2.05709       16.4937
17-05-1997 16:12:50.381       3.91061      0.250874       184.405       1.92788      -2.60432      -2.17542       183.654       2.03501       16.4960
17-05-1997 16:14:22.381       3.86775      0.340752       184.402       1.62970      -2.88844      -1.96120       183.651       2.01291       16.4983
17-05-1997 16:15:54.381       3.83888      0.449134       184.399       1.73750      -2.56200      -2.22588       183.648       1.99079       16.5005
17-05-1997 16:17:26.381       3.77541      0.602863       184.395       2.04522      -2.21449      -2.19280       183.645       1.96863       16.5027
17-05-1997 16:18:58.381       3.60193      0.186652       184.392       1.84139      -2.24320      -2.12591       183.642       1.94645       16.5049
17-05-1997 16:20:30.381       3.76182      0.324813       184.389       2.29657      -2.17201      -2.01795       183.639       1.92425       16.5070
17-05-1997 16:22:02.381       3.81258      0.208471       184.386       2.62170      -1.93712      -1.96692       183.636       1.90202       16.5092
17-05-1997 16:23:34.381       3.85328      0.186557       184.383       2.66320      -1.69880      -2.19904       183.633       1.87977       16.5113
17-05-1997 16:25:06.381       3.85740      0.138423       184.380       2.58360      -1.83438      -2.19586       183.630       1.85751       16.5133
17-05-1997 16:26:38.381       3.90939      0.110666       184.377       2.60052      -1.87323      -2.23617       183.626       1.83522       16.5154
17-05-1997 16:28:10.381       3.92616      0.171626       184.374       2.62220      -1.83461      -2.26840       183.623       1.81292       16.5174
17-05-1997 16:29:42.381       3.84776      0.291094       184.370       2.43707      -1.81462      -2.34307       183.620       1.79060       16.5194
17-05-1997 16:31:14.381       3.86919      0.398331       184.367       2.49949      -1.87402      -2.24878       183.617       1.76827       16.5213
17-05-1997 16:32:46.381       3.88604      0.249384       184.364       2.74257      -1.91922      -1.96069       183.614       1.74592       16.5232
17-05-1997 16:34:18.381       3.54645       1.34146       184.361       1.37276      -1.85065      -2.34302       183.611       1.72357       16.5251
17-05-1997 16:35:50.381       3.54266       1.12712       184.358       1.80799      -1.61050      -2.33014       183.608       1.70120       16.5270
17-05-1997 16:37:22.381       3.51991      0.330495       184.355       1.49348      -1.32885      -2.87871       183.605       1.67882       16.5288
17-05-1997 16:38:54.381       3.58490      0.370150       184.352       1.05393      -1.42254      -3.09607       183.602       1.65644       16.5307
17-05-1997 16:40:26.381       3.54463      0.935179       184.349       1.85295      -1.17615      -2.62403       183.599       1.63405       16.5324
17-05-1997 16:41:58.381       3.68576       1.56317       184.346       1.88873      -1.40550      -2.36916       183.595       1.61166       16.5342
17-05-1997 16:43:30.381       3.76739      0.407728       184.342     -0.380008      -1.23885      -3.51484       183.592       1.58927       16.5359
17-05-1997 16:45:02.381       3.88129      0.397271       184.339     -0.810837      -1.51170      -3.46220       183.589       1.56687       16.5376
17-05-1997 16:46:34.381       4.25461      0.483192       184.336      -3.04422     -0.186515      -2.92990       183.586       1.54448       16.5392
17-05-1997 16:48:06.381       4.15981      0.370202       184.333      -2.72032     -0.316239      -3.11157       183.583       1.52208       16.5409
17-05-1997 16:49:38.381       4.21298      0.609824       184.330      -2.39754      -1.10544      -3.22810       183.580       1.49969       16.5425
17-05-1997 16:51:10.381       4.16880      0.600721       184.327      -1.94076      -1.31997      -3.39316       183.577       1.47730       16.5440
17-05-1997 16:52:42.381       4.25877      0.660885       184.324      -2.20327      -1.13746      -3.39968       183.574       1.45492       16.5456
17-05-1997 16:54:14.381       4.24101      0.626513       184.321      -2.48527     -0.803183      -3.28276       183.571       1.43254       16.5471
17-05-1997 16:55:46.381       4.17918      0.426060       184.317      -1.91728     -0.936512      -3.56917       183.568       1.41018       16.5485
17-05-1997 16:57:18.381       4.19427      0.378286       184.314      -1.98799     -0.778139      -3.59200       183.565       1.38782       16.5500
17-05-1997 16:58:50.381       4.31489      0.246109       184.311      -1.99342     -0.724108      -3.75005       183.561       1.36547       16.5514
17-05-1997 17:00:22.381       4.24059      0.373977       184.308      -1.76870     -0.525257      -3.80015       183.558       1.34314       16.5528
17-05-1997 17:01:54.381       4.17637      0.273910       184.305     -0.996688      -1.04776      -3.90881       183.555       1.32082       16.5541
17-05-1997 17:03:26.381       4.14415      0.491416       184.302      -1.24551     -0.687394      -3.86149       183.552       1.29852       16.5554
17-05-1997 17:04:58.381       4.11003      0.573725       184.299     -0.526866      -1.39292      -3.78796       183.549       1.27623       16.5567
17-05-1997 17:06:30.381       4.21097      0.534286       184.296      0.359907     -0.529319      -4.12821       183.546       1.25396       16.5580
17-05-1997 17:08:02.381       4.32768      0.517356       184.292     -0.217071      -1.00076      -4.17399       183.543       1.23172       16.5592
17-05-1997 17:09:34.381       4.36936      0.352990       184.289     -0.600001      -1.32684      -4.10474       183.540       1.20949       16.5604
17-05-1997 17:11:06.381       4.41166      0.527473       184.286     0.0959442      -1.53260      -4.10362       183.537       1.18728       16.5615
17-05-1997 17:12:38.381       4.39502      0.720913       184.283     -0.151489      -1.42618      -4.09218       183.534       1.16510       16.5627
17-05-1997 17:14:10.381       4.31038      0.342905       184.280      -1.18114      -1.11058      -3.97974       183.530       1.14295       16.5638
17-05-1997 17:15:42.381       4.38857      0.442130       184.277      -1.74784      -1.33694      -3.77202       183.527       1.12082       16.5648
17-05-1997 17:17:14.381       4.25319      0.569791       184.274     -0.196171      -1.79182      -3.81345       183.524       1.09872       16.5658
17-05-1997 17:18:46.381       4.00524      0.663994       184.271      0.626531      -1.94205      -3.38268       183.521       1.07665       16.5668
17-05-1997 17:20:18.381       3.69049      0.587821       184.267       1.32636      -1.90782      -2.80781       183.518       1.05461       16.5678
17-05-1997 17:21:50.381       3.43505      0.133992       184.264       1.10468      -1.54236      -2.86089       183.515       1.03260       16.5688
17-05-1997 17:23:22.381       3.58881      0.287293       184.261       1.09050      -1.51822      -3.05095       183.512       1.01062       16.5697
17-05-1997 17:24:54.381       3.74591      0.880121       184.258       1.22177      -2.33050      -2.51919       183.509      0.988685       16.5705
17-05-1997 17:26:26.381       3.63873      0.680031       184.255       1.12957      -2.82124      -1.88414       183.506      0.966782       16.5714
17-05-1997 17:27:58.381       3.58568      0.939914       184.252       1.76337      -2.51587      -1.59842       183.503      0.944917       16.5722
17-05-1997 17:29:30.381       3.22524      0.306782       184.249       2.22189      -2.06396      -1.05771       183.499      0.923091       16.5730
17-05-1997 17:31:02.381       3.25476      0.874934       184.246       2.33103      -2.04357     -0.492618       183.496      0.901305       16.5737
17-05-1997 17:32:34.381       3.04812      0.743665       184.242       2.58636      -1.00440       1.02432       183.493      0.879562       16.5745
17-05-1997 17:34:06.381       3.23464      0.225257       184.239       2.02516      -1.13212       2.24366       183.490      0.857861       16.5751
17-05-1997 17:35:38.381       3.19244      0.276768       184.236       2.38547      -1.15325       1.76112       183.487      0.836205       16.5758
17-05-1997 17:37:10.381       2.89414      0.475709       184.233       2.35763      -1.23773       1.05629       183.484      0.814594       16.5764
17-05-1997 17:38:42.381       2.73519      0.389769       184.230       2.32602      -1.01775      0.953157       183.481      0.793031       16.5770
17-05-1997 17:40:14.381       3.19172      0.262569       184.227       2.73966      -1.57091     -0.386070       183.478      0.771516       16.5776
17-05-1997 17:41:46.381       3.27825      0.274277       184.224       2.66724      -1.50981      -1.13578       183.475      0.750051       16.5781
17-05-1997 17:43:18.381       3.38559     0.0864456       184.221       2.62409      -1.53040      -1.49297       183.472      0.728637       16.5786
17-05-1997 17:44:50.381       3.35959      0.270800       184.217       2.60928      -1.55508      -1.42922       183.468      0.707276       16.5791
17-05-1997 17:46:22.381       2.80937       1.28331       184.214       1.66837      -1.87460    -0.0262539       183.465      0.685968       16.5796
17-05-1997 17:47:54.381       3.15199      0.189469       184.211       1.04756      -2.52107       1.56536       183.462      0.664715       16.5800
17-05-1997 17:49:26.381       3.23872      0.554084       184.208      0.618303      -1.89818       2.49009       183.459      0.643518       16.5804
17-05-1997 17:50:58.381       3.10186      0.283614       184.205      0.440360      -1.29724       2.77539       183.456      0.622379       16.5807
17-05-1997 17:52:30.381       3.20422      0.478536       184.202      0.439336      -1.81158       2.57009       183.453      0.601299       16.5811
17-05-1997 17:54:02.381       3.49737      0.356348       184.199       1.24458      -2.21464       2.38037       183.450      0.580279       16.5814
17-05-1997 17:55:34.381       3.55175       2.55222       184.196       1.52332      -1.89199      0.474567       183.447      0.559320       16.5817
17-05-1997 17:57:06.381       3.98675      0.251198       184.192       2.63235      -1.74847      -2.41966       183.444      0.538424       16.5819
17-05-1997 17:58:38.381       3.93054      0.201974       184.189       2.67746      -1.87124      -2.17740       183.441      0.517592       16.5821
17-05-1997 18:00:10.381       3.93613      0.469344       184.186       2.90008      -2.09808      -1.57059       183.437      0.496825       16.5823
17-05-1997 18:01:42.381       3.92313      0.204518       184.183       2.97924      -2.21467      -1.26052       183.434      0.476124       16.5825
17-05-1997 18:03:14.381       3.41685      0.351209       184.180       2.43921      -2.03317      -1.23295       183.431      0.455490       16.5826
17-05-1997 18:04:46.381       3.34977      0.243957       184.177       2.35484      -2.11685      -1.07177       183.428      0.434926       16.5827
17-05-1997 18:06:18.381       3.30121      0.587645       184.174       2.05585      -2.47633     -0.446484       183.425      0.414431       16.5828
17-05-1997 18:07:50.381       3.35619      0.440868       184.170       2.09086      -2.54961     -0.475827       183.422      0.394008       16.5828
17-05-1997 18:09:22.381       3.45707      0.461568       184.167       2.33981      -1.65398      -1.88092       183.419      0.373656       16.5829
17-05-1997 18:10:54.381       3.63637      0.271213       184.164       2.62385      -1.86186      -1.67364       183.416      0.353379       16.5829
17-05-1997 18:12:26.381       3.62885      0.250655       184.161       2.54698      -2.05370      -1.55008       183.413      0.333176       16.5828
17-05-1997 18:13:58.381       3.05738      0.748598       184.158       2.13393      -2.05908     -0.286849       183.410      0.313049       16.5828
17-05-1997 18:15:30.381       2.92668      0.736424       184.155       1.90516      -1.99454     -0.749230       183.406      0.292999       16.5827
17-05-1997 18:17:02.381       2.71280      0.292536       184.152       1.48653      -2.09486     -0.824822       183.403      0.273027       16.5826
17-05-1997 18:18:34.381       3.27483      0.429221       184.149       2.32586      -2.10869     -0.871155       183.400      0.253134       16.5825
17-05-1997 18:20:06.381       3.38953      0.198473       184.145       2.40257      -2.11944      -1.09034       183.397      0.233322       16.5823
17-05-1997 18:21:38.381       3.39309      0.192462       184.142       2.28385      -2.15146      -1.27858       183.394      0.213592       16.5821
17-05-1997 18:23:10.381       3.31620      0.295576       184.139       2.13673      -2.14034      -1.32898       183.391      0.193944       16.5819
17-05-1997 18:24:42.381       2.85292      0.340519       184.136       1.51910      -2.18815     -0.970830       183.388      0.174380       16.5817
17-05-1997 18:26:14.381       2.77452      0.223745       184.133       1.30362      -2.33021     -0.721469       183.385      0.154901       16.5815
17-05-1997 18:27:46.381       2.83853      0.452401       184.130       1.53045      -2.20547     -0.816515       183.382      0.135508       16.5812
17-05-1997 18:29:18.381       3.04364      0.304326       184.127       1.82003      -2.20598      -1.00143       183.379      0.116202       16.5809
17-05-1997 18:30:50.381       3.06740      0.193558       184.124       2.01396      -2.11286     -0.927518       183.375     0.0969836       16.5806
17-05-1997 18:32:22.381       2.77936      0.286904       184.120       2.10576      -1.67152     -0.680195       183.372     0.0778548       16.5802
17-05-1997 18:33:54.381       3.04952      0.334046       184.117       2.22015      -1.81784     -0.985158       183.369     0.0588163       16.5799
17-05-1997 18:35:26.381       3.08746      0.200019       184.114       2.19655      -1.91734     -0.997664       183.366     0.0398690       16.5795
17-05-1997 18:36:58.381       3.27391      0.238542       184.111       2.23663      -2.17190     -0.985808       183.363     0.0210140       16.5791
17-05-1997 18:38:30.381       3.43854      0.441687       184.108       2.33273      -2.16269      -1.23956       183.360    0.00225225       16.5786
17-05-1997 18:40:02.381       3.00874      0.358436       184.105       2.02497      -1.86951      -1.15967       183.357    -0.0164151       16.5782
17-05-1997 18:41:34.381       2.90584      0.302188       184.102       1.93546      -1.84883      -1.09466       183.354    -0.0349872       16.5777
17-05-1997 18:43:06.381       2.70798      0.280712       184.098       1.77354      -1.86079     -0.810913       183.351    -0.0534629       16.5772
17-05-1997 18:44:38.381       2.97221      0.277194       184.095       1.84992      -2.16839     -0.801523       183.347    -0.0718413       16.5767
17-05-1997 18:46:10.381       2.29321      0.395441       184.092       1.14957      -1.60115      -1.13162       183.344    -0.0901214       16.5762
17-05-1997 18:47:42.381       2.26081      0.321141       184.089       1.74713      -1.38645     -0.211167       183.341     -0.108302       16.5756
17-05-1997 18:49:14.381       2.09161       1.86497       184.086      0.166723     -0.760505     -0.560786       183.338     -0.126383       16.5751
17-05-1997 18:50:46.381       2.15695      0.331667       184.083      -1.95322     -0.308401     -0.802892       183.335     -0.144363       16.5745
17-05-1997 18:52:18.381       2.00445       1.01904       184.080      0.850102      -1.21260     -0.899726       183.332     -0.162240       16.5739
