 
"Organization Name - Effective 12-JAN-09","Grant Number","NIH Reference","PI Name","Project Title","Dept Name","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","Additional Ranking Category","Multi-Campus Institution","Main Campus - Grant is Attributed To","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01NS047596-05","7382811","Bidichandani, Sanjay I","Properties and determinants of GAA repeat instability","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 320,278","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R56EY010609-13","7675766","Naash, Muna I","Mechanism of photoreceptor cell degeneration in animal models of retinal diseases","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 479,287","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R56HL056267-10A1","7664220","Cunningham, Madeleine W","Autoimmune Determinants of Human Cardiac Myosin","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 499,215","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","3P20MD000528-06S1","7672861","Henderson, Joseph Neil","Oklahoma Center on American Indian Diabetes Health Disparities","HEALTH PROMOTION SCIENCES","MISCELLANEOUS","SCHOOLS OF PUBLIC HEALTH","$ 206,295","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","3P20RR024215-01S1","7589466","Ma, Jianxing ","Mentoring Diabetes Research in Oklahoma","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 6,392","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","3R01AI069986-03S1","7642335","Blader, Ira J","Control of Toxoplasma gondii Growth by the Host Cell Transcription Factor HIF1","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 32,768","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","3R01GM060651-06S1","7599349","Tomasek, James J","Fibroblast Differentiation in Wound Healing","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 54,193","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","3R01GM062964-07S1","7689477","Lin, Jialing ","Structure-Function of Anti-Apoptosis Bcl-2 in Membranes","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 84,836","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","3U01CA114626-04S2","7459231","Campbell, Janis Elaine","Community Designed Survey of Cancer Screening Barriers in American Indians","BIOSTATISTICS AND EPIDEMIOLOGY","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 57,936","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5F32AI069784-02","7500076","Gwyn, Lori M","Specific Interactions of RAG-RSS in V(D)J Recombination ","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 51,278","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5F32CA128338-02","7420934","West, Matthew ","Tissue and Tumor Specific Glycosylation of Proteins","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 49,646","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5F32HL083689-03","7487902","Farag, Noha Hassan","Exercise Intervention on Cortisol Secretion and Cardiovascular Disease Risk","BIOSTATISTICS AND EPIDEMIOLOGY","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 61,636","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P01AG011370-14","7388782","Sonntag, William Edmund","Growth Hormone & IGF-1 in CNS and Cerebrovascular Aging","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 1,218,068","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20MD000528-06","7503509","Henderson, Joseph Neil","Oklahoma Center on American Indian Diabetes Health Disparities","HEALTH PROMOTION SCIENCES","MISCELLANEOUS","SCHOOLS OF PUBLIC HEALTH","$ 824,877","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR015564-09","7476356","Iandolo, John J","Functional Genome/Proteomic Analysis of Pathogen-Host Interactions","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 1,708,886","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR016478-08","7414544","Waxman, Frank J","Oklahoma IDeA Network of Biomedical Research Excellence","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 3,355,347","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR017703-07","7463702","Anderson, Robert E","Mentoring Vision Research In Oklahoma","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 2,149,406","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P20RR024215-02","7496598","Ma, Jianxing ","Mentoring Diabetes Research in Oklahoma","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 2,120,116","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5P30EY012190-10","7442105","Anderson, Robert E","Core Grant for Vision Research","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 586,000","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AA016234-02","7498550","Balachova, Tatiana N","Preventing FAS/ARND in Russian Children","PEDIATRICS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 329,743","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AG024296-03","7472381","Gardner, Andrew W","Home-based vs. Supervised Exercise for Claudicants","PEDIATRICS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 285,783","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AG026607-03","7357428","Sonntag, William Edmund","Cognitive Decline & Protein Expression Profiles in Aging","GERIATRIC MEDICINE","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 343,401","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI037657-12","7413443","Tweten, Rodney K","Pore Formation by Cholesterol Dependent Cytolysins","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 345,198","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI053108-06","7393823","Carr, Daniel J","The Neuroimmunology of Viral Infection","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 279,097","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI059373-04","7346946","Akins, Darrin R","Outer membrane lipoproteins of Borrelia burgdorferi","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 272,538","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI059673-05","7477149","Shankar, Nathan ","Role of E. faecalis Esp in biofilms and UTI","PHARMACEUTICAL SCIENCES","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 238,471","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI063444-04","7324132","Tweten, Rodney K","A Novel Cholesterol-Dependent Cytolysin Receptor","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 306,607","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI067309-02","7457966","Carr, Daniel J","The Role of CXCL9 in Genital HSV-2 Infection","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 286,384","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI067417-03","7330300","Zlotnick, Adam ","Molecular Modulation of HBV Capsid Assembly","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 112,482","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AI069986-03","7393820","Blader, Ira J","Control of Toxoplasma gondii Growth by the Host Cell Transcription Factor HIF1","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 278,123","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01AR053734-03","7392319","Scofield, R Hal","The X Chromosome in Systemic Lupus Erythematosus","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 267,041","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA057530-17","7369786","Hanigan, Marie H","Significance of GGT Expression in Tumors","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 230,935","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA106713-04","7393084","Benbrook, Doris M","Mechanism of SHeA2 Action in Ovarian Cancer","OBSTETRICS AND GYNECOLOGY","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 272,533","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA109247-05","7475719","Rao, Chinthalapally V","PREVENTION OF COLORECTAL CANCER BY iNOS AND COX-2 SELECTIVE INHIBITORS","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 284,764","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01CA109269-05","7405370","Anant, Shrikant ","Dietary Prevention of Cancer","NONE","NONE","SCHOOLS OF MEDICINE","$ 274,345","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DA017380-05","7217482","Standifer, Kelly M","Cellular mechanisms of ORL1 regulation and cross talk","PHARMACEUTICAL SCIENCES","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 238,227","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DE017561-03","7423968","Scofield, R Hal","Sjogren's model with anti-Ro/La and Salivary Pathology and Dysfunction","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 287,546","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK059599-07","7482442","Tsiokas, Leonidas ","Regulation of calcium signaling by the PKD2 gene product","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 215,355","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK068438-04","7367903","Olson, Ann L","Insulin Regulation of Adipocyte Microtubules","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 220,916","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK068474-03","7347040","Kumar, Satish ","Role of Tamm-Horsfall Protein in Urinary Track Infection","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 285,783","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01DK069808-04","7394513","Hurst, Robert Evan","Genes & Proteins of Urothelial-ECM Interaction","UROLOGY","UROLOGY","SCHOOLS OF MEDICINE","$ 291,990","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY004149-27","7341668","Anderson, Robert E","Lipid Metabolism in the Retina","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 470,703","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY009391-17","7433811","Rada, Jody A","Regulation of Scleral Growth and Remodeling in Myopia","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 322,564","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY012231-10","7409555","Ma, Jianxing ","Studies of RPE65","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 348,516","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY015534-02","7500044","Pereira, H Anne","CAP37 and ocular inflammation","PATHOLOGY","PATHOLOGY","SCHOOLS OF MEDICINE","$ 358,925","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY016459-03","7385032","Ash, John D","Cytokine Regulation of Photoreceptor Gene Expression","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 277,004","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01EY016507-03","7442117","Rajala, Raju Vs","Light Activation of Retinal Insulin Receptor Signaling","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 313,665","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM037539-19","7491237","West, Christopher M","Cytosolic Proline Hydroxylation and Glycosylation","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 293,547","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM060651-06","7335607","Tomasek, James J","Fibroblast Differentiation in Wound Healing","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 269,454","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM062964-07","7385012","Lin, Jialing ","Structure-Function of Anti-Apoptosis Bcl-2 in Membranes","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 255,480","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM067745-05","7408623","Gallucci, Randle Michael","Identification of an IL-6 induced keratinocyte motogen","PHARMACEUTICAL SCIENCES","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 243,730","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM069841-04","7486224","Rothblum, Lawrence I","Protein interactions and initiation by RNA polymerase I","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 216,697","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01GM074692-03","7481033","Li, Guangpu ","Structural and Functional Specificity of Rab GTPases","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 238,148","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HD050620-02","7390810","Myers, Dean ","In utero programming of CRF neurons by glucocorticoids","OBSTETRICS AND GYNECOLOGY","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 243,216","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL074399-04","7418664","Zou, Minghui ","Oxidant stress and diabetic endothelial dysfunction","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 347,271","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL077490-03","7391728","Sun, Zhongjie ","Intermittent Cold Exposure on the Endothelin System","PHYSIOLOGY","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 352,017","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
