-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
NOUM        49718.000    1995     1     1     0
NOUM        52274.750    2001    12    31    18
NOUM     -5739971.535  1387563.663 -2402123.551
49974.75    -0.035811    -0.018817    -0.808631
49975.00    -0.087773    -0.118149    -1.051563
49975.25    -0.050584    -0.001733    -0.839095
49975.50    -0.069099     0.018557    -1.164609
49975.75    -0.015557    -0.015343    -0.915819
49976.00    -0.058220    -0.125134    -1.090695
49976.25    -0.029126    -0.032401    -0.822938
49976.50    -0.040218    -0.060532    -1.069113
49976.75     0.001554    -0.114249    -0.760568
49977.00    -0.033949    -0.196554    -0.887497
49977.25     0.014246    -0.073873    -0.684049
49977.50     0.004879    -0.067479    -0.958854
49977.75     0.069202    -0.101120    -0.698683
49978.00     0.064948    -0.178226    -0.827166
49978.25     0.105185    -0.029470    -0.586419
49978.50     0.088473     0.009545    -0.854659
49978.75     0.131136     0.003317    -0.539812
49979.00     0.076323    -0.081713    -0.780625
49979.25     0.087483     0.069517    -0.543991
49979.50     0.090701     0.132725    -0.806489
49979.75     0.138222     0.137499    -0.480193
49980.00     0.107842     0.053727    -0.654895
49980.25     0.135339     0.200278    -0.380647
49980.50     0.119300     0.195104    -0.691395
49980.75     0.137215     0.138410    -0.488743
49981.00     0.107068     0.041187    -0.731198
49981.25     0.125814     0.139627    -0.568463
49981.50     0.081586     0.096038    -0.893786
49981.75     0.118583     0.061344    -0.587959
49982.00     0.070183    -0.052569    -0.818389
49982.25     0.087999     0.060745    -0.576420
49982.50     0.061273     0.077362    -0.833231
49982.75     0.107021     0.098413    -0.489000
49983.00     0.048907    -0.009958    -0.602729
49983.25     0.067139     0.097186    -0.317814
49983.50     0.047048     0.111011    -0.620174
49983.75     0.095933     0.096902    -0.337773
49984.00     0.045024     0.002928    -0.598244
49984.25     0.051905     0.119663    -0.357949
49984.50    -0.000291     0.094429    -0.671363
49984.75     0.012083     0.032004    -0.417325
49985.00    -0.029552    -0.099002    -0.634637
49985.25    -0.017084    -0.012081    -0.489025
49985.50    -0.055626    -0.032647    -0.896107
49985.75    -0.019550    -0.090967    -0.673491
49986.00    -0.075536    -0.226454    -0.892457
49986.25    -0.075990    -0.124252    -0.709174
49986.50    -0.096232    -0.125770    -1.038181
49986.75    -0.056213    -0.146730    -0.776464
49987.00    -0.126288    -0.253358    -0.993280
49987.25    -0.103605    -0.109122    -0.766616
49987.50    -0.120975    -0.073463    -0.991237
49987.75    -0.085839    -0.048825    -0.711267
49988.00    -0.115430    -0.133345    -0.897229
49988.25    -0.070565     0.053774    -0.619468
49988.50    -0.070174     0.075221    -0.856063
49988.75    -0.015654     0.065070    -0.601040
49989.00    -0.038642    -0.033153    -0.777037
49989.25    -0.002527     0.112039    -0.491871
49989.50    -0.003630     0.127158    -0.706143
49989.75     0.044092     0.094249    -0.329114
49990.00     0.014131    -0.022976    -0.436201
49990.25     0.039104     0.102922    -0.073149
49990.50     0.035954     0.098602    -0.212274
49990.75     0.055345     0.053220     0.097055
49991.00     0.018723    -0.069662     0.052192
49991.25     0.054395     0.034083     0.307329
49991.50     0.058735     0.002820     0.027147
49991.75     0.110628    -0.038722     0.270156
49992.00     0.090268    -0.138042     0.099553
49992.25     0.103800    -0.048516     0.243075
49992.50     0.098049    -0.061396    -0.015826
49992.75     0.142378    -0.129604     0.136932
49993.00     0.112304    -0.237660    -0.075743
49993.25     0.116092    -0.127405    -0.025439
49993.50     0.108769    -0.124913    -0.307592
49993.75     0.142207    -0.137551    -0.128034
49994.00     0.106503    -0.221652    -0.311855
49994.25     0.150045    -0.066865    -0.028905
49994.50     0.141057    -0.056528    -0.264404
49994.75     0.199282    -0.066285     0.101274
49995.00     0.181327    -0.153836    -0.007749
49995.25     0.219054     0.007896     0.323137
49995.50     0.206189    -0.012005     0.116653
49995.75     0.250346    -0.046255     0.433416
49996.00     0.199017    -0.162337     0.286267
49996.25     0.203032    -0.036991     0.567606
49996.50     0.165120    -0.039705     0.327684
49996.75     0.195091    -0.073644     0.569194
49997.00     0.126004    -0.178390     0.290731
49997.25     0.131364    -0.059354     0.505966
49997.50     0.080021    -0.067966     0.186775
49997.75     0.097177    -0.086633     0.380652
49998.00     0.022801    -0.189016     0.078906
49998.25     0.016783    -0.070872     0.193270
49998.50    -0.026142    -0.060727    -0.201515
49998.75    -0.009675    -0.104571    -0.080357
49999.00    -0.065129    -0.206673    -0.376920
49999.25    -0.044848    -0.054219    -0.283322
49999.50    -0.059430    -0.028249    -0.646936
49999.75    -0.020943    -0.045873    -0.472860
50000.00    -0.064313    -0.150418    -0.687579
50000.25    -0.037364    -0.013124    -0.494825
50000.50    -0.036035    -0.020961    -0.772330
50000.75    -0.004988    -0.026895    -0.545758
50001.00    -0.033581    -0.141477    -0.661644
50001.25    -0.010228    -0.004510    -0.375274
50001.50    -0.023852    -0.013514    -0.605198
50001.75     0.025626    -0.013630    -0.249999
50002.00    -0.019149    -0.119911    -0.424800
50002.25     0.019861     0.025797    -0.143172
50002.50     0.010601     0.017699    -0.344585
50002.75     0.057638    -0.015990     0.022371
50003.00     0.005989    -0.095977    -0.192780
50003.25     0.013644     0.043486    -0.077106
50003.50    -0.022535     0.048066    -0.510814
50003.75    -0.009512    -0.002286    -0.477834
50004.00    -0.070391    -0.114011    -0.871977
50004.25    -0.059282     0.015641    -0.824752
50004.50    -0.082423     0.001850    -1.124941
50004.75    -0.046306    -0.029259    -0.895783
50005.00    -0.082473    -0.149609    -1.063490
50005.25    -0.056734    -0.042878    -0.817472
50005.50    -0.063137    -0.062086    -1.025879
50005.75    -0.025772    -0.107439    -0.710087
50006.00    -0.076475    -0.238183    -0.896859
50006.25    -0.051232    -0.134692    -0.655588
50006.50    -0.060907    -0.157150    -0.817317
50006.75    -0.019929    -0.197520    -0.569879
50007.00    -0.054705    -0.302431    -0.746104
50007.25    -0.014903    -0.169691    -0.516925
50007.50    -0.020893    -0.162793    -0.803340
50007.75     0.001745    -0.209626    -0.624196
50008.00    -0.034663    -0.296897    -0.758933
50008.25    -0.017782    -0.149792    -0.524128
50008.50    -0.003575    -0.109445    -0.642274
50008.75     0.060626    -0.111723    -0.324233
50009.00     0.042186    -0.157064    -0.419435
50009.25     0.084850     0.032632    -0.141011
50009.50     0.079790     0.085148    -0.360199
50009.75     0.101908     0.084982    -0.123313
50010.00     0.020877     0.005292    -0.309240
50010.25     0.005269     0.132593    -0.061255
50010.50    -0.049271     0.124536    -0.254651
50010.75    -0.030730     0.081473     0.052370
50011.00    -0.086879    -0.033121    -0.059570
50011.25    -0.065730     0.077437     0.146632
50011.50    -0.048258     0.050168    -0.028692
50011.75     0.017255     0.001435     0.261304
50012.00     0.019245    -0.109961     0.137016
50012.25     0.072613    -0.024536     0.338065
50012.50     0.097727    -0.047130     0.147719
50012.75     0.153927    -0.113554     0.404142
50013.00     0.134279    -0.207984     0.220677
50013.25     0.154018    -0.120170     0.385545
50013.50     0.130575    -0.115737     0.076474
50013.75     0.151167    -0.128678     0.263106
50014.00     0.096322    -0.209386     0.073870
50014.25     0.099975    -0.086746     0.170505
50014.50     0.071543    -0.066373    -0.065981
50014.75     0.083942    -0.115629     0.113970
50015.00     0.026123    -0.200433    -0.062002
50015.25     0.044860    -0.080527     0.146508
50015.50     0.015837    -0.052083    -0.072236
50015.75     0.033610    -0.099188     0.192111
50016.00    -0.017442    -0.207515     0.060690
50016.25    -0.010577    -0.118656     0.321231
50016.50    -0.042999    -0.136936     0.096574
50016.75    -0.011199    -0.174118     0.345549
50017.00    -0.042530    -0.262706     0.135440
50017.25    -0.009347    -0.125592     0.365372
50017.50    -0.006662    -0.089595     0.210815
50017.75     0.056001    -0.095140     0.515516
50018.00     0.015840    -0.146813     0.372854
50018.25     0.045797     0.018281     0.629470
50018.50     0.031327     0.089557     0.399923
50018.75     0.067545     0.064728     0.540647
50019.00     0.036953    -0.019479     0.315492
50019.25     0.077905     0.099120     0.411921
50019.50     0.082610     0.147480     0.180760
50019.75     0.122536     0.106682     0.295092
50020.00     0.088994     0.028115     0.021580
50020.25     0.122924     0.149232     0.191532
50020.50     0.094568     0.163497    -0.072878
50020.75     0.123536     0.142016     0.182615
50021.00     0.088541     0.047757    -0.074770
50021.25     0.110863     0.149650     0.045730
50021.50     0.108976     0.156823    -0.282359
50021.75     0.133251     0.127707    -0.093574
50022.00     0.091612     0.036782    -0.377041
50022.25     0.123758     0.175777    -0.146279
50022.50     0.118929     0.217949    -0.388065
50022.75     0.190292     0.209240    -0.074718
50023.00     0.159651     0.099687    -0.279950
50023.25     0.173672     0.227347     0.003836
50023.50     0.134502     0.226518    -0.152278
50023.75     0.165648     0.165364     0.159564
50024.00     0.110891     0.041518     0.022193
50024.25     0.117419     0.129970     0.259577
50024.50     0.100377     0.136574     0.101363
50024.75     0.136437     0.068329     0.288021
50025.00     0.095309    -0.059261     0.129780
50025.25     0.104211     0.029416     0.286886
50025.50     0.090144     0.058306     0.075859
50025.75     0.110859     0.039803     0.247611
50026.00     0.074110    -0.058422     0.042283
50026.25     0.095387     0.059072     0.270056
50026.50     0.067992     0.086907     0.071562
50026.75     0.097142     0.056045     0.261134
50027.00     0.065137    -0.008229     0.170246
50027.25     0.069545     0.132838     0.435543
50027.50     0.034799     0.163132     0.232439
50027.75     0.066984     0.118742     0.497942
50028.00     0.010589     0.016534     0.341639
50028.25     0.025509     0.123970     0.490419
50028.50     0.004896     0.149607     0.257240
50028.75     0.044245     0.097148     0.451245
50029.00     0.003949     0.011619     0.228882
50029.25     0.038663     0.104940     0.413867
50029.50     0.018353     0.127705     0.205383
50029.75     0.039404     0.060146     0.385093
50030.00    -0.002985    -0.065716     0.218426
50030.25     0.017031     0.000078     0.448367
50030.50    -0.010855    -0.017157     0.186969
50030.75     0.013933    -0.087685     0.345810
50031.00    -0.042383    -0.223866     0.111138
50031.25    -0.041620    -0.113486     0.209448
50031.50    -0.064630    -0.098233    -0.105128
50031.75    -0.019330    -0.145104     0.001960
50032.00    -0.080394    -0.231981    -0.344328
50032.25    -0.070934    -0.088145    -0.223268
50032.50    -0.106116    -0.081587    -0.537234
50032.75    -0.095062    -0.119402    -0.353840
50033.00    -0.138164    -0.206010    -0.559025
50033.25    -0.102414    -0.089761    -0.308432
50033.50    -0.132342    -0.057632    -0.464559
50033.75    -0.103835    -0.088809    -0.154923
50034.00    -0.135914    -0.161656    -0.271962
50034.25    -0.098383    -0.019223    -0.057422
50034.50    -0.073949     0.033359    -0.101987
50034.75    -0.000879     0.014578     0.146724
50035.00    -0.015847    -0.062470    -0.014667
50035.25     0.010973     0.066633     0.173462
50035.50     0.020183     0.097380    -0.115114
50035.75     0.060908     0.063244    -0.010339
50036.00     0.039719    -0.022524    -0.143250
50036.25     0.059198     0.067471     0.009223
50036.50     0.048471     0.085955    -0.216499
50036.75     0.061698     0.029050    -0.037956
50037.00     0.020990    -0.102727    -0.136029
50037.25     0.046849     0.003503     0.242960
50037.50     0.049488     0.021182     0.185083
50037.75     0.107408    -0.021537     0.566459
50038.00     0.080914    -0.102794     0.498871
50038.25     0.098020     0.023295     0.790614
50038.50     0.089578     0.061496     0.677633
50038.75     0.129174     0.069617     0.956677
50039.00     0.083542     0.009734     0.768269
50039.25     0.088467     0.154821     0.969794
50039.50     0.044304     0.175652     0.800990
50039.75     0.067999     0.129781     0.976968
50040.00     0.030163     0.064209     0.764168
50040.25     0.052227     0.183450     0.889053
50040.50     0.038147     0.220103     0.613748
50040.75     0.105036     0.183934     0.771761
50041.00     0.104930     0.078340     0.548522
50041.25     0.155625     0.146035     0.691849
50041.50     0.182130     0.124209     0.527709
50041.75     0.242211     0.040793     0.722457
50042.00     0.210054    -0.093536     0.563633
50042.25     0.246208    -0.012569     0.769849
50042.50     0.220263    -0.029646     0.541265
50042.75     0.255553    -0.054276     0.742097
50043.00     0.209792    -0.144265     0.555524
50043.25     0.222410    -0.016061     0.699152
50043.50     0.202044    -0.003545     0.458425
50043.75     0.223346    -0.022750     0.631050
50044.00     0.164382    -0.138250     0.393945
50044.25     0.178250     0.016138     0.618816
50044.50     0.147105     0.056075     0.357575
50044.75     0.181211     0.047084     0.561602
50045.00     0.126520    -0.027406     0.224103
50045.25     0.137203     0.119890     0.371551
50045.50     0.110942     0.150346     0.105382
50045.75     0.118563     0.113416     0.274843
50046.00     0.034942     0.029333    -0.015394
50046.25     0.045868     0.143971     0.244718
50046.50     0.025452     0.156417     0.029081
50046.75     0.053437     0.121227     0.228007
50047.00     0.017516     0.030296     0.042145
50047.25     0.034149     0.141920     0.377028
50047.50     0.030611     0.152595     0.288032
50047.75     0.081953     0.092993     0.587498
50048.00     0.052537    -0.018616     0.481530
50048.25     0.084878     0.135926     0.786771
50048.50     0.070150     0.156445     0.613747
50048.75     0.118362     0.097929     0.902624
50049.00     0.065743    -0.028360     0.706997
50049.25     0.070155     0.064512     0.987418
50049.50     0.061679     0.074430     0.863271
50049.75     0.114906     0.011721     1.123200
50050.00     0.097439    -0.080251     0.991512
50050.25     0.153419     0.023012     1.297719
50050.50     0.170197     0.032637     1.167432
50050.75     0.219514    -0.016046     1.448419
50051.00     0.188057    -0.134597     1.305072
50051.25     0.198900    -0.047535     1.484285
50051.50     0.165241    -0.050871     1.266918
50051.75     0.168613    -0.116319     1.428844
50052.00     0.099653    -0.221301     1.201908
50052.25     0.098139    -0.098650     1.396527
50052.50     0.067038    -0.107770     1.074935
50052.75     0.097953    -0.163761     1.292659
50053.00     0.056926    -0.257553     1.081310
50053.25     0.095325    -0.117160     1.233432
50053.50     0.116513    -0.062758     1.019484
50053.75     0.177535    -0.063712     1.266030
50054.00     0.172914    -0.124346     1.130082
50054.25     0.246877     0.049397     1.428006
50054.50     0.262641     0.128599     1.202229
50054.75     0.311000     0.093022     1.386886
50055.00     0.276993     0.003677     1.138208
50055.25     0.278635     0.090456     1.295178
50055.50     0.259150     0.056137     1.006404
50055.75     0.309073    -0.031379     1.230514
50056.00     0.274400    -0.154340     0.985726
50056.25     0.303786    -0.017337     1.193823
50056.50     0.303798     0.012516     0.920822
50056.75     0.345609    -0.016829     1.081570
50057.00     0.300087    -0.146595     0.830815
50057.25     0.317912    -0.031012     1.064933
50057.50     0.311551    -0.023587     0.857988
50057.75     0.326279    -0.048936     1.094925
50058.00     0.269322    -0.150216     0.867400
50058.25     0.277922    -0.018155     1.122624
50058.50     0.241506     0.008197     0.774671
50058.75     0.260162     0.009993     0.902885
50059.00     0.219562    -0.066955     0.605879
50059.25     0.252974     0.077091     0.797107
50059.50     0.259474     0.092752     0.466065
50059.75     0.328849     0.084983     0.666769
50060.00     0.319444    -0.009638     0.510524
50060.25     0.370427     0.115241     0.783152
50060.50     0.386979     0.121487     0.600212
50060.75     0.427780     0.090205     0.870440
50061.00     0.364143    -0.021182     0.659702
50061.25     0.368308     0.080812     0.911585
50061.50     0.328545     0.056583     0.647209
50061.75     0.345380    -0.024068     0.791597
50062.00     0.284086    -0.152465     0.572047
50062.25     0.278396    -0.071462     0.660938
50062.50     0.275186    -0.111060     0.400340
50062.75     0.305201    -0.182631     0.497175
50063.00     0.274659    -0.275207     0.269702
50063.25     0.268334    -0.159377     0.337387
50063.50     0.235300    -0.137561    -0.001045
50063.75     0.234668    -0.162395     0.043529
50064.00     0.141341    -0.240942    -0.245076
50064.25     0.136806    -0.098529    -0.127902
50064.50     0.134298    -0.049059    -0.344408
50064.75     0.145567    -0.063145    -0.153548
50065.00     0.102901    -0.156394    -0.306623
50065.25     0.096168    -0.016764    -0.079661
50065.50     0.081983    -0.013995    -0.205981
50065.75     0.107597    -0.010346     0.028930
50066.00     0.087561    -0.054377    -0.030012
50066.25     0.119432     0.081108     0.253491
50066.50     0.154378     0.113944     0.182185
50066.75     0.232633     0.076787     0.480138
50067.00     0.215556    -0.019612     0.377331
50067.25     0.236947     0.105142     0.631524
50067.50     0.252220     0.147648     0.493099
50067.75     0.277094     0.125640     0.668933
50068.00     0.221281     0.066795     0.469181
50068.25     0.233722     0.219710     0.683064
50068.50     0.226236     0.261916     0.507684
50068.75     0.251408     0.259911     0.685132
50069.00     0.200649     0.199652     0.467391
50069.25     0.210774     0.336509     0.676494
50069.50     0.194051     0.352051     0.450360
50069.75     0.219664     0.310169     0.657662
50070.00     0.193914     0.213844     0.486935
50070.25     0.200048     0.327530     0.776567
50070.50     0.171738     0.331236     0.587095
50070.75     0.202671     0.270442     0.867025
50071.00     0.176874     0.170046     0.739020
50071.25     0.174662     0.271357     0.972409
50071.50     0.161364     0.272399     0.776222
50071.75     0.195550     0.232124     0.985689
50072.00     0.141906     0.122327     0.760651
50072.25     0.155119     0.221265     1.021743
50072.50     0.140036     0.251632     0.807619
50072.75     0.165020     0.212891     0.970634
50073.00     0.115531     0.142429     0.771394
50073.25     0.133114     0.257263     0.973655
50073.50     0.112415     0.276332     0.785624
50073.75     0.124662     0.231468     1.018279
50074.00     0.073808     0.134274     0.913589
50074.25     0.066685     0.252277     1.189736
50074.50     0.029805     0.258321     0.983568
50074.75     0.045390     0.188254     1.157927
50075.00    -0.004225     0.073914     1.034579
50075.25    -0.007525     0.167683     1.176790
50075.50    -0.020253     0.163132     0.984580
50075.75     0.008146     0.093292     1.265554
50076.00    -0.037285    -0.018721     1.167709
50076.25    -0.025951     0.103712     1.393505
50076.50    -0.019078     0.075411     1.231834
50076.75     0.006159     0.029746     1.465366
50077.00    -0.023731    -0.065237     1.312851
50077.25    -0.000332     0.046321     1.508251
50077.50    -0.015597     0.057266     1.234533
50077.75     0.020099     0.026388     1.392623
50078.00     0.004877    -0.076906     1.193941
50078.25     0.028273     0.041357     1.350760
50078.50     0.025277     0.035888     1.003914
50078.75     0.045514    -0.005105     1.070760
50079.00    -0.001508    -0.105167     0.763235
50079.25    -0.001863     0.012725     0.842582
50079.50    -0.003407     0.022847     0.500681
50079.75     0.015454    -0.027608     0.544627
50080.00    -0.010894    -0.121308     0.190330
50080.25     0.013656     0.013621     0.349274
50080.50    -0.008014     0.039580     0.078823
50080.75     0.006544     0.015883     0.200244
50081.00    -0.044983    -0.074159    -0.031603
50081.25    -0.072881     0.028045     0.085269
50081.50    -0.096139     0.055607    -0.094041
50081.75    -0.079337     0.010860     0.110824
50082.00    -0.119113    -0.091441    -0.072778
50082.25    -0.098849     0.005421     0.150755
50082.50    -0.064759    -0.000304    -0.047786
50082.75     0.009823    -0.029647     0.253351
50083.00     0.023692    -0.128824     0.239539
50083.25     0.065219    -0.023694     0.561398
50083.50     0.057082    -0.014067     0.426788
50083.75     0.088217    -0.034071     0.637799
50084.00     0.035176    -0.142151     0.401701
50084.25     0.029459    -0.031872     0.514802
50084.50     0.018947    -0.015339     0.252993
50084.75     0.044075    -0.029202     0.361471
50085.00     0.013886    -0.107874     0.209733
50085.25     0.028601     0.021886     0.328668
50085.50     0.043502     0.026909     0.111107
50085.75     0.104545     0.031858     0.359718
50086.00     0.093450    -0.038126     0.239988
50086.25     0.136369     0.125600     0.556000
50086.50     0.125890     0.157535     0.458562
50086.75     0.172243     0.177643     0.828044
50087.00     0.142044     0.085927     0.805749
50087.25     0.150521     0.204705     1.137445
50087.50     0.146642     0.251796     1.020003
50087.75     0.187403     0.232403     1.334257
50088.00     0.147632     0.120140     1.185894
50088.25     0.157054     0.199690     1.402127
50088.50     0.140919     0.202606     1.211628
50088.75     0.147170     0.177724     1.440681
50089.00     0.090137     0.056917     1.296550
50089.25     0.070166     0.146791     1.444261
50089.50     0.053684     0.168468     1.188616
50089.75     0.072441     0.129879     1.307395
50090.00     0.032044     0.017794     1.077863
50090.25     0.038727     0.113039     1.192908
50090.50     0.037368     0.103515     0.931102
50090.75     0.070400     0.071385     1.152504
50091.00     0.037465    -0.060266     0.977598
50091.25     0.032246     0.047529     1.203947
50091.50     0.037796     0.064921     0.995400
50091.75     0.059446     0.037805     1.174185
50092.00     0.037823    -0.083630     1.037734
50092.25     0.056907     0.032462     1.228390
50092.50     0.086877     0.046037     1.066026
50092.75     0.143967     0.000236     1.261374
50093.00     0.139057    -0.102372     1.121923
50093.25     0.149893    -0.003880     1.293878
50093.50     0.162805    -0.000036     1.168213
50093.75     0.201787    -0.044407     1.375455
50094.00     0.164820    -0.131306     1.202811
50094.25     0.172064    -0.007580     1.378946
50094.50     0.170156     0.018758     1.184590
50094.75     0.205037    -0.018632     1.305072
50095.00     0.161306    -0.132951     0.987880
50095.25     0.171883    -0.011127     1.072942
50095.50     0.180811     0.002735     0.727560
50095.75     0.207255    -0.025866     0.873089
50096.00     0.165949    -0.152610     0.636961
50096.25     0.197184    -0.031135     0.850181
50096.50     0.183925    -0.039527     0.538415
50096.75     0.187312    -0.061574     0.722536
50097.00     0.149195    -0.169765     0.494931
50097.25     0.144890    -0.029140     0.614487
50097.50     0.123640    -0.012133     0.277128
50097.75     0.150029    -0.030775     0.384444
50098.00     0.118278    -0.157320     0.086045
50098.25     0.128129    -0.079773     0.237466
50098.50     0.121181    -0.058731     0.039549
50098.75     0.139423    -0.119694     0.237276
50099.00     0.083271    -0.255563     0.051386
50099.25     0.082809    -0.156482     0.395901
50099.50     0.090257    -0.164946     0.253599
50099.75     0.137851    -0.164438     0.560258
50100.00     0.120457    -0.200338     0.424798
50100.25     0.169601    -0.032134     0.681415
50100.50     0.184569     0.029868     0.518310
50100.75     0.200627     0.068665     0.685454
50101.00     0.140708    -0.008895     0.352886
50101.25     0.131992     0.122244     0.501513
50101.50     0.106088     0.163883     0.192741
50101.75     0.135901     0.131100     0.401734
50102.00     0.109142     0.011116     0.191274
50102.25     0.138620     0.108229     0.439690
50102.50     0.139720     0.120866     0.174193
50102.75     0.176321     0.080346     0.394037
50103.00     0.119491    -0.031761     0.185151
50103.25     0.151390     0.065261     0.436903
50103.50     0.147445     0.062365     0.215717
50103.75     0.186649     0.020759     0.500035
50104.00     0.163668    -0.093603     0.392431
50104.25     0.211728    -0.006961     0.661735
50104.50     0.208232    -0.012347     0.507501
50104.75     0.242994    -0.026449     0.807962
50105.00     0.223874    -0.150940     0.652516
50105.25     0.242885    -0.030917     0.890792
50105.50     0.232011    -0.013551     0.630225
50105.75     0.262550    -0.003013     0.848848
50106.00     0.216350    -0.093757     0.587768
50106.25     0.238947     0.051950     0.784313
50106.50     0.224542     0.064746     0.551208
50106.75     0.244348     0.047003     0.759318
50107.00     0.218098    -0.054303     0.574039
50107.25     0.268074     0.085335     0.831526
50107.50     0.281053     0.142001     0.623342
50107.75     0.324925     0.137585     0.903858
50108.00     0.300822     0.001608     0.778333
50108.25     0.331179     0.133566     1.058533
50108.50     0.300118     0.169336     0.829189
50108.75     0.324868     0.160112     1.217502
50109.00     0.277910     0.019184     1.114134
50109.25     0.292153     0.149641     1.458678
50109.50     0.258791     0.154297     1.317062
50109.75     0.261284     0.120801     1.679710
50110.00     0.192998    -0.001221     1.517173
50110.25     0.184003     0.110050     1.731766
50110.50     0.178195     0.130233     1.570129
50110.75     0.222470     0.138411     1.866219
50111.00     0.197477     0.028148     1.671287
50111.25     0.242259     0.180456     1.876781
50111.50     0.267405     0.238731     1.674273
50111.75     0.321596     0.243207     1.944773
50112.00     0.303745     0.136699     1.792667
50112.25     0.334045     0.273670     2.060992
50112.50     0.326934     0.323611     1.913577
50112.75     0.351599     0.311983     2.160917
50113.00     0.312028     0.196950     2.048055
50113.25     0.294185     0.297736     2.283364
50113.50     0.267067     0.300944     2.122923
50113.75     0.271800     0.256809     2.332771
50114.00     0.202608     0.140152     2.082837
50114.25     0.179243     0.258598     2.159514
50114.50     0.161465     0.264750     1.866560
50114.75     0.172843     0.221308     2.022211
50115.00     0.125285     0.129734     1.748683
50115.25     0.125122     0.256412     1.855513
50115.50     0.094428     0.260859     1.600340
50115.75     0.107557     0.231234     1.781809
50116.00     0.050415     0.099271     1.546764
50116.25     0.054560     0.227642     1.752439
50116.50     0.040300     0.223796     1.509890
50116.75     0.055091     0.212649     1.743685
50117.00     0.026196     0.073999     1.526599
50117.25     0.051629     0.199528     1.760016
50117.50     0.046539     0.200943     1.475708
50117.75     0.069735     0.182696     1.739948
50118.00     0.030545     0.058605     1.490326
50118.25     0.016490     0.188269     1.619735
50118.50    -0.015831     0.191997     1.251643
50118.75    -0.017921     0.137949     1.484200
50119.00    -0.104496     0.001890     1.202990
50119.25    -0.119549     0.131081     1.315477
50119.50    -0.139708     0.156989     1.024031
50119.75    -0.108241     0.143381     1.223929
50120.00    -0.155285     0.016338     0.990495
50120.25    -0.150871     0.114099     1.191523
50120.50    -0.168453     0.133099     1.020117
50120.75    -0.125169     0.091425     1.321369
50121.00    -0.153657    -0.022771     1.050328
50121.25    -0.118978     0.103659     1.292131
50121.50    -0.139400     0.098304     0.928249
50121.75    -0.090972     0.052292     1.216687
50122.00    -0.120700    -0.066993     0.905893
50122.25    -0.095310     0.063890     1.074226
50122.50    -0.116006     0.087259     0.658842
50122.75    -0.051811     0.088312     0.899875
50123.00    -0.085313    -0.016744     0.529676
50123.25    -0.064494     0.111263     0.607051
50123.50    -0.061457     0.122024     0.133661
50123.75    -0.028727     0.114106     0.251790
50124.00    -0.067818     0.010155    -0.110756
50124.25    -0.031818     0.106956    -0.013013
50124.50    -0.003762     0.078277    -0.322400
50124.75     0.049851     0.024314    -0.144247
50125.00     0.008122    -0.077808    -0.417381
50125.25     0.041831     0.037045    -0.189180
50125.50     0.021745     0.042504    -0.394646
50125.75     0.042409     0.011909    -0.160231
50126.00     0.015303    -0.106320    -0.303768
50126.25     0.024207     0.026536    -0.034207
50126.50     0.015234     0.021548    -0.231028
50126.75     0.041539    -0.001311     0.155081
50127.00     0.009621    -0.153627     0.077087
50127.25     0.046887    -0.068871     0.425709
50127.50     0.081664    -0.059344     0.254613
50127.75     0.155902    -0.062958     0.586708
50128.00     0.147058    -0.126971     0.381387
50128.25     0.193037     0.040952     0.530090
50128.50     0.187293     0.108656     0.276213
50128.75     0.205317     0.139760     0.572433
50129.00     0.173415     0.060101     0.479441
50129.25     0.190302     0.237214     0.793890
50129.50     0.161903     0.264746     0.669044
50129.75     0.172806     0.252481     1.056371
50130.00     0.133515     0.070400     0.973204
50130.25     0.132633     0.170136     1.251333
50130.50     0.117657     0.158991     1.092060
50130.75     0.139272     0.125111     1.324073
50131.00     0.089827    -0.050751     1.177773
50131.25     0.085520    -0.006327     1.413335
50131.50     0.053943    -0.068220     1.129853
50131.75     0.059490    -0.123621     1.356699
50132.00    -0.009315    -0.270178     1.087155
50132.25    -0.016977    -0.171412     1.195348
50132.50    -0.039948    -0.188437     0.899948
50132.75    -0.025689    -0.224643     1.011969
50133.00    -0.036835    -0.325571     0.723669
50133.25    -0.017759    -0.179367     0.807166
50133.50    -0.026998    -0.129666     0.418824
50133.75     0.015530    -0.112768     0.607676
50134.00    -0.005106    -0.229215     0.318522
50134.25     0.029299    -0.111616     0.539447
50134.50     0.019280    -0.067464     0.219996
50134.75     0.041219    -0.070160     0.456491
50135.00    -0.018407    -0.193461     0.182489
50135.25     0.001667    -0.084725     0.408677
50135.50     0.000949    -0.104122     0.177210
50135.75     0.028376    -0.137028     0.441554
50136.00    -0.010342    -0.256939     0.296182
50136.25     0.034228    -0.131686     0.592492
50136.50     0.030439    -0.133402     0.390019
50136.75     0.070789    -0.146249     0.710417
50137.00     0.043360    -0.254943     0.488567
50137.25     0.067879    -0.107355     0.594153
50137.50     0.068158    -0.064769     0.292996
