Time,Speed,Location,County,State,Lat,Lon,Comments
0111,UNK,MOUND STATION,BROWN,IL,40.01,-90.87,NUMEROUS TREES AND LIMBS DOWN IN MOUND STATION. (LSX)
0120,65,9 SW DUGWAY,TOOELE,UT,40.14,-112.87,WHITE SAGE MESONET SITE. (SLC)
0120,62,10 W KNOLLS,TOOELE,UT,40.72,-113.47,INTERSTATE-80 MESONET SITE. (SLC)
0123,UNK,LIBERTY,ADAMS,IL,39.88,-91.11,NUMEROUS TREE LIMBS DOWN IN THE TOWN OF LIBERTY...UP TO 3 INCH DIAMETER (LSX)
0123,UNK,3 E CAMDEN,SCHUYLER,IL,40.15,-90.72,LARGE LIMBS BLOCKING THE ROAD AND CONSTRUCTION SIGNS BLOWN DOWN. POWER OUT IN CAMDEN AND BROOKLYN. (ILX)
0129,70,4 NW ATLANTA,MACON,MO,39.94,-92.53,(EAX)
0130,UNK,BARRY,PIKE,IL,39.7,-91.04,NUMEROUS 2 TO 3 INCH TREE LIMBS DOWN...WITH POWER OUT IN PARTS OF THE CITY. (LSX)
0130,UNK,11 W BARRY,PIKE,IL,39.7,-91.25,NUMEROUS TREES REPORTED DOWN BY SPOTTER 11W OF BARRY. (LSX)
0140,70,3 N PITTSFIELD,PIKE,IL,39.65,-90.81,TREE BRANCHES BLOWN DOWN AND CORN FLATTENED. (LSX)
0147,UNK,LOUISIANA,PIKE,MO,39.44,-91.06,SEVERAL TREES REPORTED DOWN IN THE CITY OF LOUISIANA (LSX)
0200,UNK,1 W WINCHESTER,SCOTT,IL,39.63,-90.48,LARGE TREE DOWN ON THE WEST SIDE OF WINCHESTER (ILX)
0217,60,2 NNW CENTERVILLE,APPANOOSE,IA,40.75,-92.89,AT LEAST 60 MPH WINDS ESTIMATED ALONG WITH DIME SIZED HAIL AND TORRENTIAL RAINFALL. (DMX)
0230,UNK,TROY,LINCOLN,MO,38.98,-90.98,TREES ARE REPORTED DOWN IN TROY...ELSEBERRY AND WINFIELD. (LSX)
0245,UNK,4 N TEER,ORANGE,NC,36.01,-79.23,TWO TREES WERE BLOWN DOWN ON OAK GROVE CHURCH ROAD. DOT WAS DISPATCHED TO REMOVE THE TREES. (RAH)
0245,UNK,OLD MONROE,ST. CHARLES,MO,38.93,-90.75,LARGE TREE ACROSS AND COMPLETELY BLOCKING EHLMAN ROAD. TIME OF EVENT ESTIMATED FROM RADAR. (LSX)
0245,UNK,1 W NEW BERLIN,SANGAMON,IL,39.73,-89.93,TREE LIMB FELL ON POWER LINE KNOCKING OUT POWER TO NEW BERLIN. TIME ESTIMATED. (ILX)
0253,UNK,3 ENE CLARENCE CENTER,ERIE,NY,43.03,-78.58,LARGE TREE LIMBS DOWN (BUF)
0305,60,BETHALTO,MADISON,IL,38.9,-90.05,(LSX)
0310,61,3 N ROARING SPRINGS,MOTLEY,TX,33.94,-100.86,(LUB)
0311,UNK,1 S PEMBROKE,GENESEE,NY,42.99,-78.44,TREES DOWN (BUF)
0313,UNK,3 SE WOOD RIVER,MADISON,IL,38.83,-90.05,TEN INCH TREE ACROSS AND BLOCKING WANDA ROAD NEAR THE INTERSECTION WITH ILLINOIS 143. (LSX)
0330,UNK,1 NNW CHAPEL HILL,ORANGE,NC,35.93,-79.04,TWO TREES WERE REPORTED DOWN INSIDE THE CITY LIMITS. ONE ON MARTIN LUTHER KING JR BLVD AND THE OTHER NEAR THE INTERSECTION OF CASWELL AND CLAYTON ROADS. (RAH)
0330,UNK,FULTON,CALLAWAY,MO,38.85,-91.95,NUMEROUS TREES DOWN IN FULTON. (LSX)
0335,UNK,CRESTWOOD,ST. LOUIS,MO,38.56,-90.38,WINDOWS BLOWN OUT AT LOCAL ALDI SUPERMARKET. EVENT ESTIMATED FROM RADAR. (LSX)
0350,UNK,COLUMBIA,BOONE,MO,38.95,-92.33,THE EVENT OCCURED 1050 PM SUNDAY 10 MILES EAST OF COLUMBIA MISSOURI AT MILE MARKER 137 AT MILLERSBURG EXIT. FOUR AUTOS DAMAGED. DAMAGE TO A LARGE STEEL STORAGE EQUIPTME (LSX)
0350,UNK,HALLSVILLE,BOONE,MO,39.12,-92.22,TREES DOWN IN HALLSVILLE AREA. (LSX)
0416,UNK,7 NNW CARRINGTON,CALLAWAY,MO,38.9,-92.12,SEVERAL BUILDINGS IN MILLERSBURG SUSTAINED MINOR STRUCTURAL DAMAGE...INCLUDING DOORS BLOWN IN. ALSO...NUMEROUS TREES WERE BLOWN DOWN COUNTYWIDE. (LSX)
0420,UNK,5 N OWENSVILLE,GASCONADE,MO,38.42,-91.5,LARGE LIMBS DOWN NEAR HIGHWAY 19 AND BRINKMAN ROAD (LSX)
0440,UNK,2 NW CARTHAGE,MOORE,NC,35.36,-79.44,SEVERAL LARGE TREES DOWN BLOCKING HIGHWAY 24 ABOUT 1 MILE WEST OF CARTHAGE. (RAH)
0815,60,5 ESE U L BEND,GARFIELD,MT,47.46,-107.78,(GGW)
1004,68,2 ESE WOLF POINT,ROOSEVELT,MT,48.08,-105.6,WIND GUST AT L M CLAYTON AIRPORT (GGW)
1105,60,15 SSE CULBERTSON,RICHLAND,MT,47.93,-104.45,(GGW)
1110,60,6 WSW BAINVILLE,ROOSEVELT,MT,48.11,-104.34,(GGW)
1155,66,WILLISTON,WILLIAMS,ND,48.16,-103.63,(BIS)
