-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
ROCK        49718.000    1995     1     1     0
ROCK        52274.750    2001    12    31    18
ROCK     -2533219.884 -4631543.705  3568400.368
50005.25     0.068123    -0.356550    -1.839938
50005.50     0.331689    -0.682814    -1.448565
50005.75     0.246560    -0.268029    -2.319361
50006.00     0.137228    -0.337217    -0.957596
50006.25    -0.255774    -0.294326    -0.561089
50006.50    -0.078568    -0.578472    -0.078214
50006.75    -0.247875    -0.119395    -0.996191
50007.00    -0.250826    -0.168282    -0.085430
50007.25    -0.801138    -0.022424    -0.266405
50007.50    -0.620391    -0.237645     0.138656
50007.75    -0.692121     0.250560    -0.823513
50008.00    -0.677252     0.269387    -0.011143
50008.25    -1.071087     0.274481    -0.130617
50008.50    -0.849800    -0.102416     0.152013
50008.75    -0.994351     0.246971    -1.324346
50009.00    -0.954025     0.068910    -0.793663
50009.25    -1.053040     0.067687    -1.787406
50009.50    -0.459614    -0.337075    -1.978591
50009.75    -0.096640     0.023896    -3.480696
50010.00     0.407360    -0.046667    -2.642875
50010.25     0.443426     0.002505    -2.794971
50010.50     1.003656    -0.371686    -1.977816
50010.75     1.093608     0.045145    -2.861482
50011.00     1.156619    -0.108554    -1.393190
50011.25     0.821116    -0.132400    -1.007645
50011.50     0.928435    -0.565045     0.107093
50011.75     0.314891    -0.220960    -0.266795
50012.00    -0.081565    -0.424672     1.266944
50012.25    -0.718914    -0.319248     1.190398
50012.50    -0.599795    -0.500433     1.144317
50012.75    -0.770675     0.077350    -0.417196
50013.00    -0.992400     0.129876    -0.016711
50013.25    -1.365645     0.437437    -0.790011
50013.50    -1.125257     0.161622    -0.522564
50013.75    -1.154906     0.607456    -1.875580
50014.00    -0.956514     0.530349    -0.892025
50014.25    -1.141585     0.593043    -1.251306
50014.50    -0.611212     0.161030    -0.648957
50014.75    -0.495697     0.551499    -1.752578
50015.00    -0.272250     0.340367    -0.445810
50015.25    -0.382135     0.399738    -0.526265
50015.50     0.076206     0.008711     0.280388
50015.75     0.065622     0.419276    -0.399902
50016.00     0.042782     0.379398     0.910464
50016.25    -0.216938     0.459808     1.078236
50016.50     0.180689     0.068028     1.796538
50016.75     0.236775     0.317273     1.064125
50017.00     0.335271     0.086883     2.018342
50017.25     0.060690     0.067996     1.828355
50017.50     0.291239    -0.368130     2.244747
50017.75     0.154543     0.010404     0.900371
50018.00     0.253770    -0.262218     1.864479
50018.25     0.048610    -0.246760     1.384953
50018.50     0.249507    -0.658380     1.568497
50018.75     0.046624    -0.304400     0.408656
50019.00    -0.090664    -0.447319     1.256141
50019.25    -0.506250    -0.390435     0.575429
50019.50    -0.382333    -0.747508     0.735934
50019.75    -0.571567    -0.408264    -0.491029
50020.00    -0.689556    -0.534453     0.386296
50020.25    -1.032296    -0.410700    -0.053280
50020.50    -0.694467    -0.769839     0.421393
50020.75    -0.677470    -0.372191    -0.605828
50021.00    -0.817028    -0.528247     0.492385
50021.25    -1.223558    -0.472531     0.255459
50021.50    -1.164574    -0.884576     0.909973
50021.75    -1.295890    -0.521421    -0.217385
50022.00    -1.228981    -0.633193     0.741919
50022.25    -1.513937    -0.570302     0.212127
50022.50    -1.085066    -0.948744     0.333792
50022.75    -1.077340    -0.556589    -1.070454
50023.00    -0.829184    -0.652462    -0.619893
50023.25    -0.872482    -0.481304    -1.346063
50023.50    -0.241202    -0.789608    -0.990666
50023.75    -0.173510    -0.220075    -2.363270
50024.00    -0.015838    -0.263544    -1.505484
50024.25    -0.199410    -0.049197    -1.996053
50024.50     0.110893    -0.386261    -1.496533
50024.75    -0.139550     0.095045    -2.470878
50025.00    -0.282982     0.002450    -1.012914
50025.25    -0.713678     0.200482    -1.112076
50025.50    -0.597563    -0.094926    -0.321070
50025.75    -0.893529     0.389464    -1.231711
50026.00    -0.931716     0.210726     0.091361
50026.25    -1.273681     0.289674    -0.115735
50026.50    -0.984515    -0.140188     0.515033
50026.75    -1.021727     0.239615    -0.676535
50027.00    -0.938243    -0.067787     0.476109
50027.25    -0.979262    -0.112757     0.219568
50027.50    -0.511039    -0.526529     0.498068
50027.75    -0.404172    -0.141322    -1.017033
50028.00    -0.028705    -0.211384    -0.693027
50028.25     0.054770    -0.033640    -1.582710
50028.50     0.553953    -0.355411    -1.566410
50028.75     0.537407     0.128629    -2.909793
50029.00     0.668768     0.052391    -1.957698
50029.25     0.378579     0.181601    -2.273694
50029.50     0.633793    -0.128183    -1.489404
50029.75     0.596936     0.264792    -2.004699
50030.00     0.599788     0.052825    -0.379088
50030.25     0.334587    -0.000884     0.145898
50030.50     0.657196    -0.481177     1.506359
50030.75     0.658493    -0.191738     1.027438
50031.00     0.750608    -0.373265     2.430642
50031.25     0.665395    -0.380096     2.269035
50031.50     1.087542    -0.708014     2.339992
50031.75     1.194245    -0.220894     0.623748
50032.00     1.337170    -0.170461     0.720435
50032.25     1.151551     0.128413    -0.304958
50032.50     1.392851    -0.160615     0.058211
50032.75     1.253494     0.253641    -1.248855
50033.00     1.228933     0.020658    -0.127908
50033.25     0.902593     0.047164    -0.320998
50033.50     1.108070    -0.333987    -0.240511
50033.75     0.946564     0.075657    -1.376109
50034.00     1.007495    -0.099772    -0.570951
50034.25     0.611260     0.011605    -1.122810
50034.50     0.689998    -0.241816    -1.052028
50034.75     0.351890     0.246428    -2.427720
50035.00     0.219473     0.116539    -1.525790
50035.25    -0.271360     0.130866    -1.610524
50035.50    -0.231944    -0.310380    -0.979238
50035.75    -0.442256    -0.062492    -1.634213
50036.00    -0.396156    -0.221509    -0.524715
50036.25    -0.686231    -0.199496    -0.622309
50036.50    -0.300040    -0.502155    -0.151766
50036.75    -0.247067    -0.064856    -1.176741
50037.00    -0.100368    -0.063342    -0.403235
50037.25    -0.333237     0.126210    -0.955513
50037.50    -0.121822    -0.077199    -0.828301
50037.75    -0.187087     0.470127    -2.299518
50038.00    -0.177747     0.450403    -1.674398
50038.25    -0.333767     0.602368    -2.068672
50038.50    -0.178918     0.382065    -1.583305
50038.75    -0.206143     0.841611    -2.736160
50039.00    -0.131659     0.674198    -1.648905
50039.25    -0.267654     0.701354    -1.546570
50039.50     0.029329     0.268546    -0.683479
50039.75     0.078420     0.518694    -1.498378
50040.00     0.171702     0.213430    -0.446528
50040.25    -0.016729     0.159883    -0.823455
50040.50     0.301664    -0.359240    -0.284200
50040.75    -0.130262     0.023809    -1.613290
50041.00    -0.513886    -0.077839    -1.103609
50041.25    -1.077904     0.158801    -2.000909
50041.50    -1.002848    -0.011847    -1.990638
50041.75    -1.333042     0.603294    -3.585209
50042.00    -1.445891     0.584586    -2.673770
50042.25    -1.829863     0.767955    -2.933599
50042.50    -1.744561     0.452967    -2.183561
50042.75    -1.828751     0.860339    -3.018129
50043.00    -1.659425     0.643601    -1.817821
50043.25    -1.714417     0.643295    -1.878341
50043.50    -1.380706     0.229000    -1.382783
50043.75    -1.211740     0.573595    -2.341069
50044.00    -0.886332     0.416089    -1.439504
50044.25    -0.756747     0.449255    -1.873289
50044.50    -0.326286     0.052336    -1.662837
50044.75    -0.076029     0.432214    -2.983734
50045.00     0.088923     0.304507    -2.231745
50045.25     0.069758     0.285317    -2.455762
50045.50     0.512458    -0.148164    -1.818218
50045.75     0.728608     0.096617    -2.669982
50046.00     1.042441    -0.082542    -1.459378
50046.25     0.960208    -0.020571    -1.613797
50046.50     1.327327    -0.404406    -0.634170
50046.75     1.361800    -0.122281    -1.384669
50047.00     1.385416    -0.339737    -0.127798
50047.25     1.021857    -0.354350    -0.040712
50047.50     1.175144    -0.753135     0.679155
50047.75     1.184892    -0.444617    -0.385628
50048.00     1.283645    -0.492594     0.243992
50048.25     0.938165    -0.483243    -0.060507
50048.50     1.083398    -0.763425     0.460654
50048.75     0.734943    -0.156596    -0.807668
50049.00     0.595855    -0.066085    -0.079501
50049.25     0.226652     0.214814    -0.440513
50049.50     0.236140     0.014306    -0.103924
50049.75    -0.098649     0.584809    -1.553923
50050.00    -0.427703     0.579152    -0.956642
50050.25    -0.956189     0.861607    -1.657643
50050.50    -0.867042     0.656037    -1.294624
50050.75    -1.226348     1.179168    -2.372920
50051.00    -1.384233     1.094238    -1.184638
50051.25    -1.705364     1.192250    -0.899904
50051.50    -1.438908     0.768319     0.138997
50051.75    -1.343642     1.043681    -0.488153
50052.00    -1.168965     0.840240     0.723709
50052.25    -1.431917     0.854576     0.843413
50052.50    -1.335750     0.521645     1.556435
50052.75    -1.457092     0.897336     0.637379
50053.00    -1.479867     0.789631     1.571682
50053.25    -1.868947     0.840704     0.874469
50053.50    -1.723005     0.477802     1.017229
50053.75    -1.974909     0.836259    -0.541350
50054.00    -2.040712     0.665267     0.022625
50054.25    -2.432364     0.740814    -0.839870
50054.50    -2.316187     0.457669    -1.043275
50054.75    -2.567617     0.906440    -2.289857
50055.00    -2.506370     0.873745    -1.489088
50055.25    -2.678322     0.977874    -1.556501
50055.50    -2.439936     0.602587    -1.007326
50055.75    -2.599019     0.958015    -2.156021
50056.00    -2.566348     0.748861    -1.362945
50056.25    -2.691826     0.770182    -2.047823
50056.50    -2.466910     0.423451    -1.679582
50056.75    -2.573782     0.805488    -2.660914
50057.00    -2.538967     0.655105    -1.710791
50057.25    -2.589154     0.665787    -2.106468
50057.50    -2.203245     0.311661    -1.864725
50057.75    -1.949593     0.627519    -2.876755
50058.00    -1.693902     0.465405    -1.798155
50058.25    -1.735508     0.471866    -1.920954
50058.50    -1.322836    -0.040072    -0.957760
50058.75    -1.222075     0.088373    -1.618947
50059.00    -1.092336    -0.152854    -0.711731
50059.25    -1.329263    -0.107593    -1.175208
50059.50    -1.280910    -0.384845    -1.043898
50059.75    -1.603151     0.062231    -2.412623
50060.00    -1.754215     0.083780    -1.989523
50060.25    -2.236305     0.263078    -2.665567
50060.50    -2.183105     0.029549    -2.542138
50060.75    -2.232128     0.568541    -3.972287
50061.00    -2.034209     0.390513    -2.990631
50061.25    -2.094167     0.595449    -3.409033
50061.50    -1.832926     0.395186    -2.784954
50061.75    -1.913558     0.979192    -3.740600
50062.00    -1.922307     0.908500    -2.575229
50062.25    -2.234526     1.051660    -2.571699
50062.50    -2.235440     0.787366    -1.826745
50062.75    -2.565498     1.149912    -2.606745
50063.00    -2.572586     1.049314    -1.545754
50063.25    -2.912546     1.050751    -1.160896
50063.50    -2.740648     0.647663     0.065990
50063.75    -2.604388     0.925601    -0.211230
50064.00    -2.191642     0.646456     1.082177
50064.25    -2.081123     0.529447     0.938738
50064.50    -1.645533     0.103139     1.248940
50064.75    -1.378535     0.260501     0.197481
50065.00    -1.076015     0.056766     0.845334
50065.25    -1.003386     0.063178     0.106146
50065.50    -0.303487    -0.269502     0.063791
50065.75    -0.092032     0.182549    -1.861851
50066.00     0.176309     0.186408    -1.718326
50066.25    -0.116745     0.271226    -2.345911
50066.50    -0.121663     0.018447    -1.966802
50066.75    -0.541206     0.410560    -2.847208
50067.00    -0.779129     0.187996    -1.455021
50067.25    -1.301749     0.136696    -0.988467
50067.50    -1.236073    -0.265472    -0.173261
50067.75    -1.277326    -0.006123    -0.950720
50068.00    -1.085618    -0.178648     0.094015
50068.25    -1.303246    -0.148673    -0.383808
50068.50    -1.031549    -0.478343    -0.056150
50068.75    -0.955282    -0.127730    -1.000580
50069.00    -0.882253    -0.262292    -0.140483
50069.25    -1.183828    -0.135122    -0.253416
50069.50    -0.921190    -0.450336     0.475275
50069.75    -0.988901     0.006394    -0.750359
50070.00    -0.910906    -0.013317    -0.370618
50070.25    -1.097430     0.042076    -0.666060
50070.50    -0.807938    -0.238854    -0.240573
50070.75    -0.904912     0.167465    -1.330334
50071.00    -0.836321     0.100548    -0.489201
50071.25    -1.039047     0.144220    -0.628858
50071.50    -0.721818    -0.236800    -0.070010
50071.75    -0.765441     0.129129    -1.082239
50072.00    -0.718459     0.034298    -0.318989
50072.25    -0.961141     0.130873    -0.747256
50072.50    -0.667019    -0.223845    -0.303098
50072.75    -0.708539     0.180000    -1.546103
50073.00    -0.582944     0.094701    -0.942733
50073.25    -0.870164     0.219158    -1.520685
50073.50    -0.541508    -0.033383    -1.078074
50073.75    -0.447361     0.356883    -2.018003
50074.00    -0.215616     0.304682    -1.207668
50074.25    -0.195823     0.338845    -1.175966
50074.50     0.113595    -0.019011    -0.364852
50074.75     0.202606     0.338759    -1.294179
50075.00     0.271662     0.330518    -0.655680
50075.25     0.162277     0.425955    -1.242484
50075.50     0.302964     0.221078    -1.161221
50075.75     0.319703     0.708517    -2.485407
50076.00     0.304675     0.733007    -1.930673
50076.25     0.070073     0.826504    -2.484157
50076.50     0.360417     0.575344    -2.254359
50076.75     0.277638     1.012665    -3.483557
50077.00     0.318209     0.919457    -2.623098
50077.25     0.050490     0.950694    -2.895922
50077.50     0.369643     0.543141    -2.229854
50077.75     0.295985     0.868803    -3.186814
50078.00     0.185188     0.743344    -2.458279
50078.25    -0.066651     0.827415    -2.640415
50078.50     0.170966     0.495516    -2.009815
50078.75     0.100852     0.846350    -3.042498
50079.00     0.212836     0.677234    -2.049591
50079.25    -0.009412     0.650410    -2.069953
50079.50     0.192149     0.208582    -1.093977
50079.75     0.202061     0.458663    -1.656837
50080.00     0.228308     0.396745    -0.709977
50080.25     0.097872     0.423792    -0.995769
50080.50     0.547838     0.020492    -0.112421
50080.75     0.594711     0.323885    -0.914590
50081.00     0.713840     0.177047     0.157790
50081.25     0.678351     0.089814     0.247602
50081.50     1.163194    -0.305538     0.905318
50081.75     1.273660     0.008509    -0.080251
50082.00     1.465465    -0.053380     0.696303
50082.25     1.207222    -0.068986     0.336513
50082.50     1.370122    -0.519305     0.812168
50082.75     1.041620    -0.227417    -0.209472
50083.00     0.868677    -0.317735     0.560419
50083.25     0.581666    -0.074444    -0.473751
50083.50     0.744533    -0.305476    -0.574919
50083.75     0.590515     0.188506    -1.984121
50084.00     0.520853     0.142248    -1.038369
50084.25     0.280153     0.210250    -0.907421
50084.50     0.478926    -0.088987    -0.411241
50084.75     0.372890     0.323958    -1.504388
50085.00     0.323855     0.194145    -0.497753
50085.25    -0.128040     0.230198    -0.523632
50085.50    -0.101941    -0.244221     0.387761
50085.75    -0.423156    -0.064496    -0.281809
50086.00    -0.475959    -0.315472     0.509351
50086.25    -0.819924    -0.366960     0.400278
50086.50    -0.612775    -0.747714     0.770751
50086.75    -0.695208    -0.315480    -0.671932
50087.00    -0.586449    -0.242272    -0.486038
50087.25    -0.612712    -0.154539    -1.042719
50087.50    -0.330372    -0.365336    -1.057387
50087.75    -0.391711     0.061304    -2.350338
50088.00    -0.402383     0.119815    -1.812078
50088.25    -0.482494     0.364962    -2.599997
50088.50    -0.262352     0.279378    -2.623640
50088.75    -0.116718     0.797502    -3.781547
50089.00    -0.065449     0.863344    -2.868622
50089.25    -0.135294     0.897751    -2.522971
50089.50     0.050234     0.650380    -1.829670
50089.75    -0.007328     0.972439    -2.615047
50090.00     0.040035     0.827035    -1.225701
50090.25    -0.130942     0.801782    -0.945678
50090.50     0.009274     0.368255     0.055932
50090.75    -0.066228     0.687173    -0.846083
50091.00     0.084890     0.592269     0.088041
50091.25    -0.036961     0.665016    -0.194990
50091.50     0.297562     0.333784     0.132613
50091.75     0.284497     0.748171    -0.951071
50092.00     0.273219     0.665197    -0.197029
50092.25     0.101133     0.635760    -0.436545
50092.50     0.074513     0.299434    -0.202566
50092.75    -0.052649     0.754132    -1.750963
50093.00    -0.126184     0.834057    -1.341385
50093.25    -0.321154     1.006295    -2.125074
50093.50    -0.290374     0.767675    -2.110069
50093.75    -0.383920     1.128448    -3.521753
50094.00    -0.392614     1.024386    -2.686157
50094.25    -0.528419     0.972254    -2.657179
50094.50    -0.435296     0.606473    -2.016003
50094.75    -0.554868     0.870818    -2.730545
50095.00    -0.506256     0.719734    -1.608440
50095.25    -0.806794     0.591181    -1.319035
50095.50    -0.861265     0.131816    -0.565820
50095.75    -0.983628     0.340124    -1.311620
50096.00    -1.126329     0.234592    -0.354466
50096.25    -1.246217     0.208521    -0.565441
50096.50    -1.006952    -0.075937    -0.266768
50096.75    -0.727841     0.326138    -1.658855
50097.00    -0.662127     0.336954    -1.082618
50097.25    -0.677120     0.372858    -1.315499
50097.50    -0.480250     0.092580    -0.754024
50097.75    -0.520910     0.418302    -1.651011
50098.00    -0.579260     0.300142    -0.561946
50098.25    -0.770467     0.228808    -0.195972
50098.50    -0.738106    -0.145289     0.837539
50098.75    -0.886895     0.218753     0.583047
50099.00    -0.956684     0.083211     2.475548
50099.25    -1.073216    -0.046176     2.946723
50099.50    -0.731766    -0.465379     3.135414
50099.75    -0.456295    -0.098452     1.228870
50100.00    -0.488741    -0.040916     0.975404
50100.25    -0.729248     0.156307    -0.491866
50100.50    -0.637652    -0.118435    -0.461099
50100.75    -0.730472     0.264032    -1.560648
50101.00    -0.944861     0.135314    -0.262725
50101.25    -1.107893     0.065441     0.177390
50101.50    -0.880611    -0.422038     0.990749
50101.75    -0.864523    -0.113813    -0.128622
50102.00    -0.688991    -0.195031     0.506798
50102.25    -0.719026    -0.076615    -0.189963
50102.50    -0.593049    -0.297809    -0.355402
50102.75    -0.659766     0.147746    -1.445706
50103.00    -0.793694     0.195689    -0.362139
50103.25    -1.116126     0.235114    -0.231621
50103.50    -1.025011    -0.094365     0.430214
50103.75    -1.128693     0.233878    -0.324316
50104.00    -1.201727     0.186698     0.538993
50104.25    -1.534478     0.179792     0.563210
50104.50    -1.399921    -0.058154     0.733767
50104.75    -1.313011     0.334193    -0.649234
50105.00    -1.299605     0.346294    -0.364628
50105.25    -1.452215     0.486314    -0.960029
50105.50    -1.219957     0.186833    -0.820140
50105.75    -1.137047     0.524414    -2.210879
50106.00    -1.097271     0.496260    -1.527638
50106.25    -1.298547     0.457808    -1.258651
50106.50    -1.208814     0.114587    -0.541095
50106.75    -1.225863     0.385983    -1.253452
50107.00    -1.195999     0.285101    -0.315778
50107.25    -1.555948     0.236373    -0.139126
50107.50    -1.552667    -0.242469     0.862866
50107.75    -1.484374    -0.087703     0.174627
50108.00    -1.319844    -0.071558     0.452213
50108.25    -1.225848    -0.011613    -0.189919
50108.50    -0.797067    -0.326481     0.118857
50108.75    -0.552791     0.158722    -1.265139
50109.00    -0.349606     0.204193    -0.639932
50109.25    -0.358556     0.348392    -0.774443
50109.50     0.007036     0.099155    -0.035327
50109.75     0.199265     0.460218    -0.388948
50110.00     0.312109     0.353915     0.966818
50110.25     0.273361     0.281415     1.249500
50110.50     0.533584    -0.079614     1.439968
50110.75     0.682817     0.299117     0.059879
50111.00     0.724469     0.171003     1.009852
50111.25     0.282374     0.177539     0.858986
50111.50     0.304695    -0.162930     1.092440
50111.75     0.091652     0.138919    -0.150557
50112.00    -0.172720     0.035074     0.743919
50112.25    -0.503870     0.023527     0.519227
50112.50    -0.159945    -0.424690     0.767011
50112.75    -0.218861     0.038735    -0.350491
50113.00    -0.167772    -0.102173     0.820554
50113.25    -0.382210    -0.068617     0.813715
50113.50     0.001634    -0.471115     1.614406
50113.75    -0.074959    -0.071690     1.223999
50114.00    -0.000854    -0.343586     2.688832
50114.25    -0.262550    -0.416397     2.553928
50114.50     0.180779    -0.844911     2.821291
50114.75     0.204028    -0.305326     1.313318
50115.00     0.393011    -0.501786     2.172698
50115.25     0.263629    -0.404314     1.276379
50115.50     0.834469    -0.716893     1.157665
50115.75     0.846749    -0.160736    -0.120453
50116.00     1.092487    -0.266978     0.451535
50116.25     0.912582    -0.029024    -0.669662
50116.50     1.327774    -0.256890    -1.079451
50116.75     1.286187     0.371150    -2.479070
50117.00     1.216472     0.343847    -1.805392
50117.25     0.941247     0.495937    -2.468516
50117.50     1.267851     0.191584    -2.178619
50117.75     1.194377     0.789642    -3.491151
50118.00     1.110191     0.603057    -2.108003
50118.25     0.973843     0.726163    -2.467006
50118.50     1.490100     0.385941    -1.836412
50118.75     1.488760     0.982043    -2.773782
50119.00     1.640491     0.834986    -1.359562
50119.25     1.671561     0.841934    -1.489500
50119.50     2.146158     0.308887    -0.714822
50119.75     2.056708     0.733401    -1.476773
50120.00     2.142584     0.475731     0.428093
50120.25     2.021814     0.506527     0.323620
50120.50     2.422824     0.048604     1.015890
50120.75     2.269517     0.502741     0.248672
50121.00     2.085688     0.279095     1.672339
50121.25     1.836570     0.404730     1.167240
50121.50     2.052633     0.034596     2.042392
50121.75     1.913983     0.609172     1.024491
50122.00     1.848994     0.415658     2.260550
50122.25     1.607737     0.338182     2.185240
50122.50     1.944306    -0.202780     2.520877
50122.75     1.902392     0.164195     1.242216
50123.00     1.977147    -0.119823     2.125296
50123.25     1.977698    -0.275408     1.531919
50123.50     2.480540    -0.794306     1.628728
50123.75     2.445276    -0.404394     0.222789
50124.00     2.597006    -0.654979     0.983298
50124.25     2.237680    -0.538696    -0.025822
50124.50     2.351245    -0.910892    -0.077658
50124.75     2.043875    -0.396767    -1.493433
50125.00     1.872477    -0.527576    -0.439457
50125.25     1.542179    -0.443461    -1.037634
50125.50     1.683888    -0.776349    -0.433469
50125.75     1.495594    -0.192646    -1.682675
50126.00     1.166493    -0.270651    -0.503042
50126.25     0.876562    -0.166404    -1.095939
50126.50     1.093870    -0.478020    -0.728285
50126.75     0.840278     0.039983    -1.635463
50127.00     0.543639    -0.078601    -0.373863
50127.25    -0.082283     0.051783    -0.961792
50127.50    -0.215883    -0.259464    -0.756040
50127.75    -0.888000     0.275521    -2.043329
50128.00    -1.221456     0.101937    -1.220458
50128.25    -1.599273     0.122546    -1.969148
50128.50    -1.415483    -0.244327    -1.697534
50128.75    -1.414341     0.241998    -2.674080
50129.00    -1.330645     0.030384    -1.411516
50129.25    -1.437932     0.104132    -2.196103
50129.50    -0.948346    -0.309608    -1.903097
50129.75    -0.947996     0.189992    -2.810483
50130.00    -0.848646     0.043835    -1.440272
50130.25    -1.029187     0.235349    -1.682075
50130.50    -0.679208    -0.010718    -1.252247
50130.75    -0.883711     0.664247    -2.280868
50131.00    -1.035897     0.648502    -0.799331
50131.25    -1.499126     0.887830    -0.619895
50131.50    -1.269092     0.665027     0.101315
50131.75    -1.372453     1.242497    -0.276193
50132.00    -1.477103     1.082144     1.865000
50132.25    -1.726932     1.172445     2.055818
50132.50    -1.505978     0.822608     3.279362
50132.75    -1.520156     1.286848     2.565833
50133.00    -1.415690     0.999528     3.670426
50133.25    -1.547408     1.005465     2.954131
50133.50    -1.089093     0.493398     3.047516
50133.75    -1.125801     0.947076     1.526670
50134.00    -0.934791     0.720278     2.059138
50134.25    -1.099250     0.740195     1.362982
50134.50    -0.686750     0.310551     1.727368
50134.75    -0.719814     0.718525     0.851970
50135.00    -0.577704     0.469460     2.062397
50135.25    -0.831875     0.496624     1.722657
50135.50    -0.617217     0.108630     1.934241
50135.75    -0.704351     0.612997     0.287361
50136.00    -0.647000     0.448174     0.888488
50136.25    -0.996944     0.526788     0.029148
50136.50    -0.806076     0.148207     0.276330
50136.75    -1.073554     0.608989    -0.788812
50137.00    -1.251440     0.390090     0.546257
50137.25    -1.578027     0.351288     0.321687
50137.50    -1.267616    -0.152945     0.989519
50137.75    -1.408679     0.191472     0.407958
50138.00    -1.440900    -0.077512     1.532070
50138.25    -1.555176    -0.069010     1.210274
50138.50    -1.132829    -0.586296     1.864231
50138.75    -1.071019    -0.146198     0.882744
50139.00    -1.012267    -0.336701     2.033689
50139.25    -1.296301    -0.387193     2.103768
50139.50    -0.958463    -0.814024     2.470545
50139.75    -0.986853    -0.254483     0.760665
50140.00    -0.984425    -0.359460     1.177259
50140.25    -1.357803    -0.219938     0.108271
50140.50    -1.151576    -0.538051     0.179616
50140.75    -1.382913     0.084173    -1.185361
50141.00    -1.407654    -0.003240    -0.067669
50141.25    -1.617219     0.149330    -0.795174
50141.50    -1.147472    -0.124543    -0.562379
50141.75    -1.137069     0.499803    -2.232602
50142.00    -0.935600     0.339352    -1.284363
50142.25    -0.982747     0.431924    -1.779166
50142.50    -0.495632    -0.008812    -1.374330
50142.75    -0.300851     0.396681    -2.396362
50143.00     0.069587     0.078580    -1.343776
50143.25    -0.095778     0.098865    -1.963421
50143.50     0.273200    -0.316820    -1.579600
50143.75     0.264295     0.162544    -2.622772
50144.00     0.179427    -0.162416    -1.323861
50144.25    -0.190039    -0.237009    -1.363221
50144.50     0.155999    -0.761769    -0.657545
50144.75     0.012700    -0.365488    -1.210327
50145.00     0.028144    -0.601381    -0.039373
50145.25    -0.165344    -0.557491    -0.317593
50145.50     0.275713    -0.991295     0.328859
50145.75    -0.044213    -0.389718    -0.765510
50146.00    -0.121399    -0.561999     0.449168
50146.25    -0.338865    -0.456085     0.137192
50146.50    -0.141239    -0.808209     0.787323
50146.75    -0.351372    -0.280208    -0.205006
50147.00    -0.601612    -0.474446     1.256166
50147.25    -1.133288    -0.431200     0.840109
50147.50    -0.924785    -0.844034     1.073803
50147.75    -0.953289    -0.352375    -0.576552
50148.00    -0.968761    -0.570115     0.168885
50148.25    -1.145006    -0.451188    -1.189258
50148.50    -0.905728    -0.676074    -1.544195
50148.75    -1.103154     0.010160    -3.768235
50149.00    -1.341861     0.092502    -3.482244
50149.25    -1.603176     0.408312    -4.682695
50149.50    -1.280914     0.172628    -4.646654
50149.75    -1.467188     0.760302    -5.657802
50150.00    -1.558324     0.588746    -4.135532
50150.25    -1.890893     0.648523    -4.137988
50150.50    -1.614953     0.301033    -3.446217
50150.75    -1.679497     0.803955    -4.005930
50151.00    -1.696549     0.522896    -2.265124
50151.25    -1.880064     0.585544    -2.407835
50151.50    -1.570850     0.179380    -1.760244
50151.75    -1.664617     0.614438    -2.408645
50152.00    -1.500155     0.328750    -1.202781
50152.25    -1.424021     0.295595    -1.831669
50152.50    -0.831779    -0.227136    -1.371929
50152.75    -0.705463     0.239174    -2.415610
50153.00    -0.579523     0.025541    -1.462086
50153.25    -0.475939     0.087542    -2.249328
50153.50    -0.031446    -0.310888    -1.745743
50153.75     0.009089     0.164171    -2.469066
50154.00     0.100146    -0.060246    -1.066583
50154.25    -0.285006     0.097087    -1.442922
50154.50    -0.358292    -0.284239    -0.346176
50154.75    -0.840959     0.243317    -0.606683
50155.00    -1.206131    -0.014169     1.009807
50155.25    -1.689236    -0.079371     1.323815
50155.50    -1.410434    -0.528453     1.901481
50155.75    -1.317169    -0.187208     1.263112
50156.00    -1.158814    -0.413752     1.999925
50156.25    -1.034503    -0.393005     0.842736
50156.50    -0.456531    -0.895636     1.026396
50156.75    -0.359789    -0.416837    -0.397172
50157.00    -0.305415    -0.572401     0.296738
50157.25    -0.499358    -0.455357    -0.566124
50157.50    -0.305199    -0.821805    -0.243467
50157.75    -0.635713    -0.290419    -1.306821
50158.00    -0.896476    -0.468075    -0.113311
50158.25    -1.226028    -0.374244    -0.381388
50158.50    -0.920718    -0.725200     0.083689
50158.75    -1.009520    -0.130524    -0.907235
50159.00    -1.046202    -0.259374     0.024341
50159.25    -1.273947    -0.203646    -0.735063
50159.50    -1.046079    -0.648373    -0.565141
50159.75    -1.170821    -0.209717    -1.740978
50160.00    -1.219383    -0.516153    -0.530260
50160.25    -1.311804    -0.493200    -1.414614
50160.50    -0.933247    -0.888319    -1.402934
50160.75    -1.000755    -0.409773    -2.520549
50161.00    -1.038795    -0.645477    -1.176734
50161.25    -1.136766    -0.527136    -1.800856
50161.50    -0.711168    -0.885823    -1.241825
50161.75    -0.751849    -0.325342    -2.663248
50162.00    -0.860354    -0.474142    -1.614211
