-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SOL1        49718.000    1995     1     1     0
SOL1        52274.750    2001    12    31    18
SOL1      1173608.863 -4871160.862  3933263.105
50097.00    -1.419978    -0.401133     1.187555
50097.25    -1.057662    -0.519030     0.218463
50097.50    -0.573431    -0.510774    -0.872014
50097.75    -0.429426    -0.784540    -2.771931
50098.00    -0.049492    -0.781909    -3.914167
50098.25    -0.027472    -0.666555    -4.347209
50098.50    -0.026860    -0.413069    -3.916967
50098.75    -0.318545    -0.444563    -3.333034
50099.00    -0.223272    -0.331135    -1.929556
50099.25    -0.466899    -0.306212    -0.924542
50099.50    -0.496848    -0.216910    -0.455393
50099.75    -0.581975    -0.344067    -1.051377
50100.00    -0.383273    -0.259756    -1.582739
50100.25    -0.551141    -0.191182    -2.271690
50100.50    -0.542214     0.043939    -1.859508
50100.75    -0.808221     0.140123    -1.088205
50101.00    -0.792435     0.390167     0.557576
50101.25    -1.014020     0.582365     2.458143
50101.50    -1.193279     0.824105     4.569727
50101.75    -1.684470     0.344525     4.826553
50102.00    -1.192010    -0.210478     1.953086
50102.25    -0.929114    -0.468540    -0.774257
50102.50    -0.628866    -0.513517    -2.713054
50102.75    -0.607076    -0.630264    -3.937607
50103.00    -0.328767    -0.573503    -4.136132
50103.25    -0.358521    -0.514028    -4.371825
50103.50    -0.278274    -0.417590    -4.315923
50103.75    -0.587907    -0.590567    -4.432730
50104.00    -0.557535    -0.669140    -4.401320
50104.25    -0.788510    -0.736790    -4.625890
50104.50    -0.784277    -0.673125    -4.533617
50104.75    -1.084725    -0.738132    -4.155783
50105.00    -1.107554    -0.682280    -3.396167
50105.25    -1.268784    -0.639749    -2.773772
50105.50    -1.142399    -0.370015    -1.814921
50105.75    -1.246944    -0.297721    -1.380034
50106.00    -1.077783    -0.076257    -0.379494
50106.25    -1.299098     0.194235     1.317404
50106.50    -1.471018     0.466430     3.133932
50106.75    -1.910014     0.230128     4.221719
50107.00    -1.534371    -0.253212     2.661525
50107.25    -1.380156    -0.585094    -0.006112
50107.50    -1.023604    -0.609314    -2.035471
50107.75    -0.852361    -0.701886    -3.670035
50108.00    -0.512149    -0.627617    -4.297103
50108.25    -0.346076    -0.563395    -4.905421
50108.50     0.031678    -0.388166    -4.957526
50108.75     0.072174    -0.405835    -4.874182
50109.00     0.383527    -0.205748    -3.961387
50109.25     0.175182     0.019226    -2.132095
50109.50     0.010691     0.248417     0.375296
50109.75    -0.242216    -0.170845     1.918891
50110.00     0.157559    -0.588046     0.931963
50110.25     0.354830    -0.897452    -0.581303
50110.50     0.784578    -0.915900    -2.147921
50110.75     0.927543    -0.980451    -3.291919
50111.00     1.281278    -0.742919    -3.242646
50111.25     1.101068    -0.578247    -3.397158
50111.50     0.952760    -0.288305    -2.847924
50111.75     0.362161    -0.254802    -2.243706
50112.00     0.194117    -0.297475    -1.402404
50112.25    -0.053511    -0.355754    -1.451625
50112.50     0.015762    -0.128996    -0.852018
50112.75    -0.246006    -0.276136    -0.816392
50113.00    -0.027689    -0.169027     0.028625
50113.25    -0.232487    -0.086278     0.943820
50113.50     0.038519     0.060927     1.302206
50113.75    -0.130972    -0.191281     0.571697
50114.00     0.249949    -0.197586     0.014624
50114.25     0.155790    -0.250780    -0.893347
50114.50     0.398351    -0.139757    -1.353935
50114.75     0.198284    -0.335552    -1.809037
50115.00     0.535312    -0.296225    -1.610429
50115.25     0.454282    -0.348219    -1.686485
50115.50     0.785621    -0.245730    -1.261522
50115.75     0.676732    -0.470822    -1.714162
50116.00     1.082116    -0.358001    -1.161663
50116.25     0.806745    -0.410253    -1.101933
50116.50     0.888730    -0.379516    -1.585554
50116.75     0.618963    -0.642143    -2.280762
50117.00     0.802094    -0.706161    -2.720671
50117.25     0.596014    -0.805945    -3.150463
50117.50     0.766404    -0.783525    -3.764389
50117.75     0.499637    -1.068356    -4.629568
50118.00     0.682065    -1.103517    -4.964139
50118.25     0.686701    -1.172880    -5.607991
50118.50     1.028170    -0.952910    -5.160112
50118.75     0.773527    -1.026706    -4.568318
50119.00     1.192108    -0.923179    -3.656681
50119.25     1.380879    -0.880694    -3.698334
50119.50     1.716598    -0.692340    -3.823666
50119.75     1.549897    -0.780595    -4.123892
50120.00     1.945542    -0.553270    -3.286330
50120.25     1.877588    -0.408071    -2.612903
50120.50     1.935994    -0.076866    -1.366815
50120.75     1.481774    -0.150702    -0.398078
50121.00     1.533379    -0.039036     0.727854
50121.25     1.288038    -0.021680     1.556986
50121.50     1.405302     0.229394     2.893929
50121.75     1.079462     0.120905     3.697398
50122.00     1.250298     0.235647     4.939788
50122.25     1.200799     0.200150     5.254810
50122.50     1.455340     0.331901     5.176405
50122.75     1.299459     0.066171     4.297727
50123.00     1.626253     0.068433     3.615136
50123.25     1.663856     0.117528     3.239044
50123.50     1.944360     0.369935     3.375860
50123.75     1.681366     0.315022     3.531197
50124.00     1.892260     0.453316     4.602084
50124.25     1.393603     0.396520     5.146236
50124.50     1.261501     0.560114     5.969784
50124.75     0.937998     0.192130     5.012874
50125.00     1.025313     0.045617     4.535492
50125.25     0.822026    -0.192085     3.269788
50125.50     0.911853    -0.097169     2.858005
50125.75     0.660846    -0.344828     1.923016
50126.00     0.697925    -0.358151     1.380227
50126.25     0.340489    -0.403345     0.840433
50126.50     0.329676    -0.260752     0.723531
50126.75    -0.148717    -0.229259     1.350779
50127.00    -0.203876     0.070005     2.452905
50127.25    -0.891191     0.347921     3.925557
50127.50    -1.385015     0.600639     5.309924
50127.75    -2.103290     0.392986     4.987627
50128.00    -1.935242     0.332617     3.976479
50128.25    -2.103757     0.264009     2.964185
50128.50    -1.918599     0.402068     2.543686
50128.75    -1.955492     0.115838     1.544728
50129.00    -1.582589     0.143931     1.133844
50129.25    -1.596337     0.125742     0.532651
50129.50    -1.393262     0.404317     1.323140
50129.75    -1.722420     0.170066     1.593393
50130.00    -1.684434     0.155515     1.943078
50130.25    -1.957840     0.030524     1.887239
50130.50    -1.895755     0.170729     2.068291
50130.75    -2.273800    -0.009539     2.318494
50131.00    -2.083518     0.016402     3.177560
50131.25    -2.263710    -0.131107     3.297943
50131.50    -2.115507    -0.162010     2.913182
50131.75    -2.025830    -0.389293     1.641417
50132.00    -1.496133    -0.244241     1.447068
50132.25    -1.230734    -0.242720     0.480770
50132.50    -0.810077    -0.045836     0.151172
50132.75    -0.807037    -0.177921    -0.356622
50133.00    -0.402173     0.009576     0.092243
50133.25    -0.412194    -0.066625    -0.417282
50133.50    -0.205423     0.149976    -0.181674
50133.75    -0.411596    -0.084344    -0.607382
50134.00    -0.208621    -0.056034    -0.185353
50134.25    -0.297378    -0.170861    -0.624696
50134.50    -0.002358    -0.103758    -0.851160
50134.75    -0.096554    -0.248166    -1.183079
50135.00     0.279336    -0.139860    -0.713670
50135.25     0.085479    -0.132758    -0.676748
50135.50     0.011451     0.083207    -0.229128
50135.75    -0.507908    -0.021169     0.005259
50136.00    -0.438009     0.106187     0.664547
50136.25    -0.853738     0.135292     0.804951
50136.50    -0.880968     0.347871     1.300088
50136.75    -1.361910     0.257614     1.549767
50137.00    -1.413645     0.341089     2.347241
50137.25    -1.764317     0.215991     2.629213
50137.50    -1.709596     0.100225     2.903317
50137.75    -1.839435    -0.336055     1.549322
50138.00    -1.594192    -0.379028     1.280321
50138.25    -1.501415    -0.526033     0.409960
50138.50    -1.187975    -0.355631     0.329057
50138.75    -1.217576    -0.509047     0.088594
50139.00    -0.824124    -0.339209     0.559268
50139.25    -0.786075    -0.260776     0.286374
50139.50    -0.584881    -0.007211     0.681369
50139.75    -0.866387    -0.111105     0.530302
50140.00    -0.672388    -0.011105     0.622247
50140.25    -0.980696    -0.052960    -0.007401
50140.50    -1.024633     0.115977     0.121154
50140.75    -1.571476    -0.041864     0.181506
50141.00    -1.549378     0.037046     1.493453
50141.25    -1.953601    -0.016097     2.366023
50141.50    -1.872512    -0.036937     3.110935
50141.75    -2.129602    -0.443407     2.408755
50142.00    -1.668623    -0.536859     2.064546
50142.25    -1.477824    -0.715607     0.408503
50142.50    -1.128463    -0.577781    -0.232899
50142.75    -1.082107    -0.648406    -0.579589
50143.00    -0.588803    -0.397788     0.073759
50143.25    -0.723306    -0.260447     0.032076
50143.50    -0.577824     0.044092     0.375265
50143.75    -0.779724     0.109824     0.984858
50144.00    -0.534976     0.327312     1.399843
50144.25    -0.723801     0.465426     1.612770
50144.50    -0.573075     0.735697     2.342849
50144.75    -0.911151     0.572584     2.520227
50145.00    -0.714434     0.536515     2.592326
50145.25    -0.858043     0.324200     2.106020
50145.50    -0.582583     0.218801     1.441722
50145.75    -0.742838    -0.358688    -0.866132
50146.00    -0.318484    -0.483450    -2.451880
50146.25    -0.203456    -0.626501    -3.784477
50146.50     0.015633    -0.554618    -4.385698
50146.75    -0.217733    -0.645150    -4.418348
50147.00    -0.060087    -0.309384    -3.244385
50147.25    -0.502233    -0.160582    -2.735253
50147.50    -0.761309     0.148627    -1.341246
50147.75    -1.229965     0.067059    -0.469460
50148.00    -1.171688     0.246843     0.705318
50148.25    -1.522036     0.242255     0.709580
50148.50    -1.567933     0.461746     1.153806
50148.75    -2.092508     0.206488     0.745983
50149.00    -2.156017     0.038325     0.432547
50149.25    -2.344099    -0.117341    -0.469231
50149.50    -2.294449     0.033755    -0.244281
50149.75    -2.635069    -0.272727    -0.193390
50150.00    -2.428093    -0.425696    -0.251496
50150.25    -2.627865    -0.590056    -0.603907
50150.50    -2.598853    -0.624807    -0.770745
50150.75    -2.757062    -0.971190    -1.432967
50151.00    -2.281050    -1.017019    -2.157768
50151.25    -2.077472    -1.223559    -3.704882
50151.50    -1.707661    -1.117217    -4.431846
50151.75    -1.532342    -1.322697    -5.581015
50152.00    -0.919865    -1.258728    -6.255240
50152.25    -0.598382    -1.329847    -7.876096
50152.50    -0.093783    -1.210003    -8.733696
50152.75    -0.087133    -1.366256    -9.217193
50153.00     0.156070    -1.239384    -8.624866
50153.25     0.171178    -1.216703    -8.375378
50153.50     0.349132    -0.930058    -7.532816
50153.75     0.147599    -0.957149    -6.666582
50154.00     0.237794    -0.683476    -4.654395
50154.25    -0.138257    -0.607686    -3.667340
50154.50    -0.359704    -0.381336    -2.905405
50154.75    -0.818983    -0.450493    -2.421335
50155.00    -0.946799    -0.268249    -1.534236
50155.25    -1.208251    -0.256180    -1.594485
50155.50    -1.127101    -0.070294    -1.336220
50155.75    -1.180469    -0.140958    -0.994713
50156.00    -0.928925     0.020887    -0.082705
50156.25    -0.943203     0.058866     0.218256
50156.50    -0.725918     0.246774     0.734242
50156.75    -0.885099     0.136308     1.117935
50157.00    -0.648820     0.268706     1.998203
50157.25    -0.813814     0.322026     2.293850
50157.50    -0.883518     0.612165     3.154555
50157.75    -1.343842     0.573074     3.830848
50158.00    -1.305481     0.537891     3.966532
50158.25    -1.375069     0.438558     3.010411
50158.50    -1.126812     0.434702     1.685391
50158.75    -1.279639     0.243007     1.003384
50159.00    -1.073373     0.361831     1.284266
50159.25    -1.237856     0.322152     0.890364
50159.50    -1.309324     0.533284     1.148019
50159.75    -1.694784     0.340457     0.884171
50160.00    -1.586876     0.403684     1.331673
50160.25    -1.655651     0.323990     0.668379
50160.50    -1.479976     0.491151     0.748207
50160.75    -1.634230     0.341947     0.482451
50161.00    -1.310142     0.510328     1.184237
50161.25    -1.200317     0.589255     1.314990
50161.50    -0.960740     1.034601     2.527469
50161.75    -1.313325     1.022811     3.237786
50162.00    -1.557574     1.048196     4.433511
50162.25    -1.828939     0.936855     4.003084
50162.50    -1.847734     0.968962     3.717994
50162.75    -2.188169     0.618388     3.002115
50163.00    -2.023635     0.484759     2.927764
50163.25    -2.134752     0.424197     2.878095
50163.50    -2.096316     0.405068     2.638742
50163.75    -2.275527     0.132103     2.234073
50164.00    -1.924659     0.110055     2.106718
50164.25    -2.089529     0.043477     1.861273
50164.50    -2.083926     0.116081     1.894303
50164.75    -2.295593    -0.067717     1.891174
50165.00    -2.068438    -0.063727     1.828084
50165.25    -2.255546    -0.193406     0.909687
50165.50    -2.061791    -0.170704     0.105391
50165.75    -2.271978    -0.393473    -0.761765
50166.00    -1.898793    -0.356559    -1.186631
50166.25    -1.894024    -0.386726    -2.340983
50166.50    -1.661575    -0.269145    -3.310922
50166.75    -1.940114    -0.364221    -3.607883
50167.00    -1.767513    -0.111005    -2.541220
50167.25    -1.984255    -0.062576    -2.325674
50167.50    -1.935676     0.166329    -1.572510
50167.75    -2.186635    -0.102950    -1.439392
50168.00    -1.984676    -0.126117    -0.684463
50168.25    -1.771090    -0.405076    -1.950119
50168.50    -1.264116    -0.354979    -2.841143
50168.75    -1.247953    -0.636785    -3.838734
50169.00    -0.809960    -0.607999    -3.954009
50169.25    -0.467609    -0.692172    -5.059149
50169.50    -0.007362    -0.557206    -5.721260
50169.75    -0.101293    -0.726636    -6.425798
50170.00     0.079320    -0.570200    -5.618816
50170.25    -0.006504    -0.502022    -5.623329
50170.50     0.021890    -0.165917    -4.663691
50170.75    -0.411804    -0.191155    -3.700888
50171.00    -0.440869     0.019301    -2.020187
50171.25    -0.687162     0.034189    -1.586045
50171.50    -0.819116     0.183754    -1.207938
50171.75    -1.082892     0.005082    -1.639952
50172.00    -1.011910    -0.073090    -2.099468
50172.25    -1.225494    -0.139045    -2.572552
50172.50    -1.320726    -0.035683    -2.964144
50172.75    -1.939330    -0.224063    -3.075303
50173.00    -2.137243    -0.143341    -2.274275
50173.25    -2.320140    -0.173935    -2.218091
50173.50    -2.322499    -0.023348    -1.860390
50173.75    -2.704294    -0.145394    -1.602333
50174.00    -2.551274    -0.103958    -1.033291
50174.25    -2.562076    -0.142768    -1.115446
50174.50    -2.310815     0.007839    -0.533717
50174.75    -2.358886    -0.177759    -0.399793
50175.00    -2.040244    -0.139832     0.360991
50175.25    -2.153074    -0.245585    -0.023832
50175.50    -2.015640    -0.232209    -0.896158
50175.75    -2.313568    -0.352861    -1.118308
50176.00    -2.169813    -0.249255    -0.642784
50176.25    -2.357750    -0.273388    -1.075072
50176.50    -2.356487    -0.133314    -1.254217
50176.75    -2.727679    -0.188900    -0.631758
50177.00    -2.725248    -0.032682     0.395633
50177.25    -2.752161    -0.090987    -0.000646
50177.50    -2.463996     0.084717    -0.352307
50177.75    -2.669704    -0.028450    -0.348440
50178.00    -2.307336    -0.022273    -0.301055
50178.25    -2.255433    -0.169838    -1.020965
50178.50    -1.967111    -0.235610    -2.198947
50178.75    -2.047340    -0.521014    -3.480944
50179.00    -1.824578    -0.434649    -3.289319
50179.25    -1.839657    -0.433396    -3.407242
50179.50    -1.700365    -0.151624    -2.569469
50179.75    -1.837794    -0.187569    -2.062390
50180.00    -1.759862    -0.098235    -1.102965
50180.25    -1.904019    -0.055301    -0.746135
50180.50    -1.908153     0.065913    -0.346440
50180.75    -2.117936    -0.091379    -0.433933
50181.00    -1.861256    -0.141044    -0.592919
50181.25    -1.907748    -0.216323    -1.162711
50181.50    -1.752557    -0.058453    -1.338893
50181.75    -1.897256    -0.071750    -1.249298
50182.00    -1.669988     0.090192    -0.750908
50182.25    -1.700558     0.139866    -0.571967
50182.50    -1.590384     0.384167     0.327153
50182.75    -1.687631     0.237918     0.443197
50183.00    -1.407300     0.239038     0.675455
50183.25    -1.485373     0.161536     0.572153
50183.50    -1.343262     0.298281     0.833688
50183.75    -1.647237     0.165278     1.289903
50184.00    -1.342852     0.247326     2.034454
50184.25    -1.383632     0.184587     1.710921
50184.50    -1.211266     0.261137     1.468853
50184.75    -1.331641     0.192169     1.898347
50185.00    -0.915302     0.312156     2.543281
50185.25    -0.788318     0.264263     2.448497
50185.50    -0.528758     0.430174     2.782156
50185.75    -0.632667     0.304648     2.641045
50186.00    -0.287483     0.493318     3.261403
50186.25    -0.195889     0.409998     2.268008
50186.50     0.121959     0.556539     1.878305
50186.75    -0.054554     0.479877     1.945279
50187.00     0.206707     0.518086     2.343997
50187.25     0.062321     0.343139     1.719375
50187.50     0.259077     0.308816     0.856532
50187.75     0.262053     0.033341    -0.225562
50188.00     0.688579     0.135457    -0.304802
50188.25     0.722167     0.174780    -0.783326
50188.50     0.914917     0.480516    -0.269378
50188.75     0.686288     0.511735     0.636646
50189.00     0.897076     0.744025     2.422624
50189.25     0.575115     0.795209     3.677384
50189.50     0.553999     0.796766     4.038474
50189.75     0.167235     0.536561     3.835792
50190.00     0.303226     0.469888     3.460496
50190.25     0.022302     0.213469     2.029539
50190.50     0.143349     0.256533     1.531776
50190.75    -0.149410     0.115690     1.158234
50191.00    -0.026037     0.253058     1.346034
50191.25    -0.082794     0.195407     0.438579
50191.50     0.143771     0.370856     0.261306
50191.75    -0.118157     0.332351     0.528492
50192.00    -0.014126     0.494193     1.304750
50192.25     0.051675     0.492519     1.255675
50192.50     0.387446     0.657530     1.641925
50192.75     0.354484     0.484968     1.600129
50193.00     0.736543     0.515411     2.070567
50193.25     0.851869     0.507650     1.854864
50193.50     1.158421     0.641028     1.985701
50193.75     1.076214     0.494835     2.278210
50194.00     1.302555     0.437009     2.739663
50194.25     1.272567     0.166348     1.676277
50194.50     1.492464     0.185111     0.886447
50194.75     1.331792    -0.087717    -0.011123
50195.00     1.452467    -0.044592    -0.026335
50195.25     1.402283    -0.070475    -0.814782
50195.50     1.503972     0.177243    -0.541516
50195.75     1.030528     0.029583    -0.309781
50196.00     1.072859     0.110533     0.531755
50196.25     1.065571     0.056609     0.517180
50196.50     1.211800     0.308534     1.011434
50196.75     0.840820     0.178785     1.737902
50197.00     1.201280     0.074644     2.180486
50197.25     1.427233    -0.073852     1.283662
50197.50     1.704217     0.088051     1.072401
50197.75     1.472580     0.070366     1.454127
50198.00     1.722136     0.340259     2.505360
50198.25     1.610811     0.446772     2.674773
50198.50     1.656250     0.764173     3.212725
50198.75     1.303360     0.842151     4.204699
50199.00     1.331665     0.997775     5.307441
50199.25     1.204367     0.935873     5.305048
50199.50     1.321309     1.134504     5.936187
50199.75     1.000403     0.883717     5.926395
50200.00     1.136061     0.726072     5.105557
50200.25     1.124890     0.429149     3.489470
50200.50     1.214042     0.433890     2.292203
50200.75     0.884360     0.140164     0.887137
50201.00     0.953643     0.203744     0.253257
50201.25     0.903838     0.026260    -1.405489
50201.50     0.961061     0.097624    -2.134534
50201.75     0.787178    -0.016613    -2.395182
50202.00     0.813248     0.150491    -1.763771
50202.25     0.674390     0.227926    -1.767637
50202.50     0.578870     0.479775    -1.054684
50202.75     0.165054     0.518101     0.008464
50203.00     0.109196     0.665361     1.057113
50203.25    -0.106996     0.824517     1.651678
50203.50    -0.239773     1.086757     2.721428
50203.75    -0.588490     0.869714     3.063547
50204.00    -0.339980     0.708453     2.484741
50204.25    -0.395280     0.519369     1.286848
50204.50    -0.199421     0.573353     0.931123
50204.75    -0.370581     0.475308     0.906092
50205.00    -0.269005     0.495758     1.182028
50205.25    -0.371129     0.353953     0.428945
50205.50    -0.228185     0.433548     0.155122
50205.75    -0.379478     0.308690    -0.167590
50206.00    -0.237044     0.407485     0.081087
50206.25    -0.331837     0.292472    -0.654931
50206.50    -0.248865     0.433447    -0.457281
50206.75    -0.632429     0.253091    -0.701876
50207.00    -0.561194     0.256174    -0.464132
50207.25    -0.665681     0.184503    -0.889971
50207.50    -0.597064     0.318594    -0.723515
50207.75    -0.947280     0.193613    -0.689360
50208.00    -1.007543     0.215904    -0.677403
50208.25    -1.156980     0.030021    -1.652178
50208.50    -1.073340     0.064081    -2.470248
50208.75    -1.314475    -0.026488    -2.736590
50209.00    -1.385679     0.087713    -2.114480
50209.25    -1.671513     0.023025    -2.202149
50209.50    -1.709794    -0.004633    -2.586644
50209.75    -1.749773    -0.280144    -3.724514
50210.00    -1.511016    -0.317167    -4.261815
50210.25    -1.405809    -0.445471    -5.384843
50210.50    -1.017912    -0.329976    -5.538741
50210.75    -1.025340    -0.421441    -5.237795
50211.00    -0.780349    -0.240232    -3.895128
50211.25    -0.667624    -0.189850    -3.508078
50211.50    -0.407040     0.016274    -2.959467
50211.75    -0.402832    -0.056527    -2.960051
50212.00    -0.276127     0.029219    -2.450463
50212.25    -0.203711     0.009736    -2.669204
50212.50     0.025016     0.082994    -2.764048
50212.75    -0.072599    -0.065319    -3.125278
50213.00    -0.026890    -0.032294    -2.878890
50213.25    -0.226141    -0.097060    -3.003761
50213.50    -0.280891    -0.014925    -3.042030
50213.75    -0.727171    -0.102458    -2.362572
50214.00    -0.725356    -0.015230    -1.235409
50214.25    -0.939567    -0.061083    -0.948474
50214.50    -0.813421     0.095782    -0.457167
50214.75    -1.114370     0.104010     0.739852
50215.00    -0.985688     0.067590     1.180452
50215.25    -1.006682    -0.040626     0.753854
50215.50    -0.806726     0.040314     0.548534
50215.75    -1.027200    -0.123044     0.145243
50216.00    -0.842544    -0.112547    -0.261372
50216.25    -0.819906    -0.214818    -1.222242
50216.50    -0.562186    -0.094026    -1.806671
50216.75    -0.619083    -0.162594    -1.971430
50217.00    -0.288731    -0.009859    -1.717539
50217.25    -0.047555    -0.075016    -2.503895
50217.50     0.236664    -0.000438    -3.254770
50217.75     0.169497    -0.017405    -3.123368
50218.00     0.311189     0.116106    -2.590960
50218.25     0.335123     0.064801    -3.235989
50218.50     0.485054     0.158683    -3.479659
50218.75     0.131437     0.048146    -3.433497
50219.00     0.059744     0.085897    -2.738589
50219.25    -0.042979     0.019111    -2.872246
50219.50     0.119877     0.154604    -2.250397
50219.75    -0.168333     0.033044    -1.583051
50220.00    -0.029184     0.161190    -0.697530
50220.25     0.000903     0.205329    -0.245520
50220.50     0.261473     0.387306    -0.080851
50220.75     0.128346     0.310532    -0.018455
50221.00     0.483419     0.469378     0.712965
50221.25     0.600406     0.471288     0.707977
50221.50     0.882726     0.619357     0.872859
50221.75     0.683199     0.564189     1.320598
50222.00     0.866975     0.687793     2.207368
50222.25     0.813142     0.630292     2.266184
50222.50     1.068867     0.759578     2.557186
50222.75     0.893667     0.658058     3.206852
50223.00     0.945259     0.741609     4.314138
50223.25     0.875802     0.614732     4.126036
50223.50     1.132652     0.710543     4.354092
50223.75     0.898960     0.593257     4.528271
50224.00     0.986818     0.659554     5.029224
50224.25     0.883135     0.592415     4.733612
50224.50     0.990706     0.693562     4.777083
50224.75     0.794364     0.563531     4.737950
50225.00     1.063053     0.593158     4.662230
50225.25     1.130885     0.546250     3.859084
50225.50     1.264049     0.658156     3.384794
50225.75     1.084224     0.518762     2.994664
50226.00     1.289606     0.580760     2.841388
50226.25     1.156570     0.497693     2.009716
50226.50     1.286715     0.554433     1.392674
50226.75     1.136222     0.393090     1.080752
50227.00     1.296530     0.397114     1.271493
50227.25     1.217574     0.244941     0.578130
50227.50     1.522694     0.267192     0.210195
50227.75     1.425933     0.051899    -0.235036
50228.00     1.603754     0.051688     0.047810
50228.25     1.757901    -0.026870    -0.452929
50228.50     1.993781     0.015699    -0.698182
50228.75     1.769781    -0.154808    -0.717152
50229.00     1.841552     0.011730     0.183243
50229.25     1.832417     0.056800    -0.050775
50229.50     1.906031     0.245105    -0.110074
50229.75     1.605602     0.202642     0.125897
50230.00     1.605269     0.330864     0.701773
50230.25     1.432009     0.401845     0.697620
50230.50     1.501497     0.664318     0.936154
50230.75     1.198648     0.562008     0.514150
50231.00     0.974923     0.567851     0.552556
50231.25     0.782199     0.556886     0.349389
50231.50     0.807404     0.676111     0.436098
50231.75     0.441147     0.575299     0.658457
50232.00     0.373668     0.595238     1.117113
50232.25     0.218403     0.576132     0.947389
50232.50     0.190062     0.654000     1.060585
50232.75     0.065920     0.448985     0.755162
50233.00     0.131856     0.395891     0.887196
50233.25     0.043181     0.216082     0.123387
50233.50     0.181603     0.249695    -0.230437
50233.75     0.081366     0.069746    -0.558929
50234.00     0.288048     0.137019    -0.265159
50234.25     0.359394    -0.008466    -1.174680
50234.50     0.658252     0.049230    -1.762606
50234.75     0.629769    -0.074726    -1.952711
50235.00     0.911776     0.023534    -1.410898
50235.25     1.086392    -0.008486    -2.033904
50235.50     1.303230     0.105690    -2.450986
50235.75     1.022400    -0.006119    -2.787070
50236.00     0.943179     0.108298    -2.441152
50236.25     0.673776     0.046813    -3.116933
50236.50     0.521934     0.158978    -3.464729
50236.75     0.110414     0.061401    -3.323546
50237.00     0.033975     0.159715    -2.453718
50237.25    -0.060665     0.178427    -2.187681
50237.50     0.072911     0.340664    -1.542754
50237.75    -0.147219     0.317070    -0.559499
50238.00    -0.162506     0.335966     0.306263
50238.25    -0.142899     0.315892     0.343197
50238.50     0.109327     0.444423     0.384386
50238.75    -0.055425     0.341755     0.459960
50239.00    -0.033206     0.377542     0.563330
50239.25    -0.006199     0.298220    -0.042920
50239.50     0.265197     0.362073    -0.509116
50239.75     0.148209     0.220623    -0.757242
50240.00     0.354105     0.278869    -0.626918
50240.25     0.386268     0.216221    -1.118230
50240.50     0.616751     0.324179    -1.248444
50240.75     0.504187     0.212276    -1.099621
50241.00     0.621059     0.232269    -0.409163
50241.25     0.645061     0.193858    -0.304326
50241.50     0.779011     0.316002     0.051373
50241.75     0.579497     0.248628     0.500393
50242.00     0.692461     0.263985     0.868265
50242.25     0.748550     0.253230     0.516016
50242.50     0.955173     0.388321     0.372829
50242.75     0.913140     0.331109     0.646684
50243.00     1.093712     0.408418     0.890614
50243.25     1.186570     0.412147     0.598193
50243.50     1.415836     0.574777     0.547352
50243.75     1.206658     0.435740     0.461919
50244.00     1.169189     0.472439     0.865354
50244.25     1.102436     0.404410     0.554372
50244.50     1.278215     0.471046     0.454381
50244.75     0.992959     0.331619     0.567491
50245.00     1.064262     0.327803     1.089021
50245.25     1.059670     0.296503     0.934709
50245.50     1.227549     0.432309     1.146709
50245.75     0.966313     0.364665     1.301789
50246.00     0.999370     0.434665     1.682399
50246.25     0.921727     0.445263     1.429329
50246.50     1.179104     0.542715     1.398540
50246.75     1.021607     0.471674     1.812348
50247.00     1.174407     0.523536     2.305140
50247.25     1.180235     0.420433     1.844819
50247.50     1.494762     0.507943     1.756519
50247.75     1.293322     0.370954     1.799868
50248.00     1.311044     0.397029     1.978988
50248.25     1.238343     0.317566     1.544994
50248.50     1.292686     0.404643     1.389335
50248.75     0.987535     0.334872     1.544637
50249.00     1.051828     0.419370     1.740630
50249.25     1.028135     0.385865     1.301444
50249.50     1.155615     0.440680     0.923437
50249.75     1.040887     0.400408     1.003889
50250.00     1.206215     0.457559     1.252466
50250.25     1.298305     0.393559     0.318501
50250.50     1.473673     0.496407    -0.079376
50250.75     1.259157     0.401838    -0.138884
50251.00     1.277517     0.427522     0.220120
50251.25     1.218734     0.374165    -0.308284
50251.50     1.269363     0.554628    -0.152091
50251.75     1.039432     0.601861     0.374841
50252.00     1.040420     0.719884     1.076647
50252.25     0.945647     0.750397     1.035736
50252.50     1.077730     0.923925     1.219092
50252.75     0.874681     0.888810     1.437116
50253.00     0.898428     0.914740     1.629466
50253.25     0.844906     0.921154     1.395214
50253.50     0.911038     1.045012     1.337227
50253.75     0.674259     0.973043     1.626986
50254.00     0.517970     0.955965     1.755839
50254.25     0.312069     0.910089     1.627471
50254.50     0.372269     0.995047     1.827474
50254.75     0.281081     0.870989     2.374498
50255.00     0.367448     0.884521     2.957494
50255.25     0.472484     0.796809     2.745559
50255.50     0.792836     0.841547     2.612185
50255.75     0.617942     0.658388     2.455673
50256.00     0.658635     0.702297     2.794851
50256.25     0.736267     0.678883     2.616698
