-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCIP        49718.000    1995     1     1     0
SCIP        52274.750    2001    12    31    18
SCIP     -2556587.402 -4711014.066  3446241.381
50447.75    -0.020585     0.324519    -0.389481
50448.00    -0.182154     0.144438     0.351432
50448.25    -0.105366     0.274364    -0.046442
50448.50    -0.196040     0.222576     0.364010
50448.75    -0.140474     0.358923    -0.523169
50449.00    -0.255639     0.193753    -0.050141
50449.25    -0.282237     0.280090    -0.309803
50449.50    -0.483556     0.147850     0.300755
50449.75    -0.540000     0.097322    -0.142090
50450.00    -0.731760    -0.230370     0.813856
50450.25    -0.627946    -0.178870     0.476969
50450.50    -0.730619    -0.214051     0.973893
50450.75    -0.645717    -0.161963     0.313499
50451.00    -0.762523    -0.387672     1.068449
50451.25    -0.740080    -0.301332     0.931601
50451.50    -0.773057    -0.387700     1.432104
50451.75    -0.552652    -0.326933     0.519409
50452.00    -0.499969    -0.499342     0.947140
50452.25    -0.282842    -0.382403     0.516480
50452.50    -0.208345    -0.293261     0.510578
50452.75    -0.063545    -0.103735    -0.453092
50453.00    -0.082706    -0.225182    -0.093495
50453.25    -0.059847    -0.163178    -0.124516
50453.50    -0.139641    -0.203552     0.250118
50453.75    -0.015728    -0.135263    -0.406454
50454.00    -0.037939    -0.262970    -0.015470
50454.25     0.093985    -0.172166    -0.220834
50454.50     0.171798    -0.111888    -0.326429
50454.75     0.274770     0.000945    -1.057388
50455.00     0.240159    -0.074566    -0.769235
50455.25     0.334040     0.080987    -1.134162
50455.50     0.316253     0.118212    -0.858199
50455.75     0.410031     0.221352    -1.493914
50456.00     0.335814     0.035786    -0.867043
50456.25     0.442429     0.153171    -1.157522
50456.50     0.433537     0.111896    -0.711359
50456.75     0.539024     0.194940    -1.375357
50457.00     0.415399     0.017721    -0.802104
50457.25     0.446883     0.119223    -1.093310
50457.50     0.343936     0.069486    -0.775751
50457.75     0.384407     0.131383    -1.523721
50458.00     0.283571    -0.105165    -0.890562
50458.25     0.273196    -0.088127    -0.817036
50458.50     0.151226    -0.201224    -0.183549
50458.75     0.100963    -0.147582    -0.523807
50459.00    -0.015669    -0.368082     0.233914
50459.25    -0.034938    -0.256439     0.186375
50459.50    -0.070469    -0.249273     0.602632
50459.75    -0.102344    -0.152429     0.233247
50460.00    -0.229252    -0.305494     0.962842
50460.25    -0.193945    -0.114431     0.618066
50460.50    -0.264005    -0.058507     0.937288
50460.75    -0.298256     0.109455     0.335017
50461.00    -0.464594    -0.011263     0.958948
50461.25    -0.488831     0.124372     0.771593
50461.50    -0.610762     0.095444     1.313221
50461.75    -0.540516     0.197961     0.405665
50462.00    -0.578540     0.049423     0.608082
50462.25    -0.440136     0.158555     0.004093
50462.50    -0.413620     0.072224     0.276066
50462.75    -0.223338     0.179293    -0.684887
50463.00    -0.160662     0.005326    -0.401717
50463.25     0.043632     0.126551    -0.911914
50463.50     0.046157     0.088004    -0.657810
50463.75     0.219974     0.236327    -1.732881
50464.00     0.191658     0.084218    -1.396163
50464.25     0.344550     0.299522    -1.972043
50464.50     0.261469     0.364300    -1.819925
50464.75     0.295363     0.559057    -2.585899
50465.00     0.202378     0.387553    -2.119839
50465.25     0.207491     0.492591    -2.305457
50465.50     0.091364     0.480803    -2.124842
50465.75     0.092297     0.650413    -2.981839
50466.00    -0.003633     0.469746    -2.707874
50466.25    -0.057395     0.535795    -2.734785
50466.50    -0.186351     0.459387    -2.305025
50466.75    -0.177898     0.499776    -2.722153
50467.00    -0.300675     0.243035    -1.886453
50467.25    -0.285551     0.288434    -1.757219
50467.50    -0.383176     0.195785    -1.144366
50467.75    -0.403219     0.281835    -1.559431
50468.00    -0.485664     0.020450    -0.666520
50468.25    -0.460710     0.140451    -0.656096
50468.50    -0.548193     0.065712    -0.000419
50468.75    -0.471026     0.157130    -0.668892
50469.00    -0.492207    -0.078129    -0.012010
50469.25    -0.354866     0.008213    -0.260755
50469.50    -0.372640    -0.002711     0.221675
50469.75    -0.241009     0.080093    -0.488925
50470.00    -0.312613    -0.150189     0.108653
50470.25    -0.159053    -0.018735    -0.435874
50470.50    -0.292593    -0.047227     0.051712
50470.75    -0.273650     0.089739    -0.571302
50471.00    -0.366013    -0.023496    -0.077361
50471.25    -0.291937     0.069833    -0.290296
50471.50    -0.287366     0.047568    -0.015148
50471.75    -0.134863     0.122184    -0.725392
50472.00    -0.024816    -0.049040    -0.509191
50472.25     0.160901     0.069483    -0.956115
50472.50     0.142700     0.044614    -0.607182
50472.75     0.275355     0.156268    -1.423298
50473.00     0.175792    -0.000357    -0.931615
50473.25     0.115004     0.167482    -1.036812
50473.50    -0.168208     0.159066    -0.151378
50473.75    -0.297299     0.273552    -0.500923
50474.00    -0.441877     0.066649     0.264618
50474.25    -0.423639     0.098214     0.429137
50474.50    -0.459915     0.046458     1.018807
50474.75    -0.217451     0.121321     0.189549
50475.00    -0.067027    -0.011424     0.560719
50475.25     0.319789     0.199268    -0.439099
50475.50     0.416402     0.298201    -0.647444
50475.75     0.600731     0.533827    -1.817313
50476.00     0.560465     0.496931    -1.694179
50476.25     0.607055     0.725990    -2.216275
50476.50     0.468963     0.738558    -1.862907
50476.75     0.544060     0.782372    -2.560409
50477.00     0.437331     0.493903    -1.710088
50477.25     0.459929     0.547858    -1.681278
50477.50     0.431349     0.521901    -1.273795
50477.75     0.465984     0.689830    -1.897104
50478.00     0.242671     0.437304    -0.982037
50478.25     0.206525     0.543544    -1.105467
50478.50     0.007944     0.495527    -0.751541
50478.75    -0.139353     0.494165    -1.192464
50479.00    -0.308022     0.152276    -0.389327
50479.25    -0.349193     0.193446    -0.456975
50479.50    -0.435286     0.128808    -0.061473
50479.75    -0.494084     0.124547    -0.458856
50480.00    -0.526173    -0.092222     0.049217
50480.25    -0.458543    -0.081523     0.025989
50480.50    -0.455443    -0.103101     0.272767
50480.75    -0.327761     0.007812    -0.422244
50481.00    -0.309980    -0.079720    -0.023043
50481.25    -0.231439     0.035136    -0.041420
50481.50    -0.176284     0.031290     0.257046
50481.75    -0.014673     0.185896    -0.594668
50482.00    -0.011809    -0.006270    -0.073145
50482.25     0.143688     0.156057    -0.576343
50482.50     0.200629     0.196628    -0.424561
50482.75     0.247309     0.337769    -1.175219
50483.00     0.214536     0.142527    -0.706440
50483.25     0.298941     0.278467    -1.046304
50483.50     0.158916     0.252018    -0.588353
50483.75     0.170711     0.306178    -1.164901
50484.00     0.071083     0.142861    -0.644356
50484.25     0.134217     0.242068    -0.875982
50484.50     0.069728     0.239335    -0.572812
50484.75     0.180698     0.295129    -1.164635
50485.00     0.131695     0.076151    -0.599631
50485.25     0.217676     0.154507    -0.801488
50485.50     0.230645     0.171255    -0.681966
50485.75     0.360422     0.284466    -1.433346
50486.00     0.308243     0.107473    -0.985776
50486.25     0.389600     0.263514    -1.314991
50486.50     0.367793     0.331332    -1.278058
50486.75     0.397025     0.473866    -1.950109
50487.00     0.283450     0.281034    -1.440773
50487.25     0.295334     0.354754    -1.363480
50487.50     0.174122     0.253498    -0.735015
50487.75     0.217760     0.352942    -1.260437
50488.00     0.169039     0.159579    -0.746588
50488.25     0.316718     0.238766    -1.101046
50488.50     0.334191     0.264414    -0.978140
50488.75     0.470009     0.446584    -1.895968
50489.00     0.393026     0.301897    -1.507836
50489.25     0.399445     0.457540    -1.633760
50489.50     0.302551     0.431816    -1.109230
50489.75     0.262173     0.464644    -1.345975
50490.00     0.154837     0.181228    -0.623029
50490.25     0.188790     0.169513    -0.586878
50490.50     0.072816     0.058672     0.056775
50490.75     0.091174     0.090952    -0.544136
50491.00    -0.060667    -0.052463    -0.180909
50491.25    -0.073811     0.070893    -0.492319
50491.50    -0.182737     0.029229    -0.197421
50491.75    -0.173293     0.086563    -0.679518
50492.00    -0.140917    -0.180523    -0.082954
50492.25     0.050993    -0.111666    -0.248039
50492.50     0.187870    -0.112352    -0.123522
50492.75     0.387490     0.089249    -1.236811
50493.00     0.393999     0.059443    -1.264045
50493.25     0.509135     0.274972    -1.800209
50493.50     0.460852     0.394559    -1.675999
50493.75     0.568280     0.564035    -2.535329
50494.00     0.407639     0.317254    -1.782175
50494.25     0.444977     0.452771    -1.961945
50494.50     0.391369     0.453791    -1.614826
50494.75     0.458722     0.619156    -2.381113
50495.00     0.348846     0.460396    -1.771104
50495.25     0.341497     0.598846    -1.874495
50495.50     0.161045     0.572289    -1.278957
50495.75     0.073034     0.660457    -1.753396
50496.00    -0.146575     0.419384    -0.874884
50496.25    -0.210336     0.419268    -0.690798
50496.50    -0.414233     0.229741     0.240622
50496.75    -0.478872     0.145388    -0.058005
50497.00    -0.568753    -0.245807     0.772832
50497.25    -0.417961    -0.208794     0.472291
50497.50    -0.332563    -0.206574     0.566058
50497.75    -0.088518    -0.011585    -0.564416
50498.00    -0.088292    -0.120539    -0.316014
50498.25     0.031109     0.122029    -0.856311
50498.50    -0.090831     0.100949    -0.297066
50498.75    -0.051649     0.158580    -0.935759
50499.00    -0.181682    -0.147327    -0.089376
50499.25    -0.050351    -0.148524    -0.161427
50499.50    -0.005868    -0.232577     0.222012
50499.75     0.138473    -0.204351    -0.386668
50500.00     0.212073    -0.381430    -0.110826
50500.25     0.372775    -0.183309    -0.634918
50500.50     0.395215    -0.075376    -0.662103
50500.75     0.550424     0.143940    -1.689281
50501.00     0.445495     0.023028    -1.110788
50501.25     0.515971     0.151738    -1.198038
50501.50     0.453283     0.158988    -0.658030
50501.75     0.482924     0.271758    -1.125392
50502.00     0.410431     0.085652    -0.488235
50502.25     0.519991     0.257463    -0.693864
50502.50     0.515253     0.276618    -0.451443
50502.75     0.659807     0.456940    -1.445200
50503.00     0.615783     0.277263    -1.018920
50503.25     0.754850     0.462491    -1.703130
50503.50     0.690154     0.441250    -1.496535
50503.75     0.626850     0.460881    -2.065074
50504.00     0.414778     0.239271    -1.497776
50504.25     0.376096     0.263255    -1.592354
50504.50     0.185646     0.049815    -0.791265
50504.75     0.142955    -0.072007    -0.981958
50505.00    -0.131251    -0.372242     0.112685
50505.25    -0.245358    -0.308964     0.365464
50505.50    -0.525805    -0.460445     1.563616
50505.75    -0.565264    -0.457364     1.406003
50506.00    -0.749213    -0.670898     2.249689
50506.25    -0.829203    -0.629336     2.540159
50506.50    -1.017022    -0.737590     3.358202
50506.75    -1.106095    -0.774710     3.492537
50507.00    -1.107655    -0.986495     4.010363
50507.25    -0.907058    -0.910451     3.792211
50507.50    -0.740076    -0.820647     3.565752
50507.75    -0.498752    -0.610925     2.302415
50508.00    -0.308061    -0.601854     1.807428
50508.25    -0.050247    -0.390776     0.890191
50508.50     0.002561    -0.200417     0.502536
50508.75     0.082011    -0.014612    -0.636241
50509.00    -0.043005    -0.065223    -0.541973
50509.25     0.018313     0.042816    -0.974259
50509.50    -0.058697     0.060065    -0.778511
50509.75    -0.041042     0.006241    -1.052486
50510.00    -0.051522    -0.214688    -0.373681
50510.25     0.087641    -0.186613    -0.438916
50510.50     0.044055    -0.215258    -0.021853
50510.75     0.042709    -0.176960    -0.462771
50511.00     0.044127    -0.346007    -0.055035
50511.25     0.129247    -0.263432    -0.207492
50511.50     0.151330    -0.157275    -0.208222
50511.75     0.352024     0.089559    -1.390345
50512.00     0.327798    -0.043873    -0.879128
50512.25     0.515834     0.230965    -1.528467
50512.50     0.461554     0.344539    -1.466307
50512.75     0.518794     0.464078    -2.271540
50513.00     0.352294     0.339346    -1.567200
50513.25     0.405472     0.414083    -1.632691
50513.50     0.218021     0.342218    -0.917572
50513.75     0.142345     0.320540    -1.205213
50514.00     0.027647     0.045768    -0.313902
50514.25     0.079111     0.095016    -0.335610
50514.50     0.003064     0.088531     0.145427
50514.75     0.068801     0.144811    -0.443051
50515.00     0.003149    -0.055540     0.257310
50515.25     0.063426     0.056157     0.054677
50515.50     0.098919     0.061125     0.280785
50515.75     0.158685     0.127739    -0.369680
50516.00     0.195415     0.009702    -0.094530
50516.25     0.398573     0.224222    -0.628961
50516.50     0.374962     0.280460    -0.452975
50516.75     0.389873     0.358079    -1.218316
50517.00     0.356089     0.134566    -0.784608
50517.25     0.421002     0.158847    -0.930158
50517.50     0.419960     0.091319    -0.552812
50517.75     0.486138     0.036861    -0.907385
50518.00     0.395965    -0.181565     0.009626
50518.25     0.466698    -0.102015     0.051270
50518.50     0.509014    -0.080866     0.409440
50518.75     0.614188     0.052625    -0.166488
50519.00     0.639506    -0.097955     0.308614
50519.25     0.742430     0.055854     0.116607
50519.50     0.777230     0.046243     0.370274
50519.75     0.873524     0.114164    -0.209663
50520.00     0.941670    -0.026057     0.109534
50520.25     1.022008     0.030154    -0.054863
50520.50     0.985789     0.054711     0.169866
50520.75     1.023539     0.129137    -0.508793
50521.00     0.889125    -0.027061     0.066159
50521.25     0.868149     0.125403    -0.165353
50521.50     0.666704     0.175627     0.162707
50521.75     0.522663     0.246072    -0.356746
50522.00     0.286928     0.014879     0.556627
50522.25     0.190353     0.183262     0.362023
50522.50    -0.044796     0.165721     0.964446
50522.75    -0.148086     0.270095     0.389807
50523.00    -0.325562     0.029657     1.239874
50523.25    -0.338088     0.119564     1.018139
50523.50    -0.390356     0.106277     1.284637
50523.75    -0.257789     0.154828     0.485063
50524.00    -0.239348    -0.041455     0.884438
50524.25    -0.024968     0.142103     0.077016
50524.50     0.041080     0.139859     0.204050
50524.75     0.289521     0.314700    -1.037382
50525.00     0.383764     0.223312    -0.930641
50525.25     0.591462     0.487641    -1.744333
50525.50     0.587533     0.569708    -1.708115
50525.75     0.662855     0.727085    -2.728889
50526.00     0.538092     0.510168    -2.097818
50526.25     0.614401     0.651139    -2.531789
50526.50     0.531867     0.625547    -2.154393
50526.75     0.495248     0.610649    -2.463234
50527.00     0.335864     0.322855    -1.478050
50527.25     0.262312     0.311807    -1.215590
50527.50     0.082052     0.193640    -0.401999
50527.75    -0.002379     0.169369    -0.659741
50528.00    -0.104800    -0.119153     0.188047
50528.25    -0.073597    -0.096826     0.142088
50528.50    -0.134201    -0.128190     0.512189
50528.75    -0.054189    -0.052120    -0.166265
50529.00    -0.057426    -0.224276     0.257477
50529.25     0.040334    -0.048290    -0.183775
50529.50    -0.004350    -0.015267     0.076235
50529.75     0.070973     0.099232    -0.656719
50530.00    -0.026020    -0.060135    -0.052001
50530.25    -0.027682     0.074097    -0.252528
50530.50    -0.133168     0.012080     0.245742
50530.75    -0.134781     0.006672    -0.174588
50531.00    -0.150997    -0.193088     0.301025
50531.25    -0.043363    -0.073128     0.023814
50531.50    -0.058029    -0.106243     0.357207
50531.75     0.032808    -0.006243    -0.377137
50532.00     0.009319    -0.163193     0.097794
50532.25     0.092197     0.096130    -0.503112
50532.50     0.003196     0.154559    -0.370264
50532.75    -0.012456     0.242657    -1.099487
50533.00    -0.225019     0.011483    -0.360184
50533.25    -0.148074     0.150148    -0.833027
50533.50    -0.305918     0.147792    -0.450193
50533.75    -0.323505     0.095870    -0.795862
50534.00    -0.472490    -0.140448     0.014640
50534.25    -0.469879    -0.096579    -0.037433
50534.50    -0.498912    -0.146437     0.335641
50534.75    -0.408787    -0.120746    -0.189903
50535.00    -0.411688    -0.302473     0.360279
50535.25    -0.332480    -0.161753     0.111768
50535.50    -0.396099    -0.179014     0.471145
50535.75    -0.397849    -0.183422     0.188904
50536.00    -0.390946    -0.385379     0.747817
50536.25    -0.230924    -0.212767     0.358443
50536.50    -0.206222    -0.145020     0.509346
50536.75    -0.083551     0.020497    -0.239702
50537.00    -0.193998    -0.154424     0.536469
50537.25    -0.115792     0.099012     0.018586
50537.50    -0.201999     0.131165     0.321050
50537.75    -0.156335     0.235121    -0.437752
50538.00    -0.240092     0.048240     0.178990
50538.25    -0.172899     0.155491    -0.182948
50538.50    -0.198198     0.162224     0.038325
50538.75    -0.105362     0.131101    -0.503951
50539.00    -0.071872    -0.138620     0.027401
50539.25     0.069172    -0.068749    -0.251566
50539.50     0.101457    -0.068527     0.014971
50539.75     0.148215    -0.037436    -0.446791
50540.00     0.088681    -0.156515     0.064669
50540.25     0.183039    -0.056942    -0.169420
50540.50     0.015356    -0.105040     0.292632
50540.75    -0.112504    -0.034051    -0.061980
50541.00    -0.211134    -0.161159     0.391010
50541.25    -0.259127    -0.109939     0.331272
50541.50    -0.407554    -0.241599     1.020427
50541.75    -0.457558    -0.330672     0.782981
50542.00    -0.579505    -0.572553     1.538474
50542.25    -0.504350    -0.527522     1.492252
50542.50    -0.501720    -0.548418     1.869583
50542.75    -0.489738    -0.570195     1.577935
50543.00    -0.526210    -0.685270     2.034572
50543.25    -0.362457    -0.497926     1.539841
50543.50    -0.362410    -0.458088     1.691706
50543.75    -0.243744    -0.363564     0.846038
50544.00    -0.246766    -0.470583     1.170925
50544.25    -0.095464    -0.256194     0.642260
50544.50    -0.072928    -0.147913     0.566477
50544.75     0.073612     0.033770    -0.362623
50545.00     0.092298    -0.104193     0.112520
50545.25     0.207164     0.039104    -0.227411
50545.50     0.257592     0.123226    -0.177207
50545.75     0.388038     0.198549    -0.898128
50546.00     0.417749     0.054411    -0.502051
50546.25     0.525766     0.231531    -0.814938
50546.50     0.464929     0.230814    -0.511540
50546.75     0.498553     0.294648    -1.077076
50547.00     0.444552     0.142372    -0.598040
50547.25     0.442793     0.176402    -0.462303
50547.50     0.351028     0.087307     0.154794
50547.75     0.366707     0.009497    -0.060339
50548.00     0.351518    -0.226226     0.606020
50548.25     0.431651    -0.127647     0.371291
50548.50     0.394971    -0.101530     0.614762
50548.75     0.425127    -0.079363     0.051813
50549.00     0.355253    -0.231264     0.537574
50549.25     0.407869    -0.096884     0.127047
50549.50     0.396487    -0.033270     0.106756
50549.75     0.410881     0.012291    -0.569822
50550.00     0.299345    -0.127301     0.046873
50550.25     0.299762     0.032526    -0.255632
50550.50     0.209535    -0.015775     0.137057
50550.75     0.226730     0.012364    -0.417477
50551.00     0.037663    -0.212418     0.455452
50551.25     0.010988    -0.072025     0.226694
50551.50    -0.124787    -0.069744     0.667044
50551.75    -0.130018    -0.011036     0.070288
50552.00    -0.280879    -0.191251     0.748651
50552.25    -0.214999    -0.064708     0.422507
50552.50    -0.236643    -0.015332     0.609203
50552.75    -0.118755     0.077967    -0.145696
50553.00    -0.172332    -0.069334     0.461578
50553.25    -0.004391     0.090057     0.030140
50553.50    -0.007085     0.180486     0.133606
50553.75     0.077324     0.270533    -0.617202
50554.00     0.015736     0.119240    -0.083847
50554.25     0.083284     0.294153    -0.504208
50554.50    -0.004863     0.299732    -0.289878
50554.75    -0.034637     0.316688    -0.889290
50555.00    -0.131430     0.061290    -0.147029
50555.25    -0.089504     0.166628    -0.451093
50555.50    -0.121833     0.154653    -0.208163
50555.75    -0.149010     0.161655    -0.603516
50556.00    -0.259347    -0.127951     0.215080
50556.25    -0.238340    -0.033447    -0.015789
50556.50    -0.276163    -0.075490     0.440537
50556.75    -0.245195    -0.106685     0.101668
50557.00    -0.335394    -0.325664     0.697080
50557.25    -0.278193    -0.183860     0.403964
50557.50    -0.275911    -0.166460     0.608374
50557.75    -0.212790    -0.130208     0.024084
50558.00    -0.256462    -0.328006     0.735520
50558.25    -0.174132    -0.161821     0.425025
50558.50    -0.244681    -0.153185     0.638548
50558.75    -0.164285    -0.112847    -0.000781
50559.00    -0.174575    -0.347703     0.601410
50559.25    -0.055993    -0.258664     0.313463
50559.50    -0.095716    -0.273034     0.690756
50559.75    -0.011913    -0.231369     0.206711
50560.00    -0.036633    -0.447175     0.791556
50560.25     0.109916    -0.313648     0.398579
50560.50     0.078438    -0.295542     0.656165
50560.75     0.140732    -0.208881     0.121476
50561.00     0.018789    -0.442613     0.864446
50561.25    -0.006178    -0.358773     0.786434
50561.50    -0.131995    -0.437599     1.263847
50561.75    -0.205579    -0.504245     1.072385
50562.00    -0.211724    -0.771850     1.744219
50562.25    -0.138612    -0.695467     1.588313
50562.50    -0.107183    -0.669855     1.814608
50562.75    -0.044890    -0.637186     1.407670
50563.00    -0.034466    -0.654775     1.632596
50563.25     0.157967    -0.362639     0.816313
50563.50     0.208280    -0.280755     0.775906
50563.75     0.272915    -0.125413    -0.041969
50564.00     0.232264    -0.195609     0.152305
50564.25     0.311741     0.038025    -0.464960
50564.50     0.273348     0.104490    -0.452270
50564.75     0.209028     0.175818    -1.000120
50565.00     0.018178    -0.067034    -0.313227
50565.25    -0.068316     0.014753    -0.384953
50565.50    -0.195120    -0.069498     0.034033
50565.75    -0.338935    -0.152145    -0.036435
50566.00    -0.422796    -0.382391     0.580594
50566.25    -0.424852    -0.394425     0.658099
50566.50    -0.501204    -0.398365     0.863656
50566.75    -0.499969    -0.378326     0.377864
50567.00    -0.546406    -0.539175     0.869959
50567.25    -0.475103    -0.402716     0.473420
50567.50    -0.501543    -0.392316     0.631815
50567.75    -0.395521    -0.359406    -0.005499
50568.00    -0.396437    -0.544317     0.411587
50568.25    -0.278060    -0.436792     0.086022
50568.50    -0.305649    -0.390730     0.328000
50568.75    -0.288020    -0.358450    -0.176795
50569.00    -0.386185    -0.617792     0.560850
50569.25    -0.337802    -0.571814     0.420583
50569.50    -0.357708    -0.613173     0.858819
50569.75    -0.294261    -0.578626     0.474716
50570.00    -0.241823    -0.747019     1.022422
50570.25    -0.091314    -0.549022     0.762703
50570.50    -0.116469    -0.457656     0.983988
50570.75    -0.022472    -0.266634     0.218781
50571.00    -0.085454    -0.338461     0.643027
50571.25     0.067384    -0.041690    -0.077733
50571.50     0.054791     0.072097     0.020034
50571.75     0.129167     0.185455    -0.748019
50572.00     0.091981     0.025779    -0.286651
50572.25     0.126893     0.218567    -0.722652
50572.50     0.098215     0.229297    -0.506408
50572.75     0.157026     0.292515    -1.158827
50573.00     0.084359     0.053433    -0.522703
50573.25     0.205010     0.172501    -0.940235
50573.50     0.161240     0.182116    -0.698814
50573.75     0.196137     0.241611    -1.248839
50574.00     0.116579     0.011599    -0.641876
50574.25     0.136289     0.106979    -0.811618
50574.50     0.069498     0.060842    -0.393748
50574.75     0.075414     0.103871    -0.805729
50575.00     0.045219    -0.118386    -0.103075
50575.25     0.104845    -0.057410    -0.124195
50575.50     0.106643    -0.058794     0.137861
50575.75     0.192239    -0.003365    -0.364182
50576.00     0.144572    -0.217688     0.317340
50576.25     0.253392    -0.090209     0.067142
50576.50     0.280355    -0.035818     0.219236
50576.75     0.377224     0.112127    -0.484167
50577.00     0.357386    -0.009528     0.037810
50577.25     0.436248     0.181310    -0.372037
50577.50     0.479164     0.275554    -0.441692
50577.75     0.538149     0.333912    -0.993670
50578.00     0.511315     0.192053    -0.456295
50578.25     0.573804     0.287257    -0.640008
50578.50     0.532850     0.253260    -0.371574
50578.75     0.531323     0.251964    -0.699832
50579.00     0.426270     0.000537     0.123897
50579.25     0.429631     0.080638    -0.004042
50579.50     0.421322     0.063474     0.100154
50579.75     0.393850     0.045376    -0.215441
50580.00     0.222193    -0.211857     0.603816
50580.25     0.162337    -0.126892     0.494789
50580.50     0.099762    -0.149366     0.754982
50580.75     0.020442    -0.166712     0.452074
50581.00    -0.097951    -0.387427     1.105264
50581.25    -0.078083    -0.296038     0.901029
50581.50    -0.148215    -0.300828     1.182163
50581.75    -0.089309    -0.287159     0.764300
50582.00    -0.102535    -0.432727     1.183955
50582.25    -0.048865    -0.314122     0.950431
50582.50    -0.091887    -0.243244     0.981552
50582.75     0.007139    -0.123954     0.253589
50583.00    -0.052089    -0.260890     0.627381
50583.25     0.047675    -0.105024     0.225400
50583.50     0.085394    -0.009782     0.130699
50583.75     0.137752     0.028431    -0.317295
50584.00     0.082214    -0.149720     0.278366
50584.25     0.205189     0.038796    -0.106439
50584.50     0.217150     0.060995     0.061570
50584.75     0.229536     0.119249    -0.442363
50585.00     0.149897    -0.142881     0.262897
50585.25     0.177519    -0.062492     0.143432
50585.50     0.097067    -0.117105     0.642071
50585.75     0.158177    -0.124203     0.150323
50586.00     0.125907    -0.301968     0.782122
50586.25     0.248838    -0.217390     0.575825
50586.50     0.168937    -0.253225     1.063814
50586.75     0.237705    -0.179440     0.452982
50587.00     0.186489    -0.297828     0.930574
50587.25     0.294263    -0.126759     0.515112
50587.50     0.199288    -0.110418     0.840438
50587.75     0.220711    -0.026007     0.315402
50588.00     0.146831    -0.147922     0.678079
50588.25     0.244934     0.043230     0.210642
50588.50     0.208408     0.073124     0.368068
50588.75     0.273696     0.161194    -0.258207
50589.00     0.200655    -0.016277     0.319501
50589.25     0.292766     0.136261    -0.073803
50589.50     0.294005     0.111010     0.148648
50589.75     0.318192     0.152168    -0.331169
50590.00     0.192159    -0.055736     0.390744
50590.25     0.283093     0.062857     0.125767
50590.50     0.249447     0.078258     0.350503
50590.75     0.301831     0.130058    -0.121407
50591.00     0.231350    -0.081458     0.511446
50591.25     0.293781     0.064326     0.234404
50591.50     0.193075     0.075503     0.582267
50591.75     0.197722     0.086964     0.116928
50592.00     0.082433    -0.159753     0.917323
50592.25     0.054388    -0.177035     1.110594
50592.50     0.016738    -0.189678     1.344292
50592.75     0.053214    -0.213071     1.039180
50593.00     0.003722    -0.424893     1.695482
50593.25     0.068378    -0.361844     1.568272
50593.50     0.040142    -0.326019     1.704313
50593.75     0.085022    -0.322261     1.275881
50594.00     0.127231    -0.427168     1.569744
50594.25     0.277870    -0.218209     0.992215
50594.50     0.315240    -0.128861     0.968284
50594.75     0.443429     0.030642     0.047192
50595.00     0.442686    -0.102405     0.514471
50595.25     0.596789     0.134633    -0.181787
50595.50     0.507685     0.141773     0.225435
50595.75     0.549554     0.203949    -0.321999
50596.00     0.490138     0.028786     0.276938
50596.25     0.542655     0.194442    -0.089266
50596.50     0.444239     0.195726     0.313881
50596.75     0.447939     0.217910    -0.165901
50597.00     0.291629    -0.049805     0.662988
50597.25     0.273634     0.045450     0.407508
50597.50     0.186427     0.013989     0.792034
50597.75     0.134084     0.022022     0.436541
50598.00     0.090696    -0.174763     1.008436
50598.25     0.135609    -0.010490     0.649671
50598.50     0.084554     0.021913     0.782214
50598.75     0.098320     0.073885     0.280801
50599.00     0.014539    -0.113429     0.891506
50599.25     0.077708     0.052757     0.490318
50599.50    -0.020794     0.040501     0.792829
50599.75    -0.045313     0.063037     0.311730
50600.00    -0.176688    -0.211771     1.026053
50600.25    -0.141924    -0.160440     0.876891
50600.50    -0.204111    -0.213287     1.253737
50600.75    -0.252712    -0.238081     1.032676
50601.00    -0.315512    -0.471318     1.713125
50601.25    -0.287092    -0.375904     1.548901
50601.50    -0.311008    -0.358111     1.733324
50601.75    -0.314839    -0.284234     1.318732
50602.00    -0.326060    -0.411670     1.620988
50602.25    -0.209925    -0.199230     1.091770
50602.50    -0.211104    -0.125454     1.154432
50602.75    -0.110505    -0.064118     0.469683
50603.00    -0.082989    -0.213578     0.638077
50603.25     0.006014    -0.096191     0.294458
50603.50    -0.030492    -0.113999     0.567165
50603.75     0.014670    -0.089797     0.138956
50604.00    -0.026538    -0.304416     0.708211
50604.25    -0.083767    -0.261247     0.899526
50604.50    -0.128688    -0.306139     1.234701
50604.75    -0.216647    -0.340824     1.142542
50605.00    -0.321707    -0.590333     2.031182
50605.25    -0.346697    -0.535452     2.206304
50605.50    -0.357214    -0.536721     2.474215
50605.75    -0.355749    -0.470249     2.028940
50606.00    -0.409594    -0.582678     2.467575
50606.25    -0.301633    -0.381380     2.047415
50606.50    -0.304924    -0.382002     2.122848
50606.75    -0.274016    -0.281265     1.477692
50607.00    -0.265775    -0.401302     1.661438
