-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUCK        49718.000    1995     1     1     0
DUCK        52274.750    2001    12    31    18
DUCK      1268587.191 -4995511.561  3744508.588
50223.00    -0.439249     0.658596     1.606333
50223.25    -0.481444     0.529574     1.539723
50223.50    -0.480333     0.513752     1.489664
50223.75    -0.487635     0.614419     1.598398
50224.00    -0.497212     0.681321     1.991511
50224.25    -0.489719     0.520895     1.932582
50224.50    -0.438541     0.462223     1.803182
50224.75    -0.355614     0.568979     1.798215
50225.00    -0.290828     0.610230     1.946106
50225.25    -0.200004     0.476033     1.712960
50225.50    -0.113824     0.392707     1.333638
50225.75    -0.025019     0.438340     1.167532
50226.00     0.023326     0.434025     1.173073
50226.25     0.096513     0.276757     0.913431
50226.50     0.183772     0.127434     0.317895
50226.75     0.210518     0.128736    -0.004735
50227.00     0.211224     0.135789     0.181981
50227.25     0.244286    -0.063241    -0.223941
50227.50     0.314838    -0.173290    -0.752208
50227.75     0.369701    -0.138825    -1.020413
50228.00     0.330911    -0.090215    -0.738134
50228.25     0.334739    -0.182275    -0.811222
50228.50     0.355853    -0.249971    -1.128472
50228.75     0.315531    -0.194757    -1.189858
50229.00     0.193753    -0.058463    -0.593163
50229.25     0.167880    -0.104146    -0.539282
50229.50     0.193533    -0.107494    -0.693203
50229.75     0.166802     0.043661    -0.562201
50230.00     0.135448     0.198808    -0.016190
50230.25     0.142592     0.185136     0.134195
50230.50     0.187116     0.209612     0.091337
50230.75     0.242044     0.286763     0.025800
50231.00     0.220584     0.287011     0.291477
50231.25     0.213382     0.215793     0.265994
50231.50     0.250375     0.185167     0.116014
50231.75     0.225476     0.263823     0.205223
50232.00     0.178975     0.307347     0.649364
50232.25     0.208725     0.244209     0.675719
50232.50     0.228774     0.184842     0.490467
50232.75     0.279583     0.241774     0.352410
50233.00     0.275495     0.297194     0.685966
50233.25     0.308773     0.105809     0.372904
50233.50     0.328024    -0.026751    -0.026607
50233.75     0.299216    -0.053274    -0.299382
50234.00     0.219525    -0.025997    -0.014896
50234.25     0.233687    -0.229682    -0.391027
50234.50     0.288966    -0.379549    -0.940627
50234.75     0.271654    -0.370941    -1.204369
50235.00     0.224895    -0.347242    -0.923510
50235.25     0.284046    -0.499788    -1.176278
50235.50     0.403289    -0.593431    -1.572007
50235.75     0.446306    -0.581756    -1.768994
50236.00     0.446798    -0.507667    -1.359172
50236.25     0.503120    -0.637542    -1.550529
50236.50     0.583059    -0.682057    -1.775712
50236.75     0.572087    -0.581861    -1.723948
50237.00     0.516867    -0.410995    -1.074276
50237.25     0.472491    -0.384815    -0.788817
50237.50     0.435400    -0.331097    -0.635372
50237.75     0.296901    -0.126490    -0.211391
50238.00     0.174920     0.008386     0.416418
50238.25     0.054561    -0.063279     0.446991
50238.50     0.039403    -0.072370     0.262068
50238.75     0.005794     0.019192     0.280207
50239.00    -0.009530     0.056581     0.540840
50239.25     0.031889    -0.083885     0.380912
50239.50     0.118559    -0.214878    -0.099137
50239.75     0.168081    -0.195903    -0.302202
50240.00     0.197723    -0.144335    -0.124357
50240.25     0.222451    -0.259986    -0.252190
50240.50     0.275041    -0.321050    -0.647004
50240.75     0.251762    -0.222744    -0.730109
50241.00     0.175393    -0.116423    -0.326017
50241.25     0.109693    -0.185297    -0.279797
50241.50     0.099200    -0.169734    -0.256136
50241.75     0.043133    -0.056684    -0.075985
50242.00    -0.004008     0.018194     0.249307
50242.25     0.007642    -0.049457     0.163783
50242.50     0.046576    -0.060251    -0.115876
50242.75     0.014519     0.072813    -0.050652
50243.00    -0.005655     0.155656     0.212117
50243.25    -0.005136     0.085408     0.153496
50243.50     0.048342     0.082237    -0.044715
50243.75     0.026995     0.152392    -0.172948
50244.00    -0.029681     0.242279     0.153359
50244.25    -0.044497     0.124888     0.033929
50244.50    -0.015994     0.022574    -0.278346
50244.75    -0.048092     0.088954    -0.279600
50245.00    -0.115560     0.174705     0.115431
50245.25    -0.144937     0.115144     0.130843
50245.50    -0.139563     0.111682     0.057382
50245.75    -0.160517     0.209654     0.105733
50246.00    -0.182582     0.274409     0.480365
50246.25    -0.180429     0.165248     0.470620
50246.50    -0.139441     0.076516     0.228875
50246.75    -0.168180     0.165202     0.382864
50247.00    -0.205372     0.223783     0.716203
50247.25    -0.189191     0.066988     0.482780
50247.50    -0.150334    -0.040504     0.082992
50247.75    -0.168769     0.004953     0.041600
50248.00    -0.165448     0.055968     0.343441
50248.25    -0.145459    -0.085328     0.237731
50248.50    -0.062618    -0.136640     0.026088
50248.75    -0.055992    -0.044273     0.088700
50249.00    -0.040680     0.020909     0.434771
50249.25     0.012219    -0.076942     0.312240
50249.50     0.112842    -0.136918    -0.017840
50249.75     0.139714     0.003783    -0.069632
50250.00     0.135594     0.080534     0.147710
50250.25     0.205265    -0.083828    -0.304289
50250.50     0.275695    -0.145243    -0.674887
50250.75     0.273260    -0.064317    -0.693589
50251.00     0.222406    -0.011074    -0.410802
50251.25     0.255777    -0.141284    -0.573996
50251.50     0.295792    -0.134322    -0.633842
50251.75     0.247447     0.031892    -0.374711
50252.00     0.197831     0.181109     0.249460
50252.25     0.184748     0.151589     0.339122
50252.50     0.195700     0.190059     0.303662
50252.75     0.177220     0.363947     0.476415
50253.00     0.128090     0.409700     0.773974
50253.25     0.136920     0.347004     0.805940
50253.50     0.178532     0.322286     0.631017
50253.75     0.169428     0.437406     0.720274
50254.00     0.185283     0.481523     1.046240
50254.25     0.165050     0.401433     1.049834
50254.50     0.145065     0.357313     0.941219
50254.75     0.064410     0.460198     1.144409
50255.00    -0.018292     0.508301     1.573341
50255.25    -0.010588     0.424290     1.584484
50255.50     0.007686     0.325017     1.297408
50255.75     0.005075     0.354183     1.122245
50256.00    -0.056028     0.395875     1.462792
50256.25    -0.087591     0.288701     1.409210
50256.50    -0.107735     0.216190     1.251578
50256.75    -0.187447     0.318925     1.477592
50257.00    -0.233436     0.391424     1.858691
50257.25    -0.207974     0.295989     1.720900
50257.50    -0.151491     0.154466     1.120620
50257.75    -0.127334     0.187692     0.746681
50258.00    -0.184218     0.241770     0.868714
50258.25    -0.197701     0.136777     0.627528
50258.50    -0.231008     0.071813     0.403260
50258.75    -0.319531     0.193750     0.564917
50259.00    -0.348749     0.240259     0.898046
50259.25    -0.348830     0.107966     0.797110
50259.50    -0.269667     0.073355     0.465833
50259.75    -0.210181     0.077215     0.053126
50260.00    -0.153788     0.136162     0.181991
50260.25    -0.049997    -0.106846    -0.485448
50260.50     0.017812    -0.193404    -0.924792
50260.75     0.023237    -0.185000    -1.137644
50261.00    -0.039714    -0.079642    -0.720327
50261.25    -0.018205    -0.229212    -0.976787
50261.50     0.024510    -0.270795    -1.192044
50261.75    -0.029894    -0.191958    -1.100269
50262.00    -0.080199    -0.044352    -0.593896
50262.25    -0.061327    -0.144538    -0.786240
50262.50    -0.003205    -0.221103    -1.116745
50262.75    -0.021297    -0.153736    -1.198121
50263.00    -0.063003    -0.094462    -0.799938
50263.25    -0.068863    -0.226171    -0.992842
50263.50    -0.072791    -0.300160    -1.145775
50263.75    -0.124435    -0.245861    -1.105533
50264.00    -0.192460    -0.133079    -0.491407
50264.25    -0.267426    -0.222651    -0.384478
50264.50    -0.332219    -0.231348    -0.220571
50264.75    -0.342375    -0.101372    -0.025078
50265.00    -0.346544     0.062858     0.554700
50265.25    -0.307386     0.051291     0.593269
50265.50    -0.215119     0.047786     0.416598
50265.75    -0.164680     0.101821     0.186195
50266.00    -0.171653     0.232748     0.626944
50266.25    -0.157528     0.231433     0.775966
50266.50    -0.106245     0.250271     0.794454
50266.75    -0.085304     0.373917     0.962709
50267.00    -0.118457     0.521524     1.581708
50267.25    -0.126748     0.496129     1.772564
50267.50    -0.096532     0.534498     1.810652
50267.75    -0.097366     0.583401     1.774863
50268.00    -0.088370     0.571572     1.849619
50268.25    -0.152614     0.414338     1.646368
50268.50    -0.168240     0.332007     1.346336
50268.75    -0.161192     0.288328     1.010260
50269.00    -0.166196     0.312146     1.100973
50269.25    -0.148476     0.120423     0.668691
50269.50    -0.088595    -0.000122     0.173305
50269.75    -0.043189    -0.003654    -0.128035
50270.00    -0.047553     0.052227     0.071195
50270.25    -0.030273    -0.044612    -0.086215
50270.50     0.014766    -0.059233    -0.215942
50270.75     0.012741     0.034375    -0.225568
50271.00     0.005506     0.184989     0.259446
50271.25    -0.016630     0.119170     0.206791
50271.50    -0.028436     0.171461     0.239853
50271.75    -0.077486     0.286294     0.432963
50272.00    -0.115411     0.435498     1.071226
50272.25    -0.195253     0.428178     1.375334
50272.50    -0.200702     0.438848     1.498737
50272.75    -0.211464     0.545379     1.724538
50273.00    -0.248238     0.607851     2.129811
50273.25    -0.260701     0.478615     2.036018
50273.50    -0.209512     0.364177     1.745241
50273.75    -0.191691     0.352006     1.636240
50274.00    -0.178705     0.294148     1.653040
50274.25    -0.118068     0.050712     1.091574
50274.50    -0.055322    -0.095831     0.576298
50274.75    -0.004643    -0.182565     0.047906
50275.00     0.038778    -0.193550     0.014459
50275.25     0.121411    -0.368682    -0.461986
50275.50     0.190717    -0.397007    -0.777942
50275.75     0.257128    -0.385841    -1.093700
50276.00     0.260836    -0.281856    -0.750063
50276.25     0.287279    -0.275107    -0.658081
50276.50     0.334704    -0.237159    -0.762874
50276.75     0.313013    -0.073609    -0.592529
50277.00     0.282813     0.214592     0.335379
50277.25     0.159671     0.313244     0.899231
50277.50    -0.117007     0.219067     0.747781
50277.75    -0.184906     0.245612     0.819350
50278.00    -0.218652     0.265433     1.116519
50278.25    -0.176250     0.126325     0.999605
50278.50    -0.098804     0.038709     0.741675
50278.75    -0.063984     0.091120     0.521886
50279.00    -0.066604     0.144613     0.740927
50279.25    -0.059386     0.053302     0.501897
50279.50    -0.089377     0.020128     0.338385
50279.75    -0.162347     0.046672     0.312658
50280.00    -0.201060     0.024203     0.471921
50280.25    -0.192174    -0.147342     0.251484
50280.50    -0.171172    -0.253122    -0.055423
50280.75    -0.166618    -0.227636    -0.223710
50281.00    -0.149403    -0.183938    -0.000318
50281.25    -0.123284    -0.276027    -0.123957
50281.50    -0.038316    -0.362081    -0.532633
50281.75    -0.002517    -0.295230    -0.612733
50282.00    -0.007616    -0.203886    -0.242211
50282.25    -0.002599    -0.299461    -0.377324
50282.50    -0.009364    -0.292353    -0.418294
50282.75    -0.067098    -0.215870    -0.335720
50283.00    -0.121302    -0.092018     0.336548
50283.25    -0.200234    -0.078882     0.702704
50283.50    -0.244365    -0.049447     0.826025
50283.75    -0.293545     0.055025     1.096832
50284.00    -0.275975     0.149127     1.548005
50284.25    -0.220296     0.056881     1.403377
50284.50    -0.211060     0.024728     1.260527
50284.75    -0.243306     0.040888     1.131980
50285.00    -0.282556     0.109851     1.454294
50285.25    -0.209723    -0.024399     1.243337
50285.50    -0.129727    -0.079650     0.927479
50285.75    -0.121806    -0.019843     0.850416
50286.00    -0.137670     0.054504     1.171787
50286.25    -0.098598    -0.015901     1.139542
50286.50    -0.086826    -0.018727     1.020337
50286.75    -0.094290     0.066994     1.062755
50287.00    -0.093034     0.136556     1.354174
50287.25    -0.079462     0.089388     1.350425
50287.50    -0.068288     0.093632     1.164263
50287.75    -0.024637     0.082653     0.903635
50288.00    -0.003342     0.082945     1.006245
50288.25     0.026102    -0.002040     0.807455
50288.50     0.078812    -0.081798     0.384961
50288.75     0.091770    -0.051318     0.115491
50289.00     0.066611    -0.006364     0.405556
50289.25     0.032477    -0.110315     0.219787
50289.50     0.075486    -0.171166    -0.099628
50289.75     0.050246    -0.104808    -0.151572
50290.00     0.054395    -0.081009    -0.036750
50290.25     0.036222    -0.150997    -0.118763
50290.50     0.060675    -0.250869    -0.492920
50290.75     0.103154    -0.294381    -0.893638
50291.00     0.115028    -0.285227    -0.701488
50291.25     0.175965    -0.427282    -1.013993
50291.50     0.243521    -0.529842    -1.399513
50291.75     0.299310    -0.509565    -1.657431
50292.00     0.268291    -0.473237    -1.426310
50292.25     0.313679    -0.597434    -1.712403
50292.50     0.362161    -0.641452    -1.952962
50292.75     0.386118    -0.567393    -2.053085
50293.00     0.345556    -0.478752    -1.649380
50293.25     0.368539    -0.479522    -1.579638
50293.50     0.372307    -0.504259    -1.687671
50293.75     0.318493    -0.404661    -1.636945
50294.00     0.252603    -0.294398    -1.125779
50294.25     0.172083    -0.305948    -1.081021
50294.50     0.146648    -0.302696    -1.090556
50294.75     0.093821    -0.183416    -0.991607
50295.00     0.063067    -0.123546    -0.665208
50295.25     0.027112    -0.194170    -0.635625
50295.50     0.032958    -0.211854    -0.694159
50295.75     0.003932    -0.123750    -0.537787
50296.00    -0.074863    -0.055163    -0.137443
50296.25    -0.102504    -0.070217     0.007938
50296.50    -0.116557    -0.049298     0.052207
50296.75    -0.133476     0.026314     0.170870
50297.00    -0.168405     0.085121     0.559537
50297.25    -0.165488     0.024648     0.494083
50297.50    -0.131026    -0.003843     0.268800
50297.75    -0.134825     0.071213     0.170588
50298.00    -0.178024     0.141102     0.387282
50298.25    -0.153393     0.074780     0.254610
50298.50    -0.103350     0.028993    -0.068115
50298.75    -0.085222     0.093068    -0.182286
50299.00    -0.073876     0.116591    -0.015947
50299.25    -0.017056    -0.002203    -0.241382
50299.50     0.028480    -0.073434    -0.568871
50299.75     0.010511    -0.059032    -0.676526
50300.00     0.001102    -0.015340    -0.349487
50300.25     0.009578    -0.093913    -0.452332
50300.50     0.057933    -0.158707    -0.791758
50300.75     0.039128    -0.136355    -0.930762
50301.00     0.015848    -0.081156    -0.637042
50301.25     0.069557    -0.206553    -0.868430
50301.50     0.100084    -0.290682    -1.110063
50301.75     0.103114    -0.207643    -0.977433
50302.00     0.145603    -0.169436    -0.605649
50302.25     0.193438    -0.283072    -0.716462
50302.50     0.250297    -0.376085    -1.000133
50302.75     0.249472    -0.340062    -1.105250
50303.00     0.251148    -0.311428    -0.815944
50303.25     0.275448    -0.441993    -1.063207
50303.50     0.311182    -0.501348    -1.283102
50303.75     0.327025    -0.471378    -1.450512
50304.00     0.308517    -0.334767    -0.914255
50304.25     0.280078    -0.354948    -0.853583
50304.50     0.277078    -0.358474    -0.863320
50304.75     0.244889    -0.232118    -0.745172
50305.00     0.174212    -0.133540    -0.380918
50305.25     0.154697    -0.166716    -0.407648
50305.50     0.194567    -0.178060    -0.675726
50305.75     0.163943    -0.080704    -0.731627
50306.00     0.113708     0.012827    -0.401863
50306.25     0.137988    -0.109478    -0.680343
50306.50     0.192486    -0.143763    -0.816710
50306.75     0.166639    -0.077728    -0.779693
50307.00     0.099341    -0.040998    -0.445607
50307.25     0.114117    -0.075934    -0.452019
50307.50     0.122966    -0.054692    -0.459193
50307.75     0.129100     0.015482    -0.454321
50308.00     0.101422     0.074055    -0.085356
50308.25     0.077835     0.055205     0.101542
50308.50     0.088026    -0.004674    -0.016884
50308.75     0.107584    -0.070793    -0.378943
50309.00     0.076465    -0.091074    -0.272431
50309.25     0.080245    -0.206621    -0.453528
50309.50     0.153373    -0.321897    -0.843191
50309.75     0.186115    -0.276720    -0.926472
50310.00     0.157594    -0.186750    -0.539571
50310.25     0.185944    -0.273379    -0.579377
50310.50     0.227054    -0.327127    -0.881792
50310.75     0.194944    -0.258823    -0.865605
50311.00     0.170970    -0.203835    -0.546674
50311.25     0.185113    -0.312541    -0.642989
50311.50     0.213285    -0.346158    -0.736744
50311.75     0.230908    -0.297014    -0.739217
50312.00     0.182039    -0.194136    -0.267682
50312.25     0.161343    -0.238824    -0.227526
50312.50     0.180909    -0.296059    -0.547373
50312.75     0.200429    -0.224547    -0.694787
50313.00     0.160701    -0.122117    -0.429655
50313.25     0.204098    -0.219044    -0.763009
50313.50     0.298650    -0.270157    -1.130250
50313.75     0.355205    -0.233008    -1.355459
50314.00     0.373973    -0.198646    -1.175094
50314.25     0.434736    -0.338294    -1.525216
50314.50     0.528735    -0.426032    -1.952902
50314.75     0.513072    -0.414235    -2.224431
50315.00     0.419302    -0.336485    -1.774295
50315.25     0.393425    -0.422639    -1.819282
50315.50     0.391336    -0.514910    -2.111661
50315.75     0.346137    -0.474677    -2.133296
50316.00     0.241833    -0.352982    -1.554109
50316.25     0.222219    -0.415333    -1.551688
50316.50     0.259164    -0.449163    -1.717046
50316.75     0.228887    -0.312008    -1.540160
50317.00     0.225747    -0.206169    -1.089703
50317.25     0.229385    -0.274410    -1.107659
50317.50     0.267966    -0.319921    -1.310528
50317.75     0.232067    -0.279078    -1.370318
50318.00     0.148350    -0.260776    -1.127208
50318.25     0.087231    -0.374239    -1.294104
50318.50     0.092805    -0.458328    -1.620898
50318.75     0.027979    -0.381869    -1.661765
50319.00    -0.052772    -0.311121    -1.407285
50319.25    -0.124504    -0.347807    -1.447161
50319.50    -0.112196    -0.346274    -1.551393
50319.75    -0.134481    -0.210780    -1.431012
50320.00    -0.246058    -0.078419    -0.867062
50320.25    -0.309021    -0.118248    -0.716449
50320.50    -0.315019    -0.133086    -0.662088
50320.75    -0.387837    -0.042686    -0.527179
50321.00    -0.408632     0.056531    -0.156802
50321.25    -0.417035    -0.015635    -0.233586
50321.50    -0.336181    -0.045342    -0.531385
50321.75    -0.320984     0.057645    -0.527239
50322.00    -0.308374     0.118355    -0.202859
50322.25    -0.284419     0.063249    -0.164998
50322.50    -0.206287     0.027717    -0.298324
50322.75    -0.155906     0.063962    -0.338648
50323.00    -0.157782     0.043589    -0.185632
50323.25    -0.114862    -0.099698    -0.330650
50323.50    -0.048264    -0.214279    -0.640500
50323.75    -0.047760    -0.241242    -0.780098
50324.00    -0.072961    -0.235725    -0.548468
50324.25    -0.054205    -0.352248    -0.655354
50324.50    -0.030952    -0.370471    -0.722866
50324.75    -0.021764    -0.297841    -0.808898
50325.00    -0.058599    -0.180057    -0.387190
50325.25    -0.064818    -0.250683    -0.593533
50325.50    -0.062123    -0.241005    -0.747969
50325.75    -0.100352    -0.108404    -0.745939
50326.00    -0.196639     0.009597    -0.277444
50326.25    -0.209505     0.009581    -0.190214
50326.50    -0.190177    -0.009602    -0.323560
50326.75    -0.198287     0.096486    -0.280211
50327.00    -0.227254     0.229325     0.183962
50327.25    -0.204814     0.195725     0.251649
50327.50    -0.179339     0.200727     0.204320
50327.75    -0.157711     0.268525     0.123006
50328.00    -0.181173     0.315065     0.406942
50328.25    -0.130609     0.202827     0.259196
50328.50    -0.062459     0.119139    -0.066970
50328.75    -0.038457     0.173850    -0.284086
50329.00    -0.044231     0.245109     0.002667
50329.25    -0.033441     0.170924    -0.153540
50329.50    -0.001230     0.134275    -0.329790
50329.75    -0.014404     0.178622    -0.432649
50330.00    -0.036353     0.231928    -0.153113
50330.25    -0.069473     0.193011    -0.079323
50330.50    -0.036290     0.166309    -0.222405
50330.75    -0.068585     0.265952    -0.197398
50331.00    -0.070694     0.304475     0.058413
50331.25    -0.017271     0.210455    -0.009492
50331.50     0.089346     0.183456    -0.186305
50331.75     0.106147     0.285716    -0.107471
50332.00     0.140693     0.439632     0.447787
50332.25     0.169483     0.533834     0.940349
50332.50     0.099496     0.522060     0.812119
50332.75    -0.009207     0.506893     0.554310
50333.00    -0.134413     0.500650     0.772665
50333.25    -0.201390     0.405969     0.675622
50333.50    -0.205167     0.374451     0.497609
50333.75    -0.259816     0.435756     0.430836
50334.00    -0.282289     0.488598     0.645292
50334.25    -0.282397     0.434271     0.715821
50334.50    -0.243985     0.396566     0.622337
50334.75    -0.238362     0.443423     0.620116
50335.00    -0.232698     0.460865     0.930572
50335.25    -0.218401     0.329710     0.777030
50335.50    -0.132760     0.235873     0.460027
50335.75    -0.080579     0.287862     0.366054
50336.00    -0.000688     0.215404     0.334509
50336.25     0.060809     0.039030     0.146856
50336.50     0.146145    -0.059621    -0.062516
50336.75     0.178616    -0.016398    -0.107042
50337.00     0.195556    -0.005023     0.051912
50337.25     0.208646    -0.043165     0.005453
50337.50     0.244142    -0.025704    -0.145412
50337.75     0.235359     0.097787    -0.173427
50338.00     0.184393     0.168267     0.070411
50338.25     0.152719     0.185726     0.177551
50338.50     0.133691     0.205247     0.108933
50338.75     0.091181     0.306095     0.068477
50339.00     0.009325     0.461065     0.628807
50339.25    -0.073451     0.486640     0.929595
50339.50    -0.128659     0.509002     1.013652
50339.75    -0.163713     0.596369     1.085694
50340.00    -0.219314     0.653100     1.424647
50340.25    -0.236344     0.516366     1.326893
50340.50    -0.230581     0.427195     1.043600
50340.75    -0.234479     0.476729     0.996485
50341.00    -0.216074     0.494704     1.220193
50341.25    -0.192634     0.400383     1.162554
50341.50    -0.124505     0.355544     0.957420
50341.75    -0.029253     0.370527     0.710714
50342.00     0.000425     0.415797     0.948149
50342.25     0.035550     0.341248     0.897020
50342.50     0.089997     0.311297     0.793365
50342.75     0.111720     0.374638     0.823442
50343.00     0.110141     0.372022     1.100841
50343.25     0.092655     0.339893     1.364597
50343.50     0.176648     0.253718     1.091497
50343.75     0.250238     0.250989     0.845542
50344.00     0.257063     0.130703     0.584954
50344.25     0.224426    -0.033223     0.169249
50344.50     0.201946    -0.090868    -0.103036
50344.75     0.179509    -0.099059    -0.375932
50345.00     0.133317    -0.084487    -0.264485
50345.25     0.061532    -0.110711    -0.122505
50345.50     0.034875    -0.047585     0.010419
50345.75     0.002102     0.027798     0.005000
50346.00    -0.046951     0.142280     0.340161
50346.25    -0.087793     0.099989     0.373364
50346.50    -0.076693     0.060053     0.062483
50346.75    -0.086981     0.122694    -0.077933
50347.00    -0.135455     0.222547     0.231208
50347.25    -0.123597     0.184807     0.271131
50347.50    -0.133881     0.222139     0.421540
50347.75    -0.127367     0.320508     0.561511
50348.00    -0.146657     0.441532     1.140217
50348.25    -0.110458     0.448000     1.426245
50348.50    -0.119091     0.449800     1.631026
50348.75    -0.051541     0.426654     1.486529
50349.00    -0.013557     0.372074     1.521582
50349.25     0.052632     0.224033     1.293617
50349.50     0.142786     0.118437     0.831660
50349.75     0.306893     0.046317     0.358717
50350.00     0.365429    -0.010801     0.236053
50350.25     0.341876    -0.091643     0.178053
50350.50     0.336764    -0.096766     0.100903
50350.75     0.314185    -0.057694     0.107030
50351.00     0.304721     0.028497     0.380942
50351.25     0.337349    -0.052361     0.291601
50351.50     0.410497    -0.117031    -0.090443
50351.75     0.456377    -0.108359    -0.395225
50352.00     0.462172    -0.052677    -0.307444
50352.25     0.474023    -0.161536    -0.583544
50352.50     0.479053    -0.166135    -0.842074
50352.75     0.434395    -0.102676    -0.912229
50353.00     0.369616    -0.055976    -0.636901
50353.25     0.324109    -0.125239    -0.610787
50353.50     0.261057    -0.138453    -0.632480
50353.75     0.193409    -0.086549    -0.456266
50354.00     0.087703    -0.071569    -0.044306
50354.25    -0.056452    -0.089913     0.417871
50354.50    -0.126875    -0.062646     0.754006
50354.75    -0.163204    -0.015181     1.086610
50355.00    -0.152277    -0.010569     1.374749
50355.25    -0.095084    -0.099730     1.274703
50355.50     0.004237    -0.249488     0.688513
50355.75     0.059096    -0.286486     0.181579
50356.00     0.044903    -0.301343    -0.003513
50356.25     0.062737    -0.416763    -0.434654
50356.50     0.134918    -0.486223    -1.094801
50356.75     0.188208    -0.510920    -1.692649
50357.00     0.203794    -0.471986    -1.786347
50357.25     0.237748    -0.508715    -1.948523
50357.50     0.236365    -0.457249    -1.965485
50357.75     0.278437    -0.459327    -2.057940
50358.00     0.248443    -0.430502    -1.780497
50358.25     0.242653    -0.493127    -1.634730
50358.50     0.217124    -0.513949    -1.442594
50358.75     0.230413    -0.530932    -1.435201
50359.00     0.177349    -0.457382    -1.002146
50359.25     0.215175    -0.537852    -0.947208
50359.50     0.382359    -0.522502    -1.257188
50359.75     0.542659    -0.542089    -1.840325
50360.00     0.562968    -0.502054    -2.013024
50360.25     0.577410    -0.634675    -2.479289
50360.50     0.607371    -0.708347    -3.066245
50360.75     0.569374    -0.687514    -3.422273
50361.00     0.524382    -0.627298    -3.243612
50361.25     0.529824    -0.695220    -3.392436
50361.50     0.568502    -0.670602    -3.399601
50361.75     0.556633    -0.631736    -3.382914
50362.00     0.445328    -0.553046    -2.833094
50362.25     0.380889    -0.622779    -2.740054
50362.50     0.330691    -0.590898    -2.468676
50362.75     0.294910    -0.544528    -2.357643
50363.00     0.214389    -0.449008    -1.874679
50363.25     0.214280    -0.362375    -1.419507
50363.50     0.256603    -0.237613    -1.177515
50363.75     0.262909    -0.048909    -0.913621
50364.00     0.225381     0.153103    -0.286155
50364.25     0.246937     0.356428     0.554602
50364.50     0.269076     0.669550     1.557855
50364.75     0.238205     0.854312     2.211119
50365.00     0.056512     0.676644     2.087607
50365.25    -0.029094     0.457962     1.861810
50365.50    -0.004270     0.277643     1.386450
50365.75     0.057355     0.215041     1.063264
50366.00     0.086907     0.147608     0.974892
50366.25     0.125462    -0.050451     0.447890
50366.50     0.086403    -0.107959     0.240120
50366.75     0.175309    -0.170050    -0.281763
50367.00     0.170929    -0.211155    -0.559446
50367.25     0.175487    -0.328116    -0.881593
50367.50     0.258802    -0.465310    -1.577122
50367.75     0.267818    -0.453591    -1.838099
50368.00     0.222547    -0.399496    -1.717394
50368.25     0.268351    -0.518334    -1.941147
50368.50     0.338819    -0.612017    -2.355046
50368.75     0.387379    -0.559202    -2.500510
50369.00     0.373913    -0.463232    -2.228727
50369.25     0.366309    -0.484280    -2.124421
50369.50     0.319437    -0.526067    -2.207740
50369.75     0.267718    -0.476870    -2.017636
50370.00     0.167554    -0.339168    -1.321958
50370.25     0.079108    -0.368253    -0.877569
50370.50     0.077072    -0.358911    -0.738315
50370.75     0.157879    -0.256780    -0.677951
50371.00     0.171313    -0.144281    -0.452400
50371.25     0.194950    -0.209237    -0.609493
50371.50     0.184020    -0.215535    -0.779284
50371.75     0.165311    -0.156027    -0.852732
50372.00     0.056693    -0.042927    -0.399971
50372.25     0.015122    -0.067078    -0.227913
50372.50     0.021176    -0.038712    -0.129242
50372.75     0.088488     0.062088    -0.025760
50373.00     0.176995     0.137805     0.176103
50373.25     0.261775     0.109299     0.210840
50373.50     0.340758     0.131774     0.253812
50373.75     0.402350     0.162085     0.162127
50374.00     0.409256     0.204474     0.314367
50374.25     0.315054     0.211349     0.517299
50374.50     0.213853     0.288067     0.748159
50374.75     0.132704     0.438883     1.051175
50375.00     0.066139     0.577982     1.594377
50375.25     0.041049     0.515286     1.628968
50375.50     0.030150     0.519370     1.608908
50375.75     0.046874     0.593272     1.687640
50376.00     0.051011     0.646161     1.922700
50376.25     0.103038     0.604300     1.874750
50376.50     0.185518     0.550353     1.666510
50376.75     0.321570     0.523552     1.382834
50377.00     0.390153     0.436978     1.213082
50377.25     0.439922     0.293525     0.927480
50377.50     0.454339     0.164125     0.463183
50377.75     0.509546     0.112696     0.209426
50378.00     0.513074     0.096193     0.300618
50378.25     0.436962     0.084621     0.487953
50378.50     0.393652     0.099850     0.451055
50378.75     0.368343     0.203705     0.531854
50379.00     0.262361     0.312552     0.889993
50379.25     0.121933     0.366084     1.285848
50379.50     0.030061     0.451109     1.539622
50379.75    -0.053562     0.475719     1.528872
50380.00    -0.171025     0.537386     1.858683
50380.25    -0.225557     0.416520     1.683684
50380.50    -0.272997     0.348586     1.419092
50380.75    -0.261702     0.344664     1.137657
50381.00    -0.201702     0.353061     1.126942
50381.25    -0.149413     0.235817     0.864053
50381.50    -0.020295     0.173335     0.485051
50381.75     0.136116     0.088893    -0.053306
50382.00     0.287040     0.017762    -0.243126
50382.25     0.455640    -0.184640    -0.743873
