-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
lbch        49718.000    1995     1     1     0
lbch        52274.750    2001    12    31    18
lbch     -2507798.449 -4676370.054  3526890.666
50412.25    -1.957801     0.699562    -2.252727
50412.50    -1.490973     0.295740    -1.888878
50412.75    -1.508754     0.723001    -2.833437
50413.00    -1.496912     0.515782    -1.736186
50413.25    -1.733764     0.547813    -1.939382
50413.50    -1.385374     0.210184    -1.795302
50413.75    -1.485099     0.641340    -2.830170
50414.00    -1.382843     0.484714    -2.002831
50414.25    -1.630380     0.623262    -2.539137
50414.50    -1.383588     0.340660    -2.144227
50414.75    -1.470091     0.901785    -3.330747
50415.00    -1.602470     0.662994    -1.828686
50415.25    -1.933509     0.714809    -1.698841
50415.50    -1.782495     0.205454    -0.413366
50415.75    -2.157652     0.573787    -0.536880
50416.00    -2.175404     0.185206     1.284517
50416.25    -2.295589     0.014521     1.663712
50416.50    -1.865204    -0.418518     2.018326
50416.75    -1.854462     0.087935     0.966711
50417.00    -1.513331    -0.082496     1.907872
50417.25    -1.508633     0.120679     1.019707
50417.50    -1.094294    -0.092784     0.972507
50417.75    -1.083816     0.577831    -0.556169
50418.00    -1.095753     0.523363     0.279760
50418.25    -1.465012     0.723633    -0.071322
50418.50    -1.127572     0.418517     0.429727
50418.75    -1.286311     0.785346    -0.112714
50419.00    -1.204768     0.473360     1.131276
50419.25    -1.257114     0.415277     0.802630
50419.50    -0.764149     0.122027     0.730265
50419.75    -1.034160     0.670314    -0.474697
50420.00    -1.004101     0.609645     0.394936
50420.25    -1.204434     0.804746    -0.253045
50420.50    -0.907507     0.569501    -0.096404
50420.75    -1.060953     1.062628    -0.963376
50421.00    -0.869803     0.898737     0.313121
50421.25    -0.998148     1.001579     0.123775
50421.50    -0.640382     0.709182     0.450184
50421.75    -0.533278     1.169261    -0.082962
50422.00    -0.441216     0.882055     1.841639
50422.25    -0.521389     0.864729     1.993939
50422.50    -0.196291     0.311289     3.290157
50422.75    -0.269300     0.598410     2.916719
50423.00    -0.286119     0.305633     4.042171
50423.25    -0.461286     0.417665     3.587989
50423.50    -0.260823     0.055794     4.037401
50423.75    -0.325886     0.612338     2.475450
50424.00    -0.100970     0.408073     2.846543
50424.25    -0.245077     0.564655     1.518968
50424.50    -0.053788     0.295408     1.141675
50424.75    -0.350164     0.937737    -0.350990
50425.00    -0.411112     0.814284     0.532602
50425.25    -0.650096     0.918118     0.019899
50425.50    -0.306808     0.494207     0.609367
50425.75    -0.478429     0.795679     0.676097
50426.00    -0.505750     0.526091     2.175646
50426.25    -0.738287     0.482435     2.535348
50426.50    -0.408590    -0.005650     3.504762
50426.75    -0.549037     0.363450     3.084218
50427.00    -0.387064     0.037461     4.774416
50427.25    -0.603418     0.150816     4.451802
50427.50    -0.185634    -0.162251     4.626538
50427.75    -0.168006     0.390560     3.726439
50428.00     0.248630     0.204759     4.253211
50428.25     0.163607     0.343148     3.162570
50428.50     0.574994    -0.118521     3.403590
50428.75     0.563593     0.353901     2.070045
50429.00     0.638390     0.199356     2.644778
50429.25     0.475115     0.298750     1.756800
50429.50     0.949090    -0.136980     1.999367
50429.75     1.039103     0.302050     0.608072
50430.00     1.231687     0.011303     1.442494
50430.25     1.077012     0.136966     0.900822
50430.50     1.325455    -0.276030     1.130584
50430.75     1.020751     0.185887    -0.473191
50431.00     0.869139    -0.042541     0.162396
50431.25     0.346567    -0.041831    -0.514329
50431.50     0.324468    -0.431850    -0.672099
50431.75     0.041727     0.106712    -2.314302
50432.00     0.040515    -0.018654    -1.659041
50432.25    -0.201499     0.237025    -2.593640
50432.50     0.127626    -0.000162    -2.477176
50432.75     0.085441     0.584033    -3.746574
50433.00     0.141280     0.339075    -2.523793
50433.25    -0.086746     0.338396    -2.584498
50433.50     0.193400    -0.038492    -2.007347
50433.75    -0.067415     0.310602    -2.570813
50434.00    -0.093975     0.075333    -1.231092
50434.25    -0.335906     0.138203    -1.323011
50434.50     0.046343    -0.176448    -1.014073
50434.75    -0.102074     0.385399    -2.075793
50435.00     0.197056     0.297954    -1.359310
50435.25     0.153150     0.564947    -2.197487
50435.50     0.727030     0.229802    -1.653788
50435.75     0.857784     0.720145    -2.686507
50436.00     1.072109     0.425577    -1.169018
50436.25     1.021434     0.458403    -1.458186
50436.50     1.424340     0.010376    -0.721801
50436.75     1.312475     0.476184    -1.548595
50437.00     1.286945     0.336499    -0.354383
50437.25     0.987330     0.393111    -0.450184
50437.50     1.302411     0.023810    -0.026785
50437.75     0.910211     0.393254    -0.450031
50438.00     0.824833     0.088580     1.315201
50438.25     0.319659     0.048784     1.611098
50438.50     0.373302    -0.444167     2.672531
50438.75     0.200506    -0.015379     2.160910
50439.00     0.384899    -0.242906     3.371436
50439.25     0.155425    -0.093768     3.002633
50439.50     0.635468    -0.561660     3.511489
50439.75     0.608353    -0.056761     2.204558
50440.00     0.864713    -0.292541     2.667942
50440.25     0.829968    -0.131653     1.267218
50440.50     1.138134    -0.478218     0.822609
50440.75     1.013249     0.133068    -1.596999
50441.00     1.056701     0.002400    -1.383215
50441.25     0.682994     0.196633    -2.522546
50441.50     0.814977    -0.107507    -2.148617
50441.75     0.633763     0.441952    -3.026618
50442.00     0.592110     0.269464    -1.469178
50442.25     0.304668     0.278408    -1.049613
50442.50     0.375408    -0.147933     0.243411
50442.75    -0.025551     0.312496     0.072704
50443.00    -0.142291    -0.019668     2.157598
50443.25    -0.552171     0.123954     1.988877
50443.50    -0.416095    -0.240770     2.885463
50443.75    -0.719777     0.300335     2.211930
50444.00    -0.753360     0.159394     3.117591
50444.25    -1.198595     0.297988     2.513737
50444.50    -1.077346    -0.124404     2.960501
50444.75    -1.323562     0.434531     1.319571
50445.00    -1.203959     0.262158     1.686608
50445.25    -1.376495     0.394566     1.046258
50445.50    -0.972185     0.073462     0.768557
50445.75    -0.974696     0.590053    -0.575808
50446.00    -0.815749     0.425752     0.081634
50446.25    -0.938541     0.616848    -0.746234
50446.50    -0.757387     0.388213    -0.336412
50446.75    -1.018823     0.949782    -1.380846
50447.00    -1.013308     0.723810    -0.027997
50447.25    -1.390736     0.797526    -0.749022
50447.50    -1.384587     0.472566    -0.290630
50447.75    -1.647703     0.964267    -1.202262
50448.00    -1.581801     0.798720     0.127108
50448.25    -1.794645     1.018685    -0.287350
50448.50    -1.337761     0.697709     0.156526
50448.75    -1.221382     1.224494    -0.976439
50449.00    -0.922105     1.017034     0.226968
50449.25    -0.867528     1.199430    -0.086154
50449.50    -0.275838     0.700734     1.135498
50449.75    -0.358388     1.072146     0.813190
50450.00    -0.197736     0.794524     1.994772
50450.25    -0.398737     0.811594     1.709269
50450.50    -0.124550     0.407954     2.167968
50450.75    -0.178544     0.836777     1.193435
50451.00     0.097065     0.474498     2.499351
50451.25    -0.151940     0.514627     2.195778
50451.50     0.113859     0.015739     2.705780
50451.75     0.119471     0.369506     1.140107
50452.00     0.275688     0.124490     1.918947
50452.25     0.001635     0.189751     0.984183
50452.50     0.125517    -0.084803     1.027042
50452.75    -0.003700     0.464658    -0.521622
50453.00     0.013377     0.314865     0.355146
50453.25    -0.329144     0.411367    -0.050790
50453.50    -0.124220     0.002499     0.508599
50453.75    -0.311712     0.472367    -0.588586
50454.00    -0.297233     0.327522     0.321169
50454.25    -0.583000     0.547288    -0.256308
50454.50    -0.294233     0.252015    -0.245732
50454.75    -0.452285     0.796981    -1.720675
50455.00    -0.472715     0.635697    -0.835020
50455.25    -0.771462     0.744688    -1.339198
50455.50    -0.513990     0.414537    -1.287783
50455.75    -0.725007     0.871079    -2.452302
50456.00    -0.615425     0.581952    -1.344496
50456.25    -0.852475     0.600287    -1.755724
50456.50    -0.497428     0.122663    -1.368824
50456.75    -0.593494     0.529619    -2.277233
50457.00    -0.433212     0.267975    -1.032829
50457.25    -0.559734     0.374475    -1.460905
50457.50    -0.111663     0.054827    -0.909430
50457.75    -0.119376     0.516365    -1.839836
50458.00    -0.072798     0.374088    -0.758276
50458.25    -0.380494     0.509717    -0.843453
50458.50    -0.151607     0.156410     0.097013
50458.75    -0.410424     0.591197    -0.474848
50459.00    -0.544019     0.347183     1.080502
50459.25    -0.867473     0.388110     0.884816
50459.50    -0.694230    -0.029971     1.562969
50459.75    -1.070125     0.450871     0.629747
50460.00    -1.064576     0.178436     2.099146
50460.25    -1.313919     0.275861     1.755842
50460.50    -0.991254    -0.042606     2.221228
50460.75    -0.974538     0.450504     1.274350
50461.00    -0.645405     0.112128     2.965862
50461.25    -0.746239     0.159430     2.664842
50461.50    -0.356822    -0.298352     3.637136
50461.75    -0.130143     0.125648     2.244011
50462.00     0.276317    -0.075303     2.949078
50462.25     0.348661     0.026596     2.084306
50462.50     0.982211    -0.431691     2.219554
50462.75     0.886640     0.129629     0.576529
50463.00     1.103610    -0.050175     1.210647
50463.25     0.839655     0.026653     0.439285
50463.50     1.163563    -0.338916     0.543616
50463.75     1.161317     0.150535    -0.953218
50464.00     1.465589    -0.048698    -0.119489
50464.25     1.543656     0.018780    -0.961587
50464.50     2.040715    -0.288467    -0.590540
50464.75     2.075477     0.218529    -1.675772
50465.00     2.269939     0.036657    -0.427261
50465.25     2.242233     0.217730    -0.967109
50465.50     2.713674    -0.103110    -0.512642
50465.75     2.693218     0.469503    -1.533721
50466.00     2.790831     0.358996    -0.511767
50466.25     2.637130     0.528364    -0.815407
50466.50     3.046642     0.129908    -0.160798
50466.75     2.905211     0.534127    -0.864954
50467.00     2.837828     0.216091     0.712978
50467.25     2.431586     0.290827     0.673398
50467.50     2.542285    -0.014668     1.364983
50467.75     2.127021     0.503078     0.403036
50468.00     1.860526     0.279171     1.644058
50468.25     1.273224     0.377856     1.305346
50468.50     1.113085     0.110883     1.980101
50468.75     0.827752     0.567603     0.916916
50469.00     0.704737     0.358996     1.795999
50469.25     0.350479     0.406263     1.247025
50469.50     0.403763    -0.003276     1.863843
50469.75     0.141420     0.438100     0.721420
50470.00     0.287307     0.206609     1.735237
50470.25     0.221703     0.270320     1.293749
50470.50     0.722883    -0.119613     1.796963
50470.75     0.715812     0.285376     0.894595
50471.00     1.003192     0.053637     1.839507
50471.25     0.827988     0.086604     1.396944
50471.50     1.076282    -0.377768     2.000890
50471.75     1.014405    -0.033782     0.720044
50472.00     1.132832    -0.349669     1.412426
50472.25     0.893831    -0.355496     0.595884
50472.50     1.098317    -0.724337     0.844793
50472.75     0.937233    -0.253204    -0.446494
50473.00     0.870284    -0.381720     0.632973
50473.25     0.409740    -0.189560     0.328163
50473.50     0.408922    -0.444811     1.167653
50473.75    -0.034491     0.050976     0.768547
50474.00    -0.118684    -0.046213     1.875758
50474.25    -0.653446     0.070179     1.704212
50474.50    -0.605023    -0.331168     2.335195
50474.75    -0.926572     0.115971     0.678671
50475.00    -0.784882    -0.151613     0.964894
50475.25    -0.950714    -0.047523    -0.322849
50475.50    -0.508849    -0.304465    -0.861512
50475.75    -0.436606     0.271362    -2.441038
50476.00    -0.207234     0.158000    -1.629572
50476.25    -0.385577     0.419519    -2.449342
50476.50     0.113288    -0.000643    -1.947077
50476.75    -0.024239     0.396471    -2.767073
50477.00     0.021642     0.107981    -1.426066
50477.25    -0.146214     0.127012    -1.681690
50477.50     0.091635    -0.306063    -1.070105
50477.75    -0.115399     0.216485    -1.845788
50478.00    -0.075348     0.036542    -0.473748
50478.25    -0.166678     0.216144    -0.635399
50478.50     0.324088    -0.098280     0.226612
50478.75     0.521568     0.325375    -0.271934
50479.00     0.808381     0.022720     1.316558
50479.25     0.629918     0.094112     1.205947
50479.50     1.090426    -0.255552     1.718305
50479.75     0.954687     0.194757     0.990445
50480.00     0.999520     0.010875     1.979702
50480.25     0.601570     0.128948     1.700603
50480.50     0.904246    -0.193912     2.046393
50480.75     0.693239     0.310337     0.915130
50481.00     0.781031     0.070634     1.743500
50481.25     0.480934     0.077306     1.410064
50481.50     0.601682    -0.360595     1.850082
50481.75     0.333833     0.073368     0.541859
50482.00     0.376657    -0.155217     1.337586
50482.25     0.210845    -0.023564     0.414177
50482.50     0.422736    -0.322605     0.583805
50482.75     0.368749     0.147995    -0.526462
50483.00     0.491537    -0.084619     0.680955
50483.25     0.447230    -0.000344    -0.045178
50483.50     0.919749    -0.482501     0.954530
50483.75     1.039350    -0.130368     0.320888
50484.00     1.284628    -0.363862     1.435066
50484.25     1.262515    -0.362647     1.102273
50484.50     1.667026    -0.812672     1.623147
50484.75     1.494557    -0.333447     0.395605
50485.00     1.452573    -0.572820     1.671199
50485.25     1.104487    -0.427319     0.988562
50485.50     1.275439    -0.788217     1.274289
50485.75     1.036730    -0.266720     0.073468
50486.00     0.899919    -0.389893     0.960989
50486.25     0.564914    -0.159343     0.124004
50486.50     0.867026    -0.475141     0.434235
50486.75     0.775352     0.029864    -0.900022
50487.00     0.839890    -0.236921     0.376285
50487.25     0.632954    -0.214685     0.083433
50487.50     0.805287    -0.701704     0.878459
50487.75     0.496628    -0.293129    -0.158733
50488.00     0.545480    -0.584599     0.911129
50488.25     0.339827    -0.492490     0.170564
50488.50     0.717730    -0.772829     0.179724
50488.75     0.532388    -0.249207    -1.012253
50489.00     0.649673    -0.335787    -0.202761
50489.25     0.554038    -0.321731    -0.286639
50489.50     0.966443    -0.717365     0.484306
50489.75     0.760818    -0.248299    -0.204979
50490.00     0.879415    -0.488071     1.343016
50490.25     0.568301    -0.421358     1.194515
50490.50     0.868640    -0.874510     2.054375
50490.75     0.661732    -0.235556     0.963242
50491.00     0.743569    -0.146679     1.803916
50491.25     0.437131     0.131065     1.243425
50491.50     0.694090    -0.221531     1.769074
50491.75     0.498987     0.227799     0.703206
50492.00     0.433693    -0.116097     1.873267
50492.25     0.165421    -0.191984     1.271843
50492.50     0.688847    -0.650078     1.239229
50492.75     0.699993    -0.128814    -0.639638
50493.00     0.736312    -0.162548    -0.232104
50493.25     0.564750    -0.019323    -1.131256
50493.50     0.950790    -0.402108    -0.848765
50493.75     1.007539     0.102644    -2.330010
50494.00     1.039345    -0.129976    -0.889467
50494.25     0.846001    -0.040192    -1.203820
50494.50     0.953857    -0.314597    -1.014181
50494.75     0.749934     0.253287    -2.239551
50495.00     0.558812     0.124403    -1.011935
50495.25     0.281868     0.286746    -1.196688
50495.50     0.422481     0.009549    -0.360393
50495.75     0.241628     0.492050    -0.854630
50496.00     0.145031     0.334717     0.568615
50496.25    -0.138123     0.290629     0.884247
50496.50     0.064965    -0.266146     2.411589
50496.75    -0.113890     0.133845     1.841808
50497.00    -0.002768    -0.228455     3.282410
50497.25    -0.013610    -0.259668     2.691361
50497.50     0.450586    -0.667045     2.620643
50497.75     0.390265    -0.055192     0.736564
50498.00     0.420392    -0.144799     1.444880
50498.25     0.082101     0.079262     0.642754
50498.50     0.285609    -0.252072     1.234781
50498.75     0.082495     0.274472     0.235852
50499.00     0.099804     0.066612     1.511953
50499.25    -0.314478     0.101809     1.001790
50499.50    -0.167870    -0.429916     1.594679
50499.75    -0.347165     0.027562     0.331033
50500.00    -0.343024    -0.086088     1.151835
50500.25    -0.614405     0.125385     0.110013
50500.50    -0.315782    -0.198363     0.298239
50500.75    -0.393951     0.399430    -1.580302
50501.00    -0.483262     0.139814    -0.354929
50501.25    -0.806183     0.114958    -0.634486
50501.50    -0.444083    -0.437537     0.147418
50501.75    -0.627206    -0.048661    -0.641251
50502.00    -0.561996    -0.330905     0.595810
50502.25    -0.815358    -0.273598    -0.033899
50502.50    -0.475889    -0.699036     0.329757
50502.75    -0.587814    -0.144575    -1.301877
50503.00    -0.425889    -0.272153    -0.588475
50503.25    -0.542247    -0.057888    -1.467024
50503.50    -0.087837    -0.361247    -1.180198
50503.75    -0.191208     0.220848    -2.157855
50504.00    -0.012999     0.114423    -0.860785
50504.25    -0.118981     0.221852    -0.982187
50504.50     0.287403    -0.227183     0.221494
50504.75     0.217517     0.256363    -0.300941
50505.00     0.164364     0.051173     1.444947
50505.25    -0.180710     0.046505     1.841711
50505.50    -0.041713    -0.473155     3.276299
50505.75    -0.480697    -0.048043     2.868057
50506.00    -0.659842    -0.197903     4.174730
50506.25    -1.217094    -0.119864     4.173878
50506.50    -1.315435    -0.631836     5.535822
50506.75    -1.842200    -0.315586     5.206974
50507.00    -1.883497    -0.584529     6.351059
50507.25    -2.316611    -0.548088     5.786072
50507.50    -1.955504    -0.972310     5.691822
50507.75    -1.901377    -0.402514     3.438887
50508.00    -1.513792    -0.498343     3.356902
50508.25    -1.561701    -0.218852     1.612766
50508.50    -0.967331    -0.423518     1.376751
50508.75    -0.871125     0.272419    -0.354071
50509.00    -0.540621     0.246827     0.280194
50509.25    -0.577549     0.422228    -0.472341
50509.50    -0.049059     0.071052     0.202870
50509.75    -0.128925     0.413541    -0.543997
50510.00    -0.006811     0.080215     0.786237
50510.25    -0.249791    -0.017043     0.546107
50510.50     0.118511    -0.547070     1.380594
50510.75    -0.065984    -0.146837     0.501118
50511.00     0.103284    -0.423460     1.785858
50511.25    -0.035810    -0.405899     1.397878
50511.50     0.508997    -0.779608     1.469849
50511.75     0.385188    -0.212438    -0.178479
50512.00     0.421942    -0.339130     0.369158
50512.25     0.008365    -0.106064    -0.807755
50512.50     0.260091    -0.363297    -0.783069
50512.75     0.055878     0.250876    -2.200637
50513.00    -0.107958     0.098297    -0.915124
50513.25    -0.518116     0.247853    -1.354883
50513.50    -0.425132    -0.125093    -0.304059
50513.75    -0.842681     0.488655    -1.338067
50514.00    -0.967014     0.277851     0.174300
50514.25    -1.368520     0.369650    -0.136527
50514.50    -1.166634    -0.046515     0.566063
50514.75    -1.609458     0.478502    -0.680987
50515.00    -1.726506     0.274506     0.490733
50515.25    -2.032857     0.340397     0.093121
50515.50    -1.487737    -0.111618     0.703961
50515.75    -1.494647     0.386784    -0.818140
50516.00    -1.356813     0.072711     0.057494
50516.25    -1.642111     0.166579    -0.891632
50516.50    -1.357265    -0.140942    -0.566485
50516.75    -1.461632     0.516503    -2.094858
50517.00    -1.235180     0.251567    -1.091096
50517.25    -1.338790     0.233217    -1.562765
50517.50    -0.917694    -0.353142    -0.813897
50517.75    -1.249476     0.083993    -1.686828
50518.00    -1.470176    -0.232700    -0.288933
50518.25    -1.932730    -0.167123    -0.592501
50518.50    -1.722532    -0.638045    -0.055747
50518.75    -2.144250    -0.198658    -1.245600
50519.00    -2.284166    -0.521211    -0.226233
50519.25    -2.679721    -0.502064    -0.718629
50519.50    -2.361339    -0.957029    -0.276346
50519.75    -2.356294    -0.523376    -1.755996
50520.00    -2.183398    -0.853992    -0.761480
50520.25    -2.127376    -0.975505    -1.162548
50520.50    -1.425414    -1.420334    -0.635385
50520.75    -1.150145    -0.950408    -1.768704
50521.00    -0.800459    -1.112826    -0.517595
50521.25    -0.809198    -0.989204    -0.993535
50521.50    -0.358678    -1.277882    -0.360264
50521.75    -0.505977    -0.680975    -1.053149
50522.00    -0.478574    -0.804910     0.536458
50522.25    -0.763752    -0.454536     0.068375
50522.50    -0.471523    -0.741075     0.872222
50522.75    -0.797816    -0.010504    -0.020491
50523.00    -0.898846    -0.171658     1.524490
50523.25    -1.211798    -0.020491     1.188415
50523.50    -1.030888    -0.376582     1.675032
50523.75    -1.361990     0.202856     0.254504
50524.00    -1.250594    -0.002920     0.948729
50524.25    -1.212150     0.087275    -0.216059
50524.50    -0.792504    -0.298043    -0.111010
50524.75    -0.689460     0.229434    -2.006923
50525.00    -0.472053     0.091480    -1.449563
50525.25    -0.488194     0.241085    -2.517677
50525.50     0.030706    -0.075950    -2.376310
50525.75     0.170263     0.522046    -3.807203
50526.00     0.365957     0.276260    -2.607693
50526.25     0.290190     0.359566    -3.315909
50526.50     0.730116    -0.100310    -2.490849
50526.75     0.537701     0.353862    -3.347469
50527.00     0.393803     0.053090    -1.852960
50527.25    -0.039681     0.070534    -1.622507
50527.50     0.232134    -0.336682    -0.617397
50527.75    -0.065739     0.157783    -1.212977
50528.00    -0.077686    -0.142084     0.258303
50528.25    -0.344664    -0.079858    -0.071754
50528.50    -0.029132    -0.482056     0.675705
50528.75    -0.100370     0.019784    -0.378610
50529.00     0.114061    -0.197669     0.678134
50529.25    -0.145822    -0.085938     0.022371
50529.50     0.284663    -0.508833     0.485474
50529.75     0.187391     0.007863    -0.673761
50530.00     0.310342    -0.282177     0.635775
50530.25     0.259717    -0.325640     0.419398
50530.50     0.808965    -0.795612     1.194803
50530.75     0.721990    -0.323208     0.033987
50531.00     0.813467    -0.602705     1.233345
50531.25     0.590459    -0.541431     0.772026
50531.50     0.894007    -0.816768     0.968270
50531.75     0.732920    -0.216410    -0.308194
50532.00     0.786184    -0.353728     0.754727
50532.25     0.644122    -0.094314    -0.210526
50532.50     0.970028    -0.264715    -0.060267
50532.75     0.929222     0.347944    -1.166319
50533.00     1.027808     0.184372     0.103231
50533.25     0.613523     0.351627    -0.251352
50533.50     1.045017     0.037288     0.126875
50533.75     0.839439     0.454774    -0.266482
50534.00     0.814814     0.195481     1.274357
50534.25     0.606796     0.146266     0.983559
50534.50     1.022581    -0.380566     1.665339
50534.75     0.870438     0.015562     0.367475
50535.00     0.902643    -0.353234     1.548975
50535.25     0.670332    -0.295599     0.919093
50535.50     0.901235    -0.709756     1.500191
50535.75     0.749614    -0.283904     0.630409
50536.00     0.672416    -0.467814     1.735996
50536.25     0.487106    -0.382698     1.043548
50536.50     0.849857    -0.673739     1.042784
50536.75     0.597197    -0.077183    -0.360438
50537.00     0.460117    -0.248135     0.823483
50537.25     0.075357    -0.167941     0.418283
50537.50     0.521937    -0.492933     0.705470
50537.75     0.362305    -0.021299    -0.139216
50538.00     0.375731    -0.284885     1.097369
50538.25     0.125195    -0.318049     0.920769
50538.50     0.529861    -0.822652     1.381796
50538.75     0.475545    -0.405489     0.179235
50539.00     0.687032    -0.750998     1.167498
50539.25     0.565961    -0.831090     0.657849
50539.50     0.914322    -1.288772     1.075742
50539.75     1.054827    -0.868071    -0.061615
50540.00     1.362480    -1.271035     1.747478
50540.25     1.335257    -1.165217     1.290804
50540.50     1.984478    -1.597566     2.189591
50540.75     1.985863    -1.035700     1.634890
50541.00     2.205688    -1.091983     2.661199
50541.25     2.185458    -1.073603     2.576439
50541.50     2.652296    -1.514604     3.504781
50541.75     2.459048    -1.015802     3.018457
50542.00     2.451995    -1.288097     4.639717
50542.25     2.137276    -1.312798     4.449933
50542.50     2.211299    -1.684392     4.764873
50542.75     1.768470    -1.200675     3.897672
50543.00     1.622089    -1.350784     4.837225
50543.25     1.161767    -1.170386     3.855877
50543.50     1.519765    -1.474571     3.865324
50543.75     1.379390    -0.884873     2.366690
50544.00     1.211502    -0.964293     3.155087
50544.25     0.668490    -0.754162     2.183198
50544.50     0.914913    -1.050654     1.944708
50544.75     0.576030    -0.485199     0.285720
50545.00     0.298160    -0.654030     0.994221
50545.25    -0.103312    -0.537594     0.245508
50545.50     0.167159    -0.885882     0.386076
50545.75    -0.155410    -0.320973    -1.133602
50546.00    -0.169289    -0.529573    -0.215130
50546.25    -0.534413    -0.380736    -1.088778
50546.50    -0.375658    -0.711191    -0.713984
50546.75    -0.507277    -0.178628    -1.669654
50547.00    -0.518503    -0.445022    -0.228509
50547.25    -0.879158    -0.418771    -0.538887
50547.50    -0.598974    -0.925874     0.377296
50547.75    -0.770230    -0.575951    -0.171795
50548.00    -0.930356    -0.801403     1.268192
50548.25    -0.964046    -0.760050     0.633805
50548.50    -0.337003    -1.224193     1.185724
50548.75    -0.237013    -0.710444     0.002120
50549.00    -0.009662    -0.946129     1.177600
50549.25     0.008245    -0.900337     0.714097
50549.50     0.545753    -1.248600     0.838986
50549.75     0.407251    -0.669973    -0.291466
50550.00     0.222023    -0.750554     0.756308
50550.25    -0.216774    -0.553373    -0.040892
50550.50    -0.135095    -0.760209     0.215731
50550.75    -0.567371    -0.038885    -0.919859
50551.00    -0.834085     0.022845     0.219088
50551.25    -1.363140     0.320462    -0.251201
50551.50    -1.131094     0.109574     0.118825
50551.75    -1.298078     0.688558    -0.649153
50552.00    -1.411801     0.581414     0.462950
50552.25    -1.587041     0.659915     0.183262
50552.50    -1.078445     0.277963     0.516121
50552.75    -1.151756     0.712089    -0.698360
50553.00    -1.181391     0.424918     0.496911
50553.25    -1.302712     0.484749    -0.067684
50553.50    -0.875983     0.055196     0.162856
50553.75    -0.958988     0.550011    -0.942503
50554.00    -0.735882     0.282411     0.143936
50554.25    -0.787463     0.346110    -0.214529
50554.50    -0.093694    -0.057498     0.119945
50554.75     0.027288     0.464596    -0.709419
50555.00     0.263820     0.210370     0.680894
50555.25     0.331306     0.247664     0.247650
50555.50     0.937547    -0.199378     0.659031
50555.75     0.927096     0.259003    -0.014845
50556.00     0.994528     0.024962     1.425904
50556.25     0.856290     0.061932     1.219391
50556.50     1.235444    -0.292444     1.519451
50556.75     1.061210     0.177043     0.650569
50557.00     0.970866     0.001978     1.664546
50557.25     0.707603     0.083109     1.232636
50557.50     1.091765    -0.177466     1.295937
50557.75     0.974327     0.210822     0.486183
50558.00     1.139378    -0.005251     1.390575
50558.25     0.889815     0.081492     1.127793
50558.50     1.271222    -0.276552     1.520206
50558.75     1.101329     0.167477     0.562890
50559.00     1.033300    -0.084901     1.507876
50559.25     0.684139    -0.040827     0.853366
50559.50     1.043880    -0.395146     0.821087
50559.75     0.848224     0.003784    -0.032984
50560.00     0.651041    -0.206567     1.029953
50560.25     0.366641    -0.085185     0.265766
50560.50     0.750062    -0.385855     0.371759
50560.75     0.393625     0.095817    -0.588965
50561.00     0.106485    -0.069713     0.676375
50561.25    -0.260886     0.011958     0.688313
50561.50    -0.170691    -0.399464     1.515688
50561.75    -0.408428    -0.069923     1.051742
50562.00    -0.365980    -0.450037     2.487176
50562.25    -0.501412    -0.501789     2.245459
50562.50     0.140112    -1.036279     2.689606
50562.75     0.306427    -0.665548     2.147574
50563.00     0.585071    -0.831490     2.757987
50563.25     0.594566    -0.733856     1.859094
50563.50     1.177069    -1.150980     1.855778
50563.75     1.095178    -0.598411     0.719079
50564.00     1.178906    -0.636880     1.233834
50564.25     1.080292    -0.476413     0.432548
50564.50     1.580031    -0.766204     0.709223
50564.75     1.536890    -0.177134    -0.279057
50565.00     1.554661    -0.408495     1.335917
50565.25     1.341462    -0.353081     1.407241
50565.50     1.735452    -0.696501     2.131744
50565.75     1.709001    -0.347519     1.563683
50566.00     1.598706    -0.596082     3.025464
50566.25     1.272328    -0.645498     3.088420
50566.50     1.805179    -0.962599     3.567628
50566.75     1.818274    -0.461973     2.666223
50567.00     1.927131    -0.753469     3.932672
50567.25     1.794807    -0.726212     3.466561
50567.50     2.257606    -1.132185     3.419872
50567.75     2.081461    -0.667330     2.215280
50568.00     1.969314    -0.814469     3.014933
50568.25     1.595813    -0.675836     2.334343
50568.50     1.860779    -1.050861     2.712500
50568.75     1.593397    -0.521508     1.741191
50569.00     1.331031    -0.702351     2.969356
50569.25     0.807659    -0.661712     2.861990
50569.50     1.213929    -1.078565     3.326356
50569.75     1.117461    -0.705098     2.372163
50570.00     1.000561    -0.984177     3.434441
50570.25     0.643069    -0.949344     2.786850
50570.50     1.124840    -1.402446     3.201245
50570.75     1.104202    -0.925957     1.993149
50571.00     1.187318    -1.121586     2.802592
50571.25     1.136093    -1.163197     2.219467
50571.50     1.710629    -1.531254     2.142521
50571.75     1.608055    -1.056397     0.926088
50572.00     1.438988    -1.190378     1.894598
50572.25     1.218682    -1.049990     1.160307
