atp_code,atp_description,country_code,country_description,exports_OCTOBER_2007,exports_SEPTEMBER_2007,exports_YTD_OCTOBER_2007,exports_YTD_OCTOBER_2006,imports_OCTOBER_2007,imports_SEPTEMBER_2007,imports_YTD_OCTOBER_2007,imports_YTD_OCTOBER_2006
06,Flexible Manufacturing,2771,Netherlands Antilles,119203,225218,2038058,915093,0,0,4700,9174
07,Advanced Materials,2771,Netherlands Antilles,13646,0,2009451,170711,0,0,0,0
08,Aerospace,2771,Netherlands Antilles,322578,75721,3418032,1714284,16500,121181,2687581,183789
09,Weapons,2771,Netherlands Antilles,4805,0,11422,15000,0,0,0,0
01,Biotechnology,2779,Aruba,0,0,47139,18913,0,0,0,0
02,Life Science,2779,Aruba,401613,26718,934779,837570,0,0,0,0
03,Opto-Electronics,2779,Aruba,139806,124431,1011449,696865,0,0,0,0
04,Information & Communications,2779,Aruba,1820925,1652089,18469973,14084526,0,0,10000,6874
05,Electronics,2779,Aruba,54804,4626,245650,442162,0,0,0,0
06,Flexible Manufacturing,2779,Aruba,90097,251038,1447654,879040,0,0,0,38594
07,Advanced Materials,2779,Aruba,22781,0,59939,104863,0,0,0,0
08,Aerospace,2779,Aruba,39056,11675,194776,120846,0,0,0,0
09,Weapons,2779,Aruba,0,19404,52233,44703,0,0,0,0
10,Nuclear Technology,2779,Aruba,0,0,0,2700,0,0,0,0
02,Life Science,2831,Guadeloupe,15705,0,189121,694786,0,5837,41033,28902
03,Opto-Electronics,2831,Guadeloupe,0,0,290237,1061227,0,0,12832,0
04,Information & Communications,2831,Guadeloupe,73554,228622,2118056,1580620,0,0,11563,141094
05,Electronics,2831,Guadeloupe,6170,5967,52714,75366,0,0,112259,273948
06,Flexible Manufacturing,2831,Guadeloupe,0,0,0,6908,0,0,0,343038
07,Advanced Materials,2831,Guadeloupe,0,5790,5790,0,0,0,0,0
08,Aerospace,2831,Guadeloupe,5666,14633,44968,884682,0,3000,3000,7096
09,Weapons,2831,Guadeloupe,0,0,0,7151,0,0,0,0
10,Nuclear Technology,2831,Guadeloupe,0,0,0,31822,0,0,45246,0
02,Life Science,2839,Martinique,41114,0,233183,13922,0,0,5839,0
03,Opto-Electronics,2839,Martinique,0,0,511283,745177,0,0,0,0
04,Information & Communications,2839,Martinique,89975,250451,927243,1615211,0,0,16197,3200
05,Electronics,2839,Martinique,5040,5618,17513,34462,0,0,0,0
06,Flexible Manufacturing,2839,Martinique,0,0,2525187,82767,0,0,0,0
08,Aerospace,2839,Martinique,80674,214201,5984361,1607790,12016,0,80849,0
09,Weapons,2839,Martinique,0,0,0,4080,0,0,0,0
01,Biotechnology,3010,Colombia,2380347,2025221,16058288,15434993,0,3004,3004,0
02,Life Science,3010,Colombia,12828981,11470027,111015681,96302717,0,12253,64527,325959
03,Opto-Electronics,3010,Colombia,2493038,1725857,17366725,12738872,113637,37696,725951,0
04,Information & Communications,3010,Colombia,86659466,90205657,773415413,567243646,4296963,528218,13096665,4481926
05,Electronics,3010,Colombia,4331052,3721296,27837951,14974254,0,6800,182543,89045
06,Flexible Manufacturing,3010,Colombia,7254130,6435830,43960087,33793657,3733,26250,221002,85197
07,Advanced Materials,3010,Colombia,1337651,416065,10640194,8453282,0,0,0,208642
08,Aerospace,3010,Colombia,9880898,13637836,158166592,107536933,358500,50195,2579973,640991
09,Weapons,3010,Colombia,5773,193532,9190775,6573904,0,0,0,0
10,Nuclear Technology,3010,Colombia,0,61550,490775,1019509,0,0,0,0
01,Biotechnology,3070,Venezuela,1466578,3160747,18207287,10733530,0,0,0,0
02,Life Science,3070,Venezuela,14396029,10722478,126401287,97554440,12878,106076,196767,7926373
03,Opto-Electronics,3070,Venezuela,1865173,2173297,23255872,9851889,0,0,2553,8794
04,Information & Communications,3070,Venezuela,83706283,67966186,904026885,902378804,50867,87684,296369,949792
05,Electronics,3070,Venezuela,6621950,1475646,28514651,18094389,0,7875,32657,413282
06,Flexible Manufacturing,3070,Venezuela,4892582,2755433,39466532,21411731,15449,19400,253970,13925
07,Advanced Materials,3070,Venezuela,85060,389383,5101747,4961838,0,0,0,0
08,Aerospace,3070,Venezuela,15049959,17987608,143451074,89490296,7580,4950,152408,91105
09,Weapons,3070,Venezuela,10059,0,936898,1017462,0,0,0,0
10,Nuclear Technology,3070,Venezuela,243099,112636,1034826,856135,0,0,0,3128
01,Biotechnology,3120,Guyana,3465,0,3465,30707,0,0,0,0
02,Life Science,3120,Guyana,11722,13810,217429,269373,0,0,0,0
03,Opto-Electronics,3120,Guyana,17788,0,230844,421205,0,0,0,0
04,Information & Communications,3120,Guyana,1428386,878912,21372128,8794046,4622,9500,66507,48678
05,Electronics,3120,Guyana,0,7761,61439,183275,0,0,0,18950
06,Flexible Manufacturing,3120,Guyana,22217,15090,142300,348325,0,6000,24075,0
07,Advanced Materials,3120,Guyana,0,0,26361,2773,0,0,0,0
08,Aerospace,3120,Guyana,55749,37839,419544,694191,0,0,0,0
09,Weapons,3120,Guyana,95597,130000,566274,12215,0,0,0,0
01,Biotechnology,3150,Suriname,0,0,32150,68381,0,0,0,0
02,Life Science,3150,Suriname,24822,23710,553936,576955,0,0,0,0
03,Opto-Electronics,3150,Suriname,51736,100906,470803,136050,2800,0,2800,28000
04,Information & Communications,3150,Suriname,5669791,1972858,15582238,5894432,0,4141,103110,16751
05,Electronics,3150,Suriname,5798,17953,199333,272928,0,0,0,0
06,Flexible Manufacturing,3150,Suriname,0,274253,544039,444638,0,0,0,14000
07,Advanced Materials,3150,Suriname,0,0,13879,9932,0,0,0,0
08,Aerospace,3150,Suriname,32563,66043,406650,551533,0,0,0,59896
09,Weapons,3150,Suriname,0,0,0,21327,0,0,0,0
10,Nuclear Technology,3150,Suriname,0,0,17279,2995,0,0,0,0
02,Life Science,3170,French Guiana,0,4500,312847,200010,0,0,0,0
03,Opto-Electronics,3170,French Guiana,0,0,3000,0,0,0,0,0
04,Information & Communications,3170,French Guiana,79939,22196,2262589,5898299,0,0,26368,0
06,Flexible Manufacturing,3170,French Guiana,3052,0,5978052,3609951,0,0,4650,0
08,Aerospace,3170,French Guiana,2900,0,83947,159214,0,0,0,0
01,Biotechnology,3310,Ecuador,165877,409100,2830682,2343689,0,0,0,0
02,Life Science,3310,Ecuador,1817126,2099121,20463857,17728880,13176,11374,105085,103296
03,Opto-Electronics,3310,Ecuador,1132479,541981,7425493,4184225,8262,17927,82523,0
04,Information & Communications,3310,Ecuador,30184967,29662199,319198203,202629122,137856,40948,3657103,8789859
05,Electronics,3310,Ecuador,2211321,1985151,15437567,15106958,7037,0,74916,36506
06,Flexible Manufacturing,3310,Ecuador,528750,436064,4122508,5511218,0,0,32694,117266
07,Advanced Materials,3310,Ecuador,49771,7092,222089,560502,0,0,0,2152
08,Aerospace,3310,Ecuador,3513419,8855217,28369226,37207997,19742,2120,778688,67319
09,Weapons,3310,Ecuador,0,255912,2079400,974935,0,0,0,0
10,Nuclear Technology,3310,Ecuador,29480,0,167285,361245,0,0,0,3060
01,Biotechnology,3330,Peru,519430,2225479,5815717,3476428,0,0,0,0
02,Life Science,3330,Peru,5407165,5222561,43058433,23084139,0,16242,198594,158292
03,Opto-Electronics,3330,Peru,542666,1052304,7666465,10030342,0,0,24631,0
04,Information & Communications,3330,Peru,37653666,33440974,369206067,320969817,31952,40141,260096,477867
05,Electronics,3330,Peru,709457,841691,7246382,5286752,0,0,44925,11700
06,Flexible Manufacturing,3330,Peru,713719,464566,6732133,4874301,8889,3988,79133,0
07,Advanced Materials,3330,Peru,71177,85234,4734688,656067,0,0,0,0
08,Aerospace,3330,Peru,2050660,1542573,17248164,38794602,16925,67860,84785,159011
09,Weapons,3330,Peru,185090,199625,870347,170093,0,0,0,0
10,Nuclear Technology,3330,Peru,152379,148319,871691,54821,0,0,0,0
01,Biotechnology,3350,Bolivia,74059,83958,849151,1061914,0,0,0,0
02,Life Science,3350,Bolivia,478985,184554,3137237,5013784,0,0,0,5750
03,Opto-Electronics,3350,Bolivia,93830,232123,1078745,608599,0,0,4874,4500
04,Information & Communications,3350,Bolivia,2575701,4033732,26040775,18275460,47808,17160,275464,117074
05,Electronics,3350,Bolivia,223067,330325,1273431,806124,0,33000,182188,9075
06,Flexible Manufacturing,3350,Bolivia,90102,37400,1036003,655067,0,0,0,0
07,Advanced Materials,3350,Bolivia,30644,0,40413,9288,0,0,0,0
08,Aerospace,3350,Bolivia,924729,108574,3768305,3869483,0,0,0,25200
09,Weapons,3350,Bolivia,0,0,8000,8010,0,0,0,0
10,Nuclear Technology,3350,Bolivia,0,0,11572,5994,0,0,0,0
01,Biotechnology,3370,Chile,513211,1851987,8218377,11773233,0,52464,149392,100768
02,Life Science,3370,Chile,6264543,5525377,73133051,74275471,33900,0,474322,576923
03,Opto-Electronics,3370,Chile,1068372,1311302,13999650,15734283,0,0,4570,31896
04,Information & Communications,3370,Chile,94173044,58221979,664066843,534467747,69712,356766,4474414,3781580
05,Electronics,3370,Chile,4099224,5143778,44991325,47600783,5100,51750,407242,243097
06,Flexible Manufacturing,3370,Chile,1860403,1790033,14349136,12973202,0,0,311181,98109
07,Advanced Materials,3370,Chile,38782,134696,1709242,2442290,0,0,0,0
08,Aerospace,3370,Chile,3095082,5584135,328265972,480855485,1066401,835551,4118911,861821
09,Weapons,3370,Chile,149342,240250,13126516,9169521,0,0,0,0
10,Nuclear Technology,3370,Chile,91711,83628,395661,244591,0,0,0,0
01,Biotechnology,3510,Brazil,13522416,10026256,69537584,43685891,645190,0,670190,118301
02,Life Science,3510,Brazil,55431571,44357414,443850400,332637686,382144,1193637,9159714,5883690
03,Opto-Electronics,3510,Brazil,9945833,8337713,72105230,47860175,544145,547365,3294633,1144349
04,Information & Communications,3510,Brazil,248568007,264255242,2267634820,1806617037,17853705,14914528,257025404,499232915
05,Electronics,3510,Brazil,53004895,57653438,541180938,596487801,691978,523642,6729846,5866572
06,Flexible Manufacturing,3510,Brazil,11606952,9993862,83479060,62908337,1761007,1798477,16047156,13388849
07,Advanced Materials,3510,Brazil,274221,535420,5082330,6506325,99959,57405,258274,203462
08,Aerospace,3510,Brazil,575912605,364611252,3578469820,2757287077,113684116,287635679,1250858560,973695686
09,Weapons,3510,Brazil,37975,8333,1667906,1654199,0,0,14246,912267
10,Nuclear Technology,3510,Brazil,444284,166583,11427313,7640252,0,0,23676,0
01,Biotechnology,3530,Paraguay,11300,41440,268063,217166,0,0,0,0
02,Life Science,3530,Paraguay,432068,325930,3769805,2275398,0,0,66642,34111
03,Opto-Electronics,3530,Paraguay,496219,567821,2665228,1122555,0,0,0,0
04,Information & Communications,3530,Paraguay,60769165,65089023,609178132,505196064,590469,26173,913114,295216
05,Electronics,3530,Paraguay,3903430,2024156,35486308,32929600,0,0,3720,75890
06,Flexible Manufacturing,3530,Paraguay,50666,119647,606939,420137,0,0,0,0
07,Advanced Materials,3530,Paraguay,0,0,72897,0,0,0,0,0
08,Aerospace,3530,Paraguay,19403,9841,1147843,5174999,0,0,0,0
09,Weapons,3530,Paraguay,28073,25125,256396,164913,0,0,0,0
10,Nuclear Technology,3530,Paraguay,0,0,52388,23500,0,0,0,0
01,Biotechnology,3550,Uruguay,127710,112152,1158394,888648,0,0,0,0
02,Life Science,3550,Uruguay,1203941,2359231,13932260,7036853,62784,51942,548008,857102
03,Opto-Electronics,3550,Uruguay,146628,276994,2529818,2056825,24951,0,61240,319223
04,Information & Communications,3550,Uruguay,10262749,9182192,90231851,62953823,212747,7230,878778,591659
05,Electronics,3550,Uruguay,474104,452272,3882062,18914928,0,0,22703,81073
06,Flexible Manufacturing,3550,Uruguay,39775,97636,991460,3434823,0,0,13080,187250
07,Advanced Materials,3550,Uruguay,0,20235,35128,4930,0,0,0,0
08,Aerospace,3550,Uruguay,599632,188541,3662980,6555289,0,0,14700,0
09,Weapons,3550,Uruguay,0,0,33579,29514,0,0,0,0
10,Nuclear Technology,3550,Uruguay,0,0,0,34915,0,0,0,0
01,Biotechnology,3570,Argentina,2664335,2336311,23900992,21043413,0,9600,416107,6815570
02,Life Science,3570,Argentina,9012256,10249985,95006281,78586545,108011,847042,2423003,2541761
03,Opto-Electronics,3570,Argentina,1098964,1351187,10093043,9274786,205701,312695,2306559,249564
04,Information & Communications,3570,Argentina,83544563,82063693,750629777,557739761,161189,194750,2439914,2878160
05,Electronics,3570,Argentina,7486635,5961496,57817157,33176118,17519,50560,426272,113656
06,Flexible Manufacturing,3570,Argentina,2152270,1758981,19334158,21198242,90444,92039,640259,1168714
07,Advanced Materials,3570,Argentina,278609,125221,1738382,670637,0,0,0,0
08,Aerospace,3570,Argentina,7979854,19066377,124123438,59180208,83000,25802,247959,650875
09,Weapons,3570,Argentina,69707,59400,650613,422721,14200,0,90425,61517
10,Nuclear Technology,3570,Argentina,469848,650843,2731977,1049358,0,0,5254,191681
02,Life Science,3720,Falkland Islands,0,0,2540,47855,0,0,0,0
04,Information & Communications,3720,Falkland Islands,111425,34867,599958,29900,0,0,0,0
06,Flexible Manufacturing,3720,Falkland Islands,0,0,0,17972,0,0,0,0
08,Aerospace,3720,Falkland Islands,0,0,0,8864,0,0,30000,0
01,Biotechnology,4000,Iceland,0,0,65482,104445,0,10409,18364,0
02,Life Science,4000,Iceland,811427,1012906,9699518,3101415,3644206,3488180,29978949,35306942
03,Opto-Electronics,4000,Iceland,6918,6240,380394,502302,15224,0,35180,80000
04,Information & Communications,4000,Iceland,1529271,1012526,12445597,7473297,65493,105277,1378276,1684355
05,Electronics,4000,Iceland,225057,127936,1001868,2167701,209722,0,370660,59452
06,Flexible Manufacturing,4000,Iceland,195153,0,745206,1505137,0,0,46970,6690
07,Advanced Materials,4000,Iceland,6050,0,35544,8054,0,0,0,0
08,Aerospace,4000,Iceland,2463342,866998,119277168,4081852,0,0,79465,243652
09,Weapons,4000,Iceland,26318,12650,182376,33906,0,0,0,0
10,Nuclear Technology,4000,Iceland,0,5492,5492,21816,0,0,0,0
01,Biotechnology,4010,Sweden,3662862,6908573,42550468,95443227,1579457,1563382,18108111,12757423
02,Life Science,4010,Sweden,40469922,42513950,424573593,364703173,29009081,15973629,177282538,162278600
03,Opto-Electronics,4010,Sweden,3183941,2045083,17685833,16588076,1806027,2290280,17495197,21232435
04,Information & Communications,4010,Sweden,25644684,29493408,263910495,227351167,51954147,60371037,363669959,581742529
05,Electronics,4010,Sweden,45298653,31367667,225766062,188280405,3481310,5931523,43834462,36020808
06,Flexible Manufacturing,4010,Sweden,2196245,2482582,23707733,23778736,6489021,4880687,67391639,91745544
07,Advanced Materials,4010,Sweden,471256,461627,5947255,6445376,97034,48506,397266,942210
08,Aerospace,4010,Sweden,16423984,14534998,276778885,256844136,24932501,21434485,201337762,87264766
09,Weapons,4010,Sweden,264039,130995,3226580,9393857,496592,8430076,56063764,35870001
10,Nuclear Technology,4010,Sweden,1234399,960758,10556290,8797643,6753859,1537711,109239536,25433643
04,Information & Communications,4031,"Svalbard, Jan Mayen Island",0,0,0,115157,0,0,0,0
05,Electronics,4031,"Svalbard, Jan Mayen Island",0,0,6613,34816,0,0,0,0
08,Aerospace,4031,"Svalbard, Jan Mayen Island",0,0,0,4144300,0,0,0,0
01,Biotechnology,4039,Norway,15050,56025,828742,511514,1570070,948263,9580737,6612150
02,Life Science,4039,Norway,6633190,11829689,126647290,83763912,7589032,8194583,69567187,67962208
03,Opto-Electronics,4039,Norway,1299352,808850,13177583,22050306,138294,266270,1724059,1888082
04,Information & Communications,4039,Norway,9193378,14231211,120435221,122625121,20580264,30126437,200569530,159577082
05,Electronics,4039,Norway,1438995,1114732,14716793,15733346,1543480,236684,5545730,5153616
06,Flexible Manufacturing,4039,Norway,826791,888681,23655711,23176925,1362437,2881348,10935703,6002105
07,Advanced Materials,4039,Norway,189769,19584,2774420,1455535,1360194,838015,16027924,8279539
08,Aerospace,4039,Norway,22311744,22261759,310200389,207884110,8740128,8638428,74432887,64837088
09,Weapons,4039,Norway,286289,500277,59813779,8752719,2131855,1032983,27509398,28199688
10,Nuclear Technology,4039,Norway,191219,659255,5904464,6219636,0,0,83863,63753
01,Biotechnology,4050,Finland,266077,426938,2777556,2752430,649008,929604,5540352,4736321
02,Life Science,4050,Finland,6656121,8369830,66791428,65441348,14780864,11296107,109459161,119488664
03,Opto-Electronics,4050,Finland,922536,988785,7801560,9536821,662106,213436,2817483,2503744
04,Information & Communications,4050,Finland,22160417,20318417,209177430,177143505,23044238,20233481,169997222,107010778
05,Electronics,4050,Finland,3501493,3586120,37098610,63165684,1001489,981428,9776145,7402316
06,Flexible Manufacturing,4050,Finland,5856108,4671101,34894492,14798607,1450476,1393162,32245394,18588677
07,Advanced Materials,4050,Finland,373830,719543,3909283,1480011,4082937,3873109,39844853,30071049
08,Aerospace,4050,Finland,5431415,4858112,84435872,97150588,1831152,963590,9530945,5703455
09,Weapons,4050,Finland,253776,384844,8421076,8056539,31562,0,115307,375048
10,Nuclear Technology,4050,Finland,297714,184002,1551631,1622276,275449,307433,2165068,3539039
02,Life Science,4091,Faroe Islands,270000,0,575511,0,0,0,0,0
04,Information & Communications,4091,Faroe Islands,2600,0,2600,12399,108448,0,108448,0
05,Electronics,4091,Faroe Islands,0,0,43985,0,0,0,74575,0
06,Flexible Manufacturing,4091,Faroe Islands,0,0,51049,0,0,0,0,0
08,Aerospace,4091,Faroe Islands,0,0,71145,422821,11209,0,46246,24992
09,Weapons,4091,Faroe Islands,0,0,50535,17213,0,0,0,0
01,Biotechnology,4099,Denmark,586361,596392,9484598,6088955,66373776,25094013,333812488,333382395
02,Life Science,4099,Denmark,14347827,13383310,122388883,86058164,30203884,26766481,231886208,230930537
03,Opto-Electronics,4099,Denmark,1395841,2766761,20727636,9035506,1892210,1597887,19298180,25326108
04,Information & Communications,4099,Denmark,22088860,21409933,199383418,161894929,13170076,9313659,107111030,86268660
05,Electronics,4099,Denmark,17853648,9435124,89290713,33621727,1052308,1135915,11609659,14200130
06,Flexible Manufacturing,4099,Denmark,357608,331117,6385213,9324324,929748,790459,9002619,8571255
07,Advanced Materials,4099,Denmark,1131532,495962,7517248,4398071,2169106,1820631,22657793,7172595
08,Aerospace,4099,Denmark,21343404,17250043,414316957,137745939,712281,667220,12983582,25750174
09,Weapons,4099,Denmark,731623,778366,8973683,12986100,1877699,1449167,16761657,6638698
10,Nuclear Technology,4099,Denmark,77695,5000,206880,294586,112756,0,167557,227820
01,Biotechnology,4120,United Kingdom,119301320,127265577,838471382,505784120,206072965,196436398,669127927,483228223
02,Life Science,4120,United Kingdom,97346873,92418861,949261057,922160875,163048037,149432645,1836205064,1647485903
03,Opto-Electronics,4120,United Kingdom,15271890,13795868,124531231,138607787,11829468,10724574,113655561,82156450
04,Information & Communications,4120,United Kingdom,269654634,314067264,2758754439,3040485049,96818421,91792386,878357096,957561024
05,Electronics,4120,United Kingdom,50246192,53130147,582864799,831369302,40706160,38484013,368164744,452590712
06,Flexible Manufacturing,4120,United Kingdom,18999721,24039051,218372858,258639573,30086744,35267445,290058556,255808910
07,Advanced Materials,4120,United Kingdom,3748967,3450977,44454090,39510416,4107262,3986797,42597150,26265108
08,Aerospace,4120,United Kingdom,496316032,532725006,5530333039,4393763337,346491210,321866605,3087698513,2954048293
09,Weapons,4120,United Kingdom,28217596,8824633,264355809,311455145,6240461,13429380,77764148,91042492
10,Nuclear Technology,4120,United Kingdom,45680747,46875064,159984015,185513664,91648685,109924170,914563237,719624964
01,Biotechnology,4190,Ireland,10824630,1308443,66603755,17183032,17974936,36630264,1423825984,386633995
02,Life Science,4190,Ireland,13659605,16754822,169818626,265930738,1274262963,791474862,10773878660,9515512579
03,Opto-Electronics,4190,Ireland,2614104,1016948,22201540,46275108,509800,269119,5466780,8155572
04,Information & Communications,4190,Ireland,97582737,101336242,911719591,953542507,155877329,93323922,1015761698,1273880299
05,Electronics,4190,Ireland,14386916,17174250,202046158,348428135,62417581,43009048,389170639,130893885
06,Flexible Manufacturing,4190,Ireland,2460091,3422650,34284760,101628819,1275131,561108,12127333,14721980
07,Advanced Materials,4190,Ireland,3303338,2832440,37115381,32523236,20198,0,2559770,757831
08,Aerospace,4190,Ireland,477520356,474849038,2252552845,1480252632,7953721,6231383,81895244,65359560
09,Weapons,4190,Ireland,0,3569,109837,2387806,3462,0,3462,0
10,Nuclear Technology,4190,Ireland,5800,0,184592,155649,0,0,0,16500
01,Biotechnology,4210,Netherlands,70303752,31623694,1094025634,1217272353,3475425,1831663,31598365,29332005
02,Life Science,4210,Netherlands,147075221,131151237,1372489009,1092571045,78093268,61929157,649393046,620623044
03,Opto-Electronics,4210,Netherlands,29476581,27127044,310861171,312989063,5957477,2738253,56676351,37911615
04,Information & Communications,4210,Netherlands,352902052,385977659,3850661195,3380402864,16633295,16626523,174237915,123372132
05,Electronics,4210,Netherlands,35267769,23418517,249102115,285454026,1350988,1911255,21704166,21755376
06,Flexible Manufacturing,4210,Netherlands,18177788,15690799,120443877,202750136,184558460,70352303,828124192,816137847
07,Advanced Materials,4210,Netherlands,1095692,1219384,19371487,11600272,3758499,1586776,16717362,9253516
08,Aerospace,4210,Netherlands,108188636,121286419,1383846231,1643574633,18579175,18419301,180032148,168105622
09,Weapons,4210,Netherlands,2894135,3118033,28529860,46958786,5416871,1620378,32206819,23457883
10,Nuclear Technology,4210,Netherlands,42457248,44600279,634088877,110046902,259233915,76602808,974360978,243032800
01,Biotechnology,4231,Belgium,26365909,23413676,432270559,541676007,42753560,25837045,467576316,393487127
02,Life Science,4231,Belgium,76597715,77593476,692178252,455901393,141209056,87166332,1085913118,1156021873
03,Opto-Electronics,4231,Belgium,6412465,4045053,58965373,55129735,1405670,891419,9111887,15497584
04,Information & Communications,4231,Belgium,57059373,64270912,581461852,371121239,21723806,16014427,170117688,108017672
05,Electronics,4231,Belgium,16610705,7520818,78263269,61525862,3864900,3943839,41404596,33043849
06,Flexible Manufacturing,4231,Belgium,15619268,18791325,178512904,125217977,2752555,2127297,13543958,8440004
07,Advanced Materials,4231,Belgium,1376018,1980157,10953349,7525018,170630,145370,1313676,1138906
08,Aerospace,4231,Belgium,54043105,19354328,452162813,265115066,19137119,12020638,120347233,111840956
09,Weapons,4231,Belgium,36701,293206,3765984,3283026,230554,14234,503084,2974518
10,Nuclear Technology,4231,Belgium,408329,385420,3699717,3599484,77893,112394,48097153,18303787
01,Biotechnology,4239,Luxembourg,0,0,3080,52425,0,0,0,0
02,Life Science,4239,Luxembourg,205036,383604,8723249,8669523,63465,100635,692103,747234
03,Opto-Electronics,4239,Luxembourg,23768,43436,344976,48753,0,2034,194382,248492
04,Information & Communications,4239,Luxembourg,119726670,1976723,131020734,104093673,106385,66046,1099266,579312
05,Electronics,4239,Luxembourg,1203415,558816,17851770,9625549,23266,34684,190843,73620
06,Flexible Manufacturing,4239,Luxembourg,651621,300437,3473782,3521525,14086,2442,286582,438278
07,Advanced Materials,4239,Luxembourg,0,0,91829,283712,0,0,0,0
08,Aerospace,4239,Luxembourg,34537591,2643898,346803771,86041368,5767818,275513,7480396,44253
09,Weapons,4239,Luxembourg,563544,896014,10654822,5643148,0,0,0,0
10,Nuclear Technology,4239,Luxembourg,71005,0,1182031,0,0,0,0,0
01,Biotechnology,4271,Andorra,0,0,37914,0,0,0,0,0
02,Life Science,4271,Andorra,0,9639,94417,31607,0,0,0,0
03,Opto-Electronics,4271,Andorra,0,0,0,0,0,0,0,21204
04,Information & Communications,4271,Andorra,0,0,105065,257965,0,0,14909,23179
05,Electronics,4271,Andorra,0,0,0,49019,0,0,0,10838
06,Flexible Manufacturing,4271,Andorra,0,0,0,9538,0,0,3500,0
08,Aerospace,4271,Andorra,0,0,0,15390,0,0,0,0
09,Weapons,4271,Andorra,0,0,0,10500,0,0,0,0
02,Life Science,4272,Monaco,0,0,242021,611048,0,0,50712,6614
03,Opto-Electronics,4272,Monaco,0,0,3687,0,0,0,0,0
04,Information & Communications,4272,Monaco,41068,16045,507707,901792,0,2359,138788,94895
05,Electronics,4272,Monaco,66105,0,92532,19242,0,0,10986,57864
06,Flexible Manufacturing,4272,Monaco,10352,0,13541,18169,0,0,0,0
07,Advanced Materials,4272,Monaco,0,0,0,0,0,0,2757,0
08,Aerospace,4272,Monaco,11117600,4532,18257499,6916476,0,0,0,0
10,Nuclear Technology,4272,Monaco,0,0,16795,0,0,0,0,0
01,Biotechnology,4279,France,32397489,76679505,449625115,72010801,16990883,3786880,229753055,215218962
02,Life Science,4279,France,93406285,78958155,770686025,694452306,148451679,121005993,1117474254,1152008422
03,Opto-Electronics,4279,France,5585672,9878738,67131534,102489811,5103147,3388085,33484821,27205438
04,Information & Communications,4279,France,139706717,151668500,1177335131,1045514724,29429887,59447765,306143852,273156993
05,Electronics,4279,France,29553820,27353715,262438509,281400626,34941249,31136913,315251682,336553278
06,Flexible Manufacturing,4279,France,20283096,25051734,198562979,362593973,14102153,18933350,128149641,106062984
07,Advanced Materials,4279,France,2710991,2712801,45876020,24631213,11332802,10743167,107583065,132536048
08,Aerospace,4279,France,749815534,548277994,6971773707,5930598289,877130281,811163469,7800426585,5463511430
09,Weapons,4279,France,1009781,487885,10904926,4350430,350186,59043,8636612,10234956
10,Nuclear Technology,4279,France,3081656,3715950,84206604,43216453,107158005,448770,372756253,241956761
01,Biotechnology,4280,Federal Republic of Germany,244050516,179914067,1939398050,232542029,42042477,60333827,1215784792,1025704544
02,Life Science,4280,Federal Republic of Germany,212769851,213132921,1897105867,1643142558,316565304,275569835,3130829429,3020495787
03,Opto-Electronics,4280,Federal Republic of Germany,55423248,65248481,579641398,430899140,54951265,36526383,407616465,289968918
04,Information & Communications,4280,Federal Republic of Germany,291415582,360299420,2683548242,2235921673,117192555,111975082,1167985724,1033128942
05,Electronics,4280,Federal Republic of Germany,176028879,191804667,1429792586,1721136849,82320581,71583617,725342644,724713541
06,Flexible Manufacturing,4280,Federal Republic of Germany,70039188,49669873,636433339,550577919,68916387,66410722,801179145,790181431
07,Advanced Materials,4280,Federal Republic of Germany,4860127,5531566,66894365,73162894,16582987,16955137,166530793,185005618
08,Aerospace,4280,Federal Republic of Germany,427431784,402714037,4214000698,3562960407,178597951,146576077,1878191709,2056953508
09,Weapons,4280,Federal Republic of Germany,4753563,4056474,52133878,91988207,7009347,7838853,72158590,77794379
10,Nuclear Technology,4280,Federal Republic of Germany,2713640,4349420,39704784,25443420,24782052,37887351,418067820,154069084
01,Biotechnology,4330,Austria,6284590,2157264,33172286,41329305,26464335,8647827,238074437,173015784
02,Life Science,4330,Austria,10082117,7930062,136225874,68041876,15334618,9529348,101997720,89639045
03,Opto-Electronics,4330,Austria,612048,791046,13132818,14512371,4033148,3281584,22458834,9740269
04,Information & Communications,4330,Austria,9340849,12026662,89633054,106909816,3264987,4430881,35774965,33006489
05,Electronics,4330,Austria,2381361,2774264,26880834,30160127,15345896,12842964,92122113,32833068
06,Flexible Manufacturing,4330,Austria,3175880,2104593,33703582,66558311,13042158,4568207,84658550,87539231
07,Advanced Materials,4330,Austria,3652042,4256951,40416707,34333866,13423,3834,456623,491528
08,Aerospace,4330,Austria,11488363,37251942,394900573,219664312,14062680,12473168,120007562,107777157
09,Weapons,4330,Austria,12126,9509,690342,537831,1118824,600803,6010823,4174720
10,Nuclear Technology,4330,Austria,111395,172700,1572314,1566805,0,0,21844,27420
01,Biotechnology,4351,Czech Republic,219315,156934,1700651,1473275,226270,92448,1077940,2121224
02,Life Science,4351,Czech Republic,5659145,2799636,42913440,33317263,1602877,4596694,41063422,33548654
03,Opto-Electronics,4351,Czech Republic,1410746,1740114,17419198,4674155,381441,950522,5430804,3683461
04,Information & Communications,4351,Czech Republic,17130327,11286183,142136216,203376439,6079432,11009140,87567584,144732289
05,Electronics,4351,Czech Republic,1421045,2034044,19639915,39840765,616263,447427,4199549,2417578
