atp_code,atp_description,country_code,country_description,exports_SEPTEMBER_2007,exports_AUGUST_2007,exports_YTD_SEPTEMBER_2007,exports_YTD_SEPTEMBER_2006,imports_SEPTEMBER_2007,imports_AUGUST_2007,imports_YTD_SEPTEMBER_2007,imports_YTD_SEPTEMBER_2006
08,Aerospace,2771,Netherlands Antilles,75721,208354,3095454,1647737,121181,12300,2671081,183789
09,Weapons,2771,Netherlands Antilles,0,0,6617,15000,0,0,0,0
01,Biotechnology,2779,Aruba,0,0,47139,18913,0,0,0,0
02,Life Science,2779,Aruba,26718,71511,533166,793384,0,0,0,0
03,Opto-Electronics,2779,Aruba,124431,67437,871643,682933,0,0,0,0
04,Information & Communications,2779,Aruba,1652089,1484507,16649048,13012333,0,0,10000,3500
05,Electronics,2779,Aruba,4626,19704,190846,385106,0,0,0,0
06,Flexible Manufacturing,2779,Aruba,251038,481265,1357557,854195,0,0,0,38594
07,Advanced Materials,2779,Aruba,0,4986,37158,104863,0,0,0,0
08,Aerospace,2779,Aruba,11675,49975,155720,120846,0,0,0,0
09,Weapons,2779,Aruba,19404,3480,52233,41684,0,0,0,0
10,Nuclear Technology,2779,Aruba,0,0,0,2700,0,0,0,0
02,Life Science,2831,Guadeloupe,0,11678,173416,694786,5837,2749,41033,28902
03,Opto-Electronics,2831,Guadeloupe,0,0,290237,538766,0,0,12832,0
04,Information & Communications,2831,Guadeloupe,228622,251151,2044502,1053453,0,0,11563,141094
05,Electronics,2831,Guadeloupe,5967,2540,46544,60600,0,0,112259,273948
06,Flexible Manufacturing,2831,Guadeloupe,0,0,0,6908,0,0,0,343038
07,Advanced Materials,2831,Guadeloupe,5790,0,5790,0,0,0,0,0
08,Aerospace,2831,Guadeloupe,14633,3022,39302,832199,3000,0,3000,7096
09,Weapons,2831,Guadeloupe,0,0,0,7151,0,0,0,0
10,Nuclear Technology,2831,Guadeloupe,0,0,0,31822,0,0,45246,0
02,Life Science,2839,Martinique,0,0,192069,13922,0,0,5839,0
03,Opto-Electronics,2839,Martinique,0,0,511283,145529,0,0,0,0
04,Information & Communications,2839,Martinique,250451,172979,837268,1456542,0,0,16197,3200
05,Electronics,2839,Martinique,5618,0,12473,31262,0,0,0,0
06,Flexible Manufacturing,2839,Martinique,0,0,2525187,82767,0,0,0,0
08,Aerospace,2839,Martinique,214201,5277995,5903687,1560909,0,0,68833,0
09,Weapons,2839,Martinique,0,0,0,4080,0,0,0,0
01,Biotechnology,3010,Colombia,2025221,1443152,13677941,14144059,3004,0,3004,0
02,Life Science,3010,Colombia,11470027,11387103,98186700,83487684,12253,8469,64527,325959
03,Opto-Electronics,3010,Colombia,1725857,1206717,14873687,11818250,37696,143296,612314,0
04,Information & Communications,3010,Colombia,90205657,79985752,686755947,488181209,528218,434422,8799702,4227844
05,Electronics,3010,Colombia,3721296,3872832,23506899,13538923,6800,0,182543,80762
06,Flexible Manufacturing,3010,Colombia,6435830,5218140,36705957,30952255,26250,0,217269,79497
07,Advanced Materials,3010,Colombia,416065,1722993,9302543,6505479,0,0,0,7642
08,Aerospace,3010,Colombia,13637836,16498593,148285694,89998896,50195,25708,2221473,578011
09,Weapons,3010,Colombia,193532,325680,9185002,4023172,0,0,0,0
10,Nuclear Technology,3010,Colombia,61550,35162,490775,932272,0,0,0,0
01,Biotechnology,3070,Venezuela,3160747,1233175,16740709,9237080,0,0,0,0
02,Life Science,3070,Venezuela,10722478,10160990,112005258,80977557,106076,9900,183889,7923713
03,Opto-Electronics,3070,Venezuela,2173297,4666155,21390699,9189489,0,0,2553,8794
04,Information & Communications,3070,Venezuela,67966186,99738132,820320602,752320754,87684,27193,245502,909787
05,Electronics,3070,Venezuela,1475646,3094178,21892701,15627057,7875,0,32657,409882
06,Flexible Manufacturing,3070,Venezuela,2755433,3625962,34573950,16949085,19400,15540,238521,13925
07,Advanced Materials,3070,Venezuela,389383,245334,5016687,4873436,0,0,0,0
08,Aerospace,3070,Venezuela,17987608,5979621,128401115,73302511,4950,58900,144828,86305
09,Weapons,3070,Venezuela,0,135585,926839,1012010,0,0,0,0
10,Nuclear Technology,3070,Venezuela,112636,110517,791727,790498,0,0,0,3128
01,Biotechnology,3120,Guyana,0,0,0,30707,0,0,0,0
02,Life Science,3120,Guyana,13810,35032,205707,92080,0,0,0,0
03,Opto-Electronics,3120,Guyana,0,48112,213056,406840,0,0,0,0
04,Information & Communications,3120,Guyana,878912,991766,19943742,8363448,9500,4600,61885,18678
05,Electronics,3120,Guyana,7761,0,61439,167846,0,0,0,15300
06,Flexible Manufacturing,3120,Guyana,15090,20528,120083,178505,6000,0,24075,0
07,Advanced Materials,3120,Guyana,0,0,26361,2773,0,0,0,0
08,Aerospace,3120,Guyana,37839,37561,363795,673847,0,0,0,0
09,Weapons,3120,Guyana,130000,340677,470677,12215,0,0,0,0
01,Biotechnology,3150,Suriname,0,0,32150,28370,0,0,0,0
02,Life Science,3150,Suriname,23710,49367,529114,460160,0,0,0,0
03,Opto-Electronics,3150,Suriname,100906,17986,419067,136050,0,0,0,28000
04,Information & Communications,3150,Suriname,1972858,810806,9912447,5114864,4141,14904,103110,16751
05,Electronics,3150,Suriname,17953,47393,193535,261793,0,0,0,0
06,Flexible Manufacturing,3150,Suriname,274253,173693,544039,266202,0,0,0,14000
07,Advanced Materials,3150,Suriname,0,0,13879,9932,0,0,0,0
08,Aerospace,3150,Suriname,66043,49552,374087,520368,0,0,0,59896
09,Weapons,3150,Suriname,0,0,0,21327,0,0,0,0
10,Nuclear Technology,3150,Suriname,0,0,17279,2995,0,0,0,0
02,Life Science,3170,French Guiana,4500,264420,312847,15100,0,0,0,0
03,Opto-Electronics,3170,French Guiana,0,3000,3000,0,0,0,0,0
04,Information & Communications,3170,French Guiana,22196,1452054,2182650,5883062,0,0,26368,0
06,Flexible Manufacturing,3170,French Guiana,0,0,5975000,3609951,0,0,4650,0
08,Aerospace,3170,French Guiana,0,3194,81047,140640,0,0,0,0
01,Biotechnology,3310,Ecuador,409100,205173,2664805,2075986,0,0,0,0
02,Life Science,3310,Ecuador,2099121,2001925,18646731,16119849,11374,0,91909,84886
03,Opto-Electronics,3310,Ecuador,541981,386570,6293014,3319307,17927,0,74261,0
04,Information & Communications,3310,Ecuador,29662199,21117638,289013236,179480414,40948,141306,3519247,8759891
05,Electronics,3310,Ecuador,1985151,1248547,13226246,13302281,0,0,67879,36506
06,Flexible Manufacturing,3310,Ecuador,436064,274544,3593758,4320355,0,0,32694,117266
07,Advanced Materials,3310,Ecuador,7092,0,172318,554150,0,0,0,2152
08,Aerospace,3310,Ecuador,8855217,3171553,24855807,35111300,2120,0,758946,64706
09,Weapons,3310,Ecuador,255912,0,2079400,964600,0,0,0,0
10,Nuclear Technology,3310,Ecuador,0,24530,137805,320388,0,0,0,3060
01,Biotechnology,3330,Peru,2225479,484463,5296287,2923368,0,0,0,0
02,Life Science,3330,Peru,5222561,3757283,37651268,20728985,16242,48000,198594,158292
03,Opto-Electronics,3330,Peru,1052304,432331,7123799,9698676,0,0,24631,0
04,Information & Communications,3330,Peru,33440974,33256824,331552401,280777537,40141,24805,228144,414343
05,Electronics,3330,Peru,841691,503956,6536925,4811462,0,0,44925,11700
06,Flexible Manufacturing,3330,Peru,464566,459665,6018414,4308304,3988,3657,70244,0
07,Advanced Materials,3330,Peru,85234,549201,4663511,477820,0,0,0,0
08,Aerospace,3330,Peru,1542573,1781796,15197504,37034478,67860,0,67860,50811
09,Weapons,3330,Peru,199625,276622,685257,119544,0,0,0,0
10,Nuclear Technology,3330,Peru,148319,177456,719312,40776,0,0,0,0
01,Biotechnology,3350,Bolivia,83958,57496,775092,956873,0,0,0,0
02,Life Science,3350,Bolivia,184554,276903,2658252,4551519,0,0,0,2750
03,Opto-Electronics,3350,Bolivia,232123,36640,984915,544793,0,0,4874,0
04,Information & Communications,3350,Bolivia,4033732,2271561,23465074,16431203,17160,46828,227656,108883
05,Electronics,3350,Bolivia,330325,165707,1050364,798804,33000,44000,182188,9075
06,Flexible Manufacturing,3350,Bolivia,37400,22810,945901,648572,0,0,0,0
07,Advanced Materials,3350,Bolivia,0,0,9769,9288,0,0,0,0
08,Aerospace,3350,Bolivia,108574,17222,2843576,3612403,0,0,0,25200
09,Weapons,3350,Bolivia,0,0,8000,8010,0,0,0,0
10,Nuclear Technology,3350,Bolivia,0,0,11572,5994,0,0,0,0
01,Biotechnology,3370,Chile,1851987,745250,7705166,10592734,52464,0,149392,96928
02,Life Science,3370,Chile,5525377,5792156,66868508,67874350,0,316738,440422,557106
03,Opto-Electronics,3370,Chile,1311302,2262845,12931278,14377526,0,4570,4570,27850
04,Information & Communications,3370,Chile,58221979,71191794,569893799,476338493,356766,1093242,4404702,3736900
05,Electronics,3370,Chile,5143778,4666895,40892101,42401868,51750,7190,402142,177181
06,Flexible Manufacturing,3370,Chile,1790033,1923120,12488733,11716103,0,37775,311181,98109
07,Advanced Materials,3370,Chile,134696,538722,1670460,2367547,0,0,0,0
08,Aerospace,3370,Chile,5584135,4881254,325170890,470385343,835551,31050,3052510,488125
09,Weapons,3370,Chile,240250,727042,12977174,7796032,0,0,0,0
10,Nuclear Technology,3370,Chile,83628,60075,303950,213298,0,0,0,0
01,Biotechnology,3510,Brazil,10026256,7363619,56015168,40615964,0,0,25000,114166
02,Life Science,3510,Brazil,44357414,52028193,388418829,287981819,1193637,409984,8777570,5279354
03,Opto-Electronics,3510,Brazil,8337713,7016334,62159397,40819944,547365,267882,2750488,1030603
04,Information & Communications,3510,Brazil,264255242,264215265,2019066813,1615720830,14914528,22249833,239171699,461612422
05,Electronics,3510,Brazil,57653438,57598140,488176043,542015611,523642,662877,6037868,5249350
06,Flexible Manufacturing,3510,Brazil,9993862,10651734,71872108,53398703,1798477,2042335,14286149,9965869
07,Advanced Materials,3510,Brazil,535420,365248,4808109,6086652,57405,0,158315,191544
08,Aerospace,3510,Brazil,364611252,444458881,3002557215,2426798535,287635679,85583196,1137174444,918966106
09,Weapons,3510,Brazil,8333,28130,1629931,1651261,0,0,14246,912267
10,Nuclear Technology,3510,Brazil,166583,1281723,10983029,7344101,0,0,23676,0
01,Biotechnology,3530,Paraguay,41440,11070,256763,190185,0,0,0,0
02,Life Science,3530,Paraguay,325930,289408,3337737,2159038,0,26453,66642,25974
03,Opto-Electronics,3530,Paraguay,567821,597675,2169009,778684,0,0,0,0
04,Information & Communications,3530,Paraguay,65089023,68825936,548408967,460458366,26173,14747,322645,275313
05,Electronics,3530,Paraguay,2024156,3747939,31582878,29678509,0,0,3720,40785
06,Flexible Manufacturing,3530,Paraguay,119647,203337,556273,285969,0,0,0,0
07,Advanced Materials,3530,Paraguay,0,5357,72897,0,0,0,0,0
08,Aerospace,3530,Paraguay,9841,65931,1128440,4819988,0,0,0,0
09,Weapons,3530,Paraguay,25125,0,228323,117818,0,0,0,0
10,Nuclear Technology,3530,Paraguay,0,0,52388,23500,0,0,0,0
01,Biotechnology,3550,Uruguay,112152,216862,1030684,690149,0,0,0,0
02,Life Science,3550,Uruguay,2359231,1505126,12728319,6026538,51942,11200,485224,788186
03,Opto-Electronics,3550,Uruguay,276994,315651,2383190,1657318,0,0,36289,319223
04,Information & Communications,3550,Uruguay,9182192,8867332,79969102,53798438,7230,0,666031,579658
05,Electronics,3550,Uruguay,452272,352905,3407958,16407086,0,0,22703,81073
06,Flexible Manufacturing,3550,Uruguay,97636,107394,951685,3399396,0,0,13080,187250
07,Advanced Materials,3550,Uruguay,20235,4699,35128,4930,0,0,0,0
08,Aerospace,3550,Uruguay,188541,197104,3063348,5960161,0,0,14700,0
09,Weapons,3550,Uruguay,0,0,33579,29514,0,0,0,0
10,Nuclear Technology,3550,Uruguay,0,0,0,4400,0,0,0,0
01,Biotechnology,3570,Argentina,2336311,2676524,21236657,19162679,9600,23100,416107,6733220
02,Life Science,3570,Argentina,10249985,11483108,85994025,71699074,847042,165698,2314992,2469712
03,Opto-Electronics,3570,Argentina,1351187,776209,8994079,8721506,312695,321628,2100858,195762
04,Information & Communications,3570,Argentina,82063693,73987729,667085214,497615008,194750,369297,2278725,2297920
05,Electronics,3570,Argentina,5961496,5791704,50330522,29039385,50560,71980,408753,110756
06,Flexible Manufacturing,3570,Argentina,1758981,1456613,17181888,18849422,92039,81760,549815,1158029
07,Advanced Materials,3570,Argentina,125221,186633,1459773,657724,0,0,0,0
08,Aerospace,3570,Argentina,19066377,7341586,116143584,53956508,25802,47560,164959,641515
09,Weapons,3570,Argentina,59400,33445,580906,377801,0,10650,76225,56841
10,Nuclear Technology,3570,Argentina,650843,356104,2262129,909377,0,5254,5254,191681
02,Life Science,3720,Falkland Islands,0,2540,2540,47855,0,0,0,0
04,Information & Communications,3720,Falkland Islands,34867,30932,488533,29900,0,0,0,0
06,Flexible Manufacturing,3720,Falkland Islands,0,0,0,17972,0,0,0,0
08,Aerospace,3720,Falkland Islands,0,0,0,4875,0,0,30000,0
01,Biotechnology,4000,Iceland,0,0,65482,94839,10409,0,18364,0
02,Life Science,4000,Iceland,1012906,2410894,8888091,2914373,3488180,1936185,26334743,31549982
03,Opto-Electronics,4000,Iceland,6240,5440,373476,477294,0,0,19956,80000
04,Information & Communications,4000,Iceland,1012526,1734521,10916326,6768545,105277,41498,1312783,1576557
05,Electronics,4000,Iceland,127936,167973,776811,2051570,0,0,160938,59452
06,Flexible Manufacturing,4000,Iceland,0,4697,550053,1479440,0,0,46970,6690
07,Advanced Materials,4000,Iceland,0,29494,29494,8054,0,0,0,0
08,Aerospace,4000,Iceland,866998,1650176,116813826,3533105,0,0,79465,240381
09,Weapons,4000,Iceland,12650,20729,156058,26571,0,0,0,0
10,Nuclear Technology,4000,Iceland,5492,0,5492,21816,0,0,0,0
01,Biotechnology,4010,Sweden,6908573,2034384,38887606,91553578,1563382,4734190,16528654,12042808
02,Life Science,4010,Sweden,42513950,40902740,384103671,324220162,15973629,11024347,148273457,142793466
03,Opto-Electronics,4010,Sweden,2045083,2361370,14501892,13316182,2290280,1004409,15689170,19508969
04,Information & Communications,4010,Sweden,29493408,21754408,238265811,203529461,60371037,42740221,311715812,537774311
05,Electronics,4010,Sweden,31367667,17438306,180467409,161303586,5931523,3562111,40353152,32255870
06,Flexible Manufacturing,4010,Sweden,2482582,3501130,21511488,21480692,4880687,5135496,60902618,77252057
07,Advanced Materials,4010,Sweden,461627,546390,5475999,5802023,48506,17547,300232,917929
08,Aerospace,4010,Sweden,14534998,10735461,260354901,236125653,21434485,15518121,176405261,75971623
09,Weapons,4010,Sweden,130995,101340,2962541,8940186,8430076,475524,55567172,30626320
10,Nuclear Technology,4010,Sweden,960758,278396,9321891,8219622,1537711,2887374,102485677,24503151
04,Information & Communications,4031,"Svalbard, Jan Mayen Island",0,0,0,115157,0,0,0,0
05,Electronics,4031,"Svalbard, Jan Mayen Island",0,0,6613,34816,0,0,0,0
01,Biotechnology,4039,Norway,56025,98866,813692,482896,948263,990544,8010667,5421780
02,Life Science,4039,Norway,11829689,5468579,120014100,67812631,8194583,5742831,61978155,59424022
03,Opto-Electronics,4039,Norway,808850,781690,11878231,20352434,266270,187268,1585765,1232077
04,Information & Communications,4039,Norway,14231211,13632378,111241843,110030518,30126437,28517489,179989266,138432530
05,Electronics,4039,Norway,1114732,1111401,13277798,12643761,236684,638567,4002250,4750610
06,Flexible Manufacturing,4039,Norway,888681,3121833,22828920,22505896,2881348,1192709,9573266,5677733
07,Advanced Materials,4039,Norway,19584,276008,2584651,1408098,838015,1461746,14667730,5625826
08,Aerospace,4039,Norway,22261759,25505809,287888645,192384202,8638428,3486795,65692759,57044446
09,Weapons,4039,Norway,500277,5836825,59527490,8736308,1032983,2105159,25377543,25529968
10,Nuclear Technology,4039,Norway,659255,920746,5713245,5915280,0,0,83863,63753
01,Biotechnology,4050,Finland,426938,272634,2511479,2573783,929604,652762,4891344,4209010
02,Life Science,4050,Finland,8369830,8058801,60135307,56588844,11296107,7195677,94678297,99689605
03,Opto-Electronics,4050,Finland,988785,637507,6879024,8922361,213436,292164,2155377,2269958
04,Information & Communications,4050,Finland,20318417,20757610,187017013,158290100,20233481,23022023,146952984,89638498
05,Electronics,4050,Finland,3586120,3738385,33597117,56180667,981428,837696,8774656,6800662
06,Flexible Manufacturing,4050,Finland,4671101,2397911,29038384,12785441,1393162,2854680,30794918,14881406
07,Advanced Materials,4050,Finland,719543,686601,3535453,1153371,3873109,3909948,35761916,27269292
08,Aerospace,4050,Finland,4858112,7778344,79004457,85175649,963590,1466170,7699793,4047612
09,Weapons,4050,Finland,384844,307237,8167300,6445263,0,0,83745,356048
10,Nuclear Technology,4050,Finland,184002,183084,1253917,1559491,307433,224683,1889619,3038647
02,Life Science,4091,Faroe Islands,0,293078,305511,0,0,0,0,0
04,Information & Communications,4091,Faroe Islands,0,0,0,8403,0,0,0,0
05,Electronics,4091,Faroe Islands,0,0,43985,0,0,0,74575,0
06,Flexible Manufacturing,4091,Faroe Islands,0,0,51049,0,0,0,0,0
08,Aerospace,4091,Faroe Islands,0,0,71145,422821,0,0,35037,0
09,Weapons,4091,Faroe Islands,0,0,50535,0,0,0,0,0
01,Biotechnology,4099,Denmark,596392,424735,8898237,5375423,25094013,14040146,267438712,256146196
02,Life Science,4099,Denmark,13383310,18725895,108041056,71647933,26766481,21123559,201682324,209639539
03,Opto-Electronics,4099,Denmark,2766761,2264626,19331795,7891905,1597887,3118284,17405970,22263563
04,Information & Communications,4099,Denmark,21409933,17351192,177294558,144885906,9313659,11683480,93940954,76966096
05,Electronics,4099,Denmark,9435124,14375906,71437065,29289863,1135915,2543616,10557351,13019020
06,Flexible Manufacturing,4099,Denmark,331117,476259,6027605,8418170,790459,628555,8072871,6960243
07,Advanced Materials,4099,Denmark,495962,1701563,6385716,3906972,1820631,1945439,20488687,5578511
08,Aerospace,4099,Denmark,17250043,14403474,392973553,125870673,667220,1488021,12271301,24631397
09,Weapons,4099,Denmark,778366,1268235,8242060,12770443,1449167,772787,14883958,5798325
10,Nuclear Technology,4099,Denmark,5000,0,129185,290386,0,4308,54801,193259
01,Biotechnology,4120,United Kingdom,127265577,41084663,719170062,475333802,196436398,115613329,463054962,336513003
02,Life Science,4120,United Kingdom,92418861,90067555,851914184,846167062,149432645,269713076,1673157027,1479953517
03,Opto-Electronics,4120,United Kingdom,13795868,11113382,109259341,122205391,10724574,11799419,101826093,72629837
04,Information & Communications,4120,United Kingdom,314067264,267731643,2489099805,2725867280,91792386,97369705,781538675,878140355
05,Electronics,4120,United Kingdom,53130147,49325417,532618607,756147758,38484013,41750750,327458584,408889508
06,Flexible Manufacturing,4120,United Kingdom,24039051,23774737,199373137,226936980,35267445,38342002,259971812,231252748
07,Advanced Materials,4120,United Kingdom,3450977,4247217,40705123,35127479,3986797,4754818,38489888,23203406
08,Aerospace,4120,United Kingdom,532725006,414276563,5034017007,3982375827,321866605,346746198,2741207303,2641593624
09,Weapons,4120,United Kingdom,8824633,12335094,236138213,299219375,13429380,10320024,71523687,79797039
10,Nuclear Technology,4120,United Kingdom,46875064,3752040,114303268,115224724,109924170,200392335,822914552,616134279
01,Biotechnology,4190,Ireland,1308443,2910640,55779125,16393536,36630264,476253981,1405851048,361292363
02,Life Science,4190,Ireland,16754822,19627938,156159021,248028175,791474862,795245008,9499615697,8712628220
03,Opto-Electronics,4190,Ireland,1016948,1756747,19587436,44507153,269119,601974,4956980,7825047
04,Information & Communications,4190,Ireland,101336242,101883843,814136854,859637234,93323922,82233774,859884369,1104292484
05,Electronics,4190,Ireland,17174250,19292060,187659242,319685579,43009048,32939203,326753058,112259125
06,Flexible Manufacturing,4190,Ireland,3422650,2477147,31824669,93707155,561108,595327,10852202,13524887
07,Advanced Materials,4190,Ireland,2832440,3637967,33812043,29948918,0,39037,2539572,555331
08,Aerospace,4190,Ireland,474849038,32521355,1775032489,1260006075,6231383,9693051,73941523,57391451
09,Weapons,4190,Ireland,3569,34691,109837,2382356,0,0,0,0
10,Nuclear Technology,4190,Ireland,0,64580,178792,151914,0,0,0,16500
01,Biotechnology,4210,Netherlands,31623694,99124226,1023721882,1041647149,1831663,944429,28122940,27491072
02,Life Science,4210,Netherlands,131151237,131528108,1225413788,969671411,61929157,59595318,571299778,546038876
03,Opto-Electronics,4210,Netherlands,27127044,36583456,281384590,289825683,2738253,2774045,50718874,35156723
04,Information & Communications,4210,Netherlands,385977659,394342174,3497759143,3034080217,16626523,17284442,157604620,110009596
05,Electronics,4210,Netherlands,23418517,26006253,213834346,257537570,1911255,1469584,20353178,18542678
06,Flexible Manufacturing,4210,Netherlands,15690799,11091642,102266089,179270005,70352303,109554242,643565732,678629168
07,Advanced Materials,4210,Netherlands,1219384,1803922,18275795,10827809,1586776,2558173,12958863,8598263
08,Aerospace,4210,Netherlands,121286419,67205814,1275657595,1532268879,18419301,17523040,161452973,150573924
09,Weapons,4210,Netherlands,3118033,4066842,25635725,41541515,1620378,1804939,26789948,21106316
10,Nuclear Technology,4210,Netherlands,44600279,176169330,591631629,109901602,76602808,102209882,715127063,242909727
01,Biotechnology,4231,Belgium,23413676,40430376,405904650,496953557,25837045,79272089,424822756,329070616
02,Life Science,4231,Belgium,77593476,99011696,615580537,413800770,87166332,72850184,944704062,1058593623
03,Opto-Electronics,4231,Belgium,4045053,5733055,52552908,50346433,891419,1006846,7706217,13891584
04,Information & Communications,4231,Belgium,64270912,64435009,524402479,332609307,16014427,13440626,148393882,96778891
05,Electronics,4231,Belgium,7520818,6486937,61652564,53027878,3943839,5013871,37539696,29074126
06,Flexible Manufacturing,4231,Belgium,18791325,16749769,162893636,106338691,2127297,2255723,10791403,7598117
07,Advanced Materials,4231,Belgium,1980157,2933682,9577331,7381518,145370,130911,1143046,897300
08,Aerospace,4231,Belgium,19354328,48496640,398119708,215283194,12020638,13169500,101210114,101148196
09,Weapons,4231,Belgium,293206,102422,3729283,2961533,14234,6270,272530,2953354
10,Nuclear Technology,4231,Belgium,385420,578650,3291388,3512208,112394,96684,48019260,18227005
01,Biotechnology,4239,Luxembourg,0,0,3080,52425,0,0,0,0
02,Life Science,4239,Luxembourg,383604,705247,8518213,8082782,100635,0,628638,649574
03,Opto-Electronics,4239,Luxembourg,43436,71225,321208,43711,2034,19000,194382,248492
04,Information & Communications,4239,Luxembourg,1976723,1241320,11294064,102104581,66046,13062,992881,570062
05,Electronics,4239,Luxembourg,558816,903254,16648355,8511964,34684,16977,167577,58620
06,Flexible Manufacturing,4239,Luxembourg,300437,172123,2822161,2937850,2442,42801,272496,376780
07,Advanced Materials,4239,Luxembourg,0,0,91829,283712,0,0,0,0
08,Aerospace,4239,Luxembourg,2643898,273491887,312266180,81960533,275513,135185,1712578,27213
09,Weapons,4239,Luxembourg,896014,2032317,10091278,4256881,0,0,0,0
10,Nuclear Technology,4239,Luxembourg,0,0,1111026,0,0,0,0,0
01,Biotechnology,4271,Andorra,0,0,37914,0,0,0,0,0
02,Life Science,4271,Andorra,9639,0,94417,31607,0,0,0,0
03,Opto-Electronics,4271,Andorra,0,0,0,0,0,0,0,21204
04,Information & Communications,4271,Andorra,0,8714,105065,257965,0,0,14909,23179
05,Electronics,4271,Andorra,0,0,0,49019,0,0,0,7588
06,Flexible Manufacturing,4271,Andorra,0,0,0,9538,0,0,3500,0
08,Aerospace,4271,Andorra,0,0,0,15390,0,0,0,0
09,Weapons,4271,Andorra,0,0,0,10500,0,0,0,0
02,Life Science,4272,Monaco,0,0,242021,607348,0,0,50712,6614
03,Opto-Electronics,4272,Monaco,0,3687,3687,0,0,0,0,0
04,Information & Communications,4272,Monaco,16045,17673,466639,898400,2359,47466,138788,82046
05,Electronics,4272,Monaco,0,0,26427,16119,0,0,10986,57864
06,Flexible Manufacturing,4272,Monaco,0,0,3189,18169,0,0,0,0
07,Advanced Materials,4272,Monaco,0,0,0,0,0,0,2757,0
08,Aerospace,4272,Monaco,4532,7092353,7139899,6916476,0,0,0,0
10,Nuclear Technology,4272,Monaco,0,0,16795,0,0,0,0,0
01,Biotechnology,4279,France,76679505,51998817,417227626,63533119,3786880,9947949,212762172,190305417
02,Life Science,4279,France,78958155,67751932,677279740,617518727,121005993,95298437,969022575,1062005928
03,Opto-Electronics,4279,France,9878738,6110461,61545862,97422099,3388085,2675574,28381674,24132352
04,Information & Communications,4279,France,151668500,90638712,1037628414,938546644,59447765,26321508,276713965,240744042
05,Electronics,4279,France,27353715,24384980,232884689,253192057,31136913,24828118,280310433,305993088
06,Flexible Manufacturing,4279,France,25051734,21179738,178279883,331556386,18933350,8721751,114047488,97789140
07,Advanced Materials,4279,France,2712801,3360770,43165029,22791082,10743167,14680131,96250263,119065339
08,Aerospace,4279,France,548277994,506543793,6221958173,5346070227,811163469,740454427,6923296304,4815028240
09,Weapons,4279,France,487885,1828237,9895145,2852837,59043,2647092,8286426,10223077
10,Nuclear Technology,4279,France,3715950,4697673,81124948,42114809,448770,23492170,265598248,193745566
01,Biotechnology,4280,Federal Republic of Germany,179914067,258473645,1695347534,159527664,60333827,44893728,1173742315,963889077
02,Life Science,4280,Federal Republic of Germany,213132921,183196481,1684336016,1467768574,275569835,326334304,2814264125,2706741309
03,Opto-Electronics,4280,Federal Republic of Germany,65248481,64145592,524218150,388543932,36526383,59453835,352665200,259841766
04,Information & Communications,4280,Federal Republic of Germany,360299420,250370003,2392132660,1947560627,111975082,123271426,1050793169,930233517
05,Electronics,4280,Federal Republic of Germany,191804667,106655356,1253763707,1560221549,71583617,74955170,643022063,652118804
06,Flexible Manufacturing,4280,Federal Republic of Germany,49669873,68856610,566394151,472922170,66410722,74142047,732262758,705578430
07,Advanced Materials,4280,Federal Republic of Germany,5531566,5478226,62034238,67031418,16955137,16101212,149947806,162714313
08,Aerospace,4280,Federal Republic of Germany,402714037,521835072,3786568914,3191449432,146576077,147747516,1699593758,1919550450
09,Weapons,4280,Federal Republic of Germany,4056474,2564555,47380315,86513643,7838853,5557543,65149243,60654971
10,Nuclear Technology,4280,Federal Republic of Germany,4349420,4649251,36991144,22735700,37887351,84325520,393285768,151367705
01,Biotechnology,4330,Austria,2157264,9471967,26887696,41225345,8647827,27095556,211610102,149839365
02,Life Science,4330,Austria,7930062,7433049,126143757,60777324,9529348,9605565,86663102,74976823
03,Opto-Electronics,4330,Austria,791046,1050854,12520770,13722966,3281584,3096826,18425686,8547700
04,Information & Communications,4330,Austria,12026662,10529833,80292205,95731212,4430881,3505460,32509978,28355049
05,Electronics,4330,Austria,2774264,1833683,24499473,27667411,12842964,10738984,76776217,29371552
06,Flexible Manufacturing,4330,Austria,2104593,2687193,30527702,54957462,4568207,7602554,71616392,82347869
07,Advanced Materials,4330,Austria,4256951,3929896,36764665,28610747,3834,144185,443200,483613
08,Aerospace,4330,Austria,37251942,11986028,383412210,212614208,12473168,11954484,105944882,96386801
09,Weapons,4330,Austria,9509,179572,678216,432671,600803,629627,4891999,3441919
10,Nuclear Technology,4330,Austria,172700,210240,1460919,1511310,0,0,21844,17420
01,Biotechnology,4351,Czech Republic,156934,306369,1481336,1018006,92448,162977,851670,2030180
02,Life Science,4351,Czech Republic,2799636,5685536,37254295,28491685,4596694,3585975,39460545,30773086
03,Opto-Electronics,4351,Czech Republic,1740114,864954,16008452,4271768,950522,587774,5049363,3360096
04,Information & Communications,4351,Czech Republic,11286183,15118452,125005889,182512551,11009140,7933585,81488152,132109581
05,Electronics,4351,Czech Republic,2034044,1365420,18218870,35388470,447427,450929,3583286,2159997
06,Flexible Manufacturing,4351,Czech Republic,541653,1509841,7539393,7732131,1629361,1684299,14460545,20394713
07,Advanced Materials,4351,Czech Republic,139679,95960,1204997,1956315,1259314,1704467,14325951,12168710
08,Aerospace,4351,Czech Republic,5257107,6057680,132242661,52378704,20246223,13835533,150067090,109244175
