-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
sni1        49718.000    1995     1     1     0
sni1        52274.750    2001    12    31    18
sni1     -2631346.566 -4646278.982  3477113.259
50429.75    -0.118336     0.209259    -0.968256
50430.00    -0.102579     0.092854    -0.546968
50430.25     0.015378     0.225491    -1.012259
50430.50    -0.001529     0.197784    -0.633303
50430.75     0.207672     0.322172    -1.545506
50431.00     0.221716     0.161252    -0.990684
50431.25     0.445296     0.232528    -1.311615
50431.50     0.533436     0.231810    -0.926369
50431.75     0.750632     0.406155    -1.830204
50432.00     0.678716     0.353046    -1.339226
50432.25     0.804079     0.556887    -1.947016
50432.50     0.679965     0.574642    -1.632473
50432.75     0.684776     0.696192    -2.463522
50433.00     0.504937     0.449964    -1.676621
50433.25     0.546319     0.389300    -1.762376
50433.50     0.459175     0.226070    -1.154701
50433.75     0.568155     0.142638    -1.544434
50434.00     0.518530    -0.077988    -0.805342
50434.25     0.626551    -0.052709    -1.025271
50434.50     0.596722    -0.021604    -0.725381
50434.75     0.669062     0.122111    -1.498454
50435.00     0.575338     0.095607    -1.277454
50435.25     0.607352     0.316383    -1.963560
50435.50     0.462930     0.287478    -1.593683
50435.75     0.453607     0.424898    -2.397346
50436.00     0.280125     0.238705    -1.670493
50436.25     0.293753     0.353057    -2.030757
50436.50     0.154053     0.270066    -1.464456
50436.75     0.161692     0.309904    -2.010673
50437.00    -0.007443     0.144731    -1.255031
50437.25    -0.053761     0.221688    -1.361049
50437.50    -0.202515     0.176424    -0.852181
50437.75    -0.246014     0.148499    -1.085054
50438.00    -0.429145    -0.130894     0.024160
50438.25    -0.435275    -0.155740     0.153258
50438.50    -0.562647    -0.276204     0.972189
50438.75    -0.533528    -0.213224     0.469220
50439.00    -0.622326    -0.360010     1.008580
50439.25    -0.520468    -0.231787     0.588155
50439.50    -0.570886    -0.247707     0.955645
50439.75    -0.438676    -0.109969    -0.028261
50440.00    -0.382049    -0.215560     0.208602
50440.25    -0.117342    -0.022336    -0.711021
50440.50     0.047337     0.006792    -0.660436
50440.75     0.375134     0.268334    -1.987714
50441.00     0.464515     0.230023    -1.780176
50441.25     0.644095     0.425385    -2.458531
50441.50     0.584485     0.370798    -1.978815
50441.75     0.562325     0.461090    -2.572932
50442.00     0.354233     0.241496    -1.659814
50442.25     0.246201     0.228942    -1.453457
50442.50     0.030748     0.057686    -0.471805
50442.75    -0.081696     0.023777    -0.578848
50443.00    -0.319762    -0.276949     0.673847
50443.25    -0.329193    -0.181823     0.517125
50443.50    -0.529990    -0.234440     1.278528
50443.75    -0.593685    -0.152732     0.795549
50444.00    -0.697159    -0.279757     1.338595
50444.25    -0.600416    -0.193535     1.010958
50444.50    -0.642315    -0.298198     1.592684
50444.75    -0.474861    -0.184085     0.604360
50445.00    -0.424458    -0.297070     0.812831
50445.25    -0.297444    -0.224076     0.276380
50445.50    -0.237258    -0.191632     0.307720
50445.75    -0.127382    -0.036647    -0.604723
50446.00    -0.159543    -0.082024    -0.211739
50446.25    -0.053473     0.144698    -0.759166
50446.50    -0.192333     0.135079    -0.218198
50446.75    -0.176959     0.301887    -0.811702
50447.00    -0.330492     0.124449     0.044833
50447.25    -0.139004     0.223080    -0.352398
50447.50    -0.145685     0.140616     0.242946
50447.75    -0.079639     0.256856    -0.278698
50448.00    -0.216832     0.107475     0.437277
50448.25    -0.209544     0.248253     0.080500
50448.50    -0.263723     0.154377     0.450503
50448.75    -0.187052     0.290681    -0.425752
50449.00    -0.343495     0.143845     0.164398
50449.25    -0.371465     0.280689    -0.255963
50449.50    -0.591231     0.100602     0.453596
50449.75    -0.637218     0.032413     0.071286
50450.00    -0.729905    -0.200560     0.671317
50450.25    -0.659119    -0.183342     0.431650
50450.50    -0.744077    -0.255142     0.937772
50450.75    -0.665633    -0.195041     0.287044
50451.00    -0.769638    -0.383542     1.012520
50451.25    -0.726712    -0.291765     0.787371
50451.50    -0.759320    -0.432459     1.329393
50451.75    -0.511819    -0.343142     0.370539
50452.00    -0.488968    -0.495628     0.863968
50452.25    -0.230680    -0.352023     0.265124
50452.50    -0.208020    -0.317612     0.569164
50452.75    -0.076936    -0.119260    -0.442497
50453.00    -0.147832    -0.258107     0.083221
50453.25    -0.077531    -0.163927    -0.255688
50453.50    -0.147856    -0.260966     0.273472
50453.75    -0.009345    -0.177453    -0.461517
50454.00    -0.048800    -0.298273     0.065293
50454.25     0.086088    -0.142822    -0.477925
50454.50     0.103086    -0.118127    -0.227377
50454.75     0.246181     0.047724    -1.157268
50455.00     0.156522    -0.038111    -0.639119
50455.25     0.265857     0.103219    -1.022212
50455.50     0.234089     0.115808    -0.702702
50455.75     0.340740     0.212378    -1.434261
50456.00     0.256914     0.042991    -0.766970
50456.25     0.399431     0.144162    -1.124185
50456.50     0.374746     0.085848    -0.609416
50456.75     0.465425     0.137569    -1.207902
50457.00     0.340467    -0.031327    -0.536017
50457.25     0.427833     0.076345    -0.971844
50457.50     0.270565    -0.005255    -0.525579
50457.75     0.318822     0.044969    -1.226270
50458.00     0.193934    -0.120873    -0.646451
50458.25     0.225368    -0.121492    -0.809515
50458.50     0.074022    -0.238593    -0.156902
50458.75     0.078860    -0.229901    -0.605300
50459.00    -0.078466    -0.394857     0.227887
50459.25    -0.018232    -0.280670     0.010637
50459.50    -0.135488    -0.321055     0.636732
50459.75    -0.081673    -0.186252     0.034243
50460.00    -0.237617    -0.344243     0.864473
50460.25    -0.181381    -0.186503     0.535606
50460.50    -0.265019    -0.175869     0.918587
50460.75    -0.258239     0.027717     0.132303
50461.00    -0.423122    -0.129987     0.865403
50461.25    -0.376676     0.009568     0.499431
50461.50    -0.546870    -0.067948     1.148886
50461.75    -0.455419     0.058455     0.195813
50462.00    -0.521534    -0.067254     0.512478
50462.25    -0.372107     0.052087    -0.082232
50462.50    -0.369057    -0.024140     0.215037
50462.75    -0.200720     0.092232    -0.702160
50463.00    -0.201554    -0.067810    -0.302262
50463.25    -0.027239     0.039950    -0.746466
50463.50    -0.009654    -0.009585    -0.487963
50463.75     0.140300     0.137755    -1.452533
50464.00     0.114527     0.020434    -1.111153
50464.25     0.262634     0.264452    -1.825334
50464.50     0.185806     0.311454    -1.537915
50464.75     0.225134     0.492437    -2.365390
50465.00     0.095045     0.339881    -1.767388
50465.25     0.143853     0.497885    -2.293400
50465.50     0.009459     0.453565    -1.907709
50465.75     0.017378     0.587054    -2.723132
50466.00    -0.119032     0.447102    -2.228785
50466.25    -0.120072     0.529878    -2.601958
50466.50    -0.230033     0.435504    -2.091462
50466.75    -0.218445     0.473801    -2.577428
50467.00    -0.348871     0.235711    -1.635554
50467.25    -0.301045     0.283986    -1.714975
50467.50    -0.419098     0.164420    -1.006501
50467.75    -0.376984     0.223934    -1.490349
50468.00    -0.505509     0.034414    -0.562448
50468.25    -0.469939     0.070243    -0.592679
50468.50    -0.587990    -0.030956     0.203903
50468.75    -0.504339     0.028800    -0.366595
50469.00    -0.520901    -0.127100     0.194154
50469.25    -0.368964    -0.038561    -0.150724
50469.50    -0.436195    -0.122001     0.527294
50469.75    -0.314198    -0.029000    -0.186756
50470.00    -0.359153    -0.187554     0.276082
50470.25    -0.267261    -0.083621    -0.176196
50470.50    -0.322780    -0.126071     0.180390
50470.75    -0.277797     0.014997    -0.515381
50471.00    -0.387308    -0.090738    -0.046538
50471.25    -0.285828     0.045371    -0.432529
50471.50    -0.328229    -0.046850     0.072462
50471.75    -0.158547     0.038713    -0.731854
50472.00    -0.095396    -0.105190    -0.336486
50472.25     0.119690     0.013330    -0.820995
50472.50     0.119446    -0.023909    -0.455918
50472.75     0.223519     0.105422    -1.292676
50473.00     0.087230    -0.027645    -0.685005
50473.25     0.072012     0.107025    -0.879797
50473.50    -0.165838     0.084290    -0.106461
50473.75    -0.343362     0.145273    -0.216234
50474.00    -0.493600    -0.022316     0.417981
50474.25    -0.465959     0.035377     0.386387
50474.50    -0.503350    -0.072771     1.077334
50474.75    -0.246555     0.057758     0.165281
50475.00    -0.081200    -0.032574     0.321392
50475.25     0.268187     0.160835    -0.498874
50475.50     0.408896     0.288720    -0.683791
50475.75     0.560590     0.509323    -1.735973
50476.00     0.460088     0.463554    -1.407045
50476.25     0.510703     0.721182    -2.057802
50476.50     0.374227     0.694598    -1.644738
50476.75     0.411536     0.723156    -2.259675
50477.00     0.344144     0.482790    -1.520374
50477.25     0.428874     0.580830    -1.794043
50477.50     0.375865     0.539155    -1.185412
50477.75     0.362654     0.672719    -1.713839
50478.00     0.169343     0.512122    -0.954117
50478.25     0.124818     0.596908    -1.196367
50478.50    -0.102369     0.503122    -0.608187
50478.75    -0.219100     0.494567    -1.070672
50479.00    -0.409079     0.206187    -0.263893
50479.25    -0.387437     0.200787    -0.447706
50479.50    -0.502184     0.085539     0.046817
50479.75    -0.486902     0.069819    -0.434372
50480.00    -0.545349    -0.116385     0.114624
50480.25    -0.429812    -0.079899    -0.113443
50480.50    -0.463625    -0.133184     0.260092
50480.75    -0.332014    -0.037961    -0.463088
50481.00    -0.349834    -0.115008     0.016164
50481.25    -0.221637     0.012003    -0.251792
50481.50    -0.215183    -0.015394     0.240295
50481.75    -0.063298     0.113881    -0.507477
50482.00    -0.065470    -0.009871    -0.030950
50482.25     0.104779     0.165400    -0.644619
50482.50     0.103950     0.144578    -0.340300
50482.75     0.195656     0.275172    -1.098513
50483.00     0.118151     0.108511    -0.508627
50483.25     0.264479     0.286375    -1.140755
50483.50     0.114594     0.182782    -0.471201
50483.75     0.123927     0.242422    -1.073724
50484.00     0.010639     0.128513    -0.554800
50484.25     0.117396     0.220750    -0.958005
50484.50     0.100557     0.182477    -0.596114
50484.75     0.204335     0.251876    -1.317269
50485.00     0.096034     0.049125    -0.593666
50485.25     0.229979     0.178196    -1.059423
50485.50     0.196721     0.141913    -0.630539
50485.75     0.300042     0.244741    -1.360417
50486.00     0.238690     0.103103    -0.808650
50486.25     0.345480     0.275329    -1.370420
50486.50     0.261696     0.272054    -1.044383
50486.75     0.348260     0.425323    -1.896010
50487.00     0.229331     0.256096    -1.226174
50487.25     0.300500     0.339855    -1.504242
50487.50     0.178280     0.223104    -0.782330
50487.75     0.254722     0.274782    -1.315950
50488.00     0.184046     0.114558    -0.754374
50488.25     0.335730     0.220266    -1.237286
50488.50     0.317739     0.242121    -1.007440
50488.75     0.425724     0.339288    -1.722940
50489.00     0.331730     0.264658    -1.288836
50489.25     0.380813     0.376135    -1.512019
50489.50     0.252956     0.336245    -0.920608
50489.75     0.281555     0.383069    -1.403572
50490.00     0.104376     0.123777    -0.553420
50490.25     0.175006     0.146425    -0.710431
50490.50     0.057341     0.014437     0.006627
50490.75     0.078126     0.070959    -0.638342
50491.00    -0.090154    -0.065201    -0.181505
50491.25    -0.069355     0.061300    -0.581993
50491.50    -0.215082    -0.032102    -0.049553
50491.75    -0.135313     0.021751    -0.739323
50492.00    -0.172379    -0.225465    -0.014478
50492.25     0.065851    -0.119169    -0.369200
50492.50     0.145589    -0.088476    -0.153353
50492.75     0.342690     0.137235    -1.344306
50493.00     0.337425     0.081714    -1.129069
50493.25     0.463127     0.311493    -1.781098
50493.50     0.372383     0.337789    -1.417279
50493.75     0.465092     0.533651    -2.386703
50494.00     0.317579     0.333868    -1.586684
50494.25     0.366589     0.442263    -1.906229
50494.50     0.341005     0.422356    -1.506646
50494.75     0.397223     0.590875    -2.292568
50495.00     0.278044     0.443415    -1.608058
50495.25     0.288772     0.588789    -1.901792
50495.50     0.110227     0.527334    -1.228255
50495.75    -0.005586     0.593422    -1.599305
50496.00    -0.217324     0.396116    -0.768437
50496.25    -0.253972     0.384247    -0.709629
50496.50    -0.481195     0.125555     0.365009
50496.75    -0.455580     0.029258    -0.071855
50497.00    -0.541540    -0.254188     0.638996
50497.25    -0.333283    -0.212935     0.154328
50497.50    -0.260921    -0.224271     0.349997
50497.75    -0.068650    -0.000668    -0.735590
50498.00    -0.121500    -0.082089    -0.271355
50498.25    -0.012323     0.110836    -0.745437
50498.50    -0.157366     0.057026    -0.110439
50498.75    -0.124583     0.099615    -0.718810
50499.00    -0.215101    -0.143171     0.014690
50499.25    -0.038877    -0.112013    -0.311919
50499.50    -0.012050    -0.248352     0.263551
50499.75     0.183495    -0.215861    -0.487736
50500.00     0.180352    -0.357971    -0.053582
50500.25     0.367397    -0.142378    -0.753147
50500.50     0.326538    -0.127788    -0.489395
50500.75     0.495899     0.122490    -1.658070
50501.00     0.392558     0.019402    -1.000355
50501.25     0.474492     0.175465    -1.288165
50501.50     0.413054     0.128205    -0.687726
50501.75     0.467574     0.221000    -1.180485
50502.00     0.357123     0.057835    -0.457686
50502.25     0.516141     0.251738    -0.872367
50502.50     0.481672     0.231199    -0.455581
50502.75     0.631380     0.398390    -1.421228
50503.00     0.590375     0.270246    -1.074866
50503.25     0.733700     0.434286    -1.762618
50503.50     0.643275     0.391330    -1.424133
50503.75     0.608400     0.462403    -2.113916
50504.00     0.403364     0.224646    -1.442518
50504.25     0.407639     0.234865    -1.686230
50504.50     0.187344     0.007967    -0.752048
50504.75     0.106322    -0.069135    -1.007258
50505.00    -0.126562    -0.369310     0.087586
50505.25    -0.212368    -0.346861     0.267273
50505.50    -0.450167    -0.534621     1.384500
50505.75    -0.489027    -0.528156     1.222572
50506.00    -0.700918    -0.722606     2.117379
50506.25    -0.734000    -0.658709     2.123945
50506.50    -0.964446    -0.805552     3.195248
50506.75    -0.949458    -0.832331     2.971345
50507.00    -0.977426    -1.020899     3.584533
50507.25    -0.750834    -0.906433     3.126924
50507.50    -0.670885    -0.898120     3.310873
50507.75    -0.391953    -0.673970     1.917683
50508.00    -0.268780    -0.651958     1.714045
50508.25    -0.011646    -0.341536     0.601916
50508.50    -0.057755    -0.274310     0.685038
50508.75     0.014619    -0.048751    -0.460906
50509.00    -0.085069    -0.128980    -0.238406
50509.25    -0.001699     0.046248    -0.909013
50509.50    -0.119201    -0.058500    -0.431596
50509.75    -0.052493    -0.031315    -0.955148
50510.00    -0.104594    -0.261078    -0.232306
50510.25     0.058729    -0.169412    -0.540626
50510.50    -0.011320    -0.279985     0.118035
50510.75     0.082738    -0.209084    -0.539709
50511.00     0.003951    -0.386611     0.069914
50511.25     0.140025    -0.261086    -0.387300
50511.50     0.147397    -0.224968    -0.176527
50511.75     0.304023     0.001329    -1.168914
50512.00     0.271234    -0.036468    -0.823761
50512.25     0.426186     0.233837    -1.529741
50512.50     0.370539     0.285815    -1.225917
50512.75     0.425700     0.455257    -2.076002
50513.00     0.262261     0.290900    -1.285402
50513.25     0.295045     0.419731    -1.592486
50513.50     0.113573     0.272841    -0.694448
50513.75     0.116390     0.313449    -1.285367
50514.00    -0.035103     0.031770    -0.344560
50514.25     0.040878     0.113811    -0.546292
50514.50    -0.068446     0.046722     0.179647
50514.75     0.037245     0.162587    -0.495265
50515.00    -0.041659    -0.034441     0.200688
50515.25     0.067293     0.064319    -0.141972
50515.50     0.004216    -0.000811     0.345995
50515.75     0.163001     0.131867    -0.646967
50516.00     0.151822     0.017461    -0.095283
50516.25     0.355584     0.222394    -0.728267
50516.50     0.281535     0.214712    -0.266477
50516.75     0.335214     0.356574    -1.216827
50517.00     0.251885     0.147843    -0.637453
50517.25     0.360997     0.197788    -1.023990
50517.50     0.334395     0.046229    -0.388025
50517.75     0.424016     0.067625    -0.874582
50518.00     0.369062    -0.167271     0.002301
50518.25     0.485018    -0.073966    -0.242879
50518.50     0.455479    -0.127056     0.329058
50518.75     0.599703     0.010237    -0.339103
50519.00     0.574757    -0.125160     0.310736
50519.25     0.733409     0.025279    -0.046277
50519.50     0.687152    -0.035141     0.493317
50519.75     0.851370     0.072106    -0.378717
50520.00     0.826567    -0.105884     0.256493
50520.25     0.977519     0.025454    -0.150423
50520.50     0.915654    -0.025010     0.297681
50520.75     1.010757     0.080285    -0.539222
50521.00     0.834501    -0.088973     0.120757
50521.25     0.870477     0.099123    -0.354210
50521.50     0.647398     0.089068     0.172106
50521.75     0.548978     0.179675    -0.355654
50522.00     0.282857    -0.033728     0.575654
50522.25     0.237835     0.119875     0.142920
50522.50    -0.003593     0.076768     0.840988
50522.75    -0.098186     0.173184     0.268182
50523.00    -0.359070    -0.030727     1.230003
50523.25    -0.342886     0.072789     0.884513
50523.50    -0.431357    -0.003697     1.387128
50523.75    -0.286176     0.045951     0.551609
50524.00    -0.320378    -0.111399     1.012253
50524.25    -0.090450     0.105781     0.118348
50524.50    -0.036846     0.079904     0.291917
50524.75     0.229292     0.283931    -0.947881
50525.00     0.276562     0.216092    -0.740051
50525.25     0.498894     0.505037    -1.622749
50525.50     0.475356     0.533103    -1.446351
50525.75     0.570236     0.728987    -2.513457
50526.00     0.442593     0.548348    -1.908125
50526.25     0.550665     0.697327    -2.508429
50526.50     0.390595     0.576210    -1.846074
50526.75     0.386150     0.645000    -2.374237
50527.00     0.252678     0.385072    -1.420531
50527.25     0.221485     0.363789    -1.338564
50527.50     0.027143     0.218587    -0.493810
50527.75    -0.010344     0.172152    -0.834685
50528.00    -0.154755    -0.102982     0.108275
50528.25    -0.034955    -0.077438    -0.198219
50528.50    -0.133759    -0.166193     0.421026
50528.75    -0.053052    -0.076666    -0.301704
50529.00    -0.111513    -0.257242     0.261302
50529.25     0.004987    -0.072495    -0.296456
50529.50    -0.067872    -0.066384     0.112935
50529.75     0.025725     0.073044    -0.709968
50530.00    -0.096711    -0.091004     0.033310
50530.25    -0.035371     0.026145    -0.306429
50530.50    -0.172333    -0.077989     0.276449
50530.75    -0.089863     0.017167    -0.473726
50531.00    -0.184393    -0.222761     0.298572
50531.25    -0.065451    -0.118236    -0.067635
50531.50    -0.098264    -0.142065     0.293792
50531.75     0.016392    -0.050102    -0.490192
50532.00    -0.089425    -0.211090     0.148374
50532.25     0.035323     0.053947    -0.535203
50532.50    -0.081743     0.099720    -0.277555
50532.75    -0.101795     0.252877    -1.047050
50533.00    -0.277145     0.055127    -0.422826
50533.25    -0.245728     0.153290    -0.781825
50533.50    -0.354174     0.109112    -0.430380
50533.75    -0.383739     0.072893    -0.792527
50534.00    -0.564284    -0.154372     0.039991
50534.25    -0.495688    -0.080639    -0.236983
50534.50    -0.546768    -0.202042     0.348945
50534.75    -0.393993    -0.121798    -0.414501
50535.00    -0.438029    -0.342483     0.346729
50535.25    -0.324379    -0.172716    -0.105475
50535.50    -0.402713    -0.262351     0.480338
50535.75    -0.334316    -0.221683    -0.068151
50536.00    -0.393919    -0.434645     0.684893
50536.25    -0.223779    -0.230590     0.167256
50536.50    -0.223267    -0.176941     0.413591
50536.75    -0.111438     0.008475    -0.426802
50537.00    -0.199060    -0.140321     0.343427
50537.25    -0.130804     0.038413    -0.014200
50537.50    -0.218593     0.052952     0.306651
50537.75    -0.203912     0.180252    -0.370191
50538.00    -0.314542     0.001454     0.309660
50538.25    -0.245016     0.104199    -0.038410
50538.50    -0.267990     0.017708     0.370046
50538.75    -0.133616     0.066026    -0.515671
50539.00    -0.095526    -0.155970     0.005606
50539.25     0.124908    -0.073499    -0.474953
50539.50     0.101586    -0.124476    -0.035585
50539.75     0.228804    -0.018839    -0.884578
50540.00     0.116218    -0.214571    -0.026736
50540.25     0.215398    -0.043272    -0.546593
50540.50     0.048817    -0.106594     0.104614
50540.75    -0.043814    -0.029370    -0.445077
50541.00    -0.191027    -0.144431     0.116830
50541.25    -0.194539    -0.100536    -0.074915
50541.50    -0.363520    -0.258505     0.682899
50541.75    -0.399271    -0.330457     0.317441
50542.00    -0.569477    -0.633130     1.345221
50542.25    -0.461624    -0.574317     1.128112
50542.50    -0.501894    -0.631699     1.679404
50542.75    -0.437225    -0.608041     1.218625
50543.00    -0.498837    -0.746021     1.841810
50543.25    -0.311157    -0.553151     1.263098
50543.50    -0.330872    -0.528285     1.506743
50543.75    -0.213066    -0.387169     0.602153
50544.00    -0.270830    -0.508004     1.127096
50544.25    -0.111756    -0.299079     0.522052
50544.50    -0.126215    -0.243025     0.692815
50544.75     0.027610    -0.049256    -0.286932
50545.00     0.022063    -0.135236     0.205490
50545.25     0.185583     0.045822    -0.358319
50545.50     0.187099     0.042510    -0.052682
50545.75     0.367774     0.171384    -0.990363
50546.00     0.342272     0.004244    -0.427116
50546.25     0.511007     0.209464    -0.987817
50546.50     0.443068     0.189607    -0.496244
50546.75     0.490908     0.278039    -1.174624
50547.00     0.365847     0.045934    -0.347917
50547.25     0.473500     0.164704    -0.683619
50547.50     0.358642     0.021201     0.065921
50547.75     0.416835    -0.023016    -0.339420
50548.00     0.320553    -0.285195     0.551087
50548.25     0.491790    -0.117178     0.004016
50548.50     0.377386    -0.178134     0.512048
50548.75     0.452687    -0.086326    -0.295524
50549.00     0.370738    -0.244957     0.301877
50549.25     0.455590    -0.092745    -0.201250
50549.50     0.388554    -0.096903     0.019506
50549.75     0.390919    -0.029860    -0.646760
50550.00     0.258348    -0.175881     0.055234
50550.25     0.322990     0.012031    -0.429980
50550.50     0.191648    -0.039696     0.087722
50550.75     0.201902    -0.006451    -0.462878
50551.00     0.023284    -0.214331     0.344452
50551.25     0.018629    -0.084096     0.068587
50551.50    -0.112627    -0.124167     0.576835
50551.75    -0.157813    -0.052546     0.030327
50552.00    -0.286736    -0.207215     0.673367
50552.25    -0.233575    -0.085491     0.264032
50552.50    -0.292048    -0.101377     0.606298
50552.75    -0.146445     0.030552    -0.250383
50553.00    -0.196919    -0.115343     0.467448
50553.25    -0.029047     0.074197    -0.135304
50553.50    -0.063053     0.109666     0.208044
50553.75     0.037809     0.248746    -0.583420
50554.00    -0.053721     0.112297     0.007974
50554.25     0.009040     0.256786    -0.451486
50554.50    -0.080755     0.260088    -0.151112
50554.75    -0.074428     0.292096    -0.822862
50555.00    -0.229910     0.060854    -0.042107
50555.25    -0.154496     0.163689    -0.525080
50555.50    -0.187689     0.105019    -0.146018
50555.75    -0.202163     0.136459    -0.655865
50556.00    -0.328444    -0.142220     0.226008
50556.25    -0.287052    -0.079074    -0.025231
50556.50    -0.352976    -0.127134     0.442041
50556.75    -0.331740    -0.098177    -0.087899
50557.00    -0.389986    -0.330064     0.615122
50557.25    -0.327692    -0.209723     0.291614
50557.50    -0.377290    -0.210554     0.551519
50557.75    -0.298132    -0.141254    -0.009287
50558.00    -0.334118    -0.287228     0.504609
50558.25    -0.261950    -0.162678     0.186631
50558.50    -0.337149    -0.186683     0.580340
50558.75    -0.266218    -0.133755    -0.045685
50559.00    -0.277189    -0.350089     0.595848
50559.25    -0.103312    -0.256580     0.139102
50559.50    -0.129392    -0.242776     0.436913
50559.75    -0.051089    -0.216581    -0.081617
50560.00    -0.090838    -0.429594     0.689476
50560.25     0.066861    -0.298579     0.158849
50560.50     0.030953    -0.286912     0.455145
50560.75     0.100925    -0.205142    -0.135820
50561.00    -0.021394    -0.401912     0.680108
50561.25    -0.025402    -0.339404     0.454039
50561.50    -0.176822    -0.466866     1.157540
50561.75    -0.170259    -0.505257     0.734868
50562.00    -0.236794    -0.759417     1.549879
50562.25    -0.101145    -0.641636     1.159495
50562.50    -0.068349    -0.678767     1.522703
50562.75    -0.007338    -0.610490     0.940712
50563.00     0.006335    -0.626069     1.208079
50563.25     0.183972    -0.350311     0.439354
50563.50     0.190094    -0.266608     0.576591
50563.75     0.224851    -0.114533    -0.238076
50564.00     0.161758    -0.181251     0.014048
50564.25     0.256369     0.059352    -0.703295
50564.50     0.187081     0.051418    -0.435880
50564.75     0.160143     0.173207    -1.220346
50565.00    -0.047950    -0.062714    -0.345125
50565.25    -0.104415    -0.000760    -0.510406
50565.50    -0.292232    -0.106812     0.066005
50565.75    -0.330796    -0.136496    -0.361647
50566.00    -0.460610    -0.408665     0.491601
50566.25    -0.420683    -0.389063     0.372080
50566.50    -0.531666    -0.455146     0.774062
50566.75    -0.512047    -0.395418     0.069962
50567.00    -0.618099    -0.595463     0.815492
50567.25    -0.529849    -0.472417     0.377234
50567.50    -0.524312    -0.444330     0.573978
50567.75    -0.412778    -0.372028    -0.151878
50568.00    -0.414271    -0.561615     0.396455
50568.25    -0.280423    -0.418527    -0.099446
50568.50    -0.344894    -0.444429     0.343041
50568.75    -0.305020    -0.367893    -0.310931
50569.00    -0.399328    -0.597485     0.452203
50569.25    -0.329332    -0.560753     0.269712
50569.50    -0.388424    -0.644076     0.775751
50569.75    -0.262057    -0.575980     0.191382
50570.00    -0.279923    -0.743157     0.919423
50570.25    -0.077870    -0.512356     0.415550
50570.50    -0.144206    -0.475447     0.854500
50570.75    -0.055923    -0.290590     0.054343
50571.00    -0.115494    -0.341055     0.514695
50571.25     0.000895    -0.086472    -0.041929
50571.50    -0.008436     0.025977     0.022388
50571.75     0.070895     0.164835    -0.757023
50572.00    -0.005292     0.003226    -0.124235
50572.25     0.091904     0.176525    -0.677321
50572.50     0.066722     0.211237    -0.557716
50572.75     0.117237     0.248068    -1.154972
50573.00     0.083248     0.061819    -0.564004
50573.25     0.178039     0.156974    -0.881261
50573.50     0.112396     0.148499    -0.578920
50573.75     0.191521     0.204867    -1.241672
50574.00     0.074476    -0.000867    -0.517682
50574.25     0.126950     0.085250    -0.809389
50574.50     0.036755     0.056299    -0.413856
50574.75     0.093813     0.052407    -0.869891
50575.00    -0.002025    -0.154402    -0.104207
50575.25     0.115639    -0.061277    -0.380753
50575.50     0.082584    -0.084860     0.012186
50575.75     0.170460    -0.064570    -0.446969
50576.00     0.108148    -0.244654     0.244905
50576.25     0.257753    -0.088124    -0.225218
50576.50     0.256296    -0.064124     0.035798
50576.75     0.343801     0.040386    -0.556085
50577.00     0.281548    -0.057218     0.044852
50577.25     0.423934     0.162451    -0.488113
50577.50     0.405839     0.202926    -0.315107
50577.75     0.501087     0.308435    -1.009485
50578.00     0.449365     0.173165    -0.457431
50578.25     0.553545     0.258380    -0.776786
50578.50     0.493734     0.222660    -0.421811
50578.75     0.521433     0.196054    -0.758216
50579.00     0.409847     0.020243    -0.060891
50579.25     0.437925     0.083678    -0.288632
50579.50     0.386746     0.030160     0.045425
50579.75     0.365925     0.032984    -0.334871
50580.00     0.212428    -0.186403     0.406442
50580.25     0.185663    -0.122613     0.258374
50580.50     0.076592    -0.165781     0.635414
50580.75     0.025081    -0.186498     0.297020
50581.00    -0.104071    -0.391641     0.975853
50581.25    -0.075258    -0.303075     0.694065
50581.50    -0.121224    -0.336599     1.028588
50581.75    -0.092423    -0.321170     0.570100
50582.00    -0.150178    -0.450473     1.082225
50582.25    -0.100605    -0.355121     0.840042
50582.50    -0.121180    -0.301112     0.935721
50582.75    -0.038115    -0.156609     0.163517
50583.00    -0.119064    -0.295392     0.667776
50583.25    -0.026342    -0.149419     0.251567
50583.50     0.000758    -0.092303     0.275539
50583.75     0.107469     0.016240    -0.414604
50584.00     0.064225    -0.152213     0.165288
50584.25     0.185461    -0.007675    -0.210405
50584.50     0.169742     0.021521     0.042534
50584.75     0.215317     0.069737    -0.508833
50585.00     0.102125    -0.153711     0.216201
50585.25     0.175539    -0.064311    -0.050113
50585.50     0.085700    -0.160640     0.529665
50585.75     0.128012    -0.147640     0.084239
50586.00     0.067139    -0.338621     0.745454
50586.25     0.168651    -0.256379     0.549104
50586.50     0.151563    -0.274053     0.856412
50586.75     0.249669    -0.202503     0.307148
50587.00     0.157496    -0.357869     0.927361
50587.25     0.276959    -0.156280     0.394248
50587.50     0.187799    -0.162760     0.756312
50587.75     0.203926    -0.080846     0.226303
50588.00     0.122402    -0.216494     0.677359
