#BottleID	SampleID	SMCOD	STAID	Reach	Group	AlgaeGroup	Phylum	Family	Genus	Species	Variety	TaxonAuthority	ScientificName	NADEDID	ShortName	SampleProcessingStatusText
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	reversa		Smith	Nitzschia reversa Smith	48174	NIrevers	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	sociabilis		Hustedt	Nitzschia sociabilis Hustedt	48225	NIsociab	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	roba		Leclercq	Surirella roba Leclercq	65100	Suroba	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Aulacoseira	granulata	angustissima	(Müller) Simonsen	Aulacoseira granulata var. angustissima (Müller) Simonsen	10017	AUgrnang	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	ocellata		Pantocsek	Cyclotella ocellata Pantocsek	20009	CYocella	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	stelligera		(Cleve et Grunow) Van Heurck	Cyclotella stelligera (Cleve et Grunow) Van Heurck	20010	CYstelli	Completed
95	93	UIRB0799AQE1018B	05531500	B	N	Green Algae	Chlorophyta	Desmidiaceae	Closterium	lunula		(Möller) Nitzsch	Closterium lunula (Möller) Nitzsch	316009	CLOlunul	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	lineata	(Ehrenberg) Van Heurck	Cocconeis placentula var. lineata (Ehrenberg) Van Heurck	16003	CCplalin	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Diatomaceae	Staurosira	construens	venter	(Ehrenberg) Hamilton	Staurosira construens var. venter (Ehrenberg) Hamilton	172006	SRconven	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Diatomaceae	Synedra	parasitica		(Smith) Hustedt	Synedra parasitica (Smith) Hustedt	66014	SYparasi	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Craticula	cuspidata		(Kützing) Mann	Craticula cuspidata (Kützing) Mann	21004	KCcuspid	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Luticola	goeppertiana		(Bleisch) Mann	Luticola goeppertiana (Bleisch) Mann	130006	LUgoepp2	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptotenella		Lange-Bertalot ex Krammer et Lange-Bertalot	Navicula cryptotenella Lange-Bertalot ex Krammer et Lange-Bertalot	46527	NAcryten	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	germainii		Wallace	Navicula germainii Wallace	46616	NAgermii	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	ingenua		Hustedt	Navicula ingenua Hustedt	46362	NAingnua	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	lanceolata		(Agardh) Ehrenberg	Navicula lanceolata (Agardh) Ehrenberg	46859	NAlancel	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	minima		Grunow	Navicula minima Grunow	46039	NAminima	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Pleurosigma	angulatum		(Quekett) Smith	Pleurosigma angulatum (Quekett) Smith	54005	PLangul	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Reimeria	sinuata		(Gregory) Kociolek et Stoermer	Reimeria sinuata (Gregory) Kociolek et Stoermer	55002	REsinuta	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Sellaphora	pupula		(Kützing) Meresckowsky	Sellaphora pupula (Kützing) Meresckowsky	170006	SFpupula	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	microcephala		Grunow	Nitzschia microcephala Grunow	48024	NImicroc	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	pumila		Hustedt	Nitzschia pumila Hustedt	48027	NIpumila	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	splendida		(Ehrenberg) Kützing	Surirella splendida (Ehrenberg) Kützing	65092	Susplen	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Thalassiosira	weissflogii		(Grunow) Fryxell et Hasle	Thalassiosira weissflogii (Grunow) Fryxell et Hasle	70008	THweiss	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	parvulum		(Kützing) Kützing	Gomphonema parvulum (Kützing) Kützing	37010	GOparvul	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	exilis		Kützing	Navicula exilis Kützing	46663	NAexilis	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	gregaria		Donkin	Navicula gregaria Donkin	46023	NAgregar	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	rostellata		Kützing	Navicula rostellata Kützing	46896	NArostel	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tenelloides		Hustedt	Navicula tenelloides Hustedt	46401	NAtenell	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tripunctata		(Müller) Bory	Navicula tripunctata (Müller) Bory	46104	NAtripun	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Rhoicosphenia	abbreviata		(Agardh) Lange-Bertalot	Rhoicosphenia abbreviata (Agardh) Lange-Bertalot	57002	ROabbre	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Sellaphora	seminulum		(Grunow) Mann	Sellaphora seminulum (Grunow) Mann	170014	SFseminu	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Stauroneis	phoenicenteron		(Nitzsch) Ehrenberg	Stauroneis phoenicenteron (Nitzsch) Ehrenberg	62015	SSphoeni	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	capitellata		Hustedt	Nitzschia capitellata Hustedt	48006	NIcapite	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	apiculata		Gregory	Tryblionella apiculata Gregory	185023	TYapicul	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Surirellaceae	Cymatopleura	solea	apiculata	(Smith) Ralfs	Cymatopleura solea var. apiculata (Smith) Ralfs	22005	CTsolapc	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclostephanos	dubius		(Frick) Round	Cyclostephanos dubius (Frick) Round	19000	CSdubius	Completed
95	93	UIRB0799AQE1018B	05531500	B	N	Green Algae	Chlorophyta	Desmidiaceae	Closterium	moniliferum		Ehrenberg	Closterium moniliferum Ehrenberg	316000	CLOmonil	Completed
95	93	UIRB0799AQE1018B	05531500	B	N	Green Algae	Chlorophyta	Palmellaceae	Sphaerocystis	schroederii		Chodat	Sphaerocystis schroederii Chodat	528000	SPHschro	Completed
95	93	UIRB0799AQE1018B	05531500	B	N	Red Algae	Rhodophyta	(Undetermined)	Unknown Rhodophyte	Florideophycidae (chantransia)			Unknown Rhodophyte Florideophycidae (chantransia) 	1599006	XRHchant	Completed
95	93	UIRB0799AQE1018B	05531500	B	N	Yellow-Green Algae	Chrysophyta	Tribonemataceae	Tribonema	minus		(Wille) Hazen	Tribonema minus (Wille) Hazen	1212004	TRIminus	Completed
95	93	UIRB0799AQE1018B	05531500	B	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	formosum			Phormidium formosum 	890046	PHRforms	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthes	conspicua		Mayer	Achnanthes conspicua Mayer	2098	ACconi	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthidium	exiguum		(Grunow) Czarnecki	Achnanthidium exiguum (Grunow) Czarnecki	1024	AHexigum	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	pediculus		Ehrenberg	Cocconeis pediculus Ehrenberg	16011	CCpedcls	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	pediculus		(Kützing) Grunow	Amphora pediculus (Kützing) Grunow	7043	AMpedcls	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	erifuga		Lange-Bertalot	Navicula erifuga Lange-Bertalot	46648	NAerifga	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	trivialis		Lange-Bertalot	Navicula trivialis Lange-Bertalot	46774	NAtrivls	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	acicularis		(Kützing) Smith	Nitzschia acicularis (Kützing) Smith	48002	NIacicul	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	dissipata		(Kützing) Grunow	Nitzschia dissipata (Kützing) Grunow	48008	NIdissip	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	frustulum		(Kützing) Grunow	Nitzschia frustulum (Kützing) Grunow	48013	NIfrustu	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	inconspicua		Grunow	Nitzschia inconspicua Grunow	48122	NIincons	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	linearis		(Agardh ex Smith) Smith	Nitzschia linearis (Agardh ex Smith) Smith	48023	NIlinear	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	calida		(Grunow) Mann	Tryblionella calida (Grunow) Mann	185021	TYcaldid	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	hungarica		(Grunow) Mann	Tryblionella hungarica (Grunow) Mann	185024	TYhungar	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	atomus		Hustedt	Cyclotella atomus Hustedt	20001	CYatomus	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	meneghiniana		Kützing	Cyclotella meneghiniana Kützing	20007	CYmenegh	Completed
95	93	UIRB0799AQE1018B	05531500	B	D	Diatoms	Chrysophyta	Thalassiosiraceae	Thalassiosira	pseudonana		Hasle et Heimdal	Thalassiosira pseudonana Hasle et Heimdal	70007	THpsnana	Completed
116	115	UIRB0799AQE1021A	05531500	C	N	Green Algae	Chlorophyta	Zygnemataceae	Spirogyra	sp.			Spirogyra sp. 	533000	SPIsp	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthes	conspicua		Mayer	Achnanthes conspicua Mayer	2098	ACconi	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthidium	exiguum		(Grunow) Czarnecki	Achnanthidium exiguum (Grunow) Czarnecki	1024	AHexigum	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthidium	pyrenaicum		(Hustedt) Kobayasi	Achnanthidium pyrenaicum (Hustedt) Kobayasi	1023	AHpyrena	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	erifuga		Lange-Bertalot	Navicula erifuga Lange-Bertalot	46648	NAerifga	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	ingenua		Hustedt	Navicula ingenua Hustedt	46362	NAingnua	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	minima		Grunow	Navicula minima Grunow	46039	NAminima	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	salinarum		Grunow	Navicula salinarum Grunow	46389	NAsalinm	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	subminuscula		Manguin	Navicula subminuscula Manguin	46562	NAsubmin	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	acicularis		(Kützing) Smith	Nitzschia acicularis (Kützing) Smith	48002	NIacicul	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	capitellata		Hustedt	Nitzschia capitellata Hustedt	48006	NIcapite	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	frustulum		(Kützing) Grunow	Nitzschia frustulum (Kützing) Grunow	48013	NIfrustu	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea		(Kützing) Smith	Nitzschia palea (Kützing) Smith	48025	NIpalea	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	meneghiniana		Kützing	Cyclotella meneghiniana Kützing	20007	CYmenegh	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Thalassiosiraceae	Stephanodiscus	medius		Håkansson	Stephanodiscus medius Håkansson	64022	Stmedius	Completed
117	115	UIRB0799AQE1021B	05531500	C	N	Green Algae	Chlorophyta	Cladophoraceae	Cladophora	sp.			Cladophora sp. 	309001	CLAsp	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	pediculus		(Kützing) Grunow	Amphora pediculus (Kützing) Grunow	7043	AMpedcls	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	1?			Gomphonema sp. 1? 	37990	GO1?	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	exilis		Kützing	Navicula exilis Kützing	46663	NAexilis	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	gregaria		Donkin	Navicula gregaria Donkin	46023	NAgregar	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	rostellata		Kützing	Navicula rostellata Kützing	46896	NArostel	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Rhoicosphenia	abbreviata		(Agardh) Lange-Bertalot	Rhoicosphenia abbreviata (Agardh) Lange-Bertalot	57002	ROabbre	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	agnita		Hustedt	Nitzschia agnita Hustedt	48274	NIagnita	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	apiculata		Gregory	Tryblionella apiculata Gregory	185023	TYapicul	Completed
117	115	UIRB0799AQE1021B	05531500	C	N	Euglenoids	Euglenophyta	Euglenaceae	Euglena	polymorpha		Dangeard	Euglena polymorpha Dangeard	970027	EUGpolym	Completed
117	115	UIRB0799AQE1021B	05531500	C	N	Green Algae	Chlorophyta	Desmidiaceae	Closterium	moniliferum		Ehrenberg	Closterium moniliferum Ehrenberg	316000	CLOmonil	Completed
117	115	UIRB0799AQE1021B	05531500	C	N	Blue-Green Algae	Cyanophyta	(undetermined)	Unknown Cyanophyte	Oscillatoriaceae sp. 1 MSU			Unknown Cyanophyte Oscillatoriaceae sp. 1 MSU 	888119	XBGosc1	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	pediculus		Ehrenberg	Cocconeis pediculus Ehrenberg	16011	CCpedcls	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	euglypta	(Ehrenberg) Cleve	Cocconeis placentula var. euglypta (Ehrenberg) Cleve	16005	CCplaeug	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Biddulphiaceae	Pleurosira	laevis		(Ehrenberg) Compère	Pleurosira laevis (Ehrenberg) Compère	158001	PRlaevis	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Diatomaceae	Staurosira	construens	venter	(Ehrenberg) Hamilton	Staurosira construens var. venter (Ehrenberg) Hamilton	172006	SRconven	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Craticula	citrus		(Krasske) Reichardt	Craticula citrus (Krasske) Reichardt	21012	KCcitrus	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	microcephala		Grunow	Nitzschia microcephala Grunow	48024	NImicroc	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea	debilis	(Kützing) Grunow	Nitzschia palea var. debilis (Kützing) Grunow	48228	NIpaldeb	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	sigma		(Kützing) Smith	Nitzschia sigma (Kützing) Smith	48087	NIsigma	Completed
117	115	UIRB0799AQE1021B	05531500	C	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	quadricauda		(Turpin) Brébisson	Scenedesmus quadricauda (Turpin) Brébisson	510001	SCEquadr	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula		Ehrenberg	Cocconeis placentula Ehrenberg	16004	CCplacen	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Planothidium	frequentissimum		(Lange-Bertalot) Lange-Bertalot	Planothidium frequentissimum (Lange-Bertalot) Lange-Bertalot	155017	PTfreq	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Achnanthaceae	Planothidium	lanceolatum		(Brébisson ex Kützing) Lange-Bertalot	Planothidium lanceolatum (Brébisson ex Kützing) Lange-Bertalot	155003	PTlanceo	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Diatomaceae	Synedra	parasitica		(Smith) Hustedt	Synedra parasitica (Smith) Hustedt	66014	SYparasi	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Gyrosigma	attenuatum		(Kützing) Rabenhorst	Gyrosigma attenuatum (Kützing) Rabenhorst	38005	GYattenu	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Hippodonta	capitata		"(Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski"	"Hippodonta capitata (Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski"	213001	HIcapita	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptotenella		Lange-Bertalot ex Krammer et Lange-Bertalot	Navicula cryptotenella Lange-Bertalot ex Krammer et Lange-Bertalot	46527	NAcryten	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Sellaphora	pupula		(Kützing) Meresckowsky	Sellaphora pupula (Kützing) Meresckowsky	170006	SFpupula	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Naviculaceae	Sellaphora	seminulum		(Grunow) Mann	Sellaphora seminulum (Grunow) Mann	170014	SFseminu	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea	tenuirostris	Grunow	Nitzschia palea var. tenuirostris Grunow	48026	NIpalten	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	perminuta		(Grunow) Peragallo	Nitzschia perminuta (Grunow) Peragallo	48126	NIpermin	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	reversa		Smith	Nitzschia reversa Smith	48174	NIrevers	Completed
117	115	UIRB0799AQE1021B	05531500	C	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	roba		Leclercq	Surirella roba Leclercq	65100	Suroba	Completed
117	115	UIRB0799AQE1021B	05531500	C	N	Red Algae	Rhodophyta	(Undetermined)	Unknown Rhodophyte	Florideophycidae (chantransia)			Unknown Rhodophyte Florideophycidae (chantransia) 	1599006	XRHchant	Completed
120	119	UIRB0799AQE1024A	05532500	A	N	Green Algae	Chlorophyta	Cladophoraceae	Cladophora	sp.			Cladophora sp. 	309001	CLAsp	Completed
120	119	UIRB0799AQE1024A	05532500	A	N	Green Algae	Chlorophyta	Zygnemataceae	Spirogyra	sp.			Spirogyra sp. 	533000	SPIsp	Completed
121	119	UIRB0799AQE1024B	05532500	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Microcoleus	vaginatus		(Vaucher) Gomont	Microcoleus vaginatus (Vaucher) Gomont	878000	MILvagin	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	pediculus		(Kützing) Grunow	Amphora pediculus (Kützing) Grunow	7043	AMpedcls	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	exilis		Kützing	Navicula exilis Kützing	46663	NAexilis	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	symmetrica		Patrick	Navicula symmetrica Patrick	46400	NAsymtrc	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	acicularis		(Kützing) Smith	Nitzschia acicularis (Kützing) Smith	48002	NIacicul	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	gracilis		Hantzsch ex Rabenhorst	Nitzschia gracilis Hantzsch ex Rabenhorst	48015	NIgracil	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	linearis		(Agardh ex Smith) Smith	Nitzschia linearis (Agardh ex Smith) Smith	48023	NIlinear	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	reversa		Smith	Nitzschia reversa Smith	48174	NIrevers	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	distinguenda	unipunctata	(Hustedt) Håkansson et Carter	Cyclotella distinguenda var. unipunctata (Hustedt) Håkansson et Carter	20064	CYdisuni	Completed
121	119	UIRB0799AQE1024B	05532500	A	N	Blue-Green Algae	Cyanophyta	(undetermined)	Unknown Cyanophyte	Oscillatoriaceae sp. 2 MSU			Unknown Cyanophyte Oscillatoriaceae sp. 2 MSU 	888120	XBGosc2	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	lineata	(Ehrenberg) Van Heurck	Cocconeis placentula var. lineata (Ehrenberg) Van Heurck	16003	CCplalin	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	1?			Gomphonema sp. 1? 	37990	GO1?	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	capitellata		Hustedt	Nitzschia capitellata Hustedt	48006	NIcapite	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	sociabilis		Hustedt	Nitzschia sociabilis Hustedt	48225	NIsociab	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	apiculata		Gregory	Tryblionella apiculata Gregory	185023	TYapicul	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	minuta		Brébisson	Surirella minuta Brébisson	65048	SUminuta	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	roba		Leclercq	Surirella roba Leclercq	65100	Suroba	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	meneghiniana		Kützing	Cyclotella meneghiniana Kützing	20007	CYmenegh	Completed
121	119	UIRB0799AQE1024B	05532500	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	quadricauda		(Turpin) Brébisson	Scenedesmus quadricauda (Turpin) Brébisson	510001	SCEquadr	Completed
121	119	UIRB0799AQE1024B	05532500	A	N	Blue-Green Algae	Cyanophyta	(undetermined)	Unknown Cyanophyte	Oscillatoriaceae sp. 1 MSU			Unknown Cyanophyte Oscillatoriaceae sp. 1 MSU 	888119	XBGosc1	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Melosiraceae	Melosira	varians		Agardh	Melosira varians Agardh	44073	MEvarian	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	germainii		Wallace	Navicula germainii Wallace	46616	NAgermii	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Naviculaceae	Rhoicosphenia	abbreviata		(Agardh) Lange-Bertalot	Rhoicosphenia abbreviata (Agardh) Lange-Bertalot	57002	ROabbre	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	agnita		Hustedt	Nitzschia agnita Hustedt	48274	NIagnita	Completed
121	119	UIRB0799AQE1024B	05532500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea	debilis	(Kützing) Grunow	Nitzschia palea var. debilis (Kützing) Grunow	48228	NIpaldeb	Completed
