Dataset:              Benthic Species Abundance Data
File Name:            G3_2LA91.TXT
Date Created:         07/29/99
# Variables:          7
# Header Records:     17
# Data Records:       2267
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
LA91LR14 910812 COSSURA DELTA                         3      2     0.67   0.58
LA91LR14 910812 GLYCINDE SOLITARIA                    3      1     0.33   0.58
LA91LR14 910812 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
LA91LR14 910812 PODARKEOPSIS LEVIFUSCINA              3      2     0.67   1.15
LA91LR14 910812 SIGAMBRA TENTACULATA                  3      3     1.00   0.00
LA91LR14 910812 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
LA91LR14 910812 UNID. NEMERTEA                        3      1     0.33   0.58
LA91LR15 910812 CIRROPHORUS SP.                       3      2     0.67   1.15
LA91LR15 910812 COSSURA DELTA                         3      1     0.33   0.58
LA91LR15 910812 GLYCINDE SOLITARIA                    3      2     0.67   0.58
LA91LR15 910812 MEDIOMASTUS SP.                       3      3     1.00   1.00
LA91LR15 910812 MYRIOCHELE OCULATA                    3      1     0.33   0.58
LA91LR15 910812 PARAPIONOSYLLIS SP.A                  3      4     1.33   2.31
LA91LR15 910812 PARAPRIONOSPIO PINNATA                3      3     1.00   1.00
LA91LR15 910812 PIROMIS ROBERTI                       3      1     0.33   0.58
LA91LR15 910812 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91LR15 910812 UNID. BIVALVIA                        3      2     0.67   1.15
LA91LR15 910812 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91LR15 910812 UNID. ENTEROPNEUSTA                   3      1     0.33   0.58
LA91LR15 910812 UNID. NEMERTEA                        3      4     1.33   2.31
LA91LR16 910803 LEPIDOPHTHALMUS LOUISIANENSIS         3      1     0.33   0.58
LA91LR16 910803 OXYUROSTYLIS SP.A                     3      1     0.33   0.58
LA91LR16 910803 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91LR16 910803 PARAPRIONOSPIO PINNATA                3      2     0.67   0.58
LA91LR16 910803 PECTINARIA GOULDII                    3      1     0.33   0.58
LA91LR16 910803 PINNIXA SP.                           3      1     0.33   0.58
LA91LR16 910803 SIGAMBRA TENTACULATA                  3      4     1.33   0.58
LA91LR16 910803 UNID. NEMERTEA                        3      3     1.00   0.00
LA91LR17 910803 HOBSONIA FLORIDA                      3      5     1.67   1.53
LA91LR17 910803 LEPIDOPHTHALMUS LOUISIANENSIS         3      3     1.00   1.00
LA91LR17 910803 PARAPIONOSYLLIS SP.A                  3      5     1.67   2.89
LA91LR17 910803 PARAPRIONOSPIO PINNATA                3     12     4.00   3.61
LA91LR17 910803 RANGIA CUNEATA                        3      1     0.33   0.58
LA91LR17 910803 SIGAMBRA TENTACULATA                  3      6     2.00   2.00
LA91LR17 910803 UNID. CALLIANASSIDAE                  3      2     0.67   1.15
LA91LR17 910803 UNID. NEMERTEA                        3      2     0.67   1.15
LA91LR18 910724 ABRA AEQUALIS                         3     31    10.33   4.73
LA91LR18 910724 ACTEOCINA CANALICULATA                3     14     4.67   1.15
LA91LR18 910724 AGLAOPHAMUS VERRILLI                  3      1     0.33   0.58
LA91LR18 910724 AMPELISCA SP.C                        3      3     1.00   1.73
LA91LR18 910724 AMYGDALUM PAPYRIUM                    3      2     0.67   1.15
LA91LR18 910724 ARICIDEA ALISDAIRI                    3     12     4.00   1.73
LA91LR18 910724 ARICIDEA LOPEZI                       3     26     8.67   4.93
LA91LR18 910724 ARICIDEA PHILBINAE                    3      5     1.67   1.53
LA91LR18 910724 ARICIDEA SP.                          3      3     1.00   1.73
LA91LR18 910724 BATEA CATHARINENSIS                   3      1     0.33   0.58
LA91LR18 910724 BOWMANIELLA FLORIDANA                 3      8     2.67   1.15
LA91LR18 910724 CAECUM PULCHELLUM                     3      1     0.33   0.58
LA91LR18 910724 CERATONEREIS IRRITABILIS              3      2     0.67   1.15
LA91LR18 910724 CHIONE CANCELLATA                     3      9     3.00   2.65
LA91LR18 910724 CHONE AMERICANA                       3     12     4.00   3.46
LA91LR18 910724 CREPIDULA MACULOSA                    3      4     1.33   1.53
LA91LR18 910724 CREPIDULA PLANA                       3      1     0.33   0.58
LA91LR18 910724 CYCLASPIS VARIANS                     3      1     0.33   0.58
LA91LR18 910724 CYMADUSA COMPTA                       3      2     0.67   1.15
LA91LR18 910724 DIOPATRA CUPREA                       3      2     0.67   0.58
LA91LR18 910724 DIPLODONTA PUNCTATA                   3      2     0.67   1.15
LA91LR18 910724 DORIDELLA OBSCURA                     3      6     2.00   1.73
LA91LR18 910724 ELASMOPUS LEVIS                       3      1     0.33   0.58
LA91LR18 910724 FABRICIOLA TRILOBATA                  3      7     2.33   2.31
LA91LR18 910724 LUCINA RADIANS                        3      8     2.67   2.31
LA91LR18 910724 LYONSIA HYALINA                       3      1     0.33   0.58
LA91LR18 910724 MAGELONA PETTIBONEAE                  3      1     0.33   0.58
LA91LR18 910724 MAGELONA SP.                          3      8     2.67   1.53
LA91LR18 910724 MAGELONA SP.H                         3      1     0.33   0.58
LA91LR18 910724 MEDIOMASTUS AMBISETA                  3      7     2.33   4.04
LA91LR18 910724 MEDIOMASTUS CALIFORNIENSIS            3      3     1.00   0.00
LA91LR18 910724 MEDIOMASTUS SP.                       3     52    17.33   5.03
LA91LR18 910724 MELINNA MACULATA                      3      1     0.33   0.58
LA91LR18 910724 MELLITA QUINQUIESPERFORATA            3      1     0.33   0.58
LA91LR18 910724 MITRELLA LUNATA                       3      2     0.67   1.15
LA91LR18 910724 MULINIA LATERALIS                     3     10     3.33   4.16
LA91LR18 910724 MULINIA SP.                           3      1     0.33   0.58
LA91LR18 910724 MYRIOCHELE OCULATA                    3      9     3.00   2.65
LA91LR18 910724 NEANTHES SUCCINEA                     3      6     2.00   1.73
LA91LR18 910724 OLIVELLA MUTICA                       3      4     1.33   2.31
LA91LR18 910724 OXYUROSTYLIS SP.A                     3      1     0.33   0.58
LA91LR18 910724 OXYUROSTYLIS SP.B                     3      1     0.33   0.58
LA91LR18 910724 PAGURUS MACLAUGHLINAE                 3      4     1.33   1.53
LA91LR18 910724 PAGURUS SP.                           3      3     1.00   1.00
LA91LR18 910724 PARACAPRELLA TENUIS                   3      4     1.33   2.31
LA91LR18 910724 PARAPRIONOSPIO PINNATA                3      9     3.00   3.00
LA91LR18 910724 PECTINARIA GOULDII                    3      2     0.67   1.15
LA91LR18 910724 PHORONIS ARCHITECTA                   3    127    42.33   9.29
LA91LR18 910724 POLYDORA CORNUTA                      3      4     1.33   1.15
LA91LR18 910724 POMATOCEROS AMERICANUS                3    201    67.00  48.50
LA91LR18 910724 PRIONOSPIO HETEROBRANCHIA             3      1     0.33   0.58
LA91LR18 910724 PRIONOSPIO PERKINSI                   3      1     0.33   0.58
LA91LR18 910724 PRIONOSPIO PYGMAEA                    3      2     0.67   1.15
LA91LR18 910724 SPHAEROSYLLIS LONGICAUDA              3      2     0.67   0.58
LA91LR18 910724 SPIOCHAETOPTERUS COSTARUM             3      2     0.67   0.58
LA91LR18 910724 SPIOPHANES BOMBYX                     3     19     6.33   3.21
LA91LR18 910724 TELLINA VERSICOLOR                    3      3     1.00   1.00
LA91LR18 910724 UNID. ACTINIARIA                      3     19     6.33   4.04
LA91LR18 910724 UNID. ANTHOZOA                        3      5     1.67   2.08
LA91LR18 910724 UNID. DORIDIDAE                       3      2     0.67   1.15
LA91LR18 910724 UNID. HYDROIDA                        3      6     2.00   2.65
LA91LR18 910724 UNID. NEMERTEA                        3     82    27.33   2.52
LA91LR18 910724 UNID. NEREIDAE                        3      3     1.00   1.73
LA91LR18 910724 UNID. OPHIUROIDEA                     3     29     9.67   9.61
LA91LR18 910724 UNID. PHORONIDA                       3      3     1.00   1.73
LA91LR18 910724 UNID. SABELLIDAE                      3      1     0.33   0.58
LA91LR18 910724 UNID. SIPUNCULA                       3      1     0.33   0.58
LA91LR18 910724 UNID. SPIONIDAE                       3      1     0.33   0.58
LA91LR18 910724 UNID. TUBIFICIDAE                     3     30    10.00   5.29
LA91LR18 910724 UNID. TURBELLARIA                     3      4     1.33   0.58
LA91LR18 910724 UNID. XANTHIDAE                       3      1     0.33   0.58
LA91LR18 910724 XENANTHURA BREVITELSON                3      3     1.00   0.00
LA91LR19 910724 ABRA AEQUALIS                         3      1     0.33   0.58
LA91LR19 910724 ANCISTROSYLLIS SP.B                   3      4     1.33   1.53
LA91LR19 910724 ARICIDEA ALISDAIRI                    3      1     0.33   0.58
LA91LR19 910724 ARICIDEA SUECICA                      3      1     0.33   0.58
LA91LR19 910724 CAECUM JOHNSONI                       3      2     0.67   0.58
LA91LR19 910724 CHAETOZONE SP.D                       3      6     2.00   1.00
LA91LR19 910724 CHONE AMERICANA                       3      1     0.33   0.58
LA91LR19 910724 CIRRIFORMIA SP.                       3      1     0.33   0.58
LA91LR19 910724 CORBULA CONTRACTA                     3      1     0.33   0.58
LA91LR19 910724 COSSURA DELTA                         3      1     0.33   0.58
LA91LR19 910724 CRASSINELLA MARTINICENSIS             3      1     0.33   0.58
LA91LR19 910724 DIOPATRA CUPREA                       3      6     2.00   1.00
LA91LR19 910724 GLYCERA AMERICANA                     3      1     0.33   0.58
LA91LR19 910724 GLYCINDE SOLITARIA                    3     19     6.33   5.51
LA91LR19 910724 HOBSONIA FLORIDA                      3      1     0.33   0.58
LA91LR19 910724 LEPIDONOTUS SUBLEVIS                  3      2     0.67   0.58
LA91LR19 910724 LINGA AMIANTUS                        3      1     0.33   0.58
LA91LR19 910724 LUMBRINERIS ERNESTI                   3      3     1.00   1.73
LA91LR19 910724 LUMBRINERIS SP.                       3      3     1.00   1.00
LA91LR19 910724 LUMBRINERIS TENUIS                    3      1     0.33   0.58
LA91LR19 910724 MAGELONA SP.                          3      1     0.33   0.58
LA91LR19 910724 MAGELONA SP.H                         3    101    33.67  18.90
LA91LR19 910724 MEDIOMASTUS SP.                       3    288    96.00  86.64
LA91LR19 910724 MEGALOMMA BIOCULATUM                  3      1     0.33   0.58
LA91LR19 910724 MYRIOWENIA SP.A                       3      3     1.00   1.00
LA91LR19 910724 MYSELLA SP.A                          3      2     0.67   1.15
LA91LR19 910724 NEMERTEA SP.A                         3     21     7.00   8.89
LA91LR19 910724 NEPHTYS PICTA                         3      5     1.67   2.89
LA91LR19 910724 OWENIA SP.A                           3      2     0.67   1.15
LA91LR19 910724 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91LR19 910724 PARAPRIONOSPIO PINNATA                3    328   109.33  45.79
LA91LR19 910724 PHORONIS MUELLERI                     3     43    14.33   3.51
LA91LR19 910724 PODARKE OBSCURA                       3      1     0.33   0.58
LA91LR19 910724 PODARKEOPSIS LEVIFUSCINA              3      8     2.67   3.06
LA91LR19 910724 POECILOCHAETUS JOHNSONI               3      1     0.33   0.58
LA91LR19 910724 PRIONOSPIO PERKINSI                   3     25     8.33  11.85
LA91LR19 910724 SIGAMBRA TENTACULATA                  3      6     2.00   3.46
LA91LR19 910724 STREBLOSPIO BENEDICTI                 3      7     2.33   4.04
LA91LR19 910724 TEINOSTOMA SP.A                       3      1     0.33   0.58
LA91LR19 910724 TELLINA VERSICOLOR                    3      9     3.00   1.73
LA91LR19 910724 THARYX MARIONI                        3      1     0.33   0.58
LA91LR19 910724 UNID. ANTHOZOA                        3      1     0.33   0.58
LA91LR19 910724 UNID. BIVALVIA                        3      1     0.33   0.58
LA91LR19 910724 UNID. ENTEROPNEUSTA                   3      2     0.67   1.15
LA91LR19 910724 UNID. HEMICHORDATA                    3      1     0.33   0.58
LA91LR19 910724 UNID. LUCINIDAE                       3      6     2.00   2.00
LA91LR19 910724 UNID. NEMERTEA                        3     15     5.00   1.73
LA91LR19 910724 UNID. NEREIDAE                        3      4     1.33   2.31
LA91LR19 910724 UNID. OPHIUROIDEA                     3     37    12.33   1.53
LA91LR19 910724 UNID. PHORONIDA                       3      1     0.33   0.58
LA91LR19 910724 UNID. SIPUNCULA                       3      1     0.33   0.58
LA91LR19 910724 UNID. SPIONIDAE                       3      1     0.33   0.58
LA91LR20 910721 ABRA AEQUALIS                         3      1     0.33   0.58
LA91LR20 910721 AGLAOPHAMUS VERRILLI                  3      2     0.67   0.58
LA91LR20 910721 AMPELISCA ABDITA                      3      1     0.33   0.58
LA91LR20 910721 ANCISTROSYLLIS SP.B                   3      4     1.33   0.58
LA91LR20 910721 ARICIDEA FRAGILIS                     3      3     1.00   1.00
LA91LR20 910721 BHAWANIA HETEROSETA                   3      2     0.67   1.15
LA91LR20 910721 BIVALVIA GENUSB                       3      1     0.33   0.58
LA91LR20 910721 CABIRA INCERTA                        3      2     0.67   0.58
LA91LR20 910721 CARAZZIELLA HOBSONAE                  3      2     0.67   0.58
LA91LR20 910721 CHAETOZONE SP.D                       3      6     2.00   3.46
LA91LR20 910721 CHIONE CANCELLATA                     3      1     0.33   0.58
LA91LR20 910721 CLYMENELLA TORQUATA                   3      1     0.33   0.58
LA91LR20 910721 CORBULA CONTRACTA                     3      1     0.33   0.58
LA91LR20 910721 COSSURA DELTA                         3     26     8.67   5.86
LA91LR20 910721 DIOPATRA CUPREA                       3      1     0.33   0.58
LA91LR20 910721 DIPLODONTA PUNCTATA                   3      3     1.00   1.73
LA91LR20 910721 DOSINIA DISCUS                        3      1     0.33   0.58
LA91LR20 910721 GLYCERA AMERICANA                     3      3     1.00   1.73
LA91LR20 910721 GLYCINDE SOLITARIA                    3     23     7.67   2.52
LA91LR20 910721 HOBSONIA FLORIDA                      3      5     1.67   1.53
LA91LR20 910721 LAEONEREIS CULVERI                    3     11     3.67   3.06
LA91LR20 910721 LEPIDONOTUS SUBLEVIS                  3      2     0.67   0.58
LA91LR20 910721 LINGA AMIANTUS                        3      4     1.33   1.53
LA91LR20 910721 LISTRIELLA BARNARDI                   3      2     0.67   1.15
LA91LR20 910721 LUMBRINERIS ERNESTI                   3      2     0.67   1.15
LA91LR20 910721 LUMBRINERIS TENUIS                    3     70    23.33   9.50
LA91LR20 910721 MACOMA TENTA                          3      1     0.33   0.58
LA91LR20 910721 MAGELONA SP.H                         3    127    42.33  19.66
LA91LR20 910721 MAGELONA SP.I                         3      1     0.33   0.58
LA91LR20 910721 MALMGRENIELLA SP.B                    3      1     0.33   0.58
LA91LR20 910721 MEDIOMASTUS SP.                       3    366   122.00  58.04
LA91LR20 910721 MELINNA MACULATA                      3      1     0.33   0.58
LA91LR20 910721 MERCENARIA SP.                        3      3     1.00   1.73
LA91LR20 910721 MULINIA SP.                           3      2     0.67   1.15
LA91LR20 910721 MYRIOCHELE OCULATA                    3      2     0.67   1.15
LA91LR20 910721 MYSELLA PLANULATA                     3      1     0.33   0.58
LA91LR20 910721 NASSARIUS ACUTUS                      3     14     4.67   4.04
LA91LR20 910721 NEMERTEA SP.A                         3      2     0.67   0.58
LA91LR20 910721 NEMERTEA SP.C                         3      2     0.67   1.15
LA91LR20 910721 NEPHTYS PICTA                         3      5     1.67   1.53
LA91LR20 910721 NOTOMASTUS DAUERI                     3      1     0.33   0.58
LA91LR20 910721 NOTOMASTUS LATERICEUS                 3      5     1.67   1.15
LA91LR20 910721 NOTOMASTUS TENUIS                     3      1     0.33   0.58
LA91LR20 910721 ODOSTOMIA WEBERI                      3      3     1.00   1.73
LA91LR20 910721 OWENIA SP.A                           3      1     0.33   0.58
LA91LR20 910721 PARAPRIONOSPIO PINNATA                3    216    72.00  14.00
LA91LR20 910721 PHORONIS MUELLERI                     3      3     1.00   1.00
LA91LR20 910721 PINNIXA PEARSEI                       3      4     1.33   1.53
LA91LR20 910721 PINNIXA SP.                           3      1     0.33   0.58
LA91LR20 910721 PODARKEOPSIS LEVIFUSCINA              3      3     1.00   1.73
LA91LR20 910721 POMATOCEROS AMERICANUS                3      1     0.33   0.58
LA91LR20 910721 PRIONOSPIO PERKINSI                   3     46    15.33  11.93
LA91LR20 910721 SIGAMBRA TENTACULATA                  3     51    17.00   3.00
LA91LR20 910721 SPIOCHAETOPTERUS COSTARUM             3      7     2.33   1.15
LA91LR20 910721 TELLINA VERSICOLOR                    3     11     3.67   1.53
LA91LR20 910721 UNID. BIVALVIA                        3      1     0.33   0.58
LA91LR20 910721 UNID. ENTEROPNEUSTA                   3     19     6.33   2.52
LA91LR20 910721 UNID. HEMICHORDATA                    3      4     1.33   2.31
LA91LR20 910721 UNID. LUCINIDAE                       3      3     1.00   1.00
LA91LR20 910721 UNID. MALDANIDAE                      3      1     0.33   0.58
LA91LR20 910721 UNID. NEMERTEA                        3     58    19.33   8.50
LA91LR20 910721 UNID. NEREIDAE                        3      2     0.67   1.15
LA91LR20 910721 UNID. OPHIUROIDEA                     3     13     4.33   0.58
LA91LR20 910721 UNID. TURBELLARIA                     3      4     1.33   2.31
LA91LR20 910721 UPOGEBIA SP.                          3      6     2.00   2.65
LA91LR21 910722 ACTEOCINA CANALICULATA                3     14     4.67   2.52
LA91LR21 910722 ANACHIS AVARA                         3      1     0.33   0.58
LA91LR21 910722 ANCISTROSYLLIS SP.B                   3      1     0.33   0.58
LA91LR21 910722 ARICIDEA FRAGILIS                     3      1     0.33   0.58
LA91LR21 910722 ARICIDEA LOPEZI                       3      8     2.67   2.08
LA91LR21 910722 ARICIDEA SP.                          3      1     0.33   0.58
LA91LR21 910722 CHIONE CANCELLATA                     3     15     5.00   5.57
LA91LR21 910722 DIOPATRA CUPREA                       3      1     0.33   0.58
LA91LR21 910722 DIPLODONTA PUNCTATA                   3     15     5.00   1.00
LA91LR21 910722 DOSINIA DISCUS                        3      1     0.33   0.58
LA91LR21 910722 HEMIPHOLIS ELONGATA                   3      6     2.00   2.00
LA91LR21 910722 HOBSONIA FLORIDA                      3     38    12.67  21.94
LA91LR21 910722 LEITOSCOLOPLOS FRAGILIS               3      2     0.67   1.15
LA91LR21 910722 LINGA AMIANTUS                        3      2     0.67   1.15
LA91LR21 910722 LUCINA RADIANS                        3      6     2.00   2.65
LA91LR21 910722 LUCINA SP.                            3      2     0.67   1.15
LA91LR21 910722 MACOMA TENTA                          3      1     0.33   0.58
LA91LR21 910722 MAGELONA SP.H                         3     77    25.67  11.93
LA91LR21 910722 MAGELONA SP.I                         3      1     0.33   0.58
LA91LR21 910722 MEDIOMASTUS SP.                       3    107    35.67   9.07
LA91LR21 910722 MERCENARIA CAMPECHIENSIS              3      7     2.33   4.04
LA91LR21 910722 MICROPHIOPHOLIS ATRA                  3      7     2.33   4.04
LA91LR21 910722 MULINIA LATERALIS                     3      2     0.67   0.58
LA91LR21 910722 MYRIOCHELE OCULATA                    3      1     0.33   0.58
LA91LR21 910722 MYSELLA PLANULATA                     3      1     0.33   0.58
LA91LR21 910722 MYSELLA SP.A                          3      1     0.33   0.58
LA91LR21 910722 NASSARIUS ACUTUS                      3      7     2.33   1.53
LA91LR21 910722 NEMERTEA SP.A                         3      1     0.33   0.58
LA91LR21 910722 NEPHTYS PICTA                         3      3     1.00   1.00
LA91LR21 910722 OWENIA SP.A                           3     11     3.67   2.08
LA91LR21 910722 PARAPRIONOSPIO PINNATA                3     50    16.67  10.69
LA91LR21 910722 PHORONIS MUELLERI                     3     19     6.33   6.66
LA91LR21 910722 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91LR21 910722 PRIONOSPIO PERKINSI                   3      6     2.00   2.65
LA91LR21 910722 PRIONOSPIO PYGMAEA                    3      1     0.33   0.58
LA91LR21 910722 SIGAMBRA BASSI                        3      6     2.00   3.46
LA91LR21 910722 SIGAMBRA TENTACULATA                  3     17     5.67   4.04
LA91LR21 910722 SPIOCHAETOPTERUS COSTARUM             3      4     1.33   1.53
LA91LR21 910722 SPIOPHANES BOMBYX                     3     22     7.33   6.81
LA91LR21 910722 TELLINA VERSICOLOR                    3      3     1.00   1.00
LA91LR21 910722 UNID. ACTINIARIA                      3      3     1.00   1.73
LA91LR21 910722 UNID. ANTHOZOA                        3      3     1.00   1.73
LA91LR21 910722 UNID. BRACHYURA                       3      1     0.33   0.58
LA91LR21 910722 UNID. CLADOCERA                       3      2     0.67   1.15
LA91LR21 910722 UNID. ENTEROPNEUSTA                   3      1     0.33   0.58
LA91LR21 910722 UNID. NEMERTEA                        3     44    14.67  14.22
LA91LR21 910722 UNID. OPHIUROIDEA                     3      3     1.00   1.00
LA91LR21 910722 UNID. OWENIIDAE                       3      2     0.67   1.15
LA91LR21 910722 UNID. PHORONIDA                       3     55    18.33  19.86
LA91LR21 910722 UNID. TUBIFICIDAE                     3      3     1.00   1.00
LA91LR22 910722 ACTINIARIA SP.C                       3      4     1.33   1.53
LA91LR22 910722 ARICIDEA ALISDAIRI                    3    168    56.00   3.46
LA91LR22 910722 ARICIDEA FRAGILIS                     3      1     0.33   0.58
LA91LR22 910722 ARICIDEA LOPEZI                       3     25     8.33   4.04
LA91LR22 910722 CORBULA CONTRACTA                     3      1     0.33   0.58
LA91LR22 910722 DIPLODONTA PUNCTATA                   3      5     1.67   1.53
LA91LR22 910722 EDWARDSIA? SP.                        3      2     0.67   1.15
LA91LR22 910722 GRUBEULEPIS MEXICANA                  3      5     1.67   1.53
LA91LR22 910722 LUCINA RADIANS                        3      2     0.67   0.58
LA91LR22 910722 MAGELONA PETTIBONEAE                  3      2     0.67   1.15
LA91LR22 910722 MAGELONA SP.H                         3     50    16.67   9.81
LA91LR22 910722 MAGELONA SP.I                         3      2     0.67   0.58
LA91LR22 910722 MEDIOMASTUS SP.                       3     23     7.67   7.64
LA91LR22 910722 MERCENARIA CAMPECHIENSIS              3      1     0.33   0.58
LA91LR22 910722 NASSARIUS ACUTUS                      3      2     0.67   0.58
LA91LR22 910722 PARAPRIONOSPIO PINNATA                3     25     8.33   6.51
LA91LR22 910722 PHORONIS MUELLERI                     3    123    41.00  37.03
LA91LR22 910722 PINNIXA PEARSEI                       3      1     0.33   0.58
LA91LR22 910722 PINNIXA SP.                           3      1     0.33   0.58
LA91LR22 910722 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91LR22 910722 SIGAMBRA BASSI                        3      1     0.33   0.58
LA91LR22 910722 SPIOPHANES BOMBYX                     3      2     0.67   0.58
LA91LR22 910722 UNID. NEMERTEA                        3     22     7.33   0.58
LA91LR22 910722 UNID. NEREIDAE                        3      1     0.33   0.58
LA91LR22 910722 UNID. PHORONIDA                       3     95    31.67  54.85
LA91LR22 910722 UPOGEBIA SP.                          3      1     0.33   0.58
LA91LR23 910721 ACTEOCINA CANALICULATA                3      3     1.00   1.00
LA91LR23 910721 ALIGENA TEXASIANA                     3      2     0.67   1.15
LA91LR23 910721 ANACHIS LAFRESNAYI                    3      1     0.33   0.58
LA91LR23 910721 ANCISTROSYLLIS SP.B                   3      3     1.00   1.00
LA91LR23 910721 ARICIDEA ALISDAIRI                    3      4     1.33   0.58
LA91LR23 910721 ARICIDEA FRAGILIS                     3      4     1.33   2.31
LA91LR23 910721 ARICIDEA LOPEZI                       3      2     0.67   0.58
LA91LR23 910721 BALANUS SP.                           3      1     0.33   0.58
LA91LR23 910721 BATEA CATHARINENSIS                   3      2     0.67   1.15
LA91LR23 910721 BIVALVIA GENUSB                       3      1     0.33   0.58
LA91LR23 910721 CABIRA INCERTA                        3      1     0.33   0.58
LA91LR23 910721 DOSINIA DISCUS                        3      1     0.33   0.58
LA91LR23 910721 EPITONIUM SP.                         3      1     0.33   0.58
LA91LR23 910721 GLYCINDE SOLITARIA                    3      1     0.33   0.58
LA91LR23 910721 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
LA91LR23 910721 LEITOSCOLOPLOS FRAGILIS               3     10     3.33   2.89
LA91LR23 910721 LEITOSCOLOPLOS SP.                    3      1     0.33   0.58
LA91LR23 910721 LEPIDONOTUS SUBLEVIS                  3     11     3.67   1.15
LA91LR23 910721 LUMBRINERIS TENUIS                    3      2     0.67   0.58
LA91LR23 910721 MAGELONA SP.I                         3     22     7.33   2.08
LA91LR23 910721 MEDIOMASTUS SP.                       3     60    20.00  27.87
LA91LR23 910721 MICROPHIOPHOLIS ATRA                  3     10     3.33   0.58
LA91LR23 910721 MONOCULODES NYEI                      3      1     0.33   0.58
LA91LR23 910721 MULINIA LATERALIS                     3     90    30.00  27.84
LA91LR23 910721 MYSELLA PLANULATA                     3      4     1.33   2.31
LA91LR23 910721 MYSELLA SP.A                          3      2     0.67   0.58
LA91LR23 910721 NASSARIUS ACUTUS                      3      2     0.67   0.58
LA91LR23 910721 ODOSTOMIA WEBERI                      3      7     2.33   2.52
LA91LR23 910721 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91LR23 910721 PARAPRIONOSPIO PINNATA                3     19     6.33   7.57
LA91LR23 910721 PHORONIS MUELLERI                     3     29     9.67   8.39
LA91LR23 910721 PINNIXA SP.                           3      1     0.33   0.58
LA91LR23 910721 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91LR23 910721 SIGAMBRA TENTACULATA                  3      5     1.67   1.53
LA91LR23 910721 SPIOCHAETOPTERUS COSTARUM             3     10     3.33   3.51
LA91LR23 910721 SPIOPHANES BOMBYX                     3      1     0.33   0.58
LA91LR23 910721 STREBLOSPIO BENEDICTI                 3      5     1.67   2.89
LA91LR23 910721 UNID. ANTHOZOA                        3      3     1.00   1.00
LA91LR23 910721 UNID. CALLIANASSIDAE                  3      2     0.67   0.58
LA91LR23 910721 UNID. ENTEROPNEUSTA                   3      2     0.67   1.15
LA91LR23 910721 UNID. MALDANIDAE                      3      2     0.67   1.15
LA91LR23 910721 UNID. NEMERTEA                        3      4     1.33   2.31
LA91LR23 910721 UNID. NEREIDAE                        3      2     0.67   0.58
LA91LR23 910721 UNID. OPHIUROIDEA                     3      3     1.00   1.00
LA91LR23 910721 UNID. PHORONIDA                       3     40    13.33  22.23
LA91LR24 910813 AULODRILUS PIGUETI                    3     21     7.00   4.36
LA91LR24 910813 COELOTANYPUS SP.                      3     36    12.00   6.56
LA91LR24 910813 NEURECLIPSIS SP.                      3      1     0.33   0.58
LA91LR24 910813 RANGIA CUNEATA                        3      7     2.33   0.58
LA91LR24 910813 UNID. HIRUDINEA                       3      1     0.33   0.58
LA91LR25 910721 CRYPTOCHIRONOMUS SP.                  3      2     0.67   0.58
LA91LR25 910721 CYATHURA POLITA                       3      6     2.00   1.00
LA91LR25 910721 HOBSONIA FLORIDA                      3     48    16.00   8.89
LA91LR25 910721 MEDIOMASTUS SP.                       3     25     8.33   9.29
LA91LR25 910721 MICROCHIRONOMUS SP.                   3      1     0.33   0.58
LA91LR25 910721 MONOCULODES SP.A                      3      1     0.33   0.58
LA91LR25 910721 MULINIA LATERALIS                     3     14     4.67   4.51
LA91LR25 910721 MULINIA PONTCHARTRAINENSIS            3      1     0.33   0.58
LA91LR25 910721 MYTILOPSIS SP.                        3      1     0.33   0.58
LA91LR25 910721 PARAPIONOSYLLIS SP.A                  3     16     5.33   1.53
LA91LR25 910721 PROBYTHINELLA LOUISIANAE              3     28     9.33   4.04
LA91LR25 910721 RANGIA CUNEATA                        3      8     2.67   3.79
LA91LR25 910721 TELLINA VERSICOLOR                    3      1     0.33   0.58
LA91LR25 910721 TEXADINA SPHINCTOSTOMA                3     53    17.67  13.32
LA91LR25 910721 UNID. BIVALVIA                        3      1     0.33   0.58
LA91LR25 910721 UNID. NEMERTEA                        3      1     0.33   0.58
LA91LR26 910721 CYATHURA POLITA                       3     13     4.33   3.51
LA91LR26 910721 EDOTEA TRILOBA                        3      2     0.67   1.15
