-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
RIOP        49718.000    1995     1     1     0
RIOP        52274.750    2001    12    31    18
RIOP      1255144.990 -6253609.537  -182569.867
50177.75    -3.787886    -0.099406     0.668330
50178.00    -3.571606    -0.125313     1.483799
50178.25    -3.694010    -0.094761     0.371211
50178.50    -3.249227     0.157154     0.478162
50178.75    -3.321878    -0.176283     0.454567
50179.00    -2.958402    -0.257513     1.596203
50179.25    -3.022400    -0.245316     0.495734
50179.50    -2.579118    -0.044862     0.638957
50179.75    -2.634369    -0.342579     0.934868
50180.00    -2.499936    -0.500212     1.980373
50180.25    -2.777530    -0.425373     0.370871
50180.50    -2.614451    -0.195666     0.365537
50180.75    -2.746703    -0.340365     0.002682
50181.00    -2.658118    -0.571542     1.392166
50181.25    -2.931760    -0.403652    -0.119969
50181.50    -2.497855    -0.088740    -0.157117
50181.75    -2.468601    -0.198990    -0.389749
50182.00    -2.393933    -0.283847     1.055076
50182.25    -2.725476    -0.105146    -0.353719
50182.50    -2.407193     0.157128    -0.200020
50182.75    -2.477948     0.036436    -0.375889
50183.00    -2.086517    -0.088734     0.891692
50183.25    -2.043887     0.123519    -0.847382
50183.50    -1.687027     0.355159    -0.742064
50183.75    -1.667232     0.079977    -0.620644
50184.00    -1.224380    -0.048725     0.261405
50184.25    -1.329910     0.092140    -1.367077
50184.50    -0.940930     0.272892    -1.066974
50184.75    -0.847437    -0.057521    -1.064213
50185.00    -0.419887    -0.181764     0.035742
50185.25    -0.474637    -0.148071    -1.255162
50185.50    -0.019377     0.151489    -1.136974
50185.75    -0.053237    -0.119098    -0.758852
50186.00    -0.030710    -0.211352     0.263241
50186.25    -0.181431    -0.155340    -0.711577
50186.50     0.138848    -0.026155     0.311215
50186.75     0.063576    -0.238929    -0.006004
50187.00     0.076852    -0.382930     1.597240
50187.25    -0.305449    -0.230846    -0.178866
50187.50     0.010201    -0.022078     0.577606
50187.75    -0.242080    -0.187573     0.214644
50188.00    -0.053450    -0.345139     1.615808
50188.25    -0.280240    -0.142383    -0.143937
50188.50     0.285692     0.101510     0.176721
50188.75     0.287204    -0.113083    -0.182517
50189.00     0.684648    -0.251270     1.137781
50189.25     0.611634    -0.035191    -0.416226
50189.50     0.901299     0.173353    -0.337244
50189.75     0.636553    -0.021052    -0.958210
50190.00     0.782933    -0.184708     0.361333
50190.25     0.367594    -0.120176    -1.127032
50190.50     0.642604     0.096024    -0.607928
50190.75     0.179554    -0.140069    -1.020778
50191.00     0.103877    -0.175059    -0.135144
50191.25    -0.418790    -0.031401    -1.463050
50191.50     0.041826     0.180704    -0.956871
50191.75    -0.229816    -0.059764    -1.048087
50192.00    -0.030239    -0.060800    -0.152090
50192.25    -0.266123     0.046671    -0.839604
50192.50     0.413530     0.329882    -0.763870
50192.75     0.527873     0.126196    -0.562115
50193.00     0.856896     0.082415     0.303445
50193.25     0.703006     0.110413    -0.632312
50193.50     1.302797     0.329446    -0.514955
50193.75     1.375877     0.095914    -0.418325
50194.00     1.487943    -0.039276     0.417271
50194.25     1.101344     0.038985    -0.432860
50194.50     1.355951     0.263778    -0.773058
50194.75     1.087953     0.084916    -0.544947
50195.00     1.021854    -0.017324     0.495363
50195.25     0.606737     0.082286    -0.750166
50195.50     0.779115     0.310696    -0.570959
50195.75     0.677600     0.173052    -0.448762
50196.00     0.755817     0.031045     0.612430
50196.25     0.607622     0.159464    -0.786526
50196.50     1.144511     0.400562    -0.928345
50196.75     1.140600     0.129308    -0.919227
50197.00     1.417625     0.034846    -0.096368
50197.25     1.453470     0.222551    -1.657476
50197.50     2.039059     0.328415    -1.493199
50197.75     2.010940     0.010226    -1.186821
50198.00     2.205863    -0.114024    -0.103256
50198.25     1.854922     0.063034    -1.052358
50198.50     1.982537     0.314813    -0.979658
50198.75     1.749649     0.112296    -0.776047
50199.00     1.833820     0.050409     0.364339
50199.25     1.538699     0.193849    -0.762951
50199.50     1.783513     0.445258    -0.698780
50199.75     1.585303     0.210646    -0.387350
50200.00     1.572879     0.036750     1.031723
50200.25     1.220589     0.118532    -0.073567
50200.50     1.271764     0.394117    -0.422777
50200.75     0.726802     0.139930     0.136181
50201.00     0.355516     0.053452     1.338256
50201.25    -0.144521     0.224050     0.188809
50201.50    -0.030122     0.418445     0.720133
50201.75    -0.273930     0.289235     0.677844
50202.00    -0.290032     0.111253     2.046806
50202.25    -0.559162     0.309330     0.330115
50202.50    -0.396920     0.589099     0.011366
50202.75    -0.631792     0.383060     0.212293
50203.00    -0.573997     0.255461     1.164519
50203.25    -0.813219     0.386445    -0.505368
50203.50    -0.534086     0.630787    -0.735536
50203.75    -0.683844     0.431382    -0.481461
50204.00    -0.633581     0.281963     0.451248
50204.25    -0.775996     0.356953    -0.766398
50204.50    -0.369482     0.566804    -0.822034
50204.75    -0.546648     0.346308    -0.592387
50205.00    -0.340205     0.215042     1.019378
50205.25    -0.835564     0.295497    -0.560341
50205.50    -0.522929     0.505336    -0.227474
50205.75    -0.719341     0.338625    -0.260407
50206.00    -0.673109     0.193567     1.177890
50206.25    -1.065447     0.228688    -0.342174
50206.50    -0.875740     0.503102    -0.312108
50206.75    -1.154482     0.275547     0.005668
50207.00    -1.307955     0.232429     0.800919
50207.25    -1.672718     0.207507    -0.008595
50207.50    -1.555542     0.465245    -0.005678
50207.75    -1.775419     0.248179     0.317576
50208.00    -1.852777     0.163838     1.340732
50208.25    -2.191792     0.182979     0.367809
50208.50    -2.146107     0.435536     0.358470
50208.75    -2.437035     0.181034     0.496455
50209.00    -2.602174     0.071501     1.764885
50209.25    -3.080960     0.179492     0.423891
50209.50    -2.962638     0.305088     0.341460
50209.75    -3.315523     0.032674     0.446976
50210.00    -3.128690    -0.009433     1.154347
50210.25    -3.320658     0.036565     0.003880
50210.50    -2.724567     0.217517     0.161769
50210.75    -2.496725    -0.003161     0.243833
50211.00    -2.081139     0.000817     0.886190
50211.25    -2.161245     0.153185    -0.213160
50211.50    -1.563491     0.412598     0.213125
50211.75    -1.519229     0.185944     0.305239
50212.00    -1.353721     0.127054     1.117349
50212.25    -1.421290     0.226246     0.083486
50212.50    -0.972633     0.484280     0.225729
50212.75    -1.106198     0.323681     0.009405
50213.00    -1.099482     0.230206     1.117424
50213.25    -1.597345     0.315608     0.051368
50213.50    -1.478864     0.548953     0.230670
50213.75    -1.731616     0.382057     0.175330
50214.00    -1.692312     0.209075     1.264880
50214.25    -2.080552     0.266441     0.060513
50214.50    -1.576730     0.401428     0.028756
50214.75    -1.603350     0.088136     0.265654
50215.00    -1.438300     0.042102     1.171423
50215.25    -1.691779     0.107107     0.165045
50215.50    -1.315467     0.280305     0.071939
50215.75    -1.546945    -0.043691     0.320819
50216.00    -1.358149    -0.073148     1.160312
50216.25    -1.715875     0.086237    -0.496138
50216.50    -1.264000     0.328561    -0.602207
50216.75    -1.398013     0.072789    -0.323357
50217.00    -1.156339     0.074757     0.199364
50217.25    -1.158105     0.239695    -1.158802
50217.50    -0.575456     0.386786    -0.787675
50217.75    -0.538503     0.157625    -0.717931
50218.00    -0.230557     0.074016    -0.127918
50218.25    -0.597664     0.083931    -1.196968
50218.50    -0.314225     0.149547    -0.869531
50218.75    -0.377442    -0.072499    -0.779209
50219.00    -0.373050    -0.230290    -0.067035
50219.25    -0.854349    -0.181562    -1.372799
50219.50    -0.400018    -0.041527    -0.823193
50219.75    -0.488696    -0.192000    -1.063148
50220.00    -0.481812    -0.294713    -0.154120
50220.25    -0.749309    -0.145685    -1.530016
50220.50    -0.234340     0.081153    -1.046911
50220.75    -0.305598    -0.083887    -1.224982
50221.00     0.055934    -0.070957    -0.467186
50221.25     0.142409     0.114265    -1.768690
50221.50     0.670036     0.332695    -1.527095
50221.75     0.800438     0.149779    -1.448635
50222.00     1.009752     0.065781    -0.598124
50222.25     0.872629     0.179166    -1.774246
50222.50     1.195992     0.350276    -1.563242
50222.75     1.196535     0.094623    -1.384287
50223.00     1.305512    -0.029859    -0.307786
50223.25     1.022447     0.035037    -1.094956
50223.50     1.476279     0.157345    -0.875439
50223.75     1.342872    -0.037108    -0.956663
50224.00     1.310117    -0.109600     0.311892
50224.25     0.906554     0.093084    -1.314792
50224.50     1.270456     0.249347    -0.764657
50224.75     0.962424     0.063657    -0.741938
50225.00     1.131264    -0.038140     0.384617
50225.25     0.794656     0.126174    -1.140060
50225.50     1.027146     0.326779    -0.755890
50225.75     0.799016     0.175682    -0.693239
50226.00     0.914837     0.192459     0.080438
50226.25     0.449572     0.270224    -0.862917
50226.50     0.678149     0.552293    -0.685025
50226.75     0.601610     0.394980    -0.915083
50227.00     0.607281     0.214250     0.456488
50227.25     0.297519     0.360411    -0.972992
50227.50     0.680027     0.594572    -0.822489
50227.75     0.560098     0.326224    -0.576709
50228.00     0.724198     0.198567     0.503137
50228.25     0.617300     0.279144    -0.736047
50228.50     1.167237     0.372121    -0.120987
50228.75     1.040040     0.133290    -0.220774
50229.00     1.215575     0.107939     0.545558
50229.25     0.975027     0.171615    -0.616603
50229.50     1.146503     0.456356    -0.578181
50229.75     0.940885     0.265958    -0.715331
50230.00     0.848226     0.179596     0.467051
50230.25     0.384461     0.397254    -1.337108
50230.50     0.544424     0.629065    -1.100228
50230.75     0.250234     0.468969    -1.263200
50231.00     0.036225     0.462446    -0.459906
50231.25    -0.329336     0.545158    -1.755813
50231.50    -0.026749     0.627862    -1.098656
50231.75    -0.229031     0.385162    -1.131858
50232.00    -0.322160     0.320015    -0.175574
50232.25    -0.556053     0.452410    -1.402493
50232.50    -0.413740     0.511366    -0.829201
50232.75    -0.565140     0.290013    -1.004424
50233.00    -0.547278     0.153460     0.191846
50233.25    -0.762450     0.265486    -0.951814
50233.50    -0.602336     0.428419    -0.904751
50233.75    -0.609377     0.275823    -0.903801
50234.00    -0.391071     0.212762     0.064481
50234.25    -0.532235     0.351901    -1.207156
50234.50     0.037278     0.498245    -0.665215
50234.75     0.005680     0.345604    -0.658461
50235.00     0.192014     0.263550     0.653436
50235.25     0.102401     0.485512    -0.683372
50235.50     0.360272     0.685155    -0.021545
50235.75     0.056470     0.587893    -0.171436
50236.00    -0.140181     0.541544     0.926970
50236.25    -0.769231     0.704122    -0.527519
50236.50    -0.854245     0.871543    -0.100144
50236.75    -1.197627     0.763007    -0.497469
50237.00    -1.157781     0.539119     0.644312
50237.25    -1.523183     0.632885    -0.665898
50237.50    -1.220068     0.754835    -0.583051
50237.75    -1.132114     0.569581    -0.755243
50238.00    -1.008472     0.395202    -0.020991
50238.25    -1.163323     0.445585    -1.245824
50238.50    -0.750154     0.645623    -1.369879
50238.75    -0.874359     0.529782    -1.339723
50239.00    -0.889782     0.440917    -0.649535
50239.25    -1.266927     0.538553    -1.640863
50239.50    -0.784453     0.803253    -1.434658
50239.75    -0.861802     0.657022    -1.147302
50240.00    -0.745715     0.564046    -0.155624
50240.25    -0.845004     0.562486    -0.804950
50240.50    -0.440673     0.739308    -0.697505
50240.75    -0.377748     0.543536    -0.704081
50241.00    -0.017031     0.422630    -0.165338
50241.25    -0.023619     0.495318    -1.152897
50241.50     0.328249     0.525136    -0.744924
50241.75     0.306136     0.373261    -0.768706
50242.00     0.317486     0.268184    -0.203142
50242.25     0.157485     0.497267    -1.489879
50242.50     0.383510     0.589824    -1.187722
50242.75     0.338101     0.431305    -1.012414
50243.00     0.605719     0.213502     0.085087
50243.25     0.591192     0.453230    -1.387910
50243.50     0.844270     0.616664    -1.140987
50243.75     0.815242     0.451044    -1.169219
50244.00     0.843743     0.284351    -0.259473
50244.25     0.626168     0.347520    -1.055124
50244.50     1.002173     0.464460    -1.044630
50244.75     0.929779     0.245731    -0.840399
50245.00     0.877843     0.091237    -0.026936
50245.25     0.775419     0.167058    -1.270939
50245.50     1.199887     0.330589    -0.799230
50245.75     1.059572     0.185345    -0.701546
50246.00     0.871573     0.008352     0.354154
50246.25     0.644949     0.191119    -0.861654
50246.50     0.947953     0.392746    -0.426395
50246.75     1.014586     0.306638    -0.515315
50247.00     1.152598     0.197381     0.434433
50247.25     0.936168     0.360095    -0.951635
50247.50     1.364048     0.457068    -0.117760
50247.75     1.230011     0.337586    -0.054630
50248.00     1.390562     0.201972     1.186433
50248.25     1.085647     0.308580    -0.103683
50248.50     1.132955     0.408773     0.527938
50248.75     0.988441     0.326447     0.573466
50249.00     0.880009     0.168561     1.596585
50249.25     0.684592     0.291955     0.530242
50249.50     0.930938     0.418330     1.174997
50249.75     0.746018     0.242901     1.256238
50250.00     0.724055     0.094912     2.150025
50250.25     0.603642     0.272606     0.810551
50250.50     0.867490     0.363069     1.405138
50250.75     0.744036     0.269699     0.852624
50251.00     0.729812     0.072145     2.163443
50251.25     0.505475     0.238017     0.423225
50251.50     0.716286     0.420355     1.069526
50251.75     0.496119     0.311143     0.510227
50252.00     0.490498     0.195141     1.787125
50252.25     0.333914     0.376726    -0.120864
50252.50     0.612508     0.472161     0.847787
50252.75     0.576443     0.360350     0.038385
50253.00     0.404916     0.210081     1.251933
50253.25     0.193608     0.467868    -0.480477
50253.50     0.435737     0.540769     0.171622
50253.75     0.179699     0.441292    -0.252497
50254.00    -0.062797     0.264552     1.003142
50254.25    -0.355995     0.525711    -0.723587
50254.50    -0.141023     0.598010    -0.227590
50254.75    -0.156221     0.428388    -0.132455
50255.00     0.073158     0.311052     0.802047
50255.25    -0.051649     0.474832    -0.645526
50255.50     0.255764     0.628247    -0.028857
50255.75     0.156665     0.529530    -0.172751
50256.00     0.155386     0.410264     0.661182
50256.25     0.240359     0.486103    -0.525286
50256.50     0.670501     0.614528     0.081503
50256.75     0.821415     0.496796    -0.207636
50257.00     0.988701     0.343438     0.945539
50257.25     1.087468     0.535957    -0.569302
50257.50     1.528823     0.691309    -0.108262
50257.75     1.401761     0.485758    -0.536062
50258.00     1.887828     0.386926     0.445916
50258.25     1.855469     0.485539    -0.682741
50258.50     2.229393     0.574090    -0.394271
50258.75     2.463183     0.388350    -0.601854
50259.00     2.584220     0.324003     0.289295
50259.25     2.535520     0.406732    -0.785251
50259.50     2.825636     0.527659    -0.398221
50259.75     2.863638     0.289189    -0.294419
50260.00     2.795693     0.238582     0.231666
50260.25     2.507960     0.334963    -0.709144
50260.50     2.694481     0.467018    -0.729809
50260.75     2.351536     0.179456    -0.522551
50261.00     2.366070     0.118214    -0.042122
50261.25     2.306084     0.231236    -0.976597
50261.50     2.620215     0.393253    -0.525971
50261.75     2.744854     0.181649    -0.514732
50262.00     3.097779     0.161554     0.224641
50262.25     3.064310     0.315103    -0.613049
50262.50     3.254138     0.531407    -0.583233
50262.75     3.270936     0.446563    -1.061263
50263.00     3.401722     0.368143    -0.016396
50263.25     3.056393     0.576080    -1.093785
50263.50     3.263393     0.798545    -1.158446
50263.75     3.061191     0.697894    -1.297101
50264.00     2.892007     0.647357    -0.561016
50264.25     2.666978     0.761046    -1.734140
50264.50     2.927216     0.966800    -1.554409
50264.75     2.453895     0.716902    -1.677249
50265.00     2.345200     0.588372    -0.770580
50265.25     2.128586     0.760221    -2.181467
50265.50     2.110825     0.919383    -1.795266
50265.75     1.650676     0.672097    -1.688121
50266.00     1.720585     0.574170    -0.833449
50266.25     1.323982     0.592876    -1.940460
50266.50     1.166636     0.694635    -1.219460
50266.75     0.974707     0.439625    -1.128260
50267.00     0.715894     0.338541    -0.508975
50267.25     0.308629     0.390691    -1.560113
50267.50     0.408164     0.496461    -1.146427
50267.75     0.406918     0.352776    -1.324363
50268.00     0.424974     0.222813    -0.438720
50268.25     0.472289     0.414549    -1.608673
50268.50     0.867389     0.494561    -1.095150
50268.75     0.781464     0.405842    -1.117090
50269.00     1.011993     0.318108     0.054395
50269.25     1.009988     0.558199    -1.550461
50269.50     1.268123     0.721045    -1.162561
50269.75     1.254191     0.641062    -1.117116
50270.00     1.289181     0.500656    -0.128050
50270.25     0.950088     0.618673    -1.349996
50270.50     1.091420     0.739293    -0.912738
50270.75     0.961751     0.540421    -0.772455
50271.00     0.842703     0.376099    -0.078274
50271.25     0.580200     0.443676    -1.210062
50271.50     0.734426     0.478175    -0.517484
50271.75     0.398938     0.279428    -0.615469
50272.00     0.202178     0.048718     0.449203
50272.25    -0.008824     0.198076    -0.982216
50272.50     0.238798     0.265135    -0.397585
50272.75     0.051591     0.078388    -0.338690
50273.00     0.144122    -0.028262     0.541321
50273.25     0.072999     0.175754    -0.979054
50273.50     0.158228     0.368214    -0.599876
50273.75     0.170543     0.248252    -0.741527
50274.00     0.395893     0.277101    -0.181221
50274.25     0.329203     0.463078    -1.192212
50274.50     0.743504     0.661797    -0.736783
50274.75     0.758238     0.518394    -0.428167
50275.00     0.746145     0.455183     0.665877
50275.25     0.453963     0.675028    -0.867220
50275.50     0.657767     0.898914    -0.724118
50275.75     0.494752     0.674567    -0.090635
50276.00     0.464186     0.548476     0.796748
50276.25     0.279171     0.713513    -0.923275
50276.50     0.659805     0.800225    -0.214315
50276.75     0.481082     0.585927    -0.185881
50277.00     0.626895     0.412736     0.721927
50277.25     0.548451     0.471281    -0.805631
50277.50     0.953551     0.541259     0.023503
50277.75     0.935937     0.378156    -0.031884
50278.00     1.013666     0.276934     0.702959
50278.25     0.894609     0.466111    -0.790348
50278.50     1.167037     0.661353    -0.049875
50278.75     1.154273     0.587758    -0.310878
50279.00     1.068908     0.519798     0.680924
50279.25     0.914897     0.793179    -1.084132
50279.50     1.170602     0.902966    -0.423664
50279.75     1.114515     0.721890    -0.629217
50280.00     1.189411     0.544867     0.563377
50280.25     1.020986     0.681381    -0.800775
50280.50     1.169751     0.796657    -0.375783
50280.75     0.947288     0.682863    -0.741099
50281.00     0.917634     0.490712     0.484010
50281.25     0.638467     0.596161    -0.468488
50281.50     0.719169     0.747466    -0.616509
50281.75     0.608304     0.550877    -0.256894
50282.00     0.374651     0.399032     0.289781
50282.25     0.053832     0.551831    -1.231008
50282.50     0.179618     0.570213    -0.109443
50282.75     0.051122     0.403842    -0.367682
50283.00    -0.021129     0.270055     0.643832
50283.25    -0.058592     0.380527    -0.603032
50283.50     0.393019     0.504716    -0.202970
50283.75     0.310260     0.374455    -0.085253
50284.00     0.404609     0.247043     0.581346
50284.25     0.386665     0.342311    -0.681322
50284.50     0.842155     0.528555    -0.261178
50284.75     0.788048     0.418079    -0.271225
50285.00     0.805387     0.320860     0.347749
50285.25     0.458969     0.576612    -1.271871
50285.50     0.360341     0.719131    -0.729952
50285.75     0.347751     0.664048    -0.896436
50286.00     0.260969     0.559230     0.282546
50286.25    -0.034080     0.787184    -1.102244
50286.50     0.227997     0.929040    -0.645781
50286.75     0.052771     0.783254    -0.478955
50287.00     0.042377     0.578264     0.731711
50287.25    -0.025975     0.757944    -0.988798
50287.50     0.433054     0.846007    -0.459835
50287.75     0.171102     0.681462    -0.213789
50288.00     0.081232     0.467474     1.033386
50288.25     0.018975     0.626987    -0.375198
50288.50     0.171063     0.780498    -0.007986
50288.75     0.173611     0.602439     0.176824
50289.00     0.514887     0.448840     1.210870
50289.25     0.432735     0.538961    -0.264327
50289.50     0.745953     0.665322     0.211658
50289.75     0.643077     0.431117     0.135199
50290.00     0.565251     0.226155     1.201876
50290.25     0.380249     0.386230    -0.237470
50290.50     0.832493     0.524963     0.234071
50290.75     0.747097     0.343976     0.176808
50291.00     0.836257     0.202139     1.481674
50291.25     0.559316     0.310058    -0.053943
50291.50     0.829577     0.604301     0.426020
50291.75     0.652848     0.475506     0.427710
50292.00     0.833060     0.402883     1.291527
50292.25     0.653167     0.639759    -0.718474
50292.50     0.807748     0.869955    -0.066700
50292.75     0.659059     0.726366    -0.093810
50293.00     0.867058     0.649450     0.673361
50293.25     0.512511     0.788008    -0.805477
50293.50     0.726178     0.939174    -0.251667
50293.75     0.746365     0.799527    -0.407251
50294.00     0.887278     0.672539     0.488349
50294.25     0.818178     0.632706    -0.726943
50294.50     1.272714     0.869652    -0.725096
50294.75     1.114680     0.639493    -0.692659
50295.00     1.158413     0.515652     0.070290
50295.25     1.146276     0.642804    -1.130781
50295.50     1.286932     0.809545    -0.796638
50295.75     1.151960     0.691205    -1.089118
50296.00     1.398436     0.501265     0.154715
50296.25     1.208608     0.539760    -1.114895
50296.50     1.466095     0.645358    -0.602063
50296.75     1.635639     0.527208    -0.767307
50297.00     1.738398     0.284911     0.588349
50297.25     1.611880     0.503037    -1.291778
50297.50     1.919110     0.590214    -0.575024
50297.75     1.996401     0.425786    -0.807366
50298.00     1.967601     0.289991     0.436681
50298.25     1.830768     0.399255    -0.910462
50298.50     1.922104     0.550907    -0.627820
50298.75     1.610797     0.409303    -0.776543
50299.00     1.430959     0.172937     0.582585
50299.25     1.037126     0.365536    -1.011339
50299.50     1.243429     0.451935    -0.062125
50299.75     1.072073     0.369024    -0.379691
50300.00     1.174496     0.259036     0.554534
50300.25     0.888654     0.365791    -0.908632
50300.50     0.973006     0.408781     0.019491
50300.75     0.879841     0.259462    -0.117673
50301.00     0.738799     0.131863     0.814329
50301.25     0.254000     0.255190    -0.725692
50301.50     0.390111     0.413926    -0.062391
50301.75     0.131637     0.191088     0.091457
50302.00    -0.008330     0.146042     1.115745
50302.25    -0.480718     0.266404    -0.213894
50302.50    -0.237891     0.478322     0.447972
50302.75    -0.419055     0.308405     0.066790
50303.00    -0.638079     0.182589     1.036912
50303.25    -0.880223     0.337670    -0.634748
50303.50    -0.671527     0.492504    -0.292303
50303.75    -0.901606     0.355477    -0.394688
50304.00    -0.871940     0.203221     0.549211
50304.25    -1.090662     0.391163    -1.196316
50304.50    -0.577581     0.463285    -0.400462
50304.75    -0.530969     0.318743    -0.760729
50305.00    -0.351225     0.089390     0.705060
50305.25    -0.354925     0.252028    -0.823326
50305.50     0.015629     0.295099    -0.305668
50305.75     0.025960     0.102773    -0.601795
50306.00     0.364203    -0.038525     0.562539
50306.25     0.098786     0.174528    -1.159724
50306.50     0.348152     0.340518    -0.527481
50306.75     0.238917     0.166704    -0.588384
50307.00     0.320486     0.043113     0.330515
50307.25    -0.025828     0.221871    -1.172258
50307.50     0.232311     0.439463    -0.621544
50307.75     0.232735     0.304634    -1.093622
50308.00     0.277527     0.187491     0.468868
50308.25     0.216232     0.285021    -0.488886
50308.50     0.650017     0.541111    -0.068652
50308.75     0.787347     0.405013     0.010539
50309.00     0.981380     0.272033     1.236440
50309.25     0.955447     0.463673    -0.204860
50309.50     1.221609     0.575895     0.491853
50309.75     1.053158     0.433451     0.408885
50310.00     1.092237     0.335606     1.392413
50310.25     0.759235     0.537994    -0.545467
50310.50     0.743457     0.674481    -0.144552
50310.75     0.431396     0.420274    -0.139011
50311.00     0.280522     0.282755     0.973763
50311.25    -0.370510     0.356725    -0.468649
50311.50    -0.249409     0.563327    -0.485671
50311.75    -0.509570     0.379150    -0.500038
50312.00    -0.472346     0.244561     0.412251
50312.25    -0.723610     0.352929    -0.966875
50312.50    -0.354425     0.553049    -0.674838
50312.75    -0.490536     0.250764    -0.581498
50313.00    -0.428393     0.159677    -0.056985
50313.25    -0.745356     0.346886    -1.441958
50313.50    -0.722541     0.450666    -0.707041
50313.75    -0.990413     0.247984    -0.966086
50314.00    -0.910752     0.172054     0.208481
50314.25    -1.248606     0.371476    -1.332716
50314.50    -1.150027     0.541018    -0.840494
50314.75    -1.065332     0.325869    -0.859814
50315.00    -0.905531     0.152086     0.370369
50315.25    -1.119428     0.287200    -1.089816
50315.50    -0.679062     0.413937    -0.624783
50315.75    -0.644189     0.222344    -0.641777
50316.00    -0.412955     0.024443     0.522047
50316.25    -0.560203     0.140545    -0.889143
50316.50    -0.308514     0.275272    -0.306414
50316.75    -0.432654     0.022973     0.080680
50317.00    -0.309077    -0.134721     1.248444
50317.25    -0.515837     0.103928    -0.443650
50317.50    -0.200645     0.284203     0.122767
50317.75     0.042212     0.154055    -0.164987
50318.00     0.559212     0.008894     0.982510
50318.25     0.662195     0.209374    -0.522348
50318.50     1.419811     0.420801    -0.106869
50318.75     1.495671     0.242107     0.080294
50319.00     2.017625     0.044623     1.222140
50319.25     2.167034     0.230353    -0.525499
50319.50     2.878853     0.378494     0.102419
50319.75     2.785603     0.080166     0.632381
50320.00     3.171774    -0.098852     1.560734
50320.25     2.966955     0.005193    -0.206081
50320.50     3.441113     0.095547     0.658407
50320.75     3.528082    -0.160261     0.673336
50321.00     3.841648    -0.321655     1.461648
50321.25     3.437823    -0.158171    -0.076333
50321.50     3.641374     0.006491     0.325509
50321.75     3.347878    -0.242933     0.302354
50322.00     3.363277    -0.302885     1.248997
50322.25     2.845764    -0.084153    -0.457336
50322.50     2.914806     0.202953    -0.059255
50322.75     2.612295    -0.007361     0.166886
50323.00     2.723957    -0.000955     1.019848
50323.25     2.423072     0.199029    -0.331847
50323.50     2.486651     0.423254     0.224087
50323.75     2.370477     0.269487     0.150032
50324.00     2.411469     0.094568     1.396638
50324.25     2.148685     0.311969    -0.366957
50324.50     2.290563     0.444625     0.276709
50324.75     1.964987     0.135690     0.766796
50325.00     1.829083     0.014687     1.416021
50325.25     1.598360     0.122172    -0.281855
50325.50     1.558329     0.202243     0.187540
50325.75     1.545390    -0.072465    -0.011252
50326.00     1.555759    -0.300855     1.010233
50326.25     1.265698    -0.181553    -0.326334
50326.50     1.464899    -0.016606     0.053741
50326.75     1.383757    -0.183659    -0.092326
50327.00     1.473993    -0.374551     1.072145
50327.25     1.165187    -0.179080    -0.450178
50327.50     1.345236     0.014631     0.125865
50327.75     1.201531    -0.121950     0.347242
50328.00     1.199130    -0.276387     1.428385
50328.25     0.872347    -0.110687    -0.004909
50328.50     1.130355     0.061643     0.704417
50328.75     0.798188    -0.117231     0.765711
50329.00     1.036446    -0.216484     1.460493
50329.25     0.861082    -0.093461     0.353758
50329.50     1.184831     0.032729     0.948795
50329.75     0.909043    -0.185289     0.976414
50330.00     1.201519    -0.330026     2.032049
50330.25     1.049763    -0.244951     0.590615
50330.50     1.467125    -0.055021     1.133433
50330.75     1.637737    -0.230227     1.263339
50331.00     2.020333    -0.388543     2.339129
50331.25     1.784244    -0.097492     0.661215
50331.50     2.021585     0.133999     1.094358
50331.75     2.004340    -0.044318     1.321729
50332.00     1.962331    -0.081515     2.120714
50332.25     1.510116     0.058411     0.758834
50332.50     1.639821     0.310033     0.970184
50332.75     1.395746     0.055056     1.099382
50333.00     1.559167    -0.115340     2.116264
50333.25     1.370459    -0.118498     0.764028
50333.50     1.722840     0.034940     1.365555
50333.75     1.595832    -0.274047     1.439816
50334.00     1.932900    -0.336646     2.517577
50334.25     1.815563    -0.216038     1.103756
50334.50     2.029178     0.077649     1.353846
50334.75     1.827071    -0.163270     1.774396
50335.00     2.008596    -0.139983     2.253359
50335.25     1.821563     0.113997     0.902681
50335.50     1.996137     0.363960     1.500978
50335.75     1.842036     0.195013     1.464545
50336.00     1.801746     0.182860     2.331548
50336.25     1.376308     0.475198     0.644831
50336.50     1.467542     0.721715     1.125973
50336.75     1.121030     0.531391     1.307849
50337.00     0.999167     0.463393     1.735813
50337.25     0.579164     0.585975     0.048500
50337.50     0.744279     0.744144     0.607182
50337.75     0.572100     0.431948     0.652904
50338.00     0.832645     0.268255     1.323941
50338.25     0.698073     0.338193    -0.398180
50338.50     1.018154     0.527680    -0.093850
50338.75     1.029969     0.195876     0.502553
50339.00     1.399407     0.165931     1.019750
50339.25     1.201533     0.186929     0.027699
50339.50     1.545441     0.410251    -0.066983
50339.75     1.503677     0.138834     0.423622
