atp_code,atp_description,country_code,country_description,exports_JUNE_2006,exports_MAY_2006,exports_YTD_JUNE_2006,exports_YTD_JUNE_2005,imports_JUNE_2006,imports_MAY_2006,imports_YTD_JUNE_2006,imports_YTD_JUNE_2005
03,Opto-Electronics,2831,Guadeloupe,0,246600,538766,170624,0,0,0,0
04,Information & Communications,2831,Guadeloupe,44641,85445,318346,441973,56669,4646,61315,41902
05,Electronics,2831,Guadeloupe,19137,2518,48457,36909,273948,0,273948,0
06,Flexible Manufacturing,2831,Guadeloupe,0,0,6908,13976,0,0,0,0
08,Aerospace,2831,Guadeloupe,14935,148728,510170,67485,0,0,0,0
09,Weapons,2831,Guadeloupe,0,0,7151,13793,0,0,0,0
10,Nuclear Technology,2831,Guadeloupe,0,0,31822,0,0,0,0,0
02,Life Science,2839,Martinique,2747,0,13922,186010,0,0,0,0
03,Opto-Electronics,2839,Martinique,0,0,11326,13753,0,0,0,0
04,Information & Communications,2839,Martinique,38189,282793,636151,131186,0,0,0,0
05,Electronics,2839,Martinique,10262,0,31262,0,0,0,0,0
06,Flexible Manufacturing,2839,Martinique,18656,0,82767,0,0,0,0,0
08,Aerospace,2839,Martinique,207253,232673,993036,325429,0,0,0,3859
09,Weapons,2839,Martinique,0,0,4080,0,0,0,0,0
01,Biotechnology,3010,Colombia,972688,1988816,9077478,7048174,0,0,0,0
02,Life Science,3010,Colombia,9182709,11184935,57060370,36901371,29892,0,220188,206194
03,Opto-Electronics,3010,Colombia,1186040,1399582,6642741,5084727,0,0,0,0
04,Information & Communications,3010,Colombia,47042665,61541593,336549459,304438161,339910,454272,1997394,680010
05,Electronics,3010,Colombia,1513690,1045698,9354121,5518167,28193,9189,76886,1596861
06,Flexible Manufacturing,3010,Colombia,3764546,2673619,17156622,9955864,0,0,72010,12248
07,Advanced Materials,3010,Colombia,281984,465661,5003062,1182315,7642,0,7642,0
08,Aerospace,3010,Colombia,9119433,8761414,53023516,34639240,32900,26000,514366,166031
09,Weapons,3010,Colombia,354840,64545,1448225,1123633,0,0,0,35000
10,Nuclear Technology,3010,Colombia,8710,32587,795585,109885,0,0,0,0
01,Biotechnology,3070,Venezuela,1011853,694808,5734471,5070004,0,0,0,0
02,Life Science,3070,Venezuela,11849192,9230889,51895066,39064826,0,0,197931,284649
03,Opto-Electronics,3070,Venezuela,916578,755067,5806491,4493040,0,0,0,3000
04,Information & Communications,3070,Venezuela,90865508,86426716,475177373,382669798,35845,43617,476923,541325
05,Electronics,3070,Venezuela,1106686,1528210,10725290,18516731,0,0,378646,28923
06,Flexible Manufacturing,3070,Venezuela,2741888,2358256,12780430,11469236,0,6000,8925,79707
07,Advanced Materials,3070,Venezuela,216602,89000,3590930,1490533,0,0,0,0
08,Aerospace,3070,Venezuela,9946578,7243589,48544637,52083638,0,7000,72500,16607
09,Weapons,3070,Venezuela,133090,0,266534,237123,0,0,0,0
10,Nuclear Technology,3070,Venezuela,96570,177073,535531,789937,0,0,3128,0
01,Biotechnology,3120,Guyana,4380,4920,17220,25730,0,0,0,0
02,Life Science,3120,Guyana,10894,23572,66309,97035,0,0,0,0
03,Opto-Electronics,3120,Guyana,57080,104441,384873,207212,0,0,0,0
04,Information & Communications,3120,Guyana,1857026,494339,5946845,3749895,4000,0,18678,0
05,Electronics,3120,Guyana,56893,0,150326,178256,0,0,0,0
06,Flexible Manufacturing,3120,Guyana,3955,13824,116693,66199,0,0,0,0
07,Advanced Materials,3120,Guyana,2773,0,2773,58126,0,0,0,0
08,Aerospace,3120,Guyana,345106,16838,586345,347196,0,0,0,0
09,Weapons,3120,Guyana,0,0,12215,2637,0,0,0,0
10,Nuclear Technology,3120,Guyana,0,0,0,2695,0,0,0,0
01,Biotechnology,3150,Suriname,2894,7084,22475,25135,0,0,0,0
02,Life Science,3150,Suriname,19902,49232,302791,533729,0,0,0,0
03,Opto-Electronics,3150,Suriname,19008,0,73213,65682,12000,16000,28000,0
04,Information & Communications,3150,Suriname,363932,474259,2095168,6716304,0,0,0,38990
05,Electronics,3150,Suriname,11717,9699,145934,128991,0,0,0,0
06,Flexible Manufacturing,3150,Suriname,112053,21965,169899,266323,0,0,14000,0
07,Advanced Materials,3150,Suriname,0,0,4786,3357,0,0,0,0
08,Aerospace,3150,Suriname,74397,10722,175023,14850,0,23824,35899,0
09,Weapons,3150,Suriname,3468,5448,11577,0,0,0,0,0
02,Life Science,3170,French Guiana,0,15100,15100,156536,0,0,0,0
04,Information & Communications,3170,French Guiana,15250,0,1126191,1745085,0,0,0,0
05,Electronics,3170,French Guiana,0,0,0,3059,0,0,0,0
06,Flexible Manufacturing,3170,French Guiana,8000,0,453741,1235052,0,0,0,0
08,Aerospace,3170,French Guiana,0,86447,119237,90681,0,0,0,0
01,Biotechnology,3310,Ecuador,413088,75944,1282414,1274669,0,0,0,0
02,Life Science,3310,Ecuador,1670063,1686512,10054519,9572882,20000,0,77986,189775
03,Opto-Electronics,3310,Ecuador,315880,137065,1786114,2628511,0,0,0,5214
04,Information & Communications,3310,Ecuador,19702138,14849476,124208090,160841591,421128,1196700,8346193,521713
05,Electronics,3310,Ecuador,2075671,1373609,8282181,3830146,0,8813,11506,138937
06,Flexible Manufacturing,3310,Ecuador,796987,157694,2963540,3788633,0,117266,117266,20353
07,Advanced Materials,3310,Ecuador,29417,163592,276054,108435,0,0,2152,2500
08,Aerospace,3310,Ecuador,1179037,1366984,29413979,6455769,8912,0,27812,10392
09,Weapons,3310,Ecuador,22250,35191,581043,45265,0,0,0,0
10,Nuclear Technology,3310,Ecuador,22420,9644,184907,36221,0,0,3060,0
01,Biotechnology,3330,Peru,277456,210635,2024588,2789552,0,0,0,0
02,Life Science,3330,Peru,1840961,2149228,12888525,11750402,2103,50000,52103,75325
03,Opto-Electronics,3330,Peru,630964,1207497,7865439,2361241,0,0,0,0
04,Information & Communications,3330,Peru,39286128,32278693,182556612,132902791,56436,17706,286170,114164
05,Electronics,3330,Peru,540267,633607,3683233,2228744,0,0,11700,18968
06,Flexible Manufacturing,3330,Peru,184326,88891,2457338,7417177,0,0,0,9368
07,Advanced Materials,3330,Peru,6532,23532,181033,498870,0,0,0,0
08,Aerospace,3330,Peru,2867004,1915073,28737542,21072647,0,50811,50811,28245
09,Weapons,3330,Peru,2651,0,96877,99133,0,0,0,42045
10,Nuclear Technology,3330,Peru,0,0,31545,74835,0,0,0,0
01,Biotechnology,3350,Bolivia,140705,107297,725078,465420,0,0,0,0
02,Life Science,3350,Bolivia,135620,609216,2948440,4232223,0,0,2750,0
03,Opto-Electronics,3350,Bolivia,89208,36364,479306,558325,0,0,0,0
04,Information & Communications,3350,Bolivia,1901310,2316750,12546618,16753381,0,0,97275,12600
05,Electronics,3350,Bolivia,19902,18019,310002,271913,0,0,4430,0
06,Flexible Manufacturing,3350,Bolivia,67398,85200,507863,394577,0,0,0,0
07,Advanced Materials,3350,Bolivia,0,0,3300,15786,0,0,0,0
08,Aerospace,3350,Bolivia,80862,165832,1461995,2463866,3000,0,15000,0
09,Weapons,3350,Bolivia,0,0,4724,202250,0,0,0,0
10,Nuclear Technology,3350,Bolivia,0,0,5994,0,0,0,0,0
01,Biotechnology,3370,Chile,436201,3761519,7358622,4125545,0,48544,48544,2040
02,Life Science,3370,Chile,6855336,6669582,39343393,42009755,0,3535,189430,110562
03,Opto-Electronics,3370,Chile,1811828,1428798,8565965,9882230,0,0,19775,18259
04,Information & Communications,3370,Chile,66800435,56189562,326852852,238253777,298019,44353,1613828,1469889
05,Electronics,3370,Chile,4023345,3367016,24266027,23859840,2655,4400,78384,123064
06,Flexible Manufacturing,3370,Chile,1318372,1344060,7515615,10807541,18686,47173,82734,64164
07,Advanced Materials,3370,Chile,176070,284928,2301019,384445,0,0,0,0
08,Aerospace,3370,Chile,147117512,15486210,318118395,25243592,73196,59988,238808,726960
09,Weapons,3370,Chile,753151,61640,4620371,76467,0,0,0,2500
10,Nuclear Technology,3370,Chile,15511,13695,140460,600054,0,0,0,0
01,Biotechnology,3510,Brazil,5382062,5127314,28582981,16736410,0,55000,55000,227756
02,Life Science,3510,Brazil,31892087,43117768,183003885,153394737,835519,738277,3455402,1462489
03,Opto-Electronics,3510,Brazil,6001754,4042112,24077991,23420930,173170,96651,811741,339467
04,Information & Communications,3510,Brazil,196336274,172193393,1092196446,682570344,36871636,53478840,287296090,343811931
05,Electronics,3510,Brazil,57588233,56903747,326468096,358182428,424156,666613,3405687,1669837
06,Flexible Manufacturing,3510,Brazil,8842779,5715133,39954756,25446557,758518,1256299,6451825,8094173
07,Advanced Materials,3510,Brazil,595127,207835,3672318,1572572,8720,28377,94815,155890
08,Aerospace,3510,Brazil,237040328,229451708,1310923923,1023303806,172861595,75113203,616089712,999793734
09,Weapons,3510,Brazil,9592,696598,855121,1274700,0,430601,430601,245373
10,Nuclear Technology,3510,Brazil,1869789,72412,4480739,693082,0,0,0,2474
01,Biotechnology,3530,Paraguay,32207,0,131895,99206,0,0,0,0
02,Life Science,3530,Paraguay,149923,180653,1651942,1706561,0,3025,25974,0
03,Opto-Electronics,3530,Paraguay,20699,89395,465534,1640174,0,0,0,0
04,Information & Communications,3530,Paraguay,44620209,50275926,301422442,309399503,26889,0,211239,74045
05,Electronics,3530,Paraguay,3058877,2331452,15242945,32157235,29442,0,40785,0
06,Flexible Manufacturing,3530,Paraguay,49170,23671,282397,105287,0,0,0,0
07,Advanced Materials,3530,Paraguay,0,0,0,6939,0,0,0,0
08,Aerospace,3530,Paraguay,151768,1814170,4250065,728204,0,0,0,0
09,Weapons,3530,Paraguay,0,24636,65768,125882,0,0,0,0
10,Nuclear Technology,3530,Paraguay,23500,0,23500,0,0,0,0,0
01,Biotechnology,3550,Uruguay,130061,53623,546907,416858,0,0,0,0
02,Life Science,3550,Uruguay,401423,622719,4004798,4023691,70655,6000,692316,428771
03,Opto-Electronics,3550,Uruguay,337336,145351,862662,1051908,117314,34200,301503,169298
04,Information & Communications,3550,Uruguay,6333802,6072831,28298333,30649611,0,41099,177085,436897
05,Electronics,3550,Uruguay,3777486,3474724,9195906,1745176,0,0,15423,8000
06,Flexible Manufacturing,3550,Uruguay,75680,17530,1519729,369666,0,0,180000,0
07,Advanced Materials,3550,Uruguay,0,0,4930,51211,0,0,0,0
08,Aerospace,3550,Uruguay,720202,158813,3243597,11031479,0,0,0,0
09,Weapons,3550,Uruguay,0,3153,25964,97200,0,0,0,0
10,Nuclear Technology,3550,Uruguay,0,0,4400,19657,0,0,0,0
01,Biotechnology,3570,Argentina,1325638,2309596,10540392,7867172,1360226,574174,5198136,2374615
02,Life Science,3570,Argentina,8705693,8429883,50415772,36791086,25736,105405,1030480,1065281
03,Opto-Electronics,3570,Argentina,1597449,979889,6639847,5462513,0,8860,153647,244820
04,Information & Communications,3570,Argentina,61796530,56090185,313695511,253290458,271182,172100,1551991,1791580
05,Electronics,3570,Argentina,2919346,2402153,17703955,19011702,0,6500,58211,128545
06,Flexible Manufacturing,3570,Argentina,767662,1475076,13197432,8128087,30667,296879,816073,1756388
07,Advanced Materials,3570,Argentina,140900,179568,529566,944981,0,0,0,0
08,Aerospace,3570,Argentina,9387895,10288151,43925312,64376518,80031,17575,249736,323837
09,Weapons,3570,Argentina,0,25545,302472,221036,0,2125,37975,48950
10,Nuclear Technology,3570,Argentina,43222,143649,583974,496434,0,0,6000,0
02,Life Science,3720,Falkland Islands,0,0,47855,0,0,0,0,0
04,Information & Communications,3720,Falkland Islands,8000,10000,18000,86913,0,0,0,0
06,Flexible Manufacturing,3720,Falkland Islands,0,0,5121,0,0,0,0,0
01,Biotechnology,4000,Iceland,7050,53221,94839,7526,0,0,0,0
02,Life Science,4000,Iceland,451480,189835,1762263,2578072,3963010,3379365,21393486,13481749
03,Opto-Electronics,4000,Iceland,108656,12375,450952,193755,0,0,80000,38618
04,Information & Communications,4000,Iceland,892628,501934,4840432,10722889,579856,139033,965455,487412
05,Electronics,4000,Iceland,262757,71659,1371889,4215149,0,0,56382,32406
06,Flexible Manufacturing,4000,Iceland,19000,170109,466598,165093,0,0,0,55164
07,Advanced Materials,4000,Iceland,0,0,8054,17488,0,0,0,0
08,Aerospace,4000,Iceland,499300,138010,2420704,4776294,0,9500,217975,20802
09,Weapons,4000,Iceland,12313,2694,19300,10197,0,0,0,0
10,Nuclear Technology,4000,Iceland,0,0,21816,20000,0,0,0,0
01,Biotechnology,4010,Sweden,23432884,8328693,57475763,1512752,234588,386181,1691226,14151705
02,Life Science,4010,Sweden,37925207,30045023,205582752,157511945,15500421,17481829,89383207,85343037
03,Opto-Electronics,4010,Sweden,2529357,1141645,9439809,5876193,2515276,2227807,14616392,11939061
04,Information & Communications,4010,Sweden,29783843,17008077,123573205,107817906,31117479,45334072,434870527,719665303
05,Electronics,4010,Sweden,25303208,28653182,117596444,51068482,3448985,3383010,19010446,23049821
06,Flexible Manufacturing,4010,Sweden,2827910,2324681,13942201,16457521,5691894,6552949,55858857,73429426
07,Advanced Materials,4010,Sweden,702201,351661,3842053,2406530,36496,314841,821957,283404
08,Aerospace,4010,Sweden,23616650,43048988,168528338,156887539,8157333,9098969,53542195,52492586
09,Weapons,4010,Sweden,729069,5822925,8251601,4363889,2702204,253652,24596886,1896119
10,Nuclear Technology,4010,Sweden,1709077,194427,5334417,8143216,5761613,2953065,16629387,7461518
02,Life Science,4031,"Svalbard, Jan Mayen Island",0,0,0,0,0,0,0,25707
04,Information & Communications,4031,"Svalbard, Jan Mayen Island",0,0,0,4800,0,0,0,0
05,Electronics,4031,"Svalbard, Jan Mayen Island",0,0,14041,0,0,0,0,0
01,Biotechnology,4039,Norway,11954,126451,383373,351595,831388,790787,3537355,2903821
02,Life Science,4039,Norway,8136475,7798418,44896302,30887097,5738060,5881663,36171009,28589620
03,Opto-Electronics,4039,Norway,2651960,1903577,13501689,10775506,142665,99055,802385,411504
04,Information & Communications,4039,Norway,11836499,9744533,78572859,45480508,14665997,17358695,85117487,64954909
05,Electronics,4039,Norway,1251636,1194056,7326275,10679114,502867,701719,3553410,6796130
06,Flexible Manufacturing,4039,Norway,838322,1868930,16765807,3824607,681794,663137,4516495,2676316
07,Advanced Materials,4039,Norway,30412,16161,1193099,1820947,318747,550895,4158937,853875
08,Aerospace,4039,Norway,22897841,16598107,117138680,127335564,4905751,7341870,39932853,33433537
09,Weapons,4039,Norway,109796,838195,3134945,4987145,4158349,1475443,13793348,13393269
10,Nuclear Technology,4039,Norway,2002256,1003007,4602367,804089,0,0,63753,6000
01,Biotechnology,4050,Finland,139319,370762,1912207,1094972,453155,388830,2341095,2023720
02,Life Science,4050,Finland,6214184,8257919,39812059,30831386,12099455,10143874,62845809,64368945
03,Opto-Electronics,4050,Finland,882582,1178407,6311390,6045190,160390,634772,1787065,1141550
04,Information & Communications,4050,Finland,19127732,10842170,107322427,101250138,13150192,13372204,58070823,192857580
05,Electronics,4050,Finland,8062977,7136097,34142961,39609275,486686,907366,5260676,4315496
06,Flexible Manufacturing,4050,Finland,2178995,1351760,8542886,9298702,1246503,1216198,8088705,12580607
07,Advanced Materials,4050,Finland,137102,106164,649502,805823,2936152,2513785,18099725,21619103
08,Aerospace,4050,Finland,7131442,19085015,53848366,39646428,629992,354966,1881236,1690884
09,Weapons,4050,Finland,1405657,437015,5658636,2479862,0,312028,312028,0
10,Nuclear Technology,4050,Finland,102366,79624,1348294,548095,551766,300458,1973441,1982181
02,Life Science,4091,Faroe Islands,0,0,0,3127,0,0,0,0
04,Information & Communications,4091,Faroe Islands,5533,0,5533,38598,0,0,0,0
08,Aerospace,4091,Faroe Islands,395000,0,422821,56091,0,0,0,11672
01,Biotechnology,4099,Denmark,1145729,523732,3961024,3235763,56830709,30640691,147689495,189112660
02,Life Science,4099,Denmark,7283912,8456435,49611639,51913880,24092624,26546572,142133140,155416551
03,Opto-Electronics,4099,Denmark,853489,976234,5635380,10128351,3151521,3225190,13617859,10323273
04,Information & Communications,4099,Denmark,18392843,14948639,96862463,88363417,10142984,8430490,52073143,52555802
05,Electronics,4099,Denmark,3038028,2593815,19229155,12444779,1546604,1497608,10578636,11465055
06,Flexible Manufacturing,4099,Denmark,731597,1901682,6840786,9396716,1449072,505102,4647067,6954368
07,Advanced Materials,4099,Denmark,368350,135928,1697118,607506,613003,660498,3483133,2449273
08,Aerospace,4099,Denmark,9083793,11289291,81233924,76480110,919601,2189294,13143778,6524860
09,Weapons,4099,Denmark,1834330,221674,11573530,496583,459665,305020,4462939,3372852
10,Nuclear Technology,4099,Denmark,0,31442,173436,498257,35417,22258,160721,29624
01,Biotechnology,4120,United Kingdom,13523066,14320790,264748181,165768912,10516157,30377776,126896842,114491098
02,Life Science,4120,United Kingdom,106531244,95381230,587180547,513197187,167701509,138443743,878885519,563488666
03,Opto-Electronics,4120,United Kingdom,14956411,19285250,83841166,75728109,8524380,8573249,45058622,43735630
04,Information & Communications,4120,United Kingdom,397446004,257803582,1850010190,1879937632,113826517,98702134,603052349,624386297
05,Electronics,4120,United Kingdom,81132139,83189237,539175311,527750378,46086693,43409109,278380353,238886515
06,Flexible Manufacturing,4120,United Kingdom,25189549,25158982,152284312,148568039,26004208,21297148,142929917,141937244
07,Advanced Materials,4120,United Kingdom,3271414,4126969,22863740,20889269,2562136,2472617,13101910,11729139
08,Aerospace,4120,United Kingdom,530109648,413924135,2573495586,2418202513,275138503,315140223,1679257584,1508743037
09,Weapons,4120,United Kingdom,10406423,7185796,251384846,197007785,11148394,9243124,58753235,44554440
10,Nuclear Technology,4120,United Kingdom,27144852,25715856,108883814,8105950,50572305,107763971,442156831,199094370
01,Biotechnology,4190,Ireland,1409350,946005,11365448,12664336,20563772,150215253,282345676,415571274
02,Life Science,4190,Ireland,15761061,31085074,205791664,89017708,1224571908,1127754635,5742310233,6594630020
03,Opto-Electronics,4190,Ireland,4766057,4923526,33439904,71926419,915062,354511,6799971,3033718
04,Information & Communications,4190,Ireland,145240044,84565465,570986050,558825157,111145736,125860599,691913925,529156364
05,Electronics,4190,Ireland,33075623,31348714,231474870,187214709,6951917,8552372,61444337,68297348
06,Flexible Manufacturing,4190,Ireland,7119719,12533003,70234007,109186491,1370707,885784,8481810,2726243
07,Advanced Materials,4190,Ireland,3812055,3454712,18819229,23074152,0,18224,379706,22710115
08,Aerospace,4190,Ireland,34140750,16779549,956642702,1112704135,8524393,5114885,35145951,36475991
09,Weapons,4190,Ireland,418686,247004,1030883,1306983,0,0,0,0
10,Nuclear Technology,4190,Ireland,30955,3276,83694,241052,0,0,16500,0
01,Biotechnology,4210,Netherlands,82492737,107477512,674659295,1074424324,4199884,6462997,18996872,11858691
02,Life Science,4210,Netherlands,109142333,127817908,638130230,544656951,45194923,55321980,303993087,350746593
03,Opto-Electronics,4210,Netherlands,36172891,31137869,192283388,165560615,3905447,2725946,23244706,86197420
04,Information & Communications,4210,Netherlands,382131847,297368399,1939836802,2094006472,10367932,9384371,62877648,64004911
05,Electronics,4210,Netherlands,28192043,28369121,179801357,174325543,2321162,2447845,14507486,18629507
06,Flexible Manufacturing,4210,Netherlands,19114826,14595941,124459281,97529423,159424718,26475290,409460961,401946867
07,Advanced Materials,4210,Netherlands,1156969,1315179,7051364,10890233,1048983,1229267,5818222,8489053
08,Aerospace,4210,Netherlands,122254530,207358559,1242286061,756226829,16648825,21543078,101810187,94097971
09,Weapons,4210,Netherlands,5739600,2096350,25912503,33594531,2053862,3218520,13764605,7935153
10,Nuclear Technology,4210,Netherlands,16632614,22040323,59948950,1049421,5656718,65364078,189133078,98328952
01,Biotechnology,4231,Belgium,38042276,78861211,355362215,346560137,35188782,14501773,255097113,152720045
02,Life Science,4231,Belgium,53675491,47765340,285700699,211464579,106959238,150508127,766545879,272594556
03,Opto-Electronics,4231,Belgium,6255810,7209078,34903609,35594523,2619131,6843342,11173271,19146133
04,Information & Communications,4231,Belgium,49280860,37375701,211604769,260758823,11315041,12456706,61615765,50672494
05,Electronics,4231,Belgium,4995906,5199476,33924365,45020474,2950297,3480152,18569367,17213738
06,Flexible Manufacturing,4231,Belgium,11346577,11390945,68997216,59304488,343101,432041,5980080,4025266
07,Advanced Materials,4231,Belgium,327580,1429124,5925335,11157978,122711,178403,649393,374149
08,Aerospace,4231,Belgium,11576905,15530957,135481719,164324985,7774203,10479327,73484246,42356558
09,Weapons,4231,Belgium,552832,813673,2416444,7106871,208819,0,1257983,157399
10,Nuclear Technology,4231,Belgium,352395,1113190,2322106,769196,96169,81354,396587,4191972
01,Biotechnology,4239,Luxembourg,0,0,52425,4360,0,0,0,0
02,Life Science,4239,Luxembourg,814937,563241,2001773,1797142,93076,7051,429862,521803
03,Opto-Electronics,4239,Luxembourg,17473,0,17473,288733,32000,0,32000,0
04,Information & Communications,4239,Luxembourg,6269295,16207616,87113049,20066721,4049,32390,121384,974174
05,Electronics,4239,Luxembourg,397439,547091,5187402,435612,16558,0,40558,12000
06,Flexible Manufacturing,4239,Luxembourg,1060701,436681,1793039,1618909,23099,31812,211419,695004
07,Advanced Materials,4239,Luxembourg,0,0,278629,5568,0,0,0,0
08,Aerospace,4239,Luxembourg,13360048,3070399,47827320,99850153,0,0,5376,130503
09,Weapons,4239,Luxembourg,338267,475166,2416484,5127137,0,0,0,0
02,Life Science,4271,Andorra,8100,0,18846,39900,0,0,0,0
03,Opto-Electronics,4271,Andorra,0,0,0,0,0,21204,21204,0
04,Information & Communications,4271,Andorra,5444,0,197639,36264,0,19116,23179,0
05,Electronics,4271,Andorra,0,10244,49019,2610,0,0,7588,0
08,Aerospace,4271,Andorra,0,0,15390,12560,0,0,0,0
02,Life Science,4272,Monaco,0,41053,607348,241620,0,6614,6614,0
03,Opto-Electronics,4272,Monaco,0,0,0,337420,0,0,0,0
04,Information & Communications,4272,Monaco,27916,448634,692976,103539,17003,0,39196,8359
05,Electronics,4272,Monaco,0,4499,13119,86187,27800,11893,50939,0
06,Flexible Manufacturing,4272,Monaco,0,0,18169,0,0,0,0,0
08,Aerospace,4272,Monaco,16578,2950,29826,25012,0,0,0,0
10,Nuclear Technology,4272,Monaco,0,0,0,31393,0,0,0,0
01,Biotechnology,4279,France,7340093,8351001,41557554,40269981,25560677,5501439,100528733,74372519
02,Life Science,4279,France,75419969,67262493,413904474,369061506,98141844,142681826,706634751,733271908
03,Opto-Electronics,4279,France,14736431,11839322,78605751,39284346,4487679,1949766,17497390,17493766
04,Information & Communications,4279,France,140743318,89674269,628852205,625348891,27442143,32412859,163488976,222985608
05,Electronics,4279,France,30978729,26611455,168601870,164854557,31259881,32202364,199409201,275028253
06,Flexible Manufacturing,4279,France,55203757,33039166,236357379,154306908,9591235,15511593,60865737,59891150
07,Advanced Materials,4279,France,1965060,3803748,14865056,12262205,16721986,14608340,72785490,44704318
08,Aerospace,4279,France,964933046,681506151,3872324584,3482557449,610284090,470918611,3200568361,2541379629
09,Weapons,4279,France,313136,586409,2324235,6479863,3504,1532351,3485679,4835839
10,Nuclear Technology,4279,France,709020,577087,39579546,11361482,20407675,632691,124745619,201105710
01,Biotechnology,4280,Federal Republic of Germany,13636940,36449384,100723131,67233284,84461743,139731910,653595329,494236257
02,Life Science,4280,Federal Republic of Germany,165532529,171649371,996696137,854120100,326582246,299197451,1736315942,1720630482
03,Opto-Electronics,4280,Federal Republic of Germany,52308681,47246063,257057520,276598160,31448917,33050857,158721476,132974110
04,Information & Communications,4280,Federal Republic of Germany,257701297,192401371,1296947671,1274955938,117863588,120114662,615818807,482252622
05,Electronics,4280,Federal Republic of Germany,186460280,199522237,978020292,617795975,74637801,75163008,418587802,404672141
06,Flexible Manufacturing,4280,Federal Republic of Germany,59310254,48296103,312002225,338308956,69382134,77500097,479032734,435884845
07,Advanced Materials,4280,Federal Republic of Germany,9089224,8077013,43276479,42358215,15711641,18031325,108112015,86197509
08,Aerospace,4280,Federal Republic of Germany,307332086,399523203,2309449453,1747189282,263291443,299065735,1547718945,1614780032
09,Weapons,4280,Federal Republic of Germany,6075858,7837415,62790872,34821092,8665932,8827050,44940186,48096435
10,Nuclear Technology,4280,Federal Republic of Germany,2124932,1238784,14783792,17886482,39158968,12774916,86579404,129951452
01,Biotechnology,4330,Austria,24404,2750410,12599468,30981100,10284931,15869437,99881250,88528048
02,Life Science,4330,Austria,6898798,7277214,43146361,36214214,7801874,8951401,47731274,53318469
03,Opto-Electronics,4330,Austria,888302,819222,6445686,4872571,939997,1078422,6270274,5789422
04,Information & Communications,4330,Austria,14524628,8454907,65108028,54757788,3701564,4230417,18824079,13158148
05,Electronics,4330,Austria,2917896,2886305,17938717,13286816,3681584,3431450,20132956,15619272
06,Flexible Manufacturing,4330,Austria,5524615,4456657,19922216,16481024,8531946,11807119,53123189,40344957
07,Advanced Materials,4330,Austria,3227955,3088402,17921442,20122322,101860,112188,435240,278450
08,Aerospace,4330,Austria,31156199,75758407,149904595,195622668,9607083,11150375,59220773,49355776
09,Weapons,4330,Austria,166917,6013,340293,262952,221535,458087,2285388,2580431
10,Nuclear Technology,4330,Austria,113807,39843,1171792,1188874,0,2824,15142,0
01,Biotechnology,4351,Czech Republic,122687,75490,737808,1968380,781676,32241,1769326,209567
02,Life Science,4351,Czech Republic,3247554,1812895,17408953,16030625,2541087,3885114,18640404,15370716
03,Opto-Electronics,4351,Czech Republic,438184,476052,2800837,1862877,456376,407356,2193457,972275
04,Information & Communications,4351,Czech Republic,28199268,26116137,111002109,82216043,20154210,10585026,84879773,101751530
05,Electronics,4351,Czech Republic,4933479,5185819,26366498,26921822,146725,209824,1353658,2427465
06,Flexible Manufacturing,4351,Czech Republic,994023,404073,4695406,4174718,3780356,1326931,14669133,12831741
07,Advanced Materials,4351,Czech Republic,121914,45023,1181581,1994789,1158563,1410794,8153703,4144025
08,Aerospace,4351,Czech Republic,4977969,5488089,31088949,78072944,3975388,11088394,65479277,51275695
09,Weapons,4351,Czech Republic,57064,23127,140027,270038,10719,17588,52294,158256
10,Nuclear Technology,4351,Czech Republic,16870574,24159,34274674,14773752,15900,29694,164015,710727
01,Biotechnology,4359,Slovakia,0,0,0,12000,110757,107224,729738,752443
02,Life Science,4359,Slovakia,303096,283554,3628579,1712214,28409,7198,177098,182333
03,Opto-Electronics,4359,Slovakia,183463,188839,847824,194843,5434,6950,26121,0
04,Information & Communications,4359,Slovakia,1955840,2217205,9078358,6360604,382448,653801,4424228,4571990
05,Electronics,4359,Slovakia,496839,590260,5673959,1351216,157886,137580,569439,352839
06,Flexible Manufacturing,4359,Slovakia,288233,246536,1894739,694969,3817,0,134907,8729
07,Advanced Materials,4359,Slovakia,34526,136984,589307,2103470,96498,9649,212948,71641
08,Aerospace,4359,Slovakia,55609144,54699919,243299555,420737,0,0,4185,31430
09,Weapons,4359,Slovakia,0,0,3090,27237,0,0,0,0
10,Nuclear Technology,4359,Slovakia,13473,0,16754,53399,0,0,0,0
01,Biotechnology,4370,Hungary,0,51861,158961,104575,15308,412245,155956236,4604275
02,Life Science,4370,Hungary,1095731,826954,9967182,10441144,2268090,3984140,15517612,10821105
03,Opto-Electronics,4370,Hungary,69480,266471,2279574,763741,4150311,5106644,27741537,27217172
04,Information & Communications,4370,Hungary,16628585,16766560,97283934,55189285,64389567,58216040,394140760,552788568
05,Electronics,4370,Hungary,7764685,7943240,51853439,32396830,3024599,3083706,17127792,17259941
06,Flexible Manufacturing,4370,Hungary,748966,270081,3810990,3792053,1755940,1197218,12255090,3645019
07,Advanced Materials,4370,Hungary,28246,22111,236113,279021,91688,161504,499037,1052906
08,Aerospace,4370,Hungary,2723987,2454067,12402769,111294230,14046,5985,1223089,85904
09,Weapons,4370,Hungary,5096,5085,40450,63784,0,4141,128258,0
10,Nuclear Technology,4370,Hungary,14427,0,64902,109127,9448,22645,63392,30510
02,Life Science,4411,Liechtenstein,45437,37635,315773,74310,64321,11380,1047386,8566
