-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
UPO1        49718.000    1995     1     1     0
UPO1        52274.750    2001    12    31    18
UPO1     -5464031.767 -2446032.649  2193283.030
50418.25    -1.539631     1.688630     0.530312
50418.50    -1.097796     1.190720     0.397726
50418.75    -1.146046     1.814559    -0.090339
50419.00    -1.055998     2.107928     0.056883
50419.25    -1.242422     1.749836     0.278127
50419.50    -0.950347     1.108846     0.200894
50419.75    -1.236930     1.615166    -0.205491
50420.00    -1.152588     1.892687     0.095780
50420.25    -1.434442     1.879213     0.336652
50420.50    -1.088250     1.397140     0.294473
50420.75    -1.151605     1.894928    -0.054550
50421.00    -0.957037     2.122995     0.425532
50421.25    -1.267825     1.911257     1.061171
50421.50    -0.697308     1.267293     1.197478
50421.75    -0.364544     1.629389     1.106261
50422.00    -0.042914     1.872196     1.499339
50422.25     0.009193     1.685151     1.844509
50422.50     0.617525     1.179049     1.665150
50422.75     0.592259     1.853686     0.969434
50423.00     0.720583     2.129732     0.973032
50423.25     0.449109     2.082633     1.098604
50423.50     0.689865     1.591622     0.921092
50423.75     0.382385     2.204767     0.422750
50424.00     0.415808     2.339427     0.600888
50424.25    -0.128780     2.171682     0.968039
50424.50    -0.035204     1.322189     0.916976
50424.75    -0.450217     1.791952     0.585512
50425.00    -0.489525     1.863600     0.951322
50425.25    -0.899859     1.645601     1.340560
50425.50    -0.443717     0.900784     1.380279
50425.75    -0.444871     1.428697     1.021270
50426.00    -0.357559     1.550439     1.298049
50426.25    -0.453090     1.405695     1.663691
50426.50     0.115873     0.658624     1.647113
50426.75     0.053247     1.139786     1.284853
50427.00     0.447929     1.296629     1.479301
50427.25     0.366419     1.170297     1.811851
50427.50     0.680059     0.714420     1.747638
50427.75     0.894442     1.241573     1.267678
50428.00     1.197845     1.533208     1.412699
50428.25     0.851450     1.334190     1.607123
50428.50     1.169058     0.605859     1.569646
50428.75     1.095579     1.018847     1.067346
50429.00     1.053067     1.188657     1.221962
50429.25     0.722629     0.867586     1.587012
50429.50     1.190074     0.041791     1.633551
50429.75     1.088371     0.355414     1.215598
50430.00     1.362372     0.378429     1.353796
50430.25     0.915756     0.129114     1.682510
50430.50     1.112542    -0.503768     1.355278
50430.75     0.738016    -0.218594     0.852984
50431.00     0.515124     0.097017     0.791316
50431.25    -0.244205    -0.116009     1.087147
50431.50    -0.355328    -0.669602     0.613410
50431.75    -0.867553    -0.309580     0.213310
50432.00    -0.871983    -0.020769     0.206399
50432.25    -1.278037    -0.186842     0.496729
50432.50    -0.793604    -0.667963     0.266977
50432.75    -0.919791     0.016027    -0.285667
50433.00    -0.649885     0.372300    -0.258740
50433.25    -0.925878     0.403334    -0.171227
50433.50    -0.569486     0.167981    -0.453899
50433.75    -0.820389     0.848580    -0.986907
50434.00    -0.695427     1.064481    -0.749702
50434.25    -1.154600     1.039324    -0.373013
50434.50    -0.759764     0.397477    -0.260747
50434.75    -0.877242     0.931252    -0.707581
50435.00    -0.573555     1.062720    -0.360849
50435.25    -0.630912     0.903962    -0.008079
50435.50     0.064348     0.367488    -0.083665
50435.75     0.234797     0.824290    -0.491535
50436.00     0.621489     0.988784    -0.222544
50436.25     0.445535     0.635117     0.215993
50436.50     1.059277     0.067275    -0.030130
50436.75     1.024184     0.556107    -0.517183
50437.00     1.247986     0.844295    -0.421234
50437.25     0.958088     0.735902    -0.123433
50437.50     1.533006     0.206206    -0.384107
50437.75     1.319635     0.851460    -0.912054
50438.00     1.309573     1.044151    -0.779836
50438.25     0.540961     0.993459    -0.280312
50438.50     0.961716     0.236964    -0.293749
50438.75     0.708293     0.729636    -0.437272
50439.00     0.926669     0.809248    -0.035705
50439.25     0.714354     0.614265     0.565954
50439.50     1.191484    -0.233429     0.657921
50439.75     1.114217     0.246820     0.402106
50440.00     1.241812     0.422545     0.542320
50440.25     0.841697     0.264102     0.842952
50440.50     0.944576    -0.480375     0.571567
50440.75     0.455499    -0.051468    -0.132095
50441.00     0.312318     0.044218    -0.060913
50441.25    -0.243526    -0.084979     0.050039
50441.50    -0.029457    -0.549929    -0.218294
50441.75    -0.060037     0.110158    -0.691115
50442.00     0.073580     0.593234    -0.547726
50442.25    -0.184762     0.521956    -0.164574
50442.50     0.111548     0.004126    -0.083122
50442.75    -0.019138     0.701893    -0.313411
50443.00    -0.063260     1.110015     0.086315
50443.25    -0.368685     1.065348     0.653028
50443.50     0.021419     0.525027     0.717993
50443.75    -0.267222     1.035673     0.494133
50444.00    -0.242829     1.263811     0.695804
50444.25    -0.625316     1.166263     0.999994
50444.50    -0.561466     0.687420     0.604289
50444.75    -0.830851     1.168079     0.010834
50445.00    -0.832089     1.443866    -0.028304
50445.25    -1.199731     1.391906     0.107835
50445.50    -0.882994     0.847381    -0.242638
50445.75    -0.916494     1.281789    -0.720135
50446.00    -0.770378     1.374950    -0.625260
50446.25    -1.033797     1.087072    -0.228302
50446.50    -0.738270     0.652506    -0.448956
50446.75    -0.873784     1.137834    -0.758733
50447.00    -0.962139     1.503168    -0.638869
50447.25    -1.414676     1.311593    -0.285304
50447.50    -1.504855     0.943339    -0.427594
50447.75    -1.751514     1.380905    -0.739479
50448.00    -1.699024     1.722416    -0.392062
50448.25    -1.851723     1.652644     0.107662
50448.50    -1.447542     1.310862     0.018426
50448.75    -1.196896     1.789360    -0.331754
50449.00    -0.822275     1.947722    -0.015313
50449.25    -0.679581     1.794527     0.492868
50449.50    -0.007815     1.365874     0.447719
50449.75     0.208928     1.975257     0.190080
50450.00     0.308432     2.308807     0.294647
50450.25     0.098645     2.178414     0.531706
50450.50     0.441235     1.584670     0.217155
50450.75     0.468791     2.036303    -0.282201
50451.00     0.783336     2.201221    -0.270418
50451.25     0.607633     1.953224    -0.067532
50451.50     0.863488     1.383724    -0.366117
50451.75     0.740860     1.707513    -1.043575
50452.00     0.712402     1.860423    -0.871127
50452.25     0.124553     1.681186    -0.556144
50452.50     0.315065     1.109918    -0.812081
50452.75     0.006590     1.523341    -1.376576
50453.00    -0.009985     1.754935    -1.267198
50453.25    -0.554925     1.653701    -0.889450
50453.50    -0.199717     1.206262    -1.154122
50453.75    -0.492849     1.688264    -1.489951
50454.00    -0.603895     2.012705    -1.249307
50454.25    -1.115447     1.864122    -0.743274
50454.50    -0.850577     1.374832    -0.824637
50454.75    -0.970056     1.872974    -1.142944
50455.00    -1.012566     2.061319    -0.810013
50455.25    -1.315229     1.811101    -0.468489
50455.50    -1.142055     1.180368    -0.665905
50455.75    -1.257237     1.559838    -1.078067
50456.00    -1.087407     1.536236    -0.755131
50456.25    -1.518728     1.389735    -0.381989
50456.50    -1.192480     0.637515    -0.498822
50456.75    -1.233927     0.947956    -0.742032
50457.00    -1.136665     1.247165    -0.325063
50457.25    -1.230303     1.069944     0.058674
50457.50    -0.673261     0.702049    -0.023632
50457.75    -0.443153     1.170885    -0.432371
50458.00    -0.544170     1.665176    -0.178431
50458.25    -0.880655     1.671026     0.115707
50458.50    -0.516078     1.269808     0.054633
50458.75    -0.564991     1.813169    -0.268070
50459.00    -0.711509     2.153271     0.049285
50459.25    -0.929255     1.838673     0.341404
50459.50    -0.813352     1.254831     0.196880
50459.75    -0.880239     1.573222    -0.118890
50460.00    -0.868782     1.677788     0.254554
50460.25    -1.172956     1.472439     0.509531
50460.50    -0.762415     0.835374     0.538257
50460.75    -0.606810     1.188764     0.119824
50461.00    -0.199678     1.163311     0.472990
50461.25    -0.246932     0.823797     0.749019
50461.50     0.233067     0.208123     0.811488
50461.75     0.600560     0.494620     0.304949
50462.00     0.842918     0.786458     0.449736
50462.25     0.823082     0.517239     0.713498
50462.50     1.330478    -0.106781     0.498056
50462.75     1.239542     0.325093     0.006824
50463.00     1.156279     0.624899     0.235496
50463.25     0.817541     0.300780     0.449018
50463.50     1.045953    -0.165899     0.250688
50463.75     1.121127     0.123561    -0.309927
50464.00     1.247883     0.417311    -0.143235
50464.25     1.128246     0.006149     0.187761
50464.50     1.746751    -0.529118     0.029750
50464.75     1.876220    -0.245152    -0.283332
50465.00     2.072992     0.052570     0.088813
50465.25     2.020722    -0.187907     0.460171
50465.50     2.623988    -0.545343     0.341224
50465.75     2.824432    -0.064244    -0.086508
50466.00     3.020100     0.366075     0.265270
50466.25     2.883407     0.314126     0.590297
50466.50     3.433235    -0.118306     0.376571
50466.75     3.367042     0.306200    -0.028646
50467.00     3.447944     0.537585     0.079613
50467.25     2.897997     0.461001     0.601343
50467.50     3.097827     0.154158     0.400533
50467.75     2.821872     0.791227    -0.100612
50468.00     2.442998     1.143980     0.033852
50468.25     1.776894     1.085262     0.349047
50468.50     1.820063     0.717349     0.249859
50468.75     1.510696     1.253738    -0.103653
50469.00     1.331470     1.486738     0.140635
50469.25     0.787996     1.311210     0.560978
50469.50     0.722699     0.717007     0.470016
50469.75     0.560548     1.014225     0.054430
50470.00     0.687624     1.240817     0.444020
50470.25     0.430364     1.004079     0.745475
50470.50     1.056811     0.457980     0.576662
50470.75     1.231846     0.653092     0.151787
50471.00     1.418719     0.733061     0.350521
50471.25     1.210136     0.467964     0.706120
50471.50     1.450076    -0.161055     0.621663
50471.75     1.358347    -0.004182     0.235683
50472.00     1.245175     0.136563     0.452351
50472.25     0.737810    -0.198664     0.662311
50472.50     1.030132    -0.834056     0.553000
50472.75     0.883367    -0.448806     0.152971
50473.00     0.770063    -0.061881     0.256465
50473.25     0.436741    -0.136772     0.577877
50473.50     0.540401    -0.452667     0.380665
50473.75     0.444611     0.014431    -0.029141
50474.00     0.296384     0.486426     0.253142
50474.25    -0.247218     0.352341     0.599821
50474.50    -0.328288     0.027421     0.549990
50474.75    -0.733566     0.342004     0.029037
50475.00    -0.999417     0.223714     0.482817
50475.25    -1.597056    -0.015213     0.832210
50475.50    -1.300058    -0.558000     0.584288
50475.75    -1.155463    -0.292978     0.221729
50476.00    -1.010604     0.000040     0.457551
50476.25    -1.069273    -0.301374     0.727250
50476.50    -0.621855    -0.852603     0.593354
50476.75    -0.519693    -0.466568     0.118303
50477.00    -0.565598    -0.015539     0.310924
50477.25    -0.852330    -0.305347     0.710975
50477.50    -0.536302    -0.934185     0.808299
50477.75    -0.671425    -0.623821     0.606517
50478.00    -0.635276    -0.188532     1.077280
50478.25    -0.714629    -0.284073     1.697950
50478.50     0.028488    -0.605245     1.532729
50478.75     0.624537    -0.124213     0.923468
50479.00     1.013687     0.310108     0.891817
50479.25     0.896699     0.309121     1.074244
50479.50     1.424873    -0.166983     0.845846
50479.75     1.554784     0.448752     0.311102
50480.00     1.429319     0.909338     0.362068
50480.25     0.918814     0.923213     0.751231
50480.50     1.130306     0.535745     0.575224
50480.75     0.929728     0.900725     0.140027
50481.00     0.842242     0.938236     0.454162
50481.25     0.413054     0.576386     1.045856
50481.50     0.552041    -0.038251     1.069773
50481.75     0.251371     0.272687     0.698216
50482.00     0.211464     0.433377     0.872685
50482.25    -0.208608     0.220630     1.157771
50482.50    -0.067765    -0.355673     1.036759
50482.75    -0.019399     0.098276     0.496510
50483.00     0.081740     0.323865     0.714634
50483.25    -0.155750     0.112476     1.066641
50483.50     0.598531    -0.611196     1.007937
50483.75     0.962720    -0.265324     0.580695
50484.00     1.178209    -0.138114     0.838500
50484.25     1.030713    -0.394995     1.276981
50484.50     1.486725    -1.032336     1.252263
50484.75     1.365255    -0.586376     0.805138
50485.00     1.263983    -0.329888     1.081187
50485.25     0.827922    -0.477276     1.561092
50485.50     0.933757    -1.005374     1.516850
50485.75     0.710511    -0.626355     1.087910
50486.00     0.644158    -0.177231     1.274567
50486.25     0.186590    -0.301313     1.580924
50486.50     0.477800    -0.873381     1.450744
50486.75     0.628940    -0.609659     0.983371
50487.00     0.784211    -0.313864     1.097659
50487.25     0.442237    -0.623750     1.372680
50487.50     0.710233    -1.094157     1.106563
50487.75     0.570304    -0.780808     0.456443
50488.00     0.255710    -0.416577     0.617353
50488.25    -0.074464    -0.675575     0.835322
50488.50     0.213329    -1.198544     0.807289
50488.75     0.123602    -0.739159     0.224678
50489.00     0.219708    -0.408885     0.441817
50489.25     0.135552    -0.721277     0.785908
50489.50     0.546982    -1.331833     0.877962
50489.75     0.539454    -0.877189     0.655913
50490.00     0.598453    -0.423794     0.950826
50490.25     0.299204    -0.443996     1.260960
50490.50     0.666321    -0.883089     1.254622
50490.75     0.739819    -0.246623     0.705354
50491.00     0.782487     0.448979     1.018518
50491.25     0.528109     0.573615     1.190581
50491.50     0.802912     0.288370     1.109114
50491.75     0.801149     0.688603     0.303340
50492.00     0.617787     0.836221     0.517057
50492.25     0.007430     0.539180     0.682396
50492.50     0.296722    -0.335807     0.755096
50492.75     0.279198    -0.054126     0.202925
50493.00     0.233908     0.240469     0.247438
50493.25    -0.022505    -0.073505     0.333111
50493.50     0.305843    -0.804771     0.297520
50493.75     0.463137    -0.604057    -0.267976
50494.00     0.571408    -0.192731    -0.059655
50494.25     0.181836    -0.326709     0.247185
50494.50     0.318350    -0.706754     0.085953
50494.75     0.231848    -0.342393    -0.235726
50495.00     0.093953    -0.060371     0.076057
50495.25    -0.356304    -0.058011     0.690439
50495.50     0.102298    -0.537770     0.730041
50495.75     0.078231     0.044786     0.412361
50496.00     0.179380     0.370485     0.734198
50496.25    -0.023056     0.215822     1.265243
50496.50     0.433304    -0.296616     1.293883
50496.75     0.459298     0.409957     0.759523
50497.00     0.550503     0.871959     0.892566
50497.25     0.296016     0.697166     0.990986
50497.50     0.660103    -0.061341     0.784340
50497.75     0.451123     0.338039     0.261841
50498.00     0.411552     0.603197     0.517090
50498.25     0.005755     0.452575     0.830942
50498.50     0.231142    -0.054911     0.798742
50498.75     0.312333     0.509401     0.282340
50499.00     0.331647     1.004922     0.478430
50499.25    -0.312610     0.965944     0.881856
50499.50    -0.224149     0.409339     0.770254
50499.75    -0.413397     0.859492     0.201322
50500.00    -0.682033     1.310757     0.270984
50500.25    -1.053211     1.060959     0.594073
50500.50    -0.828849     0.448706     0.658544
50500.75    -0.914585     0.646192     0.185264
50501.00    -1.072981     0.797475     0.490097
50501.25    -1.552711     0.438760     0.989581
50501.50    -1.203775    -0.436633     1.129206
50501.75    -1.218462    -0.150865     0.711017
50502.00    -1.141404     0.010326     0.747781
50502.25    -1.534057    -0.444140     1.164674
50502.50    -1.185975    -1.099823     0.927606
50502.75    -1.215987    -0.684492     0.253616
50503.00    -1.179273    -0.327241     0.342945
50503.25    -1.500019    -0.307818     0.385654
50503.50    -0.949005    -0.785056     0.193516
50503.75    -0.672684    -0.146445    -0.309007
50504.00    -0.530462     0.541577    -0.151803
50504.25    -0.540610     0.518797     0.198502
50504.50     0.047036     0.254338     0.112440
50504.75     0.237370     0.882672    -0.402565
50505.00     0.329550     1.461367    -0.262665
50505.25     0.045494     1.399183     0.061171
50505.50     0.530548     0.726525     0.007674
50505.75     0.183234     1.429322    -0.358195
50506.00     0.000944     1.828955    -0.116754
50506.25    -0.492329     1.632570     0.340744
50506.50    -0.411594     1.125944     0.271678
50506.75    -0.751789     1.502903    -0.036328
50507.00    -0.982224     1.784081     0.337255
50507.25    -1.604691     1.441265     0.761081
50507.50    -1.476550     0.746439     0.725797
50507.75    -1.465241     0.916837     0.059648
50508.00    -1.335222     1.077093     0.274916
50508.25    -1.657354     0.863945     0.513147
50508.50    -1.137709     0.290608     0.263262
50508.75    -0.796893     0.891188    -0.458544
50509.00    -0.356402     1.173936    -0.245285
50509.25    -0.404447     1.093252    -0.061644
50509.50     0.128649     0.623303    -0.175060
50509.75     0.277652     1.064880    -0.711996
50510.00     0.161559     1.165406    -0.249794
50510.25    -0.297892     0.729107     0.214446
50510.50     0.028196     0.125879     0.225424
50510.75     0.023339     0.490266    -0.159969
50511.00     0.089348     0.687334     0.252171
50511.25    -0.199565     0.278769     0.673902
50511.50     0.116378    -0.352804     0.598275
50511.75     0.038574    -0.069830     0.052752
50512.00    -0.051491     0.154584     0.350139
50512.25    -0.674058    -0.158636     0.625715
50512.50    -0.396644    -0.670180     0.371650
50512.75    -0.518648    -0.118919    -0.351162
50513.00    -0.569873     0.200989    -0.048767
50513.25    -1.230962     0.170905     0.281455
50513.50    -0.948164    -0.144231     0.113808
50513.75    -1.086168     0.683569    -0.554951
50514.00    -1.293567     1.096969    -0.154430
50514.25    -1.877607     1.023783     0.218487
50514.50    -1.610735     0.426810     0.149799
50514.75    -1.913134     0.981276    -0.282022
50515.00    -2.089214     1.233182     0.098682
50515.25    -2.382848     0.987944     0.556050
50515.50    -1.938284     0.319801     0.607105
50515.75    -1.761848     0.675666     0.003138
50516.00    -1.831680     0.799822     0.179759
50516.25    -2.435079     0.456134     0.489138
50516.50    -2.100957    -0.097084     0.369640
50516.75    -1.905449     0.493014    -0.347671
50517.00    -1.785628     0.756285    -0.284269
50517.25    -1.932860     0.520997    -0.107297
50517.50    -1.567165    -0.027928    -0.304044
50517.75    -1.687243     0.482925    -0.987325
50518.00    -2.095389     0.743210    -0.593362
50518.25    -2.555759     0.375961    -0.280581
50518.50    -2.531178    -0.297168    -0.281380
50518.75    -2.877546    -0.029517    -0.861398
50519.00    -3.129130     0.044168    -0.322840
50519.25    -3.622068    -0.390558    -0.017360
50519.50    -3.376716    -1.044222    -0.077283
50519.75    -3.458992    -0.693837    -0.824992
50520.00    -3.424227    -0.669138    -0.611388
50520.25    -3.391343    -1.121014    -0.393192
50520.50    -2.687200    -1.753215    -0.481362
50520.75    -2.211582    -1.371018    -1.082028
50521.00    -1.925310    -1.134229    -0.878668
50521.25    -1.870335    -1.404109    -0.555530
50521.50    -1.301896    -1.768120    -0.684594
50521.75    -1.036238    -0.968548    -1.390861
50522.00    -0.884005    -0.533414    -0.880928
50522.25    -1.047872    -0.498620    -0.558642
50522.50    -0.598610    -0.792791    -0.708113
50522.75    -0.557667     0.013238    -1.239241
50523.00    -0.672208     0.412803    -0.838665
50523.25    -1.067694     0.402004    -0.471909
50523.50    -0.831901    -0.066622    -0.691045
50523.75    -1.041965     0.506160    -1.222256
50524.00    -1.232959     0.786353    -1.038250
50524.25    -1.499071     0.537619    -0.568677
50524.50    -1.074334    -0.131914    -0.634764
50524.75    -1.167221     0.294722    -1.094659
50525.00    -1.157592     0.420904    -0.776564
50525.25    -1.383197     0.062467    -0.330774
50525.50    -0.875157    -0.612431    -0.458600
50525.75    -0.597641    -0.150738    -1.025164
50526.00    -0.347522    -0.015901    -0.752048
50526.25    -0.620579    -0.274100    -0.446389
50526.50    -0.150157    -0.799316    -0.639847
50526.75    -0.147455    -0.303942    -1.151452
50527.00    -0.241497    -0.002790    -0.870051
50527.25    -0.699492    -0.001069    -0.470069
50527.50    -0.277712    -0.378947    -0.610694
50527.75    -0.200021     0.243245    -1.273812
50528.00    -0.305918     0.638931    -0.935349
50528.25    -0.646565     0.578756    -0.533865
50528.50    -0.169818     0.091413    -0.785632
50528.75    -0.092729     0.548803    -1.242435
50529.00    -0.146716     0.773735    -0.927871
50529.25    -0.397042     0.425222    -0.581986
50529.50    -0.023987    -0.160781    -0.736003
50529.75     0.045100     0.183012    -1.251590
50530.00     0.210638     0.236565    -0.759212
50530.25     0.082349    -0.127934    -0.357381
50530.50     0.706974    -0.747476    -0.482637
50530.75     0.730599    -0.155980    -1.067656
50531.00     0.763462     0.055061    -0.854003
50531.25     0.412822    -0.212803    -0.588797
50531.50     0.645649    -0.568850    -0.799621
50531.75     0.510167     0.082742    -1.356432
50532.00     0.413952     0.433579    -0.967602
50532.25     0.165574     0.247590    -0.656936
50532.50     0.611804    -0.120982    -0.651244
50532.75     0.798752     0.486622    -1.324133
50533.00     0.923031     0.916063    -0.875047
50533.25     0.540735     0.921992    -0.491938
50533.50     1.066689     0.461966    -0.658417
50533.75     1.066594     1.072047    -1.085472
50534.00     1.048183     1.264538    -0.599760
50534.25     0.885055     0.965199    -0.279182
50534.50     1.260102     0.323822    -0.452432
50534.75     1.233931     0.594071    -1.068531
50535.00     1.151752     0.623147    -0.834970
50535.25     0.832655     0.263473    -0.629142
50535.50     1.145036    -0.194382    -0.860804
50535.75     1.133688     0.275151    -1.535266
50536.00     0.886749     0.692491    -1.362871
50536.25     0.596606     0.291792    -0.998529
50536.50     0.757260    -0.130783    -1.273416
50536.75     0.610303     0.162803    -1.709187
50537.00     0.358018     0.419082    -1.239390
50537.25     0.006293     0.115511    -0.839531
50537.50     0.397244    -0.364500    -0.804401
50537.75     0.561293    -0.049787    -1.171395
50538.00     0.539182     0.114964    -0.630771
50538.25     0.235512    -0.158485    -0.167127
50538.50     0.668975    -0.871494    -0.251118
50538.75     0.690093    -0.546219    -0.801956
50539.00     0.662839    -0.386198    -0.508442
50539.25     0.319665    -0.742889    -0.247391
50539.50     0.668486    -1.384510    -0.425782
50539.75     0.778451    -1.003918    -0.870056
50540.00     0.986900    -0.962234    -0.425644
50540.25     1.009433    -1.354664     0.101646
50540.50     1.789921    -1.807794     0.040405
50540.75     2.079806    -1.202692    -0.365200
50541.00     2.338524    -0.893623     0.026508
50541.25     2.266740    -0.990255     0.318749
50541.50     2.792990    -1.462708     0.048466
50541.75     2.851800    -0.756284    -0.443633
50542.00     3.004369    -0.476044    -0.103258
50542.25     2.515934    -0.584563     0.381905
50542.50     2.646088    -1.149559     0.388752
50542.75     2.438181    -0.646206    -0.069312
50543.00     2.016390    -0.219104     0.265901
50543.25     1.413951    -0.386137     0.649533
50543.50     1.671870    -0.912071     0.536075
50543.75     1.536414    -0.348839    -0.058072
50544.00     1.253478    -0.046938     0.132456
50544.25     0.596658    -0.231445     0.490156
50544.50     0.779190    -0.828362     0.325052
50544.75     0.366812    -0.357039    -0.325021
50545.00     0.110815    -0.204421    -0.031752
50545.25    -0.532842    -0.273718     0.330347
50545.50    -0.299389    -0.928828     0.059060
50545.75    -0.463849    -0.469460    -0.677273
50546.00    -0.710173    -0.290542    -0.371638
50546.25    -1.304028    -0.452446    -0.039584
50546.50    -0.984228    -0.845849    -0.265513
50546.75    -0.983565    -0.301700    -0.776795
50547.00    -1.088671    -0.065192    -0.422023
50547.25    -1.481736    -0.423554     0.098453
50547.50    -1.204918    -0.938205     0.061961
50547.75    -1.352804    -0.379369    -0.440597
50548.00    -1.560157    -0.051394    -0.181314
50548.25    -1.743717    -0.268510     0.051995
50548.50    -1.092354    -1.042829     0.011884
50548.75    -0.834911    -0.603710    -0.495898
50549.00    -0.650500    -0.417305    -0.049643
50549.25    -0.683374    -0.724592     0.060238
50549.50    -0.216482    -1.249687    -0.202921
50549.75    -0.082881    -0.639558    -0.968392
50550.00    -0.355098    -0.306643    -0.710618
50550.25    -0.852599    -0.270073    -0.462571
50550.50    -0.649400    -0.552162    -0.830945
50550.75    -0.934324     0.452931    -1.432851
50551.00    -1.245181     1.183020    -1.236675
50551.25    -1.644968     1.362527    -0.919841
50551.50    -1.346531     1.086838    -0.951391
50551.75    -1.295584     1.801626    -1.486237
50552.00    -1.373626     2.143774    -1.024624
50552.25    -1.630890     2.004165    -0.550773
50552.50    -1.128430     1.252557    -0.610585
50552.75    -1.153338     1.548847    -1.008599
50553.00    -1.239010     1.659668    -0.540085
50553.25    -1.582483     1.284306     0.108229
50553.50    -1.147346     0.533283    -0.026059
50553.75    -1.096184     0.957739    -0.378450
50554.00    -1.040469     1.046168     0.003745
50554.25    -1.180020     0.684090     0.508472
50554.50    -0.377062     0.060629     0.264664
50554.75    -0.030259     0.692192    -0.437383
50555.00     0.135936     0.938879    -0.036361
50555.25     0.182791     0.676364     0.329176
50555.50     0.772501     0.077319     0.220462
50555.75     0.951311     0.659573    -0.335946
50556.00     1.035466     1.039051    -0.004513
50556.25     0.933490     0.907963     0.254098
50556.50     1.225146     0.388408     0.067411
50556.75     1.012151     1.096473    -0.546326
50557.00     1.073498     1.336873    -0.512329
50557.25     0.548472     1.287864    -0.343818
50557.50     0.894715     0.755584    -0.418706
50557.75     0.837864     1.222090    -0.922663
50558.00     0.817464     1.287966    -0.585818
50558.25     0.286572     1.090291    -0.084508
50558.50     0.901634     0.533683    -0.192026
50558.75     0.782481     1.049613    -0.849425
50559.00     0.710379     1.226735    -0.742597
50559.25     0.188850     1.051173    -0.461657
50559.50     0.570917     0.457618    -0.668615
50559.75     0.333086     0.996947    -1.400137
50560.00     0.264094     1.270792    -1.278291
50560.25    -0.243939     1.095817    -1.055748
50560.50     0.059169     0.651498    -1.242677
50560.75    -0.204742     1.142562    -1.773153
50561.00    -0.351833     1.476104    -1.495182
50561.25    -0.895036     1.456544    -1.097366
50561.50    -0.437211     0.975299    -1.110209
50561.75    -0.502377     1.472990    -1.528069
50562.00    -0.529637     1.563961    -1.184181
50562.25    -0.802193     1.243509    -0.549401
50562.50    -0.075649     0.418886    -0.586466
50562.75     0.145780     0.648594    -0.861378
50563.00     0.330090     0.573870    -0.523726
50563.25     0.138992     0.127188    -0.044883
50563.50     0.666320    -0.634368    -0.280899
50563.75     0.672540    -0.282194    -0.690362
50564.00     0.704557    -0.014478    -0.463289
50564.25     0.319281    -0.235168    -0.014452
50564.50     0.970940    -0.837538    -0.073723
50564.75     1.070166    -0.264703    -0.420183
50565.00     1.315016     0.072132    -0.011018
50565.25     1.079653    -0.011678     0.443215
50565.50     1.703503    -0.473809     0.269379
50565.75     1.864203     0.094116    -0.143977
50566.00     1.743795     0.444020     0.242549
50566.25     1.462686     0.237179     0.677250
50566.50     2.098454    -0.205087     0.488809
50566.75     2.191248     0.287116    -0.171877
50567.00     2.303440     0.400552     0.161822
50567.25     1.961360     0.212861     0.412959
50567.50     2.556484    -0.450300     0.212479
50567.75     2.443843     0.051669    -0.416322
50568.00     2.210633     0.445581    -0.249384
50568.25     1.682540     0.298190     0.066140
50568.50     1.867910    -0.300019     0.027387
50568.75     1.694650     0.314985    -0.493888
50569.00     1.564004     0.686331    -0.309274
50569.25     0.932932     0.669022     0.049172
50569.50     1.312567     0.112275    -0.140227
50569.75     1.306951     0.394466    -0.642048
50570.00     1.000806     0.499830    -0.194638
50570.25     0.536162    -0.000672     0.430794
50570.50     0.982221    -0.801147     0.356846
50570.75     0.961236    -0.585446    -0.021007
50571.00     1.125490    -0.732261     0.322265
50571.25     1.009678    -1.384843     0.702989
50571.50     1.461227    -2.183784     0.736617
50571.75     1.425056    -1.718139     0.042415
50572.00     1.301750    -1.419347     0.302730
50572.25     1.119027    -1.663724     0.590169
50572.50     1.574608    -2.170401     0.291165
50572.75     1.397371    -1.562387    -0.428048
50573.00     1.311864    -1.178057    -0.256749
50573.25     0.735074    -1.092366     0.052601
50573.50     1.141519    -1.534428    -0.269535
50573.75     0.983752    -0.903438    -0.846708
50574.00     0.995101    -0.486211    -0.607227
50574.25     0.607246    -0.405431    -0.129549
50574.50     1.201599    -0.912872    -0.210276
50574.75     1.035336    -0.306118    -0.780122
50575.00     0.872878    -0.217666    -0.414716
50575.25     0.496509    -0.439145     0.180049
50575.50     0.831536    -0.949765     0.148066
50575.75     0.615385    -0.487919    -0.340482
50576.00     0.352873    -0.214228     0.088990
50576.25    -0.146059    -0.474933     0.457385
50576.50    -0.085832    -1.077267     0.284714
50576.75    -0.298717    -0.784135    -0.222178
50577.00    -0.618411    -0.766067     0.137690
50577.25    -1.032725    -1.152473     0.458026
50577.50    -0.837553    -1.727634     0.265659
50577.75    -0.895557    -1.394811    -0.326126
50578.00    -1.224653    -1.249865    -0.023532
50578.25    -1.562898    -1.541342     0.231110
50578.50    -1.105534    -1.946297     0.010613
