-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
blyt        49718.000    1995     1     1     0
blyt        52274.750    2001    12    31    18
blyt     -2223206.565 -4830299.786  3510587.672
50446.50    -0.933559     0.523558    -1.957889
50446.75    -1.058303     0.933334    -3.275278
50447.00    -1.123558     0.931696    -1.885001
50447.25    -1.445396     0.903949    -1.969665
50447.50    -1.489056     0.660109    -1.590971
50447.75    -1.653110     1.031230    -2.899237
50448.00    -1.664363     1.109615    -1.201616
50448.25    -1.807537     1.160140    -1.928937
50448.50    -1.500124     0.907483    -1.267464
50448.75    -1.272288     1.275284    -2.862937
50449.00    -0.993981     1.207919    -1.434886
50449.25    -0.920216     1.197539    -1.660154
50449.50    -0.471811     0.845698    -0.462277
50449.75    -0.394690     1.097593    -0.967179
50450.00    -0.391758     0.998914     1.246232
50450.25    -0.529575     0.932293     0.716442
50450.50    -0.315322     0.601287     1.299904
50450.75    -0.275441     0.865706     0.167132
50451.00     0.005322     0.715426     1.955438
50451.25    -0.229382     0.679214     1.607919
50451.50    -0.046951     0.320189     2.294700
50451.75    -0.086826     0.426955     0.809157
50452.00     0.049387     0.338167     1.732077
50452.25    -0.297207     0.349458     0.984268
50452.50     0.010211     0.134249     0.491281
50452.75    -0.257378     0.499391    -1.572078
50453.00    -0.208368     0.544827    -0.735526
50453.25    -0.742782     0.590641    -0.775809
50453.50    -0.458943     0.320191    -0.252781
50453.75    -0.677778     0.610715    -1.262813
50454.00    -0.733998     0.659664    -0.309242
50454.25    -1.002851     0.699182    -0.387395
50454.50    -0.675526     0.449964    -0.653245
50454.75    -0.711976     0.767931    -1.905744
50455.00    -0.769079     0.763960    -1.276469
50455.25    -0.967819     0.820134    -2.211702
50455.50    -0.858754     0.547495    -2.502059
50455.75    -0.987355     0.775428    -3.980980
50456.00    -0.880677     0.618815    -2.428760
50456.25    -1.212243     0.662487    -3.112414
50456.50    -0.885777     0.189160    -2.653560
50456.75    -0.922705     0.377661    -3.906053
50457.00    -0.890897     0.430629    -2.544527
50457.25    -0.986723     0.430630    -3.148868
50457.50    -0.538038     0.201240    -2.610303
50457.75    -0.371776     0.439497    -3.837058
50458.00    -0.466216     0.473200    -2.185676
50458.25    -0.772604     0.510676    -2.146547
50458.50    -0.486669     0.199078    -0.953842
50458.75    -0.586924     0.584968    -1.519223
50459.00    -0.740857     0.616877     0.546712
50459.25    -0.947747     0.632660     0.470320
50459.50    -0.836660     0.348878     0.911289
50459.75    -1.010792     0.635861     0.371526
50460.00    -1.036517     0.620156     2.027472
50460.25    -1.323042     0.728127     1.330883
50460.50    -0.936052     0.509545     1.607661
50460.75    -0.837913     0.905249     0.568788
50461.00    -0.521803     0.846217     2.246693
50461.25    -0.601092     0.865551     2.074058
50461.50    -0.253149     0.510809     2.803967
50461.75     0.028920     0.723082     1.579239
50462.00     0.192052     0.661939     2.285818
50462.25     0.176662     0.565118     1.130312
50462.50     0.674883     0.080164     1.525893
50462.75     0.681011     0.276097    -0.551179
50463.00     0.740042     0.201837    -0.071426
50463.25     0.596396     0.111830    -1.374061
50463.50     0.813949    -0.173419    -1.286387
50463.75     0.977948     0.085079    -3.035034
50464.00     1.148598     0.121826    -1.930510
50464.25     1.140681     0.132847    -2.762372
50464.50     1.691369    -0.070142    -2.459948
50464.75     1.772641     0.261919    -3.735357
50465.00     1.990356     0.246015    -2.201668
50465.25     1.941166     0.253133    -2.583670
50465.50     2.388955     0.043722    -2.280690
50465.75     2.524553     0.432827    -3.919570
50466.00     2.658150     0.516469    -2.479783
50466.25     2.466240     0.584427    -2.667848
50466.50     2.837516     0.299605    -1.982485
50466.75     2.758354     0.549509    -2.696069
50467.00     2.857368     0.477966    -0.786700
50467.25     2.328921     0.479251    -0.794680
50467.50     2.418411     0.238227    -0.144238
50467.75     2.098395     0.654957    -1.248515
50468.00     1.755156     0.602592     0.556475
50468.25     1.109032     0.696549    -0.133411
50468.50     1.075429     0.397096     0.550319
50468.75     0.706112     0.742858    -0.811741
50469.00     0.570783     0.616025     0.693401
50469.25     0.157723     0.585601     0.143210
50469.50     0.098735     0.270438     0.347275
50469.75     0.014346     0.457646    -0.944517
50470.00     0.157437     0.407386     0.706490
50470.25    -0.008874     0.401145    -0.144797
50470.50     0.510049     0.133999     0.587020
50470.75     0.657284     0.385775    -0.478086
50471.00     0.811613     0.341074     0.528944
50471.25     0.657859     0.286786     0.231657
50471.50     0.870245    -0.061221     0.552936
50471.75     0.843083     0.069769    -0.536522
50472.00     0.909339    -0.057651     0.225420
50472.25     0.552585    -0.138156    -0.719259
50472.50     0.847024    -0.471693    -0.379360
50472.75     0.815699    -0.191195    -1.774423
50473.00     0.722428    -0.105812    -0.478294
50473.25     0.337207     0.053838    -1.042064
50473.50     0.245112    -0.066001    -0.148516
50473.75    -0.061151     0.297530    -1.039675
50474.00    -0.239699     0.346891     0.432400
50474.25    -0.727116     0.322862     0.417051
50474.50    -0.781079     0.130901     0.920192
50474.75    -0.997930     0.314139    -0.406662
50475.00    -1.026794     0.116692     0.388186
50475.25    -1.317390     0.119548    -1.394155
50475.50    -0.954811    -0.080610    -1.969317
50475.75    -0.675891     0.294631    -4.037158
50476.00    -0.483388     0.446899    -3.464926
50476.25    -0.536924     0.528864    -4.488879
50476.50    -0.287484     0.259857    -4.052163
50476.75    -0.143426     0.504501    -5.049657
50477.00    -0.177838     0.418779    -3.080102
50477.25    -0.409104     0.335105    -2.989177
50477.50    -0.063504    -0.034195    -2.193959
50477.75    -0.158684     0.250246    -3.550852
50478.00    -0.257068     0.290057    -1.559131
50478.25    -0.382439     0.386932    -1.983875
50478.50     0.101064     0.137363    -1.387172
50478.75     0.380349     0.366659    -2.058526
50479.00     0.684845     0.262493     0.035213
50479.25     0.436574     0.310010    -0.375492
50479.50     0.829090    -0.028673     0.111102
50479.75     0.816781     0.287488    -0.499636
50480.00     0.736805     0.315556     0.690629
50480.25     0.316394     0.330642     0.748237
50480.50     0.550992     0.110036     1.012974
50480.75     0.443257     0.390249    -0.282469
50481.00     0.477118     0.355887     0.599553
50481.25     0.114001     0.330113     0.490007
50481.50     0.341730     0.007521     0.792821
50481.75     0.083259     0.280049    -0.753016
50482.00     0.142686     0.159343     0.561544
50482.25    -0.157158     0.183317    -0.504002
50482.50     0.074722    -0.100945    -0.668874
50482.75     0.117576     0.287935    -2.200261
50483.00     0.276803     0.261379    -0.694667
50483.25     0.091189     0.343276    -1.258747
50483.50     0.666482    -0.040475    -0.399856
50483.75     0.974678     0.175842    -0.859512
50484.00     1.146818     0.099771     0.475475
50484.25     1.052917     0.093571     0.312225
50484.50     1.402184    -0.238577     0.742206
50484.75     1.354200    -0.009638    -0.403253
50485.00     1.257192    -0.112648     0.907072
50485.25     0.875481    -0.133495     0.448975
50485.50     0.937502    -0.455368     0.380456
50485.75     0.777805    -0.195450    -1.257008
50486.00     0.761900    -0.103824    -0.263846
50486.25     0.373833     0.006258    -1.290179
50486.50     0.602758    -0.219262    -1.443695
50486.75     0.739119     0.073278    -2.785553
50487.00     0.867069     0.091395    -1.165325
50487.25     0.564447     0.054361    -1.205195
50487.50     0.751821    -0.260700    -0.093635
50487.75     0.605520    -0.015863    -1.278002
50488.00     0.295787    -0.043314    -0.074347
50488.25     0.095314    -0.131655    -0.618702
50488.50     0.329772    -0.451959    -0.807847
50488.75     0.347467    -0.041506    -2.960606
50489.00     0.412283     0.013334    -1.755126
50489.25     0.376611     0.073656    -2.211195
50489.50     0.699024    -0.252489    -1.325428
50489.75     0.624365     0.029178    -1.691054
50490.00     0.645677    -0.033466     0.160314
50490.25     0.399035    -0.027809     0.396303
50490.50     0.655867    -0.373002     1.495406
50490.75     0.663347    -0.105990     0.465900
50491.00     0.583508     0.098626     1.313052
50491.25     0.262014     0.315141     0.444817
50491.50     0.369261     0.140176     0.757642
50491.75     0.312039     0.413014    -0.471915
50492.00     0.252483     0.198968     1.394002
50492.25    -0.071339     0.081317     0.952866
50492.50     0.409483    -0.462415     1.196618
50492.75     0.535863    -0.183677    -1.194087
50493.00     0.487542    -0.037966    -1.249287
50493.25     0.324447     0.063780    -2.504668
50493.50     0.548152    -0.208957    -2.817481
50493.75     0.738311     0.027226    -4.436727
50494.00     0.812776     0.100463    -2.422947
50494.25     0.442876     0.180528    -3.149406
50494.50     0.575658    -0.011850    -2.894081
50494.75     0.531757     0.331167    -4.247520
50495.00     0.391762     0.378957    -2.725664
50495.25    -0.019162     0.591045    -2.990324
50495.50     0.299642     0.340904    -2.085223
50495.75     0.088314     0.743317    -2.917589
50496.00     0.021691     0.712964    -0.976913
50496.25    -0.261800     0.657194    -0.578508
50496.50    -0.016993     0.216727     1.086757
50496.75    -0.115665     0.486864     0.827611
50497.00    -0.066036     0.302544     3.172945
50497.25    -0.173486     0.232174     2.766697
50497.50     0.268839    -0.226599     2.813217
50497.75     0.236061     0.067724     0.397291
50498.00     0.198363     0.079428     1.091564
50498.25    -0.076438     0.221181    -0.456726
50498.50     0.037320    -0.061153     0.130675
50498.75     0.058299     0.285417    -1.044751
50499.00     0.008508     0.290233     0.801655
50499.25    -0.525024     0.287293     0.695048
50499.50    -0.393805    -0.126776     1.230248
50499.75    -0.426210     0.079018     0.103480
50500.00    -0.492752     0.107994     0.841478
50500.25    -0.720502     0.159288    -0.648557
50500.50    -0.541977    -0.049205    -1.125179
50500.75    -0.552316     0.252548    -3.165718
50501.00    -0.731290     0.296889    -1.790406
50501.25    -1.102521     0.310497    -1.953058
50501.50    -0.778751    -0.110618    -1.032947
50501.75    -0.803904     0.125931    -1.939110
50502.00    -0.688380     0.061781    -0.459926
50502.25    -0.963693     0.051008    -0.888172
50502.50    -0.633770    -0.287162    -0.661568
50502.75    -0.605701     0.074513    -2.541875
50503.00    -0.500860     0.095802    -1.268222
50503.25    -0.699934     0.287142    -2.472439
50503.50    -0.257865    -0.016033    -2.003498
50503.75    -0.168727     0.337056    -2.567789
50504.00    -0.216339     0.492095    -1.469348
50504.25    -0.308111     0.486600    -1.546636
50504.50     0.066422     0.083545    -0.177964
50504.75     0.130299     0.193050    -0.347230
50505.00     0.037494     0.239011     1.403596
50505.25    -0.359288     0.287515     1.329443
50505.50    -0.049595    -0.091131     3.105783
50505.75    -0.392961     0.286895     2.547160
50506.00    -0.684618     0.319612     4.072079
50506.25    -1.249977     0.303828     4.251001
50506.50    -1.326841     0.034371     5.762650
50506.75    -1.754813     0.250648     6.002744
50507.00    -1.916158     0.137291     7.544249
50507.25    -2.296262    -0.005033     7.179451
50507.50    -2.027037    -0.363860     6.488638
50507.75    -1.870226    -0.096781     3.964133
50508.00    -1.524579    -0.037368     3.352046
50508.25    -1.699956    -0.033559     1.713060
50508.50    -1.230357    -0.184105     0.399891
50508.75    -0.932841     0.255497    -1.839611
50509.00    -0.647033     0.438097    -1.205463
50509.25    -0.696049     0.488931    -1.820457
50509.50    -0.273292     0.313689    -1.551049
50509.75    -0.118608     0.472990    -1.715689
50510.00    -0.127126     0.332897    -0.022899
50510.25    -0.447912     0.109070     0.003661
50510.50    -0.123404    -0.220018     0.641573
50510.75    -0.188025     0.036411    -0.034844
50511.00    -0.003862    -0.010214     1.215081
50511.25    -0.196802    -0.124937     1.300465
50511.50     0.122159    -0.406241     0.831458
50511.75     0.161588    -0.110321    -1.639480
50512.00     0.210115    -0.055713    -0.648839
50512.25    -0.241828     0.014160    -2.376177
50512.50    -0.079434    -0.123296    -2.796367
50512.75    -0.210492     0.259805    -4.274021
50513.00    -0.265305     0.388695    -3.053736
50513.25    -0.864597     0.457679    -3.138000
50513.50    -0.733617     0.245852    -2.106426
50513.75    -0.964783     0.632579    -2.696838
50514.00    -1.179557     0.604363    -0.772152
50514.25    -1.689146     0.615700    -0.898582
50514.50    -1.521156     0.296288    -0.509797
50514.75    -1.795891     0.618346    -1.643246
50515.00    -1.939127     0.609180    -0.222722
50515.25    -2.203741     0.606456    -0.567286
50515.50    -1.746842     0.263454    -0.289676
50515.75    -1.582273     0.481196    -1.402257
50516.00    -1.571457     0.399681    -0.691823
50516.25    -1.953658     0.426721    -2.027517
50516.50    -1.647115     0.205415    -2.112727
50516.75    -1.545792     0.555324    -3.528456
50517.00    -1.413453     0.468929    -2.300487
50517.25    -1.532107     0.366993    -2.623047
50517.50    -1.197139    -0.003754    -2.250119
50517.75    -1.258062     0.184330    -2.796459
50518.00    -1.594705     0.181315    -0.939560
50518.25    -1.947777     0.126744    -1.033116
50518.50    -1.892421    -0.191269    -0.841955
50518.75    -2.130062     0.099113    -2.230740
50519.00    -2.319721    -0.035040    -0.824966
50519.25    -2.754588    -0.100582    -1.523322
50519.50    -2.498649    -0.456041    -1.172832
50519.75    -2.551387    -0.236904    -2.506943
50520.00    -2.414998    -0.402270    -1.704296
50520.25    -2.325816    -0.614037    -1.834912
50520.50    -1.681765    -0.934261    -1.667312
50520.75    -1.223986    -0.701496    -2.834823
50521.00    -0.983884    -0.690231    -1.364051
50521.25    -0.940561    -0.639788    -1.763670
50521.50    -0.614666    -0.736464    -1.528022
50521.75    -0.580540    -0.264247    -2.357902
50522.00    -0.579998    -0.228825    -0.213421
50522.25    -0.851034    -0.005590    -0.710454
50522.50    -0.624297    -0.153975     0.038610
50522.75    -0.698116     0.382753    -1.117260
50523.00    -0.901314     0.367568     0.830549
50523.25    -1.341913     0.461495     0.390175
50523.50    -1.178659     0.225822     0.446026
50523.75    -1.333147     0.490964    -1.073029
50524.00    -1.463209     0.388874     0.037706
50524.25    -1.598909     0.393724    -1.314807
50524.50    -1.094298     0.024187    -1.122466
50524.75    -1.035298     0.313961    -3.339137
50525.00    -0.860788     0.304684    -2.812897
50525.25    -0.852978     0.381765    -4.266044
50525.50    -0.350385     0.126705    -4.354761
50525.75    -0.066611     0.490723    -6.031252
50526.00     0.137427     0.425282    -4.236241
50526.25    -0.097835     0.441028    -5.059085
50526.50     0.299486     0.148586    -4.780859
50526.75     0.206142     0.350824    -5.331853
50527.00     0.076130     0.259886    -3.201883
50527.25    -0.437231     0.285295    -2.797344
50527.50    -0.161899     0.001230    -1.768919
50527.75    -0.210613     0.256561    -2.392324
50528.00    -0.349088     0.174096    -0.437427
50528.25    -0.665069     0.147226    -0.461488
50528.50    -0.248305    -0.120929    -0.111106
50528.75    -0.136816     0.145757    -1.262884
50529.00    -0.116617     0.091565     0.006180
50529.25    -0.300934     0.098247    -0.721319
50529.50    -0.014583    -0.154816    -0.503776
50529.75     0.084586     0.149708    -1.726436
50530.00     0.195027     0.032689    -0.168014
50530.25    -0.010410    -0.007734    -0.496946
50530.50     0.501551    -0.348238     0.325484
50530.75     0.457471    -0.090700    -0.401954
50531.00     0.492515    -0.218734     0.738410
50531.25     0.254213    -0.227359     0.033580
50531.50     0.515678    -0.480016     0.421439
50531.75     0.427964    -0.092112    -1.075667
50532.00     0.444911    -0.060080     0.165018
50532.25     0.309881     0.117839    -1.237615
50532.50     0.637214    -0.043178    -1.297569
50532.75     0.708775     0.335299    -2.616039
50533.00     0.652608     0.428523    -0.752038
50533.25     0.336952     0.561040    -1.609476
50533.50     0.672458     0.340489    -1.303250
50533.75     0.605718     0.554510    -1.472219
50534.00     0.451645     0.469163     0.427207
50534.25     0.227512     0.348572     0.408855
50534.50     0.546813    -0.017686     0.868483
50534.75     0.556284     0.095505    -0.140028
50535.00     0.560871    -0.071630     1.057250
50535.25     0.328499    -0.089638     0.452225
50535.50     0.570524    -0.311719     0.783249
50535.75     0.545973    -0.086224     0.196833
50536.00     0.412345    -0.090761     1.445426
50536.25     0.317369    -0.130739     0.705338
50536.50     0.545857    -0.283990     0.486235
50536.75     0.489483     0.008809    -1.167765
50537.00     0.232225     0.041210     0.593001
50537.25    -0.070546     0.175602    -0.603289
50537.50     0.175944    -0.045617    -0.298712
50537.75     0.282869     0.229218    -1.433110
50538.00     0.218755     0.132556     0.131439
50538.25    -0.077843     0.136134    -0.213198
50538.50     0.259258    -0.206410    -0.095825
50538.75     0.293587    -0.114813    -0.776518
50539.00     0.361616    -0.327745     0.873242
50539.25     0.163552    -0.437980     0.476114
50539.50     0.570864    -0.775689     0.730743
50539.75     0.719470    -0.543475     0.067523
50540.00     0.993886    -0.627040     1.455818
50540.25     1.164574    -0.693677     1.650836
50540.50     1.750592    -0.944616     2.803855
50540.75     1.871940    -0.511603     1.900098
50541.00     2.152682    -0.496446     2.718957
50541.25     2.001573    -0.473246     2.580852
50541.50     2.367713    -0.852532     3.651136
50541.75     2.296471    -0.620383     3.301612
50542.00     2.363004    -0.757605     4.741352
50542.25     1.947868    -0.772931     4.489179
50542.50     2.070304    -1.114487     4.684658
50542.75     1.805837    -0.888537     4.083387
50543.00     1.413942    -0.763172     4.879499
50543.25     0.987738    -0.673915     3.737903
50543.50     1.203258    -0.957001     3.636000
50543.75     1.152685    -0.622121     1.867476
50544.00     0.975563    -0.543783     2.634078
50544.25     0.450556    -0.406651     1.370713
50544.50     0.608325    -0.623544     0.901353
50544.75     0.282757    -0.226751    -1.083906
50545.00     0.137759    -0.270925     0.031118
50545.25    -0.414421    -0.153623    -0.628589
50545.50    -0.143977    -0.418835    -0.962985
50545.75    -0.227045    -0.150009    -2.298311
50546.00    -0.353512    -0.180680    -1.127662
50546.25    -0.814442    -0.057316    -1.963557
50546.50    -0.591836    -0.217097    -1.728486
50546.75    -0.603301     0.138960    -2.739049
50547.00    -0.729807     0.112226    -1.425839
50547.25    -1.151765     0.010343    -0.940788
50547.50    -0.966860    -0.304779    -0.060720
50547.75    -1.141193    -0.130416    -0.337106
50548.00    -1.224739    -0.243438     1.148571
50548.25    -1.302419    -0.251092     0.704257
50548.50    -0.713300    -0.662747     0.921542
50548.75    -0.480053    -0.475577     0.035592
50549.00    -0.272289    -0.466391     1.198480
50549.25    -0.288526    -0.483501     0.535169
50549.50     0.099087    -0.703576     0.188482
50549.75     0.195867    -0.399370    -0.954873
50550.00    -0.078890    -0.293550     0.020403
50550.25    -0.590745    -0.076876    -0.805109
50550.50    -0.499506    -0.321042    -0.475083
50550.75    -0.767090     0.164929    -1.762022
50551.00    -1.154941     0.368338    -0.288049
50551.25    -1.556548     0.627878    -0.980763
50551.50    -1.400922     0.497579    -0.638635
50551.75    -1.389071     0.871946    -1.684172
50552.00    -1.589846     0.898693    -0.078481
50552.25    -1.752573     0.966249    -0.556347
50552.50    -1.305641     0.619140    -0.454266
50552.75    -1.245082     0.833088    -1.710355
50553.00    -1.281853     0.758510    -0.326445
50553.25    -1.432377     0.711585    -0.935540
50553.50    -1.016251     0.441306    -1.112189
50553.75    -0.906511     0.701071    -2.196597
50554.00    -0.846854     0.630904    -0.844012
50554.25    -0.933215     0.623601    -1.556344
50554.50    -0.239090     0.335094    -1.236219
50554.75    -0.003202     0.675109    -2.133477
50555.00     0.128233     0.541307    -0.217358
50555.25     0.184767     0.511906    -0.690328
50555.50     0.710187     0.194429    -0.354940
50555.75     0.802967     0.490041    -1.138526
50556.00     0.819556     0.421890     0.797227
50556.25     0.681168     0.442046     0.299885
50556.50     0.946376     0.115896     0.692814
50556.75     0.739941     0.405006    -0.136413
50557.00     0.746595     0.299394     1.310875
50557.25     0.226404     0.405966     0.424275
50557.50     0.570827     0.145679     0.487882
50557.75     0.502180     0.402350    -0.422663
50558.00     0.542777     0.254698     1.127407
50558.25     0.102765     0.350447     0.450886
50558.50     0.639909     0.067955     0.717610
50558.75     0.525505     0.338183    -0.574529
50559.00     0.531613     0.191817     0.847529
50559.25     0.100960     0.188134     0.316212
50559.50     0.430471    -0.113317     0.681920
50559.75     0.248834     0.169548    -0.543983
50560.00     0.210417     0.097937     1.011020
50560.25    -0.128161     0.161391     0.216252
50560.50     0.133487    -0.036044     0.280933
50560.75    -0.084761     0.272727    -1.073497
50561.00    -0.283992     0.257302     0.805497
50561.25    -0.856638     0.373228     0.654302
50561.50    -0.559791     0.067535     1.661856
50561.75    -0.803846     0.253362     1.589125
50562.00    -0.761346    -0.037659     3.406781
50562.25    -0.924076    -0.101000     3.376166
50562.50    -0.113829    -0.548418     3.633454
50562.75     0.191342    -0.387454     3.213544
50563.00     0.474420    -0.362803     3.657958
50563.25     0.450834    -0.306334     2.095799
50563.50     0.974499    -0.636540     1.884787
50563.75     0.978420    -0.323549     0.273186
50564.00     1.045846    -0.202834     0.894940
50564.25     0.694585    -0.046109    -0.361707
50564.50     1.265830    -0.332587    -0.428793
50564.75     1.236277     0.031563    -1.258164
50565.00     1.341429    -0.000275     0.822089
50565.25     1.005407     0.076059     0.674151
50565.50     1.476272    -0.240012     1.240067
50565.75     1.412623    -0.012581     1.169733
50566.00     1.228158    -0.121555     2.645373
50566.25     0.933171    -0.242686     2.930839
50566.50     1.454464    -0.491092     3.137381
50566.75     1.504844    -0.220584     2.299426
50567.00     1.612994    -0.308120     3.598619
50567.25     1.274695    -0.263179     2.885461
50567.50     1.807334    -0.604056     3.020022
50567.75     1.781060    -0.369817     1.791640
50568.00     1.616154    -0.364545     2.853836
50568.25     1.235015    -0.313647     2.158376
50568.50     1.393486    -0.536951     2.252061
50568.75     1.220955    -0.205107     1.207562
50569.00     1.062005    -0.257418     2.997971
50569.25     0.456419    -0.187036     2.901592
50569.50     0.826359    -0.553723     3.384308
50569.75     0.890121    -0.416164     2.492120
50570.00     0.732269    -0.514180     3.798631
50570.25     0.480574    -0.543663     3.007307
50570.50     0.912436    -0.823884     2.899022
50570.75     0.941969    -0.529275     1.268246
50571.00     1.086414    -0.625841     2.378314
50571.25     1.095948    -0.651935     1.110248
50571.50     1.512462    -0.929683     0.984949
50571.75     1.514148    -0.605854    -0.316550
50572.00     1.377477    -0.643512     0.786004
50572.25     1.173444    -0.554596    -0.060201
50572.50     1.610939    -0.812037     0.054531
50572.75     1.409599    -0.482624    -1.354269
50573.00     1.297558    -0.547547     0.192910
50573.25     0.837863    -0.382447    -0.621464
50573.50     1.203726    -0.552638    -0.488313
50573.75     1.051568    -0.191277    -1.654978
50574.00     1.024511    -0.225783    -0.081042
50574.25     0.669787    -0.065967    -0.314372
50574.50     1.219682    -0.370045     0.420233
50574.75     1.028101    -0.026423    -0.661075
50575.00     0.891398    -0.220527     0.911019
50575.25     0.604706    -0.222496     0.930155
50575.50     0.953726    -0.496232     1.137152
50575.75     0.825674    -0.232621    -0.145988
50576.00     0.582969    -0.299641     1.304299
50576.25     0.205289    -0.292456     0.667683
50576.50     0.280459    -0.529546     0.526291
50576.75     0.118913    -0.268473    -1.100280
50577.00    -0.149733    -0.355542     0.014592
50577.25    -0.499702    -0.335781    -0.854914
50577.50    -0.299586    -0.543819    -1.322498
50577.75    -0.318776    -0.314813    -2.314072
50578.00    -0.618073    -0.392520    -1.270927
50578.25    -0.907261    -0.429325    -1.639436
50578.50    -0.487297    -0.675846    -1.348419
50578.75    -0.567061    -0.435172    -2.215444
50579.00    -0.788750    -0.495233    -0.431258
50579.25    -0.955745    -0.468287    -0.725421
50579.50    -0.603920    -0.635159    -0.587895
50579.75    -0.850864    -0.265745    -1.300011
50580.00    -1.042226    -0.267464     0.653978
50580.25    -1.289180    -0.169991     0.348699
50580.50    -0.987469    -0.406701     0.631481
50580.75    -1.031136    -0.084979     0.090271
50581.00    -1.100426    -0.118350     1.661112
50581.25    -1.199699    -0.127640     1.291501
50581.50    -0.613081    -0.426125     1.696032
50581.75    -0.568459    -0.212428     0.945362
50582.00    -0.635148    -0.267869     2.049350
50582.25    -0.653701    -0.233980     1.753193
50582.50    -0.100907    -0.391582     1.654340
50582.75    -0.167611    -0.017336     0.155325
50583.00    -0.113219    -0.064029     1.291020
50583.25    -0.293532    -0.064546     0.630222
50583.50     0.003925    -0.221366     0.200376
50583.75     0.003113     0.050910    -0.681760
50584.00    -0.021630    -0.086252     0.641638
50584.25    -0.397937    -0.065900    -0.207688
50584.50    -0.167183    -0.359336    -0.153436
50584.75    -0.187924    -0.159117    -1.193682
50585.00    -0.325033    -0.263576     0.457545
50585.25    -0.651849    -0.272837     0.150023
50585.50    -0.276281    -0.587493     0.795488
50585.75    -0.398279    -0.359955    -0.161963
50586.00    -0.569271    -0.448710     0.885518
50586.25    -0.952620    -0.433112     0.451625
50586.50    -0.657627    -0.726312     1.231991
50586.75    -0.744025    -0.408328    -0.128370
50587.00    -0.827165    -0.454672     0.900058
50587.25    -0.991642    -0.394583     0.186748
50587.50    -0.597403    -0.631840     0.647993
50587.75    -0.531096    -0.323052    -0.397887
50588.00    -0.399560    -0.326179     0.692397
50588.25    -0.610814    -0.214833    -0.264343
50588.50    -0.029750    -0.479432     0.014911
50588.75     0.015050    -0.189192    -1.256394
50589.00    -0.182349    -0.208339    -0.101294
50589.25    -0.538488    -0.098853    -0.903235
50589.50    -0.199060    -0.343608    -0.623428
50589.75    -0.284328    -0.033345    -1.578098
50590.00    -0.312688    -0.117915     0.082826
50590.25    -0.491451    -0.141473    -0.253230
50590.50    -0.253593    -0.369703    -0.121407
50590.75    -0.317261    -0.115578    -1.083816
50591.00    -0.495148    -0.216829     0.444186
50591.25    -0.768863    -0.190178    -0.108444
50591.50    -0.356612    -0.494447     0.307054
50591.75    -0.200884    -0.238428    -0.491011
50592.00    -0.363718    -0.359372     1.114817
50592.25    -0.676382    -0.423286     1.600200
50592.50    -0.433949    -0.734132     1.775687
50592.75    -0.412301    -0.621493     1.213708
50593.00    -0.608947    -0.711821     2.577957
50593.25    -0.856369    -0.702583     2.351561
50593.50    -0.617749    -0.859276     2.207387
50593.75    -0.654943    -0.606663     1.404708
50594.00    -0.779073    -0.637057     2.192351
50594.25    -0.937721    -0.561649     0.969906
50594.50    -0.487249    -0.737375     0.710766
50594.75    -0.305315    -0.427545    -1.042520
50595.00    -0.430948    -0.437929     0.056013
50595.25    -0.560882    -0.315516    -1.225795
50595.50    -0.174972    -0.589080    -0.693446
50595.75    -0.197188    -0.329247    -1.545634
50596.00    -0.435094    -0.349768    -0.243334
50596.25    -0.701293    -0.274960    -0.978541
50596.50    -0.718047    -0.418002    -0.648325
50596.75    -0.917610    -0.097420    -1.582751
50597.00    -1.199031    -0.128420     0.288160
50597.25    -1.520156    -0.007072    -0.096197
50597.50    -1.099439    -0.312974     0.419644
50597.75    -1.025781    -0.014805    -0.274434
50598.00    -1.097929    -0.094590     1.110786
50598.25    -1.444961    -0.013684     0.223677
50598.50    -0.906341    -0.251372     0.337763
50598.75    -0.935851     0.074331    -0.817309
50599.00    -0.973103     0.011323     0.549638
50599.25    -1.185279     0.052410    -0.257591
50599.50    -0.731419    -0.155348     0.199622
50599.75    -0.684155     0.141192    -0.631312
50600.00    -0.699674     0.051663     1.182682
50600.25    -0.827566     0.040214     1.054694
50600.50    -0.307472    -0.256179     1.813230
50600.75    -0.285268    -0.044607     1.564866
50601.00    -0.213034    -0.262809     3.304651
50601.25    -0.432820    -0.191013     3.094899
50601.50     0.044044    -0.397464     3.206387
50601.75     0.271401    -0.180954     2.507162
50602.00     0.468551    -0.267602     3.578300
50602.25     0.353033    -0.150861     2.528790
50602.50     0.635259    -0.306460     2.237691
50602.75     0.672897    -0.022126     1.038158
50603.00     0.523172    -0.000833     1.754954
50603.25     0.168466     0.054349     1.015747
50603.50     0.339404    -0.168660     1.322947
50603.75     0.204171     0.105632     0.363753
50604.00     0.115329    -0.018084     1.736823
50604.25    -0.243140    -0.043147     1.997173
50604.50     0.091276    -0.290470     2.477123
50604.75     0.121920    -0.105214     2.351511
50605.00     0.021589    -0.210949     4.182882
