Time,F-Scale,Location,County,State,Lat,Lon,Comments
2149,UNK,1 WSW DUNDEE,DELAWARE,IA,42.58,-91.55,ROOF BLOWN OFF A HOG BUILDING,CAUSED DAMAGE TO MACHINE SHED AND HOUSE. (DVN)
2150,UNK,WILLOW SPRINGS,HOWELL,MO,37,-91.97,NUMEROUS TREES DOWN. STRUCTURAL DAMAGE TO BUILDINGS. ROOFS DAMAGE TO BUILDINGS. (SGF)
2150,UNK,ARNOLD,JEFFERSON,MO,38.43,-90.37,LARGE TREE LIMBS DOWN. (LSX)
2155,UNK,NICHOLASVILLE,JESSAMINE,KY,37.88,-84.58,TREEST DOWN IN THE CITY AND COUNTY WIDE. (LMK)
2200,UNK,PENNINGTON GAP,LEE,VA,36.76,-83.03,FEW TREES DOWNED IN EXTREME NORTHERN PART OF COUNTY. (MRX)
2200,60,COLUMBIA,MONROE,IL,38.46,-90.23,52KT...60 MPH WIND GUST (LSX)
2200,UNK,OWENTON,OWEN,KY,38.54,-84.84,TREES DOWN ACROSS COUNTY (ILN)
2200,UNK,2 S FELICITY,CLERMONT,OH,38.81,-84.1,2 TREES DOWN ALONG SR 322 (ILN)
2200,UNK,RUSHVILLE,SCHUYLER,IL,40.12,-90.57,3 SMALL TREES DOWN. REPORTED BY SHERIFF. (ILX)
2200,UNK,BERKEY,LUCAS,OH,41.71,-83.83,TREES DOWN. (CLE)
2205,UNK,DANVILLE,YELL,AR,35.05,-93.39,TREES AND POWER LINES DOWN. (LIT)
2205,70,ST. LOUIS,ST. LOUIS CITY,MO,38.64,-90.24,SOUTH ST. LOUIS...JAMIESON AVENUE. (LSX)
2205,UNK,GREENVIEW,MENARD,IL,40.08,-89.74,PART OF ROOF TORN OFF HIGH SCHOOL. TREES DOWN ON POWER LINES. ESDA INDICATED DAMAGE WAS LIKELY STRAIGHT LINE WINDS. (ILX)
2210,UNK,4 SW DARDANELLE,YELL,AR,35.19,-93.22,TREES DOWN. (LIT)
2215,UNK,2 W VIOLA,FULTON,AR,36.4,-92.02,1 LARGE TREE DOWN. (LIT)
2215,UNK,WINONA,SHANNON,MO,37.02,-91.33,TREES DOWN IN ROADS. (SGF)
2215,60,HAZELWOOD,ST. LOUIS,MO,38.94,-89.17,(LSX)
2221,UNK,HAVANA,MASON,IL,40.3,-90.06,ROAD SIGN DOWN. MOTORCYCLES BLOWN OFF THE ROAD. REPORTED BY HAVANA POLICE. (ILX)
2223,UNK,5 NW CLOVERDALE,PUTNAM,IN,39.57,-86.87,TREES AND POWER LINES DOWN IN PUTNAMVILLE (IND)
2225,UNK,CALICO ROCK,IZARD,AR,36.13,-92.13,LARGE LIMB DOWN ON A POLICE CAR. (LIT)
2225,UNK,ROVER,OREGON,MO,36.72,-91.62,TREES DOWN ON HIGHWAY M. (SGF)
2225,60,FLORISSANT,ST. LOUIS,MO,38.8,-90.32,(STL)
2225,UNK,1 S ROSE HILL,JASPER,IL,39.09,-88.15,TREE DOWN. REPORTED BY SHERIFF. (ILX)
2226,UNK,WOOD RIVER,MADISON,IL,38.86,-90.08,TREE BRANCHES BLOWN DOWN (STL)
2229,97,SCOTT AFB,ST. CLAIR,IL,38.54,-89.85,SCOTT AFB...KBLV...PEAK WIND GUST OF 97 MPH AT 529 PM. (LSX)
2230,UNK,ATKINS,POPE,AR,35.24,-92.95,TREES AND POWER LINES DOWN. (LIT)
2230,UNK,TRENTON,CLINTON,IL,38.61,-89.68,ROOFS BLOWN OFF OF SEVERAL HOMES AND SHEDS. NUMEROUS TREES DOWN. TIME ESTIMATED (LSX)
2230,UNK,1 N MOUNT ORAB,BROWN,OH,39.04,-83.92,SEVERAL TREES AND POWERLINES DOWN (ILN)
2230,UNK,PEKIN,TAZEWELL,IL,40.57,-89.63,TREES,TREE LIMBS AND POWER POLES DOWN. TIME ESTIMATED. (ILX)
2230,60,PEORIA,PEORIA,IL,40.74,-89.61,MEASURED GUST REPORTED BY SWOP OBSERVER. (ILX)
2235,UNK,LEXINGTON,FAYETTE,KY,38.04,-84.46,GUST TO 58 MPH REPORTED NEAR MASTERSON STATION PARK. (LMK)
2235,UNK,DEER CREEK,TAZEWELL,IL,40.63,-89.33,TREE DOWN. TIME ESTIMATED. (ILX)
2236,UNK,2 S DELAVAN,TAZEWELL,IL,40.34,-89.54,IRRIGATION SYSTEM FLIPPED OVER,KNOCKING DOWN A POWER LINE. (ILX)
2238,UNK,DEFIANCE,ST. CHARLES,MO,38.63,-90.78,8 TO 10 INCH DIAMETER TREES BLOWN DOWN ALONG HIGHWAY 94 IN DEFIANCE. (LSX)
2239,UNK,CHANDLERVILLE,CASS,IL,40.05,-90.15,TREES SNAPPED OFF AT THE BASE. (ILX)
2240,UNK,MYRTLE,OREGON,MO,36.5,-91.27,THREE TO FOUR LARGE TREES DOWN. (SGF)
2240,58,LEXINGTON,FAYETTE,KY,38.04,-84.46,NEAR MASTERSON STATION PARK. (LMK)
2241,60,MASON CITY,MASON,IL,40.2,-89.7,(ILX)
2242,UNK,FOSTORIA,SENECA,OH,41.16,-83.41,TREE DOWN. (CLE)
2245,UNK,SCOTT AFB,ST. CLAIR,IL,38.54,-89.85,6 TO 8 INCH DIAMETER LIMBS BLOWN DOWN. (STL)
2245,UNK,WEBSTER GROVES,ST. LOUIS,MO,38.59,-90.35,LARGE TREE BRANCHES BLOWN DOWN. (STL)
2245,UNK,BERKELEY,ST. LOUIS,MO,38.74,-90.34,*** 1 FATAL *** FOLLOW UP FROM PREVIOUS REPORT OF TREE FALLING ON CAR. LOCAL OFFICIALS REPORT ONE FATALITY IN THE CAR. NO OTHER DETAILS AVAILABLE YET. (STL)
2245,UNK,SABINA,CLINTON,OH,39.49,-83.63,1 POWER POLE DOWN (ILN)
2245,63,1 W TREMONT,TAZEWELL,IL,40.53,-89.51,REPORTED AT TAZEWELL COUNTY EOC. (ILX)
2245,UNK,CRESCENT CITY,IROQUOIS,IL,40.77,-87.86,SILOS DAMAGED SOUTH OF TOWN. (LOT)
2248,UNK,MARTINSVILLE,CLINTON,OH,39.32,-83.81,1 POWER POLE DOWN (ILN)
2250,UNK,LINCOLN,LOGAN,IL,40.15,-89.37,TRAILER PARK HEAVILY DAMAGED ON SOUTH SIDE OF LINCOLN. SOME TRAILERS ROLLED OVER,OTHERS WITH ROOFS TORN OFF. PEOPLE POSSIBLY TRAPPED. (ILX)
2250,UNK,ARMINGTON,TAZEWELL,IL,40.34,-89.31,8 INCH DIAMETER LIMB DOWN. TIME ESTIMATED. (ILX)
2253,60,DELAVAN,TAZEWELL,IL,40.37,-89.54,(ILX)
2255,UNK,OAK GROVE,DILLON,SC,34.35,-79.54,12 INCH CHERRY TREE SNAPPED IN HALF. (ILM)
2255,UNK,HORSESHOE BEND,IZARD,AR,36.22,-91.74,TREES AND POWER LINES DOWN. SOME TREES ON HOUSES. (LIT)
2257,UNK,3 NW LITCHFIELD,MONTGOMERY,IL,39.21,-89.7,TOPS OF TREES BROKEN...ESTIMATED 80 MPH WIND GUSTS. (LSX)
2300,60,PARIS,LAMAR,TX,33.67,-95.55,LARGE TREE BLOWN DOWN AND APARTMENT ROOF DAMAGED (FTW)
2300,UNK,MARION,MARION,SC,34.18,-79.4,POWER LINE DOWN IN CITY OF MARION. (ILM)
2300,UNK,10 N DONIPHAN,RIPLEY,MO,36.77,-90.82,ON HWY 21 N TO K HWY DOWN K HWY ABOUT 7 MILES A TREE FELL ON A 18 WHEELER. THE TREE WAS APPROXIMATELY 36 IN IN DIAMETER. ON COUNTY ROAD 18 A TREE FELL ACROSS THE ROAD. (PAH)
2300,UNK,SE PARIS,EDGAR,IL,39.62,-87.69,3 FOOT DIAMETER TREES DOWN,AND POWER POLES DOWN,ALONG ROAD BETWEEN PARIS AND TERRE HAUTE. (ILX)
2305,UNK,CLAY CITY,POWELL,KY,37.86,-83.93,TREES AND POWER LINES DOWN ACROSS MAIN STREET AND BOTTOM SECOND STREET. (JKL)
2305,UNK,10 N HILLSBORO,HIGHLAND,OH,39.35,-83.61,TREES DOWN ON ROUTES 28 AND 72. (ILN)
2305,UNK,2 N SHERIDAN,LA SALLE,IL,41.55,-88.69,ROOF TORN OFF A LOG HOME ON COUNTY ROAD 2551E. (LOT)
2315,UNK,3 N RAMSEY,FAYETTE,IL,39.19,-89.11,NUMEROUS TREES UPROOTED. (LSX)
2317,60,MATTOON,COLES,IL,39.48,-88.37,REPORTED AT WAL-MART ON EAST SIDE OF MATTOON. REPORT FROM MATTOON EOC. (ILX)
2318,UNK,LE ROY,MCLEAN,IL,40.34,-88.76,TWO GRAIN BINS DOWN. REPORTED BY ESDA. (ILX)
2324,UNK,MATTOON,COLES,IL,39.48,-88.37,TREE DOWN AT 15TH AND MARSHALL. REPORTED BY SWOP OBSERVER. (ILX)
2325,UNK,6 S HOPE,HEMPSTEAD,AR,33.58,-93.59,TREES DOWN BETWEEN PATMOS AND SHOVER SPRINGS (SHV)
2325,UNK,SLADE,POWELL,KY,37.79,-83.71,SEVERAL TREES DOWN ACROSS HWY 11 IN SLADE. REPORTED BY DISPATCH. (JKL)
2325,UNK,DE KALB,DE KALB,IL,41.93,-88.75,TREES SNAPPED SOUTH OF BETHANY ROAD AND WEST OF SR23. BRANCHES DOWN NORTH OF 38. SHOPPING CENTER UNDER CONSTRUCTION ON NORTH SIDE OF DEKALB DAMAGED. WINDS ESTIMATED 60 (LOT)
2329,60,5 N MOUNT STERLING,BROWN,IL,40.06,-90.76,FIRE CHIEF ESTIMATES WINDS OF 60 MPH ALONG HIGHWAY 99. (STL)
2330,UNK,PONTIAC,LIVINGSTON,IL,40.88,-88.64,TREES UPROOTED. (LOT)
2335,UNK,4 W DWIGHT,LIVINGSTON,IL,41.1,-88.5,TREES DOWN ON ROUTE 17. (LOT)
2338,UNK,YORKVILLE,KENDALL,IL,41.64,-88.45,TREES AND LIMBS DOWN AT KENDALL COUNTY GOVERNMENT CENTER- ROUTE 35 AND CANNONBALL RD. 60 MPH WINDS. (LOT)
2340,64,OIL TROUGH,INDEPENDENCE,AR,35.63,-91.46,(LIT)
2340,UNK,WILLARD,HURON,OH,41.05,-82.72,FEW LARGE TREE LIMBS DOWNED. (CLE)
2342,UNK,BATESVILLE,INDEPENDENCE,AR,35.77,-91.62,10FT BY 10FT BUILDING OVERTURNED. 12FT BY 25FT BUILDING UNROOFED. NUMEROUS TREES AND POWER LINES DOWN. (LIT)
2343,UNK,DU QUOIN,PERRY,IL,38,-89.24,TREE AND POWER LINE DOWN ON JEFFERSON ST. (PAH)
2343,60,4 N CHRISTOPHER,FRANKLIN,IL,38.03,-89.05,(PAH)
2343,UNK,NEVADA,WYANDOT,OH,40.82,-83.13,UTILITY POLE AND TREE DOWN. (CLE)
2344,UNK,CLARKSVILLE,CLARK,IL,39.45,-87.8,EXTENSIVE WIND DAMAGE. (ILX)
2344,UNK,2 N MOORESVILLE,HENDRICKS,IN,39.64,-86.37,SPOTTER REPORTS LARGE LIVE TREE DOWN ACROSS STATE ROAD 267 ONE HALF MILE NORTH OF COUNTY LINE ROAD. POSSIBLY ASSOCIATED WITH TORNADO REPORTS. (IND)
2345,UNK,ROSSTON,NEVADA,AR,33.59,-93.28,NUMEROUS TREES DOWN ACROSS MUCH OF THE SOUTHERN PART OF THE COUNTY (SHV)
2345,UNK,FAIRFIELD,WAYNE,IL,38.38,-88.37,TREES AND POWER LINES DOWN ALL OVER NORTHERN PORTION OF JEFFERSON COUNTY. (PAH)
2349,UNK,OTTAWA,LA SALLE,IL,41.35,-88.84,TREES DOWN AT THE WATER TOWER. (LOT)
2350,UNK,GIBSON CITY,FORD,IL,40.47,-88.38,TREES AND LIMBS DOWN. DRIVE IN MOVIE SCREEN DAMAGED. SIGNS BLOWN DOWN. (LOT)
2350,UNK,BUCYRUS,CRAWFORD,OH,40.8,-82.97,NUMEROUS TREES DOWN. (CLE)
2350,UNK,TIFFIN,SENECA,OH,41.12,-83.18,BRANCH DOWN IN THE TOWN OF GERLOCK. (CLE)
2351,UNK,COAL CITY,GRUNDY,IL,41.29,-88.28,TREES AND LOWER LINES DOWN (LOT)
2355,UNK,JOAN,CLARK,AR,34.12,-92.93,MANY TREES DOWN AROUND JOAN. TWO HOUSES BADLY DAMAGED BY FALLING TREES. (LIT)
2355,UNK,5 E COLUMBUS,POLK,NC,35.25,-82.12,DISPATCH CENTER REPORTED NUMEROUS TREES AND POWER LINES DOWN THROUGHOUT THE COUNTY. (GSP)
2355,UNK,1 N BUCKNER,FRANKLIN,IL,38,-89.02,SMALL TREES AND LARGE TREE LIMBS DOWN. (PAH)
2355,UNK,DANA,VERMILLION,IN,39.81,-87.49,ROOF DAMAGE AND TREES DOWN NEAR DANA. (IND)
2355,UNK,AURORA,KANE,IL,41.77,-88.29,TREES UPROOTED AT INTERSECTON OF DUAGN AND RT 30 (LOT)
2358,UNK,ELGIN,KANE,IL,42.04,-88.29,POWER LINES DOWN (LOT)
0000,UNK,4 S NEWPORT,JACKSON,AR,35.57,-91.24,TREES AND POWER LINES DOWN. (LIT)
0000,UNK,CLINTON,VAN BUREN,AR,35.58,-92.45,TREES DOWN. (LIT)
0000,UNK,KARNAK,PULASKI,IL,37.29,-88.98,NUMEROUS SMALL TO MEDIUM SIZE LIMBS DOWN. LIMBS DOWN ON A VEHICLE,CAMPER,AND HOUSE IN KARNAK. LARGE LIMB DOWN IN FRONT OF TOWN BAPTIST CHURCH. (PAH)
0000,UNK,4 W DWIGHT,LIVINGSTON,IL,41.1,-88.5,TREES DOWN ON ROUTE 17. (LOT)
0000,UNK,JOLIET,WILL,IL,41.53,-88.12,POWER POLES DOWN. (LOT)
0000,UNK,BATAVIA,KANE,IL,41.85,-88.3,TREES DOWN (LOT)
0000,UNK,LOMBARD,DUPAGE,IL,41.87,-88.01,TREES DOWN. (LOT)
0001,UNK,IRVINE,ESTILL,KY,37.7,-83.97,TREES DOWN AT TIPTON RIDGE. REPORTED BY DISPATCH. (JKL)
0002,60,POCAHONTAS,RANDOLPH,AR,36.26,-90.97,WINDS GUSTS REPORTED TO 60 MPH (MEM)
0003,UNK,POCAHONTAS,RANDOLPH,AR,36.26,-90.97,LARGE TREE LIMBS REPORTED DOWN (MEM)
0003,60,THEBES,LAKE,TN,36.38,-89.47,TREES DOWN WITH INJURIES REPORTED. ANOUNT OF INJURIES UNKNOWN. (PAH)
0003,60,THEBES,ALEXANDER,IL,37.21,-89.45,(PAH)
0005,UNK,FORMOSA,CONWAY,AR,35.47,-92.52,TREES DOWN. (LIT)
0005,UNK,MARION,MARION,OH,40.58,-83.13,FEW LARGE TREE LIMBS DOWNED. (CLE)
0005,UNK,CARPENTERSVILLE,KANE,IL,42.12,-88.27,63 MPH WIND GUST MEASURED. SMALL TREES DOWN. (LOT)
0008,UNK,WAYNE CITY,WAYNE,IL,38.35,-88.59,WIND DAMAGE AND PEA SIZE HAIL. (PAH)
0010,UNK,AMY,OUACHITA,AR,33.73,-92.82,MANY TREES DOWN ACROSS THE NORTHERN PART OF OUACHITA COUNTY FROM 710 TO 750 PM. CREWS REMOVING TREES FROM ROADS. (LIT)
0010,UNK,4 SE CONWAY,HORRY,SC,33.79,-79,TREES DOWN INTERSECTION OF HWY 501 AND 544. (ILM)
0010,UNK,TUCKERMAN,JACKSON,AR,35.73,-91.2,TREES AND POWER LINES DOWN. (LIT)
0010,UNK,2 E BONFIELD,KANKAKEE,IL,41.15,-88.02,LARGE TREE DOWN (LOT)
0010,UNK,STREAMWOOD,COOK,IL,42.02,-88.17,TREES DOWN...LIMBS DOWN AND POWER LINES DOWN. (LOT)
0017,UNK,CISCO,PIATT,IL,40.01,-88.72,TREES AND POWER POLES DOWN. (ILX)
0018,UNK,2 S RIVER FALLS,PIERCE,WI,44.83,-92.62,LARGE TREE DOWN (MPX)
0020,60,1 W EGYPT,CRAIGHEAD,AR,35.87,-90.95,WINDS GUSTS TO 60 MPH (MEM)
0020,UNK,GOREVILLE,JOHNSON,IL,37.56,-88.97,WIND ESTIMATED 60 MPH. PEA SIZE HAIL ALSO. (PAH)
0020,UNK,1 W ONTARIO,RICHLAND,OH,40.77,-82.63,LARGE BRANCHES DOWN. (CLE)
0022,65,HARRISBURG,SALINE,IL,37.74,-88.55,TREES DOWN IN HARRISBURG,STONEFORT,AND CARRIER MILLS. POWER LINES DOWN IN CARRIER MILLS. TREE DOWN ON CAR ON ROUTE 34 NORTH OF HARRISBURG. (PAH)
0025,UNK,2 NE CAMPTON,WOLFE,KY,37.76,-83.52,TREES DOWN ACROSS HWY 746. REPORTED BY DISPATCH. (JKL)
0025,UNK,2 NE CARY,MCHENRY,IL,42.23,-88.22,LARGE TREE LIMBS DOWN. OUTDOOR GRILL MOVED 50 FEET (LOT)
0027,UNK,VILLA RIDGE,FRANKLIN,MO,38.47,-90.88,TREES DOWN IN VILLA RIDGE...MOUND CITY...MOUNDS AND ULLIN. (PAH)
0030,UNK,6 S RUTHERFORDTON,RUTHERFORD,NC,35.28,-81.96,DISPATCH CENTER REPORTED NUMEROUS TREES ON ROADS AND POWER LINES IN SOUTHERN PART OF COUNTY. 2-3 COMMUNITIES WITHOUT POWER. SEVERAL FIRES INITIATED BY DOWNED LINES. (GSP)
0030,UNK,TAMMS,ALEXANDER,IL,37.24,-89.27,TREES AND POWER LINES DOWN...ESPECIALLY IN THE NORTH END OF THE COUNTY. (PAH)
0030,UNK,SHAWNEETOWN,GALLATIN,IL,37.71,-88.17,TREES AND POWER LINES DOWN IN SHAWNEETOWN. (PAH)
0030,60,LOUISVILLE,CLAY,IL,38.77,-88.51,8 INCH DIAMETER TREE LIMBS DOWN. REPORTED BY SWOP OBSERVER. (ILX)
0030,UNK,NEWTON,JASPER,IL,38.99,-88.16,TREES UPROOTED COUNTY WIDE. BARNS AND SHEDS BLOWN OVER. (ILX)
0030,UNK,COAL CITY,GRUNDY,IL,41.29,-88.28,TREES DOWN. (LOT)
0030,UNK,MONEE,WILL,IL,41.42,-87.75,LARGE TREES DOWN ON STUENKEL ROAD NORTH OF MONEE. (LOT)
0030,UNK,3 S WINTHROP,BUCHANAN,IA,42.43,-91.73,MACHINE SHED DESTROYED AT 275 STREET. POSSIBLE TORNADO. (DVN)
0032,UNK,KENTLAND,NEWTON,IN,40.77,-87.45,LARGE TREE LIMBS DOWN (LOT)
0032,UNK,5 SW WHEATFIELD,JASPER,IN,41.14,-87.12,TREES DOWN AT HIGHWAY 231 AND COUNTY ROAD 800 NORTH. (LOT)
0034,UNK,HOMEWOOD,COOK,IL,41.56,-87.66,TWO INCH DIAMETER TREE LIMBS DOWN. WINDS ESTIMATED OVER 60 MPH (LOT)
0035,UNK,BOSWELL,BENTON,IN,40.52,-87.38,6 TO 8 INCH TREE LIMBS DOWN (LOT)
0035,UNK,MOMENCE,KANKAKEE,IL,41.16,-87.66,SEVERAL TREES DOWN. (LOT)
0037,UNK,PIGGOTT,CLAY,AR,36.38,-90.2,LARGE TREE LIMBS DOWN (MEM)
0038,60,4 S PARAGOULD,GREENE,AR,36,-90.51,GUSTS TO 60 MPH (MEM)
0038,UNK,NEW RIEGEL,SENECA,OH,41.05,-83.32,TREE DOWN. (CLE)
0040,65,2 W KEVIL,BALLARD,KY,37.08,-88.92,WIND ROCKING VEHICLE WHILE PARKED. (PAH)
0040,UNK,1 N CAMPTON,WOLFE,KY,37.75,-83.55,TREES DOWN ACROSS TRENTVILLE ROAD OFF OF ROUTE 11. REPORTED BY DISPATCH. (JKL)
0040,UNK,3 NE LOGANSPORT,CASS,IN,40.78,-86.32,STRUCTURAL DAMAGE TO CHURCH (IWX)
0042,UNK,AUGUSTA,WOODRUFF,AR,35.29,-91.36,LARGE TREE DOWN. (LIT)
0044,UNK,CHICAGO,COOK,IL,41.88,-87.63,LARGE LIMBS DOWN AND SHINGLES OFF AT 54TH AND KEDVALE. (LOT)
0045,UNK,5 N WEINER,POINSETT,AR,35.69,-90.9,POWER LINES AND SEVERAL TREES REPORTED DOWN NEAR THE POINSETT AND CRAIGHEAD COUNTY LINE ALONG STATE HIGHWAY 49 (MEM)
0045,UNK,NEW MADRID,NEW MADRID,MO,36.59,-89.55,LOTS OF TREES DOWN ACROSS NEW MADRID,4 POWER POLES SNAPPED AND WIDESPREAD POWER OUTAGES. (PAH)
0045,UNK,HARRISBURG,SALINE,IL,37.74,-88.55,TREES AND POWER LINES DOWN CAUSING POWER OUTAGES IN HARRISBURG AND AREAS ACROSS THE COUNTY. (PAH)
0045,UNK,5 W SALYERSVILLE,MAGOFFIN,KY,37.75,-83.16,TREES DOWN. ONE IS BLOCKING ONE LANE OF ROUTE 2019. (JKL)
0046,UNK,SPARKMAN,DALLAS,AR,33.92,-92.85,TREES DOWN. (LIT)
0048,UNK,ENGLAND,LONOKE,AR,34.54,-91.97,LARGE LIMBS DOWN. (LIT)
0048,UNK,CRESCENT CITY,IROQUOIS,IL,40.77,-87.86,TOWERS AND ANTENNAS BENT (LOT)
0050,UNK,8 NW METROPOLIS,MASSAC,IL,37.23,-88.81,PORTION OF A ROOF BLOWN OFF A HOUSE 5 SW OF ROUND KNOB. (PAH)
0050,UNK,ELIZABETHTOWN,HARDIN,IL,37.45,-88.3,NUMEROUS TREES DOWN ALL OVER THE COUNTY. (PAH)
0053,UNK,FARINDALE,DALLAS,AR,34.08,-92.4,TREES DOWN. (LIT)
0055,UNK,PRINCETON,DALLAS,AR,33.98,-92.63,TREES DOWN. (LIT)
0055,UNK,DES ARC,PRAIRIE,AR,34.98,-91.51,TREES AND POWER LINES DOWN. (LIT)
0055,UNK,2 E MCCRORY,WOODRUFF,AR,35.26,-91.16,TREES DOWN. FARM SHED BLOWN AWAY. (LIT)
0055,60,LONE OAK,MCCRACKEN,KY,37.04,-88.67,(PAH)
0058,UNK,IVAN,DALLAS,AR,33.9,-92.43,TREES DOWN. (LIT)
0058,UNK,GRAPEVINE,GRANT,AR,34.15,-92.32,TREES DOWN. (LIT)
0058,UNK,LEOLA,GRANT,AR,34.17,-92.59,TREES DOWN. (LIT)
0058,UNK,SHERIDAN,GRANT,AR,34.31,-92.41,POWER LINES DOWN. (LIT)
0100,UNK,RISON,CLEVELAND,AR,33.95,-92.19,NUMEROUS TREES DOWN IN ABOUT A 10 MILE RADIUS OF THE TOWN. (LIT)
0100,UNK,1 NW FERDA,JEFFERSON,AR,34.47,-91.97,HOG BARN BLOWN OUT INTO THE ROAD. (LIT)
0100,UNK,2 N CLARKTON,DUNKLIN,MO,36.48,-89.97,POWER LINES REPORTED DOWN BETWEEN CLARKTON AND MALDEM. (MEM)
0100,UNK,MARION,CRITTENDEN,KY,37.33,-88.08,NUMEROUS TREES AND POWER LINES DOWN ACROSS THE COUNTY. (PAH)
0100,UNK,ENFIELD,WHITE,IL,38.1,-88.34,TREES DOWN IN ENFIELD AND NORRIS CITY BETWEEN 745 PM AND 800 PM. (PAH)
0100,UNK,10 SW FOWLER,BENTON,IN,40.51,-87.45,LARGE LIMBS DOWN IN THE SOUTHWEST CORNER OF BENTON COUNTY. (LOT)
0100,UNK,REMINGTON,JASPER,IN,40.76,-87.15,TREES AND POWER LINES DOWN. TRUCK OVERTURNED ON INTERSTATE 65. (LOT)
0105,UNK,3 NW DORENA,MISSISSIPPI,MO,36.63,-89.3,SEVERAL TREES DOWN IN BIG OAK TREE STATE PARK. (PAH)
0105,UNK,3 NW PAINTSVILLE,JOHNSON,KY,37.85,-82.85,TREES DOWN ON HWY 201. REPORTED BY DISPATCH. (JKL)
0109,UNK,MONON,WHITE,IN,40.86,-86.88,TREES DOWN THROUGHOUT TOWN. NUMEROUS POWER POLES AND LINES DOWN. POWER OUT TO CITY. (IWX)
0110,60,SENATH,DUNKLIN,MO,36.13,-90.16,(MEM)
0112,UNK,UNIONTOWN,UNION,KY,37.77,-87.93,TREES AND POWER LINES DOWN. (PAH)
0112,UNK,6 N MOUNT VERNON,POSEY,IN,38.02,-87.9,TREE LIMBS AND POWER LINES DOWN. (PAH)
0115,UNK,WHITE HALL,JEFFERSON,AR,34.28,-92.1,ROOF OF HOUSE DAMAGED. (LIT)
0115,UNK,SALEM,LIVINGSTON,KY,37.27,-88.24,ROOF TORN OFF MOTOR HOME ON HIGHWAY 60 BETWEEN SALEM AND BURMA. (PAH)
0115,60,MORGANFIELD,UNION,KY,37.68,-87.91,(PAH)
0115,UNK,PRINCETON,GIBSON,IN,38.36,-87.57,FEW TREES DOWN IN PRINCETON AND LOTS OF TREES DOWN IN SOUTHERN PORTION OF COUNTY. (PAH)
0115,60,CARLISLE,SULLIVAN,IN,38.96,-87.4,AMATEUR RADIO REPORTS ESTIMATED 60 MPH WINDS IN CARLISLE. (IND)
0115,UNK,KNOX,STARKE,IN,41.29,-86.62,NUMEROUS TREES AND POWERLINES DOWN. (IWX)
0120,UNK,BRINKLEY,MONROE,AR,34.88,-91.19,LARGE LIMBS DOWN. (LIT)
0125,UNK,HYMERA,SULLIVAN,IN,39.19,-87.3,TREES AND POWER LINES DOWN. (IND)
0128,UNK,1 W JACKSON,BREATHITT,KY,37.56,-83.4,TREES DOWN AT TOWNHILL ROAD. (JKL)
0130,UNK,PINE BLUFF,JEFFERSON,AR,34.21,-92.02,SHEET METAL BLOWN OFF A HOTEL IN NORTHWEST PINE BLUFF. POWER OUT IN A 10 BLOCK AREA. (LIT)
0130,UNK,HICKMAN,FULTON,KY,36.56,-89.19,TREES DOWN ACROSS A FEW ROADS BLOCKING TRAFFIC IN HICKMAN. NUMEROUS LARGE LIMBS DOWN IN POWER LINES ALONG THE BLUFF AND THROUGHOUT THE COUNTY. (PAH)
0130,UNK,MAYFIELD,GRAVES,KY,36.74,-88.65,TREES AND TREE LIMBS DOWN ACROSS COUNTY...TIME APPROXIMATE. (PAH)
0130,UNK,PRINCETON,CALDWELL,KY,37.11,-87.88,NUMEROUS TREES IN CRIDER...SOME 2 FEET IN DIAMETER. TREE FEEL ON COOPERATIVE OBSERVERS HOME...ESTIMATED WINDS 65 MPH. (PAH)
0130,UNK,2 N PAINTSVILLE,JOHNSON,KY,37.85,-82.81,TREE BLOWN DOWN AND POWERLINES BLOWN DOWN AT SITKA. (JKL)
0130,UNK,BENTON,FRANKLIN,IL,38.01,-88.92,TREES AND TREE LIMBS DOWN IN BENTON AND THROUGHOUT COUNTY. (PAH)
0130,UNK,LINTON,GREENE,IN,39.04,-87.16,TREES DOWN COUNTYWIDE. (IND)
0138,UNK,CLINTON,HICKMAN,KY,36.67,-88.99,POWER OUTAGES AND TREES DOWN IN THE CITY OF CLINTON AND AROUND THE FULGHAM AND OAKTON AREAS. (PAH)
0140,60,4 E HENDERSON,HENDERSON,KY,37.84,-87.51,TREES AND POWER LINES DOWN BLOCKING ROADS. (PAH)
0140,UNK,DARMSTADT,VANDERBURGH,IN,38.09,-87.58,NUMEROUS TREES DOWN AND SOME STRUCTURAL DAMAGE ON A PATH 8 MILES LONG FROM BLOOMFIELD ROAD TO NEW HARMONY ROAD TO BROWNING ROAD...ALL WITHIN VANDERBURGH COUNTY. (PAH)
0140,60,16 S BICKNELL,KNOX,IN,38.54,-87.31,SPOTTER REPORTS 60 MPH ESTIMATED WINDS NORTH OF PETERSBURG. (IND)
0144,UNK,5 SW DE WITT,ARKANSAS,AR,34.24,-91.4,TREES AND POWER LINES DOWN. (LIT)
0145,UNK,HAYTI,PEMISCOT,MO,36.23,-89.75,TREES BLOWN DOWN. (MEM)
0145,60,1 E WATER VALLEY,GRAVES,KY,36.57,-88.79,(PAH)
0145,UNK,8 SSE MAYFIELD,GRAVES,KY,36.63,-88.59,SEVERAL TREES DOWN IN THE TOWN OF SEDALIA. WIND ESTIMATED AT 55 TO 64 MPH. (PAH)
