Lon,Lat,Line,Shot,UTMX,UTMY,YEAR,JD:HR:MIN:SEC
-80.485523,25.887533,01b02,2238,551537,2863330,2001,337:20:19:22
-80.485533,25.887606,01b02,2249,551536,2863338,2001,337:20:19:27
-80.485541,25.888066,01b02,2317,551535,2863389,2001,337:20:20:02
-80.485550,25.888202,01b02,2338,551534,2863404,2001,337:20:20:12
-80.485560,25.888301,01b02,2353,551533,2863415,2001,337:20:20:20
-80.485549,25.888464,01b02,2379,551534,2863433,2001,337:20:20:32
-80.485539,25.888572,01b02,2395,551535,2863445,2001,337:20:20:41
-80.485528,25.888689,01b02,2411,551536,2863458,2001,337:20:20:49
-80.485518,25.888798,01b02,2428,551537,2863470,2001,337:20:20:57
-80.485507,25.888933,01b02,2445,551538,2863485,2001,337:20:21:06
-80.485497,25.889014,01b02,2460,551539,2863494,2001,337:20:21:13
-80.485506,25.889258,01b02,2495,551538,2863521,2001,337:20:21:30
-80.485515,25.889339,01b02,2507,551537,2863530,2001,337:20:21:37
-80.485525,25.889412,01b02,2518,551536,2863538,2001,337:20:21:42
-80.485535,25.889466,01b02,2526,551535,2863544,2001,337:20:21:46
-80.485544,25.889529,01b02,2536,551534,2863551,2001,337:20:21:51
-80.485554,25.889610,01b02,2547,551533,2863560,2001,337:20:21:56
-80.485564,25.889665,01b02,2555,551532,2863566,2001,337:20:22:01
-80.485573,25.889764,01b02,2570,551531,2863577,2001,337:20:22:08
-80.485583,25.889899,01b02,2590,551530,2863592,2001,337:20:22:18
-80.485572,25.890044,01b02,2609,551531,2863608,2001,337:20:22:28
-80.485561,25.890315,01b02,2649,551532,2863638,2001,337:20:22:48
-80.485570,25.890459,01b02,2674,551531,2863654,2001,337:20:23:00
-80.485579,25.890721,01b02,2713,551530,2863683,2001,337:20:23:20
-80.485569,25.890875,01b02,2738,551531,2863700,2001,337:20:23:32
-80.485558,25.891019,01b02,2759,551532,2863716,2001,337:20:23:43
-80.485548,25.891091,01b02,2772,551533,2863724,2001,337:20:23:49
-80.485537,25.891154,01b02,2782,551534,2863731,2001,337:20:23:54
-80.485527,25.891263,01b02,2798,551535,2863743,2001,337:20:24:02
-80.485536,25.891452,01b02,2823,551534,2863764,2001,337:20:24:15
-80.485546,25.891588,01b02,2842,551533,2863779,2001,337:20:24:24
-80.485535,25.891714,01b02,2859,551534,2863793,2001,337:20:24:33
-80.485525,25.891768,01b02,2867,551535,2863799,2001,337:20:24:37
-80.485515,25.891804,01b02,2873,551536,2863803,2001,337:20:24:40
-80.485505,25.891832,01b02,2878,551537,2863806,2001,337:20:24:42
-80.485495,25.891841,01b02,2880,551538,2863807,2001,337:20:24:43
-80.485484,25.891868,01b02,2884,551539,2863810,2001,337:20:24:45
-80.485474,25.891886,01b02,2886,551540,2863812,2001,337:20:24:46
-80.485464,25.891904,01b02,2890,551541,2863814,2001,337:20:24:48
-80.485454,25.891913,01b02,2892,551542,2863815,2001,337:20:24:49
-80.485444,25.891931,01b02,2894,551543,2863817,2001,337:20:24:50
-80.485424,25.891949,01b02,2896,551545,2863819,2001,337:20:24:51
-80.485414,25.891967,01b02,2899,551546,2863821,2001,337:20:24:52
-80.485404,25.891976,01b02,2901,551547,2863822,2001,337:20:24:54
-80.485394,25.891985,01b02,2902,551548,2863823,2001,337:20:24:55
-80.485384,25.891994,01b02,2905,551549,2863824,2001,337:20:24:55
-80.485374,25.892012,01b02,2907,551550,2863826,2001,337:20:24:57
-80.485364,25.892021,01b02,2909,551551,2863827,2001,337:20:24:58
-80.485354,25.892030,01b02,2911,551552,2863828,2001,337:20:24:59
-80.485344,25.892039,01b02,2913,551553,2863829,2001,337:20:25:00
-80.485334,25.892057,01b02,2915,551554,2863831,2001,337:20:25:01
-80.485324,25.892066,01b02,2917,551555,2863832,2001,337:20:25:02
-80.485304,25.892075,01b02,2919,551557,2863833,2001,337:20:25:03
-80.485294,25.892084,01b02,2921,551558,2863834,2001,337:20:25:04
-80.485284,25.892111,01b02,2925,551559,2863837,2001,337:20:25:06
-80.485274,25.892120,01b02,2928,551560,2863838,2001,337:20:25:07
-80.485264,25.892138,01b02,2930,551561,2863840,2001,337:20:25:08
-80.485254,25.892147,01b02,2932,551562,2863841,2001,337:20:25:09
-80.485244,25.892156,01b02,2934,551563,2863842,2001,337:20:25:10
-80.485234,25.892165,01b02,2936,551564,2863843,2001,337:20:25:11
-80.485223,25.892183,01b02,2938,551565,2863845,2001,337:20:25:12
-80.485203,25.892210,01b02,2940,551567,2863848,2001,337:20:25:13
-80.485193,25.892219,01b02,2945,551568,2863849,2001,337:20:25:16
-80.485183,25.892228,01b02,2946,551569,2863850,2001,337:20:25:17
-80.485173,25.892237,01b02,2948,551570,2863851,2001,337:20:25:17
-80.485163,25.892255,01b02,2951,551571,2863853,2001,337:20:25:18
-80.485143,25.892282,01b02,2953,551573,2863856,2001,337:20:25:19
-80.485133,25.892291,01b02,2955,551574,2863857,2001,337:20:25:21
-80.485123,25.892318,01b02,2959,551575,2863860,2001,337:20:25:23
-80.485113,25.892327,01b02,2961,551576,2863861,2001,337:20:25:24
-80.485103,25.892345,01b02,2964,551577,2863863,2001,337:20:25:25
-80.485093,25.892354,01b02,2965,551578,2863864,2001,337:20:25:26
-80.485083,25.892363,01b02,2967,551579,2863865,2001,337:20:25:27
-80.485073,25.892381,01b02,2969,551580,2863867,2001,337:20:25:28
-80.485063,25.892390,01b02,2971,551581,2863868,2001,337:20:25:29
-80.485053,25.892399,01b02,2973,551582,2863869,2001,337:20:25:30
-80.485043,25.892417,01b02,2976,551583,2863871,2001,337:20:25:31
-80.485033,25.892426,01b02,2978,551584,2863872,2001,337:20:25:32
-80.485023,25.892453,01b02,2982,551585,2863875,2001,337:20:25:34
-80.485013,25.892462,01b02,2984,551586,2863876,2001,337:20:25:35
-80.485003,25.892480,01b02,2986,551587,2863878,2001,337:20:25:36
-80.484993,25.892498,01b02,2990,551588,2863880,2001,337:20:25:38
-80.484982,25.892507,01b02,2992,551589,2863881,2001,337:20:25:39
-80.484972,25.892525,01b02,2996,551590,2863883,2001,337:20:25:41
-80.484962,25.892552,01b02,2999,551591,2863886,2001,337:20:25:42
-80.484952,25.892561,01b02,3001,551592,2863887,2001,337:20:25:43
-80.484942,25.892579,01b02,3005,551593,2863889,2001,337:20:25:46
-80.484932,25.892588,01b02,3007,551594,2863890,2001,337:20:25:47
-80.484922,25.892615,01b02,3011,551595,2863893,2001,337:20:25:49
-80.484912,25.892624,01b02,3013,551596,2863894,2001,337:20:25:50
-80.484902,25.892633,01b02,3015,551597,2863895,2001,337:20:25:51
-80.484892,25.892660,01b02,3019,551598,2863898,2001,337:20:25:53
-80.484882,25.892669,01b02,3021,551599,2863899,2001,337:20:25:54
-80.484872,25.892687,01b02,3024,551600,2863901,2001,337:20:25:55
-80.484862,25.892696,01b02,3026,551601,2863902,2001,337:20:25:56
-80.484852,25.892714,01b02,3029,551602,2863904,2001,337:20:25:58
-80.484842,25.892723,01b02,3032,551603,2863905,2001,337:20:25:59
-80.484832,25.892741,01b02,3034,551604,2863907,2001,337:20:26:00
-80.484822,25.892750,01b02,3036,551605,2863908,2001,337:20:26:01
-80.484812,25.892759,01b02,3038,551606,2863909,2001,337:20:26:02
-80.484802,25.892768,01b02,3040,551607,2863910,2001,337:20:26:03
-80.484792,25.892777,01b02,3042,551608,2863911,2001,337:20:26:04
-80.484772,25.892804,01b02,3044,551610,2863914,2001,337:20:26:05
-80.484762,25.892822,01b02,3050,551611,2863916,2001,337:20:26:09
-80.484751,25.892831,01b02,3052,551612,2863917,2001,337:20:26:09
-80.484741,25.892840,01b02,3054,551613,2863918,2001,337:20:26:10
-80.484721,25.892867,01b02,3057,551615,2863921,2001,337:20:26:11
-80.484711,25.892876,01b02,3059,551616,2863922,2001,337:20:26:12
-80.484701,25.892885,01b02,3061,551617,2863923,2001,337:20:26:14
-80.484691,25.892894,01b02,3063,551618,2863924,2001,337:20:26:15
-80.484681,25.892903,01b02,3065,551619,2863925,2001,337:20:26:16
-80.484671,25.892912,01b02,3067,551620,2863926,2001,337:20:26:17
-80.484661,25.892930,01b02,3070,551621,2863928,2001,337:20:26:18
-80.484651,25.892939,01b02,3071,551622,2863929,2001,337:20:26:19
-80.484641,25.892948,01b02,3073,551623,2863930,2001,337:20:26:20
-80.484631,25.892957,01b02,3075,551624,2863931,2001,337:20:26:21
-80.484621,25.892966,01b02,3077,551625,2863932,2001,337:20:26:22
-80.484611,25.892975,01b02,3079,551626,2863933,2001,337:20:26:23
-80.484601,25.892993,01b02,3082,551627,2863935,2001,337:20:26:24
-80.484591,25.893011,01b02,3086,551628,2863937,2001,337:20:26:26
-80.484581,25.893020,01b02,3088,551629,2863938,2001,337:20:26:27
-80.484571,25.893029,01b02,3090,551630,2863939,2001,337:20:26:28
-80.484561,25.893038,01b02,3092,551631,2863940,2001,337:20:26:29
-80.484551,25.893056,01b02,3094,551632,2863942,2001,337:20:26:30
-80.484541,25.893065,01b02,3096,551633,2863943,2001,337:20:26:31
-80.484531,25.893074,01b02,3098,551634,2863944,2001,337:20:26:32
-80.484521,25.893083,01b02,3100,551635,2863945,2001,337:20:26:33
-80.484511,25.893092,01b02,3102,551636,2863946,2001,337:20:26:34
-80.484491,25.893119,01b02,3105,551638,2863949,2001,337:20:26:35
-80.484481,25.893128,01b02,3107,551639,2863950,2001,337:20:26:36
-80.484471,25.893155,01b02,3111,551640,2863953,2001,337:20:26:39
-80.484461,25.893164,01b02,3113,551641,2863954,2001,337:20:26:40
-80.484451,25.893173,01b02,3115,551642,2863955,2001,337:20:26:41
-80.484440,25.893182,01b02,3117,551643,2863956,2001,337:20:26:42
-80.484430,25.893191,01b02,3119,551644,2863957,2001,337:20:26:43
-80.484420,25.893209,01b02,3121,551645,2863959,2001,337:20:26:44
-80.484410,25.893218,01b02,3123,551646,2863960,2001,337:20:26:45
-80.484400,25.893236,01b02,3127,551647,2863962,2001,337:20:26:47
-80.484390,25.893254,01b02,3129,551648,2863964,2001,337:20:26:48
-80.484380,25.893263,01b02,3131,551649,2863965,2001,337:20:26:49
-80.484370,25.893272,01b02,3133,551650,2863966,2001,337:20:26:50
-80.484360,25.893281,01b02,3136,551651,2863967,2001,337:20:26:51
-80.484350,25.893308,01b02,3140,551652,2863970,2001,337:20:26:53
-80.484340,25.893317,01b02,3142,551653,2863971,2001,337:20:26:54
-80.484330,25.893326,01b02,3144,551654,2863972,2001,337:20:26:55
-80.484320,25.893335,01b02,3146,551655,2863973,2001,337:20:26:56
-80.484310,25.893353,01b02,3148,551656,2863975,2001,337:20:26:57
-80.484300,25.893362,01b02,3150,551657,2863976,2001,337:20:26:58
-80.484290,25.893371,01b02,3152,551658,2863977,2001,337:20:26:59
-80.484280,25.893389,01b02,3156,551659,2863979,2001,337:20:27:01
-80.484260,25.893416,01b02,3159,551661,2863982,2001,337:20:27:02
-80.484250,25.893425,01b02,3161,551662,2863983,2001,337:20:27:04
-80.484240,25.893434,01b02,3163,551663,2863984,2001,337:20:27:05
-80.484230,25.893443,01b02,3165,551664,2863985,2001,337:20:27:06
-80.484220,25.893452,01b02,3167,551665,2863986,2001,337:20:27:07
-80.484210,25.893461,01b02,3169,551666,2863987,2001,337:20:27:08
-80.484200,25.893479,01b02,3171,551667,2863989,2001,337:20:27:09
-80.484190,25.893488,01b02,3173,551668,2863990,2001,337:20:27:10
-80.484180,25.893497,01b02,3175,551669,2863991,2001,337:20:27:11
-80.484170,25.893506,01b02,3177,551670,2863992,2001,337:20:27:12
-80.484160,25.893515,01b02,3179,551671,2863993,2001,337:20:27:13
-80.484149,25.893524,01b02,3182,551672,2863994,2001,337:20:27:14
-80.484139,25.893533,01b02,3184,551673,2863995,2001,337:20:27:15
-80.484129,25.893551,01b02,3186,551674,2863997,2001,337:20:27:16
-80.484119,25.893560,01b02,3187,551675,2863998,2001,337:20:27:17
-80.484109,25.893569,01b02,3190,551676,2863999,2001,337:20:27:18
-80.484099,25.893578,01b02,3192,551677,2864000,2001,337:20:27:19
-80.484089,25.893587,01b02,3194,551678,2864001,2001,337:20:27:20
-80.484079,25.893596,01b02,3196,551679,2864002,2001,337:20:27:21
-80.484069,25.893605,01b02,3198,551680,2864003,2001,337:20:27:22
-80.484059,25.893614,01b02,3200,551681,2864004,2001,337:20:27:23
-80.484039,25.893641,01b02,3203,551683,2864007,2001,337:20:27:24
-80.484029,25.893650,01b02,3205,551684,2864008,2001,337:20:27:26
-80.484009,25.893668,01b02,3208,551686,2864010,2001,337:20:27:27
-80.483999,25.893677,01b02,3210,551687,2864011,2001,337:20:27:28
-80.483989,25.893686,01b02,3212,551688,2864012,2001,337:20:27:29
-80.483979,25.893704,01b02,3215,551689,2864014,2001,337:20:27:30
-80.483969,25.893713,01b02,3217,551690,2864015,2001,337:20:27:32
-80.483959,25.893731,01b02,3221,551691,2864017,2001,337:20:27:34
-80.483949,25.893740,01b02,3223,551692,2864018,2001,337:20:27:35
-80.483939,25.893749,01b02,3225,551693,2864019,2001,337:20:27:36
-80.483929,25.893758,01b02,3227,551694,2864020,2001,337:20:27:37
-80.483919,25.893767,01b02,3229,551695,2864021,2001,337:20:27:38
-80.483909,25.893776,01b02,3231,551696,2864022,2001,337:20:27:39
-80.483899,25.893794,01b02,3233,551697,2864024,2001,337:20:27:40
-80.483889,25.893803,01b02,3235,551698,2864025,2001,337:20:27:41
-80.483879,25.893812,01b02,3238,551699,2864026,2001,337:20:27:42
-80.483869,25.893821,01b02,3240,551700,2864027,2001,337:20:27:43
-80.483859,25.893830,01b02,3242,551701,2864028,2001,337:20:27:44
-80.483849,25.893839,01b02,3244,551702,2864029,2001,337:20:27:45
-80.483839,25.893848,01b02,3246,551703,2864030,2001,337:20:27:46
-80.483829,25.893857,01b02,3248,551704,2864031,2001,337:20:27:47
-80.483809,25.893866,01b02,3250,551706,2864032,2001,337:20:27:48
-80.483799,25.893875,01b02,3252,551707,2864033,2001,337:20:27:49
-80.483789,25.893884,01b02,3254,551708,2864034,2001,337:20:27:50
-80.483779,25.893893,01b02,3256,551709,2864035,2001,337:20:27:51
-80.483758,25.893920,01b02,3258,551711,2864038,2001,337:20:27:52
-80.483748,25.893929,01b02,3260,551712,2864039,2001,337:20:27:53
-80.483738,25.893938,01b02,3263,551713,2864040,2001,337:20:27:54
-80.483728,25.893947,01b02,3265,551714,2864041,2001,337:20:27:56
-80.483718,25.893956,01b02,3267,551715,2864042,2001,337:20:27:57
-80.483708,25.893965,01b02,3269,551716,2864043,2001,337:20:27:58
-80.483698,25.893974,01b02,3271,551717,2864044,2001,337:20:27:59
-80.483688,25.893983,01b02,3273,551718,2864045,2001,337:20:28:00
-80.483678,25.893992,01b02,3275,551719,2864046,2001,337:20:28:01
-80.483668,25.894001,01b02,3277,551720,2864047,2001,337:20:28:02
-80.483658,25.894010,01b02,3279,551721,2864048,2001,337:20:28:03
-80.483648,25.894019,01b02,3281,551722,2864049,2001,337:20:28:04
-80.483638,25.894028,01b02,3283,551723,2864050,2001,337:20:28:05
-80.483628,25.894037,01b02,3286,551724,2864051,2001,337:20:28:06
-80.483608,25.894055,01b02,3287,551726,2864053,2001,337:20:28:07
-80.483598,25.894064,01b02,3289,551727,2864054,2001,337:20:28:08
-80.483588,25.894073,01b02,3292,551728,2864055,2001,337:20:28:09
-80.483578,25.894082,01b02,3294,551729,2864056,2001,337:20:28:10
-80.483568,25.894091,01b02,3296,551730,2864057,2001,337:20:28:11
-80.483558,25.894100,01b02,3298,551731,2864058,2001,337:20:28:12
-80.483548,25.894109,01b02,3300,551732,2864059,2001,337:20:28:13
-80.483538,25.894118,01b02,3302,551733,2864060,2001,337:20:28:14
-80.483528,25.894127,01b02,3304,551734,2864061,2001,337:20:28:15
-80.483508,25.894136,01b02,3306,551736,2864062,2001,337:20:28:16
-80.483498,25.894154,01b02,3308,551737,2864064,2001,337:20:28:17
-80.483488,25.894163,01b02,3310,551738,2864065,2001,337:20:28:18
-80.483478,25.894172,01b02,3312,551739,2864066,2001,337:20:28:19
-80.483468,25.894181,01b02,3314,551740,2864067,2001,337:20:28:20
-80.483448,25.894199,01b02,3317,551742,2864069,2001,337:20:28:21
-80.483438,25.894208,01b02,3319,551743,2864070,2001,337:20:28:23
-80.483428,25.894217,01b02,3321,551744,2864071,2001,337:20:28:24
-80.483418,25.894226,01b02,3323,551745,2864072,2001,337:20:28:25
-80.483408,25.894244,01b02,3325,551746,2864074,2001,337:20:28:26
-80.483398,25.894253,01b02,3327,551747,2864075,2001,337:20:28:27
-80.483388,25.894262,01b02,3329,551748,2864076,2001,337:20:28:28
-80.483378,25.894271,01b02,3331,551749,2864077,2001,337:20:28:29
-80.483368,25.894280,01b02,3333,551750,2864078,2001,337:20:28:30
-80.483358,25.894289,01b02,3335,551751,2864079,2001,337:20:28:31
-80.483347,25.894298,01b02,3337,551752,2864080,2001,337:20:28:32
-80.483337,25.894316,01b02,3342,551753,2864082,2001,337:20:28:34
-80.483327,25.894334,01b02,3344,551754,2864084,2001,337:20:28:35
-80.483317,25.894343,01b02,3346,551755,2864085,2001,337:20:28:36
-80.483307,25.894352,01b02,3348,551756,2864086,2001,337:20:28:37
-80.483297,25.894361,01b02,3350,551757,2864087,2001,337:20:28:38
-80.483287,25.894370,01b02,3352,551758,2864088,2001,337:20:28:39
-80.483277,25.894379,01b02,3354,551759,2864089,2001,337:20:28:40
-80.483267,25.894388,01b02,3356,551760,2864090,2001,337:20:28:41
-80.483257,25.894406,01b02,3358,551761,2864092,2001,337:20:28:42
-80.483247,25.894415,01b02,3360,551762,2864093,2001,337:20:28:43
-80.483227,25.894433,01b02,3363,551764,2864095,2001,337:20:28:44
-80.483217,25.894442,01b02,3365,551765,2864096,2001,337:20:28:45
-80.483207,25.894460,01b02,3366,551766,2864098,2001,337:20:28:47
-80.483197,25.894469,01b02,3368,551767,2864099,2001,337:20:28:47
-80.483187,25.894487,01b02,3373,551768,2864101,2001,337:20:28:50
-80.483177,25.894505,01b02,3375,551769,2864103,2001,337:20:28:51
-80.483167,25.894514,01b02,3377,551770,2864104,2001,337:20:28:52
-80.483157,25.894523,01b02,3379,551771,2864105,2001,337:20:28:53
-80.483147,25.894532,01b02,3381,551772,2864106,2001,337:20:28:54
-80.483137,25.894559,01b02,3385,551773,2864109,2001,337:20:28:56
-80.483127,25.894568,01b02,3387,551774,2864110,2001,337:20:28:57
-80.483117,25.894586,01b02,3389,551775,2864112,2001,337:20:28:58
-80.483107,25.894604,01b02,3393,551776,2864114,2001,337:20:29:00
-80.483097,25.894613,01b02,3396,551777,2864115,2001,337:20:29:01
-80.483086,25.894631,01b02,3398,551778,2864117,2001,337:20:29:02
-80.483076,25.894649,01b02,3402,551779,2864119,2001,337:20:29:04
-80.483066,25.894667,01b02,3404,551780,2864121,2001,337:20:29:05
-80.483056,25.894676,01b02,3406,551781,2864122,2001,337:20:29:06
-80.483046,25.894703,01b02,3410,551782,2864125,2001,337:20:29:08
-80.483036,25.894712,01b02,3412,551783,2864126,2001,337:20:29:09
-80.483026,25.894721,01b02,3414,551784,2864127,2001,337:20:29:10
-80.483016,25.894748,01b02,3416,551785,2864130,2001,337:20:29:11
-80.483006,25.894757,01b02,3419,551786,2864131,2001,337:20:29:12
-80.482996,25.894775,01b02,3421,551787,2864133,2001,337:20:29:14
-80.482986,25.894793,01b02,3425,551788,2864135,2001,337:20:29:16
-80.482976,25.894802,01b02,3427,551789,2864136,2001,337:20:29:17
-80.482966,25.894820,01b02,3429,551790,2864138,2001,337:20:29:18
-80.482956,25.894829,01b02,3431,551791,2864139,2001,337:20:29:19
-80.482946,25.894847,01b02,3435,551792,2864141,2001,337:20:29:21
-80.482936,25.894865,01b02,3437,551793,2864143,2001,337:20:29:22
-80.482926,25.894874,01b02,3439,551794,2864144,2001,337:20:29:23
-80.482916,25.894883,01b02,3442,551795,2864145,2001,337:20:29:24
-80.482906,25.894892,01b02,3444,551796,2864146,2001,337:20:29:25
-80.482896,25.894910,01b02,3446,551797,2864148,2001,337:20:29:26
-80.482886,25.894919,01b02,3448,551798,2864149,2001,337:20:29:27
-80.482876,25.894928,01b02,3450,551799,2864150,2001,337:20:29:28
-80.482866,25.894937,01b02,3452,551800,2864151,2001,337:20:29:29
-80.482855,25.894946,01b02,3454,551801,2864152,2001,337:20:29:30
-80.482845,25.894955,01b02,3456,551802,2864153,2001,337:20:29:31
-80.482835,25.894964,01b02,3458,551803,2864154,2001,337:20:29:32
-80.482825,25.894973,01b02,3460,551804,2864155,2001,337:20:29:33
-80.482805,25.894991,01b02,3462,551806,2864157,2001,337:20:29:34
-80.482795,25.895000,01b02,3465,551807,2864158,2001,337:20:29:35
-80.482785,25.895009,01b02,3468,551808,2864159,2001,337:20:29:38
-80.482775,25.895027,01b02,3470,551809,2864161,2001,337:20:29:38
-80.482755,25.895045,01b02,3472,551811,2864163,2001,337:20:29:39
-80.482735,25.895054,01b02,3475,551813,2864164,2001,337:20:29:41
-80.482725,25.895063,01b02,3477,551814,2864165,2001,337:20:29:42
-80.482715,25.895072,01b02,3479,551815,2864166,2001,337:20:29:43
-80.482705,25.895081,01b02,3481,551816,2864167,2001,337:20:29:44
-80.482695,25.895090,01b02,3483,551817,2864168,2001,337:20:29:45
-80.482685,25.895099,01b02,3485,551818,2864169,2001,337:20:29:46
-80.482665,25.895108,01b02,3487,551820,2864170,2001,337:20:29:47
-80.482655,25.895117,01b02,3489,551821,2864171,2001,337:20:29:48
-80.482645,25.895126,01b02,3491,551822,2864172,2001,337:20:29:49
-80.482635,25.895135,01b02,3493,551823,2864173,2001,337:20:29:50
-80.482625,25.895144,01b02,3495,551824,2864174,2001,337:20:29:51
-80.482605,25.895153,01b02,3498,551826,2864175,2001,337:20:29:52
-80.482595,25.895162,01b02,3500,551827,2864176,2001,337:20:29:53
-80.482585,25.895171,01b02,3502,551828,2864177,2001,337:20:29:54
-80.482575,25.895180,01b02,3504,551829,2864178,2001,337:20:29:55
-80.482565,25.895189,01b02,3506,551830,2864179,2001,337:20:29:56
-80.482555,25.895198,01b02,3508,551831,2864180,2001,337:20:29:57
-80.482535,25.895207,01b02,3510,551833,2864181,2001,337:20:29:58
-80.482525,25.895225,01b02,3512,551834,2864183,2001,337:20:29:59
-80.482515,25.895234,01b02,3514,551835,2864184,2001,337:20:30:00
-80.482505,25.895243,01b02,3516,551836,2864185,2001,337:20:30:01
-80.482495,25.895252,01b02,3518,551837,2864186,2001,337:20:30:02
-80.482475,25.895270,01b02,3520,551839,2864188,2001,337:20:30:03
-80.482465,25.895288,01b02,3523,551840,2864190,2001,337:20:30:04
-80.482455,25.895297,01b02,3525,551841,2864191,2001,337:20:30:06
-80.482445,25.895306,01b02,3527,551842,2864192,2001,337:20:30:07
-80.482435,25.895324,01b02,3531,551843,2864194,2001,337:20:30:09
-80.482424,25.895342,01b02,3533,551844,2864196,2001,337:20:30:10
-80.482414,25.895351,01b02,3535,551845,2864197,2001,337:20:30:11
-80.482404,25.895360,01b02,3537,551846,2864198,2001,337:20:30:12
-80.482394,25.895369,01b02,3539,551847,2864199,2001,337:20:30:13
-80.482384,25.895387,01b02,3541,551848,2864201,2001,337:20:30:14
-80.482374,25.895396,01b02,3544,551849,2864202,2001,337:20:30:15
-80.482364,25.895405,01b02,3546,551850,2864203,2001,337:20:30:16
-80.482354,25.895414,01b02,3547,551851,2864204,2001,337:20:30:17
-80.482344,25.895441,01b02,3551,551852,2864207,2001,337:20:30:19
-80.482334,25.895450,01b02,3553,551853,2864208,2001,337:20:30:20
-80.482324,25.895468,01b02,3556,551854,2864210,2001,337:20:30:21
-80.482314,25.895477,01b02,3558,551855,2864211,2001,337:20:30:22
-80.482304,25.895486,01b02,3560,551856,2864212,2001,337:20:30:23
-80.482294,25.895513,01b02,3564,551857,2864215,2001,337:20:30:25
-80.482274,25.895531,01b02,3567,551859,2864217,2001,337:20:30:26
-80.482264,25.895549,01b02,3570,551860,2864219,2001,337:20:30:28
-80.482254,25.895558,01b02,3572,551861,2864220,2001,337:20:30:29
-80.482244,25.895585,01b02,3574,551862,2864223,2001,337:20:30:30
-80.482234,25.895594,01b02,3576,551863,2864224,2001,337:20:30:31
-80.482224,25.895603,01b02,3579,551864,2864225,2001,337:20:30:32
-80.482214,25.895612,01b02,3581,551865,2864226,2001,337:20:30:34
-80.482204,25.895630,01b02,3583,551866,2864228,2001,337:20:30:35
-80.482194,25.895639,01b02,3585,551867,2864229,2001,337:20:30:36
-80.482184,25.895648,01b02,3587,551868,2864230,2001,337:20:30:37
-80.482173,25.895675,01b02,3592,551869,2864233,2001,337:20:30:39
-80.482163,25.895684,01b02,3593,551870,2864234,2001,337:20:30:40
-80.482153,25.895702,01b02,3595,551871,2864236,2001,337:20:30:41
-80.482143,25.895711,01b02,3597,551872,2864237,2001,337:20:30:42
-80.482133,25.895720,01b02,3599,551873,2864238,2001,337:20:30:43
-80.482123,25.895738,01b02,3602,551874,2864240,2001,337:20:30:44
-80.482113,25.895747,01b02,3604,551875,2864241,2001,337:20:30:45
-80.482103,25.895756,01b02,3606,551876,2864242,2001,337:20:30:46
-80.482093,25.895765,01b02,3608,551877,2864243,2001,337:20:30:47
-80.482083,25.895783,01b02,3610,551878,2864245,2001,337:20:30:48
-80.482073,25.895792,01b02,3612,551879,2864246,2001,337:20:30:49
-80.482063,25.895801,01b02,3614,551880,2864247,2001,337:20:30:50
-80.482053,25.895810,01b02,3616,551881,2864248,2001,337:20:30:51
-80.482043,25.895819,01b02,3618,551882,2864249,2001,337:20:30:52
-80.482023,25.895837,01b02,3620,551884,2864251,2001,337:20:30:53
-80.482013,25.895855,01b02,3622,551885,2864253,2001,337:20:30:54
-80.482003,25.895864,01b02,3625,551886,2864254,2001,337:20:30:56
-80.481983,25.895882,01b02,3629,551888,2864256,2001,337:20:30:58
-80.481973,25.895891,01b02,3631,551889,2864257,2001,337:20:30:59
-80.481963,25.895900,01b02,3633,551890,2864258,2001,337:20:31:00
-80.481953,25.895909,01b02,3635,551891,2864259,2001,337:20:31:01
-80.481943,25.895918,01b02,3637,551892,2864260,2001,337:20:31:02
-80.481933,25.895927,01b02,3639,551893,2864261,2001,337:20:31:03
-80.481923,25.895936,01b02,3641,551894,2864262,2001,337:20:31:04
-80.481913,25.895945,01b02,3643,551895,2864263,2001,337:20:31:05
-80.481903,25.895954,01b02,3646,551896,2864264,2001,337:20:31:06
-80.481893,25.895972,01b02,3648,551897,2864266,2001,337:20:31:07
-80.481883,25.895981,01b02,3650,551898,2864267,2001,337:20:31:08
-80.481863,25.895999,01b02,3651,551900,2864269,2001,337:20:31:09
-80.481853,25.896008,01b02,3656,551901,2864270,2001,337:20:31:11
-80.481843,25.896017,01b02,3658,551902,2864271,2001,337:20:31:12
-80.481823,25.896026,01b02,3660,551904,2864272,2001,337:20:31:13
-80.481813,25.896026,01b02,3662,551905,2864272,2001,337:20:31:14
-80.481803,25.896035,01b02,3664,551906,2864273,2001,337:20:31:15
-80.481792,25.896044,01b02,3666,551907,2864274,2001,337:20:31:16
-80.481782,25.896053,01b02,3669,551908,2864275,2001,337:20:31:17
-80.481772,25.896071,01b02,3671,551909,2864277,2001,337:20:31:19
-80.481752,25.896089,01b02,3672,551911,2864279,2001,337:20:31:20
-80.481732,25.896098,01b02,3677,551913,2864280,2001,337:20:31:21
-80.481712,25.896116,01b02,3679,551915,2864282,2001,337:20:31:23
-80.481702,25.896125,01b02,3681,551916,2864283,2001,337:20:31:24
-80.481692,25.896134,01b02,3683,551917,2864284,2001,337:20:31:25
-80.481682,25.896143,01b02,3685,551918,2864285,2001,337:20:31:26
-80.481672,25.896152,01b02,3687,551919,2864286,2001,337:20:31:27
-80.481662,25.896161,01b02,3689,551920,2864287,2001,337:20:31:28
