-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
VIC1        49718.000    1995     1     1     0
VIC1        52274.750    2001    12    31    18
VIC1       -86596.184 -5393806.190  3391546.690
50317.00     0.273004     0.078338    -0.725311
50317.25     0.301576     0.035019    -1.110804
50317.50     0.384327     0.037287    -0.986761
50317.75     0.365597    -0.070790    -1.793825
50318.00     0.245988    -0.048064    -1.097129
50318.25     0.308771    -0.110102    -2.006647
50318.50     0.311407    -0.118322    -2.232692
50318.75     0.284677    -0.211229    -2.958373
50319.00     0.117472    -0.145354    -1.841108
50319.25     0.097266    -0.180424    -2.560745
50319.50     0.023810    -0.142783    -2.303214
50319.75    -0.028498    -0.205834    -2.570093
50320.00    -0.164276    -0.108994    -0.894340
50320.25    -0.230374    -0.180550    -0.945601
50320.50    -0.304611    -0.121834    -0.366927
50320.75    -0.362247    -0.123635    -0.407573
50321.00    -0.462181    -0.026168     1.242990
50321.25    -0.453856    -0.042981     0.395916
50321.50    -0.428707     0.025361     0.724001
50321.75    -0.435152    -0.029263     0.047864
50322.00    -0.481105     0.079495     1.586428
50322.25    -0.443066     0.012586     0.797498
50322.50    -0.361624     0.047281     1.066545
50322.75    -0.305909    -0.016546     0.298998
50323.00    -0.292540     0.028729     1.050348
50323.25    -0.179523    -0.091373    -0.130960
50323.50    -0.074014    -0.095897    -0.115205
50323.75    -0.030493    -0.194836    -0.889024
50324.00    -0.045032    -0.161253     0.124930
50324.25     0.037423    -0.213556    -0.737012
50324.50     0.085792    -0.202488    -0.164484
50324.75     0.110344    -0.215133    -0.696281
50325.00     0.029513    -0.168354     0.481114
50325.25     0.031862    -0.173939     0.128686
50325.50     0.029931    -0.149716     0.590572
50325.75    -0.050067    -0.111155     0.309608
50326.00    -0.184273     0.004138     1.839668
50326.25    -0.189518    -0.020390     1.808771
50326.50    -0.131843     0.051893     1.879260
50326.75    -0.195336     0.066396     1.525521
50327.00    -0.257960     0.181175     2.903160
50327.25    -0.256300     0.145438     2.512464
50327.50    -0.228763     0.189046     2.966886
50327.75    -0.231342     0.166326     2.502723
50328.00    -0.254116     0.216249     3.247406
50328.25    -0.256091     0.147071     2.988146
50328.50    -0.197020     0.157342     2.629771
50328.75    -0.184426     0.074219     1.775630
50329.00    -0.196575     0.144917     2.791080
50329.25    -0.225155     0.023116     2.319818
50329.50    -0.207364     0.038400     1.789338
50329.75    -0.161657    -0.017268     1.188515
50330.00    -0.200831     0.038503     2.239498
50330.25    -0.203411    -0.039909     1.942752
50330.50    -0.153513    -0.018410     1.811803
50330.75    -0.183797    -0.031688     1.747990
50331.00    -0.246991     0.074033     2.806430
50331.25    -0.167746     0.038392     2.610947
50331.50    -0.113973     0.062337     2.686036
50331.75    -0.136044     0.057548     2.480222
50332.00    -0.164533     0.129973     3.316604
50332.25    -0.183612     0.043215     3.103756
50332.50    -0.134146     0.031006     2.582201
50332.75    -0.183682    -0.046608     1.954221
50333.00    -0.257599     0.047668     2.706966
50333.25    -0.291051    -0.027931     2.059738
50333.50    -0.321321     0.009109     1.838041
50333.75    -0.386471    -0.034923     1.577234
50334.00    -0.457410     0.045359     2.642971
50334.25    -0.486072     0.026308     2.436593
50334.50    -0.423673     0.008501     2.431648
50334.75    -0.417326    -0.053231     1.779148
50335.00    -0.432352     0.024163     3.101160
50335.25    -0.370227    -0.043908     2.432472
50335.50    -0.255117    -0.053627     2.329490
50335.75    -0.177882    -0.130170     1.479709
50336.00    -0.057482    -0.008524     2.131403
50336.25     0.090688    -0.139374     0.940559
50336.50     0.168771    -0.144144     1.061733
50336.75     0.233573    -0.206194     0.457419
50337.00     0.234824    -0.096656     1.473511
50337.25     0.271949    -0.172910     0.967871
50337.50     0.310017    -0.161466     0.802021
50337.75     0.282224    -0.210036     0.423839
50338.00     0.158537    -0.053041     1.889283
50338.25     0.121227    -0.114603     1.374127
50338.50     0.124454    -0.082071     1.524293
50338.75     0.070118    -0.145416     0.973710
50339.00    -0.077451     0.006522     2.736729
50339.25    -0.048583    -0.056035     2.160124
50339.50    -0.116898     0.000813     2.532657
50339.75    -0.129149     0.009029     2.133694
50340.00    -0.271278     0.121869     3.132740
50340.25    -0.239616     0.169948     2.808857
50340.50    -0.252713     0.268070     2.928247
50340.75    -0.279167     0.290727     2.810584
50341.00    -0.344655     0.353221     3.880593
50341.25    -0.301261     0.385496     3.966611
50341.50    -0.268058     0.459656     4.429627
50341.75    -0.270958     0.540935     4.428163
50342.00    -0.363486     0.591652     6.127152
50342.25    -0.400160     0.466564     5.905107
50342.50    -0.388471     0.352861     5.814849
50342.75    -0.326417     0.123406     4.714292
50343.00    -0.174664     0.095254     4.632544
50343.25    -0.029602    -0.068285     3.195952
50343.50     0.160152    -0.121564     2.207777
50343.75     0.284503    -0.174299     0.728183
50344.00     0.313243    -0.053241     1.088473
50344.25     0.385804    -0.102325     0.013115
50344.50     0.361367    -0.063842    -0.558511
50344.75     0.359845    -0.080615    -1.257400
50345.00     0.269999     0.013827    -0.196964
50345.25     0.194655    -0.020709    -0.085325
50345.50     0.130229     0.067747     0.409075
50345.75    -0.006080     0.074756     0.584532
50346.00    -0.146570     0.143133     2.072586
50346.25    -0.184099     0.099970     1.766785
50346.50    -0.161316     0.193381     1.873542
50346.75    -0.198094     0.127199     1.977147
50347.00    -0.282677     0.234014     2.809402
50347.25    -0.301216     0.174279     3.082512
50347.50    -0.309891     0.112330     3.455428
50347.75    -0.363078    -0.096727     3.143001
50348.00    -0.354249     0.018636     3.506661
50348.25    -0.272830    -0.069242     2.252469
50348.50    -0.203060    -0.032872     1.681663
50348.75    -0.133189    -0.083378     0.995207
50349.00    -0.092851     0.038116     1.803284
50349.25     0.055737    -0.012419     0.915317
50349.50     0.137660     0.022913     0.450345
50349.75     0.243408    -0.036655    -0.071552
50350.00     0.260258     0.021016     0.821483
50350.25     0.305048    -0.067138     0.488693
50350.50     0.426949    -0.116599     0.328101
50350.75     0.424830    -0.178941    -0.033243
50351.00     0.404857    -0.035893     1.128932
50351.25     0.425640    -0.067006     0.674415
50351.50     0.420554     0.058874     0.823814
50351.75     0.322357     0.146725     1.223487
50352.00     0.286317     0.341783     2.172219
50352.25     0.173890     0.402953     2.199931
50352.50     0.080358     0.507389     2.671384
50352.75    -0.037670     0.498566     2.834967
50353.00    -0.065529     0.482780     3.648166
50353.25    -0.061550     0.366192     3.034860
50353.50    -0.016549     0.268093     2.867436
50353.75    -0.009190     0.060552     1.932030
50354.00    -0.086804    -0.028416     2.315107
50354.25    -0.068831    -0.313255     1.227841
50354.50    -0.009030    -0.430560     0.700170
50354.75     0.024291    -0.511870    -0.470971
50355.00     0.014199    -0.318054     0.527988
50355.25     0.094561    -0.336834    -0.217803
50355.50     0.159926    -0.243988    -0.402154
50355.75     0.213124    -0.229442    -1.165502
50356.00     0.173957    -0.082767    -0.257021
50356.25     0.218095    -0.046675    -1.145999
50356.50     0.249336     0.037531    -0.993195
50356.75     0.250571     0.036323    -1.975439
50357.00     0.203795     0.182909    -1.048413
50357.25     0.236497     0.205517    -1.308752
50357.50     0.233529     0.213586    -0.948358
50357.75     0.228266     0.131561    -1.501467
50358.00     0.218165     0.203905    -0.598898
50358.25     0.326267     0.035474    -1.102383
50358.50     0.470960    -0.093351    -1.156208
50358.75     0.552658    -0.266524    -2.014501
50359.00     0.590359    -0.233991    -1.344967
50359.25     0.696495    -0.303808    -2.064644
50359.50     0.802177    -0.262873    -2.018392
50359.75     0.820236    -0.205183    -2.711873
50360.00     0.734748    -0.002795    -1.801414
50360.25     0.763190     0.028440    -2.223644
50360.50     0.712202     0.136956    -2.192997
50360.75     0.685462     0.171143    -3.036768
50361.00     0.547169     0.316016    -2.041158
50361.25     0.562693     0.320347    -2.463069
50361.50     0.569312     0.381791    -2.293880
50361.75     0.557259     0.300880    -2.818007
50362.00     0.475061     0.283399    -1.927854
50362.25     0.509352     0.151845    -2.125409
50362.50     0.521507     0.094847    -1.568283
50362.75     0.491782    -0.067127    -1.568263
50363.00     0.416531    -0.020293    -0.603067
50363.25     0.418836    -0.156580    -0.184140
50363.50     0.423642    -0.166342     0.770588
50363.75     0.347295    -0.240231     0.881283
50364.00     0.186251    -0.203384     2.522226
50364.25     0.052686    -0.379632     2.554497
50364.50    -0.007241    -0.399196     3.070802
50364.75    -0.015396    -0.461835     2.770613
50365.00    -0.025267    -0.334199     3.168511
50365.25     0.039480    -0.443746     2.009188
50365.50     0.107086    -0.367204     1.192642
50365.75     0.165972    -0.485695    -0.210515
50366.00     0.161275    -0.356587     0.275679
50366.25     0.241742    -0.448616    -1.109654
50366.50     0.322292    -0.445949    -1.456374
50366.75     0.416866    -0.482621    -2.559173
50367.00     0.358246    -0.205570    -2.165108
50367.25     0.345826    -0.157925    -3.207804
50367.50     0.321141    -0.020296    -3.312185
50367.75     0.284390     0.004957    -3.631431
50368.00     0.159124     0.144013    -2.157293
50368.25     0.219320     0.103524    -2.759109
50368.50     0.301526     0.174285    -3.058124
50368.75     0.319462     0.094259    -3.724233
50369.00     0.280146     0.163515    -2.525646
50369.25     0.339760     0.073537    -3.097932
50369.50     0.370689     0.069815    -3.285902
50369.75     0.306814    -0.024417    -3.518383
50370.00     0.191482     0.033200    -1.826823
50370.25     0.202339    -0.021160    -2.033110
50370.50     0.234195     0.005405    -1.697822
50370.75     0.166876    -0.005153    -1.699020
50371.00     0.051746     0.123063    -0.279509
50371.25     0.054533     0.091340    -0.592551
50371.50     0.018607     0.163580    -0.308361
50371.75    -0.036992     0.120992    -0.373585
50372.00    -0.154015     0.243092     1.267712
50372.25    -0.113459     0.182210     0.847523
50372.50    -0.073646     0.218368     1.311005
50372.75    -0.029930     0.182429     0.823999
50373.00    -0.038766     0.291197     2.611236
50373.25     0.043764     0.215822     2.318171
50373.50     0.077342     0.221709     2.474366
50373.75     0.084006     0.072309     2.055945
50374.00     0.194908    -0.013278     2.468617
50374.25     0.224184    -0.273266     1.601901
50374.50     0.219630    -0.444081     0.434002
50374.75     0.079655    -0.396985    -0.647030
50375.00    -0.029286    -0.132712     0.581809
50375.25    -0.127697     0.041547     0.848355
50375.50    -0.130839     0.133460     1.072779
50375.75    -0.125457     0.155141     1.253975
50376.00    -0.185863     0.287654     2.968140
50376.25    -0.112823     0.310097     3.302703
50376.50    -0.033863     0.347131     3.219984
50376.75    -0.029826     0.298502     2.809614
50377.00     0.075664     0.323932     3.479426
50377.25     0.164823     0.241187     2.964610
50377.50     0.235650     0.269407     2.366668
50377.75     0.264461     0.188973     1.985327
50378.00     0.314064     0.213167     2.527182
50378.25     0.209844     0.155374     2.925545
50378.50     0.053949     0.146631     3.532703
50378.75    -0.228630    -0.165376     3.328886
50379.00    -0.308038    -0.185013     3.026666
50379.25    -0.378779    -0.064599     1.839251
50379.50    -0.430957    -0.008069     2.308778
50379.75    -0.413816    -0.074121     1.738532
50380.00    -0.348630     0.078021     2.571247
50380.25    -0.324002     0.097125     1.602624
50380.50    -0.342037     0.210857     1.335832
50380.75    -0.351205     0.227498     1.128754
50381.00    -0.384673     0.377948     2.444709
50381.25    -0.345744     0.407197     2.343703
50381.50    -0.304436     0.546165     2.804427
50381.75    -0.182986     0.556327     2.166433
50382.00    -0.019174     0.678509     3.006109
50382.25     0.171742     0.642118     2.623350
50382.50     0.270921     0.533325     1.917680
50382.75     0.474556     0.346315    -0.636521
50383.00     0.587070     0.297364    -1.128714
50383.25     0.668889     0.138342    -2.841519
50383.50     0.659975     0.061528    -3.242143
50383.75     0.638256    -0.153683    -4.516250
50384.00     0.510669    -0.151797    -3.924267
50384.25     0.316883    -0.297166    -4.308692
50384.50     0.160736    -0.226524    -2.819680
50384.75    -0.004898    -0.260870    -2.638157
50385.00    -0.098358     0.031781    -0.429446
50385.25    -0.277698     0.143027     0.597388
50385.50    -0.435109     0.262379     1.912547
50385.75    -0.634774     0.167157     2.307562
50386.00    -0.772158     0.145388     3.889055
50386.25    -0.726350    -0.150127     3.158132
50386.50    -0.557437    -0.291473     2.796165
50386.75    -0.364339    -0.408937     1.418770
50387.00    -0.232645    -0.237137     1.491415
50387.25    -0.122004    -0.242513     0.377913
50387.50    -0.025434    -0.166885     0.070466
50387.75    -0.029294    -0.202318    -0.204694
50388.00    -0.053984    -0.088917     1.331477
50388.25    -0.067798    -0.194316     1.340037
50388.50    -0.072534    -0.285226     1.724727
50388.75     0.001549    -0.468258     1.085686
50389.00     0.039483    -0.489853     1.354921
50389.25     0.125196    -0.672003     0.000684
50389.50     0.151886    -0.670650    -1.497113
50389.75     0.143455    -0.668060    -2.881429
50390.00     0.110085    -0.406463    -2.545902
50390.25     0.094983    -0.298788    -3.463495
50390.50     0.066438    -0.155307    -3.991534
50390.75     0.059526    -0.113025    -4.500046
50391.00    -0.046429     0.133576    -2.792555
50391.25    -0.038568     0.225790    -2.470641
50391.50     0.081917     0.286042    -1.916314
50391.75     0.042886     0.331725    -1.948239
50392.00     0.005827     0.372919    -0.933185
50392.25     0.080215     0.301095    -1.507065
50392.50     0.099133     0.338734    -1.310470
50392.75     0.102848     0.336323    -1.332958
50393.00     0.076720     0.480940    -0.197472
50393.25     0.032466     0.492335    -0.269193
50393.50    -0.009978     0.537673     0.002765
50393.75    -0.100568     0.467213    -0.048504
50394.00    -0.152758     0.473657     1.235943
50394.25    -0.260801     0.384168     2.080736
50394.50    -0.341116     0.165367     2.945701
50394.75    -0.329736    -0.260135     2.523936
50395.00    -0.139904    -0.525241     2.141268
50395.25    -0.138949    -0.818221    -0.004499
50395.50    -0.154574    -0.827456    -0.510175
50395.75    -0.079381    -0.996154    -1.307523
50396.00     0.070820    -0.850525    -0.917911
50396.25     0.073212    -0.836932    -2.087337
50396.50     0.092696    -0.681248    -2.118215
50396.75     0.107363    -0.613134    -2.537309
50397.00     0.192378    -0.373947    -0.933555
50397.25     0.290190    -0.428181    -1.268913
50397.50     0.436785    -0.443278    -1.530029
50397.75     0.595601    -0.415902    -2.625380
50398.00     0.634642    -0.211614    -2.432859
50398.25     0.691352    -0.208543    -3.109202
50398.50     0.842554    -0.168128    -4.270258
50398.75     0.977134    -0.211863    -5.555546
50399.00     1.051978    -0.112573    -5.609074
50399.25     1.170460    -0.175965    -7.192614
50399.50     1.247154    -0.155343    -8.263239
50399.75     1.213048    -0.246963    -9.219698
50400.00     1.132085    -0.130057    -8.497383
50400.25     1.060158    -0.143129    -9.008919
50400.50     0.954581    -0.091459    -8.731847
50400.75     0.913158    -0.123520    -9.087729
50401.00     0.805511     0.027604    -7.615001
50401.25     0.737493     0.038982    -7.011952
50401.50     0.738513     0.133453    -6.171383
50401.75     0.793977     0.165492    -6.432661
50402.00     0.770499     0.422740    -5.198529
50402.25     0.753525     0.494424    -5.056371
50402.50     0.735943     0.635088    -4.568484
50402.75     0.634153     0.683578    -4.373031
50403.00     0.567287     0.825629    -3.354025
50403.25     0.576672     0.849592    -3.677288
50403.50     0.572196     0.914413    -2.914473
50403.75     0.535643     0.821398    -2.916254
50404.00     0.495227     0.806363    -2.039318
50404.25     0.512384     0.529812    -3.125162
50404.50     0.472990     0.346410    -3.326932
50404.75     0.543585     0.041178    -4.536395
50405.00     0.541470     0.030130    -3.683544
50405.25     0.519882    -0.082873    -3.529170
50405.50     0.474004    -0.099219    -2.455243
50405.75     0.362686    -0.148630    -2.048625
50406.00     0.312012    -0.048102    -0.492757
50406.25     0.231273    -0.061455     0.229751
50406.50     0.165894     0.052468     1.134998
50406.75     0.103302     0.070766     0.919369
50407.00     0.084463     0.224926     2.179680
50407.25     0.033464     0.202747     2.419939
50407.50     0.018971     0.249714     2.869598
50407.75    -0.036966     0.214990     2.856033
50408.00     0.005301     0.296160     3.814602
50408.25     0.005291     0.143002     3.749432
50408.50     0.013211    -0.012892     3.644413
50408.75     0.217556    -0.268822     1.842823
50409.00     0.421061    -0.220213     0.931320
50409.25     0.528840    -0.201650    -0.866845
50409.50     0.465430    -0.056294    -1.632420
50409.75     0.357011     0.021683    -2.108928
50410.00     0.205562     0.200961    -0.664457
50410.25     0.116237     0.220938    -0.046928
50410.50     0.124518     0.271204     0.714943
50410.75     0.145608     0.200304     0.710441
50411.00     0.277889     0.170060     1.061129
50411.25     0.443224     0.084885     0.447189
50411.50     0.481900     0.096893     0.943186
50411.75     0.483091    -0.052664     0.909416
50412.00     0.513604    -0.016478     2.038398
50412.25     0.365029    -0.095268     2.614281
50412.50     0.169679    -0.224021     3.239831
50412.75     0.101033    -0.460158     1.714835
50413.00     0.217306    -0.519422     0.357614
50413.25     0.355779    -0.696530    -1.669500
50413.50     0.574483    -0.670266    -3.118431
50413.75     0.787386    -0.696230    -5.489134
50414.00     0.874586    -0.476572    -6.084827
50414.25     0.950142    -0.414620    -7.328861
50414.50     0.935782    -0.320981    -7.393797
50414.75     0.887544    -0.295666    -8.152911
50415.00     0.687474    -0.099625    -6.801599
50415.25     0.507415    -0.079957    -6.275017
50415.50     0.372624     0.021125    -5.201770
50415.75     0.273150     0.119465    -4.778894
50416.00     0.208189     0.303003    -2.797967
50416.25     0.160387     0.467475    -1.637103
50416.50     0.167396     0.669975    -0.011095
50416.75    -0.011014     0.783000     1.129519
50417.00    -0.153996     0.787071     3.052767
50417.25    -0.226980     0.640490     3.308012
50417.50    -0.270387     0.534789     4.105065
50417.75    -0.354259     0.431334     4.199210
50418.00    -0.448225     0.276907     5.106939
50418.25    -0.703241    -0.097663     4.340054
50418.50    -0.734734    -0.273572     3.647704
50418.75    -0.730086    -0.361680     2.148090
50419.00    -0.652583    -0.171848     1.767629
50419.25    -0.640413    -0.073663     0.609316
50419.50    -0.512749     0.088584     0.748053
50419.75    -0.393270     0.081162    -0.155465
50420.00    -0.326774     0.132644     0.739967
50420.25    -0.265086    -0.066471    -0.451648
50420.50    -0.116219    -0.129081    -1.405430
50420.75     0.026030    -0.292430    -3.220332
50421.00     0.133532    -0.169454    -3.283420
50421.25     0.172823    -0.084979    -4.259281
50421.50     0.163729     0.077033    -4.178343
50421.75    -0.016640     0.148829    -4.088348
50422.00    -0.253166     0.367927    -1.957046
50422.25    -0.629623     0.412698    -0.425631
50422.50    -0.936835     0.472014     1.867844
50422.75    -1.078486     0.249439     2.279915
50423.00    -1.074030     0.445880     3.225471
50423.25    -1.119476     0.477788     3.714054
50423.50    -1.187944     0.506130     4.552899
50423.75    -1.157402     0.337307     4.583195
50424.00    -0.884976     0.255122     5.177105
50424.25    -0.715815    -0.015425     4.417887
50424.50    -0.537741    -0.262740     3.710332
50424.75    -0.278583    -0.518824     1.286088
50425.00    -0.266870    -0.494735     0.881873
50425.25    -0.305614    -0.653171    -1.185852
50425.50    -0.348909    -0.643013    -1.459818
50425.75    -0.444980    -0.604167    -2.018530
50426.00    -0.385138    -0.399584    -1.228634
50426.25    -0.448272    -0.235337    -1.580359
50426.50    -0.463064    -0.017283    -1.247976
50426.75    -0.540040     0.114735    -1.712581
50427.00    -0.692226     0.309016    -0.230238
50427.25    -0.877698     0.361662     0.121016
50427.50    -1.013390     0.470760     1.015882
50427.75    -1.133264     0.415369     1.125778
50428.00    -1.164607     0.503190     2.855761
50428.25    -1.093351     0.404238     2.562646
50428.50    -0.988861     0.404940     3.062143
50428.75    -0.861172     0.320965     2.518634
50429.00    -0.609563     0.410633     2.771348
50429.25    -0.522176     0.274217     2.010840
50429.50    -0.401157     0.199768     1.764282
50429.75    -0.138573    -0.016559    -0.017902
50430.00     0.092848     0.064225    -0.348236
50430.25     0.176468    -0.003630    -1.608460
50430.50     0.308422    -0.033205    -2.114666
50430.75     0.372764    -0.051180    -3.305422
50431.00     0.384233     0.074273    -2.440226
50431.25     0.382809     0.087001    -2.316671
50431.50     0.496416     0.146206    -2.089400
50431.75     0.566782     0.140125    -2.603309
50432.00     0.650181     0.185055    -2.273212
50432.25     0.634427     0.093972    -2.799657
50432.50     0.644680     0.080616    -2.576050
50432.75     0.591291    -0.059463    -3.232224
50433.00     0.500613    -0.095167    -2.143286
50433.25     0.299712    -0.092190    -1.044049
50433.50     0.159415    -0.040102     0.851765
50433.75     0.083101    -0.084652     1.665236
50434.00     0.127439    -0.141375     3.382032
50434.25     0.018311    -0.346168     2.323666
50434.50     0.190785    -0.301563     1.411128
50434.75     0.307262    -0.422501    -0.199061
50435.00     0.361133    -0.397869    -0.512567
50435.25     0.301417    -0.547404    -1.788417
50435.50     0.257143    -0.549625    -2.172116
50435.75     0.176190    -0.594802    -3.140162
50436.00     0.157732    -0.481234    -3.112035
50436.25     0.020147    -0.542316    -4.316379
50436.50    -0.121811    -0.448477    -4.472257
50436.75    -0.114556    -0.404949    -5.319285
50437.00    -0.087719    -0.194405    -4.818410
50437.25    -0.133447    -0.150534    -5.940535
50437.50    -0.219130    -0.013675    -5.536936
50437.75    -0.287561     0.084412    -6.008577
50438.00    -0.283299     0.335651    -4.394243
50438.25    -0.273820     0.473455    -4.216424
50438.50    -0.224962     0.664126    -3.456466
50438.75    -0.210087     0.653159    -3.552439
50439.00    -0.187052     0.672807    -2.406509
50439.25    -0.144758     0.580499    -2.740645
50439.50    -0.117777     0.542728    -2.444151
50439.75    -0.133257     0.431877    -3.069397
50440.00    -0.113068     0.510336    -1.882797
50440.25    -0.157051     0.479146    -1.668910
50440.50    -0.077987     0.486384    -1.110018
50440.75    -0.013085     0.269575    -1.108838
50441.00     0.126251     0.100468    -0.207786
50441.25     0.255149    -0.336563    -1.010373
50441.50     0.361284    -0.583347    -1.550998
50441.75     0.387342    -0.744182    -3.599026
50442.00     0.385439    -0.507352    -4.164089
50442.25     0.308647    -0.375522    -5.380933
50442.50     0.199854    -0.197142    -4.755505
50442.75     0.120000     0.034171    -4.586353
50443.00     0.013283     0.261452    -2.329390
50443.25    -0.051080     0.380555    -1.587573
50443.50    -0.133217     0.480209    -0.844903
50443.75    -0.135997     0.380308    -0.909940
50444.00    -0.160261     0.384249    -0.069264
50444.25    -0.213875     0.312278    -0.092852
50444.50    -0.222876     0.324125     0.186606
50444.75    -0.311030     0.332057    -0.094076
50445.00    -0.317394     0.389911     0.819243
50445.25    -0.376097     0.367193     0.578236
50445.50    -0.372702     0.328393     0.613126
50445.75    -0.328530     0.246888    -0.134811
50446.00    -0.203637     0.224569     0.261617
50446.25    -0.125574     0.111389    -0.478761
50446.50    -0.069244     0.085692    -0.341176
50446.75     0.026738    -0.001394    -1.404689
50447.00     0.116766     0.149163    -1.063179
50447.25     0.127761     0.134528    -1.879461
50447.50     0.211793     0.197669    -1.523052
50447.75     0.263077     0.150326    -2.284342
50448.00     0.282293     0.250608    -1.672601
50448.25     0.221413     0.093755    -2.027262
50448.50     0.209003     0.088308    -1.804397
50448.75     0.223099     0.022863    -2.527904
50449.00     0.168899     0.121948    -1.859129
50449.25    -0.055044     0.120687    -1.616458
50449.50    -0.261909     0.175339    -0.824681
50449.75    -0.507183     0.116473    -0.540771
50450.00    -0.625809     0.217522     0.719604
50450.25    -0.830453     0.161869     0.693026
50450.50    -0.925954     0.163029     1.390902
50450.75    -0.987436     0.128045     1.276455
50451.00    -1.010657     0.237818     2.226324
50451.25    -1.017417     0.221899     2.594708
50451.50    -0.930398     0.319984     2.950447
50451.75    -0.874086     0.378231     2.925186
50452.00    -0.847627     0.597490     4.232045
50452.25    -0.812824     0.526212     4.149921
50452.50    -0.760308     0.562932     4.708402
50452.75    -0.713167     0.337499     3.888869
50453.00    -0.526664     0.237711     4.572404
50453.25    -0.520074    -0.085279     3.922322
50453.50    -0.345517    -0.177930     2.810828
50453.75    -0.213126    -0.252101     1.590293
50454.00    -0.037783    -0.212874     1.556522
50454.25     0.099930    -0.253605     0.358677
50454.50     0.250575    -0.257341    -0.306772
50454.75     0.365858    -0.311924    -1.905845
50455.00     0.421580    -0.270065    -1.824635
50455.25     0.487590    -0.326417    -2.660206
50455.50     0.462133    -0.261953    -2.155851
50455.75     0.499034    -0.261107    -3.145113
50456.00     0.502751    -0.115014    -1.894040
50456.25     0.497726    -0.038758    -2.055111
50456.50     0.556246     0.045617    -0.670484
50456.75     0.497973     0.054118     0.406012
50457.00     0.324234     0.036343     2.870050
50457.25    -0.097019    -0.208758     3.585866
50457.50    -0.306666    -0.303601     3.812092
50457.75    -0.516876    -0.498182     3.484358
50458.00    -0.577023    -0.421080     3.361853
50458.25    -0.650058    -0.388505     2.786030
50458.50    -0.553571    -0.271013     3.742058
50458.75    -0.392584    -0.490364     2.806306
50459.00    -0.111775    -0.486492     1.958163
50459.25    -0.031918    -0.474267    -0.413356
50459.50     0.052706    -0.335794    -1.099567
50459.75     0.152259    -0.332767    -2.594186
50460.00     0.312314    -0.183737    -2.333819
50460.25     0.445461    -0.238918    -4.114251
50460.50     0.539945    -0.197938    -4.706436
50460.75     0.614787    -0.278075    -6.472778
50461.00     0.655805    -0.227030    -6.410154
50461.25     0.703896    -0.312899    -7.731783
50461.50     0.675932    -0.255454    -7.923694
50461.75     0.615463    -0.268845    -8.766386
50462.00     0.530503    -0.156664    -7.670791
50462.25     0.404888    -0.123421    -7.419740
50462.50     0.315108    -0.014475    -6.441912
50462.75     0.208020     0.000254    -5.788589
50463.00     0.054598     0.201797    -3.755390
50463.25    -0.118878     0.204306    -2.042755
50463.50    -0.236046     0.251468    -0.085429
50463.75    -0.463801    -0.009846     1.397229
50464.00    -0.442179    -0.328194     2.387874
50464.25    -0.308644    -0.824014     0.103409
50464.50    -0.215517    -0.908805    -1.572183
50464.75     0.013385    -1.109851    -4.564773
50465.00     0.093160    -0.852599    -5.382434
50465.25    -0.015436    -0.724256    -6.585054
50465.50    -0.125122    -0.565271    -6.662154
50465.75    -0.233491    -0.611611    -7.314489
50466.00    -0.346405    -0.573787    -6.326051
50466.25    -0.500555    -0.632413    -6.679485
50466.50    -0.596787    -0.532425    -6.350073
50466.75    -0.642075    -0.417375    -6.720491
50467.00    -0.718726    -0.208212    -4.848244
50467.25    -0.834174    -0.212746    -3.678525
50467.50    -0.908208    -0.198291    -2.657036
50467.75    -0.826760    -0.351856    -3.248585
50468.00    -0.706107    -0.239569    -2.131842
50468.25    -0.738805    -0.228098    -2.400722
50468.50    -0.699446    -0.097436    -1.938926
50468.75    -0.645272    -0.065316    -2.697880
50469.00    -0.560214     0.141249    -1.670791
50469.25    -0.473578     0.252075    -2.116944
50469.50    -0.415847     0.436800    -1.680177
50469.75    -0.469374     0.491227    -1.877737
50470.00    -0.553711     0.568979     0.018292
50470.25    -0.678526     0.374575     0.412192
50470.50    -0.751725     0.213851     1.562947
50470.75    -0.657358    -0.092660     0.471526
50471.00    -0.427199    -0.081791     0.566507
50471.25    -0.277702    -0.110485    -0.657511
50471.50    -0.111452     0.032146    -0.768798
50471.75     0.004220     0.192327    -1.542772
50472.00     0.050603     0.399836     0.231793
50472.25    -0.102449     0.409728     1.441147
50472.50    -0.259356     0.292708     2.825292
50472.75    -0.329505    -0.052294     2.033527
50473.00    -0.093506    -0.154381     1.849933
50473.25     0.008791    -0.456716     0.035933
50473.50     0.078157    -0.432415    -1.616318
50473.75     0.061251    -0.394368    -3.512649
50474.00     0.053268    -0.092711    -2.996532
50474.25     0.017093     0.116695    -3.249085
50474.50     0.042558     0.329319    -2.637574
50474.75     0.125450     0.382749    -2.783402
50475.00     0.236967     0.473093    -1.428086
50475.25     0.351638     0.428644    -1.359701
50475.50     0.449669     0.360396    -1.190390
50475.75     0.447309     0.091857    -1.969696
50476.00     0.607652    -0.186533    -1.944948
