Time,F-Scale,Location,County,State,Lat,Lon,Comments
0035,250,NEVADA,STORY,IA,42.02,-93.45,KCCI RELAYED REPORT FROM VIEWER OF HAIL MEASURED AT 2.6 INCHES DIAMETER IN NEVADA AT 735 PM. DELAYED REPORT. (DMX)
0035,100,ELLSWORTH,HAMILTON,IA,42.31,-93.58,(DMX)
0037,175,6 SW MUSCLE SHOALS,COLBERT,AL,34.68,-87.73,GOLF BALL SIZED HAIL AT 11000 BLOCK OF FRANKFORT RD. (HUN)
0040,75,ALLIGATOR,BOLIVAR,MS,34.09,-90.72,MARBLE TO PENNY SIZED HAIL (JAN)
0042,88,1 S BIRMINGHAM,VAN BUREN,IA,40.86,-91.95,NICKEL-SIZED HAIL LASTING ABOUT 3 MINUTES BEGAN AROUND 742 PM. (DVN)
0042,88,13 SSW SHERIDAN,SHERIDAN,WY,44.62,-107.06,(BYZ)
0055,75,2 W ROWELL,CLEVELAND,AR,33.88,-92.02,(LZK)
0100,100,ASHDOWN,LITTLE RIVER,AR,33.67,-94.13,HAIL BETWEEN 0.75 AND 1 INCH REPORTED IN ASHDOWN ARKANSAS. (SHV)
0113,100,ST. HENRY,MERCER,OH,40.42,-84.63,(ILN)
0119,75,HUXLEY,STORY,IA,41.9,-93.6,KCCI RELAYED REPORT FROM PUBLIC OF 3/4 INCH HAIL IN HUXLEY. (DMX)
0122,75,CLEARMONT,SHERIDAN,WY,44.64,-106.38,(BYZ)
0128,100,LADORA,IOWA,IA,41.76,-92.19,NEAR HIGHWAY 6 AND F AVENUE. (DVN)
0129,75,MARIA STEIN,MERCER,OH,40.41,-84.49,(ILN)
0134,150,GRAND JUNCTION,GREENE,IA,42.03,-94.24,FROM KCCI-TV VIEWER (DMX)
0135,75,13 W OGLALA,SHANNON,SD,43.18,-102.99,(UNR)
0139,100,4 SE ROSCOE,CARBON,MT,45.31,-109.44,(BYZ)
0140,75,ASHLAND,ROSEBUD,MT,45.62,-106.31,(BYZ)
0144,88,MINSTER,AUGLAIZE,OH,40.39,-84.38,(ILN)
0149,88,MORRIS,JEFFERSON,AL,33.75,-86.81,NICKEL SIZE HAIL WAS REPORTED NEAR THE KIMBERLEY AND MORRIS COMMUNITIES. (BMX)
0152,125,BERKLEY,BOONE,IA,41.95,-94.11,BOONE COUNTY LAW ENFORCEMENT REPORTS HAIL UP TO 1 1/4 INCH DIAMATER IN BERKLEY. (DMX)
0200,88,RIPPEY,GREENE,IA,41.93,-94.2,(DMX)
0203,88,WATAUGA,TARRANT,TX,32.87,-97.25,PENNY TO NICKLE SIZE HAIL INTERSECTION HWY 377 AND HIGHTOWER (FWD)
0204,88,1 SSW BELLE PLAINE,BENTON,IA,41.89,-92.28,VERY HEAVY RAIN ALSO. (DVN)
0212,88,FORT LORAMIE,SHELBY,OH,40.35,-84.37,(ILN)
0212,125,1 N DES MOINES,POLK,IA,41.59,-93.62,2ND AVENUE AND INTERSTATE 80. FROM KCCI-TV. OTHER HAIL TO DIME SIZE DOWNTOWN FROM WHO-TV. (DMX)
0212,100,1 NW BOUTON,BOONE,IA,41.86,-94.02,BOONE COUNTY LAW ENFORCEMENT REPORTS QUARTER SIZED HAIL ON HIGHWAY 169 AT THE DALLAS/BOONE COUNTY LINE. (DMX)
0215,88,31 SSW GORDON,SHERIDAN,NE,42.39,-102.44,(LBF)
0220,88,4 SW VAN HORNE,BENTON,IA,41.97,-92.15,PENNY TO SLIGHTLY BIGGER THAN NICKEL-SIZED HAIL. WINDS ESTIMATED TO BE 50-55 MPH. LEAVES ON TREES ARE BEING SHREADED. (DVN)
0226,75,URBANA,CHAMPAIGN,OH,40.11,-83.75,(ILN)
0230,100,BRIDGER,CARBON,MT,45.29,-108.92,(BYZ)
0230,100,6 SW MOLT,STILLWATER,MT,45.81,-109.02,(BYZ)
0231,100,KELLER,TARRANT,TX,32.93,-97.23,HAIL IN DOWNTOWN KELLER QUARTER SIZE (FWD)
0235,88,13 NW WESTON,CAMPBELL,WY,44.77,-105.52,(UNR)
0236,125,SIDNEY,SHELBY,OH,40.29,-84.16,(ILN)
0237,100,1 S CARLISLE,WARREN,IA,41.49,-93.49,NICKEL TO QUARTER SIZED HAIL. (DMX)
0240,75,3 SE CAPUTA,PENNINGTON,SD,43.96,-102.94,(UNR)
0244,175,1 S URBANDALE,POLK,IA,41.62,-93.74,LAW ENFORCEMENT REPORTED QUARTER TO GOLF BALL SIZED HAIL AT 86TH AND DOUGLAS IN URBANDALE...AND AT 100TH AND SWANSON IN CLIVE. (DMX)
0246,88,3 SW CLIVE,DALLAS,IA,41.58,-93.8,(DMX)
0253,75,MARION,LINN,IA,42.03,-91.59,OFF DUTY METEOROLOGIST (DVN)
0300,175,6 N DECKER,BIG HORN,MT,45.09,-106.8,CARS DENTED...WINDSHIELDS CRACKED. (BYZ)
0300,125,2 N BRIDGER,CARBON,MT,45.32,-108.92,SOME CROP DAMAGE. (BYZ)
0307,88,NORWALK,WARREN,IA,41.5,-93.68,AMATEUR RADIO OPERATER REPORTED PENNY TO NICKEL SIZED HAIL AND WIND GUSTING TO NEAR 60 MPH IN NORWALK. (DMX)
0310,125,3 S DES MOINES,POLK,IA,41.54,-93.62,PUBLIC REPORTED HAIL UP TO HALF DOLLAR SIZED WITH NICKEL SIZED HAIL COVERING THE GROUND AT SW 9TH AND MCKINLEY. (DMX)
0327,75,URBANA,CHAMPAIGN,OH,40.11,-83.75,(ILN)
0338,175,1 S LACONA,WARREN,IA,41.18,-93.38,(DMX)
0342,75,AINSWORTH,WASHINGTON,IA,41.29,-91.55,(DVN)
0345,88,TERRY,PRAIRIE,MT,46.79,-105.31,(GGW)
0348,75,8 SE MARYSVILLE,UNION,OH,40.16,-83.27,NEAR THE INTERSECTION OF ROUTES 42 AND 33. (ILN)
0355,75,15 NNW PHILIP,HAAKON,SD,44.25,-101.78,(UNR)
0400,100,2 S CROW AGENCY,BIG HORN,MT,45.57,-107.46,CAR WINDOWS CRACKED. (BYZ)
0432,88,4 N OSCEOLA,CLARKE,IA,41.08,-93.78,PEA TO NICKEL HAIL ALONG INTERSTATE 35 NEAR MILE MARKER 39. (DMX)
0450,88,11 N SANSARC,STANLEY,SD,44.67,-101.04,(ABR)
0500,75,9 S FLAXVILLE,DANIELS,MT,48.67,-105.17,(GGW)
0505,88,ASHLAND,ROSEBUD,MT,45.62,-106.31,(BYZ)
0515,175,6 N DECKER,BIG HORN,MT,45.09,-106.8,CARS DENTED...WINDSHIELDS CRACKED. (BYZ)
0530,75,18 SSE LAPLANT,DEWEY,SD,44.9,-100.51,(ABR)
0539,75,FORT PIERRE,STANLEY,SD,44.36,-100.38,(ABR)
0600,88,HARROLD,HUGHES,SD,44.52,-99.74,GROUND COVERED WITH PEA TO NICKEL SIZED HAIL (ABR)
0620,75,5 SW REE HEIGHTS,HAND,SD,44.46,-99.27,(ABR)
0702,100,1 S GRASS RANGE,FERGUS,MT,47.01,-108.8,(TFX)
0755,75,5 NNE STICKNEY,AURORA,SD,43.66,-98.4,ALSO HEAVY RAIN (FSD)
0826,75,LEMONS,PUTNAM,MO,40.4,-93.05,(EAX)
0830,88,4 W PARKSTON,HUTCHINSON,SD,43.39,-98.07,ALSO 30 MPH WINDS (FSD)
0851,100,UNIONVILLE,PUTNAM,MO,40.48,-93,(EAX)
0910,75,5 S FREEMAN,HUTCHINSON,SD,43.28,-97.43,(FSD)
0915,75,3 SSW WALL LAKE,TURNER,SD,43.49,-96.98,(FSD)
0940,75,3 SSW WALL LAKE,TURNER,SD,43.49,-96.98,(FSD)
1003,75,ETHEL,MACON,MO,39.89,-92.74,(EAX)
1035,88,ALCESTER,UNION,SD,43.02,-96.63,(FSD)
1040,100,ROSEBUD,TODD,SD,43.23,-100.85,(UNR)
1100,175,6 S HAWARDEN,SIOUX,IA,42.92,-96.48,GOLF BALL SIZE HAIL BROKE WINDOWS AND DAMAGED SIDING OF A HOUSE,AND DAMAGED A NEARBY BEAN FIELD. (FSD)
1104,88,MISSION,TODD,SD,43.31,-100.66,NICKEL SIZE HAIL LASTED FROM 504 AM MDT TO 514 AM MDT. (UNR)
1125,88,SPRINGFIELD,BON HOMME,SD,42.85,-97.89,(FSD)
1142,75,1 E BOUTON,DALLAS,IA,41.85,-93.99,(DMX)
1145,100,MISSION,TODD,SD,43.31,-100.66,(UNR)
