-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
HOB2        49718.000    1995     1     1     0
HOB2        52274.750    2001    12    31    18
HOB2     -3950071.361  2522415.185 -4311638.362
50301.00     0.878195    -0.938914     0.345976
50301.25     0.665139    -1.008116     1.744365
50301.50     0.522164    -1.640322     0.350500
50301.75     0.194652    -1.095514     0.595279
50302.00     0.478295    -1.282730    -0.055354
50302.25     0.434722    -1.626507     0.060454
50302.50     0.314557    -2.247341    -1.574068
50302.75     0.022779    -1.718108    -1.601323
50303.00     0.138447    -1.718679    -2.012935
50303.25     0.118021    -1.800862    -1.477882
50303.50    -0.071111    -2.344039    -2.696600
50303.75    -0.413776    -1.744850    -2.151197
50304.00    -0.170085    -1.637671    -1.832438
50304.25    -0.016401    -1.749280    -1.286955
50304.50     0.032215    -2.235932    -2.659930
50304.75    -0.056837    -1.558864    -2.408889
50305.00     0.365694    -1.405652    -2.444919
50305.25     0.564861    -1.295090    -1.488141
50305.50     0.431741    -1.612059    -2.462059
50305.75     0.266251    -0.795601    -1.907921
50306.00     0.641706    -0.643593    -1.743980
50306.25     0.644314    -0.660597    -0.502535
50306.50     0.546862    -1.246916    -1.126154
50306.75     0.387749    -0.565660    -0.264798
50307.00     0.777212    -0.637549    -0.602240
50307.25     0.823440    -0.842431    -0.206110
50307.50     0.731525    -1.471660    -1.257260
50307.75     0.412373    -0.929204    -0.615265
50308.00     0.619400    -0.927204    -0.224007
50308.25     0.742664    -1.126913     0.778333
50308.50     0.690758    -1.792017    -0.267252
50308.75     0.508388    -1.293740     0.211302
50309.00     0.975449    -1.518046    -0.381270
50309.25     1.179155    -1.849492    -0.455904
50309.50     1.133324    -2.462031    -1.928834
50309.75     0.876810    -1.865959    -1.476649
50310.00     1.248549    -1.761129    -1.402894
50310.25     1.185468    -1.751511    -0.077450
50310.50     0.903665    -2.159748    -1.003525
50310.75     0.520924    -1.311068    -0.229942
50311.00     0.624362    -1.262131    -0.194721
50311.25     0.414235    -1.295501     0.693815
50311.50     0.120035    -1.740409    -0.085546
50311.75    -0.272016    -0.989539     0.775494
50312.00    -0.009360    -0.946506     0.884478
50312.25     0.074160    -1.056288     1.370998
50312.50    -0.006161    -1.637560    -0.014168
50312.75    -0.352672    -0.927150     0.326804
50313.00    -0.016487    -0.895392    -0.211456
50313.25    -0.021712    -0.985671     0.113409
50313.50    -0.244954    -1.525615    -1.195544
50313.75    -0.565631    -0.983690    -1.038478
50314.00    -0.277568    -1.169140    -1.375703
50314.25    -0.298563    -1.304425    -0.674605
50314.50    -0.495408    -1.893663    -1.965180
50314.75    -0.714069    -1.178905    -1.604012
50315.00    -0.318977    -1.117185    -1.601840
50315.25    -0.269419    -1.197185    -1.036935
50315.50    -0.327199    -1.711112    -2.350331
50315.75    -0.485676    -1.030305    -2.079800
50316.00    -0.059173    -0.891868    -2.339292
50316.25    -0.033728    -0.843420    -1.331599
50316.50    -0.174975    -1.285199    -2.218265
50316.75    -0.388619    -0.522632    -1.432699
50317.00    -0.125680    -0.482457    -1.195450
50317.25    -0.051670    -0.598517     0.005028
50317.50    -0.118013    -1.218098    -1.101325
50317.75    -0.110622    -0.619954    -0.739361
50318.00     0.467978    -0.731399    -1.125165
50318.25     0.799910    -0.948975    -0.658916
50318.50     0.898411    -1.589808    -2.000570
50318.75     0.860118    -0.926521    -1.677838
50319.00     1.310023    -0.874242    -1.965434
50319.25     1.665078    -0.988877    -1.620218
50319.50     1.709291    -1.533202    -3.163044
50319.75     1.624748    -0.801983    -2.936631
50320.00     2.055009    -0.594513    -2.970392
50320.25     2.247792    -0.602240    -2.158314
50320.50     2.276668    -1.096838    -3.732527
50320.75     2.233888    -0.337245    -3.546380
50321.00     2.588073    -0.253347    -3.826131
50321.25     2.694646    -0.310193    -2.990277
50321.50     2.477446    -0.780707    -3.977731
50321.75     2.166796    -0.104134    -3.390671
50322.00     2.415217    -0.166387    -3.263857
50322.25     2.388543    -0.342705    -2.023107
50322.50     2.264342    -1.079619    -2.943321
50322.75     2.105234    -0.525515    -2.175848
50323.00     2.528047    -0.751986    -2.410374
50323.25     2.650350    -1.015337    -1.667019
50323.50     2.482167    -1.697483    -2.993378
50323.75     2.323395    -1.198888    -2.736336
50324.00     2.637934    -1.245727    -3.132008
50324.25     2.572141    -1.320317    -2.437915
50324.50     2.360298    -1.912079    -3.740780
50324.75     1.887389    -1.053153    -3.224240
50325.00     1.965214    -0.877212    -3.121875
50325.25     1.914308    -0.752790    -2.265447
50325.50     1.751025    -1.115763    -3.257687
50325.75     1.250937    -0.170892    -2.478281
50326.00     1.499566     0.058987    -2.216606
50326.25     1.400523     0.118593    -1.190902
50326.50     1.229195    -0.322866    -1.876240
50326.75     0.901727     0.400363    -1.068801
50327.00     1.190947     0.448171    -0.902475
50327.25     1.230640     0.374681     0.269379
50327.50     1.111877    -0.220240    -0.585422
50327.75     0.780034     0.371586     0.060090
50328.00     1.027066     0.185266    -0.074182
50328.25     0.954622     0.015898     0.726032
50328.50     0.833552    -0.822564    -0.947827
50328.75     0.437472    -0.220540    -0.833469
50329.00     0.653723    -0.249658    -1.326472
50329.25     0.567221    -0.369024    -0.867661
50329.50     0.446197    -1.054038    -2.344438
50329.75     0.052761    -0.277563    -1.714375
50330.00     0.405002    -0.228054    -1.742930
50330.25     0.498959    -0.184401    -0.636462
50330.50     0.409894    -0.739083    -1.581062
50330.75     0.335841    -0.042043    -0.912888
50331.00     0.880160    -0.168556    -1.006724
50331.25     0.964208    -0.323312    -0.151508
50331.50     0.876792    -1.071856    -1.526148
50331.75     0.717676    -0.413033    -1.195030
50332.00     0.979697    -0.552348    -1.433901
50332.25     1.019682    -0.644427    -0.546103
50332.50     0.787895    -1.324815    -1.764331
50332.75     0.360098    -0.433275    -1.063693
50333.00     0.522172    -0.309010    -0.728791
50333.25     0.569186    -0.228952     0.283026
50333.50     0.507566    -0.773057    -0.801000
50333.75     0.238490     0.022437    -0.348822
50334.00     0.596540    -0.055374    -0.608177
50334.25     0.702193    -0.255601     0.059905
50334.50     0.572789    -1.012525    -1.179198
50334.75     0.254395    -0.432680    -0.436198
50335.00     0.635919    -0.519476    -0.189101
50335.25     0.691783    -0.773099     0.846262
50335.50     0.601945    -1.616480    -0.674917
50335.75     0.461173    -1.183292    -0.714467
50336.00     0.834815    -1.462030    -1.106510
50336.25     0.852782    -1.731027    -0.327873
50336.50     0.774084    -2.455208    -1.439457
50336.75     0.390353    -1.672336    -0.493064
50337.00     0.474027    -1.567822     0.204202
50337.25     0.320061    -1.357054     2.129657
50337.50     0.048049    -1.764112     1.737852
50337.75    -0.320605    -0.715449     2.894968
50338.00     0.089480    -0.664633     2.548693
50338.25     0.209855    -0.670829     3.158610
50338.50     0.271859    -1.221183     1.650876
50338.75     0.166600    -0.379634     1.834612
50339.00     0.767345    -0.326256     1.512722
50339.25     0.877306    -0.348081     2.230449
50339.50     0.920555    -0.922032     0.776452
50339.75     0.816232    -0.258711     0.936824
50340.00     1.339762    -0.388675     0.263510
50340.25     1.372047    -0.539690     0.738511
50340.50     1.283544    -1.196010    -0.547627
50340.75     0.912768    -0.413128     0.259542
50341.00     1.010113    -0.402212     0.505988
50341.25     0.984530    -0.503943     1.263050
50341.50     0.796887    -1.082522     0.386252
50341.75     0.330927    -0.253682     1.443687
50342.00     0.602674    -0.327225     1.597237
50342.25     0.562874    -0.369873     2.579677
50342.50     0.344985    -1.059643     1.197163
50342.75     0.012081    -0.404486     1.502650
50343.00     0.375595    -0.705999     1.077701
50343.25     0.424417    -1.002077     1.286941
50343.50     0.234293    -1.792939    -0.440857
50343.75    -0.154112    -1.110408     0.022290
50344.00     0.228312    -1.185489    -0.007931
50344.25     0.229569    -1.234322     1.247819
50344.50     0.208334    -1.788266     0.193565
50344.75     0.018771    -1.045110     1.078791
50345.00     0.291388    -1.002295     1.337130
50345.25     0.303685    -1.010800     1.925793
50345.50     0.230377    -1.455167     0.518621
50345.75    -0.081516    -0.648701     0.970766
50346.00     0.204441    -0.599351     0.485855
50346.25     0.216286    -0.618865     0.923232
50346.50     0.224301    -1.216574    -1.026853
50346.75    -0.048212    -0.381317    -0.612443
50347.00     0.369701    -0.371949    -1.096853
50347.25     0.333417    -0.344573    -0.063298
50347.50     0.247041    -0.914094    -0.980977
50347.75    -0.147738    -0.085710     0.201879
50348.00     0.090517    -0.149441     0.527085
50348.25    -0.099337    -0.102888     2.303332
50348.50    -0.222992    -0.789223     1.525123
50348.75    -0.616766    -0.169311     2.463754
50349.00    -0.477234    -0.381271     2.104372
50349.25    -0.718887    -0.516613     2.894965
50349.50    -0.940463    -1.285859     1.192749
50349.75    -1.532468    -0.519404     1.921612
50350.00    -1.491848    -0.536995     1.953638
50350.25    -1.664338    -0.439026     2.990889
50350.50    -1.843396    -0.935692     1.452831
50350.75    -2.061082    -0.184417     1.721679
50351.00    -1.565756    -0.207927     1.445149
50351.25    -1.370614    -0.257870     2.553958
50351.50    -1.309992    -0.871245     1.491209
50351.75    -1.341399    -0.183830     2.335244
50352.00    -0.888154    -0.250434     2.387269
50352.25    -0.777208    -0.306661     3.092890
50352.50    -0.832103    -0.874893     1.651867
50352.75    -1.078920    -0.062407     2.369161
50353.00    -0.872453    -0.203041     2.117728
50353.25    -0.901213    -0.285746     2.805595
50353.50    -0.999996    -0.936952     1.175789
50353.75    -1.386690    -0.126076     1.849959
50354.00    -1.216111    -0.180823     1.802260
50354.25    -1.289709    -0.177793     3.029463
50354.50    -1.512252    -0.778400     2.200599
50354.75    -1.978648    -0.022206     3.709591
50355.00    -1.698618    -0.021364     4.237832
50355.25    -1.774833     0.103238     6.031405
50355.50    -1.761931    -0.480857     5.251725
50355.75    -1.933403     0.286017     6.268445
50356.00    -1.392763     0.341694     6.071747
50356.25    -1.070482     0.318522     6.395911
50356.50    -0.773291    -0.332024     4.125413
50356.75    -0.695892     0.324202     3.691831
50357.00    -0.164544     0.099285     2.029888
50357.25     0.008836     0.091936     2.057008
50357.50     0.018005    -0.476021     0.246752
50357.75    -0.418756     0.352085     1.003212
50358.00    -0.174232     0.240661     0.333224
50358.25    -0.262033     0.207030     1.119997
50358.50    -0.458863    -0.438150    -0.029904
50358.75    -0.880759     0.380912     0.666204
50359.00    -0.544575     0.249696     0.057078
50359.25    -0.616151     0.189233     0.881519
50359.50    -0.883410    -0.409378    -0.244590
50359.75    -1.225419     0.282000     0.511282
50360.00    -0.868569     0.226807     0.540485
50360.25    -0.841442     0.231272     1.886846
50360.50    -0.774880    -0.448814     0.649019
50360.75    -0.705599     0.026282     0.720092
50361.00    -0.301161    -0.259085     0.196844
50361.25    -0.255410    -0.413271     0.696375
50361.50    -0.447941    -1.028749    -0.683534
50361.75    -0.748535    -0.352321    -0.211656
50362.00    -0.385893    -0.374389    -0.526066
50362.25    -0.332341    -0.374598     0.219544
50362.50    -0.354164    -0.856279    -1.207452
50362.75    -0.395024    -0.157008    -1.150698
50363.00     0.160298    -0.197582    -2.026486
50363.25     0.281878    -0.166476    -1.287422
50363.50     0.229763    -0.755978    -2.724471
50363.75     0.039419     0.115075    -1.832519
50364.00     0.323970     0.165075    -1.971868
50364.25     0.123889     0.244504    -0.489784
50364.50    -0.206847    -0.400806    -1.190028
50364.75    -0.674576     0.372458     0.150728
50365.00    -0.626659     0.263024     0.281059
50365.25    -0.860465     0.231239     1.756709
50365.50    -1.191054    -0.451458     0.858933
50365.75    -1.622776     0.248166     2.075769
50366.00    -1.461511     0.166270     2.317584
50366.25    -1.485744     0.184157     3.344863
50366.50    -1.662857    -0.401313     2.059602
50366.75    -1.987324     0.388983     2.915333
50367.00    -1.700819     0.510807     3.018362
50367.25    -1.673145     0.607500     3.927222
50367.50    -1.902040     0.209092     2.674033
50367.75    -2.108833     0.942604     2.771281
50368.00    -1.554643     0.788876     1.287502
50368.25    -1.366814     0.794801     1.729741
50368.50    -1.426635     0.240476     0.608223
50368.75    -1.568360     0.965780     1.025912
50369.00    -1.062316     0.931359     0.375026
50369.25    -0.896717     0.913871     1.084422
50369.50    -0.746347     0.149263    -0.313356
50369.75    -0.752584     0.772098     0.191889
50370.00    -0.228037     0.531106    -0.332417
50370.25    -0.031013     0.344565     0.423618
50370.50    -0.054649    -0.490896    -0.919118
50370.75    -0.289559     0.167791    -0.147105
50371.00     0.095511    -0.063266    -0.369455
50371.25     0.029011    -0.079872     0.903076
50371.50    -0.149216    -0.613795     0.071103
50371.75    -0.674936     0.308252     1.377862
50372.00    -0.482732     0.261627     1.356095
50372.25    -0.565791     0.276003     1.762742
50372.50    -0.687431    -0.376804     0.200158
50372.75    -1.050864     0.332665     0.635185
50373.00    -1.036276     0.367848     0.655772
50373.25    -1.327956     0.452773     2.208967
50373.50    -1.702398    -0.122598     1.461972
50373.75    -2.134322     0.696121     2.714310
50374.00    -1.933215     0.643505     2.817462
50374.25    -1.810922     0.772846     4.026505
50374.50    -1.908879     0.312770     3.225968
50374.75    -2.222736     1.269307     4.428203
50375.00    -1.779309     1.175385     3.792010
50375.25    -1.612242     1.036624     3.647652
50375.50    -1.550252     0.220852     1.259976
50375.75    -1.694348     0.831496     1.001541
50376.00    -1.272993     0.542589     0.223721
50376.25    -1.285501     0.395457     0.791037
50376.50    -1.400924    -0.412782    -0.529927
50376.75    -1.662493     0.156407     0.165667
50377.00    -1.437724    -0.014972     0.033005
50377.25    -1.574087    -0.004587     1.070459
50377.50    -1.824941    -0.703595    -0.244229
50377.75    -2.112694    -0.118401     0.242870
50378.00    -1.834660    -0.271948    -0.018702
50378.25    -1.877620    -0.156052     1.111262
50378.50    -2.059805    -0.544165     0.028964
50378.75    -2.324480     0.382210     0.832812
50379.00    -1.940581     0.422810     0.652118
50379.25    -1.916019     0.617187     2.014608
50379.50    -1.994015     0.238380     1.245179
50379.75    -2.095343     1.269112     2.166874
50380.00    -1.646798     1.438025     2.052880
50380.25    -1.591178     1.580444     3.116284
50380.50    -1.610966     1.053820     1.807295
50380.75    -1.613967     1.774379     2.103976
50381.00    -1.098583     1.613957     1.519660
50381.25    -1.002139     1.444010     2.074974
50381.50    -0.851452     0.554965     0.351304
50381.75    -0.942016     0.897389     0.688693
50382.00    -0.500249     0.380759     0.301084
50382.25    -0.356933    -0.084227     1.245422
50382.50    -0.324547    -1.165811    -0.198829
50382.75    -0.581718    -0.790059     0.343914
50383.00    -0.199407    -1.123204     0.034889
50383.25    -0.121706    -1.281742     0.834423
50383.50    -0.277063    -1.894593    -0.353320
50383.75    -0.444172    -1.134653     0.141992
50384.00     0.031322    -1.062429    -0.358161
50384.25     0.181627    -0.802440     0.530169
50384.50     0.160046    -1.128777    -0.435766
50384.75    -0.126540    -0.044088     0.506870
50385.00     0.193069     0.267716     0.861382
50385.25     0.143750     0.420283     2.050548
50385.50     0.041808     0.046320     0.901434
50385.75    -0.170406     0.690874     1.143199
50386.00     0.113703     0.601928     0.661578
50386.25     0.208536     0.515358     1.332043
50386.50    -0.030139    -0.065062     0.071708
50386.75    -0.237247     0.596423     0.522462
50387.00     0.042485     0.408835    -0.077902
50387.25    -0.009839     0.294046     0.662988
50387.50    -0.199258    -0.366409    -0.472322
50387.75    -0.383416     0.353517     0.113095
50388.00    -0.128525     0.271370    -0.103116
50388.25    -0.214002     0.356123     0.844483
50388.50    -0.541503    -0.228025    -0.048337
50388.75    -0.996721     0.468851     0.784450
50389.00    -0.713383     0.439370     0.718505
50389.25    -0.766549     0.490223     1.793510
50389.50    -0.868677    -0.117486     0.528060
50389.75    -1.082829     0.552969     1.134092
50390.00    -0.748843     0.550337     1.099419
50390.25    -0.605392     0.595128     1.801348
50390.50    -0.704070     0.141067     0.576198
50390.75    -0.922164     0.890701     0.855964
50391.00    -0.441870     0.785700     0.176757
50391.25    -0.472012     0.741256     1.138864
50391.50    -0.706581     0.158506     0.159451
50391.75    -1.075946     0.892153     0.867779
50392.00    -0.874528     0.880473     0.668525
50392.25    -0.964079     0.882459     1.723652
50392.50    -1.128440     0.246834     0.435940
50392.75    -1.413899     0.897333     1.138171
50393.00    -1.195864     0.781100     0.980426
50393.25    -1.188597     0.822388     1.891550
50393.50    -1.226673     0.170473     0.267402
50393.75    -1.483348     0.813336     0.730574
50394.00    -1.102143     0.653048     0.351124
50394.25    -0.868838     0.631790     0.965855
50394.50    -0.931188     0.029534    -0.214038
50394.75    -1.178111     0.743385     0.459946
50395.00    -0.829091     0.664978     0.551562
50395.25    -0.840396     0.810746     2.185936
50395.50    -1.117717     0.305784     1.611343
50395.75    -1.446849     0.989638     2.515173
50396.00    -1.273242     0.934033     2.685648
50396.25    -1.389309     1.012603     3.893577
50396.50    -1.587732     0.448907     2.957241
50396.75    -1.956562     1.077579     3.667561
50397.00    -1.935362     0.948929     3.325586
50397.25    -2.087983     0.921120     4.021845
50397.50    -2.483748     0.386978     2.940607
50397.75    -2.970121     1.162830     3.978254
50398.00    -2.798959     1.291230     4.334446
50398.25    -2.921745     1.388702     5.942107
50398.50    -3.065649     0.780160     5.261092
50398.75    -3.201600     1.348320     5.783005
50399.00    -2.851253     1.057749     5.315018
50399.25    -2.671734     0.873322     6.106147
50399.50    -2.547484     0.172195     4.971663
50399.75    -2.664924     0.784335     5.450265
50400.00    -2.121532     0.739582     5.456387
50400.25    -1.921139     0.772285     6.390902
50400.50    -1.696732     0.176447     4.377095
50400.75    -1.823499     1.037093     4.361058
50401.00    -1.394843     1.187993     3.827677
50401.25    -1.317888     1.383354     4.236063
50401.50    -1.407023     1.053269     3.187821
50401.75    -1.601630     1.915834     3.694425
50402.00    -1.120011     1.934609     3.699037
50402.25    -1.008869     2.000726     4.885607
50402.50    -0.920587     1.432181     3.936034
50402.75    -0.787050     1.983564     4.497408
50403.00    -0.132486     1.611828     4.076241
50403.25    -0.038651     1.339968     4.834519
50403.50    -0.084686     0.638268     3.743086
50403.75    -0.409999     1.147949     3.864241
50404.00    -0.053020     0.785666     3.095599
50404.25    -0.042415     0.550232     3.277225
50404.50    -0.155867    -0.115093     1.503735
50404.75    -0.263079     0.580356     1.396113
50405.00     0.098300     0.439345     0.607882
50405.25     0.070662     0.469544     1.004250
50405.50    -0.111529    -0.033218    -0.319585
50405.75    -0.397219     0.803134     0.203734
50406.00    -0.097972     0.779133    -0.055062
50406.25    -0.183433     0.929454     1.062433
50406.50    -0.261838     0.420438    -0.182585
50406.75    -0.377242     1.169698     0.112670
50407.00    -0.054131     1.121962     0.144593
50407.25    -0.106555     1.180154     1.272163
50407.50    -0.291253     0.632349     0.637974
50407.75    -0.676837     1.233327     1.319784
50408.00    -0.443949     1.029297     1.055014
50408.25    -0.499350     0.920160     1.817620
50408.50    -0.690401     0.252757     0.344382
50408.75    -0.898616     0.764916     0.376436
50409.00    -0.501299     0.517994    -0.434030
50409.25    -0.535206     0.393672     0.079962
50409.50    -0.636347    -0.155987    -1.010804
50409.75    -0.839597     0.607560    -0.461437
50410.00    -0.451449     0.480804    -0.727188
50410.25    -0.644325     0.552267     0.682558
50410.50    -0.867416     0.097565     0.222442
50410.75    -1.167851     0.812477     1.193809
50411.00    -1.058569     0.784629     1.618969
50411.25    -1.340036     0.673942     2.995215
50411.50    -1.586671     0.091145     2.551331
50411.75    -1.942203     0.840652     3.630501
50412.00    -1.918204     0.896760     3.984051
50412.25    -2.122622     0.958592     5.081449
50412.50    -2.297258     0.397465     3.712111
50412.75    -2.640579     0.988085     3.920647
50413.00    -2.392461     0.857243     3.437704
50413.25    -2.448931     0.820549     3.886204
50413.50    -2.493705     0.161014     2.817605
50413.75    -2.637220     0.660027     3.451110
50414.00    -2.194950     0.545776     3.615152
50414.25    -2.116357     0.589819     4.984195
50414.50    -2.119600     0.074227     4.076599
50414.75    -2.286178     0.741225     4.310358
50415.00    -1.968496     0.673922     3.795581
50415.25    -1.926630     0.706496     4.334982
50415.50    -1.992333     0.262686     3.490204
50415.75    -2.280069     1.232947     4.668570
50416.00    -1.948347     1.312354     5.010975
50416.25    -1.902012     1.402502     6.058581
50416.50    -1.926906     0.832710     4.710914
50416.75    -2.072520     1.600067     5.372389
50417.00    -1.488039     1.439247     4.942576
50417.25    -1.315291     1.401720     5.462317
50417.50    -1.311184     0.894875     4.436074
50417.75    -1.403010     1.578179     4.673630
50418.00    -1.019191     1.485590     4.304535
50418.25    -0.964213     1.615586     5.155215
50418.50    -1.010652     1.156132     3.861340
50418.75    -1.241394     1.890238     4.130215
50419.00    -0.900929     1.737670     3.609294
50419.25    -0.849793     1.568981     4.054503
50419.50    -0.884767     0.866845     2.625755
50419.75    -1.264111     1.496613     3.082073
50420.00    -0.958038     1.384596     2.497880
50420.25    -0.991523     1.419044     3.124284
50420.50    -1.064730     0.922155     2.088875
50420.75    -1.186319     1.573758     2.677285
50421.00    -0.532769     1.517429     2.294945
50421.25    -0.135258     1.495777     3.098296
50421.50     0.049419     0.884319     2.061499
50421.75     0.376948     1.450432     2.220847
50422.00     1.133947     1.284697     1.825440
50422.25     1.385438     1.355796     2.459665
50422.50     1.447626     0.889644     1.256001
50422.75     1.106556     1.631767     1.597907
50423.00     1.178156     1.664698     1.607068
50423.25     0.965049     1.886609     2.890012
50423.50     0.743830     1.553373     2.485268
50423.75     0.395992     2.307016     3.182895
50424.00     0.693818     1.995576     2.391002
50424.25     0.749848     1.684087     2.524670
50424.50     0.635834     0.939781     1.343827
50424.75     0.319385     1.552851     1.948805
50425.00     0.628401     1.466185     1.994125
50425.25     0.604869     1.420731     3.142011
50425.50     0.560613     0.785185     2.318095
50425.75     0.502858     1.366670     2.928440
50426.00     0.862018     1.222663     2.756866
50426.25     0.945477     1.170416     3.187367
50426.50     0.955419     0.470917     1.707216
50426.75     0.822373     0.984046     1.805619
50427.00     1.247868     0.754123     1.138842
50427.25     1.312623     0.832136     1.646519
50427.50     1.278075     0.322474     0.365573
50427.75     1.260782     1.061335     0.586690
50428.00     1.605147     0.926789     0.026017
50428.25     1.549635     0.887272     0.786827
50428.50     1.450472     0.171756    -0.356716
50428.75     1.202131     0.720774    -0.089606
50429.00     1.442500     0.480250    -0.704862
50429.25     1.470032     0.348891    -0.025993
50429.50     1.514123    -0.407177    -1.288650
50429.75     1.369248     0.054926    -1.053495
50430.00     1.581185    -0.211600    -1.479135
50430.25     1.566369    -0.161615    -0.579062
50430.50     1.252718    -0.748897    -1.341080
50430.75     0.669880    -0.175873    -0.445390
50431.00     0.498671    -0.280941    -0.639108
50431.25     0.065902    -0.254877     0.950049
50431.50    -0.624366    -0.872284     0.523041
50431.75    -1.162633    -0.275153     1.496561
50432.00    -1.165584    -0.342393     1.508449
50432.25    -1.234179    -0.184352     2.969707
50432.50    -1.417478    -0.601095     2.204738
50432.75    -1.590940     0.102177     2.686884
50433.00    -1.482303     0.169724     2.496834
50433.25    -1.531374     0.365195     3.413657
50433.50    -1.702859    -0.060457     2.027783
50433.75    -1.980817     0.607425     2.079874
50434.00    -1.696772     0.522599     1.376180
50434.25    -1.595877     0.621338     2.202334
50434.50    -1.576287     0.003373     1.166182
50434.75    -1.662511     0.674084     1.986312
50435.00    -1.156465     0.589470     1.762728
50435.25    -0.975966     0.656384     2.537450
50435.50    -0.807880     0.136895     1.186427
50435.75    -0.781963     0.696576     1.529352
50436.00    -0.194310     0.577263     1.233513
50436.25    -0.022265     0.472553     1.703633
50436.50     0.059549    -0.178371     0.182931
50436.75    -0.140980     0.453734     0.163212
50437.00     0.138833     0.431510    -0.588560
50437.25     0.215525     0.439088     0.106603
50437.50     0.111097    -0.131042    -1.067722
50437.75    -0.190219     0.550687    -0.462945
50438.00     0.088254     0.543718    -0.803414
50438.25     0.020245     0.680326     0.530230
50438.50    -0.078063     0.166299     0.121921
50438.75    -0.110815     0.837274     1.128868
50439.00     0.418169     0.779105     1.404326
50439.25     0.586857     0.769482     2.206444
50439.50     0.768734    -0.112755     0.416730
50439.75     0.760652     0.374099     0.369904
50440.00     1.122656     0.155973    -0.159825
50440.25     1.015842     0.148602     0.663330
50440.50     0.552740    -0.450888     0.031880
50440.75    -0.161624     0.072000     0.605388
50441.00    -0.217856    -0.090873     0.466349
50441.25    -0.583033    -0.014083     1.842347
50441.50    -0.909893    -0.376669     1.426548
50441.75    -1.216290     0.400842     2.095677
50442.00    -0.916806     0.535744     2.177843
50442.25    -0.787206     0.564551     2.555691
50442.50    -0.689673     0.056495     1.198604
50442.75    -0.669135     0.779948     1.580620
50443.00    -0.087503     0.667221     0.878440
50443.25     0.149466     0.643127     1.177822
50443.50     0.264135     0.034541    -0.064318
50443.75     0.237107     0.733415     0.381260
50444.00     0.494362     0.709654     0.158168
50444.25     0.272491     0.894500     1.503214
50444.50    -0.079117     0.424370     0.867998
50444.75    -0.525378     1.158754     1.654831
50445.00    -0.515002     1.116406     1.688697
50445.25    -0.649373     1.308713     2.744016
50445.50    -0.918428     0.723275     1.907614
50445.75    -1.137549     1.247339     2.006204
50446.00    -0.898295     0.996391     1.395212
50446.25    -0.969990     0.938305     2.092309
50446.50    -1.120905     0.509165     1.042751
50446.75    -1.461412     1.116752     1.562176
50447.00    -1.181639     1.019453     1.099444
50447.25    -1.495393     1.102110     2.430471
50447.50    -1.856980     0.678832     1.803743
50447.75    -2.135093     1.224726     2.226447
50448.00    -1.579889     1.153732     1.767004
50448.25    -1.428413     1.257398     2.310450
50448.50    -1.325423     0.824470     0.943102
50448.75    -1.310968     1.398673     0.998487
50449.00    -0.686847     1.234957     0.159358
50449.25    -0.263982     1.300038     0.675169
50449.50     0.191443     0.746633    -0.822952
50449.75     0.272054     1.477463    -0.424563
50450.00     0.750443     1.371819    -1.086631
50450.25     0.660217     1.476455    -0.137181
50450.50     0.423651     0.937151    -1.147147
50450.75     0.210488     1.518488    -0.875516
50451.00     0.546461     1.248965    -1.679736
50451.25     0.442920     1.207727    -0.911800
50451.50     0.134021     0.683547    -1.956216
50451.75    -0.261127     1.165189    -1.544002
50452.00    -0.112755     1.057385    -1.716309
50452.25    -0.388624     1.078869    -0.204078
50452.50    -0.665932     0.544542    -0.646173
50452.75    -1.008462     1.114815     0.019680
50453.00    -0.912149     1.138991    -0.048056
50453.25    -1.101400     1.279474     1.299634
50453.50    -1.328043     0.858340     0.730695
50453.75    -1.701729     1.564514     1.778714
50454.00    -1.499180     1.581624     2.016694
50454.25    -1.529797     1.725838     3.167586
50454.50    -1.693624     1.143955     2.130312
50454.75    -1.929381     1.655297     2.289504
50455.00    -1.615952     1.434441     1.738807
50455.25    -1.556069     1.365001     2.521557
50455.50    -1.695018     0.717349     1.437964
50455.75    -1.925118     1.269934     1.955894
50456.00    -1.635357     1.077174     1.464547
50456.25    -1.615679     0.985962     2.351835
50456.50    -1.742824     0.280108     1.272114
50456.75    -1.795122     0.783111     1.459826
50457.00    -1.296408     0.585316     0.753308
50457.25    -1.109536     0.583280     1.388402
50457.50    -1.017420     0.123413    -0.040399
50457.75    -1.052264     0.737212     0.012118
50458.00    -0.716559     0.740055    -0.505737
50458.25    -0.628322     0.980055     0.249750
50458.50    -0.565070     0.574854    -0.688789
50458.75    -0.734146     1.268705    -0.293295
50459.00    -0.359041     1.135627    -0.592882
50459.25    -0.393618     1.095237     0.385892
50459.50    -0.526145     0.487382    -0.517969
50459.75    -0.789584     1.047256     0.175778
50460.00    -0.436509     0.898057    -0.141213
50460.25    -0.470141     0.888665     0.905435
50460.50    -0.479083     0.353674     0.110165
50460.75    -0.585758     0.802821     0.443527
