-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
POR2        49718.000    1995     1     1     0
POR2        52274.750    2001    12    31    18
POR2      1541609.017 -4404571.897  4333253.896
50350.00    -0.857805     0.056723    -0.540636
50350.25    -1.079705     0.070823    -0.713784
50350.50    -1.158546     0.247239    -0.779309
50350.75    -1.505845     0.094675    -0.912699
50351.00    -1.200237     0.101257    -0.808205
50351.25    -1.124687     0.130755    -0.870460
50351.50    -0.981001     0.288226    -1.007680
50351.75    -1.038467    -0.006622    -1.681501
50352.00    -0.598988    -0.138558    -2.106879
50352.25    -0.651910    -0.282306    -3.123911
50352.50    -0.362566    -0.063301    -3.186547
50352.75    -0.439679    -0.183176    -3.403926
50353.00    -0.458320    -0.206913    -3.429420
50353.25    -0.545850    -0.178917    -3.886700
50353.50    -0.301330     0.226424    -3.262687
50353.75    -0.844190     0.085206    -3.102755
50354.00    -0.998962     0.128744    -2.233825
50354.25    -1.373190     0.202337    -1.618230
50354.50    -1.505151     0.490988    -0.635222
50354.75    -1.975963     0.374961     0.100674
50355.00    -1.854121     0.263733     0.495408
50355.25    -1.966625     0.144776     0.446020
50355.50    -1.625099     0.211446     0.196412
50355.75    -1.593209    -0.010071    -0.426240
50356.00    -1.184386    -0.110220    -0.513319
50356.25    -0.981489    -0.230026    -0.711403
50356.50    -0.308383    -0.224017    -1.265039
50356.75    -0.257446    -0.492580    -2.326183
50357.00     0.148158    -0.591493    -2.733109
50357.25     0.145798    -0.619947    -3.417198
50357.50     0.520873    -0.411318    -3.307503
50357.75    -0.020982    -0.618518    -3.444136
50358.00    -0.048951    -0.677732    -3.201790
50358.25    -0.347945    -0.613846    -3.052759
50358.50    -0.480625    -0.411531    -2.506943
50358.75    -1.091233    -0.544006    -2.031480
50359.00    -1.111155    -0.586531    -1.194255
50359.25    -1.383564    -0.687781    -0.976277
50359.50    -1.204516    -0.720575    -1.653067
50359.75    -1.243183    -0.959255    -3.412831
50360.00    -0.786534    -0.974358    -4.131542
50360.25    -0.695360    -0.974035    -4.964770
50360.50    -0.024520    -0.707615    -5.088672
50360.75    -0.053774    -0.854803    -5.420514
50361.00     0.414185    -0.720457    -5.347742
50361.25     0.577793    -0.671294    -5.878524
50361.50     0.662750    -0.394266    -5.874097
50361.75     0.273765    -0.557004    -5.944035
50362.00     0.391970    -0.561643    -5.182961
50362.25     0.189614    -0.585588    -4.908148
50362.50     0.296344    -0.375239    -3.949326
50362.75     0.057191    -0.574997    -3.145144
50363.00     0.249500    -0.555265    -2.227892
50363.25     0.204204    -0.546599    -1.756759
50363.50     0.343154    -0.228276    -1.129056
50363.75     0.042446    -0.401440    -1.003112
50364.00     0.213114    -0.332271    -0.613674
50364.25     0.052781    -0.275166    -0.425085
50364.50     0.034567     0.106475     0.058121
50364.75    -0.470112     0.061144     0.172325
50365.00    -0.537173     0.214713     0.826546
50365.25    -0.983018     0.327513     2.115790
50365.50    -1.355781     0.359025     2.729532
50365.75    -1.739522     0.006139     1.739464
50366.00    -1.571850    -0.043176     1.018198
50366.25    -1.660098    -0.077370     0.362423
50366.50    -1.623715     0.210092     0.469020
50366.75    -1.901514    -0.098996     0.116437
50367.00    -1.726846    -0.259322    -0.128195
50367.25    -1.747947    -0.534935    -1.196293
50367.50    -1.588884    -0.460001    -2.043076
50367.75    -1.789621    -0.740330    -3.028367
50368.00    -1.397375    -0.756543    -2.840567
50368.25    -1.368543    -0.889794    -3.347890
50368.50    -1.237224    -0.751622    -3.634078
50368.75    -1.340878    -0.969497    -3.859852
50369.00    -0.964342    -0.927632    -3.682067
50369.25    -0.948772    -0.897926    -3.916979
50369.50    -0.708892    -0.569451    -3.390766
50369.75    -0.924313    -0.599576    -2.743422
50370.00    -0.660186    -0.469110    -1.344469
50370.25    -0.878635    -0.339203    -0.284474
50370.50    -0.802487    -0.116036     0.866969
50370.75    -0.920054    -0.432732     0.532122
50371.00    -0.412903    -0.496909    -0.002327
50371.25    -0.490441    -0.539734    -0.658401
50371.50    -0.283680    -0.272795    -0.688877
50371.75    -0.646720    -0.346476    -0.820623
50372.00    -0.504849    -0.214267    -0.237596
50372.25    -0.843599    -0.124984     0.019079
50372.50    -0.840761     0.142724     0.488699
50372.75    -1.282757    -0.065952     0.174114
50373.00    -1.247606    -0.166699    -0.184993
50373.25    -1.512413    -0.294376    -1.074541
50373.50    -1.430356    -0.133987    -1.502716
50373.75    -1.704013    -0.331187    -2.194368
50374.00    -1.563361    -0.350165    -2.621257
50374.25    -1.513125    -0.280528    -2.884729
50374.50    -1.532723     0.034787    -2.316370
50374.75    -1.892497    -0.026915    -1.831844
50375.00    -1.741583    -0.026234    -1.354358
50375.25    -1.690105     0.079922    -1.314946
50375.50    -1.495732     0.356138    -0.974715
50375.75    -1.617780     0.187216    -1.171241
50376.00    -1.321009     0.132975    -1.108304
50376.25    -1.318379     0.255038    -1.189469
50376.50    -1.213334     0.476491    -1.382419
50376.75    -1.420611     0.301697    -1.727740
50377.00    -1.327145     0.136956    -2.137545
50377.25    -1.488010     0.104650    -2.356705
50377.50    -1.540955     0.301534    -2.321789
50377.75    -1.876938     0.052708    -2.857063
50378.00    -1.774291     0.014074    -2.811481
50378.25    -2.007218     0.035031    -2.530069
50378.50    -2.135212     0.242010    -2.025825
50378.75    -2.461088    -0.047284    -2.090880
50379.00    -2.172653    -0.064299    -1.602816
50379.25    -2.220830    -0.072151    -1.435063
50379.50    -2.247453     0.206695    -0.914817
50379.75    -2.478214    -0.015599    -0.528799
50380.00    -2.357562    -0.018140     0.344230
50380.25    -2.511472    -0.086590     0.777420
50380.50    -2.399686     0.110068     1.499457
50380.75    -2.525936    -0.239732     1.089719
50381.00    -2.170775    -0.351710     0.746837
50381.25    -2.126207    -0.407570     0.176740
50381.50    -1.687566    -0.187093    -0.101066
50381.75    -1.645087    -0.448194    -1.140695
50382.00    -0.979651    -0.481193    -2.001269
50382.25    -0.719095    -0.560807    -3.564814
50382.50    -0.246007    -0.300553    -4.280464
50382.75    -0.269718    -0.477262    -5.071583
50383.00     0.029738    -0.449850    -5.150575
50383.25     0.077557    -0.346545    -5.178615
50383.50     0.262422    -0.031448    -4.627481
50383.75    -0.031448    -0.125584    -3.742139
50384.00     0.095431    -0.058970    -2.313217
50384.25    -0.005708     0.090460    -0.547083
50384.50    -0.029876     0.370643     1.226311
50384.75    -0.478298     0.073545     2.052708
50385.00    -0.350450    -0.151773     1.952484
50385.25    -0.474010    -0.225921     1.752832
50385.50    -0.221261    -0.021809     1.570018
50385.75    -0.395829    -0.185120     1.079991
50386.00    -0.134310    -0.094999     1.047310
50386.25    -0.282825     0.095005     1.345317
50386.50    -0.468213     0.632148     2.723054
50386.75    -1.076299     0.560497     3.914192
50387.00    -1.040648     0.364070     4.295827
50387.25    -1.251879     0.062830     3.641754
50387.50    -1.136004     0.152214     3.219359
50387.75    -1.316577    -0.057532     2.985414
50388.00    -1.064758    -0.110770     2.839170
50388.25    -1.157192    -0.114659     2.283515
50388.50    -1.161199     0.135512     2.070165
50388.75    -1.509687    -0.038492     2.015787
50389.00    -1.311541    -0.087621     2.017385
50389.25    -1.359439    -0.129827     1.946863
50389.50    -1.244881     0.106731     1.921620
50389.75    -1.384098    -0.118297     1.727956
50390.00    -1.173178    -0.310968     1.291792
50390.25    -1.326127    -0.483681     1.002294
50390.50    -1.248433    -0.459239     0.579729
50390.75    -1.413935    -0.768683    -0.033250
50391.00    -0.969108    -0.872019    -0.766665
50391.25    -0.980327    -0.897209    -1.790121
50391.50    -0.896370    -0.672265    -2.296890
50391.75    -1.253766    -0.868879    -2.799613
50392.00    -1.048702    -0.880524    -2.733516
50392.25    -1.091831    -0.986854    -3.508887
50392.50    -0.676490    -0.647203    -3.847485
50392.75    -0.780918    -0.783598    -4.476456
50393.00    -0.623230    -0.759788    -4.776161
50393.25    -0.753344    -0.759296    -5.082303
50393.50    -0.581085    -0.481896    -4.880795
50393.75    -0.815846    -0.561356    -4.661827
50394.00    -0.560056    -0.476941    -3.972131
50394.25    -0.491931    -0.359281    -3.172021
50394.50    -0.443840     0.005305    -2.089520
50394.75    -0.777150    -0.053769    -1.320672
50395.00    -0.778994    -0.078913    -0.578829
50395.25    -1.043529    -0.117541     0.243809
50395.50    -1.208595     0.095278     1.008383
50395.75    -1.627045    -0.135369     1.164934
50396.00    -1.537440    -0.165032     1.098943
50396.25    -1.661116    -0.085289     1.232340
50396.50    -1.798792     0.258378     1.679417
50396.75    -2.242217    -0.190817     0.852533
50397.00    -2.164551    -0.545581    -0.500090
50397.25    -2.289544    -0.654934    -1.652415
50397.50    -2.423995    -0.474418    -1.688143
50397.75    -2.887574    -0.693222    -1.848788
50398.00    -2.930496    -0.908834    -1.725680
50398.25    -3.075005    -1.010409    -1.884031
50398.50    -2.829510    -0.910624    -2.256326
50398.75    -3.030208    -1.227577    -3.062004
50399.00    -2.585734    -1.359612    -3.588308
50399.25    -2.506406    -1.439496    -4.382018
50399.50    -2.131997    -1.271259    -4.900297
50399.75    -1.906059    -1.455277    -5.310001
50400.00    -1.326694    -1.503701    -5.736484
50400.25    -1.062070    -1.459504    -6.189827
50400.50    -0.619905    -1.247153    -6.017175
50400.75    -0.532707    -1.497066    -6.196529
50401.00    -0.194552    -1.538822    -6.073870
50401.25    -0.066312    -1.562499    -6.145003
50401.50    -0.073732    -1.432429    -6.080999
50401.75    -0.267059    -1.715865    -6.647430
50402.00     0.001320    -1.796753    -7.054568
50402.25     0.142501    -1.917524    -7.882206
50402.50     0.486637    -1.711455    -8.368083
50402.75     0.494674    -1.831083    -8.826565
50403.00     1.033898    -1.654351    -8.485453
50403.25     1.075749    -1.518811    -8.381780
50403.50     1.319451    -1.140496    -7.783828
50403.75     1.173615    -1.266362    -7.495498
50404.00     1.487520    -1.160670    -6.977027
50404.25     1.489573    -1.030667    -6.707705
50404.50     1.610158    -0.734274    -6.046740
50404.75     1.263029    -0.847230    -5.322843
50405.00     1.262311    -0.773967    -4.242597
50405.25     0.883580    -0.723195    -3.380600
50405.50     0.777019    -0.455443    -2.517437
50405.75     0.254815    -0.544569    -1.743409
50406.00     0.379006    -0.485786    -0.800345
50406.25     0.259008    -0.380899    -0.134282
50406.50     0.295766    -0.149201     0.630106
50406.75     0.042911    -0.303686     0.895591
50407.00     0.246322    -0.349450     1.197698
50407.25    -0.029172    -0.286050     1.606208
50407.50    -0.086578    -0.090819     1.769843
50407.75    -0.483764    -0.294880     1.676453
50408.00    -0.402035    -0.373298     1.339859
50408.25    -0.638672    -0.383027     1.462171
50408.50    -0.624811    -0.197832     1.642941
50408.75    -0.987383    -0.370314     1.515372
50409.00    -0.708735    -0.464845     1.261104
50409.25    -0.890336    -0.550008     0.824106
50409.50    -0.870054    -0.408300     0.601234
50409.75    -1.137817    -0.619889     0.108174
50410.00    -0.852933    -0.688370    -0.127045
50410.25    -1.023806    -0.681807    -0.475708
50410.50    -1.075380    -0.474704    -0.422878
50410.75    -1.576458    -0.586846    -0.111969
50411.00    -1.640363    -0.767546    -0.179279
50411.25    -1.746894    -0.931429    -1.353121
50411.50    -1.520749    -0.768614    -2.477188
50411.75    -1.785213    -0.932932    -3.074277
50412.00    -1.692521    -0.965944    -2.960114
50412.25    -1.845319    -0.870505    -2.925999
50412.50    -1.657958    -0.558708    -2.435657
50412.75    -1.904928    -0.694234    -2.425358
50413.00    -1.754056    -0.703711    -2.008716
50413.25    -1.913436    -0.651884    -1.740325
50413.50    -1.840622    -0.253960    -0.467516
50413.75    -2.148590    -0.603060    -0.361222
50414.00    -1.877643    -0.944302    -1.252915
50414.25    -1.781452    -1.095200    -2.567608
50414.50    -1.533680    -1.019511    -3.392686
50414.75    -1.672464    -1.268343    -4.438198
50415.00    -1.333282    -1.326762    -5.061877
50415.25    -1.442371    -1.223581    -5.049745
50415.50    -1.318731    -0.845462    -4.263136
50415.75    -1.618199    -0.910755    -3.849712
50416.00    -1.464904    -0.875796    -3.291759
50416.25    -1.454095    -0.822330    -3.100284
50416.50    -1.185211    -0.634848    -3.134025
50416.75    -1.190265    -0.718892    -3.272520
50417.00    -0.708177    -0.682718    -3.150528
50417.25    -0.683152    -0.583654    -3.136120
50417.50    -0.393529    -0.223586    -2.571372
50417.75    -0.584195    -0.288816    -2.261425
50418.00    -0.427702    -0.282884    -1.842331
50418.25    -0.528261    -0.126753    -1.169256
50418.50    -0.454953     0.302106     0.167189
50418.75    -0.885874     0.334826     1.267196
50419.00    -0.968599     0.284674     2.086706
50419.25    -1.132342     0.316183     2.741544
50419.50    -1.249747     0.427081     3.525546
50419.75    -1.781094    -0.213548     2.554850
50420.00    -1.417241    -0.630933     1.093191
50420.25    -1.285536    -0.762885    -0.139304
50420.50    -0.998596    -0.678234    -0.808393
50420.75    -0.978930    -0.882778    -1.632078
50421.00    -0.500622    -0.935440    -1.658162
50421.25    -0.330023    -0.911684    -1.843645
50421.50     0.112797    -0.724903    -1.812217
50421.75     0.414134    -0.866728    -1.957264
50422.00     0.927920    -0.909264    -1.986237
50422.25     1.129422    -0.724590    -1.534254
50422.50     1.430450    -0.322911    -0.829250
50422.75     1.135857    -0.304779    -0.320766
50423.00     1.254005    -0.115755     0.550275
50423.25     1.062544     0.094299     1.498376
50423.50     0.969596     0.396616     2.471785
50423.75     0.450836     0.086188     2.435554
50424.00     0.608081    -0.105807     1.945508
50424.25     0.445077    -0.168129     1.545107
50424.50     0.482562     0.145826     1.392662
50424.75     0.066747    -0.113582     0.910969
50425.00     0.254735    -0.117549     1.080774
50425.25     0.033387     0.025965     2.011215
50425.50    -0.134948     0.331446     4.129906
50425.75    -0.563976     0.020699     4.160690
50426.00    -0.130909    -0.057936     3.164353
50426.25     0.022500    -0.087030     2.720140
50426.50     0.305282     0.100447     2.855233
50426.75     0.100803    -0.248551     2.243454
50427.00     0.514415    -0.295683     2.040056
50427.25     0.684223    -0.240322     1.637759
50427.50     0.927403     0.029305     1.471050
50427.75     0.951164     0.037530     1.623478
50428.00     1.332033     0.048615     2.055236
50428.25     1.239272     0.098065     1.860038
50428.50     1.465217     0.286161     1.688067
50428.75     1.368777     0.082810     0.881384
50429.00     1.720784    -0.129282    -0.327349
50429.25     1.881965    -0.186612    -1.413566
50429.50     2.323971     0.082802    -1.777806
50429.75     2.215523    -0.114700    -2.709541
50430.00     2.576064    -0.134981    -3.043921
50430.25     2.336314    -0.143680    -3.081044
50430.50     2.163634     0.035850    -2.866129
50430.75     1.661024    -0.143856    -3.218323
50431.00     1.468852    -0.286496    -3.303940
50431.25     1.044162    -0.248104    -3.272332
50431.50     0.693607    -0.139189    -3.661115
50431.75     0.228917    -0.388934    -4.481597
50432.00     0.273350    -0.592987    -5.031067
50432.25     0.121460    -0.642212    -5.390461
50432.50     0.273433    -0.405847    -5.210429
50432.75    -0.101078    -0.541359    -5.169174
50433.00    -0.001098    -0.503148    -4.400068
50433.25    -0.339497    -0.286029    -3.403204
50433.50    -0.405631    -0.077586    -2.464184
50433.75    -0.883394    -0.285833    -2.130702
50434.00    -0.601178    -0.380723    -1.821606
50434.25    -0.683704    -0.321318    -1.435820
50434.50    -0.471881     0.078715    -0.393716
50434.75    -0.945460     0.015264     0.321141
50435.00    -0.717039    -0.118141     0.756426
50435.25    -0.648072    -0.281830     0.495419
50435.50    -0.244947    -0.077915     0.719805
50435.75    -0.233819    -0.241800     0.358932
50436.00     0.226510    -0.302858     0.425886
50436.25     0.320511    -0.237749     0.359938
50436.50     0.513458     0.057144     1.176545
50436.75     0.192843    -0.009722     1.659010
50437.00     0.174142     0.014099     2.964967
50437.25    -0.444667    -0.094534     4.355628
50437.50    -0.442201    -0.232673     4.016098
50437.75    -0.533140    -0.509817     2.422474
50438.00    -0.120015    -0.679019     0.898835
50438.25    -0.065830    -0.778639    -0.853702
50438.50     0.531480    -0.497630    -2.013878
50438.75     0.496857    -0.672282    -2.935581
50439.00     0.986493    -0.614138    -2.825126
50439.25     1.073486    -0.578387    -2.514039
50439.50     1.339667    -0.320061    -2.091348
50439.75     1.265671    -0.540758    -2.329237
50440.00     1.563896    -0.534601    -2.339825
50440.25     1.543281    -0.452309    -2.522265
50440.50     1.487486    -0.157899    -2.577641
50440.75     0.888164    -0.245954    -2.993222
50441.00     0.837964    -0.169345    -2.622963
50441.25     0.270010     0.098855    -1.491179
50441.50    -0.202958     0.506381     0.422361
50441.75    -0.888592     0.292455     1.878116
50442.00    -0.955989     0.007446     2.708283
50442.25    -1.262663    -0.374463     2.770945
50442.50    -0.986790    -0.420207     1.819045
50442.75    -0.880511    -0.697843     0.323093
50443.00    -0.444074    -0.734334    -0.612590
50443.25    -0.181437    -0.733559    -1.478197
50443.50     0.288092    -0.547691    -2.384697
50443.75     0.164547    -0.655008    -2.953610
50444.00     0.369714    -0.528660    -2.466249
50444.25     0.146138    -0.439751    -1.653281
50444.50    -0.077825    -0.370573    -1.609777
50444.75    -0.383804    -0.547384    -2.222497
50445.00    -0.298520    -0.617679    -2.401842
50445.25    -0.440488    -0.558901    -2.365931
50445.50    -0.433376    -0.238382    -2.070954
50445.75    -0.727026    -0.272174    -1.840390
50446.00    -0.675900    -0.292372    -1.288369
50446.25    -0.802391    -0.255763    -0.912821
50446.50    -0.896892    -0.046184    -0.200994
50446.75    -1.240838    -0.251201     0.075206
50447.00    -1.405619    -0.537268     0.369037
50447.25    -1.667784    -0.766655     0.013317
50447.50    -1.577501    -0.866142    -1.499289
50447.75    -1.592086    -1.149775    -3.108049
50448.00    -1.189106    -1.288543    -3.912202
50448.25    -1.007964    -1.152540    -3.654052
50448.50    -0.859397    -0.983135    -3.160674
50448.75    -0.912601    -1.193407    -2.839977
50449.00    -0.448481    -1.371274    -3.258788
50449.25    -0.196374    -1.295473    -2.933146
50449.50     0.173905    -0.926174    -2.234161
50449.75     0.145788    -0.741593    -1.005555
50450.00     0.200436    -0.486347     0.177648
50450.25    -0.041942    -0.186093     1.775461
50450.50    -0.231513     0.125470     3.099040
50450.75    -0.485696     0.013837     3.604694
50451.00    -0.216903     0.054017     3.914146
50451.25    -0.286207     0.264127     4.448480
50451.50    -0.352149     0.504810     5.006165
50451.75    -0.599315     0.241823     4.119815
50452.00    -0.356687     0.072534     3.158694
50452.25    -0.422866    -0.047767     1.934427
50452.50    -0.268982     0.065708     1.156028
50452.75    -0.540259    -0.074900     0.319353
50453.00    -0.394275    -0.032064     0.435666
50453.25    -0.691607     0.224428     1.235070
50453.50    -0.802963     0.592698     2.531520
50453.75    -1.401832     0.518260     3.465485
50454.00    -1.638439     0.249577     4.188195
50454.25    -1.948467    -0.024237     4.020129
50454.50    -1.925774    -0.026185     3.753370
50454.75    -2.187682    -0.437017     3.093182
50455.00    -1.979532    -0.673391     2.513264
50455.25    -2.032770    -0.710142     2.185853
50455.50    -2.071868    -0.497645     2.243059
50455.75    -2.398516    -0.672879     2.232605
50456.00    -2.044865    -0.806396     2.012281
50456.25    -2.070135    -0.902494     1.339745
50456.50    -1.789073    -0.674371     1.002536
50456.75    -1.758335    -0.805769     0.373607
50457.00    -1.246657    -0.887617     0.003385
50457.25    -1.027091    -0.699147     0.071748
50457.50    -0.613985    -0.266546     0.759818
50457.75    -0.614621    -0.034638     1.740788
50458.00    -0.576350     0.214884     2.912178
50458.25    -0.951953     0.516564     4.463197
50458.50    -1.093068     0.777996     6.305575
50458.75    -1.691586     0.408275     6.985641
50459.00    -1.675885    -0.046822     6.236790
50459.25    -1.555582    -0.097835     5.037990
50459.50    -1.542458     0.001345     4.559586
50459.75    -1.772520    -0.369336     3.764073
50460.00    -1.461487    -0.626141     2.724743
50460.25    -1.516223    -0.800535     1.713271
50460.50    -1.250141    -0.748976     1.139940
50460.75    -1.280211    -0.976774     0.547000
50461.00    -0.667207    -1.089843     0.064555
50461.25    -0.496964    -1.090206    -0.410083
50461.50    -0.086453    -0.924984    -0.728773
50461.75     0.015648    -0.980742    -0.947794
50462.00     0.351586    -1.027217    -0.968868
50462.25     0.422820    -0.885908    -0.652270
50462.50     0.504463    -0.577290     0.019832
50462.75     0.231889    -0.692262    -0.022237
50463.00     0.428741    -0.707626    -0.149535
50463.25     0.372922    -0.490089    -0.121153
50463.50     0.425820    -0.135834     0.405681
50463.75     0.327781    -0.033515     0.706551
50464.00     0.476336     0.205524     1.968519
50464.25     0.201559     0.591772     3.841374
50464.50     0.206013     0.967678     5.797806
50464.75    -0.253694     0.760776     7.233155
50465.00    -0.128178     0.260036     7.346716
50465.25    -0.049779     0.052979     6.678946
50465.50     0.364781     0.014015     5.682866
50465.75     0.419392    -0.114013     4.917355
50466.00     0.913024    -0.121265     4.663669
50466.25     0.876501     0.018520     5.192045
50466.50     1.172224     0.126157     5.140482
50466.75     1.141562    -0.081342     4.222599
50467.00     1.418235    -0.210204     3.438114
50467.25     1.292738    -0.188738     3.273634
50467.50     1.175421    -0.014319     3.866150
50467.75     0.647481    -0.210792     4.022543
50468.00     0.474523    -0.232625     4.148192
50468.25     0.068750    -0.160949     4.424767
50468.50     0.048922     0.015910     4.550362
50468.75    -0.230414    -0.199055     4.109864
50469.00     0.058548    -0.467024     3.022930
50469.25     0.146496    -0.714722     1.392259
50469.50     0.346308    -0.714156    -0.569457
50469.75     0.303986    -0.826582    -1.882760
50470.00     0.716666    -0.674637    -1.645471
50470.25     0.496895    -0.355675    -0.500560
50470.50     0.442140     0.010355     1.503186
50470.75     0.148369    -0.011938     2.749935
50471.00     0.335985     0.043675     3.738751
50471.25     0.218201    -0.072809     4.209723
50471.50     0.585088    -0.120706     3.152841
50471.75     0.868477    -0.464162     0.589544
50472.00     1.450037    -0.619844    -1.735251
50472.25     1.529331    -0.540448    -3.576549
50472.50     1.763286    -0.110898    -3.744936
50472.75     1.421760    -0.032629    -3.258376
50473.00     1.336098     0.119072    -2.238531
50473.25     0.872111     0.420521     0.064319
50473.50     0.212100     0.727289     2.619101
50473.75    -0.548297     0.352297     3.500621
50474.00    -0.594357    -0.079471     3.233884
50474.25    -0.819093    -0.370454     2.318625
50474.50    -0.677067    -0.585993     0.407257
50474.75    -0.733419    -0.964009    -2.337843
50475.00    -0.336595    -0.915927    -3.615375
50475.25    -0.185691    -0.948713    -5.528048
50475.50     0.057531    -0.715578    -6.214092
50475.75     0.005323    -0.653065    -6.002567
50476.00     0.204910    -0.482519    -5.127489
50476.25    -0.067090    -0.073506    -2.983370
50476.50    -0.432804     0.259285    -0.247162
50476.75    -0.926771    -0.412681    -0.022912
50477.00    -0.563715    -0.716152    -1.597849
50477.25    -0.491276    -0.772353    -2.328438
50477.50    -0.007295    -0.788294    -3.628754
50477.75     0.075072    -0.946410    -4.983136
50478.00     0.539007    -0.959396    -5.278021
50478.25     0.779834    -0.759856    -4.885371
50478.50     1.208297    -0.374463    -4.229061
50478.75     1.263016    -0.168501    -3.066802
50479.00     1.479821     0.057878    -1.658929
50479.25     1.294549     0.312091    -0.227454
50479.50     1.279217     0.706746     1.442035
50479.75     0.912629     0.654074     2.741154
50480.00     0.793729     0.607485     3.575593
50480.25     0.464564     0.571410     4.219214
50480.50     0.432567     0.588311     4.387203
50480.75     0.148958     0.182921     3.297828
50481.00     0.356896    -0.124427     2.238744
50481.25     0.411211    -0.242916     1.319336
50481.50     0.658949    -0.170992     0.236337
50481.75     0.468341    -0.379853    -1.031614
50482.00     0.701381    -0.428582    -1.544590
50482.25     0.658320    -0.389324    -1.985214
50482.50     0.733954    -0.298201    -2.440611
50482.75     0.683015    -0.604215    -3.384816
50483.00     1.112999    -0.779078    -4.192315
50483.25     1.304466    -0.822219    -5.266509
50483.50     1.721976    -0.405669    -4.706714
50483.75     1.721962    -0.411476    -4.455176
50484.00     1.880821    -0.245717    -3.275813
50484.25     1.677056    -0.026046    -1.620224
50484.50     1.614665     0.345432     0.641441
50484.75     0.899670     0.041207     1.689092
50485.00     0.858555    -0.201656     2.049956
50485.25     0.771141    -0.310273     1.809122
50485.50     0.876533    -0.239315     1.212505
50485.75     0.641681    -0.435578     0.382756
50486.00     0.878811    -0.507148     0.278672
50486.25     0.817418    -0.501596    -0.375896
50486.50     1.005452    -0.296035    -0.595925
50486.75     0.984799    -0.442291    -1.236803
50487.00     1.309012    -0.524531    -1.506826
50487.25     1.300751    -0.450039    -2.036133
50487.50     1.456061    -0.242678    -2.324948
50487.75     1.069521    -0.344789    -2.792100
50488.00     0.897720    -0.428606    -2.630130
50488.25     0.501720    -0.387369    -2.042025
50488.50     0.478038    -0.215156    -1.208394
50488.75     0.028720    -0.441138    -1.162120
50489.00     0.253388    -0.526610    -0.886390
50489.25     0.316622    -0.429474    -0.702555
50489.50     0.593014    -0.210531    -0.497078
50489.75     0.564865    -0.337450    -0.735421
50490.00     0.932901    -0.374925    -0.701959
50490.25     0.979178    -0.307214    -1.092812
50490.50     1.155656    -0.028348    -0.790559
50490.75     0.795086    -0.145720    -0.451619
50491.00     0.972816    -0.304247    -0.011384
50491.25     0.698561    -0.317995     0.371241
50491.50     0.734338    -0.167048     1.082712
50491.75     0.326591    -0.262751     1.130511
50492.00     0.530421    -0.419155     0.777995
50492.25     0.429493    -0.733020    -1.156331
50492.50     0.961978    -0.655307    -3.063702
50492.75     0.986814    -0.698374    -4.459960
50493.00     1.041559    -0.576478    -4.013264
50493.25     0.813976    -0.276718    -3.442703
50493.50     0.785923     0.165968    -2.015847
50493.75     0.340261     0.312881    -0.311264
50494.00     0.211940     0.219931     1.601068
50494.25    -0.190058     0.025409     1.856078
50494.50    -0.240504     0.099794     1.780626
50494.75    -0.479707    -0.214744     1.166964
50495.00    -0.280379    -0.520751     0.175204
50495.25    -0.135225    -0.817493    -1.340873
50495.50     0.422741    -0.652843    -2.451235
50495.75     0.459312    -0.784487    -3.288985
50496.00     0.834516    -0.760114    -3.357752
50496.25     0.945868    -0.675620    -3.252449
50496.50     1.147615    -0.546154    -3.235235
50496.75     0.772821    -0.749168    -3.215730
50497.00     0.775320    -0.678504    -2.089417
50497.25     0.367119    -0.541552    -0.876158
50497.50     0.305582    -0.229609     0.363331
50497.75    -0.158444    -0.275162     0.917018
50498.00    -0.059304    -0.248664     1.841640
50498.25    -0.154315    -0.264205     1.805159
50498.50    -0.066331    -0.002532     2.130546
50498.75    -0.251631    -0.094607     2.237006
50499.00    -0.142357    -0.210310     2.726540
50499.25    -0.217002    -0.584127     1.449367
50499.50     0.296121    -0.491603    -1.079848
50499.75     0.103132    -0.517720    -2.132159
50500.00    -0.025703    -0.509844    -1.800818
50500.25    -0.391930    -0.311343    -0.398174
50500.50    -0.407332     0.003339     1.130434
50500.75    -0.704834    -0.009750     1.846334
50501.00    -0.607269     0.115641     2.514422
50501.25    -0.880787     0.257973     3.161229
50501.50    -0.743067     0.501787     3.418727
50501.75    -1.113099     0.205042     3.029171
50502.00    -0.927089    -0.352133     1.636670
50502.25    -0.779962    -0.587592    -0.654917
50502.50    -0.500492    -0.469171    -1.865100
50502.75    -0.663055    -0.714269    -3.167931
50503.00    -0.376630    -0.782685    -3.646315
50503.25    -0.600714    -0.887434    -3.971507
50503.50    -0.418232    -0.783410    -3.799582
50503.75    -0.571325    -0.937339    -3.407825
50504.00    -0.405748    -1.032249    -2.624609
50504.25    -0.303917    -1.001334    -2.442932
50504.50    -0.073658    -0.679672    -1.654853
50504.75    -0.290473    -0.641632    -0.844968
50505.00    -0.177278    -0.525075     0.171865
50505.25    -0.354217    -0.295809     1.159117
