-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
IMPZ        49718.000    1995     1     1     0
IMPZ        52274.750    2001    12    31    18
IMPZ      4289656.535 -4680885.000  -606347.402
50200.75    -0.219040    -0.046256     0.609905
50201.00    -0.162295     0.001621    -0.063648
50201.25    -0.182988    -0.119958     0.369988
50201.50    -0.240739    -0.149351    -0.447910
50201.75    -0.187643    -0.031076     0.827451
50202.00    -0.190334     0.032564     0.021373
50202.25    -0.218753    -0.115878     0.489169
50202.50    -0.291423    -0.234793    -0.759767
50202.75    -0.177635    -0.099365     0.623958
50203.00    -0.151429    -0.052450    -0.326052
50203.25    -0.156579    -0.193057    -0.027863
50203.50    -0.234895    -0.279557    -1.417930
50203.75    -0.099739    -0.151393     0.197912
50204.00    -0.092910    -0.088756    -0.816961
50204.25    -0.088570    -0.208341    -0.180361
50204.50    -0.155070    -0.272950    -1.328749
50204.75    -0.087043    -0.129614    -0.059952
50205.00    -0.036690    -0.074654    -0.870306
50205.25    -0.046043    -0.104015    -0.241962
50205.50    -0.124469    -0.194579    -1.142124
50205.75     0.005497    -0.069229     0.475679
50206.00    -0.027764    -0.044610    -0.535750
50206.25     0.021369    -0.107150     0.107250
50206.50    -0.042763    -0.176551    -1.048548
50206.75     0.046240    -0.040952     0.534901
50207.00     0.076079    -0.044385    -0.608778
50207.25     0.080300    -0.071319     0.593162
50207.50    -0.005899    -0.182460    -0.692648
50207.75     0.116097    -0.055021     0.960328
50208.00     0.120482    -0.005568     0.072552
50208.25     0.130458    -0.051793     0.824281
50208.50     0.058757    -0.142248    -0.491172
50208.75     0.139341     0.025997     0.976931
50209.00     0.169454     0.055524    -0.314765
50209.25     0.160743    -0.022422     0.054864
50209.50     0.076438     0.002960    -0.678525
50209.75     0.218444     0.089865     0.455902
50210.00     0.199529     0.093954    -0.287350
50210.25     0.237351     0.028284     0.385139
50210.50     0.118268    -0.028617    -0.683781
50210.75     0.179028     0.061922     0.833635
50211.00     0.085627     0.034566     0.047476
50211.25     0.053875    -0.098258     0.160193
50211.50    -0.102801    -0.205990    -0.812824
50211.75     0.010827    -0.071188     0.541411
50212.00     0.011521    -0.054499     0.218798
50212.25     0.009345    -0.123548     0.557437
50212.50    -0.063425    -0.212965    -0.581514
50212.75     0.071081    -0.090360     0.884047
50213.00     0.061606    -0.049822     0.115149
50213.25    -0.081651    -0.106008     0.265969
50213.50    -0.098663    -0.250149    -0.728340
50213.75     0.002782    -0.150812     0.603497
50214.00    -0.038039    -0.085318     0.040288
50214.25     0.046379    -0.145708     0.752742
50214.50    -0.046533    -0.154891    -0.502339
50214.75     0.001353     0.004068     1.276955
50215.00     0.008504     0.014624     0.281077
50215.25     0.005401    -0.077129     0.717597
50215.50    -0.120598    -0.109150    -0.409520
50215.75    -0.013567     0.051986     0.864940
50216.00    -0.029700     0.054441    -0.363530
50216.25    -0.045714    -0.069251     0.068378
50216.50    -0.155474    -0.175240    -1.187250
50216.75    -0.013375    -0.024927     0.325444
50217.00    -0.024115    -0.045645    -0.853038
50217.25     0.002131    -0.158716    -0.335128
50217.50    -0.113787    -0.179451    -1.475253
50217.75     0.016046    -0.090809     0.051750
50218.00     0.022801    -0.072892    -0.893997
50218.25     0.059327    -0.076900    -0.113016
50218.50     0.016506    -0.075856    -0.882522
50218.75     0.130183     0.044048     0.599805
50219.00     0.138776     0.151397    -0.222391
50219.25     0.196810     0.055811     0.598844
50219.50     0.077297    -0.001769    -0.763627
50219.75     0.159020     0.065784     0.631437
50220.00     0.150321     0.115051    -0.106846
50220.25     0.090560    -0.038128    -0.006123
50220.50    -0.023499    -0.114200    -1.599995
50220.75     0.040960    -0.032908    -0.404818
50221.00    -0.036790    -0.042919    -1.300528
50221.25    -0.135067    -0.163929    -1.199876
50221.50    -0.223406    -0.230862    -2.455976
50221.75    -0.159267    -0.137718    -0.910244
50222.00    -0.131214    -0.077824    -1.473435
50222.25    -0.180804    -0.126024    -0.494678
50222.50    -0.221491    -0.197877    -2.025603
50222.75    -0.195049    -0.109282    -0.666226
50223.00    -0.223105    -0.099803    -1.172141
50223.25    -0.248981    -0.137141    -0.660995
50223.50    -0.310518    -0.156050    -1.216721
50223.75    -0.180517    -0.062592     0.122408
50224.00    -0.223825    -0.059794    -0.658680
50224.25    -0.221745    -0.154800    -0.095592
50224.50    -0.316845    -0.174755    -1.253872
50224.75    -0.207294    -0.077406     0.012735
50225.00    -0.166324    -0.033676    -0.514388
50225.25    -0.222603    -0.159822    -0.157145
50225.50    -0.369682    -0.224600    -1.366368
50225.75    -0.224492    -0.148670     0.055112
50226.00    -0.257191    -0.201084    -0.686896
50226.25    -0.284348    -0.239649    -0.209576
50226.50    -0.371912    -0.341103    -1.454277
50226.75    -0.281269    -0.237531    -0.072062
50227.00    -0.270011    -0.167150    -0.620642
50227.25    -0.213291    -0.235347    -0.078302
50227.50    -0.325756    -0.319353    -1.208606
50227.75    -0.142238    -0.157126     0.499186
50228.00    -0.184914    -0.056275    -0.365500
50228.25    -0.205390    -0.139131     0.230323
50228.50    -0.335506    -0.190204    -0.830770
50228.75    -0.245679    -0.070229     0.548452
50229.00    -0.260526    -0.069215    -0.717824
50229.25    -0.277137    -0.180417    -0.047313
50229.50    -0.344299    -0.246453    -1.468227
50229.75    -0.283381    -0.151028    -0.533933
50230.00    -0.332005    -0.129575    -1.724451
50230.25    -0.280336    -0.248914    -1.423674
50230.50    -0.380415    -0.313256    -2.362884
50230.75    -0.268911    -0.205016    -0.848863
50231.00    -0.225053    -0.248801    -2.024128
50231.25    -0.175228    -0.336504    -1.328864
50231.50    -0.325457    -0.301666    -1.833612
50231.75    -0.157431    -0.169699    -0.266076
50232.00    -0.136369    -0.177145    -1.300738
50232.25    -0.135384    -0.260980    -0.705569
50232.50    -0.262542    -0.258130    -1.549368
50232.75    -0.111269    -0.185372    -0.374296
50233.00    -0.131322    -0.135809    -1.179826
50233.25    -0.117162    -0.209565    -0.231467
50233.50    -0.215780    -0.255013    -1.460663
50233.75    -0.146404    -0.143354    -0.326050
50234.00    -0.159582    -0.105369    -1.090830
50234.25    -0.224196    -0.242827    -0.474462
50234.50    -0.330498    -0.269902    -1.725836
50234.75    -0.280542    -0.203101    -0.136782
50235.00    -0.272995    -0.178206    -0.864406
50235.25    -0.336864    -0.304565    -0.185522
50235.50    -0.435333    -0.368046    -1.313770
50235.75    -0.314224    -0.293927     0.007532
50236.00    -0.324067    -0.223413    -0.687558
50236.25    -0.292356    -0.381628    -0.201289
50236.50    -0.375556    -0.444113    -1.090590
50236.75    -0.232142    -0.370851    -0.093462
50237.00    -0.237183    -0.272056    -0.841811
50237.25    -0.213945    -0.331908    -0.123938
50237.50    -0.352819    -0.377675    -1.421673
50237.75    -0.321815    -0.324145    -0.236538
50238.00    -0.281534    -0.292677    -1.552102
50238.25    -0.245722    -0.327767    -0.838302
50238.50    -0.393834    -0.425955    -2.058890
50238.75    -0.312037    -0.351881    -1.022003
50239.00    -0.279576    -0.297644    -2.076321
50239.25    -0.280175    -0.371091    -1.567019
50239.50    -0.341625    -0.430807    -2.494267
50239.75    -0.244381    -0.333479    -1.492853
50240.00    -0.265709    -0.301083    -2.270078
50240.25    -0.257958    -0.280888    -1.495900
50240.50    -0.371466    -0.353916    -2.394251
50240.75    -0.266611    -0.253500    -1.050757
50241.00    -0.257251    -0.226101    -1.724439
50241.25    -0.251774    -0.240473    -1.332106
50241.50    -0.364611    -0.262453    -1.974845
50241.75    -0.259802    -0.219775    -0.716082
50242.00    -0.276114    -0.191064    -1.800280
50242.25    -0.322993    -0.361167    -2.013702
50242.50    -0.412649    -0.380583    -2.600920
50242.75    -0.295809    -0.267349    -1.328222
50243.00    -0.314201    -0.148433    -2.374118
50243.25    -0.377045    -0.268306    -2.152691
50243.50    -0.409298    -0.318928    -2.861561
50243.75    -0.320237    -0.195421    -1.339397
50244.00    -0.314583    -0.146385    -2.443893
50244.25    -0.313014    -0.203776    -1.889613
50244.50    -0.405679    -0.238417    -2.762744
50244.75    -0.226970    -0.103453    -1.207472
50245.00    -0.261370    -0.058893    -1.927599
50245.25    -0.265537    -0.097603    -1.494539
50245.50    -0.355263    -0.173350    -2.305039
50245.75    -0.226310    -0.090248    -1.305129
50246.00    -0.220563    -0.055471    -1.728473
50246.25    -0.216452    -0.208390    -1.121417
50246.50    -0.368889    -0.238681    -2.011292
50246.75    -0.283862    -0.160546    -0.657225
50247.00    -0.293707    -0.104525    -1.428314
50247.25    -0.297394    -0.228590    -0.738897
50247.50    -0.372067    -0.208976    -1.306590
50247.75    -0.220136    -0.105830    -0.140899
50248.00    -0.251095    -0.042396    -0.840089
50248.25    -0.249770    -0.133164     0.013680
50248.50    -0.296812    -0.132964    -0.528041
50248.75    -0.200464    -0.090934     0.461378
50249.00    -0.138187     0.017114     0.244577
50249.25    -0.205867    -0.107682     0.512046
50249.50    -0.317452    -0.127459    -0.424924
50249.75    -0.198176    -0.046007     0.857122
50250.00    -0.137359     0.008975     0.437395
50250.25    -0.155817    -0.082072     1.095593
50250.50    -0.278574    -0.115380     0.093203
50250.75    -0.146867    -0.064654     0.950143
50251.00    -0.082083     0.024283     0.979985
50251.25    -0.093011    -0.086692     1.740405
50251.50    -0.177404    -0.164838     0.508087
50251.75    -0.080354    -0.130540     1.626696
50252.00    -0.076937    -0.058835     0.717944
50252.25    -0.144241    -0.166119     1.088397
50252.50    -0.296497    -0.205796    -0.232320
50252.75    -0.202056    -0.164283     0.836768
50253.00    -0.189472    -0.113492     0.020961
50253.25    -0.223822    -0.253060     0.143735
50253.50    -0.347337    -0.292206    -0.843838
50253.75    -0.207187    -0.242116     0.260465
50254.00    -0.189382    -0.194354    -0.483274
50254.25    -0.184941    -0.285369    -0.111036
50254.50    -0.270046    -0.285440    -1.315220
50254.75    -0.140041    -0.189210    -0.076826
50255.00    -0.184921    -0.159373    -1.247275
50255.25    -0.237752    -0.272801    -0.736650
50255.50    -0.413171    -0.361737    -1.925334
50255.75    -0.257914    -0.305906    -0.558115
50256.00    -0.183465    -0.181503    -1.093145
50256.25    -0.194796    -0.273085    -0.609654
50256.50    -0.366187    -0.304426    -1.307756
50256.75    -0.198782    -0.278979    -0.185507
50257.00    -0.264773    -0.191575    -0.968687
50257.25    -0.363254    -0.304346    -0.781614
50257.50    -0.516473    -0.381774    -1.876825
50257.75    -0.311622    -0.297854    -0.458347
50258.00    -0.333290    -0.255431    -1.270489
50258.25    -0.364829    -0.313219    -0.350154
50258.50    -0.483158    -0.303232    -1.451408
50258.75    -0.348562    -0.188824     0.019468
50259.00    -0.338837    -0.211256    -0.927187
50259.25    -0.351165    -0.256273    -0.054365
50259.50    -0.435413    -0.265089    -1.357111
50259.75    -0.313556    -0.163098     0.266994
50260.00    -0.268564    -0.194609    -0.420768
50260.25    -0.312822    -0.273444     0.018133
50260.50    -0.398410    -0.261033    -0.868498
50260.75    -0.189900    -0.138911     1.111049
50261.00    -0.183628    -0.138478    -0.054960
50261.25    -0.240205    -0.255886     0.411553
50261.50    -0.428373    -0.303012    -0.795262
50261.75    -0.360023    -0.235766     0.893885
50262.00    -0.450738    -0.245059    -0.185276
50262.25    -0.521198    -0.363375     0.198656
50262.50    -0.609550    -0.458471    -0.682334
50262.75    -0.541005    -0.421372     0.235703
50263.00    -0.621480    -0.360268    -0.816484
50263.25    -0.626635    -0.485531    -0.774527
50263.50    -0.749777    -0.550021    -2.081132
50263.75    -0.651463    -0.499131    -0.858616
50264.00    -0.708345    -0.438057    -2.373894
50264.25    -0.677441    -0.544440    -1.871860
50264.50    -0.752804    -0.578769    -3.014245
50264.75    -0.526661    -0.443188    -1.350890
50265.00    -0.505425    -0.351354    -2.772900
50265.25    -0.466359    -0.418891    -1.956358
50265.50    -0.503883    -0.402343    -2.876187
50265.75    -0.299441    -0.242302    -1.527013
50266.00    -0.295114    -0.206594    -2.395707
50266.25    -0.297156    -0.255041    -1.145032
50266.50    -0.361596    -0.278552    -2.363744
50266.75    -0.194293    -0.147418    -0.927138
50267.00    -0.086773    -0.124411    -1.715648
50267.25    -0.117636    -0.177720    -0.644704
50267.50    -0.281876    -0.257672    -2.066163
50267.75    -0.103909    -0.150971    -0.715537
50268.00    -0.082575    -0.124334    -1.147506
50268.25    -0.210025    -0.279173    -1.337461
50268.50    -0.363005    -0.295150    -2.175416
50268.75    -0.201262    -0.240584    -0.743905
50269.00    -0.301371    -0.163371    -1.823216
50269.25    -0.372795    -0.312783    -1.362457
50269.50    -0.469637    -0.342328    -2.356761
50269.75    -0.306191    -0.251485    -1.047529
50270.00    -0.328706    -0.148715    -2.042251
50270.25    -0.368260    -0.240316    -1.611238
50270.50    -0.414046    -0.264046    -2.413640
50270.75    -0.267551    -0.165954    -1.080748
50271.00    -0.211612    -0.138875    -1.749100
50271.25    -0.179183    -0.178665    -1.302569
50271.50    -0.241749    -0.141946    -1.920675
50271.75    -0.094140    -0.051640    -0.845532
50272.00    -0.025311     0.032378    -1.250206
50272.25    -0.127679    -0.058886    -0.621179
50272.50    -0.255877    -0.069310    -1.811480
50272.75    -0.109820    -0.010955    -0.509872
50273.00    -0.121381     0.027732    -1.442794
50273.25    -0.230613    -0.074233    -1.033218
50273.50    -0.367149    -0.174704    -2.261465
50273.75    -0.249215    -0.142281    -0.997475
50274.00    -0.290013    -0.202479    -2.213701
50274.25    -0.354508    -0.313949    -1.421312
50274.50    -0.488440    -0.382157    -2.436389
50274.75    -0.324949    -0.251852    -0.741523
50275.00    -0.317852    -0.257949    -1.455408
50275.25    -0.365324    -0.402038    -1.058793
50275.50    -0.480013    -0.471360    -2.312020
50275.75    -0.264119    -0.338306    -0.392701
50276.00    -0.272558    -0.253547    -0.718129
50276.25    -0.275509    -0.400815    -0.432444
50276.50    -0.431381    -0.382617    -1.602004
50276.75    -0.211723    -0.265377    -0.036885
50277.00    -0.240581    -0.193532    -0.689643
50277.25    -0.207842    -0.259000    -0.190239
50277.50    -0.292625    -0.219833    -1.039571
50277.75    -0.171409    -0.122009     0.246787
50278.00    -0.224189    -0.143396    -0.651848
50278.25    -0.343874    -0.234426    -0.283831
50278.50    -0.522913    -0.324537    -1.756820
50278.75    -0.415494    -0.307529    -0.339598
50279.00    -0.375753    -0.309934    -1.247046
50279.25    -0.450894    -0.421813    -0.733863
50279.50    -0.518905    -0.447447    -2.016687
50279.75    -0.361532    -0.332904    -0.598100
50280.00    -0.362536    -0.338317    -1.492127
50280.25    -0.373472    -0.387505    -0.736478
50280.50    -0.483268    -0.357918    -1.787892
50280.75    -0.357755    -0.350648    -0.990060
50281.00    -0.341564    -0.271431    -1.479578
50281.25    -0.347885    -0.297871    -1.046299
50281.50    -0.417081    -0.353285    -1.960093
50281.75    -0.341573    -0.259973    -0.716110
50282.00    -0.223524    -0.229454    -1.447612
50282.25    -0.255734    -0.339365    -0.833067
50282.50    -0.312023    -0.307836    -1.890048
50282.75    -0.168058    -0.229523    -0.791647
50283.00    -0.108190    -0.138152    -1.309158
50283.25    -0.163364    -0.225415    -0.687705
50283.50    -0.287953    -0.257893    -1.289115
50283.75    -0.126487    -0.214727    -0.418724
50284.00    -0.142246    -0.179566    -0.785603
50284.25    -0.216513    -0.243699    -0.395460
50284.50    -0.384116    -0.332062    -1.162471
50284.75    -0.261579    -0.274294     0.059378
50285.00    -0.349509    -0.293168    -0.910328
50285.25    -0.391901    -0.480741    -0.488312
50285.50    -0.516188    -0.541119    -1.892611
50285.75    -0.321714    -0.478265    -0.507638
50286.00    -0.346795    -0.419232    -1.138916
50286.25    -0.332081    -0.537697    -0.662658
50286.50    -0.406238    -0.555533    -1.754297
50286.75    -0.259475    -0.422648    -0.410714
50287.00    -0.283397    -0.329839    -0.856505
50287.25    -0.323406    -0.411159    -1.006897
50287.50    -0.429631    -0.370311    -1.560084
50287.75    -0.271913    -0.245116    -0.290573
50288.00    -0.282495    -0.212303    -1.118511
50288.25    -0.339360    -0.289223    -0.423344
50288.50    -0.425197    -0.291944    -1.552197
50288.75    -0.287388    -0.256456    -0.514284
50289.00    -0.291319    -0.229999    -1.249786
50289.25    -0.300420    -0.260311    -0.545748
50289.50    -0.425095    -0.292563    -1.454116
50289.75    -0.239335    -0.202682    -0.163330
50290.00    -0.177155    -0.081690    -0.463272
50290.25    -0.197912    -0.208615     0.020243
50290.50    -0.331769    -0.215636    -1.481814
50290.75    -0.173857    -0.143535     0.330677
50291.00    -0.154205    -0.041433    -0.447164
50291.25    -0.204125    -0.168315     0.492388
50291.50    -0.404993    -0.225947    -1.615159
50291.75    -0.232561    -0.199926     0.279455
50292.00    -0.312451    -0.164486    -0.697363
50292.25    -0.349311    -0.321654    -0.487363
50292.50    -0.495000    -0.383796    -1.574274
50292.75    -0.338618    -0.354191    -0.013996
50293.00    -0.346150    -0.307834    -0.995962
50293.25    -0.352305    -0.408188    -0.510544
50293.50    -0.461343    -0.429818    -1.843420
50293.75    -0.313365    -0.343809    -0.176420
50294.00    -0.280639    -0.248003    -1.185051
50294.25    -0.302667    -0.357522    -0.413467
50294.50    -0.466874    -0.407752    -2.299734
50294.75    -0.317112    -0.256221    -0.676206
50295.00    -0.303302    -0.270106    -1.310270
50295.25    -0.341500    -0.336756    -0.797130
50295.50    -0.482684    -0.366697    -2.380846
50295.75    -0.330881    -0.295407    -1.106784
50296.00    -0.279087    -0.238345    -1.507462
50296.25    -0.332695    -0.254832    -0.789075
50296.50    -0.453096    -0.292815    -1.940360
50296.75    -0.363068    -0.266121    -0.818540
50297.00    -0.350408    -0.155249    -1.012583
50297.25    -0.422023    -0.326061    -0.669893
50297.50    -0.556949    -0.335994    -2.175495
50297.75    -0.384417    -0.266127    -0.670394
50298.00    -0.318697    -0.196126    -1.117779
50298.25    -0.384954    -0.266520    -0.633909
50298.50    -0.449667    -0.286566    -2.073582
50298.75    -0.263483    -0.207964    -1.139133
50299.00    -0.186434    -0.116137    -1.297860
50299.25    -0.228195    -0.176987    -0.748672
50299.50    -0.332757    -0.208708    -1.940782
50299.75    -0.198766    -0.152439    -0.665235
50300.00    -0.181234    -0.117460    -1.158172
50300.25    -0.220431    -0.209150    -0.407164
50300.50    -0.250823    -0.185304    -1.247160
50300.75    -0.149470    -0.132308    -0.005667
50301.00    -0.080595    -0.097842    -0.697025
50301.25    -0.083382    -0.156772     0.020413
50301.50    -0.213206    -0.210327    -1.309314
50301.75    -0.095763    -0.118544     0.260784
50302.00    -0.070387    -0.089109    -0.552462
50302.25    -0.158975    -0.212768     0.399883
50302.50    -0.248105    -0.229173    -1.080099
50302.75    -0.097879    -0.190484     0.149677
50303.00    -0.059173    -0.031428    -0.498343
50303.25    -0.051647    -0.201373     0.193711
50303.50    -0.165575    -0.161784    -1.404448
50303.75    -0.012928    -0.115779     0.080182
50304.00     0.031958    -0.071405    -0.394002
50304.25     0.032678    -0.190602     0.089435
50304.50    -0.147169    -0.198340    -1.189124
50304.75     0.000759    -0.160149     0.129971
50305.00     0.050901    -0.077171    -0.326421
50305.25     0.003902    -0.180183    -0.421203
50305.50    -0.118272    -0.183669    -1.595778
50305.75     0.024045    -0.114998    -0.260472
50306.00     0.015067    -0.036838    -0.478345
50306.25     0.025596    -0.150589    -0.106826
50306.50    -0.181962    -0.236896    -1.569480
50306.75    -0.050106    -0.189870    -0.131514
50307.00    -0.063729    -0.117492    -0.769669
50307.25    -0.065451    -0.243846    -0.311431
50307.50    -0.185470    -0.259305    -2.003008
50307.75     0.037518    -0.167378    -0.452522
50308.00     0.001315    -0.057902    -0.845316
50308.25     0.000306    -0.158213    -0.090713
50308.50    -0.180004    -0.238759    -1.316432
50308.75    -0.042659    -0.173342     0.282938
50309.00    -0.087255    -0.139744    -0.156202
50309.25    -0.133556    -0.185663     0.475592
50309.50    -0.288215    -0.209362    -0.646102
50309.75    -0.127606    -0.179081     0.550379
50310.00    -0.166551    -0.189122    -0.174397
50310.25    -0.240555    -0.270078     0.258553
50310.50    -0.338458    -0.294856    -1.065209
50310.75    -0.147609    -0.213648     0.341520
50311.00    -0.127766    -0.164459    -0.314539
50311.25    -0.127038    -0.189172     0.175094
50311.50    -0.208270    -0.245039    -1.206144
50311.75    -0.053935    -0.172306     0.134624
50312.00    -0.113957    -0.111197    -0.991839
50312.25    -0.107964    -0.208092    -0.547656
50312.50    -0.301852    -0.188349    -2.178286
50312.75    -0.115698    -0.105665    -0.713585
50313.00    -0.112369    -0.037397    -1.052048
50313.25    -0.148453    -0.180773    -1.127109
50313.50    -0.202218    -0.157227    -2.273426
50313.75    -0.040495    -0.040402    -0.960664
50314.00    -0.067471    -0.038883    -1.490733
50314.25    -0.092935    -0.121827    -1.307825
50314.50    -0.169392    -0.128292    -2.363990
50314.75    -0.043493    -0.059510    -0.945168
50315.00    -0.022227    -0.009944    -1.599762
50315.25    -0.045246    -0.064521    -1.077753
50315.50    -0.198201    -0.083364    -2.041121
50315.75    -0.011958    -0.045573    -0.460189
50316.00     0.007536     0.009037    -0.897906
50316.25    -0.024902    -0.055227    -0.370216
50316.50    -0.111463    -0.053004    -1.117349
50316.75     0.031938     0.042719     0.381433
50317.00     0.035988     0.080921     0.007435
50317.25    -0.030538     0.000246     0.228639
50317.50    -0.148470    -0.078994    -1.265104
50317.75    -0.056075    -0.038116     0.231751
50318.00    -0.069265     0.048839     0.115302
50318.25    -0.089321    -0.035339     0.461665
50318.50    -0.293593    -0.103148    -0.904367
50318.75    -0.144368    -0.017848     0.754860
50319.00    -0.122608     0.090946     0.278962
50319.25    -0.147925    -0.041290     0.820598
50319.50    -0.315940    -0.006264    -0.296577
50319.75    -0.165751     0.086002     1.373442
50320.00    -0.149354     0.160519     1.066944
50320.25    -0.190979     0.067957     1.214359
50320.50    -0.342524     0.057187     0.010488
50320.75    -0.208471     0.118163     1.454184
50321.00    -0.155436     0.180392     1.081101
50321.25    -0.183928     0.051891     1.330775
50321.50    -0.349070     0.018604    -0.030464
50321.75    -0.146066     0.126965     1.588068
50322.00    -0.145073     0.076204     0.625416
50322.25    -0.183127    -0.029287     1.013416
50322.50    -0.351210    -0.140745    -0.376097
50322.75    -0.222683    -0.073648     1.274873
50323.00    -0.255309    -0.089694     0.505773
50323.25    -0.292524    -0.205850     1.234232
50323.50    -0.447596    -0.265796    -0.415521
50323.75    -0.340206    -0.215018     0.986514
50324.00    -0.329389    -0.152942     0.670500
50324.25    -0.337837    -0.203808     0.921674
50324.50    -0.446655    -0.220648    -0.219278
50324.75    -0.343756    -0.081342     1.308284
50325.00    -0.243207     0.022306     0.361419
50325.25    -0.206394    -0.084531     1.084072
50325.50    -0.283988    -0.106187    -0.500212
50325.75    -0.099149     0.053094     1.060971
50326.00    -0.028184     0.126380     0.658498
50326.25    -0.026767     0.062299     1.102954
50326.50    -0.066981     0.069680    -0.552162
50326.75     0.064818     0.105844     1.128235
50327.00     0.073760     0.127067     0.553858
50327.25     0.059636     0.050129     0.949957
50327.50    -0.053507    -0.005251    -0.357921
50327.75     0.049754     0.036437     1.255804
50328.00     0.001568     0.073173     0.689213
50328.25     0.061899     0.019692     1.243245
50328.50    -0.059481    -0.004873     0.047929
50328.75     0.109143     0.034438     1.657076
50329.00     0.102839     0.091405     1.301915
50329.25     0.149077     0.073205     2.014722
50329.50     0.087793     0.077702     0.875011
50329.75     0.212407     0.095989     2.535311
50330.00     0.179173     0.160611     1.854819
50330.25     0.136690     0.121881     2.137874
50330.50    -0.057479     0.102694     0.360121
50330.75     0.016167     0.119597     1.762662
50331.00    -0.025768     0.193073     1.403346
50331.25    -0.075628     0.041262     0.948902
50331.50    -0.213246    -0.019754    -0.009414
50331.75    -0.116082     0.074673     1.519699
50332.00    -0.177369     0.013785     0.900361
50332.25    -0.195707    -0.032658     1.291039
50332.50    -0.295050    -0.116903    -0.003560
50332.75    -0.126551    -0.033302     1.535249
50333.00    -0.069897     0.094667     1.357652
50333.25     0.003260     0.129923     2.413403
50333.50    -0.082577     0.120764     0.723609
50333.75     0.075650     0.233622     2.343157
50334.00     0.105739     0.251504     1.621969
50334.25     0.004311     0.251825     1.962771
50334.50    -0.120932     0.111095     0.275804
50334.75    -0.013855     0.127599     2.028808
50335.00    -0.064920     0.073310     0.973437
50335.25    -0.159896    -0.008341     1.435922
50335.50    -0.335914    -0.042046    -0.221889
50335.75    -0.240938    -0.050242     1.243240
50336.00    -0.292751    -0.074451     0.362400
50336.25    -0.343936    -0.203610     0.435044
50336.50    -0.504353    -0.270644    -1.118945
50336.75    -0.333919    -0.214576     0.662279
50337.00    -0.274278    -0.154138     0.214346
50337.25    -0.247426    -0.215005     0.405095
50337.50    -0.317726    -0.191538    -0.497658
50337.75    -0.172017    -0.085794     0.795585
50338.00    -0.151101    -0.009662     0.070884
50338.25    -0.176957    -0.063273     0.456048
50338.50    -0.326766    -0.124181    -1.327965
50338.75    -0.117789    -0.016375     0.835038
50339.00    -0.111692     0.001683     0.082666
50339.25    -0.128782    -0.023759     0.361149
50339.50    -0.257955    -0.084480    -1.351033
50339.75    -0.069055    -0.077602     0.380074
50340.00    -0.094605     0.014396     0.269595
50340.25    -0.114267    -0.053058     0.501958
50340.50    -0.296552    -0.128065    -1.002685
50340.75    -0.127376    -0.059194     0.712696
50341.00    -0.083252     0.018010     0.285580
50341.25    -0.086627     0.015375     0.751037
50341.50    -0.284733    -0.136659    -1.016971
50341.75    -0.105609    -0.108847     0.836138
50342.00    -0.134965    -0.004062     0.345083
50342.25    -0.132164    -0.036329     0.916180
50342.50    -0.228006    -0.150144    -0.692941
50342.75    -0.022930    -0.111775     1.142648
50343.00    -0.005517    -0.048718     0.820800
50343.25    -0.012036    -0.114159     1.038768
50343.50    -0.159930    -0.213597    -0.676925
50343.75     0.016337    -0.140147     1.145870
50344.00    -0.004519    -0.049723     0.687791
50344.25    -0.058287    -0.111251     1.150654
50344.50    -0.209876    -0.167999    -0.764007
50344.75    -0.043220    -0.116236     0.564161
50345.00    -0.101250    -0.033675     0.215625
50345.25    -0.129549    -0.145198     0.351784
50345.50    -0.324787    -0.204243    -1.532823
50345.75    -0.136962    -0.133285    -0.169779
50346.00    -0.095104    -0.001816    -0.204668
50346.25    -0.118236    -0.078677    -0.145223
50346.50    -0.238960    -0.145606    -1.697314
50346.75    -0.038006     0.002605    -0.060363
50347.00    -0.021111     0.045482    -0.637913
50347.25    -0.082648    -0.031388    -0.061143
50347.50    -0.176654    -0.101991    -1.447413
50347.75    -0.010860    -0.006449     0.023121
50348.00    -0.001850    -0.008414    -0.754543
50348.25    -0.018990    -0.022096    -0.120783
50348.50    -0.139846    -0.128204    -1.978385
50348.75     0.054742    -0.017183     0.233565
50349.00     0.056817    -0.033115    -0.175878
50349.25     0.050321    -0.112255     0.250740
50349.50    -0.113705    -0.233631    -1.344582
50349.75     0.038763    -0.083255     0.401548
50350.00     0.047557    -0.040363    -0.365236
50350.25     0.017757    -0.049330    -0.336261
50350.50    -0.100739    -0.113717    -1.668658
50350.75     0.165938     0.007228     0.403904
50351.00     0.166416     0.080908    -0.133691
50351.25     0.098968    -0.011631     0.284568
50351.50    -0.079452    -0.108006    -1.317605
50351.75    -0.000053    -0.071248     0.177693
50352.00     0.016741    -0.037833    -0.370928
50352.25     0.015473    -0.123268    -0.154963
50352.50    -0.068108    -0.233936    -1.406782
50352.75     0.056537    -0.095728     0.081582
50353.00     0.099275    -0.032824    -0.186161
50353.25     0.180900    -0.123140     0.158345
