 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"SCRIPPS RESEARCH INSTITUTE","5R21HL072270-03","6761727","Stuhlmann, Heidi ","Marking Progenitor Cell Lineages in the Vascular System","","","$ 277,800","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R21NS044941-02","6685320","Lai, Cary H","THE DOPAMINERGIC MOUSE","","","$ 178,315","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R21NS045690-02","6703740","Lai, Cary H","The RGS-9 mouse: inducible expression in the striatum","","","$ 178,315","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R21NS046665-02","6751666","Lai, Cary H","The cholinergic mouse","","","$ 178,315","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R24CA095830-03","6721449","Olson, Arthur J","A Computational Docking Resource for Cancer Research","","","$ 316,548","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R24CA095832-03","6721461","Torbett, Bruce Edward","Multidimensional Protein Identification","","","$ 148,979","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R24EY014174-03","6799997","Friedlander, Martin ","Fragments of TrpRS to Treat Neovascular Eye Diseases","","","$ 1,910,921","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R33EB000798-04","6772451","Olson, Arthur J","Tangible Interfaces for Research in Molecular Biology","","","$ 828,506","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37AA014028-03","6711028","Mason, Barbara J","Gabapentin Treatment of Alcohol Dependence","","","$ 656,259","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37AI033292-13","6757931","Burton, Dennis R","HUMAN ANTIBODIES TO HIV-1 BY REPERTOIRE CLONING","","","$ 513,711","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37AI042266-07","6687764","Wilson, Ian A","Structural Basis of T Cell Receptor Recognition","","","$ 572,192","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37AR039555-18","6797870","Theofilopoulos, Argyrios N","Genetic Basis of Systemic Autoimmunity","","","$ 455,173","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37CA038355-21","6692234","Sprent, Jonathan ","LYMPHOCYTE FUNCTION IN NORMAL AND CHIMERIC MICE","","","$ 546,838","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37GM027932-24","6761886","Rebek, Julius ","STUDIES IN MOLECULAR RECOGNITION","","","$ 370,749","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37GM034220-21","6730023","Johnson, John E","High Resolution of Structural Studies of Insect Viruses","","","$ 421,330","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37GM038328-18","6702219","Reed, Steven I","CONTROL OF CELL DIVISION IN YEAST","","","$ 416,700","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37GM044154-15","6683651","Wong, Chihuey ","ENZYMES IN ORGANIC SYNTHESIS","","","$ 416,700","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37HL036061-20","6794009","Sims, Peter J","FUNCTION OF A C5B-9 INHIBITOR IN BLOOD & VASCULAR CELLS","","","$ 517,475","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37HL052246-10","6686339","Griffin, John H","STRUCTURE AND FUNCTION OF PROTEIN C","","","$ 617,010","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5R37MH061345-05","6747872","Schmid, Sandra L","THE CLATHRIN COATED VESICLE CYCLE","","","$ 370,400","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32AA007456-22","6771851","Koob, George F","NEUROPSYCHOPHARMACOLOGY-MULTIDISCIPLINARY TRAINING","","","$ 408,444","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32AI007244-22","6732606","Mosier, Donald E","Immunology Training","","","$ 424,720","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32AI007354-15","6751283","Buchmeier, Michael J","MOLECULAR BASIS OF VIRAL PATHOGENESIS","","","$ 274,540","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32CA075924-08","6805925","Edgington, Thomas S","3194-01","","","$ 147,702","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32DK007022-25","6777071","Beutler, Ernest N","INVESTIGATIVE HEMATOLOGY","","","$ 221,303","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32HL007195-28","6708921","Curtiss, Linda K","Blood Systems in Coagulation and Vessel Disease","","","$ 536,101","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32HL007695-14","6748966","Ginsberg, Mark H","Vascular Biology, Thrombosis, and Hemostasis","","","$ 296,639","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5T32NS041219-04","6766799","Elder, John H","Virology of the Central Nervous System","","","$ 315,900","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U01AA013482-04","6795320","Roberts, Amanda J","Role of Amygdala in Ethanol Reinforcement and Anxiety","","","$ 174,364","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U01AA013498-04","6798621","Siggins, George R","Electrophysiology of alcohol in extended amygdala","","","$ 277,003","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U01AA013517-04","6795318","Koob, George F","Integrative Neuroscience Initiative on Alcoholism","","","$ 771,513","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U01AA013523-04","6795319","Roberts, Amanda J","Scripps Genetic Animal Models Core Component","","","$ 231,832","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U01AI048494-05","6790570","Burton, Dennis R","NEUTRALIZING ANTIBODIES AGAINST ORTHOPOX VIRUSES","","","$ 379,746","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U01MH069062-02","6803522","Markou, Athina ","GABA B  compounds for depression and smoking cessation","","","$ 703,750","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U54AI054523-03","6784636","Ulevitch, Richard J","Systems Approach to Innate Immunity-Inflammation-Sepsis","","","$ 5,389,816","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","5U54GM062116-04","6799622","Paulson, James C","PROTEIN-CARBOHYDRATE INTERACTIONS IN CELL COMMUNICATION","","","$ 7,962,711","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","N01AI400026","","Janda, Kim","LARGE SCALE ANTIBODY & T CELL EPITOPE DISC PRGM","","","$ 1,367,404","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","N01AI400058","","Kuhn, Peter","IDING TARGETS FOR THER INTERVENTIONS USING PROTEOMICS TECH","","","$ 6,222,519","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SCRIPPS RESEARCH INSTITUTE","N01CO027181","","Manchester, Marianne","FUNDAMENTAL TECHS FOR THE DEV OF BIOMOLEC SENSORS","","","$ 1,044,734","LA JOLLA","CALIFORNIA","92037-1000","","","","  "
"SEASHELL TECHNOLOGY, LLC","1R43CA108382-01","6790275","Glass, James R","Nanocomposite Nucleic Acid Delivery Devices","","","$ 100,000","LA JOLLA","CALIFORNIA","92037-1808","","","","  "
"SEASHELL TECHNOLOGY, LLC","2R44GM064979-02","6739377","Oldenburg, Steven J","Bioassays Capable of Detecting Single Molecules","","","$ 376,118","LA JOLLA","CALIFORNIA","92037-1808","","","","  "
"SECOND SIGHT MEDICAL PRODUCTS, INC.","5R24EY012893-05","6754483","Greenberg, Robert J","DEVELOPMENT/TESTING OF ARTIFICIAL RETINAS FOR THE BLIND","","","$ 2,372,959","SYLMAR","CALIFORNIA","91342","","","","  "
"SEGENIX, INC.","1R44ES012618-01","6666607","Naughton, Brian A","Predictive Genes Sets For Chemically-Induced Liver Canc*","","","$ 249,999","SAN DIEGO","CALIFORNIA","92037","","","","  "
"SELECTIVE GENETICS, INC.","2R44HL065879-02A1","6789115","Sosnowski, Barbara A","Gene Therapy for Therapeutic Angiogenesis","","","$ 1,014,190","SAN DIEGO","CALIFORNIA","92121-1336","","","","  "
"SEPULVEDA RESEARCH CORPORATION","5R01MH063323-03","6705067","Szymusiak, Ronald ","Median Preoptic Nucleus and the Control of Sleep","","","$ 177,150","SEPULVEDA","CALIFORNIA","91343-2036","","","","  "
"SEPULVEDA RESEARCH CORPORATION","9R01NS050939-05A1","6825339","Alam, Md N","Regulation of Hypothalamic Sleep-wake Neuronal System","","","$ 237,901","SEPULVEDA","CALIFORNIA","91343-2036","","","","  "
"SEQUENOM, INC.","5R01DK061883-04","6793948","Braun, Andreas ","Genomewide search for modifiers of severity in beta-tha*","","","$ 472,926","SAN DIEGO","CALIFORNIA","92121","","","","  "
"SEQUOIA FOUNDATION","5D43TW005741-04","6772540","Kreutzer, Richard A","China-California: Environmental Health Training Program","","","$ 125,000","SAN DIEGO","CALIFORNIA","92037","","","","  "
"SEQUOIA SCIENCES","5R42RR016363-03","6700773","Costerton, John William","Control of Biofilms by Natural Products","","","$ 526,102","SAN DIEGO","CALIFORNIA","92121","","","","  "
"SHANBROM TECHNOLOGIES, LLC","1R43HL001639-01","6786936","Shanbrom, Edward ","Cascade Iodination Pathogen Inactivated Plasma","","","$ 99,750","OJAI","CALIFORNIA","93023-3732","","","","  "
"SHAPE CHANGE TECHNOLOGIES, LLC","1R41HD047495-01","6814152","Levi, Daniel S","Pediatric Thin-Film TiNi Catheter-Based Heart Valve","","","$ 119,076","THOUSAND OAKS","CALIFORNIA","91362-3179","","","","  "
"SIDNEY KIMMEL CANCER CENTER","1R01AG023197-01","6703524","Mullersieburg, Christa E","CLONAL ANALYSIS OF AGED HEMATOPOIETIC STEM CELLS","","","$ 363,285","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","1R01AI061615-01","6813443","Bradley, Linda M","Regulation of T Cell Immunity to Influenza by CD44","","","$ 465,750","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","1R01CA101810-01A1","6775035","Fotedar, Arun ","Role of WISp39 and Ubiquitination in p21 Function","","","$ 343,724","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","1R01CA102688-01A1","6772997","Baron, Veronique T","Validation of a New Target for Prostate Cancer Therapy","","","$ 303,763","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","1R01CA115215-01","6943340","Schnitzer, Jan E","Role and Utility of Annexins in Endothelium of Solid Tum","","","$ 425,000","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","1R21AI057733-01A1","6824786","Mcclelland, Michael ","Salmonella Gene Expression in Complex Environments","","","$ 344,691","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","2R01CA068822-13A1","6869197","Mcclelland, Michael ","Arrays and Targets for Nascent Transcripts","","","$ 386,471","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","3U01CA084998-05S1","6887858","Mercola, Dan ","CHARACTERIZATION OF EARLY STAGE PROSTATE CANCER","","","$ 152,589","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01AG009948-10","6786598","Thoman, Marilyn L","T Cell Maturation and Thymic Activity in the Aged","","","$ 396,800","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01AG017564-05","6701814","Thoman, Marilyn L","ROLE OF IL-7 IN DECREASED THYMOPOIESIS OF AGING","","","$ 367,548","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01AG017879-04","6731126","Reynolds, Wanda F","MYELOPEROXIDASE INVOLVEMENT IN ALZHEIMER'S DISEASE","","","$ 376,960","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01AG019249-04","6745107","Linton, Phyllisjean J","Antigen Responses by CD4 T cells of the Aged","","","$ 347,200","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01AI034829-15","6796700","Mcclelland, Michael ","Comparative Genome Analysis of Salmonella Species","","","$ 337,217","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01CA055681-12","6750131","Piedrafita, F Javier","Analysis of Retinoid Mediated Anti Cancer Activities","","","$ 329,344","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01CA083989-03","6711115","Schnitzer, Jan E","Targeting  Caveolae in Breast Tumors","","","$ 441,440","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01CA084107-05","6790645","Mercola, Dan ","ONCOGENIC ROLE OF JUN KINASE IN HUMAN PROSTATE CANCER","","","$ 34,638","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01CA089827-04","6799686","Glinsky, Gennadi Victor","TRANSCRIPTOME OF METASTATIC PROSTATE CANCER","","","$ 550,200","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01CA092321-03","6710022","Fotedar, Arun ","DNA Damage Retinoblastoma and Cell Survival","","","$ 376,960","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01DK048015-07","6704767","Mullersieburg, Christa E","Stromal Cell Molecules Regulate Stem Cell Proliferation","","","$ 392,832","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01DK059438-05","6748573","Bradley, Linda M","Control of Diabetes by Regulatory CD4 Cells","","","$ 396,800","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01HL052766-10","6722833","Schnitzer, Jan E","MOLECULAR BASIS OF CAPILLARY PERMEABILITY","","","$ 431,775","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01HL058216-06","6726089","Schnitzer, Jan E","TISSUE TARGETING TO ENDOTHELIUM AND ITS CAVEOLAE","","","$ 481,500","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R01HL067386-04","6755998","Schnitzer, Jan E","Mechanotransduction by endothelium and its caveolae","","","$ 446,400","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R13CA093421-04","6802757","Sobol, Robert E","International Conference on Gene Therapy of Cancer","","","$ 2,000","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R24CA095893-03","6805121","Schnitzer, Jan E","Proteomic Resource for Basic & Clinical Cancer Research","","","$ 378,964","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R33CA091358-03","6752976","Welsh, John T","Vertical Coverage Arrays in analyzing transcription","","","$ 347,439","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIDNEY KIMMEL CANCER CENTER","5R33CA097528-03","6795898","Schnitzer, Jan E","Technology to Unmask Accessible Tumor Vascular Targets","","","$ 789,795","SAN DIEGO","CALIFORNIA","92121-1131","","","","  "
"SIERRA INTERVENTIONS, LLC","1R43HL078528-01","6790182","Metzger, Melodie F","Polymer Actuator for Peripheral Vessel Thrombectomy","","","$ 100,000","BERKELEY","CALIFORNIA","94705","","","","  "
"SIERRA SCIENTIFIC INSTRUMENTS, INC.","1R44DK069131-01","6835095","Parks, Thomas R","High-Definition Manometry: A Novel Diagnostic Tool","","","$ 118,192","LOS ANGELES","CALIFORNIA","90045-6409","","","","  "
"SILICON GRAPHICS, INC. (SGI)","N01LMGS35F0325M","","Bolus, Patricia","HARDWARE & SOFTWARE MAINT","","","$ 41,486","MOUNTAIN VIEW","CALIFORNIA","94043-2776","","","","  "
"SKOLD TECHNOLOGY","5R44RR015007-03","6804604","Skold, Carl N","Improved Magnetic Particles for cell Selection","","","$ 258,900","MOUNTAIN VIEW","CALIFORNIA","94043","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","1R01EY015314-01","6737867","Miller, Joel M","Neural Control of a Complex Oculomotor Plant","","","$ 507,650","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","1R01EY015790-01","6809801","Norcia, Anthony M","Form and Motion Integration","","","$ 412,249","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","1R03EY015185-01","6707789","Sutter, Erich E","Visually Modulated Endogenous Activity","","","$ 172,535","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","2R01EY006644-18A1","6722416","Mckee, Suzanne P","Stereoacuity and Binocular Correspondence","","","$ 376,169","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","2R01EY009588-10A1","6820965","Brabyn, John A","Applied Visual Peformance Tests","","","$ 671,192","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","4U10EY012472-06","6941010","Good, William V","EARLY TMT RETINOPATHY OF PREMATURITY HEADQUARTER GRANT","","","$ 194,247","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5P30EY006883-19","6766751","Tyler, Christopher W","Core Grant for Vision Research","","","$ 593,925","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY006579-19","6696243","Norcia, Anthony M","NORMAL AND ABNORMAL DEVELOPMENT OF SPATIAL VISION","","","$ 514,678","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY006860-19","6734667","Keller, Edward L","Studies of the Oculomotor Systems","","","$ 418,931","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY007890-14","6773912","Tyler, Christopher W","Structure of the Human Cortical Depth Map","","","$ 343,565","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY011513-06","6717623","Hamer, Russell D","COMPUTATIONAL ANALYSIS OF CONE PHOTOTRANSDUCTION","","","$ 346,087","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY011720-08","6805690","Heinen, Stephen J","Cortical Planning and Control of Smooth Pursuit","","","$ 333,721","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY013025-03","6746848","Tyler, Christopher W","Long-range processing in dorsal-occipital cortex","","","$ 372,691","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY013443-04","6696257","Miller, Joel M","BIOMECHANICAL ANALYSIS IN STRABISMUS SURGERY","","","$ 433,450","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY013886-02","6778151","Heinen, Stephen J","Motion Detector Networks for Smooth Pursuit","","","$ 281,480","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5R01EY014885-02","6785504","Mcpeek, Robert M","Cortical & Subcortical Control of Saccades and Attention","","","$ 326,488","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SMITH-KETTLEWELL EYE RESEARCH INSTITUTE","5T32EY014536-03","6803448","Norcia, Anthony M","TRAINING IN VISION RESEARCH","","","$ 192,981","SAN FRANCISCO","CALIFORNIA","94115","","","","  "
"SOCIETY/ADV/CHICANOS/NATIVE AMERICANS","3T36GM008285-16S1","6951770","Haro, Luis S","SACNAS: Initiatives for Equity in Science","","","$ 50,000","SANTA CRUZ","CALIFORNIA","95060","","","","  "
"SOCIETY/ADV/CHICANOS/NATIVE AMERICANS","5T36GM008285-16","6719622","Haro, Luis S","SACNAS: Initiatives for Equity in Science","","","$ 706,407","SANTA CRUZ","CALIFORNIA","95060","","","","  "
"SOCIOMETRICS CORPORATION","1R43AI058389-01","6738819","Card, Josefina Jayme","HIV/AIDS Prevention Practitioner Institute","","","$ 246,503","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","1R43MH072256-01","6838044","Wallander, Jan L","Archive of Longitudinal Studies on Childhood Problem Beh","","","$ 196,761","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","1R43MH072258-01","6838047","Wallander, Jan L","Effective Treatments for Children's Emotional Disorders","","","$ 199,925","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","2R44AI051202-02","6799063","Card, Josefina Jayme","Promoting Culturally Competent HIV/AIDS Prevention","","","$ 361,223","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","3R44AT000229-03S1","6889101","Wallander, Jan L","Complementary and Alternative Medicine Data Archive","","","$ 215,070","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","5R44HD042364-03","6795410","Raghupathy, Shobana ","Virtual Practioner Evaluation Consultant","","","$ 363,923","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","5R44MH064236-03","6753566","Card, Josefina Jayme","Promoting Evaluation/Teaching/Research on AIDS (PETRA)","","","$ 329,507","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","N01HD403387","","Card, Josefina","ARCHIVING OF ADOLESCENT PREGNANCY PREV RES DATA","","","$ 100,000","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","N43MH443091","","Dull Akers, Diana","KNOW THE RISK- AN INTERACTIVE HIV/AIDS INFOR & PERSONAL RISK ASSESS CNTR","","","$ 99,906","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOCIOMETRICS CORPORATION","N44MH444091","","Akers, Diana","KNOW THE RISK-AN INTERACTIVE HIV/AIDS INFO/PERSONAL RISK ASSESSMENT CTR","","","$ 359,156","LOS ALTOS","CALIFORNIA","94022","","","","  "
"SOFTFOCAL COMPANY, INC.","5R44EY014286-03","6801810","Mandell, Robert B","Advanced Bifocal Contact Lens","","","$ 335,802","MORAGA","CALIFORNIA","94556","","","","  "
"SOMAGENICS, INC.","1R43AI060162-01","6789086","Kaspar, Roger L","Development of siRNA libraries for antiviral discovery","","","$ 294,659","SANTA CRUZ","CALIFORNIA","95060","","","","  "
"SOMAGENICS, INC.","1R43GM072422-01","6834370","Kazakov, Sergei A","Directed Libraries of Self-Circularizing Antisense RNA","","","$ 314,733","SANTA CRUZ","CALIFORNIA","95060","","","","  "
"SOMAGENICS, INC.","3R43CA103317-01S1","6934816","Kaspar, Roger L","Redirection of Fas splicing as a cancer therapy","","","$ 22,676","SANTA CRUZ","CALIFORNIA","95060","","","","  "
"SOMAGENICS, INC.","5R43AI056611-02","6784661","Kaspar, Roger L","Inhibition of hepatitis C by RNA Lassos","","","$ 299,987","SANTA CRUZ","CALIFORNIA","95060","","","","  "
"SOUNDVISION PRODUCTIONS","1R25HG003190-01","6766253","Scott, Bari ","The DNA Files","","","$ 161,460","BERKELEY","CALIFORNIA","94705","","","","  "
"SOURCE SIGNAL IMAGING, INC.","1R43NS049712-01","6834223","Greenblatt, Richard E","Electrocorticography Visualization and Analysis Software","","","$ 100,000","SAN DIEGO","CALIFORNIA","92102-1946","","","","  "
"SOUTHERN CALIFORNIA COLLEGE OF OPTOMETRY","1U10EY014709-01A1","6727887","Cotter, Susan A","CONVERGENCE INSUFFICIENCY TREATMENT TRIAL","OPHTHALMOLOGY","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 120,935","FULLERTON","CALIFORNIA","92831","","","","  "
"SOUTHERN CALIFORNIA INST FOR RES/EDUC","1R01CA100366-01A2","6819220","Levin, Ellis R","Non-genomic actions of estrogen in breast cancer","","","$ 258,300","LONG BEACH","CALIFORNIA","90822-5201","","","","  "
"SPECTROS CORPORATION","1R43CA105653-01A1","6832415","Benaron, David A","In Vivo Flow Cytometry to Measure Circulating Tumor Load","","","$ 222,223","PORTOLA VALLEY","CALIFORNIA","94028","","","","  "
"SPECTROS CORPORATION","1R43DK068927-01","6834235","Benaron, David A","Real-Time VLS Detection of Colon Ischemia in AAA Repair","","","$ 191,268","PORTOLA VALLEY","CALIFORNIA","94028","","","","  "
"SPECTROS CORPORATION","1R44CA107908-01","6784415","Benaron, David A","PSMA-Dye Surgical Margin Imaging During Prostatectomy","","","$ 173,741","PORTOLA VALLEY","CALIFORNIA","94028","","","","  "
"SRI INTERNATIONAL","1R01DA016427-01A1","6732457","Swan, Gary E","Impact of Smoking Cessation on Sleep","","","$ 389,140","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","1R03AI059234-01","6759853","Natarajan, Gita ","NASAL ANTHRAX VACCINE DELIVERY FORMULATIONS","","","$ 96,846","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","1R03NS050771-01","6879398","Xie, Xinmin Simon","HTS Assay for Ca 3 T-type Channels Using FLIPR","","","$ 99,942","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","1R21AI056003-01A1","6774645","Oh, Seajin ","Transdermal vaccine delivery platform technology","","","$ 323,456","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
