-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MAC1        49718.000    1995     1     1     0
MAC1        52274.750    2001    12    31    18
MAC1     -3464038.501  1334172.763 -5169224.323
50014.25     0.006849    -0.092729     0.061790
50014.50     0.003532    -0.056530    -0.109833
50014.75     0.027131    -0.085580    -0.007624
50015.00    -0.018151    -0.118805     0.017331
50015.25    -0.131771    -0.099689     0.035747
50015.50    -0.132886    -0.075147    -0.076413
50015.75    -0.147702    -0.132333     0.025098
50016.00    -0.187127    -0.212457     0.056894
50016.25    -0.278882    -0.225288     0.158159
50016.50    -0.221464    -0.221739     0.068625
50016.75    -0.198740    -0.264968     0.168474
50017.00    -0.208443    -0.278251     0.159125
50017.25    -0.266718    -0.225846     0.235781
50017.50    -0.197952    -0.150351     0.116351
50017.75    -0.135872    -0.148666     0.222223
50018.00    -0.152104    -0.127433     0.209841
50018.25    -0.222319    -0.057176     0.203343
50018.50    -0.149165     0.029311     0.074578
50018.75    -0.107843     0.012318     0.087409
50019.00    -0.074100    -0.003940     0.047411
50019.25    -0.069752     0.044959     0.067804
50019.50     0.024247     0.112017    -0.045188
50019.75     0.094982     0.110753     0.039802
50020.00     0.078439     0.089349     0.050698
50020.25     0.010916     0.110720     0.098366
50020.50     0.045223     0.164310     0.026949
50020.75     0.037665     0.128649     0.074899
50021.00     0.042118     0.122750     0.059364
50021.25    -0.020815     0.152482     0.080887
50021.50     0.062722     0.207748    -0.026021
50021.75     0.110128     0.179392     0.043052
50022.00     0.102719     0.151374     0.074122
50022.25     0.096339     0.204610     0.218885
50022.50     0.175894     0.280959     0.150525
50022.75     0.236935     0.259380     0.222521
50023.00     0.212761     0.244670     0.208084
50023.25     0.125237     0.256817     0.187738
50023.50     0.108307     0.264606    -0.008755
50023.75     0.114871     0.174261     0.043149
50024.00     0.095007     0.108459     0.046483
50024.25    -0.000987     0.091716     0.071284
50024.50     0.020130     0.115949    -0.008980
50024.75     0.028662     0.040734     0.050708
50025.00    -0.005585    -0.026307     0.078491
50025.25    -0.104131    -0.039489     0.100053
50025.50    -0.083471    -0.015750    -0.009738
50025.75    -0.060534    -0.060328     0.059679
50026.00    -0.107687    -0.090555     0.046530
50026.25    -0.190388    -0.048229     0.103928
50026.50    -0.132542     0.005176    -0.001364
50026.75    -0.072574    -0.007256     0.112161
50027.00    -0.072955    -0.005005     0.092696
50027.25    -0.153481     0.046525     0.142539
50027.50    -0.107235     0.096984     0.024636
50027.75    -0.075675     0.073473     0.110747
50028.00    -0.096012     0.048524     0.065847
50028.25    -0.170135     0.081797     0.081213
50028.50    -0.132324     0.142334    -0.033905
50028.75    -0.117715     0.108614     0.006760
50029.00    -0.151245     0.073156    -0.007863
50029.25    -0.192363     0.103810     0.107484
50029.50    -0.137925     0.131367     0.065927
50029.75    -0.098161     0.066584     0.183249
50030.00    -0.088427     0.005658     0.274542
50030.25    -0.130955    -0.003425     0.354349
50030.50    -0.137310    -0.008018     0.185934
50030.75    -0.132798    -0.083393     0.185798
50031.00    -0.162604    -0.149715     0.104829
50031.25    -0.218197    -0.122475     0.128785
50031.50    -0.177900    -0.086771    -0.002292
50031.75    -0.190049    -0.122656    -0.077693
50032.00    -0.193141    -0.144979    -0.169229
50032.25    -0.285296    -0.123318    -0.154574
50032.50    -0.226978    -0.069589    -0.226527
50032.75    -0.181681    -0.081392    -0.198048
50033.00    -0.174523    -0.080383    -0.208358
50033.25    -0.231009    -0.053070    -0.200349
50033.50    -0.112437     0.012411    -0.242991
50033.75    -0.071027    -0.028954    -0.180782
50034.00    -0.105627    -0.036628    -0.208098
50034.25    -0.132717    -0.001040    -0.087771
50034.50    -0.067762     0.051594    -0.105453
50034.75    -0.003319     0.022735     0.035614
50035.00     0.021348     0.028872     0.088725
50035.25    -0.013205     0.074661     0.163337
50035.50     0.080232     0.153234     0.092286
50035.75     0.095381     0.129729     0.083901
50036.00     0.066426     0.096695    -0.029835
50036.25     0.003534     0.117993    -0.057845
50036.50     0.008716     0.130730    -0.273727
50036.75    -0.001918     0.075546    -0.243108
50037.00    -0.051336    -0.006871    -0.308115
50037.25    -0.141509    -0.011574    -0.249569
50037.50    -0.115527    -0.006142    -0.338973
50037.75    -0.105198    -0.067996    -0.276214
50038.00    -0.093021    -0.093984    -0.177932
50038.25    -0.201485    -0.069021    -0.078297
50038.50    -0.184198    -0.043323    -0.101964
50038.75    -0.219061    -0.085545    -0.028724
50039.00    -0.257070    -0.100483    -0.005669
50039.25    -0.406387    -0.071624     0.031023
50039.50    -0.366153    -0.030582     0.007942
50039.75    -0.347421    -0.058483     0.069116
50040.00    -0.326477    -0.046330     0.085558
50040.25    -0.364092     0.014371     0.073383
50040.50    -0.292477     0.074154    -0.079367
50040.75    -0.237199     0.032835    -0.103362
50041.00    -0.124720     0.011919    -0.113670
50041.25    -0.113556     0.002951    -0.107132
50041.50    -0.038662     0.006268    -0.206197
50041.75     0.043301    -0.071389    -0.103877
50042.00     0.042833    -0.130885    -0.108295
50042.25    -0.027571    -0.135997    -0.050615
50042.50     0.015129    -0.119260    -0.126366
50042.75     0.022141    -0.171159    -0.060991
50043.00    -0.017399    -0.192135    -0.078298
50043.25    -0.150886    -0.162420    -0.107677
50043.50    -0.097020    -0.098653    -0.191141
50043.75    -0.114021    -0.125356    -0.187515
50044.00    -0.168399    -0.141658    -0.250694
50044.25    -0.296875    -0.093110    -0.314371
50044.50    -0.258632    -0.005535    -0.449898
50044.75    -0.284358    -0.006096    -0.490090
50045.00    -0.300917    -0.009818    -0.552118
50045.25    -0.392394     0.038959    -0.532406
50045.50    -0.394064     0.091527    -0.665690
50045.75    -0.406089     0.071966    -0.635151
50046.00    -0.448421     0.047876    -0.623280
50046.25    -0.515681     0.068324    -0.547444
50046.50    -0.536701     0.084501    -0.683599
50046.75    -0.502001     0.053836    -0.575108
50047.00    -0.509625     0.022805    -0.520917
50047.25    -0.532885     0.044191    -0.309401
50047.50    -0.490821     0.055154    -0.288826
50047.75    -0.461657     0.009086    -0.174988
50048.00    -0.454688    -0.037149    -0.157663
50048.25    -0.478374     0.026737    -0.068084
50048.50    -0.465734     0.066697    -0.131077
50048.75    -0.415335     0.003702    -0.033016
50049.00    -0.407943    -0.061712    -0.038719
50049.25    -0.476747    -0.085244    -0.013025
50049.50    -0.417090    -0.074554    -0.102856
50049.75    -0.366648    -0.137021    -0.069674
50050.00    -0.314656    -0.172289    -0.047111
50050.25    -0.356328    -0.177611     0.009861
50050.50    -0.339675    -0.182843    -0.155373
50050.75    -0.293785    -0.242137    -0.086596
50051.00    -0.292245    -0.297367    -0.064260
50051.25    -0.373295    -0.306759     0.029565
50051.50    -0.336161    -0.288690    -0.061951
50051.75    -0.303447    -0.342849    -0.011676
50052.00    -0.295789    -0.376957    -0.012449
50052.25    -0.334215    -0.338018     0.111758
50052.50    -0.290236    -0.307719     0.048517
50052.75    -0.287714    -0.350456     0.093571
50053.00    -0.293504    -0.375462     0.049461
50053.25    -0.303087    -0.319745     0.108678
50053.50    -0.263821    -0.244918     0.012436
50053.75    -0.207076    -0.246833     0.098097
50054.00    -0.216643    -0.241786     0.073352
50054.25    -0.264762    -0.177077     0.129516
50054.50    -0.195136    -0.110832     0.031540
50054.75    -0.148288    -0.131792     0.054571
50055.00    -0.147500    -0.184385    -0.001047
50055.25    -0.165395    -0.182688     0.098366
50055.50    -0.045220    -0.174609     0.067639
50055.75     0.051066    -0.237463     0.141508
50056.00     0.124595    -0.255847     0.127897
50056.25     0.105458    -0.184167     0.155938
50056.50     0.151027    -0.109677     0.055948
50056.75     0.175134    -0.123846     0.109542
50057.00     0.157786    -0.151757     0.046068
50057.25     0.068604    -0.117479     0.084272
50057.50     0.081941    -0.073768    -0.046173
50057.75     0.082486    -0.090901     0.003152
50058.00     0.034322    -0.128618    -0.023325
50058.25    -0.067428    -0.091826     0.049442
50058.50    -0.076329    -0.051313    -0.075578
50058.75    -0.078722    -0.054538    -0.047219
50059.00    -0.087445    -0.053069    -0.073387
50059.25    -0.140681    -0.011696    -0.011260
50059.50    -0.067609     0.040004    -0.155788
50059.75    -0.031815     0.021362    -0.161098
50060.00    -0.012088    -0.005741    -0.206342
50060.25    -0.030858     0.023521    -0.151324
50060.50     0.034038     0.059123    -0.261780
50060.75     0.047253     0.013670    -0.237657
50061.00    -0.001387     0.008212    -0.236548
50061.25    -0.074462     0.023790    -0.164261
50061.50    -0.040175     0.033837    -0.201930
50061.75    -0.037948    -0.060469    -0.183304
50062.00    -0.021308    -0.114781    -0.136628
50062.25    -0.023478    -0.131612    -0.017015
50062.50     0.058051    -0.137465    -0.131847
50062.75     0.137712    -0.199223    -0.080525
50063.00     0.143028    -0.249529    -0.140861
50063.25     0.111097    -0.217786    -0.054653
50063.50     0.139643    -0.160364    -0.077831
50063.75     0.110434    -0.176206    -0.004533
50064.00     0.046474    -0.186828    -0.030091
50064.25    -0.045102    -0.120095     0.032913
50064.50    -0.026805    -0.053085    -0.062719
50064.75    -0.016286    -0.059885    -0.067330
50065.00    -0.024962    -0.071196    -0.077906
50065.25    -0.090472    -0.026080    -0.018982
50065.50    -0.085638     0.015852    -0.128608
50065.75    -0.085661     0.016795    -0.066901
50066.00    -0.155861     0.000043    -0.166681
50066.25    -0.207216     0.058992    -0.118572
50066.50    -0.190728     0.097781    -0.249976
50066.75    -0.195642     0.052343    -0.281066
50067.00    -0.203879     0.011492    -0.308188
50067.25    -0.314333     0.001916    -0.284193
50067.50    -0.313758     0.028398    -0.340090
50067.75    -0.303097    -0.000010    -0.239149
50068.00    -0.329917     0.005058    -0.192614
50068.25    -0.352588     0.083560    -0.029848
50068.50    -0.283496     0.161757    -0.038640
50068.75    -0.242289     0.162315     0.077715
50069.00    -0.241602     0.175297     0.046085
50069.25    -0.300646     0.209450     0.138117
50069.50    -0.261139     0.236694     0.090255
50069.75    -0.228479     0.176303     0.172215
50070.00    -0.241962     0.129113     0.146884
50070.25    -0.286151     0.138660     0.281912
50070.50    -0.249723     0.150590     0.215852
50070.75    -0.221296     0.094670     0.284097
50071.00    -0.224366     0.046207     0.235889
50071.25    -0.283024     0.061725     0.260425
50071.50    -0.252019     0.095355     0.102961
50071.75    -0.211327     0.051764     0.139158
50072.00    -0.190422     0.021698     0.099060
50072.25    -0.230147     0.032920     0.203497
50072.50    -0.203476     0.069595     0.101172
50072.75    -0.166330     0.035536     0.156156
50073.00    -0.215991     0.008130     0.054796
50073.25    -0.238389     0.051085     0.201714
50073.50    -0.222882     0.081067     0.126293
50073.75    -0.209317     0.040027     0.241057
50074.00    -0.258292    -0.005092     0.255041
50074.25    -0.335840     0.021374     0.409695
50074.50    -0.312450     0.050400     0.363568
50074.75    -0.305504     0.015816     0.430110
50075.00    -0.310380    -0.029402     0.414814
50075.25    -0.347322     0.000353     0.503321
50075.50    -0.261684     0.032321     0.461288
50075.75    -0.236637    -0.026295     0.491274
50076.00    -0.235875    -0.083789     0.429865
50076.25    -0.278922    -0.055682     0.512960
50076.50    -0.248115    -0.024520     0.410746
50076.75    -0.216113    -0.072595     0.465213
50077.00    -0.225523    -0.107285     0.447390
50077.25    -0.256986    -0.081303     0.553968
50077.50    -0.211342    -0.027886     0.494909
50077.75    -0.176250    -0.063454     0.499690
50078.00    -0.175345    -0.082255     0.469634
50078.25    -0.219022    -0.057711     0.529892
50078.50    -0.191667    -0.025496     0.412685
50078.75    -0.159760    -0.060344     0.398106
50079.00    -0.195615    -0.086408     0.323620
50079.25    -0.284747    -0.070405     0.332608
50079.50    -0.267145    -0.032647     0.175466
50079.75    -0.270906    -0.071395     0.130325
50080.00    -0.307338    -0.103496     0.042900
50080.25    -0.386930    -0.059165     0.110319
50080.50    -0.373919    -0.007852     0.015061
50080.75    -0.345662    -0.024338     0.040784
50081.00    -0.355297    -0.042989     0.002473
50081.25    -0.396490     0.002968     0.056556
50081.50    -0.350805     0.045965    -0.010329
50081.75    -0.297642     0.019428     0.051723
50082.00    -0.326540    -0.029612    -0.004680
50082.25    -0.347084    -0.016471     0.052789
50082.50    -0.256669     0.018158    -0.055282
50082.75    -0.188144    -0.025759    -0.028974
50083.00    -0.159237    -0.060301    -0.056337
50083.25    -0.176094    -0.027097    -0.000617
50083.50    -0.089535     0.025696    -0.070062
50083.75    -0.051917    -0.009311    -0.038658
50084.00    -0.066593    -0.048197    -0.058455
50084.25    -0.174069    -0.043898    -0.026604
50084.50    -0.153365     0.000507    -0.130977
50084.75    -0.198685    -0.045505    -0.179239
50085.00    -0.216289    -0.077367    -0.205136
50085.25    -0.285302    -0.061397    -0.167714
50085.50    -0.255245    -0.024305    -0.326478
50085.75    -0.196029    -0.049874    -0.341262
50086.00    -0.170942    -0.042268    -0.406753
50086.25    -0.182118     0.012749    -0.316872
50086.50    -0.127116     0.082361    -0.413945
50086.75    -0.095366     0.062140    -0.349940
50087.00    -0.081631     0.043748    -0.307226
50087.25    -0.128811     0.088553    -0.213445
50087.50    -0.115863     0.136818    -0.320679
50087.75    -0.098118     0.098573    -0.261168
50088.00    -0.086615     0.065788    -0.227603
50088.25    -0.146720     0.082697    -0.122469
50088.50    -0.116680     0.097723    -0.202649
50088.75    -0.127744     0.036924    -0.079694
50089.00    -0.174701    -0.035965    -0.071009
50089.25    -0.308959    -0.039769     0.005130
50089.50    -0.312255    -0.021810    -0.086563
50089.75    -0.308249    -0.051766     0.010348
50090.00    -0.379164    -0.092856    -0.010627
50090.25    -0.474834    -0.099771     0.016789
50090.50    -0.497645    -0.089335    -0.174119
50090.75    -0.517557    -0.149378    -0.228037
50091.00    -0.550723    -0.209719    -0.299812
50091.25    -0.623034    -0.196765    -0.253306
50091.50    -0.607873    -0.155732    -0.410031
50091.75    -0.605353    -0.215853    -0.394001
50092.00    -0.584254    -0.251659    -0.400684
50092.25    -0.635435    -0.221467    -0.325970
50092.50    -0.536465    -0.171705    -0.389755
50092.75    -0.460687    -0.220237    -0.364045
50093.00    -0.421723    -0.261897    -0.343434
50093.25    -0.423794    -0.239780    -0.249745
50093.50    -0.340788    -0.207428    -0.326840
50093.75    -0.247397    -0.233762    -0.237739
50094.00    -0.214296    -0.263605    -0.209754
50094.25    -0.246191    -0.213428    -0.055766
50094.50    -0.207382    -0.161176    -0.084623
50094.75    -0.164562    -0.179245    -0.038085
50095.00    -0.185091    -0.217626    -0.090747
50095.25    -0.226445    -0.180520     0.002039
50095.50    -0.162952    -0.144332    -0.135167
50095.75    -0.103470    -0.175256    -0.057817
50096.00    -0.090033    -0.230626    -0.099210
50096.25    -0.129278    -0.195427    -0.029401
50096.50    -0.076634    -0.161268    -0.138137
50096.75    -0.053866    -0.190115    -0.120745
50097.00    -0.022309    -0.215096    -0.143665
50097.25    -0.091679    -0.157387    -0.121201
50097.50    -0.084938    -0.112160    -0.330063
50097.75    -0.068256    -0.140036    -0.303502
50098.00    -0.064693    -0.188835    -0.339777
50098.25    -0.123692    -0.167994    -0.239381
50098.50    -0.073403    -0.147890    -0.324721
50098.75    -0.031444    -0.201316    -0.201376
50099.00    -0.079237    -0.264090    -0.209460
50099.25    -0.154775    -0.254575    -0.098887
50099.50    -0.111268    -0.224447    -0.197207
50099.75    -0.091330    -0.245489    -0.179641
50100.00    -0.098530    -0.230032    -0.254933
50100.25    -0.139653    -0.146971    -0.234893
50100.50    -0.100761    -0.052765    -0.328170
50100.75    -0.104296    -0.054448    -0.320354
50101.00    -0.143378    -0.062271    -0.381259
50101.25    -0.236966    -0.027316    -0.276553
50101.50    -0.215000     0.021966    -0.373235
50101.75    -0.159059    -0.014450    -0.257054
50102.00    -0.156923    -0.065493    -0.297968
50102.25    -0.161125    -0.049675    -0.232785
50102.50    -0.052420    -0.007432    -0.307992
50102.75     0.032200    -0.034888    -0.197759
50103.00     0.018171    -0.101277    -0.252968
50103.25    -0.054724    -0.081828    -0.204540
50103.50    -0.044368    -0.058362    -0.368375
50103.75    -0.041225    -0.112612    -0.352915
50104.00    -0.065072    -0.169762    -0.399835
50104.25    -0.126394    -0.159972    -0.332148
50104.50    -0.122825    -0.141347    -0.456156
50104.75    -0.122327    -0.192262    -0.394874
50105.00    -0.158221    -0.241168    -0.428275
50105.25    -0.229444    -0.224995    -0.341020
50105.50    -0.233618    -0.178975    -0.469280
50105.75    -0.213224    -0.174607    -0.418500
50106.00    -0.249520    -0.197736    -0.418193
50106.25    -0.326814    -0.149910    -0.337474
50106.50    -0.306062    -0.117106    -0.429814
50106.75    -0.279621    -0.144494    -0.380271
50107.00    -0.316561    -0.181480    -0.484236
50107.25    -0.403422    -0.144913    -0.507557
50107.50    -0.387771    -0.087372    -0.691160
50107.75    -0.408390    -0.114969    -0.722423
50108.00    -0.452739    -0.177484    -0.807646
50108.25    -0.510701    -0.116388    -0.707796
50108.50    -0.520617    -0.066057    -0.842444
50108.75    -0.541556    -0.115919    -0.805256
50109.00    -0.602629    -0.175253    -0.907299
50109.25    -0.719803    -0.160394    -0.857461
50109.50    -0.730776    -0.141154    -0.955725
50109.75    -0.770579    -0.196979    -0.864856
50110.00    -0.817003    -0.263987    -0.846358
50110.25    -0.905087    -0.253430    -0.722024
50110.50    -0.866542    -0.205456    -0.793551
50110.75    -0.852769    -0.217119    -0.666364
50111.00    -0.869873    -0.231182    -0.663202
50111.25    -0.888100    -0.172382    -0.523354
50111.50    -0.842731    -0.096047    -0.619274
50111.75    -0.757052    -0.089507    -0.484366
50112.00    -0.767603    -0.121274    -0.529191
50112.25    -0.794954    -0.069280    -0.428281
50112.50    -0.717867     0.007008    -0.555186
50112.75    -0.664972    -0.044813    -0.445515
50113.00    -0.670203    -0.069201    -0.408542
50113.25    -0.701323    -0.043512    -0.321901
50113.50    -0.642239     0.000816    -0.443298
50113.75    -0.600179    -0.075347    -0.319622
50114.00    -0.613837    -0.096872    -0.336152
50114.25    -0.637747    -0.056494    -0.271397
50114.50    -0.551900    -0.008291    -0.389358
50114.75    -0.479797    -0.068370    -0.237237
50115.00    -0.497378    -0.062912    -0.234578
50115.25    -0.544697     0.002577    -0.185127
50115.50    -0.506396     0.061058    -0.326069
50115.75    -0.494374     0.002441    -0.269828
50116.00    -0.535279    -0.020052    -0.351369
50116.25    -0.585712     0.013810    -0.331152
50116.50    -0.510567     0.075927    -0.484671
50116.75    -0.457672     0.017060    -0.384543
50117.00    -0.468538    -0.002206    -0.358619
50117.25    -0.515609     0.046277    -0.222122
50117.50    -0.449439     0.097173    -0.342500
50117.75    -0.412074     0.022315    -0.278523
50118.00    -0.446162    -0.002635    -0.310309
50118.25    -0.510091     0.029300    -0.210986
50118.50    -0.507001     0.055404    -0.370272
50118.75    -0.492465    -0.059035    -0.278701
50119.00    -0.548255    -0.111029    -0.275376
50119.25    -0.608614    -0.075033    -0.211495
50119.50    -0.551734    -0.012766    -0.306385
50119.75    -0.527039    -0.089892    -0.195710
50120.00    -0.582400    -0.122337    -0.112710
50120.25    -0.652790    -0.103009     0.023773
50120.50    -0.609641    -0.055258    -0.059059
50120.75    -0.579411    -0.136153     0.060036
50121.00    -0.606065    -0.164810     0.093500
50121.25    -0.682998    -0.137936     0.125884
50121.50    -0.650467    -0.105322    -0.023835
50121.75    -0.653425    -0.185198     0.000455
50122.00    -0.705305    -0.214482    -0.086139
50122.25    -0.781381    -0.156070    -0.103339
50122.50    -0.718803    -0.065454    -0.312015
50122.75    -0.695116    -0.116814    -0.292987
50123.00    -0.700472    -0.112174    -0.367331
50123.25    -0.741188    -0.049703    -0.394658
50123.50    -0.674551     0.034672    -0.618094
50123.75    -0.623532    -0.003169    -0.588175
50124.00    -0.644641    -0.004004    -0.671740
50124.25    -0.668077     0.029879    -0.707859
50124.50    -0.564242     0.081103    -0.897798
50124.75    -0.465892     0.009823    -0.853520
50125.00    -0.459306    -0.015493    -0.855076
50125.25    -0.473163     0.024550    -0.808065
50125.50    -0.371220     0.061862    -0.868182
50125.75    -0.311473    -0.017868    -0.774493
50126.00    -0.289704    -0.059847    -0.745754
50126.25    -0.325266    -0.040118    -0.696224
50126.50    -0.249743    -0.024225    -0.807438
50126.75    -0.214519    -0.141063    -0.666425
50127.00    -0.226794    -0.215074    -0.683265
50127.25    -0.240759    -0.215582    -0.572318
50127.50    -0.112215    -0.190387    -0.671548
50127.75     0.012284    -0.247032    -0.504349
50128.00     0.066293    -0.210521    -0.405836
50128.25     0.060162    -0.103183    -0.211341
50128.50     0.161507     0.012752    -0.189745
50128.75     0.194049    -0.003538     0.040790
50129.00     0.168779     0.013694     0.116215
50129.25     0.109325     0.102984     0.225174
50129.50     0.151366     0.174719     0.094186
50129.75     0.155716     0.101644     0.239635
50130.00     0.119433     0.046969     0.247265
50130.25     0.035675     0.032848     0.366436
50130.50     0.067506     0.043350     0.175821
50130.75     0.067651    -0.072027     0.257728
50131.00     0.004580    -0.171200     0.280311
50131.25    -0.089520    -0.224140     0.381615
50131.50    -0.037921    -0.244223     0.327074
50131.75    -0.025450    -0.365026     0.467068
50132.00    -0.073687    -0.433771     0.508617
50132.25    -0.181220    -0.413439     0.586326
50132.50    -0.155280    -0.387200     0.455670
50132.75    -0.155976    -0.456589     0.499780
50133.00    -0.182335    -0.440047     0.401649
50133.25    -0.232497    -0.355470     0.369464
50133.50    -0.144051    -0.243280     0.146020
50133.75    -0.105001    -0.260658     0.147500
50134.00    -0.115241    -0.255123    -0.004911
50134.25    -0.171136    -0.196605    -0.056386
50134.50    -0.121838    -0.136181    -0.297362
50134.75    -0.108267    -0.202867    -0.263342
50135.00    -0.159320    -0.222064    -0.276444
50135.25    -0.237410    -0.201368    -0.234504
50135.50    -0.142805    -0.148817    -0.352770
50135.75    -0.053544    -0.238414    -0.252072
50136.00    -0.049021    -0.257069    -0.241180
50136.25    -0.083302    -0.220405    -0.203819
50136.50    -0.022883    -0.177913    -0.353105
50136.75     0.022214    -0.232476    -0.261840
50137.00    -0.015305    -0.255357    -0.297816
50137.25    -0.070468    -0.188762    -0.272325
50137.50    -0.024308    -0.114074    -0.452832
50137.75    -0.008930    -0.161865    -0.352653
50138.00    -0.017385    -0.162104    -0.335434
50138.25    -0.080025    -0.100142    -0.234149
50138.50    -0.035236    -0.011530    -0.378884
50138.75    -0.043807    -0.059911    -0.327447
50139.00    -0.094555    -0.074901    -0.294305
50139.25    -0.175678    -0.019769    -0.190609
50139.50    -0.132218     0.024529    -0.354576
50139.75    -0.080178    -0.047135    -0.257580
50140.00    -0.109942    -0.071831    -0.296252
50140.25    -0.164041    -0.043832    -0.288143
50140.50    -0.080138     0.001339    -0.428258
50140.75    -0.031631    -0.076791    -0.380155
50141.00    -0.061765    -0.133294    -0.346789
50141.25    -0.094292    -0.111707    -0.265985
50141.50    -0.028809    -0.089077    -0.421155
50141.75     0.021924    -0.154125    -0.289519
50142.00    -0.021186    -0.168558    -0.230472
50142.25    -0.104549    -0.121392    -0.125181
50142.50    -0.087192    -0.049473    -0.245533
50142.75    -0.090290    -0.099909    -0.140558
50143.00    -0.165108    -0.104357    -0.180461
50143.25    -0.234078    -0.056582    -0.131499
50143.50    -0.173726    -0.005906    -0.273603
50143.75    -0.109236    -0.071096    -0.149771
50144.00    -0.084301    -0.053679    -0.149782
50144.25    -0.080503     0.020921     0.030377
50144.50     0.000587     0.125592    -0.089067
50144.75     0.054422     0.086855     0.045678
50145.00     0.052371     0.085020    -0.021115
50145.25    -0.002113     0.141682     0.036124
50145.50     0.069594     0.214130    -0.146305
50145.75     0.102492     0.135362    -0.070044
50146.00     0.059686     0.110593    -0.156283
50146.25    -0.014939     0.136723    -0.103172
50146.50     0.056308     0.178574    -0.242860
50146.75     0.074558     0.093211    -0.164676
50147.00     0.047346     0.054509    -0.224252
50147.25     0.011565     0.098646    -0.144572
50147.50     0.120165     0.136302    -0.267388
50147.75     0.167839     0.071855    -0.188405
50148.00     0.187573     0.042327    -0.157180
50148.25     0.157832     0.085053    -0.114223
50148.50     0.266580     0.117974    -0.307906
50148.75     0.328285     0.056237    -0.274323
50149.00     0.325525    -0.001863    -0.320523
50149.25     0.285107     0.022767    -0.215779
50149.50     0.345261     0.052942    -0.351588
50149.75     0.321877    -0.033988    -0.257548
50150.00     0.243510    -0.068173    -0.254426
50150.25     0.145789    -0.041880    -0.144727
50150.50     0.195965    -0.010151    -0.256775
50150.75     0.184477    -0.100034    -0.161856
50151.00     0.118657    -0.119943    -0.171726
50151.25    -0.001060    -0.065804    -0.079292
50151.50     0.030963     0.001584    -0.199429
50151.75     0.045500    -0.048234    -0.119687
50152.00    -0.006853    -0.041021    -0.201032
50152.25    -0.081283     0.060025    -0.152894
50152.50    -0.012085     0.158321    -0.336233
50152.75     0.041627     0.109306    -0.234395
50153.00     0.060926     0.093659    -0.267199
50153.25     0.011153     0.115338    -0.283558
50153.50     0.071481     0.139603    -0.565945
50153.75     0.084432     0.025277    -0.567896
50154.00     0.051667    -0.039231    -0.656747
50154.25     0.013119    -0.047614    -0.612901
50154.50     0.134092    -0.044389    -0.738377
50154.75     0.180401    -0.150261    -0.595127
50155.00     0.200244    -0.191663    -0.552069
50155.25     0.151220    -0.135866    -0.390752
50155.50     0.224520    -0.064710    -0.461955
50155.75     0.205239    -0.084644    -0.296605
50156.00     0.148430    -0.072336    -0.291989
50156.25     0.033998     0.013462    -0.242400
50156.50     0.020701     0.085282    -0.459666
50156.75    -0.019052     0.035210    -0.455145
50157.00    -0.087140     0.020036    -0.563542
50157.25    -0.190002     0.047442    -0.597176
50157.50    -0.148463     0.059077    -0.855277
50157.75    -0.132455    -0.045199    -0.766051
50158.00    -0.152327    -0.100647    -0.817522
50158.25    -0.217058    -0.097398    -0.842918
50158.50    -0.136096    -0.079498    -1.074858
50158.75    -0.073195    -0.171124    -0.923890
50159.00    -0.062492    -0.207188    -0.932437
50159.25    -0.093204    -0.155951    -0.870349
50159.50     0.037446    -0.091760    -0.986435
50159.75     0.105731    -0.153148    -0.816635
50160.00     0.110166    -0.140122    -0.796430
50160.25     0.049818    -0.039690    -0.758710
50160.50     0.099192     0.046733    -0.866887
50160.75     0.111826     0.024185    -0.688686
50161.00     0.074967     0.019358    -0.640460
50161.25     0.011801     0.089137    -0.539766
50161.50     0.089956     0.146095    -0.713615
50161.75     0.168920     0.105409    -0.564903
50162.00     0.175924     0.093414    -0.548676
50162.25     0.134270     0.130620    -0.518394
50162.50     0.242721     0.158468    -0.671780
50162.75     0.308947     0.052826    -0.539656
50163.00     0.294564    -0.005303    -0.472245
50163.25     0.246623     0.014913    -0.368532
50163.50     0.321532     0.034028    -0.435096
50163.75     0.346394    -0.051424    -0.260796
50164.00     0.304871    -0.088378    -0.178791
50164.25     0.224999    -0.062622    -0.084322
50164.50     0.266138    -0.043996    -0.231870
50164.75     0.269982    -0.134837    -0.152528
50165.00     0.228623    -0.167714    -0.211521
50165.25     0.165234    -0.126246    -0.243410
50165.50     0.239813    -0.070538    -0.453762
50165.75     0.297679    -0.098416    -0.385227
50166.00     0.283347    -0.093105    -0.456111
50166.25     0.214472    -0.017029    -0.496641
50166.50     0.279932     0.040684    -0.691503
50166.75     0.319450    -0.018883    -0.609534
50167.00     0.281132    -0.044519    -0.658104
50167.25     0.221937    -0.011980    -0.593232
50167.50     0.292251     0.038638    -0.701780
50167.75     0.290118    -0.015990    -0.547120
50168.00     0.289806    -0.013708    -0.458238
50168.25     0.198272     0.066406    -0.395039
50168.50     0.239923     0.150256    -0.562619
50168.75     0.246951     0.117194    -0.448572
