 
"Organization Name - Effective 12-JAN-09","Grant Number","NIH Reference","PI Name","Project Title","Dept Name","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","Additional Ranking Category","Multi-Campus Institution","Main Campus - Grant is Attributed To","  "
"IMMUNOME, INC.","1R43AI079999-01","7538769","Adekar, Sharad P","A heteropolymer antibody for treatment of serotype B BoNT","","","","$ 270,025","WYNNEWOOD","PENNSYLVANIA","19096","","","","None","N","","  "
"IMMUNOTOPE, INC.","2R42CA121506-02","7395173","Mehta, Anand S","HCC diagnostics defined by fucosylated serum biomarkers","","","","$ 564,986","DOYLESTOWN","PENNSYLVANIA","18902","","","","None","N","","  "
"IMMUNOTOPE, INC.","5R43AI062177-02","7432644","Philip, Ramila ","Defining T cell epitopes in Dengue virus infection","","","","$ 299,997","DOYLESTOWN","PENNSYLVANIA","18902","","","","None","N","","  "
"INDUSTRIAL SCIENCE & TECHNOLOGY NETWORK","1R43CA135969-01","7538982","David, Allan ","RBC_Encapsulated Asparaginase for Enhanced Acute Lymphoblastic Leukemia Therapy","","","","$ 124,083","YORK","PENNSYLVANIA","17404","","","","None","N","","  "
"INDUSTRIAL SCIENCE & TECHNOLOGY NETWORK","1R43DK081299-01","7482498","David, Allan ","Novel Nanocomposite Formulation for Highly Effective Oral Insulin Delivery","","","","$ 200,019","YORK","PENNSYLVANIA","17404","","","","None","N","","  "
"INDUSTRIAL SCIENCE & TECHNOLOGY NETWORK","5R44HL059705-06","7469974","Zhang, Ruiyun ","Effective and Non-Toxic Antagonist to Heparin and LMWH","","","","$ 715,015","YORK","PENNSYLVANIA","17404","","","","None","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1F32DK079474-01A1","7483910","Yip, Shuchin Jenny","Phosphorylation Dependent Regulation of PTP1B by SUMO Modification","","","","$ 49,646","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1F32NS062519-01","7483902","Odonnell, Lauren Alene","Mechanisms of cytokine-mediated viral clearance from neurons","","","","$ 46,826","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01AI068907-01A2","7368550","Kappes, Dietmar J","Transcriptional Control of Th-POK, a Key Regulator of Lineage Control","","","","$ 472,923","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01CA129334-01A1","7464069","Adams, Peter D","Regulation of Oncogene-Induced Senescence by Wnt-Signaling","","","","$ 323,233","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01DK082498-01","7569128","Katz, Richard Alan","Discovery of Epigenetic Marks in Human Cells by High Throughput siRNA Screening","","","","$ 347,500","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01DK082623-01","7570406","Zaret, Kenneth S","Novel Epigenetic Marks in Mitosis","","","","$ 736,520","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01GM077452-01A2","7365505","Tulin, Alexei V","Poly ADP-ribose Polymerase in Chromatin and Transcriptional Regulation","","","","$ 318,570","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01GM083025-01A1","7524479","Peterson, Jeffrey R","Specificity of Effector Activation by Rho Family GTPases","","","","$ 312,600","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01GM084983-01","7501619","Fan, Huaying ","Basis for Distinct Functions of ATP-Dependent Chromatin Remodeling Complexes","","","","$ 329,809","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01NS059971-01A2","7533760","Roegiers, Fabrice J","Endocytic Control of Notch-Mediated Cell Fate Decisions in Neurogenesis","","","","$ 341,578","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","1R01NS060701-01A1","7531241","Rall, Glenn F","Intra- and Inter-Neuronal Viral Trafficking","","","","$ 379,531","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","2R01AI049335-06A2","7522676","Hayakawa, Kyoko ","Development and Function of Natural Autoreactive B Cells","","","","$ 433,229","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","3R01CA071515-12S1","7693069","Skalka, Annamarie ","Integration of Retroviral DNA: Accessing Host Target DNA","","","","$ 15,000","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","3R21NS059359-01S1","7680730","Peterson, Jeffrey R","Allosteric, Small-Molecule Inhibitors of Actin Nucleation by the Formin mDia1","","","","$ 49,999","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5P20GM076222-03","7407350","Dunbrack, Roland L","New Methods for High-Resolution Comparative Modeling","","","","$ 664,677","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI018641-26","7384464","Mason, William ","Hepadnavirus Infections and Liver Cancer","","","","$ 562,151","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI026522-30","7330496","Taylor, John Marston","Structure and Replication of Hepatitis Delta Virus","","","","$ 632,726","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI026782-18","7351796","Hardy, Richard R","LY-1 B Cells: Developmental Origins and V Gene Biases","","","","$ 558,031","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI040385-11","7364596","Skalka, Annamarie ","Structure and Function of Integrase","","","","$ 419,378","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI042915-10","7415022","Kappes, Dietmar J","Control of Lineage Commitment in Developing Thymocytes","","","","$ 392,994","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI048849-07","7329795","Sigal, Luis J","MHC Class I Antigen Presentation in Viral Infections","","","","$ 419,378","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI065544-03","7416633","Sigal, Luis J","Orthropoxvirus Pathogenesis and Vaccines","","","","$ 559,917","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI067313-02","7491029","Seeger, Christoph ","Inhibition of the Interferon Response by West Nile Virus","","","","$ 377,440","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01AI073920-02","7350184","Wiest, David L","Role of RPL22 in Thymocyte Development","","","","$ 419,378","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01CA071515-13","7474051","Skalka, Annamarie ","Integration of Retroviral DNA: Accessing Host Target DNA","","","","$ 479,222","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01CA083859-08","7393731","Campbell, Kerry S","Negative Signalling by Killer Ig-like Receptors","","","","$ 288,437","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01CA100144-05","7355966","Wiest, David L","Role of Egr Proteins in Thymocyte Development","","","","$ 328,499","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01CA100226-05","7332209","Campbell, Kerry S","Mechanisms of NK Cell Activation by the KIR2DL4 Receptor","","","","$ 262,798","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01CA113342-02","7479093","Golemis, Erica A","Cas Protein Regulation of EMT in Cancer","","","","$ 290,163","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01CA113451-03","7420990","Cukierman, Edna ","3D-adhesion stromagenesis in cancer permissiveness","","","","$ 235,778","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01CA117884-03","7473922","Chernoff, Jonathan D","Signaling by p21-activated protein kinases","","","","$ 355,245","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01ES003654-24","7367886","Jaffe, Eileen K","The Porphobilinogen Synthase Family","","","","$ 372,964","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01GM031186-25","7317354","Markham, George Douglas","Enzymatic Mechanisms of Sulfur Nucleoside Metabolism","","","","$ 381,378","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01GM056250-11","7408127","Roder, Heinrich ","Kinetics of Early Events in Protein Folding","","","","$ 295,553","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01GM062281-08","7367887","Enders, Gregory H","Formation of Heterochromatin and Cellular Senescence Driven by HIRA and ASF 1a","","","","$ 317,554","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01GM072425-04","7391775","Markham, George Douglas","IMP Dehydrogenase and the Hydra of Cancer Chemotherapy","","","","$ 262,798","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01GM073784-03","7369808","Dunbrack, Roland L","Modeling of Protein Complexes and Missense Mutations","","","","$ 307,176","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R01HL086496-02","7471373","Bu, Zimei ","Struture snd Dynamic Determinants of Ion Channel Assembly by Adapter Proteins","","","","$ 384,750","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R21AI077021-02","7480299","Sigal, Luis J","Mousepox in Aged Mice","","","","$ 209,689","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5R37GM036477-24","7392344","Zaret, Kenneth S","Trans-acting Factors Causing Cell Specific Gene Control","","","","$ 556,526","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5T32CA009035-33","7413567","Skalka, Annamarie ","Training Program in Cancer Research","","","","$ 475,638","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","5U01DK072503-04","7500051","Zaret, Kenneth S","Gene Regulatory Signals for Beta Cell Development","","","","$ 1","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","7K01DK069672-05","7713855","Rhodes, Jennifer ","Role of novel genes myelopoiesis","","","","$ 120,315","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","9R01GM084453-06","7461332","Dunbrack, Roland L","Bayesian Statistics and Algorithms for Homology Modeling","","","","$ 311,175","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR CANCER RESEARCH","9R01GM086877-04A2","7519701","Yen, Timothy ","Mechanism of Mitotic Checkpoint in Mammalian Cells","","","","$ 381,700","PHILADELPHIA","PENNSYLVANIA","19111-2434","","","","Research Institutes","N","","  "
"INSTITUTE FOR HEPATITIS & VIRUS RESEARCH","1R21CA133689-01A1","7532453","Shailubhai, Kunwar ","GC-C agonists for colitis-induced CRC","","","","$ 202,012","DOYLESTOWN","PENNSYLVANIA","18902","","","","Research Institutes","N","","  "
"INSTITUTE FOR HEPATITIS & VIRUS RESEARCH","1R56AI066024-01A2","7654336","Cuconati, Andrea ","Screen for an unexploited step in the HBV life cycle","","","","$ 337,500","DOYLESTOWN","PENNSYLVANIA","18902","","","","Research Institutes","N","","  "
"INSTITUTE FOR HEPATITIS & VIRUS RESEARCH","5K01DA018268-06","7494027","Birk, Alexander V","SELECTIVE INHIBITION OF HCV TRANSLATION BY TETRAPEPTIDE","","","","$ 111,000","DOYLESTOWN","PENNSYLVANIA","18902","","","","Research Institutes","N","","  "
"INTEGRAL MOLECULAR","1R43AI079856-01","7535123","Doranz, Benjamin Jacob","Identification of Novel Influenza Inhibitors","","","","$ 325,310","PHILADELPHIA","PENNSYLVANIA","19104-5502","","","","None","N","","  "
"INTEGRAL MOLECULAR","2R44GM072379-03","7538768","Doranz, Benjamin Jacob","Cell-free Detection of GPCR Signaling in a Nanoscale System","","","","$ 432,390","PHILADELPHIA","PENNSYLVANIA","19104-5502","","","","None","N","","  "
"INTEGRAL MOLECULAR","5R42AI062100-04","7481222","Harris, Eva ","Dengue Reporter Virus Neutralization Assay for Clinical Studies","","","","$ 867,261","PHILADELPHIA","PENNSYLVANIA","19104-5502","","","","None","N","","  "
"INTEGRAL MOLECULAR","5R44GM076779-03","7477848","Doranz, Benjamin Jacob","A Tool for Modeling the Structure-Activity of Chemokine Receptors and Other GPCRs","","","","$ 631,935","PHILADELPHIA","PENNSYLVANIA","19104-5502","","","","None","N","","  "
"INTEGRATED TECHNOLOGIES & SRVCS INTRNTL","1R43CA135803-01","7536369","Somiari, Richard Idem","Development of a blood test for breast cancer detection","","","","$ 99,965","JOHNSTOWN","PENNSYLVANIA","15904-1960","","","","Research Institutes","N","","  "
"INTERNTL CLINICAL EPIDEMIOLOGY NETWORK","5R21HD053057-02","7503438","Nair, Mkc ","Neuro-developmental Disabilities Among Children in India: An INCLEN Study","","","","$ 130,013","PHILADELPHIA","PENNSYLVANIA","19104","","","","None","N","","  "
"IUP RESEARCH INSTITUTE","5R01DA019690-03","7500736","Garcia, Victor Q","The Origin and Development of Drug Use Among Transnational Mexican Farmworkers","","","","$ 275,543","INDIANA","PENNSYLVANIA","15705","","","","Research Institutes","N","","  "
"JUNIATA COLLEGE","1R15AI072722-01A2","7456668","Boyle, Michael D","Characterization of Streptococcal IdeS","BIOLOGY","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 202,374","HUNTINGDON","PENNSYLVANIA","16652","","","","None","N","","  "
"JUNIATA COLLEGE","1R15GM085746-01","7515838","Keeney, Jill B","The molecular function of RTT105, a regulator of Ty1 transposition in yeast","BIOLOGY","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 182,829","HUNTINGDON","PENNSYLVANIA","16652","","","","None","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","1R01CA132091-01","7363894","Sawicki, Janet A","Targeted Nanoparticle DNA Therapy for Ovarian Cancer","","","","$ 304,559","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","1R21CA133281-01","7448208","Sawicki, Janet A","Potential Role of Fetal Stem Cells in Lung Tumor Development","","","","$ 217,076","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","5R01AI065967-04","7341646","Dessain, Scott Kendall","Human Monoclonal Antibodies that Bind Botulinum Toxins","","","","$ 375,096","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","5R01CA070739-10","7490926","Gilmour, Susan K","Polyamines and Epithelial tumorigenesis","","","","$ 314,021","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","5R01CA082222-11","7467329","Prendergast, George C","Role of RHO in Farnesyltransferase Inhibitor Responses","","","","$ 307,211","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","5R01CA094107-07","7409705","Obrien, Thomas G","Polyamine-based Therapy of Squamous Cell Carcinoma","","","","$ 337,932","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","5R01CA109604-05","7356449","Ayene, Iraimoudi S","Oxidative Pentose Cycle in Hypoxic Cancer Cell Response","","","","$ 245,908","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","5R01CA115527-02","7433143","Sawicki, Janet A","Targeting Nanoparticle DNA Delivery to Prostate Tumors","","","","$ 310,762","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","5U10CA063847-15","7489988","Gilman, Paul B","MAIN LINE HEALTH CCOP","","","","$ 477,455","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LANKENAU INSTITUTE FOR MEDICAL RESEARCH","7R01AR052326-03","7555208","Georgeweinstein, Mindy ","Directing the Fate of Cells to Myogenic Lineages","","","","$ 276,339","WYNNEWOOD","PENNSYLVANIA","19096","","","","Research Institutes","N","","  "
"LEHIGH UNIVERSITY","1R15GM083269-01","7363967","Skibbens, Robert V","Mechanisms of sister chromatid pairing","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 221,962","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","1R15NS057739-01A1","7364047","Maas, Stefan ","Regulatory mechanisms for A-to-I RNA editing","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 232,425","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","1R21GM083928-01","7432714","Vavylonis, Dimitrios ","Computational Analysis and Modeling of Contractile Ring Assembly","PHYSICS","PHYSICS","SCHOOLS OF ARTS AND SCIENCES","$ 192,841","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","2R01NS042767-05A1","7524186","Saldanha, Colin J","Synaptic Aromatase: a Novel Form of Estrogen Delivery","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 330,704","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","5R01DC006948-03","7391581","Oseaghdha, Padraig G","Syllable production within and across languages","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 142,652","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","5R01DC007230-03","7433239","Ghadiali, Samir N","Biomechanical Evaluation of Eustachian Tube Dysfunction","MECHANICAL ENGR AND MECHANICS","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 31,808","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","5R01GM051814-14","7478000","Regen, Steven L","Molecular Umbrellas as Membrane Transporters","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 284,602","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","5R01GM056149-10","7426287","Regen, Steven L","Nearest-Neighbor Recognition in Lipid Bilayers","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 271,428","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","5R01HD047737-04","7390613","Iovine, Mary K","Gap junctional communication during zebrafish fin growth","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 211,800","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","5R01MH061059-08","7386627","Bykhovskaia, Maria ","QUANTITATIVE STUDY OF PRESYNAPTIC FACILITATION","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 236,624","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEHIGH UNIVERSITY","5R21HG004141-03","7484138","Vezenov, Dmitri ","Force spectroscopy platform for label free genome sequencing","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 290,661","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"LEVERSENSE, LLC","1R43GM083595-01","7405854","Nagy, Peter A","FEMTOGRAM BIOMARKER SERUM ANALYZER","","","","$ 126,341","NEWTOWN SQUARE","PENNSYLVANIA","19073","","","","None","N","","  "
"LIFESENSORS, INC.","1R43AI075720-01A1","7481997","Butt, Tauseef R","Development of a Novel Method to Enhance Therapeutic Protein Production","","","","$ 283,530","MALVERN","PENNSYLVANIA","19355","","","","None","N","","  "
"LIFESENSORS, INC.","1R43GM084543-01","7481930","Strickler, James ","SUMO fusion technology for eukaryotic protein expression systems","","","","$ 334,328","MALVERN","PENNSYLVANIA","19355","","","","None","N","","  "
"LIFESENSORS, INC.","1R43MH082470-01A1","7480799","Butt, Tauseef R","Novel assay for ubiquitin pathway enzymes as biomarkers","","","","$ 267,299","MALVERN","PENNSYLVANIA","19355","","","","None","N","","  "
"LIFESENSORS, INC.","2R44GM074316-02","7405075","Butt, Tauseef R","SUMO Fusions to Enhance Expression of Membrane Proteins","","","","$ 590,840","MALVERN","PENNSYLVANIA","19355","","","","None","N","","  "
"LINCOLN UNIVERSITY","1P20CA138068-01","7616959","Louden, Delroy M","Lincoln University-Fox Chase Partnership in Cancer Research and Training 1 of 2","NONE","NONE","SCHOOLS OF ARTS AND SCIENCES","$ 52,263","LINCOLN UNIVERSITY","PENNSYLVANIA","19352","","","","None","N","","  "
"LINCOLN UNIVERSITY","1P20MD003352-01","7638036","Nelson, Iivory V","Strengthening Research Infrastructure at Lincoln University","NONE","NONE","UNIVERSITY-WIDE","$ 819,445","LINCOLN UNIVERSITY","PENNSYLVANIA","19352","","","","None","N","","  "
"LINCOLN UNIVERSITY","1SC1GM082365-01A1","7499179","Safford, Susan ","Investigation of the Signaling Pathway Activated by 1,25D3-MARRS Receptor","BIOLOGY","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 230,298","LINCOLN UNIVERSITY","PENNSYLVANIA","19352","","","","None","N","","  "
"LIPELLA PHARMACEUTICALS, INC.","2R44DK074286-02A1","7536874","Kaufman, Jonathan H","Intravesical Liposome Treatment for Interstitial Cystitis","","","","$ 375,000","PITTSBURGH","PENNSYLVANIA","15217-1919","","","","None","N","","  "
"LOCUS PHARMACEUTICALS, INC.","1R43CA132529-01","7406379","Wiseman, Jeffrey ","AMPK as a Target for Cancer Therapy","","","","$ 262,001","BLUE BELL","PENNSYLVANIA","19422","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","1R01DK078206-01A2","7525983","Barak, Yaacov ","Novel Mechanisms of PPARg in Adipose Tissue Development","","","","$ 298,977","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","1R01HD055475-01A2","7534282","Orwig, Kyle E","Characterization of male germline stem cells in a rhesus model of infertility","","","","$ 610,452","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","1R01HL091094-01A1","7525570","Powers, Robert W","Mechanisms of Preeclampsia Risk with Obesity: Role of Elevated ADMA","","","","$ 342,392","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","2P01HD030367-14A1","7356263","Hubel, Carl A","Mechanisms of Preeclampsia: Impact of Obesity","","","","$ 1,156,282","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","3R01HD052732-03S1","7688209","Simhan, Hyagriv N","Nutrition and the Genetics of Prematurity","","","","$ 48,944","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","3U10HD047905-05S1","7693052","Caritis, Steve N","Pregnancy and Drug Metabolizing Enzymes and Transporters","","","","$ 135,000","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5K12HD043441-07","7503434","Roberts, James M","Building Interdisciplinary Research Careers in Women's Health","","","","$ 471,583","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5K23AI064396-04","7425431","Cherpes, Thomas L","HSV-2 shedding: role of hormonal contraception and BV","","","","$ 126,630","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5P01HD047675-04","7485573","Schatten, Gerald ","Pluripotent Stem Cells in Development and Disease","","","","$ 3,116,491","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5R01AG024992-05","7479596","Orwig, Kyle E","Aging of Male Germline Stem Cells","","","","$ 308,775","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5R01ES011597-08","7478500","Sadovsky, Yoel ","Regulation of Trophoblast Differentiation and Function","","","","$ 270,827","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5R01HD045590-05","7409148","Moalli, Pamela A","IMPACT OF MENOPAUSE ON VAGINAL CONNECTIVE TISSUE SUPPORT","","","","$ 266,706","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5R01HD052732-03","7406086","Simhan, Hyagriv N","Nutrition and the Genetics of Prematurity","","","","$ 537,224","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
"MAGEE-WOMEN'S RES INST AND FOUNDATION","5R03HD055219-02","7406062","Rajakumar, Augustine ","Sources and Mechanisms of Soluble VEGFR, sFlt Expression in Preeclampsia","","","","$ 74,480","PITTSBURGH","PENNSYLVANIA","15213-3180","","","","None","N","","  "
