#BottleID	SampleID	SMCOD	STAID	Reach	Group	AlgaeGroup	Phylum	Family	Genus	Species	Variety	TaxonAuthority	ScientificName	Quantity	Cells_cm2	Cells_mL	Biovolume_cm2	Biovolume_mL	NADEDID	ShortName	SampleProcessingStatusText
73299	73298	LIRB0997ARE2024B	05572000	A	N	Blue-Green Algae	Cyanophyta	Merismopediaceae	Aphanocapsa	incerta		(Lemmermann) Cronberg & Komárek	Aphanocapsa incerta (Lemmermann) Cronberg & Komárek	25	14178.65881		14910.01458		807011	AFPincrt	Completed
73309	73308	LIRB0998ADE3314B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Stephanodiscus	hantzschii		Grunow	Stephanodiscus hantzschii Grunow	2	738.33915		240422.3207		64010	SThantzs	Completed
73309	73308	LIRB0998ADE3314B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Thalassiosira	pseudonana		Hasle et Heimdal	Thalassiosira pseudonana Hasle et Heimdal	26	9598.4098		417981.8556		70007	THpsnana	Completed
73309	73308	LIRB0998ADE3314B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Thalassiosira	weissflogii		(Grunow) Fryxell et Hasle	Thalassiosira weissflogii (Grunow) Fryxell et Hasle	37	13659.27555		12180959.61		70008	THweiss	Completed
73309	73308	LIRB0998ADE3314B	05572000	A	N	Green Algae	Chlorophyta	Hydrodictyaceae	Pediastrum	duplex		Meyen	Pediastrum duplex Meyen	2	12766.124		263833.2719		467000	PEDduplx	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	pediculus		Ehrenberg	Cocconeis pediculus Ehrenberg	4	500.17308		1595811.135		16011	CCpedcls	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula		Ehrenberg	Cocconeis placentula Ehrenberg	21	2625.90854		1980038.474		16004	CCplacen	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	euglypta	(Ehrenberg) Cleve	Cocconeis placentula var. euglypta (Ehrenberg) Cleve	2	250.08654		172571.064		16005	CCplaeug	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	lineata	(Ehrenberg) Van Heurck	Cocconeis placentula var. lineata (Ehrenberg) Van Heurck	6	750.25962		850114.0136		16003	CCplalin	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	inariensis		Krammer	Amphora inariensis Krammer	2	250.08654		36258.12427		7010	AMinarie	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Fallacia	tenera		(Hustedt) Mann	Fallacia tenera (Hustedt) Mann	2	250.08654		38884.28803		115008	FAtener2	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	kobayasii		Kociolek et Kingston	Gomphonema kobayasii Kociolek et Kingston	4	500.17308		83380.79311		37197	GOkobaya	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	minutum		(Agardh) Agardh	Gomphonema minutum (Agardh) Agardh	19	2375.822		791463.0948		37178	GOminutm	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Hippodonta	capitata		(Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski	Hippodonta capitata (Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski	2	250.08654		148965.1104		213001	HIcapita	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	canalis		Patrick	Navicula canalis Patrick	4	500.17308		166353.3249		46317	NAcanals	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	capitatoradiata		Germain	Navicula capitatoradiata Germain	8	1000.34616		576820.6131		46661	NAcaprad	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptotenella		Lange-Bertalot ex Krammer et Lange-Bertalot	Navicula cryptotenella Lange-Bertalot ex Krammer et Lange-Bertalot	22	2750.95194		726830.6626		46527	NAcryten	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	exilis		Kützing	Navicula exilis Kützing	6	750.25962		267219.6462		46663	NAexilis	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	germainii		Wallace	Navicula germainii Wallace	2	250.08654		113577.89		46616	NAgermii	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	gregaria		Donkin	Navicula gregaria Donkin	4	500.17308		137472.436		46023	NAgregar	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	menisculus		Schumann	Navicula menisculus Schumann	2	250.08654		87606.40784		46373	NAmenscl	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	subminuscula		Manguin	Navicula subminuscula Manguin	4	500.17308		35985.55245		46562	NAsubmin	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	symmetrica		Patrick	Navicula symmetrica Patrick	18	2250.77886		1108340.455		46400	NAsymtrc	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tenelloides		Hustedt	Navicula tenelloides Hustedt	4	500.17308		82729.63278		46401	NAtenell	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tripunctata		(Müller) Bory	Navicula tripunctata (Müller) Bory	4	500.17308		467130.1158		46104	NAtripun	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Rhoicosphenia	abbreviata		(Agardh) Lange-Bertalot	Rhoicosphenia abbreviata (Agardh) Lange-Bertalot	27	3376.16816		1721320.734		57002	ROabbre	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	acicularis		(Kützing) Smith	Nitzschia acicularis (Kützing) Smith	2	250.08654		46781.44576		48002	NIacicul	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	agnita		Hustedt	Nitzschia agnita Hustedt	2	250.08654		25097.0746		48274	NIagnita	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	amphibia		Grunow	Nitzschia amphibia Grunow	2	250.08654		46453.62232		48004	NIamphib	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	capitellata		Hustedt	Nitzschia capitellata Hustedt	2	250.08654		94391.0406		48006	NIcapite	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	dissipata		(Kützing) Grunow	Nitzschia dissipata (Kützing) Grunow	9	1125.3893		286102.3987		48008	NIdissip	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	intermedia		Hantzsch ex Cleve et Grunow	Nitzschia intermedia Hantzsch ex Cleve et Grunow	2	250.08654		229717.7641		48153	NIinterm	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea	debilis	(Kützing) Grunow	Nitzschia palea var. debilis (Kützing) Grunow	8	1000.34616		170410.899		48228	NIpaldeb	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	wuellerstorffii		Lange-Bertalot	Nitzschia wuellerstorffii Lange-Bertalot	2	250.08654		7650713.81		48393	NIwuelle	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Simonsenia	delognei		(Grunow) Lange-Bertalot	Simonsenia delognei (Grunow) Lange-Bertalot	12	1500.51924		84173.06727		59001	SIdelog	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	victoriae		Grunow	Tryblionella victoriae Grunow	2	250.08654		216360.3319		185027	TYvictor	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Surirellaceae	Cymatopleura	solea		(Brébisson) Smith	Cymatopleura solea (Brébisson) Smith	2	250.08654		5123589.275		22001	CTsolea	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Aulacoseira	alpigena		(Grunow) Krammer	Aulacoseira alpigena (Grunow) Krammer	4	500.17308		28253.90199		10028	AUalpige	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclostephanos	dubius		(Frick) Round	Cyclostephanos dubius (Frick) Round	12	1500.51924		382704.4011		19000	CSdubius	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclostephanos	invisitatus		(Hohn et Hellerman) Theriot, Stoermer et Håkansson	Cyclostephanos invisitatus (Hohn et Hellerman) Theriot, Stoermer et Håkansson	14	1750.60578		315017.6763		19002	CSinvisi	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclostephanos	tholiformis		Stoermer, Håkansson et Theriot	Cyclostephanos tholiformis Stoermer, Håkansson et Theriot	2	250.08654		37039.9173		19001	CStholif	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	1 ?			Cyclotella sp. 1 ? 	2	250.08654		125043.27		20990	CY1?	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	atomus		Hustedt	Cyclotella atomus Hustedt	253	31635.94801		2653513.226		20001	CYatomus	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	meneghiniana		Kützing	Cyclotella meneghiniana Kützing	77	9628.33193		8313316.404		20007	CYmenegh	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	pseudostelligera		Hustedt	Cyclotella pseudostelligera Hustedt	2	250.08654		21611.04329		20012	CYpsdste	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Stephanodiscus	tenuis		Hustedt	Stephanodiscus tenuis Hustedt	2	250.08654		113881.8502		64014	STtenuis	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Thalassiosira	pseudonana		Hasle et Heimdal	Thalassiosira pseudonana Hasle et Heimdal	23	2875.99508		125240.929		70007	THpsnana	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Thalassiosira	weissflogii		(Grunow) Fryxell et Hasle	Thalassiosira weissflogii (Grunow) Fryxell et Hasle	6	750.25962		669060.5294		70008	THweiss	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	N	Euglenoids	Euglenophyta	Euglenaceae	Euglena	sp.			Euglena sp. 	1	261.6885		215417.671		970000	EUGsp	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	N	Green Algae	Chlorophyta	Oocystaceae	Ankistrodesmus	falcatus		(Corda) Ralfs	Ankistrodesmus falcatus (Corda) Ralfs	1	261.6885		11341.20014		261000	ANKfalca	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Actinastrum	hantzschii		Lagerheim	Actinastrum hantzschii Lagerheim	6	1570.131		38979.49126		255000	ACNhantz	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	acuminatus		(Lagerheim) Chodat	Scenedesmus acuminatus (Lagerheim) Chodat	12	3140.262		348359.1869		510006	SCEacumn	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	acuminatus	bernardii	(GM Smith) Deduss	Scenedesmus acuminatus var. bernardii (GM Smith) Deduss	12	3140.262		266922.27		510089	SCEacbrn	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	ecornis		(Ralfs) Chodat	Scenedesmus ecornis (Ralfs) Chodat	8	2093.508		27476.79006		510002	SCEecorn	Completed
73338	73337	LIRB0998ARE3313B	05572000	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	sp. 1?			Scenedesmus sp. 1? 	4	1046.754		88974.09		510990	SCE1?	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Blue-Green Algae	Cyanophyta	Merismopediaceae	Merismopedia	tenuissima		Lemmermann	Merismopedia tenuissima Lemmermann	12	46569.98248		55113.6219		875000	MERtenus	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Blue-Green Algae	Cyanophyta	Microcystaceae	Microcystis	aeruginosa		Kützing	Microcystis aeruginosa Kützing	70	271658.2311		267930.629		879000	MICaerug	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Blue-Green Algae	Cyanophyta	Oscillatoriaceae	Oscillatoria	limnetica		Lemmermann	Oscillatoria limnetica Lemmermann	25	97020.79683		3358508.606		888011	OSClimnt	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	formosum			Phormidium formosum 	26	100901.6287		3727327.627		890046	PHRforms	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Blue-Green Algae	Cyanophyta	Synechococcaceae	Rhabdogloea	smithii		(Chodat) Komárek	Rhabdogloea smithii (Chodat) Komárek	1	3880.83187		38694.18455		902001	RHBsmith	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	(Undetermined)	Undetermined Pennate	0B UL NAWQA 96 KM			Undetermined Pennate sp. 0B UL NAWQA 96 KM 	2	10550.20832		79137112.63		89002	XPkmnq0B	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthidium	minutissimum		(Kützing) Czarnecki	Achnanthidium minutissimum (Kützing) Czarnecki	8	42200.83329		2294569.766		1010	AHminuti	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula		Ehrenberg	Cocconeis placentula Ehrenberg	2	10550.20832		7955272.694		16004	CCplacen	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Achnanthaceae	Planothidium	lanceolatum		(Brébisson ex Kützing) Lange-Bertalot	Planothidium lanceolatum (Brébisson ex Kützing) Lange-Bertalot	2	10550.20832		1404257.538		155003	PTlanceo	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Diatomaceae	Synedra	ulna		(Nitzsch) Ehrenberg	Synedra ulna (Nitzsch) Ehrenberg	1	5275.10222		31647296.5		66024	SYulna	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	pediculus		(Kützing) Grunow	Amphora pediculus (Kützing) Grunow	1	5275.10222		496513.8143		7043	AMpedcls	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Craticula	molestiformis		(Hustedt) Lange-Bertalot	Craticula molestiformis (Hustedt) Lange-Bertalot	12	63301.24994		7398295.176		21015	KCmoltif	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Encyonema	minutum		(Hilse) Mann	Encyonema minutum (Hilse) Mann	2	10550.20832		2165751.393		110004	ECminutu	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Gyrosigma	acuminatum		(Kützing) Rabenhorst	Gyrosigma acuminatum (Kützing) Rabenhorst	2	10550.20832		74072900.74		38001	GYacumin	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Gyrosigma	scalproides		(Rabenhorst) Cleve	Gyrosigma scalproides (Rabenhorst) Cleve	5	26375.51887		38647433.06		38012	GYscalpd	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Mayamaea	agrestis		(Hustedt) Lange-Bertalot	Mayamaea agrestis (Hustedt) Lange-Bertalot	3	15825.31054		1005161.036		211001	MYagres	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Mayamaea	atomus		(Kützing) Lange-Bertalot	Mayamaea atomus (Kützing) Lange-Bertalot	13	68576.35216		1923183.415		211003	MYatomus	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	arvensis		Hustedt	Navicula arvensis Hustedt	5	26375.51887		1962081.854		46003	NAarvens	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	canalis		Patrick	Navicula canalis Patrick	3	15825.31054		5263364.08		46317	NAcanals	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cincta		(Ehrenberg) Ralfs	Navicula cincta (Ehrenberg) Ralfs	13	68576.35216		42952488.9		46324	NAcincta	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptotenella		Lange-Bertalot ex Krammer et Lange-Bertalot	Navicula cryptotenella Lange-Bertalot ex Krammer et Lange-Bertalot	8	42200.83329		11149907.33		46527	NAcryten	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	germainii		Wallace	Navicula germainii Wallace	7	36925.72719		24373300.51		46616	NAgermii	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	gregaria		Donkin	Navicula gregaria Donkin	17	89676.76881		25014738.16		46023	NAgregar	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	menisculus		Schumann	Navicula menisculus Schumann	3	15825.31054		5543675.411		46373	NAmenscl	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	minima		Grunow	Navicula minima Grunow	9	47475.93552		1903056.252		46039	NAminima	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	rostellata		Kützing	Navicula rostellata Kützing	2	10550.20832		9351618.305		46896	NArostel	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tenelloides		Hustedt	Navicula tenelloides Hustedt	5	26375.51887		4362563.74		46401	NAtenell	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	trivialis		Lange-Bertalot	Navicula trivialis Lange-Bertalot	1	5275.10222		5751987.867		46774	NAtrivls	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	acicularis		(Kützing) Smith	Nitzschia acicularis (Kützing) Smith	16	84401.66659		15788262.48		48002	NIacicul	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	angustatula		Lange-Bertalot	Nitzschia angustatula Lange-Bertalot	4	21100.41665		7801513.649		48229	NIangtu	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	inconspicua		Grunow	Nitzschia inconspicua Grunow	6	31650.62497		1095108.826		48122	NIincons	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	linearis		(Agardh ex Smith) Smith	Nitzschia linearis (Agardh ex Smith) Smith	1	5275.10222		15695740.85		48023	NIlinear	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea		(Kützing) Smith	Nitzschia palea (Kützing) Smith	46	242654.7953		73484056.49		48025	NIpalea	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea	debilis	(Kützing) Grunow	Nitzschia palea var. debilis (Kützing) Grunow	207	1091946.579		186179495.6		48228	NIpaldeb	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea	tenuirostris	Grunow	Nitzschia palea var. tenuirostris Grunow	15	79126.56049		27322760.81		48026	NIpalten	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	solita		Hustedt	Nitzschia solita Hustedt	2	10550.20832		2814455.204		48378	NIsolita	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Simonsenia	delognei		(Grunow) Lange-Bertalot	Simonsenia delognei (Grunow) Lange-Bertalot	2	10550.20832		591824.0812		59001	SIdelog	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	apiculata		Gregory	Tryblionella apiculata Gregory	2	10550.20832		25749642.31		185023	TYapicul	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	hungarica		(Grunow) Mann	Tryblionella hungarica (Grunow) Mann	2	10550.20832		9327001.114		185024	TYhungar	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Surirellaceae	Cymatopleura	solea	apiculata	(Smith) Ralfs	Cymatopleura solea var. apiculata (Smith) Ralfs	1	5275.10222		32168671.64		22005	CTsolapc	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	minuta		Brébisson	Surirella minuta Brébisson	8	42200.83329		32217703.37		65048	SUminuta	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclostephanos	dubius		(Frick) Round	Cyclostephanos dubius (Frick) Round	2	10550.20832		1509776.791		19000	CSdubius	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclostephanos	invisitatus		(Hohn et Hellerman) Theriot, Stoermer et Håkansson	Cyclostephanos invisitatus (Hohn et Hellerman) Theriot, Stoermer et Håkansson	25	131877.606		23731086.28		19002	CSinvisi	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	atomus		Hustedt	Cyclotella atomus Hustedt	61	321781.3558		26989901.63		20001	CYatomus	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	meneghiniana		Kützing	Cyclotella meneghiniana Kützing	60	316506.2536		273495877.8		20007	CYmenegh	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	pseudostelligera		Hustedt	Cyclotella pseudostelligera Hustedt	2	10550.20832		911688.4925		20012	CYpsdste	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	stelligera		(Cleve et Grunow) Van Heurck	Cyclotella stelligera (Cleve et Grunow) Van Heurck	2	10550.20832		2557148.169		20010	CYstelli	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Thalassiosira	pseudonana		Hasle et Heimdal	Thalassiosira pseudonana Hasle et Heimdal	14	73851.45826		3216008.576		70007	THpsnana	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Euglenoids	Euglenophyta	Euglenaceae	Trachelomonas	granulosa		Playfair	Trachelomonas granulosa Playfair	3	11642.49562		35216996.92		995036	TRAgranl	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Euglenoids	Euglenophyta	Euglenaceae	Trachelomonas	verricosa		Stokes	Trachelomonas verricosa Stokes	1	3880.83187		5821247.81		995040	TRAverrc	Completed
76749	76748	LIRB0996ADE0152B	05572000	A	N	Euglenoids	Euglenophyta	Euglenaceae	Trachelomonas	volvocina		Ehrenberg	Trachelomonas volvocina Ehrenberg	3	11642.49562		17112317.31		995009	TRAvolvo	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	N	Blue-Green Algae	Cyanophyta	Nostocaceae	Anabaena	wisconsiense		Prescott	Anabaena wisconsiense Prescott	69	187189.5615		19261913.62		803021	ANBwiscn	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	N	Blue-Green Algae	Cyanophyta	Oscillatoriaceae	Oscillatoria	limnetica		Lemmermann	Oscillatoria limnetica Lemmermann	24	65109.41271		2253852.061		888011	OSClimnt	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	formosum			Phormidium formosum 	20	54257.84393		2004296.296		890046	PHRforms	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	N	Blue-Green Algae	Cyanophyta	Synechococcaceae	Cyanothece	aeruginosa		(Nägeli) Komárek	Cyanothece aeruginosa (Nägeli) Komárek	4	10851.56879		15300988.64		930001	CYHaerug	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula		Ehrenberg	Cocconeis placentula Ehrenberg	2	7692.064		5800119.278		16004	CCplacen	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	euglypta	(Ehrenberg) Cleve	Cocconeis placentula var. euglypta (Ehrenberg) Cleve	2	7692.064		5307873.337		16005	CCplaeug	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	D	Diatoms	Chrysophyta	Achnanthaceae	Planothidium	lanceolatum		(Brébisson ex Kützing) Lange-Bertalot	Planothidium lanceolatum (Brébisson ex Kützing) Lange-Bertalot	2	7692.064		1023831.807		155003	PTlanceo	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	D	Diatoms	Chrysophyta	Diatomaceae	Staurosirella	pinnata		(Ehrenberg) Williams et Round	Staurosirella pinnata (Ehrenberg) Williams et Round	2	7692.064		741861.3727		175005	SApinnat	Completed
76751	76750	LIRB0996ADE0158B	05572000	B	D	Diatoms	Chrysophyta	Diatomaceae	Synedra	parasitica	subconstricta	(Grunow) Hustedt	Synedra parasitica var. subconstricta (Grunow) Hustedt	1	3846.032		3296049.423		66055	SYparsub	Completed
