-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUM1        49718.000    1995     1     1     0
DUM1        52274.750    2001    12    31    18
DUM1     -1940883.779  1628483.353 -5833718.017
50265.00     0.252125     0.025022     1.340804
50265.25     0.341440     0.197504     1.706401
50265.50     0.391800     0.272647     1.347046
50265.75     0.500198     0.345709     1.593031
50266.00     0.424131     0.383153     1.659315
50266.25     0.333330     0.399516     1.309470
50266.50     0.306094     0.447926     0.836540
50266.75     0.410197     0.541385     1.285642
50267.00     0.466442     0.627237     1.920446
50267.25     0.386263     0.641914     1.617915
50267.50     0.339158     0.541261     0.948030
50267.75     0.108134     0.375414    -0.228488
50268.00    -0.238768     0.112281    -1.508562
50268.25    -0.516232    -0.025296    -2.444599
50268.50    -0.526233    -0.138337    -2.755831
50268.75    -0.548905    -0.261005    -2.983485
50269.00    -0.551143    -0.352516    -2.987853
50269.25    -0.558620    -0.291622    -2.988671
50269.50    -0.316665    -0.210770    -2.279068
50269.75    -0.118863    -0.167815    -1.517307
50270.00     0.110128    -0.133857    -0.369645
50270.25     0.253890     0.001894     0.264874
50270.50     0.412164     0.023672    -0.013935
50270.75     0.470980     0.056796     0.032732
50271.00     0.505680     0.149148     0.562831
50271.25     0.404001     0.288659     0.365346
50271.50     0.406949     0.389672     0.051954
50271.75     0.598439     0.414575     0.681340
50272.00     0.557353     0.295505     0.477391
50272.25     0.450653     0.267616     0.047774
50272.50     0.523714     0.186535     0.242558
50272.75     0.491722     0.075189     0.278682
50273.00     0.337281     0.037539    -0.049195
50273.25     0.261613     0.068628    -0.112554
50273.50     0.210090     0.019357    -0.685845
50273.75     0.226165    -0.055952    -0.588717
50274.00     0.114344    -0.184872    -0.857521
50274.25    -0.096946    -0.184895    -1.250182
50274.50    -0.289493    -0.151932    -2.386877
50274.75    -0.329013    -0.063566    -2.490157
50275.00    -0.456759    -0.093175    -2.808877
50275.25    -0.535147    -0.055306    -2.938276
50275.50    -0.591256    -0.022401    -3.593195
50275.75    -0.469906    -0.013914    -3.153442
50276.00    -0.320679    -0.047812    -2.278867
50276.25    -0.299770    -0.069310    -2.001800
50276.50    -0.161527    -0.113342    -1.583001
50276.75    -0.118976    -0.075558    -1.446919
50277.00    -0.205500    -0.130441    -1.485756
50277.25    -0.285623    -0.074506    -1.675747
50277.50    -0.374604    -0.118011    -2.329207
50277.75    -0.436836    -0.163927    -2.667068
50278.00    -0.383606    -0.104874    -2.198311
50278.25    -0.461692    -0.011855    -2.167566
50278.50    -0.370694     0.112757    -1.766581
50278.75    -0.277342     0.166082    -1.225599
50279.00    -0.119192     0.287251    -0.152071
50279.25    -0.064429     0.454297     0.318569
50279.50     0.017450     0.474887     0.188806
50279.75    -0.044825     0.372435    -0.295740
50280.00    -0.008948     0.268833    -0.062379
50280.25    -0.037380     0.258953    -0.264755
50280.50     0.087529     0.241504    -0.266485
50280.75     0.235196     0.216805     0.228949
50281.00     0.284836     0.185828     0.658558
50281.25     0.200577     0.166804     0.479504
50281.50     0.106425     0.128094    -0.178391
50281.75     0.022040     0.115578    -0.483511
50282.00     0.070854     0.135416     0.002269
50282.25    -0.059787     0.190571    -0.213509
50282.50     0.043572     0.256416     0.146615
50282.75     0.074954     0.212808     0.458899
50283.00     0.067601     0.194067     0.655131
50283.25    -0.117489     0.165327    -0.064997
50283.50    -0.128045     0.136478    -0.463115
50283.75    -0.132578     0.025459    -0.684925
50284.00    -0.127017    -0.049952    -0.689339
50284.25    -0.327195    -0.168850    -1.401398
50284.50    -0.468804    -0.245020    -2.402232
50284.75    -0.457342    -0.348892    -2.486997
50285.00    -0.400153    -0.411660    -2.243957
50285.25    -0.415042    -0.421630    -2.175357
50285.50    -0.246418    -0.400472    -1.807728
50285.75    -0.132089    -0.382004    -1.370018
50286.00    -0.011534    -0.286151    -0.593804
50286.25     0.043668    -0.162484    -0.199591
50286.50     0.138098     0.006640    -0.104416
50286.75     0.165503     0.093178    -0.040692
50287.00     0.093569     0.136752    -0.209222
50287.25    -0.101409     0.127338    -0.979485
50287.50    -0.191615     0.110673    -1.621876
50287.75    -0.043823     0.089405    -1.257026
50288.00     0.021829     0.075144    -1.007675
50288.25    -0.029042     0.130768    -1.035546
50288.50    -0.011507     0.091429    -1.505818
50288.75     0.128443     0.075544    -0.786764
50289.00     0.058288     0.077540    -0.325097
50289.25    -0.067810     0.161075    -0.456390
50289.50    -0.158642     0.226497    -1.079173
50289.75    -0.155302     0.200225    -1.228320
50290.00    -0.209685     0.166357    -1.365104
50290.25    -0.262480     0.241520    -1.247422
50290.50    -0.377838     0.213222    -1.983449
50290.75    -0.381670     0.160410    -1.890634
50291.00    -0.473692     0.094558    -2.027207
50291.25    -0.628089     0.075121    -2.561644
50291.50    -0.651364     0.060213    -3.098979
50291.75    -0.812679    -0.065859    -3.937600
50292.00    -0.950648    -0.128026    -4.526076
50292.25    -1.131636    -0.141856    -5.115369
50292.50    -1.109310    -0.079862    -5.541260
50292.75    -1.067437    -0.032167    -5.119151
50293.00    -1.183772    -0.073070    -5.270651
50293.25    -1.019162    -0.067670    -4.312415
50293.50    -0.846187    -0.034835    -4.076666
50293.75    -0.717136    -0.043424    -3.557720
50294.00    -0.580809    -0.045587    -2.728972
50294.25    -0.590329    -0.112437    -2.434540
50294.50    -0.484714    -0.055879    -2.096307
50294.75    -0.477386    -0.082059    -2.112525
50295.00    -0.495348    -0.053713    -1.841017
50295.25    -0.581392     0.045793    -1.992733
50295.50    -0.619401     0.011635    -2.537231
50295.75    -0.513773     0.044724    -1.745733
50296.00    -0.551424     0.059336    -1.408968
50296.25    -0.682093     0.093807    -1.596661
50296.50    -0.673079     0.051124    -1.952200
50296.75    -0.683674     0.013956    -1.859991
50297.00    -0.762715    -0.062097    -1.762884
50297.25    -0.822920    -0.091081    -1.991794
50297.50    -0.706581    -0.071555    -1.715185
50297.75    -0.636556    -0.125958    -1.475515
50298.00    -0.508921    -0.168993    -0.767889
50298.25    -0.550715    -0.147539    -0.813339
50298.50    -0.369617    -0.107144    -0.418054
50298.75    -0.159979    -0.078110     0.212315
50299.00     0.088141     0.005258     1.138426
50299.25     0.152672     0.065647     1.162418
50299.50     0.387482     0.151159     1.740122
50299.75     0.614242     0.249744     2.667880
50300.00     0.629428     0.279156     3.135892
50300.25     0.661849     0.416951     3.402914
50300.50     0.696788     0.488319     3.057704
50300.75     0.630430     0.432452     2.555182
50301.00     0.707848     0.461714     3.073780
50301.25     0.666345     0.518849     2.973141
50301.50     0.885356     0.608637     3.581866
50301.75     1.049220     0.578934     4.101389
50302.00     1.238008     0.649157     4.866088
50302.25     1.323358     0.734483     5.153138
50302.50     1.317879     0.812441     4.672734
50302.75     1.299751     0.822432     4.523199
50303.00     1.268197     0.744762     4.161468
50303.25     1.205535     0.703347     3.885903
50303.50     1.340045     0.742238     3.958847
50303.75     1.412021     0.670170     3.962322
50304.00     1.364466     0.588955     3.750173
50304.25     1.302452     0.559426     3.638337
50304.50     1.189199     0.494219     2.891750
50304.75     1.153484     0.499403     3.060336
50305.00     0.984463     0.451336     2.803356
50305.25     0.640415     0.440698     2.109315
50305.50     0.620463     0.418352     1.875993
50305.75     0.544545     0.285125     1.611813
50306.00     0.499344     0.247959     1.861111
50306.25     0.242732     0.236680     1.115396
50306.50     0.170024     0.216284     0.548826
50306.75     0.164180     0.203837     0.882341
50307.00     0.166574     0.182015     1.120581
50307.25     0.332696     0.270606     2.147324
50307.50     0.347894     0.343581     1.923941
50307.75     0.339747     0.353296     1.974790
50308.00     0.272813     0.387866     2.084314
50308.25     0.239349     0.474994     2.299399
50308.50     0.079407     0.464488     1.024403
50308.75     0.082328     0.499963     0.979653
50309.00    -0.068201     0.427055     0.395678
50309.25    -0.159374     0.391372     0.100332
50309.50    -0.115513     0.340938    -0.137206
50309.75     0.011999     0.338953     0.466871
50310.00     0.064152     0.342065     1.003097
50310.25    -0.038676     0.394436     0.863316
50310.50    -0.189218     0.340526    -0.026208
50310.75    -0.119493     0.308308     0.309487
50311.00     0.020365     0.324993     1.014508
50311.25     0.025728     0.348464     0.943105
50311.50     0.206595     0.397865     1.210973
50311.75     0.231770     0.358058     1.102156
50312.00     0.231924     0.312347     1.110626
50312.25     0.154001     0.272970     0.773826
50312.50     0.175894     0.250763     0.350413
50312.75     0.299974     0.210111     0.737664
50313.00     0.491270     0.220583     1.680816
50313.25     0.596675     0.285522     2.249810
50313.50     0.850913     0.357252     2.682458
50313.75     1.077304     0.318479     3.332385
50314.00     1.253179     0.341728     3.900749
50314.25     1.385139     0.416969     4.519103
50314.50     1.564353     0.477791     4.775289
50314.75     1.546491     0.439205     4.735960
50315.00     1.339097     0.389894     4.211721
50315.25     1.128238     0.450986     3.529174
50315.50     0.897196     0.378764     1.795328
50315.75     0.916355     0.336113     2.091781
50316.00     0.692700     0.185897     1.586276
50316.25     0.414269     0.071363     0.749364
50316.50     0.268226     0.017135    -0.100423
50316.75     0.038214    -0.091147    -1.144967
50317.00    -0.230199    -0.155932    -2.037124
50317.25    -0.360827    -0.152678    -2.558285
50317.50    -0.419971    -0.174478    -3.172213
50317.75    -0.483166    -0.256673    -3.009405
50318.00    -0.745611    -0.375859    -3.436404
50318.25    -0.971963    -0.361549    -3.907003
50318.50    -1.117492    -0.394468    -4.560902
50318.75    -1.186310    -0.495696    -4.552260
50319.00    -1.285589    -0.588135    -4.505750
50319.25    -1.363368    -0.543800    -4.209118
50319.50    -1.392097    -0.494282    -4.304664
50319.75    -1.267644    -0.418600    -3.410296
50320.00    -1.185890    -0.308273    -2.490997
50320.25    -1.420714    -0.303181    -3.072672
50320.50    -1.525474    -0.384776    -3.834616
50320.75    -1.609222    -0.394929    -3.933942
50321.00    -1.848231    -0.501870    -4.655175
50321.25    -2.083113    -0.497570    -5.255973
50321.50    -2.167556    -0.457489    -5.978687
50321.75    -2.339407    -0.522471    -6.886431
50322.00    -2.438546    -0.597276    -7.563093
50322.25    -2.502218    -0.624915    -8.039740
50322.50    -2.447654    -0.637521    -8.488468
50322.75    -2.373775    -0.721223    -8.258826
50323.00    -2.291680    -0.733048    -7.687483
50323.25    -2.200347    -0.647620    -7.236764
50323.50    -2.053687    -0.632311    -7.069634
50323.75    -1.766310    -0.558824    -5.874687
50324.00    -1.653090    -0.552140    -5.227997
50324.25    -1.406695    -0.474924    -4.133160
50324.50    -1.088919    -0.409566    -3.175826
50324.75    -0.781339    -0.341757    -1.943908
50325.00    -0.794672    -0.287935    -1.565063
50325.25    -0.872030    -0.254658    -1.724785
50325.50    -0.797223    -0.271210    -1.938461
50325.75    -0.781064    -0.312015    -1.932065
50326.00    -0.780385    -0.290796    -1.790514
50326.25    -0.836578    -0.264804    -2.066938
50326.50    -0.899886    -0.241701    -2.727096
50326.75    -0.996226    -0.305786    -3.117273
50327.00    -1.161947    -0.362059    -3.453093
50327.25    -1.112775    -0.301019    -2.970287
50327.50    -0.940622    -0.282326    -2.675493
50327.75    -0.673239    -0.187810    -1.404853
50328.00    -0.770825    -0.173762    -1.589490
50328.25    -0.750896    -0.165772    -1.730358
50328.50    -0.710342    -0.195475    -2.231341
50328.75    -0.668634    -0.213463    -2.516999
50329.00    -0.768239    -0.199374    -3.006268
50329.25    -0.871680    -0.155117    -3.417085
50329.50    -0.937575    -0.228053    -4.362661
50329.75    -0.827163    -0.217612    -3.965630
50330.00    -1.061130    -0.312599    -4.567316
50330.25    -1.206891    -0.383875    -4.943563
50330.50    -1.108701    -0.327000    -4.718984
50330.75    -1.254427    -0.409001    -5.208782
50331.00    -1.425572    -0.465494    -5.468892
50331.25    -1.554344    -0.422240    -5.735993
50331.50    -1.620598    -0.429338    -6.379384
50331.75    -1.670842    -0.506099    -6.579219
50332.00    -1.651918    -0.494663    -6.294589
50332.25    -1.786091    -0.519388    -6.662136
50332.50    -1.751228    -0.513093    -6.898381
50332.75    -1.726660    -0.626008    -6.842790
50333.00    -1.792412    -0.709127    -6.846556
50333.25    -1.931873    -0.760242    -7.123245
50333.50    -1.834707    -0.784456    -7.285185
50333.75    -1.688307    -0.868142    -6.780527
50334.00    -1.555144    -0.807043    -5.799988
50334.25    -1.502736    -0.741418    -5.576799
50334.50    -1.332532    -0.646171    -5.232851
50334.75    -1.141533    -0.599982    -4.288129
50335.00    -0.946298    -0.412901    -2.826045
50335.25    -0.996740    -0.284569    -2.753816
50335.50    -0.945224    -0.243465    -2.949061
50335.75    -0.749554    -0.163761    -2.152569
50336.00    -0.639465    -0.092464    -1.473780
50336.25    -0.612141     0.030084    -1.119007
50336.50    -0.544723     0.099887    -1.257590
50336.75    -0.505357     0.094634    -1.155353
50337.00    -0.477492     0.033619    -0.995419
50337.25    -0.468066     0.079488    -0.809710
50337.50    -0.307502     0.083913    -0.545242
50337.75    -0.277275     0.024995    -0.765399
50338.00    -0.315199    -0.056951    -0.894363
50338.25    -0.417634    -0.081883    -1.133699
50338.50    -0.423197    -0.096076    -1.809938
50338.75    -0.337936    -0.135971    -1.430727
50339.00    -0.344939    -0.181704    -1.133640
50339.25    -0.438507    -0.125415    -1.024859
50339.50    -0.396632    -0.105588    -1.172901
50339.75    -0.207013    -0.059382    -0.208489
50340.00    -0.177286    -0.052110     0.300863
50340.25    -0.220070    -0.014098     0.436198
50340.50    -0.212291    -0.010314     0.054079
50340.75    -0.234739    -0.047424    -0.145454
50341.00    -0.282164    -0.094166    -0.431675
50341.25    -0.254947    -0.096519    -0.278356
50341.50    -0.182931    -0.080572    -0.520868
50341.75    -0.074596    -0.109054    -0.140250
50342.00    -0.030939    -0.099120     0.181761
50342.25    -0.111877    -0.115409    -0.268045
50342.50    -0.069419    -0.053120    -0.636500
50342.75    -0.061843    -0.091539    -0.849289
50343.00    -0.032750    -0.054526    -0.540972
50343.25    -0.080806    -0.004796    -0.574316
50343.50    -0.057804     0.067850    -0.796739
50343.75    -0.037928     0.063059    -0.647116
50344.00    -0.128576     0.093536    -0.771306
50344.25    -0.310706     0.122237    -1.209087
50344.50    -0.434697     0.072423    -2.125424
50344.75    -0.440576     0.054935    -1.981745
50345.00    -0.477655     0.111866    -1.698247
50345.25    -0.486966     0.189153    -1.322357
50345.50    -0.432147     0.204281    -1.509689
50345.75    -0.305698     0.204554    -1.052504
50346.00    -0.269442     0.176122    -0.553416
50346.25    -0.264554     0.231883    -0.180294
50346.50    -0.171907     0.193673    -0.487905
50346.75    -0.081435     0.138009    -0.136781
50347.00    -0.207095     0.041115    -0.548952
50347.25    -0.321296     0.057896    -0.665935
50347.50    -0.377000     0.054993    -1.266661
50347.75    -0.258610     0.037710    -0.688595
50348.00    -0.277306    -0.006808    -0.643211
50348.25    -0.208055     0.101694    -0.055130
50348.50    -0.024149     0.206589     0.625149
50348.75     0.325032     0.310700     2.229905
50349.00     0.462696     0.350418     2.889987
50349.25     0.544084     0.436570     3.253456
50349.50     0.717802     0.480189     3.341150
50349.75     0.717409     0.400094     2.778396
50350.00     0.625260     0.295363     2.119295
50350.25     0.553121     0.261480     1.509023
50350.50     0.618596     0.226241     0.904201
50350.75     0.662138     0.158931     0.931262
50351.00     0.732522     0.120199     1.405969
50351.25     0.767116     0.148090     1.957984
50351.50     0.909586     0.188374     2.046333
50351.75     0.969000     0.167090     2.389050
50352.00     1.012970     0.193719     2.974442
50352.25     1.001386     0.288644     3.374896
50352.50     0.999296     0.362255     3.177493
50352.75     0.999109     0.358008     3.226074
50353.00     0.971347     0.333358     3.096926
50353.25     0.892624     0.396265     3.083700
50353.50     0.778931     0.429355     2.273658
50353.75     0.788200     0.336555     2.171208
50354.00     0.790674     0.308426     2.357305
50354.25     0.758923     0.323529     2.594067
50354.50     0.762035     0.265776     2.212742
50354.75     0.808087     0.163114     2.432543
50355.00     0.851124     0.159759     2.863754
50355.25     0.713595     0.171437     2.605157
50355.50     0.558106     0.103756     1.440199
50355.75     0.506630     0.135624     1.577534
50356.00     0.277849     0.173963     1.047586
50356.25     0.103997     0.270785     0.790454
50356.50    -0.150045     0.300087    -0.473058
50356.75    -0.177440     0.328436    -0.396337
50357.00    -0.352709     0.198490    -0.903100
50357.25    -0.362613     0.213852    -0.654422
50357.50    -0.297305     0.166698    -0.497317
50357.75    -0.093849     0.107620     0.423312
50358.00     0.050180     0.060422     1.078203
50358.25     0.181180     0.117794     1.724645
50358.50     0.179105     0.115071     1.206377
50358.75     0.315133     0.046127     1.468404
50359.00     0.170681    -0.091149     0.813419
50359.25     0.206026    -0.141840     0.741500
50359.50     0.276774    -0.202929     0.365528
50359.75     0.484149    -0.196368     1.072063
50360.00     0.455427    -0.198258     1.301732
50360.25     0.474150    -0.166173     1.677272
50360.50     0.587927    -0.093571     2.103612
50360.75     0.749836     0.012327     3.025190
50361.00     0.777634     0.145436     3.467075
50361.25     0.504501     0.163197     2.541093
50361.50     0.479650     0.149802     1.697460
50361.75     0.503936     0.102301     1.589348
50362.00     0.476432     0.047843     1.609173
50362.25     0.337768     0.056456     1.112563
50362.50     0.308494     0.009348     0.719860
50362.75     0.227605    -0.045525     0.730845
50363.00     0.082433    -0.081145     0.300644
50363.25    -0.018977    -0.039328     0.155490
50363.50    -0.049705    -0.097427    -0.648337
50363.75     0.195221    -0.092539     0.491397
50364.00     0.262448    -0.131176     0.756767
50364.25     0.284532    -0.128337     1.085520
50364.50     0.481734    -0.074024     1.278461
50364.75     0.800035     0.010489     2.614145
50365.00     0.861798     0.021644     2.866555
50365.25     0.877504     0.117665     3.266021
50365.50     0.932089     0.180365     2.881919
50365.75     1.126142     0.215899     3.621250
50366.00     1.129834     0.200796     3.633629
50366.25     1.176104     0.239408     4.179886
50366.50     1.233124     0.245616     3.841393
50366.75     1.388655     0.240117     4.706367
50367.00     1.373849     0.249114     4.899971
50367.25     1.227831     0.258509     4.601162
50367.50     1.174339     0.222617     3.900372
50367.75     1.162755     0.124973     3.755416
50368.00     1.089921     0.088377     3.707889
50368.25     0.915391     0.027019     3.302298
50368.50     0.841131     0.017434     2.747777
50368.75     0.604731    -0.057862     2.096451
50369.00     0.440600    -0.065427     1.552044
50369.25     0.309731    -0.047418     1.312557
50369.50     0.300025    -0.022945     0.852343
50369.75     0.460424     0.015992     1.557173
50370.00     0.457809    -0.012848     1.563724
50370.25     0.416388     0.031805     1.674152
50370.50     0.400569     0.063868     1.152642
50370.75     0.458409     0.064637     1.363244
50371.00     0.396968     0.087106     1.379857
50371.25     0.450722     0.168674     1.861418
50371.50     0.494317     0.235425     1.845631
50371.75     0.650480     0.245106     2.377234
50372.00     0.681977     0.258209     2.695595
50372.25     0.752959     0.270057     2.844780
50372.50     0.900041     0.272725     2.889169
50372.75     1.117329     0.234267     3.549848
50373.00     1.187564     0.187559     3.796441
50373.25     1.246856     0.174701     4.182912
50373.50     1.334388     0.208398     4.105132
50373.75     1.432262     0.200875     4.512390
50374.00     1.574301     0.238891     5.252807
50374.25     1.639099     0.317654     6.017402
50374.50     1.662499     0.328972     5.742489
50374.75     1.690636     0.295102     5.899784
50375.00     1.658017     0.292562     5.642173
50375.25     1.539184     0.336174     5.216042
50375.50     1.513021     0.342380     4.581129
50375.75     1.577919     0.309772     4.906401
50376.00     1.589090     0.292999     5.222127
50376.25     1.646828     0.328287     5.681672
50376.50     1.650626     0.262980     4.941115
50376.75     1.617456     0.142542     4.559794
50377.00     1.661234     0.115206     4.766836
50377.25     1.603580     0.116349     4.779674
50377.50     1.748964     0.193875     4.646362
50377.75     1.903137     0.248591     5.332479
50378.00     2.035655     0.337436     5.895133
50378.25     2.051566     0.400732     6.347620
50378.50     2.135844     0.444875     6.122311
50378.75     2.232919     0.442592     6.862444
50379.00     2.267718     0.525498     7.275702
50379.25     2.369194     0.564603     8.356829
50379.50     2.587083     0.691441     8.981628
50379.75     2.436977     0.522493     8.619230
50380.00     2.205085     0.361696     7.677268
50380.25     1.983759     0.226300     6.965550
50380.50     1.916170     0.219823     6.329765
50380.75     1.830007     0.089535     5.945080
50381.00     1.706698     0.046202     5.786988
50381.25     1.485865     0.023221     5.024443
50381.50     1.324706     0.023097     3.822622
50381.75     1.264527     0.117742     3.665913
50382.00     1.254141     0.205297     3.979354
50382.25     1.224585     0.387415     4.412232
50382.50     1.231892     0.491287     4.133641
50382.75     1.179381     0.442399     3.890454
50383.00     1.184580     0.485378     4.051981
50383.25     1.018834     0.545814     3.747011
50383.50     0.914958     0.457471     2.991234
50383.75     0.875269     0.305585     2.882123
50384.00     0.889463     0.194583     3.082249
50384.25     0.719847     0.155202     2.898124
50384.50     0.702572     0.138899     2.732188
50384.75     0.653528     0.088750     2.876635
50385.00     0.729987     0.115014     3.978148
50385.25     0.666293     0.157730     4.366504
50385.50     0.628770     0.172110     4.187909
50385.75     0.576261     0.100030     3.960262
50386.00     0.480130     0.032054     3.697014
50386.25     0.271808     0.059551     2.960068
50386.50     0.201756     0.038538     2.042636
50386.75     0.099340    -0.015881     1.462962
50387.00    -0.022962    -0.036289     0.804911
50387.25    -0.179016    -0.031516     0.156603
50387.50    -0.266705    -0.068752    -0.819975
50387.75    -0.307136    -0.149805    -1.089232
50388.00    -0.354376    -0.211206    -1.437266
50388.25    -0.374417    -0.217642    -1.458482
50388.50    -0.307808    -0.186728    -1.698573
50388.75    -0.280009    -0.222452    -1.696432
50389.00    -0.209701    -0.248131    -1.331685
50389.25    -0.305538    -0.177831    -1.343850
50389.50    -0.250343    -0.138398    -1.531569
50389.75    -0.252398    -0.214145    -1.430263
50390.00    -0.327471    -0.310325    -1.461485
50390.25    -0.448572    -0.298557    -1.698884
50390.50    -0.457904    -0.303085    -2.041689
50390.75    -0.460096    -0.355264    -1.893460
50391.00    -0.477423    -0.430365    -1.929360
50391.25    -0.445388    -0.372320    -1.462178
50391.50    -0.326737    -0.391146    -1.504645
50391.75    -0.151223    -0.451182    -0.838423
50392.00    -0.028107    -0.396922    -0.207735
50392.25    -0.010069    -0.409379     0.055476
50392.50     0.098302    -0.337124     0.202282
50392.75     0.118247    -0.380132     0.414089
50393.00     0.157246    -0.327101     0.561834
50393.25     0.130033    -0.263219     0.634393
50393.50     0.130113    -0.266795     0.193636
50393.75     0.151423    -0.304819     0.364213
50394.00     0.096957    -0.263683     0.381884
50394.25    -0.129265    -0.291867    -0.088821
50394.50    -0.310693    -0.338315    -1.284465
50394.75    -0.486126    -0.427236    -1.990505
50395.00    -0.702388    -0.440081    -2.879494
50395.25    -0.873667    -0.403841    -3.053159
50395.50    -0.953048    -0.326683    -3.587141
50395.75    -1.002521    -0.332688    -3.641793
50396.00    -0.904978    -0.236287    -2.960318
50396.25    -1.048681    -0.176189    -3.276777
50396.50    -1.116901    -0.257271    -4.112004
50396.75    -0.953000    -0.197783    -3.484595
50397.00    -0.756311    -0.128020    -2.617677
50397.25    -0.745035    -0.080673    -2.600341
50397.50    -0.627170    -0.124278    -3.006421
50397.75    -0.584211    -0.272060    -3.220473
50398.00    -0.501616    -0.363773    -2.813810
50398.25    -0.619634    -0.446849    -3.202935
50398.50    -0.601080    -0.499043    -3.450916
50398.75    -0.546061    -0.558996    -3.148978
50399.00    -0.593561    -0.553025    -3.012614
50399.25    -0.632359    -0.455113    -2.661326
50399.50    -0.673318    -0.359114    -2.793396
50399.75    -0.827427    -0.374028    -3.098921
50400.00    -0.890062    -0.371945    -3.079786
50400.25    -1.057698    -0.370337    -3.358494
50400.50    -1.169028    -0.353539    -3.840719
50400.75    -1.367794    -0.420721    -4.477920
50401.00    -1.484258    -0.486732    -4.734165
50401.25    -1.686338    -0.584152    -5.291773
50401.50    -1.728798    -0.668610    -5.694663
50401.75    -1.738334    -0.804858    -5.738759
50402.00    -1.602328    -0.813144    -5.061117
50402.25    -1.519707    -0.788478    -4.262570
50402.50    -1.367522    -0.726678    -3.779805
50402.75    -1.134192    -0.644206    -2.527253
50403.00    -1.039702    -0.528463    -1.781491
50403.25    -1.001319    -0.337019    -1.227285
50403.50    -1.156380    -0.234184    -2.122764
50403.75    -1.287395    -0.258326    -2.745815
50404.00    -1.512031    -0.277528    -3.811408
50404.25    -1.666472    -0.274916    -4.559942
50404.50    -1.743125    -0.327083    -5.517960
50404.75    -1.788943    -0.383593    -5.885654
50405.00    -1.884540    -0.457112    -6.294754
50405.25    -1.869016    -0.494043    -6.184468
50405.50    -1.812739    -0.539319    -6.405257
50405.75    -1.672872    -0.562655    -5.838638
50406.00    -1.542955    -0.524273    -5.181791
50406.25    -1.591318    -0.552227    -5.129211
50406.50    -1.465449    -0.536921    -4.966126
50406.75    -1.328985    -0.548306    -4.435910
50407.00    -1.158821    -0.518186    -3.627143
50407.25    -1.123669    -0.461640    -3.258990
50407.50    -0.980084    -0.379274    -3.025063
50407.75    -0.901882    -0.412412    -2.676543
50408.00    -0.663750    -0.374220    -1.646255
50408.25    -0.695796    -0.325678    -1.601488
50408.50    -0.681738    -0.277222    -1.897761
50408.75    -0.622145    -0.277427    -1.934413
50409.00    -0.697345    -0.249179    -2.262978
50409.25    -0.671057    -0.267631    -2.121439
50409.50    -0.614444    -0.259926    -2.337225
50409.75    -0.527392    -0.320515    -2.113107
50410.00    -0.468136    -0.350400    -1.740136
50410.25    -0.379425    -0.337870    -1.111873
50410.50    -0.177522    -0.270679    -0.418709
50410.75    -0.049615    -0.297992     0.139279
50411.00     0.089298    -0.210911     0.939796
50411.25     0.089031    -0.163745     1.072222
50411.50     0.133138    -0.114939     1.019402
50411.75     0.133142    -0.143500     1.059132
50412.00     0.043669    -0.135399     0.833655
50412.25    -0.104262    -0.118397     0.404626
50412.50    -0.183906    -0.105829    -0.343986
50412.75    -0.193745    -0.133463    -0.511848
50413.00    -0.214230    -0.174255    -0.557114
50413.25    -0.294590    -0.194179    -0.757421
50413.50    -0.269752    -0.175081    -1.026663
50413.75    -0.234978    -0.182548    -0.729652
50414.00    -0.258057    -0.182744    -0.675494
50414.25    -0.322233    -0.138801    -0.665583
50414.50    -0.275542    -0.073851    -0.734703
50414.75    -0.322122    -0.119764    -1.065041
50415.00    -0.404085    -0.199834    -1.396516
50415.25    -0.414538    -0.212862    -1.292089
50415.50    -0.387954    -0.258921    -1.391276
50415.75    -0.369803    -0.341468    -1.223338
50416.00    -0.328920    -0.345215    -0.895935
50416.25    -0.362534    -0.326394    -0.778602
50416.50    -0.350158    -0.271834    -0.886788
50416.75    -0.379977    -0.283053    -0.837491
50417.00    -0.398158    -0.360104    -0.827710
50417.25    -0.407907    -0.283171    -0.478792
50417.50    -0.458208    -0.253317    -0.790994
50417.75    -0.450395    -0.311117    -0.683369
50418.00    -0.446073    -0.367524    -0.458701
50418.25    -0.510652    -0.381275    -0.428187
50418.50    -0.462751    -0.363792    -0.424714
50418.75    -0.483420    -0.406028    -0.548931
50419.00    -0.600419    -0.455859    -1.165282
50419.25    -0.659158    -0.354901    -1.275916
50419.50    -0.800187    -0.296691    -2.237993
50419.75    -0.896861    -0.297702    -2.767944
50420.00    -1.087496    -0.364277    -3.574446
50420.25    -1.215182    -0.426173    -4.114399
50420.50    -1.271583    -0.609775    -4.818921
50420.75    -1.208143    -0.720056    -4.609961
50421.00    -1.192791    -0.779331    -4.158442
50421.25    -1.204785    -0.704542    -3.574737
50421.50    -1.195961    -0.625330    -3.517886
50421.75    -1.155494    -0.554367    -2.918825
50422.00    -1.224312    -0.585675    -2.992953
50422.25    -1.184005    -0.521888    -2.417558
50422.50    -1.141866    -0.529449    -2.459290
50422.75    -1.013432    -0.497517    -1.953041
