year2,state,fsize,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag
1980,28,g) 250 to 499,732,57194,57578,45,6.2,35,4.8,6478,1048,5430,1.8,11.3,7234,2097,5137,3.6,12.6,-756,-1.3,22.6,0
1980,28,h) 500 to 999,654,40364,40808,53,8.2,34,5.3,4737,524,4213,1.3,11.6,5624,1543,4081,3.8,13.8,-887,-2.2,23.2,0
1980,28,i) 1000 to 2499,836,42054,41420,81,9.9,52,6.3,5094,1790,3304,4.3,12.3,3826,1138,2688,2.7,9.2,1268,3.1,18.4,0
1980,28,j) 2500 to 4999,510,25510,23178,62,12.7,15,3.1,6676,1136,5540,4.9,28.8,2012,488,1524,2.1,8.7,4664,20.1,17.4,0
1980,28,k) 5000 to 9999,611,24755,25178,72,12.1,37,6.2,3184,1580,1604,6.3,12.6,4027,891,3136,3.5,16,-843,-3.4,25.2,0
1980,28,l) 10000+,2331,147528,148898,127,5.5,120,5.2,16438,3572,12866,2.4,11,19178,1563,17615,1,12.9,-2740,-1.9,22,0
1980,29,a) 1 to 4,44526,97523,98912,8965,20.1,8750,19.6,32556,23056,9500,23.3,32.9,34406,21443,12963,21.7,34.8,-1850,-1.9,65.8,0
1980,29,b) 5 to 9,16752,106784,108482,1052,6.3,985,5.9,24107,11892,12215,11,22.2,27234,10858,16376,10,25.1,-3127,-2.9,44.4,0
1980,29,c) 10 to 19,10708,131898,134146,419,3.9,476,4.4,22983,8931,14052,6.7,17.1,27280,9002,18278,6.7,20.3,-4297,-3.2,34.2,0
1980,29,d) 20 to 49,7440,178476,179622,271,3.6,269,3.6,27091,8597,18494,4.8,15.1,29131,7984,21147,4.4,16.2,-2040,-1.1,30.2,0
1980,29,e) 50 to 99,3026,126270,126716,132,4.3,185,6.1,17221,3922,13299,3.1,13.6,18235,5185,13050,4.1,14.4,-1014,-0.8,27.2,0
1980,29,f) 100 to 249,2701,135966,135194,187,7,111,4.2,19641,5172,14469,3.8,14.5,17767,4491,13276,3.3,13.1,1874,1.4,26.2,0
1980,29,g) 250 to 499,1531,88028,88852,104,6.8,118,7.7,12298,3273,9025,3.7,13.8,13945,4556,9389,5.1,15.7,-1647,-1.9,27.6,0
1980,29,h) 500 to 999,1415,86742,85523,92,6.4,117,8.2,10438,1616,8822,1.9,12.2,7922,1591,6331,1.9,9.3,2516,2.9,18.6,0
1980,29,i) 1000 to 2499,1930,120253,118365,118,6.2,80,4.2,15582,2093,13489,1.8,13.2,11804,1393,10411,1.2,10,3778,3.2,20,0
1980,29,j) 2500 to 4999,1057,87368,86764,99,9.5,63,6.1,8999,1597,7402,1.8,10.4,7791,1241,6550,1.4,9,1208,1.4,18,0
1980,29,k) 5000 to 9999,1246,74328,73498,117,9.5,97,7.9,9451,3890,5561,5.3,12.9,7806,2942,4864,4,10.6,1645,2.3,21.2,0
1980,29,l) 10000+,5786,440078,442268,330,5.7,302,5.2,53864,15117,38747,3.4,12.2,58244,13577,44667,3.1,13.2,-4380,-1,24.4,0
1980,30,a) 1 to 4,9662,21660,22118,2267,23.5,2136,22.1,8281,6107,2174,27.6,37.4,8888,5606,3282,25.3,40.2,-607,-2.8,74.8,0
1980,30,b) 5 to 9,3817,24535,24983,278,7.3,244,6.4,6218,3271,2947,13.1,24.9,6949,2679,4270,10.7,27.8,-731,-2.9,49.8,0
1980,30,c) 10 to 19,2244,27854,28362,108,4.8,98,4.4,5445,2305,3140,8.1,19.2,6407,2043,4364,7.2,22.6,-962,-3.4,38.4,0
1980,30,d) 20 to 49,1468,34600,34990,43,2.9,40,2.7,5126,1260,3866,3.6,14.6,5905,1199,4706,3.4,16.9,-779,-2.3,29.2,0
1980,30,e) 50 to 99,588,20512,20552,40,6.9,25,4.3,3105,755,2350,3.7,15.1,3185,768,2417,3.7,15.5,-80,-0.4,30.2,0
1980,30,f) 100 to 249,390,17671,18056,26,6.7,27,6.9,2386,1004,1382,5.6,13.2,3156,1170,1986,6.5,17.5,-770,-4.3,26.4,0
1980,30,g) 250 to 499,312,11864,11708,11,3.3,46,14,1565,169,1396,1.4,13.4,1253,141,1112,1.2,10.7,312,2.7,21.4,0
1980,30,h) 500 to 999,90,7017,6842,9,10.1,7,7.9,842,174,668,2.5,12.3,491,27,464,0.4,7.2,351,5.1,14.4,0
1980,30,i) 1000 to 2499,337,7515,7288,17,5.1,16,4.8,1099,324,775,4.4,15.1,644,123,521,1.7,8.8,455,6.3,17.6,0
1980,30,j) 2500 to 4999,168,4085,4365,14,8.3,16,9.5,225,69,156,1.6,5.2,785,317,468,7.3,18,-560,-12.8,10.4,0
1980,30,k) 5000 to 9999,224,8601,11192,13,5.9,8,3.6,560,131,429,1.2,5,5742,130,5612,1.2,51.3,-5182,-46.3,10,0
1980,30,l) 10000+,850,33363,33721,59,7,44,5.2,3227,1006,2221,3,9.6,3942,559,3383,1.7,11.7,-715,-2.1,19.2,0
1980,31,a) 1 to 4,17607,38747,39268,3382,19.2,3314,18.8,12524,8952,3572,22.8,31.9,13301,8273,5028,21.1,33.9,-777,-2,63.8,0
1980,31,b) 5 to 9,6814,43445,43903,376,5.5,327,4.8,8934,4338,4596,9.9,20.3,9697,3695,6002,8.4,22.1,-763,-1.8,40.6,0
1980,31,c) 10 to 19,3992,49327,49596,157,3.9,166,4.2,8414,3401,5013,6.9,17,8884,3314,5570,6.7,17.9,-470,-0.9,34,0
1980,31,d) 20 to 49,2822,66551,66220,96,3.4,83,2.9,9378,2882,6496,4.4,14.2,8571,2106,6465,3.2,12.9,807,1.3,25.8,0
1980,31,e) 50 to 99,1275,48640,48245,49,3.9,36,2.8,6039,1729,4310,3.6,12.5,5143,1314,3829,2.7,10.7,896,1.8,21.4,0
1980,31,f) 100 to 249,924,45881,45596,54,5.8,51,5.5,5485,657,4828,1.4,12,4571,1435,3136,3.1,10,914,2,20,0
1980,31,g) 250 to 499,508,24250,23406,41,8.2,19,3.8,4323,1156,3167,4.9,18.5,2634,491,2143,2.1,11.3,1689,7.2,22.6,0
1980,31,h) 500 to 999,349,17763,17787,22,6.3,19,5.5,1520,346,1174,1.9,8.5,1567,128,1439,0.7,8.8,-47,-0.3,17,0
1980,31,i) 1000 to 2499,526,39996,36770,33,6.3,26,5,8261,1407,6854,3.8,22.5,1808,213,1595,0.6,4.9,6453,17.6,9.8,0
1980,31,j) 2500 to 4999,332,16781,17259,20,5.9,32,9.5,1318,321,997,1.9,7.6,2274,769,1505,4.5,13.2,-956,-5.6,15.2,0
1980,31,k) 5000 to 9999,457,36500,34307,31,6.9,22,4.9,6720,586,6134,1.7,19.6,2334,496,1838,1.4,6.8,4386,12.8,13.6,0
1980,31,l) 10000+,1752,84555,84540,107,6.2,64,3.7,12409,3022,9387,3.6,14.7,12379,1061,11318,1.3,14.6,30,0.1,29.2,0
1980,32,a) 1 to 4,7675,18598,17846,2485,33.6,1852,25,8959,7072,1887,39.6,50.2,7179,4941,2238,27.7,40.2,1780,10,80.4,0
1980,32,b) 5 to 9,3320,22290,22070,331,10.1,250,7.6,6996,3907,3089,17.7,31.7,6444,2788,3656,12.6,29.2,552,2.5,58.4,0
1980,32,c) 10 to 19,1995,25337,25785,121,6.1,124,6.2,6243,2724,3519,10.6,24.2,7219,2756,4463,10.7,28,-976,-3.8,48.4,0
1980,32,d) 20 to 49,1311,31334,31911,81,6.2,69,5.3,7187,2345,4842,7.3,22.5,8230,2134,6096,6.7,25.8,-1043,-3.3,45,0
1980,32,e) 50 to 99,522,20109,20610,47,9.2,22,4.3,4593,2088,2505,10.1,22.3,5495,1627,3868,7.9,26.7,-902,-4.4,44.6,0
1980,32,f) 100 to 249,402,23879,24034,41,10.4,27,6.8,5592,1936,3656,8.1,23.3,5901,2121,3780,8.8,24.6,-309,-1.3,46.6,0
1980,32,g) 250 to 499,281,22084,21789,38,13.9,22,8,4656,1519,3137,7,21.4,3355,1581,1774,7.3,15.4,1301,6,30.8,0
1980,32,h) 500 to 999,249,26939,27274,15,6,20,8,4791,1343,3448,4.9,17.6,5460,3163,2297,11.6,20,-669,-2.4,35.2,0
1980,32,i) 1000 to 2499,288,25969,25793,51,18.3,33,11.8,2671,822,1849,3.2,10.4,2319,934,1385,3.6,9,352,1.4,18,0
1980,32,j) 2500 to 4999,202,18328,16788,21,10.6,13,6.6,4240,315,3925,1.9,25.3,1160,338,822,2,6.9,3080,18.4,13.8,0
1980,32,k) 5000 to 9999,226,17933,16529,47,22.3,16,7.6,3564,1890,1674,11.4,21.6,756,206,550,1.2,4.6,2808,17,9.2,0
1980,32,l) 10000+,1138,86311,79858,127,11.6,33,3,18822,6474,12348,8.1,23.6,5915,487,5428,0.6,7.4,12907,16.2,14.8,0
1980,33,a) 1 to 4,9624,21326,21353,1986,20.7,1808,18.9,7432,5010,2422,23.5,34.8,7289,4503,2786,21.1,34.1,143,0.7,68.2,0
1980,33,b) 5 to 9,3658,23520,23647,213,5.8,197,5.4,5522,2354,3168,10,23.4,5653,2152,3501,9.1,23.9,-131,-0.5,46.8,0
1980,33,c) 10 to 19,2148,27063,27243,103,4.8,106,4.9,5645,2161,3484,7.9,20.7,5935,2134,3801,7.8,21.8,-290,-1.1,41.4,0
1980,33,d) 20 to 49,1519,38004,38322,50,3.3,68,4.5,5842,1441,4401,3.8,15.2,6473,2231,4242,5.8,16.9,-631,-1.7,30.4,0
1980,33,e) 50 to 99,649,27275,26989,28,4.3,32,4.9,4020,945,3075,3.5,14.9,3547,1355,2192,5,13.1,473,1.8,26.2,0
1980,33,f) 100 to 249,594,36582,35764,31,5.3,19,3.2,5565,581,4984,1.6,15.6,3928,446,3482,1.2,11,1637,4.6,22,0
1980,33,g) 250 to 499,238,22905,22224,16,6.8,,,4198,712,3486,3.2,18.9,2835,,1714,,12.8,1363,6.1,25.6,1
1980,33,h) 500 to 999,359,26717,26788,26,7.3,16,4.5,3080,592,2488,2.2,11.5,3221,1166,2055,4.4,12,-141,-0.5,23,0
1980,33,i) 1000 to 2499,217,16053,16019,18,8.5,,,1806,456,1350,2.8,11.3,1738,,1070,,10.8,68,0.5,21.6,1
1980,33,j) 2500 to 4999,178,18039,17481,19,10.9,12,6.9,2198,1164,1034,6.7,12.6,1081,224,857,1.3,6.2,1117,6.4,12.4,0
1980,33,k) 5000 to 9999,202,17358,15997,18,9,13,6.5,4215,1011,3204,6.3,26.3,1492,86,1406,0.5,9.3,2723,17,18.6,0
1980,33,l) 10000+,755,52889,52250,41,5.4,42,5.6,5907,1872,4035,3.6,11.3,4628,1459,3169,2.8,8.9,1279,2.4,17.8,0
1980,34,a) 1 to 4,74860,161349,159857,14480,19.6,12319,16.7,51359,34746,16613,21.7,32.1,47682,28565,19117,17.9,29.8,3677,2.3,59.6,0
1980,34,b) 5 to 9,26366,167705,168749,1224,4.6,1132,4.3,35270,13737,21533,8.1,20.9,37201,12647,24554,7.5,22,-1931,-1.1,41.8,0
1980,34,c) 10 to 19,14882,189944,190597,446,3,476,3.2,32992,9890,23102,5.2,17.3,34290,10176,24114,5.3,18,-1298,-0.7,34.6,0
1980,34,d) 20 to 49,10428,276239,275611,357,3.4,327,3.1,45359,13465,31894,4.9,16.5,43637,10848,32789,3.9,15.8,1722,0.7,31.6,0
1980,34,e) 50 to 99,4145,201553,200901,173,4.2,129,3.1,30244,6721,23523,3.3,15.1,28803,6597,22206,3.3,14.3,1441,0.8,28.6,0
1980,34,f) 100 to 249,3518,229471,227665,231,6.6,194,5.5,36633,8785,27848,3.9,16.1,33276,10597,22679,4.7,14.6,3357,1.5,29.2,0
1980,34,g) 250 to 499,1979,135243,135599,160,8.1,131,6.7,18783,4959,13824,3.7,13.9,19625,6513,13112,4.8,14.5,-842,-0.6,27.8,0
1980,34,h) 500 to 999,1862,132406,130902,145,7.9,95,5.2,19204,5558,13646,4.2,14.7,16219,4784,11435,3.7,12.4,2985,2.3,24.8,0
1980,34,i) 1000 to 2499,1974,171693,167018,141,7.2,107,5.5,22341,8295,14046,5,13.4,12990,3530,9460,2.1,7.8,9351,5.6,15.6,0
1980,34,j) 2500 to 4999,1609,106206,106463,111,6.9,125,7.7,15387,3716,11671,3.5,14.5,15884,3577,12307,3.4,14.9,-497,-0.4,29,0
1980,34,k) 5000 to 9999,1558,113620,109817,119,7.6,121,7.8,19922,4129,15793,3.8,18.1,12313,5985,6328,5.4,11.2,7609,6.9,22.4,0
1980,34,l) 10000+,7130,655790,650752,466,6.6,377,5.3,80422,19521,60901,3,12.4,70202,14924,55278,2.3,10.8,10220,1.6,21.6,0
1980,35,a) 1 to 4,11636,26807,26877,3083,26.8,2640,22.9,11158,8455,2703,31.5,41.5,10814,7097,3717,26.4,40.2,344,1.3,80.4,0
1980,35,b) 5 to 9,4940,32419,32672,471,9.6,394,8,9628,5439,4189,16.6,29.5,9920,4524,5396,13.8,30.4,-292,-0.9,59,0
1980,35,c) 10 to 19,2926,35920,36702,168,5.7,164,5.6,8031,3562,4469,9.7,21.9,9386,3331,6055,9.1,25.6,-1355,-3.7,43.8,0
1980,35,d) 20 to 49,1965,46153,45673,101,5.2,83,4.2,9733,3711,6022,8.1,21.3,8686,2086,6600,4.6,19,1047,2.3,38,0
1980,35,e) 50 to 99,763,26738,27227,29,3.8,44,5.7,4161,775,3386,2.8,15.3,5138,1491,3647,5.5,18.9,-977,-3.6,30.6,0
1980,35,f) 100 to 249,616,28542,28265,39,6.4,28,4.6,4432,892,3540,3.2,15.7,3878,776,3102,2.7,13.7,554,2,27.4,0
1980,35,g) 250 to 499,296,11471,11702,21,7,27,9,1599,268,1331,2.3,13.7,2060,1234,826,10.5,17.6,-461,-3.9,27.4,0
1980,35,h) 500 to 999,259,11570,11645,33,12.9,28,10.9,1647,522,1125,4.5,14.1,1797,736,1061,6.3,15.4,-150,-1.3,28.2,0
1980,35,i) 1000 to 2499,439,18727,17805,77,18,54,12.6,4962,1545,3417,8.7,27.9,3117,852,2265,4.8,17.5,1845,10.4,35,0
1980,35,j) 2500 to 4999,382,15634,15348,34,9.1,14,3.8,2759,1644,1115,10.7,18,2187,401,1786,2.6,14.2,572,3.8,28.4,0
1980,35,k) 5000 to 9999,366,10982,11516,19,5.2,11,3,883,257,626,2.2,7.7,1951,108,1843,0.9,16.9,-1068,-9.2,15.4,0
1980,35,l) 10000+,1467,65955,64393,128,8.9,76,5.3,8902,1973,6929,3.1,13.8,5758,1923,3835,3,8.9,3144,4.9,17.8,0
1980,36,a) 1 to 4,184403,392778,394340,32215,17.5,31027,16.8,114709,77261,37448,19.6,29.1,116306,71966,44340,18.2,29.5,-1597,-0.4,58.2,0
1980,36,b) 5 to 9,62465,397785,401561,2909,4.7,2869,4.6,81824,33509,48315,8.3,20.4,88691,32438,56253,8.1,22.1,-6867,-1.7,40.8,0
1980,36,c) 10 to 19,35392,452094,455016,1228,3.5,1389,3.9,81888,27369,54519,6,18,87322,30336,56986,6.7,19.2,-5434,-1.2,36,0
1980,36,d) 20 to 49,24062,624935,625655,712,2.9,891,3.7,104107,27884,76223,4.5,16.6,105196,29853,75343,4.8,16.8,-1089,-0.2,33.2,0
1980,36,e) 50 to 99,9087,426049,424840,355,3.9,449,4.9,68268,13716,54552,3.2,16.1,65708,19332,46376,4.6,15.5,2560,0.6,31,0
1980,36,f) 100 to 249,7689,506897,502081,490,6.4,460,6,83097,20711,62386,4.1,16.6,73089,23380,49709,4.7,14.6,10008,2,29.2,0
1980,36,g) 250 to 499,4410,351232,342085,294,6.7,259,5.9,58749,10513,48236,3.1,17.2,39598,11121,28477,3.3,11.6,19151,5.6,23.2,0
1980,36,h) 500 to 999,3676,308794,305331,320,8.8,216,6,42443,10196,32247,3.3,13.9,35311,9165,26146,3,11.6,7132,2.3,23.2,0
1980,36,i) 1000 to 2499,3970,377061,371392,262,6.5,327,8.2,57809,7966,49843,2.1,15.6,46527,24891,21636,6.7,12.5,11282,3.1,25,0
1980,36,j) 2500 to 4999,3418,300611,299458,279,8.1,311,9.1,38130,12222,25908,4.1,12.7,35823,12379,23444,4.1,12,2307,0.7,24,0
1980,36,k) 5000 to 9999,3545,339738,331778,240,6.8,248,7,57631,12727,44904,3.8,17.4,41885,7833,34052,2.4,12.6,15746,4.8,25.2,0
1980,36,l) 10000+,13957,1492978,1486036,776,5.6,763,5.5,176864,56596,120268,3.8,11.9,133596,26971,106625,1.8,9,43268,2.9,18,0
1980,37,a) 1 to 4,49522,109604,109410,10284,20.8,9730,19.7,37411,26085,11326,23.8,34.2,36259,22996,13263,21,33.1,1152,1.1,66.2,0
1980,37,b) 5 to 9,19071,121114,122350,1120,5.9,949,5,26582,12601,13981,10.3,21.7,28656,10466,18190,8.6,23.4,-2074,-1.7,43.4,0
1980,37,c) 10 to 19,11254,138349,138804,470,4.2,378,3.4,24537,9488,15049,6.8,17.7,25253,7340,17913,5.3,18.2,-716,-0.5,35.4,0
1980,37,d) 20 to 49,7589,176177,176675,300,3.9,350,4.6,27811,9907,17904,5.6,15.7,28642,8733,19909,4.9,16.2,-831,-0.5,31.4,0
1980,37,e) 50 to 99,2989,115407,115460,155,5.2,147,4.9,17107,4903,12204,4.2,14.8,17348,5760,11588,5,15,-241,-0.2,29.6,0
1980,37,f) 100 to 249,3017,151710,151338,217,7.3,126,4.2,21106,5137,15969,3.4,13.9,20016,6119,13897,4,13.2,1090,0.7,26.4,0
1980,37,g) 250 to 499,1700,117182,116104,194,11.8,91,5.5,14601,4767,9834,4.1,12.6,12444,4235,8209,3.6,10.7,2157,1.9,21.4,0
1980,37,h) 500 to 999,2048,110837,110474,155,7.7,81,4,13893,3967,9926,3.6,12.6,13166,5390,7776,4.9,11.9,727,0.7,23.8,0
1980,37,i) 1000 to 2499,2081,129204,128704,157,7.6,129,6.2,13248,4772,8476,3.7,10.3,12247,3719,8528,2.9,9.5,1001,0.8,19,0
1980,37,j) 2500 to 4999,2187,135903,132782,138,6.4,71,3.3,18306,4029,14277,3,13.8,12063,1546,10517,1.2,9.1,6243,4.7,18.2,0
1980,37,k) 5000 to 9999,1623,134874,132228,108,6.7,92,5.7,16328,2004,14324,1.5,12.3,11033,2510,8523,1.9,8.3,5295,4,16.6,0
1980,37,l) 10000+,6417,558959,554366,411,6.4,324,5.1,63588,11598,51990,2.1,11.5,54404,7860,46544,1.4,9.8,9184,1.7,19.6,0
1980,38,a) 1 to 4,7412,16283,16459,1508,20.4,1429,19.3,5587,3861,1726,23.5,33.9,5815,3638,2177,22.1,35.3,-228,-1.4,67.8,0
1980,38,b) 5 to 9,3015,19410,19322,194,6.5,142,4.7,4456,2181,2275,11.3,23.1,4182,1616,2566,8.4,21.6,274,1.5,43.2,0
1980,38,c) 10 to 19,1880,23568,23575,77,4.1,88,4.7,4603,1774,2829,7.5,19.5,4531,1787,2744,7.6,19.2,72,0.3,38.4,0
1980,38,d) 20 to 49,1235,31124,30816,46,3.7,33,2.7,4788,1630,3158,5.3,15.5,4085,886,3199,2.9,13.3,703,2.2,26.6,0
1980,38,e) 50 to 99,482,17456,17763,21,4.4,10,2.1,1828,400,1428,2.3,10.3,2405,590,1815,3.3,13.5,-577,-3.2,20.6,0
1980,38,f) 100 to 249,387,17842,17298,31,8.2,11,2.9,2655,500,2155,2.9,15.3,1566,194,1372,1.1,9.1,1089,6.2,18.2,0
1980,38,g) 250 to 499,223,12837,12708,23,10.2,,,1271,219,1052,1.7,10,1013,,772,,8,258,2,16,1
1980,38,h) 500 to 999,110,7391,6884,14,13.2,6,5.7,1442,149,1293,2.2,20.9,427,120,307,1.7,6.2,1015,14.7,12.4,0
1980,38,i) 1000 to 2499,181,7403,7090,14,7.7,17,9.3,1033,347,686,4.9,14.6,406,201,205,2.8,5.7,627,8.9,11.4,0
1980,38,j) 2500 to 4999,219,5150,4909,22,10.5,,,804,228,576,4.6,16.4,322,,311,,6.6,482,9.8,13.2,1
1980,38,k) 5000 to 9999,179,4685,4491,23,13.5,7,4.1,731,343,388,7.6,16.3,342,165,177,3.7,7.6,389,8.7,15.2,0
1980,38,l) 10000+,648,20009,19157,60,9.5,22,3.5,4316,1463,2853,7.6,22.5,2635,445,2190,2.3,13.8,1681,8.7,27.6,0
1980,39,a) 1 to 4,82397,184807,184664,15740,19.1,15160,18.4,61575,41714,19861,22.6,33.3,59824,37268,22556,20.2,32.4,1751,0.9,64.8,0
1980,39,b) 5 to 9,33670,213894,216807,1837,5.5,1700,5.1,46531,20533,25998,9.5,21.5,51825,18537,33288,8.6,23.9,-5294,-2.4,43,0
1980,39,c) 10 to 19,20963,258916,263176,742,3.5,857,4.1,43924,14864,29060,5.6,16.7,52072,16491,35581,6.3,19.8,-8148,-3.1,33.4,0
1980,39,d) 20 to 49,15567,371182,374050,594,3.8,554,3.6,56809,18456,38353,4.9,15.2,62301,17192,45109,4.6,16.7,-5492,-1.5,30.4,0
1980,39,e) 50 to 99,6702,261198,262679,351,5.3,292,4.4,37390,10021,27369,3.8,14.2,40466,11308,29158,4.3,15.4,-3076,-1.2,28.4,0
1980,39,f) 100 to 249,5662,306802,306124,374,6.7,266,4.7,40116,9245,30871,3,13.1,38692,10327,28365,3.4,12.6,1424,0.5,25.2,0
1980,39,g) 250 to 499,3090,200735,201973,236,7.6,250,8.1,23877,5423,18454,2.7,11.8,26353,5520,20833,2.7,13,-2476,-1.2,23.6,0
1980,39,h) 500 to 999,3128,175205,171406,224,7.2,159,5.1,25185,6266,18919,3.7,14.7,17586,3508,14078,2,10.3,7599,4.4,20.6,0
1980,39,i) 1000 to 2499,3655,243601,240836,366,10.2,237,6.6,32542,9631,22911,4,13.5,27013,8355,18658,3.5,11.2,5529,2.3,22.4,0
1980,39,j) 2500 to 4999,3516,213472,214936,243,6.9,300,8.5,23049,5397,17652,2.5,10.7,25973,7148,18825,3.3,12.1,-2924,-1.4,21.4,0
1980,39,k) 5000 to 9999,3197,216775,217127,166,5.1,230,7.1,21257,5438,15819,2.5,9.8,21974,5225,16749,2.4,10.1,-717,-0.3,19.6,0
1980,39,l) 10000+,14601,1130756,1153703,732,5.1,492,3.4,108148,32154,75994,2.8,9.4,154090,22184,131906,1.9,13.4,-45942,-4,18.8,0
1980,40,a) 1 to 4,29815,67471,66428,7227,24.6,6129,20.8,26094,19482,6612,29.3,39.3,23420,15322,8098,23.1,35.3,2674,4,70.6,0
1980,40,b) 5 to 9,10841,71520,70839,957,8.9,736,6.9,19930,10869,9061,15.3,28.1,18371,8291,10080,11.7,25.9,1559,2.2,51.8,0
1980,40,c) 10 to 19,6499,83077,83246,324,5,340,5.2,18301,7090,11211,8.5,22,18407,7015,11392,8.4,22.1,-106,-0.1,44,0
1980,40,d) 20 to 49,4508,111611,109555,191,4.2,174,3.9,22206,6362,15844,5.8,20.3,17930,5255,12675,4.8,16.4,4276,3.9,32.8,0
1980,40,e) 50 to 99,1950,82101,79104,112,5.8,78,4,16090,5033,11057,6.4,20.3,10194,2573,7621,3.3,12.9,5896,7.4,25.8,0
1980,40,f) 100 to 249,1486,81610,80269,87,5.9,88,5.9,13013,3402,9611,4.2,16.2,10331,3164,7167,3.9,12.9,2682,3.3,25.8,0
1980,40,g) 250 to 499,798,43655,43494,49,6.1,49,6.1,5304,936,4368,2.2,12.2,4982,1793,3189,4.1,11.5,322,0.7,23,0
1980,40,h) 500 to 999,601,36363,35573,54,9.1,43,7.2,5571,2007,3564,5.6,15.7,3991,1137,2854,3.2,11.2,1580,4.5,22.4,0
1980,40,i) 1000 to 2499,935,37693,37025,89,9.7,48,5.3,5931,2222,3709,6,16,4591,1249,3342,3.4,12.4,1340,3.6,24.8,0
1980,40,j) 2500 to 4999,824,39921,42630,72,8.9,48,5.9,5478,1606,3872,3.8,12.9,10896,628,10268,1.5,25.6,-5418,-12.7,25.8,0
1980,40,k) 5000 to 9999,744,30581,29011,80,10.9,66,9,6073,2747,3326,9.5,20.9,2933,863,2070,3,10.1,3140,10.8,20.2,0
1980,40,l) 10000+,3758,228755,216976,283,7.6,175,4.7,46103,14424,31679,6.6,21.2,21860,2796,19064,1.3,10.1,24243,11.1,20.2,0
1980,41,a) 1 to 4,27886,64786,64325,7690,28,6684,24.3,27389,20904,6485,32.5,42.6,25834,17620,8214,27.4,40.2,1555,2.4,80.4,0
1980,41,b) 5 to 9,11206,73369,73852,941,8.4,854,7.6,20407,10689,9718,14.5,27.6,21151,9582,11569,13,28.6,-744,-1,55.2,0
1980,41,c) 10 to 19,6596,83900,84148,359,5.4,342,5.2,18664,7907,10757,9.4,22.2,18967,6904,12063,8.2,22.5,-303,-0.3,44.4,0
1980,41,d) 20 to 49,4537,109276,110636,188,4.1,268,5.9,19458,6189,13269,5.6,17.6,22060,7699,14361,7,19.9,-2602,-2.3,35.2,0
1980,41,e) 50 to 99,1836,68619,69801,97,5.3,116,6.3,10286,2134,8152,3.1,14.7,12668,4147,8521,5.9,18.1,-2382,-3.4,29.4,0
1980,41,f) 100 to 249,1514,78251,77345,102,6.8,58,3.9,14071,3324,10747,4.3,18.2,11858,2602,9256,3.4,15.3,2213,2.9,30.6,0
1980,41,g) 250 to 499,1025,58557,57191,108,10.8,55,5.5,9404,3069,6335,5.4,16.4,6671,2408,4263,4.2,11.7,2733,4.7,23.4,0
1980,41,h) 500 to 999,1098,39013,37695,79,7.4,24,2.2,6126,1384,4742,3.7,16.3,3490,575,2915,1.5,9.3,2636,7,18.6,0
1980,41,i) 1000 to 2499,642,41250,40358,53,8.4,28,4.4,5733,2073,3660,5.1,14.2,3948,999,2949,2.5,9.8,1785,4.4,19.6,0
1980,41,j) 2500 to 4999,490,27739,26788,48,9.9,35,7.2,5183,3151,2032,11.8,19.3,3280,1448,1832,5.4,12.2,1903,7.1,24.4,0
1980,41,k) 5000 to 9999,815,39893,38096,62,7.8,27,3.4,6868,1182,5686,3.1,18,3273,367,2906,1,8.6,3595,9.4,17.2,0
1980,41,l) 10000+,2693,170594,184477,179,6.7,116,4.4,19258,5197,14061,2.8,10.4,47023,2956,44067,1.6,25.5,-27765,-15.1,20.8,0
1980,42,a) 1 to 4,98129,212846,213826,16565,16.8,16596,16.8,64435,41917,22518,19.6,30.1,64872,39196,25676,18.3,30.3,-437,-0.2,60.2,0
1980,42,b) 5 to 9,36501,232515,235140,1901,5.2,1810,5,49674,21723,27951,9.2,21.1,54343,19969,34374,8.5,23.1,-4669,-2,42.2,0
1980,42,c) 10 to 19,22161,275669,278125,833,3.8,788,3.6,48069,17475,30594,6.3,17.3,52710,16509,36201,5.9,19,-4641,-1.7,34.6,0
1980,42,d) 20 to 49,15734,383776,388331,518,3.3,559,3.5,56118,16611,39507,4.3,14.5,65132,18759,46373,4.8,16.8,-9014,-2.3,29,0
1980,42,e) 50 to 99,6924,288092,290285,298,4.3,283,4.1,40416,10587,29829,3.6,13.9,44396,12116,32280,4.2,15.3,-3980,-1.4,27.8,0
1980,42,f) 100 to 249,6162,349137,346655,393,6.4,364,5.9,51227,10775,40452,3.1,14.8,45840,12940,32900,3.7,13.2,5387,1.6,26.4,0
1980,42,g) 250 to 499,3806,233372,232412,252,6.6,235,6.2,31533,7204,24329,3.1,13.6,29461,9192,20269,4,12.7,2072,0.9,25.4,0
1980,42,h) 500 to 999,3288,249600,246109,300,9.3,160,5,33003,7228,25775,2.9,13.4,26039,9176,16863,3.7,10.6,6964,2.8,21.2,0
1980,42,i) 1000 to 2499,3517,291548,288012,272,7.7,314,8.9,37333,8175,29158,2.8,13,30170,10996,19174,3.8,10.5,7163,2.5,21,0
