_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.PRIMARY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.CITY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LOCATION_ADDRESS,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE,V_LRT_EF_COVERAGE_SRC_EZ.POSTAL_CODE,V_LRT_EF_COVERAGE_SRC_EZ.STATE_NAME,V_LRT_EF_COVERAGE_SRC_EZ.FEDERAL_FACILITY_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LATITUDE,V_LRT_EF_COVERAGE_SRC_EZ.LONGITUDE
FRS,110022602600,110022602600,T55134,OKLAHOMA CITY,OKLAHOMA,1420 WESTWOOD,OK,
          ,OKLAHOMA,,N,,35.452598,-97.543758
FRS,110022601549,110022601549,STOCKYARDS RECYCLERS  L.L.C.,OKLAHOMA CITY,OKLAHOMA,801. S. AGNEW,OK,
          ,OKLAHOMA,,N,,35.456234,-97.554677
FRS,110022601978,110022601978,RIVER OAKS GOLF CLUB,EDMOND,OKLAHOMA,10909 CLUBHOUSE ROAD,OK,73013,OKLAHOMA,,N,,35.580186,-97.411679
FRS,110022602012,110022602012,ROBERT YOUNG PROPERTIES,MIDWEST CITY,OKLAHOMA,124 RICHARDS,OK,73130,OKLAHOMA,,N,,35.464757,-97.360577
FRS,110022602049,110022602049,BLUES #3,HARRAH,OKLAHOMA,2810 S DOBBS,OK,73045,OKLAHOMA,,N,,35.437111,-97.177102
FRS,110022602174,110022602174,T55054,OKLAHOMA CITY,OKLAHOMA,NE 5TH & LINDSAY,OK,
          ,OKLAHOMA,,N,,35.472857,-97.500862
FRS,110022602236,110022602236,DOLESE EDMOND BATCH PLANT,EDMOND,OKLAHOMA,104 WEST MAIN ST,OK,73003,OKLAHOMA,,N,,35.655503,-97.483434
FRS,110022602922,110022602922,COUGHLIN EQUIPMENT OLD SITE,ELK CITY,BECKHAM,101 INDUSTRIAL PARKWAY,OK,73654,OKLAHOMA,,N,,35.374786,-99.39978
FRS,110022603048,110022603048,EDIES CHICKEN & PIZZA,CHOCTAW,OKLAHOMA,12513 NE 23RD,OK,73020,OKLAHOMA,,N,,35.493162,-97.309367
FRS,110022603084,110022603084,DOLESE ELK CITY #1 BATCH PLANT,ELK CITY,BECKHAM,105 EAST SEVENTH STREET,OK,73644,OKLAHOMA,,N,,35.407406,-99.404776
FRS,110022603351,110022603351,SHAW S GULF BUY-N-BYE #4,STILLWATER,PAYNE,321 HALL OF FAME ROAD,OK,74075,OKLAHOMA,,N,,36.126833,-97.054464
FRS,110022603841,110022603841,STAR VALLEY MHP,STILLWATER,PAYNE,4101 E. LAKEVIEW ROAD,OK,74075,OKLAHOMA,,N,,36.145206,-97.004317
FRS,110022608702,110022608702,T55195,OKLAHOMA CITY,OKLAHOMA,1145 SW 29TH,OK,
          ,OKLAHOMA,,N,,35.435323,-97.535714
FRS,110022530037,110022530037,ST JOHNS MEDICAL CENTER,TULSA,TULSA,218 W 6TH,OK,74119,OKLAHOMA,,N,,36.149502,-95.992091
FRS,110022604608,110022604608,T55261,OKLAHOMA CITY,OKLAHOMA,2200 NE 16TH TERRACE,OK,
          ,OKLAHOMA,,N,,35.485368,-97.472944
FRS,110022608864,110022608864,T55204,OKLAHOMA CITY,OKLAHOMA,1506 S. INDIANA,OK,73018,OKLAHOMA,,N,,35.450776,-97.540529
FRS,110022641042,110022641042,BRIGGS REFRIGERATION,WOODWARD,WOODWARD,4009 22ND ST,OK,73801,OKLAHOMA,,N,,36.404393,-99.407384
FRS,110022641060,110022641060,CARPENTER MOBILE VILLA,WOODWARD,WOODWARD,5819 OKLAHOMA AVE,OK,73801,OKLAHOMA,,N,,36.433555,-99.458855
FRS,110022605466,110022605466,MEADOWRIDGE MHP,SHAWNEE,POTTAWATOMIE,1701 EAST FARRALL LOT 1-A,OK,74801,OKLAHOMA,,N,,35.32178,-96.899397
FRS,110022606232,110022606232,SHADY VALLEY MHP,SHAWNEE,POTTAWATOMIE,13804 COKER RD,OK,74804,OKLAHOMA,,N,,35.364798,-96.982982
FRS,110022639625,110022639625,BUCKHORN,OKLAHOMA CITY,OKLAHOMA,6619 S WESTERN,OK,73139,OKLAHOMA,,N,,35.400235,-97.530134
FRS,110022608329,110022608329,JANET MARPLE TP,ELK CITY,BECKHAM,2312 E 3RD,OK,73644,OKLAHOMA,,N,,35.411648,-99.42959
FRS,110022608427,110022608427,T55180,OKLAHOMA CITY,OKLAHOMA,1120 S. MCKINLEY,OK,
          ,OKLAHOMA,,N,,35.454379,-97.5367
FRS,110022611299,110022611299,RICHBOURNE PETROLEUM INC.,PRYOR,MAYES,ONE SW 3RD STREET,OK,
          ,OKLAHOMA,,N,,36.302373,-95.320588
FRS,110022611306,110022611306,ROCK CREEK 10 HOMEOWNER ASSN,TULSA,TULSA,5506 S 32ND W AVE,OK,74107,OKLAHOMA,,N,,36.083951,-96.02828
FRS,110022608052,110022608052,TILLERY WESTSIDE PHILLIPS 66,ELK CITY,BECKHAM,2624 W. 3RD ST.,OK,73644,OKLAHOMA,,N,,35.41166,-99.434026
FRS,110022608132,110022608132,FORMER WALTER FERGUSON OIL CO,ELK CITY,BECKHAM,1032 WEST 3RD,OK,73644,OKLAHOMA,,N,,35.411687,-99.416577
FRS,110022608463,110022608463,T55182,OKLAHOMA CITY,OKLAHOMA,2540 W. MAIN,OK,73107,OKLAHOMA,,N,,35.468137,-97.557642
FRS,110022608506,110022608506,T55184,OKLAHOMA CITY,OKLAHOMA,512 SE 12TH ST.,OK,73119,OKLAHOMA,,N,,35.452652,-97.503225
FRS,110022609756,110022609756,MYLU COAL CO. MINE #2,TULSA,TULSA,1887 E. 71ST ST,OK,74136,OKLAHOMA,,N,,36.060943,-95.963553
FRS,110022610708,110022610708,CORBETT GENERAL STORE,LEXINGTON,CLEVELAND,18401 144TH,OK,73051,OKLAHOMA,,N,,34.995615,-97.230153
FRS,110022614018,110022614018,TEXACO STAR MART 43-013-040,MIDWEST CITY,OKLAHOMA,7001 SE 29TH STREET,OK,73110,OKLAHOMA,,N,,35.435364,-97.405975
FRS,110022614125,110022614125,TEXACO SVC STN # 43-013-053,OKLAHOMA CITY,OKLAHOMA,501 S. MERIDIAN,OK,
          ,OKLAHOMA,,N,,35.46136,-97.601305
FRS,110022612859,110022612859,ALS GAS,OKLAHOMA CITY,OKLAHOMA,6620 NE 23RD,OK,73141,OKLAHOMA,,N,,35.493129,-97.413881
FRS,110022613331,110022613331,GAIL ROOMS MHP,CHOCTAW,OKLAHOMA,14451 SE 29TH,OK,73020,OKLAHOMA,,N,,35.436405,-97.275909
FRS,110022613377,110022613377,GARDEN OAKS MHP,OKLAHOMA CITY,OKLAHOMA,7800 S SANTA FE,OK,73139,OKLAHOMA,,N,,35.389063,-97.512447
FRS,110022613803,110022613803,GREEN MEADOW MHP,MIDWEST CITY,OKLAHOMA,8808 SE 33 RD STREET,OK,73110,OKLAHOMA,,N,,35.431567,-97.375074
FRS,110022613929,110022613929,GREEN PASTURES SCHOOL,SPENCER,OKLAHOMA,4300 N POST RD,OK,73084,OKLAHOMA,,N,,35.513941,-97.353161
FRS,110022613956,110022613956,MURRAY STATE COLLEGE,TISHOMINGO,JOHNSTON,ONE MURRAY CAMPUS,OK,73460,OKLAHOMA,,N,,34.223386,-96.67851
FRS,110022614278,110022614278,BIOENGINEERING RESOURCES  INC,PONCA CITY,KAY,1006 E. OAKLAND,OK,74601,OKLAHOMA,,N,,36.66609,-97.071667
FRS,110022614205,110022614205,AMERICAN LEGION CHILDRENS HOME,PONCA CITY,KAY,1300 SUMMERS PLACE,OK,74604,OKLAHOMA,,N,,36.718604,-97.036895
FRS,110022615008,110022615008,KIOWA COUNTY/CCSWDA TRANSFER STATION,HOBART,KIOWA,523 S. BROADWAY,OK,73651,OKLAHOMA,,N,,35.033186,-99.095773
FRS,110022578851,110022578851,WINDMILL MHP,TULSA,CREEK,8703 W 81ST,OK,74131,OKLAHOMA,,N,,36.046608,-96.089356
FRS,110022617630,110022617630,CHROMIUM PLATING COMPANY,TULSA,TULSA,412 N. CHEYENNE,OK,74101,OKLAHOMA,,N,,36.159567,-95.997263
FRS,110022617649,110022617649,DUROY DAY CARE CENTER,NEWALLA,CLEVELAND,42 WALNUT,OK,74857,OKLAHOMA,,N,,35.302042,-97.160766
FRS,110022617658,110022617658,CHURCH OF GOD WWT,TULSA,TULSA,641 S 129TH E AVE,OK,74108,OKLAHOMA,,N,,36.15217,-95.833289
FRS,110022617710,110022617710,BAGWELLS SUPER B #3,MOORE,OKLAHOMA,15000 S. ANDERSON RD,OK,73165,OKLAHOMA,,N,,35.319555,-97.318155
FRS,110022621484,110022621484,GIBSON OIL CO./PHILLIPS 66,ANADARKO,CADDO,615 E. CENTRAL,OK,73005,OKLAHOMA,,N,,35.072422,-98.25047
FRS,110022619219,110022619219,TALOGA,TALOGA,DEWEY,MAIN & BROADWAY,OK,73667,OKLAHOMA,,N,,36.039746,-98.96404
FRS,110022578389,110022578389,PICHER WWT,PICHER,OTTAWA,120 SOUTH FRANCIS,OK,74360,OKLAHOMA,,N,,36.98412,-94.829972
FRS,110022583952,110022583952,AMERICAN GOLF CORP,BIXBY,TULSA,14115 S. YALE AVE,OK,74008,OKLAHOMA,,N,,35.958899,-95.922261
FRS,110022584853,110022584853,OK NAT L GUARD ARMORY WWT,SAPULPA,CREEK,13 N. SAHOMA LAKE ROAD,OK,74066,OKLAHOMA,,N,,35.995142,-96.129893
FRS,110022584924,110022584924,COOKS HILLTOP,CHOCTAW,OKLAHOMA,14451 SE 29,OK,73020,OKLAHOMA,,N,,35.435402,-97.275808
FRS,110022584381,110022584381,CARROLL MHP,TAHLEQUAH,CHEROKEE,212 N MUSKOGEE,OK,74464,OKLAHOMA,,N,,35.914426,-94.970332
FRS,110022585585,110022585585,CLEVELAND NORTH WWT,CLEVELAND,PAWNEE,105 NORTH DIVISION,OK,74020,OKLAHOMA,,N,,36.308991,-96.465296
FRS,110022585754,110022585754,FIZZ O WATER CO,TULSA,TULSA,809 N LEWIS,OK,74110,OKLAHOMA,,N,,36.16638,-95.956912
FRS,110022585941,110022585941,GENERAL WIRE & SUPPLY CO.  INC,TULSA,TULSA,1800 SOUTH 81ST WEST AVE,OK,74101,OKLAHOMA,,N,,36.136356,-96.083463
FRS,110022623366,110022623366,MAPCO PETROLEUM  INC.,OKLAHOMA CITY,OKLAHOMA,1800 N. PORTLAND AVE,OK,
          ,OKLAHOMA,,N,,35.487124,-97.583258
FRS,110022623464,110022623464,MCMILLAN MHP,OKLAHOMA CITY,OKLAHOMA,2601 NE 63RD,OK,73111,OKLAHOMA,,N,,35.536822,-97.466281
FRS,110022623552,110022623552,MIDWAY MKT,MIDWEST CITY,OKLAHOMA,115 S WESTMINSTER,OK,73130,OKLAHOMA,,N,,35.463464,-97.335677
FRS,110022623776,110022623776,ENID MOTEL,ENID,GARFIELD,3307 NORTH 4TH,OK,73701,OKLAHOMA,,N,,36.429155,-97.872816
FRS,110022587459,110022587459,ALTUS CENTRAL GARAGE,ALTUS,JACKSON,521 S. LEE ST,OK,
          ,OKLAHOMA,,N,,34.633412,-99.336688
FRS,110022587850,110022587850,FORESEE READY MIX CHECOTAH  PLANT,CHECOTAH,MCINTOSH,617 NE MAIN,OK,74426,OKLAHOMA,,N,,35.473927,-95.51789
FRS,110022588591,110022588591,T72036,OWASSO,TULSA,7601 N. MEMORIAL,OK,74055,OKLAHOMA,,N,,36.264015,-95.883905
FRS,110022588840,110022588840,TIMBER BROOK WWT,MOUNDS,CREEK,20800 SOUTH BRADEN,OK,74047,OKLAHOMA,,N,,35.860522,-95.923329
FRS,110022586735,110022586735,OKLAHOMA STATE REFORMATORY,GRANITE,GREER,1700 EAST FIRST STREET,OK,73547,OKLAHOMA,,N,,34.972493,-99.336135
FRS,110022587048,110022587048,BUDGET INN,SHAWNEE,POTTAWATOMIE,14204 HIGHWAY 177,OK,74801,OKLAHOMA,,N,,35.36048,-96.96918
FRS,110022623133,110022623133,FINA RESERVE RETAIL FAC. #9436,MIDWEST CITY,OKLAHOMA,6811 SE 15TH STREET,OK,73110,OKLAHOMA,,N,,35.449766,-97.408445
FRS,110022589304,110022589304,MR PIZZA,HARRAH,OKLAHOMA,19751 NE 23,OK,73045,OKLAHOMA,,N,,35.49319,-97.180822
FRS,110022590445,110022590445,BOB BURK 66 SERVICE STATION,STILLWATER,PAYNE,724 N MAIN,OK,
          ,OKLAHOMA,N,N,,36.129913,-97.058857
FRS,110022590622,110022590622,MIDWEST MARBLE COMPANY,TULSA,TULSA,510 SOUTH QUINCY AVE.,OK,74120,OKLAHOMA,,N,,36.154637,-95.973752
FRS,110022625523,110022625523,COASTAL MART NO. 9665,EL RENO,CANADIAN,1524 WEST ELM STREET,OK,73036,OKLAHOMA,,N,,35.522405,-97.97092
FRS,110022625532,110022625532,CROSSROADS MHP,OKLAHOMA CITY,OKLAHOMA,2130 SE 59TH,OK,73135,OKLAHOMA,,N,,35.406224,-97.473304
FRS,110022586325,110022586325,HILAND DAIRY WWT,TULSA,TULSA,15725 E. ADMIRAL PL,OK,74134,OKLAHOMA,,N,,36.160753,-95.801676
FRS,110022626997,110022626997,T14034,OKLAHOMA CITY,CLEVELAND,12917 OLYMPIA DR.,OK,
          ,OKLAHOMA,,N,,35.339482,-97.319442
FRS,110022627558,110022627558,SULLIVANT MEMORIAL RETREAT,NORMAN,CLEVELAND,601 84TH AVE SE,OK,73071,OKLAHOMA,,N,,35.210101,-97.317952
FRS,110022592693,110022592693,AVRITT,WEATHERFORD,CUSTER,608 N. 5TH ST.,OK,73096-2818,OKLAHOMA,,N,,35.531209,-98.71453
FRS,110022625649,110022625649,MADDISCHE EST WWT,LAWTON,COMANCHE,216 SE  J  AVENUE,OK,73501,OKLAHOMA,,N,,34.597519,-98.380526
FRS,110022625738,110022625738,MCKINNEY SYSTEM WATER ASSN,LAWTON,COMANCHE,6602 SE BISHOP ROAD,OK,73501,OKLAHOMA,,N,,34.5797,-98.307952
FRS,110022626416,110022626416,ASSOC CHRISTIAN CAMP,ANADARKO,CADDO,406 SW MISSION,OK,73005,OKLAHOMA,,N,,35.073125,-98.251871
FRS,110022592167,110022592167,NAMEPLATES  INC.,TULSA,TULSA,1410 E. 4TH STREET,OK,74104,OKLAHOMA,,N,,36.15568,-95.967093
FRS,110022624445,110022624445,JOSEPHINE SMITH PARK,FAIRLAND,OTTAWA,14801 S. HIGHWAY 137,OK,74343,OKLAHOMA,,N,,36.819195,-94.78832
FRS,110022626728,110022626728,TOWER RD WATER ASSN,LAWTON,COMANCHE,2521 SE TOWER RD,OK,73501,OKLAHOMA,,N,,34.592988,-98.361133
FRS,110022595912,110022595912,MID-CONTINENT CONCRETE CO,WAGONER,WAGONER,9TH & DEWEY,OK,74467,OKLAHOMA,,N,,35.951277,-95.395142
FRS,110022592345,110022592345,OKLAHOMA TANK LINES TULSA FAC,TULSA,TULSA,4935 W. 21ST ST.,OK,74107,OKLAHOMA,,N,,36.133494,-96.047668
FRS,110022627914,110022627914,HOWELL,LAWTON,COMANCHE,2408 SW CORNELL,OK,73501,OKLAHOMA,,N,,34.607885,-98.425539
FRS,110022628851,110022628851,NICOMA PARK INTERMEDIATE SCHOO,CHOCTAW,OKLAHOMA,12880 NE 10TH STREET,OK,73020,OKLAHOMA,,N,,35.478673,-97.301693
FRS,110022595146,110022595146,DEWEY PWA WWTF,DEWEY,WASHINGTON,411 E DON TAYLOR,OK,74029,OKLAHOMA,,N,,36.799106,-95.9368
FRS,110022629075,110022629075,NOAKES CHRISTIAN DAY CARE,CHOCTAW,OKLAHOMA,5141 HART LANE,OK,73020,OKLAHOMA,,N,,35.523309,-97.288883
FRS,110022629119,110022629119,NORTHWEST MOBILE HOME VILL,BETHANY,OKLAHOMA,5220 DOUGLAS CIRCLE,OK,73008,OKLAHOMA,,N,,35.523285,-97.627469
FRS,110022629128,110022629128,NW 16TH TRAILER PARK,OKLAHOMA CITY,OKLAHOMA,5705 NW 16TH STREET,OK,73127,OKLAHOMA,,N,,35.486058,-97.616298
FRS,110022595556,110022595556,STEWARTS MHP,HARRAH,OKLAHOMA,21068 EAST RENO,OK,73045,OKLAHOMA,,N,,35.463971,-97.158431
FRS,110022631339,110022631339,ERNIE S PALACE,OKLAHOMA CITY,CANADIAN,2200 N. ANN ARBOR AVE,OK,73099,OKLAHOMA,,N,,35.491511,-97.60996
FRS,110022596476,110022596476,SPEEDWAY TRANSPORTATION  INC.,OKLAHOMA CITY,OKLAHOMA,2512 EXCHANGE,OK,
          ,OKLAHOMA,,N,,35.45268,-97.558347
FRS,110022631552,110022631552,HAVEN HOME FOR WOMEN,EL RENO,CANADIAN,200 S BICKFORD,OK,73036,OKLAHOMA,,N,,35.53231,-97.953761
FRS,110022629636,110022629636,COUNTRY HOME MEAT COMPANY,EDMOND,OKLAHOMA,2701 E WATERLOO ROAD,OK,73034,OKLAHOMA,,N,,35.725286,-97.445641
FRS,110022880015,110022880015,ROBERT KARRIKER,NORMAN,CLEVELAND,809 ELMWOOD,OK,730726122,OKLAHOMA,,N,,35.200792,-97.452189
FRS,110022595618,110022595618,SHANGRI LA MHP,MIDWEST CITY,OKLAHOMA,1620 S DOUGLAS BLVD,OK,73130,OKLAHOMA,,N,,35.448016,-97.370761
FRS,110022597974,110022597974,CROSSTIMBER MOBLIE HOME PARK,WEATHERFORD,CUSTER,823 TERRACE DRIVE,OK,73096,OKLAHOMA,,N,,35.537001,-98.692467
FRS,110022596948,110022596948,OZARK WATER INC,MUSKOGEE,MUSKOGEE,2609 W SHAWNEE,OK,74401,OKLAHOMA,,N,,35.769506,-95.396211
FRS,110022630170,110022630170,PONDEROSA QUICK STOP,OKLAHOMA CITY,OKLAHOMA,7410 S ANDERSON,OK,73150,OKLAHOMA,,N,,35.392378,-97.31773
FRS,110022630358,110022630358,SCHWARZ READY MIX EL RENO PLANT,EL RENO,CANADIAN,114 WEST ELM STREET,OK,73036,OKLAHOMA,,N,,35.522354,-97.953431
FRS,110022631963,110022631963,WARDS,LAWTON,COMANCHE,907 SW 5TH,OK,73501,OKLAHOMA,,N,,34.59838,-98.39522
FRS,110022600416,110022600416,HIGHLAND MEADOWS HOA WWT,PONCA CITY,KAY,#9 MISTY ISLE,OK,74604,OKLAHOMA,,N,,36.713923,-96.940581
FRS,110022600737,110022600737,GIBBLE STATION,PERRY,NOBLE,408 CEDAR STREET,OK,73077,OKLAHOMA,,N,,36.285945,-97.282066
FRS,110022600764,110022600764,J L MOTORS,PERRY,NOBLE,600 FIR STREET,OK,73077,OKLAHOMA,,N,,36.289613,-97.287357
FRS,110022632347,110022632347,DALSTON MOBILE HOME PARK,LAWTON,COMANCHE,1420 SW TOWER ROAD,OK,73501,OKLAHOMA,,N,,34.594057,-98.361149
FRS,110022632604,110022632604,VALLEY VIEW MHP,CHICKASHA,GRADY,1924 SOUTH 4TH,OK,73018,OKLAHOMA,,N,,35.031403,-97.935032
FRS,110022633961,110022633961,HENDERSON MIDWAY GAS & GROCERY,CHANDLER,LINCOLN,1024 MANVEL,OK,74834,OKLAHOMA,,N,,35.700293,-96.880759
FRS,110022636717,110022636717,LAWTON,LAWTON,COMANCHE,103 SOUTH 4TH STREET,OK,73501,OKLAHOMA,,N,,34.607492,-98.393625
FRS,110022635754,110022635754,CHICKASAW GAMING CENTER WWT,MARIETTA,LOVE,223 WEST MAIN,OK,73448,OKLAHOMA,,N,,33.937205,-97.118166
FRS,110022603985,110022603985,INDIAN HILLS INN WWT,NORMAN,CLEVELAND,6221 NORTH INTERSTATE DRIVE,OK,73069,OKLAHOMA,,N,,35.224005,-97.485116
FRS,110022635969,110022635969,CANADIAN CO WATER AUTHORITY,EL RENO,CANADIAN,17211 DARREN AVENUE,OK,73036,OKLAHOMA,,N,,35.510815,-97.850262
FRS,110022637397,110022637397,NORTH ENID WWT,ENID,GARFIELD,404 KANSAS,OK,73701,OKLAHOMA,,N,,36.435477,-97.870288
FRS,110022637967,110022637967,CURVE GAS AND DELI,CHEROKEE,MAJOR,123 SOUTH GRAND,OK,73728,OKLAHOMA,,N,,36.757856,-98.357241
FRS,110022606973,110022606973,T33001,ALTUS,JACKSON,1100 WEST BROADWAY,OK,73521,OKLAHOMA,,N,,34.637757,-99.34613
FRS,110022638831,110022638831,T76001,WAYNOKA,WOODS,102 W. SANTE FE,OK,73860,OKLAHOMA,,N,,36.584666,-98.882458
FRS,110022639215,110022639215,JACK GRIFFIN MHP EAST,OKLAHOMA CITY,OKLAHOMA,9024 SE 29TH,OK,73109,OKLAHOMA,,N,,35.435176,-97.369198
FRS,110022595173,110022595173,RANCH STEAKHOUSE,ELK CITY,BECKHAM,RT 2,OK,73644,OKLAHOMA,,N,,35.412794,-99.423168
FRS,110022618096,110022618096,HEADSTART DAYCARE,NORMAN,CLEVELAND,1000 168TH AVE NE,OK,73071,OKLAHOMA,,N,,35.230164,-97.194476
FRS,110022618265,110022618265,CULLIGAN BOTTLED WATER PLANT,EL RENO,CANADIAN,301 WEST ELM,OK,73036,OKLAHOMA,,N,,35.522348,-97.955978
FRS,110022617872,110022617872,FRANKLIN DAY CARE CENTER,NORMAN,CLEVELAND,9629 E FRANKLIN RD,OK,73069,OKLAHOMA,,N,,35.276297,-97.300184
FRS,110032904739,110032904739,HEAVENER  OKLAHOMA FACILITY,HEAVENER,LE FLORE,403 WEST FIRST ST,OK,74937,OKLAHOMA,,,,34.891433,-94.603025
FRS,110011821993,110011821993,LOOKEBA-SICKLES PUBLIC SCHOOLS,LOOKEBA,CADDO,WEST OF LOOKEBA,OK,73053,OKLAHOMA,,N,,35.360841,-98.3646
FRS,110022634372,110022634372,PAN ENERGY,EDMOND,OKLAHOMA,12600 S. BRYANT,OK,73034,OKLAHOMA,,N,,35.738539,-97.460422
FRS,110032744190,110032744190,CLEAN HARBORS OK AG COLLECTION,DURANT,BRYAN,210 N KATY ST,OK,74701,OKLAHOMA,N,N,,33.992362,-96.374704
FRS,110022629253,110022629253,S40011,POTEAU,LE FLORE,LEFLORE COUNTY CLEAN-UP,OK,74953,OKLAHOMA,,N,,35.052867,-94.6246
FRS,110014005334,110014005334,MOBIL EXPLORATION & PRODUCING U.S.,GOODWELL,TEXAS,IN TOWN OF,OK,73939,OKLAHOMA,N,N,,36.594704,-101.633233
FRS,110007730606,110007730606,WOODLAND ANIMAL HOSP,COMANCHE,STEPHENS,ROUTE #2,OK,73529,OKLAHOMA,,N,,34.365772,-97.96295
FRS,110007728147,110007728147,SUN OIL CO HEALDTON WHSE,HEALDTON,CARTER,2M W,OK,73438,OKLAHOMA,,N,,34.222781,-97.485483
FRS,110022629770,110022629770,KAUK STORE,LEEDEY,DEWEY,RT 4,OK,73654,OKLAHOMA,,N,,35.870096,-99.343766
FRS,110037075740,110037075740,ROBINOWITZ OIL,TULSA,TULSA,4200 EAST SKELLY DRIVE  SUITE 620,OK,74135,OKLAHOMA,,N,,36.090896,-95.92867
FRS,110035852805,110035852805,WINDSTREAM BARNSDALL CENTRAL OFFICE/SWITCH,BARNSDALL,OSAGE,120 N. 5TH STREET,OK,74002,OKLAHOMA,,N,,36.56205,-96.161774
FRS,110022610753,110022610753,GRANDVIEW SCHOOL,COMANCHE,STEPHENS,RT 1,OK,73529,OKLAHOMA,,N,,34.366798,-97.961538
FRS,110011013009,110011013009,VALL INC.  FINISH #1-#2,GOODWELL,TEXAS,AT GOODWELL,OK,73939,OKLAHOMA,,N,,36.598886,-101.627817
FRS,110024434450,110024434450,WAL-MART SUPERCENTER #113,CHICKASHA,GRADY,2001 S 1ST ST,OK,73018,OKLAHOMA,,N,,35.030521,-97.932564
FRS,110022607213,110022607213,GLENDAS BAIT & TACKLE,BLANCHARD,MCCLAIN,RT 2,OK,73010,OKLAHOMA,,N,,35.137929,-97.656542
FRS,110022629930,110022629930,QUARTZ MOUNTAIN MOTEL,LONE WOLF,KIOWA,RT 1,OK,73655,OKLAHOMA,,N,,34.993892,-99.24526
FRS,110022600443,110022600443,HILLSIDE COTTAGES,PONCA CITY,KAY,GENERAL DELIVERY,OK,74601,OKLAHOMA,,N,,36.724293,-97.094523
FRS,110022584951,110022584951,PARAGON INDUSTRIES INC,SAPULPA,CREEK,ROUTE 3 BOX 331,OK,74066,OKLAHOMA,,N,,35.973521,-96.242859
FRS,110024539677,110024539677,DUNG PHAMTOM DBA D A HANDY,OKLAHOMA CITY,OKLAHOMA,1113 NW 28TH ST,OK,73106,OKLAHOMA,,N,,35.498509,-97.530186
FRS,110022578067,110022578067,VALLEY HIGH MHP,SAPULPA,CREEK,RT 2 BOX 224,OK,74066,OKLAHOMA,,N,,35.973521,-96.242859
FRS,110022598189,110022598189,LEWIS PROPERTY MANAGEMENT,STILLWATER,PAYNE,5253 S MAIN,OK,74074,OKLAHOMA,,N,,36.103326,-97.058489
FRS,110014418549,110014418549,MIKE ROWE,HENRYETTA,OKMULGEE,RT 2,OK,74437,OKLAHOMA,,N,,35.487068,-95.846592
FRS,110022608579,110022608579,COBLES SERVICE STATION,BURBANK,OSAGE,RT 1,OK,74633,OKLAHOMA,N,N,,36.781966,-96.654799
FRS,110012864365,110012864365,CANTON,CANTON,BLAINE,301 N GARFIELD ST,OK,73724,OKLAHOMA,,N,,36.055763,-98.592016
FRS,110024887265,110024887265,AZTEC MARBLE CO INC,BROKEN ARROW,TULSA,717 S 8TH ST,OK,74012,OKLAHOMA,,N,,36.04401,-95.781212
FRS,110011689011,110011689011,LEACH PUBLIC SCHOOLS,TWIN OAKS,DELAWARE,HWY 412,OK,74368,OKLAHOMA,,N,,36.2117,-94.851373
FRS,110037441015,110037441015,SISK ENVIRONMENTAL SERVICES,YUKON,CANADIAN,400 MAXI CT SUITE 3,OK,73099,OKLAHOMA,N,N,,35.504531,-97.735092
FRS,110010777793,110010777793,ZION ELEMENTARY SCHOOL,STILWELL,ADAIR,RR#1,OK,74960,OKLAHOMA,,N,,35.818291,-94.626452
FRS,110007729814,110007729814,CARL-BUILT INC,CHICKASHA,GRADY,INDUSTRIAL PARK,OK,73018,OKLAHOMA,,N,,35.033681,-97.95507
FRS,110010745532,110010745532,CEJA CORP,TULSA,TULSA,4400 ONE WILLIAMS CTR,OK,741720144,OKLAHOMA,,Y,,36.154953,-95.991463
FRS,110037036677,110037036677,CONOCOPHILLIPS PIPELINE CO/PONCA CITY PIPELINE ACTIVITIES,PONCA CITY,KAY,1000 S PINE ST,OK,74601,OKLAHOMA,N,N,,36.693487,-97.086944
FRS,110022584755,110022584755,FULL GOSPEL CAMP,WYANDOTTE,OTTAWA,RT 1,OK,74370,OKLAHOMA,,N,,36.792665,-94.726472
FRS,110009433434,110009433434,ELTRA CORP-PRESTOLITE BATTERY DIVISION,OKLAHOMA CITY,OKLAHOMA,600 SW 3RD ST,OK,73125,OKLAHOMA,,N,,35.462103,-97.52266
FRS,110032991289,110032991289,OKLAHOMA REFINING COMPANY-CYRIL PLANT,CYRIL,CADDO,W MAIN STREET,OK,73029,OKLAHOMA,N,N,,35.07555,-98.249344
FRS,110014424140,110014424140,GREENWAY ENVIRONMENTAL INCORPORATED,HASKELL,MUSKOGEE,RT 2 BOX 71,OK,74436,OKLAHOMA,,N,,35.875,-95.75
