
  Program ces (A Construction Engineering Survey format)	(11/26/91) 			 Tue Aug 24 10:37:16 2004
  Site coordinates for beamline:  input_ces_v2
  NOTES: Coordinates are given for the entrance of the device in DUSAF coordinate system.
         Site +x-axis (EAST); site +y-axis (NORTH);  Site z-axis (ELEVATION)
         Positive bearing is ccw wrt site EAST.
         Pitch is the vertical angle about the x-y plane. 

 line  location  typ_code        distance           x              y             z            brng       pitch        yaw    
 0256  VT114     MIH-OR           748.42318   100677.98148   97595.55914     665.38056   152.20681    -8.95017     0.00000
 0257  MICR_D    DRIFT            749.42317   100677.10763   97596.01974     665.22498   152.20681    -8.95017     0.00000
 0258  DV2T13    drift            749.72524   100676.84366   97596.15888     665.17797   152.20681    -8.95017     0.00000
 0259  MICR_U    DRIFT            749.83495   100676.74779   97596.20940     665.16091   152.20681    -8.95017     0.00000
 0260  HT114     MIHC-O           750.32452   100676.31997   97596.43489     665.08476   152.20681    -8.95017     0.00000
 0261  MICR_D    DRIFT            751.32451   100675.44609   97596.89549     664.92918   152.20681    -8.95017     0.00000
 0262  Q12_UP    DRIFT            751.62661   100675.18211   97597.03463     664.88217   152.20681    -8.95017     0.00000
 0263  HQF114    3Q120/2          752.19951   100674.68146   97597.29854     664.79306   152.20681    -8.95017     0.00000
 0264  HQF114    3Q120/2          757.19950   100670.31214   97599.60155     664.01517   152.20681    -8.95017     0.00000
 0265  Q12_DN    DRIFT            762.19949   100665.94283   97601.90457     663.23729   152.20681    -8.95017     0.00000
 0266  BPM_UP    DRIFT            762.62659   100665.56960   97602.10128     663.17085   152.20681    -8.95017     0.00000
 0267  HP114     BPM              762.90159   100665.32931   97602.22793     663.12807   152.20681    -8.95017     0.00000
 0268  BPM_DN    DRIFT            763.43492   100664.86324   97602.47359     663.04510   152.20681    -8.95017     0.00000
 0269  SFOUR_    adapter          763.54326   100664.76858   97602.52350     663.02823   152.20681    -8.95017     0.00000
 0270  PM114     MUWIRE           763.68909   100664.64112   97602.59065     663.00556   152.20681    -8.95017     0.00000
 0271  V14_UP    drift            765.02242   100663.47597   97603.20479     662.79812   152.20681    -8.95017     0.00000
 0272  IP114A    ionpump          765.54571   100663.01869   97603.44584     662.71672   152.20681    -8.95017     0.00000
 0273  P114SE    drift            766.04571   100662.58178   97603.67612     662.63893   152.20681    -8.95017     0.00000
 0274  IP114B    ionpump          780.52485   100649.92892   97610.34526     660.38634   152.20681    -8.95017     0.00000
 0275  P114SE    drift            781.02485   100649.49197   97610.57558     660.30855   152.20681    -8.95017     0.00000
 0276  IP114C    ionpump          795.50402   100636.83915   97617.24473     658.05597   152.20681    -8.95017     0.00000
 0277  P114SE    drift            796.00402   100636.40220   97617.47504     657.97818   152.20681    -8.95017     0.00000
 0278  IP114D    ionpump          810.48319   100623.74938   97624.14419     655.72556   152.20681    -8.95017     0.00000
 0279  ........  drift            810.98319   100623.31243   97624.37447     655.64777   152.20681    -8.95017     0.00000
 0280  BPM_UP    DRIFT            811.50648   100622.85515   97624.61551     655.56637   152.20681    -8.95017     0.00000
 0281  HP115     BPM              811.78148   100622.61483   97624.74218     655.52359   152.20681    -8.95017     0.00000
 0282  BPM_DN    DRIFT            812.31481   100622.14879   97624.98782     655.44062   152.20681    -8.95017     0.00000
 0283  SFOUR_    adapter          812.42315   100622.05410   97625.03772     655.42375   152.20681    -8.95017     0.00000
 0284  PM115     MUWIRE           812.56898   100621.92668   97625.10491     655.40108   152.20681    -8.95017     0.00000
 0285  SFOUR_    adapter          813.90231   100620.76152   97625.71905     655.19364   152.20681    -8.95017     0.00000
 0286  Q60_UP    DRIFT            814.04814   100620.63409   97625.78621     655.17097   152.20681    -8.95017     0.00000
 0287  HQF115    3Q60/2           814.50647   100620.23357   97625.99733     655.09964   152.20681    -8.95017     0.00000
 0288  HQF115    3Q60/2           817.00647   100618.04889   97627.14881     654.71070   152.20681    -8.95017     0.00000
 0289  Q60_DN    DRIFT            819.50646   100615.86425   97628.30031     654.32179   152.20681    -8.95017     0.00000
 0290  MICR_U    DRIFT            820.04813   100615.39089   97628.54982     654.23750   152.20681    -8.95017     0.00000
 0291  HT115     MIHC             820.53770   100614.96307   97628.77531     654.16136   152.20681    -8.95017     0.00000
 0292  MICR_D    DRIFT            821.53769   100614.08919   97629.23594     654.00578   152.20681    -8.95017     0.00000
 0293  V15_UP    drift            821.83979   100613.82522   97629.37508     653.95876   152.20681    -8.95017     0.00000
 0294  IP115A    ionpump          822.10666   100613.59201   97629.49798     653.91726   152.20681    -8.95017     0.00000
 0295  P115SE    drift            822.60666   100613.15511   97629.72830     653.83947   152.20681    -8.95017     0.00000
 0296  MVA15A    valve            839.78917   100598.13988   97637.64262     651.16628   152.20681    -8.95017     0.00000
 0297  MVA15B    valve            840.28917   100597.70297   97637.87290     651.08853   152.20681    -8.95017     0.00000
 0298  PG115     gauge            840.78916   100597.26603   97638.10321     651.01074   152.20681    -8.95017     0.00000
 0299  IP115B    ionpump          841.28916   100596.82909   97638.33350     650.93295   152.20681    -8.95017     0.00000
 0300  V15_DN    drift            841.78916   100596.39218   97638.56381     650.85516   152.20681    -8.95017     0.00000
 0301  BPM_UP    DRIFT            842.05603   100596.15898   97638.68674     650.81363   152.20681    -8.95017     0.00000
 0302  VP116     BPM              842.33103   100595.91866   97638.81338     650.77084   152.20681    -8.95017     0.00000
 0303  BPM_DN    DRIFT            842.86436   100595.45258   97639.05905     650.68787   152.20681    -8.95017     0.00000
 0304  Q12_UP    DRIFT            842.97269   100595.35793   97639.10895     650.67101   152.20681    -8.95017     0.00000
 0305  HQD116    3Q120/2          843.54559   100594.85727   97639.37283     650.58190   152.20681    -8.95017     0.00000
 0306  HQD116    3Q120/2          848.54558   100590.48796   97641.67584     649.80402   152.20681    -8.95017     0.00000
 0307  Q12_DN    DRIFT            853.54557   100586.11864   97643.97886     649.02613   152.20681    -8.95017     0.00000
 0308  MICR_U    DRIFT            853.97267   100585.74542   97644.17558     648.95969   152.20681    -8.95017     0.00000
 0309  VT116     MIHC-R           854.46223   100585.31760   97644.40107     648.88354   152.20681    -8.95017     0.00000
 0310  MICR_D    DRIFT            855.46223   100584.44371   97644.86167     648.72797   152.20681    -8.95017     0.00000
 0311  V16_UP    drift            855.76433   100584.17974   97645.00081     648.68095   152.20681    -8.95017     0.00000
 0312  IP116A    ionpump          856.04655   100583.93312   97645.13082     648.63706   152.20681    -8.95017     0.00000
 0313  P116SE    drift            856.54655   100583.49618   97645.36111     648.55927   152.20681    -8.95017     0.00000
 0314  IP116B    ionpump          872.04655   100569.95125   97652.50046     646.14785   152.20681    -8.95017     0.00000
 0315  P116SE    drift            872.54655   100569.51435   97652.73078     646.07007   152.20681    -8.95017     0.00000
 0316  IP116C    ionpump          888.04655   100555.96943   97659.87013     643.65865   152.20681    -8.95017     0.00000
 0317  P116SE    drift            888.54655   100555.53248   97660.10041     643.58087   152.20681    -8.95017     0.00000
 0318  IP116D    ionpump          904.04655   100541.98756   97667.23977     641.16945   152.20681    -8.95017     0.00000
 0319  P116SE    drift            904.54655   100541.55062   97667.47008     641.09166   152.20681    -8.95017     0.00000
 0320  IP116E    ionpump          920.04655   100528.00573   97674.60941     638.68025   152.20681    -8.95017     0.00000
 0321  V16_DN    drift            920.54655   100527.56879   97674.83972     638.60246   152.20681    -8.95017     0.00000
 0322  BPM_UP    DRIFT            920.82877   100527.32217   97674.96971     638.55857   152.20681    -8.95017     0.00000
 0323  HP117     BPM              921.10377   100527.08185   97675.09638     638.51578   152.20681    -8.95017     0.00000
 0324  BPM_DN    DRIFT            921.63710   100526.61578   97675.34205     638.43281   152.20681    -8.95017     0.00000
 0325  SFOUR_    adapter          921.74543   100526.52113   97675.39195     638.41595   152.20681    -8.95017     0.00000
 0326  PM117     MUWIRE           921.89127   100526.39366   97675.45911     638.39328   152.20681    -8.95017     0.00000
 0327  SFOUR_    adapter          923.22460   100525.22854   97676.07325     638.18583   152.20681    -8.95017     0.00000
 0328  Q12_UP    DRIFT            923.37043   100525.10108   97676.14041     638.16316   152.20681    -8.95017     0.00000
 0329  HQF117    3Q120/2          923.94336   100524.60043   97676.40432     638.07402   152.20681    -8.95017     0.00000
 0330  HQF117    3Q120/2          928.94335   100520.23111   97678.70730     637.29613   152.20681    -8.95017     0.00000
 0331  Q12_DN    DRIFT            933.94334   100515.86180   97681.01031     636.51828   152.20681    -8.95017     0.00000
 0332  MICR_U    DRIFT            934.37041   100515.48857   97681.20703     636.45184   152.20681    -8.95017     0.00000
 0333  HT117     MIHC             934.86001   100515.06075   97681.43256     636.37566   152.20681    -8.95017     0.00000
 0334  MICR_D    DRIFT            935.86000   100514.18690   97681.89315     636.22009   152.20681    -8.95017     0.00000
 0335  D2MMI     drift            936.16207   100513.92292   97682.03229     636.17310   152.20681    -8.95017     0.00000
 0336  SYTR_U    DRIFT            937.95846   100512.35311   97682.85972     635.89361   152.20681    -8.95017     0.00000
 0337  H117      SYTRIM           938.60429   100511.78874   97683.15719     635.79315   152.19507    -8.95017     0.00000
 0338  SYTR_D    DRIFT            941.52095   100509.24025   97684.50112     635.33938   152.18332    -8.95017     0.00000
 0339  V17_UP    drift            941.97928   100508.83983   97684.71241     635.26809   152.18332    -8.95017     0.00000
 0340  IP117     ionpump          942.23233   100508.61873   97684.82904     635.22872   152.18332    -8.95017     0.00000
 0341  P117SE    drift            942.73233   100508.18189   97685.05952     635.15093   152.18332    -8.95017     0.00000
 0342  V17_DN    drift            943.30566   100507.68101   97685.32382     635.06172   152.18332    -8.95017     0.00000
 0343  BPM_UP    DRIFT            943.55868   100507.45994   97685.44046     635.02235   152.18332    -8.95017     0.00000
 0344  VP118     BPM              943.83368   100507.21965   97685.56723     634.97957   152.18332    -8.95017     0.00000
 0345  BPM_DN    DRIFT            944.36701   100506.75371   97685.81306     634.89660   152.18332    -8.95017     0.00000
 0346  Q12_UP    DRIFT            944.47537   100506.65906   97685.86299     634.87977   152.18332    -8.95017     0.00000
 0347  HQD118    3Q120/2          945.04827   100506.15853   97686.12710     634.79063   152.18332    -8.95017     0.00000
 0348  HQD118    3Q120/2          950.04826   100501.79014   97688.43189     634.01274   152.18332    -8.95017     0.00000
 0349  Q12_DN    DRIFT            955.04825   100497.42177   97690.73670     633.23489   152.18332    -8.95017     0.00000
 0350  MICR_U    DRIFT            955.47535   100497.04864   97690.93359     633.16842   152.18332    -8.95017     0.00000
 0351  VT118     MIHC-R           955.96492   100496.62092   97691.15928     633.09227   152.18332    -8.95017     0.00000
 0352  MICR_D    DRIFT            956.96492   100495.74724   97691.62023     632.93669   152.18332    -8.95017     0.00000
 0353  V18_UP    drift            957.26702   100495.48333   97691.75947     632.88971   152.18332    -8.95017     0.00000
 0354  IP118A    ionpump          959.03909   100493.93507   97692.57633     632.61399   152.18332    -8.95017     0.00000
 0355  P118SE    drift            959.53909   100493.49826   97692.80681     632.53620   152.18332    -8.95017     0.00000
 0356  IP118B    ionpump          975.04241   100479.95337   97699.95329     630.12430   152.18332    -8.95017     0.00000
 0357  V18_DN    drift            975.54241   100479.51653   97700.18377     630.04651   152.18332    -8.95017     0.00000
 0358  FOUR_6    adapter          975.83532   100479.26059   97700.31877     630.00094   152.18332    -8.95017     0.00000
 0359  B2_UPS    DRIFT            976.00198   100479.11499   97700.39561     629.97499   152.18332    -8.95017     0.00000
 0360  V118_1    B2               976.61658   100478.57805   97700.67891     629.87938   152.18332    -8.24945    90.00021
 0361  B2_DNS    DRIFT            996.53370   100461.14514   97709.87673     627.02174   152.18332    -7.54872     0.00000
 0362  B2_UPS    DRIFT            997.08580   100460.66109   97710.13214     626.94921   152.18332    -7.54872     0.00000
 0363  V118_2    B2               997.70037   100460.12224   97710.41642     626.86846   152.18332    -6.84771    90.00021
 0364  B2_DNS    DRIFT           1017.61749   100442.63274   97719.64413     624.49383   152.18332    -6.14669     0.00000
 0365  FOUR_6    adapter         1018.16958   100442.14725   97719.90026     624.43471   152.18332    -6.14669     0.00000
 0366  MICR_U    DRIFT           1018.33625   100442.00069   97719.97759     624.41686   152.18332    -6.14669     0.00000
 0367  HT119     MIHC            1018.82582   100441.57018   97720.20476     624.36443   152.18332    -6.14669     0.00000
 0368  MICR_D    DRIFT           1019.82581   100440.69082   97720.66870     624.25738   152.18332    -6.14669     0.00000
 0369  Q60_UP    DRIFT           1020.12791   100440.42517   97720.80886     624.22503   152.18332    -6.14669     0.00000
 0370  HQF119    3Q60/2          1020.58625   100440.02215   97721.02152     624.17595   152.18332    -6.14669     0.00000
 0371  HQF119    3Q60/2          1023.08624   100437.82376   97722.18143     623.90827   152.18332    -6.14669     0.00000
 0372  Q60_DN    DRIFT           1025.58624   100435.62534   97723.34130     623.64058   152.18332    -6.14669     0.00000
 0373  BPM_UP    DRIFT           1026.12790   100435.14903   97723.59264     623.58258   152.18332    -6.14669     0.00000
 0374  HP119     BPM             1026.40290   100434.90720   97723.72020     623.55312   152.18332    -6.14669     0.00000
 0375  BPM_DN    DRIFT           1026.93623   100434.43821   97723.96768     623.49603   152.18332    -6.14669     0.00000
 0376  FOUR_6    adapter         1027.04457   100434.34296   97724.01794     623.48442   152.18332    -6.14669     0.00000
 0377  B2_UPS    DRIFT           1027.21123   100434.19641   97724.09527     623.46657   152.18332    -6.14669     0.00000
 0378  V118_3    B2              1027.82580   100433.65596   97724.38040     623.40075   152.18332    -5.44596    90.00021
 0379  B2_DNS    DRIFT           1047.74292   100416.12030   97733.63242     621.51054   152.18332    -4.74524     0.00000
 0380  B2_UPS    DRIFT           1048.29502   100415.63368   97733.88918     621.46487   152.18332    -4.74524     0.00000
 0381  V118_4    B2              1048.90958   100415.09198   97734.17497     621.41401   152.18332    -4.04422    90.00021
 0382  B2_DNS    DRIFT           1068.82673   100397.52069   97743.44582     620.00936   152.18332    -3.34321     0.00000
 0383  FOUR_6    adapter         1069.37880   100397.03326   97743.70300     619.97714   152.18332    -3.34321     0.00000
 0384  Q12_UP    DRIFT           1069.54547   100396.88608   97743.78066     619.96743   152.18332    -3.34321     0.00000
 0385  HQD120    3Q120/2         1070.11840   100396.38024   97744.04756     619.93403   152.18332    -3.34321     0.00000
 0386  HQD120    3Q120/2         1075.11839   100391.96555   97746.37678     619.64240   152.18332    -3.34321     0.00000
 0387  Q12_DN    DRIFT           1080.11838   100387.55086   97748.70604     619.35080   152.18332    -3.34321     0.00000
 0388  DRV3TB    drift           1080.54544   100387.17377   97748.90499     619.32589   152.18332    -3.34321     0.00000
 0389  Q12_UP    DRIFT           1080.95532   100386.81189   97749.09594     619.30198   152.18332    -3.34321     0.00000
 0390  HQF121    3Q120/2         1081.52822   100386.30605   97749.36283     619.26858   152.18332    -3.34321     0.00000
 0391  HQF121    3Q120/2         1086.52821   100381.89136   97751.69206     618.97698   152.18332    -3.34321     0.00000
 0392  Q12_DN    DRIFT           1091.52820   100377.47667   97754.02132     618.68538   152.18332    -3.34321     0.00000
 0393  MICR_U    DRIFT           1091.95530   100377.09957   97754.22027     618.66044   152.18332    -3.34321     0.00000
 0394  HT121     MIHC            1092.44486   100376.66732   97754.44836     618.63190   152.18332    -3.34321     0.00000
 0395  MICR_D    DRIFT           1093.44486   100375.78439   97754.91420     618.57360   152.18332    -3.34321     0.00000
 0396  MICR_U    DRIFT           1093.74696   100375.51765   97755.05492     618.55598   152.18332    -3.34321     0.00000
 0397  VT121     MIHC-R          1094.23653   100375.08537   97755.28300     618.52740   152.18332    -3.34321     0.00000
 0398  MICR_D    DRIFT           1095.23652   100374.20243   97755.74885     618.46910   152.18332    -3.34321     0.00000
 0399  BPM_UP    DRIFT           1095.53862   100373.93573   97755.88956     618.45149   152.18332    -3.34321     0.00000
 0400  HP121     SMABPM          1095.81362   100373.69292   97756.01768     618.43544   152.18332    -3.34321     0.00000
 0401  BPM_DN    DRIFT           1096.34695   100373.22202   97756.26613     618.40434   152.18332    -3.34321     0.00000
 0402  BPM_UP    DRIFT           1096.45529   100373.12635   97756.31659     618.39801   152.18332    -3.34321     0.00000
 0403  VP121     SMABPM          1096.73029   100372.88354   97756.44471     618.38197   152.18332    -3.34321     0.00000
 0404  BPM_DN    DRIFT           1097.26362   100372.41264   97756.69317     618.35086   152.18332    -3.34321     0.00000
 0405  SFOUR_    adapter         1097.37195   100372.31700   97756.74363     618.34456   152.18332    -3.34321     0.00000
 0406  PM121     TARGMW          1097.51779   100372.18823   97756.81157     618.33603   152.18332    -3.34321     0.00000
 0407  V21_UP    drift           1098.85112   100371.01100   97757.43270     618.25828   152.18332    -3.34321     0.00000
 0408  IP121A    ionpump         1099.14639   100370.75028   97757.57027     618.24105   152.18332    -3.34321     0.00000
 0409  PG121     gauge           1099.64639   100370.30881   97757.80317     618.21189   152.18332    -3.34321     0.00000
 0410  MAVL21    valve           1100.14639   100369.86734   97758.03611     618.18275   152.18332    -3.34321     0.00000
 0411  P121SE    drift           1100.64639   100369.42587   97758.26902     618.15359   152.18332    -3.34321     0.00000
 0412  IP121B    ionpump         1116.48212   100355.44388   97765.64613     617.23003   152.18332    -3.34321     0.00000
 0413  P121SE    drift           1116.98212   100355.00241   97765.87904     617.20087   152.18332    -3.34321     0.00000
 0414  IP121C    ionpump         1132.81788   100341.02038   97773.25613     616.27728   152.18332    -3.34321     0.00000
 0415  V21_DN    drift           1133.31788   100340.57891   97773.48907     616.24814   152.18332    -3.34321     0.00000
 0416  TOR_UP    DRIFT           1133.61315   100340.31822   97773.62663     616.23092   152.18332    -3.34321     0.00000
 0417  TORTGT    TOROID          1133.94649   100340.02389   97773.78191     616.21146   152.18332    -3.34321     0.00000
 0418  TOR_DN    DRIFT           1134.23815   100339.76638   97773.91777     616.19447   152.18332    -3.34321     0.00000
 0419  BPM_UP    DRIFT           1134.61315   100339.43528   97774.09248     616.17259   152.18332    -3.34321     0.00000
 0420  HPTGT     SMABPM          1134.88815   100339.19246   97774.22056     616.15654   152.18332    -3.34321     0.00000
 0421  BPM_DN    DRIFT           1135.42148   100338.72157   97774.46902     616.12544   152.18332    -3.34321     0.00000
 0422  BPM_UP    DRIFT           1135.52982   100338.62590   97774.51948     616.11914   152.18332    -3.34321     0.00000
 0423  VPTGT     SMABPM          1135.80481   100338.38312   97774.64759     616.10310   152.18332    -3.34321     0.00000
 0424  BPM_DN    DRIFT           1136.33815   100337.91218   97774.89605     616.07200   152.18332    -3.34321     0.00000
 0425  PMTGT     TARGMW          1136.44648   100337.81655   97774.94651     616.06566   152.18332    -3.34321     0.00000
 0426  OT_UPS    drift           1137.77981   100336.63929   97775.56767     615.98791   152.18332    -3.34321     0.00000
 0427  OTRTGT    otrmon          1138.23814   100336.23463   97775.78115     615.96117   152.18332    -3.34321     0.00000
 0428  OT_DNS    drift           1139.86314   100334.79985   97776.53817     615.86642   152.18332    -3.34321     0.00000
 0429  OUCADR    drift           1140.20828   100334.49510   97776.69897     615.84627   152.18332    -3.34321     0.00000
 0430  SH_WAL    drift           1141.20828   100333.61216   97777.16481     615.78794   152.18332    -3.34321     0.00000
 0431  M_TACA    POINT           1147.20827   100328.31453   97779.95992     615.43804   152.18332    -3.34321     0.00000
 0432  INCADR    drift           1147.20827   100328.31453   97779.95992     615.43804   152.18332    -3.34321     0.00000
 0433  BAFL2P    BAFFLE          1160.89253   100316.23218   97786.33471     614.63995   152.18332    -3.34321     0.00000
 0434  TA_OFF    drift           1165.81378   100311.88701   97788.62729     614.35294   152.18332    -3.34321     0.00000
 0435  TA_UPS    drift           1167.25383   100310.61552   97789.29815     614.26895   152.18332    -3.34321     0.00000
 0436  HALTA1    TAR/2           1168.04451   100309.91739   97789.66649     614.22282   152.18332    -3.34321     0.00000
 0437  MCZERO    point           1169.19281   100308.90352   97790.20140     614.15586   152.18332    -3.34321     0.00000
 0438  ACTRN1    horn1           1169.29123   100308.81664   97790.24727     614.15012   152.18332    -3.34321     0.00000
 0439  HALTA2    TAR/2           1169.60914   100308.53593   97790.39536     614.13158   152.18332    -3.34321     0.00000
 0440  ENDFIN    fin             1171.17377   100307.15444   97791.12423     614.04034   152.18332    -3.34321     0.00000
 0441  DWNRN1    horn_dn         1179.03531   100300.21321   97794.78653     613.58184   152.18332    -3.34321     0.00000
 0442  D2LOWE    drift           1181.72283   100297.84028   97796.03853     613.42509   152.18332    -3.34321     0.00000
 0443  UPHRN2    horn_up         1201.82168   100280.09422   97805.40160     612.25291   152.18332    -3.34321     0.00000
 0444  ACTRN2    horn2           1202.00114   100279.93576   97805.48520     612.24244   152.18332    -3.34321     0.00000
 0445  DWNRN2    horn_dn         1211.84364   100271.24542   97810.07032     611.66840   152.18332    -3.34321     0.00000
 0446  D2MEDE    drift           1217.18812   100266.52657   97812.56005     611.35672   152.18332    -3.34321     0.00000
 0447  UPHRN2    horn_up         1244.47251   100242.43610   97825.27049     609.76545   152.18332    -3.34321     0.00000
 0448  ACTRN2    horn2           1244.65197   100242.27766   97825.35409     609.75498   152.18332    -3.34321     0.00000
 0449  DWNRN2    horn_dn         1254.49447   100233.58733   97829.93922     609.18093   152.18332    -3.34321     0.00000
 0450  D2HIGE    drift           1259.83895   100228.86847   97832.42894     608.86925   152.18332    -3.34321     0.00000
 0451  UPHRN2    horn_up         1290.50260   100201.79431   97846.71362     607.08091   152.18332    -3.34321     0.00000
 0452  ACTRN2    horn2           1290.68206   100201.63588   97846.79722     607.07044   152.18332    -3.34321     0.00000
 0453  DWNRN2    horn_dn         1300.52456   100192.94555   97851.38235     606.49639   152.18332    -3.34321     0.00000
 0454  IHD3      drift           1305.86904   100188.22669   97853.87211     606.18471   152.18332    -3.34321     0.00000
 0455  M_CAVE    POINT           1309.14988   100185.32991   97855.40048     605.99337   152.18332    -3.34321     0.00000
 0456  OVERHA    drift           1309.14988   100185.32991   97855.40048     605.99337   152.18332    -3.34321     0.00000
 0457  DKINHL    drift           1319.12085   100176.52616   97860.04545     605.41185   152.18332    -3.34321     0.00000
 0458  M_THAL    POINT           1337.64936   100160.16661   97868.67697     604.33124   152.18332    -3.34321     0.00000
 0459  DK_PCA    DECA44          1337.64936   100160.16661   97868.67697     604.33124   152.18332    -3.34321     0.00000
 0460  DK_PCB    DEC150          1483.26094   100031.60040   97936.51020     595.83897   152.18332    -3.34321     0.00000
 0461  DK_PCC    DEC150          1975.38594    99597.08384   98165.76682     567.13755   152.18332    -3.34321     0.00000
 0462  DK_PCD    DEC100          2467.51094    99162.56726   98395.02345     538.43613   152.18332    -3.34321     0.00000
 0463  DK_PCE    DEC100          2795.59428    98872.88956   98547.86120     519.30185   152.18332    -3.34321     0.00000
 0464  DK_PCF    DEC125          3123.67761    98583.21186   98700.69896     500.16757   152.18332    -3.34321     0.00000
 0465  DENCU     drift           3533.78178    98221.11471   98891.74615     476.24970   152.18332    -3.34321     0.00000
 0466  DUMP      DUMP            3540.34344    98215.32115   98894.80290     475.86703   152.18332    -3.34321     0.00000
 0467  DENCD     drift           3564.35914    98194.11677   98905.99064     474.46641   152.18332    -3.34321     0.00000
 0468  MU_UP     drift           3583.78168    98176.96785   98915.03862     473.33367   152.18332    -3.34321     0.00000
 0469  MUOND     MUON            3588.71129    98172.61530   98917.33507     473.04613   152.18332    -3.34321     0.00000
 0470  MU_DN     drift           3590.35450    98171.16445   98918.10056     472.95030   152.18332    -3.34321     0.00000
 0471  MUUP2     drift           3593.79862    98168.12348   98919.70501     472.74945   152.18332    -3.34321     0.00000
 0472  MU_UP     drift           3633.23545    98133.30314   98938.07670     470.44945   152.18332    -3.34321     0.00000
 0473  MUOND     MUON            3638.16507    98128.95062   98940.37315     470.16192   152.18332    -3.34321     0.00000
 0474  MU_DN     drift           3639.80827    98127.49977   98941.13863     470.06609   152.18332    -3.34321     0.00000
 0475  MUUP3     drift           3643.25239    98124.45880   98942.74309     469.86523   152.18332    -3.34321     0.00000
 0476  MU_UP     drift           3702.40765    98072.22830   98970.30058     466.41521   152.18332    -3.34321     0.00000
 0477  MUOND     MUON            3707.33724    98067.87575   98972.59703     466.12771   152.18332    -3.34321     0.00000
 0478  MU_DN     drift           3708.98044    98066.42493   98973.36252     466.03188   152.18332    -3.34321     0.00000
 0479  MUUP4     drift           3712.42460    98063.38393   98974.96698     465.83102   152.18332    -3.34321     0.00000
 0480  MU_UP     drift           3811.01666    97976.33312   99020.89612     460.08100   152.18332    -3.34321     0.00000
 0481  MUOND     MUON            3815.94624    97971.98060   99023.19257     459.79350   152.18332    -3.34321     0.00000
 0482  MU_DN     drift           3817.58944    97970.52975   99023.95805     459.69767   152.18332    -3.34321     0.00000
 0483  SHIELD    drift           3821.03360    97967.48878   99025.56251     459.49678   152.18332    -3.34321     0.00000
 0484  TUNNEL    TUNNEL          4409.14181    97448.22485   99299.53296     425.19751   152.18332    -3.34321     0.00000
 0485  M_ENCU    EX_ENU          4484.72906    97381.48591   99334.74533     420.78915   152.18332    -3.34321     0.00000
 0486  MIN_ND    EXP             4570.37268    97305.86776   99374.64242     415.79428   152.18332    -3.34321     0.00000
 0487  M_ENCD    EX_END          4624.95981    97257.67064   99400.07187     412.61069   152.18332    -3.34321     0.00000
 0488  ILWIMN    drift           4634.97675    97248.82627   99404.73826     412.02647   152.18332    -3.34321     0.00000
 0489  MINOFU    EXP_F2        2413631.71977   -2029749.35001  1221636.85406  -140084.03837   152.18332    -3.34321     0.00000
 0490  MINOFD    EXP_F2        2413690.87500   -2029801.58051  1221664.41155  -140087.48839   152.18332    -3.34321     0.00000
