-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
wlsn        49718.000    1995     1     1     0
wlsn        52274.750    2001    12    31    18
wlsn     -2483640.617 -4660073.111  3568172.089
50148.75    -1.129068     0.079762    -3.234725
50149.00    -1.349823     0.160321    -2.913525
50149.25    -1.621725     0.490097    -4.268734
50149.50    -1.298926     0.266314    -4.215953
50149.75    -1.488561     0.850885    -5.294399
50150.00    -1.552790     0.678121    -3.616497
50150.25    -1.887012     0.740274    -3.665159
50150.50    -1.594696     0.399860    -2.894687
50150.75    -1.661079     0.895028    -3.490863
50151.00    -1.657028     0.609539    -1.626125
50151.25    -1.850637     0.684365    -1.884245
50151.50    -1.536704     0.290205    -1.226351
50151.75    -1.642247     0.726104    -1.935747
50152.00    -1.473888     0.437876    -0.625993
50152.25    -1.424105     0.406613    -1.360316
50152.50    -0.843131    -0.112885    -0.851333
50152.75    -0.741136     0.344669    -1.959260
50153.00    -0.606391     0.121307    -0.909477
50153.25    -0.526358     0.177671    -1.801087
50153.50    -0.074340    -0.209201    -1.216587
50153.75    -0.048251     0.256231    -1.953370
50154.00     0.060992     0.015557    -0.383222
50154.25    -0.324542     0.171727    -0.828300
50154.50    -0.369581    -0.188945     0.414681
50154.75    -0.844450     0.341485     0.145064
50155.00    -1.175791     0.077087     1.991950
50155.25    -1.652628     0.022447     2.341397
50155.50    -1.362299    -0.411656     3.004629
50155.75    -1.272914    -0.086684     2.343795
50156.00    -1.102057    -0.310095     3.057459
50156.25    -1.001112    -0.293042     1.693739
50156.50    -0.433847    -0.796900     1.901909
50156.75    -0.362878    -0.328461     0.324176
50157.00    -0.309715    -0.489072     1.028843
50157.25    -0.522442    -0.371886     0.004186
50157.50    -0.328380    -0.732888     0.383118
50157.75    -0.679765    -0.214132    -0.742096
50158.00    -0.922213    -0.400496     0.613206
50158.25    -1.255591    -0.307723     0.300726
50158.50    -0.930351    -0.652653     0.849667
50158.75    -1.019601    -0.067663    -0.215643
50159.00    -1.036321    -0.200511     0.806562
50159.25    -1.279873    -0.138715    -0.062208
50159.50    -1.047109    -0.578643     0.124995
50159.75    -1.177296    -0.152336    -1.055383
50160.00    -1.198923    -0.457780     0.319209
50160.25    -1.294736    -0.418232    -0.687006
50160.50    -0.913745    -0.803734    -0.686566
50160.75    -0.975146    -0.319397    -1.887614
50161.00    -1.000833    -0.560630    -0.419905
50161.25    -1.111773    -0.434569    -1.187223
50161.50    -0.674526    -0.778963    -0.559679
50161.75    -0.732023    -0.223793    -2.080848
50162.00    -0.829282    -0.374443    -0.925686
50162.25    -1.047195    -0.307236    -1.363215
50162.50    -0.750973    -0.586341    -1.335234
50162.75    -1.052149     0.073907    -2.572926
50163.00    -1.133782    -0.095014    -0.989748
50163.25    -1.357390    -0.010380    -1.258574
50163.50    -1.158217    -0.325683    -0.540168
50163.75    -1.355408     0.204759    -1.337835
50164.00    -1.429834    -0.086346     0.679397
50164.25    -1.858021    -0.052061     0.795352
50164.50    -1.670940    -0.451736     1.662111
50164.75    -1.847303    -0.012194     1.030115
50165.00    -2.006975    -0.353340     2.955051
50165.25    -2.382819    -0.365897     2.800265
50165.50    -2.022195    -0.822145     3.270354
50165.75    -2.192447    -0.399061     1.798472
50166.00    -2.098392    -0.608411     2.511179
50166.25    -2.324470    -0.523425     1.271047
50166.50    -2.005652    -0.790127     1.029386
50166.75    -2.182310    -0.212056    -0.431502
50167.00    -2.120877    -0.352533     0.504423
50167.25    -2.332133    -0.183433    -0.274285
50167.50    -1.889328    -0.501343    -0.033866
50167.75    -1.834700    -0.011050    -0.837670
50168.00    -1.742950    -0.243988     0.628394
50168.25    -1.718400    -0.151262    -0.067918
50168.50    -1.163132    -0.570312     0.278752
50168.75    -1.078453    -0.091306    -1.072456
50169.00    -0.982473    -0.330823     0.199890
50169.25    -1.024698    -0.300088    -0.082207
50169.50    -0.681565    -0.710128     0.730589
50169.75    -0.800797    -0.281097    -0.020629
50170.00    -0.924760    -0.456623     1.589924
50170.25    -1.285816    -0.364487     1.450711
50170.50    -1.182498    -0.769575     2.501153
50170.75    -1.443570    -0.310895     1.592603
50171.00    -1.559352    -0.576373     3.072054
50171.25    -1.670663    -0.562576     2.329415
50171.50    -1.353447    -0.846711     1.859606
50171.75    -1.414766    -0.304850     0.383757
50172.00    -1.470356    -0.343446     0.868443
50172.25    -1.689305    -0.222420    -0.166595
50172.50    -1.481670    -0.503953    -0.285749
50172.75    -1.884178     0.122734    -1.709432
50173.00    -2.188121     0.055479    -0.503117
50173.25    -2.436801     0.179607    -0.850538
50173.50    -2.185927    -0.096416    -0.553004
50173.75    -2.410924     0.441747    -1.497622
50174.00    -2.583911     0.268156     0.103130
50174.25    -2.779770     0.364138    -0.298656
50174.50    -2.353950     0.091024     0.396081
50174.75    -2.385306     0.558299    -0.156124
50175.00    -2.303271     0.277007     1.410901
50175.25    -2.507682     0.246642     1.270441
50175.50    -2.250742    -0.197162     1.986727
50175.75    -2.338475     0.271841     0.768854
50176.00    -2.328277     0.123445     1.757714
50176.25    -2.628659     0.121094     1.024526
50176.50    -2.419343    -0.257656     1.019782
50176.75    -2.644190     0.177979    -0.275727
50177.00    -2.832790    -0.006223     0.576691
50177.25    -3.036941     0.047475    -0.254776
50177.50    -2.563511    -0.369523    -0.231888
50177.75    -2.616440     0.105304    -1.547037
50178.00    -2.428268    -0.032279    -0.744606
50178.25    -2.492240     0.097154    -1.701091
50178.50    -1.964406    -0.110839    -2.006802
50178.75    -1.942113     0.506518    -3.176453
50179.00    -1.855902     0.372427    -2.169874
50179.25    -2.007712     0.550413    -2.747694
50179.50    -1.641690     0.201950    -1.958708
50179.75    -1.679634     0.645187    -2.206801
50180.00    -1.822550     0.382163    -0.122994
50180.25    -2.136778     0.369544     0.008170
50180.50    -1.908599     0.071819     0.502004
50180.75    -2.114609     0.527387    -0.181552
50181.00    -2.211291     0.337374     1.267849
50181.25    -2.338582     0.356416     0.483856
50181.50    -1.858831    -0.027982     0.421305
50181.75    -1.804537     0.307864    -0.859032
50182.00    -1.740160    -0.038980    -0.100203
50182.25    -1.871097    -0.101202    -0.739697
50182.50    -1.460882    -0.518313    -0.344942
50182.75    -1.408398    -0.162187    -0.966003
50183.00    -1.259804    -0.496149     0.650022
50183.25    -1.244450    -0.548068     0.407975
50183.50    -0.789934    -0.994706     1.246747
50183.75    -0.868296    -0.551279     0.613430
50184.00    -0.731233    -0.696559     1.765564
50184.25    -0.744858    -0.637274     1.021057
50184.50    -0.194836    -0.869170     0.977428
50184.75    -0.079995    -0.348570     0.087393
50185.00     0.011940    -0.422837     1.471206
50185.25    -0.009887    -0.295639     1.020746
50185.50     0.438986    -0.613457     1.504233
50185.75     0.313108    -0.161186     0.732415
50186.00     0.230786    -0.481934     2.508900
50186.25     0.120160    -0.335698     1.517421
50186.50     0.594906    -0.618659     1.395995
50186.75     0.588605    -0.038076    -0.018810
50187.00     0.623168    -0.259247     1.051289
50187.25     0.306305    -0.107059     0.128234
50187.50     0.702318    -0.442281     0.048096
50187.75     0.653056     0.103030    -1.136165
50188.00     0.645356    -0.112302     0.247753
50188.25     0.439756    -0.063549     0.003464
50188.50     0.887085    -0.452571     0.523863
50188.75     0.766942    -0.054171     0.300859
50189.00     0.721922    -0.470762     2.692965
50189.25     0.415650    -0.491870     2.747169
50189.50     0.684210    -0.831965     3.536494
50189.75     0.455781    -0.370284     2.901995
50190.00     0.373966    -0.622254     4.093135
50190.25    -0.063038    -0.475112     3.240386
50190.50     0.297420    -0.793966     3.575570
50190.75     0.117091    -0.229034     2.247333
50191.00    -0.040672    -0.373003     3.092115
50191.25    -0.383534    -0.277651     2.472922
50191.50     0.088830    -0.725880     2.818937
50191.75     0.150029    -0.247056     0.980182
50192.00     0.252871    -0.481013     1.697885
50192.25     0.355995    -0.454098     0.878418
50192.50     1.024677    -0.787920     1.068377
50192.75     1.113859    -0.314797     0.248544
50193.00     1.249934    -0.482733     1.520643
50193.25     1.193469    -0.477286     1.531706
50193.50     1.746069    -0.865065     2.048656
50193.75     1.984932    -0.392765     1.097709
50194.00     1.990323    -0.598472     2.492697
50194.25     1.739395    -0.550560     2.133167
50194.50     1.999492    -0.914591     2.568923
50194.75     1.832908    -0.363744     1.363344
50195.00     1.657679    -0.497222     2.031910
50195.25     1.406887    -0.392913     0.993994
50195.50     1.732073    -0.722509     0.950412
50195.75     1.507156    -0.175651    -0.381948
50196.00     1.361725    -0.299059     0.694196
50196.25     1.260688    -0.218361     0.210093
50196.50     1.656632    -0.511873     0.328611
50196.75     1.492348    -0.036821    -0.490819
50197.00     1.462653    -0.282687     1.249280
50197.25     1.401564    -0.286144     1.346248
50197.50     1.785538    -0.682186     2.173578
50197.75     1.742960    -0.296958     1.589411
50198.00     1.863509    -0.737046     3.333976
50198.25     1.773765    -0.780842     2.841718
50198.50     2.161513    -1.172786     3.288957
50198.75     2.175324    -0.623425     2.007886
50199.00     2.137538    -0.822534     3.027114
50199.25     1.995616    -0.701754     1.985777
50199.50     2.386530    -0.996655     2.065131
50199.75     2.185345    -0.522864     1.055552
50200.00     1.920313    -0.827739     2.557560
50200.25     1.583237    -0.772152     1.971111
50200.50     1.769447    -1.128263     2.353573
50200.75     1.464303    -0.658188     1.274936
50201.00     1.293504    -0.948008     2.179717
50201.25     1.013782    -0.921211     1.382697
50201.50     1.398978    -1.153659     1.000485
50201.75     1.301110    -0.544421    -0.654493
50202.00     1.163744    -0.659756    -0.004809
50202.25     0.864431    -0.511362    -0.971933
50202.50     1.145960    -0.785681    -0.992696
50202.75     0.938822    -0.345398    -1.897796
50203.00     0.697836    -0.622749    -0.261975
50203.25     0.345956    -0.664006    -0.441485
50203.50     0.599770    -1.043885     0.258323
50203.75     0.478057    -0.663928    -0.284348
50204.00     0.349969    -0.924680     1.459522
50204.25     0.152027    -0.835013     0.960159
50204.50     0.561269    -1.140611     1.510499
50204.75     0.538540    -0.650607     0.328867
50205.00     0.407613    -0.847492     1.447660
50205.25     0.074674    -0.787940     0.771965
50205.50     0.359594    -1.101754     1.204184
50205.75     0.184670    -0.686509     0.456522
50206.00     0.092140    -0.912038     1.620795
50206.25    -0.209490    -0.833755     1.269269
50206.50     0.098964    -1.120418     1.551963
50206.75    -0.146202    -0.591283     0.224690
50207.00    -0.339619    -0.713930     1.177382
50207.25    -0.612867    -0.670773     0.668597
50207.50    -0.272843    -0.942124     0.699827
50207.75    -0.483030    -0.486211    -0.557141
50208.00    -0.767125    -0.679061     0.131451
50208.25    -1.092039    -0.575410    -0.660536
50208.50    -0.849033    -0.822972    -0.546375
50208.75    -0.907791    -0.338853    -1.713679
50209.00    -1.093192    -0.513492    -0.695269
50209.25    -1.464241    -0.422893    -1.223358
50209.50    -1.390790    -0.658897    -0.921652
50209.75    -1.527551    -0.147358    -1.712896
50210.00    -1.633597    -0.292521    -0.411423
50210.25    -1.876493    -0.207443    -0.624873
50210.50    -1.282063    -0.628193    -0.053294
50210.75    -1.119868    -0.239589    -0.661794
50211.00    -1.024726    -0.504954     0.658548
50211.25    -0.974152    -0.556086     0.239593
50211.50    -0.479387    -0.965060     0.810748
50211.75    -0.415510    -0.557057     0.133269
50212.00    -0.361820    -0.782993     0.973076
50212.25    -0.319749    -0.692217     0.224664
50212.50     0.222330    -1.060780     0.480329
50212.75     0.216430    -0.610826    -0.525053
50213.00     0.122048    -0.734890     0.120614
50213.25    -0.091192    -0.638862    -0.747840
50213.50     0.178062    -0.899477    -0.923042
50213.75    -0.007856    -0.351205    -2.153076
50214.00    -0.113267    -0.459838    -1.246693
50214.25    -0.371122    -0.308675    -1.843895
50214.50     0.006408    -0.570593    -1.446119
50214.75    -0.124850    -0.156546    -1.913434
50215.00    -0.260520    -0.312360    -0.598827
50215.25    -0.481021    -0.323596    -0.773599
50215.50    -0.207813    -0.669483    -0.012777
50215.75    -0.484747    -0.245126    -0.413077
50216.00    -0.665668    -0.453538     1.016914
50216.25    -0.861559    -0.441731     0.671817
50216.50    -0.526069    -0.860715     1.275730
50216.75    -0.570611    -0.430777     0.666205
50217.00    -0.528064    -0.668959     2.113485
50217.25    -0.486579    -0.646059     1.769035
50217.50    -0.066654    -0.930754     2.082162
50217.75     0.045370    -0.504253     1.436886
50218.00     0.049716    -0.657835     2.494597
50218.25    -0.051288    -0.504600     1.811440
50218.50     0.335667    -0.710896     1.769556
50218.75     0.149671    -0.149721     0.802139
50219.00    -0.087933    -0.201762     1.617677
50219.25    -0.443222    -0.041174     1.261213
50219.50    -0.106094    -0.352587     1.766080
50219.75    -0.225906     0.147237     0.674752
50220.00    -0.282125    -0.135041     1.863229
50220.25    -0.388071    -0.164483     1.711463
50220.50    -0.029397    -0.551948     2.262003
50220.75    -0.009732    -0.206349     1.393718
50221.00     0.081777    -0.450280     2.847122
50221.25     0.114855    -0.477590     2.385702
50221.50     0.579140    -0.947843     3.250296
50221.75     0.793377    -0.562893     2.025648
50222.00     0.964975    -0.905324     3.281133
50222.25     0.929892    -0.813084     2.463087
50222.50     1.495915    -1.258028     3.080568
50222.75     1.548147    -0.796282     2.413318
50223.00     1.600870    -0.909787     3.340762
50223.25     1.539126    -0.803603     2.730952
50223.50     2.003243    -1.078262     3.192907
50223.75     1.867128    -0.565359     2.250617
50224.00     1.692515    -0.676598     3.476811
50224.25     1.464370    -0.656061     2.753125
50224.50     1.724132    -0.982531     3.051031
50224.75     1.443043    -0.552803     2.400347
50225.00     1.400681    -0.788279     3.385643
50225.25     1.206139    -0.843827     2.867666
50225.50     1.496144    -1.252076     3.132952
50225.75     1.374948    -0.932122     2.402411
50226.00     1.334351    -1.184243     3.488075
50226.25     1.110192    -1.181665     2.683700
50226.50     1.497639    -1.511786     2.703774
50226.75     1.491793    -1.069655     1.760150
50227.00     1.374779    -1.282733     3.381640
50227.25     1.166982    -1.174285     2.939824
50227.50     1.614542    -1.447975     3.548874
50227.75     1.584758    -0.930124     2.599804
50228.00     1.529934    -0.855370     3.228535
50228.25     1.388873    -0.756442     2.939243
50228.50     1.741525    -0.998258     3.443194
50228.75     1.610432    -0.478023     2.367822
50229.00     1.573688    -0.615634     3.140682
50229.25     1.356641    -0.631119     2.584062
50229.50     1.628094    -1.021496     2.763186
50229.75     1.452661    -0.584467     1.879487
50230.00     1.274994    -0.762063     2.873117
50230.25     1.015106    -0.798675     2.266787
50230.50     1.317940    -1.332478     2.862637
50230.75     1.043837    -1.039517     2.279874
50231.00     0.739467    -1.201910     2.958511
50231.25     0.506199    -1.092794     2.028032
50231.50     0.817248    -1.342656     1.986852
50231.75     0.621263    -0.889914     0.966842
50232.00     0.405298    -1.006797     2.042926
50232.25     0.129084    -0.930533     1.465925
50232.50     0.334302    -1.199128     1.939046
50232.75     0.201229    -0.764182     1.176601
50233.00     0.119070    -0.846970     2.052672
50233.25    -0.104709    -0.764718     1.484139
50233.50     0.135126    -1.062853     1.994591
50233.75     0.130887    -0.677639     1.170476
50234.00     0.128927    -0.868113     2.297792
50234.25    -0.027687    -0.830984     1.874008
50234.50     0.417875    -1.214234     2.130648
50234.75     0.541038    -0.803503     1.158606
50235.00     0.706581    -1.002502     2.007295
50235.25     0.740764    -1.057542     1.497944
50235.50     1.197232    -1.368482     1.263495
50235.75     1.123679    -0.946414    -0.007962
50236.00     0.909631    -1.071170     0.540033
50236.25     0.596444    -1.010863    -0.451915
50236.50     0.752983    -1.246123    -0.813376
50236.75     0.572259    -0.755306    -2.016449
50237.00     0.324810    -0.887383    -0.881609
50237.25     0.104823    -0.818077    -1.335460
50237.50     0.474886    -1.097065    -0.819597
50237.75     0.371805    -0.663999    -1.071342
50238.00     0.034056    -0.753589     0.596263
50238.25    -0.132038    -0.729599     0.646260
50238.50     0.252127    -1.036950     1.251229
50238.75     0.131927    -0.672653     0.736015
50239.00    -0.174383    -0.900572     2.245483
50239.25    -0.343335    -0.972547     1.970979
50239.50     0.171412    -1.338289     1.999227
50239.75     0.247549    -0.971848     0.917480
50240.00     0.261568    -1.134576     1.811939
50240.25     0.145649    -1.078810     1.280955
50240.50     0.656555    -1.344883     1.418011
50240.75     0.733547    -0.771481     0.269445
50241.00     0.701249    -0.758081     1.301617
50241.25     0.601041    -0.639659     1.065372
50241.50     0.912308    -0.805680     1.252193
50241.75     0.785382    -0.396061     0.672514
50242.00     0.610710    -0.550421     2.061751
50242.25     0.438338    -0.519835     1.701942
50242.50     0.848275    -0.796545     1.773102
50242.75     0.916695    -0.428474     1.243179
50243.00     0.856501    -0.623689     2.456052
50243.25     0.775356    -0.651982     2.286535
50243.50     1.217777    -1.007253     2.530196
50243.75     1.170729    -0.603459     1.804941
50244.00     1.019492    -0.678378     2.632502
50244.25     0.884607    -0.671698     2.224126
50244.50     1.336405    -0.988678     2.218148
50244.75     1.221818    -0.536432     1.255869
50245.00     1.055227    -0.596786     2.440972
50245.25     0.882403    -0.577922     2.247285
50245.50     1.240190    -0.919424     2.768705
50245.75     1.160356    -0.586013     1.966968
50246.00     0.941831    -0.791314     3.135717
50246.25     0.746556    -0.846895     2.740817
50246.50     1.221544    -1.177700     2.970256
50246.75     1.267130    -0.826766     2.188023
50247.00     1.263081    -0.961871     3.142579
50247.25     1.214820    -0.910294     2.453282
50247.50     1.820633    -1.243275     2.511539
50247.75     1.815602    -0.834891     1.590004
50248.00     1.610710    -0.983576     2.416849
50248.25     1.446603    -0.971297     1.867304
50248.50     1.749037    -1.264738     1.815937
50248.75     1.606465    -0.891614     0.903522
50249.00     1.341449    -1.089113     2.101148
50249.25     1.149140    -1.135717     1.834641
50249.50     1.412941    -1.377245     1.965802
50249.75     1.391333    -1.007485     1.334559
50250.00     1.324044    -1.102638     2.449321
50250.25     1.221718    -1.114773     1.879762
50250.50     1.517071    -1.397981     2.021289
50250.75     1.364238    -0.979262     1.245027
50251.00     1.174535    -1.036010     2.087093
50251.25     0.966325    -1.047757     1.464809
50251.50     1.275461    -1.393646     1.520132
50251.75     1.182814    -1.118261     0.815047
50252.00     0.982390    -1.303805     1.952586
50252.25     0.800978    -1.324387     1.751538
50252.50     1.090392    -1.647328     2.309376
50252.75     0.978371    -1.268906     1.732858
50253.00     0.809056    -1.409555     2.860056
50253.25     0.597763    -1.431749     2.627289
50253.50     0.903491    -1.712901     2.724865
50253.75     0.792253    -1.282151     1.897417
50254.00     0.429465    -1.339488     2.503770
50254.25     0.158333    -1.261807     1.981538
50254.50     0.466137    -1.558690     2.354908
50254.75     0.556135    -1.145976     1.741791
50255.00     0.475879    -1.271207     3.006403
50255.25     0.377702    -1.247170     2.985078
50255.50     0.888568    -1.615702     3.561728
50255.75     0.816977    -1.163120     2.699272
50256.00     0.705468    -1.279581     3.606857
50256.25     0.771360    -1.225831     2.902372
50256.50     1.232861    -1.540889     3.435172
50256.75     1.265005    -1.108487     2.666240
50257.00     1.211163    -1.273115     4.116411
50257.25     1.221371    -1.273528     3.842870
50257.50     1.646808    -1.540621     4.245287
50257.75     1.756238    -1.099592     3.295517
50258.00     1.788231    -1.152543     4.068900
50258.25     1.768526    -1.108769     3.738102
50258.50     2.320664    -1.419667     3.963496
50258.75     2.383499    -1.016168     3.211521
50259.00     2.316653    -1.253018     4.539980
50259.25     2.259334    -1.197587     4.087563
50259.50     2.684327    -1.503587     4.678136
50259.75     2.659359    -1.065902     3.865146
50260.00     2.421788    -1.150592     4.950480
50260.25     2.215380    -1.091857     4.587064
50260.50     2.380755    -1.320374     4.941366
50260.75     2.083775    -0.796757     3.681944
50261.00     1.988118    -0.902875     4.495747
50261.25     1.897953    -0.864872     4.006484
50261.50     2.375868    -1.107060     4.042735
50261.75     2.469013    -0.783499     3.307568
50262.00     2.599535    -0.979929     4.349232
50262.25     2.676569    -1.025738     3.786917
50262.50     3.175669    -1.348213     3.681378
50262.75     3.301052    -0.996938     2.600669
50263.00     3.191858    -1.102797     3.389559
50263.25     3.125192    -1.198346     2.948725
50263.50     3.576548    -1.513042     3.120000
50263.75     3.424378    -1.134517     2.208044
50264.00     3.082223    -1.214257     3.234066
50264.25     2.971538    -1.198305     2.830417
50264.50     3.340038    -1.496890     3.100958
50264.75     2.999943    -0.993984     1.687999
50265.00     2.684938    -1.059758     2.586644
50265.25     2.558560    -1.071747     1.971211
50265.50     2.790540    -1.322047     2.000983
50265.75     2.610037    -0.901170     0.821199
50266.00     2.272974    -0.976189     2.124296
50266.25     1.966150    -0.957135     1.771076
50266.50     2.000659    -1.210851     2.160905
50266.75     1.680421    -0.740385     1.284417
50267.00     1.317554    -0.825295     2.347191
50267.25     0.983155    -0.712042     1.793414
50267.50     1.208160    -0.976652     2.256460
50267.75     1.076230    -0.555221     1.349352
50268.00     0.931720    -0.712498     2.466909
50268.25     0.838186    -0.732801     2.328429
50268.50     1.306250    -1.084947     2.674780
50268.75     1.291234    -0.796006     1.990813
50269.00     1.316363    -1.030342     3.046695
50269.25     1.415665    -1.166837     2.675478
50269.50     1.932464    -1.549415     2.955515
50269.75     1.920690    -1.223361     1.907688
50270.00     1.786169    -1.307193     2.715978
50270.25     1.725776    -1.277960     1.898525
50270.50     2.110458    -1.488659     1.769452
50270.75     2.103375    -1.045044     0.661675
50271.00     1.795076    -1.043275     1.566576
50271.25     1.551959    -0.947787     1.024078
50271.50     1.790595    -1.130030     1.161319
50271.75     1.558270    -0.703935     0.395086
50272.00     1.154981    -0.739522     1.660640
50272.25     0.955008    -0.732359     1.556033
50272.50     1.129475    -1.009951     2.144691
50272.75     0.879114    -0.595690     1.557374
50273.00     0.620050    -0.738882     2.899719
50273.25     0.449912    -0.763247     2.390345
50273.50     0.775308    -1.058464     2.385378
50273.75     0.737075    -0.727435     1.438976
50274.00     0.654477    -0.921781     2.553339
50274.25     0.730823    -0.943676     1.613617
50274.50     1.389030    -1.385487     1.838332
50274.75     1.424214    -1.016152     0.586234
50275.00     1.265932    -1.161389     1.443686
50275.25     1.240856    -1.196786     0.763355
50275.50     1.692630    -1.573474     1.177993
50275.75     1.698315    -1.190106     0.241812
50276.00     1.498464    -1.225820     1.190859
50276.25     1.361761    -1.200510     0.893348
50276.50     1.686313    -1.472519     1.174749
50276.75     1.586503    -1.055784     0.437675
50277.00     1.485763    -1.074456     1.678392
50277.25     1.366008    -1.005392     1.553014
50277.50     1.836991    -1.310587     2.045489
50277.75     1.804595    -0.963118     1.463336
50278.00     1.738608    -1.159792     3.074870
50278.25     1.509126    -1.190628     2.859517
50278.50     1.811261    -1.569945     3.129428
50278.75     1.769050    -1.215533     2.185864
50279.00     1.630208    -1.390962     3.294950
50279.25     1.451521    -1.400935     2.674458
50279.50     1.859678    -1.803971     2.999155
50279.75     1.746351    -1.349535     1.957113
50280.00     1.497703    -1.434979     3.081497
50280.25     1.326267    -1.431727     2.662112
50280.50     1.580981    -1.705226     3.050349
50280.75     1.441227    -1.286205     2.020952
50281.00     1.148218    -1.352354     3.103986
50281.25     0.925964    -1.289727     2.734583
50281.50     1.201737    -1.521717     3.003534
50281.75     1.013669    -0.974785     1.687966
50282.00     0.709407    -1.013570     2.647091
50282.25     0.520190    -0.943110     1.911367
50282.50     0.812606    -1.145936     1.924262
50282.75     0.745546    -0.700697     0.763927
50283.00     0.502061    -0.797165     1.679179
50283.25     0.412166    -0.771320     1.367141
50283.50     0.945042    -1.080241     1.598154
50283.75     0.993950    -0.700153     0.654000
50284.00     0.918779    -0.820300     1.878228
50284.25     0.875934    -0.843998     1.877824
50284.50     1.311469    -1.107754     2.371149
50284.75     1.322930    -0.772909     1.539241
50285.00     1.107122    -0.961248     2.781135
50285.25     0.889975    -1.030341     2.094782
50285.50     1.188474    -1.356610     2.259310
50285.75     1.143924    -1.039432     1.229299
50286.00     0.935681    -1.172787     2.025463
50286.25     0.813132    -1.211724     1.170374
50286.50     1.328550    -1.531897     1.263237
50286.75     1.259183    -1.191597     0.077511
50287.00     1.073504    -1.280985     0.937340
50287.25     0.951287    -1.233035     0.523347
50287.50     1.448805    -1.566765     0.790631
50287.75     1.251917    -1.183540    -0.208106
50288.00     1.049969    -1.315659     1.041665
50288.25     1.003299    -1.315153     0.915587
50288.50     1.467589    -1.594082     1.329087
50288.75     1.519958    -1.135203     0.493892
50289.00     1.473049    -1.233388     1.906350
50289.25     1.443263    -1.173436     1.496674
50289.50     1.760290    -1.376685     1.506536
50289.75     1.598004    -0.848895     0.432062
50290.00     1.434175    -0.891165     1.479490
50290.25     1.419937    -0.755821     0.628055
50290.50     1.873662    -1.070226     1.014875
50290.75     1.817706    -0.707439     0.104917
50291.00     1.550585    -0.876386     1.331312
50291.25     1.425754    -0.833997     0.724915
50291.50     1.846291    -1.207979     1.144495
50291.75     1.816504    -0.837730     0.254460
50292.00     1.752139    -1.009257     1.238581
50292.25     1.670683    -0.996169     0.684083
50292.50     2.021268    -1.297238     0.716791
50292.75     1.841359    -0.893823    -0.373566
50293.00     1.695303    -1.106154     0.723063
50293.25     1.548731    -1.063997     0.138861
50293.50     1.882323    -1.378322     0.297719
50293.75     1.888761    -0.962171    -0.366801
50294.00     1.782512    -1.084147     0.950424
50294.25     1.779218    -1.054475     0.727303
50294.50     2.177209    -1.343981     1.374975
50294.75     2.087355    -0.940658     0.895641
50295.00     1.840453    -1.061064     2.155641
50295.25     1.730845    -1.116824     1.881820
50295.50     2.091640    -1.460564     2.195760
50295.75     1.914033    -1.086316     1.433201
50296.00     1.759456    -1.126909     2.647972
50296.25     1.614940    -1.048830     2.258703
50296.50     2.068884    -1.374210     2.701797
50296.75     1.962150    -0.966351     1.980048
50297.00     1.721358    -1.060210     3.303388
50297.25     1.545670    -1.007420     2.950966
50297.50     1.888852    -1.270084     3.224793
50297.75     1.819362    -0.822284     2.342908
50298.00     1.842309    -1.014197     3.704367
50298.25     1.604762    -1.000294     3.148597
50298.50     1.909875    -1.353584     3.650441
50298.75     1.631961    -0.918500     2.595223
50299.00     1.274151    -1.061368     3.806755
50299.25     1.012763    -1.082410     3.197677
50299.50     1.418313    -1.457692     3.495090
50299.75     1.299711    -1.052070     2.625612
50300.00     1.181224    -1.147676     3.448659
50300.25     0.969660    -1.092905     2.894849
50300.50     1.272995    -1.311796     2.933372
50300.75     1.087465    -0.876455     1.664031
50301.00     0.786484    -0.953457     2.514307
50301.25     0.525177    -0.964994     1.894610
50301.50     0.883133    -1.252855     1.783365
50301.75     0.751250    -0.848667     0.534310
50302.00     0.556401    -1.010317     1.479340
50302.25     0.440993    -1.043966     0.707499
50302.50     0.780236    -1.251186     0.462689
50302.75     0.770362    -0.787210    -0.749248
50303.00     0.552108    -0.833887    -0.007470
50303.25     0.455970    -0.727038    -0.822575
50303.50     0.807846    -1.003109    -0.836140
50303.75     0.722030    -0.549953    -2.014625
50304.00     0.476322    -0.636870    -0.890613
50304.25     0.423828    -0.618945    -1.150754
50304.50     0.840314    -0.888200    -0.742555
50304.75     0.851226    -0.434518    -1.309498
50305.00     0.659125    -0.542731     0.298322
50305.25     0.491772    -0.493568     0.385054
50305.50     0.856325    -0.719027     0.816789
50305.75     0.829333    -0.265935     0.263832
50306.00     0.785570    -0.384885     1.606195
50306.25     0.620946    -0.392329     1.350211
50306.50     1.007645    -0.761352     1.518383
50306.75     0.935631    -0.339827     0.640118
50307.00     0.746524    -0.498507     1.913299
50307.25     0.546995    -0.502324     1.301237
50307.50     0.951836    -0.866431     1.327324
50307.75     0.842690    -0.473816     0.268524
50308.00     0.850661    -0.663734     1.141573
