-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KARR        49718.000    1995     1     1     0
KARR        52274.750    2001    12    31    18
KARR     -2713832.258  5303935.087 -2269515.012
50244.75    -0.108392     0.214835    -1.129891
50245.00    -0.225529     0.307521    -1.500634
50245.25    -0.096063     0.130241    -0.644623
50245.50    -0.184285     0.222055    -1.703930
50245.75    -0.145702     0.182285    -1.261724
50246.00    -0.259177     0.274820    -1.765384
50246.25    -0.101436     0.104714    -0.865179
50246.50    -0.185519     0.220087    -1.997149
50246.75    -0.167308     0.180931    -1.572977
50247.00    -0.252251     0.284096    -1.988203
50247.25    -0.093984     0.128960    -1.004981
50247.50    -0.202264     0.276345    -2.257112
50247.75    -0.140093     0.206754    -1.641647
50248.00    -0.195434     0.287309    -2.006419
50248.25    -0.018890     0.150275    -1.112587
50248.50    -0.068791     0.240758    -2.142031
50248.75     0.038193     0.158296    -1.386809
50249.00    -0.040908     0.251412    -1.886520
50249.25     0.175965     0.069734    -0.835357
50249.50     0.120001     0.168157    -1.744743
50249.75     0.121261     0.106863    -1.277296
50250.00    -0.035931     0.224424    -1.880552
50250.25     0.091320     0.100187    -1.198946
50250.50     0.043481     0.171966    -2.007358
50250.75     0.143966     0.133768    -1.249739
50251.00     0.111052     0.225023    -1.392356
50251.25     0.336983     0.038767    -0.379631
50251.50     0.323808     0.105018    -1.308187
50251.75     0.426069     0.015350    -0.556204
50252.00     0.288315     0.090513    -1.048521
50252.25     0.366561    -0.054140    -0.411134
50252.50     0.234715     0.058011    -1.550116
50252.75     0.256532     0.022705    -1.147963
50253.00     0.128577     0.136442    -1.754386
50253.25     0.242859    -0.013654    -1.041909
50253.50     0.141137     0.099275    -2.068839
50253.75     0.157996     0.096927    -1.730666
50254.00     0.102971     0.197886    -2.146497
50254.25     0.232420     0.042346    -1.335062
50254.50     0.159276     0.093491    -2.146688
50254.75     0.128226     0.074883    -1.737229
50255.00    -0.006610     0.148474    -2.048251
50255.25     0.086136     0.009351    -1.237329
50255.50    -0.085276     0.128484    -2.398163
50255.75    -0.120752     0.113664    -2.097898
50256.00    -0.232068     0.182209    -2.379572
50256.25    -0.136335     0.067391    -1.552806
50256.50    -0.219821     0.195361    -2.452712
50256.75    -0.174648     0.128346    -1.698493
50257.00    -0.235323     0.246128    -1.861186
50257.25    -0.099116     0.091574    -0.937662
50257.50    -0.131172     0.177991    -1.687442
50257.75    -0.030786     0.136903    -0.831001
50258.00    -0.141058     0.238267    -1.344557
50258.25    -0.017969     0.103709    -0.519780
50258.50    -0.125098     0.220752    -1.627717
50258.75    -0.099851     0.166318    -1.091572
50259.00    -0.182372     0.241769    -1.557733
50259.25    -0.049783     0.116909    -0.763414
50259.50    -0.117037     0.199297    -1.710562
50259.75    -0.054807     0.195837    -1.181551
50260.00    -0.142514     0.275722    -1.649505
50260.25    -0.015339     0.129849    -0.870876
50260.50    -0.094828     0.233840    -1.864229
50260.75    -0.070288     0.187079    -1.404683
50261.00    -0.217935     0.311326    -2.006605
50261.25    -0.127513     0.178472    -1.279504
50261.50    -0.267304     0.304099    -2.386074
50261.75    -0.311648     0.304958    -2.209868
50262.00    -0.497716     0.413755    -2.843909
50262.25    -0.422174     0.284926    -2.221819
50262.50    -0.516968     0.407659    -3.346394
50262.75    -0.467258     0.393019    -2.909652
50263.00    -0.539011     0.514629    -3.348657
50263.25    -0.360013     0.341682    -2.494320
50263.50    -0.423462     0.441437    -3.519984
50263.75    -0.320866     0.373889    -2.890245
50264.00    -0.436047     0.467810    -3.368667
50264.25    -0.407010     0.349074    -2.854155
50264.50    -0.571065     0.513662    -4.139628
50264.75    -0.519607     0.453116    -3.568712
50265.00    -0.633804     0.600185    -4.036568
50265.25    -0.479022     0.403441    -3.195019
50265.50    -0.510899     0.513331    -4.115272
50265.75    -0.444051     0.469553    -3.602272
50266.00    -0.458014     0.538661    -3.601643
50266.25    -0.279052     0.352075    -2.604076
50266.50    -0.254247     0.384883    -3.099432
50266.75    -0.170188     0.314844    -2.401856
50267.00    -0.230953     0.340492    -2.494613
50267.25    -0.115245     0.150131    -1.517000
50267.50    -0.220175     0.236212    -2.461949
50267.75    -0.219644     0.188753    -1.949528
50268.00    -0.338140     0.244449    -2.245604
50268.25    -0.253326     0.089796    -1.361247
50268.50    -0.370493     0.216699    -2.515009
50268.75    -0.344958     0.230018    -2.142831
50269.00    -0.470806     0.342522    -2.767903
50269.25    -0.361990     0.193338    -2.122834
50269.50    -0.457987     0.332742    -3.253418
50269.75    -0.368866     0.314748    -2.758190
50270.00    -0.466223     0.412626    -3.161018
50270.25    -0.351566     0.291885    -2.495935
50270.50    -0.377177     0.403052    -3.331420
50270.75    -0.314550     0.393151    -2.774833
50271.00    -0.379095     0.464101    -2.995521
50271.25    -0.294245     0.312865    -2.266372
50271.50    -0.351082     0.446864    -3.206277
50271.75    -0.343183     0.403407    -2.852977
50272.00    -0.491780     0.503836    -3.378113
50272.25    -0.360742     0.291278    -2.219084
50272.50    -0.481951     0.376864    -3.279571
50272.75    -0.384048     0.297122    -2.507268
50273.00    -0.523652     0.376746    -3.020370
50273.25    -0.296743     0.168696    -1.739216
50273.50    -0.339636     0.254230    -2.621281
50273.75    -0.288200     0.221672    -2.143045
50274.00    -0.427342     0.339229    -2.730865
50274.25    -0.273862     0.188335    -1.889937
50274.50    -0.290473     0.261459    -2.710630
50274.75    -0.260097     0.272430    -2.446813
50275.00    -0.359141     0.370800    -2.960950
50275.25    -0.206565     0.223377    -2.173745
50275.50    -0.251963     0.302484    -3.027754
50275.75    -0.238875     0.277441    -2.745384
50276.00    -0.340414     0.391711    -3.288794
50276.25    -0.189113     0.230395    -2.320222
50276.50    -0.264849     0.323500    -3.333339
50276.75    -0.200089     0.298256    -2.756749
50277.00    -0.298445     0.425400    -3.070027
50277.25    -0.104957     0.215636    -1.721428
50277.50    -0.196974     0.314447    -2.656434
50277.75    -0.109358     0.279173    -1.883222
50278.00    -0.189655     0.373787    -2.186816
50278.25     0.074719     0.194543    -0.848492
50278.50     0.063166     0.270205    -1.690159
50278.75     0.187594     0.195417    -0.929241
50279.00     0.194962     0.290801    -1.194228
50279.25     0.423978     0.057829    -0.054420
50279.50     0.344274     0.107957    -1.111937
50279.75     0.401740     0.008345    -0.418454
50280.00     0.190521     0.103135    -1.228512
50280.25     0.212505    -0.027602    -0.775493
50280.50     0.146017     0.064199    -1.552392
50280.75     0.151639     0.029347    -1.219929
50281.00     0.024202     0.158867    -1.758668
50281.25     0.123326    -0.002468    -0.881660
50281.50     0.022449     0.085442    -1.841215
50281.75     0.068534     0.048903    -1.227196
50282.00    -0.069783     0.168762    -1.771315
50282.25     0.023599    -0.003535    -1.050389
50282.50    -0.089733     0.061770    -1.889850
50282.75    -0.048862     0.031045    -1.312055
50283.00    -0.164167     0.149067    -1.831563
50283.25    -0.115187     0.026449    -1.281062
50283.50    -0.203226     0.174576    -2.325911
50283.75    -0.146013     0.147740    -1.721907
50284.00    -0.304398     0.279988    -2.272617
50284.25    -0.201428     0.150792    -1.468950
50284.50    -0.257525     0.269556    -2.165685
50284.75    -0.194189     0.229000    -1.610543
50285.00    -0.294739     0.334305    -2.162333
50285.25    -0.099752     0.175120    -1.268085
50285.50    -0.110325     0.234417    -1.927073
50285.75     0.002924     0.153019    -1.282132
50286.00    -0.082178     0.249958    -1.740029
50286.25     0.104017     0.063268    -0.750602
50286.50     0.041636     0.113310    -1.651887
50286.75     0.104393     0.021146    -1.102462
50287.00    -0.054447     0.139192    -1.815119
50287.25     0.119081    -0.011783    -0.750738
50287.50     0.008960     0.095044    -1.912030
50287.75     0.104954     0.029165    -1.283950
50288.00     0.038199     0.121533    -1.621099
50288.25     0.177249    -0.086396    -0.729499
50288.50    -0.058975     0.058314    -2.196282
50288.75    -0.083851     0.043949    -1.931355
50289.00    -0.299364     0.225988    -2.791743
50289.25    -0.253021     0.139213    -2.311207
50289.50    -0.414082     0.329340    -3.668707
50289.75    -0.396154     0.344343    -3.351781
50290.00    -0.509557     0.514728    -3.931257
50290.25    -0.341233     0.351329    -2.946253
50290.50    -0.396951     0.408290    -3.704964
50290.75    -0.222984     0.327117    -2.675386
50291.00    -0.265367     0.387317    -2.951876
50291.25    -0.029988     0.161830    -1.592190
50291.50    -0.090010     0.261414    -2.549876
50291.75    -0.043362     0.189758    -1.880967
50292.00    -0.133667     0.286641    -2.279126
50292.25    -0.010917     0.126572    -1.454275
50292.50    -0.103970     0.249302    -2.487297
50292.75     0.017146     0.197449    -1.686465
50293.00    -0.092804     0.332400    -2.353594
50293.25     0.028390     0.217812    -1.737001
50293.50     0.020632     0.285897    -2.509245
50293.75     0.089222     0.199459    -1.723908
50294.00     0.072228     0.269672    -1.768927
50294.25     0.195008     0.074831    -0.861380
50294.50     0.067268     0.158101    -1.802201
50294.75     0.095616     0.058133    -1.062254
50295.00    -0.055339     0.158815    -1.652317
50295.25     0.010467     0.030439    -1.178561
50295.50    -0.122850     0.103010    -2.323288
50295.75    -0.074523     0.047825    -1.733542
50296.00    -0.202630     0.132295    -2.190486
50296.25    -0.056477    -0.033387    -1.113353
50296.50    -0.189220     0.062284    -2.200770
50296.75    -0.143377     0.022840    -1.571841
50297.00    -0.219707     0.140652    -1.866776
50297.25    -0.078771    -0.056617    -0.801495
50297.50    -0.158151     0.032190    -1.724083
50297.75    -0.095371    -0.007437    -1.013362
50298.00    -0.260182     0.173859    -1.782318
50298.25    -0.091227    -0.006834    -0.763960
50298.50    -0.201851     0.091767    -1.864342
50298.75    -0.131121     0.025535    -1.209015
50299.00    -0.290568     0.170434    -2.089002
50299.25    -0.148120     0.014764    -1.268191
50299.50    -0.208282     0.145359    -2.325963
50299.75    -0.154994     0.115722    -1.830347
50300.00    -0.288618     0.208135    -2.425276
50300.25    -0.099168     0.005997    -1.309967
50300.50    -0.276305     0.122659    -2.713753
50300.75    -0.289076     0.130933    -2.583990
50301.00    -0.491238     0.308343    -3.516372
50301.25    -0.344813     0.147427    -2.728462
50301.50    -0.462874     0.299042    -3.956331
50301.75    -0.413742     0.326642    -3.693944
50302.00    -0.572944     0.472317    -4.580019
50302.25    -0.385185     0.304023    -3.631937
50302.50    -0.431805     0.460586    -4.561836
50302.75    -0.418565     0.480205    -4.216260
50303.00    -0.551793     0.606841    -4.793634
50303.25    -0.363486     0.431153    -3.681347
50303.50    -0.423317     0.566288    -4.707314
50303.75    -0.300031     0.525187    -3.984307
50304.00    -0.346223     0.589950    -4.091045
50304.25    -0.165388     0.396789    -2.941027
50304.50    -0.210261     0.494305    -3.606907
50304.75    -0.132227     0.429045    -2.748677
50305.00    -0.185879     0.503063    -2.848945
50305.25    -0.032673     0.325465    -1.716526
50305.50    -0.114678     0.388612    -2.526385
50305.75    -0.139235     0.370083    -2.082918
50306.00    -0.340478     0.476929    -2.725006
50306.25    -0.205060     0.289742    -1.643646
50306.50    -0.238142     0.354063    -2.503793
50306.75    -0.204750     0.310831    -1.910519
50307.00    -0.275737     0.387906    -2.217594
50307.25    -0.032481     0.176091    -0.957334
50307.50    -0.074456     0.228523    -1.956423
50307.75     0.044055     0.150074    -1.336389
50308.00    -0.044460     0.224895    -1.851417
50308.25     0.123171     0.013667    -0.806565
50308.50    -0.013430     0.127257    -2.136369
50308.75    -0.018211     0.101058    -1.827909
50309.00    -0.192495     0.218359    -2.521576
50309.25    -0.047637     0.075450    -1.598352
50309.50    -0.187053     0.225447    -2.870817
50309.75    -0.200714     0.237724    -2.436950
50310.00    -0.320407     0.350869    -2.840590
50310.25    -0.096672     0.160214    -1.427922
50310.50    -0.232835     0.309625    -2.751318
50310.75    -0.202732     0.274919    -2.051605
50311.00    -0.320356     0.362281    -2.629787
50311.25    -0.135649     0.187493    -1.508376
50311.50    -0.195785     0.280874    -2.507820
50311.75    -0.171931     0.242708    -1.926143
50312.00    -0.327363     0.326518    -2.503264
50312.25    -0.184702     0.151994    -1.398633
50312.50    -0.301675     0.273762    -2.561138
50312.75    -0.252681     0.221305    -1.948013
50313.00    -0.376977     0.372168    -2.454814
50313.25    -0.214776     0.232667    -1.559671
50313.50    -0.294101     0.381207    -2.769703
50313.75    -0.164239     0.344584    -2.090341
50314.00    -0.248169     0.463754    -2.820415
50314.25    -0.017380     0.253321    -1.573835
50314.50    -0.069795     0.353865    -2.666874
50314.75     0.013771     0.316149    -1.987838
50315.00    -0.078345     0.433106    -2.454422
50315.25     0.070457     0.229164    -1.392172
50315.50    -0.055875     0.325116    -2.537941
50315.75    -0.011498     0.265510    -1.838733
50316.00    -0.190345     0.398427    -2.490389
50316.25    -0.081566     0.176653    -1.393660
50316.50    -0.226411     0.272663    -2.533454
50316.75    -0.167954     0.201226    -1.659013
50317.00    -0.265134     0.289752    -2.087519
50317.25    -0.085419     0.080332    -0.978851
50317.50    -0.184907     0.178801    -2.133789
50317.75    -0.106752     0.120727    -1.295119
50318.00    -0.155849     0.210599    -1.515576
50318.25     0.043353     0.010455    -0.262804
50318.50    -0.016453     0.106180    -1.156549
50318.75     0.076175     0.021961    -0.165427
50319.00    -0.059132     0.120937    -0.597493
50319.25     0.094748    -0.044319     0.575444
50319.50    -0.011363     0.054796    -0.372657
50319.75    -0.003290     0.036548     0.271059
50320.00    -0.146567     0.140969    -0.073381
50320.25     0.025077    -0.019460     1.140509
50320.50    -0.139605     0.111186    -0.121713
50320.75    -0.154526     0.056805     0.444466
50321.00    -0.387899     0.218444    -0.461807
50321.25    -0.210841     0.048548     0.715694
50321.50    -0.343598     0.166967    -0.541115
50321.75    -0.341617     0.146590    -0.218002
50322.00    -0.451937     0.263172    -0.788353
50322.25    -0.243463     0.034855     0.374974
50322.50    -0.282917     0.100575    -0.580129
50322.75    -0.250451     0.061280    -0.042708
50323.00    -0.358178     0.183500    -0.598544
50323.25    -0.124813    -0.025011     0.673516
50323.50    -0.206091     0.108653    -0.498010
50323.75    -0.152751     0.116163     0.005829
50324.00    -0.304211     0.301690    -0.804454
50324.25    -0.178799     0.175655    -0.079340
50324.50    -0.261660     0.300744    -1.312388
50324.75    -0.189403     0.255011    -0.564585
50325.00    -0.299317     0.377758    -1.149869
50325.25    -0.196499     0.201005    -0.179334
50325.50    -0.273585     0.290893    -1.154557
50325.75    -0.179193     0.186678    -0.216747
50326.00    -0.326166     0.230352    -0.616901
50326.25    -0.149955    -0.006363     0.724448
50326.50    -0.242242     0.044447    -0.226650
50326.75    -0.180808    -0.043231     0.546193
50327.00    -0.333534     0.071248    -0.075934
50327.25    -0.187592    -0.078931     0.863566
50327.50    -0.215156     0.021692    -0.047096
50327.75    -0.147427     0.052376     0.368724
50328.00    -0.205928     0.184402    -0.226667
50328.25     0.007036    -0.032928     0.934920
50328.50    -0.046651     0.132695    -0.471308
50328.75     0.098537     0.066894     0.291822
50329.00    -0.028801     0.179620    -0.458199
50329.25     0.124292    -0.027926     0.546501
50329.50    -0.000088     0.062274    -0.720433
50329.75     0.046086    -0.001512     0.017565
50330.00    -0.133944     0.164193    -0.739598
50330.25    -0.016914     0.018569     0.168905
50330.50    -0.126882     0.138894    -1.097972
50330.75    -0.057151     0.073942    -0.291250
50331.00    -0.153060     0.156805    -0.662627
50331.25     0.014865    -0.057197     0.452227
50331.50    -0.066431     0.049419    -0.725187
50331.75    -0.033781    -0.023336    -0.011490
50332.00    -0.156842     0.076534    -0.553573
50332.25    -0.004665    -0.111064     0.599405
50332.50    -0.068321    -0.016076    -0.398205
50332.75     0.033903    -0.096042     0.520906
50333.00    -0.060813    -0.020711     0.232924
50333.25     0.105227    -0.194803     1.328600
50333.50     0.013083    -0.093548     0.222529
50333.75     0.081957    -0.182733     1.019817
50334.00    -0.045782    -0.087750     0.409849
50334.25     0.148275    -0.269658     1.428828
50334.50     0.072190    -0.176553     0.281623
50334.75     0.180163    -0.263062     0.980772
50335.00     0.093575    -0.167771     0.527720
50335.25     0.292834    -0.309960     1.466937
50335.50     0.254176    -0.203690     0.319790
50335.75     0.354991    -0.259683     0.947890
50336.00     0.281330    -0.136972     0.282847
50336.25     0.469906    -0.330277     1.321960
50336.50     0.310749    -0.237382    -0.020091
50336.75     0.327514    -0.287851     0.410544
50337.00     0.096765    -0.161300    -0.569975
50337.25     0.196384    -0.281856     0.351863
50337.50     0.004531    -0.126833    -1.073083
50337.75    -0.033540    -0.120210    -0.664702
50338.00    -0.224090     0.057316    -1.478994
50338.25    -0.130480    -0.063207    -0.688405
50338.50    -0.214727     0.083293    -1.722692
50338.75    -0.139439     0.056195    -0.836002
50339.00    -0.209001     0.142276    -1.029379
50339.25    -0.025132    -0.053968     0.231275
50339.50    -0.054346     0.065258    -0.644394
50339.75     0.056166     0.009230     0.232948
50340.00    -0.051778     0.095445    -0.243274
50340.25     0.140229    -0.123723     1.013458
50340.50     0.081762    -0.051815    -0.108190
50340.75     0.132041    -0.100726     0.404946
50341.00     0.026356     0.015582    -0.361046
50341.25     0.147297    -0.156572     0.417167
50341.50     0.051946    -0.041332    -0.815294
50341.75     0.073513    -0.088270    -0.259917
50342.00    -0.089342     0.066008    -1.136344
50342.25    -0.007293    -0.060933    -0.390954
50342.50    -0.073746     0.048324    -1.471049
50342.75    -0.020276     0.002974    -0.716560
50343.00    -0.060056     0.107727    -1.169036
50343.25     0.070346    -0.041538    -0.336510
50343.50     0.021259     0.047181    -1.482278
50343.75     0.111650    -0.029413    -0.826482
50344.00    -0.015730     0.092236    -1.554498
50344.25     0.105073    -0.134503    -0.669964
50344.50    -0.005953    -0.043578    -1.746070
50344.75    -0.014447    -0.093090    -1.262725
50345.00    -0.141674     0.041998    -1.826353
50345.25    -0.008506    -0.150272    -0.679903
50345.50    -0.165512     0.000292    -1.873599
50345.75    -0.147838    -0.021718    -1.334958
50346.00    -0.255552     0.160831    -1.908544
50346.25    -0.106218     0.004555    -0.927773
50346.50    -0.181538     0.150284    -1.888921
50346.75    -0.070301     0.086218    -1.009751
50347.00    -0.127096     0.207763    -1.380947
50347.25     0.100425    -0.035072    -0.085200
50347.50     0.067269     0.010939    -0.848485
50347.75     0.224866    -0.135362     0.312899
50348.00     0.090070    -0.043451    -0.277532
50348.25     0.276825    -0.282422     1.067599
50348.50     0.201063    -0.227423     0.342075
50348.75     0.179673    -0.251159     0.644134
50349.00     0.069371    -0.074101    -0.123578
50349.25     0.203357    -0.216192     0.662448
50349.50     0.144423    -0.084690    -0.411926
50349.75     0.195651    -0.125585     0.131739
50350.00     0.075912     0.052333    -0.727388
50350.25     0.229934    -0.147000     0.338222
50350.50     0.164994    -0.057405    -0.640382
50350.75     0.249206    -0.117866     0.185629
50351.00     0.164279     0.004926    -0.248601
50351.25     0.350309    -0.178672     0.878936
50351.50     0.341573    -0.117670     0.170476
50351.75     0.377970    -0.176698     0.726380
50352.00     0.277728    -0.058706     0.225945
50352.25     0.477225    -0.248896     1.483551
50352.50     0.423072    -0.178300     0.622036
50352.75     0.474514    -0.261052     1.427195
50353.00     0.342789    -0.172091     0.648854
50353.25     0.483962    -0.377980     1.697868
50353.50     0.331161    -0.261515     0.416132
50353.75     0.358760    -0.330064     1.036904
50354.00     0.206169    -0.216648     0.300991
50354.25     0.381813    -0.430580     1.453333
50354.50     0.325513    -0.339659     0.499432
50354.75     0.449990    -0.444163     1.408585
50355.00     0.283928    -0.315042     0.593617
50355.25     0.444989    -0.509615     1.809669
50355.50     0.327599    -0.404969     0.821193
50355.75     0.315871    -0.401973     1.202998
50356.00     0.094461    -0.135947     0.164252
50356.25     0.196917    -0.246272     1.067193
50356.50     0.051489    -0.055037    -0.140594
50356.75     0.055223    -0.009540     0.249831
50357.00    -0.106724     0.189891    -0.577416
50357.25     0.003349     0.031697     0.311870
50357.50    -0.072928     0.183758    -0.756634
50357.75     0.030768     0.101332     0.101042
50358.00    -0.100591     0.263191    -0.594615
50358.25     0.063306     0.061427     0.542882
50358.50     0.071076     0.141793    -0.188331
50358.75     0.152872     0.083362     0.586109
50359.00     0.069438     0.187168     0.024397
50359.25     0.232894    -0.015028     1.026594
50359.50     0.215473     0.043360    -0.001391
50359.75     0.301930    -0.080325     0.777961
50360.00     0.163881     0.011226     0.049340
50360.25     0.329959    -0.213052     1.208141
50360.50     0.186560    -0.119266    -0.029191
50360.75     0.165697    -0.164448     0.326732
50361.00     0.001944    -0.038185    -0.484943
50361.25     0.135931    -0.190296     0.485175
50361.50     0.053557    -0.059942    -0.644371
50361.75     0.060183    -0.057256    -0.212943
50362.00    -0.111412     0.122601    -0.988714
50362.25     0.017135    -0.024234     0.025859
50362.50    -0.077398     0.115087    -0.925831
50362.75    -0.070746     0.086481    -0.318899
50363.00    -0.291134     0.298598    -1.445106
50363.25    -0.093892     0.075445    -0.061337
50363.50    -0.158897     0.185529    -1.182222
50363.75    -0.105283     0.126096    -0.448229
50364.00    -0.216105     0.226703    -1.033609
50364.25    -0.016193     0.006189     0.317606
50364.50    -0.024322     0.081195    -0.642290
50364.75     0.067301     0.008256     0.049202
50365.00     0.004839     0.089453    -0.406186
50365.25     0.244015    -0.127336     0.859728
50365.50     0.220018    -0.076515    -0.096354
50365.75     0.313919    -0.173674     0.564603
50366.00     0.159956    -0.092421    -0.094333
50366.25     0.360662    -0.341111     1.321435
50366.50     0.235450    -0.277200     0.312508
50366.75     0.198010    -0.267075     0.632875
50367.00    -0.053115    -0.022021    -0.503032
50367.25     0.103577    -0.156524     0.696703
50367.50     0.021812     0.001684    -0.304590
50367.75    -0.003180     0.026234     0.051581
50368.00    -0.215226     0.239138    -0.974209
50368.25    -0.020901     0.043647     0.460505
50368.50    -0.062536     0.166764    -0.434838
50368.75     0.006452     0.147512     0.211259
50369.00    -0.091708     0.273197    -0.263898
50369.25     0.099263     0.059603     1.043925
50369.50     0.074763     0.153466     0.019897
50369.75     0.112707     0.082886     0.616413
50370.00     0.014140     0.187741    -0.055687
50370.25     0.196196    -0.040885     1.107587
50370.50     0.120553     0.008933    -0.084911
50370.75     0.196636    -0.096371     0.624438
50371.00     0.034430     0.003155    -0.280024
50371.25     0.187699    -0.199759     0.831687
50371.50     0.103095    -0.107169    -0.229413
50371.75     0.111549    -0.175380     0.231119
50372.00    -0.045056    -0.025753    -0.580642
50372.25     0.141124    -0.196838     0.751384
50372.50     0.103100    -0.092188    -0.192726
50372.75     0.108301    -0.127678     0.235764
50373.00     0.022360     0.042982    -0.409191
50373.25     0.214945    -0.140666     0.867364
50373.50     0.189290    -0.043367    -0.106258
50373.75     0.252825    -0.080223     0.622427
50374.00     0.165156     0.064338     0.030624
50374.25     0.302234    -0.154695     1.237588
50374.50     0.268903    -0.086357     0.432149
50374.75     0.267029    -0.121069     0.908833
50375.00     0.105918     0.027390     0.207662
50375.25     0.250479    -0.162527     1.371807
50375.50     0.160658    -0.020269     0.227906
50375.75     0.174019    -0.024199     0.694957
50376.00     0.063911     0.089539     0.091188
50376.25     0.228752    -0.087233     1.110831
50376.50     0.126360     0.082404    -0.296451
50376.75     0.198957     0.064142     0.237871
50377.00     0.071770     0.249923    -0.686651
50377.25     0.207040     0.048632     0.388014
50377.50     0.121579     0.160273    -0.817547
50377.75     0.162169     0.108338    -0.317930
50378.00     0.006332     0.251114    -1.269612
50378.25     0.161881     0.009597    -0.115231
50378.50     0.082119     0.100033    -1.156968
50378.75     0.139060     0.003156    -0.446487
50379.00    -0.039066     0.121474    -1.174608
50379.25     0.138393    -0.146508     0.346635
50379.50     0.036341    -0.063523    -0.527363
50379.75    -0.025521    -0.115425     0.025979
50380.00    -0.233962     0.030772    -0.669325
50380.25    -0.077929    -0.151297     0.587300
50380.50    -0.180109    -0.038803    -0.329711
50380.75    -0.211482    -0.032599     0.025163
50381.00    -0.358016     0.127673    -0.683804
50381.25    -0.133814    -0.055359     0.419135
50381.50    -0.197343     0.098134    -0.888808
50381.75    -0.109937     0.078754    -0.549890
50382.00    -0.137353     0.169084    -1.188655
50382.25     0.158530    -0.076337     0.033254
50382.50     0.165934     0.036783    -1.134992
50382.75     0.221815     0.037551    -0.930487
50383.00     0.117815     0.185982    -1.621148
50383.25     0.304157    -0.027366    -0.504046
50383.50     0.231426     0.072683    -1.518914
50383.75     0.220063     0.055945    -1.172569
50384.00     0.083895     0.183154    -1.584890
50384.25     0.229671    -0.027267    -0.145527
50384.50     0.084175     0.057513    -1.053828
50384.75     0.122001    -0.012841    -0.146759
50385.00     0.011356     0.090105    -0.319492
50385.25     0.195773    -0.121940     1.126037
50385.50     0.122072    -0.062786     0.520000
50385.75     0.173268    -0.109344     1.281670
50386.00     0.078742     0.007466     0.906716
50386.25     0.268818    -0.216515     2.312226
50386.50     0.241962    -0.182269     1.600828
50386.75     0.242243    -0.214924     1.873812
50387.00     0.123556    -0.106727     1.140690
50387.25     0.300361    -0.310734     2.259932
50387.50     0.282083    -0.264995     1.407372
50387.75     0.255426    -0.284844     1.664661
50388.00     0.110385    -0.161054     0.821991
50388.25     0.306581    -0.341844     2.046719
50388.50     0.298695    -0.286783     1.337991
50388.75     0.348062    -0.345553     1.909261
50389.00     0.226779    -0.212980     1.464618
50389.25     0.379986    -0.382450     2.577766
50389.50     0.306610    -0.252626     1.634476
50389.75     0.290839    -0.220048     1.918574
50390.00     0.128042    -0.049318     1.283298
50390.25     0.253750    -0.222960     2.376489
50390.50     0.186211    -0.130872     1.553023
50390.75     0.180145    -0.129500     1.947311
50391.00     0.036244     0.016621     1.283477
50391.25     0.241037    -0.214674     2.603553
50391.50     0.168521    -0.128264     1.539886
50391.75     0.199795    -0.154959     2.025214
50392.00     0.108960    -0.026131     1.591032
50392.25     0.369875    -0.291520     3.080165
50392.50     0.257019    -0.197049     1.855215
50392.75     0.315302    -0.207397     2.312561
50393.00     0.296822    -0.136259     2.036981
50393.25     0.496061    -0.342302     3.240249
50393.50     0.405403    -0.247162     2.051327
50393.75     0.414037    -0.290864     2.458338
50394.00     0.239546    -0.147566     1.599870
50394.25     0.324364    -0.285698     2.501939
50394.50     0.180406    -0.143563     1.295494
50394.75     0.106297    -0.113130     1.262334
50395.00    -0.031099     0.062087     0.459320
50395.25     0.116282    -0.093535     1.500273
50395.50     0.036413    -0.014742     0.586850
50395.75    -0.010800    -0.001566     0.718406
50396.00    -0.093607     0.133976     0.297043
50396.25     0.099686    -0.040030     1.575713
50396.50     0.000059     0.045046     0.610391
50396.75     0.006623     0.040029     1.059701
50397.00    -0.075792     0.181283     0.469544
50397.25     0.103878     0.002863     1.668452
50397.50     0.084268     0.084760     0.891003
50397.75     0.157967     0.071950     1.454492
50398.00     0.073584     0.180978     0.956167
50398.25     0.291766    -0.056032     2.385168
50398.50     0.341428    -0.021114     1.868989
50398.75     0.415125    -0.028523     2.380103
50399.00     0.426132     0.029139     2.186629
50399.25     0.683855    -0.223458     3.654717
50399.50     0.649201    -0.171088     2.669955
50399.75     0.684373    -0.207862     2.948207
50400.00     0.564573    -0.140305     2.372596
50400.25     0.708788    -0.338230     3.594060
50400.50     0.547870    -0.235355     2.290986
50400.75     0.508610    -0.246187     2.645177
50401.00     0.347531    -0.133602     2.120772
50401.25     0.488710    -0.340742     3.398807
50401.50     0.458621    -0.277947     2.773172
50401.75     0.479606    -0.298764     3.355884
50402.00     0.374290    -0.239511     2.865969
50402.25     0.586962    -0.448770     4.201759
50402.50     0.570199    -0.414238     3.456661
50402.75     0.548094    -0.432039     3.634925
50403.00     0.389529    -0.301973     2.662563
50403.25     0.586227    -0.491001     3.801545
