-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CCV1        49718.000    1995     1     1     0
CCV1        52274.750    2001    12    31    18
CCV1       921997.870 -5535327.766  3021401.158
50360.50     0.104295     0.071567    -1.253896
50360.75     0.369898    -0.067150    -1.585766
50361.00     0.674136     0.041565    -1.139386
50361.25     0.669619     0.022114    -1.407758
50361.50     0.717822     0.189394    -0.989910
50361.75     0.412670     0.015291    -1.329528
50362.00     0.482295     0.054086    -0.859942
50362.25     0.460004     0.020962    -0.996166
50362.50     0.660952     0.143191    -0.433261
50362.75     0.576826    -0.035655    -0.605429
50363.00     0.827365     0.049224     0.054496
50363.25     0.737653     0.130508     0.315968
50363.50     0.869591     0.379338     1.018699
50363.75     0.603931     0.342875     1.150922
50364.00     0.549863     0.514394     1.873760
50364.25     0.031931     0.591232     2.089493
50364.50    -0.158547     0.610022     2.116669
50364.75    -0.683264     0.356620     1.453795
50365.00    -0.787996     0.323328     1.245783
50365.25    -1.127085     0.191688     0.542038
50365.50    -1.053613     0.234631     0.372233
50365.75    -1.316335     0.009070    -0.291522
50366.00    -1.277057    -0.011109    -0.435648
50366.25    -1.357363    -0.111249    -1.099562
50366.50    -1.158052    -0.047792    -1.049468
50366.75    -1.313754    -0.221431    -1.457276
50367.00    -1.126830    -0.208517    -1.382845
50367.25    -1.232927    -0.263387    -1.731182
50367.50    -1.146417    -0.218070    -1.828348
50367.75    -1.290878    -0.388079    -2.127101
50368.00    -0.999014    -0.326061    -1.688893
50368.25    -1.060994    -0.392652    -2.027932
50368.50    -0.896957    -0.298504    -2.023117
50368.75    -1.029091    -0.471225    -2.379157
50369.00    -0.819944    -0.437844    -2.090010
50369.25    -0.812604    -0.433880    -2.136752
50369.50    -0.441553    -0.312625    -1.879409
50369.75    -0.494258    -0.457712    -1.993527
50370.00    -0.267435    -0.352307    -1.365668
50370.25    -0.276832    -0.318386    -1.225679
50370.50    -0.068313    -0.112645    -0.791828
50370.75    -0.231909    -0.195754    -0.848538
50371.00    -0.043388    -0.037564    -0.404151
50371.25    -0.128201    -0.000947    -0.504971
50371.50     0.043812     0.151212    -0.211107
50371.75    -0.322919     0.004511    -0.497816
50372.00    -0.282318     0.099950    -0.069427
50372.25    -0.558090     0.061812    -0.265414
50372.50    -0.508326     0.197937    -0.012919
50372.75    -0.918505     0.086926    -0.225090
50373.00    -1.215061     0.141767    -0.148926
50373.25    -1.659104     0.136955    -0.484244
50373.50    -1.789069     0.270431    -0.275999
50373.75    -2.222144     0.100938    -0.670054
50374.00    -2.223991     0.141641    -0.535503
50374.25    -2.284936     0.103648    -0.621398
50374.50    -2.142510     0.184908    -0.357334
50374.75    -2.361598     0.050536    -0.381693
50375.00    -2.154363     0.156895     0.147619
50375.25    -2.189233     0.133187    -0.060408
50375.50    -2.038503     0.214644     0.046478
50375.75    -2.314558     0.059740    -0.216096
50376.00    -2.155773     0.173474     0.213759
50376.25    -2.323642     0.151473    -0.110536
50376.50    -2.225855     0.264440    -0.105971
50376.75    -2.423735     0.119886    -0.439040
50377.00    -2.340542     0.189637    -0.283548
50377.25    -2.558474     0.126418    -0.772391
50377.50    -2.467717     0.142119    -1.095928
50377.75    -2.736154    -0.013545    -1.458981
50378.00    -2.714961     0.036990    -1.277096
50378.25    -2.928602     0.019109    -1.458276
50378.50    -2.860397     0.113480    -1.209855
50378.75    -3.132829    -0.049871    -1.354603
50379.00    -2.944859     0.025555    -0.909595
50379.25    -3.143778     0.002261    -1.025524
50379.50    -3.035662     0.107656    -0.716527
50379.75    -3.098093    -0.138533    -1.065723
50380.00    -2.798996    -0.110748    -0.684627
50380.25    -2.769734    -0.163064    -0.960502
50380.50    -2.490594    -0.112987    -0.908119
50380.75    -2.460200    -0.288269    -1.210301
50381.00    -2.188116    -0.181586    -0.807009
50381.25    -2.289309    -0.197231    -1.173136
50381.50    -1.898732    -0.011848    -0.859005
50381.75    -1.873983    -0.124862    -1.219432
50382.00    -1.553687    -0.009533    -0.991604
50382.25    -1.466191    -0.007574    -1.456335
50382.50    -0.991853     0.127720    -1.413064
50382.75    -1.004261    -0.113844    -2.208831
50383.00    -0.557553    -0.096667    -2.017201
50383.25    -0.414401    -0.177776    -2.351851
50383.50    -0.085967    -0.097525    -2.134345
50383.75    -0.048888    -0.329320    -2.499401
50384.00     0.330512    -0.292688    -1.924071
50384.25     0.322529    -0.319911    -1.803668
50384.50     0.513288    -0.154188    -1.040227
50384.75     0.187307    -0.254499    -0.925620
50385.00     0.193499    -0.103429    -0.103710
50385.25     0.009050    -0.023312     0.088133
50385.50     0.108524     0.162786     0.640244
50385.75    -0.244175     0.029824     0.527263
50386.00    -0.341771     0.093947     1.038375
50386.25    -0.551143     0.011666     0.895152
50386.50    -0.629318     0.051844     1.163785
50386.75    -0.829548    -0.187680     0.695405
50387.00    -0.615691    -0.126356     0.855128
50387.25    -0.663034    -0.189752     0.237317
50387.50    -0.468373    -0.113754     0.154773
50387.75    -0.615534    -0.279093    -0.186852
50388.00    -0.473325    -0.140096     0.339145
50388.25    -0.690104    -0.170476     0.137688
50388.50    -0.776035    -0.036491     0.307826
50388.75    -1.110867    -0.221369    -0.177075
50389.00    -0.945350    -0.121868     0.295410
50389.25    -1.025018    -0.196150    -0.017048
50389.50    -0.845972    -0.083219     0.261399
50389.75    -0.895438    -0.286904    -0.292554
50390.00    -0.632558    -0.259288    -0.248445
50390.25    -0.552462    -0.390821    -0.880807
50390.50    -0.395942    -0.358521    -1.037232
50390.75    -0.543250    -0.556802    -1.559105
50391.00    -0.292372    -0.493543    -1.294093
50391.25    -0.501692    -0.496305    -1.682783
50391.50    -0.522785    -0.327535    -1.525493
50391.75    -0.827810    -0.480978    -2.033186
50392.00    -0.778558    -0.408750    -1.811519
50392.25    -1.018698    -0.398010    -2.067400
50392.50    -0.880163    -0.241389    -1.865250
50392.75    -1.089489    -0.347207    -2.120540
50393.00    -1.117362    -0.228771    -1.768518
50393.25    -1.257891    -0.230057    -1.906788
50393.50    -1.033623    -0.083530    -1.570849
50393.75    -1.234726    -0.221037    -1.694688
50394.00    -1.018298    -0.101760    -1.012859
50394.25    -1.000676    -0.118408    -0.836296
50394.50    -0.853425     0.009091    -0.277572
50394.75    -1.014388    -0.197950    -0.380844
50395.00    -0.763025    -0.162815     0.160073
50395.25    -0.988260    -0.300745    -0.096761
50395.50    -1.044890    -0.212879     0.282087
50395.75    -1.369403    -0.400119     0.080866
50396.00    -1.331222    -0.432035     0.020382
50396.25    -1.627191    -0.570758    -0.620729
50396.50    -1.557552    -0.500275    -0.647189
50396.75    -1.960543    -0.662711    -1.179291
50397.00    -2.046564    -0.605046    -1.324407
50397.25    -2.435307    -0.648957    -1.810527
50397.50    -2.575663    -0.500453    -1.660910
50397.75    -3.057872    -0.698773    -2.348898
50398.00    -2.979858    -0.658428    -2.333586
50398.25    -3.058153    -0.762823    -2.982336
50398.50    -2.778444    -0.699693    -3.124166
50398.75    -2.720199    -0.906999    -3.705361
50399.00    -2.440752    -0.883701    -3.908871
50399.25    -2.343961    -0.963603    -4.402167
50399.50    -1.852612    -0.886722    -4.399910
50399.75    -1.624694    -1.076296    -4.932431
50400.00    -1.021411    -0.976102    -4.551278
50400.25    -0.739400    -0.971496    -4.603573
50400.50    -0.125361    -0.815291    -4.132892
50400.75    -0.026468    -0.996712    -4.424800
50401.00     0.327814    -0.896106    -3.847962
50401.25     0.208108    -0.858694    -3.657884
50401.50     0.219671    -0.690913    -3.164973
50401.75    -0.064156    -0.811163    -3.428411
50402.00     0.156296    -0.657939    -2.945598
50402.25    -0.009389    -0.642876    -3.153611
50402.50     0.198423    -0.480257    -2.910814
50402.75     0.212082    -0.608455    -3.145405
50403.00     0.665944    -0.497344    -2.678647
50403.25     0.658760    -0.451866    -2.712149
50403.50     0.867436    -0.285334    -2.303117
50403.75     0.723961    -0.384947    -2.452420
50404.00     0.999330    -0.320255    -2.154092
50404.25     1.024010    -0.347439    -2.414253
50404.50     1.272551    -0.242643    -2.108499
50404.75     1.189113    -0.499578    -2.489823
50405.00     1.263089    -0.448462    -1.953883
50405.25     1.018352    -0.444580    -1.850081
50405.50     0.900309    -0.306492    -1.334242
50405.75     0.574588    -0.395833    -1.211355
50406.00     0.583405    -0.237065    -0.407399
50406.25     0.275300    -0.196792    -0.274217
50406.50     0.421267     0.015300     0.354977
50406.75     0.398948    -0.103524     0.227541
50407.00     0.534148     0.022749     0.712872
50407.25     0.263925     0.045816     0.650083
50407.50     0.244144     0.178757     0.947667
50407.75    -0.181975     0.000567     0.446739
50408.00    -0.144641     0.112629     0.853507
50408.25    -0.431099     0.087015     0.643796
50408.50    -0.430896     0.153096     0.766768
50408.75    -0.667636    -0.058263     0.317661
50409.00    -0.412396    -0.026240     0.507520
50409.25    -0.537509    -0.065261     0.118079
50409.50    -0.414760    -0.030013     0.018631
50409.75    -0.531880    -0.269136    -0.580642
50410.00    -0.403181    -0.197491    -0.282771
50410.25    -0.817647    -0.240346    -0.533828
50410.50    -0.900657    -0.144746    -0.375574
50410.75    -1.221775    -0.321810    -0.709148
50411.00    -1.349691    -0.322062    -0.692282
50411.25    -1.744220    -0.389427    -1.301807
50411.50    -1.711408    -0.234300    -1.090251
50411.75    -1.945272    -0.403085    -1.420327
50412.00    -1.973544    -0.336495    -1.223352
50412.25    -2.152305    -0.322643    -1.312432
50412.50    -1.989444    -0.134510    -0.832744
50412.75    -2.140839    -0.304516    -1.229177
50413.00    -2.026742    -0.233902    -0.834150
50413.25    -2.191256    -0.329434    -1.126251
50413.50    -1.963531    -0.290059    -1.131113
50413.75    -1.928043    -0.565994    -2.039462
50414.00    -1.555437    -0.584026    -2.298864
50414.25    -1.533068    -0.684705    -2.971894
50414.50    -1.324022    -0.630960    -3.121685
50414.75    -1.378704    -0.788297    -3.599141
50415.00    -1.261878    -0.713987    -3.359790
50415.25    -1.420315    -0.712107    -3.428800
50415.50    -1.360887    -0.534559    -2.960625
50415.75    -1.646411    -0.653346    -3.034974
50416.00    -1.467926    -0.495528    -2.385930
50416.25    -1.504684    -0.423466    -2.220996
50416.50    -1.351123    -0.190672    -1.617024
50416.75    -1.398988    -0.281388    -1.708502
50417.00    -1.031726    -0.139535    -1.092577
50417.25    -1.080669    -0.098198    -0.943090
50417.50    -0.902501     0.065308    -0.399957
50417.75    -1.016092    -0.083747    -0.510714
50418.00    -0.863180    -0.026380    -0.215878
50418.25    -1.115266    -0.060686    -0.207321
50418.50    -0.989063     0.110647     0.621796
50418.75    -1.192576    -0.074349     0.501017
50419.00    -1.031516    -0.052381     0.848773
50419.25    -1.068672    -0.117663     0.597924
50419.50    -0.774108    -0.070394     0.532011
50419.75    -1.044588    -0.308831    -0.218330
50420.00    -0.794275    -0.277123    -0.183836
50420.25    -0.887237    -0.370961    -0.691958
50420.50    -0.690970    -0.337866    -0.804715
50420.75    -0.726200    -0.579951    -1.578988
50421.00    -0.235736    -0.547391    -1.396842
50421.25    -0.085628    -0.605189    -1.853589
50421.50     0.272039    -0.514312    -1.885313
50421.75     0.570261    -0.597318    -2.008210
50422.00     1.033927    -0.403387    -1.282939
50422.25     1.106370    -0.333859    -1.088209
50422.50     1.234474    -0.028362    -0.008514
50422.75     0.983531    -0.072888     0.237350
50423.00     0.876915     0.051276     0.971050
50423.25     0.666854     0.016658     0.905803
50423.50     0.654510     0.115554     1.225380
50423.75     0.374279    -0.089714     0.783917
50424.00     0.526164    -0.011403     1.081002
50424.25     0.301471    -0.086468     0.732897
50424.50     0.232150     0.027369     1.055419
50424.75    -0.115071    -0.231580     0.401596
50425.00     0.064544    -0.201128     0.531435
50425.25    -0.018221    -0.318784     0.042348
50425.50     0.206351    -0.240499     0.237412
50425.75     0.141042    -0.441408    -0.114885
50426.00     0.371204    -0.415966    -0.055222
50426.25     0.392952    -0.466109    -0.367956
50426.50     0.696908    -0.344527    -0.265418
50426.75     0.677979    -0.475439    -0.650003
50427.00     1.056203    -0.353537    -0.299170
50427.25     0.960423    -0.358081    -0.424784
50427.50     1.133304    -0.215230    -0.117643
50427.75     1.084205    -0.324612    -0.058557
50428.00     1.422128    -0.202839     0.431430
50428.25     1.257007    -0.196560     0.408667
50428.50     1.408834     0.010561     0.909898
50428.75     1.301899    -0.144635     0.434509
50429.00     1.471576    -0.071235     0.465164
50429.25     1.399992    -0.103886     0.082391
50429.50     1.662109     0.017640     0.263000
50429.75     1.631536    -0.149373    -0.218163
50430.00     1.877975    -0.087687    -0.109806
50430.25     1.795596    -0.104811    -0.213183
50430.50     1.805474    -0.006919    -0.119806
50430.75     1.360759    -0.187184    -0.732517
50431.00     1.152837    -0.097266    -0.588137
50431.25     0.565339    -0.114091    -0.887935
50431.50     0.195731     0.001850    -0.953629
50431.75    -0.272814    -0.147197    -1.475202
50432.00    -0.227922    -0.122144    -1.576703
50432.25    -0.402600    -0.213501    -2.004853
50432.50    -0.237056    -0.116635    -1.753175
50432.75    -0.356895    -0.295179    -1.914244
50433.00    -0.260503    -0.199962    -1.410130
50433.25    -0.491100    -0.196444    -1.234042
50433.50    -0.509951    -0.014122    -0.503113
50433.75    -0.889890    -0.094878    -0.501935
50434.00    -0.844853     0.004399    -0.015917
50434.25    -1.055741     0.021542     0.179396
50434.50    -0.882940     0.105452     0.471515
50434.75    -0.979904    -0.089108     0.014966
50435.00    -0.481170    -0.130241    -0.104202
50435.25    -0.365726    -0.219982    -0.431079
50435.50     0.116214    -0.105720    -0.116410
50435.75     0.281633    -0.207463    -0.333110
50436.00     0.782747    -0.147105    -0.105219
50436.25     0.892851    -0.180443    -0.366524
50436.50     1.153461    -0.076874    -0.067071
50436.75     0.957379    -0.359694    -0.773128
50437.00     1.101239    -0.456538    -1.069052
50437.25     1.014617    -0.569968    -1.547650
50437.50     1.221606    -0.500346    -1.496837
50437.75     0.920203    -0.650274    -1.847959
50438.00     1.076729    -0.534590    -1.627028
50438.25     0.881923    -0.453070    -1.690635
50438.50     1.006516    -0.290270    -1.623142
50438.75     0.978417    -0.389912    -1.885334
50439.00     1.398454    -0.332724    -1.551415
50439.25     1.351964    -0.399729    -1.760631
50439.50     1.726321    -0.239237    -1.370059
50439.75     1.649127    -0.397356    -1.636747
50440.00     1.849585    -0.298916    -1.287915
50440.25     1.637720    -0.291883    -1.343061
50440.50     1.505020    -0.110019    -1.042599
50440.75     0.906591    -0.243674    -1.414623
50441.00     0.776741    -0.118554    -0.922252
50441.25     0.248541    -0.161251    -0.877657
50441.50     0.106485    -0.092075    -0.421021
50441.75    -0.124279    -0.318750    -0.662591
50442.00     0.085600    -0.344768    -0.559724
50442.25     0.093759    -0.387995    -0.791923
50442.50     0.290467    -0.302199    -0.763812
50442.75     0.140267    -0.480951    -1.181001
50443.00     0.365581    -0.376424    -0.852152
50443.25     0.233420    -0.319620    -0.849629
50443.50     0.413514    -0.152211    -0.595995
50443.75     0.269290    -0.301583    -0.887644
50444.00     0.386963    -0.252060    -0.696214
50444.25    -0.004162    -0.310821    -1.019765
50444.50    -0.095587    -0.142567    -0.744108
50444.75    -0.523581    -0.309225    -1.144267
50445.00    -0.469486    -0.261785    -1.079055
50445.25    -0.679343    -0.278825    -1.205517
50445.50    -0.649437    -0.162447    -1.039978
50445.75    -0.760646    -0.303611    -1.335284
50446.00    -0.567117    -0.259159    -1.170856
50446.25    -0.660424    -0.313026    -1.432444
50446.50    -0.623354    -0.203151    -1.080521
50446.75    -0.852764    -0.415397    -1.601408
50447.00    -0.680898    -0.362779    -1.418917
50447.25    -1.061097    -0.445632    -1.908401
50447.50    -1.252852    -0.366984    -1.912265
50447.75    -1.478579    -0.529997    -2.422308
50448.00    -1.166666    -0.486119    -2.130463
50448.25    -1.202882    -0.575333    -2.298531
50448.50    -0.991156    -0.414675    -1.595405
50448.75    -0.891755    -0.570183    -1.845492
50449.00    -0.402793    -0.489211    -1.525830
50449.25    -0.170338    -0.476436    -1.407018
50449.50     0.332410    -0.255476    -0.607208
50449.75     0.286483    -0.365094    -0.528689
50450.00     0.486457    -0.262041     0.096067
50450.25     0.181909    -0.286749     0.170819
50450.50     0.219561    -0.145026     0.552156
50450.75     0.020454    -0.262148     0.494067
50451.00     0.360552    -0.145293     0.929404
50451.25     0.191207    -0.162573     0.754132
50451.50     0.192366     0.019790     1.098665
50451.75    -0.070455    -0.101460     0.656663
50452.00     0.069980     0.044661     0.946757
50452.25    -0.269082     0.053129     0.637098
50452.50    -0.309137     0.205189     0.768037
50452.75    -0.540069    -0.012280     0.112186
50453.00    -0.475726     0.087786     0.510491
50453.25    -0.751437     0.059993     0.459490
50453.50    -0.730635     0.160916     0.893122
50453.75    -0.988846    -0.100082     0.283587
50454.00    -0.812321    -0.059381     0.490762
50454.25    -0.947077    -0.217738    -0.078572
50454.50    -0.829948    -0.184519    -0.233779
50454.75    -1.034503    -0.423416    -0.943860
50455.00    -0.847002    -0.371125    -0.784538
50455.25    -1.043198    -0.427142    -1.112570
50455.50    -0.979125    -0.283415    -0.853244
50455.75    -1.198153    -0.440470    -1.311592
50456.00    -0.947046    -0.337121    -1.049720
50456.25    -1.074465    -0.356836    -1.309965
50456.50    -0.942253    -0.118681    -0.860238
50456.75    -1.106022    -0.200890    -0.852860
50457.00    -0.829451     0.005692    -0.019799
50457.25    -0.973109     0.087845     0.337394
50457.50    -0.778405     0.314096     1.343400
50457.75    -0.921401     0.185697     1.462014
50458.00    -0.760503     0.181768     1.711145
50458.25    -0.971528     0.019961     1.428090
50458.50    -0.743225     0.010844     1.460393
50458.75    -0.979030    -0.217188     0.917717
50459.00    -0.760639    -0.229374     0.902323
50459.25    -0.872419    -0.341830     0.306147
50459.50    -0.669141    -0.252120     0.121402
50459.75    -0.882248    -0.483347    -0.736302
50460.00    -0.542540    -0.460368    -0.823310
50460.25    -0.580008    -0.576153    -1.482606
50460.50    -0.259070    -0.534717    -1.653047
50460.75    -0.165224    -0.783121    -2.476786
50461.00     0.473309    -0.701877    -2.183061
50461.25     0.540095    -0.761133    -2.556137
50461.50     0.928002    -0.642064    -2.389754
50461.75     1.037024    -0.764687    -2.629362
50462.00     1.490939    -0.660895    -2.154539
50462.25     1.445107    -0.632984    -2.049412
50462.50     1.701782    -0.412356    -1.325265
50462.75     1.352145    -0.546436    -1.549063
50463.00     1.517683    -0.389399    -0.790859
50463.25     1.123608    -0.306348    -0.556232
50463.50     1.086453    -0.064426     0.106800
50463.75     0.791007    -0.147715     0.057916
50464.00     0.977170     0.008274     1.173596
50464.25     0.945643     0.000071     1.390682
50464.50     1.242556     0.042109     1.836169
50464.75     1.363974    -0.205967     1.269715
50465.00     1.833149    -0.288256     1.113700
50465.25     2.007519    -0.494802     0.119206
50465.50     2.377599    -0.471988    -0.063805
50465.75     2.385924    -0.682417    -0.631355
50466.00     2.628992    -0.638261    -0.314179
50466.25     2.580187    -0.713444    -0.569913
50466.50     2.819284    -0.621565    -0.339042
50466.75     2.653056    -0.758333    -0.852379
50467.00     2.819785    -0.628069    -0.500585
50467.25     2.546274    -0.593466    -0.590106
50467.50     2.507745    -0.395639     0.043739
50467.75     2.011365    -0.618114    -0.516590
50468.00     1.897745    -0.482381     0.020977
50468.25     1.395090    -0.511324    -0.196824
50468.50     1.188998    -0.391578     0.031201
50468.75     0.920930    -0.581283    -0.606594
50469.00     1.029557    -0.484384    -0.440599
50469.25     0.787716    -0.521907    -1.035289
50469.50     0.837181    -0.349189    -1.063620
50469.75     0.548257    -0.429840    -1.307228
50470.00     0.796170    -0.394514    -1.010787
50470.25     0.713191    -0.396289    -0.857429
50470.50     0.946302    -0.194686     0.061035
50470.75     0.872650    -0.348160    -0.049188
50471.00     1.296659    -0.282853     0.367054
50471.25     1.260188    -0.325421    -0.005066
50471.50     1.456281    -0.171676     0.108986
50471.75     1.345546    -0.240111    -0.444309
50472.00     1.509284    -0.067497    -0.194095
50472.25     1.209053    -0.009997    -0.453460
50472.50     1.135715     0.202998     0.169983
50472.75     0.795145     0.068281     0.108836
50473.00     0.867766     0.027295     0.303589
50473.25     0.525100    -0.078315     0.103353
50473.50     0.586008    -0.044281     0.260355
50473.75     0.366683    -0.293196    -0.461516
50474.00     0.555689    -0.342721    -0.520802
50474.25     0.252663    -0.451830    -1.272990
50474.50     0.243663    -0.352582    -1.415171
50474.75    -0.219415    -0.452194    -2.015395
50475.00    -0.164385    -0.319782    -1.739839
50475.25    -0.472974    -0.339427    -2.097643
50475.50    -0.353636    -0.220199    -1.914509
50475.75    -0.486614    -0.400582    -2.314456
50476.00    -0.151173    -0.357335    -1.804740
50476.25    -0.287822    -0.478179    -2.044049
50476.50     0.036251    -0.338233    -1.450390
50476.75    -0.093340    -0.532494    -1.781414
50477.00     0.141456    -0.452039    -1.575195
50477.25     0.129197    -0.474959    -1.973368
50477.50     0.299372    -0.291719    -1.781128
50477.75     0.208632    -0.444516    -2.276932
50478.00     0.512046    -0.331581    -1.629635
50478.25     0.551211    -0.337001    -1.513664
50478.50     0.904655    -0.179750    -0.821056
50478.75     1.058239    -0.277285    -0.749926
50479.00     1.404534    -0.153109     0.001314
50479.25     1.205623    -0.176594     0.050991
50479.50     1.370594    -0.023304     0.679749
50479.75     1.092270    -0.146218     0.646392
50480.00     1.179179    -0.035555     1.231376
50480.25     0.867213    -0.083165     1.064259
50480.50     0.998786     0.020229     1.230867
50480.75     0.772438    -0.141240     0.719010
50481.00     1.023313    -0.034209     1.016702
50481.25     0.884459    -0.106174     0.564234
50481.50     0.946128    -0.009656     0.596536
50481.75     0.621554    -0.203954    -0.170405
50482.00     0.768974    -0.119944    -0.044027
50482.25     0.616937    -0.156087    -0.474991
50482.50     0.701199    -0.076596    -0.570007
50482.75     0.614659    -0.199535    -1.125075
50483.00     0.927318    -0.071747    -0.711847
50483.25     0.939493    -0.121644    -1.045697
50483.50     1.317492     0.005133    -0.567382
50483.75     1.409151    -0.168541    -0.760974
50484.00     1.778463    -0.123409    -0.276872
50484.25     1.768373    -0.213134    -0.464970
50484.50     1.989950    -0.128774    -0.065323
50484.75     1.726138    -0.310532    -0.371976
50485.00     1.885843    -0.223615     0.099644
50485.25     1.648427    -0.284994    -0.208193
50485.50     1.714964    -0.178486    -0.111299
50485.75     1.435555    -0.294647    -0.432129
50486.00     1.462319    -0.191124    -0.106692
50486.25     1.200630    -0.244500    -0.449137
50486.50     1.331304    -0.084487    -0.167869
50486.75     1.131406    -0.233515    -0.726354
50487.00     1.318508    -0.120008    -0.337560
50487.25     1.169785    -0.107172    -0.455032
50487.50     1.185494     0.020736    -0.105233
50487.75     0.780169    -0.178418    -0.759434
50488.00     0.991685    -0.161652    -0.718931
50488.25     0.775837    -0.228978    -1.016320
50488.50     0.959970    -0.167885    -0.835386
50488.75     0.686782    -0.339380    -1.269779
50489.00     0.922274    -0.291297    -0.984538
50489.25     0.942027    -0.265534    -0.995724
50489.50     1.258659    -0.121760    -0.470572
50489.75     1.102630    -0.301181    -0.852766
50490.00     1.375142    -0.228115    -0.423227
50490.25     1.181694    -0.309398    -0.850266
50490.50     1.356673    -0.203485    -0.631721
50490.75     1.094974    -0.389707    -1.079207
50491.00     1.338702    -0.302688    -0.558643
50491.25     1.174531    -0.403141    -0.963566
50491.50     1.301517    -0.248335    -0.542770
50491.75     1.077204    -0.380829    -0.903185
50492.00     1.107935    -0.164363    -0.312534
50492.25     0.837374    -0.140210    -0.863704
50492.50     1.098092     0.160392    -0.442530
50492.75     0.838310     0.032934    -0.810875
50493.00     0.837864     0.102654    -0.308967
50493.25     0.600510     0.006107    -0.505761
50493.50     0.750708     0.081333    -0.049678
50493.75     0.641569    -0.100633    -0.405892
50494.00     0.820289    -0.022113     0.193829
50494.25     0.704600    -0.113216    -0.120596
50494.50     0.664979    -0.082884    -0.121130
50494.75     0.543433    -0.420090    -1.319425
50495.00     0.691871    -0.451982    -1.495928
50495.25     0.725849    -0.562952    -2.144017
50495.50     0.901058    -0.503201    -2.107205
50495.75     0.874517    -0.673410    -2.602004
50496.00     1.097615    -0.632783    -2.316134
50496.25     1.053139    -0.643944    -2.508034
50496.50     1.330728    -0.510096    -2.171235
50496.75     1.091130    -0.698244    -2.541258
50497.00     1.240140    -0.590699    -1.920401
50497.25     1.060535    -0.636146    -2.056077
50497.50     1.128068    -0.436663    -1.469812
50497.75     0.790390    -0.607880    -1.909559
50498.00     0.920302    -0.443449    -1.092157
50498.25     0.668397    -0.487037    -1.349831
50498.50     0.762475    -0.332852    -0.863085
50498.75     0.536404    -0.514558    -1.348096
50499.00     0.694494    -0.340254    -0.587610
50499.25     0.328698    -0.320648    -0.890094
50499.50     0.309395    -0.093720    -0.557440
50499.75    -0.117543    -0.238034    -1.026793
50500.00    -0.110438    -0.115030    -0.346520
50500.25    -0.463401    -0.120207    -0.261387
50500.50    -0.384854     0.018750     0.352492
50500.75    -0.677234    -0.150449     0.085446
50501.00    -0.521989    -0.117233     0.420000
50501.25    -0.681262    -0.230491    -0.061374
50501.50    -0.389789    -0.127776     0.068785
50501.75    -0.507443    -0.359750    -0.755662
50502.00    -0.217019    -0.310655    -0.863898
50502.25    -0.329730    -0.440239    -1.863924
50502.50    -0.103535    -0.346972    -1.987576
50502.75    -0.330436    -0.585123    -3.032918
50503.00    -0.113067    -0.497370    -2.836094
50503.25    -0.206916    -0.603626    -3.470186
50503.50     0.049795    -0.461334    -3.139166
50503.75    -0.073004    -0.705537    -3.693012
50504.00     0.209408    -0.555356    -2.734406
50504.25     0.181906    -0.530656    -2.457196
50504.50     0.456723    -0.296508    -1.434364
50504.75     0.277207    -0.397022    -1.329407
50505.00     0.405188    -0.199700    -0.338691
50505.25     0.267527    -0.124812    -0.138936
50505.50     0.358019     0.088451     0.482508
50505.75    -0.099056    -0.014589     0.295638
50506.00    -0.090918     0.113426     0.957117
50506.25    -0.465847     0.035628     0.702203
50506.50    -0.461898     0.105003     0.877860
50506.75    -0.848834    -0.099602     0.241512
50507.00    -0.681610     0.004411     0.492189
50507.25    -0.937479    -0.071604    -0.339793
50507.50    -0.798971     0.108071    -0.352792
50507.75    -0.982521    -0.021742    -0.977927
50508.00    -0.658152     0.054033    -0.667809
50508.25    -0.878239    -0.029796    -1.108138
50508.50    -0.599799     0.077788    -0.583188
50508.75    -0.686678    -0.139437    -0.850619
50509.00    -0.334712    -0.097487    -0.115975
50509.25    -0.399586    -0.238708    -0.303928
50509.50    -0.052343    -0.143872     0.226542
50509.75    -0.132362    -0.296126    -0.319933
50510.00     0.188917    -0.116367     0.157895
50510.25     0.068130    -0.054158    -0.115532
50510.50     0.300284     0.147303     0.256557
50510.75     0.097892    -0.004635    -0.106317
50511.00     0.484306     0.090179     0.425332
50511.25     0.470155     0.000631    -0.067035
50511.50     0.735248     0.057666    -0.036188
50511.75     0.477364    -0.117390    -0.548483
50512.00     0.603682    -0.035242    -0.166536
50512.25     0.235295    -0.159657    -0.880829
50512.50     0.240306    -0.051965    -0.632261
50512.75    -0.135349    -0.235074    -1.037290
50513.00    -0.135572    -0.186214    -0.526685
50513.25    -0.432269    -0.378566    -1.107560
50513.50    -0.368767    -0.318955    -0.925534
50513.75    -0.735126    -0.595291    -1.681536
50514.00    -0.613140    -0.526228    -1.358159
50514.25    -0.844454    -0.629945    -2.052473
50514.50    -0.717700    -0.480050    -2.035305
50514.75    -1.162967    -0.649018    -2.750761
50515.00    -1.130100    -0.549611    -2.338956
