-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MAC1        49718.000    1995     1     1     0
MAC1        52274.750    2001    12    31    18
MAC1     -3464038.501  1334172.763 -5169224.323
50313.75     0.370164     0.074376     0.042547
50314.00     0.423460     0.050400     0.026697
50314.25     0.418060     0.127043     0.141971
50314.50     0.516809     0.182695    -0.013390
50314.75     0.535763     0.146920     0.152446
50315.00     0.485454     0.061910     0.077725
50315.25     0.400689     0.101810     0.225086
50315.50     0.423267     0.135736    -0.007752
50315.75     0.418749     0.106254     0.151255
50316.00     0.324664     0.011898     0.067699
50316.25     0.187202     0.027803     0.107935
50316.50     0.187189     0.053092    -0.121515
50316.75     0.176524     0.009891    -0.079846
50317.00     0.098169    -0.047237    -0.247830
50317.25     0.016411     0.021525    -0.166277
50317.50     0.020888     0.075579    -0.400203
50317.75    -0.008854     0.051484    -0.253081
50318.00    -0.135769    -0.016625    -0.391761
50318.25    -0.261322     0.054694    -0.343955
50318.50    -0.300394     0.110324    -0.604323
50318.75    -0.320614     0.079244    -0.497933
50319.00    -0.399872    -0.009022    -0.592990
50319.25    -0.516014     0.028380    -0.446550
50319.50    -0.499533     0.060437    -0.640962
50319.75    -0.457999     0.020536    -0.396670
50320.00    -0.473097    -0.060331    -0.383426
50320.25    -0.585903    -0.043568    -0.253326
50320.50    -0.543287    -0.049188    -0.452056
50320.75    -0.544753    -0.110808    -0.262388
50321.00    -0.617804    -0.200697    -0.392627
50321.25    -0.749861    -0.176876    -0.292008
50321.50    -0.738618    -0.143379    -0.575579
50321.75    -0.730531    -0.188612    -0.474695
50322.00    -0.748136    -0.240513    -0.628148
50322.25    -0.808484    -0.190442    -0.469714
50322.50    -0.744248    -0.122445    -0.686929
50322.75    -0.720377    -0.145415    -0.530756
50323.00    -0.706386    -0.174430    -0.587199
50323.25    -0.734620    -0.085939    -0.426119
50323.50    -0.633610    -0.042598    -0.610551
50323.75    -0.541658    -0.056573    -0.416833
50324.00    -0.525156    -0.112573    -0.478016
50324.25    -0.526572    -0.047362    -0.302465
50324.50    -0.426661    -0.016174    -0.455965
50324.75    -0.331249    -0.046054    -0.277174
50325.00    -0.348193    -0.133921    -0.344365
50325.25    -0.412037    -0.083512    -0.264258
50325.50    -0.330874    -0.079399    -0.381052
50325.75    -0.299392    -0.119971    -0.216263
50326.00    -0.326054    -0.201057    -0.155779
50326.25    -0.392147    -0.142305    -0.027381
50326.50    -0.364486    -0.096035    -0.226053
50326.75    -0.389635    -0.122658    -0.101013
50327.00    -0.442608    -0.202619    -0.148482
50327.25    -0.491181    -0.130134    -0.030472
50327.50    -0.397091    -0.073971    -0.217847
50327.75    -0.335327    -0.058219    -0.041859
50328.00    -0.357516    -0.114715    -0.134805
50328.25    -0.364237    -0.052900    -0.043209
50328.50    -0.270167     0.002612    -0.275060
50328.75    -0.185243    -0.024167    -0.223624
50329.00    -0.191539    -0.058762    -0.324389
50329.25    -0.271784     0.028153    -0.281391
50329.50    -0.197564     0.030738    -0.526037
50329.75    -0.134686    -0.004589    -0.372335
50330.00    -0.196827    -0.091683    -0.461342
50330.25    -0.306346    -0.067857    -0.349650
50330.50    -0.256248    -0.014480    -0.488038
50330.75    -0.262309    -0.060476    -0.391698
50331.00    -0.336136    -0.120514    -0.432371
50331.25    -0.428041    -0.038114    -0.293902
50331.50    -0.391078     0.003639    -0.525455
50331.75    -0.382582    -0.026621    -0.414378
50332.00    -0.408122    -0.076726    -0.480143
50332.25    -0.498023    -0.028056    -0.392385
50332.50    -0.453130     0.022824    -0.658522
50332.75    -0.413249    -0.024577    -0.533184
50333.00    -0.460104    -0.093602    -0.596168
50333.25    -0.562457    -0.065596    -0.482268
50333.50    -0.505636    -0.031601    -0.718672
50333.75    -0.459825    -0.089742    -0.549974
50334.00    -0.478381    -0.111746    -0.558153
50334.25    -0.530971    -0.048465    -0.401754
50334.50    -0.451591     0.030236    -0.576502
50334.75    -0.413179     0.023328    -0.350301
50335.00    -0.448490     0.011959    -0.287732
50335.25    -0.533704     0.113937    -0.155985
50335.50    -0.467516     0.174585    -0.363310
50335.75    -0.383896     0.182213    -0.212245
50336.00    -0.367494     0.169219    -0.240703
50336.25    -0.391621     0.270603    -0.094268
50336.50    -0.313531     0.332042    -0.307119
50336.75    -0.272991     0.312722    -0.112134
50337.00    -0.284248     0.253960    -0.162452
50337.25    -0.363961     0.312126     0.015320
50337.50    -0.289393     0.323544    -0.150216
50337.75    -0.230229     0.259224    -0.011594
50338.00    -0.242777     0.147033    -0.067552
50338.25    -0.322991     0.153586     0.038424
50338.50    -0.247723     0.159398    -0.221956
50338.75    -0.197472     0.094778    -0.054380
50339.00    -0.208560     0.019595    -0.078381
50339.25    -0.308981     0.055299     0.042542
50339.50    -0.253371     0.096549    -0.175335
50339.75    -0.198330     0.071878    -0.008096
50340.00    -0.223590     0.005876    -0.032783
50340.25    -0.298225     0.065219     0.086858
50340.50    -0.242727     0.104314    -0.140757
50340.75    -0.196639     0.061557    -0.041333
50341.00    -0.189423     0.012912    -0.080991
50341.25    -0.238593     0.064445     0.060919
50341.50    -0.165598     0.123765    -0.118056
50341.75    -0.109223     0.096920     0.049132
50342.00    -0.111585     0.018913     0.012891
50342.25    -0.151485     0.063960     0.131578
50342.50    -0.049196     0.099643    -0.112448
50342.75     0.021257     0.057080    -0.045691
50343.00     0.042525     0.011663    -0.106186
50343.25    -0.011703     0.085295    -0.061800
50343.50     0.052488     0.153176    -0.307406
50343.75     0.063698     0.144958    -0.203659
50344.00     0.013395     0.131001    -0.283397
50344.25    -0.138999     0.228693    -0.150360
50344.50    -0.128060     0.285210    -0.326467
50344.75    -0.139855     0.270346    -0.148728
50345.00    -0.173762     0.219317    -0.157423
50345.25    -0.266629     0.261791     0.059961
50345.50    -0.192481     0.272092    -0.081296
50345.75    -0.132931     0.199213     0.079797
50346.00    -0.121878     0.101477     0.068213
50346.25    -0.188114     0.130310     0.214626
50346.50    -0.076317     0.151689    -0.047797
50346.75    -0.037637     0.095038     0.055474
50347.00    -0.062201     0.011619    -0.042013
50347.25    -0.155168     0.064084     0.074371
50347.50    -0.110657     0.108028    -0.135959
50347.75    -0.072269     0.081180     0.049041
50348.00    -0.079029     0.032196     0.079943
50348.25    -0.135047     0.098299     0.265864
50348.50    -0.047322     0.173527     0.155106
50348.75     0.037428     0.159018     0.344152
50349.00     0.073250     0.123394     0.426068
50349.25     0.059564     0.190893     0.572493
50349.50     0.179117     0.248648     0.386082
50349.75     0.253364     0.202269     0.450672
50350.00     0.274416     0.118583     0.380018
50350.25     0.257186     0.143472     0.422448
50350.50     0.391216     0.144279     0.186428
50350.75     0.442835     0.076795     0.292786
50351.00     0.440286     0.010961     0.285182
50351.25     0.339999     0.069844     0.433337
50351.50     0.418847     0.128744     0.274230
50351.75     0.416832     0.096395     0.425302
50352.00     0.379150     0.067683     0.416368
50352.25     0.289990     0.125852     0.586349
50352.50     0.342084     0.163100     0.416889
50352.75     0.351880     0.129560     0.539615
50353.00     0.342790     0.075370     0.505061
50353.25     0.248593     0.131285     0.635088
50353.50     0.253634     0.200942     0.434473
50353.75     0.266839     0.153456     0.570353
50354.00     0.233127     0.096678     0.557301
50354.25     0.143614     0.145756     0.660506
50354.50     0.180542     0.191699     0.451180
50354.75     0.178729     0.163259     0.621952
50355.00     0.137432     0.126289     0.662678
50355.25     0.027275     0.186825     0.789693
50355.50     0.060885     0.229408     0.559117
50355.75     0.056395     0.193837     0.678919
50356.00    -0.002049     0.128998     0.598951
50356.25    -0.083709     0.159023     0.650401
50356.50    -0.072775     0.164272     0.288548
50356.75    -0.030515     0.092489     0.323615
50357.00    -0.055033    -0.029455     0.177861
50357.25    -0.090552    -0.009409     0.302580
50357.50    -0.040192    -0.002631     0.079241
50357.75     0.035273    -0.065202     0.193926
50358.00     0.080689    -0.143490     0.204021
50358.25     0.057816    -0.070736     0.294139
50358.50     0.128728    -0.047058     0.020777
50358.75     0.200033    -0.093027     0.097588
50359.00     0.184791    -0.172291    -0.014223
50359.25     0.131118    -0.102521     0.062242
50359.50     0.212882    -0.060026    -0.171082
50359.75     0.246913    -0.056427    -0.036675
50360.00     0.204020    -0.092638    -0.061020
50360.25     0.122413    -0.009156     0.091399
50360.50     0.130369     0.069824    -0.020569
50360.75     0.126975     0.067084     0.185222
50361.00     0.123213     0.048347     0.175319
50361.25     0.005972     0.104402     0.212059
50361.50     0.099771     0.133830     0.004294
50361.75     0.153594     0.079911     0.106246
50362.00     0.146554     0.005434     0.094559
50362.25     0.085773     0.033369     0.216317
50362.50     0.130129     0.039762     0.050761
50362.75     0.102957    -0.045721     0.126416
50363.00     0.085237    -0.116575     0.101050
50363.25     0.012947    -0.094096     0.257518
50363.50     0.077055    -0.069382     0.007649
50363.75     0.125689    -0.126767     0.216005
50364.00     0.136297    -0.165927     0.176880
50364.25     0.067261    -0.122854     0.311919
50364.50     0.179514    -0.065486     0.118263
50364.75     0.251864    -0.073697     0.311478
50365.00     0.265813    -0.107809     0.276973
50365.25     0.202383    -0.038333     0.406916
50365.50     0.296133     0.047520     0.231418
50365.75     0.343549     0.051623     0.430346
50366.00     0.352390     0.011213     0.400253
50366.25     0.282076     0.068945     0.593415
50366.50     0.372662     0.124655     0.436442
50366.75     0.392458     0.073071     0.604696
50367.00     0.389619     0.011430     0.585284
50367.25     0.288825     0.021915     0.680436
50367.50     0.359115     0.017754     0.450006
50367.75     0.395439    -0.073051     0.504522
50368.00     0.406377    -0.163313     0.445231
50368.25     0.315932    -0.149283     0.533689
50368.50     0.364844    -0.129690     0.317451
50368.75     0.313475    -0.206217     0.302815
50369.00     0.272207    -0.249899     0.187202
50369.25     0.165135    -0.198918     0.201442
50369.50     0.210509    -0.145063    -0.009985
50369.75     0.235796    -0.165159     0.144147
50370.00     0.210139    -0.198290     0.119091
50370.25     0.121448    -0.107977     0.206156
50370.50     0.164191    -0.026286    -0.026687
50370.75     0.178628    -0.046625     0.080529
50371.00     0.122715    -0.071958     0.035699
50371.25     0.062111     0.006243     0.181983
50371.50     0.109283     0.077283     0.003400
50371.75     0.171672     0.041454     0.094196
50372.00     0.173065    -0.012214     0.124550
50372.25     0.174176     0.016888     0.259234
50372.50     0.282436     0.050721     0.097301
50372.75     0.371243     0.006607     0.264751
50373.00     0.395971    -0.061633     0.298004
50373.25     0.379864    -0.036584     0.430844
50373.50     0.487951     0.005119     0.313836
50373.75     0.524881    -0.022777     0.449263
50374.00     0.544884    -0.051398     0.514070
50374.25     0.457774     0.005238     0.688117
50374.50     0.502664     0.022635     0.506093
50374.75     0.502009    -0.037027     0.608582
50375.00     0.503914    -0.108783     0.529919
50375.25     0.434727    -0.074076     0.552668
50375.50     0.530386    -0.066234     0.268502
50375.75     0.578237    -0.140870     0.357968
50376.00     0.583285    -0.208180     0.284755
50376.25     0.552206    -0.135809     0.383318
50376.50     0.656675    -0.081955     0.125865
50376.75     0.669771    -0.110421     0.211727
50377.00     0.683415    -0.152428     0.231546
50377.25     0.614099    -0.102078     0.394500
50377.50     0.759466    -0.040198     0.289745
50377.75     0.800714    -0.073962     0.501771
50378.00     0.860200    -0.082408     0.520626
50378.25     0.794116    -0.036796     0.689967
50378.50     0.913376     0.010078     0.536805
50378.75     0.923647    -0.064089     0.697195
50379.00     0.917943    -0.102972     0.677142
50379.25     0.795311    -0.058155     0.881514
50379.50     0.888082    -0.007110     0.781329
50379.75     0.829798    -0.131734     0.881079
50380.00     0.771467    -0.218892     0.835105
50380.25     0.639411    -0.216534     0.922284
50380.50     0.662918    -0.174221     0.690951
50380.75     0.642987    -0.259599     0.768788
50381.00     0.592650    -0.308494     0.686538
50381.25     0.496563    -0.265488     0.751560
50381.50     0.523947    -0.189592     0.445876
50381.75     0.523655    -0.173355     0.444478
50382.00     0.494111    -0.150904     0.338068
50382.25     0.393773    -0.021151     0.348017
50382.50     0.437817     0.110916     0.057753
50382.75     0.424541     0.123457     0.086816
50383.00     0.406168     0.125005     0.025071
50383.25     0.304082     0.202182     0.076454
50383.50     0.326453     0.233371    -0.121447
50383.75     0.300411     0.157595     0.059961
50384.00     0.263361     0.079459     0.096164
50384.25     0.129907     0.088121     0.239573
50384.50     0.143437     0.092405     0.083982
50384.75     0.112981    -0.000062     0.167266
50385.00     0.067398    -0.073497     0.166371
50385.25    -0.029303    -0.066832     0.346258
50385.50     0.000502    -0.034222     0.180315
50385.75     0.024715    -0.117644     0.246372
50386.00     0.009828    -0.179275     0.192768
50386.25    -0.081120    -0.144068     0.276107
50386.50    -0.024215    -0.104085     0.079493
50386.75    -0.018795    -0.160743     0.123924
50387.00    -0.041391    -0.186984    -0.002376
50387.25    -0.118873    -0.129069     0.042908
50387.50    -0.065487    -0.067484    -0.223233
50387.75    -0.058929    -0.122816    -0.153979
50388.00    -0.052006    -0.170360    -0.239203
50388.25    -0.097830    -0.135344    -0.132779
50388.50    -0.005468    -0.078181    -0.311656
50388.75     0.022745    -0.114504    -0.201033
50389.00     0.043749    -0.162929    -0.174542
50389.25    -0.046890    -0.121959    -0.043351
50389.50     0.025661    -0.062383    -0.201067
50389.75     0.013127    -0.117527    -0.104437
50390.00    -0.023056    -0.176343    -0.121063
50390.25    -0.109271    -0.153810    -0.010114
50390.50    -0.048675    -0.135437    -0.150072
50390.75    -0.037019    -0.211440    -0.057536
50391.00    -0.050771    -0.262991    -0.109025
50391.25    -0.108643    -0.210718     0.004865
50391.50    -0.023896    -0.154163    -0.153504
50391.75     0.026203    -0.208666    -0.030760
50392.00     0.050805    -0.244684    -0.014294
50392.25    -0.008705    -0.201616     0.131588
50392.50     0.062132    -0.137835    -0.011398
50392.75     0.069160    -0.197471     0.090905
50393.00     0.099533    -0.219543     0.049235
50393.25     0.048731    -0.166012     0.165642
50393.50     0.112066    -0.119085    -0.002717
50393.75     0.121910    -0.158862     0.077228
50394.00     0.092684    -0.193790     0.057223
50394.25    -0.041511    -0.176864     0.143306
50394.50    -0.013548    -0.153497    -0.064067
50394.75    -0.035947    -0.200930    -0.032117
50395.00    -0.071253    -0.252549    -0.150831
50395.25    -0.192135    -0.221929    -0.028438
50395.50    -0.152426    -0.181817    -0.245974
50395.75    -0.154681    -0.244709    -0.231757
50396.00    -0.147938    -0.274547    -0.304923
50396.25    -0.235631    -0.237849    -0.252309
50396.50    -0.193841    -0.191893    -0.510359
50396.75    -0.116662    -0.253618    -0.417124
50397.00    -0.051131    -0.291626    -0.403630
50397.25    -0.063068    -0.237060    -0.285655
50397.50     0.068066    -0.216650    -0.455323
50397.75     0.122388    -0.255859    -0.313355
50398.00     0.119048    -0.308755    -0.258640
50398.25     0.027027    -0.255091    -0.060212
50398.50     0.064409    -0.187457    -0.116760
50398.75     0.085459    -0.214079     0.054427
50399.00     0.053569    -0.223741     0.031210
50399.25    -0.039160    -0.121144     0.141386
50399.50    -0.045920    -0.029781    -0.033667
50399.75    -0.105378    -0.030158     0.067435
50400.00    -0.162437    -0.047138     0.069837
50400.25    -0.298047     0.015983     0.136753
50400.50    -0.320550     0.047060    -0.111566
50400.75    -0.362428    -0.029271    -0.116674
50401.00    -0.407893    -0.115025    -0.187242
50401.25    -0.517308    -0.131650    -0.088795
50401.50    -0.470341    -0.162452    -0.271583
50401.75    -0.452494    -0.244027    -0.193679
50402.00    -0.445724    -0.279380    -0.163543
50402.25    -0.530575    -0.233231     0.039159
50402.50    -0.490862    -0.170825    -0.081566
50402.75    -0.478536    -0.189243     0.075530
50403.00    -0.524457    -0.170838     0.064143
50403.25    -0.600309    -0.072782     0.200975
50403.50    -0.610151     0.016746    -0.027752
50403.75    -0.621284    -0.021900    -0.059037
50404.00    -0.655627    -0.031832    -0.229043
50404.25    -0.712531     0.028146    -0.230044
50404.50    -0.641842     0.049000    -0.484714
50404.75    -0.589362    -0.022117    -0.446602
50405.00    -0.566514    -0.105298    -0.481162
50405.25    -0.562280    -0.108281    -0.352142
50405.50    -0.453272    -0.111060    -0.492201
50405.75    -0.372279    -0.184612    -0.318861
50406.00    -0.345507    -0.229114    -0.263732
50406.25    -0.423959    -0.199993    -0.134296
50406.50    -0.349141    -0.171750    -0.262717
50406.75    -0.294009    -0.214559    -0.103414
50407.00    -0.287506    -0.242774    -0.071401
50407.25    -0.354147    -0.181695     0.080152
50407.50    -0.273774    -0.139023    -0.107979
50407.75    -0.242749    -0.195132    -0.018749
50408.00    -0.199290    -0.206322     0.003663
50408.25    -0.248482    -0.154925     0.134416
50408.50    -0.193782    -0.111529    -0.099834
50408.75    -0.121638    -0.149953    -0.054735
50409.00    -0.134668    -0.180007    -0.182852
50409.25    -0.167858    -0.138627    -0.063747
50409.50    -0.084643    -0.109914    -0.264406
50409.75    -0.022997    -0.179577    -0.168175
50410.00    -0.032038    -0.233520    -0.168111
50410.25    -0.064240    -0.193781     0.020224
50410.50     0.016074    -0.153231    -0.102058
50410.75     0.057145    -0.201132     0.045577
50411.00     0.073421    -0.227883     0.041343
50411.25     0.017514    -0.143831     0.142637
50411.50     0.058230    -0.075908     0.007834
50411.75     0.077814    -0.109747     0.117255
50412.00     0.048200    -0.163551     0.122748
50412.25    -0.039760    -0.113793     0.209835
50412.50     0.004372    -0.060605     0.068994
50412.75     0.042956    -0.090756     0.174945
50413.00     0.025037    -0.129924     0.151092
50413.25    -0.047903    -0.099913     0.271479
50413.50    -0.010551    -0.029464     0.067529
50413.75    -0.004115    -0.062472     0.079968
50414.00    -0.035034    -0.080766     0.040991
50414.25    -0.123835    -0.019912     0.143946
50414.50    -0.088136     0.024950    -0.008075
50414.75    -0.061408    -0.034492    -0.004163
50415.00    -0.089490    -0.095539    -0.052182
50415.25    -0.150588    -0.070670     0.079964
50415.50    -0.130283    -0.042804    -0.012585
50415.75    -0.121728    -0.116815     0.134842
50416.00    -0.134456    -0.163100     0.083958
50416.25    -0.191777    -0.109570     0.194504
50416.50    -0.153132    -0.053803     0.047859
50416.75    -0.133278    -0.089888     0.185521
50417.00    -0.156087    -0.144341     0.189981
50417.25    -0.221573    -0.101331     0.404445
50417.50    -0.221887    -0.046446     0.242695
50417.75    -0.211925    -0.106341     0.339666
50418.00    -0.258972    -0.165082     0.298129
50418.25    -0.344868    -0.142723     0.388551
50418.50    -0.315623    -0.112870     0.233851
50418.75    -0.284537    -0.176782     0.291925
50419.00    -0.277339    -0.242863     0.249270
50419.25    -0.320112    -0.170183     0.322589
50419.50    -0.268093    -0.124419     0.048214
50419.75    -0.233661    -0.173688     0.031118
50420.00    -0.280385    -0.252272    -0.112472
50420.25    -0.347860    -0.244461    -0.054633
50420.50    -0.341425    -0.244238    -0.282474
50420.75    -0.306531    -0.293929    -0.176951
50421.00    -0.352283    -0.348752    -0.149923
50421.25    -0.451902    -0.292145     0.032955
50421.50    -0.436996    -0.231854    -0.069987
50421.75    -0.452887    -0.252227     0.070893
50422.00    -0.488071    -0.299659     0.084217
50422.25    -0.571977    -0.238415     0.288634
50422.50    -0.545998    -0.202529     0.126281
50422.75    -0.495597    -0.249781     0.226498
50423.00    -0.499767    -0.303618     0.133089
50423.25    -0.564305    -0.271502     0.205394
50423.50    -0.522520    -0.247312    -0.027456
50423.75    -0.464448    -0.313047    -0.007457
50424.00    -0.438340    -0.359709    -0.086937
50424.25    -0.446210    -0.321722     0.034299
50424.50    -0.367924    -0.248133    -0.204116
50424.75    -0.308906    -0.282794    -0.093127
50425.00    -0.315941    -0.302623    -0.124092
50425.25    -0.382960    -0.229321     0.076808
50425.50    -0.360396    -0.164947    -0.071760
50425.75    -0.362657    -0.207807     0.035648
50426.00    -0.395486    -0.235829    -0.008084
50426.25    -0.491829    -0.192918     0.144732
50426.50    -0.477362    -0.141908    -0.063578
50426.75    -0.463207    -0.186995    -0.003904
50427.00    -0.501059    -0.229328    -0.064985
50427.25    -0.581751    -0.200716     0.045355
50427.50    -0.570675    -0.171180    -0.133920
50427.75    -0.557355    -0.220571    -0.041909
50428.00    -0.586582    -0.280151    -0.086641
50428.25    -0.633725    -0.226797     0.040048
50428.50    -0.606071    -0.150844    -0.181116
50428.75    -0.550995    -0.168270    -0.073501
50429.00    -0.534841    -0.195523    -0.130995
50429.25    -0.571237    -0.125764     0.002256
50429.50    -0.557162    -0.059243    -0.217694
50429.75    -0.517776    -0.077262    -0.157270
50430.00    -0.547947    -0.099861    -0.281102
50430.25    -0.604949    -0.045776    -0.198763
50430.50    -0.537236     0.017370    -0.371505
50430.75    -0.458590     0.007841    -0.307352
50431.00    -0.414603    -0.032809    -0.275086
50431.25    -0.426072     0.021137    -0.112620
50431.50    -0.307076     0.087215    -0.253841
50431.75    -0.233002     0.072639    -0.159700
50432.00    -0.222259     0.034555    -0.146427
50432.25    -0.265650     0.084619     0.010703
50432.50    -0.212960     0.140559    -0.069635
50432.75    -0.177630     0.083486     0.056819
50433.00    -0.184215     0.026094     0.103230
50433.25    -0.215190     0.049704     0.279738
50433.50    -0.180717     0.035086     0.093772
50433.75    -0.113532    -0.038439     0.164044
50434.00    -0.142677    -0.102862     0.053966
50434.25    -0.201607    -0.086567     0.181573
50434.50    -0.182359    -0.044478     0.011957
50434.75    -0.154783    -0.097143     0.024819
50435.00    -0.203061    -0.127349    -0.027214
50435.25    -0.276730    -0.075494     0.176626
50435.50    -0.268915    -0.039334     0.045115
50435.75    -0.245527    -0.069725     0.198177
50436.00    -0.284645    -0.097130     0.225232
50436.25    -0.357292    -0.015576     0.391455
50436.50    -0.332376     0.037692     0.200769
50436.75    -0.290078     0.008033     0.278267
50437.00    -0.310164    -0.052202     0.180388
50437.25    -0.367932    -0.017252     0.305767
50437.50    -0.332174     0.013432     0.097541
50437.75    -0.292092    -0.055588     0.140168
50438.00    -0.279054    -0.100720     0.020341
50438.25    -0.337621    -0.061958     0.119090
50438.50    -0.334913     0.020703    -0.125155
50438.75    -0.324159    -0.019354    -0.028113
50439.00    -0.382166    -0.047700    -0.078066
50439.25    -0.506039    -0.009937     0.035375
50439.50    -0.485197     0.062071    -0.182473
50439.75    -0.499347     0.006156    -0.144728
50440.00    -0.518729    -0.036719    -0.223738
50440.25    -0.573276     0.010799    -0.079127
50440.50    -0.495615     0.095804    -0.270820
50440.75    -0.400789     0.072711    -0.213524
50441.00    -0.378331     0.051341    -0.288419
50441.25    -0.403961     0.091220    -0.142741
50441.50    -0.332919     0.130326    -0.211114
50441.75    -0.297114     0.056143    -0.089129
50442.00    -0.307405    -0.030730    -0.062981
50442.25    -0.347385     0.003746     0.148766
50442.50    -0.297433     0.018647    -0.041491
50442.75    -0.256991    -0.070068     0.026966
50443.00    -0.243848    -0.163222    -0.019323
50443.25    -0.319075    -0.145751     0.127797
50443.50    -0.274499    -0.111725    -0.028156
50443.75    -0.241830    -0.144937     0.102492
50444.00    -0.257228    -0.187255     0.011088
50444.25    -0.307677    -0.136164     0.135621
50444.50    -0.221853    -0.097922    -0.116452
50444.75    -0.163775    -0.130845    -0.049560
50445.00    -0.153457    -0.185505    -0.084129
50445.25    -0.211401    -0.149972     0.070177
50445.50    -0.146955    -0.097205    -0.067233
50445.75    -0.107525    -0.130370     0.003930
50446.00    -0.111148    -0.148870    -0.005541
50446.25    -0.166502    -0.085458     0.127565
50446.50    -0.121975    -0.060503    -0.057147
50446.75    -0.101367    -0.107641    -0.001224
50447.00    -0.100795    -0.177409    -0.045074
50447.25    -0.144072    -0.127127     0.142553
50447.50    -0.058355    -0.109826    -0.028161
50447.75    -0.017474    -0.152273     0.044067
50448.00    -0.028049    -0.230996    -0.040531
50448.25    -0.111539    -0.205774     0.136062
50448.50    -0.052890    -0.192279    -0.012938
50448.75    -0.051699    -0.246032     0.052312
50449.00    -0.089800    -0.290636    -0.002872
50449.25    -0.207944    -0.258929     0.170823
50449.50    -0.184164    -0.237477     0.002882
50449.75    -0.214657    -0.313211     0.079411
50450.00    -0.212727    -0.375911     0.016010
50450.25    -0.274528    -0.335772     0.163797
50450.50    -0.207133    -0.278696    -0.034595
50450.75    -0.167757    -0.307443     0.113587
50451.00    -0.170382    -0.338677     0.088306
50451.25    -0.214639    -0.269888     0.258252
50451.50    -0.138610    -0.213000     0.113720
50451.75    -0.050406    -0.210093     0.242330
50452.00    -0.043857    -0.232926     0.206338
50452.25    -0.063654    -0.143386     0.486264
50452.50    -0.002162    -0.072648     0.317493
50452.75     0.088197    -0.077469     0.484878
50453.00     0.071103    -0.122944     0.382191
50453.25    -0.025146    -0.087728     0.488859
50453.50    -0.016524    -0.070071     0.204074
50453.75    -0.012772    -0.114166     0.291726
50454.00    -0.044142    -0.172811     0.226766
50454.25    -0.111335    -0.118358     0.457633
50454.50    -0.097761    -0.097720     0.242969
50454.75    -0.059241    -0.146240     0.392232
50455.00    -0.068715    -0.198566     0.354622
50455.25    -0.109616    -0.140599     0.522352
50455.50    -0.041960    -0.086389     0.318382
50455.75     0.021189    -0.112554     0.452072
50456.00    -0.027658    -0.133284     0.307862
50456.25    -0.073345    -0.085402     0.490303
50456.50    -0.011783    -0.018970     0.256575
50456.75     0.031695    -0.046480     0.360108
50457.00    -0.021762    -0.117692     0.277110
50457.25    -0.090783    -0.071629     0.481819
50457.50    -0.091481    -0.062583     0.240949
50457.75    -0.082951    -0.111920     0.309850
50458.00    -0.114884    -0.208252     0.175796
50458.25    -0.190391    -0.197798     0.265322
50458.50    -0.170086    -0.180627     0.006288
50458.75    -0.166375    -0.238871     0.094393
50459.00    -0.184917    -0.304825    -0.010290
50459.25    -0.246564    -0.245938     0.113125
50459.50    -0.181519    -0.196308    -0.120911
50459.75    -0.167215    -0.215990    -0.042358
50460.00    -0.197053    -0.256727    -0.115873
50460.25    -0.254899    -0.190097     0.050792
50460.50    -0.258476    -0.143492    -0.172963
50460.75    -0.232958    -0.162747    -0.041094
50461.00    -0.276564    -0.173365    -0.068189
50461.25    -0.306271    -0.073765     0.213335
50461.50    -0.299591    -0.023988     0.021848
50461.75    -0.268855    -0.030179     0.146359
50462.00    -0.315759    -0.099337    -0.002756
50462.25    -0.391866    -0.033339     0.138258
50462.50    -0.377674    -0.001330    -0.118224
50462.75    -0.345867    -0.036202    -0.046010
50463.00    -0.346544    -0.099621    -0.094269
50463.25    -0.375307    -0.030472    -0.021288
50463.50    -0.325656    -0.006937    -0.220199
50463.75    -0.281961    -0.011421    -0.137240
50464.00    -0.285430    -0.070632    -0.146437
50464.25    -0.321549     0.007692     0.094772
50464.50    -0.315787     0.042293    -0.111265
50464.75    -0.307263     0.021562     0.011236
50465.00    -0.388261    -0.044426    -0.102495
50465.25    -0.487157     0.010313     0.025736
50465.50    -0.507983     0.007207    -0.213546
50465.75    -0.516275    -0.031376    -0.103483
50466.00    -0.604142    -0.109429    -0.201125
50466.25    -0.676073    -0.083848    -0.018267
50466.50    -0.652895    -0.060531    -0.232562
50466.75    -0.624914    -0.087583    -0.149588
50467.00    -0.624537    -0.134422    -0.247664
50467.25    -0.668239    -0.101027    -0.047986
50467.50    -0.607403    -0.095512    -0.235854
50467.75    -0.529181    -0.165970    -0.116841
50468.00    -0.479433    -0.226140    -0.148981
50468.25    -0.497829    -0.191497     0.063907
50468.50    -0.454788    -0.179086    -0.102660
50468.75    -0.403157    -0.221038     0.052011
50469.00    -0.405866    -0.268056    -0.011835
50469.25    -0.470152    -0.208466     0.161051
50469.50    -0.398378    -0.151394    -0.034691
50469.75    -0.350272    -0.164813     0.052253
50470.00    -0.425639    -0.220890    -0.085722
