-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KAN1        49718.000    1995     1     1     0
KAN1        52274.750    2001    12    31    18
KAN1      -466463.922 -4932743.133  4003353.666
50483.00     0.640872     0.293383    -0.474363
50483.25     0.468583     0.004754    -0.440063
50483.50     0.195901    -0.278671     0.063347
50483.75     0.013001    -0.436248    -2.630651
50484.00     0.045336    -0.307088    -3.547484
50484.25    -0.007967    -0.324523    -5.284554
50484.50    -0.051083    -0.224181    -5.939693
50484.75    -0.059161    -0.161404    -7.129820
50485.00     0.062421    -0.023457    -5.535577
50485.25     0.040056    -0.052919    -5.546655
50485.50     0.064776    -0.011024    -4.839726
50485.75     0.138562     0.012758    -5.026423
50486.00     0.282568     0.028141    -3.561053
50486.25     0.300205    -0.048496    -3.636638
50486.50     0.324919    -0.102592    -3.512874
50486.75     0.306527    -0.219023    -4.802093
50487.00     0.226028    -0.220452    -4.530460
50487.25     0.139174    -0.244942    -5.433929
50487.50     0.066158    -0.128005    -5.377869
50487.75    -0.029670    -0.021955    -6.700163
50488.00     0.016048     0.108260    -5.808370
50488.25    -0.025932     0.101867    -5.510267
50488.50    -0.030051     0.110633    -4.622118
50488.75     0.018291     0.052241    -5.220492
50489.00     0.148843     0.030615    -4.339530
50489.25     0.060561    -0.092139    -4.922777
50489.50     0.031737    -0.111306    -4.706934
50489.75    -0.057529    -0.197461    -5.332750
50490.00    -0.036710    -0.088854    -4.242421
50490.25    -0.152207     0.002229    -4.074934
50490.50    -0.177934     0.174538    -3.069219
50490.75    -0.261988     0.195707    -2.829947
50491.00    -0.139121     0.102770    -1.295341
50491.25    -0.164416    -0.098344    -2.262013
50491.50    -0.119754     0.032041    -2.580407
50491.75    -0.158422     0.247003    -3.819545
50492.00     0.057739     0.452243    -2.528610
50492.25     0.171085     0.591062    -2.426278
50492.50     0.297749     0.550378    -1.800509
50492.75     0.237450     0.267584    -2.255497
50493.00     0.078159     0.087194    -1.152647
50493.25    -0.082166    -0.128945    -1.513257
50493.50    -0.138397    -0.307856    -1.450027
50493.75    -0.139209    -0.438241    -2.859878
50494.00    -0.070409    -0.356013    -2.712060
50494.25    -0.194441    -0.288408    -3.708743
50494.50    -0.227372    -0.076274    -3.760258
50494.75    -0.294825     0.100883    -4.267143
50495.00    -0.216460    -0.025013    -3.237845
50495.25    -0.192752    -0.298526    -4.432410
50495.50    -0.234992    -0.100752    -6.018677
50495.75    -0.443569     0.242576    -7.521390
50496.00    -0.534747     0.567330    -5.835093
50496.25    -0.839567     0.727560    -4.788611
50496.50    -1.078471     0.773442    -2.715441
50496.75    -1.225936     0.780874    -1.338450
50497.00    -1.142993     0.679167     1.298727
50497.25    -1.139977     0.516039     1.349822
50497.50    -1.068490     0.402745     1.931175
50497.75    -0.900348     0.203944     0.710026
50498.00    -0.523843    -0.007732     1.175104
50498.25    -0.385330    -0.155277    -0.732535
50498.50    -0.428740    -0.026601    -1.327021
50498.75    -0.496707     0.097417    -2.515709
50499.00    -0.455745     0.341793    -0.440363
50499.25    -0.385553     0.414691     0.572446
50499.50    -0.268257     0.352575     2.475723
50499.75    -0.032337     0.166709     2.745224
50500.00     0.366194    -0.038834     4.749406
50500.25     0.670223    -0.494908     5.855404
50500.50     0.553604    -0.983937     5.753444
50500.75     0.318487    -1.185811     2.389089
50501.00     0.226759    -0.914766     0.804996
50501.25     0.048573    -0.789477    -1.388012
50501.50     0.015286    -0.549425    -2.294114
50501.75    -0.082731    -0.355155    -3.820697
50502.00     0.130698    -0.159927    -3.274237
50502.25     0.260452    -0.163364    -5.118748
50502.50     0.426400    -0.081514    -6.415613
50502.75     0.514314     0.035649    -8.665249
50503.00     0.687581     0.197186    -7.909815
50503.25     0.702586     0.178951    -9.219403
50503.50     0.650862     0.197515    -9.527198
50503.75     0.435955     0.125252   -10.515784
50504.00     0.227435     0.141885    -8.526671
50504.25    -0.170612     0.148291    -7.690544
50504.50    -0.408862     0.224419    -4.698862
50504.75    -0.507751     0.269733    -2.606479
50505.00    -0.394529     0.257834     0.960331
50505.25    -0.300151     0.206277     2.702096
50505.50    -0.171624     0.143528     4.653649
50505.75    -0.038304     0.003984     5.657692
50506.00    -0.061683    -0.122086     7.371952
50506.25    -0.432007    -0.282686     6.815898
50506.50    -0.600781     0.045919     5.514783
50506.75    -0.508450     0.418137     3.759227
50507.00    -0.260982     0.733245     4.722465
50507.25    -0.098336     0.905718     4.269775
50507.50     0.002480     1.019006     4.764523
50507.75     0.123300     0.939420     4.266516
50508.00     0.171301     0.689145     5.532117
50508.25     0.040207     0.322995     5.155841
50508.50    -0.055456     0.118542     4.434473
50508.75    -0.045124    -0.224066     2.613165
50509.00    -0.121214    -0.376143     2.109832
50509.25    -0.247627    -0.393498     0.427558
50509.50    -0.277797    -0.273920    -0.196672
50509.75    -0.098523    -0.084619    -0.477644
50510.00     0.126992     0.135048     0.580157
50510.25     0.197533     0.188566     1.503956
50510.50     0.225319     0.210015     2.215690
50510.75     0.191258     0.195636     2.473151
50511.00     0.246342     0.154100     3.079402
50511.25     0.196198    -0.026030     1.868791
50511.50     0.153849    -0.138069     1.146020
50511.75     0.339963    -0.221624    -0.642384
50512.00     0.439832    -0.227681    -0.660704
50512.25     0.456013    -0.383514    -2.256050
50512.50     0.265819    -0.448085    -2.677263
50512.75    -0.027379    -0.520488    -3.960235
50513.00    -0.141737    -0.381952    -3.464423
50513.25    -0.286467    -0.407194    -4.510196
50513.50    -0.293627    -0.270201    -4.980319
50513.75    -0.296006    -0.075619    -5.346043
50514.00    -0.218985     0.176624    -3.194763
50514.25    -0.268875     0.359251    -2.457668
50514.50    -0.392633     0.493080    -1.364843
50514.75    -0.463297     0.320646    -0.694745
50515.00    -0.295819     0.141956     0.201180
50515.25    -0.263540     0.098167    -1.341505
50515.50    -0.200230     0.263504    -1.973461
50515.75    -0.138282     0.493453    -2.368632
50516.00    -0.052446     0.588429    -0.732014
50516.25    -0.023445     0.439821    -0.326994
50516.50     0.036858     0.070633     0.074749
50516.75    -0.063731    -0.378667    -2.488103
50517.00    -0.191195    -0.182825    -2.399466
50517.25    -0.407730    -0.132757    -1.899201
50517.50    -0.432608    -0.180524    -0.709647
50517.75    -0.256394    -0.275818     0.154949
50518.00     0.178476    -0.350949     1.374348
50518.25     0.442894    -0.384045     0.339780
50518.50     0.758626    -0.336119    -0.691957
50518.75     0.933446    -0.238123    -2.769782
50519.00     1.074001    -0.030569    -1.930036
50519.25     1.180237     0.122775    -2.352389
50519.50     1.242363     0.216210    -2.038806
50519.75     1.273950     0.324720    -1.985931
50520.00     1.419081     0.359561    -0.310083
50520.25     1.523986     0.297285     0.373866
50520.50     1.547135     0.186978     1.008725
50520.75     1.670756    -0.142572     1.207682
50521.00     1.670174    -0.451777     1.614249
50521.25     1.370860    -0.845554    -0.688622
50521.50     0.992409    -0.825652    -2.143452
50521.75     0.651570    -0.628845    -4.153823
50522.00     0.560473    -0.281336    -3.780927
50522.25     0.302603    -0.066316    -4.698709
50522.50     0.175994     0.113492    -5.084677
50522.75    -0.019594     0.292021    -6.129125
50523.00    -0.098968     0.547629    -4.642997
50523.25    -0.351199     0.745423    -4.271012
50523.50    -0.501832     0.922788    -3.147003
50523.75    -0.580802     0.903261    -1.827789
50524.00    -0.396344     0.752705    -0.061206
50524.25    -0.382097     0.508922     0.246142
50524.50    -0.139749     0.370564     0.431817
50524.75     0.089873     0.199596    -0.300658
50525.00     0.435152     0.108259     0.046754
50525.25     0.612347    -0.090990    -1.553959
50525.50     0.724896    -0.255655    -2.700791
50525.75     0.730291    -0.392176    -5.434963
50526.00     0.601701    -0.289636    -5.415481
50526.25     0.370374    -0.318442    -6.086642
50526.50     0.140455    -0.259291    -5.376237
50526.75    -0.151931    -0.266563    -4.423058
50527.00    -0.153305    -0.266183    -1.765748
50527.25    -0.205584    -0.369203    -0.809255
50527.50    -0.218636    -0.350003    -0.111310
50527.75    -0.306814    -0.263957     0.290323
50528.00    -0.353189    -0.185268     2.721766
50528.25    -0.427044    -0.258118     3.862037
50528.50    -0.390228    -0.399879     4.693252
50528.75    -0.065981    -0.727755     4.005688
50529.00     0.209249    -0.778133     3.081825
50529.25     0.179424    -0.755662     0.230968
50529.50     0.131092    -0.520861    -0.458949
50529.75     0.115311    -0.345343    -1.360753
50530.00     0.170306    -0.145093    -0.409731
50530.25     0.154231    -0.112285    -1.090260
50530.50     0.163905    -0.024183    -1.550037
50530.75     0.154244     0.215643    -1.819543
50531.00     0.234918     0.445554    -0.093918
50531.25     0.175159     0.617057     0.333230
50531.50     0.120716     0.824574     1.732007
50531.75     0.142322     0.596535     2.934842
50532.00     0.298692     0.246853     3.440974
50532.25     0.178254    -0.176965     1.148918
50532.50    -0.178875    -0.322695    -0.029515
50532.75    -0.423342    -0.299453    -1.604007
50533.00    -0.587479    -0.169540    -0.926788
50533.25    -0.839294    -0.165260    -1.556457
50533.50    -1.047755    -0.141751    -1.247834
50533.75    -1.152907    -0.125390    -0.730305
50534.00    -1.045148    -0.042111     1.215949
50534.25    -1.052462     0.096616     1.854719
50534.50    -0.977219     0.259626     2.751519
50534.75    -0.859539     0.354581     4.352625
50535.00    -0.597995     0.360979     6.526370
50535.25    -0.454304     0.112508     7.146080
50535.50    -0.479494    -0.295449     7.228016
50535.75    -0.513959    -0.467890     5.741708
50536.00    -0.349633    -0.387493     5.359303
50536.25    -0.279593    -0.391216     3.812698
50536.50    -0.152943    -0.291504     2.698148
50536.75     0.025030    -0.288657     1.060070
50537.00     0.158816    -0.246295     1.177610
50537.25    -0.003405    -0.353327    -0.506420
50537.50    -0.124553    -0.309466    -1.166980
50537.75    -0.217408    -0.283086    -2.253169
50538.00    -0.203487    -0.080931    -1.257719
50538.25    -0.266901     0.087971    -2.234969
50538.50    -0.271405     0.291408    -2.334849
50538.75    -0.281149     0.422776    -2.216826
50539.00    -0.165574     0.584713    -0.557302
50539.25    -0.091148     0.637195    -0.748965
50539.50     0.042055     0.694658    -1.261291
50539.75     0.234860     0.665132    -1.700123
50540.00     0.417433     0.597101    -1.627183
50540.25     0.496710     0.481716    -3.119325
50540.50     0.422868     0.577459    -3.545150
50540.75     0.275834     0.365191    -4.164611
50541.00     0.217232     0.260647    -3.315024
50541.25     0.027645     0.194772    -3.027265
50541.50    -0.048166     0.292235    -1.812499
50541.75    -0.143685     0.338823    -0.439545
50542.00    -0.078492     0.448725     1.990189
50542.25     0.026257     0.549727     2.874038
50542.50     0.202006     0.686526     4.383540
50542.75     0.342284     0.664072     5.420251
50543.00     0.407772     0.600823     6.909576
50543.25     0.394678     0.529422     7.566478
50543.50     0.310151     0.464410     8.559481
50543.75    -0.013232     0.215797     9.696964
50544.00    -0.231285     0.099575     9.151056
50544.25    -0.405527    -0.331203     7.082870
50544.50    -0.720492    -0.538359     5.265735
50544.75    -0.580135    -0.690164     1.869673
50545.00    -0.208263    -0.544468     0.649921
50545.25    -0.160564    -0.481090    -1.313016
50545.50    -0.006678    -0.378292    -2.434449
50545.75     0.216298    -0.179217    -3.481555
50546.00     0.551554    -0.110868    -2.579774
50546.25     0.750764    -0.184743    -4.132040
50546.50     0.942118    -0.195945    -4.900293
50546.75     0.901692    -0.324868    -6.757298
50547.00     0.931454    -0.189592    -6.607513
50547.25     0.869033    -0.018472    -7.324837
50547.50     0.845221     0.172092    -6.804420
50547.75     0.908639     0.250767    -6.026904
50548.00     1.029579     0.361096    -4.120661
50548.25     1.058356     0.436856    -3.972404
50548.50     1.008921     0.505472    -3.046441
50548.75     1.054830     0.423798    -2.554837
50549.00     1.196133     0.236660    -1.083154
50549.25     1.289359     0.124709    -1.111051
50549.50     1.257552    -0.011221    -0.356267
50549.75     1.073703    -0.285424    -0.326935
50550.00     0.886202    -0.459380     0.079464
50550.25     0.595344    -0.562902    -0.653932
50550.50     0.363758    -0.514848    -0.072255
50550.75     0.217747    -0.560859    -0.432598
50551.00     0.158584    -0.420171     0.360517
50551.25    -0.111340    -0.385058    -0.266559
50551.50    -0.234956    -0.258519    -0.328876
50551.75    -0.296042    -0.133717    -1.412479
50552.00    -0.322165     0.102247    -0.601102
50552.25    -0.474005     0.273792    -1.144294
50552.50    -0.500011     0.451198    -1.098183
50552.75    -0.482007     0.436702    -1.207916
50553.00    -0.371313     0.452265    -0.326538
50553.25    -0.344106     0.362701    -0.966380
50553.50    -0.268223     0.294043    -1.353706
50553.75    -0.094950     0.114951    -2.002061
50554.00     0.152265    -0.034544    -1.955073
50554.25     0.127233    -0.194792    -3.344539
50554.50     0.036482    -0.161181    -3.987205
50554.75    -0.050730    -0.218099    -4.758747
50555.00    -0.008752    -0.095478    -3.287904
50555.25    -0.062960    -0.081170    -3.604855
50555.50    -0.134420    -0.063733    -3.664110
50555.75    -0.209514    -0.030853    -3.265413
50556.00    -0.193744     0.103273    -0.922452
50556.25    -0.358312     0.117737    -0.037927
50556.50    -0.434313     0.151069     1.445381
50556.75    -0.369299    -0.016752     3.185844
50557.00    -0.161246    -0.135572     4.755838
50557.25    -0.047510    -0.293441     4.121890
50557.50     0.018188    -0.270347     3.522950
50557.75     0.012283    -0.226473     2.907647
50558.00     0.050529    -0.001551     3.932672
50558.25     0.056420     0.041256     3.580274
50558.50     0.026398     0.114580     4.205672
50558.75     0.109552     0.008924     4.156277
50559.00     0.291398    -0.045633     5.086144
50559.25     0.293005    -0.145243     4.630258
50559.50     0.331110    -0.167141     4.688974
50559.75     0.349986    -0.214198     4.377073
50560.00     0.554437    -0.163827     4.880613
50560.25     0.594733    -0.284642     3.762687
50560.50     0.607094    -0.333713     3.593611
50560.75     0.585449    -0.380529     3.119946
50561.00     0.652727    -0.335960     3.959553
50561.25     0.678670    -0.453212     2.936572
50561.50     0.586284    -0.430948     2.573962
50561.75     0.457189    -0.338803     2.272086
50562.00     0.566809    -0.158602     3.260705
50562.25     0.592908    -0.064060     2.757722
50562.50     0.712319    -0.025782     2.242611
50562.75     0.768918    -0.028342     0.913335
50563.00     0.821658    -0.021285     0.412237
50563.25     0.800352    -0.074434    -1.613438
50563.50     0.813671     0.019992    -2.553085
50563.75     0.786426     0.048233    -3.346901
50564.00     0.740604     0.040115    -2.729236
50564.25     0.679893     0.093604    -3.109264
50564.50     0.669697     0.163850    -3.421568
50564.75     0.630535     0.086064    -3.452467
50565.00     0.502105     0.070645    -1.801465
50565.25     0.325333    -0.063241    -1.181389
50565.50     0.172422    -0.049801     0.370194
50565.75     0.043874    -0.118157     1.360108
50566.00    -0.061672    -0.063923     3.053584
50566.25    -0.113599    -0.107690     3.736574
50566.50    -0.171980    -0.100214     4.041272
50566.75    -0.305316    -0.100098     3.788097
50567.00    -0.307261    -0.073172     4.658309
50567.25    -0.448764    -0.066657     3.760773
50567.50    -0.460289     0.025119     3.770601
50567.75    -0.356841     0.073406     4.262037
50568.00    -0.197715     0.082620     6.200278
50568.25    -0.051208    -0.010637     6.752169
50568.50    -0.132708    -0.446123     7.730821
50568.75    -0.358837    -0.841494     5.895203
50569.00    -0.402155    -0.681167     5.141798
50569.25    -0.407258    -0.452813     3.827658
50569.50    -0.308818    -0.226986     3.652662
50569.75    -0.202235     0.051230     3.617996
50570.00     0.147948     0.226140     5.033846
50570.25     0.317622     0.167890     5.688612
50570.50     0.218161    -0.029149     6.635174
50570.75     0.150181    -0.336646     6.024538
50571.00     0.215371    -0.569970     5.338399
50571.25     0.099821    -0.969788     1.878850
50571.50    -0.009540    -0.835725     0.108359
50571.75    -0.116711    -0.659692    -2.340707
50572.00    -0.050518    -0.389738    -1.946712
50572.25    -0.227510    -0.295549    -3.154534
50572.50    -0.329972    -0.151491    -3.514502
50572.75    -0.441836     0.012728    -3.049738
50573.00    -0.426599     0.120477    -0.447129
50573.25    -0.488117    -0.000310     0.082143
50573.50    -0.411575    -0.213882     0.320064
50573.75    -0.234914    -0.461810    -0.853638
50574.00    -0.117022    -0.366754    -0.360573
50574.25    -0.075968    -0.281975    -1.644387
50574.50    -0.074352    -0.068872    -1.843071
50574.75    -0.039130     0.132680    -2.245113
50575.00     0.094057     0.323634    -0.788626
50575.25     0.030731     0.375553    -0.753020
50575.50     0.015683     0.433821    -0.090854
50575.75     0.032188     0.246867     0.419165
50576.00     0.220377     0.042953     2.228818
50576.25     0.275314    -0.269038     1.224100
50576.50     0.320541    -0.411876     0.187902
50576.75     0.373622    -0.565086    -1.424182
50577.00     0.410900    -0.533012    -1.563001
50577.25     0.407189    -0.649969    -3.134323
50577.50     0.434433    -0.642694    -4.034308
50577.75     0.436740    -0.572724    -4.847271
50578.00     0.445396    -0.429651    -3.825204
50578.25     0.326765    -0.358886    -4.276825
50578.50     0.237314    -0.296754    -3.827590
50578.75     0.153399    -0.228199    -3.002937
50579.00     0.110434    -0.201990    -0.625638
50579.25     0.020833    -0.306703     0.125102
50579.50     0.049249    -0.395271     0.411092
50579.75     0.221829    -0.644423     0.647068
50580.00     0.319513    -0.700746     1.580206
50580.25     0.143978    -0.744541     0.798985
50580.50     0.008546    -0.678606     1.043619
50580.75    -0.167791    -0.567383     2.041128
50581.00    -0.108753    -0.459847     3.788337
50581.25    -0.112680    -0.414406     3.849958
50581.50    -0.115536    -0.358970     3.909370
50581.75    -0.118221    -0.262270     4.670689
50582.00     0.064959    -0.253422     5.903416
50582.25     0.076093    -0.563671     4.943601
50582.50    -0.010701    -0.650644     3.519581
50582.75     0.027048    -0.667204     1.774750
50583.00     0.138769    -0.436528     1.909882
50583.25     0.059014    -0.464269     1.105594
50583.50     0.110678    -0.495590    -0.077104
50583.75     0.215703    -0.379973    -1.393739
50584.00     0.243456    -0.223672    -0.492127
50584.25     0.017458    -0.186992    -1.417561
50584.50    -0.042838    -0.109451    -1.145210
50584.75    -0.284690    -0.179791     0.056920
50585.00    -0.212039    -0.261464     2.367463
50585.25    -0.155974    -0.334025     2.600620
50585.50    -0.093156    -0.296554     2.719979
50585.75     0.012837    -0.200106     2.986175
50586.00     0.143102    -0.092801     4.212805
50586.25     0.096651    -0.072099     4.548533
50586.50     0.044944    -0.049348     4.764394
50586.75     0.269709    -0.174245     4.437470
50587.00     0.520219    -0.260501     4.807963
50587.25     0.731176    -0.420544     2.390873
50587.50     0.735239    -0.509091     1.205995
50587.75     0.704559    -0.485402    -0.623526
50588.00     0.688581    -0.265423    -0.248097
50588.25     0.708095    -0.263934    -1.556843
50588.50     0.751127    -0.197331    -2.427410
50588.75     0.796539    -0.127143    -3.414605
50589.00     0.804456    -0.003787    -2.452150
50589.25     0.801527     0.007642    -3.643865
50589.50     0.807121     0.110645    -4.225271
50589.75     0.718042     0.147345    -4.174060
50590.00     0.678031     0.221528    -2.566928
50590.25     0.624633     0.224873    -3.192334
50590.50     0.589619     0.314363    -3.076092
50590.75     0.550320     0.287289    -3.077426
50591.00     0.562506     0.264473    -1.269869
50591.25     0.503350     0.267217    -1.673856
50591.50     0.461549     0.335822    -1.230600
50591.75     0.380168     0.272517    -0.508308
50592.00     0.345537     0.207294     1.438183
50592.25     0.317765     0.182851     1.922567
50592.50     0.326505     0.126470     2.334776
50592.75     0.390589     0.068964     2.834637
50593.00     0.514877     0.079526     4.170222
50593.25     0.645655     0.013826     4.267502
50593.50     0.661276     0.013053     4.582890
50593.75     0.783140     0.005832     4.528536
50594.00     0.845872     0.012993     4.980002
50594.25     0.941655    -0.027325     3.948124
50594.50     0.992447    -0.103067     3.411784
50594.75     1.089961    -0.090838     1.828712
50595.00     1.237484    -0.057314     1.677967
50595.25     1.241983    -0.180757     0.114908
50595.50     1.141093    -0.124740    -0.317210
50595.75     1.077447    -0.132219    -1.440754
50596.00     1.062386    -0.060222    -1.212172
50596.25     0.902984    -0.151810    -2.163308
50596.50     0.748075    -0.070117    -2.055952
50596.75     0.570612    -0.060831    -2.225601
50597.00     0.501882     0.036076    -1.043938
50597.25     0.341828     0.027775    -1.341858
50597.50     0.244455     0.114486    -0.895508
50597.75     0.191439     0.130388    -0.676071
50598.00     0.283154     0.153653     0.410307
50598.25     0.289025     0.074338     0.022338
50598.50     0.311435    -0.016443    -0.172800
50598.75     0.307038    -0.161014    -0.206346
50599.00     0.221574    -0.131967     0.473690
50599.25     0.155517    -0.283843    -0.132034
50599.50     0.116765    -0.274143    -0.057710
50599.75     0.043391    -0.228216    -0.183010
50600.00     0.031192    -0.117290     1.564822
50600.25     0.044367    -0.164957     1.687410
50600.50     0.081403    -0.139231     1.816162
50600.75     0.124297    -0.109935     1.976647
50601.00     0.216416     0.000396     3.689200
50601.25     0.326063    -0.082429     2.998665
50601.50     0.375463    -0.050128     2.804628
50601.75     0.414610    -0.069822     2.037353
50602.00     0.452503     0.058708     2.423421
50602.25     0.458125     0.011604     1.091991
50602.50     0.535051    -0.017080     0.472911
50602.75     0.527691    -0.045663    -0.324594
50603.00     0.611107    -0.052844     0.494831
50603.25     0.613909    -0.087500    -0.209117
50603.50     0.649317    -0.078570    -0.116405
50603.75     0.616162    -0.086028    -0.425791
50604.00     0.572596    -0.017027     0.878648
50604.25     0.444782    -0.042964     0.917180
50604.50     0.419813     0.013385     1.448021
50604.75     0.389549     0.065881     1.878318
50605.00     0.416644     0.124942     3.603535
50605.25     0.403350     0.077139     3.025638
50605.50     0.458665     0.099472     3.014233
50605.75     0.459061     0.091660     2.462469
50606.00     0.545620     0.121807     3.160446
50606.25     0.489423     0.071353     1.871134
50606.50     0.471278     0.159713     1.444327
50606.75     0.405432     0.187536     1.006485
50607.00     0.405106     0.225423     1.887011
50607.25     0.478787     0.181625     1.081307
50607.50     0.546513     0.173451     0.547169
50607.75     0.576177     0.164061    -0.171228
50608.00     0.578801     0.169393     0.484412
50608.25     0.633697     0.088731    -0.726809
50608.50     0.675497     0.069538    -1.344382
50608.75     0.625887     0.025735    -2.029749
50609.00     0.526698     0.018848    -1.145993
50609.25     0.513519    -0.058107    -2.124964
50609.50     0.481679     0.003149    -1.997236
50609.75     0.333115    -0.060552    -1.961032
50610.00     0.246787    -0.005543    -0.491327
50610.25     0.165331    -0.066171    -0.659832
50610.50     0.061798    -0.010231    -0.091674
50610.75    -0.025382     0.032258     0.703089
50611.00     0.057932     0.011246     2.705641
50611.25    -0.044020    -0.043716     3.307102
50611.50    -0.018272    -0.192004     4.057816
50611.75     0.039907    -0.236449     4.587542
50612.00     0.145065    -0.239267     5.628179
50612.25     0.206836    -0.275273     5.485917
50612.50     0.190979    -0.332396     5.361194
50612.75     0.204945    -0.357008     4.684625
50613.00     0.161090    -0.381821     4.757041
50613.25     0.182548    -0.364630     3.074516
50613.50     0.097400    -0.265905     2.095738
50613.75    -0.024076    -0.116686     1.156056
50614.00    -0.124863    -0.002704     2.490201
50614.25    -0.256278     0.011939     2.297540
50614.50    -0.421318     0.075948     2.846122
50614.75    -0.468621    -0.013716     3.823686
50615.00    -0.403861    -0.151245     5.750857
50615.25    -0.391175    -0.381306     5.845637
50615.50    -0.306164    -0.430933     4.866980
50615.75    -0.255230    -0.407096     4.039174
50616.00    -0.199259    -0.300690     4.331714
50616.25    -0.153259    -0.258719     3.604946
50616.50    -0.117835    -0.248372     3.220950
50616.75    -0.108299    -0.279902     2.853234
50617.00    -0.186523    -0.198055     3.351695
50617.25    -0.337594    -0.269565     2.211516
50617.50    -0.360903    -0.237599     1.728429
50617.75    -0.413754    -0.175735     0.831562
50618.00    -0.382326    -0.041001     1.702750
50618.25    -0.482196     0.007838     1.182054
50618.50    -0.558736     0.035653     1.220122
50618.75    -0.575959     0.083968     1.204982
50619.00    -0.536881     0.113647     2.638587
50619.25    -0.591807     0.137683     2.357250
50619.50    -0.600410     0.175337     2.657641
50619.75    -0.495824     0.165258     2.934780
50620.00    -0.452262     0.197623     3.830089
50620.25    -0.498046     0.124420     3.727019
50620.50    -0.412858     0.040926     2.855150
50620.75    -0.378518     0.050988     1.749149
50621.00    -0.286755     0.028410     2.003246
50621.25    -0.362346     0.041831     0.748743
50621.50    -0.365392     0.050075     0.003625
50621.75    -0.330129     0.110036    -0.964326
50622.00    -0.233230     0.199813     0.057044
50622.25    -0.236347     0.211377    -0.944331
50622.50    -0.177166     0.273365    -1.363213
50622.75    -0.136354     0.301745    -1.144767
50623.00    -0.115920     0.289195     0.181832
50623.25    -0.158307     0.281345     0.024462
50623.50    -0.246734     0.246693     0.577923
50623.75    -0.302398     0.068669     0.882604
50624.00    -0.190794     0.005892     1.642509
50624.25    -0.283773    -0.139807     0.517890
50624.50    -0.279037    -0.202573    -0.086231
50624.75    -0.272803    -0.253593    -0.435370
50625.00    -0.297057    -0.191685     0.198964
50625.25    -0.426738    -0.204965    -0.956459
50625.50    -0.454714    -0.151710    -1.416973
50625.75    -0.488723    -0.097453    -1.303874
50626.00    -0.477010    -0.025177    -0.125129
50626.25    -0.467544     0.024459    -0.419498
50626.50    -0.442953     0.057341    -0.386753
50626.75    -0.456385     0.105986    -0.194081
50627.00    -0.375785     0.082176     0.931466
50627.25    -0.345743     0.051542     0.824391
50627.50    -0.276926     0.032634     1.047307
50627.75    -0.235914     0.094899     1.092515
50628.00    -0.093703     0.081653     2.119434
50628.25    -0.049486     0.102888     1.698260
50628.50    -0.018840     0.089936     1.804011
50628.75    -0.044076     0.150695     1.515323
50629.00     0.064278     0.123805     2.488621
50629.25     0.005571     0.031219     1.894818
50629.50     0.006175     0.022407     1.723158
50629.75    -0.014895     0.071735     1.141116
50630.00     0.070154     0.113226     2.125310
50630.25     0.043277     0.078605     1.920934
50630.50    -0.040256     0.085462     2.653485
50630.75    -0.129893     0.006461     3.230712
50631.00    -0.059240    -0.117192     4.291246
50631.25    -0.038673    -0.327183     3.141591
50631.50    -0.027155    -0.513250     2.191266
50631.75    -0.017229    -0.559377     1.328637
50632.00     0.114243    -0.469268     2.221494
50632.25     0.165446    -0.500289     1.585472
50632.50     0.177050    -0.526934     1.094004
50632.75     0.223086    -0.617986     0.605331
50633.00     0.270319    -0.623628     1.048977
50633.25     0.133404    -0.759386    -0.282975
50633.50     0.017819    -0.771587    -0.597330
50633.75    -0.002592    -0.699964    -1.546253
50634.00    -0.001122    -0.478861    -0.345154
50634.25    -0.139792    -0.436958    -1.597688
50634.50    -0.153900    -0.346486    -1.596826
50634.75    -0.207547    -0.238635    -1.421669
50635.00    -0.139439    -0.172286     0.147867
50635.25    -0.154645    -0.172356    -0.533461
50635.50    -0.151486    -0.109880    -0.562845
50635.75    -0.097829    -0.007892    -0.729479
50636.00    -0.081063     0.074074     0.445192
50636.25    -0.135836     0.119304    -0.282377
50636.50    -0.109748     0.203980    -0.706073
50636.75    -0.158056     0.226489    -0.899663
50637.00    -0.161008     0.239740     0.432810
50637.25    -0.125237     0.159549    -0.404511
50637.50    -0.059665     0.087290    -0.346640
50637.75     0.035809     0.012612    -1.021851
50638.00     0.088586     0.063729     0.037624
50638.25     0.091154    -0.020253    -0.580580
50638.50     0.098202     0.059587    -0.785787
50638.75     0.131990     0.151637    -0.970724
50639.00     0.146526     0.258202    -0.179411
50639.25     0.155656     0.299449    -0.472279
50639.50     0.150334     0.374523    -0.664835
50639.75     0.127110     0.389225    -0.905726
50640.00     0.168682     0.361304     0.040071
50640.25     0.138911     0.353583    -0.257906
50640.50     0.113941     0.363597    -0.547165
50640.75     0.096327     0.327422    -0.585701
50641.00     0.109575     0.333714     0.228008
50641.25     0.030643     0.305989    -0.149402
50641.50    -0.083000     0.326368    -0.208470
50641.75    -0.152688     0.221586    -0.053923
