-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
BRU1        49718.000    1995     1     1     0
BRU1        52274.750    2001    12    31    18
BRU1      1578685.158 -4324849.945  4399278.141
50065.50     0.599111    -0.103961    -4.920633
50065.75     0.282856    -0.078288    -4.216542
50066.00     0.426359    -0.011441    -3.555342
50066.25     0.194126    -0.056799    -3.096128
50066.50     0.136989    -0.069666    -3.499700
50066.75    -0.326644    -0.457527    -4.767727
50067.00    -0.110725    -0.518419    -5.097263
50067.25    -0.207616    -0.516467    -5.079973
50067.50    -0.186470    -0.290569    -4.949359
50067.75    -0.483626    -0.514129    -5.104484
50068.00    -0.134890    -0.610853    -4.937760
50068.25    -0.234598    -0.745584    -5.260729
50068.50    -0.169327    -0.705665    -5.194915
50068.75    -0.500249    -0.987568    -4.959438
50069.00    -0.254209    -1.025458    -4.347458
50069.25    -0.284935    -0.916883    -4.098740
50069.50    -0.087154    -0.604788    -3.536663
50069.75    -0.295265    -0.678333    -3.391834
50070.00    -0.073472    -0.619719    -3.144497
50070.25    -0.149439    -0.526977    -2.900948
50070.50     0.147959    -0.155533    -1.899917
50070.75    -0.244884    -0.246654    -1.449609
50071.00    -0.240126    -0.161607    -0.393210
50071.25    -0.493281    -0.027439     0.575599
50071.50    -0.603795     0.138747     1.871298
50071.75    -1.219547    -0.145476     2.514100
50072.00    -1.106216    -0.305243     3.414738
50072.25    -1.455544    -0.363796     4.524649
50072.50    -1.470271    -0.181714     5.576192
50072.75    -1.884822    -0.324693     5.728749
50073.00    -1.541070    -0.396710     5.270055
50073.25    -1.699304    -0.451896     4.102121
50073.50    -1.409607    -0.271557     3.586126
50073.75    -1.473491    -0.507519     2.631135
50074.00    -1.044988    -0.624485     2.079194
50074.25    -0.945209    -0.563764     1.864182
50074.50    -0.594296    -0.285414     1.893882
50074.75    -0.812573    -0.442316     1.524446
50075.00    -0.475347    -0.470239     1.457316
50075.25    -0.599164    -0.414857     1.674658
50075.50    -0.529268    -0.200244     2.215204
50075.75    -0.938882    -0.464691     2.278515
50076.00    -0.766670    -0.617303     2.303889
50076.25    -0.975681    -0.570826     2.420619
50076.50    -0.987289    -0.437226     2.614168
50076.75    -1.297553    -0.525776     2.941883
50077.00    -1.176871    -0.623141     3.170207
50077.25    -1.434877    -0.600755     3.589990
50077.50    -1.256262    -0.385699     4.101707
50077.75    -1.505477    -0.588956     4.088723
50078.00    -1.354663    -0.767511     3.948733
50078.25    -1.406048    -0.753580     3.935733
50078.50    -1.108921    -0.562846     3.465094
50078.75    -1.238251    -0.825496     2.107541
50079.00    -0.724497    -0.954263     1.067738
50079.25    -0.624766    -0.958945     0.575480
50079.50    -0.294806    -0.766035     0.126585
50079.75    -0.338080    -0.948991    -0.413599
50080.00     0.030916    -0.991568    -0.916347
50080.25    -0.022458    -1.000908    -1.300242
50080.50     0.368751    -0.738535    -0.928942
50080.75     0.397008    -0.866157    -1.252252
50081.00     0.819497    -0.833850    -1.780028
50081.25     1.006438    -0.630350    -1.906413
50081.50     1.142972    -0.242183    -1.111066
50081.75     0.819408    -0.345583    -0.154922
50082.00     1.070217    -0.441640     0.428998
50082.25     0.971852    -0.407138     0.684978
50082.50     0.986205    -0.092653     1.050271
50082.75     0.574379    -0.261030     0.860888
50083.00     0.479041    -0.372065     0.658157
50083.25     0.117953    -0.463714     0.193818
50083.50     0.192639    -0.318061     0.101224
50083.75    -0.237557    -0.563458    -0.595135
50084.00     0.032590    -0.590572    -0.325288
50084.25    -0.010408    -0.542869    -0.050546
50084.50     0.097814    -0.228663     0.632819
50084.75     0.003360    -0.342393     0.603374
50085.00     0.165810    -0.239869     1.260575
50085.25     0.083600    -0.005995     1.903092
50085.50     0.012177     0.356365     2.813734
50085.75    -0.523395     0.174894     3.082384
50086.00    -0.528989    -0.037014     2.298705
50086.25    -0.950331    -0.103516     1.850248
50086.50    -0.968393    -0.114980     1.522782
50086.75    -1.416511    -0.430800     0.221823
50087.00    -1.262657    -0.592238    -0.558179
50087.25    -1.325347    -0.585660    -0.862260
50087.50    -1.368442    -0.410352    -0.526657
50087.75    -1.714132    -0.875097    -1.291214
50088.00    -1.452170    -1.142958    -2.088708
50088.25    -1.502655    -1.313202    -2.929007
50088.50    -1.170846    -1.138031    -3.591200
50088.75    -1.190700    -1.271536    -4.039155
50089.00    -0.756303    -1.262758    -4.000966
50089.25    -0.643269    -1.138869    -3.687991
50089.50    -0.337375    -0.728663    -3.022516
50089.75    -0.468978    -0.759351    -2.308234
50090.00    -0.195472    -0.622395    -0.754543
50090.25    -0.293102    -0.352407     1.057871
50090.50    -0.312904    -0.025587     2.845373
50090.75    -0.704604    -0.214717     3.823381
50091.00    -0.702082    -0.431946     4.640412
50091.25    -0.803112    -0.443180     5.069414
50091.50    -0.676558    -0.195194     4.935630
50091.75    -0.714772    -0.274807     4.510156
50092.00    -0.512301    -0.373105     4.082985
50092.25    -0.580803    -0.332840     3.716969
50092.50    -0.637703    -0.228739     3.095964
50092.75    -0.975195    -0.613178     1.923436
50093.00    -0.978053    -0.878032     0.989312
50093.25    -1.184143    -0.903917     0.319885
50093.50    -1.347555    -0.707761     0.234402
50093.75    -1.673196    -0.852475    -0.466740
50094.00    -1.369718    -0.739838    -0.571728
50094.25    -1.420400    -0.474455    -0.293160
50094.50    -1.356828    -0.086847     0.275391
50094.75    -1.717258    -0.118321     0.886255
50095.00    -1.417239    -0.030096     2.061857
50095.25    -1.797282     0.027689     4.346516
50095.50    -2.138609     0.003467     5.877992
50095.75    -2.487024    -0.277808     5.835945
50096.00    -2.158542    -0.428477     4.938766
50096.25    -2.144327    -0.417055     3.519282
50096.50    -1.843198    -0.034389     2.827687
50096.75    -2.170284    -0.055307     3.846638
50097.00    -1.908455    -0.475579     3.644041
50097.25    -1.516957    -0.704548     1.934231
50097.50    -0.887548    -0.601830    -0.165101
50097.75    -0.905205    -0.960242    -2.378819
50098.00    -0.554011    -1.044658    -3.718192
50098.25    -0.283483    -0.925849    -4.983637
50098.50    -0.057440    -0.419718    -5.028917
50098.75    -0.308296    -0.392930    -4.536689
50099.00    -0.233189    -0.304561    -2.817519
50099.25    -0.640140    -0.222580    -0.616339
50099.50    -0.889015    -0.171772     0.763983
50099.75    -1.183936    -0.638296     0.000895
50100.00    -0.617015    -0.673281    -1.691815
50100.25    -0.604784    -0.571741    -3.198335
50100.50    -0.579017    -0.146818    -3.175786
50100.75    -0.822243    -0.101694    -2.812883
50101.00    -0.540699     0.050870    -1.736404
50101.25    -0.751457     0.328345    -0.264414
50101.50    -0.771670     0.899684     2.002215
50101.75    -1.409920     0.819720     3.536043
50102.00    -1.575517     0.496289     4.537262
50102.25    -1.980518    -0.325830     3.250403
50102.50    -1.407906    -0.431211    -0.107341
50102.75    -1.245346    -0.628763    -2.827107
50103.00    -0.564809    -0.662211    -3.900810
50103.25    -0.448375    -0.602135    -5.178821
50103.50    -0.218884    -0.338616    -5.602066
50103.75    -0.534851    -0.473566    -5.855873
50104.00    -0.552102    -0.590989    -5.217321
50104.25    -0.971042    -0.667802    -5.055290
50104.50    -0.903915    -0.495012    -4.505841
50104.75    -1.276214    -0.610800    -3.810159
50105.00    -1.307321    -0.666547    -2.792206
50105.25    -1.523330    -0.694626    -1.912712
50105.50    -1.289794    -0.434565    -1.226145
50105.75    -1.349235    -0.508570    -1.399728
50106.00    -0.897182    -0.402909    -1.058300
50106.25    -0.996286    -0.050346    -0.137278
50106.50    -1.037765     0.480297     1.964722
50106.75    -1.745724     0.392850     4.354336
50107.00    -1.802453    -0.025002     5.076028
50107.25    -2.033218    -0.562885     3.587543
50107.50    -1.528072    -0.613576     1.118255
50107.75    -1.289503    -0.911681    -1.545693
50108.00    -0.646172    -1.004634    -3.926385
50108.25    -0.378245    -0.841175    -5.719858
50108.50     0.273071    -0.441299    -6.350763
50108.75     0.244626    -0.513644    -6.730619
50109.00     0.817621    -0.561306    -7.003343
50109.25     0.765849    -0.236496    -5.966525
50109.50     0.779484     0.390645    -3.280067
50109.75     0.010692     0.447802     0.313745
50110.00    -0.120801     0.032110     2.863986
50110.25    -0.336046    -0.484983     3.678370
50110.50    -0.107200    -0.767885     2.380425
50110.75     0.074776    -1.123695    -0.082425
50111.00     0.774100    -1.162740    -2.410632
50111.25     0.860350    -0.963049    -3.659658
50111.50     0.994797    -0.465344    -4.143273
50111.75     0.676854    -0.283572    -3.965384
50112.00     0.496788    -0.092017    -2.828393
50112.25    -0.087706     0.053235    -1.576085
50112.50    -0.098255     0.201143    -0.630693
50112.75    -0.514449    -0.105332     0.257532
50113.00    -0.385254    -0.316855     0.295864
50113.25    -0.387060    -0.235295     0.854755
50113.50    -0.322202    -0.021495     1.370802
50113.75    -0.594122    -0.311738     1.241431
50114.00    -0.290536    -0.453744     0.809714
50114.25    -0.252177    -0.464858    -0.022499
50114.50    -0.058251    -0.228972    -0.551748
50114.75    -0.188539    -0.438790    -1.438572
50115.00     0.160267    -0.372587    -1.701284
50115.25     0.083783    -0.213816    -1.391068
50115.50     0.191366    -0.032216    -0.764198
50115.75    -0.018918    -0.345610    -0.562609
50116.00     0.439096    -0.588982    -1.091576
50116.25     0.439062    -0.547709    -1.590663
50116.50     0.544871    -0.324626    -1.513694
50116.75     0.253156    -0.562213    -1.703833
50117.00     0.351829    -0.780628    -2.300048
50117.25     0.240369    -0.778388    -2.860063
50117.50     0.363127    -0.553783    -2.764076
50117.75     0.057437    -0.772889    -2.918045
50118.00     0.175309    -0.854801    -2.926588
50118.25     0.236571    -0.785324    -2.766038
50118.50     0.557913    -0.551234    -2.532549
50118.75     0.348324    -0.679293    -1.827486
50119.00     0.800069    -0.667764    -1.200092
50119.25     0.884093    -0.577985    -0.999551
50119.50     1.090348    -0.406562    -1.237105
50119.75     1.024184    -0.546656    -1.878773
50120.00     1.473442    -0.500073    -2.061652
50120.25     1.553495    -0.302353    -1.619824
50120.50     1.758220     0.173971    -0.650506
50120.75     1.297772     0.183960     0.505478
50121.00     1.250649     0.193547     1.954930
50121.25     0.952699     0.221371     3.096691
50121.50     1.115771     0.386822     4.636657
50121.75     0.882153     0.179652     5.122875
50122.00     1.102966     0.216039     5.940229
50122.25     1.018432     0.334451     6.786697
50122.50     1.209273     0.520907     7.844735
50122.75     0.872380     0.215060     7.312426
50123.00     1.146853     0.051831     6.722163
50123.25     1.220920     0.059639     6.106481
50123.50     1.558349     0.349117     5.598297
50123.75     1.454181     0.302617     5.190113
50124.00     1.781683     0.421470     5.479489
50124.25     1.487384     0.582624     5.774407
50124.50     1.265249     0.945415     6.777201
50124.75     0.509122     0.603059     7.431926
50125.00     0.516718     0.244175     7.553695
50125.25     0.187373    -0.004379     6.914688
50125.50     0.293776     0.018199     6.157891
50125.75     0.123779    -0.228128     4.988969
50126.00     0.153168    -0.307557     4.154170
50126.25     0.000980    -0.185290     3.843744
50126.50    -0.026017     0.131913     4.391821
50126.75    -0.394329    -0.010164     4.764477
50127.00    -0.438481    -0.039397     5.115373
50127.25    -0.761744     0.039973     5.017977
50127.50    -1.027941     0.432343     5.095733
50127.75    -1.593697     0.267166     4.562889
50128.00    -1.601135     0.084442     3.963453
50128.25    -1.858774    -0.077591     3.031919
50128.50    -1.731866     0.146168     2.514598
50128.75    -1.803069     0.004634     1.483778
50129.00    -1.619295    -0.110784     0.720881
50129.25    -1.660532    -0.041186    -0.085751
50129.50    -1.452575     0.260545     0.013355
50129.75    -1.543458     0.187294     0.105580
50130.00    -1.591063     0.042952     1.144752
50130.25    -1.840036    -0.025206     3.040860
50130.50    -1.972599     0.116346     4.443767
50130.75    -2.467068    -0.115014     5.901129
50131.00    -2.546313    -0.396237     6.610742
50131.25    -2.722558    -0.543722     6.677371
50131.50    -2.488220    -0.360701     6.047971
50131.75    -2.417522    -0.633746     4.653829
50132.00    -1.780215    -0.777834     3.275787
50132.25    -1.353440    -0.786699     1.055809
50132.50    -0.779328    -0.498018    -0.231006
50132.75    -0.550959    -0.565573    -1.341510
50133.00    -0.279533    -0.478921    -1.861770
50133.25    -0.226222    -0.330297    -2.406262
50133.50     0.073805    -0.079113    -2.564752
50133.75    -0.202863    -0.265428    -3.086121
50134.00     0.057239    -0.379380    -3.033849
50134.25    -0.148807    -0.456352    -2.954543
50134.50     0.158831    -0.191765    -2.408125
50134.75     0.100769    -0.409939    -2.576208
50135.00     0.459305    -0.444231    -2.170496
50135.25     0.176036    -0.414708    -1.776150
50135.50     0.017901    -0.229131    -1.050340
50135.75    -0.445146    -0.335908    -0.564354
50136.00    -0.430750    -0.399955    -0.252035
50136.25    -0.808565    -0.380979    -0.235108
50136.50    -0.755913    -0.068743     0.514981
50136.75    -1.108221    -0.217480     0.751843
50137.00    -1.083400    -0.209079     1.478682
50137.25    -1.314207    -0.009863     2.415967
50137.50    -1.360258     0.436301     3.905173
50137.75    -1.858386     0.168337     4.901574
50138.00    -1.919191    -0.216225     5.521836
50138.25    -2.129895    -0.421759     5.739990
50138.50    -1.888268    -0.214823     5.913038
50138.75    -2.032072    -0.461960     5.688668
50139.00    -1.505699    -0.583336     4.781947
50139.25    -1.446544    -0.709873     3.407853
50139.50    -1.164944    -0.428565     3.058271
50139.75    -1.293859    -0.563402     2.285521
50140.00    -1.205905    -0.665374     1.705893
50140.25    -1.370948    -0.708784     0.877352
50140.50    -1.223446    -0.431149     0.780810
50140.75    -1.614197    -0.522463     0.438497
50141.00    -1.586679    -0.450213     1.230466
50141.25    -1.923745    -0.296262     2.279933
50141.50    -2.060770     0.109819     4.462686
50141.75    -2.683140    -0.336869     5.451617
50142.00    -2.332785    -0.610390     5.182568
50142.25    -2.313072    -0.775795     4.219054
50142.50    -1.793311    -0.536192     3.244872
50142.75    -1.628789    -0.541581     2.427054
50143.00    -1.106438    -0.391825     2.297674
50143.25    -1.109280    -0.181927     1.735443
50143.50    -0.775629     0.255522     1.670464
50143.75    -0.956657     0.237828     1.569256
50144.00    -0.627195     0.295908     1.327503
50144.25    -0.646912     0.398335     0.476892
50144.50    -0.232691     0.871694     0.873731
50144.75    -0.593236     0.769413     1.548027
50145.00    -0.746626     0.560925     2.974289
50145.25    -1.150321     0.347147     3.668298
50145.50    -1.032803     0.690982     3.784274
50145.75    -1.563151     0.257690     3.333199
50146.00    -1.391869    -0.302427     2.666358
50146.25    -1.372632    -0.598966     0.734783
50146.50    -0.880565    -0.459250    -0.511670
50146.75    -0.960900    -0.534725    -1.227231
50147.00    -0.624755    -0.511032    -1.802588
50147.25    -0.754350    -0.326460    -2.346798
50147.50    -0.591246     0.177434    -1.655949
50147.75    -1.183830     0.192571    -0.339424
50148.00    -1.186369    -0.016891     0.319761
50148.25    -1.374128    -0.090930    -0.583260
50148.50    -1.397798     0.104183    -0.623879
50148.75    -1.932991    -0.228103    -1.513814
50149.00    -2.126280    -0.444601    -1.756499
50149.25    -2.434019    -0.549513    -2.168349
50149.50    -2.304258    -0.376715    -1.964310
50149.75    -2.630621    -0.607928    -2.501520
50150.00    -2.403128    -0.652993    -1.652469
50150.25    -2.539122    -0.608400    -0.909369
50150.50    -2.499338    -0.423264     0.544181
50150.75    -2.889143    -0.619423     1.964204
50151.00    -2.659782    -0.913946     2.190246
50151.25    -2.652645    -1.028796     0.819686
50151.50    -2.174023    -0.811409    -0.189811
50151.75    -2.085201    -0.974205    -1.842101
50152.00    -1.422365    -1.068902    -3.754743
50152.25    -1.026226    -1.084959    -5.864702
50152.50    -0.403687    -0.808907    -6.950601
50152.75    -0.443520    -1.015470    -7.914373
50153.00    -0.153782    -1.016820    -7.585224
50153.25    -0.103144    -0.976686    -7.527358
50153.50     0.062280    -0.666209    -7.170697
50153.75    -0.156703    -0.779265    -6.452608
50154.00    -0.035706    -0.708384    -4.769105
50154.25    -0.373515    -0.727498    -3.946522
50154.50    -0.542678    -0.408881    -3.064972
50154.75    -0.980787    -0.569685    -2.792445
50155.00    -1.060380    -0.511328    -2.015086
50155.25    -1.220806    -0.407442    -1.925592
50155.50    -1.147659    -0.090801    -1.364868
50155.75    -1.314817    -0.148762    -0.992072
50156.00    -1.088531    -0.088114    -0.112607
50156.25    -1.083773     0.053511     0.455398
50156.50    -0.810961     0.433646     1.562481
50156.75    -1.129733     0.337312     1.990152
50157.00    -0.935058     0.313311     2.780244
50157.25    -0.969375     0.343412     3.144823
50157.50    -0.792216     0.656669     3.878224
50157.75    -1.183468     0.483998     3.823835
50158.00    -1.115677     0.405510     4.047538
50158.25    -1.412448     0.118167     3.365624
50158.50    -1.397977     0.106633     2.890561
50158.75    -1.587844    -0.237840     1.772679
50159.00    -1.345165    -0.253025     1.366356
50159.25    -1.644832    -0.236036     1.049522
50159.50    -1.654578     0.084712     1.635369
50159.75    -1.992105     0.004011     1.548644
50160.00    -1.763050     0.054345     1.274769
50160.25    -1.905729     0.114780     0.709122
50160.50    -1.545012     0.473734     0.573150
50160.75    -1.768984     0.324474     0.228699
50161.00    -1.288561     0.296146     0.000635
50161.25    -1.138852     0.321653    -0.456614
50161.50    -0.667848     0.629543    -0.624762
50161.75    -0.788120     0.536594    -1.281364
50162.00    -0.591359     0.525205    -1.171006
50162.25    -0.746167     0.675697    -0.750360
50162.50    -0.882362     0.923218     0.570479
50162.75    -1.578906     0.543859     0.943874
50163.00    -1.547412     0.353773     1.251341
50163.25    -1.874746     0.257153     1.423372
50163.50    -1.874056     0.430933     2.216602
50163.75    -2.260216     0.177657     2.432226
50164.00    -2.196866     0.035764     2.697710
50164.25    -2.476432    -0.038861     2.993249
50164.50    -2.363203     0.197353     3.849132
50164.75    -2.667366    -0.011410     4.021080
50165.00    -2.462557    -0.168691     3.781754
50165.25    -2.682653    -0.260715     3.227276
50165.50    -2.394307    -0.087146     3.038927
50165.75    -2.619881    -0.387215     2.021103
50166.00    -2.242123    -0.524412     0.937754
50166.25    -2.289101    -0.709970    -0.700815
50166.50    -1.960928    -0.512660    -1.672897
50166.75    -2.078352    -0.656525    -2.685669
50167.00    -1.665782    -0.525153    -2.963390
50167.25    -1.723246    -0.309929    -3.209389
50167.50    -1.540510     0.205092    -2.628153
50167.75    -1.868634     0.212662    -1.973485
50168.00    -1.740579     0.180263    -1.175993
50168.25    -1.908423    -0.023767    -1.373800
50168.50    -1.597922    -0.081902    -1.926987
50168.75    -1.801725    -0.346388    -2.371605
50169.00    -1.298712    -0.593365    -2.492693
50169.25    -1.145639    -0.726034    -3.701496
50169.50    -0.535121    -0.658514    -4.795714
50169.75    -0.519647    -0.808531    -5.487370
50170.00    -0.221736    -0.787593    -5.413421
50170.25    -0.270378    -0.699992    -6.042363
50170.50    -0.167072    -0.415588    -5.646889
50170.75    -0.559757    -0.502839    -4.924178
50171.00    -0.440550    -0.437072    -3.921936
50171.25    -0.646879    -0.315928    -3.555548
50171.50    -0.580395    -0.026054    -3.152638
50171.75    -1.028459    -0.261835    -3.055758
50172.00    -1.129322    -0.380217    -2.847717
50172.25    -1.414302    -0.500607    -3.256657
50172.50    -1.386675    -0.294171    -3.440281
50172.75    -2.079672    -0.586161    -3.395933
50173.00    -2.178714    -0.641065    -2.800715
50173.25    -2.548666    -0.659800    -2.645552
50173.50    -2.378004    -0.329123    -2.211933
50173.75    -2.691250    -0.477566    -2.190414
50174.00    -2.504206    -0.467588    -1.790098
50174.25    -2.612455    -0.553461    -2.279075
50174.50    -2.331314    -0.300048    -1.843113
50174.75    -2.489140    -0.510296    -1.800373
50175.00    -2.111467    -0.536034    -1.141659
50175.25    -2.208818    -0.503832    -0.877435
50175.50    -2.030140    -0.329821    -0.455673
50175.75    -2.493223    -0.531410    -0.370398
50176.00    -2.302216    -0.648768     0.195192
50176.25    -2.596155    -0.720605     0.201203
50176.50    -2.551109    -0.530458     0.321170
50176.75    -3.007643    -0.715090     0.601130
50177.00    -2.845159    -0.742104     0.703939
50177.25    -2.961498    -0.810291     0.169439
50177.50    -2.614493    -0.447922     0.196305
50177.75    -2.628554    -0.463854    -0.442026
50178.00    -2.252943    -0.466800    -1.095009
50178.25    -2.151774    -0.526068    -2.267849
50178.50    -1.885848    -0.295993    -2.589985
50178.75    -2.186741    -0.604381    -3.581482
50179.00    -1.857219    -0.583865    -3.489395
50179.25    -1.828399    -0.591165    -3.808875
50179.50    -1.509746    -0.285439    -3.379614
50179.75    -1.688777    -0.405342    -3.580367
50180.00    -1.455094    -0.379942    -2.935802
50180.25    -1.550126    -0.337206    -2.911411
50180.50    -1.412473    -0.087941    -2.620835
50180.75    -1.712427    -0.256399    -2.634544
50181.00    -1.587006    -0.353467    -2.081201
50181.25    -1.762267    -0.350263    -2.114497
50181.50    -1.613393    -0.086707    -1.640716
50181.75    -1.771430    -0.159034    -1.561608
50182.00    -1.656573    -0.171618    -1.238463
50182.25    -1.832681    -0.143733    -1.250200
50182.50    -1.561243     0.230677    -0.831452
50182.75    -1.775626     0.175791    -1.181681
50183.00    -1.354383     0.240444    -0.750570
50183.25    -1.413078     0.377955     0.322442
50183.50    -1.391953     0.692257     2.276960
50183.75    -2.005596     0.475752     4.384736
50184.00    -1.830482     0.319279     5.479300
50184.25    -1.982609     0.280144     5.566809
50184.50    -1.800251     0.430250     5.350644
50184.75    -1.911519     0.192541     4.692869
50185.00    -1.420279     0.215169     4.738704
50185.25    -1.341127     0.144493     4.352883
50185.50    -0.904621     0.436625     4.594843
50185.75    -0.914616     0.126026     3.992224
50186.00    -0.469385     0.010127     3.185579
50186.25    -0.196868    -0.090307     1.435782
50186.50     0.169065     0.148378     0.707247
50186.75     0.059317     0.041986     0.385598
50187.00     0.321180     0.110232     0.295387
50187.25     0.176283     0.082851    -0.180769
50187.50     0.371129     0.313425    -0.209720
50187.75     0.085453    -0.001743    -0.855798
50188.00     0.424399    -0.205168    -1.299105
50188.25     0.368939    -0.230941    -1.690934
50188.50     0.791189     0.248514    -1.591155
50188.75     0.631937     0.287608    -1.427747
50189.00     0.920814     0.574501    -0.370706
50189.25     0.796652     0.790753     0.310654
50189.50     0.797046     1.235515     1.720274
50189.75     0.243081     1.090607     2.488675
50190.00     0.264498     0.967902     3.992754
50190.25    -0.277397     0.686243     4.749015
50190.50    -0.312842     0.792260     5.265484
50190.75    -0.732636     0.537471     4.068635
50191.00    -0.545220     0.412432     3.320665
50191.25    -0.720367     0.259717     2.148704
50191.50    -0.322910     0.451541     1.839505
50191.75    -0.490630     0.207413     0.903128
50192.00    -0.090940     0.292553     0.888630
50192.25    -0.098069     0.283844     0.247768
50192.50     0.450980     0.688048     0.471877
50192.75     0.369431     0.568918     0.709501
50193.00     0.768499     0.564913     1.098949
50193.25     0.698003     0.467936     1.030844
50193.50     1.096070     0.701612     1.367494
50193.75     0.999683     0.637546     1.430301
50194.00     1.129741     0.619507     1.949890
50194.25     0.796141     0.479796     1.942945
50194.50     0.911149     0.435209     1.741854
50194.75     0.626368     0.022931     0.764030
50195.00     0.908813    -0.166401     0.030738
50195.25     0.823714    -0.217007    -1.068231
50195.50     1.078611     0.107116    -1.192759
50195.75     0.841013     0.125637    -1.221551
50196.00     0.953300     0.234319    -0.152561
50196.25     0.693944     0.268068     0.563299
50196.50     0.912557     0.453470     1.439182
50196.75     0.795413     0.381470     1.558052
50197.00     0.921476     0.486583     3.317226
50197.25     0.707271     0.337002     4.401072
50197.50     0.850309     0.438445     4.946885
50197.75     0.597497     0.140727     4.728586
50198.00     0.998421     0.303347     4.674872
50198.25     1.028756     0.455009     4.196178
50198.50     1.284860     0.783093     3.964459
50198.75     1.062319     0.858063     4.004044
50199.00     1.302792     1.131776     4.957168
50199.25     1.022242     1.221824     5.529115
50199.50     1.102034     1.448707     6.020938
50199.75     0.838326     1.221127     5.615495
50200.00     0.867090     1.079044     5.520226
50200.25     0.515353     0.770584     4.949949
50200.50     0.631467     0.722407     3.793196
50200.75     0.294283     0.325457     1.953122
50201.00     0.358447     0.190538     0.734076
50201.25     0.218284     0.038085    -0.857721
50201.50     0.383812     0.244301    -1.398180
50201.75     0.077707     0.014909    -1.876047
50202.00     0.334305    -0.010608    -2.298793
50202.25     0.345675     0.038949    -2.997530
50202.50     0.505937     0.456871    -2.724233
50202.75     0.191052     0.475356    -2.243881
50203.00     0.309986     0.610777    -1.412456
50203.25     0.197343     0.762319    -0.922548
50203.50     0.307621     1.244393     0.053686
50203.75    -0.198370     1.259100     0.840482
50204.00    -0.341452     1.212257     1.829889
50204.25    -0.576834     0.926835     1.905524
50204.50    -0.433288     0.924187     2.021298
50204.75    -0.634064     0.686831     1.311228
50205.00    -0.358821     0.655661     1.303994
50205.25    -0.554788     0.568452     0.616496
50205.50    -0.439079     0.698564     0.784850
50205.75    -0.688072     0.391910     0.235076
50206.00    -0.397710     0.320433    -0.039001
50206.25    -0.508243     0.190936    -1.112866
50206.50    -0.287331     0.443910    -1.425739
50206.75    -0.609603     0.222752    -1.641923
50207.00    -0.577816     0.176763    -1.426452
50207.25    -0.739070     0.032466    -1.610162
50207.50    -0.620877     0.257094    -1.492584
50207.75    -0.916164     0.111170    -1.647358
50208.00    -0.946442     0.046331    -1.699027
50208.25    -1.153497    -0.146440    -2.059227
50208.50    -1.122159    -0.053687    -2.841179
50208.75    -1.441918    -0.269511    -3.317981
50209.00    -1.507670    -0.213910    -3.201928
50209.25    -1.648085    -0.275186    -4.125180
50209.50    -1.554889    -0.132974    -4.422416
50209.75    -1.995854    -0.480274    -4.894040
50210.00    -1.788010    -0.592721    -5.009896
50210.25    -1.817068    -0.703402    -5.811969
50210.50    -1.401502    -0.472534    -5.816256
50210.75    -1.457349    -0.582718    -5.251768
50211.00    -1.050871    -0.429773    -4.203168
50211.25    -0.958676    -0.385131    -3.974210
50211.50    -0.464479    -0.068227    -3.602071
50211.75    -0.530874    -0.187604    -3.492367
50212.00    -0.264090    -0.102316    -3.405443
50212.25    -0.154685    -0.082268    -4.196603
50212.50     0.151224     0.201027    -4.326565
50212.75    -0.210663    -0.004914    -4.573117
50213.00    -0.190990     0.015716    -3.965750
50213.25    -0.486397    -0.047103    -3.894938
50213.50    -0.381577     0.259658    -3.324640
50213.75    -0.739396     0.152620    -2.727670
50214.00    -0.795393     0.096116    -1.215240
50214.25    -1.032044     0.008947    -0.806028
50214.50    -0.783302     0.224153    -0.185923
50214.75    -0.898088     0.075608    -0.157490
50215.00    -0.720695     0.233894     0.709838
50215.25    -0.990565     0.221309     1.698066
50215.50    -0.956348     0.393330     2.995801
50215.75    -1.422121     0.080848     3.033079
50216.00    -1.272275    -0.085647     2.574343
50216.25    -1.430159    -0.185144     1.361073
50216.50    -1.029077     0.070426     0.656290
50216.75    -1.170053    -0.054773    -0.528015
50217.00    -0.776924     0.028386    -1.030767
50217.25    -0.585301     0.065687    -2.075452
50217.50    -0.139538     0.305206    -2.385873
50217.75    -0.227309     0.189627    -2.813606
50218.00     0.084619     0.226308    -2.575592
50218.25     0.017915     0.060382    -3.514591
50218.50     0.236400     0.154654    -3.829735
50218.75     0.018248    -0.015974    -3.886492
50219.00     0.066674    -0.034136    -3.338065
50219.25    -0.199855    -0.200616    -3.894945
50219.50     0.092296     0.051769    -3.346755
50219.75    -0.221806    -0.069539    -2.698947
50220.00    -0.180682    -0.049885    -1.749031
50220.25    -0.254396     0.003704    -1.415278
50220.50     0.184018     0.333104    -0.779723
50220.75    -0.001361     0.208282    -0.747717
50221.00     0.430361     0.300627    -0.177449
50221.25     0.608734     0.332911    -0.379981
50221.50     0.986190     0.660934     0.004033
