CONTINENT	SLCR2.0	SLCR1.2	PIXELS	12 Month Mean NDVI	Update	SLCR 2.0 LABEL	OGE V2.0	OLSON	STRUCTURE	FOLIAGE	SEASON	IGBP V2.0	IGBP	BATS V2.0	BATS	SIB V2.0	SIB	SIB2 V2.0	SIB2	USGS V2.0	USGS	RUN V2.0	RUNNING	BIOME_CODE	LOCATION	REGION	BIOME	Elevation Mean	Elevation Standard Deviation	APR '92 Mean NDVI	MAY '92 Mean NDVI	JUN '92 Mean NDVI	JUL '92 Mean NDVI	AUG '92 Mean NDVI	SEP '92 Mean NDVI	OCT '92 Mean NDVI	NOV '92 Mean NDVI	DEC '92 Mean NDVI	JAN '93 Mean NDVI	FEB '93 Mean NDVI	MAR '93 Mean NDVI
AP	44	120	21042	156.32		Eucalyptus Forest	89	MOIST EUCALYTPUS	MEDIUM OPEN EUCALYPTUS FOREST	BROADLEAF EVERGREEN	MILD	2	EVERGREEN BROADLEAF FOREST	6	EVERGREEN BROADLEAF FOREST	1	EVERGREEN BROADLEAF TREES	1	BROADLEAF-EVERGREEN TREES	13	421 EVERGREEN BROADLEAF  FOREST	2	EVERGREEN BROADLEAF VEGETATION	6	Southeast Australia	Temperate/Arctic	Moist Warm Temperature Woodlands	443.30	305.68	157.01	162.51	159.13	160.37	160.13	155.25	156.06	157.39	126.20	158.93	161.50	166.91
AP	45	121	185455	159.31		Tropical Evergreen Forest	33	TROPICAL RAINFOREST	TALL-MEDIUM CLOSED FOREST	EVERGREEN BROADLEAF	HOT	2	EVERGREEN BROADLEAF FOREST	6	EVERGREEN BROADLEAF FOREST	1	EVERGREEN BROADLEAF TREES	1	BROADLEAF-EVERGREEN TREES	13	421 EVERGREEN BROADLEAF  FOREST	2	EVERGREEN BROADLEAF VEGETATION	1	Borneo, New Guinea	Tropical/Subtropical	Evergreen Rain Forests	196.98	228.49	159.17	160.50	158.23	162.91	161.51	160.81	154.74	156.61	153.89	162.84	162.91	163.05
AP	46	122	106930	160.12	relabel	Wet Eucalyptus Forest	79	WET SCLEROPHYLIC FOREST	TALL OPEN EUCALYPTUS FOREST	BROADLEAF EVERGREEN	WET	2	EVERGREEN BROADLEAF FOREST	6	EVERGREEN BROADLEAF FOREST	1	EVERGREEN BROADLEAF TREES	1	BROADLEAF-EVERGREEN TREES	13	421 EVERGREEN BROADLEAF  FOREST	2	EVERGREEN BROADLEAF VEGETATION	6	Western Australia	Temperate/Arctic	Moist Warm Temperature Woodlands	372.99	286.46	159.78	161.53	158.30	159.82	161.69	156.78	159.46	159.72	157.64	161.17	164.37	166.63
AP	47	32	11015	152.05		Plantations (Rubber, Coconut, Palm)	96	DECIDUOUS TREE CROP	TREE OR SHRUB CROPS WITH WOODS	BROADLEAF DECIDUOUS	COOL-HOT	4	DECIDUOUS BROADLEAF FOREST	5	DECIDUOUS BROADLEAF TREES	2	BROADLEAF DECIDUOUS TREES	2	BROADLEAF-DECIDUOUS TREES	11	411 DECIDUOUS BROADLEAF FOREST	4	DECIDUOUS BROADLEAF VEGETATION	1	Scattered Indonesia Islands	Tropical/Subtropical	Evergreen Rain Forests	213.97	264.81	154.25	158.63	154.46	160.73	159.64	158.29	158.04	153.75	148.63	157.85	139.70	126.10
AP	48	83	16796	121.29	relabel	Closed Shrubs	16	SHRUB EVERGREEN	SPARSE SHRUB, LOW TREES	EVERGREEN	COLD-HOT, DRY	6	CLOSED SHRUBLANDS	16	EVERGREEN SHRUBS	8	BROADLEAF SHRUBS WITH PERENNIAL GROUND COVER	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	2	EVERGREEN BROADLEAF VEGETATION	1	New Guinea, Solomon Islands	Tropical/Subtropical	Evergreen Rain Forests	1198.33	931.17	150.78	112.21	111.79	108.97	114.06	135.34	116.79	144.90	113.22	114.31	115.06	123.62
AP	49	54	386329	111.47		Shrubland/Grassland (Acacia, Spinifex)	47	DRY WOODY SCRUB	SHRUB, LOW/OPEN WOODLAND	EVERGREEN, DECIDUOUS	DRY/COOL	7	OPEN SHRUBLANDS	16	EVERGREEN SHRUBS	8	BROADLEAF SHRUBS WITH PERENNIAL GROUND COVER	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	1	EVERGREEN NEEDLELEAF VEGETATION	3	Interior Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	160.01	107.04	112.62	112.91	113.17	113.71	112.45	111.86	112.32	111.17	109.23	110.01	111.08	112.53
AP	50	55	743135	114.99		Grassland/Shrubland (Acacia, Spinifex) with Eucalyptus Woodland	47	DRY WOODY SCRUB	SHRUB, LOW/OPEN WOODLAND	EVERGREEN, DECIDUOUS	DRY/COOL	7	OPEN SHRUBLANDS	16	EVERGREEN SHRUBS	8	BROADLEAF SHRUBS WITH PERENNIAL GROUND COVER	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	1	EVERGREEN NEEDLELEAF VEGETATION	3	Interior Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	291.09	162.88	113.80	115.39	117.34	117.87	116.24	115.20	116.22	114.90	113.70	112.97	115.13	116.63
AP	51	59	715191	117.75		Shrubland/Grassland (Acacia, Mulga)	47	DRY WOODY SCRUB	SHRUB, LOW/OPEN WOODLAND	EVERGREEN, DECIDUOUS	DRY/COOL	7	OPEN SHRUBLANDS	16	EVERGREEN SHRUBS	8	BROADLEAF SHRUBS WITH PERENNIAL GROUND COVER	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	1	EVERGREEN NEEDLELEAF VEGETATION	3	Interior Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	324.41	182.95	115.00	116.86	118.79	119.31	118.52	117.76	119.37	118.21	117.80	117.58	119.31	119.95
AP	52	60	776919	119.66		Open Acacia Shrubland with Spinifex	51	SEMI DESERT SHRUBS	SPARSE SHRUBS, XEROPHYTES	MIXED	HOT-COOL	7	OPEN SHRUBLANDS	11	SEMI DESERT	9	BROADLEAF SHRUBS WITH BARE SOIL	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	4	DECIDUOUS BROADLEAF VEGETATION	3	Interior Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	361.30	188.39	116.81	120.69	123.52	124.76	122.92	120.68	121.35	119.31	117.35	117.06	118.13	118.90
AP	53	62	227668	122.68		Shrubland (Acacia) with Grass	51	SEMI DESERT SHRUBS	SPARSE SHRUBS, XEROPHYTES	MIXED	HOT-COOL	7	OPEN SHRUBLANDS	11	SEMI DESERT	9	BROADLEAF SHRUBS WITH BARE SOIL	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	4	DECIDUOUS BROADLEAF VEGETATION	3	Western Central Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	455.46	173.78	116.36	125.25	131.86	134.61	130.25	125.34	123.09	120.09	117.43	117.52	118.38	117.48
AP	54	70	730748	123.32		Tall Open Shrubland (Acacia, Eucalyptus)	11	SEMI DESERT TREES AND SHRUBS	SEMI DESERT TREES AND SHRUBS	SPARSE HERBS, SHRUBS	SPRING/EPHEMERAL, DRY	7	OPEN SHRUBLANDS	11	SEMI DESERT	9	BROADLEAF SHRUBS WITH BARE SOIL	7	SHRUBS WITH BARE SOIL	9	331 MIXED SHRUBLAND/GRASSLAND	4	DECIDUOUS BROADLEAF VEGETATION	3	Interior Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	343.31	183.00	121.30	124.61	125.47	126.16	125.26	123.44	124.40	123.21	122.04	122.15	123.15	124.15
AP	55	63	71152	124.79		Chenopod Shrubland with Open Woodland (Eucalyptus)	47	DRY WOODY SCRUB	SHRUB, LOW/OPEN WOODLAND	EVERGREEN, DECIDUOUS	DRY/COOL	7	OPEN SHRUBLANDS	16	EVERGREEN SHRUBS	8	BROADLEAF SHRUBS WITH PERENNIAL GROUND COVER	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	1	EVERGREEN NEEDLELEAF VEGETATION	3	New South Wales, Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	162.11	101.61	117.78	118.88	119.26	119.81	121.21	125.16	131.13	127.16	129.16	134.76	130.99	127.67
AP	56	64	223956	126.76	relabel	Open Shrubland (Acacia)/Grassland	51	SEMI DESERT SHRUBS	SPARSE SHRUBS, XEROPHYTES	MIXED	HOT-COOL	7	OPEN SHRUBLANDS	11	SEMI DESERT	9	BROADLEAF SHRUBS WITH BARE SOIL	7	SHRUBS WITH BARE SOIL	8	320 SHRUBLAND	4	DECIDUOUS BROADLEAF VEGETATION	3	Western Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	379.52	181.56	119.76	126.88	131.28	137.18	136.87	132.95	131.44	124.99	121.63	121.71	121.27	120.60
AP	57	65	135725	131.00		Shrubland (Tall Shrubs, Mallee)	11	SEMI DESERT TREES AND SHRUBS	SEMI DESERT TREES AND SHRUBS	SPARSE HERBS, SHRUBS	SPRING/EPHEMERAL, DRY	7	OPEN SHRUBLANDS	11	SEMI DESERT	9	BROADLEAF SHRUBS WITH BARE SOIL	7	SHRUBS WITH BARE SOIL	9	331 MIXED SHRUBLAND/GRASSLAND	4	DECIDUOUS BROADLEAF VEGETATION	5	Southern Australia	Temperate/Arctic	Schlerophyllous Woodlands with Winter Rain	261.72	176.29	129.52	132.77	129.53	132.50	132.63	126.83	131.45	129.83	130.87	132.11	133.85	135.62
AP	58	123	86565	133.39		Ecalyptus Woodland	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	2	Northern Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	191.03	174.05	138.44	136.44	133.93	130.15	126.50	122.25	123.75	124.12	134.49	140.46	144.02	151.59
AP	59	124	104499	134.79		Woody Savanna (Eucalyptus, Maleleuca)	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	2	Northern Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	170.73	300.04	146.83	143.85	143.94	137.47	137.78	130.85	126.77	125.18	123.08	126.06	131.85	149.35
AP	60	126	320029	137.58		Eucalyptus Woodland (Trees/Tall Shrubs)	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	2	Southwest and Southeast Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	300.09	196.04	139.31	142.72	140.20	139.93	138.17	133.68	135.17	133.42	135.81	137.53	136.79	143.66
AP	61	127	9154	138.99		Eucalyptus Woodland	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	2	Southwest and Southeast Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	176.75	153.29	150.17	150.21	147.83	149.39	149.89	142.82	146.28	138.84	125.01	121.59	115.23	136.19
AP	62	128	27404	141.07		Eucalyptus Woodland with Pasture	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	6	Southwest Australia, Tasmania	Temperate/Arctic	Moist Warm Temperature Woodlands	350.75	294.19	141.14	125.73	123.30	122.09	133.68	142.33	149.86	151.34	143.76	155.98	153.44	155.62
AP	63	103	170118	144.48		Tropical Dry Woodland (Eucalyptus)	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	2	Eastern Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	329.44	228.87	147.65	150.70	149.01	147.60	146.60	143.49	143.28	140.12	138.29	140.79	141.64	150.06
AP	64	129	79199	145.07		Eucalyptus Woodland	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	2	Coastal Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	283.45	306.04	149.18	148.52	142.78	140.56	137.22	132.77	141.21	144.34	148.30	152.71	153.13	155.57
AP	65	130	14819	147.02		Evergreen Forest/Grassland/Scrub Mosaic (Leptospermum, Podocarp, Beech)	91	WOODY SAVANNA	WOODLAND, LOW FOREST	DECIDUOUS-EVERGREEN	DRY-WET	8	WOODY SAVANNA	19	FOREST/FIELD MOSAIC	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	4	DECIDUOUS BROADLEAF VEGETATION	6	New Zealand	Temperate/Arctic	Moist Warm Temperature Woodlands	272.39	194.54	136.02	147.46	100.11	144.42	144.39	155.56	138.62	159.30	163.38	162.34	156.37	161.77
AP	66	34	49915	118.47		Fragmented Forest/Shrub Savanna with Shifting Cultivation, Rice, Corn	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	1	Sumatra	Tropical/Subtropical	Evergreen Rain Forests	152.30	217.29	132.29	158.24	122.06	106.74	73.65	121.29	113.36	119.67	114.03	115.99	127.78	122.01
AP	67	61	531819	119.77	relabel	Low Open Savanna (Eucalyptus, Melaleuca)	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	2	Northern Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	279.08	132.65	121.03	120.91	122.07	121.33	118.08	116.18	117.83	116.62	116.50	115.98	122.95	133.30
AP	68	69	21569	121.78		Deforested, Tropical Montane Savanna	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	12	New Guinea	Other	Mountains	1188.50	657.11	119.58	119.57	111.53	111.92	113.39	125.36	117.71	128.12	115.37	139.22	139.72	125.31
AP	69	71	351653	125.68		Savanna (Eucalyptus, Maleleuca)	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	2	Northern Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	197.27	192.64	129.86	128.32	127.79	126.59	122.67	119.65	119.81	118.75	121.28	123.44	132.74	142.76
AP	70	72	269355	127.73		Savanna (Eucalyptus)	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	3	East and West Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	310.96	154.94	129.24	134.55	134.79	133.77	129.69	127.49	126.19	123.71	123.20	123.53	123.54	128.60
AP	71	73	264533	130.97		Savanna (Eucalyptus)	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	3	North and West Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	272.02	170.11	133.49	135.36	134.15	133.23	130.10	127.27	126.55	125.41	128.59	130.93	131.89	140.20
AP	72	66	84895	131.98	relabel	Open Eucalyptus Savanna	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	5	Southwestern Australia	Temperate/Arctic	Schlerophyllous Woodlands with Winter Rain	347.33	155.19	127.71	134.83	133.24	140.03	140.08	135.80	138.39	131.85	127.28	126.39	127.00	126.67
AP	73	17	99738	132.64	relabel	Savanna	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	2	Southern Australia, New South Wales	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	251.31	165.68	127.42	133.38	133.92	136.72	138.89	139.91	140.36	131.68	127.12	129.34	127.84	130.56
AP	74	74	40856	135.69		Savanna	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	1	Celebes	Tropical/Subtropical	Evergreen Rain Forests	931.20	719.12	132.83	135.31	138.86	143.64	145.37	150.83	149.06	139.62	118.19	131.58	125.72	122.81
AP	75	125	29903	135.76		Open Eucalyptus Woodland	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	2	Southwest and Southeast Australia	Tropical/Subtropical	Semi-evergreen and Deciduous Forests	312.20	248.62	131.47	132.38	130.01	129.37	129.44	137.27	143.61	143.52	139.99	141.52	138.43	137.69
AP	76	75	9020	136.03		Savanna (Maleleuca)	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	1	Solomon Islands	Tropical/Subtropical	Evergreen Rain Forests	507.81	538.33	150.57	132.04	125.09	121.48	120.78	150.56	138.67	134.08	109.51	153.34	146.09	155.70
AP	77	52	11111	138.41	relabel	Savanna	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	1	New Guinea	Tropical/Subtropical	Evergreen Rain Forests	451.98	692.38	145.84	143.90	139.79	139.67	142.12	137.21	129.94	131.69	137.88	142.23	132.26	143.83
AP	78	76	23386	144.46		Tropical Wet Savanna	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	1	New Guinea	Tropical/Subtropical	Evergreen Rain Forests	19.02	41.92	154.26	149.64	149.20	143.36	149.55	148.64	144.36	130.59	137.81	137.17	140.27	154.18
AP	79	77	29576	153.31		Grassland/Scrub Mosiac with Beech And Podocarp Forest	43	SAVANNA (WOODS)	OPEN WOODLAND, SHRUBS OVER GRASS	BROADLEAF, CONIFER	DRY, MOIST	9	SAVANNAS	7	TALL GRASS	6	GROUND COVER WITH TREES AND SHRUBS	6	SHORT VEGETATION/C4 GRASSLAND	10	332 SAVANNA	6	ANNUAL GRASS VEGETATION	6	New Zealand	Temperate/Arctic	Moist Warm Temperature Woodlands	291.31	197.99	154.39	147.60	122.99	144.12	147.87	154.72	156.21	163.83	162.24	164.94	161.50	164.83
AP	80	134	6082	106.90		Subalpine Meadows/Shrub Tundra	42	COLD GRASSLAND	MEADOW, STEPPE, BROWSE	ANNUAL FOLIAGE	COLD, WINDY	10	GRASSLANDS	2	SHORT GRASS	12	AGRICULTURE OR C3 GRASSLAND	9	AGRICULTURE OR C3 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	12	New Zealand	Other	Mountains	1535.63	372.15	110.22	107.66	105.32	99.24	102.27	102.41	101.42	108.15	105.73	110.85	118.88	116.09
AP	81	53	139655	107.33		Grassland with Shrubland	41	HOT AND MILD GRASSES AND SHRUBS	PRAIRIE, PAMPAS, AND RANGELAND	MIXED FOLIAGE	MILD-HOT	10	GRASSLANDS	2	SHORT GRASS	7	GROUNDCOVER ONLY	6	SHORT VEGETATION/C4 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	3	North Territory, South Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	122.92	104.77	108.62	109.11	109.33	109.66	108.90	107.98	108.33	107.47	105.05	106.01	105.93	107.09
AP	82	45	24827	107.59		Montane Grassland	42	COLD GRASSLAND	MEADOW, STEPPE, BROWSE	ANNUAL FOLIAGE	COLD, WINDY	10	GRASSLANDS	2	SHORT GRASS	12	AGRICULTURE OR C3 GRASSLAND	9	AGRICULTURE OR C3 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	12	New Guinea	Other	Mountains	2131.08	820.68	106.36	108.07	105.61	109.08	115.72	110.01	104.44	110.78	103.56	106.50	108.18	108.25
AP	83	46	16494	111.55		Montane Grassland	42	COLD GRASSLAND	MEADOW, STEPPE, BROWSE	ANNUAL FOLIAGE	COLD, WINDY	10	GRASSLANDS	2	SHORT GRASS	12	AGRICULTURE OR C3 GRASSLAND	9	AGRICULTURE OR C3 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	12	New Guinea	Other	Mountains	1869.06	826.73	113.62	114.81	108.43	112.29	116.15	118.30	108.61	115.55	105.05	111.52	112.54	107.19
AP	84	68	198201	114.41		Grassland (Mitchell Grass) with Woodland (Eucalyptus)	41	HOT AND MILD GRASSES AND SHRUBS	PRAIRIE, PAMPAS, AND RANGELAND	MIXED FOLIAGE	MILD-HOT	10	GRASSLANDS	2	SHORT GRASS	7	GROUNDCOVER ONLY	6	SHORT VEGETATION/C4 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	3	Northern Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	228.67	79.12	114.89	113.10	114.42	114.28	110.94	109.54	110.88	110.17	109.98	109.30	120.93	139.97
AP	85	47	16663	118.00		Tussock Grassland	2	LOW SPARSE GRASSLAND	STEPPE, HERBACEOUS AND SPARSE WOODY	SHORT GRASS/HUMMOCK	DRY/COLD	10	GRASSLANDS	2	SHORT GRASS	7	GROUNDCOVER ONLY	9	AGRICULTURE OR C3 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	6	New Zealand	Temperate/Arctic	Moist Warm Temperature Woodlands	1205.08	343.15	122.18	121.74	112.03	100.62	106.25	105.63	109.64	123.95	119.37	131.88	135.68	132.51
AP	86	48	26424	118.70		Grassland (Mitchell Grass)	41	HOT AND MILD GRASSES AND SHRUBS	PRAIRIE, PAMPAS, AND RANGELAND	MIXED FOLIAGE	MILD-HOT	10	GRASSLANDS	2	SHORT GRASS	7	GROUNDCOVER ONLY	6	SHORT VEGETATION/C4 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	3	North Central Australia	Tropical/Subtropical	Dry Woodlands, Natural Savannas, or Grasslands	171.45	80.39	117.43	114.80	114.13	114.26	112.11	111.32	112.23	111.90	115.16	124.04	138.91	143.68
AP	87	49	12597	118.88		Tropical Montane Grassland with Heath Scrub	42	COLD GRASSLAND	MEADOW, STEPPE, BROWSE	ANNUAL FOLIAGE	COLD, WINDY	10	GRASSLANDS	2	SHORT GRASS	12	AGRICULTURE OR C3 GRASSLAND	9	AGRICULTURE OR C3 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	12	New Guinea	Other	Mountains	1763.47	876.20	120.05	120.47	114.90	119.26	125.69	128.11	120.01	122.82	111.99	116.16	120.41	112.12
AP	88	50	28202	120.81		Montane Grassland	42	COLD GRASSLAND	MEADOW, STEPPE, BROWSE	ANNUAL FOLIAGE	COLD, WINDY	10	GRASSLANDS	2	SHORT GRASS	12	AGRICULTURE OR C3 GRASSLAND	9	AGRICULTURE OR C3 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	12	New Guinea	Other	Mountains	1748.13	944.39	119.60	123.25	124.81	132.31	135.46	131.46	118.28	120.53	110.44	114.94	113.75	110.41
AP	89	51	24432	127.32		Tussock Grassland with Scrub	2	LOW SPARSE GRASSLAND	STEPPE, HERBACEOUS AND SPARSE WOODY	SHORT GRASS/HUMMOCK	DRY/COLD	10	GRASSLANDS	2	SHORT GRASS	7	GROUNDCOVER ONLY	9	AGRICULTURE OR C3 GRASSLAND	7	310 GRASSLAND	6	ANNUAL GRASS VEGETATION	6	New Zealand	Temperate/Arctic	Moist Warm Temperature Woodlands	895.80	327.56	130.70	128.41	118.96	105.30	113.48	117.09	125.16	135.49	132.85	143.10	143.13	139.75
