hydunit|avgpf|avgrf|avgtmrf|eros|mannit|mannrun|mannlea|comnit|comnrun|comnlea|lbspest|pestrun|pestlea|priorlea|priorrun
04020203|  0.00|   0.00|   0.00|      1953|    27928.25|    17219.35|   216429.22|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
04020300|  0.00|   0.00|   0.00|       198|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
04030101|  3.25|   2.81|   0.70|   1501153|  8384955.32| 24960610.12| 42678437.07|  5078384.88|  3530729.76| 25848382.15|   685895.85|  40561.30|   902.290|     2|     4
04030102|  5.75|   1.44|   0.42|    382449|  2661250.94|  3700975.58| 20433193.25|  1593210.44|   666268.70| 12232734.73|   220863.75|  14518.65|   368.658|     2|     2
04030103|  5.38|   0.95|   0.32|    187107|  1757179.69|  1633533.38| 12285552.69|  1336616.30|   422964.63|  9345128.45|   143613.21|   4818.81|   659.438|     2|     0
04030104|  4.54|   2.24|   0.60|    123274|  1343414.85|  3141632.33| 10033296.62|  1267587.93|   762380.55|  9466983.07|   147731.58|   4829.27|   671.921|     0|     0
04030105|  5.10|   1.74|   0.53|    160332|   672866.13|  1593792.51|  4586852.34|   607531.62|   319882.16|  4141474.37|   103553.22|   3236.98|   532.043|     0|     0
04030106|  8.48|   0.56|   0.00|      6236|    32624.26|    42784.68|   206630.65|        0.00|        0.00|        0.00|      395.75|      7.28|     3.443|     0|     0
04030107|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
04030108|  6.14|   1.46|   0.29|    141204|   806350.04|  1520942.09|  5613701.74|  1078040.85|   317470.99|  7505177.00|    30691.78|   1513.66|   182.340|     0|     0
04030109|  5.48|   1.09|   0.27|    111836|   325048.71|   833420.22|  2404707.53|   825628.54|   219153.01|  6107992.80|    39885.79|   2610.61|   209.699|     0|     0
04030110|  3.54|   1.08|   0.31|     16592|    48562.86|   103297.99|   356704.78|    54775.75|    17205.35|   402339.79|    30408.55|   1865.48|   129.048|     0|     0
04030111|  0.00|   0.00|   0.00|      1892|    74317.27|   265067.51|   556486.43|   267786.83|        0.00|  2005183.29|        0.00|      0.00|     0.000|     0|     0
04030112|  8.89|   0.24|   0.05|      5960|    71612.24|    56374.42|   768243.24|   244544.00|    12700.51|  2623424.21|     4481.26|    299.46|    24.354|     0|     0
04030201|  4.07|   2.73|   0.71|    779318|  3455632.37| 11959099.23| 21991114.12|  5200368.03|  3714454.32| 33094344.09|   437911.10|  31047.52|  2430.194|     3|     3
04030202|  3.92|   2.57|   0.82|    943416|  8620641.63| 22062294.34| 53784990.00|  4874850.45|  4021207.92| 30414648.25|   833423.01|  21556.24|  5265.870|     3|     3
04030203|  2.47|   3.36|   0.90|    378032|  2762226.04|  9700273.37| 10240273.09|  2830069.72|  2537482.11| 10491786.81|   232852.72|   8545.05|   215.727|     0|     3
04030204|  2.12|   2.35|   0.76|    174151|  2107145.61|  4277445.96|  7279151.89|  1521099.48|  1156686.51|  5254650.69|   154234.89|   8625.75|   117.548|     0|     2
04040001|  9.45|   3.13|   0.74|    573599|   269100.37|   807758.53|  2859505.27|  7730079.56|  5695511.86| 82141110.60|   311608.82|  11292.87|  1190.271|     3|     3
04040002|  4.16|   3.58|   0.71|    472158|   330482.43|  1084969.35|  1743352.50|   887359.16|   632362.47|  4680974.41|   132098.78|   6810.02|    86.258|     0|     2
04040003|  4.49|   2.65|   0.71|    941957|  2899751.13|  7878913.57| 17343799.85|  3328932.45|  2367787.82| 19910790.76|   294212.82|  15966.24|   420.180|     2|     3
04050001|  6.88|   2.96|   0.75|   4454271|  7643896.04| 23937515.59| 67623330.74| 40860951.57| 30502938.71|361484984.53|  3511115.63| 160818.67| 14159.588|     3|     4
04050002|  9.05|   3.68|   0.90|    191377|  2286738.42|  6359308.42| 24297890.93|  3402013.26|  3057506.34| 36148317.80|   147987.86|   6901.69|   320.702|     2|     3
04050003|  6.58|   2.61|   0.69|   2096629|  3529718.26|  9876414.73| 29943471.93| 11894862.18|  8253271.56|100907054.28|  1174292.10|  58148.42|  5058.509|     3|     4
04050004|  3.60|   2.87|   0.74|   1133505|  2057185.82|  6323607.72| 10574242.49| 11521490.45|  8516326.76| 59222182.36|   909025.84|  40498.65|  2242.709|     3|     4
04050005|  3.81|   3.78|   0.82|    960812|  1449994.14|  4626309.40|  7311930.63|  8014084.98|  6565336.98| 40412876.01|   825479.44|  37013.34|  1481.168|     3|     3
04050006|  6.80|   3.06|   0.57|   1131986|  4956023.96| 15561217.34| 44078121.34| 11550675.31|  6599049.32|102729944.82|  1107269.04|  51232.35|  7044.975|     3|     4
04050007|  4.90|   3.05|   0.80|    822558|  1124735.72|  3160667.93|  7756659.97|  5748101.65|  4626224.64| 39641374.53|   491349.05|  22348.88|   817.964|     2|     2
04060101|  8.26|   2.26|   0.50|    270821|  1137821.87|  2225824.12| 11868484.22|  3796947.29|  1887966.65| 39605504.23|   190665.19|  10961.20|  1356.359|     3|     2
04060102|  7.92|   1.41|   0.28|    286236|  2043081.26|  3650573.73| 17300075.37|  4094532.52|  1149468.23| 34671024.88|   212496.54|  12250.97|  2976.145|     3|     2
04060103|  7.84|   0.82|   0.24|     82169|   360462.82|   362602.04|  3516880.47|   375704.57|    90580.64|  3665587.70|   138199.11|   3531.76|  1454.526|     2|     0
04060104| 11.61|   0.35|   0.10|     83588|   108517.79|    73209.20|  1292929.23|   567091.11|    59438.47|  6756575.70|    24006.75|   1429.48|   213.136|     0|     0
04060105|  7.94|   0.65|   0.16|    108591|   294916.43|   285716.03|  2697032.57|   858627.52|   137943.75|  7852212.22|    73448.47|   2533.90|   625.621|     0|     0
04060106|  6.76|   1.15|   0.41|     14794|    28037.49|    70259.84|   282658.69|   310611.32|   127241.78|  3131413.78|    60232.41|   1939.31|   399.522|     0|     0
04060107|  7.03|   1.31|   0.00|       391|    41652.02|    31796.23|   447077.54|      598.79|        0.00|     6427.16|      284.94|     12.08|     0.000|     0|     0
04060200|  0.00|   0.00|   0.00|     12879|    16572.14|        0.00|        0.00|    27873.51|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
04070001|  1.76|   1.95|   0.00|      7223|    36339.06|    43756.85|   235587.65|        0.00|        0.00|        0.00|      870.65|     67.50|     0.000|     0|     0
04070002|  2.62|   2.02|   0.00|      3983|    55581.78|    25335.59|   484232.58|        0.00|        0.00|        0.00|      775.67|     32.88|     0.000|     0|     0
04070003|  8.05|   0.30|   0.07|     43867|   185344.76|   186466.85|  1426385.62|   528827.34|    38946.26|  4069776.24|    80137.47|   3580.84|   483.230|     0|     0
04070004|  7.62|   0.67|   0.00|     22091|   127187.24|   173927.76|  1174027.31|    70130.11|        0.00|   647350.01|    17423.47|    294.07|    79.113|     0|     0
04070005|  0.00|   0.00|   0.00|       300|   101819.56|   139619.70|   848054.05|   200790.58|        0.00|  1672382.69|        0.00|      0.00|     0.000|     0|     0
04070006|  4.85|   0.61|   0.16|     63521|   245812.17|   237176.18|  1642207.94|   298106.27|    48072.35|  1991571.38|    43341.27|   1634.00|   154.853|     0|     0
04070007|  4.54|   1.43|   0.41|      7021|   180994.37|   155121.80|  1674220.89|   214439.71|    87643.58|  1983594.48|    45828.01|   1383.68|   211.744|     0|     0
04080101|  3.77|   2.48|   0.67|    150326|   623038.05|  1298008.28|  3945778.31|   946233.10|   630589.04|  5992613.19|   207455.82|   9365.99|   492.481|     0|     2
04080102|  6.66|   1.04|   0.21|    167909|   183517.92|   201481.91|  1499071.00|  1602797.46|   330629.00| 13092493.76|   327281.44|  13346.09|   378.244|     0|     2
04080103|  2.85|   1.74|   0.39|    435498|  1914565.11|  3323885.29|  6035383.99|  5814750.16|  2296428.00| 18330141.78|   972333.60|  52998.70|  1953.956|     2|     2
04080104|  4.81|   1.17|   0.21|    205584|  1412091.94|  1512994.50|  8685786.13|  3721459.84|   775470.91| 22890722.24|   379135.98|  23520.35|   896.102|     0|     2
04080201|  3.56|   3.75|   0.93|    165439|   646668.79|  2008725.72|  4132052.68|  3522448.94|  3268721.44| 22507572.39|   270391.85|  13759.81|   765.793|     0|     2
04080202|  4.59|   3.01|   0.64|    370710|  1364517.70|  3693968.54|  9103639.03|  5822518.26|  3750558.74| 38846036.61|   501810.82|  26100.35|  1783.497|     3|     2
04080203|  3.27|   3.65|   0.84|    427989|   831131.44|  2842652.68|  3993621.39|  7902700.75|  6637569.09| 37972808.26|   742675.37|  29749.98|   926.382|     2|     3
04080204|  3.13|   3.21|   0.75|    560557|   903814.66|  2723246.55|  4325106.61|  7746518.27|  5779810.94| 37070119.34|   762483.41|  31888.34|  1221.427|     3|     3
04080205|  3.95|   2.64|   0.58|    390577|  1222250.71|  3189885.20|  6479566.30|  5599473.95|  3275604.96| 29684713.81|   649626.40|  29467.87|  1389.038|     2|     2
04080206|  3.62|   5.31|   1.22|    128069|    87762.38|   447872.76|   398699.33|  1473661.69|  1804167.50|  6694758.55|   287611.89|  11673.65|    95.470|     0|     2
04090001|  3.97|   2.58|   0.56|    491139|  1445763.66|  3387623.45|  7194171.48|  6430832.39|  3592426.90| 32000051.06|   692449.63|  27642.94|   643.536|     0|     2
04090002|  5.87|   0.59|   0.30|     15608|    86010.31|    96599.94|   658256.05|   850001.99|   253703.54|  6505254.69|    26008.61|   1584.85|    45.860|     0|     0
04090003|  4.63|   1.72|   0.47|    135909|   143624.57|   298868.87|   862116.13|  1689152.22|   791002.41| 10139249.73|   203440.35|   8750.23|   348.834|     0|     2
04090004|  2.95|   4.20|   0.84|    302032|    45724.09|   151382.35|   219847.77|   497279.96|   417135.90|  2390991.03|    11523.24|    475.44|     6.806|     0|     0
04090005|  4.20|   3.13|   0.68|    317545|   527726.53|  1840917.86|  3302226.24|  3096258.86|  2106644.90| 19374707.51|   202121.75|   8851.86|   397.988|     0|     2
04100001|  5.83|   2.64|   0.65|    290636|   326152.97|   863009.97|  2409580.76|  5647679.18|  3697059.55| 41724406.36|   438401.68|  16273.41|   845.253|     2|     2
04100002|  4.56|   3.63|   0.91|   1261625|   905960.00|  3135437.59|  5368747.26|  9146630.61|  8295950.56| 54203218.56|   993153.34|  41245.85|  2127.650|     3|     4
04100003|  4.43|   3.75|   1.05|   1402300|  1037821.88|  3743298.38|  5874964.58| 13239651.23| 13866316.20| 74947814.84|   675809.16|  33837.72|   744.508|     2|     4
04100004|  3.23|   4.46|   1.15|    978842|  5172465.25| 22220107.59| 21916025.78| 14020377.19| 16120203.27| 59405125.60|   702148.91|  30026.82|   386.217|     2|     3
04100005|  2.56|   5.03|   1.24|    255024|   323650.23|  1506592.62|  1137434.42|  5626792.69|  7004316.96| 19774766.69|   269237.05|  12805.87|   141.297|     0|     3
04100006|  3.64|   4.11|   1.01|    817586|   886486.46|  3457852.10|  4305040.57| 12579587.65| 12761277.26| 61090200.19|   587007.05|  27700.65|   672.989|     2|     3
04100007|  2.92|   5.04|   1.30|   1501501|  2373294.28| 11344856.73|  9401280.60| 27831767.42| 36284884.60|110249393.32|  1262912.85|  60527.76|   485.099|     2|     4
04100008|  3.91|   4.55|   1.27|    972562|   655408.88|  2872322.97|  3231366.21| 12353115.63| 15634880.67| 60904638.13|   575637.88|  25327.58|   338.148|     2|     3
04100009|  4.37|   5.89|   1.43|    622403|   925938.32|  5303164.87|  5170703.84| 17858713.03| 25566878.12| 99728150.55|   980107.24|  37339.53|  1444.472|     3|     3
04100010|  3.27|   4.68|   1.27|    464861|   583200.00|  2640338.05|  2466053.54| 14683430.54| 18712656.42| 62088692.98|   665646.87|  29146.39|   286.294|     2|     3
04100011|  4.20|   4.47|   1.18|   1931070|  1279847.55|  5486869.95|  6618914.91| 31485697.65| 37197601.13|162832794.51|  1237147.10|  54603.04|   795.484|     2|     4
04100012|  4.83|   3.79|   1.10|    594321|   630807.37|  2000081.27|  3782255.36| 12155834.35| 13344695.66| 72885117.98|   593224.62|  26581.91|   437.611|     2|     3
04110001|  2.89|   4.05|   1.13|    716945|   709914.33|  2136485.74|  2983340.16|  6417589.42|  7257899.70| 26969243.16|   334225.79|  11941.40|    76.142|     0|     3
04110002|  5.92|   4.76|   0.94|    193228|   327326.62|  1061328.22|  2534913.76|  1568812.76|  1473844.99| 12149348.13|    67991.45|   3275.03|    61.440|     0|     0
04110003|  6.48|   3.38|   0.56|     69380|   351419.90|   695789.25|  3336043.06|   958935.11|   536355.41|  9103209.00|    29626.94|   1117.03|    17.097|     0|     0
04110004|  5.87|   5.55|   1.37|    231345|   595588.08|  1988214.76|  4246285.80|  2183631.50|  2993999.88| 15568349.72|   147598.93|   7026.71|    68.609|     0|     2
04120101| 10.95|   3.16|   0.85|    254559|  1225193.23|  2642679.55| 12987152.81|  1298231.08|  1106522.84| 13761360.30|    67519.06|   3653.92|    85.308|     2|     0
04120102| 11.21|   2.74|   1.10|    160408|   852212.30|  1868446.00|  7923915.25|   564438.83|   618774.78|  5248182.26|    56419.60|   6543.10|   159.169|     0|     2
04120103| 12.10|   1.24|   0.58|    116159|  1357700.11|  1640173.86| 14488568.16|   889461.72|   515561.42|  9491806.53|    30095.20|   3984.40|    64.622|     2|     0
04120104|  4.73|   3.27|   0.73|    285198|  1680345.48|  4922979.12|  9410169.43|  2822876.48|  2047972.50| 15808502.64|   194486.83|  19889.99|   875.022|     0|     2
04120200|  0.00|   0.00|   0.00|       860|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
04130001|  7.86|   1.97|   0.39|    579216|  1036709.37|  1722345.66|  9034943.44|  4661663.99|  1818328.75| 40626497.43|   379089.86|  40255.37|  1077.440|     3|     2
04130002|  5.02|   2.59|   0.70|    583999|  2203330.63|  3526118.72| 12177381.90|  2586002.00|  1814106.25| 14292332.49|   240987.45|  26161.67|   727.426|     2|     2
04130003|  4.04|   1.89|   0.44|   1034859|  2209942.87|  3870990.09|  9987619.26|  5098618.29|  2232145.39| 23042703.49|   513002.37|  59036.09|  1367.475|     2|     3
04140101| 12.02|   2.01|   0.31|    282238|  1017605.74|  1597375.44| 14778103.31|  2474504.32|   777750.32| 35935804.01|   176151.23|  19868.90|   530.068|     2|     2
04140102| 20.97|   0.68|   0.10|     97404|  1170184.91|  1431444.83| 21279034.77|   658874.77|    65657.11| 11981199.79|    58309.45|   6519.13|   295.355|     2|     2
04140201|  5.20|   2.17|   0.47|   2354181|  6135172.91| 11966048.46| 36590451.27| 13156633.47|  6188144.51| 78466762.56|  1263993.69| 144459.16|  3610.809|     3|     4
04140202|  9.17|   2.52|   0.45|    383001|  2599903.49|  5908427.44| 28081736.80|  1631755.22|   734537.62| 17624700.59|   199359.71|  22071.97|   592.004|     2|     3
04140203| 12.64|   2.38|   0.32|     82224|   109306.63|   219925.28|  1490242.14|    87681.67|    27812.09|  1195416.31|    21917.98|   2263.34|    60.247|     0|     0
04150101| 15.45|   4.29|   0.69|    152303|  2180120.04|  5475870.51| 33205284.52|  1317257.50|   903948.63| 20063074.18|   131290.31|  15301.97|   439.601|     2|     3
04150102|  6.83|   2.43|   0.43|     45212|   669005.24|  1004164.35|  5631457.71|   235323.86|   100622.16|  1980875.89|    31976.15|   4177.48|    66.323|     0|     0
04150200|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
04150301|  4.55|   2.35|   0.43|     40629|   488358.62|   704557.65|  2291795.42|   211117.04|    89750.81|   990741.31|    96304.64|  13306.35|   181.320|     0|     2
04150302|  0.00|   0.00|   0.00|     12172|   902889.69|  1924755.23|  7562088.84|   443574.57|        0.00|  3715127.53|        0.00|      0.00|     0.000|     0|     0
04150303|  8.71|   2.63|   0.49|     36851|   711443.18|  1689544.95|  6178417.68|   277405.71|   137181.60|  2409086.72|    14295.22|   1633.31|    16.256|     0|     0
04150304|  4.58|   4.19|   0.70|     54967|   680177.09|  1474824.97|  6197511.76|   343263.55|   241723.98|  3127685.33|    10157.13|   1169.81|    27.590|     0|     0
04150305|  0.00|   0.00|   0.00|       765|   586029.92|  1234738.85|  4705172.27|   295750.50|        0.00|  2374549.47|        0.00|      0.00|     0.000|     0|     0
04150306|  3.46|   4.12|   0.77|     32327|   781968.92|  1328410.21|  6610900.72|   276930.23|   214325.08|  2341216.12|    31976.15|   4248.64|    60.025|     0|     0
04150307| 16.24|   1.02|   0.15|    118251|   740366.38|   421945.51| 11946045.31|   261223.34|    39485.97|  4214921.03|   102434.22|   6126.98|   415.653|     2|     0
05010001|  9.75|   2.55|   0.65|    211655|  1615487.72|  2308249.76| 15227512.38|  1092919.12|   709273.81| 10301804.94|   107892.66|   8725.24|   237.619|     2|     2
05010002| 12.40|   2.98|   0.66|    285401|  1301081.21|  3205067.74| 15014656.76|   851549.63|   562024.84|  9827000.28|    98152.03|  11413.68|   354.103|     2|     2
05010003|  7.95|   4.00|   0.85|    119199|   742140.09|  1302148.92|  6496481.26|   817688.33|   696888.80|  7157808.91|    43486.58|   1118.57|    60.902|     0|     0
05010004| 10.49|   4.24|   0.96|    392149|  1571919.36|  4489801.70| 16159377.90|  1414530.98|  1364599.59| 14541420.61|   174906.34|   7497.32|   251.216|     2|     2
05010005|  7.70|   3.78|   0.79|    102303|   404744.43|   743799.13|  4107812.62|   466355.05|   370236.88|  4733108.22|    24587.17|    599.21|    23.138|     0|     0
05010006|  8.86|   4.69|   0.89|    688099|   898208.30|  3498177.12|  8889822.76|  1191708.45|  1059295.07| 11794677.16|   127469.12|   3500.42|   179.105|     0|     0
05010007|  8.42|   4.12|   0.82|    427787|  1148640.48|  2788128.95| 11897319.37|  1447135.51|  1191094.40| 14989053.32|   138259.78|   2944.70|   181.262|     2|     0
05010008|  7.88|   4.75|   0.67|    153821|   325777.56|   893962.63|  2975817.45|   376863.50|   253297.71|  3442462.32|    28955.89|    877.67|    54.176|     0|     0
05010009|  5.99|   4.90|   0.96|     92704|   160982.77|   358211.33|  1160794.27|   355074.78|   341920.27|  2560328.55|    34863.09|   1007.47|    45.963|     0|     0
05020001| 13.43|   8.54|   1.52|     50247|   107884.34|   202524.08|  1626734.06|   226047.03|   344247.75|  3408450.16|     9753.90|     14.57|    20.109|     0|     0
05020002|  5.50|   5.51|   1.01|     18553|    68078.87|   118371.42|   731432.53|        0.00|        0.00|        0.00|     8128.25|     10.56|     5.629|     0|     0
05020003|  6.62|   4.41|   0.95|     36998|    26204.65|    42111.22|   257511.58|    40471.31|    38460.80|   397709.24|     1950.78|      2.73|     2.264|     0|     0
05020004|  8.66|   5.82|   1.21|     79623|   176563.39|   253690.47|  2163423.55|   691869.29|   838960.83|  8477444.41|    10364.45|     34.10|    16.741|     0|     0
05020005|  6.21|   3.33|   0.75|    399747|   500024.09|   867957.09|  3527844.75|   715639.95|   539540.92|  5049090.00|    51258.88|    444.08|   133.489|     0|     0
05020006|  8.54|   3.93|   0.73|    721772|  1471475.19|  2802659.15| 14358524.32|  1934436.59|  1420328.74| 18876060.56|   180575.65|   3919.40|   535.935|     2|     0
05030101|  5.20|   3.33|   0.73|    911000|  1463739.50|  2796944.80|  9458382.54|  5344737.27|  3885192.85| 34536589.00|   155221.02|   6047.37|   274.331|     2|     0
05030102|  5.27|   3.77|   1.03|    462568|  1394735.71|  4060115.51|  9229863.82|  2595523.98|  2666553.58| 17176252.55|   214330.70|  10088.63|   159.722|     0|     2
05030103|  4.27|   3.71|   0.90|    566159|  1284250.73|  4123627.18|  6670438.72|  6683655.09|  5982662.37| 34715114.87|   327527.19|  16494.82|   271.475|     2|     3
05030104|  6.63|   1.46|   0.36|     37954|   121928.00|   167084.37|   702278.07|   135096.25|    48260.32|   778124.25|    11663.73|    667.82|    32.375|     0|     0
05030105|  6.20|   4.16|   0.83|    388884|   647962.64|  1825280.43|  5041820.38|  1661265.74|  1385290.37| 12926367.88|   131520.41|   3815.07|   197.109|     0|     0
05030106|  7.07|   3.59|   0.79|    674929|   567013.35|  1004633.40|  4594320.76|  1214757.65|   965701.39|  9842777.52|    44119.91|    293.90|   130.892|     0|     0
05030201|  8.30|   3.52|   0.54|    112518|   367623.41|   719579.03|  2843956.01|  1147356.59|   614074.61|  8876017.02|    39530.93|     52.68|   116.368|     0|     0
05030202|  6.30|   3.61|   0.67|    364563|   375136.98|  1038488.80|  2668761.42|  2136079.97|  1430057.50| 15196283.12|    69772.40|    116.29|   171.434|     0|     0
05030203|  7.55|   4.83|   0.32|    199286|    62787.92|   130666.42|   505007.31|   137883.86|    44656.58|  1109008.90|     4551.82|      3.99|    28.612|     0|     0
05030204|  5.93|   4.50|   0.87|    398669|   426777.58|   933154.93|  3371319.38|  6673476.54|  5783870.68| 52716969.36|   233329.06|    788.00|   618.698|     2|     2
05040001|  5.41|   3.27|   0.73|   2235526|  5577881.94| 12269400.36| 39186581.85| 17992483.88| 13084221.87|126403525.43|   886374.11|  40380.89|  1267.020|     3|     4
05040002|  5.09|   4.50|   1.14|   1216137|  2254045.78|  7625116.11| 13676853.98| 11644300.37| 13288800.73| 70654020.10|   399710.86|  20732.66|   410.870|     2|     4
05040003|  5.50|   4.01|   0.97|   1675432|  4204218.73| 11454712.60| 27328997.10| 12255380.88| 11847624.75| 79664567.91|   673115.79|  34528.17|   698.935|     2|     4
05040004|  5.81|   3.83|   0.65|    827942|  1438203.72|  3087245.37| 10185512.23|  5410511.51|  3529426.02| 38317819.95|   236286.38|   4750.62|   640.373|     2|     0
05040005|  5.57|   4.27|   0.77|    304631|   352109.43|   648562.41|  2317600.81|  2498750.36|  1929142.75| 16446892.18|    94080.90|    348.51|   320.165|     0|     0
05040006|  5.90|   5.00|   1.15|    530065|  4188913.76| 14839087.37| 29078389.80|  8751714.16| 10101997.57| 60752206.92|   410687.66|  11854.97|   637.962|     2|     3
05050001| 11.30|   3.88|   0.63|    703075|  1586411.84|  3938110.07| 18883498.16|  1553080.98|   974386.24| 18486751.75|   209216.36|    775.21|   700.129|     2|     0
05050002|  5.81|   2.54|   0.24|     36939|   249591.45|   304920.73|  1892085.42|   217377.33|    51772.27|  1647878.83|     8142.11|     15.04|    59.960|     0|     0
05050003|  8.26|   2.11|   0.33|    244951|   242465.17|   553609.53|  2528410.56|   744271.58|   246623.20|  7761214.30|    66084.64|     75.06|   298.833|     0|     0
05050004|  7.01|   4.99|   0.86|     33218|    15092.34|    17871.91|   140173.04|        0.00|        0.00|        0.00|     5202.08|      8.94|    21.664|     0|     0
05050005| 15.77|   4.23|   0.00|     10878|   106380.85|   171725.40|  1464865.99|   280953.13|        0.00|  3868729.07|        0.00|      0.00|     0.000|     0|     0
05050006|  0.00|   0.00|   0.00|         0|     4892.89|     6676.14|    48811.07|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
05050007| 13.00|   3.24|   0.00|     19088|    14915.59|    26672.69|   164226.03|    15915.75|        0.00|   175238.21|        0.00|      0.00|     0.000|     0|     0
05050008|  7.02|   5.08|   0.87|    100462|   113906.39|   245169.81|   838456.25|   337971.47|   295086.93|  2487782.35|    45864.74|     49.21|   206.010|     0|     0
05050009| 11.36|   3.33|   0.00|     28607|     4814.15|     8301.44|    66254.93|    18609.22|        0.00|   256110.29|        0.00|      0.00|     0.000|     0|     0
05060001|  4.65|   5.41|   1.36|   4273713|  2991253.69| 15026498.04| 16863584.57| 41174507.27| 55979786.09|232126679.28|  2445760.90|  86794.84|  1941.926|     3|     4
05060002|  6.77|   4.97|   1.13|   1470310|  1000754.89|  2736610.62|  8253986.16| 17597001.59| 19901317.94|145135845.36|   892952.89|  13452.40|  1692.642|     3|     4
05060003|  6.96|   5.54|   1.29|   1360170|   599237.31|  2656060.72|  4710706.93| 17626111.12| 22761886.69|138561873.66|   954701.66|  10969.37|  1454.654|     3|     4
05070101|  0.00|   0.00|   0.00|         0|     3612.86|     5499.49|    52191.98|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
05070102|  9.99|   3.38|   0.68|     29467|    11359.10|    19207.26|   118803.46|   132829.20|    90565.47|  1389244.65|    33962.08|     24.57|   153.427|     0|     0
05070201| 11.45|   3.28|   0.52|    102436|    74768.74|   111537.47|   882747.80|     6907.54|     3562.95|    81552.99|     3448.00|      3.06|    21.665|     0|     0
05070202|  0.00|   0.00|   0.00|     33922|    13189.26|    24244.81|   164569.19|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
05070203| 11.04|   2.61|   0.41|      9384|    32192.61|    57190.17|   332391.66|   170788.67|    70102.64|  1763408.52|    14136.80|      4.40|   136.090|     0|     0
05070204|  0.00|   0.00|   0.00|       480|    72164.79|   171638.89|   539225.63|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
05080001|  5.02|   4.96|   1.29|   4060075|  8725172.19| 38752255.24| 53708454.30| 40629841.06| 52531085.63|250100045.52|  2166887.49| 103417.35|  1661.036|     3|     4
05080002|  6.69|   5.01|   1.12|   1839384|  1595459.91|  6095871.00| 12546039.15| 13230517.53| 14800331.78|104039336.86|   831104.54|  34527.39|   783.647|     2|     4
05080003|  7.58|   4.61|   1.13|   2226589|  1944834.52|  6770703.02| 16664897.83| 16716783.83| 18921863.86|143242775.77|  1168021.60|  27948.96|  1256.929|     3|     4
05090101|  6.68|   6.25|   1.05|    559434|   354807.84|   872952.06|  2696892.85|  2054871.66|  2161561.70| 15619070.56|   112209.74|    283.26|   428.813|     0|     0
05090102| 10.69|   2.62|   0.26|      4221|     8867.57|    13623.38|   108803.50|     4941.61|     1299.16|    60632.67|      111.00|      0.74|     0.000|     0|     0
05090103|  7.35|   4.50|   0.60|    246049|   405567.89|   910899.93|  3258552.58|  1267114.81|   764640.00| 10180688.28|   202905.73|    313.68|  1174.828|     2|     0
05090104|  8.29|   4.61|   0.71|    212747|   111504.80|   328905.42|   802603.85|   323606.49|   228334.69|  2329297.12|    80343.20|    116.95|   375.167|     0|     0
05090201|  6.95|   6.40|   1.29|   1989465|   995116.25|  3382782.58|  8302444.89|  7515428.59|  9660079.76| 62702655.98|   523425.80|   2438.47|  1222.139|     3|     3
05090202|  7.22|   5.96|   1.29|   2999338|   947818.99|  4717518.85|  7647092.94| 17886499.72| 23034940.02|144309965.12|  1234699.60|  30107.52|  2165.329|     3|     4
05090203|  6.31|   5.69|   1.18|   1316852|   575267.82|  1882071.85|  4459120.40|  6514364.25|  7710135.31| 50495323.26|   510497.19|  10336.57|   600.348|     2|     4
05100101| 10.05|   5.13|   0.79|    800743|  1430116.21|  4565181.35| 14325920.62|  1490261.66|  1174545.34| 14928416.42|   535131.60|   1391.01|  2393.275|     3|     0
05100102|  8.59|   5.43|   0.83|    345284|   482792.11|  1789495.25|  4407940.19|   713735.78|   593657.72|  6516479.05|   307586.51|    534.47|  1336.298|     2|     0
05100201| 11.74|   5.29|   0.50|    213208|     9500.00|    17036.02|   114831.60|   265895.56|   134169.02|  3214020.70|    43101.60|     75.30|   341.481|     0|     0
05100202|  0.00|   0.00|   0.00|         0|     1818.98|     4275.46|    23146.31|    60933.05|        0.00|   775366.12|        0.00|      0.00|     0.000|     0|     0
05100203| 14.55|   4.74|   0.89|     11529|    22475.56|    41223.98|   335667.59|   183987.38|   163926.82|  2747811.22|    19266.60|     36.95|   115.035|     0|     0
05100204| 11.24|   6.68|   0.95|    137930|   130982.52|   471629.25|  1511171.96|   394291.87|   375993.25|  4549025.53|   100158.89|    210.81|  1025.084|     2|     0
05100205| 10.83|   5.09|   0.92|   1032208|  1805960.69|  6406937.30| 18420988.71|  2836670.56|  2613392.74| 28934337.59|   818379.14|   3381.38|  3172.100|     3|     3
